GEN.1.1	Ne waro Õꞌacʉ̃ ʉꞌmʉse, tojo nicã diꞌtare bajurẽcʉ niwĩ. 
LUK.11.32	Apeye quẽꞌrãrẽ weregʉti. Joná Nínive wãmetiri macãcjãrãrẽ Õꞌacʉ̃ ye quetire werecã, na ñaꞌarõ weeꞌquere bʉjaweti, duꞌucãrã niwã. Yʉꞌʉ peꞌere Joná yʉꞌrʉoro nimicã, mʉsã ẽjõpeoweꞌe. Mʉsã na weeꞌcaronojõ ñaꞌarõ weeꞌquere bʉjawetiweꞌe. Tojo weerã Õꞌacʉ̃ masãrẽ beseatji nʉmʉ nicã, Nínivepʉ níꞌcãrã aꞌtocaterocjãrãrẽ “Mʉsã Jesure ẽjõpeotirã, ñaꞌarõ weewʉ”, nirãsama, nicʉ niwĩ Jesú.
LUK.11.33	Jesú masãrẽ aꞌtiro werenemocʉ niwĩ:
LUK.11.33	—Masã sĩꞌocjare sĩꞌóca beꞌro bajutiropʉ, acaronojõ docapʉ sĩꞌotisama. Tojo weronojõ oꞌorã, topʉ sãjãejarãnʉcʉ̃ ĩꞌato nírã, ʉꞌmʉarõpʉ sĩꞌopeosama. 
LUK.11.34	Marĩ caperi sĩꞌomʉꞌtãcja weronojõ niꞌi. Marĩ caperi añucã, añurõ ĩꞌamasĩꞌi. Marĩ caperi ĩꞌaejaticãma, añurõ ĩꞌatisaꞌa. Aꞌte weronojõ mʉsã Õꞌacʉ̃rẽ ẽjõpeo, cʉ̃ yere wéérã, caperi añurõ weronojõ niꞌi. Mʉsã aꞌti turi cjase peꞌere wãcũnʉrʉ̃cãma, caperi ĩꞌaejatirã weronojõ niꞌi. Õꞌacʉ̃ ʉaro weetirã, naꞌitĩꞌarõpʉ nirã́, cʉ̃rẽ masĩtirã weronojõ niꞌi. 
LUK.11.35	Mʉsã ẽjõpeosere sĩꞌose weronojõ cʉoꞌo. Tere naꞌitĩꞌarõpʉ weronojõ ñaꞌarõ weese meꞌrã dojorẽticãꞌña. 
LUK.11.36	Tojo weerã mʉsã Õꞌacʉ̃rẽ ẽjõpeo, ñaꞌase marĩrõ cʉ̃ ʉaro wéérã, cʉ̃ ye cjasere añurõ tʉꞌomasĩrãsaꞌa, nicʉ niwĩ Jesú.
LUK.11.37	Jesú weretuꞌajaca beꞌro niꞌcʉ̃ fariseo masʉ̃ cʉ̃ ya wiꞌipʉ baꞌadutigʉ pijiacʉ niwĩ. Tojo weegʉ Jesú sãjãa, baꞌacjʉ mesapʉ ejanujãcʉ niwĩ. 
LUK.11.38	Beꞌro fariseo na weewʉaronojõ baꞌase dʉporo Jesú cʉ̃ omocoeticã ĩꞌagʉ̃, ĩꞌamarĩacʉ niwĩ. 
LUK.11.39	Tere masĩgʉ̃, Jesú cʉ̃rẽ nicʉ niwĩ:
LUK.11.39	—Mʉsã fariseo masã bajuyoropʉ diaꞌcʉ̃ añurõ weetaꞌsaꞌa. Baparire buꞌipʉ diaꞌcʉ̃ coerã weronojõ niꞌi. Ti pa poꞌpeapʉre peje ñaꞌase mʉsã ãpẽrã yere yajaꞌque, ãpẽrã yere ʉaripejayʉꞌrʉnʉꞌcãꞌque ũꞌirĩ weronojõ wãꞌñaꞌa. 
LUK.11.40	Mʉsã tʉꞌomasĩweꞌe. Õꞌacʉ̃ buꞌicjasere weeꞌcʉta poꞌpeapʉ cjasepʉ quẽꞌrãrẽ weecʉ niwĩ. 
LUK.11.41	Mʉsã cʉosere ãpẽrãrẽ pajañaꞌrã, oꞌoya. Tojo weerã baparire poꞌpeapʉ coerã weronojõ weerãsaꞌa. Beꞌro buꞌipʉ, poꞌpeapʉ quẽꞌrãrẽ ũꞌirĩ marĩrã weronojõ añurã tojarã́saꞌa.
LUK.11.42	»Mʉsã fariseo masãrẽ ñaꞌarõ waꞌarosaꞌa. Mʉsã otese oꞌmajãcã menta, ruda wãmetise, nipeꞌtise opa dari dʉcatisenojõacãrẽ seeneo, opa sʉ̃ꞌʉrĩ weesaꞌa. Diez sʉ̃ꞌʉrĩ cʉorã, niꞌcã sʉ̃ꞌʉ Õꞌacʉ̃ wiꞌipʉ miaa, Õꞌacʉ̃rẽ wãmepeo, paꞌire oꞌosaꞌa. Tojo weemirã, añurõ weese, Õꞌacʉ̃rẽ maꞌise peꞌere weeweꞌe. Aꞌtiro peꞌe weeya. Mʉsã otesere cʉ̃rẽ oꞌoduꞌutimirã, aꞌte añuyʉꞌrʉnʉꞌcãsere weeya.
LUK.11.43	»Mʉsã fariseo masãrẽ ñaꞌarõ waꞌarosaꞌa. Mʉsã nerẽwʉase wiꞌseripʉre wiorã na dujiwʉase cũmurĩpʉ dujisĩꞌrĩꞌi. Noꞌo mʉsã waꞌaro wiopesase meꞌrã añuduticã ʉaꞌa.
LUK.11.44	»Mʉsã Moisé ojaꞌquere buꞌeri masã, tojo nicã fariseo masã, weetaꞌsari masã niꞌi. Ñaꞌarõ waꞌarosaꞌa mʉsãrẽ. Masãperi na yaaꞌque bajutise weronojõ niꞌi. Ãpẽrã aꞌti, masĩtimirã, te peri buꞌi ʉꞌtacũuwãꞌcãsama. Aꞌte weronojõ mʉsã poꞌpeapʉre ñaꞌarã niꞌi. Ãpẽrã mʉsã ñaꞌarõ weesere masĩtisama, nicʉ niwĩ.
LUK.11.45	Cʉ̃ tojo nicã tʉꞌogʉ, niꞌcʉ̃ Moisé ojaꞌquere buꞌeri masʉ̃ aꞌtiro nicʉ niwĩ:
LUK.11.45	—Masãrẽ buꞌegʉ, mʉꞌʉ aꞌtiro nígʉ̃, ʉ̃sã quẽꞌrãrẽ tuꞌtigʉ weeꞌe, nicʉ niwĩ.
LUK.11.46	Jesú cʉ̃rẽ nicʉ niwĩ:
LUK.11.46	—Mʉsã quẽꞌrãrẽ ñaꞌarõ waꞌarosaꞌa. Ãpẽrãrẽ weepõtẽoña marĩsere dutiyʉꞌrʉocãꞌsaꞌa. Tere dutimirã, mʉsã peꞌe ne weeweꞌe.
LUK.11.47	»Ñaꞌabutiaro waꞌarosaꞌa mʉsãrẽ. Mʉsã dʉporocjãrã Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masã masãperi buꞌipʉ yeeaponʉꞌcõꞌo. Narẽta mʉsã ñecʉ̃sʉmʉapʉ wẽjẽmʉjãticãrã niwã. 
LUK.11.48	Mʉsã Õꞌacʉ̃ ye quetire weremʉꞌtãrĩ masã na níꞌquere weeweꞌe. Yʉꞌʉ quẽꞌrãrẽ ẽjõpeoweꞌe. Mʉsã aꞌtiro weese meꞌrã mʉsã ñecʉ̃sʉmʉa weeꞌquere buꞌipejatamusere masĩnoꞌo. Na Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masãrẽ wẽjẽcõꞌacãrã niwã. Mʉsã peꞌe na ye masãperire yeeaponʉꞌcõꞌo.
LUK.11.49	»Tojo weegʉ Õꞌacʉ̃ yʉꞌʉ pacʉ dʉporopʉ masĩse meꞌrã aꞌtiro nicʉ niwĩ: “Yé queti weremʉꞌtãrĩ masãrẽ, tojo nicã yé queti buꞌeri masãrẽ oꞌógʉti. Niꞌcãrẽrãrẽ wẽjẽcõꞌa, ãpẽrãrẽ ñaꞌarõ weesĩꞌrĩrã, noꞌo na waꞌaro sirutucusiarãsama”, nicʉ niwĩ Õꞌacʉ̃. 
LUK.11.50	Tojo weegʉ nipeꞌtirã Õꞌacʉ̃ ye queti weremʉꞌtãrĩ masãrẽ wẽjẽꞌque wapa Õꞌacʉ̃ aꞌtiro weegʉsami. Aꞌtocaterocjãrã masãrẽ buꞌiri wapaseegʉsami. 
LUK.11.51	Aꞌti turi weenʉꞌcãcaterore mʉsã ñecʉ̃sʉmʉa Abere wẽjẽmʉꞌtãcãrã niwã. Beꞌro téé Zacaría na ñubuepeowʉaro põtẽorõpʉ wẽjẽꞌque meꞌrã yapatiꞌi. Tojo weegʉ mʉsãrẽ nigʉ̃ti. Tojo weeꞌque wapare aꞌtocateropʉ nirãrẽ buꞌiri waꞌarosaꞌa.
LUK.11.52	»Mʉsã Moisé ojaꞌquere buꞌeri masã Õꞌacʉ̃ yere masĩꞌi. Tere masĩmirã, ãpẽrãrẽ masĩcã weeweꞌe. Mʉsã basuta yʉꞌʉre ẽjõpeoweꞌe. Ãpẽrã quẽꞌrãrẽ ẽjõpeosĩꞌrĩcã ʉasãweꞌe. Tojo weero ñaꞌarõ waꞌarosaꞌa mʉsãrẽ, nicʉ niwĩ Jesú.
LUK.11.53	Jesú aꞌtere níca beꞌro Moisé ojaꞌquere buꞌeri masã, tojo nicã fariseo masã cʉ̃ meꞌrã uayʉꞌrʉacãrã niwã. Tojo weerã cʉ̃rẽ peje sẽrĩtiñaꞌwãꞌcõcãrã niwã. 
LUK.11.54	Cʉ̃ mejẽcã nicã, cʉ̃rẽ weresãrãti nírã, tojo weecãrã niwã.
LUK.12.1	Jesú masãrẽ buꞌeri cura pãjãrã waro masã nerẽcãrã niwã. Na pãjãrã waro nitjĩarã, aꞌmerĩ ʉꞌtatĩꞌa, doquewãmʉjãcãrã niwã. Jesú ne waro cʉ̃ buꞌerã diaꞌcʉ̃rẽ weremʉꞌtãcʉ niwĩ yujupʉ. Aꞌtiro nicʉ niwĩ:
LUK.12.1	—Mʉsã fariseo masã na ye levadura pã́ bʉcʉacã weesere tʉꞌomasĩña. Levadura nígʉ̃, na nisoose meꞌrã buꞌesere tʉꞌomasĩña nigʉ̃ weeꞌe, nicʉ niwĩ. 
LUK.12.2	Ne bajuyoropʉ weetise ĩꞌanoꞌticã weesome. Ĩꞌanoꞌrõsaꞌa. Ne ĩꞌatiropʉ weeꞌque quẽꞌrã masĩnoꞌticã weesome. 
LUK.12.3	Tojo weerã mʉsã ñamipʉ weronojõ weeꞌque ãpẽrã tʉꞌotiropʉ níꞌque aꞌtiro weenoꞌrõsaꞌa. Ʉmʉcopʉ weronojõ nipeꞌtirã tʉꞌoropʉ werenoꞌrõsaꞌa. Apeye mʉsã wiꞌi poꞌpeapʉ yaꞌyioropʉ níꞌque quẽꞌrã wiꞌi buꞌipʉ caricũrõ weronojõ ʉpʉtʉ bʉsʉcã weenoꞌrõsaꞌa, nicʉ niwĩ.
LUK.12.4	Jesú cʉ̃ buꞌerãrẽ aꞌtiro werecʉ niwĩ:
LUK.12.4	—Mʉsã yʉꞌʉ meꞌrãcjãrãrẽ aꞌtiro weregʉti. Aꞌti upʉre wẽjẽcõꞌarãrẽ uiticãꞌña. Wẽjẽ́ca beꞌro na mejẽcã weemasĩtisama. 
LUK.12.5	Mʉsãrẽ “Ãꞌrĩ peꞌere uiya”, nigʉ̃ti. Õꞌacʉ̃ marĩ wẽ́rĩ́ca beꞌro pecameꞌepʉ cõꞌabutiamasĩsami. Cʉ̃ tojo weegʉ́ pũrĩcãrẽ uiya.
LUK.12.6	»Niꞌcãmocʉrã mirĩcʉ̃a oꞌmajãrãcã cãꞌrõacã waro wapatima. Tojo nimicã, Õꞌacʉ̃ peꞌe ne niꞌcʉ̃rẽ masĩticã weetisami. 
LUK.12.7	Tojo nicã mʉsã poaripʉreta “Ticʉse niꞌi”, ni masĩpeꞌocãꞌsami. Tojo weerã masãrẽ uiticãꞌña. Õꞌacʉ̃ ĩꞌorõpʉ pãjãrã mirĩcʉ̃a nemorõ mʉsã wapatiꞌi. Õꞌacʉ̃ mʉsãrẽ añurõ coꞌtegʉsami.
LUK.12.8	»Mʉsãrẽ weregʉti. Noꞌo masã ĩꞌorõpʉ yʉꞌʉre “Ẽjõpeoꞌo” ni werecã, yʉꞌʉ quẽꞌrã Õꞌacʉ̃rẽ werecoꞌterã ʉꞌmʉsecjãrã ĩꞌorõpʉ narẽ añurõ ucũgʉ̃saꞌa. 
LUK.12.9	Niꞌcʉ̃ masãrẽ uigʉ, masã ĩꞌorõpʉ yʉꞌʉre “Ẽjõpeoweꞌe” nigʉ̃rẽ yʉꞌʉ quẽꞌrã Õꞌacʉ̃rẽ werecoꞌterã ĩꞌorõpʉ narẽ “Yagʉ mejẽta nimi”, nigʉ̃ti.
LUK.12.10	»Yʉꞌʉ Õꞌacʉ̃ macʉ̃ masʉ̃ weronojõ upʉtigʉre ñaꞌarõ ucũcã, Õꞌacʉ̃ acobojogʉsami. Espíritu Santu peꞌere ñaꞌarõ ucũcã, Õꞌacʉ̃ acobojosome.
LUK.12.11	»Ãpẽrã mʉsãrẽ weresãrã, nerẽwʉase wiꞌseripʉ, beseri masã tiropʉ, wiorã tiropʉ miabosama. Na tojo weecã, mʉsã ucũatjere “¿Deꞌro yʉꞌtirãsari? ¿Deꞌro nirãsari?” ni wãcũqueꞌtiticãꞌña. 
LUK.12.12	Mʉsã ucũrĩ cura Espíritu Santu mʉsã yʉꞌtiatjere weregʉsami, nicʉ niwĩ Jesú.
LUK.12.13	Jesú buꞌeri cura niꞌcʉ̃ masã waꞌteropʉ nigʉ̃́ aꞌtiro nicʉ niwĩ:
LUK.12.13	—Masãrẽ buꞌegʉ, yʉꞌʉ pacʉ wẽrĩgʉ̃, apeyenojõ ʉ̃sãrẽ cũucʉ niwĩ. Tere yʉꞌʉ maꞌmirẽ, yé nisere dʉcawaadutiya, nicʉ niwĩ.
LUK.12.14	Jesú cʉ̃rẽ nicʉ niwĩ:
LUK.12.14	—¿Mʉꞌʉ deꞌro wãcũti? Yʉꞌʉ pacʉ yʉꞌʉre mʉsãrẽ besedutigʉ, mʉsãrẽ apeyenojõ dʉcawaadutigʉ sõrõpĩ, ¿ni wãcũmiti? nicʉ niwĩ.
LUK.12.15	Apeye ninemocʉ niwĩ:
LUK.12.15	—Mʉsã nipeꞌtise ʉaripejasenojõrẽ tʉꞌomasĩ, wãcũña. Marĩ catise peje apeyenojõ cʉose mejẽta niꞌi, nicʉ niwĩ.
LUK.12.16	Cʉ̃ tojo níca beꞌro aꞌtiro queose meꞌrã werecʉ niwĩ:
LUK.12.16	—Niꞌcʉ̃ peje cʉori masʉ̃ nicʉ niwĩ. Cʉ̃ otéca beꞌro peje waro dʉcaticaro niwʉ̃. 
LUK.12.17	Te peje nicã ĩꞌagʉ̃, aꞌtiro wãcũcʉ niwĩ: “¿Deꞌro weegʉsari yʉꞌʉ te peje meꞌrã? Tere yʉꞌʉ noꞌopʉ nʉrõrõ mooꞌo”, nicʉ niwĩ. 
LUK.12.18	Beꞌro wãcũapocʉ niwĩ tja: “Aꞌbeya. Aꞌtiro weegʉti. Yʉꞌʉ baꞌase nʉrõrĩ wiꞌire cõꞌapeꞌo, nemorõ pajiri wiꞌi nʉꞌcõgʉ̃ti. Topʉ nipeꞌtise otese dʉcare noꞌo yʉꞌʉ cʉosere nʉrõgʉ̃ti”, nisami. 
LUK.12.19	“Tuꞌajanʉꞌcõ, yʉꞌʉ basu aꞌtiro nigʉ̃ti: ‘Peje cʉ̃ꞌmarĩ cjase niatjere nʉrõꞌque cʉoꞌo. Tojo weegʉ yʉꞌʉ ʉaro soo, baꞌa, sĩꞌrĩ eꞌcatigʉti’ ”, nisami. 
LUK.12.20	Õꞌacʉ̃ peꞌe tojo weecã ĩꞌagʉ̃, aꞌtiro nicʉ niwĩ: “Mʉꞌʉ tʉꞌomasĩweꞌe. Niꞌcãcã ñamita mʉꞌʉ wẽrĩgʉ̃saꞌa. To pũrĩcãrẽ mʉꞌʉ nʉrõꞌque peje ¿noa ye tojarosari?” nicʉ niwĩ Õꞌacʉ̃. 
LUK.12.21	Tojota waꞌarosaꞌa peje cʉogʉ Õꞌacʉ̃rẽ wãcũtigʉ, cʉ̃ ye diaꞌcʉ̃ mineocũugʉ̃rẽ. Cʉ̃ Õꞌacʉ̃ ĩꞌorõrẽ pajasecʉogʉ waro nisami, nicʉ niwĩ Jesú.
LUK.12.22	Beꞌro Jesú cʉ̃ buꞌerãrẽ nicʉ niwĩ:
LUK.12.22	—Mʉsãrẽ nigʉ̃ti. ¿Ñeꞌenojõ baꞌarãsari? ¿Ñeꞌenojõ sãñarãsari? ni wãcũqueꞌtiticãꞌña. 
LUK.12.23	Marĩ catise baꞌase nemorõ wapatiꞌi. Marĩ upʉ quẽꞌrã suꞌti nemorõ wapatiꞌi. 
LUK.12.24	Mirĩcʉ̃arẽ wãcũña. Na baꞌasĩꞌrĩrã, otese capere ote, pĩꞌrĩ dʉcaticã weetisama. Baꞌase nʉrõse wiꞌseri, na ecarã nʉrõse wiꞌseri quẽꞌrãrẽ moosama. Tojo nimicã, Õꞌacʉ̃ narẽ baꞌase oꞌosami. Mʉsã peꞌe totá mirĩcʉ̃a nemorõ wapatiyʉꞌrʉnʉꞌcãꞌa. 
LUK.12.25	Noꞌo mʉsã ʉpʉtʉ wãcũqueꞌtirã, pajicurero bʉcʉanemomasĩtisaꞌa. 
LUK.12.26	Aꞌtiro niꞌi. Teacãmarĩcãrẽ mʉsã wãcũqueꞌtise meꞌrã ne cãꞌrõacã bʉcʉanemoweꞌe. Tojo nicãma apeyema baꞌase, sĩꞌrĩse, suꞌtire tjãrãta bocamasĩtisaꞌa.
LUK.12.27	»Oꞌori, nʉcʉ̃ cjasere wãcũña. Te noꞌo ʉaro pĩꞌrĩbajaqueꞌatisaꞌa. Daꞌrati, suꞌatimirõ, suꞌti añurõ sãñarõ weronojõ bajuꞌu. Marĩ ñecʉ̃ wiogʉ Salomó añuse suꞌti sãñacʉ niwĩ. Cʉ̃ tojo sãñamigʉ̃, oꞌorire niꞌcãrõwijiticʉ niwĩ. Te oꞌori añubutiase niꞌi. 
LUK.12.28	Niꞌcãcãrẽ cãꞌrõ catíniꞌi, ñamiacã ñaidija waꞌasaꞌa. Beꞌro pecameꞌepʉ ʉ̃jʉ̃acõꞌanoꞌsaꞌa. Tojo nimicã, Õꞌacʉ̃ta oꞌorire añurõ bajumeꞌrĩcã weesami. Cʉ̃ oꞌorire añurõ coꞌtero nemorõ mʉsã peꞌere weesami. Mʉsã, mʉsã ẽjõpeotise buꞌiri wãcũqueꞌtiꞌi. 
LUK.12.29	Tojo weerã mʉsã baꞌatjere, mʉsã sĩꞌrĩatjere wãcũqueꞌti, wãcũnʉrʉ̃sijaticãꞌña. 
LUK.12.30	Aꞌti turicjãrã Õꞌacʉ̃rẽ ẽjõpeotirã tere wãcũqueꞌtisama. Marĩ pacʉ ʉꞌmʉsepʉ nigʉ̃́ mʉsã ʉasenojõrẽ masĩtojasami. 
LUK.12.31	Tojo weerã Õꞌacʉ̃ yere wãcũyʉꞌrʉnʉꞌcãña. Tojo weecã, nipeꞌtise mʉsãrẽ dʉꞌsasenojõrẽ oꞌobuꞌipeogʉsami.
LUK.12.32	»Mʉsã yʉꞌʉ buꞌerã, yarã oveja weronojõ niꞌi. Mʉsã pejetirãcã nimirã, uiticãꞌña. Marĩ pacʉ cʉ̃ wiogʉ nirõpʉ mʉsã waꞌacã ʉasami. 
LUK.12.33	Mʉsã cʉosere dua, ãpẽrã moorãrẽ oꞌoya. Aꞌti turi cjase boadijatjere wãcũticãꞌña. Ʉꞌmʉse cjase boatiatje peꞌere wãcũña. Topʉre mʉsã añuse cʉoatje ne peꞌtisome. Ne yajari masã sãjãa yajasome. Ãpẽrãnojõ quẽꞌrã baꞌabajuriosome. 
LUK.12.34	Marĩ ʉpʉtʉ maꞌisere wãcũnʉrʉ̃saꞌa. Tojo weerã aꞌti turi cjase diaꞌcʉ̃rẽ wãcũnʉrʉ̃ticãꞌña. Õꞌacʉ̃ ye peꞌere wãcũnʉrʉ̃ña.
LUK.12.35	»Mʉsã sĩꞌosepare sĩꞌoyooro weronojõ apoyuꞌcãrãpʉ nitojaya. 
LUK.12.36	Daꞌracoꞌteri masã na wiogʉ omocã dʉꞌteri bosenʉmʉ waꞌáca beꞌro cʉ̃ dajatjere coꞌteꞌcaro weronojõ weeya. Cʉ̃ sope pʉꞌtopʉ pisucã, maata pãosõrõrãti nírã, coꞌtesama. Mʉsã quẽꞌrã na weronojõ weeya. 
LUK.12.37	Daꞌracoꞌterã na wiogʉ dajatjere queoro coꞌtesama. Cʉ̃ dajari cura queoro bocaejanoꞌrãnojõ eꞌcatisama. Diacjʉ̃ mʉsãrẽ weregʉti. Narẽ tojo bocaejagʉ, wiogʉ basuta baꞌase etiacjʉ dujidutisami. Beꞌro narẽ etibʉrosami. 
LUK.12.38	Ñami deco o boꞌreari cura tʉꞌsʉboꞌrearã bocaejanoꞌrã eꞌcatisama. 
LUK.12.39	Apeyere aꞌtiro masĩña. Wiꞌi wiogʉ ti hora nicã yajari masʉ̃ aꞌtigʉsami nígʉ̃, cãrĩtibosami. Yajari masʉ̃ cʉ̃ ya wiꞌire pãosãjãasere cãꞌmotaꞌabosami. 
LUK.12.40	Mʉsã quẽꞌrã ãꞌrĩ weronojõ apoyu niña. Mʉsã ne cãꞌrõ wãcũtibutiari cura yʉꞌʉ Õꞌacʉ̃ macʉ̃ masʉ̃ weronojõ upʉtigʉ aꞌtigʉsaꞌa, nicʉ niwĩ.
LUK.12.41	Jesú buꞌeri cura Pedro sẽrĩtiñaꞌcʉ niwĩ:
LUK.12.41	—Ʉ̃sã wiogʉ, ¿mʉꞌʉ aꞌte queosere ʉ̃sã diaꞌcʉ̃rẽ oꞌogʉ weeati, o nipeꞌtirã ye niti? ni sẽrĩtiñaꞌcʉ niwĩ.
LUK.12.42	Jesú nicʉ niwĩ:
LUK.12.42	—¿Noanojõ yʉꞌʉ dutiro weemeꞌrĩgʉ̃, tʉꞌomasĩgʉ̃ waro nisari? nígʉ̃, queose meꞌrã weregʉti. Wiogʉ aperopʉ waꞌagʉ, cʉ̃ ya wiꞌire coꞌtedutigʉ niꞌcʉ̃ cʉ̃rẽ daꞌracoꞌtegʉre cũasami. “Ãpẽrã daꞌracoꞌterãrẽ noꞌo dʉꞌsasenojõrẽ baꞌase ecaya”, nisami. 
LUK.12.43	Beꞌro aperopʉ ejaꞌcʉ dajasami. Cʉ̃ dajacã, queoro daꞌra bocaejanoꞌgʉ̃ eꞌcatisami. 
LUK.12.44	Diacjʉ̃ mʉsãrẽ weregʉti. Cʉ̃ queoro weese wapa wiogʉ nipeꞌtise cʉ̃ cʉosere coꞌtedutigʉ sõrõgʉ̃sami. 
LUK.12.45	“Yʉꞌʉ wiogʉ maata dajasome” nigʉ̃nojõ pũrĩcã aꞌtiro weesami. Ãpẽrã daꞌracoꞌterã ʉmʉarẽ, numiarẽ ñaꞌarõ paa piꞌeticã weesami. Cʉ̃ wiogʉ maata bajutigʉsami nígʉ̃, baꞌa, sĩꞌrĩ, queꞌasami. 
LUK.12.46	Cʉ̃ tojo weeri cura wiogʉ wãcũña marĩrõ cʉ̃ coꞌtetiri cura dajasami. Cʉ̃ cũuwãꞌcãꞌcʉre dutiꞌquere weetiꞌque wapa ʉpʉtʉ buꞌiri daꞌregʉsami. Cʉ̃ quẽꞌrã wiogʉ ñaꞌarã, cʉ̃ dutisere weetiꞌcãrãrẽ cõꞌabutiaꞌquere buꞌipejatamugʉ̃sami.
LUK.12.47	»Daꞌracoꞌtegʉ cʉ̃ wiogʉ ʉasere queoro masĩsami. Tojo masĩmigʉ̃, cʉ̃ dutisere queoro weeyúti, yʉꞌrʉnʉꞌcãgʉ̃ ʉpʉtʉ tãrãnoꞌgʉ̃sami. 
LUK.12.48	Apĩ daꞌracoꞌtegʉ wiogʉ ʉasere masĩtisami. Tojo masĩtimigʉ̃ ñaꞌase, buꞌiri daꞌrenoꞌsere wéégʉ, sajatirocure tãrãnoꞌgʉ̃sami. Peje masĩse oꞌonoꞌcʉ nemorõ wapaseenoꞌgʉ̃sami. Tojo nicã “Añubutiaro weegʉsami” ninoꞌcʉ nemorõ “Tojo weeroʉaꞌa” ninoꞌgʉ̃sami, nicʉ niwĩ Jesú.
LUK.12.49	Jesú aꞌtiro ninemocʉ niwĩ:
LUK.12.49	—Yʉꞌʉ pecameꞌe wĩjãwãꞌcõgʉ̃ weronojõ masã ñaꞌarõ weesere cõꞌagʉ̃ aꞌtiwʉ. Ti meꞌe ʉ̃jʉ̃nuꞌcũrõ weronojõ niꞌcãrõacãrẽ ñaꞌasere yʉꞌrʉwetiꞌcãrãpʉ nicã weetojasĩꞌrĩmisaꞌa. 
LUK.12.50	Yʉꞌʉ piꞌetinígʉ̃saꞌa yujupʉ. Yʉꞌʉ piꞌetiatjere wãcũgʉ̃, ñaꞌarõ ejeripõꞌrãtiꞌi. Piꞌetitojagʉpʉ, ejerisãjãgʉ̃saꞌa. 
LUK.12.51	Mʉsã tʉꞌoñaꞌcã, ¿yʉꞌʉ aꞌti diꞌtapʉre añurõ nisetiatjere miitigʉ weepari? Niweꞌe. Yʉꞌʉre ẽjõpeose buꞌiri masãrẽ dʉcawatise miitigʉ weeꞌe. 
LUK.12.52	Niꞌcãcã meꞌrã niꞌcãmocʉrã niꞌcã wiꞌicjãrã aꞌmerĩ dʉcawatinʉꞌcãrãsama. Iꞌtiarã pʉarã meꞌrã aꞌpepũrĩrãsama. Pʉarã iꞌtiarã meꞌrã aꞌpepũrĩrãsama. 
LUK.12.53	Pacʉ cʉ̃ macʉ̃ meꞌrã aꞌpepũrĩgʉ̃sami. Cʉ̃ macʉ̃ quẽꞌrã cʉ̃ pacʉ meꞌrã mejãrõta weegʉsami. Paco macõ meꞌrã aꞌpepũrĩgõsamo. Co macõ quẽꞌrã paco meꞌrã mejãrõta weegosamo. Mañecõ co macʉ̃ nʉmo meꞌrã aꞌpepũrĩgõsamo. Co macʉ̃ nʉmo mañecõ meꞌrã mejãrõta weegosamo. Yʉꞌʉre ẽjõpeose buꞌiri tojo weerãsama, nicʉ niwĩ Jesú.
LUK.12.54	Jesú masãrẽ apeye quẽꞌrãrẽ nicʉ niwĩ:
LUK.12.54	—Mujĩpũ mʉjãtiro peꞌe ñiamʉjãticã, “Acoro pejarotiro weeꞌe”, nisaꞌa. Mʉsã níꞌcaronojõta pejasaꞌa. 
LUK.12.55	Mʉsã mujĩpũ ʉpʉtʉ asimʉjãticã, “Niꞌcãcã cʉ̃ꞌmarõsaꞌa”, nisaꞌa. Mʉsã níꞌcaronojõta cʉ̃ꞌmasaꞌa. 
LUK.12.56	Mʉsã weetaꞌsari masã niꞌi. Aꞌti nucũcã cjase, ʉꞌmʉarõ cjasemarĩcãrẽ “Tojo niꞌi”, nímasĩꞌi. Tojo nimirã, ¿deꞌro weerã aꞌtocatero yʉꞌʉ weeĩꞌose peꞌere “Tojo nisĩꞌrĩrõ weeꞌe”, nímasĩweti? nicʉ niwĩ.
LUK.12.57	Jesú masãrẽ aꞌtiro ninemocʉ niwĩ:
LUK.12.57	—¿Deꞌro weerã mʉsã basu queoro besemasĩweti? 
LUK.12.58	Niꞌcʉ̃ mʉꞌʉrẽ weresãsĩꞌrĩcã, wiorã tiropʉ cʉ̃ meꞌrã waꞌaya. Topʉ ejase dʉporo maꞌapʉ cʉ̃ meꞌrã apoweꞌocãꞌña. Tojo weecã, mʉꞌʉrẽ cʉ̃ beseri masʉ̃rẽ oꞌotibosami. Tojo weeticãma, beseri masʉ̃ surarare pijio, buꞌiri daꞌreri wiꞌipʉ mʉꞌʉrẽ sõrõdutibosami. 
LUK.12.59	Mʉꞌʉrẽ weregʉti. Buꞌiri daꞌreri wiꞌipʉ sãjãa wapayepeꞌoticã, mʉꞌʉrẽ ne duꞌuwĩrõsome. Aꞌte weronojõ mʉsã ñaꞌarõ weesere Õꞌacʉ̃ meꞌrã apoweꞌocãꞌña nígʉ̃, tojo nicʉ niwĩ.
