MAT.1.1	Dabíii, Aavaráaa, íjcyámútsiúvúj tsɨɨménémúhaabéhjáa Jetsocríjtó íjcyáábé ɨhdé múnáaúvú ílluúme:
ACT.18.23	Átsihyíhjyáa tsúcájá iíjcyátsihdyu idyé tsiiñe pehíjcyaabe Garáátsiámá Pírííjiá iñújɨ́ɨ́curi íjcyáné cahcújtso múnáake tsápɨ́jtsoobéré técomívádu.
ACT.18.24	Áijyúhjáa Arejadrííá cóómi múnáajpi jodíómuube Apóóró teene Éépetsóvú wajtsɨ́hi. Aabéhjáa ɨ́mɨá uwááboobe íjcyaabe mítyane waajácú Píívyéébé ihjyu. 
ACT.18.25+ACT.18.26	Aabéhjáa úwáábohíjcyá muhdú Jetsóoke meúráávyejɨ́jtó tsaate dííbyeke úwaabóne. Úwáábohíjcyaabéhjáa apááñéré Jóáápe tsótsohíjcyánetu íjcyáné uwáábó iwáájacúné imúnáá pihcyáávéjá pañévú ɨ́ɨ́nerí núhnévétuubére. Aanéhjáa dibye nɨ́jkevádú Akííramútsí dííbyeke ihjyávú itsájtyéne botsíi ímíñeúvú úwaabó muhdúhjáa Píívyéébe Jetsóoj tééveri mééma méénune. 
ACT.18.27	Aabéhjáa imíllé Acááyá iiñújɨvu ipyééneé. Aanéhjáa cahcújtso múnaa ímí ɨɨ́jtsúcunúnéllii caatúnú waajácuháámɨ́ téhullé cahcújtso múnáa éllevu ditye tsaímíyé iwáátsúcúpéjtso dííbyeke. Aabéhjáa téhullévú úújetéébé Píívyéébere túkévéjtsóneri pɨ́áábohíjcyá mítyane cahcújtso múnáake. 
ACT.18.28	Aabéhjáa imúnaa jodíómuke nehíjcyá diibyéjuco Jetsóó Críjto Mépájtyetétsoobe íjcyane Píívyéébé waajácúháámɨtúu tene néhdújuco. Ehdúhjáa dibye néénéllii tsáhájuco ditye ɨɨná néétune.
ACT.19.1	Aabéhjáa Coríítori íjcyánáa Páávoro íjchí iiñújɨri péhíjcyaabe úújeté Éépetsóvu. Átsihyíhjyáa ijcyámé tsaate Píívyéébé cahcújtso múnaa Jóááúvú uwáábó úráávyehíjcyáme. 
ACT.19.2	Áámekéhjáa neébe:
ACT.19.2	—¿A ámuhápe Píívyéébeke mecáhcújtsótujkénúijyu tsúúca dííbyé Apííchó ámúhá pañévú úcaavéhi?
ACT.19.2	Áánélliihyéhjáa néémeé:
ACT.19.2	—Tehdu muha mewáájácúnejɨ́ɨ́va dííbyé Apííchó íjcyane.
ACT.19.3	Áánélliihyéhjáa neebe diityéke:
ACT.19.3	—¿Acáa ɨ́ɨ́né uwáábórá ámuha mecáhcújtsóne métsójtsótsámeíhi?
ACT.19.3	Áánélliihyéhjáa néémeé:
ACT.19.3	—Mu ihdyúu éhne Jóááuvu tsótsohíjcyáné uwáábo.
ACT.19.4	Áánélliihyéhjáa neébe:
ACT.19.4	—Ɨ́mɨáánéjucóhdée diibye Jóáa tsótsohíjcyáné ímityúné iícyahíjcyanéhjɨ́ ɨ́hvéjtsómeke. Árónáacáa ihdyu diityéké nehíjcyaabe dííbyé boone Mépájtyetétsoobe Jetsóó úwáábóííbyeke ditye icyáhcújtsoki.
ACT.19.5	Áánélliihyéhjáa botsíi Jetsóoke icyáhcújtsóne tsiiñe tsójtsótsámeímyé dííbye mémeri. 
ACT.19.6	Áámé hallúvúhjáa Páávoro tsáápiitsá hallúvú íhyójtsɨ ipícyóóne Píívyéébema íhjyúváné tujkéveri dííbyé Apííchó diityé pañévú úcaavéhi. Aaméhjáa tsíjyúhjɨri illéébótúrójúhjɨri Píívyéébeke duurúvahíjcyáhi. Áhduréhjáa téénere túkévéjtsóneri úúbállehíjcyámé dibyée diityédívú íuwááboju bóhówajtsóne. 
ACT.19.7	Aaméhjáa diitye Píívyéébé Apííchó diityé pañévú úcaavémé 12-meva.
ACT.19.8	Aanéhjáa Páávoro pápihchúú nuhbává imúnaa jodíómú pihcyáávéjá pañévú úwáábohíjcyá ɨ́ɨ́nerí núhnévétuubére. Aabéhjáa mɨ́amúnáake téɨ́búwátsohíjcyá Píívyéébé avyéjú icyánejcúvu. 
ACT.19.9	Árónáacáhjáa tsaate tsá ímílletú icyáhcujtsóne. Aaméhjáa nehníwu ihjyúvahíjcyá teene Jetsóodítyú íjcyáné uwáábotu pámé úmɨwávúre. Áánélliihyéhjáa Páávoro diityédítyú péé pámeemáyé cahcújtso múnáama ‘Tirááno’ némeííbyé uwáábojávu. 
ACT.19.10	Aabéhjáa tééjavúréjuco diityéké úwáábohíjcyáné míñéécú pijcyába. Aanéhjáa tsúúca pámeere Áátsiá iiñújɨ múnaa lleebójucóó Jetsóodítyú íjcyáné uwááboju dibye úwáábohíjcyáne. Áhduréhjáa tsijtye jodíómú íjcyáturómé tsúúca lleebóhi. 
ACT.19.11	Áijyúhjáa dííbyej tééveri Píívyéébe méénuhíjcyá mítyane méénúráítyúronéhjɨ. 
ACT.19.12	Ávyetáhjáa dííbyé miñúbajáánema íwajyámúúné chéméméhjɨ éllevu ditye tsájtyéróneri tsúúca bóhɨhíjcyáme. Tsaaté pañéhjáa naavémú íjcyároméhjɨ́ ichívyehíjcyáhi.
ACT.19.13	Áijyúhjáa tsaate téhullé múnaa jodíómú naavémuke tsaaté pañétú íchívyétsohíjcyámé imíllerá Jetsóo mémeríyéjuco iíjchívyetsóne. Aaméhjáa néjcatsíhi:
ACT.19.13	—Méneé tsaaté pañétú ditye iíjchívye éhne Páávoro úwáábohíjcyaabe Jetsóo mémeri.
ACT.19.14	Ehdúhjáa imíllerómé imyéénune jodíómuube Etséébá llúúvájté avyéjúúbej tsɨ́ɨ́mé 7-meva íjcyame. 
ACT.19.15	Aaméhjáa tehdu méénúrónáa tsáápí pañétú diibye naavéné nééhií:
ACT.19.15	—Muurá ó waajácú Jetsóoke. Áhdure ó waajácú muubá Páávoro íjcyane. Áánetu ¿muutá ámuúha?
ACT.19.16	Ehdúhjáa néébere diibye mɨ́amúnáajpi naavéné ípañe íjcyaabe diityéké méénúnetu ílluréjuco ditye wááne tééjá pañétú íévejtéhjɨréjuco wájyamúúvatúmé dibye túúvátsónéhjɨma. 
ACT.19.17	Aanéhjáa pámeere Éépetsó múnaa jodíómumáyé tsijtye jodíómú íjcyátúmé iwáájácúneri mítyane iíllityéne Jetsóoke ávyéjujtsóhi.
ACT.19.18	Áhduréhjáa tsaate cáhcujtsójúcóómedítyú úúbállehíjcyá ɨ́hdéhjáa ímityúné iícyahíjcyanéhjɨ. 
ACT.19.19	Áánetúhjáa ápííchojte ténéhjɨ́ waajácúhaamɨ́né ílluréjuco cóvajtsóné pámeere ɨ́ɨ́téneríye. Ááné pañéhjáa ɨjtsúcunúmé dsɨɨdsɨ wágóoovéné 50 míi. 
ACT.19.20	Ehdúhjáa téijyu Jetsóodítyú íjcyáné uwááboju tsújaavé pámehdívúre.
ACT.19.21	Ááné boonétúhjáa Páávoro ɨ́jtsámeí Matsedóóniámá Acááyá iñújɨ́ɨ́cú iááhɨ́vetétsihdyu botsíi Jerotsaréevu ipyééiñe. Áhduréhjáa nehíjcyaabe teene Jerotsaréetu ipyééiñe Róómávuú. 
ACT.19.22	Áánélliihyéhjáa ɨ́hde wálloobe ɨ́pɨáábojtétsikye Matsedóóniávú Timotéoma Erájtomútsikye. Áánetúikyéhjáa tsúcájá coévaabe Áátsiá iiñújɨvu.
ACT.19.23	Aabéhjáa Jetsóodítyú íjcyáné uwááboju úwáábohíjcyáné hallútú cáhcújtsotúmé páhduváré dárɨ́ɨ́vehíjcyá cahcújtso múnáake. 
ACT.19.24	Tsaapíhjyáa ‘Deméétrio’ némeííbyedítyú tujkéváne. Diibyéhjáa nícyohíjcyá úwáñewáánetu ‘Diána’ némeíñé níjcyota píívyélledi idíllone idyúúrúvahíjcyája nááve. Ááné hallúvúhjáa mítyane dsɨɨdsɨ́vahíjcyámé pámeere íwákimyéi múnáama. 
ACT.19.25	Aabéhjáa pámeere múhdumé téeménéhjɨ́ wákímyeíhíjcyámeke ipíhjyúcúne nééhií:
ACT.19.25	—Muurá ámuha méwaajácú íñe mewákímyeímyé tsaímíyé meícyahíjcyáné ɨ́ɨ́netú pɨ́htotúme. 
ACT.19.26	Aane ¿ɨ́veekí Páávoro nehíjcyá íñe menícyohíjcyámé píívyéébe íjcyatúne? Ehdu iñééneri muurá mítyámekéjuco dibye tsíñejcúvúré ɨ́búwajtsóne. Aane muurá tsá apátsiíyé íchii Éépetsórí dibye tehdu méénutúne. Muuráhjáubá páneeréjuco Áátsiá iiñújɨri ehdu dibye méénune. 
ACT.19.27	Aane múhdurá teene méémaá. Muurá méwákimyéí tééne tájpíjyuco meícyahíjcyáné méhdivu wágóóóvéiyáhi. Áhdure diille ɨ́htsútulle píívyélleke Áátsiá múnáama pámeere ííñújɨri íjcyáné mɨ́amúnaa dúúrúvahíjcyálle ja tsáhájuco bóhówaúcunújúcóóítyuróne.
ACT.19.28	Ehdúhjáa dibye néénéllii tsijtye icyáyobáávaténe íllu wáñejcóhi:
ACT.19.28	—¡Ñóóooj, ehdɨ́ɨ́vájullé tsáma ɨ́htsútulle Epéétsiómú piivyéllé Diánaj! Ehdúhjáa iwáñéjcóne néémeé.
ACT.19.29	Áijyúhjáa ihdyu kiávú técoomíyí mɨ́amúnaa iibórɨ́nújcatsíhi. Áánáacáhjáa Matsedóóniá múnáajtétsí Gááyóma Arijtáácomútsí Páávoróké náhbénuhíjcyámútsikye lliúcuíñúmé ditye píhcyáávehíjcyájá pañévu. 
ACT.19.30	Áájá pañévúhjáa Páávoro ipyééne diityémá íhjyúvatéíyónáa tsá cahcújtso múnaa dííbyeke ɨ́hvéjtsotúne. 
ACT.19.31	Áhduréhjáa tsaate Áátsiá iiñújɨ múnaa ávyéjujte dííbyeke wáájacúmé néé tsaatéké ditye iñéé dííbyeke téhullévú dibye ipyéétuki. 
ACT.19.32	Áánáacáhjáa ihdyu mɨ́amúnaa iibórɨba teene pihcyááveri íjcyame. Aanéhjáa mítyame tsá wáájácutú ɨ́ɨ́nélliihyé ímichi ipíhcyaavéne. 
ACT.19.33	Áánáacáhjáa tsaate jodíómú imúnáajpi Arejáádoróké cátujcú dibye diityé úmɨwávú ipyééne iíhjyúvaki. Ahdújucóhjáa iíhjyúva dibye íhyójtsɨri diityéké néérone cúúvéhulléréjuco ditye iíjcyaki. 
ACT.19.34	Árónáacáhjáa ‘dáij’ néétune tsiiñe íllu wáñécohíjcyáme:
ACT.19.34	—¡Ñóóooj, ehdɨ́ɨ́vájullé tsáma ɨ́htsútulle Epéétsiómú piivyéllé Diánaj! Ehdúhjáa iwáñéjcóne nehíjcyámé míñéécu hóórá hajchótá jodíómuube dibye íjcyane iwáájácúnema.
ACT.19.35	Áámekéhjáa técoomí avyéjuube idyáíívyétsómeke nééhií:
ACT.19.35	—Ámuúha tamúnaa íñe Éépetsórí meíjcyamej, pámeere muurá waajácú éhnée cáámetu áákityéné neewáyú píívyélle Diánadi medíllóné duurúvaja méhójtsɨ́ pañe íjcyane. 
ACT.19.36	Aane tehdu múha tóónúíyónejɨ́ɨ́vari. Áánéllii ílluréjuco metáchúúréévéne cúúvéhulléréjuco meíjcya. Aame ɨɨná mémeenújúcohdí ímíñeúvú ɨ́jtsámeítyúme. 
ACT.19.37	Muurá íjtyétsikye ííllevu ámuha metsívamútsí tsá ɨ́ɨ́né imítyúné méénutúne. Áhdure tsá dityétsí méduurúvaja tútávájtsotúne. Aamútsí muurá tsá ɨɨná ímityúné íhjyúvatú mépiivyélledítyu. 
ACT.19.38	Ahdícyane Deméétrio íwákimyéi múnáama tsaatédítyú ímityúné iíjyácunúhajchíí óvíi péé ténéhjɨ́ ímibájcho múnáa éllevu teene iímíbájchoki. Muurá téénéllii ijcyáné ténéhjɨ́ ímibájchotsɨ́hjɨ. 
ACT.19.39	Áánetu ávyétá ɨhnáhó nééne íjcyáhajchíí múu ɨ́hvejtsó páñétúéhullévú tene iímíbáávyeki. 
ACT.19.40	Muurá ícyooca ápíchó nééne máhallúrí téénetu menéétsámeíiyóne. Tsá muurá ɨɨná menééítyuró íñe ícyooca pájtyene páñétúejte meke dílloca. 
ACT.19.41	Ehdúhjáa iñééne ílluréjuco dibye diityéké tsújaúcúne.
ACT.20.1	Aaméhjáa iííbórɨ́nújcatsíñetu ɨ́hvetédú Páávoro cahcújtso múnáake ipíhjyúcúne túkévejtsóhi. Átsihdyúhjáa diityéké ipítyájcóne Matsedóóniá iiñújɨvúréjuco dibye pééneé. 
ACT.20.2	Aabéhjáa téhullé cahcújtso múnáake ááhɨ́veebe diityéké tsápɨ́tsohíjcyáhi. Átsihdyúhjáa péébe Gréétsiá iiñújɨvu iúújetétsihyi ijcyá pápihchúú nuhbáva. 
ACT.20.3	Aabéhjáa tsahííyí Tsííriá iiñújɨvu pééíyónáa tsaate imúnaa dííbyedítyú ímityúné pítyájcámeíñé iwáájácúne ɨ́jtsámeííbyé Matsedóóniá iiñújɨvúré tsiiñe ióómiíñé íjchityu. 
ACT.20.4+ACT.20.5	Áábemáa o pééíñáa múhtsikye náhbénuímyé múhtsí ɨhdéjuco Tóróóavu ipyééne téhullétú múhtsikye téhmeténé ílluúme: Beréa múnáajpi Tsóópatee, Tetsaróónicá múnáajtétsí Arijtáácomútsí Tsegóódomaa, Déébé múnáajpi Gááyoó, Timotéoo, Áátsiá iiñújɨ múnáajtétsí Tííkicyómútsí Tóróópimómaa, éhdume. 
ACT.20.6	Áánetúikyée muhtsi mecóévamútsí óórítyúne pááá májchómeíhíjcyáné wañéhjɨ́ pajtyétavu botsíi Pirípotu tsahííyí mepéémutsi méúújeté tsáhojtsɨ́j coojɨ́vatu diityédívú Tóróóavu. Átsihyíi muha méijcyá tsané tsemáána.
ACT.20.7	Aamée muha tsemááná déjúcóóvejcóójɨ́ medóbéévéne pááa mémajchó Jetsóó dsɨjɨ́vé meɨ́tsaavéne. Áijyúu Páávoro úwaabó ávyeta pécójpɨɨnévújuco tsíijyu muha mepéjúcóóíñélliíhye. 
ACT.20.8	Téijyúu muha médóbeevé cáámééhó pañévú peetéháñej tééveri. 
ACT.20.9	Áánáacáa ováhtsáwu ‘Éóótico’ némeííbyé ácuúcunúhijcyá páhoowa nétsihyi. Aabéhjáa icyúwaíñúné hallúrí baavu áákityéébé dsɨ́jɨvéhi. 
ACT.20.10	Áánélliihyée Páávoro ɨ́ɨ́cúi iñíítyéne dííbyeke iámabúcúne nééhií:
ACT.20.10	—Méíllityédíne. Muurá ihdyu bóhɨ́ɨ́roóbe.
ACT.20.11	Átsihdyúu tsiiñe cáámevu néríívyéébema muha pááa mémajchó Jetsóó dsɨjɨ́vé meɨ́tsaavéne. Ááné boonétúu idyé tsiiñe íuwáábó cámahjácoobe tsɨ́tsɨjnécu. Átsihdyúu ílluréjuco muha mepééneé. 
ACT.20.12	Áánetúu tétsíi múnaa ihjyáhañévuréjuco péémema diibye ováhtsáwu pééneri mítyane ímíjyuuvéme.
ACT.20.13	Aamée muha mepéjúcóónáa Páávoro múúhadítyú coévá tétsihvúré Tóróóavu íjchityúré ipyéé Atsóovu. Áánetúu muha ɨ́hde cúújúwámɨri mepééme méúújeté técoomívú tétsihdyu dííbyeke muha meújcuki. 
ACT.20.14	Aamée muha técoomítyú dííbyeke meújcuíñútsihdyu mepééme méúújeté Mitiréénevu. 
ACT.20.15	Átsihdyúu muha mepééme tsíijyu ‘Kííoó’ némeíñé caapáhó tujkévetu mepájtyeme tsíjcyoojɨ méúújeté ‘Tsáámoó’ némeíñé caapáhó mujcóvu. Ámujcótúu muha mepájtyeme mécúwaté Trojíírióvu. Ááné tsiíjyúu botsíi muha méúújeté Miréétovu. 
ACT.20.16	Ehdúu muha mepéhíjcyánáa Páávoro ɨ́jtsámeí Jerotsaréeri muha Pejtecojtéé wañéhjɨ́ mepájtyeíñe. Áánélliihyéikyée tsá dibye ímílletú muha Áátsiá iiñújɨri íjcyacóómí Éépetsóvú mepééne ɨ́ɨ́cúi muha téhullétú meóómíítyúrónélliíhye.
ACT.20.17	Aabée Miréétori íjcyaabe pɨ́uvá Éépetsórí íjcyáné cahcújtso múnáá túkevéjtsojtéke. 
ACT.20.18	Áámekée neébe:
ACT.20.18	—Ámuha muurá méwaajácú muhdúhjáa Áátsiá iiñújɨvu o wátsɨ́tujkénúijyu o ícyahíjcyáne. 
ACT.20.19	Muuráhjáa tamúnaa jodíómú íjcyarómé oke páhduváré dárɨ́ɨ́véneri támeííbyéré Píívyéébé wákimyéí ó méénuhíjcyá ɨɨná néétuubére. 
ACT.20.20	Árónáacáa tsá o ɨ́hvetétú ámúhakye pɨ́ááboíñé patsɨ́hjɨvávúré úwááboobéré o péhíjcyánetu. 
ACT.20.21	Aabée ámúhakye pámeekéré tamúnaa íjcyátúróméhjɨma ó nehíjcyá ímityúné ámuha meícyahíjcyáné meɨ́hvéjtsóne Máavyéjuube Jetsocríjtoke mecáhcújtso ímí Píívyéébema ámuha meíjcyaki. 
ACT.20.22	Aabe íñe ícyooca tsiiñe o péé Jerotsaréevu Píívyéébé Apííchó oke túkévéjtsóneri muhdú táúmɨwa íjcyane wáájácútuúbe. 
ACT.20.23	Muurá pahúlleva o péhíjcyá coomíjɨvu téénere Píívyéébé Apííchó tsúúca oke waajácutsójúcoorá Jerotsaréevu oke ditye cúvéhoojánuube o ɨ́cúbáhrámeíiñe. 
ACT.20.24	Áróneri tsá o áábímyeítyúne. Apááñéré ihdyu ó imíllerá Píívyéébée meke iwájyúne mééma mepájtyetéiñe méénúné uwáábojúvú Jetsóó oke níwááveíñúné o nɨ́jkeváne.
ACT.20.25	Ahdícyane ámúhakye o néé íñe múhdúméj pɨɨnévú Píívyéébé avyéjutu íjcyáné uwááboju úwááboobéré o péhijcyámé ámuha oke maájtyumɨ́júcóóityúne. 
ACT.20.26	Téhdure ámúhakye o néé ámuha mewágóóóvéhajchíí tsá táhallúrí tene íjcyáityúne. 
ACT.20.27	Muurá tsúúca páneere ámúhadívú ó bóhówajtsójúcoorá muhdú Píívyéébé ɨ́jtsaméí íjcyane. 
ACT.20.28	Ahdícyane tsáma téɨɨbúwá méíjcyaco ámuha uwáábojte meíjcyame. Ímíñeúvú météhmeco cahcújtso múnáake Íllíi Jetsóó tujpácyó wágóóóvénej tééveri dibye újcúmeke. Muuráhjáa diityédívú ámúhakye níwááveebe Íapííchoj tééveri diityé túkevéjtsojte ámuha meíjcyaki. 
ACT.20.29	Árónáa ó waajácú íchihdyu o pééné boone tsaate múhdurá iúwáábóneri íllure diityéké tútávájtsoíñé éhne múúne oohííbyé obééjámuke tútávajtsódu. 
ACT.20.30	Áhdure íjcyaímyé tsaate ámúhadítyúré ɨ́mɨá uwááboju tsɨjɨ́jtoríyé átéréenéhjɨ́ úwááboímye. Ááneri íllure cahcújtso múnáake mújtátsoímye. 
ACT.20.31	Áánéllii tsáma téɨɨbúwá méíjcyaco éhnée pápihchúú pijcyábá hajchótá támaatyóú o wáágóóne ámúhakye o úwáábohíjcyáné meɨ́tsáávénema.
ACT.20.32	Ahdícyane ámuha Píívyéébeéjté meíjcyame óvíi dííbye tájpiyéjuco ámuha meíjcyane meke iwájyúne dibye ácuhíjcyáné uwáábójú pañe ɨ́htsutúmeréjuco. 
ACT.20.33	Cáhawáá méɨjtsúcunuj, tsáháa muurá o íjyácunútú oke tsaate dsɨ́ɨ́dsɨdívú áhdoobe ehnéva múnáajpi o íjcyaabe ɨ́mɨá wajyámuma o íjcyáíyóneri. 
ACT.20.34	Muuráhjáa ámuháyé wájácú menééne oore tsáávanéréi ó wákímyeíhijcyá óóma íjcyámema muha mepɨ́htone meújcuki. 
ACT.20.35	Aabée muurá ámúhakye panévatúré ó úwáábohíjcyá muhdú mewákímyeíiyóné ɨ́dáátsóméhjɨke mepɨ́áábo éhnéhjáa Ávyéjuube Jetsóó íllu néhijcyáné o ɨ́tsáávénema: “Muurá tsaatéké tsíeménevu ájcume ímíjyúúvéiyá ditye ájcume ímíjyúúvéné ehnííñevu.”
ACT.20.36	Ehdúu diityéké iñétsihdyu Páávoro Píívyéébema iíhjyúva mɨ́móúúvénéllii muha téhdure mémɨ́móuuvéhi. 
ACT.20.37	Áábekée pámeere ikímóóvéne ámábiñúhi. 
ACT.20.38	Aamée múúhakye pícyohjé cúújúwamɨ́vú dibyée ‘tsáhájucóubá tsiiñe oke ámuha maájtyúmɨ́ityúne’ nééneri kímóóvemére.
ACT.21.1	Aamée muha tétsihdyu mepéé tsapéhdú ‘Cóoó’ némeíñé caapáhovu. Ááné tsiíjyúu muha méúújeté ‘Róódaá’ némeíñé caapáhovu. Átsihdyúu botsíi muha méúújeté Páátarávu. 
ACT.21.2	Átsihvúu muha tsɨ́ɨ́mɨvúréjuco mepájtyene Peníítsiá iiñújɨvu péémɨvu. Áámɨríyéjucóo muha mepééneé. 
ACT.21.3	Aamée muha ‘Chíípere’ némeíñé caapáhó náníñéjcuri meɨ́ɨ́teíñútsihdyu mepéhijcyámé méúújeté Tsííriá iiñújɨvu. Aaméikyée muha Tííró mujcójuvu mécátsúúveté tétsihvu tsane pííchuta iíjchívyeki. 
ACT.21.4	Átsihyíi muha tsaate cahcújtso múnáake maájtyúmɨtémemái méijcyá tsáné tsemáána. Aamée Páávoróké néé dibye Jerotsaréevu ipyéétu Píívyéébé Apííchóréhjáa diityéké túkévéjtsóneri. 
ACT.21.5	Aamée muha técoomíyí téhajchótá meíjcyánetu mepéémeke pícyohjémé pámeere mújcojúvu. Áámemáa muha pámeere memɨ́hmóúbáne Píívyéébema méihjyúváhi. 
ACT.21.6	Átsihdyúu muha ílluréjuco diityéké mepítyájcóne meúcaavéné cúújúwámɨ́ pañévu. Ááné tujkéveríjyucóo ditye óómiñe ihjyáhañévu.
ACT.21.7	Aamée muha Tíírótu nihñéréjuco tsahííyí mepééme mécátsúúveté Toremáidávu. Átsihyíi íjcyáné cahcújtso múnáadívú muha meúújetémema méijcyá tsájcoójɨ. 
ACT.21.8	Ááné tsiíjyúu muha mepééme méúújeté Tsetsaréavu. Aamée muha mepéé Perípe jávú cahcújtso múnáá túkevéjtsojtéhjáa 7-meva íjcyámedítyú uwáábori úllehíjcyáábe jávu. 
ACT.21.9	Áábej tsɨ́ɨ́mée pɨ́ɨ́néehójtsɨ́meva walléémú tájɨ́vatúmé íjcyame úúbállehíjcyá Píívyéébere diityéké ájcúné ɨ́jtsaméiyi ɨɨná pájtyeíñé iwáájacúne. 
ACT.21.10	Aamée muha tétsihyi tsúcájáhréjuco meícyahíjcyánáa Píívyéébé ihjyú uubálle múnáajpi Agáábó wajtsɨ́ tétsihvu Jodéatu tsáábeé. 
ACT.21.11	Aabée múúhakye ááhɨ́veebe Páávoró ocájɨmɨ́ɨ́hé iújcúmɨ́ɨ́heri íhyójtsɨcuu, íjtyúhaácyuu, íjcyane ichíácómeíñe nééhií:
ACT.21.11	—Píívyéébé Apííchó muurá nehíjcyá ílluva ditye íñe ócájɨ́mɨ́ɨ́hé aabájáábeke Jerotsaréevu ichíjchúúbeke ɨ́hvéjtsoíñé tsííñé iiñújɨ múnáá hójtsɨ́ pañévu.
ACT.21.12	Ehdúu dibye néénéllii muha teene Tsetsaréa múnáama méneerá Páávoróké dibye ipyéétu téhullévu. 
ACT.21.13	Árónáacáa múúhakye neébe:
ACT.21.13	—¿Ɨ́ɨ́nerí ámuha mekímoovéné ɨ́dátsó oke pajtyéhi? Tehdu apááñéré oke ditye chíjchúíñejɨ́ɨ́vari. Óvíi néhi ihdyu oke illííhyánúhajchíí lliihyánúmé Ávyéjuube Jetsóoke o cáhcújtsóné hallútu.
ACT.21.14	Ehdúu múúhakye dibye néénéllii muha dííbyeke menééhií:
ACT.21.14	—Óvíikyéhde muhdú Píívyéébe ímillédú ú ijcyáhi.
ACT.21.15	Átsihdyúu muha ílluréjuco meímíbájkímyeíñe mepééne Jerotsaréevu. 
ACT.21.16	Áámemáa múúhama tsaate cahcújtso múnaa péé Tsetsaréatu. Aamée muha méúújeté Chííperé múnáajpi tsúúcajátújucóhjáa Píívyéébeke cáhcújtsoobe Natsóo jávu.
ACT.21.17	Átsihdyúu muha Jerotsaréevu meúújetémeke tétsíí cahcújtso múnaa tsaímíyé waatsúcúpejtsóhi. 
ACT.21.18	Ááné tsiíjyúu muha Páávorómá máaahɨ́veté Jacóóboke. Áánáacáa tétsihyi pámeere cahcújtso múnáá túkevéjtsojte. 
