GEN.1.1	I muan tan tatanik, tan nainy te kat faruak e Gov a gormirmir an puputaa, 
ROM.2.1	Nyo pon fi rou nei ami komainy rom a ka, “Saf vainy iring vavajia to naa ito te tsue tsuk romi!” Sana min senviir tsun, vainy iring vavajia an isisen tsumi gima tsue oiny ta ka, “Nyo na sikia ta iring.” A sikia ta kifon ta ka ma fasaraa patsuu manyi Gov, tana saa, ito te tsue fifiiring rom anyi na mesmes te kat non ya na iring ana nyi te tsue na ka, “Te rof tsun non ten Gov ma fasarei ya,” ai nyi ma tsue na ka, “Te rof kan non ten Gov ma fasaraa kan vanyo.” Nyo tsue iny rou a kifon a ka to: ami gima manaats fatatabiny kainy e Gov tan kat senviir kat iring to ayei. 
ROM.2.2	Ara faavot nat ror, Gov natiny kat non kat tavaron tan nainy te fasarei non Ya na mes te natiny kat kat fi non to, tana saa, Ayei kat non vaatsuk tan kat te natiny kat non a mes ana Ayei te kat vaatsuk Tsunia, a tamainy ton kat tsuri. 
ROM.2.3	Ai tovei roman, ami ma fakats fi vaare nei, ami na vainy te pon iny rom a ka, te toobing non ten Gov ma fasaraa ir a vainy te kat kat fi ror to, ana mi patsukanem yam te kat kat rom senviir kat to ayei, mi ma pon fi vaare nei ami nai fataanis osing rom a fasaraa ten Gov. 
ROM.2.4	Ami ma fakats fapeepiou fi vaare nei Gov gim non ma nai fasaraa mami, tana saa, Ayei te kat rof fiisok ana Ayei gim non ma fasaraa mami tovei tsun to te kat kat romin aveto. To te fakats fi rom mi na ayei, ami anofe rom a ka to: Gov kat non kat rof tsumi, ito te gim fi non Ya ma fasaraa mami roman, Ayei faan maromin nainy ma faonot ami tan kat kat aveto ma tanik iny vovou iny ami Ya.
ROM.2.5	Sai tovei, mi baainy emato, ma pangis a fo kat tsumi. Ai tana fo kat tsumi to ayei, mi kat fasevee fiisok rom e Gov. Ai tan nainy te nai fasarei non e Gov, a vainy tana iring te kat ari, Gov nai faatok rora fokinai, Tsunia te natiny vovou iny non kat tavaron tan nainy te fasarei non Ya na vainy. 
ROM.2.6	Gov nai tafainy non isiseiny mes, a tamainy ton kat tsunia. 
ROM.2.7	Mesapan te vovou faparits iny ror kat tavaron, ri te kat kat rof matan Ya, ana ri te faatok e Gov, tsuri te komainy ror e Gov ma vamarits rari tan kat rof te kat ari, ana ri te faatok e Gov, tsuri te komainy nom ror asangan iny fatsiitsii te faan iny non Ya tsuri, ri te faatok e Gov, tsuri te komainy nom ror a toto na suu fiisen miror puan foun to te gim non ma natiny kuav ravaa. 
ROM.2.8	Fakats yam, a mesapan Gov nai fasaraa raror vainy pisiin fiisen me na koma peits tsian to te kat kat fi rori to: ri te fatsing iny a foka, ri te gima tos a mesapan, ana ri te baainy ma nongon tan kat man ten Gov, sana sikia, ri natiny vovou iny ror kat tana ngi'arapaar. 
ROM.2.9	To te kat fi non ta mes kat tana ngi'arapaar to ayei, Gov nai fasaraa non a mes to ayei, fiisen me na iring tsian ana kamits tsian fiisok. Vaamuan nana fasaraa te naa of non a taa Jiun pisiin, jesan kan Ayei nai fasaraa raror vainy pisiin sikia ma taa Jiu kan. 
ROM.2.10	Sai to te kat ror vainy faavot kat tavaron, Gov nai faan iny non gumgum iny vamarits an asangan iny fatsiitsii ana aaverof tsuri. Vaamuan tsom non, Ayei nai faan iny non ya tana taa Jiu, vou, Ya te nai faan kan iny ya tana vainy sikia ma taa Jiu. 
ROM.2.11	Nyo tsue rou a ka, Gov nai tafainy non a fokinai tan kat tsuri patsukaner ana Ayei te gima tos ir a vainy, kainon to te kaa fi miror rin gumgum ge na sikia.
ROM.2.12	Nyo komainy tsue fatoobing of maromi ten Gov, tan nainy te tafainy non Ya na fokinai tana tou kaakaa tsuri patsukaner, a vainy sikia ma taa Jiu te gima nom a fo Faun te faan iny e Gov ten Moses, sana ri nat pas er, a aave rari tan kat rof an kat iring ma kat ari. Ai tan nainy te aveto ror a vainy sikia ma taa Jiu, Gov nai tafainy rarori ana Ayei te jiats ra naa ri unya Hel, kainon to te gima nom arin Faun te faan iny e Gov ten Moses. Jesan kan tana sanaan to, Gov faan iny Faun Tsunia ten Moses sa ayei faan iny naa ya tana taa Jiu, ana ri nat kan iny to na aave rari tan kat rof gen kat iring ma kat ari. Ai tan nainy te aveto ror a taa Jiu, Gov nai kat non vaatsuk tsuri ana Ayei te nai tafainy rari, Ya te jiats ra naa ri unya Hel, tana saa, ari gima manaats fo Faun te faan iny Ya ten Moses. 
ROM.2.13	Tagaa yam, tana ka to na man fiisok, Gov gim non ma koo na mes a tavaron matan Ya to te nongon tsuiny non ya na mes te gogosias non Faun te faan iny e Gov ten Moses. A sikia, Gov koo non a mes, a tavaron matan Ya, tana saa, ayei manaats Faun Tsunia, 
ROM.2.14	tana saa tan nainy te fakats rora vainy sikia ma taa Jiu na ka na rof ma kat ari, kainon to te gim fi ri ma nom Faun te faan iny e Gov ten Moses, ana ri kat maut pas er tan kat rof, a vainy to ari faatok iny ror a ka, ri kaa miror faun tana ka na rof ana ka na iring te kaa non aave rari. 
ROM.2.15	Ri faatok iny ror a tsivor ten Gov te faarof rari ser natiny a aave rari tana ka na rof ma kat ari. Jesan kan te tsue of rarin faun, u fakats tsian aave rari te tsue of rarori na ka na rof ge na ka na iring ma kat ari. Ana mes a ka, tan nainy te vegiau patsukan ror a vainy sikia ma taa Jiu fapoopoan narari tana ka te kat non a mes kat rof gen kat iring, 
ROM.2.16	an nainy te naa minon e Gov te nai jiats fi minon Ya Jisas Krais ma kat Yan vaatsuk tana vainy. Jisas Krais te tsuk non a fo mamatsiny ka te fafakats a mes ge te katkat a mes ana sikia ta mes ma nat rari. Ana Ayei te kat vaatsuk tana mes to ayei, te katkat non a rof ge katkat non a iring, to san tan nainy te favaanan iny ronyon Vurungan Rof, tana ka te jiats of me Gov e Krais ma kat Ya tana vainy, ana nyo tsue of kan rarori ten Krais te nai kat non vaatsuk tsuri tana ka te katkat ari patsun puputaa to.
ROM.2.17	Ai tovei a saa tsumanyi to na? Anyi tsue rom a ka, “Anyo na mes tsian fiisok tana saa, anyo na tsoiny Jiu.” Ana nyi faason fi rom nei, a Faun te faan iny e Gov ten Moses. Ana nyi tenoor fi rom nei, “Gov pisan mamam a taa Jiu ma faarei amam vainy Tsunia fatoobing ana sikia pis ta mesmes.” 
ROM.2.18	Ana nyi natiny rom a ka te komainy non e Gov tsumanyi na tsoiny Jiu ma kat. Ana nyi te onot ma natiny saf kat rof ei na, an saf kat iring ei na, an kat iny pisainy kat rof nyi ma kat ya, tana saa, ami na taa Jiu te nom bus fifaatsuts to te poo fi me tana fo Faun te faan iny e Gov ten Moses. 
ROM.2.19	Ai tan nainy te gim ror a vainy a sikia ma taa Jiu ma natiny e Gov, Ayei e sei, anyi fakats faparits patsukainy rom a tsivom nyi ma tsue of rari na ka to, faarei tsuiny kainy non a tsoiny mumumua to te ras non a mes a mata kio niman a ras faarof naa towa sanaan. Ai tan nainy te gim ror ma natiny a vainy a sikia ma taa Jiu e Gov, Ayei mamatan faarei non e sei, anyi patsukanem te fakats faparits rom ma faatsuts rari na ka to, faarei tsuiny non a mes to te mei me na arasan ten sei na mes ee te gum non tana uurup. 
ROM.2.20	Ai tan nainy te gim ror a vainy sikia ma taa Jiu ma arasan faarof iny a ka na rof ana ka na iring tana vainy ma kat, anyi fakats faparits patsukainy rom ma fatoobing fakats tsuri. Ai tan nainy te pon ror a vainy sikia ma taa Jiu ma kaa faarei ari na taa Jiu, anyi fakats faparits patsukainy rom a tsivom ma faatsuts anyi rin kat iny fafaatouf e Gov ana ri te kaa faareir a taa Jiu, faarei tsuiny non a tsoiny fifaatsuts te faatsuts fi non yan fuainy guei Jiu. Anyi patsukanem fakats faparits rom ma faakouts ir a vainy sikia ma taa Jiu tana fo mamatsiny sanaan to tana saa, anyi pon iny rom Faun to te faan iny e Gov ten Moses, anyi natiny rom fo mamatsiny ka nane Gov ana nyi te fakats, nyi onot rom ma tsue of a mesapan tana fo mamatsiny kan, man nane Gov.
ROM.2.21	Eye anyi natiny rom fo mamatsiny ka to, ana saa tsumanyi to na? Nyi tsue of rom a mesapan, te rof non, tsunia ma vovou iny a fo Faun ten Gov. Sa rof non ma tsue patsukan anyi, “Nyo kan ma manaats fo Faun ten Gov.” Ana nyi te tsue faparits of ir a mesapan, “Te gim non ma toobing tsumanyi ma kabuts ta ka tana mesapan.” Jesan kan, te gim kan non ma toobing tsumanyi ma nom ta ka tana mesapan, ge? 
ROM.2.22	Nyi tsue rom a ka tana mesapan, “Te iring non tsumanyi ma tsikoor,” sana nyi tsikoor em? Ana nyi tsue kainy rom a ka, “Komainy vaare na kaisa,” ai te sikia non ma toobing tsumanyi ma kabuts ta foka tana saape tan kaisa to te fafaatouf ror vainy vavaajets ge?
ROM.2.23	Nyi tenoor rom ana nyi te tsue na ka, “Anyo natiny rou fo Faun ten Gov,” sana nyi gim rom ma fatsiitsii faarof e Gov, nyi te ngats pis a fo Faun, 
ROM.2.24	faarei non Vegiau Ten Gov te tsue na ka,
ROM.2.24	“Ito tsun kan: A vainy sikia ma taa Jiu te tsue vaaserere iny ror a asangan e Gov, tana saa ami na taa Jiu te kat kat rom a iring.” 
ROM.2.25	To tsumi na taa Jiu to te manaats fi romin Faun, kat iny vaapeen tsumanyi, kaa minon a rof nan, sai te ngats rom anyin Faun, u kat iny vaapeen ka babainy tsun. 
ROM.2.26	Tan kat to aya, ara arasan kan fi ror nei u man; a vainy sikia ma taa Jiu te gim ror ma vaapee, ana ri na vainy to ari vovou faarof patsukainy ror fo Faun te tsue faparits iny e Gov, ai tan kat to aya, Gov fakats patsukainy rarori faarei rarori te vaapee er teeva? 
ROM.2.27	Ana mes a ka to, kainon to te gim fi ror a vainy sikia ma taa Jiun kat iny vaapee, ana ri vovou faarof patsukainy ror fo Faun to te tsue faparits iny e Gov, tan kat to aya, ari nai faatok maromi na taa Jiu faavot, ami te iring em ana mi nom rom a fasaraa na suu tana saa, ami te kat fo kat iring to te tsue iny e Gov, ma kat vaare mi ya, kainon to te nom fi mi na fo Faun te kirkir iny Moses, ai tovei kan, ami te vaapee em.
ROM.2.28	Tan fakats fatabiny a ka to: Ami sikia ma faareir taa Jiu faman tan nainy te agiir faarei mimi na taa Jiu, ge ami natiny vovou iny rom kat iny vaapee. 
ROM.2.29	A sikia, taa Jiu faman to ari, a fo aave rari te tavaron fiisok non matan e Gov. An kat iny vaapee faman to, sikia ma tan vovou iny kat nana vaapee, a sikia, san u pangis tsian tan aaven to te poo minon tan Aaven Taabos ten Gov. Ai sei na mes to te kaa minon pangis tsian to ayei ee, ayei na mes to te komainy non tsue iny paparaa to te poo minon ten Gov sikia ma poo fi me tana vainy.
ROM.3.1	Eye, mesapan tsumi tabuiny biny fatabiny vanyo mi te tsue na ka tsonyo, “Saf a rof nana vainy te faarei ror a taa Jiu na?” gen, “Saf a rof nan kat nana vaapee na?” 
ROM.3.2	Nyo biny fi maromi nei, taa Jiu te nom a rof nar tan fo mamatsiny sanaan. Tan vaamuan nan ya, a isen a ka na karap te kat e Gov tsuri to, Ayei faan rarin fo mamatsiny vegiau Tsunia, to ma favaanan iny naa ri ya tana mesapan. 
ROM.3.3	Ana saa te ruak na? Mesapan tsuri na taa Jiu te gima faaman ana ri gim to ma manaats fo mamatsiny vegiau ten Gov te faan iny Ya tsuri. E Gov gim non ma vovou iny tsuen man Tsunia tana saa, ari te gima kat ta ka te komainy non e Gov tsuri ge? 
ROM.3.4	Sikia ovei! Ami ma nat fi nei, ara onot ror ma natiny e Gov te natiny kat fatatabiny non a foka to te tsue iny non Ya, kainon to te gamgam fi rora vainy faavot patsun puputaa to, te senviir minon a ka te kirkir iny Ya tan Vegiau Tsunia. An vegiau tsue to na ka to,
ROM.3.4	“A vainy faavot nai nat fi ror nei, Anyi na Gov to na tavaron vovou patsukan iny rom a ka te tsue iny rom Anyi. Ai sei na mes te pon non ma sak manyi tu vegiau ee, Anyi natiny faatok patsukainy rom ya na toobing ana tavaron namanyi.” 
ROM.3.5	Sai tovei, u man, tan nainy te kat fatatabiny ror a taa Jiun kat gima toobing, a vainy a kinai kan tagei ror kaa iny tavaron nane Gov te karap fatsian kan non, an saf fakats tsura na taa Jiu na? Ara pon iny ror e Gov gim non ma kat kat tavaron tan nainy te fasaraa rarora Ya na taa Jiu? Ayei na sanaan, to te fakats fi rora mesapan ana ri te pokei kan iny ya. 
ROM.3.6	A sikia ovei, ara ma tsue fi vaare nei, te iring fi non e Gov tan nainy te fasaraa rarora Ya. To te man fi non ya, Ayei gim non ma fasaraa oiny nats ta isen ta mes, tana saa, a fo aveto tana fokinai tana monaagits tovei, faatok iny non e Gov, Ayei na tavaron. 
ROM.3.7	Jesan kan, mesapan te tsue kainy ror a ka, “Ito tan gagagam tsonyo, faatok iny non a man nane Gov a ka na karap, ai te fainy Ya na vamarits, kat fei ma fasaraa vanyo Gov ei, ana Ayei te pisan vanyo ma mat faarei anyo na mes a aveto ei?” A sikia, ara na taa Jiu ma tsue fi vaare nei. 
ROM.3.8	Te senviir tsun kan non, “Jio ara ma kat fo mamatsiny aveto, ma fatsiitsii ra Gov.” Mesapan tsuri na taa Jiu te tsue na ka, anyo faatsuts ir a vainy to ayei, tan nainy te tsue of anyo rin vainy fafaaman ten Krais ma vovou vaare iny ari na fo Faun tana taa Jiu, ana ri na taa Jiu tsue vasuar vatuanyo, sana ri faavot nai nom rora fo fasaraa te tafainy rarori Gov.
ROM.3.9	Fiisia, ara na taa Jiu te rof fafisfis iny rora mesapan? A sikia ovei, tana saa, ara faavot te faatok bus iny a tsivor kainon ito tsura na taa Jiu fiisen me na vainy sikia ma taa Jiu, ara faavot te kaa ror fain a parits tan aveto, 
ROM.3.10	te tamainy non a ka te kirkir en tan Vegiau Ten Gov to te tsue na ka,
ROM.3.10	“A sikia ta isen ta mes ta tavaron matan e Gov, a sikia ovei.
ROM.3.11	Ana sikia ta isen ta mes ma natiny fakats toobing ten Gov, ana sikia ta isen ta mes te sainy non Ya.
ROM.3.12	Ana ri na fokinai takopis osing to Gov, ri iring vavajia rato. Ana sikia ta mes ma kat, kat rof, a sikia ovei. 
ROM.3.13	U vegiau tsurin nun ovei, kuav faarei non kats. Ana ri vegiau iny gam pon iny ror ma ras fuainy ir a vainy. 
ROM.3.13	Ri te faareir koraa te kaa minon amatsuan ngiisin, ai tana fo vegiau tsuri, ri rurei ravainy ror a paparaa an asangan rof tana mesapan. 
ROM.3.14	Ai tan mamatsiny nainy vainy sikia ta Gov to ari te koma peits iny rora mesapan, ana ri te tsue vasuar rari, pon iny ror a ka na iring vavajia te ruak nats non tsuri. 
ROM.3.15	Ana ri kakoun ror tan fakamits a mesmes, ri te atsun famat ir a mesapan.
ROM.3.16	Tana fo mamatsiny pan te naa rori, ri te naus osing me na fo iring ana fo patang vou rari.
ROM.3.17	Ana ri te gima kat on ir a vainy, ma kaa famaun mi ri na aaverof fiisen me na mesapan. 
ROM.3.18	Ana ri sikia ma oraav e Gov.” 
ROM.3.19	Ana ra ma natiny a ka to ayei, u man fiisok, te tsue tsuk iny non e Gov a fo faun Tsunia to, Gov vegiau non tsura, ara na taa Jiu to te faan rara Yan Faun Tsunia. Ai tan kat to aya, sikia ta isen te onot non ma tsue fatabin pis of Ya ana ayei te tsue na ka, “Nyo gim rou ma natiny kat rof tsonyo, ma kat anyo.” Ai to kan, te toobing non ten Gov ma kat vaatsuk tsura na fokinai, ara na taa Jiu to te faan rara Yan Faun Tsunia, jesan kan to te kat fi non Yan vaatsuk tana vainy sikia ma taa Jiu to te gim fi Ya ma tsue faruak iny Yan Faun Tsunia, 
ROM.3.20	tana saa, a sikia ta isen ta mes te tsue non a ka, ayei na tavaron matan e Gov ito tan kat iny vovou iny Faun Tsunia. Sana ayei te kat fi non to, faun te kat raror vainy faavot ri te nat faarof iny a tsivor faarei ror vainy katkat aveto, tana saa ara te nom fifaatsuts te poo fi me tan faun ten Gov to sa faan rara ya sa faatok rara tan kat tavaron, an kat iring te kat ara, ana ra faavot te natiny kat to tsuran vainy katkat aveto.
ROM.3.21	Sai tovei roman, u nainy te naa ename, Gov tsue of non a vainy tana sanaan Tsunia ma kaa fatavaron me matan Ya, sikia ma tan manaats faun. San tana sanaan to te kat fatavaroiny fi non e Gov a vainy matan Ya. Muan sen Moses an fuainy kuigin tsue of rara na ka to. 
ROM.3.22	Ai tovei, tan nainy te faason non a isen a mes ten Jisas Krais to te pats faavots a fo aveto tsura, Gov kat fatavaroiny non a mes to ayei matan Ya. Ayei te kat fi kanen to tana vainy faavot to te faason ten Jisas Krais tana saa, a sikia ma kat fuainy Tsunia, kainon to tsuri na taa Jiu ge na vainy sikia ma taa Jiu, ge tsuri to te nom Faun ten Gov ge na sikia, 
ROM.3.23	tana saa a vainy faavot kaa miror aveto, ana ri biu erato ma vamarits ari Gov. 
ROM.3.24	San e Gov kat fatavaroiny patsukainy rarori matan Ya, ai to tsun kan tana koma ree'un tsian Tsunia te faan babainy iny Ya tsuri, tana saa, Krais Jisas pats faavots a fo aveto tsura Ya puruur ratuara tana fo aveto. 
ROM.3.25	Gov faan ravaa iny naa Jisas Krais ma mat Ya matar a fokinai faavot. Tana mat to ayei, Krais kat to na sanaan ten Gov ma nom ravainy Yan aveto tana vainy ana Ayei te fakap a peits Tsunia tsuri. Ayei kat kat to tan nainy te faason ari tana mat ten Jisas Krais an rafatsiny Tsunia tatsiiu mito tan puputaa ma pats faavots Yan fo aveto tsuri. Gov kan te faatok ir a fokinai, Ayei na tavaron, tana saa kainon to Tsunia te tagei aveto muan tana vainy faavot to, Ayei gima fasaraa veesau rari, 
ROM.3.26	sana sikia, Ayei anaanos faamo patsukainy nainy te naa minon e Krais ana Ayei te mat of aveto tana vainy faavot, fiisen ramirin aveto tana vainy to te mater tabuiny mat non e Krais. Tan kat to aya, Gov faatok rara, Tsunia na tavaron ito tan nainy te kat fatavaroiny faavots fi Ya na vainy matan Ya tan nainy te faason rori ten Jisas.
ROM.3.27	Tana man nana foka to, a saf a sanaan ma tenoor iny a mes na? A sikia ta ka ma tenoor iny ya. Kat fei ma gima tenoor en ya ei? Te onot kan non tsunia ma tenoor, ito te manaats fi non yan Faun ai to kan te tavaron fi non ya matan e Gov? A sikia on, ayei sikia non ma onot, sai to tsun kan te faason fi non Ya. 
ROM.3.28	Nyo tsue iny rou a ka to, tana saa, ara natiny ror ya tovei roman, u kat man ovei tovei, a mes te tavaron non matan e Gov tana saa, ayei te faason ten Jisas Krais, sikia ma tovei tan vovou Faun te faan iny e Gov ten Moses. 
ROM.3.29	Ge, ami na taa Jiu pon rom ma tenoor iny kat to: Gov, Ayei na Gov tsun tana taa Jiu. Kat fei ma tsue fi mi nei aya ei? Mi ma natem, a sikia ma man. Eye, Ayei na Gov tana vainy sikia ma taa Jiu kan, 
ROM.3.30	tana saa, mi nat busem, te kaa tsun minon a isen a Gov. Ana Ayei kat fatavaroiny raran vainy faavot matan Ya, tana isen a sanaan tsun. Ayei kat non kat to tana taa Jiu tan nainy te faason rori ten Gov, to te fafaatouf ari muan, ana Ya jiats mito Krais ma saup fatabin rari Ya tana fo aveto tsuri. Ana Ayei te nai kat senviir kat to ayei tana vainy sikia ma taa Jiu to te gima inainy fanatnat iny e Gov muan sai tovei roman, ri faason ten Gov to te faan iny me Krais ma saup fatabin rari Ya tana fo aveto tsuri. 
ROM.3.31	To sana ka to, tsutsun of non a saa, ara gim ror ma manaats Faun ten Gov roman? A sikia, ara ma tsue fi vaare nei! Eye, ito tan nainy te faason tsun rora ten Krais ara onot ror ma manaats Faun ten Gov.
ROM.4.1	Gov, Ayei na isen to te kat fatavaroiny non a vainy matan Ya, tana saa ri te faason Tsunia, sikia ma tan manaats a fo Faun tsun, to sana ra ma fakats e Abraham a tsuvurari na taa Jiu. Fei te kat fi ya ei? Ito tan nainy te tavaron fi ya matan e Gov, fei te poo fi me na ka iny tavaron tsunia to aya ei? 
ROM.4.2	Ara ma fakats a ka tana kifon a ka to, tana saa to te man fi non kat iny tavaron ten Abraham matan e Gov tan kat rof te kat ya, ayei nai kaa minon a kifon a tenoor to tana ka te kat ya. Sai te kat patsukan fi enanon to, Gov gima fakats vaarik ta ka ma tenoor me Abraham. 
ROM.4.3	Nyo tsue iny a ka to kaa minon a kifon ya, Vegiau Ten Gov te tsue na ka,
ROM.4.3	“Abraham te faason tsun ten Gov, ai tan kat tsunia to ayei, Gov tagei towa faarei non a mes a tavaron matan Ya.” 
ROM.4.4	Fakats yam, tan nainy te binun non a mes tan ta mes, ayei nom non a foiny tana binun te kat ya, a sikia ma faarei non a fifaan tsumi, a sikia, a mes to te faan iny a binun tana mes to ayei, kaa minon a tavan tsuan tsunia ma foiny naa ya. 
ROM.4.5	Sai to tana sanaan te kat fatavaroiny fi non e Gov a mes matan Ya, te gim non ma faarei na foiny tana binun to te kap naa, sai tana mes a sanaan to, tan nainy te faason tsun non a mes ten Gov te kat fatavaroiny fi non Yan vainy aveto matan Ya, Gov tsue non a ka tsunia, “A mes to ayei, te faason tsun me Tsonyo ana Nyo kat fatavaroiny towa, ai tan kat to aya, ayei tavaron mito mata Vanyo.” 
