MAT.1.1	Jisu Krista rui ryzâm dân chu: David sapâ, Abraham sapâ kyntâ: 
ROM.10.12	Juda le Grik mi ngyi chu yng na danglamnâ i awm mak Pumâ khatka yng châk tâ chunga Pumâ â chang a, atak rang â hêtmi kipka ngyi chunga thanâ luk â nyi sin. 
ROM.10.13	“Mi atu khawm Pumâ rang â hêt khoka chu mawzawknin awm yng,” ti â chang.
ROM.10.14	Hanungte, yng khym mak rang chu hakhanin maw hêt yng? A retep yng hoi mak rang chu hakhanin maw khym yng? Chawng â ril lom awm lounin hakhanin maw hoi iyng? 
ROM.10.15	Merep yng man mak nung te hakhanin maw chawng ril yng? “Tharo thâ zâipârnâ retep a mitung ngyi phyi chu â en â hyi zek dy!” tinin ai rusui kuvang ha. 
ROM.10.16	Imyitinung, Retep Thâ chu yng châknin pheng khym ma ngyi. Asik chu Isai ngan, “Pumâ, kyi chawngril hi atu maw â khym?” a ti ha. 
ROM.10.17	Khanung chu, khymnâ chu hoinâ tâsiknin a hawng awm sin a, hanung, hoinâ chu Krista chawng tâsiknin a hawng awm.
ROM.10.18	Hanungte, yng nâ le hoi ma ngyi maw? yng hoi ên ha,
ROM.10.18	“Yng ryhâu chu muntina â thang a,
ROM.10.18	Yng chawng chu khawmol kilbusup tenka a rêchên ta.”
ROM.10.19	Hanungte, Israel mi ngyi chu hamâ rang hoi ma ngyi maw?
ROM.10.19	“Zât ti lom kâi mak ngyi rang mangnin
ROM.10.19	Nyng na mirithik ket;
ROM.10.19	Zât mol ngyi rang mangnin
ROM.10.19	Nyng ning misy ket,”
ROM.10.19	tinin, Mosi chu mânsâchemnin a ril.
ROM.10.20	Khanung, Isai chu ngam taknin,
ROM.10.20	“Kyima rang kyi rawk makmi ngyi ky iyng mu ia,
ROM.10.20	Kyima rang kyi ching mak ngyi kyn mihoinin ki awm,” a ti.
ROM.10.21	Imyitinung, Israel mi ngyi chawnga chu.
ROM.10.21	“Chawng ryngâi mak ngyi le rêêng rât ngyi tâ
ROM.10.21	Niterepnin ky bân ngyi ky dawm sin ha,” a ti.
ROM.11.1	Hanungte, Pathyn chu a mi ngyi rang yng na pai maw pai? Chang thyi mak. Kyi khawm Israel mi, Abraham rui, Benjamin panchi ki chang. 
ROM.11.2	Pathyn chu aphut kale ai hoi sai ngyi rang chu yng na pai mak. Pathyn lekha chawnga Elija chawng ai ril hi hoi mak chou maw? Atak te Israel mi ngyi retep Pathyn kyn a mitung a,
ROM.11.3	“Pumâ, ny zawlnyi ngyi rang yng nyng that a;
ROM.11.3	Ny mâichâm ngyi yng michim a;
ROM.11.3	Kyimâ reng ki awm tâk a,
ROM.11.3	Kyima rang khawm kyi that rang ai ti hi.” 
ROM.11.4	Imyitinung, Pathyn chu hakhanin maw a chawng a ril? “Baal makunga khupsadil awm makmi sasi sirika kyima tâ rang yng na ki zok yng awm,” tinin a ril pêk.
ROM.11.5	Ha khavangnin atun khawm hi, ryngmunânin zen â chang kyntâ a rypai nyng ngyi zoknin yng lâ awm. 
ROM.11.6	Ryngmu tâsik a chang nung chu kâmtho tâ le chang khâi nâ ni; hakhan a chang mak nung chu ryngmu hi ryngmu chang khâi nâ ni.
ROM.11.7	Hakhanin maw chang tiat? Israel mi ngyi chu yng rawk rang chu man ma ngyi a, Zen â chang ngyi chu yng man a, a dangka chu pheng yng na la zou ta. 
ROM.11.8	“Pathyn chu atun tenka yng kyn inrumunâ rythâ yng na pêk a, mu thyimaknâ mit ngyi, hoi thyimaknâ nâ le ile,” tinin sui ai chang kuvang. 
ROM.11.9	Khanung, David chu,
ROM.11.9	“Yng tebul chu yngni tâ châng le khur le
ROM.11.9	Rukhupnâ le thungnâ ai chang chang se;
ROM.11.10	Yng mu thyi mak rang kân yng mit ngyi ai zing chang se,
ROM.11.10	Nyngma chu yng rong pat yng na mikul pêk raw,” a ti. 
ROM.11.11	Hanungte, yng na chulnâ chu pylat yng na rysytnâ maw â chang?
ROM.11.11	Dep chang thyi mak. Yng na chulnâ siknin Jentail mi ngyi kyn chu mawzawknâ a hawng tung ta, Israel mi ngyi yng rithik thyi rang kân. 
ROM.11.12	Khanung chu, yng na chulnâ chu khawmol minyinâ changnin, yng na salnâ ngan Jentail ngyi nyinâ â chang nung te, yng na rikipnâ chu yng nyinâ dyu chang tiat val ha!
ROM.11.13	Khanung chu nyngni Jentail ngyi kyn ki ti â chang hi. Kyima, Jentail ngyi koudep ki chang a, hi ku tulsinnâ rang hi ky rawsawrpui, 
ROM.11.14	asik chu ky Juda champui ngyi rang yng na ki mirithik thyi rêlê rang tâ le, yng sung atâ lu nik thumka rang yng na ku rung thyi rang kân. 
ROM.11.15	Yngni rang hengnâ ngan khawmol mi le rawzawmnâ a chang nok kale chu, yng pawm noknâ chu thinâ kyntâ dam noknâ chang lou chu imaw chang at? 
ROM.11.16	Khanung, baikhyu mânsâ mylân â changmi ngan a rythyng nung, a khyu pumpui khawm a rythyng lom â chang; hanung, a ruzung ngan a rythyng nung a mychang ngyi khawm hakhavang chang at. 
ROM.11.17	Khanung, a mychang kêu ngyi khyknin a awm nung, nyngma, Olive lêmkom changnin, yngni le munka rawzawmnin ni awm a, Olive kung thanâ ruzung rang ni va mang a chang nung chu, 
ROM.11.18	a mychang dang ngyi chunga ryym ma raw. Ny ryym khawm synang a ruzung rang a mysâmi chang mak che, a ruzung ha na mysâmi tou â chang.
ROM.11.19	Khanung, nyngma, “Rawzawmnin ky awm thyi rang kân a mychang ngyi mikyknin yng awm ta ha,” ni ti thyi ha.
ROM.11.20	Achang, yng khymmak tâsiknin khyknin yng awm a, nyngma chu ny khymnâ tâsiknin dingnin ny lâ awm. Rypâk lounin, chi mi lam chi raw; 
ROM.11.21	Pathyn chu a mychang tak ngyi rang ngan a zok mak nung nyngma rang khawm nyng zok rêlê nâ ni.
ROM.11.22	Hakhanung chu, Pathyn a ryngmunâ le a rêksynâ chu ryvak raw, âchul ngyi tâ chu chichai â awm a; imyitinung nyngma tâ chu â tha ia, a ryngmunâ kyn ny awm reng nung; hamak nung chu nyng khawm painin awm seng net. 
ROM.11.23	Khanung, yngni khawm ha khymlounin pat yng awm mak nung chu rawzawmnin awm yng; Pathyn chu yngni rang yng na rawzawm nok thyi. 
ROM.11.24	Nyngma Olive lêmkom sai kyntâ lâk â changmi ngan, rizir dân dik lounin kuvang Olive thing thâ kyn rawzawmnin ny awm nung ha a mychang diktak ngyi chu, Olive thing sai kyn chu rawzawmnin awm nâ ni ngyi maw!
ROM.11.25	Sokpui ngyi, hi chawng ruthup hi nyng hoi mak nom ming a, hamaknung chu â hoi rykam nyng; Jentail ngyi a rikipnâ a hawng tung mak tenka chu Israel mi lawkka chunga i pawpmaknâ ai hawng tung tou â chang, ti hi; 
ROM.11.26	hakhanung chu Israel kipka mawzawknin awm yng;
ROM.11.26	“Zion kyntâ Zawknâpemi chu hawng sok at a,
ROM.11.26	Jakob kyntâ Pathyn michukmaknâ mirymang at,”
ROM.11.27	“Hamâ chu yng kyn ky chawngkhitnâ lom â chang,
ROM.11.27	Yng rono ngyi ki lik tika te,”
ROM.11.27	tinin sui ai chang kuvang.
ROM.11.28	Retep Thâ tyngtânin yi ryvak nung chu nyngni tâsiknin mâitem yng chang a; imyitinung zennâ tyngtâ yi ryvak nung chu yi rubul ngyi tâsiknin te mawawlchem ngyi yng chang. 
ROM.11.29	Pathyn chu manboutharopêk le a kounâ kyntâ chu a mulung chu mikir sin mak.
ROM.11.30	Aphutlâi te Pathyn chawng khym mak chou a, imyitinung atun chu yng khym mak tâsiknin ryngmunâ nyng man a, 
ROM.11.31	hakhavangnin, atun chu Pathyn chu ryng nyng nai mu tâsik hi, ryngmu yng man thyi rang kânin yngni ngyi khawm khym khâi ma ngyi hi. 
ROM.11.32	Pathyn chu pheng rang ryng a mu thyi rang kân maniâ kipka rang chawng ryngâi maknâ kyn pheng yng na khum tâk.
ROM.11.33	Pathyn singnâ le hoinâ ai nyi chu â thuk zek dy! A roubonâ ngyi chu hoi thyinin le a lampui ngyi khawm sut thyi zât ngan chang mak hi! 
ROM.11.34	Pumâ mulung chu atu maw hoi iat? Atak rang â bo pêk lom khawm atu maw a chang ta? 
ROM.11.35	A thung nok rang kân ngan atu maw atak rang mânsâ tharo a pe ta? 
ROM.11.36	Asik chu atinka a kyntâ le atak tâsiknin le, atak tâ tharo tinka hi ai hawng awm â chang a; a kyn chu kumkhoka roulynnâ ai awm chang se. Amen.
ROM.12.1	Khanung chu sokpui ngyi, Pathyn ryngmunâ tâsiknin, robolnâ ring le a rythyng le Pathyn pawm zât chang rang tânin nyng tak ha mylân rang tânin nyng na ky u; hamâ chu nyng tulsin lom ngan â chang. 
ROM.12.2	Hi khawmol dân kuvang awm ma rou ha; Pathyn ai nom kân âtha le pawm zât le, tha rikip chu nyng hoi thyi rang kân, mulung thar le awmnin riphilnin lam awm ta rou.
ROM.12.3	Pathyn kai pêk ryngmunâ tâsiknin nyng sunga mi atu khawm nyng tak rang chu nyng awm dân lom nêk a lyinin rimi rysângnin awm lounin, Pathyn chu mi kipka rang khymnâ ai pêk zyrâ kânin ryvak risim tak nyi rangnin nyng châk rang pheng nyng na ki ril hi. 
ROM.12.4	Yi taksâ pumka kyn mychang tamka yi nyi a, imyitinung mychang kipka chu yng tulsin pheng ryang mak a, 
ROM.12.5	hakhavangnin yini khawm tam tak yi chang khawm synang, Krista kyn te pumka tou yi chang; khat khat kân rawzawm zylai mychang pheng yi chang.
ROM.12.6	Ryngmunâ yi nai pêk kuvangnin manboutharopêk khawm zar zar pheng yi man a, chawng ril rang a chang nung yi khymnâ rupkânin chawng ril yi ti; 
ROM.12.7	tulsin rang a chang nung chu tul sin yi ti; mi a rysyimi a chang nung sadim kân yng nai rysyi chang se; 
ROM.12.8	mi rang â rilmi a chang nung sadim kân ai ril chang se; tharo pemi chu mipâm lounin per se; roubomi chu pylak taknin ai bo chang se; mi rang ryng â mumi chu zâipâr taknin ryng ai mu chang se.
ROM.12.9	Ryngmunâ chu a lêmkom rechel mar se. Thamak lam tyngtâ chu hot nang, âtha tyngtâ chu tit pawm rou. 
ROM.12.10	Sokpui mawawlnâ lam tyng chu ryngmu taknin nyng na rutunâ minget rou; tawnnâ lam tyngtâ chu ry nompui zylai rou; 
ROM.12.11	pylaknâ lam tyng chu dâl ma rou; rythâ tyng chu sadim kân zâl sawngnin; Pathyn tul sin rou; 
ROM.12.12	khymnâ lama chu nyng zai mipâr nang; rawkhawl tornâ lama chu tipsawi nang; chawngmychainâ lam tyng chu mawng lounin chawngmychai rou; 
ROM.12.13	mi rythyng ngyi yng na ryvâinâ kyn yng na zai nang; mikhol chu mutuinin awm rou.
ROM.12.14	Nyng nâ ron ngyi rang chu bor yng na pe rou; bor yng na penin, yng na lêu ma rou. 
ROM.12.15	A zâi â pârmi ngyi rang chu yng na pârpui nang, â chapmi ngyi rang chu yng na chappui rou. 
ROM.12.16	Nyng ryvak munkân sym nang rumunnin awm rou. Mulung rysângnin ry rysyk ma rou, a rynymmi ngyi le lam rêmê rou. Hoilek rykam ma rou. 
ROM.12.17	Mi atu khawm thamak â thomi rang chu thamak le thung ma rou. Maniâ kipka makunga tharo tha chem lam mânsâ ryvaknin tho rou. 
ROM.12.18	Nyng thyi a chang nung nyng tyngtânin rêlê maniâ kipka le rêmênin awm rou. 
ROM.12.19	Ki mawawl tak ngyi, nyngni tâ pubâ la ma rou, Pathyn ningsynâ rang lam meken rou, “ ‘Pubâ kipka chu kyima tou â lâk lom, kyima tou thung ket,’ Pumâ a ti,” tinin sui â chang. 
ROM.12.20	Hamâsiknin, ny mâitem bu a châm nung bu min ne raw, tui a râl nung tui pe raw, hakhanin ny tho nung a lu chunga myiêk ni bâng zika chang at. 
ROM.12.21	Dikmak le chu dawknin awm ma raw, imyitinung âdik le lam dikmak rang midawk raw.
ROM.13.1	Maniâ kipka yng chunga roubomi ngyi chawng kân yng awm chang se. Pathyn chawng chang lou chu mi atu khawm roubomi awm sin ma ngyi; roubomi ngyi hi Pathyn yng nai bo sai â chang. 
ROM.13.2	Khanung chu, mi atu khawm roubomi rang â êngmi chu Pathyn ai bo rang â khâlmi yng chang a; â khâl ngyi tâ chu yng chunga roubonâ yng na tâk at. 
ROM.13.3	Roubomi ngyi chu tharo thâ â thomi tâ chu chichai yng na awm mak a; imyitinung tharo thâ tho makmi tâ chu chichai yng nâ awm. Hanungte, roubomi rang chi lounin â awm maw ni nom? Tharo thâ tho nang, mawsawr man net ha; 
ROM.13.4	atak chu ny thanâ rang tânin Pathyn tulsinmi â chang nung te. Imyitinung, tharo thamak ny tho nung chu chi raw, khendai te a rawrawng rawkawl mak a; atak chu Pathyn tulsinmi kâm thamak â thomi chunga ningsy pubâ â lâkmi â chang. 
ROM.13.5	Khanung chu, ningsy rang chinin reng tâ chang lounin, âsy le âtha thelthyinâ ryvak ni nyi kân ngan roubomi chawng kân ny awm lom reng â chang. 
ROM.13.6	Himâtâsiknin choi khawm nyng pêk sin ha; hakhanin tharo rêlê tho rang tânin Pathyn tulsinmi yng chang. 
ROM.13.7	Maniâ kipka kyn pe lom tinka pe rou; nêng man pêknâ rang kyn chu choi per nang; chi lom chu chi nang; zâ lom chu zâ rou, tho lom chu thor nang, zai lom chu zai rou.
ROM.13.8	Rawawlnâ reng chang lou chu mi atu khawm i ngan ok ma rou; maniâ champui rang a mawawlmi chu dân te a mawzawm zou ta ia. 
ROM.13.9	“Myngnang ma raw, Mi that ma raw, Muru ma raw, Ruzuk ma raw,” ti le chawngpêk dang ngyi tinka hi, “Nyngmân ni rawawl kuvangnin ni indem ngyi rang khawm yng na mawawl lom â chang,” ti hi pheng a rikip a. 
ROM.13.10	Mawawlnânin indem ngyi rang mysyt mak a; hamâsiknin mawawlnâ hi dân a rikipnâ â chang.
ROM.13.11	Atun kyn tharo awm dân nyng hoi tâsik le, â in ngyi misang zo a chang ta tinin nyng hoi tâsiknin hamâ ha ki ti â chang; atun chu yi khym mysâ lâi tâ nêk ha yi zawknâ chu dyu a nâi ta. 
ROM.13.12	Zân hi ai hek tâk deng a, a vâr rang a nâi ta; hamâsiknin âzinga kâm tho chu mythâ nang, âvâr le rawthawm yi ti. 
ROM.13.13	Nusuna awm kuvang rooi taknin awm yi ti, zu nêk le zu murui awm lounin, hur le rawawl dikmak awm lounin, rutuk le ririthik zylai awm lounin, 
ROM.13.14	Pumâ Jisu Krista mi le tou rawthawm nang, nyng mê nomnâ miroso rang siknin i tho ma rou.
ROM.14.1	Khymnâ tyngkhak a zâl hekmi rang chu a khymryhalnâ rang rêsêl lounin atak rang pawm rou.
ROM.14.2	Kêu maniâ chu atinka a sâk thyi tinin a rohoi a, imyitinung rât makmi chu anchawr reng a sâk sin. 
ROM.14.3	Atinka â sâkmi chu sa makmi rang misit mar se; sa makmi khawm â sâkmi rang chu rêsêl mar se; Pathyn chu atak rang a pawm ta. 
ROM.14.4	Mi sokro rang rêsêl rang tâ nyngma te atu maw ni chang? Ai ding le ai chul chu a pumâ tou atak rang en at. Imyitinung, atak rang chu miding chang at, Pumâ chu a miding â thyi.
ROM.14.5	Maniâ luka chu nika rang ni dang nêknin â lung pêk lek sin a, hanung luka mi chu ni awm tenka chu pheng âroi kân â hoi. Mi kipka pheng zar zar yng mulung kyn ryrohoi ngyi se. 
ROM.14.6	Ni â sermi tâ chu Pumâ mawsawrnâ rangnin â ser sin. Hanung, atinka â sâkmi tâ chu Pathyn kyn lawmchawng ai ril tâsiknin, Pumâ mawsawrnâ rangnin a sâk sin; sa makmi khawm ha Pathyn kyn lawmchawng a ril a, Pumâ rypâknâ rangnin sa sin mak. 
ROM.14.7	Mi atu khawm yini tâ rang yi dam chang mak me ia, mi atu khawm yini tâsiknin â thi khawm awm mak me. 
ROM.14.8	Yi dam nung Pumâ tâsik yi dam â chang a; yi thi khawm Pumâ tâsik yi thi â chang; hamâsiknin yi thi khawm yi dam khawm ha, Pumâ tâ yi chang. 
ROM.14.9	Krista thinâ le a hawng dam noknâ asik chu, âdam le âthi ngyi Pumâ a chang thyi rang kân â chang.
ROM.14.10	Imyitinung, nyngma hi i lom maw ny sokpui rang ny rêsêl? Achang mak kale, nyngma hi i lom maw ny sokpui rang ni misit? Pathyn roubonâ sungmun makunga yi châknin pheng yi la ding lom â chang a;
ROM.14.11	“Pumâ chu, Maniâ kipka
ROM.14.11	Ky makunga la rukun yng a,
ROM.14.11	Mylyi tinka khawm Pathyn kyn la ropong yng,
ROM.14.11	Tinin, samâi ki ton â chang, a ti a,”
ROM.14.11	tinin sui â chang.
ROM.14.12	Khanung chu, yi châknin Pathyn kyn zar zar yi retep pheng yi ril lom chu â chang.
ROM.14.13	Hamâtâsiknin, rêsêl zylai khâi nâ mini, mi atu khawm yi sokpui a rykhâlnâ maw, chulnâ maw sym mak rang tânin lam rawthawk ta rou.
ROM.14.14	Atak kyn rêlê ngan rythyng mak i ngan awm mak tinin Pumâ Jisu kyn chu sadim kân ki hoi, atinka rythyng lounin ryvakmi tâ chu, atak tâte rythyng mak â chang. 
ROM.14.15	Ny tharo sâk tâsiknin ny sokpui mulung a na nung ryngmu dân ni zawm mak â chang. A thi rang ruthulnin Jisu ai thi pêk rang chu ny tharo sâk le that ma raw.
ROM.14.16	Khanung chu, nyngni tâ thanâ chu âsy tyng khak chang mar se; 
ROM.14.17	Pathyn ram te nêk sâk le chang mak a, imyitinung rythyngnâ le sungdâinâ, Rythâ Rythyng a zâipârnâ ngyi mitou â chang. 
ROM.14.18	Mi atu khawm hangyi kyn chu Krista tulsin chu Pathyn ai nom kân le maniâ mypâknin â awm sin. 
ROM.14.19	Khanung chu, sungdâinâ le âtha rotho pêk zylaithyinâ tharo ngyi mi rang tou um yi ti. 
ROM.14.20	Ny tharo sâk le Pathyn tulsin mysyt ma raw. Tharo tinka rythyng te a rythyng ngan, imyitinung ny tharo sâk kânin mi a michul nung â sâkmi tâsik rono â chang. 
ROM.14.21	Ny sokpui a chulnâ rang ai chang zât nung chu mê sa ma raw, uain ne lou, atinka tharo ni tho mak ngan ai tha. 
ROM.14.22	Khymnâ ni nyi chu Pathyn makunga le nyngma tâ reng ngan syk raw. Amân tâ amân âtha ritinâ lama dikmak rysym makmi tâ chu a vân â tha. 
ROM.14.23	Imyitinung, a khym a ryhalmi a sâk nung chu khymnâ le ai sâk mak tâsiknin dikmak a chang ta; zê khawm khymlounin tho chu rono tou â chang.
ROM.15.1	Khanung chu, yini â rât ngyi hi yi zâipârnâ rang reng en lounin, a zâl hek ngyi yng zâl a heknâ chu yi torpui lom chem chu â chang. 
ROM.15.2	Yi indem atâ ngyi rang zâi mipâr rang tâsiknin yng thanâ rang tânin pheng zâl sawng yi ti; 
ROM.15.3	asik chu Krista ngan ha a zâipârnâ rangnin rawk mak; “Nyngma rang nâ hal ngyi ny iyng halnâ chu ku chunga a tâk zou ta,” tinin sui ai chang kuvangnin tou â chang. 
ROM.15.4	Pathyn Lekha Chawnga thanâ le sungdâinâ man rang tâ khymnâ yi nyi thyi rang kânin, aphut kale sui ai chang ngyi kipka chu yini rang yi na rysyinâ rang tânin sui ai chang chu â chang. 
ROM.15.5	Khanung chu, yi Pumâ Jisu Krista Pathyn le a Pâ chu, mulung munka le chawng munkân yi mypâk thyi rang kânin, 
ROM.15.6	thanâ le sungdâinâ Pathyn chu, Krista Jisu ai ti kuvangnin ryvak munka ruputnin nyng nai miawm chang se.
ROM.15.7	Hamâsiknin, Krista chu Pathyn rou milynnâ rangnin nyng nai lawm kuvang, nyngni le nyngni khawm rawlawmnin awm rou. 
ROM.15.8	Himâ hi ki ti â chang; yi rubul ngyi kyn Samâitonnâ chawng ha minget rang tâ Krista chu chukmorât ngyi tulsin rang tânin a hawng awm, 
ROM.15.9	hanung, a ryngmunâ tâsiknin Jentail ngyi khawm Pathyn yng mypâk rang kânin, Pathyn chawng âdik tinin mirohoinâ rang. Sui ai chang kuvangnin,
ROM.15.9	“Hamâsiknin, Jentail ngyi sung atâ chu,
ROM.15.9	Yng na mypâk ket a,
ROM.15.9	Ni riming mawsawr rang tânin Lâ sak ket a,” tinin sui ai chang kuvang. 
ROM.15.10	Khanung,
ROM.15.10	“Nyngni Jentail ngyi,
ROM.15.10	A mi ngyi bylap awm rou,” a ti nok. 
ROM.15.11	Khanung,
ROM.15.11	“Nyngni Jentail ngyi,
ROM.15.11	Pumâ rang chu mawsawr rou;
ROM.15.11	Maniâ awm tenka khawm
ROM.15.11	Atak rang mawsawr ngyi se,” a ti nok. 
ROM.15.12	Khanung Isai chu,
ROM.15.12	“Jesai ruzung chu awm at a,
ROM.15.12	Jentail ngyi mylal chang rang tânin
ROM.15.12	A hawng sok lom rang khawm awm at;
ROM.15.12	Atak chu Jentail ngyi khymnâ chem chang at,” khawm a ti nok.
ROM.15.13	Rythâ Rythyng thothyinâ zâra nyng rawdawn khymnâ a tam thyi rang kânin, khymnâ Pathyn rang nyng khym tâsiknin, lawmnâ le ryngyinâ tinka le nyng na mibit se.
ROM.15.14	Khanung, ky sokpui ngyi, nyng chung tâ chawng chu, nyngni rêlê te thanâ le nyng bit a, singnâ tinka nyng nyi â tam a, nyng ry rysyi zylai thyi tinin kyima rêlê khawm dik taknin ki hoi. 
ROM.15.15	Imyitinung, Jentail ngyi sunga Krista Jisu tulsin rang ky awm thyi rang kânin, Pathyn kai pêk ryngmunâ tâsiknin kyi hoipui rang tânin, i i mychang chunga ngam taknin ki hawng sui hi. 
ROM.15.16	Ky Jentail (tharomylân) ngyi chu Rythâ Rythyng le mirythyng changnin, pawm thyi zât yng chang thyi rang kânin, Pathyn Retep Thâ lam tyng Awchai kâm ki tho â chang.
ROM.15.17	Khanung chu, Pathyn lam tyng Krista Jisu kyn chu ryymnâ ki nyi. 
ROM.15.18	Krista chu Jentail ngyi rang yng na mikhym rangnin chawng ril le tharo sinnânin, ridiknâ ngyi le tharo chawp thothyinâ kyn, 
ROM.15.19	Rythâ Rythyng tharo thothyinâ kyn chu kyima rang kyi mangnin a tharo tho ngyi chang lou chu i khawm ril ngam ming. Jerusalem kho le a dem atâ ram ngyi kyntâ Illurikon ram tenka, Krista Retep Thâ chu ram tina ki ril zou ta; kyima rang kyi mangnin a kâmtho chu hazika â chang. 
ROM.15.20	A chang, midang lungphum chunga a mytângmi ky chang mak rang kân, Retep Thâ chu Krista riming chingnâ muna ril lounin,
ROM.15.21	“A retep la ril maknâ mi ngyi chu
ROM.15.21	man yng a,
ROM.15.21	Dep la hoi mak ngyi chu
ROM.15.21	Hoi iyng,”
ROM.15.21	tinin sui ai chang kuvang, ril rang ky
ROM.15.21	rawthawk sin.
ROM.15.22	Hamâ ai chang tâsiknin khawm â chang, nyng kyn hawng rang tâ pat ki mirêlêk sin. 
ROM.15.23	Imyitinung, atun kynte hi ram ngyi kynte sinnâ mun reng ngan nyi khâi ming a, kum tamka chu nyng kyn hawng rang tânin khawm nomnin ky awm ta. 
ROM.15.24	Spain rama ky sê zou rimnâ kyn sê bylamnin nyng na mu rangnin ki khym a, nyngni ngyi le zet tâi zounin, hantyng ky sênâ rang kyn chu nyngni ngyi kyi va thak nyng tinin ki khym.
ROM.15.25	Imyitinung atun kyn chu mi rythyng ngyi rang yng na mutui rang tânin, Jerusalem kho kyn chu sê ta ket. 
ROM.15.26	Makedonia le Akaia ram atâ mi ngyi chu mulung taknin, Jerusalem kho kyn mi rythyng ngyi sunga, âryng ngyi tâsik sum yng tho lom yng tho ta ia. 
ROM.15.27	A chang, mulung taknin yng tho â chang, yngni ha yng kyn yng ok ngan â chang; Jentail ngyi rang yng rythâ lam tyngtâ tharo ngyi yng nyng rawzawmpui nung te, khawmol tyngtâ tharo yng na chang ngan â nang.
ROM.15.28	Hamâtâsiknin, hamâ ki tho myrâ khawm chu yngni rang sadim kân yng na ki mirumu zou nung, nyngni rang nyng na hawng vêl bylamnin Spain rama thyi sê ket. 
ROM.15.29	Khanung, nyng kyn ky hawng tika chu, Krista bor rikip tak kale hawng ket tinin ki khym.
ROM.15.30	Sokpui ngyi, Pumâ Jisu Krista le Rythâ Rythyng ryngmunânin chawng kyi mychaipui rang tânin nyng na ki u chu, 
ROM.15.31	Judai rama khymmak ngyi kyntâ ky zawk thyi rang kân le Jerusalem kho tâsik changnâ tharo ki choi hi, mi rythyng ngyi yng nom dân tak a chang thyi rang kân, 
ROM.15.32	Pathyn nom dân zâipâr taknin nyng kyn hawngnin, munkân yi sang thyi rang kânin.
