MAT.1.1	Maketourou gel ka dooudjé lo Jésus Christ, ngon lo David, ngon lo Abraham.
ACT.5.4	Tokou elabe ndòò loi ang bai, to ndòò loi ang wa? Goukoudang i labe ndoo mbä, narè to loi ang wa? Mbata di a i edji tar nèn mei té wa? I ere ngem ke dooudjé ang, a i ere ngem ke Allah.
ACT.5.5	Tokou Ananias wo tar nèn, nè noso nange, nè noei. Tòkou bel da dèdè toï ke do tar nèn.
ACT.5.6	Basädjé ï to ninè, dounè ke daka, dèdè ndoubè.
ACT.5.7	Goukoudang kade ndai mare mbä ase kade mouta, dènè la dé mè kei té, nè ngeré né ke dé nèn ang bai.
ACT.5.8	Pierre pa arè, Epa arem tokou sésè elabidjé ndòò mbata narè ban. Nè mpana, Aa, tokou ban.
ACT.5.9	Pierre pa arè, Mbata di a sésè djokem ndikidjé gè mba ta kere Ndil lo Mbaibé Seigneur wa? Wo, gòl dooudjé ke doubou ngaoidjè mbä, dèdè darr tadeo kei té, dèdè da kouni ke daka.
ACT.5.10	Loshénè loshénè nè noso nange nò gòl Pierre té, nè noei. Tokou basädjé dé mè kei té dèdè do ninè, dèdè dounè ke daka, dèdè ndoubè mbòr ngaoèdjè té.
ACT.5.11	Tòkou bel da dooudjé ke mè kei Allah té toï, ke dèdè toï ke do tar nèn.
ACT.5.12	Deo té ke dji ndjè kouladjé da horo dooudjé té né tòdjou, ke né ta kare mè dooudjé ounda do biä nya. Dèdè toï mbona naaté kare kei té lo Salomon.
ACT.5.13	Mare doou kada ke horo dooudjé té ase mbòna ke ndjè kouladjé ang, a dooudjé pitidè nya.
ACT.5.14	Mare dooudjé wota dongor ke wo mèdè té mbòna kedè rò Mbaibé Seigneur té, dingaodjé ke dènèdjé baya baya tò.
ACT.5.15	Tokou ban dèdè doto ndjè rò toodjé deo bo, diladè dò twa té, dedji mbata tokou Pierre ao ndai ndilè ase ndai do maredjé té ke horodè té.
ACT.5.16	Dooudjé ke béh ngosiba ke Jérusalem mbòna to, dèdè doto ndjè rò toodjé ke ndjè ndildjé ke madjang, ke ròdè toï dé madji.
ACT.5.17	A mbai lo ndjè kòrdjé ï tarr ke dèdè toï ke disi sa, ke dèdè ke nto Sadducéendjé, mè dadè nya.
ACT.5.18	Dèdè dwaa ndjè kouladjé, diladè mè tòkou kei koula té.
ACT.5.19	Ke tilti ange lo Mbaibé Seigneur kada òrou tadeo kei koula, ao kedè daka, pana,
ACT.5.20	Abidjé, arridjé mè tòkou kei Allah té, epaidjé tar tébe nèn toï are dooudjé.
ACT.5.21	Tokou dèdè do tar nèn, dèdè dao mè tòkou kei Allah té ke sindò, dèdè ntòdjou tar.
ACT.5.21	Mbai lo ndjè kòrdjé dé ke dèdè ke disi sa, nè mmar ndjè gange sariadjé ke tòkou dooudjé lo ngandjé lo Israël toï ta mbona naaté. Nè noula koula kei koula té ta kare ndé ke ndjè kouladjé.
ACT.5.22	A tokou padjadjé dé, dèdè dingadè mè kei koula té ang, dèdè ntél, dèdè mpana,
ACT.5.23	Djèdjè djo tadeo kei koula outou madji toï, ke ndjè ngem ta kei arr tadeo kei té, a tokou djèdjè djòrou tadeo kei, djèdjè djinga doou kada mè té ang.
ACT.5.24	Tokou mbai ke tòkou kei Allah té ke tòkou ndjè kòrdjé do tar nèn, mèdè sangedè nya mbata lodè, mèdè edji nya tar nèn a dé tokou tar di wa.
ACT.5.25	Doou kada dé pa aredè. Dooudjé ke ongidjédè kei koula té, dèdè darr mè tokou kei Allah té, dao ntòdjou dooudjé tar.
ACT.5.26	Tokou ban mbai ke tokou kei Allah té ke padjadjé dao dwaadè ndé kedè, dèdè ndadè ke singa ang mbata dèdè nda bel mbata dooudjé a tiladè ke err.
ACT.5.27	Tokou dèdè ndé kedè mba, dèdè daredè disi nò ndjè gange sariadjé té. Mbai lo ndjè kòrdjé doudjoudè,
ACT.5.28	Mpana, Djèdjè ndangesè ta tòdjou tar ke ri nèn ang, woidjé loshénè sésè edousidjé Jérusalem ke tar tòdjou losè, ke sésè ndikidjé ta kila tar mese lo doou nèn dòdjè té.
ACT.5.29	A Pierre ke ndjè kouladjé ntél tar, dèdè mpana, Djèdjè djase ko tar lo Allah wota lo dooudjé.
ACT.5.30	Allah lo kadjèdjè are Jésus ï tarr, nè ke sésè etòlèdjé tokou etòèdjé do kake té.
ACT.5.31	Allah wèè ke tarr do dji kòlè té ta karè nisi mbai ke ndjè kadji, ta kare dooudjé lo Israël ta mbeté kedji né da ke madjang, ke ta kïya né ke madjang lodè.
ACT.5.32	Djèdjè nto tar nadji lo né nèn, ke Ndil ke madji toï ke Allah are dèdè ke do tar la to tar nadji to.
ACT.5.33	Tokou dèdè do tar nèn ongou da mèdè nya, dèdè ndiki ta tòldè.
ACT.5.34	A Pharisien kada horo ndjè gange sariadjé té, ria na Gamaliel, ndjè tòdjou tar ndedji ke dooudjé toï òsou gadjè, nè nï tarr mpa tar ta kare dïya ndjè kouladjé karedè dao daka ngadji.
ACT.5.35	Nè mpa naredè, Dooudjé lo Israël, ngemidjé ròsè madji né ke ndikidjé ta da ke dooudjé nèn.
ACT.5.36	Mbata dongor ndò té ke nèn, Theudas ï tarr, nè mpana nè ndja nto to tokou doou, dooudjé ase kòr sò mbona sa, a nè ninga yo, ke dèdè toï ke dao gè té nsärèna to, ke tar lodè dé to né ke ba.
ACT.5.37	Goukoudang ke go doou tén, Judas ke Galilée té ï ndò da ri dooudjé maketourou té. Nè nòrou mare dooudjé gè té. Nè noei to, ke dèdè toï ke dao gè té nsärèna dang dang.
ACT.5.38	Tokou ban ke tar nèn bokonè, ma mpa maresè, òridjé dooudjé nèn ang, ïyaidjédè ba, mbata tokou tar nèn aséh koula nèn to kä dooudjé, né na toudjou.
ACT.5.39	A tokou né nto ngä Allah, sésè a kasidjé ta toudjoudè ang. Baa da kosè to dooudjé ke ndjè da dòò ke Allah.
ACT.5.40	Tokou ban dèdè do tar ndedji la, ke tokou dèdè mmar ndjè kouladjé ròdè té mba, dèdè ntoundadè ke dèdè ndangedè ta pa tar ke ri Jésus ang, dèdè dïyadè dare dao.
ACT.5.41	Tokou ban dèdè dï ntéh no ndjè gange sariadjé té, mèdè koukou nya mbata Allah wodè madji ase ta kinga ongou né ròkoul mbata ria.
ACT.5.42	Ndò toï mè tokou kei Allah té, ke mè kei té lodè, dèdè dïya ta tòdjou tar ang, ke ta pa tar ke madji lo Jésus ke nè nto Christ ndja.
ACT.6.1	Ndè té ke ndjè kao go Jésus té an nya, dooudjé ke to Hellénistedjé maitar ke dooudjé ke to Hébreudjé, mbata tar dènè ndouba lodè ikidè tokou dèdè nkai né ke ndò ke ndò.
ACT.6.2	Dèdè dòkou gérè djo mmar ndjè kao go Jésus té toï, dèdè mpana, To tar ke gaté gaté ang mbata lodjè ta kïya ta pa tar lo Allah ta da koula table.
ACT.6.3	Tokou ban ngakömdjé, esangidjé dooudjé shiri horosè té ke dooudjé pa tar lodè madji, ke mèdè dousou ke Ndil ndja ke kemkarè tò, dèdè ke djèdjè djase bardè ke daka ta da koula nèn.
ACT.6.4	Bana djèdjè ndja, dja ngem ta doudjou Allah ke ta da koula pa tar maketourou.
ACT.6.5	Tar ke dèdè mpa nèl dooudjé ke baya baya toï. Dèdè mmar Etienne, doou ke dousou ke ko mè té ke Ndil ke madji toï, dèdè mmar Philippe, ke Prochore, ke Nicanor, ke Timon, ke Parménas, ke Nicolas, doou ke Antioche ke ao tourou rè Juif.
ACT.6.6	Dèdè ntòdjoudè ndjè kouladjé, dèdè ndoudjou Allah ke dila djidè dodè té.
ACT.6.7	Tar lo Allah bar nya ke ndjè kao go Jésus té an baya baya Jérusalem té, ke mare ndjè kòrdjé baya wo mèdè té tò.
ACT.6.8	Etienne dousou ke mè madji ke singa, nda tòkou né ta kare mè dooudjé ounda dò biä nya, ke né tòdjou ke nè nda horo dooudjé té.
ACT.6.9	Tokou ban mare dooudjé horodè té ke nto ndjè kei Allah ke ri keiè na Affranchis, ke maredjé ke Cyrénéen, ke maredjé ke Alexandrin, ke maredjé ke Cilicie ke Asie, dèdè dï mmaitar ke Etienne.
ACT.6.10	A dèdè dase ta kouta kemkarè ke Ndil ke nè mpa kendé ang.
ACT.6.11	Tokou ban dèdè mmar mare dooudjé goukou hoi bè ta pa, Djèdjè djoè nè mpa tar sä do Moïse té ke Allah.
ACT.6.12	Dèdè ntourou mè dooudjé ke tòkou dooudjé ke ndjè da maketourou ndedjidjé, dèdè ndé dè té, dèdè dwèè dao sa rò ndjè gange sariadjé té.
ACT.6.13	Dèdè mmar ndjè pa tar nadji ngem, ke mpana, Doou nèn ïya ang ta pa tar mbeté loou ke madji nèn ke tar ndedji.
ACT.6.14	Mbata djèdjè djoè nè mpana Jésus ke Nazareth nèn a toudjou loou nèn, ke nè na tourou tar béh ke Moïse aredjè leo.
ACT.6.15	Dèdè toï ke disi loou gange saria té, tokou dèdè dèè somomo, dèdè do kèmè to tokou kem ange.
ACT.7.1	Mbai lo ndjè kòrdjé pana, Yèn to tokou tokoro wa?
ACT.7.2	Etienne pana,
ACT.7.2	Ngakömdjé ke bòidèdè, woidjé tar lom. Allah ke ndjè ndokoo téh rò kadjèdjè Abraham té, ndò ke nè nisi Mésopotamie té, dongor ke nè nisi Charran té.
ACT.7.3	Nè mpa narè, Ïya béh loi, ïya ngaköidjé, ao béh té ke ma ma tòdji.
ACT.7.4	Tokou ban nè ntéh ke nange té ke Chaldée, nao nisi béh té ke Charran. Goukoudang bèdjè woei mbä, Allah orè béh té ke nou, narè ndé béh té ke nèn ke sésè isidjé kendé bashénè.
ACT.7.5	Ke nè narè ndòò to né ndouba ke nange nèn ang, ngadji ngal ase gòlè ang, a nè mpa nè na karè nange nèn mbata la ndja ke nganè ke a dé goukou, nai ngonè goto bai.
ACT.7.6	Allah pa tar tokou ban, gel dooudjé la a kisi ndjè mbaadjé mè béh tè lo mare dooudjé. Dèdè da kwaadè bere ke da dadè madjang bal kòr sò.
ACT.7.7	Allah pana, Ma ma gange saria dò dooudjé té ke dèdè nda koula lodè, ke goudoudang dèdè da téh daka, dèdè da walem loou té ke nèn.
ACT.7.8	Allah are Abraham tar koudja ta motè. Tokou ban Abraham oudjou Isaac, ke nè noudja ta motè tokou ndò la ase djidjo, ke Isaac oudjou Jacob ke Jacob oudjou kadjèdjè dòkou gérè djo.
ACT.7.9	Mbata mè da kadjèdjè do Joseph té, dèdè ndokè ke béh Egypte té, a Allah éh sa.
ACT.7.10	Nè nòrè mè né ongou té toï, nè narè ta dé madji, ke nè narè kemkarè no Pharaon té, mbaibé ke Egypte té, ke mbaibé arè tè ta kisi ndjè ngem Egypte ke kei la toï.
ACT.7.11	Boo biriri oso do nange Egypte té ke Canaan té toï, ke né ongou da nya, ke kadjèdjè inga mourou ang.
ACT.7.12	Tokou Jacob wo mourou éh béh Egypte té, nè noula kadjèdjè dongor gar kada.
ACT.7.13	Ndò ke dao gar djo Joseph tòdjou tar la ke daka are ngaköèdjé, tokou ban Pharaon geré tar lo gel dooudjé lo Joseph.
ACT.7.14	Joseph oula bar bèdjè Jacob ke dooudjé la toï ta dé rè té, déh dooudjé dòshiré gérè mi.
ACT.7.15	Jacob ao ber ke béh Egypte té. Nè noei, nè ke kadjèdjè to.
ACT.7.16	Dèdè doun nindè ntél dao kedè béh té ke Sichem, dèdè diladè bwa yo té ke Abraham ndoko ke narè argent ke ngandjé lo Hémor ke Sichem té.
ACT.7.17	A tokou ndò dé ngosiba ta kinga né ke Allah pa are Abraham leo, dooudjé tokou, ke dèdè ndé baya baya Egypte té,
ACT.7.18	Nderèng mare mbaibé ï ta ko béh Egypte, nè ngeré Joseph ang.
ACT.7.19	Mbaibé lé da gousou ke gel dooudjé lodjè, nè nda né ngeng ta kare kadjèdjè ila ngandè koro mbata kare dèdè disi ke tébe ang.
ACT.7.20	Ndè tén lé doudjou Moïse mbä, ke nè nkoura nya kem Allah té. Dèdè ngemè nnè mouta mè kei té lo bèdjè.
ACT.7.21	Tokou dèdè dilè daka mbä, ngon ke dènè lo Pharaon ounè ta ngemè tokou ngonè ndja.
ACT.7.22	Dèdè ntòdjou Moïse kemkarè lo dooudjé ke Egypte té toï. Nè nisi ke singa ke tar pa la ke koula la.
ACT.7.23	Tokou bal la ase dòsò, nè nedji mèa té ta kao ko ngaköè, ngandjé lo Israël.
ACT.7.24	Tokou nè no dao nda madjang ke mare kada, nè nouma doou ke dao ndè madjang deo kounda té, nè nounda Egyptien.
ACT.7.25	Nè nedji tokou ngaköè geré Allah ata kadjidè deo dja té, a dèdè ngeré ban ang.
ACT.7.26	Ndò ke goukoudang nè ntéh ròdè té tokou dèdè dao mmainatar, nè ndiki ta ndedjidè ta kisi madji, nè mpana, Dooudjé, sésè etoidjé ngaköna, mbata di a edaidjé madjang horosè té wa?
ACT.7.27	A doou nèn ke da madjang ke ngoköè ngese Moïse ke dang, pana, Na ari ta kisi mbai ke ndjè gange saria lodjè wa?
ACT.7.28	I ndiki ta tòlem tokou i toï Egyptien takenè wa?
ACT.7.29	Mbata tar nèn Moïse aïn, nè nao nisi to ndjè mbaa nange té ke Madian, loou ke nè noudjou nganè ke dingao djo.
ACT.7.30	Goukoudang bal dòsò ndai mbä, ange ke dara kada téh rè té mè kòr té ke tokou err té ke Sinaï, mè ndò pourou mè berkam té.
ACT.7.31	Tokou Moïse wo né nèn nè nedji dò né té ke nè no. Tokou nè ndé ngosiba ta ko, ndou Mbaibé Seigneur téh berkam tén lé pana,
ACT.7.32	Mam nto Allah lo kasésè, Allah lo Abraham ke lo Isaac ke lo Jacob, Rò Moïse isa, nè nase ta ko loou ang.
ACT.7.33	Mbaibé Seigneur pa arè, Òrou ndar ke gòli té, mbata loou ke i arr kendé to nange ke madji toï.
ACT.7.34	Tokoro ma mo né ongou ke da dooudjé lom ke isi Egypte té, ke ma mo kila mè lodè, mam ndé ta kadjidè. Edé loshénè ma ma koulai Egypte té.
ACT.7.35	Moïse, nè ke dèdè mbetè, dèdè ke mpana, Na ari ta kisi mbai ke ndjè gange saria wa? Allah oulè tokou mbai ke ndjè kadjidè tò, deo dji ange té ke téh rè té mè berkam té.
ACT.7.36	Nè nare dooudjé téh daka, goukoudang nè nda né ta kare mè dooudjé ounda do biä, ke né tòdjou béh Egypte té, ke mbòr tòkou man Kasè ke mè kòr té bal dòsò.
ACT.7.37	Yèn to Moïse nèn ke pa are ngandjé lo Israël, Allah a koula prophète kada karesè ke ï horo ngakösè té, deo kadaba tokou ma ndja.
ACT.7.38	Yèn to nè ke nisi horodè té mè kòr té ke ange ke pa arè dò err Sinaï té, ke néh ke kadjèdjè tò, ndò ke nè ninga tar tébe lo Allah ta karedjè.
ACT.7.39	Kadjèdjè mbeté ta ko tar la, a dèdè ngese Moïse ke dang, dèdè ntél dounda mèdè ke Egypte té.
ACT.7.40	Tokou dèdè mpa dare Aaron, Eda mare kòr allahdjé aredjè ta kao nòdjè té, mbata Moïse nèn ke aredjè ntéh daka nange té ke Egypte, djèdjè ngeré né ke dè ang.
ACT.7.41	Dèdè nda ngon mange to kòr lodè ke ndò té ke nou, dèdè ndé ke mare né ta kare kòr nèn, ke ròdè nèldè mbata koula ke djidè da.
ACT.7.42	A Allah tél, nè naredè ta wal nédjé ke dara tokou maketourou lo prophètedjé pa,
ACT.7.42	Sésè aremdjé dadjè ke ntòldè ke né polo mè kòr té bal doso wa, O kei lo Israël?
ACT.7.43	Sésè otoidjé kei koubou lo Moloch, ke ndètélendè lo kòr Remphan,
ACT.7.43	Kòrdjé ke sésè edaidjé mbä ta waldè.
ACT.7.43	Ma ma kilasè deo eo giri Babylone té.
ACT.7.44	Kadjèdjè éh ke kei koubou tar nadji mè kòr té, deo kadaba tokou nè ke mpa nare Moïse ta da kei nèn, ase ta da né deo kadaba tokou nè no ke né ke Allah tòdjè leo.
ACT.7.45	Mare kadjèdjè ke goukou oun kei koubou nèn, dèdè ke Josué, ndò ke dèdè dao ta taa nange lo Gentildjé, ke Allah toubadè ke daka no kadjèdjè té. To tokou ban nderèng ndò té lo David.
ACT.7.46	Nè ke ninga mè madji kem Allah té, ke nè ndoudjou deo ta sange ta da kei kisi mbata Allah lo Jacob.
ACT.7.47	A to to Salomon ke da kei mbata la.
ACT.7.48	A nè ke nto nouta toï, nisi mè kei té ke dooudjé da ke djidè ang, tokou mare prophète pa,
ACT.7.49	Dara to ngèndé kisi lom,
ACT.7.49	Ke nange to to né kongou gòlem té,
ACT.7.49	Di a edaidjé kei karem wa, Mbaibé Seigneur pa,
ACT.7.49	Aséh loou di a to loou kwaa ròm wa?
ACT.7.50	Djim da nédjé toï ang wa?
ACT.7.51	Sè dooudjé ke gòbousè ngeng, ke oudjaidjé kedji ke madjang mèsè té ke mbisè té ang, sésè mbetidjé Ndil ke madji toï ke ndò ke ndò. Deo kadaba tokou kasésè da leo, sésè edaidjé tokou ban tò.
ACT.7.52	Prophètedjé ke da, kasésè ngädè ke tar ang wa? Dèdè ntòl dèdè ke mpa tar ke daka dongor kèté ke nè kada ke gaté gaté nao ndé. Nè ke sésè ndokèdjé, etòlèdjé loshénè bai.
ACT.7.53	Sésè ke ingaidjé tar ndedji ke doula né deo té lo angedjé leo, ke sésè ngemidjé tar ndedji nèn ang.
ACT.7.54	Tokou dèdè do tar nèn ongou da mèdè nya, dèdè nger ngangedè moï moï no Etienne té.
ACT.7.55	A Etienne dousou ke Ndil ke madji toï, aa loou dara, no ndokoo lo Allah, ke Jésus arr dò dji koi Allah té.
ACT.7.56	Nè mpana, Woidjé, ma mo dara teï, ke Ngon lo doou arr do dji kòl Allah té.
ACT.7.57	Dèdè dourouki ke tarr, dèdè doutou mbidè, dèdè daïngòrou ke dè té naaté.
ACT.7.58	Dèdè dilè daka giri béh té, ntilè ke err. Dèdè ke nto nadji nèn dila koubou lodè no gòl basä té kada ke ria na Saul.
ACT.7.59	Tokou dèdè dao ntilè ke err, Etienne doudjou Allah pana, Mbaibé Jésus, etaa ndilem.
ACT.7.60	Nè nongou mekedjé gòlè nange, nè mpa ke tarr, Mbaibé Seigneur ïya né ke madjang nèn dèdè té ang. Tokou nè mpa ban mba nè ntibi.
ACT.8.1	Saul ndiki gè kedè ta tòlè.
ACT.8.1	Ndò té ke nou tokou ngätar oso do dooudjé té ke kei Allah té ke Jérusalem, dèdè toï nsärèna nange té ke Judée ke Samarie toï, ndjè kouladjé ndja nai.
ACT.8.2	Mare dooudjé ke ngem tar lo Allah doubou Etienne, dèdè nnè nya mbata la.
ACT.8.3	A Saul toudjou dooudjé ke kei Allah té, nè nao mè kei té kada kada, nwaa dingaodjé ke dènèdjé, niladè kei koula té.
ACT.8.4	Tokou ban dèdè ke nsärèna, dao loou té ke dang dang, dèdè mpa tar lo Allah.
ACT.8.5	Philippe ao mare béh té ke Samarie kada, nè mpa tar lo Christ naredè.
ACT.8.6	Dooudjé baya baya ndiki gè naaté ke tar ke Philippe pa aredè, tokou dèdè do tar la ke do né tòdjou ke nè nda.
ACT.8.7	Mbata ndildjé ke madjang ao téh mè dooudjé té baya baya ke to ndjè woeidjé, dèdè dourouki ke tarr. Dooudjé baya baya ke debe ròdè woei, ke dèdè ke doso mete, rò too lodè goto.
ACT.8.8	Tokou ban koukou dousou mè béh té nèn nya.
ACT.8.9	Doou kada éh nou ria na Simon, nè nto ndjè ndön né mè béh té dongor, ke nare mè dooudjé ke Samarie ounda dò biä, nè mpana nè ndja nto to tokou doou.
ACT.8.10	Dèdè toï do tar la madji, dooudjé ke ngadji ke tokou dooudjé mpana, Doou nèn to singa lo Allah nèn ke dèdè mmar to Tokou né ke bo.
ACT.8.11	Dèdè do tar la mbata ndò gè eo nè nare mèdè ounda dò biä ke né ndön la ke nè nda.
ACT.8.12	A gè té dèdè do mèdè té tokou Philippe pa tar ke madji lo béh ko lo Allah ke ri Jésus Christ, dèdè dinga baptême, dingaodjé ke dènèdjé tò.
ACT.8.13	Simon ndja wo mèa té tò, gè té ke nè ninga baptême mbä, nè nao nisi ke Philippe. Mèa ounda do biä tokou nè no né tòdjou ke tokou né mori ke Philippe da.
ACT.8.14	Tokou ndjè kouladjé ke isi Jérusalem té wo na dooudjé ke Samarie té oun tar lo Allah mbä, dèdè doula Pierre ke Jean ròdè té.
ACT.8.15	Tokou dèdè ndé mbä, dèdè ndoudjou Allah mbata lodè, mbata kare dèdè dinga Ndil ke madji toï.
ACT.8.16	Mbata nè nai ndé do doou té kada ang bai, dèdè dinga baptême ke ri Mbaibé Jésus ba.
ACT.8.17	Tokou ban Pierre ke Jean dila djidè dodè té, dèdè dinga Ndil ke madji toï.
ACT.8.18	Tokou Simon wo dèdè dinga Ndil deo kila dji ndjè kouladjé do dooudjé té, nè ndiki ta karedè narè,
ACT.8.19	Mpana, Aremdjé singa nèn to, tokou ban doou ke ma mila djim dè té ase kinga Ndil ke madji toï tò.
ACT.8.20	A Pierre pa arè, Narè loi toudjou deo kadaba sei, mbata i ounda mei ta kinga né kinga ba lo Allah deo narè té.
ACT.8.21	Mare koula aséh tar nèn kada to tar loi ang, mbata mei to gatang kem Allah té.
ACT.8.22	Tokou ban mbeté kedji né da ke madjang loi nèn, edoudjou Mbaibé Seigneur baa Allah a kïya kedji ke madjang ke to mei té.
ACT.8.23	Mbata ma mo i to mè ongou té, ke mei ate käng ke né ke madjang toï.
ACT.8.24	Simon tél tar pana, Edoudjidjé Mbaibé Seigneur mbata lom, mbata tar kada ke sésè epaidjé nèn ase kare dé dòm té ang.
ACT.8.25	Tokou ban, tokou dèdè mpa tar nadji, ke dèdè ntòdjou tar lo Mbaibé Seigneur mbä, Pierre ke Jean ntél dao ke Jérusalem té, dèdè mpa tar ke madji béh té ke Samarie baya baya.
ACT.8.26	A ange lo Mbaibé Seigneur kada pa are Philippe, Ï tarr ao er ke ber, ao ke deo bo ke téh Jérusalem ao Gaza. Deo nèn to deo ke mè kòr té.
ACT.8.27	Nè nï tarr, nè nao. Wo doou kada ke to Éthiopien, doou ke òrou gemè, nè nto tokou ndjè koula lo Candace, mbai ke dènè lo dooudjé ke Éthiopie. Nè nto ndjè ngem né kinga toï lo dènè nèn. Nè nao Jérusalem té mbä ta wal Allah.
ACT.8.28	Tokou nè nao ntél, nè nisi mè pousse sounda té, nè nao ntoura maketourou lo prophète Ésaïe.
ACT.8.29	Ndil ndja pa are Philippe, Ao ngosiba mbòr pousse té nèn.
ACT.8.30	Tokou ban Philippe aïn ao rè té, nè no doou nèn ao toura maketourou lo prophète Ésaïe. Nè ndoudjè, I geré né ke ao toura nèn wa?
ACT.8.31	Nè mpana, Mase ta geré to di, tokou doou tòdjoum ang wa? Nè ndoudjou Philippe ta kai kao kisi sa.
ACT.8.32	Tar ke nè ntoura mè maketourou té lo Allah to ban,
ACT.8.32	Nè nto tokou bati ke dèdè dao sa ta tòlè,
ACT.8.32	Aséh tokou ngon bati ke isi tè moundou nò dooudjé té ke ngisa bi rè,
ACT.8.32	Tokou ban nè nteï tè ang.
ACT.8.33	Mè tar ròkoul té la dèdè mbeté ta gange saria la gaté gaté,
ACT.8.33	Na a kase tòdjou gel dooudjé la wa?
ACT.8.33	Mbata dòrou tébe la ke nange nèn.
