MAT.1.1	Taki̱da ki̱kuwang Yesu Masiya, buke Dauda, wu n ki̱n buke Yibrayime.
ACT.27.30	Aya ni̱bu ki̱sii kwa̱mbi̱re mwemu a swe tali̱mu ka wulu. N chi a si̱iku wuti̱re kwa̱mbi̱re mwe ko kano ni̱bu ka da̱ddu ko chi si̱ku ka̱mbi̱r di̱du ki̱ni turen we kwa̱mbi̱re mwe wuduwe. 
ACT.27.31	Yinu m Bulus a yi wuduwe naba kune Roma n ti ni̱bu ki̱rangmu ko, “Ka ni̱bu bi̱bu a swebu we mure kwa̱mbi̱re mwe, a ne da ta swide we.” 
ACT.27.32	Yo n chi a nwe, ni̱bu ki̱rangmu a mwata ti̱dwatu kwa̱mbi̱re mwetu, a du kwa̱mbi̱re mwe a ya we mwe.
ACT.27.33	Yo ti̱mu a kwiyane, m Bulus a wana chi ko a chau chitu. A yi chi ko, “Wudiye kub chiri yaana, a kana kamaku di̱ne kabu yayuwe a ma bwar, ta chabu ti̱kan chi. 
ACT.27.34	Di̱ne yiko, mi̱n wana chi̱nu ti̱chau chabti̱tu di̱ne li̱mang bwiyangu. Di̱ne n yim wuka chi̱n a ne kwala kasi no ki̱riyang kangi kiin we dur ki̱nu.” 
ACT.27.35	Yo a fwa bi̱be, a da̱u ki̱danne, a twa̱ba̱bunitu a wana Kwama, yinu a wulan a nika chi. 
ACT.27.36	N chi ki̱ni kwang a ya kungku ni̱rangu, n chi a chatti̱ chabti̱tu. 
ACT.27.37	N ni̱n ki̱ni kwang we kwa̱mbi̱re mwe, kuuliti turau ki̱ni wan ti̱dibiin chiri burukuun. 
ACT.27.38	Yo n chi a chau a lwe, n chi a kaar chaammu a fwala mwe. Ti̱tu a yo kwa̱mbi̱re mwe a ma wayang.
ACT.27.39	Yo ti̱mu a kwiyane, ni̱bu ki̱sii kwa̱mbi̱re mwemu a yimbu bwa chi a ngan dure. Aya n chi a swaan wuka fwiti̱ne ki̱swaiye n chi a bunte. Yinu n chi a funti̱bwi a sii kwa̱mbi̱re mwe ko chi yodu a yane ka we fwede. 
ACT.27.40	N chi a mwata dwa̱ti̱tu a ka̱mbi̱r di̱du ki̱ni turenu, yinu a duwe mwe. We ki̱swi wuko n chi a kwi ki̱lwade we chi ki̱ tung kwa̱mbi̱re mwe. Yinu n chi a kuku ka̱mbi̱ru a kakku kwa̱mbi̱re mwenu yinangu ki̱fi̱be ka medu ka tungdi kakangu. N chi a yo dur kwa̱mbi̱re mwenu a bale mwe.
ACT.27.41	Aya yo nang lam fi mwe ki̱ngabande, kwa̱mbi̱re mwe a ku yane, a yo dur kwa̱mbi̱re mwenu a le yane ki̱ri̱ng. We bale kutenge, kwa̱mbi̱re mwe a mwe ki̱ngi̱radu di̱ne di̱bwilan labi mwetu.
ACT.27.42	We fiko ni̱bu ki̱rangmu a kun ki̱baddu ka chi̱be ni̱bu ti̱bi̱nti̱limu, di̱ne ke wuka a wullu a swiduwe. 
ACT.27.43	Aya naba kune wuduwe di̱ne a ke ka yu Buluse, a ko ti̱kuran ti̱tu. Yinu a ni da ko ka nang wuwule niye wu a me mwe, a chir a yu yikiyu a yika ki̱ti̱ku laangu. 
ACT.27.44	Bi̱kamu a fi̱l bwi kwa̱mbi̱re mweyu, bi̱kamu a fi̱l ti̱wulani kwa̱mbi̱re mwetu. Nang tiyangu n chi a chir mi̱n we laa li̱mangu.
ACT.28.1	A kutengu nang swiyangu, be ni̱n swaan ko di̱n bekune mwenu Malta. 
ACT.28.2	Ni̱bu bi̱n di̱ki̱nu a ma ni̱mi̱n ki̱li̱mangu nabwenabwen. N chi a yiu ni̱n ki̱ni fa̱li yurau, a mwa ni̱mi̱n ki̱rang di̱ne ki̱swiye mwe, ti̱mi ki̱ri̱m. 
ACT.28.3	M Bulus a kare tiniyu ki̱ki̱bu ki̱rangu. Wuka soo wu kwane a chire we tiniyu di̱ne ki̱rangi kwise, a dum Bulus a kwasatuwe fa̱la̱ngu. 
ACT.28.4	Yinangu ni̱bu bi̱ni̱mu a ku soo a yabi yangki̱li̱ng we fa̱la̱ng Bulusangu, a fwa we yichiyu ko, “Nii wu ki̱chi̱be dutu, kasi ki̱ku n ki̱n a swi we muli̱n laanangu, a mwintuwe ka bwadu di̱ne ki̱leti ni̱biyu we dur ki̱nu.” 
ACT.28.5	M Bulus a wasu fa̱la̱ng kangu, soo a swituwe ki̱rangu. N ki̱n a nwebu burang. 
ACT.28.6	N Chi ki̱kamadu ko fa̱la̱ngu ka muddu, m Bulus ka yaru we ti̱mu ka bwa ti̱nu. Aya yo n chi a da̱u ki̱twalang a ku chi a fwebe, n chi swanan ko n ki̱n wuka Kwama.
ACT.28.7	We fiko kuu we, n wu tikake bekune mwe wuko, wu di̱n ki̱nu n Fubiliyuse. N ki̱n nang wu a yiu ni̱n, a ni ni̱n fi wu yile wu nang fi̱kan we diti yitta. 
ACT.28.8	N te Fubiliyuse n we fi a dami̱ne di̱ne ki̱kwam ki̱sweti̱ ki̱tuum. M Bulus a le a twa̱ba̱ ki̱mi̱n bunitu, ni wu a be we burangu. 
ACT.28.9	A kuteng ti̱tangu, ni̱bu a bubuwemu we bekune mwe a kiyawe ki̱ti̱bu ki̱be bwa a di̱Buluse ki̱ya beku. 
ACT.28.10	N chi a mi̱la ni̱n nabwen. Yo a lam nang kunu ki̱ni kwa̱mbi̱re mwe, a bau ni̱nmi̱ne chitu ni̱n badditi kwang.
ACT.28.11	A kuteng swarti ti̱tangu, ni̱n kun ki̱ni kwa̱mbi̱re mwe Aleksandiriya wu a ma sa̱na̱ngu we fiko, ti̱nti̱ne ni̱bu a mu ki̱mi̱n dutu ti̱yobi kwamati turau. 
ACT.28.12	Yo nang lam Si̱rakuse, ni̱n ma diti yitta we fiko. 
ACT.28.13	Ni̱n kun we fiko ni̱n yikan ni̱n fwadu a Rikiyum. A kuteng di wiinangu, ki̱fi̱be a chire a kir kulan, aya bafi̱nenangeko ni̱n fwadu a Futiyoli. 
ACT.28.14	We fiko ni̱n teka mi̱n n ti bi̱kam kebu ni̱bu bunti̱ki̱m. A wana ni̱n ko ni̱n ma ditiyi yidibiin n ti chi. Ki̱ni yiko, ni̱n lam Roma. 
ACT.28.15	Yinangu kebu ni̱bu bunti̱ki̱mu a Roma a nwe beki̱ nangu, n chi a chire beki̱yiu ni̱n a kwa̱ma̱r Afiyus n ti fi ni̱bu ki̱yalu ko lo fi̱kare wu a taban chi yitta. Yo m Bulus a ku chiye a wana Kwama, a sub a yati̱ dukanu.
ACT.28.16	Yo nang le Roma, ni̱bu a du Bulus n ki̱kun n ti niwu ki̱to ki̱ne.
ACT.28.17	A kuteng ditiyi yittangu, m Bulus a yal bi̱duumu ni̱bu Yafudamu. Yo a murane a yi chi ko, “Kebu mi̱m, kasi ki̱ku mang mabu ki̱le we ni̱bu chiremangu, ka ki̱le wu a da tukebu chi̱reme, a mwintuwe ni̱bu a tai we Wurchalima, a yi ni̱bu Romamu ko a kwai. 
ACT.28.18	Yo n chi a ya̱nti̱la ya̱m mi̱me, a ke ka mariyu, di̱ne n chi a yaibu ki̱ni wuka ki̱le wu a lwe ni̱bu ka chiye. 
ACT.28.19	Aya kuu ni̱bu Yafudamu a ko, a kammi ki̱ng mang su kakku ki̱ni ya̱mu a di̱ Kaisare kasi ki̱ku n ke ko mi̱n Mai keme ni̱bu chi̱reme.” 
ACT.28.20	Nang chi a yo mang bau mang ku chi̱ne di̱ne ke n twayan n ti chi̱n yo chitu a kau di̱ne n ki̱n wu ni̱bu Yisrelamu ki̱yon ni̱ru we beki̱ kange ni̱bu a kwai ki̱ni maki̱lan.
ACT.28.21	N chi a yi ki̱n ko, “Nang yabu di̱kan lwangi̱n di̱du a chire a yaa Yafudiya ki̱ni di̱n muni̱n, a neti̱ wuka ke chire we wu a be fi ki̱ni ya̱m mume we, ka ki̱ni bi̱kam ya̱m bi̱bu a li̱mbi̱me we dur mune. 
ACT.28.22	Aya ni̱n baddu nang nwe ti̱kuran mwitu a yiimo, di̱ne chi nang yimitu nang wa̱re wufwiye wu n kawure ki̱fwa ya̱mu we dur ki̱ne.”
ACT.28.23	Yo n chi a do di ka tekandu n ti Buluse, n chi a be ngaban a fi n ki̱n a si̱ki̱ mi̱ne, n chi nabwenabwen. Kanga mwe mi̱ni sinangu, di li̱ti̱u n ki̱n ki̱ma chimi̱n di̱mwar yaa Kwamanu. Ki̱funti̱bwi ka wuwe chidu a bwa di̱Yesuwe, we miyaki̱ kangu ki̱bunti̱ yili̱n Musaitu n ti tatti̱ki̱dai fa̱kube. 
ACT.28.24	Bi̱kamu a ke chitu n ki̱n a fwatu aya bi̱kamu a ko a kebu bi̱yili̱mu. 
ACT.28.25	Bi̱ngai a ki̱la le tibe chi. N chi a yara ba̱li̱n ti turau. Yo n chi a tibu yarade, m Bulus a mar chimi̱n di̱kwa̱l yiini diin ko, Fi̱ki̱m Kwamamu a fwa bi̱yili̱m yo a fwa tukebu chi̱remu mi̱n a yii fa̱ku Yichaya ko,
ACT.28.26	“Ya fi a ni̱bu bi̱be
ACT.28.26	n yii mwiko,
ACT.28.26	ta nwe ya̱m mi̱mu,
ACT.28.26	aya a ne ta swaanu ko bayim
ACT.28.26	ta ni̱n dang chitu
ACT.28.26	aya ne ta swiru.”
ACT.28.27	Di̱ne ni̱tu ni̱bu bi̱bitu
ACT.28.27	a ma ki̱ngki̱ng.
ACT.28.27	N chi a tal ki̱teli chiyu,
ACT.28.27	a yi̱nge nuiyi chiyu.
ACT.28.27	Ko ke chi kuduwe chi nwe ti̱nuwe,
ACT.28.27	ka swaangke.
ACT.28.27	Ka lami̱nti̱ yo n chi ka ki̱la fi a di̱mi̱ne
ACT.28.27	mang be chidu.
ACT.28.28	“Di̱ne yiko, a dakan ta swaanu ti n Kwama a tum ya̱m yukumu a lanti̱ yikayu kuuti. N chi ti̱n ka si ki̱tele.” 
ACT.28.29	[Yo n ki̱n a fwa bi̱be, yinu ni̱bu Yafudamu a le ki̱tukadu ki̱ni dukan we tibe chi.]
ACT.28.30	M Bulus a swe we lo fi̱kare wu swa̱ti̱ti turau. Ki̱yiu ni̱bu ki̱be fi a di̱ki̱nemu kasi no m bi̱wure 
ACT.28.31	Yo kwer ni̱bu a dangbu ki̱n di̱mware, n ki̱n a chakakku ki̱ma di̱mwar yaa Kwamanu, ki̱miya ni̱bu mi̱n ya̱m Tewuduwe n Yesu Masiyamu a ne tayi we.
ROM.1.1	Mi̱na Bulus bwe wu kali̱lle Yesu Masiya. Fandu wu suture wu n Kwama a yal ko a ya fwa ya̱m bi̱li̱m, 
ROM.1.2	bi̱bu n Kwama a bwa̱u a yii Fa̱kube feredi we ya̱m bi̱mwali̱li̱m ki̱mi̱me. 
ROM.1.3	Ya̱m bi̱bu a dur Bwe ko n Yeseu Masiya. Wu we da niye, a bi̱u ki̱n a ki̱fi̱ku Mai Daudange. 
ROM.1.4	Kwama a yung n Yesu Masiya Bwe ko we kunku kangu a furangu, di̱kan a Fi̱ki̱m Tewuduwe. 
ROM.1.5	N Kwama a ni mi̱n da wu mang kau fandu Yesu Masiya di̱ne di̱n ki̱ne, ke n yal ni̱bu we kuuti a ma kwa̱mbi̱r ke a ke bi̱yili̱mu a bunti̱ ki̱n, ke a ni ki̱n dwiyen. 
ROM.1.6	N ti̱n wetuwe bi̱bu n Kwama a yal ke a kau bi̱bu m bi̱u Yesu Masiyamu.
ROM.1.7	Mi̱n mwal bi̱bu a Romamu mi̱nu, bi̱bu n Kwama a mi̱lan, a yal chi ke a kau ni̱bu ki̱mi̱mu. Li̱me n ti li̱mang ki̱ka di̱Kwama Te chire n ti Tewuduwe Yesu Masiya a swe n ti chi̱ni.
ROM.1.8	N ke mang mwedu ki̱ni di̱wan a di̱Kwama we di̱n Yesu Masiya di̱ne ti̱n ki̱ni kwang. Di̱ne ti̱ti̱niti kwang ki̱fwa ya̱m keku bi̱yili̱mang changu. 
ROM.1.9	N Kwama wu mi̱n ma ki̱mi̱n nangange ki̱ni ni̱r mi̱ni diin we di̱mwar Ya̱m bi̱li̱m Bwe kone, nang wu ka fwadu kangi kwadu mi̱n kuri ki̱ni chi̱n we twa̱ba̱ku buniyangu. 
ROM.1.10	We twa̱ba̱ku mangu ki̱dati kwang. Ki̱ka̱ngu ka no Kwama ka kemide, a no nii da mang ya chimi̱n di̱siir.
ROM.1.11	Chi a yo mang bau mang ya bwana di̱ chi̱ne, di̱ne ke ti̱ya rikeki̱ku a Fi̱ki̱m Kwamamu, ke a ni chi̱n dukanu. 
ROM.1.12	Chimi̱n fwaditu nang ti̱tu. Ke m mi̱n n ti chi̱n ni rike yichireyu ki̱dangu ki̱ni kiin we keku bi̱yili̱mang chirengu a di̱Yesu. 
ROM.1.13	Mi̱n baddu ta yindu kebu mi̱m, tiko mi̱n kuru kwadu mi mang ya bwa a di̱ chi̱ne ke ni̱bu nabwen a wo ki̱ti̱m we di̱chine yinang kangu a fwe we yikayu kuuti yangu, (aya a maribu ko n ya a lanta ki̱ka̱ng).
ROM.1.14	Mi̱ni ki̱ni ki̱da̱dda̱ku di̱mwar ya̱m bi̱li̱mu we dur mi̱nu di̱ne ni̱bu Yelenamu n ti bi̱bu n ke Yelenamu, bi̱bu a swaani̱mu n ti bi̱bu a swaanbi̱mu. 
ROM.1.15	Nang chi a yo mang bau mang fwa chimi̱n ya̱m bi̱li̱mu ti̱nti̱n, n ti̱n ni̱bu Roma.
ROM.1.16	Mi̱n mang nwebu dibwi we fwaku ya̱m Kwamamu di̱ne ti̱tu dukan Kwaman, ke a yu ka wuwule niye wu ki̱ke bi̱yili̱m a di̱Yesuwe: A mwetuwe ni̱bu Yafudam, ka swan ti̱nu a Yelena.
ROM.1.17	Nangki̱n, ya̱m bi̱li̱mu ki̱yungdu yinangu Kwama a yo niyang kau ni̱bu ki̱tum yilem, yile wu ki̱bunti̱nu a keku bi̱yili̱mang we wu a ti kake ti wu a swane. Yinang ka mwal we Ya̱m Kwamamangu, “Ni̱bu ni̱ri dini̱mu ka swidu ki̱ni keku bi̱yili̱mang.”
ROM.1.18	Ki̱fwini Kwama a kwa̱la̱n we dii, di̱ne ki̱letiyi kwang n ti chi ti̱bwilai ti̱ta ni̱bu bi̱bu ki̱yinge bi̱yili̱mu ki̱ni ni̱tu ti̱kwani̱n chiti̱mu. 
ROM.1.19	N Kwama ki̱wu chimi̱n ki̱tele, di̱ne n chi a yim chi a no dakan ka yinde. N Kwama ki̱fwan a yung chi. 
ROM.1.20	We tile bi̱rke, da Kwama niyang yimbe n ti dukan ki̱nu ki̱diya kwadi̱nu n ti fiswe ko wa Kwama, ni swaan yinang, we chitu n ki̱n a yowetu, a ne ni ka ya filliye we.
ROM.1.21	Aya kasi ki̱ku n chi a yim Kwamangu, a nibu dwiyen kitu a lami̱nti̱bu di̱wan. Ti̱kuran chitu a kau ti̱kusi, ni̱tu chitu a ne swaanku we, a ri ki̱ni ki̱liye. 
ROM.1.22	Kasi ki̱ku n chi ki̱da̱du ko chi kasanangu, n chi kasi di̱bu. 
ROM.1.23	N chi ki̱sute dwiyen Kwama siinitu ki̱ni dwiyen nii wu bware n ti ta ki̱ni̱bitu n ti ta naitu n ti kwali̱chinu ki̱kwa̱dukwa̱kane,
ROM.1.24	Di̱ne yiko, n Kwama a du chi ko a nang burti̱du yinang ka ni̱r chi̱nu ki̱badangu. N chi ki̱bwiti̱du, ki̱kai yichiyu ki̱ni ti̱kulitu. 
ROM.1.25	N chi ki̱sute bi̱yili̱m Kwamamu ki̱ni ti̱kwani, n chi ki̱ sii kwalin chinu n Kwama yonu ki̱du Kwama we, wu ka yiu delaku ki̱diya kwade. Amin.
ROM.1.26	Nang chi a yo, n Kwama a du chi ko a nang bwita yari chitu. Ko no nang nati̱bu chimu, ki̱manadu yinang kwartabu a du ki̱swi n Kwama a yon chiye we ki̱ma dati a dakabiyu. 
ROM.1.27	Nang kangu kwartabu a du da wuyile n ti nati̱be, yinang ka no dakanangu, kwartabu kima chi dibwitu a bwiti chi. Kwartabu ki̱ma da wumu kiyale ti̱wela Kwama wu fi̱rantuwe da chiye.
ROM.1.28	Di̱ne yiko, yo n chi a ko ka yiu Kwama wu yile, n ki̱n a du chi ko a nang temadu we ni̱tu chitu, n chi ki̱ma chi a no dakabu ka made. 
ROM.1.29	N chi a ri ni̱tu chi̱tu ki̱ni bwilai n ti ti̱kwaniti̱ n ti ni̱r di̱kwani̱n n ti muli̱n mi̱kakwiye n ti kubeku. N chi a ri ki̱ni kati̱n ki̱fwini n ti kakku dutang n ti ti̱kulani n ti di̱buti̱r n ti muli̱n. N chi a ma ti̱fwaran n ti 
ROM.1.30	ni̱bu yii rarabi̱m n ti bi̱bu a ko Kwamam n ti ni̱bu mweki̱ni̱m n ti bi̱bu a kubu ki̱siyang niyangi̱m n ti bi̱bu ki̱kukku dutu chitu nabweni̱m. N chi ki̱babba wa̱ri bwilayu we bwa we mi̱ne, a mabu kwa̱mbi̱r we seli̱bu.
ROM.1.31	N chi a ne ti̱kuran we, a ribu bwa̱ki̱ changu, a ne ki̱ke we, a ne chi ki̱bune we. 
ROM.1.32	Kasi ki̱ku n chi a yim we kabaku Kwama ki̱yilangu ko ni̱bu bi̱bu ki̱ma ti̱chitu wumu a lwe bwangu, n chi a dubu ti̱chitu wu, ki̱ru ni̱tu we bi̱bu ki̱madi̱mu ko da chi a le.
ROM.2.1	Di̱ne yiko, ti̱n fal ti̱ne ya̱m we, n ti̱n bi̱bu ti̱ku ki̱leti bi̱kami̱mu. Kangu ti̱ku ki̱le bi̱kamangu, we di̱chi̱ne yare ki̱bedu. Di̱ne n ti̱n bi̱bu ti̱mwata ya̱m a ni̱bumu ti̱ma ti̱n chitu wu n chi ki̱made. 
ROM.2.2	Ki̱ka̱ngu, ni yim mwataku Kwamangu a bi̱yili̱m, we bi̱bu ki̱ma ki̱letimu. 
ROM.2.3	Aya m mun! Wu mun fwa ya̱m we ki̱chitu wu mun mati̱ne, mun kamadu mwang swidu we mwataku Kwama Tenga? 
ROM.2.4	Ka mun swa̱ba nabwe li̱me Kwama n ti muku ni̱ran kangu n ti bwanu konga? Mwang yimbu mwi li̱me Kwama di̱ne ke n wo ki̱ti̱ma?
ROM.2.5	Aya di̱ne ni̱r muni ki̱ngki̱ng mwang nwebu diye, mun yal dur munu mi̱ne ki̱fwini Kwama wuduwe we di wu n Kwama ka tidi tas di̱ne kabake. 
ROM.2.6	N Kwama ka ni kawure wuko ki̱ti̱me, ka wu yile, ka wu bwila. 
ROM.2.7	We ni̱bu bi̱bu a yoti̱ ni̱ru we kwing ki̱ma chi a le, ka ni chi ti̱kuri ki̱diya kwadi. 
ROM.2.8	Aya bi̱bu ki̱bau dutu chiitu mi̱n dwiyeni̱nu, bi̱ba ko bi̱yili̱mu ki̱bunti̱ bwilamu, n Kwama ka ma ki̱fwini ki̱ni chi nabwen.
ROM.2.9	Kanang wuwule niye wu ki̱ tum bwila, ka wuranbwi ki̱ni riye n ti di̱kumen: A mwetuwe ni̱bu Yafudam, ka swan ti̱nu a Yelena. 
ROM.2.10	Aya dukan n ti dwiyentu n ti li̱me, n wu ka nang wuwule niye wu ki̱ma chi a le. A mwetuwe ni̱bu Yafudamu ka swanti̱na Yelena. 
ROM.2.11	Nangki̱n, n Kwama a swabuswabe.
ROM.2.12	Kanang wuwule niye wu a yar yo a yimbu yili̱n Kwamate, ka ya ti̱welan we ki̱taku chiyangu. Aya wa yar we yo a yaki̱bunti̱ yili̱ne, ka ya kabaku ki̱ku a yili̱nange. 
ROM.2.13	Aya bi̱bu a nwe yilamu a kau chi mi̱nbu wa̱re swike we kakku Kwamamu aya bi̱bu ki̱bunti̱ yili̱n Kwamati̱mu nang bi̱bu ka ya delaku Kwamamu. 
ROM.2.14	We Kuutiyu a newe ki̱ni yili̱n Kwamati̱mu, ka bunti̱ yili̱ntu we ni̱tu chitu, a kau chi mi̱n yili̱n Kwamatu, kasi ki̱ku n chi a newe ki̱ni a yili̱ni̱mu. 
ROM.2.15	Yo kwer n chi a nwe we ni̱tu chiitu, yilangu ki̱ma nangange, bwi chiiyu a kau di̱mwar, ki̱yaka chidu we ni̱tu chitu ki̱toti̱ chidu. 
ROM.2.16	Di ka bedu wu n Kwama ka kaba ni̱bu mi̱n ki̱letiye, ki̱dangu ka kaba ni̱bu mi̱n ti̱lairi ti̱tu a di̱Masiya te, yinang ka ya̱m bi̱li̱m mi̱ma fwangu.
ROM.2.17	M Mun wu mun ngau kwiye mwi m mun naba Yafuda, mwi mun bunti̱ yili̱n Kwamaye, mun kuku ti̱ni dur mwi m mun n yim Kwama, 
ROM.2.18	mwiko n yim chi Kwama ki̱baddite, di̱ne mwang swaan we yili̱ntu chi a da makite, 
ROM.2.19	Yinu n yo we ni̱r munu mwi n lwe mwang twa̱ku wu a kubu diye, mwang kau yiiku we ni̱bu a swaanbu chi me. 
ROM.2.20	N ke mwang miya bi̱bu n ke ni̱bu Yafudam mi̱nu, bi̱bu mwang da̱u mwi di̱bu di̱ne a swaanbu ya̱m Kwamame, di̱ne muni ki̱ni yili̱n Kwamatu mwang medu mwang miyaditu.
ROM.2.21	M mun wu mun miya bi̱kamu mi̱nde, mwang miyabu dur munu mi̱nba? M mun wu mwang kebu ni̱bu ka ma kuti̱te, mwang maba? 
ROM.2.22	M mun wu mwang yi mwi ni̱bu a madu ti̱kulitu we, mwang maba? M mun wu mwang babu mwang nwe ya̱m di̱yori̱me, mwang mabu kuti̱tu we senga? 
ROM.2.23	N ti̱n bi̱bu ti̱kuku duru ti ti̱bunti̱ yili̱ni̱mu, ta kaibu Kwama mi̱nbu ni̱ru we yo ta bunti̱bu yilanga? 
ROM.2.24	Yinangu a mwalangu, “Kuuti ki̱ swa̱ba di̱n Kwama nu di̱ne chi̱n!”
ROM.2.25	Biku laabiyang ni̱bu Yafudamu ki̱ni ki̱kwi ka ti̱yadu we yilange, aya ka ti̱ki yilange, ti̱ki̱la ti̱kau yinang bi̱bu a no yimbu Kwamam. 
ROM.2.26	Ka bi̱bu ke ni̱bu Yafudam a bibu laari̱mu a bunti̱ chi yilangu ki̱fwade, n Kwama a ne mar chidu ka kadu yinang bi̱bu a bi laari̱ma? 
ROM.2.27	Bi̱bu a bibu di̱ten laari̱mu, yinu ki̱bunti̱ yili̱nti̱mu, ka mar chi̱nu a bwa di̱ne kasi ki̱ku ta yim yili̱n ti̱tu ta biti̱ labitangu, ta bunti̱bu yili̱ntu.
ROM.2.28	Naba Yafuda siine niyang da̱ngbu a biku laarangi siine n ke di̱ten bwine. 
ROM.2.29	Naba ni̱bu Yafudam siine ni kudu a ni̱r ki̱n, biku laarang kangu ki̱ku a Fi̱ki̱m a ni̱rang, n ke yili̱n ti̱mwali̱ri. Ki̱duum ni̱bu bi̱bumu, n Kwama nang wu ki̱wer chide, n ke ni.
ROM.3.1	Yoye nii wu n ki̱n ni̱bu Yafuda a la bi̱kami wureni? Ta̱ma̱ng kangu wureni we biku laari̱ngu? 
ROM.3.2	Ki̱la we wa̱riyu nabwen! Ni̱bu Yafudam nam bi̱bu n Kwama a wudu chimi̱m ya̱m ki̱mi̱mu.
ROM.3.3	Aya wureni, ka bi̱kamu a kebu bi̱yili̱me ya̱m Kwamamu, ti̱kan chiya? Ke kwalan keku bi̱yili̱mang chiyange a kwel ni̱r di̱yili̱n Kwamana? 
ROM.3.4	Ya̱m Kwamamu ki̱ni bi̱yili̱mu, ka n wure naba ti̱kwaniye ya̱m Kwamam a yi ko,
ROM.3.4	“Ke ya̱m mumu a yung yilemo;
ROM.3.4	Ke n chau ki̱la yo ni̱bu ki̱ kaba mi̱n ya̱me.”
ROM.3.5	Ka kwalan yile chire ki̱yilawe yile Kwama a diye, ni fwadu ko wule? Yoye n Kwama a lele we ti̱welan kitu ki̱wiyadu a dur chi̱renita? Mi̱n fwadu yinang ka ni̱bu ki̱fwadang. 
ROM.3.6	Ki̱kumang a newe yiko. Ka no yiko, n Kwama ka kaba ti̱ti̱nitu mi̱ndi yire? 
ROM.3.7	Wuka nii a ne kedu, ka di̱ne ki̱leti miyu bi̱yili̱m Kwamamu a chire fi̱lang a dwiyeke, wureni a yo Kwama ki̱duiyu chiku ko mi̱n naba ki̱letiye? 
ROM.3.8	Ka yiko, a ne ni chakakku ki̱ni maku chi ti̱bwilaitu ke a kau nangang ki̱yileng chirenga? Yinangu bi̱kamu ki̱ swa̱ba nidu we ti̱ti̱ki̱ritu ko, “Ni ma ti̱bwilatu ke yile a fwe.” Kaiku chiyangu a da.
ROM.3.9	Ni swan ya̱mu ko wule? N chi̱ni ni̱bu Yafudam ni la wure? Ko wiin! A ma tu mang fwa ya̱mu mi ni̱bu Yafudam n ti Yelena a fi wiine we lwadi̱me wa ki̱letiye. 
ROM.3.10	Yinang ka a mwal we ya̱m Kwamam a yi ko.
ROM.3.10	“A ne nii ki̱tum yile we, a ne ni we ko wiin.
ROM.3.11	A ne nii we ko wiin, wu ki̱ni swangku bi̱yili̱mange,
ROM.3.11	A ne wu ki̱bau Kwama we.
ROM.3.12	Ni̱bi kwang a ni Kwama kuteng,
ROM.3.12	N chi a fi wiine a kau bi̱kusi̱m,
ROM.3.12	A ne ni we ko wiin wu ki̱tum bi̱yili̱me,
ROM.3.12	A newe ko wiin.” 
ROM.3.13	“Ya̱mi chiyu a ri ki̱ni bi̱bu a ki̱chibem;
ROM.3.13	ben chi̱nu a ri ki̱ni ti̱kwani.”
ROM.3.13	“Chi ki̱chiredu a yiniye, ki̱ni ni̱bu riye yinang bun son.”
ROM.3.14	“Yini chiyu a ri ki̱ni fufuke.”
ROM.3.15	“N chi a li̱m bwiyu we kaiku niyangu n ti chiku kangu;
ROM.3.16	Kasi no finu n chi ki̱fan nange bob ki̱ni furi ki̱lin.
ROM.3.17	N chi a yimbu wa̱re li̱me.”
ROM.3.18	“A ne tayi Kwama we a ni̱tu chitu.”
ROM.3.19	Ki̱ka̱ngu kasi no yilangu a fwa ko wule, a fwa a bi̱bu ki̱yadu we yili̱ni̱mu, ke ni a fwadu ti̱kan chi we aya ti̱ti̱nitu ka yindu ko mwataku Kwamangu ki̱yam ki̱nu. 
ROM.3.20	Di̱ne yiko, a ne nii wu ka swida kakku Kwamange we ka di̱ne ki̱tum yile; di̱ne yilangu ki̱yodu mun ku ki̱lemo.
ROM.3.21	Ki̱ka̱ngu wu yile a di̱Kwama, a bwin yilangu, a be wuse ni mi̱ne wa̱re yile, wu tatti̱ki̱dai yi ka̱riyu n ti fa̱kubu a fwa. 
ROM.3.22	Wauwade n wu Kwama wu, ki̱yadu we ka nang wuwule niye wu a ke bi̱yili̱mu we di̱Yesu Masiya a ne lakaku we. 
ROM.3.23	Di̱ne ni̱bi kwang a ma ki̱leti, a ki̱tan we dwiyen Kwamatu. 
ROM.3.24	A mwintuwe ki̱ka̱ngu we nabwe li̱me ko a yo n chi̱ni n ke ni̱bu ki̱leti̱m, a ma ti̱tu a di̱Yesuwe, n ki̱n wu a chaku ni we ki̱letiyu n ki̱n a da̱biyu. 
ROM.3.25	N Kwama a ke bwako a kau wa tuke, a keku bi̱yili̱mang we ki̱tum ki̱mu. N Kwama a ma ying ko ke ki̱yung yile ko. 
ROM.3.26	A yungi ying we ki̱ku ki̱dang ko n ki̱n n ki̱fwan naba yile. Ti̱nti̱ne, ki̱yo wa ke bi̱yili̱m a di̱Yesuwe ki̱ya yile we kakku Kwamangu.
ROM.3.27	Yinu ngauku kwiyengu a bwa̱le? A newe. A wuwule da? A di̱ne ni bunti̱ yili̱na? A newe yiko. Aya a keku bi̱yili̱mang. 
ROM.3.28	Nangki̱n ni ku fal we keku bi̱yili̱mangu yile ki̱yadu we kakku Kwamangu. N ke ko ni ka buntu yili̱n. 
