MAT.1.1	Iyan haini mga gin-apuan hi Cristo Jesus. Si Jesus kaliwat hi David sa kaliwat daan hi Abraham.
ACT.3.16	Pinaagi hu ngaran hi Jesus daw hu pagsalig kandin iyan impakahipanaw taini ha etaw ha nakilala nuy en daw naahà nuy iman.
ACT.3.17	“Iman mga suled, natun-an ku ha saena binuhat nuy duma hu mga agalen ta hurà nuy kakilala ku sin-u si Jesus. 
ACT.3.18	Ba pinaagi taena tinuman hu Dios sa inikagi hu mga prupita din ha su Misiyas ha sinugù din kinahanglan gayed ha mag-antus. 
ACT.3.19	Aman maghinulsul kaw gayed daw likù kaw duun hu Dios ta daw mapasaylu sa mga salà nuy daw sa kalinaw ha napuun duun hu Dios makadiyan ta inyu. 
ACT.3.20	Amin asem panahun ha ipalikù din si Jesus ha iyan su Misiyas sa pinilì din ha magharì kanuy. 
ACT.3.21	Ba saena diyà pa iman ta langit taman ha bag-uwen hu Dios sa alan sumalà hu inikagi hu mga prupita. 
ACT.3.22	Ta inikagi hi Moises, ‘Sa Dios ha Magbabayà hu alan magsugù diyan ta inyu hu prupita ha duma nuy dà daan ha Judio iling hu pagsugua din kanak diyan ta inyu. Kinahanglan ha magpaliliman kaw gayed hu alan ha ag-ikagiyen din inyu. 
ACT.3.23	Sa harì magpaliliman kandin hurà makalagkes duun hu mga etaw hu Dios.’
ACT.3.24	“Sa alan ha mga prupita sugud dà ki Samuel migtagnà daan hu naul-ulahan en iman. 
ACT.3.25	Iyan kuy sa nakaangken hu insaad hu mga prupita daw hu kasabutan hu Dios daw hu mga gin-apuan taw ta inikagi din diyà ki Abraham ha tagyanaen, ‘Pinaagi hu mga kaliwatan nuy mapanalanginan sa alan ha kaet-etawan dini ta kalibutan.’ 
ACT.3.26	Aman iyan kuy nauna ha pinaelegan hu Dios ki Jesus ta daw mapanalanginan kuy pinaagi hu pag-endà taw hu madaet ha mga buhat.”
ACT.4.1	Su kamulu pa si Pedro daw si Juan tag-ikagi duun hu mga etaw nakauma diyà ta kandan sa mga sinaligan hu paghalad, sa kapitan hu mga bantay taena ha Timplu daw sa mga Saduceo. 
ACT.4.2	Nangapauk sidan tumenged hu pagtudlù taena ha mga apustulis duun hu kaet-etawan ha sa namamatay ha etaw mabanhaw dà ta nabanhaw daan si Jesus. 
ACT.4.3	Aman dinakep dan si Pedro daw si Juan daw prisuwa hu nangkadaleman ta agkahapun en haena. 
ACT.4.4	Ba sa madakel ha nakapaliman tuminuu, lalima ha libu sa kadakelen hu mga maama.
ACT.4.5	Su maselem en mig-amul-amul diyà ta Jerusalem sa mga agalen, sa mga magulang daw sa mga manunudlù hu Kasuguan. 
ACT.4.6	Duun en daan si Anas sa tungkay labaw ha sinaligan hu paghalad, si Caifas daw si Juan, si Alejandro daw sa duma ha mga kadumahan hi Anas. 
ACT.4.7	Impaatubang dan si Pedro daw si Juan daw insai ku sin-u sa mig-ila kandan hu gahem hu pagbulung taena ha pigket.
ACT.4.8	Dayun si Pedro sa inulinan hu Balaan ha Ispiritu uminikagi diyà ta kandan, “Sinyu sa mga agalen daw mga magulang, 
ACT.4.9	ku insaan kay iman inyu hu maayad ha binuhat day duun taini ha pigket daw ku inu ha gahem sa ingkaulii din, 
ACT.4.10	kinahanglan ha matun-an nuy daw hu alan ha kaliwat hi Israel ha pinaagi hu ngaran hi Cristo Jesus ha taga-Nazareth sa impalansang nuy duun hu krus ba pigbanhaw dà hu Dios iyan ingkaulii taini ha tag-ahaen nuy iman. 
ACT.4.11	Si Jesus iyan su batu ha bà dà inlambeg ta abi hu mga tagbalay ha hurà din pulus ba iyan man diay pakapalig-en hu balay. 
ACT.4.12	Iyan dà si Jesus makaluwas hu kaet-etawan ta hurà en gayed lain ha Manluluwas ha sinugù hu Dios dini ta kalibutan.”
ACT.4.13	Su maahà hu mga agalen ha si Pedro daw si Juan harì gayed agkahaldek hu pag-ikagi nangabeleng sidan ta natun-an dan ha hurà haena makatunghà. Ba nahenhenaan dan ha nakagduma-duma haena ki Jesus. 
ACT.4.14	Tumenged ta naahà dan en su naulian ha taghitindeg daan duma ki Pedro daw ki Juan hurà dan en gayed agkaikagi. 
ACT.4.15	Aman impaguwà sidan, dayun su mga labaw ha agalen hu mga Judio miglalang-lalang. 
ACT.4.16	Kagi dan, “In-inuwen taw man iman haini ha mga etaw? Natun-an en hu alan ha tagtimà dini ta Jerusalem sa binuhat dan ha belenganen aman harì taw en haini makalimud. 
ACT.4.17	Ba sa buhaten taw iman balaudan taw sidan ha harì dan en itudlù sa mahitenged ki Jesus ta daw harì en makalekep duun hu kaet-etawan.”
ACT.4.18	Aman impaumaw dan dà si Pedro daw si Juan daw balaudi ha harì en sidan magsangyaw daw magtudlù mahitenged ki Jesus. 
ACT.4.19	Ba si Pedro daw si Juan tuminubag, “Henhenaa nuy ku hindu sa maayad. Iyan day ba tumanen sa inyu ha sugù daw ku iyan day ba sa sugù hu Dios? 
ACT.4.20	Harì gayed mabaluy ha umendà kay hu pagpanunultul mahitenged hu naahà day daw hu napaliman day.”
ACT.4.21	Pighulgà pa gayed si Pedro daw si Juan daw human ipaguwà. Hurà sidan kasiluti ku mga agalen ta sa mga etaw tagdayè hu Dios tumenged hu nahitabù. 
ACT.4.22	Ta su etaw ha naulian subra en ha kap-atan sa edad din.
ACT.4.23	Su ipaguwà en si Pedro daw si Juan duminuun sidan hu duma dan ha mga tumutuu daw intultul dan sa imbalaud kandan ku mga labaw ha sinaligan hu paghalad daw hu mga magulang. 
ACT.4.24	Su mapaliman hu mga tumutuu sa intultul dan alan sidan mig-ampù ha tagyanaen, “Dios ha Magbabayà hu alan, iyan ka migtanghagà ta langit daw ta kalibutan, ta dagat daw sa alan ha duun taena. 
ACT.4.25	Pinaagi hu Balaan ha Ispiritu impaikagi nu sa gin-apuan day ha si David sa suluguen nu ha tagyanaen,
ACT.4.25	‘Imbà agkangapauk sa kenà mga Judio daw imbà taghenhenaaya hu kaet-etawan sa hurà din pulus? 
ACT.4.26	Sa mga harì duun taini ha kalibutan tagpangandam en hu sabà daw sa mga agalen mig-amul-amul daan hu pagpakigsabà hu Dios daw taena ha pinilì din hu pagharì.’
ACT.4.27	Saini natuman gayed ta dini ta Jerusalem si Herodes daw si Poncio Pilato daw sa duma ha mga Judio daw sa kenà mga Judio mig-uyun sidan hu paghimatay ki Jesus sa sinugù nu daw pinilì nu ha magharì. 
ACT.4.28	Binuhat dan sa daan nud en nahenà-henà ha mahitabù. 
ACT.4.29	Iman Dios ha Magbabayà hu alan, napaliman nu sa mga hulgà dan kanay ba himuwa kay ha makapanunultul gayed hu lalang nu ha hurà day kahaldek. 
ACT.4.30	Ipaahà sa gahem nu ta daw mangaulian sa agkangadaluwan daw pinaagi hu ngaran hi Jesus sa sinugù nu makapaahà kay daan hu mga timaan daw belenganen.”
ACT.4.31	Su makapenga sidan mag-ampù nahuyung su balay ha pig-amul-amulan dan. Dayun inulinan sidan hu Balaan ha Ispiritu aman hurà dan en gayed kahaldek hu pagpanunultul hu lalang hu Dios.
ACT.4.32	Duun taena ha panahun sa alan ha mga tumutuu migsabuwa gayed. Hurà kandan mighenà-henà ha kandin dà sa mga butang din ta pigsabuwahan dan gayed sa alan ha mga katigayunan dan. 
ACT.4.33	Amin gayed gahem duun hu pagpanunultul hu mga apustulis mahitenged hu pagkabanhaw hi Jesus ha Ginuu aman adagi sa panalangin kandan. 
ACT.4.34	Hurà kandan miglised ta sa alan ha amin din bugtà daw mga balay imbaligyà dan sa duma taena daw sa halin din 
ACT.4.35	inamul dan duun hu mga apustulis. Dayun binahin-bahin sumalà hu kinahanglanen hu kada sabuwa kandan.
ACT.4.36	Sa sabuwa kandan iyan sa kaliwat hi Levi ha taga-Cipro ha tagngaranan ki Jose ba pigdagnayan hu mga apustulis ki Bernabe ta sa kahulugan taena Tigdasig. 
ACT.4.37	Migbaligyà haena hu sabuwa ha bugtà din dayun inuwit din sa halin duun hu mga apustulis.
ACT.5.1	Amin daan etaw ha tagngaranan ki Ananias daw sa igbahi din iyan si Safira ha migbaligyà hu bugtà dan. 
ACT.5.2	Sa halin taena inalatan hi Ananias daw mig-uyun daan sa igbahi din dayun sa samà inuwit din duun hu mga apustulis.
ACT.5.3	Ba minikagi si Pedro, “Ananias, tinaguan kad gayed hi Satanas aman pigbiduan nu sa Balaan ha Ispiritu. Imbà nu man alati su salapì ha halin hu bugtà? 
ACT.5.4	Saena ha bugtà ikaw gayed su hurà nu pa ibaligyà daw bisan su ibaligyà nud en iyan ka gihapun tagbayà ku inu sa buhaten nu hu halin din. Imbà nu man kahenhenai sa pagbuhat hu madaet? Ta sa pigbiduan nu kenà etaw ba iyan sa Dios.”
ACT.5.5	Su mapaliman haena hi Ananias sagunà nabantang dayun minatay. Sa alan ha nakapaliman taena ha naul-ulahan nahaldek gayed. 
ACT.5.6	Dayun su minatay inelegan hu mga batan-en ha mga maama daw bungkusi hu manggad daw ilebeng.
ACT.5.7	Su mga tatulu en ha uras sumineled daan si igbahi din ba hurà din katun-i sa nahitabù. 
ACT.5.8	Aman ininsaan hi Pedro, “Iyan dà ba haini halin ku bugtà ha imbaligyà nuy?”
ACT.5.8	Tuminubag haena, “Iyan dà hayana.”
ACT.5.9	Inikagiyan haena hi Pedro, “Imbà kaw man mag-uyun ha sulayen nuy sa Balaan ha Ispiritu ha sinugù hu Dios? Ahaa nu, ta taglikù en sa miglebeng ku igmaama nu na iyan kad en paman kandan iman iglebeng.”
ACT.5.10	Sagunà daan nabantang si Safira duun hu atubangan din dayun minatay. Su pagseled ku mga batan-en ha mga maama naahà dan haena ha minatay en daan aman inlebeng dan abay ku igmaama din. 
ACT.5.11	Tumenged taena sa alan ha mga tumutuu daw sa nakapaliman hu naul-ulahan nangahaldek gayed.
ACT.5.12	Madakel gayed ha mga belenganen daw mga timaan sa impaahà hu mga apustulis duun hu atubangan hu mga etaw. Sa mga tumutuu sigi tag-amul-amul duun taena ha Sihungà hi Solomon diyà ta Timplu. 
ACT.5.13	Ba bisan ku tinahud sidan hu mga etaw hurà bisan sabuwa ha uminamul kandan ta agkangahaldek sidan. 
ACT.5.14	Duun taena madakel gayed ha mga maama daw mga bahi sa nakaisab kandan ha tuminuu hu Ginuu. 
ACT.5.15	Tumenged hu binuhat ku mga apustulis pinan-uwit duun hu mga dalan sa mga agkangadaluwan ha impamahidegà duun hu duyanan daw mga banig, ta sa henà-henà dan ha ku makaagi si Pedro diyà ta kandan bisan ku alung din dà sa makalambung kandan maulian en sidan. 
ACT.5.16	Pinan-uwit daan hu mga etaw ha tagtimà duun hu mga banuwa ha ubayà ta Jerusalem sa mga agkangadaluwan daw sa pigpasipalahan hu mga busaw, saena alan nangaulian.
ACT.5.17	Duun taena ha panahun sa tungkay labaw ha sinaligan hu paghalad daw sa sakup hu mga Saduceo ha mga duma din agkangasina gayed 
ACT.5.18	aman dinakep dan sa mga apustulis daw prisuwa. 
ACT.5.19	Ba su daleman nakauma duun ku mga apustulis sa balinsuguen hu Dios. Dayun pinuwaan din sa prisuwan daw ipaguwà sidan ha migyanaen, 
ACT.5.20	“Diyà kaw ta Timplu daw tudlui sa mga etaw mahitenged hu bag-u ha kinabuhì.” 
ACT.5.21	Su maselem en duminiyà sidan ta Timplu daw panudlù.
ACT.5.21	Duun daan taena ha aldawa inamul ku tungkay labaw ha sinaligan hu paghalad daw ku mga duma din sa alan ha mga labaw ha agalen hu mga Judio. Dayun impatimù dan hu mga bantay su mga apustulis diyà ta prisuwan. 
ACT.5.22	Ba su makauma sidan diyà hurà dan en kaahà su mga apustulis. Aman luminikù sidan daw panunultul, 
ACT.5.23	“Su makauma kay diyà ta prisuwan sinirahan haena daw sa mga bantay na diyà ta pultahan. Ba su puwaan day hurà en etaw diyà ta seled.” 
ACT.5.24	Su mapaliman haena hu kapitan hu mga bantay taena ha Timplu daw hu mga labaw ha sinaligan hu paghalad nabeleng sidan ku hindu en duun sa mga apustulis.
ACT.5.25	Ba amin nakauma ha nanunultul diyà ta kandan. Kagi din, “Saena ha mga etaw ha pinirisu nuy diyà en ta Timplu ha tagpanudlù hu kaet-etawan.” 
ACT.5.26	Aman su kapitan hu mga bantay daw sa mga sakup din inelegan dan su mga apustulis daw uwita duun hu mga agalen. Ba hurà dan pegesa ta agkahaldek sidan ku batuwen sidan hu mga etaw.
ACT.5.27	Impaatubang su mga apustulis duun ku mga labaw ha agalen. Dayun ininsaan sidan ku tungkay labaw ha sinaligan hu paghalad. Kagi din, 
ACT.5.28	“Hurà day ba inyu balaudi ha harì nuy en itudlù sa pagtuu nuy taena ha etaw? Ba iman inlekep nuy en dini ta Jerusalem daw igbasul nuy kanay sa pagpatay taena.”
ACT.5.29	Ba si Pedro daw sa duma din ha mga apustulis tuminubag, “Kinahanglan ha iyan day gayed tumanen sa sugù hu Dios dì hu etaw. 
ACT.5.30	Sa Dios ha tagsimbahen hu mga gin-apuan taw iyan migbanhaw ki Jesus sa hinimatayan nuy pinaagi hu kalansanga kandin duun hu krus. 
ACT.5.31	Iman impatangkaw haena hu Dios daw duun impapinuu hu kawanan din isip ha Harì daw Manluluwas taw ta daw ku maghinulsul kuy sikuy sa mga kaliwat hi Israel pasayluwen kuy kandin. 
ACT.5.32	Makapanistigus kay gayed mahitenged hu pagkabanhaw hi Jesus ta naahà day haini, daw sa Balaan ha Ispiritu ha impaulin hu Dios duun hu mga matinumanen kandin makapanistigus gayed daan.”
ACT.5.33	Su mapaliman haena ku mga labaw ha agalen nangapauk gayed sidan, aman agkabayaan dan en aghimatayi su mga apustulis. 
ACT.5.34	Ba amin dan duma ha Parisiyu ha tagngaranan ki Gamaliel ha manunudlù daan hu Kasuguan daw tinahud hu mga etaw. Saena huminitindeg daw ikagi ha ipaguwà enà su mga apustulis hu nangkaatiyù. 
ACT.5.35	Dayun inikagiyan din su mga duma din, “Sinyu sa mga duma ku ha kaliwat hi Israel, hinay-hinayen nuy sa agkabayaan nuy agbuhata duun taini ha mga etaw. 
ACT.5.36	Su anay amin etaw ha tagngaranan ki Teudas ha nakadini sa migpaad-adagi aman migpasakup kandin sa haepat ha gatus ha mga etaw. Ba hinimatayan haena daw sa mga sakup din nakagsusuwayà aman nangahanaw sa buluhaten dan. 
ACT.5.37	Daw amin pa daan taga-Galilea ha iyan si Judas ha nakadini su panahun hu pag-iyap hu mga etaw na amin daan migpasakup kandin. Ba saena hinimatayan daan daw nakagsusuwayà sa mga sakup din. 
ACT.5.38	Aman ikagiyen ku inyu ha harì taw pasipalahan haini sa mga etaw ba ipatayà taw en. Ta ku sa tagbuhaten dan kandin dà hu etaw mahanaw dà daan haini, 
ACT.5.39	ba ku kandin hu Dios harì taw gayed haini mabaldeng ta kan ku bà taw dà paman kasabà sa Dios.”
ACT.5.40	Aman tuminuu sidan ki Gamaliel. Su ipaisab dan ipaatubang diyà ta kandan su mga apustulis daw palagkuti binalaudan dan ha harì en sidan manunultul mahitenged ki Jesus dayun impaguwà sidan.
ACT.5.41	Inawaan su mga labaw ha agalen ku mga apustulis ha malipayen ta naisip sidan ha angayan ha pagagayhaan tumenged ki Jesus. 
ACT.5.42	Aldaw-aldaw diyà ta Timplu daw duun hu mga balay migpadayun sidan hu pagsangyaw daw hu pagpanudlù ha si Jesus iyan su Misiyas.
ACT.6.1	Su panahun ha migdakel en sa mga tumutuu sa mga Judio ha Griego sa kandan ha inikagiyan migtamudmud taena ha mga Judio ha Hebreo sa kandan ha inikagiyan tumenged ta sa sakup dan ha bahi ha balu harì agkailahan hu pagpan-ila kada aldaw. 
ACT.6.2	Aman inamul ku sampulù daw daruwa ha apustulis sa alan ha mga tumutuu daw ikagiyi, “Harì mabaluy ha endaan day sa pagtudlù hu lalang hu Dios daw iyan day buhaten sa pagpan-ila iman hu mga kinahanglanen nuy. 
ACT.6.3	Aman mga suled, magpilì kaw hu pitu ha etaw diyan ta inyu ha nakilala ha maalam daw inulinan gayed hu Balaan ha Ispiritu. Iyan taw sidan agsaligan taini ha pagpan-ila 
ACT.6.4	ta daw sikay sa mga apustulis iyan dà mapaniguruwan day pagbuhat sa pag-ampù daw sa pagtudlù hu lalang hu Dios.”
ACT.6.5	Su mapaliman haena hu mga tumutuu tungkay gayed sidan nangabayà-bayà. Aman pinilì dan si Esteban sa mabis-ay gayed sa pagtuu din daw inulinan daan hu Balaan ha Ispiritu, daw pinilì dan daan si Felipe daw si Procoro, si Nicanor daw si Timon, si Parmenas daw si Nicolas sa taga-Antiokia ha nakabig duun hu tinuuwan hu mga Judio. 
ACT.6.6	Impaatubang su nangapilì duun hu mga apustulis daw pinagaheman sidan pinaagi hu pagdampà hu ulu dan taena ha mga apustulis dayun inampuan dan sidan.
ACT.6.7	Aman nakalekep sa lalang hu Dios daw migdakel gayed sa mga tumutuu diyà ta Jerusalem daw madakel daan sa mga sinaligan hu paghalad ha tuminuu ki Jesus.
ACT.6.8	Si Esteban pigpanalanginan hu Dios daw ginaheman gayed hu Balaan ha Ispiritu aman madakel ha mga belenganen daw timaan sa impaahà din duun hu kaet-etawan. 
ACT.6.9	Ba amin daan nakigsawalà ki Esteban ha mga sakup taena ha simbahan hu mga Judio ha pigngaranan hu Simbahan hu Nalibri ha Ulipen. Saini sidan diyà nangapuun ta Cirene daw ta Alejandria daw sa duma daan duun hu mga prubinsya ta Cilicia daw ta Asia. 
ACT.6.10	Ba hurà dan kadaeg si Esteban ta sa Balaan ha Ispiritu iyan migtudlù kandin hu ag-ikagiyen din.
ACT.6.11	Aman hinulhugan dan sa duma ha mga etaw. Kagi dan, “Napaliman day hayana ha pigpasipalahan din si Moises daw sa Dios.”
ACT.6.12	Tumenged taini nagubut sa kaet-etawan daw sa mga magulang daw sa mga manunudlù hu Kasuguan aman dinakep si Esteban daw ipaatubang duun hu alan ha mga labaw ha agalen hu mga Judio. 
ACT.6.13	Impaatubang dan daan haena sa mga biduen ha tistigus ha tagyanaen, “Saini ha etaw sigi dà gayed tagpasipala taini ha Timplu daw hu Kasuguan 
ACT.6.14	ta napaliman day haini ha migyanaen ha agkagasen kun hi Jesus ha taga-Nazareth haini sa Timplu daw agbalhinen din sa mga tulumanen ha imbilin kanuy hi Moises.”
ACT.6.15	Sa alan ha mga labaw ha agalen ha naamul-amul diyà migtengteng ki Esteban na naahà dan sa weleng din ha agkailing hu balinsuguen hu Dios.
ACT.7.1	Sa tungkay labaw ha sinaligan hu paghalad nanginginsà ki Esteban, “Laus ba haini sa mga sumbung dan ikaw?”
ACT.7.2	Tuminubag haena, “Mga suled ku daw sinyu sa mga magulang, palilimani a inyu. Su anay sa gamhanan ha Dios migpaahà ki Abraham sa gin-apuan taw su diyà pa haena ta Mesopotamia ha hurà pa magtimà diyà ta Haran 
ACT.7.3	daw inikagiyan haena, ‘Awai nu haini sa nasud nu daw sa alan ha mga kadumahan nu daw dumuun ka hu bugtà ha igpaahà ku ikaw.’
ACT.7.4	“Aman inawaan din sa Caldea daw diyà en migtimà ta Haran. Ba su matay en sa amay din impahalin dà hu Dios si Abraham duun taini ha bugtà ha iyan en iman sa tagtimaan taw. 
ACT.7.5	Duun taena ha panahun hurà pa kailahi si Abraham hu bisan atiyuay dà ha bugtà ba saena insaad hu Dios ha ig-ila kandin ta daw mabuhat din ha kabilin duun hu mga kaliwatan din bisan ku hurà din pa batà. 
ACT.7.6	Iyan haini inikagi kandin hu Dios, ‘Sa mga kaliwatan nu mabuhat ha langyaw duun hu lain en ha nasud daw mabuhat sidan ha mga ulipen daw daeg-daegen gayed sidan seled hu haepat ha gatus ha tuig. 
ACT.7.7	Ba silutan ku gihapun haena sa magdaeg-daeg kandan. Ku maiwas haini umawà sidan duun taena ha nasud daw dumini sidan taini ha lugar hu pagsimba kanak.’ 
ACT.7.8	Duun taena inikagiyan hu Dios si Abraham ha sirkunsidahan sa mga batà dan ha maama ha iyan timaan hu kasabutan dan hu Dios. Aman su ibatà en si Isaac sinirkunsidahan haena hi Abraham duun hu ikawalu ha aldaw. Binuhat daan haena hi Isaac duun hu batà din ha iyan si Jacob, daw binuhat daan haena hi Jacob duun hu sampulù daw daruwa ha batà din ha iyan mga gin-apuan taw.
ACT.7.9	“Duun taena ha panahun si Jose sa sabuwa ha batà hi Jacob imbaligyà hu mga magulang din diyà ta Ehipto tumenged hu kasina dan kandin. Ba pigdumahan gayed hu Dios si Jose 
ACT.7.10	daw binuligan hu alan ha mga kasamukan din. Inilahan din si Jose hu kaalam daw hinimu din haena ha makapabayà-bayà ki Faraon sa Harì ta Ehipto. Aman binuhat hi Faraon ha gubirnadur si Jose diyà ta Ehipto daw sinaligan daan hu alan ha mga butang din.
ACT.7.11	“Dayun nakauma sa adagi ha kauhul diyà ta Ehipto daw ta Canaan aman miglised gayed sa mga etaw daw hurà en daan agkakaen ku mga gin-apuan taw. 
ACT.7.12	Su mapaliman hi Jacob ha amin pagkaen diyà ta Ehipto impadiyà din sa mga batà din ha iyan su mga gin-apuan taw. 
ACT.7.13	Su ikaduwa en ha pagdiyà dan ta Ehipto si Jose migpakilala duun ku mga suled din aman natun-an hu Harì ta Ehipto ku sin-u sa mga kadumahan hi Jose. 
ACT.7.14	Dayun pinaelegan hi Jose sa amay din ha si Jacob daw sa alan ha mga kadumahan dan, kapituwan daw lalima sidan alan. 
ACT.7.15	Aman say Jacob namandiyà ta Ehipto daw diyà en sidan namamatay. 
ACT.7.16	Ba sa mga tul-an dan inlikù dà diyà ta Sikem daw duun in-ugsak hu lebeng ha pinalit hi Abraham su anay duun hu mga batà hi Hamor.
ACT.7.17	“Su ubay en sa panahun ha matuman sa insaad hu Dios diyà ki Abraham migdakelà en sa mga gin-apuan taw diyà ta Ehipto. 
ACT.7.18	Nakauma sa panahun ha nailisan sa Harì ta Ehipto ha hurà din en katun-i sa mahitenged ki Jose. 
ACT.7.19	Pinasipalahan din sa mga gin-apuan taw daw dinaeg-daeg din sidan daw pineges sidan ha bay-anan sa mga batà dan diyà ta madiyù ta daw mamamatay.
ACT.7.20	“Duun taena ha panahun imbatà daan sa madagway ha batà ha iyan si Moises ha igkabayà-bayà hu Dios. Seled hu tatulu ha bulan inheles haena duun hu balay hu mga laas din. 
ACT.7.21	Ba su ipadiyù en si Moises tinimù haena ku batà ha bahi ku Harì ta Ehipto dayun inalimahan din isip ha kandin en ha batà. 
ACT.7.22	Si Moises tinudluan hu alan ha kaalam diyà ta Ehipto aman nabantug haena ha matatau duun hu pag-ikagi daw hu mga buhat din.
ACT.7.23	“Su kap-atan en ha tuig si Moises nahenhenaan din ha bisitahan din sa mga duma din ha mga kaliwat hi Israel. 
ACT.7.24	Ba su makauma diyà naahà din ha pinasipalahan sa sabuwa ha duma din aman binuligan din haena daw himatayi su taga-Ehipto. 
