MAT.1.2	Ibrahím waalʊ́rʊ 
MAT.20.5	Ngɛ bɛlɛ́ bɛɛɖɛ́ɛ. Ɩdaawʊ́ na kéréfu natúdóozo ɖaanɩ́ŋa waadálɩ́ɩ nɛ́, ngɛ waadáláḿ bɩlɛ́ nɔ́ɔ́. 
MAT.20.6	Ɖaanɩ́ŋa‑rɔ kéréfu natʊ́nʊ́wá gɛ waadálɩ́ɩ. Ngɛ wɔɔdɔ́mɔɔná tɩmɛ‑lanɖáa nɛbɛ́rɛ kadɔ́ɔ‑daá. Ngɛ wɔɔbɔ́ɔ́zɩ wɛ sɩsɩ: wé rɔ gɛ ɖoo tɛ́ɛ́rɛ́ mɩ́zɩ́ŋɛ́ɛ ńna bɩka mɩ́dánlaḿ neɖére? 
MAT.20.7	Ngɛ bɛlɛ́ boobúsi yɩ sɩsɩ: "Naárʊ tɔkpɔ́ɔ ɖáa sɩsɩ ɖíbo ɖɩlá yɩ tɩmɛ́rɛ." Ngɛ wɔɔdɔ́ wɛ sɩsɩ: "Mɩ́nyɔ́ɔ́ ɖʊɖɔ ibó mɛ́dɛ́ɛ viínyi fɔɔ́‑daá." 
MAT.20.8	Ɖaanɩ́ŋa waalá nɛ́, ngɛ fɔɔ́‑dʊ́ʊ waayáa ɩdɛ́ɛ tɩmɛ́ bɛɛŋɩrʊ́ ɩtɔ́ yɩ sɩsɩ: "Yaa tɩmɛ́ lanɖáa bɩka njéle báa weení ɩdɛ́ɛ wɩ́rɛ tɩmɛ́rɛ liideé. Baazɩná wenbá biigbiiriná wɛ nɛ́ bɩka ndɛɛzɩná wenbá baaɖáa nɛ́." 
MAT.20.9	Wenbá baabáázɩ tɩmɛ́rɛ ɖaanɩ́ŋa kéréfu natʊ́nʊ́wá nɛ́ bɔɔgɔ́nɩ. Ngɛ baamʊ wɩ́rɛ tɩmɛ́rɛ liideé. 
MAT.20.10	Bɩɩdála wenbá baaɖáa nɛ́, bɔjɔɔ́ɔ sɩsɩ bánmʊ́ʊ bɩcɛzɩ́ baaganáa, amá bɛḿ ɖʊɖɔ baamʊ wɩ́rɛ tɩmɛ́rɛ liideé gɛ. 
MAT.20.11	Baamʊ yɛ nɛ́, bánŋmɩɩdɩnáa ɖaána‑dʊ́ʊ sɩsɩ: 
MAT.20.12	"Bana ɖɔ́ beegbííri bɔkɔ́nɩ nɛ́, áwa kʊ́ɖʊḿ gɛ baalá tɩmɛ́rɛ, ngɛ nyɛ́nvɛrɩ́ɩ ɖɔ́ɔ́ wenbá ɖáálá tɩmɛ́rɛ na fifíni wɩ́rɛ rɩ́ŋa nɛ́ ɖána wɛ ɖéyí‑ɖéyí?" 
MAT.20.13	Amá ɖaána‑dʊ́ʊ woobúsi badaá kʊ́ɖʊḿ sɩsɩ: "Mɔɖɔndɩ módómúúli nya! Ɖáávʊ́nŋmátɩ bɩsáa sɩsɩ wɩ́rɛ tɩmɛ́rɛ liideé gɛ mɛ́nvɛrɩ́ɩ nya! 
MAT.20.14	Mʊ nyɛ́dɛ́ɛ wɩ́rɛ tɩmɛ́rɛ liideé bɩka nɖɛ́ɛ. Mɛ́nvɛrɩ́ɩ nyána tɩmɛ‑lanɖʊ́ méégbííri mɔngbɔ́ɔ yɩ nɛ́ ɖéyí‑ɖéyí. 
MAT.20.15	Bɩdafa ma nɩ́bááwʊ sɩsɩ málaná mɛ́dɛ́ɛ ɖɔ́ɔ́lɛ wenbí mɔ́zɔɔlɛ́ɛ nɛ́? Yáá máálá waaganáa kazɔ́ɔ nɛ́ gɛ nyánlɩɩ́ sʊ́ʊ́zɩ?" 
MAT.20.16	Bɩlɛ́ gɛ wenbá beegbííri nɛ́ bɔ́ngɔnɩ́ bɛtɛ nɩ́bááwʊ bɩka wenbá bɛɛdɛ nɩ́bááwʊ nɛ́ bekpííri.»
MAT.20.17	Yeésu wángbáa Yerusalɛ́m nɛ́, ngɛ waalɩzɩ́ 
MAT.20.18	«Iwélesi ma kazɔ́ɔ, ɖángbáa Yerusalɛ́m. Bángbáa 
MAT.20.19	na bɔkpɔ́ɔ yɩ becéle wenbá baasɩ Ɩsɔ́ɔ nɛ́ sɩsɩ bámʊ́ŋ yɩ, bamá yɩ, baká yɩ dɛ́nɩ abɛlɩ́‑akɔ́ɔ‑rɔ, amá wɛ́ náádóozo wɩ́rɛ ifé ɩlɩ́ɩ ɩsɩɖáa‑daá.»
MAT.20.20	Ńna gɛ Zebedée biyaalɩnáa ɩgɔɔ woogódúu Yeésu‑jɔ́ ɩ́na ibíya. Ngɛ woozóm waazá‑daá sɩ ɩbɔ́ɔ́zɩ yɩ nabʊ́rʊ. 
MAT.20.21	Ngɛ Yeésu wɔɔbɔ́ɔ́zɩ yɩ sɩsɩ: «Wé gɛ nyɔ́zɔ́ɔlɛ́ɛ?» Ngɛ woobúsi yɩ sɩsɩ: «Mɔ́zɔɔlɛ́ɛ sɩsɩ nyɛ́dɛ́ɛ kowúrɔ́ɔ‑daá, nÿéle mébiyaalɩnáa nɔwɔ́lɛ bana badaá kʊ́ɖʊḿ ɩcɔ́ɔ nyánʊ́ʊ́nɩ kíɖííwú‑rɔ, waaganáa nyánʊ́ʊ́nɩ nɩbɩɩwʊ́‑rɔ.» 
MAT.20.22	Yeésu woobúsi sɩsɩ: «Mɩ́ɩ́sɩ wenbí mɩ́nbɔɔzɩ́ nɛ́. Mɩ́nbɩɩzɩ́ ɩnyɔ́ɔ wahála kagbɔ́ɔ wenká sɩ mɔnyɔ́ɔ kɛ nɛ́?» Ngɛ boobúsi yɩ sɩsɩ: «Ɩɩ́n ɖánbɩɩzɩ́.» 
MAT.20.23	Ngɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: Mɩ́nnyɔɔ́ máwahála kagbɔ́ɔ, amá a bɩɩga weení ɩcɔ́ɔ mánʊ́ʊ́nɩ kíɖíiwú yáá nɩbɩɩwʊ́‑rɔ nɛ́, bɩdɛkɛ́ɛ mɔ́ɔ́ mánváa kʊ bɩlɛ́ bɩdɛ́ɛ adá. Wenbá majaa waagbɩ́ɩ́rɩ yɛ ɩsɩ́ɩ nɛ́ gɛ sɩ bafa yɛ.» 
MAT.20.24	Wanbaaráa fuú baaganáa waanɩ́ɩ wentí nɔwɔ́lɛ bana bɔ́nbɔɔzɩ́ nɛ́, ngɛ bɛɛyɛɛná wɛ baaná. 
MAT.20.25	Amá Yeésu waayáa wɛ ɩtɔ́ wɛ sɩsɩ: «Mɩ́nyɩ bɩlɛ́ sɩsɩ yíriwa‑dɛ́ɛ wúrowá wánnaazɩ́ bɛdɛ́ɛ́dɩ‑daá ɩráa gɛ na bɛdɛ́ɛ yíko bɩka kʊ́bɔnáa bɛlɛ́ bánwɩlɩ́ɩ wɛ boɖóni. 
MAT.20.26	Amá mɩ́nyɔ́ɔ́ nɛ́, bɩdɔbɔ́ɔ́zɩ bɩlɛ́ mɩ́lɔ́wʊ́táá. Hálɩ a bɩgɛ́ɛ sɩsɩ mɩ́dáá naárʊ sɔɔlɛ́ɛ ɩbɩ́sɩ kʊ́bɔnɩ́ mɩ́lɔwʊ́táa, ɩ́bɩ́sɩ mɩ́dɛ́ɛ bɔwʊtá‑dʊ́ʊ, 
MAT.20.27	bɩka a mɩ́dáá naárʊ sɔɔlɛ́ɛ ɩbɩ́sɩ kaɖaa ńnɩ́, ɩ́bɩ́sɩ mɩ́dɛ́ɛ yoḿ. 
MAT.20.28	Bɩlɛ́ gɛ 
MAT.20.29	Baalɩ́ɩ Yerikóo tɛ́ɛ́dɩ‑daá nɛ́, zamɔ́ɔ kʊ́bɔńgɩ woovu Yeésu. 
MAT.20.30	Njɛma nɔwɔ́lɛ cɔɔ́ɔ nɩ́bááwʊ‑jɔ́ gɛ baanɩ́ɩ sɩsɩ Yeésu wɛ́nɖɛɛ kʊ nɛ́, ngɛ baabáázɩ agogo sɩsɩ: «Kʊ́bɔnɩ́, 
MAT.20.31	Ngɛ zamɔ́ɔ wɔ́nɖɔwʊ́ʊ wɛ sɩsɩ bósu tɔ́m. Amá bɩdɛ́ɛ sáátɩ gɛ bɛlɛ́ baabá bóngoó bínjaarɩ́ sɩsɩ: Kʊ́bɔnɩ́, 
MAT.20.32	Ńna gɛ Yeésu waazɩ́ŋ ɩyáa wɛ ɩtɔ́ wɛ sɩsɩ: «Wé gɛ mɩ́zɔɔlɛ́ɛ sɩsɩ mála mɩ́ɩ́?» 
MAT.20.33	Ngɛ bɔɔdɔ́ yɩ sɩsɩ: «Ɖádʊ́ʊ, ɖɔ́zɔɔlɛ́ɛ ɖáázá ifulú.» 
MAT.20.34	Bɩɩlá Yeésu kʊnyɔḿ nɛ́, ngɛ weedekiná baazá. Ńna‑ńna gɛ baabáázɩ náa; ngɛ baagʊrʊ́ bofu yɩ.
MAT.21.1	Sáátɩ wenkí baajʊʊná Yerusalɛ́m sɩ batála Bɛtɩfagée tɛɛ‑biiyá Oliviyée tɩ́ɩ́nɩ bʊ́ʊ fáráńdɩ́ nɛ́, ngɛ Yeésu weedíri 
MAT.21.2	ifééri wɛ sɩsɩ: «Ibó tɛɛ‑biiyá kɔwɛ mɩ́ɩ́zá‑daá nɛ́‑daá; mɩ́nnáa baaɖɩ kpangbɔ́ɔ alʊ́ na kobú; ibódi sɩ ɩkɔná ma. 
MAT.21.3	A naárʊ waaŋmátɩ mɩ́ɩ natɩ́rɩ, ibúsi yɩ sɩsɩ: Ɖádʊ́ʊ sɔɔlɛ́ɛ sɩ. Bánjám beyéle ɩkɛ́ɖɛ́ɛ́na sɩ.» 
MAT.21.4	Bɩɩlá bɩlɛ́ gɛ na wentí 
MAT.21.5	«Ivééri Sɩyɔ́ɔ́nɩ aléeré sɩsɩ:
MAT.21.5	bɛɛ, nyɛ́dɛ́ɛ wúro kɛgɛrɛŋɛ nyɔ́jɔ́.
MAT.21.5	Ɩjɔɔ́ɔ ɖɔyɔɔyɔɔ bɩka ɩgɔjɔɔ́na kpangbɔ́ɔ alʊ́
MAT.21.5	na kobú, fʊ́ńdɩ kpɩ́nɖɛ bɔ́njɔwʊ́ ɖɛ nɛ́ ɖibú» nɛ́ ikóódi. 
MAT.21.6	Ngɛ wanbaaráa woobó bakála wenbí nɔ́ɔ́ Yeésu waaŋmátɩ wɛ nɛ́. 
MAT.21.7	Bɔɔgɔ́gɔ́ná kpangbɔ́ɔ na kobú; ngɛ baalɩzɩ́ bɛdɛ́ɛ kúsúúdi batɩ́nɩ sɩrɔ Yeésu ɩkpa ɩcɔ́ɔ. 
MAT.21.8	Ngɛ ɩráa ɖabata bɔwɛ zamɔ́ɔ‑daá nɛ́, bɔɔvɔ bogúsúúdi nɩ́bááwʊ‑rɔ; nɛbɛ́rɛ waajáa cɔ́kɔ́ bɔlɔ nɩ́bááwʊ‑rɔ. 
MAT.21.9	Zamɔ́ɔ kɩwɛ waazá‑daá na kɩwɛ ɩwɔ́rɔ́ nɛ́ wóngoó sɩsɩ: «Sám mɔɔ́na kʊ 
MAT.21.10	Yeésu waazʊ́ʊ Yerusalɛ́m tɛ́ɛ́dɩ‑daá nɛ́, ngɛ tɛ́ɛ́dɩ‑daá rɩ́ŋa woodulú bɩka ɩráa wɔ́nbɔɔzɩ́ sɩsɩ: «Weení gɛ ɩrʊ́ ceení?» 
MAT.21.11	Ngɛ zamɔ́ɔ woobúsi sɩsɩ: «Anɖébi Yeésu, Nazarɛ́tɩ tɛɛ‑biiyá kɔwɛ Galííleya laadɔ́ɔ‑daá nɛ́ ńnɩ́ gɛ.»
MAT.21.12	Bɩlɛ́ bʊwɔ́rɔ́ gɛ Yeésu waazʊ́ʊ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána‑daá ɩɖɔ́ɔ wenbá rɩ́ŋa bánÿám yáá bánmʊ́ʊ kpɩná ńna nɛ́. Wɛɛvɛdɩ́ liide‑gɛɛráa‑dɛ́ɛ tébíriwá na avówa kʊ́fʊ́lʊmɛ́ yanɖáa‑dɛ́ɛ kpelásɩ. 
MAT.21.13	Ngɛ wɔɔdɔ́ wɛ sɩsɩ: «Baaŋmáa Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m tákarɩɖá‑daá sɩsɩ: "Sɩ bayáa máɖaána gɛ sɩsɩ Ɩsɔ́ɔ sɛ́ɛdɩ ɖaána", amá mɩ́nyɔ́ɔ́ mɩ́ɩ́bɩsɩná kɛ ŋmɩɩláa ɖaána.»
MAT.21.14	Ngɛ njɛma na nʊvɔ́‑dɩnáa woogódúu Yeésu‑jɔ́ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána‑daá, ngɛ waawáázɩ wɛ. 
MAT.21.15	 kʊ́bɔnáa na 
MAT.21.16	Ńna gɛ bɔɔdɔ́ Yeésu sɩsɩ: «Nyáánɩ́ɩ wentí bánŋmatɩ́ nɛ́?» Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Ɩɩ́n, kɛtɛngɛrɛ mɩ́dákalatá wentí baaŋmáa Ɩsɔ́ɔ tɔ́m tákarɩɖá‑daá sɩsɩ: "Nyáálá hálɩ bɩkpɛdɩ́na bíya kúmuwá na afʊ́lʊmáa wánzám nya" nɛ́?» 
MAT.21.17	Ngɛ Yeésu waalɩ́ɩ tɛ́ɛ́dɩ‑daá iyéle wɛ ńna ɩɖɛ́ɛ Betaníya ikóɖóo.
MAT.21.18	Kiivé tɛ́ɛrɛ́ waalɩ́ɩ wángabɩsɩ́ tɛ́ɛ́dɩ‑daá nɛ́, ngɛ nyɔɔ́sɩ waalá yɩ. 
MAT.21.19	Waana fiigíyée tɩɩwʊ́ nakɩ́rɩ nɩ́bááwʊ‑jɔ́ nɛ́, ngɛ woodúu kɩjɔ́, amá idoyuú nabʊ́rʊ asée fáádɩ riké. Ńna gɛ wɔɔdɔ́ kɩ sɩsɩ: «Kɛtɛ́ngɛrɛ ńdándaɖʊ́ʊ bíya.» Ńna‑ńna gɛ fiigiyé tɩɩwʊ́ waawɩ́lɩ. 
MAT.21.20	Yeésu‑dɛ́ɛ 
MAT.21.21	Ngɛ Yeésu woobúsi wɛ sɩsɩ: Ménveerím mɩ́ɩ toovonúm sɩsɩ a mɩ́ɩ́vá toovonúm bɩka mɩ́dálá síka, bɩdɛkɛ́ɛ wenbí máálá fiigiyée tɩɩwʊ́ nɛ́ biriké gɛ sɩ ɩlá, amá báa mɩ́ɩ́dɔ́ bʊ́ʊ kɩna sɩsɩ: "Kpɛzɩ́ nyádɩ ńna ńzála tenkú‑daá", bɩ́nlám bɩlɛ́. 
MAT.21.22	Wenbí rɩ́ŋa sɩ ɩbɔ́ɔ́zɩ sʊlʊ́ndɩ‑daá na toovonúm fáa nɛ́, mínÿuú bɩ.»
MAT.21.23	Yeésu waazʊ́ʊ 
MAT.21.24	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Mɔ́ɔ́ ɖʊɖɔ mɔ́nbɔɔzɩ́ mɩ́ɩ́ tɔ́m kʊ́ɖʊḿtɩ kóḿ; a mííbúsi ma tɩ, mɔ́ɔ́ ɖʊɖɔ ménveerím mɩ́ɩ weení waava ma bɩdɛ́ɛ yíko nɛ́. 
MAT.21.25	Weení weegédíriná 
MAT.21.26	A ngʊ́ ɖɔ́ɔ́dɔ́ sɩsɩ ɩráa, zamɔ́ɔ ténÿelí ɖáa káma barɩ́ŋa beeɖéézi sɩsɩ Yaayá kɛ́ɛ 
MAT.21.27	Ngɛ boobúsi Yeésu sɩsɩ: «Ɖádátɩlɩ́ weení weegédíri yɩ nɛ́.» Ńna gɛ Yeésu ɖʊɖɔ wɔɔdɔ wɛ sɩsɩ: «Mɔ́ɔ́ ɖʊɖɔ medénveeri mɩ́ɩ yíko wenkí mánlanáa tɩmɛ́ ana nɛ́.»
MAT.21.28	«Mɩ́nmaazɩ́ sɩsɩ wé tɔ́m tɩna tɩrɔ? Ɩrʊ́ naárʊ wɛná na bíya abaaláa nɔwɔ́lɛ. Wogódúu kaɖaa ńnɩ́‑jɔ́ nɛ́, ngɛ wɔɔdɔ́ yɩ sɩsɩ: "Mebiyaalʊ́, sinje bo viínyi fɔɔ́‑daá ngála tɩmɛ́rɛ." 
MAT.21.29	Ɩlɛ́ woobúsi yɩ sɩsɩ: "módónbolí." Bʊwɔ́rɔ́ nɛ́, ngɛ waalá mányɩ lé ɩkʊ́rʊ ɩɖɛ́ɛ fɔɔ́. 
MAT.21.30	Caawʊ́ woogódúu sɩɩlɛ ńnɩ́‑jɔ́ nɛ́, ngɛ wɔɔdɔ́ yɩ tɔ́m kʊ́dʊḿtɩ tɩḿ nɔ́ɔ́. Ngɛ ɩlɛ́ woobúsi yɩ sɩsɩ: "Mónboɖé baabá", amá idobó. 
MAT.21.31	Bɛlɛ́ɛ́nɩ́ bɔlɔwʊ́táá, weení waalaná bajaa‑dɛ́ɛ sɔɔlɩ́m?» Ngɛ boobúsi sɩsɩ kaɖaa ńnɩ́. Ńna gɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Ménveerím mɩ́ɩ toovonúm sɩsɩ 
MAT.21.32	Káma 
MAT.21.33	«Iwélesi tɔ́m‑gɛɛzɩrɛ neɖére ɖʊɖɔ. Fɔɔ́‑dʊ́ʊ naárʊ wooɖuu ná viínyi tiyísi, ngɛ waalá kárɔ́ɔ ɩmɩlɩná ɩvɔɔ́, ɩbáa lénlé bánnyaazɩ́ viígni bíya nɛ́, ɩma lénlé fereɖáa wɔ́njɔwʊ́ʊ na befére nɛ́ buwóro. Ngɛ wɔɔgbɔ́ɔ fɔɔ́ kɛ́m icéle wenbá bánvarɩ́m viínyi nɛ́ bɩka ɩɖɛ́ɛ nɩ́bááwʊ. 
MAT.21.34	Viínyi bíya kɔrɩ́ɩ‑dɛ́ɛ sáátɩ waadála nɛ́, ngɛ weedíri ɩdɛ́ɛ bɔwʊtá‑dɩnáa wenbá bánvarɩ́m viínyi nɛ́ bɔjɔ́ sɩsɩ bóbo bakámʊ ɩmʊ́ ɩdɛ́ɛ bɔkɔ́gɔ́na ɩmʊ́.
MAT.21.35	Amá wenbá bánvarɩ́m viínyi nɛ́, beegbí ɩdɛ́ɛ bɔwʊtá‑dɩnáa. Baabá bamá kʊ́ɖʊḿ, ngɛ baagʊ naárʊ, bɩka bɔyɔ́ɔ naarʊ bɔ́ ɩsɩ́. 
MAT.21.36	Ngɛ fɔɔ́‑dʊ́ʊ weedétíri bɔwʊtá‑dɩnáa nɛbɛ́rɛ. Bɛlɛ́ bɔɔɖɔ́ɔ bɛcɛzɩ́ kaɖaa ńba. Wenbí nɔ́ɔ́ baalá kaɖaa ńba nɛ́ gɛ baadáláḿ wɛ. 
MAT.21.37	Kegbiirinɔ́ɔ‑dɛ́ɛ nɛ́, fɔɔ́‑dʊ́ʊ weedíri ibiyaalʊ́. Ilomaazɛ́‑daá sɩsɩ: "Bánɖʊ́ʊ mebiyaalʊ́ gírímá." 
MAT.21.38	Amá wenbá bánvarɩ́m viínyi nɛ́, baana biyaalʊ́ʊ nɛ́, ngɛ bɔɔdɔ́ ɖamá sɩsɩ: «Tííbí‑dʊ́ʊ nbɩlɛ́! Ɩgɔ́nɩ! Ɖɩ́kʊ́ yɩ bɩka ɖɩkpɔ́ɔ tííbí.» 
MAT.21.39	Ngɛ beegbí yɩ balɩɩná viínyi fɔɔ́ wɔ́rɔ́ bakágʊ́. 
MAT.21.40	«Bɩlɛ́ nɛ́, a viínyi fɔɔ́‑dʊ́ʊ wɔɔgɔ́nɩ, nŋɩ́nɩ́ gɛ wánlám wenbá bánvarɩ́m viínyi nɛ́?» 
MAT.21.41	Ngɛ boobúsi yɩ sɩsɩ: «Wénÿelíi bakʊ kánnyáádɩ‑dɩná bɛḿ, ɩdánnɩɩ bagʊnyɔḿ, na ɩkpɔ́ɔ viínyi fɔɔ́ icéle wenbá bánvarɩ́m viínyi nɛ́ kɩ́fáláa. Na a viínyi bíya kɔrɩ́ɩ waadála, bɛlɛ́ bɔkɔ́gɔ́na ɩdɛ́ɛ.» 
MAT.21.42	Ńna gɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Kɛtɛngɛrɛ mɩdákala tá baaŋmáa Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m tákarɩɖá‑daá sɩsɩ:
MAT.21.42	"Bʊ́ʊ́rɛ wenɖé maaráa weegízi‑ɖɛ nɛ́,
MAT.21.42	ɖɩɩbɩsɩná cʊnbʊʊrɛ‑daá bʊ́ʊ́rɛ
MAT.21.42	Ɖádʊ́ʊ Ɩsɔ́ɔ waala ná bɩlɛ́.
MAT.21.42	Mááɖé kʊ́bɔńgɩ gɛ bɩgɛ́ɛ ɖáa.'' 
MAT.21.43	Ménveerím mɩ́ɩ́ sɩsɩ: Bʊrɔɔzɩ́, bɛ́nlɛɛ́ 
MAT.21.44	[Weení ɩrɩ́ŋa sɩ ɩsála bʊ́ʊ́rɛ ɖɩḿ ɖɩrɔ nɛ́, wánbʊʊ́rɩ, a ngʊ́ ɖɩɩzála weeni‑rɔ nɛ́, ɖɩ́nnaḿ yɩ.]» 
MAT.21.45	 kʊ́bɔnáa na 
MAT.21.46	Baajáa sɩ bakpa yɩ, amá baanɩ́ɩ zamɔ́ɔ‑dɛ́ɛ nɩndáárɛ, káma zamɔ́ɔ ɖɔ́kɩ́ná sɩsɩ Yeésu kɛ́ɛ 
MAT.22.1	Ngɛ Yeésu waadáŋmátɩ wɛ na tɔm‑gɛɛzɩrɛ sɩsɩ: 
MAT.22.2	«Wenbí bɛ́ngɛɛzɩ́náa 
MAT.22.3	Ngɛ weedíri ɩdɛ́ɛ bɔwʊtá‑dɩnáa sɩsɩ bóbo bakáyaa wenbá bayáa wɛ ɖíína nɛ́. Amá bɛlɛ́ beegízi kɔnɖɛ́. 
MAT.22.4	Ngɛ weedétíri bɔwʊtá‑dɩnáa kɩ́faláa sɩsɩ bóbo befééri wenbá bayáa wɛ nɛ́ sɩsɩ: "Máágbɩ́ɩ́rɩ kíɖíím, máágʊ́ mɛ́dɛ́ɛ náánɩ abaaláa na mávʊ́ńdɩ kpɩná ajɔɔ́ɔ núm nɛ́. Bɩrɩ́ŋa biizúluki. Ɩgɔ́nɩ hiije‑dɛ́ɛ ɖíína." 
MAT.22.5	Amá bɛlɛ́ badatáńbɩsɩná laakáarɩ. Báa weení wɛɛɖɛ́ɛ gɛ ɩnɩɩná ɩdɩ. Nɛbɛ́rɛ wɛɛɖɛ́ɛ bɔvɔɔ́‑daá, nɛbɛ́rɛ ɩɖɛ́ɛ bɛdɛ́ɛ kɩyakʊ. 
MAT.22.6	Nɛbɛ́rɛ bɛlɛ́ beegbí bɔwʊtá‑dɩnáa banáázɩ wɛ bɩka bakʊ wɛ. 
MAT.22.7	Wúro wɛɛyɛ́ɛ baaná, ngɛ weedíri ɩdɛ́ɛ sɔ́ɔ́jawá bakágʊ́ ɩráa‑gʊ́ʊ́ráa bɛḿ, bɩka beɖéézi bɛdɛ́ɛ tɛ́ɛ́dɩ nimíni. 
MAT.22.8	Ngɛ wɔɔdɔ́ ɩdɛ́ɛ bɔwʊtá‑dɩnáa sɩsɩ: "Hiije‑dɛ́ɛ ɖíína waagbɩ́ɩ́rɩ, amá wenbá baayáa wɛ ɖíi nɛ́, badatála beɖi kɩ. 
MAT.22.9	Bɩlɛ́ nɛ́, ibó nɩ́báadará ɩkáyaa wenbá rɩ́ŋa sɩ ɩna wɛ nɛ́ sɩsɩ bɔ́kɔnɩ beɖi hiije‑dɛ́ɛ ɖíína." 
MAT.22.10	Ngɛ ɩdɛ́ɛ bɔwʊtá‑dɩnáa waalɩ́ɩ nɩ́báánɩ‑daá botúúzi wenbá rɩ́ŋa baana nɛ́, kazɔ́ɔ ńba na badaavé nɛ́. Ngɛ ɩráa woozu hiije ɖaána‑daá.
MAT.22.11	Wúro waagázʊʊ sɩ ɩbɛ́ɛ́m wenbá baagáyaa wɛ nɛ́, ngɛ waana ɩrʊ́ naárʊ badaá; ɩlɛ́ idosúu hiije tóko. 
MAT.22.12	Ngɛ wɔɔdɔ́ yɩ sɩsɩ: "Mɔɖɔndɩ, nŋɩ́nɩ́ gɛ nyáálá ngázʊʊ cé bɩka nyɛ́vɛ́yɩ́na hiije tóko?" Ɩrʊ́ ceení tana kɩ́tɔ́ḿtɩ. 
MAT.22.13	Ngɛ wúro wɔɔdɔ́ ɩdɛ́ɛ bɔwʊtá‑dɩnáa sɩsɩ: "Ɩvɔ́kɩ ɩnʊ́ʊ́zɩ na ɩnʊvɔ́ ɩkpɔ́ɔ yɩ ɩlɔ temeenuú‑dáa asʊ. Ńna gɛ wénwií ɩlá mányɩ lé." 
MAT.22.14	Toovonúm, ɩráa ɖabata gɛ baayáa, amá cʊ́kɔ gɛ sɩ balɩzɩ́.»
MAT.22.15	Ńna gɛ 
MAT.22.16	Ngɛ beedíri bɛdɛ́ɛ 
MAT.22.17	Bɩlɛ́ nɛ́, feeri ɖáa wentí nyánmaazɩ́ tɔ́m tɩna tɩrɔ nɛ́: "Bɩɩva nɩ́bááwʊ yáá bɩdafa sɩsɩ ɖɩ́fɛrɛ Róóma wúro kʊ́bɔnɩ́ lampóo?" 
MAT.22.18	Amá Yeésu nyɩ bɛdɛ́ɛ lɔ́nɩ‑rɔ nɛ́, ngɛ sɩsɩ: «Munáávikíwá bana! Wé‑rɔ gɛ mɩ́nÿɩ́m ma kɔdɔká? 
MAT.22.19	Ɩwɩ́lɩ ma lideé mɩ́nvɛrɛnáa lampóo nɛ́.» Ngɛ baawɩ́lɩ yɩ lideé jɩtɔ́ɔ kʊ́ɖʊmʊ́ʊ. 
MAT.22.20	Ngɛ Yeésu wɔɔbɔ́ɔ́zɩ wɛ sɩsɩ: «Weení kʊjʊʊ́ na yɩ́ɖɛ gɛ kʊrɔ?» 
MAT.22.21	Ngɛ boobúsi yɩ sɩsɩ: «Róóma wúro kʊ́bɔnɩ́ gɛ.» Ńna gɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Ijéle Róóma Wúro Róóma wúro‑dɛ́ɛ ńbɩ bɩka icéle Ɩsɔ́ɔ Ɩsɔ́ɔ‑dɛ́ɛ ńbɩ.» 
MAT.22.22	Yeésu wɔɔdɔ́ bɩlɛ́ nɛ́, ngɛ bɩɩbá bɩɩlá wɛ bítí bɛɖɛ́ɛ beyéle yɩ.
MAT.22.23	Bɩdɛ́ɛ wɩ́rɛ ɖɩḿ, 
MAT.22.24	«Kʊ́bɔnɩ́, 
MAT.22.25	Ngʊ́ ɖɔ́ɔ́ ɖɛ́dɛ́ɛ, koobíya lʊbɛ wɛná. Kaɖaa ńnɩ́ weení wɔɔgbɔ́ɔ alʊ́ nɛ́ waazɩ́, ńŋɩnáa ɩdalʊ́rʊ nɛ́, inewú wɔɔgbɔ́ɔ leelú, 
MAT.22.26	bɩlɛ́ gɛ bɩɩlaná sɩɩlɛ ńnɩ́ na toozo ńnɩ́ hálɩ lʊbɛ ńnɩ́. 
MAT.22.27	Barɩ́ŋa baazɩ́ wɔ́rɔ́ nɛ́, ngɛ leelú ɖʊɖɔ waazɩ́. 
MAT.22.28	Tɔ́ɔ, ńŋɩ́náa barɩ́ŋa bɔgbɔ́ɔ yɩ nɛ́, wɩ́rɛ wenɖé ɩsɩɖáa sɩ befé bɩlɛ́ nɛ́, badaá weení gɛ leelú waalʊ́?» 
MAT.22.29	Yeésu woobúsi wɛ sɩsɩ: «Mɩ́wɛ yɩsɩ́tɩ‑daá! Káma mɩ́ɩ́sɩ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m tákaraɖá belenté ɩdɛ́ɛ yíko. 
MAT.22.30	Ɩsɩɖáa wénvém nɛ́, aláa na abaaláa bɔdɔ́ndɔkpɔwʊ́ ɖamá. Amá bɔ́njɔwʊ́ʊ gɛ nyazɩ 
