GEN.1.1	Pakuyamba Mulungu adalenga dzulu napantsi. 
PSA.35.20	Pakuti anilewa-lewa lini bzan'delekho,
PSA.35.20	koma adanyanganana naawo wakunyamala mudziko,
PSA.35.20	ankumbuka mafala yachinyengo.
PSA.35.21	Afungula milomo yawo adanyanganana nayine,
PSA.35.21	iwo aniti, “Aha, aha!
PSA.35.21	Maso yathu yabziwona!”
PSA.35.22	Imwe Chawuta mwabziwona, lekani kunyamala!
PSA.35.22	Imwe Mfumu lekani kukhala kutali nayine!
PSA.35.23	Palamukani, mulamuke mundiyimilile,
PSA.35.23	nathangwe langu Mulungu wangu na Mfumu wangu!
PSA.35.24	Ndilinganizeni Mulungu wangu, kuteyeza kulungama kwanu Chawuta Mulungu wangu,
PSA.35.24	ngaaleke kukondwa payine.
PSA.35.25	Ngaaleke kulewa mumitima yawo kuti,
PSA.35.25	“Aha moyo wangu!” Ngaaleke kulewa kuti, “Tam'meza!”
PSA.35.26	Ngaanyazisiwe, azungayilisiwiletu!
PSA.35.26	Awo ankondwa nanthamu zangu,
PSA.35.26	ngaabvadzikiwe manyazi pomwe afumuliwe!
PSA.35.26	Awo am'bzikuza adanyanganana nayine.
PSA.35.27	Lekani awo anfunambo chilungamo changu,
PSA.35.27	akuwe asekelele pomwe akondwe alewe kuti,
PSA.35.27	“Chawuta ninkulu nthawe zentse!
PSA.35.27	Uyo ankondwa nan'delekho wamulanda wake.”
PSA.35.28	Pamwepo lilimi langu lin'zalewa bzakulungama kwanu,
PSA.35.28	nakudumbiziwa kwanu ntsiku yentse.
PSA.36.1	Kutaza kwamunthu wakuyipa kuniti nkati mwantima wangu;
PSA.36.1	kulibe kugopa Mulungu, pamaso pake.
PSA.36.2	Pakuti am'bzinamiza pamaso pake achiti,
PSA.36.2	bzakuyipa bzake bzin'dziwika lini, pomwe bzin'zondewa lini.
PSA.36.3	Mafala yamulomo wake niyakuyipa nachinyengo,
PSA.36.3	waleka kuchita bzanzelu nabzabwino.
PSA.36.4	Ankumbuka bzakuyipa ali pakugonela pake,
PSA.36.4	am'bziyikha munjila ili lini bwino,
PSA.36.4	anilamba lini chakuyipa.
PSA.36.5	Ntsisi zanu, imwe Chawuta zinfika nakudzulu kwentse,
PSA.36.5	kukhulupilika kwanu kunfika kumitambo.
PSA.36.6	Chilungamo chanu chin'chita ninga mapili ya Mulungu,
PSA.36.6	utongi wanu un'chita ninga boo lanyanja.
PSA.36.6	Munthu nachilombo mun'chiza, imwe Chawuta.
PSA.36.7	Nkukoma tani kwantsisi zanu, imwe Mulungu!
PSA.36.7	Wana wawanthu ampotela muthunzi wamaphaphilo yanu.
PSA.36.8	Anidya bzamafuta bzamunyumba mwanu,
PSA.36.8	imwe muniwapasa kumwa kuchoka mukamadzi kanu kabzakukondwelesa.
PSA.36.9	Pakuti mwayimwe muna ntsantsa yawumoyo,
PSA.36.9	mumwenje wanu tiniwona mwenje.
PSA.36.10	Pitilizani ntsisi zanu kwaawo ankudziwani,
PSA.36.10	nachipulumuso chanu kwawakukonkholoka ntima.
PSA.36.11	Lekani kulekelela nzayo yawakubzikuza ichindiponda,
PSA.36.11	panango janja lawakuyipa kundizwengesa-zwengesa.
PSA.36.12	Kumwepo ndiko kun'gwela wanthu an'chita bzakuyipa,
PSA.36.12	an'thusiliwa pantsi achitaza kulamuka.
PSA.37.1	Leka kushupika nathangwe lawanthu wakuyipa,
PSA.37.1	leka kusilila awo an'chita bzakuyipa.
PSA.37.2	Pakuti tsapanopa an'zawuma ninga upsa,
PSA.37.2	an'zafota ninga masamba mawisi.
PSA.37.3	Themba na Chawuta, uchite bzabwino,
PSA.37.3	khala padziko, chita ushamwali nakukhulupilika.
PSA.37.4	Kondwa mwa Chawuta,
PSA.37.4	pomwe an'zakupasa bzinfuna ntima wako.
PSA.37.5	Peleka njila zako kwa Chawuta,
PSA.37.5	themba nayiye, iye an'zachita.
PSA.37.6	An'zabulisa padecha kulungama kwako ninga mwenje,
PSA.37.6	nawutongi wako ninga masikati.
PSA.37.7	Khala chete, mwakudelekha pamaso pa Chawuta,
PSA.37.7	leka kubzishupa nawuyo ansumukila munjila zake,
PSA.37.7	nawuyo an'chita bzakuyipa.
PSA.37.8	Leka kuchita ukali,
PSA.37.8	lekelatu nkhanza,
PSA.37.8	leka kubzishupa, kunkufikisa kuchakuyipa.
PSA.37.9	Pakuti wakuyipa wentse an'zagwatiwa,
PSA.37.9	koma awo an'dikhila Chawuta, an'zatola dziko.
PSA.37.10	Pakuti pakamphindi kang'ono-ng'ono, wakuyipa an'zakhala palibe,
PSA.37.10	ne mukazanyanganisisa pambuto yake, an'zawapo lini.
PSA.37.11	Awo am'bzichepesa an'zatola dziko,
PSA.37.11	achizakondwa mun'delekho uzinji.
PSA.37.12	Wakuyipa ankumbukila bzakuyipa wakulungama
PSA.37.12	achimukukutila mano yake kwayiwe.
PSA.37.13	Koma Mfumu anseka munthu wakuyipa,
PSA.37.13	pakuti aniwona kuti ntsiku zake zili kubwela.
PSA.37.14	Awo wakuyipa ampsolomola bhemba, achikombamisa utati wawo,
PSA.37.14	kuti agwese wakushupika naansaya,
PSA.37.14	kuti aphe awo wakukonkholoka,
PSA.37.15	bhemba lawo lin'zalasa mitima yawo,
PSA.37.15	mawutati yawo yan'zatyoka.
PSA.37.16	Bzing'ono bzina wakulungama m'bzabwinoko,
PSA.37.16	kuposa bzizinji bzina munthu wakuyipa.
PSA.37.17	Pakuti manja yawakuyipa yan'zatyoka,
PSA.37.17	koma Chawuta an'zachengeta awo wakulungama.
PSA.37.18	Chawuta an'dziwa ntsiku zawakukwana,
PSA.37.18	pomwe nthaka yawo in'zakhala kwalini nalini.
PSA.37.19	An'nyazisiwa lini munthawe zakuyipa,
PSA.37.19	muntsiku zanjala yadziko an'khuta.
PSA.37.20	Koma wakuyipa ampululuka,
PSA.37.20	azondi wa Chawuta an'chita ninga kukomedza kwamwakudyesela bzifuwo,
PSA.37.20	an'nyangalika ninga utsi, an'nyangalika.
PSA.37.21	Wakuyipa ankweleta koma am'bwezela lini,
PSA.37.21	koma wakulungama adachena moyo pomwe ampeleka.
PSA.37.22	Pakuti wakudalisiwa an'zatola dziko,
PSA.37.22	koma wakutembelelewa nayiye an'zagwatiwa.
PSA.37.23	Kufamba kwamunthu kun'khazikisiwa na Chawuta,
PSA.37.23	an'kondwa munjila yake,
PSA.37.24	ne akagwa, an'gwelatu lini,
PSA.37.24	pakuti Chawuta ndiye am'phata janja lake.
PSA.37.25	Ndikhali mung'ono, koma tsapano ndakalamba,
PSA.37.25	koma ndinati ndawona wakulungama achitayiwa,
PSA.37.25	panango wana wake kukumbila chakudya.
PSA.37.26	Ntsiku yentse niwakuchena moyo, pomwe achikweletesa,
PSA.37.26	pomwe wana wake an'khala daliso.
PSA.37.27	Choka pachakuyipa, uchite bzabwino,
PSA.37.27	pomwe un'zakhala kufika lini nalini.
PSA.37.28	Pakuti Chawuta anfuna kulinganiza,
PSA.37.28	an'zataya lini wakukhulupilika wake.
PSA.37.28	Wakukhulupilika wake an'zachengetewa kufika lini nalini,
PSA.37.28	koma wana wawakuyipa an'zagwatiwa.
PSA.37.29	Wakulungama an'zatola dziko,
PSA.37.29	an'zakhalamo kufika lini nalini.
PSA.37.30	Mulomo wawakulungama unilewa nzelu,
PSA.37.30	lilimi lake linilewa bzakulinganiza.
PSA.37.31	Ntemo wa Mulungu wake uli muntima mwake,
PSA.37.31	nzayo zake zintelela lini.
PSA.37.32	Wakuyipa an'nyangana wakulungama,
PSA.37.32	achifuna kumupha.
PSA.37.33	Chawuta an'zamutaya lini, m'manja mwake,
PSA.37.33	panango kumulekelela achiwonewa mulandu,
PSA.37.33	akabwelesewa kudale.
PSA.37.34	Dikhila Chawuta, pomwe phata njila zake,
PSA.37.34	pomwe iye an'zakusumusa uchitola dziko,
PSA.37.34	iwe un'zawona kugwatiwa kwawakuyipa.
PSA.37.35	Ndidawona munthu wakuyipa, wadima
PSA.37.35	wankundo ninga muti wamusidhari waku Lebhanoni.
PSA.37.36	Pandidapitapo pomwe ndidawona palibe iye,
PSA.37.36	ne ndidamupsaga, koma ndilibe kumuwona.
PSA.37.37	Nyangana munthu wakukwana, wona wakukonkholoka,
PSA.37.37	tsogolo lamunthu umweyo lina n'delekho.
PSA.37.38	Koma wakutaza an'zachenekelewatu,
PSA.37.38	tsogolo lawanthu wakuyipa lin'zagwatiwa.
PSA.37.39	Chipulumuso chawakulungama chin'choka kwa Chawuta,
PSA.37.39	iye ndiye pakubisala pawo munthawe yakushupika.
PSA.37.40	Chawuta aniwathandiza achiwapulumusa,
PSA.37.40	aniwapulumusa kuchoka kwawakuyipa, achiwapulumusa
PSA.37.40	pakuti ampotela mwayiye.
PSA.38.1	Chawuta lekani kunditsimula muwukali wanu,
PSA.38.1	panango kundilanga mudaphsa ntima.
PSA.38.2	Pakuti misewe yanu yanyula mwayine,
PSA.38.2	janja lanu labwela payine.
PSA.38.3	Munyama zangu mulibe kukwana,
PSA.38.3	nathangwe lankwiyo wanu;
PSA.38.3	mulibe n'delekho m'mabondo yangu,
PSA.38.3	thangwe latazo langu.
PSA.38.4	Pakuti bzakuyipa bzangu bzandikulila,
PSA.38.4	bzandilemela ninga ntolo wanintaza kutakula.
PSA.38.5	Bzilonda bzangu bzaakuwola, bzaakununkha,
PSA.38.5	nathangwe lawulombe wangu.
PSA.38.6	Ndagwojodokelatu, ndaneta,
PSA.38.6	ntsiku yentse ninfamba ndichilila.
PSA.38.7	Nkati mwangu muna moto,
PSA.38.7	munyama yangu mulibe kukwana.
PSA.38.8	Ndamalilatu basa, ndapwetekeka.
PSA.38.8	Nin'buwula nathangwe lakukula kwabzakuyipa bzangu.
PSA.38.9	Mfumu bzaninfuna bzentse bzili patsogolo panu,
PSA.38.9	kuyankha mwawu kwangu kulibe kubisika kwayimwe.
PSA.38.10	Ntima wangu ukumenya, mphamvu zangu zandithawa,
PSA.38.10	mwenje wamaso yangu palibe.
PSA.38.11	Awo aninfuna nashamwali zangu achoka pana ine,
PSA.38.11	abale wangu aniyima kutali.
PSA.38.12	Awo ampsaga umoyo wangu, anteya ukhukha wawo,
PSA.38.12	pomwe anilinga kundipweteka anilewa bzakucheneka,
PSA.38.12	achikumbuka chinyengo ntsiku yentse.
PSA.38.13	Koma ine ndawa ninga kambulamakutu,
PSA.38.13	nim'bva lini;
PSA.38.13	ninga chimumumu chintaza kufungula mulomo.
PSA.38.14	Yinde, ndawa ninga munthu ansaya kubva,
PSA.38.14	uyo ana nkamwa mulibe malewa-lewa.
PSA.38.15	Koma kwayimwe Chawuta, nin'dikhila,
PSA.38.15	imwe, Mfumu wangu, Mulungu wangu mun'zandidayila!
PSA.38.16	Pakuti ninilewa, “Lekani kuti akondwe payine,
PSA.38.16	awo am'bzikuza nzayo zangu pan'zitelela!”
PSA.38.17	Pakuti ndaa pafupi kukhukhumudwa,
PSA.38.17	pomwe kuwawiwa kwangu kuli patsogolo pangu nthawe zentse.
PSA.38.18	Niniwulula bzakuyipa bzangu,
PSA.38.18	ndashupika nakutaza kwangu.
PSA.38.19	Azondi wangu niwamphamvu, pomwe mbaazinji,
PSA.38.19	anin'zonda palibe mulandu.
PSA.38.20	Pomwe anim'bwezela chakuyipa pachabwino,
PSA.38.20	anin'zondi pakuti ninteyela bzabwino.
PSA.38.21	Lekani kunditaya, imwe Chawuta!
PSA.38.21	Imwe Mulungu wangu, lekani kukhala kutali nayine!
PSA.38.22	Kulumizani kuzandithandiza,
PSA.38.22	imwe Mfumu yachipulumuso changu!
PSA.39.1	Ndidati, “Nin'zachengeta njila zangu,
PSA.39.1	kuti ndileke kutaza nalilimi langu.
PSA.39.1	Nin'zachengeta mulomo wangu,
PSA.39.1	malinge wanthu wakuyipa ali patsogolo pangu.”
PSA.39.2	Ndikhali chimumumu, wakunyamala,
PSA.39.2	ndidabziphata papezi.
PSA.39.2	Nyathwa yangu yakulilatu,
PSA.39.3	ntima wangu udaphsa nkati mwangu.
PSA.39.3	Pandikhayankha mwawu ntima wangu udagaka moto,
PSA.39.3	pamwepo ndidalewa-lewa nalilimi langu.
PSA.39.4	Chawuta lekani ndidziwe kumala kwangu,
PSA.39.4	nakuwanda kwantsiku zangu,
PSA.39.4	lekani ndiziwe kuchepa nthawe kwangu.
PSA.39.5	Wonani, mudachita kuti ntsiku zangu zikhale ninga kutalimpha kwajanja langu,
PSA.39.5	nanthawe yawumoyo wangu nichinthu lini patsogolo panu.
PSA.39.5	Chadidi munthu wentse nimpuye basi! Selah.
PSA.39.6	Chadidi munthu anfamba ninga chibvuli-bvuli.
PSA.39.6	Chadidi papezi an'khala kaliki-liki,
PSA.39.6	an'gwezeka, koma an'dziwa lini kuti mbani an'zatakula.
PSA.39.7	Ko tsapano Mfumu n'chinyi chanin'dikhila?
PSA.39.7	Chinyanganilo changu chili mwayimwe.
PSA.39.8	Ndipulumuseni pakutaza kwangu kwentse,
PSA.39.8	lekani kundichita chakusekewa namalombe.
PSA.39.9	Ndine chimumumu, ninfungula lini mulomo wangu,
PSA.39.9	pakuti ndimwe mudabzichita.
PSA.39.10	Chosani chitenda chanu payine,
PSA.39.10	ndamala nabzizondo bzajanja lanu.
PSA.39.11	Pamunilanga munthu,
PSA.39.11	muchimutsimula pachakuyipa,
PSA.39.11	munimunya ninga n'chenje chentse chaanfunisisa,
PSA.39.11	chadidi munthu wentse n'chapezi! Selah.
PSA.39.12	Ibvani pemphelo langu, imwe Chawuta
PSA.39.12	tetekelani kulila kwangu,
PSA.39.12	lekani kunyamala pamisozi yangu.
PSA.39.12	Pakuti ndine nyakubwela wanu,
PSA.39.12	nyakupita nanjila ninga azipayi wangu wentse.
PSA.39.13	Ndilekeni kuti ndiwoneko kukondwa,
PSA.39.13	ndinati ndachoka ndichizasaya kuwoneka pomwe.
PSA.40.1	Ndidayimila Chawuta namaso mawili,
PSA.40.1	adanditetekela adabva kulila kwangu.
PSA.40.2	Adandichosa mudindi liniwunga,
PSA.40.2	lina matope.
PSA.40.2	An'chita kuti minyendo yangu iyime pamwala,
PSA.40.2	achichita kuti nzayo zangu zikhazikike.
PSA.40.3	Adayikha nyimbo inyowani nkamwa mwangu,
PSA.40.3	nyimbo yakudumbiza kwa Mulungu wathu.
PSA.40.3	Azinji an'zawona achizagopa,
PSA.40.3	achizathemba na Chawuta.
PSA.40.4	Ali bwino munthu an'chita Chawuta, chikhulupililo chake.
PSA.40.4	Uyo ansaya kupatukila kwawakubzikuza,
PSA.40.4	kwaawo antayikila kumagunkha.
PSA.40.5	Imwe Chawuta Mulungu wangu, mwawandisa bzidabwiso bzanu,
PSA.40.5	nankhumbukila zanu kwayise,
PSA.40.5	palibe angalingane nayimwe!
PSA.40.5	Nin'zalalikila ndichizalewa,
PSA.40.5	m'bzizinji kuposa bziniwelengeka.
PSA.40.6	Ntsembe nampfupo mum'bzifuna lini,
PSA.40.6	koma imwe mwandipasa khutu lakufunguka.
PSA.40.6	Ntsembe zakutentha nantsembe zakupagali,
PSA.40.6	mulibe kubzikumbila.
PSA.40.7	Nakutenepo ine ndidati, “Yinde ndabwela,
PSA.40.7	mubhuku lamitemo mudanembewa nabzangu.
PSA.40.8	Ninkondwa kuchita kufuna kwanu, imwe Mulungu wangu,
PSA.40.8	ntemo wanu uli muntima mwangu.”
PSA.40.9	Ndidalalikila mafala yachipulumuso chanu,
PSA.40.9	mugunyenye likulu,
PSA.40.9	ndilibe kuphata milomo yangu,
PSA.40.9	imwe Chawuta mun'dziwa.
PSA.40.10	Ndilibe kubisa mafala yakulungama kwanu muntima mwangu,
PSA.40.10	ndidalewa-lewa nabzakukhulupilika kwanu, nachipulumuso chanu.
PSA.40.10	Ndilibe kubisa ntsisi zanu, nakukhulupilika kwanu kugunyenye likulu.
PSA.40.11	Lekani, imwe Chawuta kubweza chifundo chanu kuchoka payine,
PSA.40.11	Ntsisi zanu nakukhulupilika kwanu bzinin'chengeta nthawe zentse.
PSA.40.12	Pakuti kushupika kwandizungunuka, bziniwelengeka lini,
PSA.40.12	bzakuyipa bzangu bzandikulila,
PSA.40.12	ninkwanisa lini kuwona.
PSA.40.12	Bzidawanda kupita tsitsi lansolo wangu,
PSA.40.12	pomwe ndataya nantima wangu.
PSA.40.13	Chawuta kondwani nakundipulumusa,
PSA.40.13	Chawuta kulumizani kundithandiza.
PSA.40.14	Ngaanyazisiliwetu, pomwe azungayile!
PSA.40.14	Awo wentse ampsaga kutola umoyo wangu.
PSA.40.14	Abwezewe kumbuyo pomwe afumuliwe,
PSA.40.14	awo wanthu anfuna kundipweteka kwangu.
PSA.40.15	Ngaakankhamuke nathangwe lakunyazisiwa kwawo,
PSA.40.15	awo aniti payine, “Aha, aha!”
PSA.40.16	Awo wentse ankupsagani,
PSA.40.16	ngaasekelele pomwe akondwe mwayimwe,
PSA.40.16	awo anfuna chipulumuso chanu,
PSA.40.16	ngaapitilize kulewa kuti, “Chawuta ninkulu.”
PSA.40.17	Koma ine ndine mphayi, pomwe ninsaya,
PSA.40.17	Mfumu aninkumbuka.
PSA.40.17	Ndimwe thandizo langu nachipulumuso changu.
PSA.40.17	Lekani kuchedwa Mulungu wangu.
PSA.41.1	Ali bwino munthu aniyikhila nzelu kwawanthu wakushupika,
PSA.41.1	Chawuta animupulusa panthawe yakushupika kwake.
PSA.41.2	Chawuta animuchengeta achimulalamisa,
PSA.41.2	achikhala ali bwino padziko,
PSA.41.2	aniwalekelela lini kwaazondi wawo.
PSA.41.3	Chawuta animuthandiza panthawe yakuduwala kwake,
PSA.41.3	achimuchita kuti akhale ntano pakuduwala kwake.
PSA.41.4	Koma ine ndidati, “Chawuta ndikomeleni ntima,
PSA.41.4	ndipoleseni, pakuti ndidakutazilani!”
PSA.41.5	Azondi wangu anilewa-lewa nachizondo nabzangu achiti:
PSA.41.5	“Ko anifa lini kuti dzina lake linyangalike?”
PSA.41.6	Wentse am'bwela kuzandiwona anilewa mafala yapezi,
PSA.41.6	pomwe mumitima yawo achikumbuka bzakuyipa,
PSA.41.6	akayenda kunja aniyenda kabziwilikiza.
PSA.41.7	Wentse anin'zonda aniyenda achilewa kachete-chete nabzangu,
PSA.41.7	ampangana kushupika kwangu.
PSA.41.8	Aniti, “Chinthu chin'cheneka chamufikila,
PSA.41.8	an'chila lini pomwe.”
PSA.41.9	Ne shamwali yangu, yanin'themba, anidya chakudya changu,
PSA.41.9	wandisandukila.
PSA.41.10	Koma imwe Chawuta ndikomeleni ntima, mundisumuse,
PSA.41.10	pomwe kuti ndiwabwezelembo.
PSA.41.11	Mukatenepo nin'zadziwa kuti munkondwa nayine,
PSA.41.11	pakuti azondi wangu alibe kundikulila.
PSA.41.12	Muninthandiza mukukwana kwangu,
PSA.41.12	mundiyikhe patsogolo panu kwalini nalini.
PSA.41.13	Ngaadalisiwe Chawuta, Mulungu wa Izraeli,
PSA.41.13	kuchoka lini nalini kufika lini nalini!
PSA.41.13	Ameni! Ameni!
PSA.42.1	Ninga nyasa kutopa kwaan'chita madzi yamutukamadzi,
PSA.42.1	n'zimu wangu untopa, imwe Mulungu.
PSA.42.2	N'zimu wangu una nyota nayimwe Mulungu,
PSA.42.2	imwe Mulungu wamoyo.
PSA.42.2	Ko nin'zabwela lini kuzawona,
PSA.42.2	nkhope yanu Mulungu?
PSA.42.3	Misozi ndiyo chakudya changu, usiku namasikati,
PSA.42.3	Ntsiku yentse anin'bvunza kuti,
PSA.42.3	“Ko Mulungu wako ali kuponi?”
PSA.42.4	Ninkumbuka bzinthu bzimwebzi,
PSA.42.4	ndichithulula n'zimu wangu mwayine,
PSA.42.4	ndichiyenda nagunyenye lawanthu,
PSA.42.4	ndichiwantsogolela, kunyumba ya Mulungu
PSA.42.4	achichemelela achikondwa, achiyimba nyimbo zakutenda,
PSA.42.4	wanthu azinji achisekelela feshita.
PSA.42.5	Ko thangwe lanyi kukotama, iwe moyo wangu?
PSA.42.5	Thangwe lanyi kushupika nkati mwangu?
PSA.42.5	Dikhila Mulungu,
PSA.42.5	pakuti nin'zapeleka pomwe kutenda kwayiye,
PSA.42.5	chipulumuso changu.
PSA.42.6	Mulungu wangu.
PSA.42.6	Moyo wangu wakotama nkati mwangu,
PSA.42.6	nakutenepo nin'zakukumbukani kuchokela kudziko la Jorodhani, naku Herimoni, kuphili la Mizari.
PSA.42.7	Boo lin'chemelela kulinango boo, pakulilima kwamapopoma yanu yamadzi,
PSA.42.7	mabimbi namayape-yape yanu, bzandifuchila.
PSA.42.8	Chawuta aniwuza ntsisi zake masikati,
PSA.42.8	usiku niniyimba nyimbo yake,
PSA.42.8	pemphelo kwa Mulungu wawumoyo wangu.
PSA.42.9	Ninti kwa Mulungu, mwala wangu:
PSA.42.9	“Thangwe lanyi mwandiyebwa? Ko thangwe lanyi ninfamba ndichilila,
PSA.42.9	nathangwe lakupopondelelewa naazondi wangu?”
PSA.42.10	Nin'chita ninga ndina chilonda m'mabondo yangu,
PSA.42.10	azondi wangu akundinyoza achiti kwayine ntsiku yentse:
PSA.42.10	“Mulungu wako ali kuponi?”
PSA.42.11	Ko thangwe lanyi kukotama, iwe moyo wangu?
PSA.42.11	Thangwe lanyi kushupika nkati mwangu?
PSA.42.11	Dikhila mwa Mulungu,
PSA.42.11	pakuti nin'zapeleka pomwe kutenda kwayiye,
PSA.42.11	chipulumuso changu.
PSA.43.1	Ndilinganizeni Mulungu, ndiyimilileni mulandu wangu
PSA.43.1	kwawanthu ansaya kukhulupilika;
PSA.43.1	ndipulumuseni kwawanthu wachinyengo ansaya kulinganiza.
PSA.43.2	Pakuti imwe Mulungu ndimwe pakubisala pangu;
PSA.43.2	ko mwandilambilanyi?
PSA.43.2	Ko thangwe lanyi ninfamba ndichilila,
PSA.43.2	nathangwe lakupondelelewa naazondi wangu?
PSA.43.3	Tumilani kuwinika kwanu, nachadidi chanu,
PSA.43.3	lekani bzinditsogolele!
PSA.43.3	Lekani bzindibwezele pomwe kuphili lakuyela, kwamunkhala!
PSA.43.4	Pamwepo ine nin'zayenda kumbuto yakupelekela ntsembe ya Mulungu,
PSA.43.4	kwa Mulungu kukondwa kwangu kwene-kwene;
PSA.43.4	Pomwe nin'zakudumbizani nantolilo,
PSA.43.4	imwe Mulungu, Mulungu wangu!
PSA.43.5	Ko thangwe lanyi kukotama, iwe moyo wangu?
PSA.43.5	Thangwe lanyi kushupika nkati mwangu?
PSA.43.5	Dikhila mwa Mulungu,
PSA.43.5	pakuti nin'zapeleka pomwe, kwayiye chipulumuso changu, pomwe Mulungu wangu.
PSA.44.1	Mulungu, tidabva namakutu yathu,
PSA.44.1	bzaakhatiwuza makholo yathu;
PSA.44.1	Bzinthu bzamudachita,
PSA.44.1	muntsiku zawo, muntsiku zakale;
PSA.44.2	pomwe imwe najanja lanu mudaatolela dziko wamishowo,
PSA.44.2	mudaabzala m'mwemo;
PSA.44.2	Mudacheneka mishowoyo,
PSA.44.2	koma makholo yathu mudaatsudzula.
PSA.44.3	Wanthu wanu alibe kutola madziko yamweyo nabhemba lawo,
PSA.44.3	panango kubzichiza najanja lawo;
PSA.44.3	Koma najanja lanu ladidi, nam'phamvu zajanja lanu,
PSA.44.3	pakuti muniwafuna.
PSA.44.4	Pakuti imwe ndimwe mambo wangu na Mulungu wangu,
PSA.44.4	lekani Jakobho awone chipulumuso!
PSA.44.5	Mwayimwe tinkunda azondi wathu,
PSA.44.5	mudzina lanu timponda-ponda antimukila.
PSA.44.6	Pakuti nin'themba lini utati wangu,
PSA.44.6	pomwe bhemba langu linin'chiza lini.
PSA.44.7	Koma imwe mudatichiza kwaazondi wathu,
PSA.44.7	pomwe muchinyazisa antizonda.
PSA.44.8	Mulungu tinsamwa mwayimwe ntsiku yentse,
PSA.44.8	tichipeleka kutenda kudzina lanu kufika lini nalini. Selah.
PSA.44.9	Koma imwe mwatitaya, mwatifumula;
PSA.44.9	mulibe kuyenda nawankhondo wathu.
PSA.44.10	Mudachita kuti tithawe azondi wathu,
PSA.44.10	pomwe awo antizonda adatipambila bzentse bzatikhanabzo.
PSA.44.11	Mudachita kuti tikhale chakudya ninga mabila,
PSA.44.11	muchitimwaza nkati mwawanthu wamishowo.
PSA.44.12	Mudagulisa wanthu wanu nantengo wapantsi kwene-kwene,
PSA.44.12	ne kulewambo ntengo wapadzulu.
PSA.44.13	Mudatichita chinthu chin'nyantsa kumadziko yakhali pafupi nayise,
PSA.44.13	tidanyozewa tichisekewa nawentse adatizungunuka.
PSA.44.14	Mudatichita fala lamanyozo kumishowo ikhali pakati pathu,
PSA.44.14	chiseko kwawanthu wentse.
PSA.44.15	Ntsiku yentse kunyala kuli patsogolo pangu,
PSA.44.15	nkhope yangu yadzala namanyazi,
PSA.44.16	kuchokela kwawanthu wakundinyoza achindiseka,
PSA.44.16	nathangwe laazondi wangu nakubwezela.
PSA.44.17	Ibzi bzentse bzatifikila,
PSA.44.17	koma ise tilibe kukuyebwani,
PSA.44.17	panango kuphwanya chibvano chatidachita nayimwe.
PSA.44.18	Mitima yathu ilibe kukulinzani ngoto,
PSA.44.18	nzayo zathu zilibe kuchoka munjila yanu.
PSA.44.19	Koma imwe mudatiphwanya-phwanya pakati pabzilombo,
PSA.44.19	mudatigwanila nan'thunzi wayimpfa.
PSA.44.20	Peno tidayebwa dzina la Mulungu wathu,
PSA.44.20	panango kupfuthula manja yathu kwaamilungu wachilendo,
PSA.44.21	ko Mulungu saakhadabzisokolola?
PSA.44.21	Pakuti iye an'dziwa bzakubisika bzamuntima mwathu.
PSA.44.22	Nathangwe lanu ise tikuphewa ntsiku yentse,
PSA.44.22	kuchitiwa ninga mabila yanfuna kuphewa.
PSA.44.23	Mfumu wangu, lamukani! Thangwe lanyi mukugona?
PSA.44.23	Lamukani! Lekani kutitayilatu!
PSA.44.24	Thangwe lanyi mukubisa nkhope yanu?
PSA.44.24	Ko thangwe lanyi mukuyebwa kudzudzika kwathu, nakupondelelewa kwathu?
PSA.44.25	Pakuti moyo wathu wakotamisiwa pantsi mupfumbi,
PSA.44.25	mimba zathu zamamatila pantsi.
PSA.44.26	Sumukani thandizo lathu!
PSA.44.26	Pomwe tipulumuseni thangwe lantsisi zanu!
PSA.45.1	Ntima wangu watokonyewa namafala yanu yabwino,
PSA.45.1	paninilewa mabasa yangu kwamambo,
PSA.45.1	lilimi langu lininga chakunembesa chanyabezi wakunemba.
PSA.45.2	Pakuti imwe ndimwe wakukoma nkhope kupita wanthu wentse,
PSA.45.2	kukoma ntima kun'choka kwathululiwa pamilomo yanu,
PSA.45.2	nakutenepo Mulungu adakudalisani kufika lini nalini.
PSA.45.3	Imwe wakukunda pakatilani bhemba n'chuno mwanu,
PSA.45.3	pakuti ndilo linkupasani ukulu nandemela.
PSA.45.4	Muwukulu wanu, kwilani muyende mukunde,
PSA.45.4	muchadidi nakulinganiza,
PSA.45.4	janja lanu ladidi lichite bzinthu bzin'gopsa.
PSA.45.5	Misewe yanu niyakuthwa, impita
PSA.45.5	mumitima yaazondi wamambo,
PSA.45.5	wanthu an'gwela pantsi panu.
PSA.45.6	Mpando wawumambo wanu, imwe Mulungu um'mala lini kufika lini nalini.
PSA.45.6	Mphsimbo yanu yawumambo nimphsimbo yakukonkholoka,
PSA.45.7	munfuna kulungama muchizonda chakuyipa.
PSA.45.7	Nakutenepo Mulungu, Mulungu wanu adakudzodzani,
PSA.45.7	namafuta yakukondwa padzulu paanzanu.
PSA.45.8	Bzentse bzakubvala bzanu bzikununkhila Mula, nakhodzogo na Akasiya,
PSA.45.8	ankukondwesani namagitale m'mizinda idakonzewa nanyanga zanzou.
PSA.45.9	Wana wachitsikana wazimambo ali pakati paakazi wakulemekezeka,
PSA.45.9	mambokazi adayima kum'mbali yajanja ladidi,
