MAT.1.1	Ísu Káráísitini akúníꞌo uráan-aai. Ísun-aíwáꞌná Téfítin-iye. Téfítin-aíwáꞌná Émbaramun-iye.
ACT.21.39	Póro séna Yúndaa-waasi úne. Kesinó kembá Sírísiyaa-marafaꞌa Táásási-naopaꞌa óraaꞌ-naopaꞌa masínkaraiye simásuwena séna moórá-aai simátimenae súwana 
ACT.21.40	óraako séna énifo miyán-uwo súwana Póro ontará-káráákáꞌá ména aseráíyantafena ayáámba mósá tuwéna séna kemó senda-ááí ísáaro súwasa asérówana Yúndaa-waasi-taaifinkemba
ACT.21.40	Ípúru-taaifinkemba simátímakaiye.
ACT.22.1	Póro simátimena séna kesífárawaisai kesifoísáíyo maanááímó simásínkáámba anondáá sénaumpo ísáaro séna 
ACT.22.2	Ípúru-taaifinkemba súwasa miwí tááifinken-aai pósa isésa asékésa wenáái kaweꞌ-úmai ísówana Póro séna 
ACT.22.3	kemá Yúndaa-waasi úne. Kesinó Sírísiyaa-marafaꞌa Táásási-naopaꞌa masinkówaꞌa óraaꞌa éꞌa Yérúsaremufaꞌa Kámérierimo úpaꞌa taméraawanana kentáá síwáꞌnáti ámáámba fasiꞌámai simásímaꞌmaena iyáiye. Maankáꞌó méraan-kwaasimo Maníkóntáfésamo fasiꞌámai méraantemba Maníkón-aai fasiꞌámai métaꞌotokaumne. 
ACT.22.4	Ísuni aampaꞌó kun-kwáásí sáwíꞌa uwátinkeꞌa tafisímaeꞌa ándáfaꞌa aare-waaí mátínkaraumne. 
ACT.22.5	Ááéma aifaꞌ-ámáán-káwáágówé ámáán-oraaꞌ-waasiye aúfái simésa Támásikasi-naopaꞌa Yúndaa-waasi maimaé mátimuwo suwaꞌá Ísuni aampaꞌó kun-kwáásí kotíꞌmaeꞌa Yérúsaremufa ándáfaꞌa mátinkanae séꞌa Támásikasi-naopaꞌa kuráumne. Ááémo mináúfáímó símakaan-kwaasi kotísai eꞌo éꞌa kentáfésa éraiꞌa siyé seró.
ACT.22.6	Énifo aampaꞌá wémeꞌa Támásikasi-naopaꞌa ewaaꞌá kówánana wááwái wíyómpakemba sáma aafáyáuraan-tantaaꞌa tuwówana kuména súgáyáagaya úwaꞌa 
ACT.22.7	marapáꞌá tanaa fááwánana aaigó aantemba isááwánana sáántena séna Sóroo nóra séwa kembá sáwíꞌa ónó súwaꞌa 
ACT.22.8	emá nááwa sénó séwánana kemá Násaretifakewi Ísu únama sáwíꞌa wéuwasinkaane súwasa 
ACT.22.9	keséꞌo méron-kwaasi sáma awánésa simásimun-aai ímba kaweꞌ-úmai ísówaꞌa 
ACT.22.10	áísai eꞌa séꞌa Fasiꞌaénkóo kemá nóra ónaumno séwánana Fasiꞌaénkó séna íyáfasine Támásikasi-naopaꞌa winaná moóráwigo Maníkómó embó ámakain-kisau-aai simámino súwana 
ACT.22.11	ságo súgáyáagaya úwaꞌa ímba awánááwánasa keséꞌo nún-kwaasi siyáán-toꞌmaesa Támásikasi-naopaꞌa kuráawe.
ACT.22.12	Kuwaná moóráwigon-awiꞌa Ánánáyasi Maníkón-aaisafena fasiꞌámai ména kentáásí ámáámba isówasa Yúndaa-waasi Támásikasi-naopakewi wenáwíꞌo mósá márówi 
ACT.22.13	kempáꞌá téna ewaaꞌá taména séna Sóroo kesí waásiyo. Anekaꞌá kaweꞌ-úmai aúramba awánáínone súwaꞌa minúwóíyáámbá súramba awánamai kaweꞌá ówánana 
ACT.22.14	séna kentáá síwáꞌnási Fasiꞌaénkó embó íyáfasinankaintafe wení imáyáa arááíwáínone. Wení kawe-kísáú-wáásí awáné wenáái iséma ónda po wenáái arááíwáínone. 
ACT.22.15	Awánáánda-tantaaꞌe isáándawe seyaafáꞌ-wáásí simátímaꞌmae nínone. 
ACT.22.16	Ímba úwoimo máínda íyáfasine Fasiꞌaénkó Ísumba áántenana ení sáwí-imayaa maiyauwáína Ísuntafe ísámai nombá mauwó Ánánáyasi simásimuwaꞌa miyá uráumne.
ACT.22.17	Miyá éꞌa kouweréꞌa Yérúsaremufa taméꞌa
ACT.22.17	óraaꞌ-amaan-daumpaꞌa Maníkómpáꞌá inaí wéseꞌa kaainkáámbá awánááwánana 
ACT.22.18	Fasiꞌaénkó simásimena séna Yérúsaremufaꞌo méraan-kwaasi kesáái simátímínasa ímba kaweꞌ-úmai isánááfo minúwóíyáámbá íyáfasine maankáꞌá tuwaaó Fasiꞌaénkó súwaꞌa 
ACT.22.19	Fasiꞌaénkóo ámáán-daumpimpaꞌa wéneꞌa enááisafesa timankúnkúmbo on-kwáásí taꞌótoꞌmai tínkambai tafisímaeꞌa ándáfaꞌo mátíyukaunda éꞌa suwánaraawe. 
ACT.22.20	Sítífeni enááimo simátímakaiwaimba tufúnkaꞌa kemá méꞌa sirunkó kaweꞌá úwaꞌa tufún-kwaasiti paákákén-únánkwátóiyaꞌa káráwiyaawanasa tufúwana pukáiye séwánana 
ACT.22.21	Fasiꞌaénkó séna aiꞌmáráana íyáfasine némpaꞌa fíꞌonkaa-waasi kesáái simátímaꞌmae núwo
ACT.22.21	Fasiꞌaénkó siyáiye Póro siyáiye.
ACT.22.22	Póro súwasa ánaaembo sún-aaisafesa aaisambá sésa óraakaꞌ-oraakaꞌa sésa tufuwíyana puwíno. Miyán-kwáásí ímba maambáráfáꞌá mérainiye 
ACT.22.23	óraakaꞌ-oraakaꞌa sésa miwítí unáánkwátói faúkésa oférófé ésa ofaí káúresa óipaꞌa tuwésa uwaná 
ACT.22.24	Rómu-oraako
ACT.22.24	i-wáásísáféna séna áíꞌmaeꞌa kentí naaúmpaꞌa íyóro súwasa miyá uwaná séna Póromba áwiyonkuꞌ-newana Yúndaa-waasi-taaigoni áwáu sínata ísáano súwasa 
ACT.22.25	Póromba ándásamba káráꞌuwankesa áwiyonkuꞌ-nánae sésa uwaná i-wáásítí kawáágó mérowana Póro wentáféna séna kemá Rómu-waasiti aúfáí-wandaai tokáundawi úmpo ímbo sísai ombá aaifimbó maisinkésamo súwiyonkuꞌ-nánae-imayaamo ombá ámáámba taraisésa uwófíꞌa ónááfo ímba úwoi súwiyonkuꞌ-nánááwe Póro súwana 
ACT.22.26	iséna wení óraakomba kosimámena séna minkwáásígó Rómu-waasiti aúfáí-wandaai tokáiwaimban-ifo nóra ónaumno súwana 
ACT.22.27	óraako iséna Pórompaꞌa téna séna Rómu-waasiti aúfáí-wandaai tokáano súwana ewé súwana 
ACT.22.28	óraako séna kemá óraaꞌ-ontamba tuwéꞌa mináúfáí-wándááí maimái tokáumne súwana Póro séna kesifo tokáimba póꞌa kewáráꞌá úwoi tokáumne súwasa 
ACT.22.29	áwiyonkuꞌ-nánaemo sun-kwáásí minááí isésa némpaꞌa kuwaná óraakowaraꞌa áátafena éna séna Rómu-waasiti aúfáí-wandaai tokáiwaimbo káráꞌumankaunda sáwíꞌa úne séna áátafena uráiye.
ACT.22.30	Áátafena éna aafáyáaraꞌa óraako séna Yúndaa-waasi Pórombo simánkáán-aaigoni áwáu síyaꞌa isánae séna óraaꞌ-amaan-kisau-waasiye ámáán-oraaꞌ-waasisafena séna túwaandu oro séna i-wáásísáféna Póro ayáámpinken-anda faútúwáaro súwasa faútúwówana áíꞌmaena túwaandu urónkaꞌa máánkaraiye.
ACT.23.1	Máankowana Póro ámáán-oraaꞌ-waasi kááꞌa túfífaena séna kesí waásisono. Kemá ááéwara káféꞌwaraꞌa Maníkón-aúrankaꞌa kaweꞌ-úmai méꞌa moórá-tantaaꞌa sirunkó ímba umbaí wétaiye súwana 
ACT.23.2	aifaꞌ-ámáán-káwáágón-áwíꞌa Ánánáyasi wemá Póroni ewaaꞌó mérowisafena séna óiꞌa turáráaro súwasa miyá uwaná 
ACT.23.3	Póro wentáféna séna empímbá sáwí-imayaa wéraimba póna Maníkó embá tufuwíníye. Emá méma imáyáa éma ámáámba arááíwaꞌmai aaifimbá ankáúmne sémpo minámáámbá taraisé óiꞌa turáráaro sénasa sóiꞌo turáráámba ámáámba taraisóne Póro súwasa 
ACT.23.4	wení ewaaꞌó mérowi sésa Maníkóní aifaꞌ-ámáán-káwáágómbá símai sáwíꞌa wéuwankaane suwaná 
ACT.23.5	Póro séna aifaꞌ-ámáán-káwáágó iyémó sewaꞌó isékaa ímba minááí súsino. Maníkón-aai aúfáífimba agaimaréna séna kentí waásiyaꞌo káráwiyewi ímba símai sáwíꞌa uwánkáaro agaimaréna siyáimba isaꞌá sáwíꞌa úne Póro siyáiye.
ACT.23.6	Póro simásuwena ámáán-oraaꞌ-waasi tuwánéna imáyáa éna tuwímbai Sátúsi-amaamba sésa púwómpinkemba ímba íyáfasinanaawe-aai sen-kwáásí owasá tuwímbai ámáán-kawaa-waasi owé-ímáyáá éna óraaka séna kesí waásisono. Kesifomá ámáán-kawaa-waasigo éna kembó masínkaraimba kemá ámáán-kawaa-waasi úne. Maníkó pukén-kwaasi íyáfasintinkainiyemo siyáunda-aaisafeꞌa káféꞌa aaifimbá maisínkááwe Póro simátimuwasa 
ACT.23.7	isésa ámáán-kawaa-waasi Sátúsi-amaambo sun-kwáásí keíyái aaisambá símai tuwínkaaꞌ-uráawe. 
ACT.23.8	Sátúsi-amaambo sun-kwáásí Maníkó pukén-kwaasimo íyáfasintinkainda-aaisafesa karoꞌ-ááín-iye sésa Maníkóní kísau-waasi wíyómpakewi ímba méraawe sésa waási timambá ímba wéraiye suwasá ámáán-kawaa-waasi sésa Maníkó pukén-kwaasi íyáfasintinkainiye. Maníkóní wíyómpaken-kisau-waasi méraawe. Waási timambá wéraiye suwasá minááísáfésa tuwínkaaꞌ-ésa 
ACT.23.9	aaisambá sésa ámáán-kawaa-waasifinkemba ámáámbo sun-kwáásí íyáfasinesa óraaka sésa kesáámó awánáúndasa Póro ímba sáwíꞌa wéifo Maníkóní kísau-waasigowa wembá simámakai moóráwigo wíyómpakewiya wembá simámakaiyo. Ínta isáúmne suwasá 
ACT.23.10	aaisambá óraakaꞌ-oraakaꞌa siyáawe.
ACT.23.10	Aaisambá óraakaꞌa suwaná i-wáásítí óraako séna Póromba aaisambá aéésa tafisíyapaꞌa aíyayaamba tawíyófainifo i-wáásísáféna séna waásiti afufumpimbá koméꞌa koáíꞌmaeꞌa kentí naaúmpaꞌa íyóro súwasa miwítí naaúmpaꞌa móankaraawe.
ACT.23.11	Móankowana mindóꞌwáámbá Fasiꞌaénkó Póroni ewaaꞌá kumbaéna séna fasiꞌámai mé kentáfé Yérúsaremufaꞌa simátímakaantemba Rómu-naopaꞌa kosimátiminone Fasiꞌaénkó siyáiye.
ACT.23.12	Súwasa aafáyáaraꞌa Yúndaa-waasi tuwímbai túwaandu ésa Póromba tufuwíyan-aai sésa tufútuweta tóné nonésá nánaumpo ímbo tufuwéta tóné nonésá ínta nánaumnemo óraakaꞌo 
ACT.23.13	sun-kwáásí kaeꞌ-wááí-wáásí mésa sésa 
ACT.23.14	óraaꞌ-amaan-kisau-waasiye óraaꞌ-waasiye kosimátimesa sésa túwaandu éta óraaka séta Póromba tufútuweta tóné nonésá nánaumpo ímbo tufuwéta tóné nonésá ínta nánaumne. 
ACT.23.15	Miyáumai ámáán-oraaꞌ-waasiye Rómu-oraakontafeꞌa karoꞌá kosimáme séꞌa Póromba áíꞌmae kempátá tinatá áísai úmai minááígóní áwáusa isánae sewé kosimámeꞌa seró. Minááí isésamo aampaꞌó áíꞌmaesamo tíyata tufuwónáísaiye siyáawe.
ACT.23.16	Suwaná Póroni ámánaakon-ááninko tufuwíyan-aaimo sumbá iséna awaantanténa i-wáásítí naaúmpaꞌa iyéna Póromba minááí isimámuwana 
ACT.23.17	iséna i-wáásítí kawáágómbá áántena séna miwámbá áíꞌmae óraakompaꞌa winaná moórá-aai kosimámino súwana 
ACT.23.18	áíꞌmaena óraakompaꞌa wéna séna ándáfaꞌo imérain-kwaasigon-awiꞌa Póro sáántena séna minífóꞌá áíꞌmae óraakompaꞌa winaná moórá-aai simámino sisaꞌá empáꞌá áíꞌmae túne súwana 
ACT.23.19	óraako miwámbá ayáán-toꞌmaena ímbo waásimo méron-aempaꞌa ánkarena áísai ena séna nóran-aaiyaꞌiyo sinaꞌá ísáano súwana 
ACT.23.20	miwá simámena séna Yúndaa-oraaꞌ-waasiye ámáán-oraaꞌ-waasiye moórá-aai sésa aafáyáaraꞌa empáꞌá iyésa karoꞌá isésa Póromba áíꞌmae kempátá kumínata áísai úmai minááígóní áwáusa isánae karoꞌá isénááwe. 
ACT.23.21	Miwí táái ímba isaaó. Kaeꞌ-wááí-wáásí óraaka sésa Póromba tufútuweta tóné nonésá nánaumpo ímbo tufuwéta tóné nonésá ínta nánaumne sésa aúpáꞌá aampaꞌá káráwiyesa miwí tááisafe ewé sínono sésa káráwiyaawe. Mindásafe miwí táái ímba isaaó. Minífókó óraakomba miyá simámuwana 
ACT.23.22	iséna séna simásimenda-aai ímba fíꞌon-kwaasi simátime óraakomba simámakaumne ímba siyó séna aiꞌmákaiye.
ACT.23.23+ACT.23.24	Minífókómbá aiꞌmaréna i-wáásítí kawáágónkáí táántowasarai tuyaná séna káféꞌ-noꞌwaamba Póromba áíꞌmaekai Sísááríyaa-naopaꞌo kámáni-oraakompaꞌa múauwaakaiyo. Sáwífaꞌ-i-waasi 200 i-waasi toꞌmayaa íyasa tuwímbai-waasi ósifinkaꞌo nón-kwaasi 70 waasi toꞌmayaa íyasa sáwífaꞌa 200 waasi paepáéꞌo tokáan-kwaasi toꞌmayaa íyaꞌa Pórombo ayááꞌmaenamo wínda-osi toꞌmayaa uwánkeꞌa káféꞌ-noꞌwaamba Póromba kaweꞌ-úmai káráwimai áíꞌmaeꞌa kámáni-oraakon-awiꞌa Fíríkísimpaꞌa múauwaaro séna 
ACT.23.25	aúfái agaéna maará simámena séna 
ACT.23.26	kentáásí óraaꞌ-waasi Fíríkísiyo isaaó. Kemá Kóróndíyasi-Rísíyaasi káriꞌ-aai simámenaumpo isaaó. Kaweꞌ-úmaiya méraano. 
ACT.23.27	Yúndaa-waasi minkwáásígón-áwíꞌa Póromba taꞌótokesa tufuwíyanesa owaꞌá Rómu-waasiti aúfáímo tokáin-kwaasigo isaꞌá iséꞌa Yúndaa-waasi tiyáámpinkemba tafisímai kesí
ACT.23.27	i-wáásí tiyáámpimba tinkáúnasa áíꞌmaesa migowé. 
ACT.23.28	Minkwáásígómbó simánkén-aai isánae séꞌa áíꞌmaeꞌa miwítí óraaꞌ-waasifaꞌa kunkáumne. 
ACT.23.29	Ímba sáwíꞌa uráifo miwítí ámáán-aaigomo intáfésa simánkaraawe. Kemó ándáfaꞌo auwéꞌo tufúwónanamo puwínda ímba moórá-tantaaꞌa uráiye. 
ACT.23.30	Yúndaa-waasi tuwímbai tufuwíyan-aai sewaꞌá iséꞌa empáꞌá aiꞌmáráanasa áíꞌmaesa kumónááwe. Wembó simánkaraan-kwaasisafeꞌa simátime séꞌa wembó aaifimbó maénkáán-aai enaúrankaꞌa símai kaweꞌán-oro. Mináúfáífímbá agaimaréna siyáiye.
ACT.23.31	Agaimaréna súwasa i-wáásí simátimuntemba miyá ésa mindóꞌwáámbá Póromba áíꞌmaesa wémesa Ántípátirisi-naopaꞌa kunkwaésa 
ACT.23.32	aafáyáaraꞌa i-wáásí marapáꞌó kun-kwáásí kunuwerésa miwítí naaópaꞌa íyúwasa ósifimbo nún-kwaasi Póromba áíꞌmaesa 
ACT.23.33	wémesa Sísááríyaa-naopaꞌa ósifinkemba marapáꞌá kumbaésa mináúfáí óraakomba múamesa Póromba aúrankaꞌa múankowana 
ACT.23.34	mináúfáí toráumai iséna Pórontafena séna emá náám-barafaken-kwaasiyaꞌono súwana Póro séna kemá Sírísiyaa-marafaken-kwaasi úne súwana iséna 
ACT.23.35	énifo aaimó simánkaraan-kwaasi kumíyaꞌa isánaumne séna wení waásisafena séna Érotimo uráin-daumpa máánkareꞌa kaweꞌ-úmai káráwiyoro súwasa miyá uráawe.
ACT.24.1	Káráwiyuwasa séfataase-noꞌwaamba waésa aifaꞌ-ámáán-káwáágón-áwíꞌa Ánánáyasiye óraaꞌ-waasiye Póromba aaimó simánkénesa Sísááríyaa-naopaꞌa Fíríkísimpaꞌo kúmúmba moóráwigo ámáámba kaweꞌ-úmaimo isón-kwaasigon-awiꞌa Tétárasi weséꞌa Fíríkísimpaꞌa kumbésa 
ACT.24.2	Póromba áántowana túwana Tétárasi aaí simánkena óraakomba símai arumbá faiyaréna séna kentáásí óraakoo kaweꞌ-ímáyááwáráꞌ-wáásí po kaweꞌ-úmai káráwiyonata ayáátáákaꞌa aáno úmaisa méraumne. Ení imáyáafinkemba kaweꞌ-úmai súwaꞌnai ónata maéꞌéúndasaaniye. 
ACT.24.3	Kesáá naaóꞌ-naoꞌo méraunda-waasisa aasiyaasi-kánáá entáféta aamoisá wéune. 
ACT.24.4	Ímba ayáátááꞌ-aai sénaumpo embá awesaraí ifáínifo ampáán-ááí sénaumpo usúkáꞌmai isaaó. 
ACT.24.5	Maankwáásígó aoisaambá wimái seyaafáꞌ-máráfáꞌá wénena Yúndaa-waasi símai tirumbá faiyáráísasa Násaretifakewini aampaꞌá arááíwaesa owaná miyámó on-kwáásítí aifarááwí éna miyá wéiye. 
ACT.24.6	Miyá éna fíꞌonkaa-waasi áíꞌmaena óraaꞌ-amaan-daumpaꞌa móankaraisana ména sáwíꞌo uráintafeta maankwáásísá taꞌótoketa kentáásí ámáán-oraaꞌ-waasifaꞌa aaí simánkanae únansa 
ACT.24.7	i-wáásítí óraakon-awiꞌa Rísíya kuména kusínkambaisa siyáámpinkemba Póromba kunáíꞌmaena iména 
ACT.24.8	simásimenasa séna empáꞌá másénááwe sisatá wégumune. Maankwáásígómbó áísai inanamó éna aaifimbó maénkaraunda-aai wemá sína seyaafáꞌ-ááí isaaó Tétárasi súwasa 
ACT.24.9	Yúndaa-waasi wembá áwaꞌnai esa minááímó simbá éraiꞌ-aai siyé siyáawe.
ACT.24.10	Suwaná kámáni-oraako aúwááméꞌa éna Pórontafena e siyó súwana Póro séna emó káráwiyonda ayáátáákaꞌa aatáí maisuꞌmaé iyáanda póꞌa enaúrankaꞌa anondáá ke aaimó sendasáféna sirunkó aamoí wéiye. 
ACT.24.11	Maníkóntáféꞌa imáyáa éꞌa wenáwíꞌo mósá maráúndasafeꞌa Yérúsaremufa iméꞌa siyáánkai úmai kaeꞌ-nóꞌwáámbá taíꞌáraifo tuwímbaimo tísai inasá éraiꞌa siyé sénááwe. 
ACT.24.12	Óraaꞌ-amaan-daumpaꞌe káriꞌ-amaan-daumpimpaꞌe máápaꞌe ímba aaisankáámbá séꞌa ímba waási símai tiyáí-ááímó siyáunda Yúndaa-waasi suwánaraawe. 
ACT.24.13	Kembó simásínkáámba karoꞌá sefó minááígóní áwáu ímba wéraiye. 
ACT.24.14	Aforaꞌá ke simámenaumne. Ísuni aampaꞌá wéweꞌa kentáá síwáꞌnáti Maníkón-ímáyáá éꞌa áwíꞌa mósá maráúnasa Ísuni aantafésa maankwáásísómbá sésa karoꞌ-ámbán-iye wésewe. Móseseni ámáámba iséꞌa Maníkón-aaimo simátímakowi agaimakáan-aai iséꞌa éraiꞌe súne. 
ACT.24.15	Miwí sésa Maníkó seyaafáꞌnánká sáwí-waasiye kaweꞌ-wáásíyé pukémpinkemba íyáfasintinkainiye sésamo amuꞌmáráántemba kemá miyá wéune. 
ACT.24.16	Mindásafeꞌa kesí imáyáafimba sáwíꞌan-ifo séꞌa Maníkón-aúrankaꞌe waási túrankaꞌe kaweꞌ-úmai méraumne.
ACT.24.17	Énifo fíꞌo-fiꞌom-barafaꞌa wéneꞌa tuwímbai-aatai maisuwéꞌa Yérúsaremufaꞌa kesí waási ímbo tómbó makáan-kwaasi óntamba timéꞌa Maníkóntáféꞌa ísámai póíꞌo ondasáféꞌa iyáumne. 
ACT.24.18	Minkísáú wémaeꞌa Yúndaa-waasiti ámáámba ísámai kaweꞌó í-tántááꞌá uwásuweꞌa Maníkóntáféꞌa ísámai póíꞌo ondasáféꞌa óraaꞌ-amaan-daumpaꞌa iméraawanasa kempáꞌá sáwífaꞌ-waasi ímba taméresa aaimó símae kumbá Yúndaa-waasi suwánowasa 
ACT.24.19	tuwímbai Yúndaa-waasi Ésiyaa-marafaken-kwaasi mésa suwánaraawe. Sáwíꞌo uráanasamo suwánaresa enaúrankaꞌa simásínkáaro. 
ACT.24.20	Ámáán-oraaꞌ-waasifaꞌo méraawandaraꞌo sáwíꞌo uráanasamo suwánaresaraa moórá-aai aantemba sewisinó. Moórá-aai aantembo senkakaa isáásino. 
ACT.24.21	Ámáán-oraaꞌ-waasifaꞌo méraawandaraꞌa óraaka séꞌa Maníkó pukén-kwaasimo íyáfasintinkainiyemo siyáunda-aaisafesa káféꞌa aaifimbá maisínkááwe séwánasa kemó siyáunda-aaisafesa simásínkááwe
ACT.24.21	Póro siyáiye.
ACT.24.22	Súwana Fíríkísi Ísuni aampaꞌó kun-ááí éꞌa ísarena séna i-wáásítí óraakon-awiꞌa Rísíya kumínaꞌa maanááí ísámai kaweꞌá ónáífo koró simásuwena 
ACT.24.23	Póromba káráwiyowintafena séna ándáfaꞌa kaweꞌ-úmai káráwiye ímba aíyayaankaꞌo káráꞌumarenda ímbo wemó makáinda-tantaaꞌa wení waásimo áwaꞌnai ónae síyamo e úwoi ewé sinasá áwaꞌnai oro
ACT.24.23	Fíríkísi siyáiye.
ACT.24.24	Fíríkísi simásuwena ména tuwímbai-kanaa maisuwéna awaainímbá Yúndaa-ininkon-awiꞌa Túrúsíraamba áíꞌmaena taména Póromba áántowana téna séna Ísu Káráísitin-aaisafesa timankúnkúmbo un-ááígóní áwáu simátimuwasarai ísóyana 
ACT.24.25	Póro kaweꞌ-ááígóní áwáu séna miwí túraꞌo káráwiyiyan-aai séna Maníkó waásimo méraawini áwáumo tísai índa-aai súwana Fíríkísi ááꞌa úwana séna énifo waaó. Ánaaemba ímbo kísaumo wéraindaraꞌa áántanaiye séna 
ACT.24.26	imáyáa éna Póro ándáfaꞌa méyán-onaná faúsinkainkwae séna óntamba simínaꞌa faúꞌankanae-imayaa éna mindásafena aasiyaasi-kánáá Póromba áántowana túwasarai aaí símaesarai iyáaye.
ACT.24.27	Aaí símae íyúyana kaeꞌ-áátáí maisuwéna moóráwigon-awiꞌa Pósíyasi-Fésítasi Fíríkísin-anondaa kámáni-kisau íyámainda ampáámbá úwana Fíríkísi Yúndaa-waasi tirunkó kaweꞌá ínkwae séna Póromba ímba faúꞌánkaraifo úwoi ándáfaꞌa méraiye.
ACT.25.1	Póro ándáfaꞌa mérowana Fésítasi mináémpáꞌá Sísááríyaa-naopaꞌa taména kaumbo-nóꞌwáámbó tawaúmba minkákémbá Yérúsaremufaꞌa imérowasa 
ACT.25.2	Yúndaa-oraaꞌ-waasiye óraaꞌ-amaan-kisau-waasiye wempáꞌá tésa sésa Pórombo simánkaraundantenta anekatá simánkanae sésa 
ACT.25.3	súwaꞌnai esa Póromba kuaiꞌmárénana Yérúsaremufaꞌa iyíno. Minááímó sumbá tuwímbai aampaꞌá káráwiyesa tufíyan-imayaa ésa minááí suwaná 
ACT.25.4	Fésítasi séna Póro Sísááríyaa-naopa ándáfaꞌa méraiye. Kemá ampáánkáꞌá kumónaumpo 
ACT.25.5	kempínkémbá óraaꞌ-waasi keséꞌa kumésa Póro sáwíꞌo uráinda-aai síyaꞌa ísáano simásuwena Fésítasi 
ACT.25.6	afakaumboé-noꞌwaanaꞌi siyáánkai-noꞌwaanaꞌiyo waéna Sísááríyaa-naopaꞌa kumbéna aafáyáaraꞌa aaimó ísón-daumpaꞌa iména Póromba koáíꞌmae teró súwasa koáíꞌmaesa tuwasá 
ACT.25.7	Yúndaa-waasi Yérúsaremufakembo kúmúwai Póromba úkúresa mésa áúiyain-aai simánkówana 
ACT.25.8	Póro miwí táái anondáá simátimena séna kemá ímba Yúndaa-waasiti ámáámba taráíyeꞌa óraaꞌ-amaan-damba ímba sáwíꞌa éꞌa Rómu-kamani-waasiti ámáámba ímba taráíyaumne Póro súwana 
ACT.25.9	Fésítasi Yúndaa-waasi tirunkó kaweꞌá ínkwae séna Póromba áísai ena séna Yérúsaremufara íyínara simánkaraan-aai ísámai kaweꞌá ónaumno súwana 
ACT.25.10	Póro séna ímbaniye. Rómu-kamani-aifa-kawaagoni waási ómpo kesáái ísámai kaweꞌán-uwo. Yúndaa-waasiti ámáámba ímbo taráíyaunda éꞌa suwánaraane. 
ACT.25.11	Ámáámbo taráíyeꞌo sáwíꞌo úndarakaa tufuwónaemo sembá ímba aꞌáo súsino. Úwoi sínkamowisino. Simásínkáán-aai ímba éraiꞌ-aai póꞌa ímba iyónaumpo Rómu-kamani-aifa-kawaagompaꞌa konaná kesáái ísámai kaweꞌá íníye Póro súwana 
