GEN.1.1	Do nakapamarswaw ni Āpo Dyos so hanyit kan lobong,
ACT.1.12	Sinpangan na, do katayokaw no nawri, komnaro dana sa do dawri a tokon a mayngaran so Olibo, as kan naybidi sad Jerosalem. No kabawa na, ki nagistayan asa a kakilomitro. 
ACT.1.13	Do nakapakarapit daranaw do syodadaw, nangay sa do mamantohosaw a kwarton bahayaw a pagyanan da. Myan daw si Pedro, Juan, Santiago kan Andres, Pilipi kan Tomas, Bartolome kan Matchew, si Santiago a anak ni Alpeo, si Simon a mangis-ispal so kaidyan na, kan si Jodas a anak ni Santiago. 
ACT.1.14	Siraw nya, ki nasa dana sa a nāw da a naydaydasal kontodo siraw kadwanaw a mababakes kan si Maria a ānang ni Jesos kan siraw aādi naw a mahahakay.
ACT.1.15	Do nakapaypahabas no araw, naychipeh saw manganohed saw di Jesos, ki myan ngataw bidang da a asa gasot kan dadwa poho. Do dawri, naytēnek si Pedro do salapen daw, as nakabata na sya dyira a kāna, 
ACT.1.16	“Kakakteh ko, masisita a matongpal no myanaw do Masantwan a Tolas a iyaw inpatolasaw no Ispirito Santo di Āri Dabid do kaychowa paw a maynamot di Jodas iyaw nangidaolwaw siras nangayaw a nangtiliw di Jesos.
ACT.1.17	As si Jodas, ki oyod a asa rarayay namen a apostolis do nakarahan, ta tinongdo ni Āpo Jesos iya a nachipagsirbi dyamen.”
ACT.1.18	Komwan naparin di Jodas: No kwartaw a tangdan na do marahetaw a pinarin na, ki naosar a naigatang so tana. As maynamot do inawan na a mismo, ki nasday a naysasakeb, kan bomintak bodek naw kan minohtot chinayi naw. 
ACT.1.19	Iyaw nya dāmag, nalisto a nagwaras dyirad tawotawo saw do Jerosalem. Dawa, pinangaranan daw nawri a tana so “Akeldama” do chirin da. No chakey na batahen, ki “Tana a Nagatang Do Raya.”
ACT.1.20	Tinongtong ni Pedro naychirin a kāna, “Iyaw nya, ki intolas ni Āri Dabid do libro a Salmo:
ACT.1.20	‘Abo pakono tawo do bahay naw, kan abo pakono omyan daw.’
ACT.1.20	“Myan paw naitolas do Salmo a kāna,
ACT.1.20	‘Myan pakono omtadi sya do pagrebbengan naya.’
ACT.1.21+ACT.1.22	“Dawa, masisita a mamidi ta so asa a omtadi di Jodas tan myan machiraman dyamen a mangipaneknek so nakapagongaraya ni Āpo Jesos. Machita a iyaw tawowaw a nāw na minononot di Jesos do kayan na paw a nachirayay dyaten nakayapod nakapamonyagaw ni Juan a nandad nakahapaw sya no Dyos a yapo dyaten a naybidi do hanyit.” Nyaw binata ni Pedro.
ACT.1.23	Do katayokaw ni Pedro a naychirin, ki myan saw dadwa paypidyan da. No asa si Jose mana Josto a pinangaranan das Barsabas kan si Matias. 
ACT.1.24	Katayokan nawri, naydasal sa, “Āpo, chapatak mo an āngo myan do aktokto no tabo a tawotawo. Dawa, ipaboya mo dyamen an sino dyirad dadwayaw pidyen mo 
ACT.1.25	a machitadi di Jodas, ta tinadyichokodan naw rebbeng naw a asa apostol, as kan nakangay na do yanan naw a maikosto dya.”
ACT.1.26	Do nakatayoka daranaw a naydasal, nagbibinonot sa. Ki si Matias nabonot da a machirapa dyirad asa pohwaw kan asa a apostolis.
ACT.2.1	Do nakarapit naranaw no araw a Pentekostes,
ACT.2.2	Ki naychihat a nadngey daw akmas banerberaw no mayit a salawsaw a yapod hanyit a nangay dyira a nangapno so intīrwaw a bahay a naychipehan da. 
ACT.2.3	Sinpangan na, myan naboya da a akma saw asdeb no apoy a nasisyay kan tayisa sa domnina do katakatayisa dyira. 
ACT.2.4	Do dawri, napno sa do Ispirito Santo, kan insiknan na sa pinaychirin so matatarek a kapaychirin a dyi da ninanawo.
ACT.2.5	Ki do dawri, myan saw Jodyo a omyan do Jerosalem a yapod aro a matatarek a nasnasyon do lobongaya. As siraw nyaya a Jodyo, ki oyod a dayāwen daw Dyos. 
ACT.2.6	Ki do nakadngey dan tawotawo saw so napariparinaw daw, yangay da a chiniban. Nableg sa tabo do nakadngey daw siras manganohedaw a naychirin so chirinaw no katakatayisa dyira do nakayanakan daw a idi mana tana. 
ACT.2.7	Taywara naklat kan nasdaawan sa a naysin-iiyahes a kon da, “Aysa, āngo nya? Taga Galilya sabawriw nya tawotawo a maychiychirin? 
ACT.2.8	Ki āngo ta madngey no katakatayisa dyaten dyaw bokod na chirin a ichirichirin da? 
ACT.2.9	Myan saya dyaten dyaw taga Partya, Medya, kan Elam. Myan pa sayaw taga Mesopotamya, Jodya, kan Kapadosya. Ari pa sayaw yapod Ponto kan Asya, 
ACT.2.10	Prigya kan Pampilya, taga Egipto kan siraw yapwaya do Libya do masngenaw do Sirene. Myan pa saya dyaw taga Roma a 
ACT.2.11	Jodyo kan Dya-Jodyo a minonot do rilihyon no Jodyo. Myan pa sayaw kadwan dyaten a yapod Kreta kan Arabya. Ki madngey taya tabo do nakayanakan taw a chirin iyaw ibahebahey daya a maynamot do makaskasdaaw saya pinarin no Dyos!”
ACT.2.12	Malit sa naklat kan nariribokan, as naysin-iiyahes sad katakatayisa dyira, “Āngo chakey na batahen no nyaya?” 
ACT.2.13	Ki siraw kadwanaw dyira daw, insisyabak da a kon da, “Nabok saya as dawa!”
ACT.2.14	Do dawri, naytēnek sa Pedro kan siraw asaw a poho kan asa apostolis do salapen da, as nakapakalyak ni Pedro a nangibahey sya dyirad tawotawo saw a kāna, “Inyo a kapayngay ko a Jodyo kan inyo a tabo a omyan do dya Jerosalem, adngeyen nyo chakey kwaya ibahey dyinyo, ta ilawlawag ko an āngo naparinaya dya. 
ACT.2.15	Nabok sabaw nya tawotawo a akmas myan do aktokto nyo. Namna! Ari payad abo ālasnwebi sichamabekas!
ACT.2.16	Komwan aba, ta nyaw inpaipadto no Dyos di Propīta Joel a kāna,
ACT.2.17	‘Do panawdyan saya a araw, ki pengden ko sanchi a tabo tawotawo so yapod Ispirito ko tan makneb sanchi. As siranchiw anak nyowaw a mahahakay kan mababakes, ki mangipadto sanchis ipakatoneng kwaw dyira do tawotawo. Pagparmataen ko sanchiw babbarwaw, as paytayenepen ko sanchiw mangalkemaw.
ACT.2.18	Komwan sanchiw pachirawatan saw a mahahakay kan mababakes a magsirbi dyaken. Do dawri sanchi a araw, pengden konchi dyiraw yapod Ispirito ko. As maynamot do panakabalin no nya Ispirito a myan dyira, ki ipadto danchiw ipakatoneng kwaw anchi dyira.
ACT.2.19	Mapaboya konchis makaskasdaaw do hanyit, as kan aran do tanaya, myan anchiw pangilasinan a raya, apoy, kan matokpoh a ahob.
ACT.2.20	Maysarinchiw araw, as kan manyibayanchiw bohan a akmay raya sakbay no mabīlegaw kan makaskasdaawaw a araw a kangay no Āpo.
ACT.2.21	Aran sinonchi a manawag di Āpo so kāsi na dya, ki maisalakan anchi.’”
ACT.2.22	Tinongtong ni Pedro naychirin, “Inyo a kapayngay ko a kapotōtan ni Israel, adngeyen nyo nyaya chirin ko. Malawag a maboya a si Jesos a taga Nasaret, ki oyod a tinoboy ni Āpo Dyos. Ta maynamot do panakabalin no Dyos, pinarin sa ni Jesos makaskasdaawaya a milagro kan pangilasinan. Chapatak nyo saw nya, ta naparin sa do omdibon nyo, as kan myan sa dyinyo dya sichangori iyaw mismo a nakaboya sya. 
ACT.2.23	Si Āpo Dyos a mismo nangikeddeng, kan iyaw akin panggep do kaychowa pa a naiparawat si Jesos dyinyo, as kan oyod a inpadiman nyo dyirad marahet saya a tawotawo do nakaipailansa nyo sya do kros. 
ACT.2.24	Ki pinagongar ni Āpo Dyos, kan winayawayaan na do panakabalin no kadiman, ta polos a maparin aba pagpeten no kadiman. 
ACT.2.25	Ta nyayaw inpadto ni Āri Dabid a maynamot dya a kāna,
ACT.2.25	‘Pirmi kwa maboya si Āpo ko. Iya, ki myan do kawanan ko tan dya kwa mariribokan.
ACT.2.26	Maynamot do dyaya, masoyot ako, as kan chasoyot ko naymo a dayāwen. On, myan rakoh a kapagnamnama ko dyimom Āpo. Ta aran madiman inawan ko, ki
ACT.2.27	sigorādohen ko a nonolay mo abanchiw pahad ko do yanan nadiman. On, nonolay mwaba iyaw masantwanaw a pachirawatan mo a mahta do pangilabengan.
ACT.2.28	Inpaboya mo na dyaken iyaw no rarahan a mangay do kabyayan, as kan oltimo danaw kasoyot ko a maynamot ta myan ka dyaken.’”
ACT.2.29	Do dawri, ki tinongtong ni Pedro naychirin a kāna, “Kakakteh, matored ako a mangibahey dyinyo maynamot do kapoonan taw a si simna Dabid. Iya, ki nadiman kan naitanem, ki mandas changori, ari paw tanem naw do yanan taya. 
ACT.2.30	Ta si simna Dabid, ki asa propīta, kan chinapatak naw inkaryaw no Dyos dya a payparinen nanchiw asaw dyirad kapotōtan naw a āri a machitadi dya. 
ACT.2.31	On, maynamot ta asa propīta si Dabid, ki inchirin na maynamot do nakapagongaraw ni Kristo,
ACT.2.32	Iyaw nyaya, ki si Jesos a pinagongar no Dyos. As an yamen, ki maipaneknek namen maynamot ta nayboboya kami a mismo do nakatayokaw no nakapagongar na. 
ACT.2.33	Sichangori, ari dana pinaydisna ni Āpo Dyos si Jesos do makawananaw a trono na do hanyit. On, rinawat na a yapod Āmang na a Dyos iyaw inkaryaw no Dyos a iyaw Ispirito Santo, as kan pinenged na dyamen. Iyaw nya danaw madngey nyowaya kan maboya nyowaya sichangori, ki yapod dyaya a Ispirito Santo. 
ACT.2.34	Ta syimpri nangay abas Dabid do hanyit, ki alit na intolas na a kāna,
ACT.2.34	‘Si Āpo inbahey nad Āpo ko a, “Maydisna ka do kawanan kwaya a 
ACT.2.35	mandad kaābak ko siras kabosor mo saya, kan ipapitapita ko sad kokod mwaya.”’
ACT.2.36	“Dawa,” kāna ni Pedro, “inyo a kapotōtan Israel, malawag kaibahey ko sya dyinyo a nyaya Jesos a inpailansa nyo do kros, ki pinayparin ni Āpo Dyos a Āpo kan Kristo.”
ACT.2.37	Do nakadngey dan tawotawowaw so nyaya chinirin ni Pedro, taywara a nasalid danaw aktokto da. Dawa, inbahey dad Pedro kan siraw kadwan saw a apostolis kon da, “Kakakteh, āngo paro machita parinen namen?”
ACT.2.38	Ki inatbay san Pedro a kāna, “Magbabāwi kamo a katakatayisa do gatogatos nyo, kan magpabonyag kamo a pangipaboyan nyo so kapachasa nyo na di Āpo Jeso-Kristo. Tan komwan, mapakawan kamo do gatogatos nyo, kan marawat nyonchiw sāgotaw no Dyos a Ispirito Santo. 
ACT.2.39	Ta nyaya, ki inkari ni Āpo Dyos dyinyo kan siraw kapotōtan nyo saw kan sira tabo tawotawo do mateng saya a yanayanan, as kan sira tabo tawagan saw ni Āpo ta a si Āpo Dyos.”
ACT.2.40	Do dawri, aro paw inchirin ni Pedro a pinangballaag kan pinangbagbaga siras nangadngedngeyaw a kāna, “Maisalakan kamo pakono tan dyi kamo a mairaman do dosa daya no marahet kan matotoleng saya a tawotawo sichangori!”
ACT.2.41	Siraw nanganohedaw do chirinaw ni Pedro, ki nagpabonyag sa. Do dawri a araw, myan sigoro tatdo a ribo naparapa do bidang daw no nanganohed saw daw. 
ACT.2.42	Inpasnek daw nachinanawo dyirad apostolis saw, as kan nāw da nachichasa dyira a nachikayban, nagkomonyon, kan naydaydasal.
ACT.2.43	Do dawri, katakatayisaw nasnasdaawan kan nāmo, as kan aro napariparin dan apostolis saw a milagro kan makaskasdaaw a pangilasinan a maynamot do panakabalinaw no Dyos a myan dyira. 
ACT.2.44	Ki siraw tawotawo saw a nanganohed, tinongtong daw naychichipeh do asa yanan, kan nasa danaw kapangtokto da. Ta aran warawara da, ki inbidang da a dyira da a tabo. 
ACT.2.45	Inlāko daw warawara da saw kan tana da saw, as nakaiwaras das kwartaw a insidong dyirad rarayay da saw sigon do makachita. 
ACT.2.46	Kararaw a tinongtong daw nabayabayat a naydasal do atataw no Timplo.
ACT.2.47	On, nāw da indaydāyaw si Āpo Dyos, kan siraw tabo tawotawowaw, ki myan kanyib da dyirad manganohed saw. Kararaw, ki myan saw bayo a nanganohed a insalākan ni Āpo Dyos, as kan pinarapa na sa dyirad nanganohedaw di Jesos.
ACT.3.1	Do asaw a karaw, do kaalas tres do kamakoyab, nangay sa Pedro kan Juan do Timplowaw do orasaw no kapaydasal. 
ACT.3.2	Ki myan nawara do rowanganaw no Timplo a mayngaran so “Mapintas a Rowangan” a asa mahakay a naiyanak a piday. Kararaw a isiisiwen da a patodahen do rowanganaw tan limosan das kwarta no somdep saw do Timplo.
ACT.3.3	Do kaboya naw sa Pedro kan Juan a somdep dana do Timplo, nachikakaāsi dyira a torohan das kwarta. 
ACT.3.4	Do dawri, pinerreng da Pedro kan Juan, as nakaibahey sya dya ni Pedro a kāna, “Chiban mo yamen!”
ACT.3.5	Insigīda pinaylāgaw san pidayaw a chiniban, ta hahawen na a myan itoroh da dya. 
ACT.3.6	Ki binata ni Pedro dya a kāna, “Aba polos kwarta namen a maitoroh namen dyimo. Ki no myan dyamen, nawriw itoroh namen dyimo. Bilinen koymo a maynamot do toray ni Āpo Jeso-Kristo a taga Nasaret, maytēnek ka kan makayam ka na!”
ACT.3.7	Sinpangan na, inigpet ni Pedro kawananaw a tanoro no pidayaw, as nakasidong na sya pinaytēnek. Ki nanyeng a naypayit saw kokod naw. 
ACT.3.8	Do dawri, ki insigīda a naytēnek mahakayaw, as nakayam dana. Sinpangan na, nachirayay da Pedro kan Juan a somindep do Timplowaw. As do kadama naw a mayam, ki lomnaglagto a mangidaydayaw so Dyos.
ACT.3.9	Sira tabo tawotawo saw do Timplowaw, ki naboya da a nakayam danaw mahakayaw a mangidaydayaw so Dyos. 
ACT.3.10	Ki do nakailasin daw sya a iyaw maydidisnaw a machilimlimos do pangaranan daw so “Mapintas a Rowangan” do Timplowaw, naklat sa kan nasdaawan sa do naparinaw dya.
ACT.3.11	Do dawri, nangay sa Pedro kan Juan do yananaw no pachisirongan do Timplo a pinangaranan das “Portikon Solomon,” ki nachikaday mahakayaw dyira. Ki sira tabo tawotawo saw daw, nayyayo sa nangay do yanan daw, ta nasdaawan sa a maynamot do dyaya a naparin.
ACT.3.12	Ki do nakaboyaw dyira ni Pedro, inbahey na dyira a kāna, “Inyo a kapayngay ko a kapotōtan ni Israel, āngo ta masdaaw kamo, kan āngo ta mochidngan nyo yamen? Bata nyo anwan yapod ayit namen mana yapod kaganay namen nanghapan nya tawo a nakayam ah? 
ACT.3.13	Yamen aba, an dya si Āpo Dyos a mismo a iyaw dinaydāyaw daw no kapoonan ta saw a sa simna Abraham, Isaak, kan Jakob. On, iyaw nya Dyos da iyaw napapya so nyaya mahakay tan mirwa maidaydayaw pachirawatan naya a si Jesos. Ki inparawat nyo a naipadiman, as do kakeyaw ni Gobirnador Pilato a mapakakaro sya, chinakey nyo aba polos. 
ACT.3.14	On, chinaskeh nyo iyaw nyaya a Masantwan kan Malinteg a yapo do Dyos,
ACT.3.15	On, inpadiman nyo iyaw pakayapwanaw no byay. Ki pinagongar ni Āpo Dyos, as kan yamen mangsaksi sya. 
ACT.3.16	Iyaw nya mahakay a maboya nyo kan chapatak nyo, ki napayit a maynamot do panakabalin ni Jesos kan iyaw kapanganohed namenaya dya. On, maynamot do kapanganohed di Jesos, intoroh ni Āpo Dyos do dyaya mahakay komplito a nakapya na kan mismo nyo a naboya sichangori.
ACT.3.17	“Sichangori a kakakteh, chapatak ko a iyaw pinarin nyowaya di Jesos, ki maynamot do dyi nyo a nakaawātan a iya, ki iyaw tinoboyaw ni Āpo Dyos. Masaw a dyi da naawātan pangpangolo nyo saw. 
ACT.3.18	Ta nyaw nakatongpalan no inpaibahebaheyaw no Dyos dyirad tabo saw a propīta na do kaychowa a iyaw nya Kristo, ki machita malidyatan. 
ACT.3.19	Dawa, machita magbabāwi kamo nad gatogatos nyo, kan machonot kamo na do chakeyaw ni Āpo Dyos tan pakawanen naynyo kan wayaken naranaw gatogatos nyo. 
ACT.3.20	Ta an parinen nyo komwan, myan anchi dyinyo kaydamnayan no kapangtokto nyo kan kasoyot nyo a yapod Āpo Dyos, as kan pirwahen nanchi a toboyen a maybidi dya si Jesos a iyaw Kristo a napidi a mangay anchi a mangitoray dyirad manganohedaw dya.
ACT.3.21	Ki sichangori, machita a nāw pan Jesos do hanyit mandad orasaw a kapabayo sya tabo ni Āpo Dyos, ta nawriw inpaibahebahey naw kaychowa dyirad masantwan saw a propīta na. 
ACT.3.22	Nyaw binatan Moyses kaychowa a kāna,
ACT.3.22	‘Si Āpo Dyos anchi iyaw manoboy dyinyo so akma dyaken a propīta a kapayngay nyo a Israelita. Machita adngeyen nyo a maganay kan anohdan nyo a tabo ibahey na.
ACT.3.23	Maynamot ta aran sino a dya manganohed do ibahey na, ki pasyaen na sanchi ni Āpo Dyos dyirad tawotawo na, as kan dimanen na sanchi.’
ACT.3.24	“Ta aran sira tabo propītaw a nakayapod Samuel kan siraw somnaronwaw a nachitadi dya, ki aran sira, inbahey da a maynamot do mapariparinaya sichangori a chimpo. 
ACT.3.25	Ki dyira ta a Jodyo no karyaya ni Āpo Dyos a inpaibahey na dyirad propīta na saw kaychowa, as kan nairaman ta na do tolagaw ni Āpo Dyos dyirad kapoonan ta saw. Ta inkari na di simna Abraham a kāna, ‘Maynamot do kapotōtan mo, mabindisyonan sanchiw tabo tawotawo do lobongaya.’
ACT.3.26	Ta yaten a Jodyo, ki pinanma na yaten no Dyos a binindisyonan do nakapidi kan nakatoboy naw so tobotoboyen na a si Kristo a mangay a mapagbabāwi dyaten do marahetaya a kaparin ta.” Nawriw binata ni Pedro dyira.
ACT.4.1	Ki do dawri, do kadama paw da Pedro kan Juan a maychiychirin dyirad tawotawo saw, ki nawara sa daw papadyaw kan iyaw kapitanaw no magbanbantay saw do Timplowaw, as kan siraw no Sadosyowaw a dya manganohed do kapagongaraw no nadiman. 
ACT.4.2	Nakasoli sa maynamot do kainanawo da Pedro dyirad tawotawo saw a si Jesos, ki nagongar. As an komwan, maparin sa magongar nadimanaw a tawotawo. 
ACT.4.3	Tiniliw da sa, as nakaposek da sira do bahodan. Naychararakan sa daw maynamot ta nahep dana. 
ACT.4.4	Ki aran komwan, aro nanganohed dyirad tawotawowaw a nakadngey so inbahey daw da Pedro. Do dawri, no bidang da no mahahakay saw a nanganohed, ki nagistayan dana a nakarapit do dadima a ribo.
ACT.4.5	Ki do kamabekas danaw, siraw pangpangolo daw no Jodyo saw kan siraw panglakayen daw kan siraw mangnanawowaw so linteg, ki naychichipeh sa do asa yanan do Jerosalem. 
ACT.4.6	Myan sa daw sa Anas a iyaw katotohosanaw a padi, kan si Kaypas, Juan a yapod pamilya ni Anas, Alehandro, as kan siraw kadwan saw a mahahakay a kakabagyan ni Anas.
ACT.4.7	Do dawri, inpahap da si Pedro kan Juan do kasalasalapan daw, as nakaiyahes da sya dyira, “Āngo a panakabalin mana sino akin toray so pariparinen nyowaya komwan a napakayam so pidayaya?”
ACT.4.8	Ki napno si Pedro so panakabalin no Ispirito Santo, as kan initbay na dyira a kāna, “Madaydayaw a pangpangolo kan panglakayen! 
ACT.4.9	An nawriw iyahahes nyo dyamen sicharaw iyaw maganayaw a pinarin namen do pidayaw a mahakay kan maypāngo nakapya na, 
ACT.4.10	palobosan nyo yaken a mangilawlawag dyinyo kan siraw tabo tawotawowaya do Israel. Makapaytēnek sichangori iyaw nya mahakay do salapen nyowaya a napyan maynamot do panakabalinaw kan torayaw ni Jeso-Kristo a taga Nasaret a iyaw inpailansa nyowaw do kros a pinagongar no Dyos. 
ACT.4.11	Nyaw inpangarig na a bato a naitolas do Masantwanaya a Tolas a kāna,
ACT.4.11	‘Iyaw nawri a bato a inpoha nyo, inyo a mapatnek so bahay, ki nayparin a iyaw kasisitaan a bato a mangpayit so nawri a bahay.’
ACT.4.12	“On, si Jesos lang myan so panakabalin a mangisalakan so tawotawo. Si Jesos lang, ta abaw matarek do lobongaya a naitoroh dyirad tawotawo tan maisalakan sa.” Nawriw binata ni Pedro.
ACT.4.13	Do nakaboya dan pangpangolo saw no Jodyo so katored daw da Pedro kan Juan a naychirin, kan napatakan da a abo ādal da kan sinsinan sa a tawo, nasdaawan sa. Binigbig da pa a sira, ki rarayay sa ni Jesos. 
ACT.4.14	As maynamot do nakaboya daw so mahakayaw a napyan a maytēnek do katangked daw, ki abaw naibahey da maikontra dyira.
ACT.4.15	Dawa, pinahbot da sad pagmimitingan daw a ranan nakapagtotolag da. 
ACT.4.16	Inbahey dad katakatayisa dyira a kon da, “Āngo paro parinen ta dyirad dyaya tawotawo? Ta tabwaya tawotawo do Jerosalem, ki napatakan daranayaw nyaya milagro a pinarin da, kan mailibak tabaya. 
ACT.4.17	Mapya āno an parinen taw komwan tan mapenpen taw kakayamkam no nya dāmag do tawotawo. Amomohen ta sa tan dyi da pirwahen a ibahey iyaw maynamot do ngaranaw ni Jesos.”
ACT.4.18	Do dawri, pinirwa da sa tinawagan, as kan mayit iyaw nakaballaag da sira a dyi da polos a chirichirinen mana inanawo maynamot di Jesos.
ACT.4.19	Ki tominbay sa Pedro kan Juan a kon da, “Ibahey nyo pa dyamen an āngo maganay a parinen do salapen Āpo Dyos: Anohdan namen inyo mana si Āpo Dyos? 
ACT.4.20	Amnan yamen, maparin namen aba aryan a ibahebahey saw makaskasdaaw saw a naboya namen kan nadngey namen di Jesos.”
ACT.4.21	Do dawri, pinirwa darana sa inamomo, as nakapalobos darana sira komnaro. Aba polos nadongso da tan dosāen da sa. Asa pa, ki namo sa do kārwaw no tawotawo, ta nagdaydayaw saw tawotawo do Dyos maynamot do makaskasdaawaya a naparin. 
ACT.4.22	Ta iyaw mahakayaw a piday a napyan, ki nasorok dana apat a poho tawen na.
ACT.4.23	Do nakawayawaya daranaw da Pedro kan Juan, taros sa naybidi dyirad rarayay da saw, kan inpadāmag da dyiraw inbahey daw no matotohos saw a papadi kan siraw panglakayen saw. 
ACT.4.24	Do nakadngey daw sira no rarayay da saw, nasa sa naydasal do Dyos a kon da, “O, Āpo namen a manakabalin, imo namarswa so hanyit kan tana, as kan no tāw kan no tabo a myan dyira.
ACT.4.25	Maynamot do panakabalin no Ispirito Santo, inpaibahey mom Āpo di Āri Dabid a kapoonan namen a tobotoboyen mo a kāna,
ACT.4.25	‘Āngo ta nakasoli saw Dya-Jodyo, kan āngo ta nagranta saw tawotawo so abos sinpaspangan?
