MAT.1.1	Ísti karakata Jesukristueri sïrukueri, enga Dabidi ka Abrani uájpeka:
ROM.1.29	Eskaksï nombema sési úaka, eskaksï mintsitarhu jatanheaka nósei únhchakua, eskaksï iámu ambe piánhchaaka, eskaksï nósesi ambe únhchaaka, eskaksï kánekua epurhpeaka, eskaksï atajpenhchaaka uándipeni, eskaksï iámu ambe no jaiapenhentaaka, eskaksï tandojchpeaka, eskaksï iámendu ambe no jaiapanhentaaka, eskaksï arhinhchpiriuaka, 
ROM.1.30	eskaksï uandatsetspitiuaka, Diósíri ikiatspirinksï, nósesi uandaristiksï, imani ambeksï jamberi arhikorhesïndi engaksï no jurhenaka úni, sóntkuksï xékuntasïndi néna nósesi ambe úni, tátjembechanksï no kurhandirakuasïndi, 
ROM.1.31	inchandimestiksï, ískuksï aiatspesïndi ambe, nóksï p'ikuarherasïndi ambema nósesi útspeni, ka nóksï sáni p'amojkpesïndi. 
ROM.1.32	Imaksï mítetixati, eska Diósï uandarixaka eskaksï xásïkua uarhikueska, ka nóksï jandiójku mítesïndi indeni ambe úni, útaseruksï jaiapanhekuantaasïndi máteruechani engaksï xásï ambe niátka.
ROM.2.1	Indeni jimbori, t'u nónemani úaka arhinharhikuni, ne uéjkikari, jimbokari máteru nemani arhinharhikutini jandiojku uekajpekorhexaka, jimbokari ísï jámani májkueni niátaxaka eskaksï ima na niátani jaka. 
ROM.2.2	Mítetixakachi eska Diósï jurhimbitkueska ka eska no jukari arhinharhikuasïnga ísï niatatichani. 
ROM.2.3	¿Andi t'u, engari máteruechani arhinharhikuani jaka, eratsexaki eskakini Diósï t'úngeni no arhinharhikuaka? 
ROM.2.4	¿Ándi t'u ísku ambeni exexaki imeri kóntperatani ka tekantskuani ka engakini no ikiachejka? ¿Andi nóri kurhangusïnki eskari Diósïri kóntperata jimbo móantaaka? 
ROM.2.5	K'óru engari mintsita chuperaka ka nóri uékani móantani, ikimekuari andakorhexaka, jiáni enga Diósï terujkani anhaxurhitini sési útatspentaaka, 
ROM.2.6	enga mándani arhini maiamuantauaka ambe enga xáni andakorhenhaka: 
ROM.2.7	Imechani méntkisï tsípekua íntsauati engaksï jángorhentaka sési ambe úni, kéri ambe jirinhakuekani, kéri ambeuatiksï ka méntkisïksï irekaati. 
ROM.2.8	Ka nósani p'amojkuauati ikimeni imechani engaksï inchajtsïmantajka no uékani sési jámani ka sánderuksï ikiakorheni, 
ROM.2.9	No sési niátatichaksï mískorheati ka kómuksï nitamani, judiouecha uénani ka ístu no judiouecha, 
ROM.2.10	ka sési ambe úrichani t'íntskua ka kaxumbekua ka sési jakua íntsauati, judiouechani uénani ka ístu no judiouechani. 
ROM.2.11	Jimboka Diósï nónema jinguni sánderu k'uetsapesïnga.
ROM.2.12	Jimboka ima engaksï k'amanharhintajka juramukuani no míteparini, nóksï jánhaskatini uarhiaati; ka ima engaksï k'amanharhintajkateru juramukuani mítetinia, juramukua arhinharhikuauati; 
ROM.2.13	jimboka Diósï imechanisï sési xéajka engaksï juramukuani kurhandirakujka, no imechani engaksï ísku kurhajka. 
ROM.2.14	Engaksï no judiouecha, juramukuani no mítetini, juramukeri arhistatsperakuani úrajka, indeksï juramukuani kángorhexatiia, nájkirukaksï no míteka, 
ROM.2.15	juramukuanksï mintsitarhu kámaxati, indeksï míakorheatia ambeksï sési úxaki o ambeksï nósesi úxaki 
ROM.2.16	ima jurhiatekua enga Diósï xarhatatspeaka enga xáni ambe patsanhetini jatsinhaka, eska Jesukristueri ambakiti aiangperakua na arhijka, ima engani ji jurhetpejka.
ROM.2.17	T'u engari judio úkorhejka, ka juramukuaniri jupikorheni ka k'éramakorheniri engari Diósïni mítetika, 
ROM.2.18	míteskari ambe enga Diósï uéjka, kurhangusïngari ambesï sánderu sési, jimbokari juramukuani jurhendanhatixakaia, 
ROM.2.19	ka sésiri xékorhexaka imechani urherukukuani engaksï pájpakandu jámani jaka, 
ROM.2.20	ka no jánhaskatichani arhistakuani, ka sapichani jurhendaani, jimbokari mítetixaka, eska juramukua mímixekueska, ka eska jurhimbekueska. 
ROM.2.21	Ka engari máteruni jurhendani jakaia ¿Andi nóri úpirini sáni t'újku arhistakorheni? ¿Andirisï arhijtskpejki eska no sïpatsperanhaaka, ka jiniri t'u sïpani jarhani? 
ROM.2.22	Ekari uandajka eska no jánhaaka ísku jándinhani ¿Andirisï ísku jándi? Ekari ikiajka diósï eratakatechani exeani ¿Andirisï inchakuajki diósï eratakatechani ambe sïpakuani? 
ROM.2.23	T'u engari juramukua jinguni sési xékorhejka, Diósïniri nósesi pakataxaka engari juramukuani no kurhandirakujka. 
ROM.2.24	Chári jimbosï karakatarhu arhijti: “Diósï nósesi arhinhani máteru iretecharhu enga no judiouenhaka.”
ROM.2.25	Ts'iuekuani sïkuiri p'ikujtsïkuni sési jimbo marhuasïndi, ekari juramukuani kurhandirakuska; ískuri mínda jatsikunhaka ekari juramukuani no kurhandirakuska. 
ROM.2.26	Eka no mínda jukari ma, juramukuani kurhandirakuaka ¿Andi ima no mínda jukarini exenhaa? ¿Nájkiruka no jukaka mínda? 
ROM.2.27	Ka jamberikini inde no mínda jukari enga juramukuani kurhandirakujka, índekini jámberi úati t'úngeni arhinharhikuni, engari juramukuani míteka ka míndari jukarini; ka jiniri juramukuani no kurhandirakuni. 
ROM.2.28	No tájtsïkuntkusï judiouenhajti, ka nójtu ts'iuekuarhusï mínda jukanhajti; 
ROM.2.29	ambakiti judioueni jinisï p'ikuarhenhenhajti, mínda mintsitarhusï kánhajti, no karakata jimboesti, espiritu jimboesti; k'uiripu no xétspesïndi i k'éri ambeni, Diósïsï xétspejti.
ROM.3.1	¿Andi ambechkamendu sánderu ambesïnki judioueni? ¿Andi ambe marhuasïnki mínda jukani? 
ROM.3.2	Iámendu ambe jimbo kánekua ambesti. Sánderu sáni jimbokaksï judiouecha mintsïkanhaska patsaranhani Diósïri uandakuani. 
ROM.3.3	Ka engaksï máru no mintsikueka ¿Andi imecheri jimbo k'amakurhia enga Diósï aiakuatini jáka? 
ROM.3.4	No ísïsti, Diósï k'óru májku ambe uandasïndi, nájkiruka k'uiripu chkuándireka, jimbosï karakata arhijti:
ROM.3.4	“Chéti uandakua jimbori kaxumbeska
ROM.3.4	ka ekaksïni útacheaka, t'úri andakuaka.”
ROM.3.5	Ka eka juchari nósesi jángua marhuajka xarhatani ambe enga Diósï uéjka. ¿Andi jiájkanchi úaia parhakpeni anapueni eratseni ka arhini, eska Diósï no támisï jámsïnga engajtsïni ikimejka? 
ROM.3.6	Méntku nósanichi úaka ísï arhini, jimboka enga ísïpiringa, ¿andi nénateru Diósï terujkani anhaxurhia parhakpeni anapuechani arhinharhikuani?
ROM.3.7	Ka engani ji chkuándireka, ka ísï jámani úni eska Diósïri ambe sánderu sési xarharaka, ¿Andisïni útasï k'amanharhiranhantani jaki? 
ROM.3.8	Márujtsïni arhinharikuxati eskanhani jucha jurhentpexaka, eska sésiska méntku nósesi irekania. Indeksï k'óru ikimenhaati engaksï ísï eratsejka.
ROM.3.9	¿Néna jaki jimajkani? ¿Andi jucha judiouecha sánderu k'éri ambeski? ¡Nóchka ambe! Arhiskaksïnia eska judiouecha ka no judiouecha májkuenichi k'amanharhintstiska. 
ROM.3.10	Eska karakata na arhijka:
ROM.3.10	“Nónema k'amak'amasï kaxumbitisti,
ROM.3.10	méntku nónema;
ROM.3.11	Nónema kurhandirasïndi;
ROM.3.11	nónema jirinhantasïndi Diósïni.
ROM.3.12	Iámu támisï ninhastia,
ROM.3.12	márku tsînchekorhenhastia;
ROM.3.12	Nónema sési ambe úsïndi,
ROM.3.12	méntku nónema.
ROM.3.13	Arhirperakua ambejkuksï uandasïndi,
ROM.3.13	tandojchpesïndiksï,
ROM.3.13	ka nósesiksï útspesïndi
ROM.3.13	akuitseri kuechendaksï jatachasti.
ROM.3.14	Kurhurjasïksï jámasïndi.
ROM.3.15	Ka uiriakorhesïndiksï atajpenhchani.
ROM.3.16	Iámu ambeksï xeretspepasïndi
ROM.3.16	ka kómu pakatpepasïndiksï.
ROM.3.17	Noksï jurhenasti sési pájperaparini irekani.
ROM.3.18	Nóksï sáni chénharhisïndi Diósïni.”
ROM.3.19	Míteskachi k'óru eska, ambe enga juramukua arhijpejka, imechanisï arhiani jaka enga karakata juramukuajka, ka nónema úati uandakorheni jarhani jimboka Diósï terujkani anhaxurhiaka arhinharhikpeni, 
ROM.3.20	jimboka Diósïni japarini no nema kaxumbeska juramukuani kurhandirakuparini; jimboka juramukua k'amanharhintskua ambejkusï mítetarpejka.
ROM.3.21	Ka iásïa, juramukuani támu péraparini, xarharastia ambe engamendu Diósï uéjka, enga juramukua ka Diósïri uandaricha arhijpempka; 
ROM.3.22	Diósï uékaxati eska iámenduecha engaksï jakajkujka, Jesukristuni jimboksï kaxumbentaaka. Nani uéjki anapuenhani, 
ROM.3.23	jimboka iámu k'amanharhinhantaska, ka Diósïri t'íntskuani nóteru nema exesïndia, 
ROM.3.24	ka ima kóntpesti maiamperakuani, imani kéjtsïtakua jimbo enga Krístu Jesusi kéjtsïtaka. 
ROM.3.25	Diósï exerpestia nénasï eratsetini japi, Jesusini maiampetarantasti ka k'uanisïndi mintsikani eska imasï uárhipka. Xani ióni no ikimpesti k'amanharhintskuechani jimbo, 
ROM.3.26	jimboka ima xáni tekantskua kámsïnga, ka iásï exerpestia nénasï uéjki. Jimboka ima kaxumbeska, ka kaxumbiti exesïndi néni enga Jesusini jakajkujka. 
ROM.3.27	Ka ¿Nénateruchisï k'éramakorheaia? Méntkuchi nóteru úakia arhikorheni jarhani ¿Andi náki juramukua o úkua xáni sési marhuaski? Méntku nóma, imajkusï marhuajti enga Diósïni jakajkuaka. 
ROM.3.28	Jánhaskaxakachkachi eska jakajkukua jimbo kaxumbenhantasïnga; ka no arhisïndi náxani kurhandirakusïni juramukuani o náxani ambe sési úsïnki.
ROM.3.29	¿Andi Diósï judiouecherijkueski? ¿Andi máteru iretecharhu no Diósïski? Máteru iretecherijtu Diósïsti, 
ROM.3.30	jimboka Diósï májkueska. Ka kaxumbitini xéati néni enga Krístuni mintsikaaka; mínda jukarichani ka no mínda jukarichani. 
ROM.3.31	¿Jimajkanchi úa Krístuni jakajkutini arhini eska juramukua nóteru jukaparhakueskia? ¡Nóchka ambe! Ísï jámanchi juramukuani sánderu jukaparharaxaka eska Krístuni.
ROM.4.1	¿Ambesï xéntapi jiáni juchari táte Abraami, ima enga juchari tateka? ¿Ambesï jurhengorhe jakajkukueri ambe? 
ROM.4.2	Eka ambe kaxumbekua exemenhapka, imani jimbo úati sési xékorheni janhani, enga úka, no úati Diósïri jimbo k'éramakorheni jarhani. 
ROM.4.3	Ka andisï karakata arhijki: “Abrani Diósïni jakajkukuspti, jimbosï Diósïni kaxumbiti xépti.” 
ROM.4.4	Eka nema ánchekorhejka, no intsïmbenhasïndi maiamperakua, maiamunhasïndi jimboka kámenhani jarhasïngaia; 
ROM.4.5	Ka náuejki nómbema sési úrini, ka k'óru jakajkukuni imani enga maimpekujka k'amanharhinstichani, imeri jakajkukua jimbo p'uamenhantasïndi. 
ROM.4.6	Ísï eska Dabijtu na arhijka, eska tsípeaka ima ne enga Diósï kaxumbitini exeaka, no imani ambe exekuparini néna enga jámka, 
ROM.4.7	enga ísï uandapka:
ROM.4.7	¡Ima k'óruksï tsípesïndi
ROM.4.7	engaksï nósesi járhati úkuechani púamenhantaka,
ROM.4.7	ka nóteru maksï k'amanharintskua miámenhania!
ROM.4.8	¡Tsípekorhe ne enga juchari Acha nóteru ma k'amanharhintskua míakuni jaka!
ROM.4.9	¿Andi xásï tsípekua mínda jukarichajku intsïnha, ka no mínda jukaricha nómbe? Ekachi arhikia eska Abraami kaxumberanhantaspka jimboka Diósïni jakajkuspka, 
ROM.4.10	¿Andi mínda jarhuatapi o no jamberi mínda jukaripi? Nómbe, nótki ma mínda jukarixapti. 
ROM.4.11	Ima nótki mínda jukaxapti, tátsekuasï ts'iuekuani mínda jatsikumenhaptia, ka indespti mínda, eska kaxumberanhantaspkia, jimboka Diósïni jakajkuspka; Ísï jimbo iámendu jakajkutichani tátekuaxati, nájkirukaksï mínda no jukarika, indejtuksï kaxumberanhantasïndi jimbokaksï Diósïni mintsikaska; 
ROM.4.12	ka mínda jukarichani jamberi tátekuaxati, engaksï no mínda jukakuantku mintsikani jarhajka, engaksï májkueni jakajkuparini irekani jaka eska juchari táte Abraami, enga mínda nótki jukempka.
ROM.4.13	Abraami aiamenhasti eska imeri sïrukua jinguni parhakpeni míndamenhapiringa, jimboka no juramukuani mintsikaspka Diósïnisï mintsikapti. 
ROM.4.14	Ka ekaksï juramukua kurhandirakua jimbo p'ika aiatspekuani, ambeteru úni jakajkunia, ka aiatsperakuajtu nóteru ambema marhuauatia. 
ROM.4.15	Nani enga juramukua jimbo irekanhani jarhajka jima Diósï ikimpesïndi; ka eka juramukua no jarhajka, nómbema k'amanharhinhantasïndi.
ROM.4.16	Jiájkani Diósïjkusï mintsikakueti, jimboka kóntperakua imeriska, ka inde aiatsperakua iámendu sïrukuani méntkisï marhuakuati; engajtsïni xáni Abraami tátecheni jaka, juramukua jinguni irerichani ka engaksï xáni Abraamini mintsikajka, 
ROM.4.17	ísï eska na karakata jaka: “Uáni iretani tátekuauakari.” Ka Diósïni japarini ísï úkorhesti, jimboka imani jakajkukuspka enga uarhirichani tsítantajka, ka enga exejka imani ambe enga nótki jamberi jarhajka.
ROM.4.18	Abraami jakajkuspti eska intsïnhapiringa imani jamberi enga nóteru erokorhekuepkia; eska iretani uáneramenhapiringa enga arhinhapka: “Chéti sïrukua méntkusï xáni uáneati.” 
ROM.4.19	Ka nómeni jurajkuspti Diósïni mintsikani, nájkiruka t'arhepepkia ka nájkiruka ts'iuekuani k'amajkupkia ka sáno iúmu ekuatse uéxurhini jatirinia ka Sarajtu k'uparhata nóteru marhuatania. 
ROM.4.20	Nójtu no jánhaskani uandaspti Diósï andisï útasï xáni ambe aiakuni jápki, k'óru sánderu ts'iuentaspti Diósïni mintsikaparini ka k'éri ambe arhiparini, 
ROM.4.21	sési míteparini eska uinhapekua jatsiska úni iámendu ambe enga xáni aiatspepka. 
ROM.4.22	Ka jakajkukua jimbosï kaxumberanhantapti.
ROM.4.23	Ka inde karakata no Abraami jimbojkusï arhijti, 
ROM.4.24	juchantsïntu arhixati eskachi juchajtu sési uéranchaka, ekachi mintsikaska imani, enga juchari Acha Jesusini tsítantaka, 
ROM.4.25	enga juchari k'amanharhintskuechani jimbo uándikunhaka, ka enga tsíntanhantaka ka eskachi ísï jámani nóteru ambe ma kántspexakaia.
ROM.5.1	Maiampemenhaskachi, juchari jakajkukua jimbo, ka Diósïni jingunchi sési jarhaska juchari Acha Jesuckrsitueri jimbo; 
ROM.5.2	Ka jimbokachi Jesusini jakajkuska, ístuchi p'iuaka ini kóntperakuani engajtsïni uinhaperantajka. Ka tsípekua jingunchi erokorheaka Diósïri t'íntskuani. 
ROM.5.3	Ka xántku ísï, jiájkani jamberichi k'érini p'ikuarherani jarhasïnga náuejkichi nósesi ambe úkorhenchani jarhani, 
ROM.5.4	ka tekantskua ts'éjkpesïndi, ka ts'éjkperakua mintsikatarpesïndi, 
ROM.5.5	ka mintsikakua no k'uratsekua ambesti; jimbokachi uininhetixaka Diósïri xénhchperakuani engachi Espiritu Sántuni intsïnhaka.
ROM.5.6	Jimboka Krístu k'amanharhintstichani jimbo uarhiska, jiájkani engachi jucha útasï nótki uinhapekorhempka. 
ROM.5.7	Sési jimbo, no neuejki uékaati máteru nema jimbo tsípekua íntspeni, kaxumbiti ma jimbo k'óru nema uékapirindi tsípekua íntspeni. 
ROM.5.8	Ka Diósï k'órujtsïni xarhatechesti na engajtsïni xáni xénhchajka, jimboka Krístu jiáni uarhiska juchantsïni jimbo engachi k'amanharhintstipka. 
ROM.5.9	Ka iásï, engajtsïni Uájperi iurhiri jimbo, Diósï k'amanharhintskuechani maiampecheantakia, imeri Uájpa jimbojtsïni kuájpeati, jiájkani enga ikimpeaka. 
ROM.5.10	Jimboka engachi Diósïni ikiakuempka, ka útasïjtsïni imeri Uájperi uarhikua jimbo sési arhintani; iásï enga ima irekani jaka sánderuchi p'ímutanhantaka jimbokachi Diósï jingunintaskia. 
ROM.5.11	Ka no xántku, Diósï jingunchi tsípesïnga juchari Acha Jesukristuni jimbo, jimbokachi uájpani jimbo sési arhijperantaska.
ROM.5.12	K'amanharhintskuani k'uiripu ma juásti ixu parhakpeni, ka k'amanharhintskua uarhikuani juájtasti, ka uarhikua iámenduechani andaasti, jimboka iámenduecha k'amanharhinhantaska. 
ROM.5.13	Jiájkani k'amanharhintskua parhakpeni t'uíni jarhasptia, jiántki uératini enga juramukua nótki jamberi karanhempka; nójtuchka nema k'amanharhiranhantasïndi enga juramukua no jarhajka. 
ROM.5.14	K'óru Adani jinguni uénani, ka eka jamberi Moisesika iámendu uarhipanhasti, imajtuksï ísï engaksï no xáni no kurhandirapka eska Adani na jámapka. Ka Adani t'uini imeni jáxesptia enga jupiringa.
ROM.5.15	K'óru Diósïri kóntperakua no xáxesti eska no kurhandirakua, jimboka eka no kurhandirari ma jimbo uánekua uarhinhaka, Diósïri kóntperakua ka intsïmperakua sánderu uánekuechani sési p'ikuastantasti enga Jesukristujku aiakorhentapka. 
ROM.5.16	Diósïri kóntperakua no ísï p'ájpesïndi eska na jámapka májku tateri k'amanharhintskua, jimboka ísïska eska imeri no kurhandirakua jimbojku útatsperakuani juáska enga uándikpejka; k'óru kóntperakua jiájkani janosti enga xáni k'amanharhintskua jápka ka maiampetspentasti. 
ROM.5.17	Jimboka eka úka uarhikua juramuni nemeri no kurhandirakua jimbo, Jesukristujtu ústi eskaksï sési irekaparini sánderu sési juramuaka imecha engaksï Diósïri kóntperakuani p'irajka ka sési jakuaksï intsïmbenhani.
ROM.5.18	Jiájkani, eka májkueri no kurhandirakua jimbo iámu tsînchenhaka, ísïjtuksï májkueri sési kurhandirakua jimbo iámenduecha irekaati, jimbokaksï k'amanharhintskuechani maiampemenhantaskia. 
ROM.5.19	Ísï eska ma achetiri no kurhandirakua uánekua k'amanharhirantaaka, ístu májku achetiri sési kurhandirakua uánekuechani Diósïni jinguni péntauati.
ROM.5.20	Juramukua, sési jimbo, marhuaspti eska sánderu nósesi ambe niátanhapiringa; k'óru jima enga kánekua k'ámanharhinhantaka, kánekua kóntperata jarhasti; 
ROM.5.21	jimboka májkueni eska k'amanharhintskua na juramujka eska uarhinhaaka, Diósïri kóntperakuajtu májkueni juramue sési ambe úkua jimbo eska íntsperanhaaka tsípekua méntkisï anapu enga Jesukristu, juchari Acha íntspejka.
ROM.6.1	Ka ¿Nénachisï arhiaia jiájkani? ¿Eskachi k'amanharhintaakateru jimbokachi ísï jámani sánderu kóndenhaaka? ¡Méntku nómbe! 
ROM.6.2	Jucha engachi k'amanharhintskuani uarhirakia ¿Nénateruchisï k'ámanharhintskua jinguni irekani jauaia? 
ROM.6.3	¿Andi nójtsï míteski, eskachi Krístuni jinguni márku uarhiska, jiájkani engachi Krístuni jimbo itsï atajtsïkunhaka?, 
ROM.6.4	Krístuni jingunichi jatsinhantaska engachi itsï atajtsïkua jimbo uarhika, eskachi ísï jámani, juchajtu juchari tsípekuani jimbanherantaaka; májkueni eska Krístu na uarhirichani jinguni tsítanhantaka, enga tátjemberi k'érikua jimbo tsíntaka.
ROM.6.5	Ka engachi kúndanhakia Krístuni jinguni jimbokachi májkueni jatsinhantaska, jiájkanchkachi májkueni tsíntakia eska ima na tsíntaka; 
ROM.6.6	míteparini eska juchari urheta tsípekua Krístu jinguni cháparhatanhaska, ka eska ísï jámani k'amajkunhapiringa i juchari anhanhatakua enga kámanharhinstika ka eskachi nóteru jámapiringa k'ámanharhintskueri jánspirini. 
ROM.6.7	Jimboka eka nema uarhijka, k'amanharhintskua nóteru ambema úkusïndia, 
ROM.6.8	ka ekachi Krístuni jinguni uarhikia, mintsiksïngachi eskachi ima jinguni tsípekua jinguni jámani jauaka, 
ROM.6.9	ka míteskachi eska Krístu nóteru uarhiakia, jimboka uarhirichani jinguni tsíntatiskia, ka eska uarhikua nóteru úakia juramukuni. 
ROM.6.10	Enga ísï uarhika, k'amanharhintskuanisï andati, ka eska nóteru méni úaka ambema úkuni; ka eska xánderu tsípeaka Diósïri jimbosï irekani jauati. 
ROM.6.11	Chájtu májkueni míngorhe je eskajtsï k'amanharhintskuani uarhiraskia ka eskajtsï tsípiti jámaxaka Diósïni marhuakuni enga Krístu Jesusini jinguni jámani jaka.
ROM.6.12	Ásteruchkaksïni k'amanharhintskua juramucheni jaue, chári anhanhatakuarhu ka ásteru jámani ja je chári atamarhekuani kurhandirakuni. 
ROM.6.13	Ásï jáma je chári anhanatakuani k'amanharhirantani, jimini ménderueni, Diósïni marhuaku je, ísï jáma je enajkijtsï tsíntatiia; ka chári anhanhatakuani Diósïni marhuakutarani íntskukorhentsï je. 
ROM.6.14	Jimbokaksïni k'ámanharhintskua nóteru juramucheakia, jimbokajtsï no juramukuani kurhandirakuxaka; chájtsï Diósïri xénhchperakuanisï kurhandirakuparini irekani jakaia.
ROM.6.15	¿Ka andi nénaia? ¿Jiájkanchi iásï k'óru úaia k'amanharhintani jimbokachi Diósïri xenhchperakua jimbosï irekani jaka? ¡Nómendu ambe! 
ROM.6.16	¿Andi nójtsï míteski eska, engajtsï nemani kurhandirakujka, eskajtsï imeri jántspirisïnga? ¿Andi nójtsï míteski eska, ekari k'amanharhintskuani kurhandirakuska uarhikueska, ka ekari sési jásïni kurhandirakuska eskakini Diósï sési xéchesïnga? 
ROM.6.17	Ka jimboka Diósï ísï uékaska, ka indeni jimbochi diósmaiamu arhintaxaka; náuejkijtsï k'amanharhintskueri jántspiripka, mintsita jinguntsï uékaska íni jurhenguani p'irani engajtsï íntskukorhentatini jaka, 
ROM.6.18	ka engaksïni k'amanharhintskua jurajkukia iásïjtsï kaxumbekueri jántspiriskia. 
