MAT.1.1	Ɗe'e ngoni inɗe maama'en Yeesu Almasiihu lenyol Dawda, Dawda lenyol Ibraahim.
JHN.18.20	Yeesu wi'imo, “Koo ndeye e mi metana koo moye e njayri. Koo ndeye e mi ekkitina ekkitinol am nder cuuɗi do'aare e nder Wuro Ceniingo to fuu Yahuudanko'en kawrata. Mi meeɗaayi wiiki goɗɗum e suuɗe. 
JHN.18.21	Ngam ɗume ƴamataayam ƴamɗe ɗe'e? Ƴamu yimɓe nanɓe ekkitinol am. Goonga e ɓe andi ko mbiimi.”
JHN.18.22	Nde Yeesu wi'i non, go'oto nder taadiiɓe dariiɗo haade maako hellimo to wolo, wi'i, “Non metirantaa Mawɗo Mawɓe Ardiiɓe Diina?”
JHN.18.23	Yeesu wi'imo, “To ni mi wi'ii goɗɗum ɗum haanaa, wi'uka koo moye ɗo'o. Ammaa to ko mbiimi ɗum goonga, ngam ɗume kelluɗaayam to wolo?”
JHN.18.24	Sey Hanaana waɗi ɗum so''i Yeesu to Kayaafa Mawɗo Mawɓe Ardiiɓe Diina, e mo haɓɓii.
JHN.18.25	Biiturus e darii ɗon e irfoo, sey woɓɓe mbi'imo, “An maa, naa' a go'oto nder tokkuɓe on ɗon neɗɗo?”
JHN.18.25	Ammaa Biiturus yeddi wi'i, “Naa' mi tokkuɗomo.”
JHN.18.26	Go'oto nder maccuɓe Mawɗo Mawɓe Ardiiɓe Diina bandiraawo neɗɗo mo Biiturus ittani nowru o wi'i Biiturus, “Naa' mi yiidiima e maako ton nder ngesa leɗɗe jaytun?”
JHN.18.27	Biiturus fuɗɗiti wi'i, “Naa' ɗum min.” E mo wi'aka njakardi hani.
JHN.18.28	Sey Yahuudanko'en kocci Yeesu daga wuro Kayaafa ɓe njaarimo laamorde gomnaajo Roomankeejo. E carel ngel ɗum ilaa subaka. Ardiiɓe Yahuudanko'en nattaayi laamorde nden, ngam to' ɓe ngarta ɓe laaɓaa, ɓe kaɗee nyaamuki nyamndu Humto Sakkinki. 
JHN.18.29	Ngam non, Bilaatus wurtii yahi to maɓɓe ƴamiɓe, wi'i, “Ɗume ngullortooɗon neɗɗo o'o?”
JHN.18.30	Ɓe mbi'imo, “Daa naa' o gaɗoowo ko halli, daa min ngaddaayimo to maaɗa.”
JHN.18.31	Bilaatus wi'iɓe, “Onon e ko'e mooɗon kocceemo ngaɗanonmo kiita no dooka mooɗon wi'i.”
JHN.18.31	Ɓe mbi'imo, “Onon Roomanko'en on alataamin min taƴana goɗɗo kiita mayde.” 
JHN.18.32	Ɗu'um waɗu ngam ɗum hebbina ko Yeesu wi'uno dow iri mayde nde maayata.
JHN.18.33	Sey Bilaatus so''ii nder laamorde, o noddi Yeesu, o ƴamimo o wi'i, “An woni laamiiɗo Yahuudanko'en?”
JHN.18.34	Yeesu nootii, wi'i, “Ngo'ol ƴamol to maaɗa ngol ƴiwi, koo woɓɓe kokkumaa habaru am?”
JHN.18.35	Bilaatus wi'i, “A nyuma mi Yahuudankeejo? Ɗum lenyol maaɗa e mawɓe ardiiɓe diina ngaddumaa to am. Ɗume ngaɗuɗaa?”
JHN.18.36	Yeesu wi'i, “Laamu am naa' daga ndu'u duuniyaaru ɗum ƴiwoyi. Daa laamu am daga mayru ɗum ƴiwoyi, daa tokkuɓeyam konay ngam ɓe kaɗa ɗum nangayam ɗum waɗayam nder juuɗe ardiiɓe Yahuudanko'en. Ammaa laamu am naa' daga ndu'u duuniyaaru ɗum ƴiwoyi.”
JHN.18.37	Sey Bilaatus ƴamimo wi'i, “Too, an, a laamiiɗo won ɗon?”
JHN.18.37	Yeesu nootii, wi'i, “A wi'ii mi laamiiɗo. Ngam ɗu'um ɗum danyiyam, nden ngam maajum ngarmi nder duuniyaaru ngam mi meta dow ko woni goonga. Koo moye giɗɗo goonga tokkay ko mbiimi.”
JHN.18.38	Bilaatus ƴamimo wi'i, “Ɗume woni goonga?”
JHN.18.38	Gaɗa Bilaatus wi'ii non fuɗɗiti wurtii yaasi to Yahuudanko'en wi'iɓe, “Mi tawraayimo goɗɗum kalluɗum. 
JHN.18.39	Ammaa ɗum ndonu mooɗon mi yoofana'on curaaɗo go'oto carel Humto Sakkinki. On ngiɗi mi yoofana'on Laamiiɗo Yahuudanko'en?”
JHN.18.40	Ɓe nootii ɓe mbi'i e sembe, “Naa' o'o njoofantaamin, yoofanmin Barabbas!” Barabbas on boo o go'oto nder kaɓdooɓe e laamu.
JHN.19.1	Sey Bilaatus waɗi Yeesu fiyaa looci. 
JHN.19.2	Sooji'en mbaali giifol gi'e, ɓe taaranimongol to hoore, nden ɓe ɓornimo iri toggoore laamiiɓe. 
JHN.19.3	Ɓe ngaɗi ka yaaki yeeso maako, e ɓe mbi'a, “Allah reene, Laamiiɗo Yahuudanko'en!” Nden e ɓe piyamo to yeeso.
JHN.19.4	Bilaatus fuɗɗiti wurtii yaasi wi'i Yahuudanko'en, “Ndaaree, mi wurtinanay'onmo ɗo'o ngam andon mi tawraayimo goɗɗum kalluɗum.” 
JHN.19.5	Nde Yeesu wurtinaa e taaranaa giifol gi'e to hoore nden e ɓornii toggoore iri nde laamiiɓe, sey Bilaatus wi'iɓe, “Raa neɗɗo on.”
JHN.19.6	Nde mawɓe ardiiɓe diina e taadiiɓe Wuro Ceniingo ngi'imo, ɓe mbi'i e sembe, “Warumo! Warumo dow gaafaangal!”
JHN.19.6	Ammaa Bilaatus wi'iɓe, “Onon kocceemo mbaronmo. Min mi tawraayimo goɗɗum kalluɗum.”
JHN.19.7	Sey Yahuudanko'en mbi'imo, “E min ngoodi dooka, kadin non no dooka ɗum wi'i doole o waree, ngam e mo wi'a kanko woni Ɓiɗɗo Allah.”
JHN.19.8	Nde Bilaatus nani non, sey kulol ɓeydi nangukimo. 
JHN.19.9	Sey o so''ii nder laamorde o ƴami Yeesu o wi'i, “Toye ƴiwoyɗaa?” Ammaa Yeesu nootaakimo. 
JHN.19.10	Bilaatus wi'imo, “A wanyu metankiyam? A andaa e mi woodi laamu mi yoofumaa, kadin e mi woodi laamu mi waɗa ɗum warumaa dow gaafaangal?”
JHN.19.11	Yeesu nootii wi'i, “A walaa laamu dow am to naa' Joomiraawo hokkumaa. Ngam non, neɗɗo gaɗuɗoyam nder jungo maaɗa waɗii hakke ɓurɗum halluki.” 
JHN.19.12	Nde Bilaatus nani non, o ɗaɓɓiti laawol no o yoofirta Yeesu, ammaa Yahuudanko'en ngaɗi ka wiiki e sembe, “Taa yoofii neɗɗo o'o, naa' a higo Kaysar! Fuu noddiroowo hoore muuɗum laamiiɗo o ganyo Kaysar!”
JHN.19.13	Nde Bilaatus nani haala ka'a, o wurtini Yeesu, o jooɗii dow jooɗorgal kiita to wigeere bi'eteende “Hayre Cehaande
JHN.19.14	E carel ngel ɗum caka nyalawma nyalnde siryaaki Humto Sakkinki. Bilaatus wi'i Yahuudanko'en ɓen, “Raa laamiiɗo mooɗon.”
JHN.19.15	Ɓe mbi'i Bilaatus e sembe, “Warumo! Warumo dow gaafaangal!”
JHN.19.15	Bilaatus wi'iɓe, “On ngiɗi mi wara laamiiɗo mooɗon dow gaafaangal?”
JHN.19.15	Sey mawɓe ardiiɓe diina nootii mbi'i, “Min ngalaa goɗɗo laamiiɗo sey Kaysar!”
JHN.19.16	Sey Bilaatus waɗi Yeesu nder juuɗe maɓɓe ngam ɓe mbaramo dow gaafaangal.
JHN.19.17	Sey ɓe ndillidi e Yeesu, e mo wakkii gaafaangal maako e hoore maako. Ɓe mburtii yaasi gariiri yaaki wigeere bi'eteende Wigeere Ƴiƴal Hoore. Nder Ibraaniyankoore wigeere nden e noddiree Golgoota. 
JHN.19.18	To wigeere nden ɓe piyani Yeesu kuusaaje dow gaafaangal hawti e yimɓe ɗiɗo. Ɓe ɓili go'oto e gaafaangal jungo Yeesu nyaamo, nden go'oto e gaafaangal jungo Yeesu nano, Yeesu e caka maɓɓe. 
JHN.19.19	Bilaatus windi dow allowal o waɗi ɗum takkingal hoore gaafaangal Yeesu. Ko o windi woni, “Yeesu Najarankeejo Laamiiɗo Yahuudanko'en.” 
JHN.19.20	Yahuudanko'en ɗuɗɓe njangi ko o windi, ngam wigeere to Yeesu waraa haade gariiri woni. Ko o windi o winduɗum nder Ibraaniyankoore, e Roomankoore, e Helenankoore. 
JHN.19.21	Mawɓe ardiiɓe diina mbi'i Bilaatus, “Taa' windu ‘Laamiiɗo Yahuudanko'en,’ ammaa windu neɗɗo o'o wi'ii kanko woni laamiiɗo Yahuudanko'en.”
JHN.19.22	Bilaatus wi'i, “Ko mbindumi jooɗake.”
JHN.19.23	Gaɗa sooji'en ɓen piyanii Yeesu kuusaaje dow gaafaangal, sey ɓe kocci kolte maako, ɓe cendiɗe cende nayi, koo moye soojiijo jogii sendere go'o. Kadin ɓe kocci toggoore maako. Toggoore nden nyo'aaka nde sanyaande daga dow yaaki ley. 
JHN.19.24	Sooji'en ɓen mbi'i hakkunde maɓɓe, “To' en ceekunde, en ngaɗu caaca dow mayre ngi'en moye nyaamatande.” Ɗu'um waɗu ngam ko aayaare wi'i heewa:
JHN.19.24	“Ɓe cendii kolte am hakkunde maɓɓe;
JHN.19.24	ɓe ngaadii caaca e toggoore am.”
JHN.19.24	Ɗu'um kanjum woni ko sooji'en ɓen ngaɗi.
JHN.19.25	Dariiɓe haade gaafaangal Yeesu kamɓe ngoni maduujo maako, e sakiraawo maduujo maako debbo, e Maryaama debbo Kiloobas, e Maryaama ƴiwoyɗo Magadala. 
JHN.19.26	Nde Yeesu yi'i maduujo muuɗum e darii ɗon e tokkuɗomo mo o yiɗi naa' seɗɗa. Sey o wi'i maduujo maako, “Raa ɓiɗɗo maaɗa.”
JHN.19.27	Nden o wi'i on ɗon tokkuɗomo, “Raa maduujo maaɗa.” Daga carel ngel tokkuɗomo on hocci Maryaama jooɗii to wuro maako.
JHN.19.28	Gaɗa maajum, Yeesu e andi koo ɗume yottinaama. Ngam ko aayaare wi'i heewa, o wi'i, “E mi nana ɗonka.”
JHN.19.29	E woodi tummude ɗon e nde heewi ndiyam inabojam lammuɗam. Sey sooji'en ɓen cuuwi soosowa nder maajam, ɓe ɗiisinga to sawru hisop, ɓe ƴeftindu yaaki honduko maako. 
JHN.19.30	Nde Yeesu yari ndiyam inabojam ɗam, o wi'i, “Ɗum yottinaama.”
JHN.19.30	Sey o turni hoore maako o yoofi yonki maako.
JHN.19.31	Ɗum Nyalnde Siryaaki, nden to fini ɗum Nyalnde Siwtaare. Ngam ardiiɓe Yahuudanko'en ngiɗaa ɓalli ɗin alee dow gaafaale Nyalnde Siwtaare, sey ɓe torii Bilaatus waɗa ɗum yewa koyɗe Yeesu e koyɗe yimɓe ɗiɗo ɓen, nden ɓalli ɗin njippinee. 
JHN.19.32	Ngam non sooji'en ɓen njahi to gaafaale ɗen. Ɓe ngewi koyɗe arandeejo, nden ɓe ngewi koyɗe ɗiɗaɓo on. 
JHN.19.33	Ammaa nde ɓe ngari to Yeesu ɓe ngi'i o yaadake o maayii, ɓe ngewaayi koyɗe maako. 
JHN.19.34	Ammaa go'oto nder sooji'en ɓen yuwiri Yeesu labbo to becce, ɗon e ɗon ƴiiƴam e ndiyam wurtii. 
JHN.19.35	Giiɗo ɗu'um carel ko ɗum waɗi, kanko hokkii ceyda dow maajum, ngam onon maa koolooɗon. Ceyda maako boo ɗum goonga, e mo andi goonga o meti. 
JHN.19.36	Ɗu'um waɗu ngam ko aayaare wi'i heewa, “Walaa ƴiƴal maako geweteengal.”
JHN.19.37	Kadin wonde aayaare wi'ii, “Ɓe ndaaray mo ɓe njuwi.”
JHN.19.38	Gaɗa ɗu'um waɗii, Yusufu ƴiwoyɗo gariiri Armaatiya torii Bilaatus hokkamo ɓandu Yeesu. Yusufu on o tokkuɗo Yeesu, ammaa e suuɗe ngam e mo hula ardiiɓe Yahuudanko'en. Bilaatus jaɓi, kanko boo o yahi o waɗi ɗum jippini ɓandu Yeesu. 
JHN.19.39	Nikoodimus jahunooɗo to Yeesu jemma yaadi e Yusufu on. O yaadi e nebbam mur e alos e ɗam jillindiri, ɗam hewtay kilo 30.
JHN.19.40	Yimɓe ɗiɗo ɓen kocci ɓandu Yeesu ɓe taaranindu gude ɗe ceede hawti e mur e alos no Yahuudanko'en ngaɗata to ɓe uway mayɗo. 
JHN.19.41	To wigeere nde Yeesu waraa dow gaafaangal, e woodi ngesa. Nder maaka e woodi yenaande heyre wasaande nder hayre ɗum meeɗaayi waɗuki goɗɗo nder mayre. 
JHN.19.42	Too, nde ɗum Nyalnde Siryaaki nde Yahuudanko'en ciryotoo Nyalnde Siwtaare, nden ngam yenaande nden haade nde woni, ɓe uwi Yeesu nder mayre.
JHN.20.1	Nyalnde Alal ilaa subaka daga nyiwre e horii Maryaama ƴiwoyɗo Magadala yahi yenaande nden tawi hayre nde ɗum maɓɓiri yenaande nden tallitaama daga dammugal yenaande nden. 
JHN.20.2	Sey o doggi o yahi to Siiman Biiturus e on ɗon tokkuɗo Yeesu mo Yeesu yiɗi naa' seɗɗa, o wi'iɓe, “Ɓe koccii ɓandu Yeesu daga nder yenaande! Min andaa to ɓe ndesimo.”
JHN.20.3	Sey Biiturus e on ɗon mo Yeesu ɓuri yiɗuki ɓe njahi yenaande nden. 
JHN.20.4	Ɓe fuu ɗiɗo e ɓe ndogga, ammaa on ɗon mo Yeesu ɓuri yiɗuki ɓurii Biiturus doggudu o artimo yottaaki yenaande nden. 
JHN.20.5	O turii o yurnii yenaande nden o yi'i gude ɗe ɗum taarirnoo ɓandu Yeesu, ammaa o nattaayi. 
JHN.20.6	Sey Siiman Biiturus tokkirɗomo gaɗa yottii, natti yenaande nden. O yi'i gude ɗen e ndesii ɗon, 
JHN.20.7	e lefol ngol ɗum taarani hoore Yeesu. Lefol ngol e hakkitii e gude ɗen, kangol tan e ngol taggii. 
JHN.20.8	Sey on ɗon mo Yeesu ɓuri yiɗuki artuɗo yottaaki yenaande nden, kanko maa o natti, o yi'ani gite maako, o jaɓi Yeesu ummake daga mayde. 
JHN.20.9	Haa jooni ɓe paamaayi aayaare biinde doole Yeesu ummoo daga mayde. 
JHN.20.10	Sey tokkuɓe Yeesu ɓen co''i gure maɓɓe.
JHN.20.11	Maryaama e darii yaasi yenaande nden e woya. E mo nder woyuki, sey o turii o yurnii yenaande nden, 
JHN.20.12	o yi'i malaa'ika'en ɗiɗo e ɓe ɓornii kolte daneeje, e ɓe njooɗii to ɓandu Yeesu fukkinaa ndenno. Go'oto e jooɗii to hoore Yeesu wondonoo, go'oto boo e jooɗii to koyɗe maako gondonoo. 
JHN.20.13	Ɓe ƴami Maryaama on ɓe mbi'i, “Ngam ɗume mboyataa?”
JHN.20.13	O wi'iɓe, “Ɓe koccii ɓandu Moodibbo am, mi andaa to ɓe ndesimo.”
JHN.20.14	Sey o yeeƴii o yi'i Yeesu e darii ɗon, ammaa o anditaayi ɗum Yeesu. 
JHN.20.15	Yeesu ƴamimo wi'i, “Ngam ɗume mboyataa? Moye ɗaɓɓitataa?”
JHN.20.15	Maryaama e nyuma ɗum paamanoowo ngesa kan, ngam non o wi'imo, “Moodibbo, to an hoccimo, wi'am to ndesuɗaamo mi yahay mi hoccamo.”
JHN.20.16	Yeesu wi'imo, “Maryaama.”
JHN.20.16	Sey o waylitii o raarimo o wi'i nder Ibraaniyankoore, “Rabboni!” Ma'ana maajum woni “Moodibbo.”
JHN.20.17	Yeesu wi'imo, “Taa' jogayam, ngam mi ƴeeŋaayi to Nyaako am Mo Dow taw. Ammaa so''a to bandiraaɓe am mbi'aaɓe mi ƴeeŋay to Nyaako am, Nyaako mooɗon, Allah am, Allah mooɗon.”
JHN.20.18	Sey Maryaama ƴiwoyɗo Magadala yahi to tokkuɓe Yeesu wi'iɓe, “Mi yi'ii Yeesu!” Sey o ɗiiwitaniɓe ko o wi'imo.
JHN.20.19	Ɗum nyalnde Alal. Nde naange hiiri, tokkuɓe Yeesu kawriti, ɓe maɓɓi dammugal ngam e ɓe kula ardiiɓe Yahuudanko'en. Ɗon e ɗon Yeesu wangi darii caka maɓɓe, wi'i, “E mi silminoo. Jam wonda e mooɗon.” 
JHN.20.20	Gaɗa o wi'i non, o holliɓe juuɗe maako e becce maako. Sey tokkuɓemo nani belɗum naa' seɗɗa nde ɓe ngi'imo. 
JHN.20.21	Yeesu fuɗɗiti wi'i, “Jam wonda e mooɗon! Non no Nyaako Mo Dow liliriyam, non min maa e mi lila'on.” 
JHN.20.22	Nde o wi'i non, sey o fuufi dow maɓɓe o wi'iɓe, “Njaɓee Ruuhu Allah. 
JHN.20.23	To on njaafanake yimɓe hakke, ɓe njaafanaama, to boo on njaafanaakiɓe, ɓe njaafanaaka.”
JHN.20.24	Go'oto nder tokkuɓe Yeesu, bi'eteeɗo Tooma (ɗonmaa e mo wi'ee Ciwtaaɗo), o wondaa e maɓɓe carel ko Yeesu wari. 
JHN.20.25	Sey tokkuɓe Yeesu horiiɓe mbi'imo, “Min ngi'ii Yeesu.”
JHN.20.25	Ammaa Tooma wi'iɓe, “Sey to mi yi'ii julooɗe juuɗe maako to o fiyanaa kuusaaje nden mi waɗa hoondu am nder julooɗe ɗen, nden mi waɗa jungo am nder yulnde becce maako to o yuwiraa labbo, to naa' non, mi jaɓataa ko mbiiɗon.”
JHN.20.26	Yontoore go'o gaɗa maajum, tokkuɓe Yeesu e nder wuro ngon kadin, Tooma maa e wondi e maɓɓe. Koo nde e ɓe maɓɓi dammuɗe, ɗon e ɗon Yeesu wangi darii hakkunde maɓɓe wi'i, “Jam wonda e mooɗon.” 
JHN.20.27	Sey o wi'i Tooma, “Raa juuɗe am. Waɗu hoondu maaɗa nder julooɗe ɗen. Fortu jungo maaɗa ngaɗaango nder yulnde becce am. Alu waɗuki seko, hoola.”
JHN.20.28	Sey Tooma wi'imo, “Joomiraawo am, Allah am!”
JHN.20.29	Yeesu wi'imo, “A hooliyam ngam a yi'iiyam? Ɓe barkiɗinaaɓe yimɓe ɓe ngi'aayiyam, fuu e non ɓe koolakeyam.”
JHN.20.30	Yeesu waɗii ko hayɗinii feere‑feere ɗuɗɗum yeeso tokkuɓemo ɗum windaaka nder ɗerewol ngo'ol. 
JHN.20.31	Ammaa ɗu'um ɗum windaa ngam koolooɗon Yeesu woni Almasiihu Ɓiɗɗo Allah, nden laawol hoolaakimo keɓon yonki ki re'ataa barka inde maako.
JHN.21.1	Gaɗa fuu fii ɗu'um Yeesu fuɗɗiti wangani tokkuɓemo to daande Mbeela Tibaariya. Raa no o wanginiri hoore maako. 
JHN.21.2	Siiman Biiturus, e Tooma bi'eteeɗo Ciwtaaɗo, e Nataaniyal ƴiwoyɗo Kaana nder leydi Galiili, e ɓiɓɓe Jabadi, e woɓɓe tokkuɓe Yeesu ɗiɗo ɓe fuu e ɓe kawriti. 
JHN.21.3	Sey Siiman Biiturus wi'i horiiɓe, “Mi yahay nangoyki liƴƴi.”
JHN.21.3	Ɓe mbi'imo, “Min njaaday e maaɗa.” Sey ɓe njahi ɓe natti komiwal, ammaa nden ɗon jemmaare walaa ko ɓe nangi. 
JHN.21.4	Naange e wurtoyoo, sey Yeesu darii daande mbeela ngan, ammaa ɓe andaa ɗum kanko. 
JHN.21.5	Sey Yeesu wi'iɓe, “Bandiraaɓe, on ngoodi liƴƴi?”
JHN.21.5	Ɓe mbi'imo, “Min ngalaa.”
JHN.21.6	O wi'iɓe, “Ngaɗee nangirɗum liƴƴi mooɗon to nyaamo komiwal mooɗon, on nangay liƴƴi.” Nde ɓe ngaɗi non, ɓe mbaawaayi nattinki nangirɗum liƴƴi ɗum nder komiwal ngal, ngam liƴƴi ɗuɗɗi.
JHN.21.7	Sey on ɗon tokkuɗo Yeesu mo Yeesu yiɗi naa' seɗɗa, wi'i Biiturus, “Ɗum Joomiraawo.” Nde Biiturus nani ɗum Joomiraawo, o taadii toggoore maako ngam o ɓortakeno ngam kuugal, o diwi nder ndiyam. 
JHN.21.8	Tokkuɓe Yeesu horiiɓe ndarii nder komiwal ngal, e ɓe pooɗa nangirɗum liƴƴi ɗum e ɗum heewi liƴƴi, ngam e ɓe haade daande mbeela ngan ko waɗata jaaɓanɗe 300. 
JHN.21.9	Nde ɓe njottii to daande ndiyam, ɓe ngi'i docce hiite e liƴƴi dow maaje e buroodi. 
JHN.21.10	Yeesu wi'iɓe, “Ngaddee goɗɗi liƴƴi ɗi nanguɗon jooni.”
JHN.21.11	Sey Siiman Biiturus nattii nder komiwal ngal, o fooɗi nangirɗum liƴƴi ɗum yaaki to njaareendi e ɗum heewi liƴƴi 153 mawɗi. Koo nde e ɗi ɗuuɗi, nangirɗum ɗum seekaayi. 
JHN.21.12	Yeesu wi'iɓe, “Ngaree, ngewon kooƴe.” Walaa goɗɗo nder tokkuɓemo gaɗɗo sembe ɓernde ƴamamo, “An a moye?” ngam e ɓe andi ɗum Joomiraawo. 
JHN.21.13	Yeesu hocci buroodi ɗum, hokkiɓeɗum, kadin o hocci liƴƴi ɗin, o hokkiɓeɗi.
JHN.21.14	Ɗu'um kanjum woni tataɓum Yeesu e wangana tokkuɓemo gaɗa o umminaama daga mayde.
JHN.21.15	Gaɗa ɓe njottinii nyaamuki, Yeesu ƴami Siiman Biiturus wi'i, “Siiman ɓii Yahaya, a ɓurii horiiɓe ɓe'e yiɗukiyam?”
JHN.21.15	Biiturus wi'i, “Ee, Joomiraawo, a andi e mi yiɗumaa.”
JHN.21.15	Yeesu wi'imo, “Duru baali am.” 
JHN.21.16	Yeesu fuɗɗiti ƴamimo ɗiɗaɓum wi'i, “Siiman ɓii Yahaya, a yiɗiyam?”
JHN.21.16	O wi'i, “Ee, Joomiraawo, a andi e mi yiɗumaa.”
JHN.21.16	Yeesu wi'imo, “Faaman baali am.” 
JHN.21.17	Yeesu ƴamimo tataɓum wi'i, “Siiman, ɓii Yahaya, a yiɗiyam?”
JHN.21.17	Biiturus wanni ngam Yeesu ƴamimo tataɓum, “A yiɗiyam?” Ngam non o wi'imo, “Joomiraawo, a andi koo ɗume. A andi e mi yiɗumaa.”
JHN.21.17	Yeesu wi'imo, “Duru baali am. 
JHN.21.18	E mi wi'umaa goonga, ko ngonnoɗaa suka a ɓorna hoore maaɗa njahaa to ngiɗɗaa. Ammaa taa nawyii, a fortay juuɗe maaɗa goɗɗo ɓornumaa o yaarumaa wigeere nde a yiɗaa yaaki.” 
JHN.21.19	Yeesu wi'u ɗu'um ngam holla iri mayde nde Biiturus waɗata ngam mawninki Allah. Sey Yeesu wi'imo, “Tokkam.”
JHN.21.20	Biiturus waylitii yi'i on ɗon tokkuɗo Yeesu mo Yeesu yiɗi naa' seɗɗa e tokkiɓe. Kanko woni on ɗon jooɗiiɗo haade Yeesu ko ɓe nyaami kirtaari, biiɗo, “Moodibbo, ɗum moye hokkitirtama?”
JHN.21.21	Nde Biiturus yi'imo, ƴami Yeesu wi'i, “Joomiraawo, ɗume heɓatamo?”
JHN.21.22	Yeesu wi'imo, “To e mi yiɗi o jooɗodoo e yonki naa carel ngel ngartoymi, ko wannumaa? An ni, tokkam.”
JHN.21.23	Ngam Yeesu wi'i non, sey habaru sankitii nder tokkuɓemo wiiki o'o tokkuɗo Yeesu o maayataa. Ammaa Yeesu wi'aayi o maayataa. Ko o wi'i woni, “To e mi yiɗi o jooɗodoo e yonki naa carel ngel ngartoymi, ko wannumaa?”
JHN.21.24	O'o woni on ɗon tokkuɗo Yeesu e mo hokka ceyda dow fuu fii ɗu'um nden o windiiɗum. En andi boo ceyda maako ɗum goonga.
JHN.21.25	Kadin e woodi fii ɗuɗɗum ɗum Yeesu waɗi. To ɗum windaama ɗum fuu go'o e go'o, e mi nyuma fuu duuniyaaru walaa njayri to ɗum resata defte bindeteeɗe.
ACT.1.1	Yaa Tiyoofilus mawɗo,
ACT.1.1	Nder deftere am arandeere, mi windiino dow koo ɗume ko Yeesu waɗi e ko o ekkitini,
ACT.1.2	haa yaaki nyalnde nde o hoccaa yaaki dow. Ko o hoccee yaaki dow, o ekkitinii lilaaɓe ɓe o suɓi nder bawɗe Ruuhu Allah. 
ACT.1.3	Gaɗa o torraama o waraama, o ummii daga mayde o wanganiɓe. E ɗate ɗuɗɗe o holliɓe e mo foofa. O waɗii balɗe 40 e mo wanganaɓe, e mo ekkitinaɓe dow Laamu Allah. 
ACT.1.4	Carel ko o wondi e maɓɓe, o wi'iɓe, “To' on alu Urucaliima, ammaa keɗee naa Nyaako meeɗen Mo Dow hebbinii alkawal ngal o waɗani'on ngal mbiimi'on. Kangal woni hokkuki'on Ruuhu maako.
ACT.1.5	Yahaya waɗanii yimɓe baptisma e ndiyam, ammaa nder balɗe seɗɗa, onon Allah waɗiranay'on baptisma e Ruuhu maako.”
ACT.1.6	Nde tokkuɓemo fuu kawriti, sey ɓe ƴamimo, ɓe mbi'i, “Joomiraawo, jooni ngartirantaa Israa'iila laamu?”
ACT.1.7	Ammaa Yeesu wi'iɓe, “Anduki carel e jaamanuuji ɗi Nyaako meeɗen Mo Dow siryii nder laamu muuɗum naa' um ɗum mooɗon. 
ACT.1.8	Ammaa to Ruuhu Allah jippoyake dow mooɗon, on keɓay bawɗe, on ngartay kokkayɓe woɓɓe habaru am nder Urucaliima, e leydi Yahuudiya fuu, e leydi Samaariya, haa keerol duuniyaaru.”
ACT.1.9	Gaɗa o wi'ii non, o hoccaa yaaki dow. E ɓe ndaaramo haa duule cuddimo.
ACT.1.10	E ɓe tijjii e ɓe ndaaramo e mo fa'i dow, sey raa worɓe ɗiɗo ɓe kolte daneeje mbangii haade maɓɓe e ndarii. 
ACT.1.11	Worɓe ɓen mbi'iɓe, “Onon yimɓe Galiili, ngam ɗume ndariiɗon ɗo'o on ndaara dow? Yeesu on ɗon koccaaɗo nder mooɗon yaaki dow, o so''oyto non no ngiiruɗon o hocciraama dow.”
ACT.1.12	Sey ɓe njippoyii daga dow Hocceere Nde Leɗɗe Jaytun, ɓe kooti Urucaliima. Hakkunde hocceere nden e Urucaliima ɗum ɓuraayi mil go'o. 
ACT.1.13	Nde ɓe natti gariiri ndin, ɓe ƴenti suudu dow to ɓe kawritata. Lilaaɓe ɓen ngoni: Biiturus, e Yahaya, e Yaakubu, e Andiraawus, e Filibus, e Tooma, e Batiloomi, e Maatiyu, e Yaakubu ɓii Halfa, e Siiman Jalooti
ACT.1.14	Ɓe fuu, e ɓe kawrita ɓe ngaɗa do'aare e ɓernde go'o, kamɓe e Maryaama maduujo Yeesu e minyiraaɓe Yeesu worɓe, e woɓɓe rewɓe ɗonmaa.
ACT.1.15	Nder balɗe ɗen, kawtal kooliiɓe Yeesu yaarii yimɓe 120. Sey Biiturus ummii, darii yeeso maɓɓe, wi'i, 
ACT.1.16	“Bandiraaɓe, Ruuhu Allah metiino daga honduko Dawda
ACT.1.17	Yahuuda o kuudaynooɗo e meeɗen nder kuugal Joomiraawo.”
ACT.1.18	(O soodi ngesa e ceede ɗe o yoɓaa ngam kuugal kallungal ngal o waɗi, o yani nder maaka, reedu maako pusi, tetekki maako fuu ndufi e leydi, o maayi. 
ACT.1.19	Yimɓe Urucaliima fuu nanii habaru ɗum. Kanjum waɗi ɓe noddiri ngesa kan nder ɗemngal maɓɓe Akeldama waato “Ngesa Ƴiiƴam.”)
ACT.1.20	“Ngam ɗum windaama nder deftere Jabuura dow maako wi'uki,
ACT.1.20	‘Al wuro maako warta winde,
ACT.1.20	to' koo moye jooɗoo nder maago.’
ACT.1.20	Kadimaa wonde aayaare wi'ii,
ACT.1.20	‘Al goɗɗo hocca kuugal ardaare maako.’
