GEN.1.1	Owakira itanta-nakari iwitsikan-taitzi, iriitakira Pawa owitsika-kirori inkiti aajatzi kipatsi. 
MRK.3.4	Isampitakiri ikaratzi piyotzi-winta-kariri, ikantziri: “¿Otzimikama sinitaa-ntsita-tsiri antiri kitaitiri imakoryaan-taitari? ¿Tima onkamiithati anisironkatantyaa, irooma kamiithatatsi awamaanti? ¿Tima onkamiithati antiro iroopirori, irooma kamiithatatsi ankaaripiro-waiti?” Tikatsi akatsini. 
MRK.3.5	Yamina-nakiri Jesús piyotzi-minta-kariri, owatsimaa-sirita-nakiri iñaayitakiri kisosiri ikantajiitzi, ikantanakiri kisowakori: “Pitharyaa-wakotai.” Matanaka, akotsitanaji kamiitha. 
MRK.3.6	Ari isitowa-jiitanaki Nasitantaniri yapatojiitaka, jataki ikinkitha-waita-kairi aapatyaariri Herodes, ikantajiitzi: “¿Tsikama ankanti-rika Jesús ampyaakaan-tyaariri?”
MRK.3.7	Ikanta isitowanaji Jesús, ikinanaji inkaari-thapyaaki itsipata-naari iyomitaani. Iyaariki iwanakiri Tapowini-satzi, nampiyitarori iipatsitiki Judá-iti, 
MRK.3.8	Aapatyaawini-satzi, Kiraarini-satzi, maaroni nampiyitarori intatzikiro Owaryiinkaarini. Ikimajiitaki aajatzi Mapini-satzi, Simaa-satzi, ikantaitzi: “Iñaakantaki Jesús oshiki kaari iñaapiintaitzi.” Pokajiitanaki iñiiri. 
MRK.3.9	Irootaki ikantan-tanakariri Jesús iyomitaani yamininiri pitotsi, airo yanawyaan-taitari. 
MRK.3.10	Tima imatakiro Jesús yisita-kota-kaayitaki oshiki. Itatyaanka-pirinikita-wakaaka mantsiyari inintzi yantanta-wakyaari kapichiini irako. 
MRK.3.11	Ipoka-piinta-yitzi ikyaantasiritari piyari, ityiirowa-sitari Jesús, ikaima-tzimaita sintsiini, ikantzi: “¡Awiroka Itomi Pawa!” 
MRK.3.12	Airo iyotzitan-taitari Jesús, ikisatha-yitziri.
MRK.3.13	Ipoñaa itonkaanaki Jesús otzisiki. Ari ikaimakaan-takiri ikaratzi ookimota-kariri. Jaitijiitaki ikaratzi ikaimakaan-takiri. 
MRK.3.14	Aripaiti iyosiitaki 12 intsipata-piintyaari, iriiyitaki ipaitakiri Tyaantaariiti, iriitaki intyaankiri inkinkithata-kaantayiti. 
MRK.3.15	Ipasankyaakari yisita-kota-kaayitairi irirori mantsiyari, ikaratzi ikyaantasiritari piyari. 
MRK.3.16	Yoka ikaratzi iyosiitakiri: Simón, ipaitakiri “Pedro,” (akantziri añaaniki aroka: “Kiraawiro.”) 
MRK.3.17	Ipoñaapaaka Jacobo itomi Zebedeo aajatzi Juan, irijatzi iririntzi Jacobo. Ipaitakiri “Boanerges,” (akantziri añaaniki aroka: “Otomi ookatha-rontsi.”) 
MRK.3.18	Ipoñaapaaka Andrés, Felipe, Bartolomé, Mateo, Tomás, Jacobo itomi Alfeo, Tadeo, ipoñaapaaka Simón, Kisakotan-taniri. 
MRK.3.19	Ipoñaapaaka Judas Nampitsiwiri, pithoka-sityaarini. Ipoñaa ipokaji Jesús pankotsiki. 
MRK.3.20	Ari ipiyotzi-minta-waari oshiki atziri-payi, ti onkanti ijata-painti iwajyaa Jesús. 
MRK.3.21	Tzimatsi kantain-tsiri: “Sinkiwintaka Jesús.” Irootaki ipokanta-witakari ishininka-payi okaakiini, yaanajirimi. 
MRK.3.22	Ariijiita-paaka aajatzi Yomitaan-taniri ipoñaayitaka Aapatyaawiniki, ikantapaaki irirori: “Yoka atziri isintsitakaa-tziiri Nantatsiri, irootaki yisita-kota-kaantariri ikaratzi yaakiri piyari.” 
MRK.3.23	Ikanta ikimaki Jesús, yapatojiitakiri, isiyakaa-winta-tziiniri okaratzi ikinkithata-kairiri, ikantziri: “¿Tzimatsima Kamaari yomitaa-wakaanaa-chari airo ikamaaritanta? 
MRK.3.24	Aririka imaimanita-wakaiyaa atziri tsika ipinkathari-wintai-tziri, aritaki yooka-wakaanakyaa. 
MRK.3.25	Aririka imaimanita-wakaiyaa atziri tsika isaika-wankota-wakaa, aritaki yooka-wakaanakyaa. 
MRK.3.26	Ari ikantari aajatzi Kamaari aririka imaimanita-wakai-yaami, aritaki yooka-wakaanakyaa, airo isintsitzi, ari inthonkyaari. 
MRK.3.27	Tima aririka inintaiti inkositaitiri atziri sintsita-tsiri kamiitha, ontzimatyii yitaita-wakyaari yoosotaitiri, airo imatanajiro inkisako-wintyaaro yasiwitari, yayitai-takiri.
MRK.3.28	Pinkimi iriipirota-tsiri nonkantiri: Kantatsi yaripirotairi Pawa antayitzirori kaari-pirori, aritaki inkimitairiri aajatzi thainka-tasorintsita-tsiri. Omapiro. 
MRK.3.29	Iriima kisimata-kirini Tasorinkantsi, irasi iwiro airo yaripiroi-tairi.” 
MRK.3.30	Irootaki ikantan-takari Jesús, tima inkantai-takitziiri: “Kamaari inatzii.”
MRK.3.31	Ari ariitapaakari iriniro Jesús otsipatakari iririntzi-payi, okaimakaan-tapaakiri, okatziya-paaka intakiroki. 
MRK.3.32	Ikantawitakari ikaratzi apatowinta-kariri: “Ari opokiri piniro aajatzi pirintzi-payi, onintzi oñiimi.” 
MRK.3.33	Ikantanaki Jesús: “¿Otzimikama nonirotari, itzimika nirintzitari?” 
MRK.3.34	Ari yamina-nakiri ikaratzi apatowinta-kariri, ikantzi: “Yokaiti, iriitaki nokimita-kaajari nirintzi, irojatzi nokimita-kaari noniro. 
MRK.3.35	Ikaratzi antanajirori inintziri Pawa, iriitaki nirintzitaari, irootaki notsirotaari aajatzi noniron-taari.”
MRK.4.1	Ipoñaa ipiyanaja aajatzi Jesús inkaari-thapyaaki, iyomitaan-tapaji. Ipiyotzi-wintai-tawaari. Titanaka pitotsiki, saika-kotaki niyankyaaki kapichiini, katziya-jiitaka atziri-payi oparaitiki ikimisanta-jiitziri. 
MRK.4.2	Tima okaratzi iyomitaa-yitziriri, isiyakaa-winta-tziiniri, ikantzi: 
MRK.4.3	“Tzimatsi pankiwai-rintzi jatatsiri impanki-waiti. 
MRK.4.4	Ikanta yookaiki-takiro iwankiri, tzimatsi ookakita-painchari awotsiki, ipokapaaki tsimiri, iwapaakaro. 
MRK.4.5	Tzimatsi pasini ookakita-painchari omapi-poro-kitzi ti ontzima-piroti kipatsi, sintsiini oshooka-witanaka. Tira ontonta-pathatatyii kipatsi, 
MRK.4.6	sampiya-sitanaki pankirintsi isintsita-paaki ooryaatsiri, tima ti ontzima-piroti oparitha. 
MRK.4.7	Tzimatsi pasini ookaikita-painchari kitoochii-masiki, anaanakiro kitoochii oshookanaki. Ti onkithoti, kamanaki pankirintsi. 
MRK.4.8	Irooma pasini ookaikita-painchari okamiitha-pathatzi kipatsi, saankana oshookanaki, kithokitanaki maaroni. Tzimayitaji okitho aparoni-payi okaratzi shookain-tsiri. Aparoni shookapain-tsiri, kapichiini okithokitanaki, pasini oshiki piyokiniinta-naintsiri, pasini oshiki-pirota-naintsiri okitho.” 
MRK.4.9	Aikiro ikantana-kitzii Jesús: “Okowa-pirotatyaa iroka, ontzimatyii pinkimisanta-jiitawaki maaroni.” 
MRK.4.10	Tima jaitijiitaji maaroni atziri, ari isaikaki Jesús itsipayitakari ikaratzi oyaayita-piinta-kiriri, aajatzi 12 iyomitaani. Ari isampita-nakiri Jesús ikaratzi itsipatakari, ikantziri: “¿Tsikama okanta-kotaka okaratzi pisiyakaa-wintakiri inkaaranki?” 
MRK.4.11	Yakanakiri Jesús, ikantziri: “Isinitai-takimiro awiroka piyota-kotairo tsika okanta-kota ipinkathari-wintantai Pawa. Iriima pasini-payi, airo nokaman-tzitari irirori, apatziro nosiyakaa-winta-yitiniri, 
MRK.4.12	ari onkantyaa
MRK.4.12	Airo iñaantaro ikimayi-witari.
MRK.4.12	Onkanta-witakyaa inkimisanti, airo ikimathatziro,
MRK.4.12	Ari onkantyaa airo ipiya-siritantaja, tima airo ipyaakoi-tairi irirori.” 
MRK.4.13	Aikiro isampita-tziiri Jesús ikaratzi itsipatakari, ikantziri: “¿Tima piyotawakiro nosiyakaa-wintakiri? Aririka nosiyakaa-winta-kimiro pasini, ¿tsikatyaa pinkantyaa piyotan-tyaarori? 
MRK.4.14	Tima yoka atziri ookaikita-kirori iwankiri, iriira siyakaa-wintacha kamantantzirori iñaani Pawa. 
MRK.4.15	Tzimatsi kimawitarori ñaantsi, ipokapaaki Kamaari, imaisanta-kaapaakiri. Iriiyitakira osiyakaa-wintziri ookaikita-painchari awotsiki. 
MRK.4.16	Tzimatsi kimawitarori ñaantsi, ikimisantawita sintsiini. Isiyako-witakaro ookaikita-painchari omapi-poro-kitzi, oshooka-witanaka sintsiini. 
MRK.4.17	Ti iyotako-pirota-tyiiro ñaantsi, ti inkisa-sityaaro ikimaatsi-winta-nakaro ikimisantzi, iwashaanta-nakiro. Isiyakaro pankirintsi sampisitain-tsiri kaari tzima-pirota-tsini oparitha. 
MRK.4.18	Tzimatsi pasini kimawitarori ñaantsi, osiyakaa-wintakiri ookaikita-painchari kitoochii-masiki. 
MRK.4.19	Okantakaan-tziro ayimatziri ontzimi-motairi osaawi-sato, ikinkisiryaa-kotaro yashaarantyaa, iro ikowa-pirotaki ontzimi-motairi maaroni. Anaanakiro ñaantsi ikimawita-wakari, isiyakaro pankirintsi kaari kithota-tsini. 
MRK.4.20	Tzimatsi kimawakirori ñaantsi, osiyakaa-wintakiri ookaikita-painchari okamiitha-pathatzi kipatsi. Ikimisantanaji, isiya-kotakaro aparoni shookapain-tsiri, tzimanain-tsiri iipiyokiini okithokitanaki, pasini oshiki piyokiniinta-naintsiri, pasini oshiki-pirota-naintsiri okitho.”
MRK.4.21	Ipoñaa ikantaki aajatzi: “Aninti-rika ootyaari ootaminto, ¿arima antata-kotakiri? ¿Awakotzirima otapinaki? Tira. Awakotziri jinoki. 
MRK.4.22	Ari onkantyaa onkoñaata-kotan-tajyaari aajatzi manakoyi-witain-chari, oiñaarontairo kaari ikimatha-witaitya pairani. 
MRK.4.23	Okowa-pirotatyaa iroka, ontzimatyii pinkimisanta-jiitawaki maaroni.” 
MRK.4.24	Ikantanakiri aajatzi: “Paamaiyaaro okaratzi pikimakiri. Tzimatsi-rika pantzi-motantani, imapiroi-taimi apaata awiroka. 
MRK.4.25	Ikaratzi otzimi-motakiri, ari ontzimimo-pirotairi oshiki. Iriima kaari otzimi-motzi, imapiroi-tajiri yaapithai-tairi okaratzi tzimimo-witariri.” 
MRK.4.26	Ipoñaa ikantanaki aajatzi Jesús: “Tzimatsira okimitari ipinkathari-wintantai Pawa. Okimita-tyaari aparoni atziri pankitzirori pankirintsi, 
MRK.4.27	imayi tsitiniri, ipoñaa isaakita-manaji. Titzimaita iyotiro tsika okanta oshookan-tanakari iwankiri. 
MRK.4.28	Apaniro oshooka-waitzi, itanakyaaro ositowanaki yanini osi, impoña opairyanaki, tzimanaki oshiki okithoki. 
MRK.4.29	Aririka osampataki, monkara-paitita-paaka yawiikitan-taityaarori.”
MRK.4.30	Ikantanaki aajatzi Jesús: “¿Paitama osiyari aajatzi ipinkathari-wintantai Pawa? ¿Paitama nosiyakaa-winti-mirori? 
MRK.4.31	Osiyatyaaro aririka ampankitiro yaninikita-tsiri okithoki. Okantawita yanini onawita, 
MRK.4.32	aririka ampankitakiro, oshookanaki, anaanakiro pasini pankirintsi, antaro onkanta-yityaa ochiwo, ari imawosi-yityaari tsimiri otsimanka-tapi-sitaki.”
MRK.4.33	Ari ikanta-piintatyaa Jesús isiyakaa-winta-yitziniri atziri okaratzi iyomitaa-yitziriri. Kapichiini-rika inkimatha-yitiro atziri-payi, kapichiini iyomitaa-yitiri. Oshiki-rika inkimatha-yitiro atziri-payi, oshikira iyomitaa-yitiri. 
MRK.4.34	Tikatsi aparoni okaratzi ikamantantziri kaari isiyakaa-wintzi. Iriima iyomitaani-payi, ikimathata-kaakiri okaratzi iyomitaa-yitakiriri.
MRK.4.35	Okanta otsitiniityaanaki, ikantanajiri iyomitaani: “Thami amontyaaji intatzikironta.” 
MRK.4.36	Tima jaitijiitaji maaroni piyotzi-winta-kariri. Ari isaikaki irirori pitotsiki, montyaa-kota-jiitajaani. Tzimatsi oyaatana-kiriri ikinako-yitanaki pasiniki pitotsi. 
MRK.4.37	Ari omapoka-paakari antaroiti tampyaa, antaro osinkyaatanaki, otitaata-paaka nijaa pitotsiki. 
MRK.4.38	Iro kantacha Jesús, maatsi irirori opataki pitotsi, itzii-totaka. Ari ijatasii-tanakiri iwakiryii-tapaakiri, ikantai-tziri: “¡Yomitaanarí! ¡Antsitsiya-kotatyii! ¿Tikatsima ompaitzi-motyaami?” 
MRK.4.39	Piriintanaka Jesús, iñaanata-nakiro tampyaa, ikantziro: “¡Aritapaaki pitampyaataki!” Ikantzi-tanakaro inkaari aajatzi: “¡Pimairyaati!” Awisanaki tampyaa, mairyaatanaji inkaari. 
MRK.4.40	Ikantziri iyomitaani: “¿Paitama pitharowan-tanakari? ¿Tikirama pawintaa-pirotyana?” 
MRK.4.41	Oshiki impinkathata-nakiri, ikamanta-wakaa-jiitanaka itharowan-kakiini: “¿Ipaitatyaakama yoka imairintan-tarori tampyaa, imairintziro aajatzi inkaari?”
MRK.5.1	Ariijiitaka intatzikironta inkaari, aatakota-paaki nampitsiki ipaitai-tziri Gadara. 
MRK.5.2	Iro yaata-kota-paaki-tziini, isiya-sita-wakari yaakiri piyari ipoñaakaro kitataariki, 
MRK.5.3	ari isaikawaitziri irirori. Ti yaawyiitiri yoosiwitai-tantari asirotha. 
MRK.5.4	Itzimpishiro yoosiwitai-tantari iitziki aajatzi irakoki. Tikatsira iitsinampairini. 
MRK.5.5	Yasi iwiro maaroni kitaitiri aajatzi tsitiniri, ikinayitzi otzisiki, kitataariki, ikaimawaitzi, itotakaa-yitaro mapishita-payi. 
MRK.5.6	Ikanta iñaawakirira ipokaki Jesús, isiya-sita-wakari, ityiirowa-sita-paakari. 
MRK.5.7	Ikaimapaaki sintsiini, ikantzi: “¡Jesús! ¡Itomi Pawapirorí! ¿Tsikama pinkantinaka? ¡Ti noninti piwasinonkaina!” 
MRK.5.8	Tima inkisathata-paaki-tziiri Jesús, ikantapaakiri: “¡Pijati piyari!” 
MRK.5.9	Ikanta isampita-nakiri, ikantziri: “¿Tsikama pipaitaka?” Ari yakanaki piyari, ikantzi: “Nopaita ‘Oshikyaantzi,’ tima oshiki nokarajiitzi.” 
MRK.5.10	Aikiro isintsiwinta-nakityaari piyari, ikantziri: “Ti noninti piityaankina pasiniki nampitsi.” 
MRK.5.11	Ari ipiyotaka tyonkaarikiini oshiki chancho isimoka-jiitzi. 
MRK.5.12	Ikantajiitzi piyari: “Pimityaankina anta chanchoki.” 
MRK.5.13	Ikantzi Jesús: “Pimatiro.” Jatanaki piyari-payi chanchoki, yaakapaakiri, irootaki isiyanta-nakari impiritaki, mitaajiita-paaka maaroni inkaariki, apirotaka ipiinkaki. Aamaaka ikarawita 2000 chancho.
MRK.5.14	Ari isiyajiitanaka aamaako-wintariri chancho-payi, ikamantanta-paaki nampitsiki, ikamantakiri aajatzi maaroni saikayita-tsiri iwaniki. Pokajiitanaki yaminiro awisain-tsiri. 
MRK.5.15	Ipoka-sita-paakiri Jesús. Iñaapaa-tziiri yaawitari oshikyaantzi piyari. Isaikaki, kamiitha ikantanaja, ikithaataja. Itharowa-jiitanaki. 
MRK.5.16	Ikaratzi ñaakiriri inkaaranki ikamanta-wakiri okaratzi awishi-mota-kiriri yaawitari piyari aajatzi chancho-payi.” 
MRK.5.17	Ikantai-tanakiri Jesús: “Ti noninti pisaiki nonampiki, pamini tsika pinkini.” 
MRK.5.18	Ipoñaa ititanaja Jesús pitotsiki, isintsiwinta-witawaari yisita-kota-kaajiri, ikantawita-waari: “Nonintzi noyaata-nakimi.” 
MRK.5.19	Yakanaki Jesús, ikantzi: “Airo piyaatana, pijatai pishininkaki. Pinkanta-pajiri: ‘Iwawisaa-kotaana Pawa, inisironkataana Pinkathari.’ ” 
MRK.5.20	Ari ikantakiro yoka yisita-kota-kaitairi, jataji inampiki paitachari Apipakowini, ikamanta-pajiri maaroni atziri, ikantapajiri: “Yisita-kota-kaajana Jesús.” Yamina-winthai-tanakiri ikimaitziri ikantayita-pajiri.
MRK.5.21	Ikanta ipiyaja Jesús ipoñaajaro intatzikiro. Ipiyotzi-winta-waari oshiki atziri inkaari-thapyaaki. 
MRK.5.22	Ari yariita-paaka jiwatatsiri karapapankoki ipaita Jairo. Iñaapaakiri Jesús, ityiirowa-sita-paakari, 
MRK.5.23	ikantapaakiri: “Onkamatyii nosinto. Nonintzi pijati pantanta-jyaaro kapichiini pako, isita-kota-jiita.” 
MRK.5.24	Ikanta ijatanaki Jesús, iro kantacha iyaakanakiri oshiki atziri, yanawyii-mata-nakiri.
MRK.5.25	Okanta aparoni kooya sokaawaita-chari, tzima-kotaki 12 osarintsi omantsiya-waitaki, 
MRK.5.26	oshiki yaawinta-witai-takaro, apirotakiro tzimimo-witarori opinawinta. Aminaasi-waitaka, aikiro omapirotatyaa omantsiyatzi. 
MRK.5.27	Okimaki iroori ikinkithata-koitziri Jesús. Okina-sita-nakiri itaapiiki, antzita-paakiri kapichiini iithaari. 
MRK.5.28	Okanta-siritzi: “Aririka nontzinki-takiri kapichiini iithaari, aritaki nisita-kotai.” 
MRK.5.29	Apatha-kiro isitanaki osokaawaiwita. Okimawakiro owathaki iroori ti onkatsi-waitanaji. 
MRK.5.30	Tima yotaki Jesús tzimatsi isita-kotakaa-sitakari isintsinka, ipithoka-sita-nakaro, isampita-nakiri ikaratzi oyaatakiriri, ikantziri: “¿Paitama antzita-kinarori noithaari?” 
MRK.5.31	Yakanakiri iyomitaani, ikantzi: “¿Tima piñaajiri yanawyii-matakimi atziri? Aikiro pikantatzii: ‘¿Paita antzita-kinarori?’ ” 
MRK.5.32	Aikiro yamina-minata-nakitzii Jesús, iñiiri antzita-kiriri iithaari. 
MRK.5.33	Okanta iroka kooya opinkathata-nakiri Jesús, piyonkawaitanaka. Tima oyotzi irootaki isita-kota-kaaji. Ojata-sita-nakiri, otyiirowa-sita-paakari, okamanta-kota-paaka. 
MRK.5.34	Ikantanakiro irirori: “Kooyá, irootaki isita-kota-kaajimiri pawintaajana. Kantatsi pijatai, kimosiri pinkanta-najyaa, aritaki isita-kotaimi.”
MRK.5.35	Tikira-mintha inthonkiro Jesús iñaanatziro kooya, ariitapaaka poñainchari iwankoki jiwari, ikantapaakiri: “Kamaki pisinto. ¿Aritaki piñaasirinkakiri yomitaan-taniri?” 
MRK.5.36	Ikanta ikimawaki Jesús ikantai-tapaakiri, ikantanakiri jiwatakaan-tziri karapapankoki, ikantziri: “Airo pitharowa-siwaita. Pawintyaana.” 
MRK.5.37	Tikatsi isiniti iyaatanakiri. Intaini yaanakiri Pedro, Jacobo, Juan. Iriitaki Juan iririntzi Jacobo. 
MRK.5.38	Ikanta ijataki, ariitaka iwankoki jiwari. Iñaapaa-tziiri yakiwaa-masitaka atziri-payi, sintsiini yiraa-kota-jiitakaro. 
MRK.5.39	Kyaapaaki Jesús, ikantapaakiri: “¿Paitama piraanta-jiitari? Ti onkami iintsi, omakoryaatzii.” 
MRK.5.40	Thainka-siri iwawitai-takari Jesús. Imisitowa-paakiri maaroni. Intaini isaikanaki asitarori aajatzi iyomitaani-payi. Ikyaa-sita-nakiro inaryii-takiro iintsi. 
MRK.5.41	Yairika-wakota-paakiro, iñaanata-paakiro, ikantziro: “¡Talita cumi!” (Akantziri aroka: “Iintsi, pimpiriinti.”) 
MRK.5.42	Piriintanaja intsika, aniitanaji. Tima tzimaki 12 osarintsiti, irootaki aniiwaitan-tanaari. Tima okiryaantzi ikantajiitanaka ikaratzi ñaakirori. 
MRK.5.43	Ikantzi Jesús: “Pimpiroota owariti.” Ipoñaa ikantanakiri aajatzi: “Tira noninti pinkaman-tayitiri atziri-payi.”
MRK.6.1	Ikanta ipiyaja Jesús inampiki, ari iyaatajiri iyomitaani. 
MRK.6.2	Okanta aparoni kitaitiri imakoryaan-taitari, iyomitaantaki Jesús karapapankoki. Okiryaantzi ikanta ikaratzi kimiriri, ikantajiitzi: “¿Paitama matakaa-kiriri yoka iyota-nitantari, itasonka-wintantaki aajatzi? 
MRK.6.3	¿Kaarima itomi oshironkirori incha-kota? ¿Tima iriitaki otomi María? Oñiiri Jacobo, José, Judas aajatzi Simón, iriitaki iririntzi-payi. ¿Kaarima atsipatari iritsiro-payi aka?” Oshiki ithainkima-waitai-takiri. 
MRK.6.4	Irootaki ikantan-tanakari Jesús: “Asi owiro ti impinkathataitiri Kamantan-tzinkari inampiki isaikayitzira ishininka, aajatzi iwankoki irirori. Irooma pasiniki nampitsi, aritaki impinkathatai-takiri.” 
MRK.6.5	Ari okanta kaari okantan-tanaja Jesús iñaakantiro isintsinka anta. Apatziro yisita-kotakai aparoni-payi mantsiyari, yantanta-nakari kapichiini irako. 
MRK.6.6	Tima okiryaantzi iwakiri Jesús ikaratzi kisosiri-waita-tsiri, kaari nintatsini inkimisantiri. Irootaki ikinanta-nakari iyomitaan-tayitzi pasiniki nampitsi okaratzi tzimayita-tsiri anta.
MRK.6.7	Ipoñaa yapatotakiri Jesús 12 iyomitaani. Ipajiinkaakiri isintsinka. Imatanakiro irirori yisita-kota-kaayitziri ikyaantasiritari piyari. Ityaantakiri, intsipata-wakai-yitanakyaa inkarati apiti. 
MRK.6.8	Ikantawakiri: “Airo paanaki tsika ompaityaa, airo paanaki piwariti, pitharati, aajatzi piiriikiti, intaini paanaki pikotziikiri. 
MRK.6.9	Airo paanaki aajatzi pasini pithaari. Apatziro pinkyaan-tanakyaa pisaantari piitziki.” 
MRK.6.10	Ikantzi-tawakari aajatzi: “Aririka pariitakyaa aparoni pankotsi, ari pimaapaaki, irojatzi pawisan-takyaari pasiniki nampitsi. 
MRK.6.11	Airorika yaakamiithai-tzimi, airorika ikimisantai-tzimi, pawisa-pithatiri. Pitikanajiro pipatsi-kiitziti, irootaki iyotantai-tyaari ti inkimisantiri Pawa. Iriitaki imapiroiti apaata aririka yaminakoi-tajiri maaroni yantayitakiri. Aritaki anaajiro apaata ikantai-takiri Paamaarini-satzi aajatzi Katsimaarini-satzi. Omapiro.” 
MRK.6.12	Ikanta ijajiitaki iyomitaani Jesús ikamanta-yitakiri atziri iwashaantajiro ikaaripiro-siri-waitzi. 
MRK.6.13	Yisita-kota-kaayitaki ikyaantasiritari piyari, ari ikimitaakiri oshiki mantsiyari itziritan-takari yiinkantsi.
MRK.6.14	Ikanta pinkathari Herodes ikima-kotakiri Jesús okaratzi yantayitziri. Tima ikantaitaki: “Yoka Jesús iriitaki Juan Kiwaatantaniri. Iriitaki añaajatsi, irootaki otzimantari itasorinka.” 
MRK.6.15	Pasini kantayita-tsiri: “Elías inatzii.” Ikantaitzi aajatzi: “Aamaa iriitaki osiyariri Kamantan-tzinkari tzimita-chari pairani.” 
MRK.6.16	Ikanta ikimaki Herodes ikantai-takiri, ikantanaki irirori: “Iriitaki añaajatsi Juan nowisa-kaantakiri.” 
MRK.6.17	Tima iriitaki Herodes aakaantzi-takariri chapinki-paiti Juan, yoosita-kaantakiri, iminkyaa-kaantakiri, okantakaan-tziro Herodías iinanta-witari Felipe, iririntzi irirori. Irootaki iinantaari Herodes. 
MRK.6.18	Tima iyomitaa-wita-tyaari pairani Juan yoka Herodes, ikantawitari: “Ti onkamiithati payitiri iina pirintzi.” 
MRK.6.19	Irootaki opoñaantari okisaniintziri Herodías, onintawitaka owamaakaan-tirimi. 
MRK.6.20	Ari okanta yasita-kota-kaantan-tariri Herodes. Iro kantacha Herodes antaroiti ipinkathatakiri Juan, iyotzi kamiithasiriri inatzi, itasorintsita-kaani Pawa. Ti ininti iwakaantiri. Tima okaratzi iyomitaa-witariri, okompitzimo-siritakari Herodes. Ari iyosiryaawinta-witaro ikimisantziri. 
MRK.6.21	Okanta aparoni kitaitiri, yoimosirinka-witaro Herodes itziman-takari pairani. Ipokajiitaki inampiri-payi, ijiwari owayiriiti, aajatzi ikaratzi jiwayita-tsiri Tapowiniki. Owajiitaka. 
MRK.6.22	Ari okyaapaaki osinto Herodías iwajiitara, amashaita-paaki, ookimotakari kamiitha Herodes amashaitani, ari ikimiyitakari ikaratzi itsipatakari iwajiita. Ikantanakiro Herodes: “Ari nompakimi opaita-rika pinkamitinari. 
MRK.6.23	Airo namatawitzimi, iyotzi Pawa iriipiro nokantzi. Iroorika pinintimi okaratzi nopinkathari-wintziri, aritakimi nompakimi kashitani.” 
MRK.6.24	Ojata-sita-nakiro iniro, okantapaakiro: “¿Paitama nokamitiriri?” Okantanaki iniro: “Pikamiitiri iito Juan Kiwaatantaniri.” 
MRK.6.25	Piyapaaka mainaro, okantapaakiri: “Nonintzi pimpinaro iito Juan, piwakinaro matzitaki.” 
MRK.6.26	Antaro iwasiritanaka pinkathari. Iro kantacha, tima maaroni ikimaitakiri inkaaranki ikantakirori mainaro, tikatsi inkinakaa-najiro, ontzimatyii impiro okowa-kota-kiriri. 
MRK.6.27	Ityaankaki owayiri yamakiniri iito Juan. Jatanaki owayiri tsika yasitakoi-takiri Juan, iwisa-paakiri, 
MRK.6.28	yamakotakiro iito matzitaki. Ipaitakiro mainaro, aanakiniro iniro. 
MRK.6.29	Ikanta ikimajiitaki iyomitaani Juan. Pokajiitaki, ikitatajiri.
MRK.6.30	Tima ariijiitajani ityaankani, apatotapaja maaroni tsika isaiki Jesús, ikamanta-pajiri okaratzi yantayitakiri, okaratzi iyomitaan-takiri. 
MRK.6.31	Aikiro ipoka-minthatatzii atziri, piyayitacha pasini. Ti onkanti ijata-painti kapichiini Jesús iwajyaa. Irootaki ikantan-tanakariri Jesús iyomitaani: “Thami ajati otzisi-masiki, amakoryaa-wakiita kapichiini.” 
MRK.6.32	Otijiitanaka pitotsiki, jaitijiitaki. 
MRK.6.33	Iro kantacha, oshiki amina-kota-wakiriri ijatanaki, iyotawakiri iriitaki. Siyajiitanaka ikinajiitaki awotsiki, ipoñaanakaro nampitsiki-payi. Iriitaki itajiitakaro yariitaka, apatojiita-paaka. 
MRK.6.34	Ikanta yariita-paaka Jesús, iñaapaa-tziiri ipiyojiitaka. Itakosiryaa-paakari. Tima inkimita-tyaari ipiraitari airorika itzimi aamaako-wintyaarini. Iyomitaa-yitapajiri aajatzi. 
MRK.6.35	Aritaki tsitiniityaanaki, ipokapaaki iyomitaani, ikantziri: “¡Yomitaanarí! Asaikatziira otzisi-masiki, aritaki tsitiniityaaki. 
