MAT.1.1	Kitsy re xseety pxusykoltoo Jesucrist. Lo xtiiy David ni lo xtiiy Abraham sëëd Jesús.
ACT.19.10	Chop iz kwëkluuy xaa xtiits Dios. Por ngo nii kchë meñ nii no nëz Asia pkëëtyag xtiits Dios, nikxe meñ Israelo, nikxe gaa meñ sito. 
ACT.19.11	Ni ndaly kchë kyalntson nii beeñtsyey Pable porñee kokni Dios xaa. 
ACT.19.12	Axte wi xbayjan Pable ni xab xaa nii biy meñ psë meñ lady meñ xsyaknë aan lëë meñ xsyaknë byak ni lëë kyalbini mal pchoo leñ styoo meñ.
ACT.19.13	Wi bla xaa Israel nii xkwii kyalbini mal leñ styoo meñ pal nëz kokladzy nseety lë Jesús par kwii kyalbini mal, chëb xaa lo kyalbini mal:
ACT.19.13	—Con xtiitspey Jesús nii xseety Pable xñen lo do: Kol kchoo leñ styoo meñ gue.
ACT.19.14	Ksa kadzy xiñ Esceva, xaa nii xñabey lo pxosy, beeñtsyey ngo. 
ACT.19.15	Per lëë kyalbini mal chëb lo xaa:
ACT.19.15	—Xyuumbeyaa Jesús, ni nanaa cho nak Pable. Per lëë do, ¿cho nak to?
ACT.19.16	Wor go kazh lëë xaa nii no kyalbini mal go leñ styoo kwyas kwseñ ksa xaa go. Per nli busy ptee xaa go xcheñ xaa. Koksye gan pchoo xaa ña xaa nii no kyalbini mal leñ styoo. Xña xaa cheñ lëë xaa pxooñ nëb kidy xaa. 
ACT.19.17	Aan kchësy meñ Israel ni meñ sit nii no Efeso nii koknano ptsyeb. Por ngo ndaly meñ blisklaa lë Jesús.
ACT.19.18	Ndaly meñ nii bniladzy kwey wxobtol, aan bitiits meñ go kchë cos mal nii beeñtsyey meñ go worñee karty kniladzy meñ go Dios. 
ACT.19.19	Ni ndaly meñ nii pseedy kyalbruj biidni kchë xlibre, aan xña lo meñ lëëw kwyek. Kwloolbey meñ nii masy tu choowptsii mily pes plat nono. 
ACT.19.20	Singo mod ndaly meñ nii pkëëtyag xtiits Dios nii xñee cho nak Jesús bniladzy.
ACT.19.21	Loxsye kwte kchë cos ko, lëë Pable kwlokyeñ tsitedy kyedzy nii nche nëz Macedonia ni Acaya, axte ktsiñ xaa Jerusalén. Ni chëb xaa nii loxsye kpikche xaa Jerusalén, no nii tsi xaa Roma. 
ACT.19.22	Lëë xaa pxaal Timoteo ni Erasto nëz Macedonia mentre lëë xaa bii byaan Asia pa slal tiemp. Chop xaa go chuñ xaa yudar.
ACT.19.23	Leñ tse go lëë tu tily bislo por xtiits Dios nii xñee cho nak Jesús. 
ACT.19.24	Lëë tu xaa nii pcholë Demetrio bislo tily go. Nonsyke mdyo plat ni xiktoo wiñ naybaa nii lë Diana xsaa xaa, aan nroob tumi xsaan tsiiñ go lo xaa ni lo xaa nii xkyë tsiiñ lo xaa. 
ACT.19.25	Lëë xaa kwnee lo xaa nii xkyë tsiiñ lo xaa, ni lo kchë xaa nii xkyë misme tsiiñ go, chëb xaa:
ACT.19.25	—Nan do gon nii nroob tumi xsaan tsiiñ re lo no. 
ACT.19.26	Ni nan do gon ni chon do nii lëë Pable no kluuy lo meñ nii lëdy Dios nak kchë mdyo nii xsaa chol meñ, aan ndaly gaa styoo meñ nojko xaa. Lëdy nonsy leñ kyedzy Efeso nu no kluuy xaa kchë ngo, sink wi tyub nëz Asia. 
ACT.19.27	Ntseebo gon, por neñdy tsodre xtsiiñ no, ni neñdy axte wi xiktoo naybaa Diana kyaanladzy aan kiijtre meñ Asia ni meñ sit nii nche tyub lo kislyu lo naybaa Diana.
ACT.19.28	Tsiñee lëë meñ biñ ngo, per nli busy blëë meñ aan lëë meñ bislo kwchuptsyë, xñee:
ACT.19.28	—¡Byinayk Diana xnaybaa meñ Efeso!
ACT.19.29	Kchë meñ kyedzy pkyey kik. Lëë meñ kwnaasy Gayo ni Aristarco. Chop xaa Macedonia go nak ksa Pable. Lëë meñ kuni xaa axte tu laañee xkaal lsa meñ. 
ACT.19.30	Lëë Pable kokladzy nyinee xaa lo meñ, per blaady meñ nii xniladzy xtiits Dios xaa. 
ACT.19.31	Wi bla xamigw Pable nii xñabey Asia pxaal tiits nii nody nii tsisëëb Pable lady meñ go. 
ACT.19.32	Xaal xaal nii kwchuptsyë meñ nii kwey junt. Pkyey kik meñ go. Ndaly meñ go ni nandy dyon pe cos tsiiñ kwey. 
ACT.19.33	Per lëë bla meñ Israel chëb lo Alejandro xa nak cuent ko. Loxsye ngo lëë meñ Israel pchëëp xaa lady meñ. Loxsye kwso Alejandro groltyee lady meñ, lëë xaa kwloo señ con ña xaa parñee kwetse meñ. Kokladzy xaa nchoo xaa xfavor meñ Israel. 
ACT.19.34	Per tsiñee lëë meñ byeñ nii xaa Israel xaa, lëë meñ bislo kwchuptsyë. Siik chop wor kwchuptsyë meñ, xñee meñ:
ACT.19.34	—¡Byinayk Diana, xnaybaa meñ Efeso!
ACT.19.35	Tsiñee lëë xsecretario xtisy beeñ gan kwleektse meñ, lëë xaa chëb:
ACT.19.35	—Kol kono gaa meñ Efeso, kchësy meñ nii nche lo kislyu gon nan nii lëë meñ Efeso xyal kantsi xiktoo naybaa Diana ni kchësy meñ nan nii kpaa byab xnaybaa no Diana. 
ACT.19.36	Nan do nii ni tu cho chilody kñë nii nlidy kchë nrii. Por ngo, kol kwetse. Kuuñtsyeydy to cos nii nonguialdy. 
ACT.19.37	Karty gon kwan chop xaa nii biidni do nu ktoo ni karty kñeenë xaa xnaybaa no. 
ACT.19.38	Deelñee Demetrio ni xaa nii ksa xaa xkyë tsiiñ xñab kyalxtisy, par ngo no xtisy ni no yulyey. Schilo tsinab Demetrio kyalxtisy lo xaa xñabey parñee siko catu xaa kñee dyon xa nak xcuent xaa ni parñee kak ndoon gaa cho xaa nli xñee. 
ACT.19.39	Aan deelñee gaa chakladzy to kñab to pe stu cos, no nii kñab tow tu lo junt, per con ngui mod. 
ACT.19.40	Ntseeb gon tsijkëëkiy meñ no këb meñ nii lëë no noyuuñ tily por kchë nii beeñtsyeey no natse, ni kindy kaa pe tyeesy no deelñee cho kñabtiits lo no penak kok tily re.
ACT.19.41	Loxsye chëb secretario ngo, lëë xaa psonëz meñ.
ACT.20.1	Tsiñee lëë tily go byal, lëë Pable kwtsyetsy kchë meñ nii xniladzy xtiits Dios par kchoobladzy xaa styoo kchë meñ go. Loxsye ngo lëë xaa si nëz Macedonia. 
ACT.20.2	Kchë kyedzy nii kutedy xaa pchoobladzy xaa styoo meñ nii xniladzy xtiits Dios. Loxsye ngo lëë xaa ptsiñ Grecia. 
ACT.20.3	Tson mëë kwlës xaa Grecia. Lëë xaa no nëz nii tso xaa barkw par tsi nëz Siria, tsiñee lëë xaa biñ nii lëë meñ Israel kënal kuty xaa. Por ngo lëë xaa sey nëz Macedonia stub. 
ACT.20.4	Lëë xiñ Pirro nii pcholë Sópater kunal Pable. Xaa Berea nak Sópater. Ni wi gaa chop xaa Tesalónica nii pcholë Aristarco ni Segundo, ni tu xaa Derbe nii pcholë Gayo, ni Timoteo, ni chop xaa Asia nii pcholë Tíquico ni Trófimo kunal. 
ACT.20.5	Lëë xaa kwtenech loo noo aan lëë xaa kwlës lëë noo leñ kyedzy Troas. 
ACT.20.6	Loxsye kwte lni nii xtyaaw kyaxtily nii xkyëdy levadur, lëë noo pchoo leñ kyedzy Filipos. Lëë tse nii kwloxo kaay kpidz lëë xaa nii kwtenech pkaa loo noo leñ kyedzy Troas. Kadzy kpidz blyëës noo leñ kyedzy ko.
ACT.20.7	Tsi lëë tse tminkw kol lëë noo pkaal lsa par tyaaw noo kyaxtily. Lëë Pable beeñ kseedy meñ nii xniladzy xtiits Dios, aan como no nii kchoo xaa kyaani lyu, lëë xaa biskool xiwseedy xaa axte wrol kyool. 
ACT.20.8	Leñ tu yu klaa pkaal lsa noo. Ndaly pis nak yu go. Aan tyub leeñgo kwë bini petroly. 
ACT.20.9	Lëë tu xaa wiñ nii pcholë Eutico kwsob kexka chu ventan. Aan como lëë Pable biskool xiwseedy, lëë xaa kwë mgaal aan lëë xaa pchingaa chu ventan axte lyu. Kuty xaa blis meñ xaa. 
ACT.20.10	Lëë Pable byety kwteetsy xaa wiñ go. Aan lëë xaa chëb lo meñ nii xniladzy xtiits Dios:
ACT.20.10	—Ktsyebty to, mbañ xaa.
ACT.20.11	Lëë Pable byo leñ yu aan lëë xaa taw kyaxtily ksa xaa meñ nii xniladzy xtiits Dios. Loxsye ngo lëë xaa kwnee lo meñ tyub kyool. Lëë byaani lyu lëë xaa bi. 
ACT.20.12	Psak styoo meñ porñee mbañ xaa wiñ nii pchingaa chu ventan sikni meñ xaa.
ACT.20.13	Lëë noo bñeech syo noo kyedzy nii lë Asón con barkw par kwëës noo Pable siko, por singo byaan noo tiits por lëë Pable si tub lo kislyu. 
ACT.20.14	Tsiñee lëë noo ptsiil Pable leñ kyedzy Asón, lëë noo ptsyo barkw ksa noo xaa, aan lëë noo syo nëz Mitilene. 
ACT.20.15	Lëë byaani lyu lëë noo ptyee mer laañee nyoo Quío. Lëë byaani stu lyu lëë noo ptsiñ chu nis nii lë Samos. Siko pchoo noo lëë noo ptsiñ Mileto. 
ACT.20.16	Byody noo Efeso porñee koklasty Pable nii nlyëë noo xtañ meñ Asia. Lëë xaa kwlokyeñ ktsiiñ noo Jerusalén tse nii chak lni Pentecostés, deelñee ndeedyo tiits.
ACT.20.17	Tsiñee lëë noo ptsiñ leñ kyedzy Mileto, lëë Pable kwnabey koktsyetsy xaa kol nii xñabey lo meñ Efeso nii xniladzy xtiits Dios. 
ACT.20.18	Tsi lëë kchë xaa kol go kwlañche, lëë Pable chëb:
ACT.20.18	—Nan do gon xa nak xmodaa destye primer tse nii kwlañcheen Asia. 
ACT.20.19	Ni nan gaa to nii tyub nii kwyon lady to con kyalndoladzy ni wiiñ psobaa xtiits Dios, ni ndaly gaa kyalnë pteedy meñ Israelaa. 
ACT.20.20	Per psaandyaa tugak bluyaa xtiits Dios lo do. Kwnen lo do leñ kyedzy ni kwnen lo do lidzy to. 
ACT.20.21	Ni chëpaa lo meñ Israel ni lo meñ sit nii no nii ktikche meñ styoo lo Dios ni kniladzy meñ xtiits Dios nii xñee cho nak Jesús. 
ACT.20.22	Lëë na lëën ka Jerusalén, porñee lëë Kyalbini Ntson xaal naa. Nandyaa pe ktsyoolaa siko. 
ACT.20.23	Ni nansyaa ksatyee kyedzy nii kan xñee Kyalbini Ntson nii lëë skiib ni lëë kyalnë këmbës naa. 
ACT.20.24	Per ni tu pe sinidy kikaa, ni xkyalmbañaa nondy lon. Lëëw comñee mbëë kyaalaa tsiiñ nii bneetsy Dios lon. Lëë tsiiñ go nak nii kluyaa xtiits Dios nii xñee cho nak Jesús lo meñ.
ACT.20.25	’Bluyaa lo do xa nak xkyalwnabey Dios. Lëë na xyeñpaa nii kpikchedre kan do naa. 
ACT.20.26	Por ngo chakladzyaa kniyaa lo do natse nii chaaptyaa tol deelñee no tu do nii telaady. 
ACT.20.27	Por nanaa nii kchë nii kwnabey Dios bluyaa lo do. Ni tu pe kwloolandyaa lo do. 
ACT.20.28	Por ngo, kol kap cuidad lëë do ni kchë meñ nii xniladzy xtiits Dios. Porque por kchë do kuty Jesús lo crusy ni lëë gaa Kyalbini Ntson pso lëë do parñee kap cuidad to meñ nii xniladzy xtiits Dios. 
ACT.20.29	Nanaa nii tsiñee lëën kpi, lëë meñ nii ko kyalnë kchë meñ nii xniladzy xtiits Dios kiid. Nak meñ go sinak chol ma tox nii chuty mëkwxiily. 
ACT.20.30	Ni misme lady kaa to kchoo xaa nii kluuy tiits xuuy parñee tsinal meñ nii xniladzy xtiits Dios xaa. 
ACT.20.31	Kol kap cuent, kol ksaladzy gaanoo nii tson iz nder tyub styoon bluyaa xtiits Dios lo do tsel kyool.
ACT.20.32	’Lëë nana, beetsy, xñabaa nii kakni Dios to ni xñabaa nii ksaanlasty to xtiits Dios nii xniladzy to. Lëë xtiits Dios kchoobladzy styoo do ni lëë xtiits Dios knee kchë kyalnsaak nii xtee Dios lo kchë meñ nii xniladzy xtiits xaa. 
ACT.20.33	Tyub nii kwyon lady to kwyokidyaa xab meñ ni karty kaa tsokin xtumi meñ. 
ACT.20.34	Nan buen do nii kwën tsiiñ par ktsiñaan nii jkiiñaa ni nii jkiiñ meñ nii biidnal naa. 
ACT.20.35	Tugak bluyaa nii singo kak tsiiñ tsiin kchilo kuñ ñe meñ nii no lyaadzy yudar, ni ksaladzy ñe xtiits Jesús tsiñee chëb xaa: “Mastre xle meñ nii xkady que meñ nii xñaasy.”
ACT.20.36	Loxsye kwnee Pable lëë xaa psoxib aan lëë xaa bitiitsni Dios ksa xaa. 
ACT.20.37	Kchësy xaa kol go biiñ, ni lëë xaa kwteetsy Pable. 
ACT.20.38	Mban ptee styoo xaa porñee biñ xaa nii kpikchedre kan xaa Pable. Loxsye ngo lëë xaa kuksonëz Pable axte chu barkw.
ACT.21.1	Loxsye psaan xaa go lëë noo, lëë noo ptsyo barkw aan lëë noo syo tubli lo kislyu wiñ nii lë Cos. Lëë byaani lyu lëë noo ptsiñ lo stu kislyu wiñ nii lë Rodas. Siko pchoo noo, lëë noo ptsiñ kyedzy nii lë Pátara. 
ACT.21.2	Chu nis Pátara psyeeñ noo tu barkw nii tsi nëz Fenicia. 
ACT.21.3	Tsiñee lëë noo syo lo nis, lëë noo ptyon kislyu wiñ nii lë Chipre. Lëëw byaan nëz ñapeg noo, lëë noo syo axte Siria. Aan como no nii ksaan barkw yow chu nis nii lë Tiro, lëë noo blyëës siko. 
ACT.21.4	Loxsye ptsiil noo meñ nii xniladzy xtiits Dios, lëë noo blyëës kadzy kpidz lo meñ go. Aan lëë Kyalbini Ntson kwnee kchë nii ktsyool Pable Jerusalén lo meñ go, aan lëë meñ go chëb lo Pable:
ACT.21.4	—Nody nii tsil Jerusalén.
ACT.21.5	Per tsi lëë ksa kadzy kpidz ko psa, lëë noo bii. Kchë tsiil ni xiñ meñ nii xniladzy xtiits Dios kuksonëz lëë noo axte chu nistoo, aan lëë noo psoxib chu nis ko par kutiitsni noo Dios kchësy noo. 
ACT.21.6	Loxsye ngo lëë noo blë lsa. Lëë noo ptsyëëp barkw, lëë gaa meñ kyedzy ko bikche sey lidzy.
ACT.21.7	Tiro pchoo noo lëë noo ptsiñ kyedzy nii lë Tolemaida. Siko lëë noo byo jkëëptyux meñ nii xniladzy xtiits Dios aan lëë noo blyëës siko tu kpidz. 
ACT.21.8	Lëë byaani lyu lëë noo ptsiñ kyedzy nii lë Cesarea. Siko lëë noo byo lidzy Felip nii xluuy xtiits Dios. Wi Felip ngab lady ksa kadzy xaa nii kwle meñ leñ kyedzy Jerusalén par kuñ xaa xyudar apostle. 
ACT.21.9	Ksa tap xiñtsyaap Felip nii karty ktsiilña xñee tiits nii xsyaab Dios leñ styoo me. 
ACT.21.10	Ndaly kpidz kok nii nche noo siko, tsiñee lëë tu profet nii sëëd nëz Judea nii pcholë Agabo kwlañche. 
ACT.21.11	Lëë xaa biid tedy loo noo. Lëë xaa kwseñ xcinturón Pable aan lëë xaa pxituu niy xaa ni ña xaa con xcinturón Pable, xñee xaa:
ACT.21.11	—Lëë Kyalbini Ntson xñee nii sinrii kxituu meñ Israel xpixwan cinturón re leñ kyedzy Jerusalén, ni lëë meñ jko xaa ña meñ sit.
ACT.21.12	Tsiñee lëë noo ptsyon xtiits xaa go, lëë noo kok ksa meñ Cesarea bñee noo lo Pable parñee tsidy xaa Jerusalén. 
ACT.21.13	Per lëë Pable kwëb, në:
ACT.21.13	—¿Penak choon do ni xko kyalnë do naa? Snëën kxituu meñaa, ni snëën ketyaa Jerusalén par kuuñ ksakaa Jesús.
ACT.21.14	Aan como pchiloody noo ngwiisoo noo styoo xaa, lëë noo psaan xaa, ptyeesy noo:
ACT.21.14	—Lëë Dios dyon kaknil.
ACT.21.15	Loxsye ngo, lëë noo pxixkwaa aan lëë noo syo Jerusalén. 
ACT.21.16	Wi bla xaa Cesarea nii xniladzy xtiits Dios biidnal lëë noo. Lëë xaa go kuni lëë noo lidzy tu xaa Chipre nii pcholë Mnasón. Kok xtsele nii xniladzy xaa xtiits Dios. Lidzy Mnasón blyëës noo.
ACT.21.17	Tsiñee lëë noo ptsiñ Jerusalén, con kyalwle biid ktsiilnëz meñ nii xniladzy xtiits Dios lëë noo. 
ACT.21.18	Lëë byaani lyu lëë noo byoteedy lo Jacob ksa noo Pable, aan lëëtyee gaa wi kchë xaa kol nii xñabey lo meñ nii xniladzy xtiits Dios nche siko. 
ACT.21.19	Lëë Pable pkëëptyux kchë xaa go. Loxsye ngo lëë Pable bislo bitiits kchë kchësy cos nii pteedy Dios tiitspey beeñtsyey xaa lady meñ sit. 
ACT.21.20	Tsiñee lëë kchë xaa go lox biñ nii bitiits Pable, lëë xaa ptee skizh lo Dios. Tsigo lëë xaa chëb lo Pable:
ACT.21.20	—Bueno, beetsy, per nan nyëël gon nii ndaly meñ Israel xniladzy xtiits Dios nii xñee cho nak Jesús. Aan kchësy meñ Israel go chuuñ ndip xtiits nii no nii kyonaal no xley Moisés. 
ACT.21.21	Ni lëë meñ Israel go biñ nii xluuyoo lo meñ Israel nii no tañ nii ksaldy xaa kchë nii psaan Moisés. Ni lëë xaa biñ nii xñeel lo meñ Israel nii no tañ nii kobeydy xaa xiñ xaa ni tsinaldy xaa xcostumbre no. 
ACT.21.22	¿Xa kuuñ no? Por lëë meñ gon ktyop tsiñee lëë meñ kon nii lëël blañ. 
ACT.21.23	Lëëw nii nako no nii kuuñtsyeyoo nii kniiy noo: Lëë tap xaa nii chakladzy kuuñ ksak Dios nche nu. 
ACT.21.24	Kuni xaa, kol kuuñ nyë lëë do sinak nii xñabey xley Moisés, ni kwtiix parñee jka kik xaa tsiin kyeñ meñ nii nlidy nii chuuñtsyeyoo kchë nii noyon meñ, sink lëë meñ kyeñ nii wil chuuñtsyey nii xñabey xley Moisés. 
ACT.21.25	Lëë noo pxaal le tublë kitsy lo meñ sit nii xniladzy xtiits Dios parñee kawdy meñ sit xpëël kchë ma nii chokon lo mdyo, ni kawdy meñ sit cheñ, ni kawdy meñ sit xpëël chol ma nii xiyañ, ni nody nii tsoni meñ sit stu meñ deelñee no tsiil meñ sit.
ACT.21.26	Lëë Pable sini ksa tap xaa go. Lëë byaani lyu lëë xaa kok nyë ksa xaa sinak nii xñabey xley Moisés. Loxsye ngo lëë Pable kwteyo leñ lidzy Dios par këb xaa pa tse kyal kak nyë ksa tap xaa go ni parñee këb xaa pa tse kokon xaa go nii sini xaa go lo Dios.
ACT.21.27	Per lëë ksa kadzy kpidz ko merle ksa, tsiñee lëë bla xaa Israel nii no nëz Asia kon nii lëë Pable no leñ lidzy Dios aan lëë xaa go pkiily meñ par kñaasy xaa Pable. 
ACT.21.28	Lëë xaa kwchuptsyë, chëb xaa:
ACT.21.28	—¡Kol kono meñ kyedzy, kol kuñ lëë noo yudar kñaasy no xaa re! Por nody xaa xlad meñ xkyedzy no, sink lëë xaa xluuy nii ksaldy meñ xley Moisés ni ksaldy meñ lidzy Dios. Tyub lo kislyu xluuy xaa nrii. Lëë na axte wi bla meñ sit psëëb xaa leñ lidzy Dios. Sinrii mod lëë xaa beeñ tu cos nii nonguialdy kak.
ACT.21.29	Singo chëb xaa Israel go porñee kon xaa Pable leñ kyedzy chop Pable tu xaa Efeso nii pcholë Trófimo. Nladzy xaa te wi Trófimo kuni Pable leñ lidzy Dios.
ACT.21.30	Kchësy meñ kyedzy blëë aan lëë meñ ptyop tub lugarak. Lëë meñ kwtopxax Pable, kwlii meñ xaa leñ lidzy Dios. Loxsye ngo lëë meñ psuugw puert. 
ACT.21.31	Kwxaak xaa wor go kazh nyuty xaa Pable, per tsiñee lëë tiits ptsiñ lo xaa nii xñabey lo soldad nii lëë kchë meñ Jerusalén noyuñ tily, 
ACT.21.32	lëë xaa go ptop kchë xsoldad ni kchë xaa nii xñabey lo xsoldad xaa aan lëë xaa ptsiñ wxooñ laañee nche meñ. Tsiñee lëë meñ kon xaa nii xñabey lo soldad ni kon soldad, lëë meñ psaan Pable, pteejtre meñ xcheñ xaa. 
ACT.21.33	Tsigo lëë xaa nii xñabey lo soldad big, aan lëë xaa kwseñ Pable, ni lëë xaa kwnabey pxituu Pable con chop lë caden. Loxsye ngo lëë xaa kwnabtiits cho nak Pable ni pe cos beeñtsyey xaa. 
ACT.21.34	Per xaal xaal nii kwnee meñ. Pchilody nyon xaa nii xñabey lo soldad pe xñee meñ porñee kchë meñ chuptsyë. Por ngo lëë xaa kwnabey kuni soldad Pable laañee sob yu nii no soldad. 
ACT.21.35	Tsiñee lëë soldad ptsiñni Pable laañee chislo scaler nii xyakxoob axte chu yu go, lëë soldad kwlañ Pable, porñee tir ntseeb chak meñ nii nal, 
ACT.21.36	xñee meñ:
ACT.21.36	—¡No nii kety kazh xaa!
ACT.21.37	Lëë soldad si nii jko Pable leñ yu, tsi lëë Pable chëb lo xaa nii xñabey lo soldad:
ACT.21.37	—¿Pe schilo kñen choplan xtitsaa lool?
ACT.21.37	Tsigo lëë xaa nii xñabey lo soldad kwëb chëb:
ACT.21.37	—¿Pe chakoo nayak xñeel griego? 
ACT.21.38	¿Pe mod lëdy lii tsigo nayak nak xaa Egipto nii penaadle beeñtsyey tu tily ni kuni tap mily nweety bñech tu tañ pidzy?
ACT.21.39	Tsigo lëë Pable chëb:
ACT.21.39	—Lëdyo. Xaa Israelaa. Tarso kolyaa. Tu kyedzy non nii nche Cilicia nak Tarso. Beeñ favor blaa kñen choplan xtitsaa lo meñ.
ACT.21.40	Lëë xaa nii xñabey lo soldad ptee tiitspey, aan lëë Pable kusoli lo scaler. Lëë xaa kwloo señ con ña xaa par kwetse meñ. Tsi lëë meñ lox kwchetse, lëë xaa kwnee con xtiitsë meñ Israel chëb xaa:
ACT.22.1	—Kol kono, beetsy, ni kol kono xaa kol. Lëën kñe choplan xtitsaa lo do parñee kyeñ do nii nody xfaltaa.
ACT.22.2	Tsiñee lëë meñ biñ nii con xtiitsë meñ kwnee xaa, mastre tse kwche meñ. Tsigo lëë Pable chëb:
ACT.22.3	—Xaa Israelaa. Tu kyedzy nii lë Tarso nii nche nëz Cilicia kolyaa, per leñ kyedzy Jerusalén nu kwroobaa. Lëë Gamaliel beeñ kseedy naa xley pxusykoltoo no, ni tugak kaa choxkoon kuuñ ksakaa Dios tyub styoon sinak nii noyuuñ ksak to Dios natse. 
ACT.22.4	Penaadle kwënalaa nyutyaa meñ nii xniladzy xtiits Dios nii xñee cho nak Jesús. Nikxe kwnaaw, nikxe gaa xaapkiyo, kchë nak xaa kwyalon skiib. 
ACT.22.5	Lëë xaa nii xñabey lo pxosy ni kchë xaa kol nan kchë nii beeñtsyeyaa, por lëë xaa bneetsy kitsy nii kwseeñaa si lo xaa Israel nii no leñ kyedzy Damasco, aan lëën kwya kyedzy ko sakyubaa meñ nii xniladzy par kyely knin kchë meñ go nu ni par ksaksin kchë meñ go.
ACT.22.6	’Per tu tse mer xwe ngbidz, lëën no nëz nii ktsiiñaa leñ kyedzy Damasco, tsiñee lëë tu bini ngol nii sëëdsëëb kpaa bibëly kyako kwin. 
ACT.22.7	Lëën byab lyu, aan lëën biñ tsiy tu xaa nii xñee: “Saulo, Saulo, ¿penak nii xsaksil naa?” 
ACT.22.8	Tsigo lëën kwnabtiits chëpaa: “¿Chool?” Aan lëë tsiy xaa go në lon: “Naa nak Jesús Nazaret, xaa nii xsaksil.” 
ACT.22.9	Kchë xaa nii ksan sa ptsyeb kon bini go, per biñdy xaa tsiy xaa nii kwnee lon. 
ACT.22.10	Tsigo lëën chëp: “Kwnë na busy pe cos kuuñtsyeyaa.” Aan lëë xaa në: “Kuxche, ptsiñ Damasco. Siko no tu xaa nii kñë pe cos kuñoo.” 
ACT.22.11	Aan como lëë bini go bnek lon, pchilody nyanaa. Lëë xaa nii ksan sa kwtob ñan, ptsiiñaa leñ kyedzy Damasco.
ACT.22.12	’Leñ kyedzy ko kwyo tu xaa nii pcholë Ananías. Tu xaa nii nli xniladzy Dios nak xaa ni chuuñtsyey xaa nii xñabey xley Moisés. Kchësy kaa meñ Israel nii no Damasco xñee nii buen xaa. 
ACT.22.13	Lëë Ananías biid tedy lon. Tsi lëë xaa kwlañ, lëë xaa në: “Beetsy Saulo, pxaly lool ni kon stub.” Aan wor go kazh lëë lon byaabini aan lëën kon Ananías. 
ACT.22.14	Loxsye ngo lëë xaa në lon: “Lëë xDios pxusykoltoo no kwle lii penaadle parñee kaknanoo pe cos chakladzy xaa ni parñee kanoo xiñ ntson xaa ni parñee konoo tiits nii xchoo chuw xiñ xaa. 
ACT.22.15	Por lii kutiits cho nak xiñ xaa lo meñ nii nche lo kislyu. No nii kutiitsoo kchë nii konoo ni biiñoo. 
ACT.22.16	Lëë nana ¿pe xlyëël nii chischeedyoo tsiin chobnisoo? Kwnab lo Dios nii koy xaa kchë xtoloo.”
ACT.22.17	’Tsiñee lëën blañ Jerusalén nu, lëën kwya lidzy Dios, kwyakutiitsnin Dios, aan lëë tu mgaal kwtedy lon. 
ACT.22.18	Lo mgaal go lëën kon Jesús, aan lëë xaa në lon: “Sinusy byobladzy pchoo Jerusalén, porque ksaldy meñoo tsiñee lëël kutiits cho nakaa.” 
ACT.22.19	Tsigo lëën chëp: “Kchë meñ re nan nii naa kwyanasy meñ nii xniladzy xtiitsoo leñ kchë ktoo, ni nan meñ nii naa kwyalo kchë meñ nii xniladzy xtiitsoo skiib ni naa gaa ptedy xcheñ kchë meñ go. 
ACT.22.20	Ni byo gaa styoon nii kuty Xteb, xaa nii bluuy xtiitsoo. Naa byaani xab xaa nii kukyeety xaa.” 
ACT.22.21	Per lëë Jesús në lon: “Pchoo leñ kyedzy Jerusalén, por lëën kxal lii xtañ meñ sit.”
ACT.22.22	Tse kwche meñ biñ nii kwnee Pable, per tsiñee lëë meñ biñ nii lëë xaa pseety meñ sit, lëë meñ bislo kwchuptsyë xñee:
ACT.22.22	—¡No nii kety xaa gue! ¡Nonguialtre nii kpañ xaa!
ACT.22.23	Aan como byoogwty chuw meñ, sink lëë meñ bislo xkwii xab ni xlëp yu kpaa parñee kaknyoo nii xlëë meñ, 
ACT.22.24	por ngo lëë xaa nii xñabey lo soldad kwnabey nii jko soldad Pable leñ yu, ni lëë xaa kwnabey ktee soldad cheñ Pable parñee kñeeli Pable dyon penak nii singootyee xlëë meñ lo Pable. 
ACT.22.25	Per tsiñee lëë soldad lox pxituu Pable, lëë Pable chëb lo tu soldad nii so siko:
ACT.22.25	—¿Pe nonguial dyon nii kteedy to cheñ tu xaa Roma, deelñee karty kaknan do pe cos beeñ xaa?
ACT.22.26	Tsiñee lëë soldad ko biñ ngo, lëë xaa kuni tiits lo xaa nii xñabey lo kchë soldad, chëb xaa:
ACT.22.26	—Byeñ gon pe cos kuuñtsyeyoo, por Roma ngab xaa gue.
ACT.22.27	Tsigo lëë xaa nii xñabey lo kchë soldad big lo Pable, aan lëë xaa kwnabtiits, chëb xaa:
