MAT.1.1	Yesu Kristi azakwoyi aye nu nyi, Dauda nugun n Ibrahim yi.
ROM.11.26	N navun Israila vinya ɓapwo. Fye pa oɓo lo n anabi ɓo da n ɓeye tukwo? “Gniyi ɓa gmi n Sihiyona, wa pmi a Yahudiyi awye ya n ɓenukwoyi zhin. 
ROM.11.27	Nsayi mɓei kuɓa a laifi ya, she ma zhin ɓa alkawali”.
ROM.11.28	Nsaiye, a Yahudiyi n mwa begye zhin anuwuyi nu nabari manayi nya. Degye n la ze gyiba nfye aba, ntuge kola ɓe efye abyedo n Shekwoyi cauta yi, Har nsaiye a Yahudiyi zhin Shekwoyi aza yeyeyi nu, ntu n wo alkawali ɓo n wo ɓei zhin Ibrahim, Ishaku n Yakubu yi nyi. 
ROM.11.29	Gama Shekwoyi cauta n wo yiyi-i kwo ta shan kman, wotajeze n na vunyi n wo alkawali n wa zhin nyin. 
ROM.11.30	Nsapai, fye ɓei zhin Shekwoyi a nuɓai nu, ama sa n na Yahudiyi ɓei na Shekwoyi cauta aɓo wa gye fyenu sun-sun. 
ROM.11.31	Nsayi ye a Yahudiyi nu zhin tawaye ama n wyihoi ɓa ɓei gni Shekwoyi sun-sun gye bwa n fyei. 
ROM.11.32	Gama Shekwoyi ku ɓa ya ga ɓenukwoi zhin n nabai wa gye aza sun-sun vinya.
ROM.11.33	O, Shekwoyi, ɓo wo-woyi danu n yi n cei. Owo wyemwa, n wo ɓeyekpei n wo nyabwai kwo dna ɓo lo ya kpe owo shawara ye n wo azokwoi. 
ROM.11.34	Nyikadonu n yi mi kpe Shekwoyi bugba yelo a? Nyikadonu n ɓeyekpei lo wa ga Shekwoyi shawara wa wu wo zokwo a? 
ROM.11.35	Nyikado nu ɓa ga Shekwoyi nya kunce kwa zhin wo wa zhin ɓo a? 
ROM.11.36	Gama anya vinya kun n Shekwoyi aba nu. Anya vinya bwa wye-wyei dna nwo ikonu. Anya vinya nyi ntu wo latu ɓo nu. Mwa-mwa nwo aba nyalo-nyalo Amin.
ROM.12.1	Ntu cenu mi gyi fye wye fya gafye anayi n Shekwoyi akun, ɓa ze hadaya wye-wyei gyi-gyi-yi nya, odo pya n wo ɓa gwo. Nfya pa oɓo ɓo n wa zhin fye, deye duwyi lo wa nya fye? 
ROM.12.2	Fye to shan hali n na kunnu anyi nya yi n, ama fye ku ze aza woi-woi n naɓo nfye ɓa n zhin, nfye nubo zhinyi. Nlonu fye ɓa kpe nfye aɓo-mutu shiwo zokwo ɓa fu fye nubo.
ROM.12.3	Ngye Shekwoyi tnu-tnuyi mi ga zaho-zahoi nfye mi Shekwoyi pmagna: Fye zhin gaiciya n fyehin tukwo ɓo, fyei mwi shi Shekwoyi wa ga fye gaiciya-ga n sun. 
ROM.12.4+ROM.12.5	 Shi agalo n mwa begye n fye nayi n lo nu Kristi nayi. Yi zhin aga nu owo nayi nya, zaho-zahoi n yi mi woi nu kwo ntuge yi n na tnu-tnuyi lo gbo-gbo.
ROM.12.6	Shekwoyi, n gbai ga zaho-zahoi n yi mi nwo ɓa zhin ɓa n bmiya N Shekwoyi n la anabci zhin gba nu ga fye, zhin anabci nsai vinya n ho ɓa mi–n sai vinya, n ho gaiciya ga n kalai lo n ho ɓa gwo tnu-tnu-tnu Shekwoyi aba. 
ROM.12.7	Ngye ho nyaga zhin aza bmazhin nyanu, bma ɓa zhin cewo. Ngye ho zhin malami nu wu nya n bmiya. 
ROM.12.8	Ngye ho zhin waʼazi zhin yi nu kpe ge eho waʼazi n kalai lo n bmazhin yi dna. N Shekwoyi la gyiwye gaho, bma azaje zhin n cei. N Shekwoyi la aza bwashi tnu-tnu ga ho woi ku azafiho n nakun zhin tnu-tnu n ho kala yi. Aza n Ba zhin abugba zhi-zhi da a tna ɓa zhin kwo n bugba a Kristi yi nya yi.
ROM.12.9	To ye aza n gbeyin, yeɓa cewo. To ye enya n kwo to bmiyan, ye ɓemana ha zhin kwo. 
ROM.12.10	Fye ye n na ajei ngye aya-ɓi, fya ga aje mwamwa n bugba buibui. 
ROM.12.11	Fye to wo bwato nfye tnu-tnu yin, ama fye zhin Dagayi tnu-tnu n bugba bui, bui.
ROM.12.12	Dagma n tu nyaɓo n Shekwoyi z hin gaho, zhin hakuri n wahalai, ha zhin aduwa ci-ci. 
ROM.12.13	Sanu Shekwoyi aɓi gyisan, bma ɓa zhin, zhin ha yi azhiɓei ɓa ɓe nyagyi nho puwa ko kwa nɓa ye agyewan aba n sukwoyi.
ROM.12.14	N oza zhin fye ɓenukwoyi ntuge fye zhin Kristi nya nu, to tu wo eknin, zhin adduwa Shekwoyi wa tuwo anabarka. 
ROM.12.15	Sa n na aza dagma ha dagma n ɓai, n ɓa wun bugba ha bma ɓa bugba wun. 
ROM.12.16	Fye zhin tnu-tnu n dagma ngnisun. To zhin n gye ho zhin zadnagmayin. To lodna n na aza yakwo aban, ama gnalo n ha sharayi. To ha ci a ɓo n gye ho kpe ɓeho ye lon.
ROM.12.17	To gba ɓenukwoyi ta n ɓenukwoyin. Zhin ɓeho-ɓehoyi cewo, aza kpe ge hoto zhin zakata nun. 
ROM.12.18	To wu anya n zaho-zahoi. Bwa bugba buyi n na azai vinya ngye shi ho ɓa mi.
ROM.12.19	Emi anugundo ye-yeyi fyeto gba ɓe ta ga fyehin. Fa kwo ga Shekwoyi ntuge wo ku gna ge wo ɓa gba aza n kwo kunce. Fye to la owa dna n fye akun. (Wato fye to zun owa gnan). 
ROM.12.20	Gaho nuwunyi nya gyi mikun ya gun wo, n nuwan mikun wo-wo gawo nuwan wa sin. Ho ye anakna nu kpe wo n tukwo, wato vinyikwo ɓa wo wo n ɓo woku zhin ho nyi. 
ROM.12.21	To fya ye ɓenukwoyi kwa gyi ebe tu nfye tukwon, ama fye zun ɓenukwoyi kni dna a ɓemanayi Izhin.
ROM.13.1	Fye ku ze aɓo vi-yi n na aza ba nɓa gyi ebe nyi, ntuge Shekwoyi nu na kpe ɓa n ɓo. Ebe ho to lo n Shekwoyi nu to shi kwo n wo iko yin. 
ROM.13.2	Ntu cenu aza n ɓata shi ekni awyidna bwan Shekwoyi nu n ɓa ta vi wo ɓom. Tata ɓa vi ɓa n na avun. 
ROM.13.3	Gama abusi-ɓiyi-da ta wan aza n ɓa zhin ɓefyecen, ama oza n wo zhin ɓenukwoyi tilas nu wa wo wo dna. Shi awyi-dna bwa ɓoho ta bwa hon. 
ROM.13.4	Shekwoyi tnu n na busi ɓiyi-da yi ɓa bma fye nu zhin. Ama n ho zhin ɓenukwoyi tilas ha wo wo dna ntuge wo ɓa wan ho. Shekwoyi wa tnu n woi n cenu. 
ROM.13.5	Shi awyidna bwa ntu a ɓo ɓo ngun aba, kmisunyi, n na bai to a wan hon, bayi, ntuge ho kpe lo ge kwo kunce lo.
ROM.13.6	Fye gba gadu cewo, ntu aɓoye ɓo n gun aba. Ntuge a gba a tnu-tnu zhinyi n na bai ɓa gyi abye n Shekwoyi tnu-tnu zhin yi, ɓai zhin fye bauta. 
ROM.13.7	Fye gba ozaho-zahoi nya n kwo kunce, fye gba ofye gadu n bugba bui-bui, fye vi aza ɓo nɓa kpe n fye she. Fye ga aza mwa-mwa n kwo kunce nɓayi.
ROM.13.8	Fye gba ofye ata vinya, a kpe yeye ta fye to zo kwo gban, ntuge n fya ye n ɓayi fye zhin Shekwoyi ɓeye nu, fyei shi wo awyidna bwa. 
ROM.13.9	N ha ye n ho zado yi shi ho ye n hohin sun, hota ye ha gyi wo fin, ho taye ha wu won kwo ha wyiwo vim. Hoi ta zhin ɓe nukwoyi n wo nyikwo yin kwo ha ye enya n wo n ceyin, kwo ha zhin ɓe n na awyidna ngu n awo agna nge ato zhin. Ngun awo vinya pupuru fi n gmanyi ye nu. Ha ye n ho zado yi shi ho ye n hohin tukwoyi. 
ROM.13.10	Yeye ta zhin za ɓenukwoyin. Cenu zhin Kwoi nu zfiin aɓo vinya n Shekwoyi ye, wyidna gmanyi nu n fyeye.
ROM.13.11	Asese n bmiya dalili nyi n jesun. Fye kpe shi esa n la gba, esa busilo. La kun a gyewyi ntuge, Dagayi ɓe ɓe la gnawo vivi n du esa n yi ɓei ga gaiciya n cei. 
ROM.13.12+ROM.13.13	 Sukwo n la duya, owo ɓe-ɓe nyipyeyi la ga ɓe, Ntuce, fye kma ɓe nukwoyi zhin ya, fya kpe ɓemana zhin. Shi kwo kunce a buzanga da sase. Fye zhin ɓemana fya zhin gaiciya n na aɓo vinya n fye ɓa zhin n na bai aza da fye ɓo manayi. Fye to wunsa ya n na gnikwo gniyi, n jesin yi, n na anagbayi zhinyi, n shakpeyi, n gu sun yi, kwo eshen. 
ROM.13.14	Ama gyi Kristi wye wa bma ho zhin, ha sase shi kwo kunce, to ha zhin shaula ha dagma dna n ɓenukwoyi zhin m.
ROM.14.1	A Fye gwo oza n wo ye wa ɓe da fye kwo owo gaiciya ga kwoi gba kala. To zunwo kni ntuge owo aɓonubozhin wulo gbo n ho nyai, tu aɓo tukwo n kwo bmiya n doi n kwo to bmiyan. 
ROM.14.2	Misali, to na aɓo n woi n na abugyi tukwo n na zun sha ga eshan. Ho ga gaiciya, nya ho to wunya lo nkwon, ama azaje gaiciyaga gba kala lo, ɓa gye kwo zhin nukwoyi nu, ɓata gyi abun sai dai ɓa gyi afintolo, cei ya cece ge ɓa gyi abuyi pya. 
ROM.14.3	Aza n ɓa gye kwo to wunya lo ɓa gyi abuyi pyan, ɓato ci aza wyegba n ɓata gyin. Nho ta gyin to gye ɓa laifi n ɓa gyi nyin. Ntuge Shekwoyi la ɓa gwo ɓa ze owo aɓi. 
ROM.14.4	Ɓa zhin Shekwoyi a bara nu, ofye nyanu ton oɓa nuwan lo n wo abanu toge nfye aban, Fye fa wa gna ɓa kwo kwo bmiya lo, kwo kwo to bmiya lon, Shekwoyi ɓami wa zhin ɓa ɓa zhin shi kwo kunce.
ROM.14.5	Azaho zhin nubo ge a Yesu viyi ɓa shi a Yahudiyi anyipyeyi asun-sun nya nu bwa, anyipyeyi n ɓa ɓa ga Shekwoyi mwa-mwa n cei, ama aza ho ci ge kwo zhin gbelohi nu nya zenu za zhin aɓei pya, ntuge anyipyeyi vinya zhin Shekwoyi anya nu. Nna beye pya ozaho-zahoi nu ɓa zhin oɓo n kwo kunce. 
ROM.14.6	Nho n na anyipyeyi kni hoi ga Shekwoyi mwamwa, ho ye ha lawo tu ho zhin ɓe manayi nu. Nlo nunce oza n wo gyi abu n na zun sha ga eshan. Wo sa Shekwoyi ami ntu nkwo ɓo, wo zhin ɓe manayi nu, oza ce n wo ta to abuyi bwan, wo zhin atna nu wa zhin oɓo n kwo da Dagayi, Woi zhin godiya. 
ROM.14.7	Yi to zhin eyihin tukwo adagayi nu n, n yi ɓami ya kni ge yi bwa wye-wyei ko ya fin. 
ROM.14.8	Kwo yi n wye-wyei, kwo yi fi yi zhin Dagayi anya nu. Zokwo doho-dohoyi zhin wo anya nu. 
ROM.14.9	Kristi ɓei fi wa laka njesun ntu n na aɓeye ɓo nu. N na bai wo ɓa zhin yi Dagayi kwo yi nwye-wyei, kwo yi ku fi.
ROM.14.10	Hoto n iko yi lo ha zun ho zado kni kwo ha ciwo wyegban. Pa ge, ozaho-zahoi n yi mi wo ɓei gni agni gni n Shekwoyi wada a sese ɓa n wada wyi yi. 
ROM.14.11	Ntuge, a cei kafi “Shi mi nyi”, nyikutukwo dohodohoi ɓei ce a kwo-kwo n mi abye, nyitala doho-dohoi ɓei ye abui n Shekwoyi aba. 
ROM.14.12	Behin-hin, zahozahoi ɓei ga wohin tukwo nyadoku n Shekwoyi aba.
ROM.14.13	Ntu cenu, fye to zhin aje laifi zanshin. Fye zhin atna fya sase, n fye ta zhin ofye do wa ce bwoyin, n na ɓo n wo ɓa gye ho hoi zhin n wo zhin nubwo ge ɓato bmiya lon. 
ROM.14.14	Nmi aba, mi kpelo lalle dna n Dagayi Yesu iko, nyaho to wunya lon, n na abu gyi yi n na zun sha ga eshan. Ama, nza gna ge kwo zhin ɓenukwoyi nu, to, wo to zhin m, ntuge n wo aba kwoto bmiya lon. 
ROM.14.15	Ngye oho zaho damu lon nyayi n ho gyi, hota zhin yeye ɓe zhin nun, n ha gyi abye n gyi yin. To fa oho nyagyi kwa zhin oza n Kristi wa fi n wo ɓo wa bwin. 
ROM.14.16	To zhin oɓo n kwo ɓa ɓe ho n wyegba-ciyi, kwo hoi kpelo ge kwo bmiya lon.
ROM.14.17	Gama aɓo kpakaiayi n yi a Yesu viyi aba, kwo nu to zhin nyagyi n nyasin yi, ama ɓemana, bugba fu, n na agmada yi n Zafun Gyi-gyi-yi aba. 
ROM.14.18	Nfya fa Kristi wa zhin Dagayi dna n na ɓeye vinya, aɓa da Shekwoyi. N na azaje yi. 
ROM.14.19	Yi zhin atna ya zhin aɓo nɓa ɓa ɓe nbugbafuyi, ya mi aje zhi.
ROM.14.20	Fye to wun Shekwoyi tnu-tnu ya ntu na abu ɓon. Fye pa nge nyaho towun ya lon, n na bugyi yin, ama kwo wunya lo sa nu n kwa zhin ozado wa ce bwonyi. 
ROM.14.21	Oɓo n kwo bmiya okwo nu ha fa abugyi, ko jesin, kwo nya zhin n kwo ɓa zhin ohozado wa ce bonyi, wa zhin laifi. 
ROM.14.22	Ho ɓami ha kpe ge nyaho to wunya lo n nya yi n ho zhin, kwo n Shekwoyi aba, ama kuce shin hohin, to wu ho gaiciya ga nza aba n kwo ɓa zhin wo wa ce bonyin. N na ɓeye pya, bugba bui-bui da nu oza n wota zhin laifi nɓe yi n wo kpe ge kwo bmiya n. 
ROM.14.23	Ama nza kpe ge ɓo nwo ye wa zhin nyi kwoto bmiya lon, wo to zhin kwon wo zhin laifinu woi ya zhin, ntuge wo zhin nubo ge kwo zhin ɓenukwoi nu. Ntu cenu n wo aba kwo to bmiya lon. Nyaho-nyahoi nza zhin woi gye ge kwo to bmiya lon kwo zhin laifi nu.
ROM.15.1+ROM.15.2	 Kwo yi-i gye ge aɓeye to zhin nyaho nu n Shekwoyi aba kwo yi ya zhin ɓan, yita mi ya gyi abye ya zhin ɓan, ntuge ya da yihin agman, tile ya pa azaje ɓo nɓa shakai n dna, nɓa gye ge aɓeye to bmiya lo nyin. Yi zhin ɓo n kwo ɓa da azaje to ge eyihin, ya zhin ɓo n kwo ɓa bma wo zhin kwa miwo gni dna n Dagayi. 
ROM.15.3	Kristi to zhin ɓo n kwo dawo num, She, zabura ka yi wa da “Waɓe n tuge, wa sin wahala, n na za kun nɓa wun Dagayi nu nyi.” 
ROM.15.4	Aɓeye n na cei kafi n litafi tunyi n sapa nyi, a kafi ntuge ɓa wuyi-atnazhin n bugba kala bwayi nu. Nnabayi ya pmi peceiye n hakuri yi har ewyi n Shekwoyi ɓe zun laifi kni n efiyi.
ROM.15.5	Shekwoyi n wo ga hakuri, n migniyi, n bugba kala yi, wo bma fye zhin fya sase n na jeyi n bugba dayi za-zai wuwo do Kristi hali. 
ROM.15.6	Nsayi, eyi vinya yami ci Dagayi n begye yi gmanyi, yi ga Shekwoyi mwa-mwa, eyi Dagayi Yesu Kristi Dada.
ROM.15.7	Ntu lonu fye ye, n na jeyi n ikklisiya, shi Kristi wa gwo fye n bugba bui-bui n na bai n Shekwoyi eye ɓa latu. 
ROM.15.8	Fye pa ge, Yesu Kristi wa ɓe wa wu ge Shekwoyi ta daɓo wa pman, njesun wa bma a Yahudiyi zhin. 
ROM.15.9	Njesun fye pa ge waɓe n na bai abyedo ɓa bwa gnigni, ɓa ga Shekwoyi mwa-mwa ntu wo sun-sun gye ɓo. Nyanu n Zabura kayi wa da, sanu n wo ɓei ka n cei ge, “Mba ciho dna n abyedo, ma la oho ye tu.”
ROM.15.10	Nna abado, “Fye dagma, ofye abyedo ngnisun nwo azayi a Yahudiyi.” 
ROM.15.11	Njesun, “Fye ci Dagayi, ofye abyedo, fa aza vinya ɓa ciwo.” 
ROM.15.12	Anabi Ishaya wa cige “Gado gyiyi ɓa gmi n Jese puwa, wa gyi be tu n abyedo tukwo, ɓa ɓei tu awye n wo nu vinya.”
ROM.15.13	Nlonu mi zhin aduwa ga fye abyedo, n na bai Shekwoyi n wo gafye awye tunyi, wa ga fye a gmada n bugbafu yi, shi fya gawo gaiciya. Mi zhin aduwa n Shekwoyi ɓa nu fye n awyetu yi dna n Zafun Gyi-gyi-yi iko n wo dna n fye nyi.
ROM.15.14	Mi kpe lo fye zhin aza manayi nu n ceceyi, omi azaje, fye kpe aɓeye ye lo n fye ɓami fya wu azaje ɓa. 
ROM.15.15+ROM.15.16	 Ama mi n bugba kalayi lo ma je fye aɓeye gna, mi kpe lo fye ye ma pa fye ɓanu kawai, ntuge n Shekwoyi alheri yi, mi zhin tnutnuyi nu n Yesu Krisiti wa tnu fye n cei abyedo. Mi ɓefye n Nabari manayi mi-i ga fye ngye hadaya n Shekwoyi akun, ntuge ala fye zhanya, fyei zhin ɓo wo ye dna n Zafun Gyi-gyi-yi. 
ROM.15.17	Ntu lonu mi gye kwo bmiya lo ma gma, ntu anya ɓo vinya n Kristi Yesu ku zhin dna n mi nyi. 
ROM.15.18	Mi ta ye ma daɓo shi wa zhin tnu-tnu n na azajeyi nun, ama n nya yi n mi kpelo, woku a pma zhin n miyi woi wan abyedo ɓe Shekwoyi n cei. 
ROM.15.19	Ma wan ɓa n waʼazi yi nu, n mi zhin njesun n mi asese manayi nɓa abye, n na aɓo a wowoyi n wa zhin n mi abwai atuze n Shekwoyi aba, vinya n Zafun Gyi-gyi-yi iko yi nu. Dna n Zokwo ye, miku waʼazi zhin nabari manayi Krisiti nya tunyi Urushelima har Ilirukum.
ROM.15.20	Ama omi ɓeye nu, miye lo abye mi zhin waʼazi aba n Kristi ye to si kpan, afa aba zado la ikklisiya shi. 
ROM.15.21	Mi vi shiri nu, nna cei kafi n litafi, aba n Ishaya cige, “Aza n ɓa to shin Kristi ye won ɓaɓa gye ɓa bwa awye ga.” 
ROM.15.22	Behin-hin enyanu n kwo zhin mi n cei pma ma ɓe fya ba. 
ROM.15.23	Ama n na avun omi tnu-tnu ku zo n ya mi n shiri yi zhin lo ma ɓe n na aye awyekwo nya ye avun. 
ROM.15.24	Gama mi zhin shiri lo malo Asbaniya n ma lo mi ɓei bma n Roma, bayan yiku esa manayi bwa n na jeyi fye ɓei gnami ami.
ROM.15.25	Ama kafin mi ɓe tilas malo Urushelima malo a Yesuviyi n cau-tai n ɓo. 
ROM.15.26	Gama fye gye, a Yesuviyi n ɓa fi n Makidoniya n Akaya yi ɓaku enya ga ntu n na azaje ɓo n ɓa fi n Urushelima ɓai sin wahala nyi. 
ROM.15.27	Ɓa ɓei zhin kwo n bugba bui-bui ntuge ɓa gyelo ɓa ntayi shi a Yesuviyi lo nɓafi n Urushelima. Ntu n kni ɓei ya? Ntuge nabari manayi Kristi nya kun n Urushelima nu kwoi lo abyedo aba. Tunda ɓa ɓei gwo cauta Zafun nya nabari manayi nya nɓenu ɓa gye ɓe n ɓa ɓa zhin ɓa, okwo nu ɓa gaɓa akaya nanyi nya. 
ROM.15.28	Sanu n ma gaɓa agyiwye ye, ma zo n ɓatnu-tnu manayi yei, mi ɓei ɓe ma gye fye wye mi-i lo Asbaniya lo. 
ROM.15.29	Mi kpe lo sanu n mabe, Dagayi ɓei gami anabarka ntu n fye ɓo, ma ɓefye n cei.
ROM.15.30	Fye ɓa zhin aduwa ngnisun n miyi? Ntu n Dagayi Yesu Kristi ɓo, ntu nfye yeye ɓo nfye yemi nyi, n Zafun Gyi-gyi-yi ga fye-fye zhin aduwa n mwa n gnisun n miyi ntu mi tnu-tnu ɓo. 
ROM.15.31	Fye zhin aduwa n nyaho ta bwami n na aza kun n ɓa ta vi Yesu Kristi nyin, n ɓa fi n Urushelima nyi. Fye zhin aduwa njesun n na Yesu viyi ɓei gwo agyiwye n mi lo ɓa n cei nyi. 
ROM.15.32	Nnavun nmi ɓa mi ma ɓe of ye aba n bugba bui-bui dna n Shekwoyi ɓeye, yi ɓa gaje kala.
ROM.15.33	Nsayi ye, Shekwoyi n wo ga bugba fu nyi, wo kun sun n fyei.
ROM.16.1+ROM.16.2	 Fibi nyikoza Yesu viyi n Kankriya zhimi ɓelo wa gye fye wye safyewyi. Woku tnu-tnu zhin n mwa n ikklisiya ye. Fye gwo wo n gye mapui dna n Dagayi. Fyawu wo a Yesu viyi yeye. Fye bma wo zhin n zokwo doho-dohoi n fye ɓami ntuge wo ku bma aza zhin n mwa dna n ɓa sangyi n mihin ɓe. 
ROM.16.3	Gna Biriska n Akilayi nge mi ɓiɓa gnaio, Ɓa zhin omi atnu-tnu kun zhin yi nu dna Kristi Yesu. 
ROM.16.4	Ɓehin-hin, har oɓa wye-wyei ye kwa bwi n miɓo. Omi gmayin nu ta saɓa amin, har n abyedo n ikklisiya yi.
ROM.16.5	Suku-suku fye ɓi aza gna n ɓa yezhi ɓa ci Shekwoyi n ɓa puwa. Fye ɓi omi nugundo manayi gna Abainatus. Owonu ɓei kmi Yesu vi n Asiya. 
ROM.16.6	Fye ɓi Maryamu gna n wa zhin tnu-tnu n mwa n na bai wa bma yi zhin nyi. 
ROM.16.7	Fye ɓi Andarinikus n Yunuyas yi gna, omi bye n ɓa ɓei kunsun n miyi fi n kurkuku nyi. Amanzani gaɓa mwa-mwa. Ɓa ɓei ku vi Yesu n mi abye. 
ROM.16.8	Fya ɓi Ambiliyatus gna, oza n mi ye ngye Shekwoyi ɓi. 
ROM.16.9	N Urbanus yi eyi tnutnu kunzhin yi, n Istakiyi oza yeye yi.
ROM.16.10	Fye ɓi Abalis gna gami oza n Dagayi ye, fya ɓi aza gna n ɓa fi ɓai zhin tnu-tnu n Aristo bulus puwa nyi. 
ROM.16.11	Fye ɓi Harodiyana omi bye gna, fya ɓi a Yesuviyi gna n ɓa zhin afyenu fi n Narkissus puwa nyi. 
ROM.16.12	Fye ɓi Tarifaina gna n Tarifusayi Dagayi a tnu-tnuyi, n Barsisa yi n wa zhin tnu-tnu mwa ga Dagayi nyi. 
ROM.16.13	Fye ɓi Rufus gna gami oza n Dagayi a kni ga Wohin, wa ze wonya, n wo iya yeyeyi, n wo la ze omi iya yeyeyi nyi. 
ROM.16.14	Suku-suku fya ɓi Asinkiritus gna n Filiguna, n Harmisayi n Batrubas yi n Harmasayi n na aza jeyi n ɓa kusun n ɓayi. 
ROM.16.15	Fye ɓi Flubugusa gna n Juliya yi n Niriyus yi, n wo mapuiyi n Ulumbasayi, aza gyi-gyi-yi n ɓa kunsun n ɓai nyi. 
ROM.16.16	Fye dna aje abwado, ikklisiya n ya vinya tnu fye n ɓa gnaɓiyi.
ROM.16.17	Nsaiye, ɓeda gmanyi n mi cei lo ma da kafin mi zo n wasika ye yi. Fye la pmiya n na aza n ɓaɓe n na ajegnayi ɓai shan aza gaiciya ga a shan. Ɓai ɓe n wuwuyi nkwo wu gbo, n doyi n aku wu fye. 
ROM.16.18	A zayi pya ta zhin tnu-tnu ga eyi Dagayi Yesu nun, ama ɓaye gyiba ga ɓahin nu. Ɓa zhin a ɓeda kpedayi nu, aza nɓato ceceyin, ɓata wo ɓa kwoce dnan. 
ROM.16.19	Ama zaho-zahoi kpelo nge fye gni-a-gni lo cewo dna n gaiciya. Deye dami a gmalo. Miye fya sase cewo dna n nya n kwo bmiya, fya abwa kunya n nya n kwo to bmiyan. 
ROM.16.20	Safyewyi, Shekwoyi bugbafu nya wo ɓa bma shaitan ya n fya pita sin ta. Anaɓarka nɓa kun n yi Dagayi Yesu Kristi aba ɓa kun-sun n fyei.
ROM.16.21	Timatawus omi tnu-tnu kun zhinyi, n Lukiyus yi, n Yasunayi, n Susibatrus yi, omi ebye ɓa tnu fye n ɓa gna ɓiyi. 
ROM.16.22	Omi Tartiyus n mi ka Bulus wasikaye nyi, mi tnu fye n mi gnaɓiyi ce n gye Yesu viyi do. 
ROM.16.23	Gayus wa gna nge mi ɓi fye gna ga wo, mi zhin wo zhiɓeyi nu, ikklisiya yezhi lo nwo puwa nu n ya. Arastus maʼaji, tnu fye n wo gnaɓiyi n lonu Kawartus eyi zado. 
ROM.16.24	Sai n wyihoi, Alheri Dagayi Yesu Kristi nya kwo kunsun n fyei vinya.
ROM.16.25+ROM.16.26+ROM.16.27	 Mi fi fye n Shekwoyi akun, n wo ɓa mi wa ga fye kala, fya mizhi n Dagayi nyi shi Nabari Manayi da. Shi ma gna fye n wu nyi. Shekwoyi gni-gni shiri nyi ntu n fye ɓo abyedo n soshi tnuyi n sapa. Ama shi anabi ɓei ku pmada shi Shekwoyi wa gbe, a zhin Nabari ye waʼazi lo n na abaho-bahoi, n na bai aza vinya n na anyi, ɓa ga Kristi gaiciya ɓa vi wo ɓo. Shekwoyi gmanyi n cece wum wo nu nyi, mwa-mwa kunsun n woi ntu n Yesu Kristi ɓo. Har nyalo-nyalo Amin.
1CO.1.1	Wasika ye gmi n Bulus aba nu, n Shekwoyi ɓei yiwo ntuge wa ze aza tnu-tnu yi Yesu Kristi nya, ɓedo n ʼyi zado yi na yiwo ge Sastanisu nyi. 
1CO.1.2	Kwoi lo Shekwoyi aza ʼba n Korinto, n Shekwoyi wa yiɓa ɓa ze Wa za, Woi la ɓa gwo dna n Yesu Kristi mi. Kwa lo aza ba vinya njesun nɓa yi Yesu Kristi, eyi Dagayi nɓa nya yi.
1CO.1.3	Shekwoyi eyi Dada ɓedo n ʼyi Dagayi Yesu Kristi yi, wo ga fye alheri n bugba fuyi.
1CO.1.4	Mi zhin ma sa Shekwoyi ami cici ntu alheri manayi ɓo n wa ga fye she fye ku ze Yesu aza nyi. 
1CO.1.5	Wo ku fye ze anyabwayi n mwa. Wo ku bma fye zhin fyei da ɓo ga Wo, Woi la yekpe nunuyi ga fye dna gaiciya. 
1CO.1.6	Nya mi ɓei gna fye ge Kristi ɓo mi Wa zhin ga fye, kwo ku zhin. 
1CO.1.7	Fye la alheri doho-dohoi bwa nna anabarka yi n sayi; zafun nyaga doho-dohoi n iko yi fya zhin Wo ɓeye, ɓa zhin fye nya nu dna saye n na zhi ai pmi eyi Dagayi Yesu Kristi Jezeɓe nyi. 
1CO.1.8	Wo la ye har nyalonyalo ayi fye aza kni-kni-yi, tna laifi n ɓenukwoi yi dna Wo nyipyei jezezhi nya. 
1CO.1.9	Shekwoyi ɓa zhin fye ɓeye ntna kma-kma, ntuge Wo zhin Wa zhin ɓo Wa da cim-cim. Owoi nu na yi fye ge fya zhin nugundo nwo nugun yi Yesu Kristi.
1CO.1.10	Ama, oma-zaje, mi gyi fye wye dna Dagayi Yesu Kristi ʼye, fye ku ɓeda ajegna nya ya nfya tasin. Fye ku ze gmanyi, to ajegna lo aduwa nyakun m. Fye la ye ɓedo, efye ɓo nubo-zhin gmanyi, ɓemwi gmanyi njesun. 
1CO.1.11	Ntuge, omazaje, azaho n ɓa kun n Kuluwi Puwa ɓa ku gnami pei-pei nge fye wu anya lo n najeyi. 
1CO.1.12	Ntuge azaho cige, “Mi zhin Bulus nya nu” Azaho cige, “Mi zhin Bitrus nya nu.” Azaho cige, “Mi zhin Bitrus nya nu.” Aza ho ge, “Mi zhin Apollos nya nu.” Azaho kwa ɓai cige, “Mi zhin Yesu nya nu.”
1CO.1.13	Fyela Yesu gnajeya wyiwo-wyiwo. Omi, Bulus, nu ɓei fi ntu fya laifi ɓo? A ɓei zhin fye batisma dna n Bulus eyenu? 
1CO.1.14	Ma gode n Shekwoyi ntuge mi to ɓei zhin zaho batisma n fye m akpege Krisbus ɓedo n Gayus 
1CO.1.15	Ntuce nu zaho-zaho yi ta mi wa cige gye mi ya oɓo woyi mi-i shi “Bulus aduwa nyakun m.” 
1CO.1.16	E, kuwa, mi ɓei ku batisma zhin Istifanus a puwa da ama mi ta shan zaho ɓo palon n mi ɓei zhin wo batisma m. 
