MAT.1.1	Jesukristo mräkä känekäne jrei Davikri amne Abrahamkri abko nere:
1CO.8.7	Akwa mun ngätäite ni tödekaka Jesubti ruäre abko ie kukwe ye gare ñakare, ñobtä ñan angwane niaratre ngämi tödeke Jesubti, känenkri nämane ngöbötre ngwarbe ye mike ütiäte jae, amne jändrän kämika nämane kukwadre ngöbö ngwarbe mikakäre ütiäte, bti jändrän ye ngrie kweta nämane ju blitakrä ngöbö ngwarbebe yete. Ne aisete mtare ngöbötre ngwarbe tärä era metre nütüta janknu kwetre, abkokänti niaratre tä niken ngri kukwani ngöbö ngwarbeye ye kwete, tätre ngöbö ngwarbe mike ütiäte nütüta kwetre amne, töi braibe Jesubtä ñobtä ñan angwane kukwe metre ngöbö ngwarbebtä ngämi gare metre ietre, aisete jötrö ngwarbe jata nebe ruen ngite ietre ngri ye kwetabtä. 
1CO.8.8	Akwa nita mröre, yebtä ñan Ngöböta ni kaen ngäbti bäri, aisete nikwe mrödre ye käkwe ñan ni mikadre kuin Ngöbö ngwärekri. Erere arato, nikwe ñan mrödre, ye käkwe ñan ni mikadre käme Ngöbö ngwärekri.
1CO.8.9	Ye mdenbtä, mun abko kräke ngöbö ngwarbe tärä ñakare era metre, aisete jändrän jökrä tuen dbe kwetadre, ye käkwe ñan ni mda mda töi braibe Jesubtä ye mikadre ja mike ngite. Ne aisete, mun ngämi niken mröre ju blitakrä ngöbö ngwarbebe yete, känenkri munkwe töbika kuin ja käne. 
1CO.8.10	Ye ñobtä ñan angwane mun ie kukwe gare kuin abko käbti ju blitakrä ngöbö ngwarbebe, känti nane mun rikadre mröre angwane, ni ruäre tödekaka Jesubti kräke ngöbö ngwarbe tärä amne töi braibe Jesubtä käkwe mun tuadre angwane, mröre ngöbö ngwarbe mikakäre ütiäte abko dbe nütüdre, aisete tö rabadre näin ngri ngöbö ngwarbe mikakäre ütiäte ye kwetai. 
1CO.8.11	Ye angwane kukwe gare mae, ye käkwe ma mräkä Jesu käbti töi braibe amne di ñakare bökän Jesubtä ye mikadi ja mike ngite, yebtä abko riadrete. Kristo krütani niarakrä arato, aisete ma köböite niara ñan rikadre ji blobti. 
1CO.8.12	Mun mräkä Jesu käbti töi braibe Jesubtä, rüere munkwe ja mikadre ngite kore, ye ngwane Kristo ara jire rüere munta ja mike ngite arato. 
1CO.8.13	Ne aisete jändrän kämikani kukwadre ngöbö ngwarbe mikakäre ütiäte abko ngrie, ye tikwe kwetadre käkwe ti mräkä Jesu käbti mikadre ja mike ngite, ye ngwane ngri ye tikwe ñan kwetadre jire chi mda, ti mräkä käkwe ñan Jesu tuadremetre abkokäre.
1CO.9.1	¿Ti mräkätre, ti abko di ñakare kukwe nuene ja töi jenbti ya? ¡Jänri, ti di tärä! ¿Ti ñakare Jesu kukwei ngwianka era metre abko mun ruäreta nütüre ñan ñan? ¡Jänri, ti abko Jesu kukwei ngwianka era metre! ¿Tikwe ni Dänkien Jesu tuaba ñakare ya? ¡Jänri, tikwe tuaba! ¿Sribi tikwe köböire mun ara jire käkwe tödekani Jesubti ya? ¡Jänri, munkwe tödekani Jesubti sribi tikwe köböire! 
1CO.9.2	Nane ni mda mdakrä ti ñakare Jesu kukwei ngwianka era metre, akwa munkrä abko ti Jesu kukwei ngwianka era metre rükadre gare munye, ñobtä ñan angwane munta nekete ni Dänkien Jesubtä, ye abko käta ti Jesu kukwei ngwianka era metre bä mike.
1CO.9.3	Nitre ñäkäkä blo ti rüere abko ie ti tö niei krörö: 
1CO.9.4	¿Nitre Jesu kukwei ngwianka mda mda, ye ngätäite nun ne aibe abko käkwe ñan mrö amne tomna ribedre munbtä sribi ütiäre ya? ¡Jänri, nun raba jändrän ye ribere munbtä! 
1CO.9.5	Erere arato, ¿ni Jesu kukwei ngwianka mda mda, ni Dänkien etbakantre amne Pedro arato tä niken meri kwekwe ngwena jabe, ye kwrere nun ñan raba niken meri tödekaka Jesubti ngwena ja nän mukore ya? ¡Jänri, nun tö rabadre, ne ngwane nun raba meri jakwe ngwena jabe! 
1CO.9.6	Mdakäre abko, ¿Bernabé amne ti, nun ne aibe käkwe sribi mda mda nuendre mrökrä jae ya? ¡Ñakare jire!
1CO.9.7	Yebtä ti bike kukwe bä mike krörö munye: ¿Nitre rükä käta sribire gobrankrä, ye käta sribi ütiä bienta au jae ya? ¡Ñakare jire! ¿Amne ni uba nökaka ñan tä uba ngwä kwete ya? ¡Jänri, tä nökö kwetadre jae! Erere arato, ¿ni obeja ngibiaka käta kian kwainte, ye ñan tä ñaen ya? ¡Jänri, tä obeja ngibiare kian ñadre jae! 
1CO.9.8	Ne abko ñakare ni kä nebtä aibe tä töbike kore abko erere tita niere, akwa Ngöbö Kukwei tikani Moisékwe käta niere arato, 
1CO.9.9	aisete Kukwe Biani Ngöbökwe Moiséye btä tä tikani krörö: Buey trigo münantekä, ye munkwe ñan kö kita ngwärebtä abko tä tikani kore. ¿Ye abko, Ngöbö töi nämane buey aibe die mike, käkwe kukwe niebare kore ya? Ñakare. 
1CO.9.10	Ngöbö töi nämane ni ne die mike arato, käkwe niebare kore. Ni ne kräke Ngöbökwe ja kukwei tikamna, ñobtä ñan angwane ni nura nökaka amne ni nura ngwä ötaka abko rabadre mrö bkäne tätre nütüre, aisete tä sribi nuene. 
1CO.9.11	Ye kwrere arato, Ngöbö kukwei kuin Jesubtä nunkwe nökani nura kwrere mun ngätäite, ye ütiäre abko nunkwe jändrän munkwe mätäidre munbtä abko ñakare blo, 
1CO.9.12	ñobtä ñan angwane ni mda mda akwa käta jändrän mätäire munbtä angwane, nun bärira jire käkwe jändrän mätäidre munbtä.
1CO.9.12	Akwa nun jändrän mätäire ñakare munbtä abti kä nüke mtare, ñobtä ñan angwane nun ñan tö jändrän nuein jire chi ja mikakäre ngite ni mda mda okwäbti abtä trö kwitadre kwe Ngöbö Kukwei kuin Kristobtä yeye, akwa ni jökräkwe kadre ngäbti jäme, abkokäre nunta ja tare nike bätäkä ngwarbe Ngöbö kukwei mikabtä gare munye. 
1CO.9.13	Angwane abko mrö bianta Ngöböye, ye ruäre ni sribikä ju blitakrä Ngöböbete käta mrö den jae sribi ütiäre ju yete, ye garera munye. Erere arato, ni jändrän kukwaka Ngöböye käta ngri den ruäre nünankrä jae. 
1CO.9.14	Ye kwrere arato, ni Dänkien käkwe kukwe ükaninte krörö ni niara kukwei mikaka gare kräke: Nire nire tä näin Ngöbö kukwei kuin Jesubtä mike gare, ye köböire nünandre kwe, niebare ni Dänkienkwe.
1CO.9.15	Ye kwrere ti di tärä jändrän mätäikä munbtä, akwa tikwe ñan jändrän mätäiba munbtä, niebare ni Dänkienkwe ye kwrere. Erere arato, ñan munkwe jändrän biandre tie, abkokäre tita tärä ne tike munye. Tikwe jändrän mätäidre munbtä jakrä, ye känenkri ti krütadre abko rabadre bäri kuin tikrä, aisete tita sribi nuene kore, ye abko bäri käi nuäre tibtä, aisete ni mda ñan raba ti töi kwite jene mda. 
1CO.9.16	Ne aisete, tita kukwe kuin Jesubtä dirire, yebti ñan tita bike kri, ñobtä ñan angwane sribi ye abko Ngöbökwe mikani ti kisete, aisete tikwe ñan nuendre angwane ¡aingwaree, ti bobre jakän! 
1CO.9.17	Tikwe kukwe kuin Jesubtä ye diridre ja töi jenbti akräke tikwe ütiä mätäidre munbtä, akwa sribi mikani ti kisete Ngöbökwe, erere tita nuene, aisete tita ütiä kärere ñakare, ñobtä ñan angwane ti sribikä Kristokwe jirekäbe aibe aisete. 
1CO.9.18	Akwa tita kukwe kuin Jesubtä dirire ngwarbe, ye abko sribi ütiä kwrere tikrä. Amne tita ütiä mätäire ñakare munbtä, ye abko sribi ütiä kwrere tikrä arato. Ye abko bäri käi nuäre tibtä, ñobtä ñan angwane kukwe kuin Jesubtä dirita tikwe, ye käbti ti ñan tö nünai.
1CO.9.19	Ne mden kisete, ni ñakare jire iti kä nebtä käta sribi tikwe ne ütiä bien tie, aisete tita ñakare klabore, akwa ni kwati jatadre Kristoye, abkokäre tita ja mike klabore ni jökrä kräke abko krörö: 
1CO.9.20	Nitre israelita ngätäite ti nämane angwane, tikwe ja mikani niaratre kwrere ganainkäre Kristokrä. Amne nitre israelita käta Kukwe Biani Ngöbökwe Moiséye ye mike täte abko ngätäite ti nämane angwane, tikwe ja mikani Kukwe Biani Ngöbökwe Moiséye mike ütiäte ganainkäre Kristokrä. Akwa era metre Kukwe Biani Ngöbökwe Moiséye, ye ñan mikata ütiäte tikwe ja mikakäre metre Ngöbö ngwärekri, akwa nitre kukwe mikaka ütiäte ütiäte jatadre tödeke Kristobti, abkokäre tikwe ja mikani niaratre kwrere.
1CO.9.21	Akwa ni mda mda käta Kukwe Biani Ngöbökwe Moiséye mike ñakare ütiäte abko ngätäite ti nämane nebe angwane, tikwe ja mikani niaratre kwrere. Akwa ti abko tä Ngöbö Kukwei mike ütiäte, ñobtä ñan angwane kukwe biani nuendre nie Kristokwe abko erere tita mike täte. 
1CO.9.22	Angwane ni ie Kristo gare ñakare kuin abko ngätäite tikwe ja mikaba ni ie Kristo gare ñakare kuin kwrere, niaratre ganainkäre Kristokrä. Tita ja mike ni mda mda kwrere, ye köböire abko ni ruäre rabadre dianintari, abkokäre tita nuene. 
1CO.9.23	Ye abko, Ngöbö kukwei kuin Jesubtä, kräke tita sribi nuene ne köböire Ngöbökwe kuin nuendre tikrä abkokäre.
1CO.9.24	Ti bike kukwe mda bä mike krörö munye: Nitre tä ja gaen angwane, ni kwati tä neen akwa, ni itibe tä ganane abko ütiäre jändrän bianta ie. Ye kwrere arato, Ngöbökwe jändrän biandre munye, ne ngwane ni niaka tä nüne ño ganakäre, ye kwrere munkwe nüna. 
1CO.9.25	Nitre ja gaka tä niken ja mike biare ja gakäre angwane, jändrän ño ño käme kräke, ye ie tä ja üke bäin ganakäre, akwa jändrän tä niken ngwarbe jötrö abko ganainkäre tädre ja mike juto kore. Akwa Ngöbökwe jändrän kuin ütiäte biandre nie abko ganainkäre nita ja die mike jändrän ño ño käme ni kräke, ye ie nita ja üke bäin ganakäre. 
1CO.9.26	Ne aisete ti abko ñan tä näin betekä okwä kware amne ñan tita kuso braire ngwarbe kä tökarete kwäräkwärä. 
1CO.9.27	Akwa tita ja ngrabare ara jire mike ja tare nike amne tita ja ngrabare ne mike ja kukwei mike täte, ñobtä ñan angwane tikwe diribare ni mda mdaye abti mrä ti ütiäte ñakare ñan niedre tie Kristokwe, abkokäre tita ja ngrabare mike ja tare nike.
1CO.10.1	Ti mräkätre, ti tö kukwe nakaninkä nitre israelitabtä mikaita töre munye abko krörö: Ni mräkä israelita kirakira nämane Egipto, nikaninta angwane, namani dikekä jökrä müta Ngöbökwe täni amne nikani jökrä Mren Tainte ta arato. 
1CO.10.2	Niaratre namani dikekä müta Ngöbökwe täni amne nikani Mren Tainte ta, ye abko namani ngökani ñöte amne namani mikani ketetibe Moisébe kwrere, Ngöbö nämane ben niaratre ngibiakäre bä mikakäre, nita ngökani ñöte amne mikani ketetibe Jesube, niarata ni dänkiene bä mikakäre ye kwrere. 
1CO.10.3	Angwane mrö biani Ngöbökwe, arabe kwetani jökrä kwetre kä kaibete amne, 
1CO.10.4	ñö biani tomnane Ngöbökwe, arabe ñani jökrä kwetre, ñobtä ñan angwane ñö mikani neen jäkwatate käin Ngöbökwe, ye ñani kwetre, ñan krütadre tomna miare abkokäre. Kristo ara jire jäkwata ye kwrere abko nämane näin bentre, ñobtä ñan angwane mrö amne ñö biani Ngöbökwe niaratre ngrabare die mikakäre, ye abko Kristo nämane die mike nüne Ngöbö ngwärekri bä mike, aisete Kristo abko jäkwata kwrere, kä nämane juto biare nitre israelita mike nüne Ngöbö ngwärekri. 
1CO.10.5	Akwa bäsi niaratre jökrä käkwe ñan Ngöbö mikani ütiäte, aisete Ngöbö namani romon kräke, abtä bäsi jökrä krütani bätärekä ja täritäri kä kaibete ji ngrabare temen.
1CO.10.6	Kukwe nakaninkä kore nitre israelita kirakirabtä, ye abko ja töikrä nie. Yebtä abko, nikwe ñan ja töi mikadre kukwe käme diän diän nuenbtä ño niaratre käkwe nuenbare ye kwrere abko krörö: 
1CO.10.7	Bäri käne nitre israelita kirakira ruäre käkwe ngöbö ngwarbe mikani ütiäte jae, ye abko tä tikani krörö Ngöbö Kukweibtä:
1CO.10.7	Niaratre namani täkänintbe temen, mröre, tomna ñaen ngöbö ngwarbe mikakäre ütiäte jae, bti nikanintre ja mike gure bati bati, 
1CO.10.7	abko tä tikani Ngöbö Kukweibtä, ye kwrere munkwe ñan ngöbötre ngwarbe mika ütiäte jae. 
1CO.10.8	Bobukäre abko, niaratre ruäre nikani ja mike gure bati bati ngöbö ngwarbe mikakäre ütiäte jae, abtä Ngöbö mätä namani btätre abko dokwäre ni krütani mili gre bti krämä (23,000) köböitibe, aisete munkwe ñan ja mikadre gure bati bati niaratrekwe nuenbare ye kwrere. 
1CO.10.9	Bämäkäre abko, nitre israelita käkwe kukwe nuendre käme Ngöbö rüere angwane, ni Dänkien käkwe mikadre ja ngie nuen ya, ñakare ya abko nitre ruäre tö namani gai. Abtä Ngöbökwe tbi juani, käkwe kwetani, abtä namanintre bren tbibti amne krütani. Ne aisete munkwe ñan töbika amne nikwe ñan ja gadre Kristobe, nitre israelitakwe nuenbare ye kwrere. 
1CO.10.10	Mräkäre abko, ni ruäre käkwe ñäkäbare Ngöbö rüere, dokwäre Ngöbökwe angele ni kämikaka juani, käkwe niaratre kämikani, aisete nikwe ñan ñäkädre Ngöbö rüere, niaratre käkwe nuenbare ye kwrere.
1CO.10.11	Ye abko, ni tödekaka Jesubti, kräke kukwe kuin ne nämane tikani kira Ngöbö Kukweibtä abko tä neme bare kä mrä ne näire, aisete kukwe nakaninkä jökrä kore nitre israelita kirakirabtä ja töikrä nie, yebtä nikwe töbikadre ja käne, abkokäre tä tikani Ngöbö Kukweibtä. 
1CO.10.12	Ne aisete nire nire käta bike kri, ie ja nena ruen dite Jesu kukweibtä, ne abko käkwe ja ngibia kuin amne ja ñan tuametre nötadre temen kwe. 
1CO.10.13	Akwa kukwe krörökrörö ngwiandre töre jae munkwe: Kukwe kämekäme tä kite ni jökrä nuente ja käne, kwrere arato kite mun rüere. Akwa kukwe bäri tare jatadre mun rüere angwane munkwe nünandrekä dite jabtä, ñobtä ñan angwane Ngöböta ja kukwei mike täte amne, tä juto biare mun die mike, aisete kukwe bäri tare käkwe mun nötadre temen, ye ngäniene munkwe kwäräbedre ño abko Ngöbökwe mikadi gare munye, mun rabadre nünenkä dite abkokäre.
1CO.10.14	Ne aisete, ti mräkätre tare tikwe, munkwe ñan ngöbö ngwarbe mika jire chi ngöböre jae amne ye ngäniene mun gitia. 
1CO.10.15	Mun abko ni töbtä töbtä munta nütüre jabtä ruen tie, aisete tita kukwe era erere niere rükadre gare munye abtä munkwe töbika. 
1CO.10.16	Nita mröre Kristo ngatani ngwiandre töre jae angwane, uba döi, btä nita kuin niere Ngöböye, bti nita ñaen angwane, jändrän jökrä nuenbare Ngöbökwe Kristo däriebti ni kräke abko nita den jakrä ben gwaire. Erere arato, ban kuntibe dikanteta oto kiakia, bti nita kwete, ye abko nita ja gete ketetibe gwaire Kristo ngrabarebe abko nita bä mike, 
1CO.10.17	ñobtä ñan angwane ban kuntibe mun jökrä tä kwete, aisete ban oto kiakia kabre jatani ban kuntibete, ye kwrere mun abko ni kabre akwa ni ngrabare itibe kwrere.
1CO.10.18	Ye abko, nire nire käta mröre ngöbö ngwarbe käikitakakäre abko ñan tä mröre ketetibe ngöbö ngwarbebe abko munta nütüre akwa, nitre israelita tä dre nuene mika ñäräre munkwe: Niaratre käta jändrän kämike kukwadre Ngöbö käikitakakäre, bti ben gwaire tä kwete yete Ngöbö ngwärekri. 
1CO.10.19	Ne abko, ñan ngöbö ngwarbe ütiäte Ngöbö kwrere tita niere abko mun raba nütüre. Erere arato, ñan ngri kukwani ngöbö ngwarbe mikakäre ütiäte abko bäri ütiäte ngri mda mdakrä tita niere abko mun raba nütüre. 
1CO.10.20	Akwa nitre ñakare tödekaka Jesubti käta jändrän kämike kukwadre jändrän kädianta jirekäbe ngöbö ngwarbe yeye, ye abko ñan tä bien Ngöbö era metre yeye, akwa era metre tä bien üai käme bikaka ngöböre yeye abko tita niere, aisete munkwe ñan ja getadre jire chi üai kämenbe, ie ti tö, 
1CO.10.21	ñobtä ñan angwane mun ñan raba dö ñaen siä kwatibe te ni Dänkien Jesube amne üai kämenbe. Erere arato, mun ñan raba mröre mun mräkä Jesu käbti ben gwaire Jesu ngatani ngwiandre töre jae niara mikakäre ütiäte jae amne mröre nitre tödekaka ñakare Jesubti ben gwaire üai käme mikakäre ütiäte jae. 
1CO.10.22	Nikwe nuendre kore, yebtä ni Dänkien mätä rabadre kri nibtä, ñobtä ñan angwane ni rabadre Jesu bä mike ngwarbe nitre tödekaka ñakare Jesubtiye. Erere arato, ni Dänkien bäri dite nikrä abko jürä rabadre nibtä, aisete nikwe ñan ja getadre jire chi üai kämenbe.
1CO.10.23	Mdakäre abko munta niere krörö tie kukwe nebtä: Ni tö rabadre dre dre nuein mröbtä, erere tä dbe Ngöbökrä abko munta niere. Ye abko era, akwa jändrän jökrä abko ñakare kuin nuendre abko tita niere. Erere arato, munta niere krörö: Ni tö rabadre dre dre nuein, erere ni raba nuene, akwa ti abko käta niere krörö: Jändrän jökrä nita nuene ye abko ñakare kuin ni mda mda die mikakrä abko tita niere. 
1CO.10.24	Ne aisete, nikwe ñan töbikadre jändrän kuin nuenbtä kaibe jakrä, akwa nikwe töbikadre jändrän kuin nuenbtä ni mda mdakrä.
1CO.10.25	Ne aisete, kä ngri rürümoinkrä, känti munkwe ngri ño ño köka, ye erere munkwe kweta jäme. Akwa ngri ye biani ngöbö ngwarbe mikakäre ütiäte ya, ñakare ya, ye munkwe ñan ngwiantari, ñobtä ñan angwane nirekwe biani rürümoindre abko ñakare ütiäte, 
1CO.10.26	ñobtä ñan angwane Ngöbö Kukwei tä niere krörö:
1CO.10.26	Kä temen ne amne jändrän jökrä tä kä nebtä abko ni Dänkien Ngöböta bkäne, 
1CO.10.26	aisete munkwe ñan töbika dikaro btä.
1CO.10.27	Nane ni ñakare tödekaka Jesubti käkwe mun nübai mröre jabe, ye känti mun tö raba näin amne, mrö ño ño mika kwetadre kwe, ye munkwe kweta kä bube jirekäbe amne, mrö ye jatani mdenkri, munkwe ñan ngwiantari. 
1CO.10.28	Akwa nane ni tädre yete käkwe niedre krörö munye: Ngri ne biani ngöbö ngwarbe mikakäre ütiäte, nie kwe munye angwane, munkwe ñan kweta jirekäbe ni kukwe niekä ye okwäbti, niara töi mikakäre nuäre. 
1CO.10.29	Ne abko, munkwe ñan ni mda töi mikadre bä jene Kristo rüere, abkokäre munkwe ñan ngri ye kwetadre tita niere, akwa ne ñan mun töi ño ngri kwetabtä, abkobtä tita blite. Ne aisete tikwe dre nuendre, ye abko tä dbe tikrä, akwa ni mda mdakwe ñan ti mikadre ngite kukwe nuenta tikwe yebtä, 
1CO.10.30	ñobtä ñan angwane jändrän jökrä kwetata tikwe, btä tita kuin niere Ngöböye, ne aisete tita jändrän kwete, yebtä ni mda mda käkwe ñan ñäkädre blo ti rüere.
1CO.10.31	Ne aisete, munkwe mrö ya, munkwe tomna ña ya, munkwe dre dre nuen, erere munkwe nuen jökrä Ngöbö rabadre käikitaninkä abkokäre. 
1CO.10.32	Akwa ni israelita amne ni ñakare israelitare, okwäbti munkwe ñan kukwe nuen abtä ja mikadre ngite krübäte kwetre Kristo rüere, abtä ñan tö rabadre tödekai Jesubti. Erere arato, nitre tödekaka Jesubti, okwäbti munkwe ñan kukwe nuen, abtä ja mikadre ngite krübäte kwetre Kristo rüere. 
1CO.10.33	Amne ti abko käre tö ni mda mda moto mikai nuäre, aisete käre tita jändrän kuin känene ñakare au jakrä, akwa ni mda mda rabadre dianintari arato, abko ie ti tö, aisete tita jändrän kuin känene bäri ni mda mdakrä.
1CO.11.1	Ye abko, Kristo käkwe nünabare ño, ye kwrere tita nüne, aisete tita nüne ño, ye kwrere munkwe nüna.
1CO.11.2	Ti mräkä, käre tita töre munye amne kukwe diribare tikwe munye, erere munta mike täte jökrä, yebtä tita mun käikitekä. 
1CO.11.3	Akwa kukwe rükadre gare metre munye, ie ti tö abko krörö: Ni dokwäta ni ngrabare mike nüne, ye kwrere Kristo tä ji dokwäte ni brare jökrä kräke amne ni brare abko tä ji dokwäte ni merire kräke amne Ngöbö abko tä ji dokwäte Kristo kräke. 
1CO.11.4	Ye aisete, ni brare rikadre blite Ngöböbe amne rikadre Ngöbö kukwei niere gätäte käkwe dän kitadre ja dokwäbti angwane, Kristo tä ji dokwäte niarakrä abko mikata ütiäte ñakare kwe. 
1CO.11.5	Akwa meri abko rikadre blite Ngöböbe amne rikadre Ngöbö kukwei niere gätäte ni jökrä ngwärekri angwane, dän ñan kitadre ja dokwäbti kwe ye ngwane, ja dokwä mikata ütiäte ñakare kwe angwane, meri dokwä mikata mutiolire ye kwrere jire bäta neme, 
1CO.11.6	ñobtä ñan angwane meri ñan tö dän kitai ja dokwäbti blitakäre Ngöböbe amne Ngöbö kukwei niekäre gätäte angwane, tö ja gaire ruen tie. Kore ne ngwane, ja dokwä mikadre mutiolire jirekäbe rabadre ja gaire bäri abkokäre. Akwa dokwä mikadre mutiolire, ye gaidre kräke ne ngwane, dän kita ja dokwäbti kwe.
1CO.11.7	Akwa ni brare abko käkwe ñan ja dokwä jue mika, ñobtä ñan angwane ni brare abko dätebare bäsi ja kwrere Ngöbökwe amne ni brare käkwe nünandre Ngöbö mikakäre ütiäte. Akwa ni merire abko käkwe ja dokwä jue mikadre, ñobtä ñan angwane ni merire dätebare Ngöbökwe ni brare bä mikakäre ütiäte, 
