MAT.1.1	អ្យា​នាវ​ងក៝ច​យៅ​អូ​ចែ​
1CO.10.6	ទឹង​លែៈ​នាវ​អី​នៃ​ជេង​នាវ​នតី​អ៝ន់​មា​ឞ៝ន់ គៃ​មា​លើយ​អ៝ន់​ឞ៝ន់​កើញ​មា​នាវ​អ្យើស​កើត​ខាន់​ពាង់​អី​នៃ‌
1CO.10.7	គៃ​មា​លើយ​អ៝ន់​ឞ៝ន់​យើក​មឞាស​មា​រូប​ឞ្រាស កើត​ផូង​អូ​ចែ​ផូង​
1CO.10.8	លើយ​អ៝ន់​ឞ៝ន់​ប៝ក​គ៝រ​ឆាក់​តឹម​ទ៝ង់​ជាន​នទើ​អី​ខើស​ក្លែរ​កើត​ផូង​ខាន់​ពាង់​អាបាៈ​នៃ​នើស ជេសរី​ខាន់​ពាង់​អី​នៃ​ខឹត​រ៝ស​ហេង​លែៈ ២៣០០០ នុយ្ស​តា​ទូ​នារ​ទើម។
1CO.10.9	លើយ​អ៝ន់​ឞ៝ន់​រាល៝ង​នាវ​ទើយ​
1CO.10.10	ខាន់​អៃ​មៃ​លើយ​អោស​អ៝ក់​ឞ៝រ់​ញជ៝រ់​ឆេក កើត​ផូង​ខាន់​ពាង់​អាបាៈ​អី​នៃ ជេសរី​កោរាញ​ឞ្រាស​ដាៈ​ទូ​ហ្វេ​តោង​ពារ់
1CO.10.11	ទឹង​លែៈ​នទើ​អី​នៃ ជេង​នាវ​នតុម​នតី​អ៝ន់​ឞ៝ន់ ជេសរី​លែៈ​គែស​ញចីស​តា​នាវ​កោរាញ​ឞ្រាស​ងើយ គៃ​មា​នតុម​នតី​ឞ៝ន់​អី​គុ​រេស​ឞើយ​ត៝ត់​មា​នារ​ងគ្លែៈ​ទុត​អ្យា។
1CO.10.12	លាស​នទ្រី​ឞូ​ម៝ស​អី​កើប​អេង​ឆាក់​ពាង់​នើម​លែៈ​ទ៝ក់​ន៝ប់​រាក៝ក់​ងាន់​តា​នាវ​ញឆីង អ្យាត់​មា​ពាង់​ញជ្រាង់ ក្លាច​លាស​ចោត​ជាន​តីស។
1CO.10.13	នាវ​នទើម​អី​គែស​មា​ខាន់​អៃ​មៃ ជេង​នាវ​នទើម​អី​វៃ​គែស​មា​ទឹង​លែៈ​ឞូនុយ្ស។ កោរាញ​ឞ្រាស​រាប់​ជាប់​ងាន់ 
1CO.10.14	អើ​អ៝ស​នោ​តា​នាវ​ញឆីង​អី​គ៝ប់​រ៝ង់ លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​ទូ​ហ៝ម់​ឞើស​នាវ​យើក​មឞាស​មា​រូប​ឞ្រាស។
1CO.10.15	នាវ​គ៝ប់​ងើយ​មា​ខាន់​អៃ​មៃ​អ្យា តឹម​ឞាន​មា​គ៝ប់​ងើយ​មា​ឞូនុយ្ស​អី​គឹត​ឞ្លាវ លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​ងក្ល៝ន់​អេង​ទោ​នាវ​អី​គ៝ប់​ងើយ​អ្យា។ 
1CO.10.16	នោក​ឞ៝ន់​ញេត​ឆា​ងកាស​ក្ល៝ស​អ្វែស ឞ៝ន់​ឆ៝ៈ​កាច៝ក​លាស​អ្វែស​កោរាញ​ឞ្រាស នទើ​អី​នៃ​គែស​នាវ​ខ្លៃ​ឞ៝ន់​តឹម​រាង្លាប់​នទ្រែល​មហាម​
1CO.10.17	តា​នៃ​គែស​នុមពាង់​ទូ​មល៝ម់​ទើម កើត​នទ្រី​ឞ៝ល​លាស​ឞ៝ន់​គែស​អ៝ក់​ឞូនុយ្ស​ឆា​កាដោយ ឞ៝ន់​ហោម​ជេង​ទូ​ឆាក់​ជាន់​ទើម​ដ៝ង់ យ៝រ​លាស​ទឹង​លែៈ​ឞ៝ន់​ឆា​ឞើស​នុមពាង់​អី​ទូ​មល៝ម់​នៃ។
1CO.10.18	ល៝ង់​អ្វាញ់​ហ៝ម់​ផូង​
1CO.10.19	នាវ​អី​គ៝ប់​ងើយ​នៃ​ម៝ស​នាវ​ខ្លៃ? គ៝ប់​មោ​អោស​លាស​ព្វាច់​អី​ឞូ​អោប​ឞ្រាស​មា​រូប​ឞ្រាស​គែស​នាវ​ខ្លៃ ជេសរី​ឞ្រាស​ងក្លាៈ​អី​ឞូ​អោប​នៃ​មោ​ដ៝ង់​គែស​នាវ​ខ្លៃ។
1CO.10.20	មោ​អោស! នទើ​អី​នៃ​មោ​អោស​គែស​ខ្លៃ យើន​មា​ទឹង​លែៈ​នទើ​អី​ខាន់​ពាង់​អោប​នៃ ខាន់​ពាង់​អោប​មា​ឞ្រាស​អ្យើស មោ​អោស​ញហើរ​មា​កោរាញ​ឞ្រាស។ កើត​នទ្រី​ទឹង​គ៝ប់​មោ​អុច​ខាន់​អៃ​មៃ​តឹម​គុ​នទ្រែល​ឞ្រាស​អ្យើស យ៝រ​មា​ឆា​ព្វាច់​អោប​ឞ្រាស​អី​នៃ។
1CO.10.21	មោ​ទី​អោស​ខាន់​អៃ​មៃ​ញេត​ងកាស​
1CO.10.22	មោ​លាស​ឞ៝ន់​អុច​អ៝ន់​កោរាញ​ឞ្រាស​ជី​នូយ្ស​មា​ឞ៝ន់? មោ​លាស​អើម​ឞ៝ន់​ទាង់​រាលាវ​កោរាញ​ឞ្រាស?
1CO.10.23	គែស​ឞូនុយ្ស​អាបាៈ​លាស៖ “គ៝ប់​គែស​នាវ​ទើយ​មា​ជាន​ទឹង​លែៈ​នទើ” យើន​មា​មោ​អោស​ទី​ទឹង​លែៈ​នទើ​គែស​ខ្លៃ​ទាទេ។ “គ៝ប់​គែស​នាវ​ទើយ​មា​ជាន​ទឹង​លែៈ​នទើ” យើន​មា​មោ​អោស​ទី​ទឹង​លែៈ​នទើ​កើល​នាវ​ញឆីង​ឞ៝ន់​លើ​មា​ន៝ប់។
1CO.10.24	លើយ​អោស​អ៝ន់​ទូ​ហ្វេ​ទូ​ហ្វេ​ឞ៝ន់​ជ៝យ​គៃ​មា​អ្វែស​មា​ឆាក់​នើម​ទើម យើន​មា​អ៝ន់​ទូ​ហ្វេ​ទូ​ហ្វេ​ឞ៝ន់​ជ៝យ​គៃ​មា​អ្វែស​មា​ឞូនុយ្ស​អា​អេង។
1CO.10.25	ទឹង​លែៈ​នទើ​អី​ឞូ​តាច់​តា​នតុក​ឞូ​តាច់​ទ្រាប់ ខាន់​អៃ​មៃ​ឆោង​ឆា​ទាទេ​ទោ មោ​អោស​ខាច់​អោប​នទើ​អី​នៃ​តាៈ​ឞើស​អោប​ឞ្រាស​មោ​លាស​មោ លើយ​ក្លាច​តា​នូយ្ស​នហ៝ម់​ជាន​តីស​នាវ​អី​នៃ‌
1CO.10.26	យ៝រ​លាស​លែៈ​គែស​ញចីស​ជេស​នាវ​កើត​នអា៖ «នែស​នតូ នទ្រែល​មា​ទឹង​លែៈ​នទើ​តា​នែស​នតូ​ជេង​នទើ​កោរាញ​ឞ្រាស​នើម​ទាទេ»
1CO.10.27	លាស​ទូ​ហ្វេ​ឞូនុយ្ស​អី​មោ​ញឆីង​មា​
1CO.10.28	យើន​មា​លាស​គែស​ឞូ​មឞើស​មា​ខាន់​អៃ​មៃ៖ “ត្រាវ​អ្យា​ត្រាវ​អោប​ឞ្រាស” ខាន់​អៃ​មៃ​លើយ​អោស​ឆា។ ជាន​កើត​នៃ​គៃ​មា​អ្វែស​មា​នើម​អី​នាក់​លែៈ​មឞើស​នៃ នទ្រែល​មា​នើម​អី​នាក់​លែៈ​មឞើស​នៃ​មោ​អោស​ក្លាច​រាវៃ​តា​នូយ្ស​នហ៝ម់។ 
1CO.10.29	តា​នៃ​គ៝ប់​មោ​គែស​អោស​ងើយ​មា​នូយ្ស​នហ៝ម់​ខាន់​អៃ​មៃ​នើម គ៝ប់​ងើយ​មា​នូយ្ស​នហ៝ម់​ពាង់​អី​នាក់​មឞើស​នៃ។ លាស​តា​នូយ្ស​នហ៝ម់​ឞ៝ន់​នើម​លែៈ​គឹត​ទី ជាន​ទោ មោ​ខាច់​អោស​ក្លាច​រាវៃ​នាវ​ឞូ​មឹន​ឞូ​លាស។ 
1CO.10.30	លាស​គ៝ប់​ឆោង​ឆា​នទើ​អី​គ៝ប់​លែៈ​ជេស​លាស​អ្វែស​មា​កោរាញ​ឞ្រាស លាស​នទ្រី​ឞូ​អេង​មោ​អោស​ហោម​ទី​ជឺច​មា​នទើ​ឆោង​ឆា​អី​នៃ។
1CO.10.31	លាស​នទ្រី​ម៝ស​នទើ​ខាន់​អៃ​មៃ​ឆោង​ឆា មោ​លាស​ញេត មោ​លាស​ម៝ស​នទើ​ជាន​កាដោយ ទឹង​លែៈ​នទើ​ខាន់​អៃ​មៃ​ជាន​គៃ​មា​អ៝ន់​យើក​កោរាញ​ឞ្រាស​នើម​ហ៝ៈ។
1CO.10.32	អ៝ន់​ខាន់​អៃ​មៃ​លើយ​អោស​ជាន​ទូ​នតីល​នទើ​នាវ​ងកីង​មពែស​មា​នាវ​ញឆីង ឞ៝ល​លាស​ផូង​
1CO.10.33	គ៝ប់​នើម​កើត​នទ្រី​ដ៝ង់ ទឹង​លែៈ​នទើ​គ៝ប់​ជាន គ៝ប់​ញឆ្រោយ្ស​ជាន​គៃ​មា​អ៝ន់​ទី​នូយ្ស​នហ៝ម់​ទឹង​លែៈ​ឞូនុយ្ស គ៝ប់​មោ​អោស​ជ៝យ​គៃ​មា​អ្វែស​មា​ឆាក់​គ៝ប់​នើម​ទើម គ៝ប់​ញឆ្រោយ្ស​ជ៝យ​គៃ​មា​អ្វែស​ទឹង​លែៈ​ឞូនុយ្ស គៃ​មា​ខាន់​ពាង់​គែស​នាវ​រាក្លាយ្ស។
1CO.11.1	អ៝ន់​ខាន់​អៃ​មៃ​ជាន​តឹង​គ៝ប់ កើត​គ៝ប់​ជាន​តឹង​
1CO.11.2	[អើ​អ៝ស​នោ​តា​នាវ​ញឆីង] គ៝ប់​រាម់​មអាក​មា​ខាន់​អៃ​មៃ​ហោម​កាស​គឹត​គ៝ប់ គ៝ប់​រានេ​ខាន់​អៃ​មៃ យ៝រ​លាស​ទឹង​លែៈ​នទើ​អី​គ៝ប់​លែៈ​ដើន​នតុម​នតី​ខាន់​អៃ​មៃ​នើស ខាន់​អៃ​មៃ​ញអោត​ជាន​តឹង​កើត​ទាទេ។ 
1CO.11.3	យើន​មា​គ៝ប់​អុច​មឞើស​អ៝ន់​ខាន់​អៃ​មៃ​គឹត 
1CO.11.4	ឞូ​ម៝ស​ឞូ​ក្លោ​អី​មឞើស​ឆើម មោ​លាស​នតើយ្ស​នាវ​ងើយ​កោរាញ​ឞ្រាស​នអ៝ប់​មា​គែស​នទើ​នទោ​តា​ឞោក ឞូ​ក្លោ​អី​នៃ​ជេង​មឺច​មា​
1CO.11.5	តីស​មា​ឞូ​ម៝ស​ឞូ​អូរ​អី​មឞើស​ឆើម មោ​លាស​នតើយ្ស​នាវ​ងើយ​កោរាញ​ឞ្រាស​មោ​អោស​គែស​នទោ​ឞ៝ក​តា​ឞោក ឞូ​អូរ​អី​នៃ​ជេង​មឺច​មា​
1CO.11.6	លាស​ឞូ​ម៝ស​ឞូ​អូរ​អី​មោ​នទោ​ឞ៝ក​តា​ឞោក អ៝ន់​ឞូ​អូរ​អី​នៃ​ក្រែស​លើយ​ឆ៝ក់ មោ​លាស​ក្រែស​លឺន​ឞោក។ លាស​ពាង់​ក្លាច​ដីត​ព្រេង​ក្រែស​លើយ​ឆ៝ក់ មោ​លាស​ក្រែស​លឺន​ឞោក​នៃ អ្យាត់​មា​នទោ​ឞ៝ក​ទោ។ 
1CO.11.7	ឞូ​ក្លោ​មោ​អោស​ទី​នទោ​ឞ៝ក​តា​ឞោក យ៝រ​លាស​កោរាញ​ឞ្រាស​ញជេង​ឞូ​ក្លោ​តឹម​ឞាន​មា​
1CO.11.8	យ៝រ​លាស​ឞើស​នតើម​នើស​កោរាញ​ឞ្រាស​មោ​អោស​ញជេង​
1CO.11.9	ជេសរី​កោរាញ​ឞ្រាស​មោ​អោស​ញជេង​ឞូ​ក្លោ​គៃ​មា​តឹម​កើល​ឞូ​អូរ 
1CO.11.10	យ៝រ​មា​នទើ​អី​នៃ នអ៝ប់​មា​ផូង​តោង​ពារ់ ទី​មា​ឞូ​អូរ​នទោ​ឞ៝ក​តា​ឞោក​ពាង់​នើម ជេង​នទើ​ញហើ​អី​ឆាយ​គែស​នាវ​ទើយ​មា​ពាង់។
1CO.11.11	យើន​មា​តា​នាប់​មាត់​
1CO.11.12	យើន​មា​ឞ៝ល​លាស​ឞូ​អូរ​ទាក​ឞោក​លោស​ឞើស​ឞូ​ក្លោ ទឹង​លែៈ​ឞូ​ក្លោ​អេង​ឞើស​កើយ​ទែស​តាៈ​ឞើស​ឞូ​អូរ ជេសរី​ទឹង​លែៈ​នទើ​លោស​តាៈ​ឞើស​កោរាញ​ឞ្រាស​នើម​ទាទេ។ 
1CO.11.13	ល៝ង់​ខាន់​អៃ​មៃ​ងក្ល៝ន់​អេង​ឆាក់​ខាន់​អៃ​មៃ​នើម​ហែស៖ ទី​ដ៝ង់​ឞើស លាស​អ៝ន់​ឞូ​អូរ​មឞើស​ឆើម​មា​កោរាញ​ឞ្រាស​មោ​គែស​នទោ​ឞ៝ក​តា​ឞោក? 
