GEN.1.1	Sintinoo ga, Irkoy na beenaa nda gandaa taka. 
1SA.1.1	Aru foo bay ka bara Ramatayim-Sofim, Efrayim tondi hondey ra, maaɲoo ti Elkana. Baaboo maaɲoo ti Yeroham, Yeroham baaba maaɲoo ti Elihu, Elihu baaba maaɲoo ti Tohu, Tohu baaba maaɲoo ti Suf, Efrayim boro no. 
1SA.1.2	Wande hinka bara Elkana se, affoo maaɲoo ti Anna, ihinkantoo maaɲoo ti Penina. Penina goo nda zankayaŋ, amma Anna sii nda zanka.
1SA.1.3	Jiiri kul, Elkana ga hun nga koyraa ra ka žigi ka koy Silo koyraa ra ka sujudu Abadantaa, Aduɲɲakoyoo se ka sargari kaa a se. No din ra Eli izʼaru hinkaa Hofni nda Pinehas kaŋyaŋ ti Abadantaa 
1SA.1.4	Han kaŋ Elkana ga nga sargaroo kaa, a ga nga wandoo Penina nda nga izʼarey nda nga ize woyey kul noo sargaroo hamoo ra. 
1SA.1.5	Amma a ga Anna noo hamoo nongu cere-cerante, zama a ga baa Anna, ba kaŋ se Abadantaa nʼa tee woy gun. 
1SA.1.6	Waccoo si fay nda kʼa dorandi, zama Abadantaa nʼa tee woy gun. 
1SA.1.7	Jiiri ka kaa jiiri takaa woo no a gʼa tee, waati kul kaŋ Anna žigi ka koy Abadantaa 
1SA.1.8	Elkana, nga kurɲoo ga nee a se: «Anna, macin se nʼga hẽe? Macin se nʼsi ŋaa? Macin se ni binoo ga maray? Ya nka mana bisa ma ne izʼaru woy (10) wala?»
1SA.1.9	Waatoo kaŋ i ŋaa, i haŋ ka ben Silo koyraa ra, Anna tun. A na 
1SA.1.10	Anna goo binemarayyan ra, a ga Abadantaa ŋaaray, a ga hẽe ka munday beeriyaŋ doori. 
1SA.1.11	A na meefur zaa Abadantaa se, a nee: «Abadantaa, Aduɲɲakoyoo, nda ni yadda ka ni koŋŋaa binemarayyanoo guna, nda ni honga agay, mana dirɲa agay kaŋ ti ni koŋŋaa, nda nʼna ni koŋŋaa noo hayyan kaŋ ti aru, ay gʼa noo Abadantaa se nga aloomuroo kul ra, šiini si zuru boŋoo ra.» 
1SA.1.12	Kaŋ a gay a ga ŋaaray Abadantaa jine, Eli ga miɲoo koroši. 
1SA.1.13	Anna ga šelaŋ nga binoo ra, miɲoo de no ma ɲuuti, amma boro si maa jindoo se. Eli miile kaŋ a nka suu. 
1SA.1.14	Eli nee Anna se: «Hala waati foo no nʼga cindi ka suu? Koy nongu tana ra hala waati kaŋ suuyanoo ben!» 
1SA.1.15	Anna nee a se: «Kalaa, ay koyoo, ay manʼti kala woy kaŋ binoo ga maray, ay mana 
1SA.1.16	Masi agay ni koŋŋaa dii woy attabiya futukoyni, ay huzun beerey nda ay binemarayyanoo no ma kate ya šelaŋ hala sohõ.» 
1SA.1.17	Eli nee: «Koy nda baani. Yala Izirayel Koyoo ma ni noo woo kaŋ nʼnʼa ŋaaray a ga.» 
1SA.1.18	Anna nee: «Ay manʼti kala ni koŋŋaa, yala ma alhormo tee ya ne.» Woo banda ga, a koy. A ŋaa, nga ndumoo feeri.
1SA.1.19	Elkana nda nga hugoo borey biya ka tun, i sujudu Abadantaa jine, woo banda ga, i willi ngi do Rama. Elkana marga nda nga wandoo Anna, Abadantaa hongu Anna. 
1SA.1.20	Jiiroo benantaa ga, Anna tee boro hinka. A na izʼaru daŋ aduɲɲa ra, a na maaɲoo daŋ Samiyel
1SA.1.21	Woo banda ga, Anna kurɲoo Elkana žigi ka koy koyraa ra, nga nda nga hugoo borey ka koy jiiri kul sargaroo kaa Abadantaa se nda ka meefuroo kaa. 
1SA.1.22	Amma Anna mana koy, zama a nka nee nga kurɲoo se: «Waati kaŋ zankaa hun waa, ay ga koy nda a kʼa cebe Abadantaa se, a ga cindi no din hala abada.» 
1SA.1.23	Elkana nga kurɲoo nee a se: «Tee woo kaŋ kan ma ne, cindi ne hala mʼa kaa waa. Yala Abadantaa ma hayaa tee kaŋ a nʼa har.» Woo ga, woyoo cindi. A na nga izoo naanandi hala a hun waa.
1SA.1.24	Waatoo kaŋ a nʼa kaa waa, a nʼa ka žigi ka koy Abadantaa 
1SA.1.25	I na yaaroo koosu sargari, a koy nda zankaaroo Eli do. 
1SA.1.26	Anna nee Eli se: «Alha-naŋ, ay koyoo! Ay ga žee nda ni hundoo, agay ti woyoo din kaŋ cindi ka kay ne ni bande ka Abadantaa ŋaaray. 
1SA.1.27	Zankaaroo woo no ay cindi kʼa ŋaaray Abadantaa ga, Abadantaa nʼay noo woo kaŋ ay nʼa wiri a ga. 
1SA.1.28	Woo maaganda se agay da mo gʼa noo Abadantaa se. Nga aloomuroo kul ra a ma tee Abadantaa wane.» Woo ga, i sujudu no din Abadantaa jine.
1SA.2.1	Anna na Irkoy ŋaaray, a nee:
1SA.2.1	«Ay binoo ga too nda ɲaali Abadantaa sabbu se,
1SA.2.1	Abadantaa na albarka daŋ ay ra,
1SA.2.1	ay miɲoo feeri ay iberey ga,
1SA.2.1	zama ay ga ɲaali nda ni hallasiroo.
1SA.2.2	Boro kul si too Abadantaa henanyan.
1SA.2.2	Koy sii no ni banda ga.
1SA.2.2	Koy sii no kaŋ ga too ir Koyoo albarka ra.
1SA.2.3	Wa fay nda bolsay šenni,
1SA.2.3	fooma šenni kul masi hun war miɲey ra.
1SA.2.3	Zama Abadantaa manʼti kala Koy kaŋ ga haya kul bay,
1SA.2.3	nga no ma teegoyey kul neeši.
1SA.2.4	Wongaarey birawey kayri,
1SA.2.4	borey kaŋ ga yalaafu duu gaabi.
1SA.2.5	Borey kaŋ kungu ga goy ka ŋaayan ceeci,
1SA.2.5	amma borey kaŋ heray kungu.
1SA.2.5	Woy gunoo ga hay cee iyye,
1SA.2.5	woyoo kaŋ ga duu hayyan ga hun hayyan.
1SA.2.6	Abadantaa no ma kate boro ma buu, nga no ma hunandi,
1SA.2.6	a ga boro zumandi alaaharaa,
1SA.2.6	a ga boro žigandi ka hun no din.
1SA.2.7	Abadantaa no ma boro tee talka,
1SA.2.7	nga no ma boro tee almankoyni.
1SA.2.7	Nga no ma boro kaynandi,
1SA.2.7	nga no ma boro beerandi.
1SA.2.8	Yalaafantey kaŋ goo kusaa ra, a gʼi tunandi,
1SA.2.8	a ga talkaa jer kʼa kaa žiiboo ra kʼa gorandi boŋkoyney bande.
1SA.2.8	A gʼi noo i ma kokoy fuula daržante tubu.
1SA.2.8	Zama Abadantaa wane nda laboo ganjey,
1SA.2.8	ngi ga a na aduɲɲa gorandi.
1SA.2.9	A ga nga laadirantey dira takawey hawgay.
1SA.2.9	Amma boro laaley ga derandi kubaa ra,
1SA.2.9	zama boro si zaame nda gaabi.
1SA.2.10	Borey kaŋ ga yenje wiri Abadantaa ga, ga tutubandi,
1SA.2.10	a ga jiŋjiŋ zumandi i ga ka hun beenaa ra.
1SA.2.10	Abadantaa ga laboo kul ciiti.
1SA.2.10	A ga gaabi noo nga kokoyoo se,
1SA.2.10	a ga albarka daŋ boraa ra kaŋ a nʼa yon.»
1SA.2.11	Woo banda ga, Elkana willi ka koy nga do Rama koyraa ra. Haya kaŋ ti zankaaroo, a goo 
1SA.2.12	Eli izʼarey manʼti kala attabiya futukoyniyaŋ, i si Abadantaa beerandi. 
1SA.2.13	 no, hayaa kaŋ i ga doonay kʼa tee jamaa se ne: waati kul kaŋ boro na sargari kaa, sargari juwalkaa goykaw-izoo ga kaa waati kaŋ i ga hamoo hina. Furšeti kaŋ goo nda mee hinza goo a kone, 
1SA.2.14	a gʼa zoko jinaa ra, wala barmaa, wala kusoo, wala taasaa ra, haya kul kaŋ furšetoo duu a, sargari juwalkaa gʼa zaa nga boŋ se. Takaa woo no a gʼa tee Izirayel borey kul se kaŋ ga kaa no din Silo koyraa ra.
1SA.2.15	Za maanoo mana dullandi, sargari juwalkaa goykaw-izoo ga kaa, a ga nee boraa kaŋ ga sargaroo kaa se: «Sargari juwalkaa noo ham kaŋ ga koy tonandi, a si yadda ma nga noo ham ninante, igani de no a ga yadda kʼa taa.» 
1SA.2.16	Nda aroo nee a se: «Naŋ ir ma maanoo dullandi jina, woo banda ga, ma haya zaa kaŋ nʼbaa.» Goykaw-izoo ga nee: «Abada, a noo ya ne sohõ da, nda manʼti woo, ay gʼa zaa nda gaabi.» 
1SA.2.17	Arusoogey wey zunuboo hanse ka beeri Abadantaa jine, zama i mma Abadantaa sargaroo kaynandi.
1SA.2.18	Samiyel ga goy Abadantaa jine. Zanka no, 
1SA.2.19	Jiiri ka kaa jiiri Samiyel ɲaa ga darbay-ize tee ka kate a Samiyel se waati kaŋ nga nda nga kurɲoo ga žigi ka koy Silo koyraa ra ka jiiri kul sargaroo kaa. 
1SA.2.20	Eli gaara Elkana nda nga wandoo se, a nee: «Yala Abadantaa ma ni noo woyoo woo ga hayyan ka yee zankaa dogoo ra kaŋ a nʼa wiri Abadantaa ga, a yee kʼa noo Abadantaa se.» Woo banda ga, i yee ngi do. 
1SA.2.21	Abadantaa mana dirɲa Anna, a tee boro hinka, a na izʼaru hinza nda ize woy hinka daŋ aduɲɲa ra. Samiyel ga tonton ka beeri Abadantaa moɲey cire.
1SA.2.22	Eli hanse ka žen, a maa hayaa kul kaŋ nga izʼarey gʼa tee Izirayel kul se, a maa mo kaŋ i mma kani nda woyey kaŋ ga kaa ka ngi goyoo tee cere kubayyan hukkumoo miɲoo ga. 
1SA.2.23	Eli nee nga izey se: «Macin se war ga hayey wey dumey tee? Ay ga maa war goy laaley jamaa kul miɲoo ra. 
1SA.2.24	Kalaa, ay izey, hayaa kaŋ ay ga maa a ga harandi Abadantaa jamaa ra si boori.
1SA.2.25	Nda boro na zunubu tee boro ga, Irkoy no ma ciiti a se, amma nda boro na zunubu tee Abadantaa ga, may no ma kay a se?» I mana haŋajer ngi baaba se, zama Abadantaa mma baa nga mʼi wii. 
1SA.2.26	Arusoogaa Samiyel ga koy jine ka tonton ka beeri. Nga takaa ga kan Abadantaa se, a ga kan adamizey se.
1SA.2.27	Irkoy boro foo kaa Eli do ka nee a se: «Hayaa ne kaŋ Abadantaa nʼa har: ‹Ay manʼay boŋ cebe kaaray ni baaba hugoo se waatoo kaŋ i goo Misira Firawuuna hugoo ra wala? 
1SA.2.28	Ay nʼa suuba Izirayel alkabiilawey kul ra a ma tee ya ne 
1SA.2.29	Macin se war gʼay sargarey nda ay nooyaney tee yaada kaŋ ay yaamar war mʼi kaa ay gorodogoo ra? Nʼga ni izey beerandi ka bisa agay hala nongu kaŋ ra war ga sargaroo kaŋ Izirayel, ay jamaa gʼi kaa nga nongu henney ka war boŋ naasandi.› 
1SA.2.30	Woo maaganda se agay Abadantaa, Izirayel Koyoo ka šelaŋ ka nee: ‹Ya nka kayandi kaŋ ni hugoo borey nda ni baaba hugoo ga cindi ay sargari juwalkawtaraa ra hala abada.› Amma sohõ agay Abadantaa ka šelaŋ ka nee: ‹A ben. Zama borey kaŋ gʼay beerandi, ay gʼi beerandi, wey kaŋ gʼay kaynandi ga kaynandi. 
1SA.2.31	Nga ne, hanyaŋ ga kaa kaŋ ra ay ga ni gaaboo nda ni baaba hugoo gaaboo kayri. Boro žeena si yee ka bara ni hugoo ra. 
1SA.2.32	Nʼga duu nkuway ay gorodogoo ra, haya henney kul kaŋ ga teendi Izirayel gamoo ra. Abada boro žeena si yee ka bara ni hugoo ra. 
1SA.2.33	Amma ay ga ni boro daŋ sargari tonadogoo goyoo ra ka ni farandi nda canseyan nda ka ni binoo ŋaa. Boro kul kaŋ ga hayandi ni hugoo ra ga buu a mana žen.
1SA.2.34	Woo kaŋ ay gʼa tee Hofni nda Pinehas se ga tee ma ne tammaasa, ni izʼaru hinkaa, ngi boro hinkaa kul ga buu zaari follokaa ra. 
1SA.2.35	Ay ga sargari juwalkaw laadirante tunandi, a ga goy nda woo kaŋ ay binoo nda ay hundoo ga bagʼa, woo se ay ga albarka daŋ nga hugoo borey ra waati kul nga hayroo ga tee sargari juwalkaw. A ga dira waati kul kokoyoo kaŋ ay nʼa yon jine. 
1SA.2.36	Boro kul kaŋ cindi ni hugoo ra ga kaa ka gunguma a jine hala nga ma duu nzorfu tamma foo nda takula, a ga nee: “Ay gʼa wiri ni ga, mʼay daŋ sargari juwalyan goy foo ra hala ya duu haya kaŋ ay gʼa ŋaa.”›»
1SA.3.1	Arusoogaa Samiyel ga goy Abadantaa se Eli jere. Alwaatoo din Abadantaa si hanse ka šelaŋ borey do, bangayyaney si boobo. 
1SA.3.2	Waati follokaa ra, Eli goo ma kani nga dogoo ra, moo gunaa sintin ka kuma, a si hin ka dii koyne. 
1SA.3.3	Woo gar Irkoy fitillaa
1SA.3.4	Abadantaa na Samiyel cee. Samiyel zaabi ka nee: «Agay ne.» 
1SA.3.5	A zuru ka koy Eli do ka nee a se: «Agay ne, ni nka ciya ya ne.» Eli nee: «Ya na ni cee, yee ka koy kani.» A koy kani.
1SA.3.6	Abadantaa yee koyne ka ciya ka nee: «Samiyel!» Samiyel tun a koy Eli do ka nee: «Agay ne, ni nka ciya ya ne.» Eli nee: «Ya na ni cee, ay izoo, yee ka koy kani.» 
1SA.3.7	Samiyel mana Abadantaa bay jina, Abadantaa šennoo mana bangay a se jina.
1SA.3.8	Abadantaa yee koyne ka ciya ka nee: «Samiyel!» Woo ti cee hinzantoo. A tun ka koy Eli do ka nee a se: «Agay ne, ni nka ciya ya ne.» Woo ga, Eli faham kaŋ Abadantaa no ma ciya arusoogaa se. 
1SA.3.9	Eli nee Samiyel se: «Koy kani, nda a ciya ma ne kul ma nee: ‹Šelaŋ Abadantaa, agay, ni tamoo ga haŋajer.›» Samiyel koy kani nga dogoo ra.
1SA.3.10	Abadantaa kaa ka kay no din. A ciya sanda taka žeenaa, a ciya ka nee: «Samiyel, Samiyel!» Samiyel zaabi ka nee: «Šelaŋ, agay, ni tamoo ga haŋajer.» 
1SA.3.11	Woo ga, Abadantaa nee Samiyel se: «Nga ne, ay ga haya foo tee Izirayel ra, boro kul kaŋ maarʼa ga kayfi. 
1SA.3.12	Hanoo din, hayaa kul kaŋ ay nʼa har Eli hugoo ga, za sintinoo hala benantaa ga, ay gʼa tabatandi a ga. 
1SA.3.13	Ay gʼa bayrandi kaŋ ay ga nga hugoo ciiti hala abada, ay gʼa tee layboo maaganda, zama a bay kaŋ nga izʼarey na Irkoy kaynandi, amma a mana citi i ga. 
1SA.3.14	Woo maaganda se haya kaŋ ti Eli hugoo, abada haya kul si Eli borey zunuboo tuusu, a ma tee sargari wala nooyan.»
1SA.3.15	Samiyel cindi a ga kani hala suba, woo banda ga, a na Abadantaa hugoo miɲey feeri. Samiyel hunbur ka bangayyanoo har Eli se. 
1SA.3.16	Amma Eli na Samiyel cee, a nee: «Samiyel, ay izʼaroo.» Samiyel nee a se: «Agay ne.» 
1SA.3.17	Eli nee: «Macin ti šennoo kaŋ a nʼa har ma ne? Ay gʼa wiri ni ga, masi haya kul tugu ay ga. Irkoy ma goy goy ni ga nda nʼna haya foo tugu ay ga šenney kaŋ a nʼi har ma ne ra.» 
1SA.3.18	Woo ga, Samiyel na šenney kul filla a se, a mana haya kul tugu a ga. Eli nee: «Abadantaa no, a ma tee woo kaŋ kan a se.»
1SA.3.19	Samiyel ga tonton ka beeri, Abadantaa goo a bande. Šenney kul kaŋ Samiyel nʼi har, Abadantaa mana naŋ ba affoo ma goro kaŋ mana tee. 
1SA.3.20	Takaa woo ra Izirayel gandaa kul, za Dan hala Ber-Šeba bay kaŋ cimi no, Samiyel nka tee Abadantaa annabi. 
1SA.3.21	Abadantaa koy a ga ka nga boŋ cebe Silo koyraa ra. Abadantaa šenney ra a na nga boŋ bangandi Samiyel se Silo.
1SA.4.1	Samiyel ga Abadantaa šennoo ka too Izirayel kul do. Han foo Izirayel borey fatta ka Filisti borey wongu. I na ngi kaloo gorandi Eben-Ezer koyraa ra, Filisti borey na ngi kaloo gorandi Afek koyraa ra. 
1SA.4.2	Filisti borey na wongu soolu ka kay ka Izirayel kubay, wongoo beeri. Filisti borey na Izirayel borey kar, i na aru zenber taaci (4.000) cine kar jamaa ra wongoo farroo ra. 
1SA.4.3	Jamaa yee kate kaloo ra, Izirayel boro beerey nee: «Macin se Abadantaa yadda Filisti borey mʼir kar? Ir ma koy Silo ka Abadantaa 
1SA.4.4	Jamaa na boroyaŋ sanba Silo, i kate Abadantaa, Aduɲɲakoyoo kaŋ ga goro almalaykayaŋ kaŋ se i ga nee šeribey boŋ amaanaa sundukoo ga. Hofni nda Pinehas, Eli izʼaru hinkaa goo no din nda Irkoy amaanaa sundukoo. 
1SA.4.5	Waatoo kaŋ Abadantaa amaanaa sundukoo kaa kaloo ra, Izirayel kul yafarhã ka hoolo beeri tee, laboo jijiri.
1SA.4.6	Filisti borey maa yafarhãa hoolaa, i nee: «Macin ti hoolo beeroo woo Eberewey kaloo ra?» Woo ra i bay kaŋ Abadantaa sundukoo kaa kaloo ra. 
1SA.4.7	Filisti borey hunbur, i nee: «Irkoy kaa kaloo ra! Woo ti ir bone. Woo cine mana bay ka tee. 
1SA.4.8	Woo ti ir bone! May no mʼir kaa koy gaabantaa woo kaboo ra? Koyoo woo no ka Misira borey kar nda balaawu dumi kul saajoo ra. 
1SA.4.9	Filisti borey, wa albarka daŋ war boŋ ra, war ma tee aruyaŋ, war masi koy huru Eberewey cire takaa kaŋ nda i bay ka huru war cire. Wa tee aruyaŋ, war ma wongu.» 
1SA.4.10	Filisti borey na wongoo feeri, i na Izirayel kar. Izirayel boro foo kul zuru ka koy nga hugoo do. Mursaa hanse ka beeri, Izirayel wongu-ize boro zenber waranza (30.000) cee dirakaw buu. 
1SA.4.11	Irkoy sundukoo zandi, Hofni nda Pinehas, Eli izʼaru hinkaa buu.
1SA.4.12	Benžameŋ aru foo zuru ka hun wongoo ra ka kaa Silo zaari follokaa ra, bankaarawey kottu, boŋoo kul ti labu. 
1SA.4.13	Waatoo kaŋ a too kate, nga ne, Eli goo ma goro nga šeezoo ga fondaa jesoo ga ka hawgay, zama binoo goo ma jijiri Irkoy sundukoo se. Kaŋ aroo too kate a na alhabaroo har koyraa ra, koyraa kul kaati. 
1SA.4.14	Waatoo kaŋ Eli maa kaatoo, a nee: «Macin ti hoolaa woo?» Aroo cahã ka kaa ka alhabaroo har Eli se. 
1SA.4.15	Eli goo nda jiiri woyyagga cindi yaaha (98), moɲey mma bakam, a si hin ka dii. 
1SA.4.16	Aroo nee Eli se: «Wongoo do ay hun, agay, ya nka zuru ka hun wongoo ra hõ.» Eli nee: «Macin ka tee, ay izoo?» 
1SA.4.17	Alhabar teekaa zaabi ka nee: «Izirayel zuru Filisti borey jine, mursay beeri tee jamaa ra, ba Hofni nda Pinehas, ni izʼaru hinkaa buu, de Irkoy sundukoo zandi.» 
1SA.4.18	Za a na Irkoy sundukoo har, Eli kaŋ, nga šeezoo bere koyraa miɲoo jere, jindebandaa kayri, a buu, zama aru žeena no, de mo a ga tiŋ. A tee alkaali jiiri woytaaci (40) Izirayel ra.
1SA.4.19	Eli nzura woyoo, Pinehas wandoo ga tee alhaamidu. A ga baa ka hay. Waatoo kaŋ a maa alhabaroo kaŋ Irkoy sundukoo zandi, kaŋ nzuraa nda nga kurɲoo buu, a sonbu, a hay, zama hayyan kuuboo nʼa dii. 
1SA.4.20	Kaŋ a ga baa ka buu, woyey kaŋ goo jeroo ga nee a se: «Masi hunbur, izʼaru no nʼnʼa hay.» Amma a mana tuuru, a mana kula. 
1SA.4.21	Woyoo na zankaa maaɲoo daŋ Ikabod (maanaa «man daržaa?»), a nee: «Daržaa hun Izirayel ra.» A na woo har, zama Irkoy sundukoo zandi, nga nzuraa nda nga kurɲoo buu. 
1SA.4.22	A nee: «Daržaa hun Izirayel ra, zama Abadantaa sundukoo zandi.»
1SA.5.1	Filisti borey na Irkoy sundukoo zaa Eben-Ezer koyraa ra kʼa koy nda a Ašdod koyraa ra. 
1SA.5.2	Filisti borey na Irkoy sundukoo zaa, i nʼa ka koy tooroo kaŋ se i ga nee Dagoŋ, hugoo ra, i nʼa jisi Dagoŋ jere. 
1SA.5.3	Subaa ra, Ašdod borey biya ka tun, nga ne, Dagoŋ kaŋ laboo ra nga ndumoo ga Abadantaa sundukoo jine. I na Dagoŋ dii kʼa daŋ nga dogoo ra. 
1SA.5.4	Subaa ra, i biya ka tun, nga ne, Dagoŋ kaŋ nga ndumoo ga laboo ra Abadantaa sundukoo jine. Dagoŋ boŋoo nda kabe hinkaa ga fura, i hun a ga, i goo hugoo jindoo ra, haya kul mana cindi a ra kala kunturoo. 
1SA.5.5	Woo se Dagoŋ 
1SA.5.6	Woo banda ga, Abadantaa kaboo hanse ka goy goy Ašdod borey ga, a nʼi torro. A na Ašdod nda nga laamaa kar nda futtayaŋ. 
1SA.5.7	Kaŋ Ašdod borey dii kaŋ takaa woo no, i nee: «Izirayel Koyoo sundukoo si cindi ir do, zama a goo ma goy goy ir ga, ir nda Dagoŋ ir koyoo.»
1SA.5.8	Ašdod borey donto ka ciya Filisti borey boŋkoyney kul se kʼi marga ngi jere. Filisti borey boŋkoyney nee: «Macin no ir gʼa tee Izirayel Koyoo sundukoo se?» I nee: «Izirayel Koyoo sundukoo ma koy Gat.» I na Izirayel Koyoo sundukoo ka koy no din. 
1SA.5.9	Waatoo kaŋ i nʼa bere no din ka ben, Abadantaa kaboo na goy goy koyraa ga, lakkaltunay beeri tee, a na koyraa borey kar, za ikaccaa hala ibeeroo. Futta fatta i ga. 
1SA.5.10	Woo ga, i na Irkoy sundukoo sanba Ekroŋ. Waatoo kaŋ Irkoy sundukoo huru Ekroŋ, Ekroŋ borey kaati ka nee: «I kate ir do Izirayel Koyoo sundukoo kʼir wii, ir nda ir jamaa.»
1SA.5.11	I donto ka ciya ka Filisti borey boŋkoyney kul se kʼi marga. I nee: «Wa Izirayel Koyoo sundukoo ka hun ne. A ma willi nga nongoo ra, a masi kaa kʼir wii, ir nda ir jamaa.» Zama koyraa kul ra buuyan lakkaltunay tee, Irkoy kaboo hanse ka goy goy i ga. 
1SA.5.12	Borey kaŋ mana buu, futta fatta i ga, koyraa kaatiroo žigi hala beenaa ra.
1SA.6.1	Abadantaa sundukoo na handu iyye tee Filisti borey gandaa ra. 
1SA.6.2	Woo banda ga, Filisti borey na 
1SA.6.3	I nee: «Nda war ga Irkoy sundukoo yeeti Izirayel, war masʼa yeeti kabe koonu, war ga hima ka 
1SA.6.4	Filisti borey nee: «Tooɲe sargari dumi foo no ir ga hima kʼa kaa a se?» Gunandikey nee: «Wura futta guu, nda wura nceŋ guu no war ga hima kʼi kaa, ka sawa nda Filisti borey boŋkoyney hinnaa, zama bone follokaa ka zunbu war kul nda war boŋkoyney boŋ. 
1SA.6.5	Wa war futtawey nda nceŋey kaŋ ga war gandaa hasara assuura tee, war ma Izirayel Koyoo beerandi, a ga hin ka tee a ma kaa war se hottaa ra, war, nda war koyey, nda war gandaa. 
1SA.6.6	Macin se war ga war biney šendandi sanda takaa kaŋ nda Misira nda Firawuuna na ngi biney šendandi? Waatoo kaŋ Irkoy goy goy i ga, i mana Izirayel izey naŋ i ma koy wala? Nda cimi i koy. 
1SA.6.7	Sohõ wa torka taji ful tee, war ma haw hinka kaŋ ga naanandi zaa kaŋyaŋ ga 
1SA.6.8	War ma Abadantaa sundukoo zaa kʼa daŋ torkaa ga, war ma wura jinawey kaŋ war gʼi kaa tooɲe sargari daŋ bata ra jeroo ga, woo banda ga, war mʼa sanba kʼa naŋ a ma koy. 
1SA.6.9	Woo ra war ga kaa ka dii, nda a žigi ka koy nda nga hirroo fondaa, Bet-Šemeš koyraa here, Abadantaa no ka kate ir ga bone beeroo woo. Nda manʼti woo, ir ga bay kaŋ manʼti nga kaboo kʼir kar, haya no kaŋ nka tun de ka tee ir ga.» 
1SA.6.10	Borey nʼa tee nda takaa din da. I na haw hinka kaŋ ga naanandi dii kʼi daŋ torka ga ka ngi izey daabu hugey do. 
1SA.6.11	I na Abadantaa sundukoo daŋ torkaa ga nda bataa kaŋ ra wura nceŋey, nda ngi futta assuurawey goo.
1SA.6.12	Hawey šerre tuy Bet-Šemeš fondaa ra, i na fondo follokaa dii i ga booro, i mana šiiri kabe henna here wala kabe waawa here. Filisti borey boŋkoyney hanga ey hala Bet-Šemeš hirroo ga. 
1SA.6.13	Bet-Šemeš borey goo ma alkama hegay gooroo ra kaŋ i na ngi boŋey jer, i dii sundukoo, nga diiyanoo tee i se ɲaali. 
1SA.6.14	Torkaa too Žozuwe, Bet-Šemeš boraa faaroo ra, a kay. Tondi beeri foo goo no din. I na torkaa bundey kayri-kayri ka hawey kaa 
1SA.6.16	Kaŋ Filisti borey boŋkoyni guwaa dii woo, i willi Ekroŋ zaaroo din da.
1SA.6.17	Futtawey kaŋ Filisti borey nʼi tee nda wura kʼi kaa tooɲe sargari Abadantaa se takaa ne: i na affoo kaa Ašdod koyraa se, affoo Gaaza koyraa se, affoo Aškeloŋ koyraa se, affoo Gat koyraa se, affoo Ekroŋ koyraa se. 
1SA.6.18	I na nceŋyaŋ mo noo Filisti borey koyra foo kul maaɲoo ga, koyrawey manʼti kala boŋkoyni guwaa wane, za koyraa kaŋ goo nda cete hala koyra kanboo kaŋ sii nda cete hala tondi beeroo kaŋ boŋ i na Abadantaa sundukoo jisi. Tondi no kaŋ goo no hala hõ Žozuwe faaroo ra Bet-Šemeš.
1SA.6.19	Abadantaa na Bet-Šemeš borey kar, zama i na Abadantaa sundukoo gundoo guna. A na aru woyye (70) kar jamaa boro zenber woyguwaa (50.000) ra. Jamaa na beray gorandi, zama Abadantaa na bone beeri kʼi kar. 
1SA.6.20	Bet-Šemeš borey nee: «May no ma hin ka kay Abadantaa, Koy henanantaa woo jine? Ir ma sundukoo kaa ne ra ka koy nda man ra?» 
1SA.6.21	I na dontokawyaŋ sanba Kiryat-Yarim borey do ka nee i se: «Filisti borey yee ka kate Abadantaa sundukoo, wa zunbu kʼa ka žigi war do.»
1SA.7.1	Kiryat-Yarim koyraa arey kaa, i na Abadantaa sundukoo žigandi ka koy. I nʼa ka koy Abinadab hugoo ra hondoo boŋ, i na nga izʼaroo Eleyazar daŋ jere ga Abadantaa sundukoo lakkalyanoo se.
1SA.7.2	Waati kuku teendi, jiiri waranka (20) za waatoo kaŋ Abadantaa sundukoo goo Kiryat-Yarim. Izirayel kul ga hẽe Abadantaa bande. 
1SA.7.3	Samiyel nee Izirayel hugoo kul se: «Nda war binoo kul nda war yee kate Abadantaa ga, wa koy waaney nda 
1SA.7.4	Izirayel izey fay nda 
1SA.7.5	Samiyel nee: «Wa Izirayel kul marga Mispa koyraa ra, ay ga Abadantaa ŋaaray war se.» 
1SA.7.6	I marga Mispa, i na hari gur kʼa doori Abadantaa jine. I meehaw hanoo din. No din ra i nee: «Ir na zunubu tee Abadantaa ga.» Samiyel tee alkaali Izirayel izey se Mispa.
1SA.7.7	Filisti borey maa kaŋ Izirayel izey marga Mispa koyraa ra, Filisti borey boŋkoyney žigi ka koy Izirayel gande. Izirayel izey maarʼa, i hunbur Filisti borey. 
1SA.7.8	Izirayel izey nee Samiyel se: «Masi fay nda ka kaati ka Abadantaa, ir Koyoo cee ir se hala a mʼir hallasi Filisti borey kabey ra.» 
1SA.7.9	Samiyel na feeji-ize dii kaŋ ga nan, a na nga kul kaa 
1SA.7.10	Waatoo kaŋ Samiyel goo ma sargari kukurantaa kaa, Filisti borey man ka kaa ka Izirayel wongu. Hanoo din, Abadantaa na jiŋjiŋ beeri hẽenandi beene Filisti borey ga, i zalba. Izirayel nʼi kar. 
1SA.7.11	Izirayel arey fatta Mispa, i na Filisti borey gaaray kʼi kar hala Bet-Kar se ganda. 
1SA.7.12	Samiyel na tondi zaa kʼa jisi Mispa nda Šen
