MAT.1.1	Gyoo Defidi na Aberaham be naanabii Yesu Kristo duuluŋ man balaŋ yaa.
ACT.2.31	Gyoo Defidi naa kpene keŋ Wurubuarɛ waa kaa yɛɛ, mena dɔɔ ɔ kolosiwɔ lee Kristo kefoŋ lee yeŋ man wose man nombia nyi, ‘Wurubuarɛ te tina e yela yebɔɔ man na waa dala ya.’ 
ACT.2.32	Wurubuarɛ te gyuusu Yesu kei lee yeŋ man, te de popou ne di adansɛɛ nyi nombii kei yɛɛ ampaŋ. 
ACT.2.33	Ɔ kya Wurubuarɛ gyinaa e adido te ɔ moo e see ɔ dunoluŋ dɔɔ te ɔ moo ɔ feliŋ ŋon fa e ŋgba mena keŋ ɔ be kaŋ ntam see nɛ. Mena feliŋ kei yaa Yesu moowɔ do de man gyɛŋ. Wurubuarɛ feliŋ kei tom yaa ɛ ne naa te ɛ ne nyii nɛ. 
ACT.2.34	Gyoo Defidi gbagba te gyu adido ŋgba Yesu nɛ ya, mɔna ɔ talewɔ yako Yesu wose man nombia nyi,
ACT.2.34	‘De Gbeŋgyoo Wurubuarɛ ŋon yako me Gbeŋgyoo nyi,
ACT.2.34	“Kyaa me dunoluŋ dɔɔ,
ACT.2.35	kelii debaŋ keŋ maa mo
ACT.2.35	baŋ bɛɛ kɔla neŋ nɛ do n nawɔɔ tɛɛ.” ’
ACT.2.36	Mena dɔɔ ɛmɛɛ Iseraetena pou ɛ gyeŋ nideli nyi, Yesu kei ŋon ɛ be gyɔ e nyeelabia ko ɔpaŋdaŋ dɔɔ nɛ, ŋon ke te Wurubuarɛ moowɔ yɛɛ de Gbeŋgyoo na da nyeelɛɛre ŋon ɔ be yako see nyi waa kɔŋ nɛ.”
ACT.2.37	Balaŋ baŋ kenyii nombia kɛŋa nɛ, takaa wɔ nideli te be bɔɔse Pita na Yesu kpilala akaŋ baŋ nyiaa, “De tebia, sena yaa dɛɛ yɛɛ?” 
ACT.2.38	Te Pita tiranɔɔ fa wɔ nyi, “Walaŋ kamasɛ waa kyɛɛkee lee ɔ nombiakumɛɛ man, na baa sɔ e Wurubuarɛ loŋ lee Yesu Kristo yele man, na Wurubuarɛ ka mo ɔ nombiakumɛɛ kyɛɛ e, na waa mo ɔ feliŋ ŋon do ɔ man. 
ACT.2.39	Wurubuarɛ nombii keŋ ɔ be yako see nyi waa mo ɔ feliŋ do ɛ man nɛ, yɛɛ ɛmɛɛ na ɛ bia na baŋ pou be kyaa lemlem, na baŋ pou de Gbeŋgyoo Wurubuarɛ waa baake wɔ kɔŋ ŋon gbagba gyaŋ nɛ wui.” 
ACT.2.40	Pita kolosiwɔ fa wɔ nideli te ɔ faree wɔ te ɔ sola wɔ nyi, “Ɛ lese ɛ wose lee tɛɛle kei dɔɔ balaŋ kumɛɛ kɛwɔ man, na Wurubuarɛ ke lɛɛ ɛ nyee.” 
ACT.2.41	Be man balaŋ burum lɛɛ ɔ nombia ŋan di, te be sɔɔ wɔ Wurubuarɛ loŋ. Balaŋ kakpoŋse batooro (3000) kaa kpu la na Kristotena dikpii keŋ mena wee kenaŋ.
ACT.2.42	Be kyaŋa Yesu kpilala baŋ kawola man nideli, te be popou ne yɛɛ nɔɔdokoloŋ gyaŋee debaŋ kamasɛ. Bɛɛ yɛɛ nɔɔdokoloŋ di weenɛɛ ŋan Yesu kpa baa di na baa mo tɔɔse e nɛ, te bɛɛ bese yɛɛ nɔɔdokoloŋ gyaŋee fane.
ACT.2.43	Yesu Kpilala baŋ yɛɛ gyakoloŋ nombia burum, te gyakoloŋ gyoo balaŋ baŋ pou. 
ACT.2.44	Baŋ pou bɔɔ lɛɛ Yesu di nɛ, yɛɛ nɔɔdokoloŋ ba kekyaa man, na bɛɛ kɛɛ ba abɔɔ ŋan be dana nɛ nyi yɛɛ be popou wui. 
ACT.2.45	Te be yɔɔ ba abɔɔ ŋaale mɔ, na bɛɛ kpala kɔba keŋ fa walaŋ kamasɛ ŋgba mena keŋ ne hia e nɛ. 
ACT.2.46	Wee kamasɛ na, be dikpii keŋ ne gyaŋee be Wurubuarɛ ɔsom deni dinaa keŋ man. Bɛɛ yɛɛ nɔɔdokoloŋ te bɛɛ mo konɔɔ kpaakpaa, na sia kagye di weenɛɛ bom ba akpaŋalaŋse man. 
ACT.2.47	Bɛɛ lese Wurubuarɛ yele, te balaŋ pou mɔ ne kɛlɛɛ wɔ. Te wee kamasɛ mɔ nɛ, de Gbeŋgyoo na mo balaŋ wɔlɛɛ baŋ ɔ ne lɛɛ ba nyeeya nɛ kaa kpu na wɔ.
ACT.3.1	Wee daale balinɔɔ weese ŋgba debaŋ atoorote man nɛ, Pita na Gyɔn korowɔ gyu Wurubuarɛ ɔsom deni dinaa keŋ man nyi be kaa fane. Debaŋ kenaŋ yɛna kefane debaŋ. 
ACT.3.2	Na balee ŋolo kyaa keŋ ɔ yɛɛ ɔtakase e leenaŋ ɔ biatɛɛ. Wee kamasɛ nɛ bɛɛ mo e kaa see Wurubuarɛ ɔsom deni dinaa denanɔɔ keŋ bɛɛ baake ke nyi Denanɔɔ Kyeote nɛ man, na waa sola kɔba lee balaŋ baŋ bɛɛ gyoo deni kenaŋ man nɛ gyaŋ. 
ACT.3.3	Debaŋ keŋ ɔ be naa nyi Pita na Gyɔn ne kɔŋ be kaa gyoo deni dinaa keŋ man nɛ, te ɔ sola wɔ nyi baa fa e kɔba. 
ACT.3.4	Keŋte be kɛɛ e yididi te Pita yako e nyiaa, “Kɛɛ daa.” 
ACT.3.5	Te balee ŋon mɔ kɛɛ wɔ gyakaa loo nyi, waa nyiŋ kolo lee be gyaŋ. 
ACT.3.6	Te Pita yako e nyi, “Nyi kɔba na, mɔɔ dana ŋaale maa fa neŋ ya, mɔna kpene keŋ me dana nɛ te maa fa neŋ. Lee Yesu Kristo Nasarɛte baale ŋon yele man nɛ, koro seŋ na n ke ta,” 
ACT.3.7	Te Pita kyaŋa ɔ dunoluŋ nyiŋmaa man kyɔ e te ɔ korowɔ seŋ. Debokenaŋ man te ɔ doona na ɔ nawɔɔ pou yɛɛ e doŋ. 
ACT.3.8	Karatetee dokoloŋ te ɔ toŋawɔ seŋ ɔ nawɔɔ dɔɔ, te ɔ fiasɛɛ ɔ ne tɛɛ. Keŋte ɔ sila wɔ gyoo Wurubuarɛ ɔsom deni dinaa keŋ man ɔ dɔŋɛɛ na ɔ na toŋee na ɔ na lese Wurubuarɛ yele. 
ACT.3.9	Balaŋ baŋ pou be kyaa botɔɔ nɛ, naa e na ɔ dɔŋɛɛ ɔ na lese Wurubuarɛ yele. 
ACT.3.10	Te be ka gyeŋ e nyi ŋon yɛna walaŋ ŋon nafɔ ɔ ne kyaa Denanɔɔ Kyeote keŋ man solee abɔɔ nɛ, ba wose yeŋa wɔ gbaa, te gyakoloŋ gyoo wɔ lee kpene keŋ bɔɔ naa ɔ man nɛ dɔɔ.
ACT.3.11	Balaŋ baŋ kena balee ŋon mataa na Pita na Gyɔn botɔɔ keŋ bɛɛ baake nyi Solomɔn poto man nɛ, doo be popou nɔɔ te be yeuwɔ gyu be gyaŋ botɔɔ. 
ACT.3.12	Pita kena balaŋ baŋ nɛ ɔ bɔɔse wɔ nyiaa, “Iseraetena, weera dɔɔ te kei ne doo ɛ nɔɔ? Yaa weera dɔɔ te ɛ ne kɛɛ daa fee mena? Ɛ fɛɛ ɛ sia baa ɛ ne kɛɛ daa nyi mberem daa gbagba de doŋ na de Wurubuarɛ keyee dɔɔ te de yela balee kei tɛɛwɔ? 
ACT.3.13	De naanaɔ Aberaham na Asiki na Gyekɔpo Wurubuarɛ ŋon ɔ yɛɛ de naanaɔ pou Wurubuarɛ e nɛ, lesena ɔ tobaale Yesu gyoorobiiri wola. Ɛmɛɛ moona e do Romantena kegyiise nyiŋmaa man, te ɛ bɛɛ e Pilato siaman nyi baa ko e, mɔna nafɔ ɔ yɛɛ wa agyueŋ koraŋ nyi waa tina e yela, nyi ɔ te naa dukum ɔ man ya. 
ACT.3.14	Ɛ bɛɛ Yesu ŋon ayimɛɛ be doo ɔ man ya te ɔ gbɛɛneŋ tenɛɛ Wurubuarɛ siaman man nɛ, te ɛ sola Pilato nyi waa tina awudiini Barabase ŋon bɔɔ kyaŋ tɔ deni nɛ yela fa ŋon. 
ACT.3.15	Te ɛ koo Yesu ŋon ɔ ne fa balaŋ nyeedoŋ kekpaa nɛ. Mɔna Wurubuarɛ gyuusu e lee yeŋ man keŋ de popou ne di ka wose man adansɛɛ. 
ACT.3.16	Mena keŋ dɔɔ lɛɛ Yesu di dɔɔ, te Wurubuarɛ yela balee aseŋaŋ ɛ siaman kei ŋon ɛ gyeŋ e nɛ, nyiŋa kawee kekyɔ. Ke yɛɛ ampaŋ nyi mena keŋ dɔɔ lɛɛ Yesu di dɔɔ, te balee kei nyiŋa wosedoŋ, ŋgba mena keŋ ɛ ne naa e nɛ.
ACT.3.17	Me tebia, ma gyeŋ nyi kpene keŋ ɛmɛɛ na ɛ siamantena be yɛɛ Yesu nɛ, ɛ ta gyem bo ya. 
ACT.3.18	Lee gyaŋgba gyaŋgba keŋ, te Wurubuarɛ tɛɛwɔ wa akpeŋkpeŋgyɔɔra pou dɔɔ yako see nyi, nyeelɛɛre ŋon ɔ be yako see nyi waa kɔŋ nɛ, waa naa diyem. Wurubuarɛ yele la nombia kɛŋa pou kɔŋawɔ mena. 
ACT.3.19	Mena dɔɔ ɛ kyɛɛkee lee ɛ gbɛɛneŋ kumɛɛ man, na ɛ kekɔŋ Wurubuarɛ gyaŋ, na waa gberaa ya ayimɛɛ pou lee ɛ wose man. 
ACT.3.20	Na de Gbeŋgyoo Wurubuarɛ kefa ŋon wosefɛɛreŋ na waa yela ŋon ɔ yɛɛ nyeelɛɛre ŋon ɔ be wula lese e see fa ŋon nɛ kekɔŋ. Ŋon yɛna Yesu. 
ACT.3.21	Kaboena nyi waa kyaa adido kelii debaŋ keŋ Wurubuarɛ waa yɛɛ kpene kamasɛ wɔle, ŋgba mena keŋ Wurubuarɛ be tɛɛ wa akpeŋkpeŋgyɔɔra dɔɔ yako see gyaŋgba keŋ nɛ. 
ACT.3.22	Na Mosesi mɔ yɛɛ Wurubuarɛ dekpeŋkpeŋgyɔɔre e, ɔ yakowɔ see nyi, ‘Ɛ Gbeŋgyoo Wurubuarɛ waa lese dekpeŋkpeŋgyɔɔre lee ɛmɛɛ gbagba ɛ balaŋ man fa ŋon, ŋgba maŋ Mosesi nɛ. Ɛ tei kpene kamasɛ keŋ waa yako ŋon nɛ. 
ACT.3.23	Walaŋ kamasɛ ŋon ɔ te tei kpene keŋ dekpeŋkpeŋgyɔɔre kei waa yako ya nɛ, Wurubuarɛ waa lese e lee ɔ balaŋ man na waa yo.’
ACT.3.24	Wurubuarɛ akpeŋkpeŋgyɔɔra baŋ Wurubuarɛ be tɛɛ be dɔɔ kolosi nɛ pou, lee Samuɛle dɔɔ kelii baŋ bɔɔ kɔŋ ɔ wɔle pou nɛ, be wula yako kolo see lee nombia ŋan ne kɔŋ weeya kɛŋa man nɛ man. 
ACT.3.25	Nombia ŋan pou Wurubuarɛ be tɛɛ wa akpeŋkpeŋgyɔɔra dɔɔ yako see nɛ yɛɛ ɛ wui, te ɛmɛɛ mɔ kpuɛ kebakesee keŋ Wurubuarɛ be bake na ɛ naanaɔ nɛ man. Nawolo nyi ɔ yako Aberaham nyi, ‘N duuluŋ man te maa ta hiraa tɛɛle kei dɔɔ balaŋ pou.’ 
ACT.3.26	Mena dɔɔ debaŋ keŋ Wurubuarɛ ba lese ɔ tobaale Yesu nɛ, ɔ yela ɔ taŋgbɛɛwɔ kɔŋ ɛ gyaŋ nyi ɔ kaa hiraa ŋon, na waa yela ɛ man walaŋ kamasɛ kekyɛɛkee lee ɔ gbɛɛneŋ kumɛɛ man.”
ACT.4.1	Debaŋ keŋ Pita na Gyɔn sɛɛ bɛɛ kolosi fa balaŋ baŋ nɛ, te Wurubuarɛ saese na kegyia ŋon ɔ ne kɛɛ balaŋ baŋ bɛɛ gyee Wurubuarɛ ɔsom deni dinaa keŋ nɛ, na balaŋ baŋ bɛɛ baake wɔ nyi Sadukiitena nɛ baale kɔŋawɔ be gyaŋ. 
ACT.4.2	Ba gyeŋa baŋ nideli nawolo nyi, Pita na Gyɔn na wola balaŋ baŋ nyi, Yesu te fom lee yeŋ man, keŋ nawolo nyi balaŋ pou baa foŋ lee yeŋ man bela. 
ACT.4.3	Mena dɔɔ be kyaŋa Pita na Gyɔn ka do deni man, na tɛɛ te lam dɔɔ, be yela be doowɔ kelii tɛɛ kena. 
ACT.4.4	Mɔna balaŋ baŋ bɔɔ nyii nombia ŋan Pita na Gyɔn be yako nɛ, be man burum lɛɛ ŋa di, mena dɔɔ balaŋ baŋ pou bɔɔ lɛɛ Yesu di nɛ, be man baala wukuwɔ kelii balaŋ kakpoŋse banoŋ (5000).
ACT.4.5	Tɛɛ kena keŋ nɛ, Gyudatena kegyiise na be siamantena na ba mmaraa wolala baŋ gyaŋeewɔ Gyerusalɛm donɔɔ man. 
ACT.4.6	Be gyaŋeewɔ na saese pou kegyia Anase na Kaifase na Gyɔn na Alɛkesanda na baala baale baŋ bɔɔ lee saese pou kegyia ŋon dekpaŋalaŋ man nɛ. 
ACT.4.7	Be yela ba moo Pita na Gyɔn kaa seŋ be siaman te be bɔɔse wɔ nyi, “Woŋ wɔɔle yaa amɔte yele man yaa ɛ kyɔɔ balee ŋon?” 
ACT.4.8	Te Pita ŋon Wurubuarɛ feliŋ ŋon doo ɔ man nideli nɛ, tiranɔɔ fa wɔ nyi, “Kegyiise na siamantena, 
ACT.4.9	akpaa gyɛŋ ɛ te baake daa kaa seŋ ɛ siaman ɛ ne bɔɔse daa lee kolo kpaakpaa keŋ dɔɔ yɛɛ, te ɔtakase ŋon be nyiŋ doŋ koro seŋ nɛ dɔɔ na, 
ACT.4.10	kenaŋ na mɛɛ gyae ɛmɛɛ na Iseraetena pou ka gyeŋ nyi, Yesu Kristo ŋon ɔ ba lee Nasarɛte nɛ yele man yaa balee aseŋaŋ ɛ siaman kei nyiŋa doŋ nɛ. Ŋon te ɛ gyɔɔwɔ sakaa ɔpaŋdaŋ dɔɔ ko, te Wurubuarɛ gyuusu e lee yeŋ man. 
ACT.4.11	Yesu yɛna walaŋ ŋon Wurubuarɛ nombia tɔne be yako nyi,
ACT.4.11	‘Boe keŋ ɛmɛɛ deni maara baŋ be bɛɛ ke nɛ,
ACT.4.11	keŋ kaa bese na deni mokɔɔ kasee boe keŋ ne yeli deni keŋ ne yɛɛ doŋ nideli.’
ACT.4.12	Yesu waageŋ kooŋ yɛna nyeelɛɛre, ŋon waageŋ kooŋ te Wurubuarɛ lesewɔ tɛɛle kei dɔɔ nyi de baake ɔ yele na waa lɛɛ da nyee.”
ACT.4.13	Mena keŋ Pita na Gyɔn be kolosi nideli te ba te yee gyakoloŋ ya, te kegyiise baŋ kenyii nyi be yɛɛ balaŋ yakaa nyibaŋwɔ keŋ be te gyu sukuu ya nɛ, ba wose yeŋa wɔ. Botɔɔ te be naawɔ nyi baŋ na Yesu tɛɛ la. 
ACT.4.14	Mɔna ba kena balee ŋon bɔɔ kyɔ e seŋɛɛ Pita na Gyɔn gyaŋ botɔɔ nɛ, ba te tale nyiŋ nombiikum daale yako lee ba wose man ya. 
ACT.4.15	Mena dɔɔ be yako wɔ nyi baa lee nombia dedii deni keŋ man, botɔɔ te kegyiise baŋ moo ba nyeeya baŋ na dɔŋa. 
ACT.4.16	Bɛɛ bɔɔse dɔŋa nyi, “Woŋ yaa dɛɛ yɛɛ balaŋ kɛwɔ? Walaŋ kamasɛ ŋon ɔ kyaa Gyerusalɛm donɔɔ man nɛ, gyeŋ nyi baŋ yɛɛna gyakoloŋ nombii kei, te dɔɔ gyae dɛɛ tale lɛɛ ka aŋmaareŋ ya. 
ACT.4.17	Mena keŋ dɔɔ ne gyae nyi baa mo nombia kɛŋa kpeŋkpeleŋ dɔɔ ya nɛ, ɛ yela dɛɛ tɔ wɔ nideli nyi be na tekaa kolosi Yesu kei nombia fa walaŋ na walaŋ ya.” 
ACT.4.18	Mena dɔɔ be baake wɔ gyoo be gyaŋ bela, te be tɔɔ wɔ nyi be na tekaa kolosi Yesu nombia, yaa baa wola balaŋ kolo lee ɔ yele man korakora bela ya. 
ACT.4.19	Keŋte Pita na Gyɔn tiranɔɔ nyi, “Ɛmɛɛ gbagba ɛ kɛɛ nombia kɛŋa man nideli nyi woŋti dei la Wurubuarɛ siaman? Dee nyii ɛ wui yaa dee nyii Wurubuarɛ wui? 
ACT.4.20	Nawolo nyi daa dɔɔ, dɔɔ tale tina kpene keŋ dɔɔ naa, na keŋ dɔɔ nyii nɛ kekolosi yela ya.” 
ACT.4.21	Mena dɔɔ kegyiise baŋ tɔɔ wɔ nideli bela, te be tina wɔ yela. Be te nyiŋ gbɛɛ keŋ baa mo wɔŋ ba deŋela ya, nawolo nyi balaŋ baŋ pou na lese Wurubuarɛ yele lee kpene keŋ ɔ be yɛɛ nɛ dɔɔ. 
ACT.4.22	Balee ŋon bɔɔ kyɔ e kawee kei nɛ, kela kulutooneŋ sɔŋola (40).
ACT.4.23	Be ke tina Pita na Gyɔn yela nɛ, te ba besewɔ gyu be tebia gyaŋ keyako wɔ kpene kamasɛ keŋ saese kegyiise na donɔɔ kegyiise baŋ be yako wɔ nɛ. 
ACT.4.24	Kristotena baŋ kenyii nombia ŋenaŋ nɛ, be popou moo nɔɔdokoloŋ fane fa Wurubuarɛ nyi, “De Gbeŋgyoo, nyaŋ ŋon n be yɛɛ adido na ateta, na ɛpo na kpene kamasɛ keŋ doo ŋe man. 
ACT.4.25	Nyaŋ tɛɛ la n feliŋ ŋon dɔɔ te n yela de naana Defidi ŋon ɔ yɛɛ n tobaale e nɛ yakowɔ nyi,
ACT.4.25	‘Weera dɔɔ te tɛɛle kei dɔɔ balaŋ na gyeŋee baŋse,
ACT.4.25	te bɛɛ bake nombiakumɛɛ yakaa yakaa,
ACT.4.25	mɔna ŋe bee dee ya nɛ?
ACT.4.26	Tɛɛle kei dɔɔ gyooneŋ ne desina ba wose fa yoo,
ACT.4.26	te siamantena baŋ mɔ na koro seŋ tia de Gbeŋgyoo
ACT.4.26	Wurubuarɛ na nyeelɛɛre ŋon ɔ be yako see nyi waa kɔŋ nɛ.’
ACT.4.27	Ampaŋ te gyoo Herode na Pɔntiɔse Pilato na Iseraetena na baŋ mɔ ba te yɛɛ Iseraetenawɔ ya nɛ, gyaŋeewɔ donɔɔ kei man te be bakewɔ tia n tobaale Yesu ŋon ayimɛɛ be doo ɔ wose man ya, te nyaŋ Wurubuarɛ ba mo e yɛɛ nyeelɛɛre na gyoo nɛ. 
ACT.4.28	Be gyaŋeewɔ te be yɛɛ kpene keŋ nyaŋ Wurubuarɛ n be wula yako see nyi gyae kekɔŋ nɛ, lee n doŋ na n kegyaebii man. 
ACT.4.29	Nɛnɛɛ de Gbeŋgyoo Wurubuarɛ, kɛɛ mena keŋ bɛɛ ŋmaase daa na n ka do daa n tewulɛɛ kakyeŋ na dɛɛ tale gyɔ de konɔɔ kolosi n nombia ŋan. 
ACT.4.30	Wurubuarɛ koro seŋ na n kekyɔ kaweese, na n ke ta de dɔɔ yɛɛ gyakoloŋ nombia lese n wɔɔle wola lee n tobaale Yesu ŋon ayimɛɛ be doo ɔ wose man ya nɛ yele man.” 
ACT.4.31	Ba ke fane taŋ keŋ nɛ, te botɔɔ keŋ bɔɔ gyaŋee nɛ wosiwɔ te Wurubuarɛ feliŋ ŋon kaa gyoowɔ be popou man nideli te be gyɔɔ be konɔɔ kolosi Wurubuarɛ nombia ŋan.
ACT.4.32	Balaŋ baŋ pou bɔɔ lɛɛ Kristo Yesu di nɛ, kyaawɔ nɔɔdokoloŋ man te ba agyueŋ mɔ yɛɛ dokoloŋ. Ŋolo bɛɛ yako nyi ɔ kolo yɛɛ waageŋ wui ya, mɔna be kpɛlɛɛ ba abɔɔ pou fa dɔŋa. 
ACT.4.33	Yesu kpilala baŋ moo Wurubuarɛ doŋ dinaa keŋ di adansɛɛ nyi, de Gbeŋgyoo Yesu te fom lee yeŋ man, te Wurubuarɛ moo ɔ bɛrɛɛ boele baŋ pou bɔɔ lɛɛ Yesu di nɛ. 
ACT.4.34	Kolo te hia be man ŋolo ya, nawolo nyi baŋ be dana denɛɛ na tɛɛlese nɛ yɔɔ ŋa na bɛɛ mo kɔba keŋ bɔɔ nyim nɛ, 
ACT.4.35	kɔna Yesu kpilala baŋ na be ta mo kpala fa wɔ. Bɛɛ fa walaŋ kamasɛ ŋgba mena keŋ ne hia e nɛ. 
ACT.4.36	Mena ke te Lewi baale ŋolo ŋon ɔ ba lee Saiporɔse tɛɛle man, te ɔ yele yɛna Gyosɛfo nɛ yɛɛwɔ. Yesu kpilala baŋ doo e yele nyi Banabase, keŋ nawolo nyi walaŋ ŋon ɔ na do balaŋ kakyeŋ. 
ACT.4.37	Ŋon mɔ ka moo ɔ tɛɛle keŋ ɔ dana nɛ yɔɔ, te ɔ moo kɔba keŋ ɔ be nyim nɛ kaa fa Yesu kpilala baŋ.
ACT.5.1	Balee ŋolo kyaawɔ keŋ bɛɛ baake e nyi Ananiase, na ɔ wɛɛle mɔ yele yɛna Safira. Baŋ mɔ gyuuwɔ ka mo ba agyapadɛɛ daale yɔɔ. 
ACT.5.2	Ŋon na ɔ wɛɛle yɛɛ nɔɔ te ba moo kɔba keŋ bɔɔ nyim nɛ man ŋaale weese, te baale ŋon moo akaŋ keŋ gyu kefa Yesu kpilala baŋ. 
ACT.5.3	Botɔɔ te Pita bɔɔse e nyi, “Ananiase, weera dɔɔ te n yela ɔbɔnsam dii n dɔɔ mena, te ɔ yela n dii dekara fa Wurubuarɛ feliŋ ŋon, te n moo n kɔba keŋ n be nyim lee agyapadɛɛ keŋ n be yɔɔ nɛ man ŋaale weese? 
ACT.5.4	Agyapadɛɛ keŋ te yɛɛ n wui pɛte n yɔɔ ke yee? N yɔɔ ke taŋ mɔna kɔba keŋ n be nyim nɛ te yɛɛ n wui yee? Nɛnɛɛ weera n bakewɔ n konɔɔ man te n yɛɛ nombiikum kei mena? Na denibalaŋ te n dii dekara fa ya, Wurubuarɛ te n dii dekara fa.” 
ACT.5.5	Ananiase ka betaa nyii nombia kɛŋa pɛ, te kara e lɔ te ɔ yeŋawɔ. Mena dɔɔ gyakoloŋ gyoo baŋ pou bɔɔ nyii nombia ŋenaŋ nɛ. 
ACT.5.6	Keŋte tewulɛɛ kɔŋawɔ kaa mo kolo milii e, te be gate e lee gyu kewuu.
ACT.5.7	Te kyare ya te ɔ wɛɛle ŋon mɔ kaa gyoowɔ botɔɔ mɔna ŋon ba gyeŋ kpene keŋ be kɔŋ ya. 
ACT.5.8	Te Pita bɔɔse alo ŋon nyiaa, “Yako maŋ, kɔba keŋ ɛmɛɛ na n baale Ananiase be nyim lee agyapadɛɛ keŋ keyɔɔ man pou yaa ɔ moowɔ kɔŋ nɛ?” Te ɔ tiranɔɔ nyi ayi, mena te de yɔɔ ke. 
ACT.5.9	Botɔɔ te Pita bɔɔse e nyi, “Weera te ɛmɛɛ na n baale yɛɛ nɔɔ nyi ɛ kekɛɛse de Gbeŋgyoo feliŋ ŋon kɛɛ! Kɛɛ, balaŋ baŋ bɔɔ moo n baale kewuu nɛ, baŋ seŋɛɛ la denanɔɔ man nɛ, baa seele nyaŋ mɔ lee.” 
ACT.5.10	Karatetee dokoloŋ te kara ŋon mɔ lɔ Pita nawɔɔ tɛɛ te ɔ yeŋawɔ. Tewulɛɛ baŋ kekɔŋ kaa gyoo te ba kena nyi ŋon mɔ ta yem nɛ, te ba mo e lee gyu kewuu ɔ baale yenaŋ. 
ACT.5.11	Mena dɔɔ gyakoloŋ dinaa daale gyoo Kristotena dikpii keŋ pou, na baŋ pou bɔɔ nyii nombia kɛŋa nɛ.
ACT.5.12	Yesu kpilala baŋ yɛɛ gyakoloŋ nombia na nombia dinaana burum balaŋ baŋ man. Te baŋ pou bɔɔ lɛɛ Yesu Kristo di nɛ, ne gyu ke yilaa Solomɔn poto keŋ man. 
ACT.5.13	Na balaŋ ne bu wɔ nideli, mɔna balaŋ yenaasetena baŋ yee mena keŋ baa kaa kpu na wɔ. 
ACT.5.14	Mɔna ala na baala burum lɛɛ de Gbeŋgyoo Yesu di, te Wurubuarɛ moo wɔ kaa kpu na Kristotena baŋ. 
ACT.5.15	Lee gyakoloŋ nombia ŋan Yesu kpilala baŋ ne yɛɛ dɔɔ, balaŋ na mo be kaweesetena kaa doosi afoŋoŋse na mpase dɔɔ gbɛɛnaa nɔɔman, na akpaa Pita de kɔŋ ɔ ne lam na ɔ wɔŋtaa ke yala be man baale dɔɔ, na baa nyiŋ kawee kekyɔ. 
ACT.5.16	Balaŋ lee donɔɔse ŋan benaa na Gyerusalɛm nɛ kɔŋ Gyerusalɛm donɔɔ keŋ man, te ba moo be kaweesetena na baŋ feliŋkumɛɛ ne naase wɔ diyem nɛ kɔŋ te be kyɔɔ wɔ pou.
ACT.5.17	Mena dɔɔ Wurubuarɛ sae kegyia ŋon, na ɔ kegyiise na baŋ bɔɔ lee Sadukiitena dikpii man nɛ sia yɛɛwɔ Yesu kpilala baŋ dɔɔ, te be bakewɔ see nyi baa gyae kolo yɛɛ wɔ. 
ACT.5.18	Mena dɔɔ be kyaŋa Yesu kpilala baŋ te ba moo wɔ ketɔ deni. 
ACT.5.19	Mɔna ke nelim nɛ, de Gbeŋgyoo Wurubuarɛ kpilale kɔŋawɔ kaa toro deni keŋ fa wɔ, te ɔ moo wɔ lee deni keŋ man, te ɔ yako wɔ nyi, 
ACT.5.20	“Ɛ gyu ka seŋ Wurubuarɛ ɔsom deni dinaa keŋ man na ɛ kekolosi nyeedoŋ wɔle kei wose man nombia fa balaŋ baŋ pou.” 
ACT.5.21	Yesu Kristo kpilala baŋ yɛɛwɔ ŋgba mena keŋ Wurubuarɛ kpilale ŋon be yako nɛ, mena dɔɔ nebo nebo fuu te be gyuuwɔ Wurubuarɛ ɔsom deni dinaa keŋ man, te be fiasɛɛ bɛɛ wola balaŋ baŋ. Wurubuarɛ Sae kegyia ŋon na ɔ kegyiise baake Gyudatena kegyiise baŋ pou, te be gyaŋeewɔ te be kpilawɔ nyi be ka mo Yesu kpilala baŋ lee deni keŋ man kɔŋ. 
ACT.5.22	Mɔna balaŋ baŋ bɔɔ kpili nɛ gyuuwɔ kelii botɔɔ na, ba te naa Yesu kpilala baŋ deni keŋ man ya. Mena dɔɔ ba besewɔ kɔŋ kaa yako kegyiise baŋ nyi, 
ACT.5.23	“De gyuu botɔɔ keŋ bɔɔ kyaŋ wɔ do nɛ na disim keŋ tɔɛ kiiŋ, na baŋ mɔ bee gyee ke nɛ seŋɛɛ be daseŋae man. Mɔna da toro disim keŋ na, da te naa Yesu kpilala baŋ deni keŋ man ya.” 
ACT.5.24	Debaŋ keŋ kegyia ŋon ɔ ne kɛɛ balaŋ baŋ bɛɛ gyee Wurubuarɛ ɔsom deni dinaa keŋ dɔɔ nɛ, na saese kegyiise baŋ be nyii nombia kɛŋa nɛ, ta seŋ wɔ nideli ya. Te be bɔɔse dɔŋa nyi, “Na woŋ yɛna tewulɛɛ kɛwɔ baa?” 
ACT.5.25	Botɔɔ te balee ŋolo kɔŋawɔ kaa yako wɔ nyi, “Ɛ nyii, balaŋ baŋ ɛ be kyam do deni man nɛ, seŋɛɛ Wurubuarɛ ɔsom deni dinaa keŋ man bɛɛ wola balaŋ Wurubuarɛ nombia.” 
