MAT.1.1	Yeezu, a Mɛzaaya
ACT.4.32	A noba banaŋ zaa naŋ da sage de a yɛlɛ da taa la teɛroŋ yeni ane sukyiri yeni, ka ba kanzaa da ba yeli ka a bon o naŋ da taa waa la o yoŋ soobo; ba zaa da laŋ la boma. 
ACT.4.33	A apostoliimine da di la danseɛ kpeɛŋaa zaa a kyaare ne a Daana Yeezu kuuni poɔ leɛ-iruu, kyɛ ka Naaŋmen garaase-kpoŋ da be ba zaa zie. 
ACT.4.34	Neɛzaa da ba be ba poɔ a dire bonzaa naŋ bonso, banaŋ zaa naŋ da taa wɛre bee yie da koɔre a la, a da taa a libie 
ACT.4.35	a wa eŋ a apostoliimine nuuriŋ, ka ba de poŋ ba zaa a seŋ a naŋ wono ba yeni yeni zaa lɛ. 
ACT.4.36	Yuzɛb naŋ yi Sapuru kyɛ da waa Levi bale neɛ ka a apostoliimine da pore o yuori ka Banabase (a yuori tɛgɛ la, “neɛ naŋ maŋ yeli yɛlɛ dii o tɔ sukyiri.”). 
ACT.4.37	O da koɔre la o weɛ a da taa a libie a wa eŋ a apostoliimine nuuriŋ.
ACT.5.1	Dɔɔ kaŋ yuori naŋ da di Ananeɛ ne o pɔge Safiira, da koɔre la ba weɛ; 
ACT.5.2	a da laŋ noɔre a ŋmaa a libie mine biŋ kyɛ taa a kyɛlɛɛ wa eŋ a apostoliimine nuuriŋ. 
ACT.5.3	Ka a Piita da soore o, “Ananeɛ, bonso ka Setaana bɛlle fo ka fo ŋma zirii ko a Vooroŋ Soŋ ne fo naŋ ŋmaa a zie fo naŋ koɔre libie mine biŋ? 
ACT.5.4	Fo naŋ da ba koɔre o sɛre, o da ba waa fo soobo be? Fo naŋ da wa koɔre a zie baare, a libie da ba waa fo soobo be? Wola ka a teɛroŋ ŋa tɔ wa a fo zie? Fo ba ŋmaa a zirii ŋa ko te kyɛ Naaŋmen la ka fo ŋmaa tere.” 
ACT.5.5	A Ananeɛ naŋ da wa woŋ a yelbie ama, o da lee la a kpi. Dabeɛ̃ kpoŋ da kpɛ la banaŋ zaa naŋ da woŋ a yeli ŋa. 
ACT.5.6	A pɔlbilii da waɛ la, a wa de pɛmɛ pilli pɔge ne o, a taa o yi gaa te ũũ.
ACT.5.7	Aŋa gogo ata puoriŋ, a o pɔge meŋ da wa kpɛɛ la, a da ba baŋ yeli na naŋ e. 
ACT.5.8	Ka Piita da soore o, “Yeli ko ma, a ŋaa la ka fo ne a fo serɛ koɔre a zie be?” Ka o yeli sɔge, “Õõ, a lɛ la ka te da koɔre.” 
ACT.5.9	Lɛ la ka Piita yeli ko o, “Wola la ka yɛ laŋ noɔre ka yɛ e a Daana Vooroŋ nyɛ? Nyɛ, a banaŋ naŋ gaa te ũũ a fo serɛ, bana la leɛ tara a dendɔre, ba na zɛle la fo meŋ yi ne.” 
ACT.5.10	A paretɛloŋ lɛ, ka o da le a kpi. A pɔlbilii naŋ da wa kpɛ ba da nyɛ o la ka o kpi, ka ba de o gaa te ũũ peɛle a o serɛ. 
ACT.5.11	Dabeɛ̃ kpoŋ da kpɛ la a puoruu laŋne deme zaa ane a banaŋ zaa naŋ da woŋ a yɛlɛ ama.
ACT.5.12	A apostoliimine da e la yɛlɛ naŋ e yelwulii kyɛ toŋ nɔmaa toma yaga a noba poɔ. Ba zaa da laŋ la taa a Solomɔn Kyaaraa poɔ. 
ACT.5.13	Neŋyuo zaa da ba sage na kpɛ ba poɔ, kyɛ a noba da iri la ba yuori yaga zaa. 
ACT.5.14	Anealɛzaa, dɔbɔ ane pɔgeba yaga naŋ da sage de a Daana yɛlɛ da laŋna ne ba la ka ba da yɛllɛ yaga. 
ACT.5.15	A toŋkpeɛne ane a yelwulii a apostoliimine naŋ da erɛ zuiŋ, a noba da maŋ taa la baalba a yi ne a sobɛrɛ zu a te gaale gadori ne sɛnne zuri. Ba da maŋ e la lɛ, ka ka a Piita wa tɔlɔ ka o dasuoluŋ le ba mine zu. 
ACT.5.16	Noba yaga da maŋ yi la tenne na naŋ peɛle Gyɛruzɛlɛm, a taa baalba ane banaŋ sefaare naŋ dɔgrɔ a waana ne, kyɛ ba zaa da maŋ nyɛ la sammo.
ACT.5.17	Lɛ la ka a Naaŋmen bagmaalkare neŋkpoŋ ane a banaŋ zaa naŋ da be o zie (ba na la a Sadusiimine kpaaroŋ noba) nyuuri da iri yaga zaa. 
ACT.5.18	A ba nyuuri zuiŋ, ba da nyɔge la a apostoliimine a pɔge a nempagdie na poɔ ba naŋ da pɔgrɔ a noba zaa. 
ACT.5.19	Kyɛ tensogɔ saŋ a Daana maleke da wa yuo la a nempagdie dendɔre a da taa ba yi ne kyɛ yeli: 
ACT.5.20	“Yɛ gaa te are a Naaŋmen die poɔ a manna a nyɔvore ŋa yɛlɛ zaa korɔ a noba.” 
ACT.5.21	Ba naŋ da wa woŋ a ŋaa, zie naŋ da wa nyaa, ba da kpɛ la a Naaŋmen die poɔ a te kanna a noba.
ACT.5.21	A Naaŋmen bagmaalkare neŋkpoŋ ane a noba na naŋ da be o zie naŋ da wa ta, ba da boɔle la a sɛrediribe ane a Izerayɛl nembɛrɛ lantaa kyɛ pãã toŋ ka ba gaa a nempagdie poɔ te taa ba wa ne. 
ACT.5.22	Kyɛ a Naaŋmen die polisiri naŋ da gaa be, ba da ba nyɛ ba a nempagdie poɔ. Lɛ la ka ba leɛ gaa te yeli: 
ACT.5.23	“Te nyɛ la a nempagdie ka o lare
ACT.5.24	A Naaŋmen die sogyɛre neŋkpoŋ ane a Naaŋmen bagmaalkare naŋ da wa woŋ a yɛlɛ ama, ba da bugee la, a ŋmeɛrɛ ba gyɛŋ ane yeli na naŋ erɛ. 
ACT.5.25	Lɛ la ka neɛ kaŋ da wa ta, a yeli ko ba, “Nyɛ, a noba na yɛ naŋ da page a nempagdie poɔ be la a Naaŋmen die poɔ are kanna a noba.” 
ACT.5.26	Lɛ la ka a Naaŋmen die neŋkpoŋ ane a polisiri da gaa te taa ba wa ne, kyɛ ba da ba de kpaŋkpaŋkpeɛ̃õ nyɔge ne ba, bonso ba da zoro la dabeɛ̃ ka a noba na za ba la ne kubo.
ACT.5.27	Ba naŋ da taa ba wa ne, ba da eɛɛ la ka ba are a sɛrediribe niŋesɔgɔ kyɛ ka a Naaŋmen bagmaalkare neŋkpoŋ da soore ba: 
ACT.5.28	“Te da kpãã yɛ la ka yɛ ta kanna a noba a dɔɔ ŋa yuori eŋɛ, kyɛ ka yɛ paale a Gyɛruzɛlɛm zaa ne a yɛ kannoo, a boɔrɔ ka a dɔɔ ŋa zẽẽ do te.” 
ACT.5.29	Kyɛ a Piita ane a o taaba apostoliimine da yeli sɔge ba la, “A ferɛɛ la ka te sage Naaŋmen noɔre a gaŋ nensaala noɔre. 
ACT.5.30	A te sããkommine Naaŋmen la e ka a Yeezu yɛ naŋ da kpa a dagaraa zu ka O kpi, leɛ-iri a kuuni poɔ. 
ACT.5.31	Naaŋmen zɛge O la ka O do zeŋ a O nuduluŋ seŋ a waa Wederɛ ane Faara, ka ka O na e ka a Izerayɛl noba nyɛ meŋɛ-leɛbo ane yelbebe sudi. 
ACT.5.32	Te ne a Vooroŋ Soŋ la e a yɛlɛ ama dansediribe. A Vooroŋ Soŋ la ka Naaŋmen ko a banaŋ naŋ sage de O yɛlɛ.”
ACT.5.33	Ba naŋ da wa te woŋ a ŋaa ba suuri da iree la ka ba da boɔrɔ ka ba ko ba. 
ACT.5.34	Kyɛ a Farazii neɛ kaŋ naŋ da be a sɛrediribe poɔ ka o yuori di Gamaleɛ, a da waa Naaŋmen begɛ wulwullo kaŋ noba zaa naŋ da eŋnɛ, da iri arɛɛ la kyɛ yeli ka ba e ka a apostoliimine yi yeŋe belaa 
ACT.5.35	O pãã da yeli ko ba la, “N taaba Izerayɛl noba, yɛ baŋ velaa bonna yɛ naŋ boɔrɔ ka yɛ e a noba bama. 
ACT.5.36	Bonso saŋ kaŋ naŋ tɔle, Tiyodase da iree la a boɔlɔ o meŋɛ neɛ kaŋ, ka noba naŋ ta ŋa kɔɔraanaare da tu o; kyɛ ba da ko o la ka a banaŋ zaa naŋ da tuuro o da zo yaare ka a yɛlɛ da baare. 
ACT.5.37	A yi a Tiyodase puoriŋ, Gyudase a Galili bie kaŋ meŋ da iree la a nensɔre saŋ a da nyɛ noba ka ba tu o. O meŋ da kpie la ka banaŋ zaa naŋ da tu o puori da zo yaare. 
ACT.5.38	Azuiŋ a yeli ŋa poɔ, N yele korɔ yɛ la, yɛ iri yɛ nu a noba bama zie kyɛ vɛŋ ba, bonso, ka a yeli ŋa bee a tone ŋa wa yi nensaala zie, o na le la; 
ACT.5.39	kyɛ ka o naŋ wa yi Naaŋmen zie, yɛ koŋ baŋ zɔɔtoɔ̃ ba. Ka lɛ naane yɛ na wa berɛ ka yɛ zɔɔrɔ ne la Naaŋmen!”
ACT.5.39	A noba da de la a o wuluu. 
ACT.5.40	Kyɛ ba naŋ da wa boɔle a apostoliimine ka ba kpɛ wa, ba da feɛ ba la kyɛ kpãã ba ka ba ta wa daŋ la porɔ a Yeezu yuori, kyɛ bare ba ka ba gaa. 
ACT.5.41	Ba naŋ da wa yi a sɛrɛɛdiibu zie, ba da kyellɛ la ne ba meŋ naŋ seŋ ne ka ba di vi a Yeezu yuori eŋɛ. 
ACT.5.42	Bie zaa a Naaŋmen die poɔ ane a ba yie poɔ ba da maŋ kanna la kyɛ moɔlɔ korɔ a noba ka a Yeezu la a Mɛzaaya.
ACT.6.1	A bebie na poɔ, a potuuribo naŋ da wa yɛllɛ a erɛ yaga, a Gyuumine na naŋ da wono Giriki kɔkɔre ka ba boɔlɔ ba Hɛllɛni da zɔɔrɔ la yɛlɛ ane a Gyuumine bonso ba da ba kaara a ba pɔgkɔbɔ zie, a bebiri zaa bondirii pommu eŋɛ. 
ACT.6.2	Lɛ la ka a pie ne bayi pãã da boɔle a potuuribo zaa lantaa kyɛ yeli, “A ba seŋ ka te bare a Naaŋmen yelbiri moɔloo kyɛ pono bondirii. 
ACT.6.3	Azuiŋ, n bamine, yɛ kaa-iri a noba poɔ, dɔbɔ bayopoi naŋ taa yosoŋ kyɛ paale ne a Vooroŋ Soŋ ane yɛŋ ka te ko ba a toma ŋa, 
ACT.6.4	kyɛ ka tenee kpimare puoruu ane a yelbiri moɔloo.” 
ACT.6.5	A lɛ ba naŋ da yeli da pɛle la a noba zaa poɔ, ka ba da kaa-iri Stefanuu, neɛ naŋ paale ne yeldeebo ane a Vooroŋ Soŋ, a de ne Filipi, Purokoro, Nekanɔ, Temon, Paamena ane Nikoluse naŋ yi Antoɔki teŋɛ kyɛ kpɛ a Gyuumine puoruu poɔ paaloŋ. 
ACT.6.6	Ba da eɛɛ la ka ba da wa are a apostoliimine niŋesogɔ, ka ba da de ba nuuri pare ba zuri kyɛ puori ko ba.
ACT.6.7	A Naaŋmen yelbiri da yɛllɛ la ka a potuuribo meŋ da yɛllɛ yaga zaa a Gyɛruzɛlɛm teŋɛ poɔ kyɛ ka Naaŋmen bagmaalba yaga meŋ da sage de a Yeezu yɛlɛ.
ACT.6.8	A Stefanuu da paale ne la garaaseɛ ane kpeɛ̃õ a da tonɔ toŋkpeɛne kyɛ erɛ yelwulii a noba poɔ. 
ACT.6.9	Lɛ la ka a noba mine naŋ da be a puoruudie na ba naŋ da boɔlɔ Gbaŋgbaare naŋ so bamenne puoruudie (aŋa lɛ ba naŋ da boɔlɔ o) ane Seeriya ane Alɛzandereya tenne noba ane noba naŋ yi Silisiya ane Ezeya da iri ŋmeɛrɛ nɔkpeɛne ne a Stefanuu. 
ACT.6.10	Kyɛ a Vooroŋ Soŋ naŋ da ko a Stefanuu yɛŋ ka o yele ne a yɛlɛ, ba da ba toɔ̃ yeli toɔ̃ o. 
ACT.6.11	Lɛ la ka ba da sɔgle tɔ noba mine eŋ ka ba yeli, “Te woŋee la ka o to Moozul ane Naaŋmen zoma.” 
ACT.6.12	Ba da tɔ la a noba ane a nembɛrɛ ane a Naaŋmen bege wulwulibo eŋ a Stefanuu. Ba da wa uri nyɔge o la a taa gaa ne a sɛrediribe zie. 
ACT.6.13	Ba da tɔ la zirii dansediribe eŋ ka ba yeli, “A dɔɔ ŋa daŋ ba nage ka o sãã a Naaŋmen die zisoŋ ŋa ane a Naaŋmen begɛ; 
ACT.6.14	bonso, te woŋee la ka o yeli ka a Yeezu, a Naazɛrɛ Bie na sãã la a Naaŋmen die ŋa kyɛ leɛre a yɛlɛ na Moozul naŋ da yeli ka te tuuro.” 
ACT.6.15	Kyɛ a banaŋ zaa naŋ da zeŋ a sɛrɛɛdiibu zie da vɔ la nimie a kaara ne a Stefanuu, a da nyɛ ka o niŋe waa ŋa maleke niŋe.
ACT.7.1	Lɛ la ka a Naaŋmen bagmaale neŋkpoŋ da soore o, “A yɛlɛ ama waa la lɛ be?” 
ACT.7.2	Ka a Stefanuu yeli sɔge:
ACT.7.2	“N yɔɔmine ane n saamine, yɛ kyɛlle woŋ a n yɛlɛ. A Naaŋmen naŋ taa puubu da wuli la O meŋɛ ko a te sããkoma Aboraham a saŋ na o naŋ da kpeɛrɛ Mɛsopotamiya teŋɛ poɔ sɛre ka o pãã wa te kpeɛrɛ Haran poɔ. 
ACT.7.3	O da yeli ko o la, ‘Yi a fo teŋɛ poɔ, a bare a fo noba, kyɛ gaa a teŋɛ na N naŋ na wuli fo.’ 
ACT.7.4	Lɛ la ka o da bare Kyaldeya noba teŋɛ kyɛ gaa te kpeɛrɛ Haran poɔ. A o saa kũũ puoriŋ la ka Naaŋmen da iri o a be a taa o wa ne a teŋɛ ŋa poɔ yɛ naŋ kpeɛrɛ a zenɛ. 
ACT.7.5	Naaŋmen da ba ko o zie zaa a be, haali zifẽẽ naŋ na seŋ gbɛre mannoo ka o waa o gbandiruŋ,
ACT.7.6	Ŋaa la ka a Naaŋmen da yeli, a fo bale na e la nɔɔre teŋɛ kaŋ poɔ ka ba dɔgre ba kyɛ ka ba leɛ gbaŋgbaare yuomo kɔɔraanaare. 
ACT.7.7	A Naaŋmen da yelee la, ‘N na di la a noba na ba naŋ tonɔ korɔ sɛrɛɛ, kyɛ a lɛ puoriŋ, ba na leɛ wa la a kyɛ a wa puoro ma.’ 
ACT.7.8	Lɛ la ka O da eŋ noɔre ne a Aboraham; a nɔ-eŋnaa da la a dɛgre iruu. A lɛ la ka Aboraham da dɔge Aziki a da iri o dɛgre a beri anii daare, ka Aziki dɔge Gyekɔb, ka Gyekɔb meŋ dɔge a sããkommine pie ne bayi.”
ACT.7.9	“A sããkommine naŋ da erɛ nyuuri ne a ba yɔɔ Yuzɛb da nyɔge o la koɔre ka ba taa o gaa ne Igyipiti teŋɛ; kyɛ Naaŋmen da be la o zie, 
ACT.7.10	a da iri o yi ne o yelwonni zaa poɔ, kyɛ da ko o yɛŋ ka o nyɛ maaloo a Igyipiti teŋɛ naa, Faaro zie. A Faaro da eɛɛ la ka o di naaloŋ a kaara a Igyipiti teŋɛ ane a o yiri zaa zu. 
ACT.7.11	A saŋ na poɔ, kɔŋ kpoŋ da le la a Igyipiti ane Kena tenne poore ka dɔgɛɛ yaga da bebe, ka a te sããkommine da ba taa bondirii. 
ACT.7.12	Kyɛ Gyekɔb naŋ da wa woŋ ka bondirii be la a Igyipiti teŋɛ poɔ, o da toŋ la a te sããkommine a Igyipiti teŋɛ a dɛndɛŋ soba. 
ACT.7.13	Ba naŋ da wa leɛ gaa a boyi soba a Yuzɛb da de la o meŋɛ wuli a o yɔɔmine, ka a Faaro da baŋ a Yuzɛb noba. 
ACT.7.14	Lɛ la ka a Yuzɛb da toŋ boɔle a o saa Gyekɔb ane a o bale noba zaa, ba da waa la noba lezaata ne pie ne banuu. 
ACT.7.15	A lɛ la ka a Gyekɔb da sigi a Igyipiti teŋɛ. Be la ka o ne a te sããkommine da kpi, 
ACT.7.16	ka ba da tuo a ba enne leɛ wa ne Sɛkɛm a wa ũũ ba a yaa na poɔ a Aboraham naŋ da da ne warbie a Hammɔ biiri zie a Sɛkɛm poɔ.”
ACT.7.17	“Kyɛ a noɔre na Naaŋmen naŋ da eŋ ko a Aboraham naŋ da wa peɛlɛ ka o tu a tuubu, a te noba da yɛlɛɛ la, a da waa yaga a Igyipiti teŋɛ poɔ, 
ACT.7.18	a te ta saŋ na naa kaŋ naŋ da ba baŋ a Yuzɛb yɛlɛ naŋ da wa di naaloŋ a Igyipiti teŋɛ poɔ. 
ACT.7.19	A naa ŋa da bɛlle la a te bale noba kyɛ fere a te sããkommine ka ba lɔɔ ba bilɛɛre bare ka ba na kpi. 
ACT.7.20	A saŋ ŋa la ka ba da dɔge Moozul, ka o da veɛlɛ Naaŋmen zie. Ba da guoli o la kyuuri ata o saa yiri poɔ; 
ACT.7.21	kyɛ ba naŋ da wa lɔɔ o bare, a Faaro pɔgeyaa da nyɛ o la a da de o a te guoli ka o waa o meŋɛ bidɔɔ. 
ACT.7.22	A lɛ la ka ba da wuli a Moozul a Igyipiti deme yɛŋ yɛlɛ zaa, ka o da taa faŋ a o yelbie ane o yel-erre zaa poɔ.”
ACT.7.23	“O naŋ da wa ta yuomo lezaayi, teɛroŋ kaŋ da kpɛ o la ka o gaa te nyɛ o noba a Izerayɛl biiri. 
ACT.7.24	O naŋ da wa te nyɛ ba kaŋ ka ba dɔgrɔ, o da de la o zɔɔre zɔɔ, a ŋmɛ a Igyipiti deme neɛ na ko. 
ACT.7.25	O da teɛrɛ ka a o yɔɔmine da na baŋ ka Naaŋmen tuuro la o zie a na faa ba, kyɛ ba da ba baŋ ka lɛ la. 
ACT.7.26	A lɛ daare nyaazie, o naŋ da wa nyɛ ba mine ka ba zɔɔrɔ taa, o da boɔrɔ la ka o faare a zɔɔre. O da yelee la, ‘N bamine, yɛ waa la yɔɔmine, bonso ka yɛ zɔɔrɔ taa?’ 
ACT.7.27	Kyɛ a onaŋ naŋ da dɔgrɔ a o tɔ da daa la a Moozul bare kyɛ yele, ‘Aŋ la biŋ fo naa te zu ka fo dire a te sɛrɛɛ? 
ACT.7.28	Fo boɔrɔ la ka fo ko ma aŋa fo naŋ zããmeŋ ko a Igyipiti deme dɔɔ na lɛ be?’ 
ACT.7.29	A Moozul naŋ da wa woŋ a yeli ŋa, o da zoe la, a te leɛ nɔɔraa Midiya teŋɛ poɔ. O da dɔge la bidɔbɔ bayi a be.”
ACT.7.30	“Yuomo lezaayi puoriŋ, maleke da wuli la o meŋɛ ko a Moozul vũũ naŋ da dire tuu kaŋ poɔ a Sanae taŋ wɛgyɛŋ poɔ. 
ACT.7.31	A Moozul naŋ da wa nyɛ a vũũ ka a dire, o noɔre da maaɛ la ne bonna o naŋ da nyɛ, kyɛ o naŋ da wa tage peɛle a na maaleŋ kaa nyɛ, o da woŋ la a Daana kɔkɔre ka O yele: 
ACT.7.32	‘Maa la a fo sããkommine Naaŋmen, a Aboraham Naaŋmen ane a Aziki Naaŋmen ane a Gyekɔb Naaŋmen.’ A Moozul da piili miine la, kyɛ da ba la sage ka o kaa a be. 
ACT.7.33	Lɛ la ka a Daana da yeli ko o, ‘Fori a fo nɔɔteɛ bare bonso, a zie ŋa fo naŋ are waa la zisoŋ. 
ACT.7.34	N nyɛ la a dɔgɛɛ a n noba naŋ dire a Igyipiti teŋɛ poɔ, kyɛ woŋ ba naŋ kono hiine, lɛnso ka N sigi wa na faa ba. Wa pampana ŋa, N na toŋ fo la a Igyipiti teŋɛ poɔ.’ ”
ACT.7.35	“A Moozul ŋa la ka ba da gyɛbare a saŋ ba naŋ da yeli, ‘Aŋ la biŋ fo naa te zu ka fo dire a te sɛrɛɛ?’ Ona la ka Naaŋmen da toŋ a ba zie ka o na waa ba naa ane ba faara. A tonnoɔre ŋa la ka Naaŋmen da toŋ a maleke ka o te yeli ko o, a lɛ daare o naŋ da wuli o meŋɛ ko o a tuu poɔ. 
ACT.7.36	A Moozul da taa ba la yi ne a Igyipiti teŋɛ poɔ, o naŋ da toŋ toŋkpeɛne ane yelwulii a Igyipiti teŋɛ poɔ, a Manzeɛ poɔ ane a dalempoɔ poɔ yuomo lezaayi. 
ACT.7.37	A Moozul ŋa la da yeli ko a Izerayɛl biiri, ‘Naaŋmen na kaa-iri la Ŋmen-yelmanna a yɛ poɔ aŋa O naŋ kaa-iri ma lɛ.’ 
ACT.7.38	Ona la a neɛ naŋ da be a Izerayɛl biiri laŋne deme poɔ a dalempoɔ poɔ. O da be la a be ane a te sããkommine ane a maleke na naŋ da yeli yɛlɛ ko o a Sanae taŋ zu, ka o da de a yelbi-voba wa ko te. 
ACT.7.39	Kyɛ a te sããkommine da zagre la o noɔre, a da daa o bare kyɛ ka a ba teɛroŋ poɔ ka ba da leɛ gaa te be a Igyipiti teŋɛ poɔ, 
ACT.7.40	a yele korɔ a Aarɔn, ‘Mɛ ŋmemɛ ko te, ka a de te weɛ, bonso, a Moozul ŋa eŋ naŋ taa te yi ne a Igyipiti teŋɛ poɔ wa ne a kyɛ, te ba baŋ bonna naŋ e o.’ 
ACT.7.41	A saŋ na poɔ, ba da mɛ la naabile ka o e teebo ka ba maala bagre korɔ o, kyɛ pãã da kyellɛ ne popeɛloŋ a ba meŋɛ nuuri bommaalaa eŋɛ. 
ACT.7.42	Kyɛ Naaŋmen da leɛ la O puori ko ba a bare ba ka ba puoro a sazu boma aŋa ba naŋ sɛge a Ŋmen-yelmanneba gane poɔ lɛ:
ACT.7.42	‘Izerayɛl biiri, a yuomo lezaayi yɛ naŋ kpɛ a wɛgyɛŋ poɔ,
ACT.7.42	yɛ da ko la donne kyɛ maale bagre ko ma be?
ACT.7.43	Ai, yɛ da de la a yɛ ŋmen Mɔlɔk sege tuo waana ne,
ACT.7.43	ane a yɛ ŋmen, Urɛfan, ŋmarbiri,
ACT.7.43	a ŋmemɛ ama la ka yɛ da mɛ a na puoro;
ACT.7.43	azuiŋ, N na iri yɛ la yi ne a teŋɛ ŋa poɔ ka yɛ gaa te zuo Baabilɔŋ’ bare kyɛ gaa.”
ACT.7.44	“A te sããkommine da taa la danseɛ sege a wɛgyɛŋ poɔ, aŋa lɛ Naaŋmen naŋ da wuli, O naŋ da yeli ko a Moozul ka o maale a sege ka o waa seŋ lɛ o naŋ da nyɛ. 
ACT.7.45	A lɛ puoriŋ, a te sããkommine naŋ da de a sege a ba saa mine zie da taa o la a ba zie te ta a saŋ na ba ne Gyosuwa naŋ da de ba weɛ ka ba da te zɔɔtoɔ̃ a tenne na Naaŋmen naŋ da digi ba bare. A sege ŋa da naŋ kyɛnɛ be la a be te ta Davil saŋ. 
ACT.7.46	A Naaŋmen poɔ da pɛle ne la a Davil, ka o da sɔre sori ka o na mɛ yiri ko a Gyekɔb Naaŋmen. 
ACT.7.47	Kyɛ Solomɔn la da mɛ a yiri ko a Naaŋmen. 
ACT.7.48	Kyɛ a Kpeɛ̃õ Zaa Daana ba kpeɛrɛ yiri na poɔ nensaala naŋ mɛ ne o nuuri aŋa a Ŋmen-yelmanna naŋ yeli lɛ:
ACT.7.49	‘Saluoni la N nakogi,
ACT.7.49	ka a tendaa waa n gbɛɛ dɔgloo zie.
ACT.7.49	A Daana yelee la, bontɔ yiri la ka fo na mɛ ko ma,
ACT.7.49	bee yeŋ la ka fo na maale ko ma ka o waa N pɛnnoo zie?
ACT.7.50	A N nu naane maale a boma ama zaa be?’ ”
ACT.7.51	“Yɛnee zukpeɛne deme, noba sukyie naŋ dare ka yɛ tobo ba wono yɛlɛ ka yɛ ba sage ka yɛ leɛ yɛ eebo. Yɛ maŋ zɔɔrɔ ne la a Vooroŋ Soŋ tegitegilɛ aŋa a yɛ sããkommine naŋ da maŋ e lɛ. 
ACT.7.52	A Ŋmen-yelmanneba buo soba la ka a yɛ sããkommine da ba dɔgre? Ba da ko la a Ŋmen-yelmanneba na zaa naŋ da daŋ moɔle a Nemmeŋɛ Soba waabo yɛlɛ, kyɛ pampana ŋa, yɛnee la yi a O puori kyɛ waa O koorɔ. 
ACT.7.53	Yɛnee la da de a begɛ a malekere zie kyɛ da ba tu a.”
ACT.7.54	Ba naŋ da wa woŋ a yɛlɛ ama, ba suuri da iree la yaga ka ba donɔ ba nyemɛ kyaare ne a Stefanuu. 
ACT.7.55	Kyɛ a Stefanuu naŋ da paale ne a Vooroŋ Soŋ da gbole kaa la a saluoni a nyɛ Naaŋmen puubu, kyɛ nyɛ Yeezu ka O are a Naaŋmen nuduluŋ seŋ. 
ACT.7.56	Lɛ la ka o da yeli, “Nyɛ, n nyɛ la a saluoni ka o yuo, ka n nyɛ a Nensaala Bie ka o are a Naaŋmen nuduluŋ seŋ!” 
ACT.7.57	Kyɛ ba da furi la ba tobo a laŋ kyeere yaga zaa kyɛ ŋmore gaa o eŋɛ. 
ACT.7.58	Lɛ la ka ba da tage o yi ne a teŋkpoŋ poɔ a te piili zaara o ane kubo; ka a dansediribe da yage ba kparre biŋ pɔlbile kaŋ yuori naŋ da di Sɔɔl puliŋ. 
ACT.7.59	Ba naŋ da zaara a Stefanuu ne a kubo, o da puoree la a yele, “Daana Yeezu de n vooroŋ.” 
ACT.7.60	A lɛ puoriŋ, O da gbi la dumo kyɛ kyeere ne kɔkɔkpeɛŋaa, “Daana, ta de a yelbieri ŋa dɔgle ba zu.” O naŋ da wa yeli a lɛ baare, o da ŋmaa la vooroŋ.
ACT.8.1	A Sɔɔl da sage ne la a banaŋ naŋ da ko a Stefanuu.
ACT.8.1	A bebiri na ne o zu, dɔgroŋ kpoŋ da le la a puoruu laŋne deme zu a Gyɛruzɛlɛm poɔ, ka a noba zaa da zo yaare a Gyudiya ane a Samareya paaloŋ poɔ, kyɛ te kyɛre a apostoliimine yoŋ. 
ACT.8.2	A puoruu nimizeɛ noba mine da ũũ la a Stefanuu kyɛ da koŋ o yaga zaa. 
ACT.8.3	Kyɛ Sɔɔl da iri la o nimiri eŋ a puoruu laŋne deme. O da maŋ kpɛ la yiri ŋa poɔ a yi te kpɛ yiri ŋa poɔ a nyɔgrɔ dɔbɔ ane pɔgeba vuuro a te eŋ nempagdie poɔ.
ACT.8.4	A banaŋ naŋ da zo yaare da yi yoɔrɔ la, a moɔlɔ a yelbiri. 
ACT.8.5	Filipi da sigi gaa la a Samareya teŋkpoŋ poɔ a te moɔle a Mɛzaaya
ACT.8.6	A nembeɛoŋ naŋ da wa woŋ kyɛ nyɛ a yelwulii a Filipi naŋ da erɛ, ba da laŋ la noɔre a wa kyɛllɛ a yɛlɛ na o naŋ da yele, 
ACT.8.7	bonso, sefaare da kyeerɛ la yaga zaa kyɛ yire a noba enneŋ; ka noba yaga naŋ da waa gbɛrɛɛ bee wɔɔre da nyɛ sammo. 
ACT.8.8	A lɛ zuiŋ popeɛloŋ kpoŋ da be la a teŋkpoŋ na poɔ.
ACT.8.9	Dɔɔ kaŋ yuori naŋ da di Saamon da daŋ erɛ la yelbeere a teŋkpoŋ poɔ, ka a Samareya teŋɛ noba nɔɛ da maa, kyɛ ka o da yele ka o waa la gandaa. 
ACT.8.10	A noba zaa, a yi ba bile a te tɔ ba kpoŋ soba da eŋ la toori a kyɛllɛ a o yɛlɛ, a yele, “A dɔɔ ŋa la a Naaŋmen kpeɛ̃õ na ba naŋ boɔlɔ Gandaa.” 
ACT.8.11	Ba da eŋ la toori a kyɛllɛ o yɛlɛ, bonso, o da toŋ la nɔmaa toma ka a maa ba nɔɛ ka a kɔɔre. 
ACT.8.12	Kyɛ a Filipi naŋ da wa moɔlɔ a Naaŋmen naaloŋ yelnoore ane a Yeezu Kirista yuori yelnoore, ba da sage de la a Filipi yɛlɛ a de suobu, dɔbɔ ane pɔgeba. 
