GEN.1.1	Makasososan Manetualain nakadadadik lalai no dae-inak.
ACT.13.40+ACT.13.41	‘Besa-besa ei hatahori mana makatitiik kara fo soa mete hatahori no kada pui a!
ACT.13.40+ACT.13.41	Huu Au, Manetualain, tao sudi hata fo hatahorir heran bali-bali;
ACT.13.40+ACT.13.41	tehuu neu ko ei simbo mala ei babaꞌem, fo ei mate ndua hadak.
ACT.13.40+ACT.13.41	Au tao dalak esa neu ei bei masodak,
ACT.13.40+ACT.13.41	tehuu ei ta nau simbok.
ACT.13.40+ACT.13.41	Leo mae hatahorir rafada ena oo,
ACT.13.40+ACT.13.41	ei ta nau malela boe.
ACT.13.40+ACT.13.41	Malole lenak ei duꞌa matalolole dedeꞌak kara iar, mita fo ei oo heran boe.’
ACT.13.40+ACT.13.41	Dadi toranoo nggara ein. Duꞌa matalolole hata fo au afada bebeik kara ena. Boso nggari heni hata fo ei mamanene malan bebeik kara ia ena, sama leo hatahori mana makatitiik kara tatao-nonoꞌin. Au kokolang baꞌu kada naa. Makasi noꞌuk ka.”
ACT.13.42	Paulus no Barnabas kokolak basa, boe ma ara rambariik fo rae laꞌo ela uma huhule-haradoik naa. Tehuu hatahorir maruma naa roke fo ara fali mai seluk nai menggu mana maik, fo ara kokolak no lutun lenak bali, hata fo ara kokolak bebeik kara raa ena. 
ACT.13.43	Neu ara kalua numa uma huhule-haradoik naa dale mai, hambu hatahori noꞌuk ka ruma naa mai, reu laꞌo tungga Paulus no Barnabas. Basa boe ma dua sara fee nenori-nefadak neu sara rae, “Ita bubuluk tae, Manetualain dalen malolen seli neu ita. Huu naa de ei oo muste toꞌu mahere tebe-tebe neu Ndia boe.”
ACT.13.44	Neu menggu mana maik, ndaa no hatahori Yahudir fai hahae tao ue-osan, ela kada baꞌuk ka fo basa hatahorir marai kota naa mai fo rae nenene Lamatuak Dedeꞌa-kokolan. 
ACT.13.45	Tehuu neu hatahori Yahudi malanggan nara mete-rita hatahori noꞌuk ka nau mai fo nenene Paulus asa, boe ma dalen nara mana kikitok kara. Neu Paulus bei kola-kola, ara rasimbo bafak no huu-suꞌun taa roon, ma ara kokolak rakatutudak Paulus asa.
ACT.13.46	Tehuu Paulus asa ta rakadedeak, ma ara kokolak ta no bii-bambik bali. Ara rae, “Memak Manetualain soi dalak nakahuluk fee ita hatahori Yahudir, ma Ana fee Hara Lii Malolen neu ita ena. De naa memak nandaa! Tehuu ei ta nau simbok. Dadi no ei here talo naa, ei matudu mae, ei ta mandaa hambu masodak seku neu mia Manetualain. Dadi hatematak ia, ai mae meni Hara Lii Malole naa neni hatahori nusa-nusak laen nara reu, nahuu ei timba henin ena. 
ACT.13.47	Huu Manetualain nadenu ai, sama leo Yesaya surak ena nae,
ACT.13.47	‘Au soꞌuk ala ei ena, fo dadi sama leo lantera fo neni manggaledok
ACT.13.47	fee hatahori nusa-nusak laen nara, fo hatahori ta Yahudir,
ACT.13.47	naa fo ei tao manggaledo dalak fo mana neni Au mai naa,
ACT.13.47	ma naa fo Au akamboꞌik kasa numa sira sala-singgon nara mai.
ACT.13.47	Ei oo muste matudu dalak naa nai dae-bafok ia numa suꞌun seri mai neni suꞌun seri neu boe.’ ”
ACT.13.48	Neu hatahori laen fo hatahori ta Yahudir ramanene talo naa, boe ma ara ramahoko ralan seli. De ara koa-kio neu Manetualain rae, “Koa-kio Lamatuak! Lamatuak Hara Lii Malolen naa neulaun seli!” Ma nai naa, hambu hatahorir fo Manetualain henggenee memak kasa numa lele uluk mai ena, fo bisa rasoda seku neu ro Ndia. Boe ma basa sara ramahere neu Lamatuak Yesus.
ACT.13.49	Manetualain Dedeꞌa-kokolan, ara tui-benggan numa bafak mai neni bafak neu, de natanggela ndule basa nusak naa.
ACT.13.50	Numa kota naa, hambu hatahori moꞌo-inahuuk kara, inak ma touk. Hambu ketuk fo dalen nara hii ralan seli neu Lamatuak. Tehuu hatahori Yahudi malanggan nara mai fo dudunggu hatahori moꞌo-inahuuk kara raa, losa ara husi kalua heni Paulus no Barnabas numa sira nusan mai. 
ACT.13.51	Ara kalua numa kota naa mai, boe ma dua sara tao tungga hadak esa ndia nggafu heni afu numa ein nara mai, fo dadi tanda nae, hatahorir marai kota naa ta nau nenene neu dua sara. Basa boe ma ara laꞌo rasadea ela kota naa. De ara reni kota laen esa reu, nade Ikonium.
ACT.13.52	Tehuu hatahorir fo mana ramahere neu Lamatuak Yesus nai Antiokia ena, dalen nara ramahoko, nahuu Manetualain Dula-dale Malalaon tao natea dalen nara.
ACT.14.1	Paulus no Barnabas losa kota Ikonium, boe ma ara maso reni hatahori Yahudi uma huhule-haradoin reu. Numa naa, ara kokolak no loa-narun laꞌe-neu Manetualain Hara Lii Malolen, losa hatahori Yahudi noꞌuk ka ma hatahori nusa-nusak laen noꞌuk ka oo ramahere neu Lamatuak Yesus boe. 
ACT.14.2	Tehuu numa naa, hambu hatahori Yahudi hida nemeheheren neu anggama Yahudi matea ndoos, de ara ta nau simbok Paulus asa kokolan. Boe ma ara dudunggu hatahori laen nara fo ara mburuk ralan seli neu hatahorir fo mana ramahere neu Yesus. 
ACT.14.3	Tehuu Paulus asa ta ramataꞌu. Ara tui-bengga rakandoo Lamatuak Yesus Tutui Malolen neu see a mesan. Ara rafada rae, Lamatuak Yesus dalen neni soik soa-neu basa hatahorir. Ana oo fee koasa boe fo ara bisa tao tanda heran mata-matak kara, mita fo hatahori noꞌuk ka bubuluk rae, Lamatuak pake sara.
ACT.14.3	Lelek naa, Paulus asa leo dook ka numa kota naa. 
ACT.14.4	Boe ma hatahorir maruma kota naa rabaꞌe dadi reu bubuak dua. Bubuak esa tungga hatahori fo nemeheheren neu anggama Yahudi matea ndoos; ma esa bali na, ara tungga rahere rook Lamatuak nedenun nara. Hatahori bubuak kaduak kara raa rareresi rakandoo.
ACT.14.5	Boe ma hambu hatahori Yahudi hida fo nemeheheren neu anggama Yahudi matea ndoos rala harak ro hatahori laen nara ma sira malanggan nara boe, fo rakasususak Lamatuak nedenun nara. Ara oo rae toko Paulus asa renik batu boe. 
ACT.14.6	Tehuu hambu hatahori nafada Paulus asa nae, hambu hatahori bubuak esa rae tao manggarauk neu sara. Boe ma ara ralai reu sangga sodak numa profensi Litonia, nai kota Listra, kota Derbe ma nggoro matia-taik kara marai naa. 
ACT.14.7	Numa naa ara oo tui-bengga Lamatuak Yesus Tutui Malolen boe.
ACT.14.8	Paulus no Barnabas losa kota Listra, boe ma ratonggo ro touk esa. Ndia ein dua sara kekok mulai numa inan bonggi henin mai. De ana bei ta laꞌok nita. 
ACT.14.9	Hatahori naa nanggatuuk fo nenene Paulus tutuin. Basa boe ma Paulus mete nakateteek kana, ma duꞌa nae, “Hatahori ia nemeheheren bisa tao nahai hedin!” 
ACT.14.10	De Paulus nanggoun nae, “Kaꞌa! Mambariik leo!” Hatahori naa namanene nala naa, boe ma ana fotar nambadeik memak, de ana mulai laꞌo-laꞌo.
ACT.14.11	Neu hatahorir mete-rita Paulus tao talo naa, boe ma basa sara nado bafan nara bese mboo. De ara kokolak pake sira dedeꞌa Likonian rae, “Ei nenene dei! Hatahori dua iar, dewar ndia konda mai nai dae-inak pake hatahori dae-bafok ao-inan!” 
ACT.14.12	Hatahorir raa kokolak talo naa, nahuu ara rae fama te Barnabas naa, sama leo sira dewan esa, nade Seus. Ma Paulus fo soa kokolak, ara rae fama te ndia naa, dewa Hermes.
ACT.14.13	Nai kota lelesun dea, hambu uma sosonggok esa soa-neu sira dewa Seus. Seus mana songgon mete-nita Paulus asa, boe ma neni bunggar ma leꞌa neni sapi mane moꞌok hida mai fo nae songgo-tanggu neu sara. Boe ma hatahori noꞌuk ka tungga mana songgo naa fo reu songgo-tanggu neu Lamatuak Yesus nedenun nara.
ACT.14.14	Tehuu neu ara bubuluk rae, hatahorir raa nau songgo-tanggu neu sara, boe ma Paulus no Barnabas ta rakaheik. De ara ralaik reni hatahori noꞌuk kara raa matan reu, boe ma ara sii sida sira mesa kasa badun nara, fo tao tanda rae sira ta rakaheik neu hata fo hatahorir raa sangga taok. Basa boe ma dua sara rakau rae, 
ACT.14.15	“Awii! Tao hata de ei tao talo ia? Ei boso duꞌa mae air ia dewa. Air ia, hatahori dae-bafok biasa sama leo ei boe. Ai ia mai fo mafada ei tutui malole esa. Ei muste masadea laꞌo ela ei dewam mara fo ta raena sosoak hata-hata. Ei muste fali mai tungga Manetualain, fo mana masodak tebe-tebe. Ana ndia nakadadadik lalai no dae-inak ia, no basa oe-isin lalaꞌen.
ACT.14.16	Numa lele uluk mai, hatahori nusa-nusak kara leo-laꞌo tungga kada sira hihii-nanau heli-helin. Manetualain oo ela sara talo naa boe. 
ACT.14.17	Tehuu Lamatuak ta lilii tao tanda mata-matak kara, mita fo basa hatahori nusa-nusak kara bubuluk rae, Lamatuak naa, malole. Ana ndia nakonda udan fee ita. Ana ndia fee ita osi-lutun nara rabuna-boa no neulauk. Ana ndia fee ita nanaꞌa-nininuk, ma tao namahoko ita dalen nara.”
ACT.14.18	Leo mae Paulus no Barnabas kaꞌi sara ena fo boso tao talo naa, tehuu hatahorir raa rasuu ralan seli fo nau reni sosonggok naa fee neu sara.
ACT.14.19	Faik naa, hambu hatahori Yahudi hida fo ruma kota Antiokia ma kota Ikonium mai reni kota Listra reu. Ara dudunggu hatahori noꞌuk kara raa fo tungga laban Lamatuak Yesus nedenun nara. Boe ma ara toko Paulus pake batu. Ara rae fama te maten ena, de leꞌa renin fo reu nggarin neni kota deak neu.
ACT.14.20	Tehuu Yesus hatahori kamaheren nara rambariik eko-feo Paulus, boe ma ana nambadeik. Basa boe ma ana maso fali neni kota dale neu. Neu beꞌe-main, boe ma ana no Barnabas laꞌok sama-sama reni kota laen reu, nade Derbe.
ACT.14.21	Numa Derbe, Paulus no Barnabas tui-bengga Lamatuak Yesus Tutui Malolen. De hatahori noꞌuk ka ramahere neu Yesus. Basa boe ma dua sara fali reni Listra reu. Numa naa mai, ara fali reni Ikonium reu. Numa Ikonium mai, ara laꞌo rakandoo reni Antiokia nai profensi Pisidia reu. 
ACT.14.22	Numa naa, ara kokolak ro hatahori mana tungga Yesus fo ratetea dalen nara. Ara fee nesenedak rae, “Toranoo nggara ein! Mete ma ita maso dadi teu Manetualain hatahorin, na, boso duꞌa mae ita ta hambu susa-sonak bali. Leo mae talo bee oo, ita muste hambu susa-sonak boe. Tehuu ita muste takatataka, fo tungga takandoo neu Yesus.” Dua sara ranori talo naa neu Yesus hatahorin nara marai kota naa.
ACT.14.23	Basa boe ma Paulus no Barnabas mulai sangga hatahorir fo soꞌuk kasa dadi reu malangga
ACT.14.24	Basa boe ma Paulus no Barnabas laꞌo ela profensi Pisidia fo laꞌo rakandoo reni profensi Pamfilia reu. 
ACT.14.25	Ara losa kota esa, nade Perga. Ara tui-bengga Lamatuak Tutui Malolen numa naa. Basa boe ma ara laꞌo rakandoo, de ta dook ka bali, na, ara losa kota Atalia. 
ACT.14.26	Numa naa, ara saꞌe ofak de fali reni kota Antiokia nai profensi Siria reu. Fai maneuk kara raa, Lamatuak Yesus hatahorin nara marai Antiokia naa ndia radenu ma loo lima sara reu Lamatuak fo Ana nanea natalolole sara. De hatematak ia Paulus asa rae fali fo tui saranik kara marai Antiokia rae, sira tao rabasa sira ue-osan ena.
ACT.14.27	Losa Antiokia, boe ma Paulus asa rakabubua rala Lamatuak hatahorin nara maruma naa. Boe ma ara tui no loa-narun basa hata fo Lamatuak tao neu sara ena. Rae, Lamatuak soi dalak ena fo hatahori ta Yahudir oo ramahere neu Yesus boe. 
ACT.14.28	Basa boe ma Paulus no Barnabas leo dook ka ro Lamatuak Yesus hatahori kamaheren nara ruma naa.
ACT.15.1	Faik naa, hatahori Yahudi Karisten hida ruma dae dook ka nai profensi Yudea mai reni Antiokia reu. Losa naa, boe ma ranori Lamatuak Yesus hatahorin nara rae, “Ei mamahere neu Lamatuak Yesus ena. Naa oo malole boe. Tehuu naa bei ta dai. Mete ma ei nau tebe-tebe masoi-masoda, na, ei oo muste sunat boe, tungga ai dala-hadan, fo Lamatuak mesa kana feen nesik baꞌi Musa ena.”
ACT.15.2	Tehuu Paulus no Barnabas laban tingga-tingga neu hatahorir raa kokolan nara. Ara rareresi mate-mate. Boe ma Paulus asa rae, “Ei sala! Hatahori nusa-nusak laen ta Yahudi, fo mana ramahere neu Yesus, ta parluu tungga hatahori Yahudir dala-hadan sunat!” Huu ara rareresi talo naa, de ara rala harak fo radenu Paulus no Barnabas, ma nonoon laen hida ruma Antiokia mai, fo reni dedeꞌak sunat ia neni Lamatuak nedenun nara, ma lasi-lasi Karisten laen marai Yerusalem reu.
ACT.15.3	Huu naa de hatahori Karisten nara marai Antiokia radenu Paulus asa reni Yerusalem reu. Ara laꞌok tungga dala madak, resik profensi Fenisia ma profensi Samaria. Neu ara bei laꞌok numa dalak naa, ara tuli-tuli hatahori kamaherek kara uman. De ara tui no lutu-lelon rae, “Hatahori fo ta Yahudir oo fali mai fo ramahere neu Lamatuak ena boe!” Basa hatahorir ramanene rala naa, boe ma ramahoko.
ACT.15.4	Ara losa Yerusalem, basa Yesus hatahorin nara simbok kasa no malole. Lamatuak nadenun nara ma lasi-lasi Karisten nara oo simbok kasa boe. Basa boe ma Paulus asa tui basa hata fo Lamatuak tao neu sara ena, losa hatahori laen noꞌuk ka oo tungga Lamatuak Yesus ena boe. Ma ara oo tui sira nereresin laꞌe-neu sunat boe. 
ACT.15.5	Hatahorir raa fo mana ramanene Paulus asa tutuin, hambu hatahori Karisten Yahudi hida numa partei Farisi mai. Ara rambariik, de kokolak rahere haran rae, “Nenene matalolole, ee! Mete ma hambu hatahori ta Yahudi see a mesan, fo nae tungga Yesus, na, ara muste tungga ita dala-hadan sunat, ma ita hadan hohoro-lalanen laen, fo Manetualain mesa kana nakonda nesik baꞌi Musa ena.”
ACT.15.6	Boe ma basa saranik kara rala harak fo Lamatuak nedenun nara, ma lasi-lasi Karisten nara rakabua fo timba-tai dedeꞌak naa. 
ACT.15.7	De ara ratuka duduꞌak no loa-narun. Mateꞌen, boe ma Petrus nambariik de kokolak nae, “Toranoo nggara ein! Ei mesa ngga bubuluk mae, fai bakahulun Manetualain dudu nala au numa ei taladam mara mai ena, fo au uu tui-bengga Yesus Tutui Malolen neu hatahori ta Yahudir. Manetualain oo nau fo ara ramahere neu Yesus boe.
ACT.15.8	Manetualain nalela ita hatahori dae-bafok esa-esak dalen. Ma Ana ndia fee Ndia Dula-dale Malalaon neu sara, sama leo Ana fee neu ita ena. No dalak naa, ita bubuluk tae, Manetualain oo simbok kasa boe.
ACT.15.9	Manetualain ta memete matak sira ro ita. Ana ta bibingga sira numa ita mai. Ana tao nalalao dalen nara ena, nahuu ara oo ramahere neu Yesus ena boe, sama leo Ana oo tao nalalao ita dalen boe.
ACT.15.10+ACT.15.11	De, talo bee? Mete ma Lamatuak simbok kasa ena, na, tao hata de ita bei nau fua tamba bali, fo tao tamabera sara tenik dala-hadak sunat ia bali? Naa te, mete ma ita tae kokolak tungga ndoon, na, ita to ita bei-baꞌin nara, ta lemba tabeꞌi basa ita anggaman hohoro-lalanen! Dadi ita boso takasesetik kasa talo naa! Au ae atane talo ia: Lamatuak tao nasoi-nasoda ita, nahuu ita tungga anggama hohoro-lalanen, do? Taa, hetu! Ana tao nasoi-nasoda ita, nahuu Lamatuak Yesus sue-lai ma natudu dale susuen neu ita. De, boso lilii-ndondou! Manetualain oo sue-lai ma natudu dale susuen neu hatahori laen leo naak boe.”
ACT.15.12	Ara ramanene rala naa, boe ma ta hambu hatahori tamba seluk duduꞌak bali.
ACT.15.12	Basa boe ma Paulus no Barnabas tui bali, tao hata de Lamatuak pake sira ena. Ara tui tanda heran nara, ma hata ta hohoꞌak, fo Manetualain taon numa hatahori ta Yahudir taladan nara ena. 
ACT.15.13	Ara tui basa, boe ma hatahori esa, nade Yakobis, nambariik de kokolak nae, “Toranoo nggara ein! Ei nenene au dei! 
ACT.15.14	Kaꞌa Peꞌu
ACT.15.15	Naa ndaa no Manetualain mana toꞌu dedeꞌan nara rafada memak kana numa lele uluk mai ena. Ara surak ena rae:
ACT.15.16	‘Ndaa no fain, Au fali mai.
ACT.15.16	Huu Au ae ambadedei falik mane Dauk parendan.
ACT.15.16	Ndia tititi-nonosin mana nakalulutuk naa ena,
ACT.15.16	Au ae ambededeik seluk kana, ma tao atean bali.
ACT.15.17+ACT.15.18	No tao talo naa, hatahori nusa-nusak laen nara oo mai sangga fo ratonggo ro Au boe.
ACT.15.17+ACT.15.18	Au oo here ala sara ena, fo dadi neu Au hatahoring boe.
ACT.15.17+ACT.15.18	Te Manetualain kokolak talo naa numa lele uluk mai ena na!’
ACT.15.19+ACT.15.20	De numa au, Yakobis mai, talo ia: mete ma numa hatahori nusa-nusak laen mai nae maso dadi Manetualain hatahorin, na, ita hatahori Yahudir boso tao takasususak kasa. Ita boso tao tamabera sara, ma boso tadenu sara fo tungga ita dala-hadan sunat. Dadi ita muste surak susurak esa, fo haitua fee sara tae, ara hae tungga basa ita hada Yahudi hohoro-lalanen lalaꞌen. Ita oo fee nesenedak neu sara tae, ara boso laꞌok sala ro hatahori fo ta sira sao toun do sira sao inan boe. Ara boso raꞌa mbaa sosonggok. Ara ta bole raꞌa banda daan. Ma ara ta bole raꞌa mbaa banda mana matek neni hese nisak fo daan ta kalua heni sana.
ACT.15.21	Mete ma ita fee hohoro-lalanek talo ia, na, ia ta mata beuk. Hatahori noꞌuk ka bubuluk ena, ita hatahori Yahudir dala-hadan memak talo naa ena. Huu hohoro-lalanek kara ruma baꞌi Musa mai naa, ita lees asa rai basa uma huhule-haradoik kara nai bee a mesan tungga-tungga fai hahae tao ue-osa. Dadi hatahori nusa-nusak laen noꞌuk ka bubuluk ena. Au kokolang baꞌu kada naa. Makasi!”
ACT.15.22	Basa boe ma Lamatuak nedenun ma lasi-lasik laen nara rala harak ro basa hatahori saranik marai Yerusalem fo rae redenu hatahori fo reu rafada sira nekeketun neu hatahori saranik nai bee a mesan. De ara sangga hatahori fo saranik kara fee hada-horomatak neun, fo mana nandaa no ues naa. Boe ma ara here rala hatahori dua. Esa nade Silas, ma esa bali nade Yudas (ara oo roken rae, Barsabas boe). Basa boe ma ara radenu dua sara reu sama-sama ro Paulus ma Barnabas. 
ACT.15.23	Ara reni susurak fo fee hatahori nusa-nusak laen marai kota Antiokia, nai profensi Siria, losa dae dook manai profensi Kilikia. Susurak naa liin talo ia:
ACT.15.23	“Hara haitua neulauk numa ai, Lamatuak Yesus nedenun nara ma lasi-lasi Karisten laen nara marai ia, nai kota Yerusalem mai. Ai surak susurak ia fee ei, fo ai sue sama leo ai toranoo heli-helin.
ACT.15.24	Ai surak susurak ia, nahuu ai mamanene mae, hambu hatahori hida ruma Yerusalem ia mai fo reu ratonggo ro ei numa naa ena. Ara fee nenorik sadi ndaa, losa rakasususak ma tao panggananaa ei. Sadi ei bubuluk leo, ai ta madenu mita hatahorir raa. 
ACT.15.25	Neu ai mamanene ena mae, hambu hatahorir fo rakasususak ei talo naa, ai makabubua nai ia fo timba-tai dedeꞌak naa. Ai mala harak ena, ma maketu basa dedeꞌak naa ena. Dadi hatematak ia ai here mala hatahorir fo reti rafada ei, ai nekeketun. Ara reti sama-sama ro Barnabas ma Paulus, fo ai suek kara. 
ACT.15.26	Ita hatahori kaduan nara ia, ara lemba-rasaa doidosok, losa ela baꞌuk ka mate sara. Ara hambu doidosok talo naa, nahuu ara tungga ita Lamatuan Yesus Karistus. 
ACT.15.27	Dadi ai madenu Yudas no Silas, mita fo ara reti rafada ei susurak ia isin.
ACT.15.28	Manetualain Dula-dale Malalaon nafada ai ena, ma ai basa ngga makaheik talo naa mae, ei hae tungga basa ai dala-hada Yahudin nara, haꞌi netuduk leo dala-hada sunat. Dala-hadak kara raa tao ramabera hie-hie a mesan neu ei. Tehuu hambu dedeꞌak esa do dua, fo memak ei muste masanedak kasa:
ACT.15.29	Boso laꞌok sala mia hatahori fo ta o sao toum do ta o sao inam.
ACT.15.29	Boso miꞌa mbaa sosonggok
ACT.15.29	Boso miꞌa banda daan
ACT.15.29	Ma boso miꞌa mbaa banda mates neni hese nisak, losa daan ta kalua heni sana.
ACT.15.29	Mete ma ei manea mala ei aom numa basa dedeꞌak kara raa mai, na, ei ta tao nunute ei toranoo Karisten Yahudir. No dalak naa, ei bisa dadi bua-aok malole esa mia sara. Ai susuram ia, baꞌuk kada naa. Soda-molek.”
ACT.15.30	Ara simbo rala susurak naa, boe ma Paulus asa rateꞌa, de ara laꞌo reni kota Antiokia reu. Losa naa, ara rakabubua rala basa hatahori saranik kara, de ara fee susurak naa neu sara. 
ACT.15.31	Neu ara lees basa susurak naa isin, boe ma basa sara ramahoko, nahuu susurak naa isin tao natea dalen nara ena.
ACT.15.32	Yudas no Silas oo dadi reu Lamatuak mana toꞌu dedeꞌan boe. Dua sara tui noꞌuk ka neu hatahori kamaherek kara maruma kota naa. Ara fee nenori-nefadak ma ratetea hatahorir raa dalen. 
ACT.15.33	Neu dua sara leo doo-doo numa naa ena, boe ma hatahori saranik kara maruma Antiokia rakamboꞌik kasa fali reni hatahori mana madenu sara raa reu. Ara mboꞌi dua sara fali ro sodak. 
ACT.15.34	[Tehuu Silas nau leo nakandoo nai kada Antiokia.]
ACT.15.35	Paulus no Barnabas leo doo-doo numa naa. Ara oo tulu-fali hatahori laen fo mana fee nenorik laꞌe-neu Lamatuak Yesus Eno-dala Masodan boe.
ACT.15.36	Neu Paulus no Barnabas leo doo-doo numa Antiokia, boe ma Paulus kokolak neu Barnabas nae, “Kaꞌa! Mai fo ita fali teni basa mamanak kara fo fai maneuk kara ita tuli tita sara naa teu. Ita teu tiro-dangga soba ita hatahori kamaheren nara masodan. Ara talo bee ena, ee? Te hatahori iar bei ta dook ka ramahere neu Lamatuak Yesus. Fai maneuk kara ita mulai tanori sara ena. Dadi mai fo ita teu tiro-dangga sara.” 
