MAT.1.3	Yúda mú byâ Farɛs bá Zára, nyɔɔŋgʉ́ wáŋ wə́ Tamar. Farɛs mú byâ Ɛsrom. Ɛsrom byâ Aram. 
JHN.14.31	í yida jɨɨ nə́ buud bwə́ mpúg nə́ mə́ cɛɛl Dâ, mə́ dʉ sá ísâ njɨ váál Dâ nyə á cɛ̧ɛ̧lə nə́ mə bág dʉ sá yí. Tɔ́wʉ́gâ shé wúgá wa!»
JHN.15.2	Lɔ̂w wɛ̂sh í nɔ́ɔ́d mə́dɨ́ í kú nə ibumə́ yí, a yîl wo. Wɔɔŋg wɛ̂sh í ŋgə́ wúmə yí, a kwambʉlə wo shú nə́ í nyíŋgəg mpu wúmə. 
JHN.15.3	Bɨ mə́ bwey ntâg bə mífúbán, minjɨ́ɨ́gʉ́lá mə́ mə́ jɨ́ɨ́gʉli bɨ́ myá mí mə́ bwey fúb bɨ̂. 
JHN.15.4	Nadagá nə mə, nə́mə́ nda mə́ mə́ nada nə bɨ́ nə́. Lɔ̂w lɨ́ɨ́ í cúgɛ́ nə ŋkul wúmə ntʉ́nɨ, í kú bə í nɔ́ɔ́d kug lɨ́ɨ́d. Nə́mə́ váál ŋgwúd, bɨ́ cugɛ́ nə ŋkul bə nə mpumə́ ŋkí bɨ anádáyɛ́ nə mə yí. 
JHN.15.5	Mə wə́ jísə́ shug lʉ́ kwoolú vînyə, bɨ bâŋ milɔ̂w. Nyɔɔŋg mə nádá nə mə, mə ŋwa jiya nyə́dɨ́ lámʉ́d yɛ́, a bá bə nə ibumə́ məŋkund məŋkund; bɨ mə mpú nə́ bɨ́ cugɛ́ nə ŋkul sá sâ mə kú bə.
JHN.15.6	Múúd mə ká bə kú nada nə mə, bwə́ bá wusə nyə tɔ́ɔ́n, a mú bə nda lɔ̂w kwoolú vînyə í áshígɛ́ wúmə yí. Milɔ̂w myɔɔŋg mí dʉ shwáás nə́ ndɛɛ́, bwə́ cwéég myo kʉl kuda dɨ́, mí kə jígə. 
JHN.15.7	Bɨ́ mə́ ká nada nə mə, iciyá byâm ŋwa jiya bɨ́dɨ́ mílámʉ́d ɨɨ́, bɨ́ je gwáámb sâ jɛ̂sh bɨ́ mə́ jɨ́ɨ́ yí, í bə. 
JHN.15.8	Zhɨɨ́ bɨ́ bɨ́ nə ŋkul sá nə́ Dâ ŋwág gúmə́ yí nyísə nə́, bɨ bə́g nə ibumə́ məŋkund məŋkund ɨɨ́, lwágʉlə nə́ bɨ bʉ́sə *ompwíín báamə́. 
JHN.15.9	Mə mə́ cɛɛl bɨ́ nə́mə́ nda Dâ mə cɛ́ɛ́l mə nə́; nadagá mə́dɨ́ cɛɛlíd. 
JHN.15.10	Bɨ́ mə́ ká wá mílúu mə́cɛ̧ɛ̧ mâm dɨ́, bɨ́ nada mə́dɨ́ cɛɛlíd, nə́mə́ nda mə́ mə́ wá lúu mə́cɛ̧ɛ̧ mə́ Dâ dɨ́, mə nada nyə́dɨ́ cɛɛlíd nə́.
JHN.15.12	Cɛ̧ɛ̧ dâm wə́: Cɨɨlagá bɨmɛ́fwó nə bɨmɛ́fwó nə́mə́ nda mə́ cɛ́ɛ́l bɨ́ nə́. 
JHN.15.13	Gúl cɛɛlí í ányíŋgɛ́ ntɔ̧ jɔɔŋg jɨ nə́ muud mə́ kɛɛnzh cʉg jé shú óshwə́ bɛ́ yí. 
JHN.15.14	Bɨ́ mə́ ká wá mílúu mə́cɛ̧ɛ̧ mâm dɨ́, bɨ bʉ́sə oshwə́ bâm. 
JHN.15.15	Mə aŋgɛ̂ ná ŋwa bɨ́ nə́ osɔ́ɔl ɔ mə́sáal, sɔ́ɔl məsáal nyə ádɛ́ mpu sâ mása yé ŋgə́ sá yí. Mə ŋgə ŋwa bɨ́ nə́ oshwə́ bâm, mə a mə́ sá nə́ bɨ mpúg sâ jɛ̂sh mə á gwág nə Sɔ́ɔ́ŋgʉ́ waam yí. 
JHN.15.16	Bɨ dɨ́ bɨ a fɛ́ɛ́sh mə; mə wə́ mə a fɛ́ɛ́sh bɨ́, mə yə bɨ́ sɛ́y nə́ bɨ kə́g, kə ŋgə bə nə ibumə́, ibumə́ byɔɔŋg í ji kandʉgə. Í ká bə ntɔ́, Dâ dʉ bá yə bɨ́ sâ jɛ̂sh bɨ́ mə́ bá dʉ gwáámb nə jínə́ dâm yí. 
JHN.15.17	Sâ mə́ ŋgə́ cɨ nə́ bɨ sáág yí jɨ́ nə́ bɨ cɨ́ɨ́lag bɨmɛ́fwó nə bɨmɛ́fwó.»
JHN.15.19	Bɨ mbə̂m bə búúd ɔ shí ga, ki buud ɔ shí ga bwə́ mə́ cɛɛl bɨ̂ nə́ bɨ bʉ́sə buud báŋ. Ká, bɨ́ cugɛ́ búúd ɔ shí ga, mə a fɛ́ɛ́sh bɨ́, mə wá mbɛ́ɛ́gí mpə́dʉ́gá bɨnɔ́ŋ bwo, gwə́ wə́ búúd ɔ shí ga bwə́ ŋgə́ mpii bɨ́ yí. 
JHN.15.20	Bɨ ɔ tə́dʉ́gá lə́sʉ́ mə́ á lás nə bɨ́ yí, nə́: “Lwaá í ádɛ́ bwɛlɛ ntɔ̧ mása”. Kagá mpu nə́ ŋkí bwə́ á lwágʉlə mə cúwʉ́lí, bwə́ bá nə́mə́ lwágʉlə bɨ́ cúwʉ́lí; ŋkí bwə́ á bə nə məgwág nə lə́sʉ́ wâm, bwə́ bá nə́mə́ bə nə məgwág nə lə́sʉ́ wʉ́n. 
JHN.15.21	Bwə́ bá dʉ sá bɨ́ isâ ínɨ byɛ̂sh nəcé bɨ́ bə́lə búúd bâm, bâŋ bwə́ ámpúyɛ́ ntâg muud nyə á ntɨ mə yɛ́. 
JHN.15.22	Mə a mbə̂m bə kú zə, zə lésha nə bwo, bwə́ nda bə nə *sə́m; ká, bwə́ cúgɛ́ nə kɔɔd bwə́ káádʉg shú sə́m wáŋ ja gaád yí. 
JHN.15.23	Muud ŋgə́ mpii mə yɛ́ ŋgə mpii Sɔ́ɔ́ŋgʉ́ waamə̂. 
JHN.15.24	Mə a mbə̂m bə kú sá mísɔ́ɔ́lʉ́gʉ́ mə́ á sá bwə́dɨ́ myá, misɔ́ɔ́lʉ́gʉ́ múúd nyə abwɛ́lɛ́ sá myá, bwə́ nda bə nə sə́m; ká, bwə́ á mə́ dʉ́g mísɔ́ɔ́lʉ́gʉ́ myɔɔŋgʉ́, njɨ bwə́ ŋgə mpii sə́, nə mə nə Sɔ́ɔ́ŋgʉ́ waamə̂. 
JHN.15.25	Njɨ, í ŋgə bə ntɔ́ shú nə́ sâ jísə́ cilyá bwə́dɨ́ mə́cɛ̧ɛ̧ dɨ́ yí í bwə́mag; jísə cilyá nə́: “Bwə́ á mpii mə kú nə sâ mə́ á sá bwo yí.”
JHN.15.27	Bɨ́, bɨ mə bá nə́mə́ dʉ bwiiŋg sâ í dʉ́gyá nə mə yí, nəcé shé á mə́ bə sámbá té mə́tɛ́ɛ́dʉ́lé.»
JHN.16.1	«Mə ŋgə bwey jaaw bɨ́ isâ ínɨ shú nə́ bɨ́ nda bá biil mə́bwə́bʉ́lánʉ́d. 
JHN.16.2	Mpugá nə́ bwə́ bá dʉ yîl bɨ́ *mə́mpáánzə́ mə́ mínjɨ́ɨ́gʉ́lád. Dúl wəla í bá ntâg zə bə nə́, buud bwə́ bá dʉ tə́dʉga nə́ ja nyâŋ mə gwú ŋgwɔ́l a bɨ́dɨ́ yí, a mə́ yə Zɛmbî gúmə́ fwámɛ́ yə. 
JHN.16.3	Bwə́ bá dʉ sá ntɔ́ nəcé bwə́ áshígɛ́ mpu Dâ, kú nə́mə́ mpu mə. 
JHN.16.4	Njɨ, mə ŋgə bwey jaaw bɨ́ isâ ínɨ shú nə́ ja wəla dɔɔŋg í bá wɔ́ɔ́s yí, bɨ ɔ bá tə́dʉga nə́ mə á shí jaaw bɨ̂.»
JHN.16.4	«Mə a shígɛ́ fwo bwey jaaw bɨ́ isâ ínɨ mə́tɛ́ɛ́dʉ́léd nəcé sə́nɔ̂ŋ bɨ́ sə́ á bə ná sámbá. 
JHN.16.5	Ká ja gaád ɨɨ́, mə zə́ kə wə́ muud nyə á ntɨ mə yɛ́, tɔɔ muud a bɨ́dɨ́ sámbá nyə ashílɛ́ ntâg mə nə́: “Wo kə́ ŋgow?” 
JHN.16.6	Njɨ, nda mə́ ŋgə́ jaaw bɨ́ isâ ínɨ nə́, bɨ mə́ shîn bul bə nə məcɛy mílámʉ́d. 
JHN.16.7	Njɨ, tɛɛm bə ntɔ́, mə mə́ jaaw bɨ́ bʉ́bə́lɛ́. Í yida bə bɨ́ nə mfíí nə́ mə kyéyʉg; mə́ ká bə kú kə, muud mə bá zə dʉ bándʉlə bɨ́ yɛ́ kú zə bɨ́dɨ́. Mə́ ká yida kə, mə mú bá ntɨ bɨ́ nyə. 
JHN.16.8	Ja á bá ntâg zə yí, a bá zə sá nə́ buud ɔ shí ga bwə́ mpúg iwushí bʉ́sə́ nə ndɨ́ kɔ́ɔ́mb á *sə́m, nə otʉ́təlí, nə sémbyé mílə́sʉ́ yí. 
JHN.16.9	Iwushí bʉ́sə́ nə ndɨ́ kɔ́ɔ́mb á sə́m yí bísə nə́ bwə́ abúgʉ́láyɛ́ mə. 
JHN.16.10	Bwə́ nyiŋgə bə nə iwushí kɔ́ɔ́mb á otʉ́təlí dɨ̂; byáŋ bísə nəcé mə zə kə wə́ Dâ, bɨ ányiŋgəyɛ́ ná dʉ́g mə.
JHN.16.11	Bwə́ ka nə́mə́ nyiŋgə bə nə iwushí kɔ́ɔ́mb á sémbyé mílə́sʉ́d; bísə nəcé Zɛmbî mə́ bwey sámb Cî á shí ga lə́sʉ́ yé
JHN.16.12	«Mə jɨ ná nə zhwog isâ nə́ mə ŋgə́g nə jaaw bɨ̂; njɨ, bɨ́ cugɛ́ nə ŋkul jísɔw byo kɨ́kɨdɨ́ga. 
JHN.16.13	Ja Shíshim á obʉ́bə́lɛ́ mə bá zə yí, a bá jaand nə bɨ́ nə́ ndɛɛ́ bɨ́ wámbʉlə óbʉ́bə́lɛ́ bɛ̂sh. Nyə abʉ́lɛ́ dʉ lás ísâ nə lúú yé, a bá dʉ kala bɨ́ isâ bwə́ bá dʉ jaaw nyə yí, a dʉ jaaw bɨ́ isâ í bá sɨ̂y yí. 
JHN.16.14	A bá sá nə́ mə ŋwág gúmə́, nəcé a bá dʉ lə́g ísâ byâm a dʉ jaaw bɨ̂. 
JHN.16.15	Sâ jɛ̂sh Sɔ́ɔ́ŋgʉ́ waam jɨ́ nə ndɨ́ yí jísə sâ jâm, gwə́ wə́ mə́ cɨ́ nə́ a bá jaaw bɨ́ isâ á bá lə́g mə́dɨ́ yí.»
JHN.16.17	Bɔ́ɔ́l *ómpwíín bwə́ mú ŋgə cɨ bwə́mɛ́ nə bwə́mɛ́ nə́: «Jɨ́ gwə́mɛ́fwó á ŋgə́ cɛɛl cɨ yí? A cɨ nə́: “Í mə́ lʉ́g bʉ́baalɛ́ fwála, bɨ á nyiŋgəyɛ́ ná dʉ́g mə; gúl bʉ́baalɛ́ fwála kú nyiŋgə cɔ̧̂, bɨ mú nyiŋgə dʉ́g mə.” Nyə ámə fwo nə́mə́ cɨ nə́: “Mə zə́ kə wə́ Dâ.” Ntɔ́ mə́ kə́ nə́ jɨ?» 
JHN.16.18	Bwə́ nə́: «“Bʉ́baalɛ́ fwála” ntɔ́ nyɛ mə kə́ nə́ jɨ́? Sə́ ampúyɛ́ sâ á ŋgə́ cɛɛl cɨ yí.» 
JHN.16.19	Yésus músə mpu nə́ bwə́ wál cɛɛl zə jî nyə mishílí, a mú ka cɨ nə bwo nə́: «Mə ámə cɨ nə bɨ́ nə́: “Í mə́ lʉ́g bʉ́baalɛ́ fwála, bɨ á nyiŋgəyɛ́ ná dʉ́g mə; bʉ́baalɛ́ fwála ká nyiŋgə cɔ̧̂, bɨ mú nyiŋgə dʉ́g mə.” Gwə́ wə́ bɨ́ ŋgə́ sɔ̧́ bɨmɛ́fwó nə bɨmɛ́fwó nə́ bɨ mə wámbʉlə yí? 
JHN.16.20	Bʉ́bə́lɛ́, mə́ jaaw bɨ́ nə́, bɨ mə bá jɨɨ mə́yə̂, bɨ́ tədʉwa, buud ɔ shí ga bâŋ bwə́ ŋgə́ zhwiimbya. Bɨ mə bá bə nə məcɛy mə lâm, njɨ məcɛy mɔɔŋg mə́ bá nyɛɛ bɨ́ məshusʉg. 
JHN.16.21	Ja múdá wəla lʉ byɛ́yí í dʉ wɔ́ɔ́s yí, ŋgaá á dʉ bə nə məcɛy. Ŋgaá ja á mə́ byâ yí nyə ádɛ́ ná tə́dʉga mə́cɛy, a yida gwág mə́shusʉg nə́ a mə́ byá? 
JHN.16.22	Nə́mə́ mbií ŋgwúd wɔɔŋgʉ́, bɨ́ bʉ́sə nə məcɛy ja gaád; njɨ, mə bá nyiŋgə dʉ́g bɨ́, bɨ́ ka bá bə nə məshusʉg; muud nyə abʉ́lɛ bwɛlɛ dɛ́ɛ́g bɨ́ mâŋ mə́shusʉg. 
JHN.16.23	Ja jwɔ̂w dɔɔŋg í bá bə yí, bɨ abʉ́lɛ ná nyiŋgə jî mə shílí tɔɔ gúl sâ nə gúl. Bʉ́bə́lɛ́, mə́ jaaw bɨ́ nə́, bɨ́ mə́ ká gwáámb Dâ sâ nə jínə́ dâm, a yə bɨ́ gwo. 
JHN.16.24	Wɔ́ɔ́s nə kɨ́kɨdɨ́ga, bɨ afwóyɛ́ ná gwáámb sâ nə jínə́ dâm. Gwáámbʉ́gá, bɨ é bii, məshusʉg ka bə bɨ́ kú nə njɨ.»
JHN.16.26	Jwɔ̂w dɔɔŋgʉ́, bɨ mə bá gwáámb Dâ isâ nə jínə́ dâm, mə acɨ́yɛ́ nə́ mə bá jəgʉla nə nyə shú dʉ́n, mbɔ̂; 
JHN.16.27	nyəmɛ́fwó mə́ cɛɛl bɨ́. A cɛɛl bɨ́ nəcé bɨ á cɛɛl mə, bɨ́ magʉlə nə́ mə á wú wə́ Zɛmbî. 
JHN.16.28	Mə á wú wə́ Dâ, mə zə wa shí mishwun; ja gaád ɨɨ́, mə zə́ wú wa shí mishwun kə wə́ Dâ.»
JHN.16.29	*Ompwíín bɛ́ bwə́ mú cɨ nə nyə nə́: «Wo mə́ dʉ́g ɨɨ́, wo mú ŋgə lás ja gaád nə́ kpwɔɔ́ kpwɔɔ́, kú ná nyiŋgə bə ómpwokwoond dɨ̂. 
JHN.16.30	Sə́ mə́ mpu ja gaád nə́ wɛɛ mə mpú sâ jɛ̂sh, nə́ í ajɨ́ɨ́yɛ́ nə́ muud shílə́g wo shílí. Gwə́ wə́ sə́ mə́ ka magʉlə nə́ wo a wú wə́ Zɛmbî yí.» 
JHN.16.31	Yésus mú bɛ̧sa nə bwo nə́: «Bɨ mə́ ka tɛɛm magʉlə ja gaád ɛ̧ɛ̧́? 
JHN.16.32	Dʉgá, dúl wəla í bá zə bə, í mə́ bwey nə́mə́ bə, wəla á nə́ bɨ é cɨɨma, muud yɛ̂sh kə jé kɔ́ɔ́mb, bɨ́ lʉ́gə mə məmɛ́fwó. Njɨ, mə cugɛ́ mə́mɛ́fwó, sá Dâ wə́ bʉ́sə́. 
JHN.16.33	Mə ŋgə bwey jaaw bɨ́ isâ ínɨ shú nə́ bɨ bə́g nə mətəla mə́dɨ́ kwoŋʉd. Shí ga í bá lwágʉlə bɨ́ *incwaw í ntʉg; njɨ bɨ ɔ́ lwóyá íŋkáŋ, mɛɛ mə́ ntɔ̧ *mə́ŋkul mâ shí ga.»
JHN.17.2	A ŋwág gúmə́ shú nə́ a yə́g buud bɛ̂sh wo á yə nyə wá cʉg á kandʉgə kandʉgə, nda wo á yə nyə ŋkul nə́ a jwúg nə buud bɛ̂sh nə́. 
JHN.17.3	Cʉg á kandʉgə kandʉgə jɔɔŋg jísə nə́ muud mpúg wo, fwámɛ́ Zɛmbî ŋgwûd nə ŋgwûd jísə́ yɛ́, ka nə́mə́ mpu Yésus-Krîst muud wo á ntɨ yɛ́. 
JHN.17.4	Mə mə́ sá nə́ wo ŋwág gúmə́ shí gaád, mə mə́ casʉlə ísɛ́y wo á cɨ nə́ mə sáág yí. 
JHN.17.5	Dâ, mə á bwey dʉ bə nə gúmə́ wódɨ́ koogʉ́, shí nə gwɔ̂w nda fwo bə; ság ja gaád nə́ mə nyíŋgəg bə nə gúmə́ jɔɔŋg wódɨ́ koogʉ́.
JHN.17.7	Bwə́ mə́ mpu ja gaád nə́ sâ jɛ̂sh wo á yə mə yí í á wú wódɨ́, 
JHN.17.8	nəcé iciyá wo á yə mə yí, mə á yə bwo byo. Bwə́ á mə́ bii byo, bwə́ á mə́ mpu fwámɛ́ mpu nə́ mə á wú wódɨ́, bwə́ á mə́ ntâg magʉlə nə́ wo á ntɨ mə. 
JHN.17.9	Mə ŋgə jəgʉla shú dáŋ, kú bə shú búúd ɔ shí ga; mə ŋgə jəgʉla shú búúd wo á yə mə wá, nəcé bʉ́sə buud bwô. 
JHN.17.10	Sâ jɛ̂sh mə́ jɨ́ nə ndɨ́ yí jísə sâ gwô, jɔɔŋg jɛ̂sh wó jɨ́ nə ndɨ́ yí jísə sâ jâm. Buud wo á yə mə wá bwə́ á mə́ sá nə́ mə ŋwág gúmə́. 
JHN.17.11	Mə ányiŋgəyɛ́ ná bə wa shí, mə ŋgə zə nûŋ wódɨ́, njɨ bâŋ bʉ́sə ná wa shí. Dâ, wo muud wó ádɛ́ sɛɛŋgya nə məbɔ̂w yɛ́, baagʉləg bwo nə ŋkul nyísə́ wódɨ́ jínə́ dɨ́ yí, ŋkul wo á yə mə yí. Baagʉləg bwo ntɔ́, bwə́ bə́g sâ ŋgwûd nə́mə́ nda mə nə wo, shwə́ bʉ́sə́ sâ ŋgwûd nə́. 
JHN.17.12	Ja sə́nɔ́ŋ sə́ á bə yí, mə á ŋgə baagʉlə bwo nə ŋkul nyísə́ wódɨ́ jínə́ dɨ́ yí; mə á dʉ baagʉsə bwo nə́ ndɛɛ́, tɔɔ ŋgwûd nyə a shígɛ́ jímb, sʉsaalɛ̂ nə́mə́ njɨ nyɔɔŋg nyə á bə nə́ a bá jímb yɛ́. Ntɔ́, sâ jɨ́ mícilyád yí í á mə́ bwəma. 
JHN.17.13	Mə ŋgə zə wódɨ́ ja gaád; mə ŋgə ná lás lə́sʉ́ ga mə njúl wa shí shú nə́ məshusʉg mâm mə́ kálag bwə́dɨ́ kú nə njɨ. 
JHN.17.14	Mə á yə bwo iciyá byô, buud ɔ shí ga bwə́ mú ntâg mpii bwo; bwə́ mpii bwo nəcé báá bwə́ cúgɛ́ búúd ɔ shí ga, nə́mə́ nda mə́ cúgɛ́ múúd a shí ga nə́. 
JHN.17.15	Mə acɨ́yɛ́ nə́ wo yílʉ́g bwo shí gaád, mbɔ̂. Mə́ yida cɨ nə́ wo báágʉləg bwo, Mbʉ́wʉ́lú múúd nda sá bwo sâ. 
JHN.17.16	Bwə́ cúgɛ́ búúd ɔ shí ga, nə́mə́ nda mə́ cúgɛ́ muud a shí ga nə́. 
JHN.17.17	Ság nə́ bwə́ ŋgə́g nə bɛ̧ obʉ́bə́lɛ́ bwô, bwə́ ka ŋgə béégya nə məbɔ̂w; kɛ́ɛl dwô dʉ́sə obʉ́bə́lɛ́. 
JHN.17.18	Wo á ntɨ mə shí gaád, mə zə́ nə́mə́ kənd bwo shí gaád. 
JHN.17.19	Mə tə́l mə́mɛ́fwó jâm cé shú nə́ obʉ́bə́lɛ́ bwə́ sáág nə́ bwə́ béégyág nə məbɔ̂w.
JHN.17.20	«Mə aŋgɛ̂ nə bul jəgʉla njɨ shú dáŋ. Mə́ jəgʉla nə́mə́ shú búúd bɛ̂sh bwə́ bá *búgʉla mə nəcé láŋ wáŋ wá. 
JHN.17.21	Mə́ jəgʉla nə wo nə́ bɛ̂sh bwə́ bə́g sâ ŋgwúd. Dâ, wo jɨ mə́dɨ́ cwû, mə njúl wódɨ́ cwû
JHN.17.22	Mə a mə́ yə bwo milwanə́ wo á yə mə myá, nə́ bwə́ bə́g sâ ŋgwúd nə́mə́ nda shwə́ bʉ́sə́ sâ ŋgwúd nə́, 
JHN.17.23	í bə́g nə́, mə njúl bwə́dɨ́ cwû, wo njúl mə́dɨ́ cwû, bwə́ mú bə sâ ŋgwúdʉ́ váál í jə́la yí, buud bwə́ mú mpu nə́ wo á ntɨ mə, wó cɛɛl ntâg nə́mə́ bwo nda wó cɛ́ɛ́l mə nə́. 
JHN.17.24	Dâ, mə́ jɨɨ nə́ kʉ́l mə́ jísə́ yí, sə́nɔ̂ŋ buud wo á yə mə wá sə́ bə́g, bwə́ bényʉg milwanə́ wo á yə mə myá. Wo á yə mə myo nəcé wo á bwey cɛɛl mə wo nda fwo fwɔ̧ shí nə gwɔ̂w. 
JHN.17.25	Dâ, wo muud jɨ́ tʉ́təlí yɛ́, buud ɔ shí ga bwə́ ámpúyɛ́ wo, mɛɛ mə mpú wo, buud wo á yə mə ɔ́ga bwə́ á mə́ mpu nə́ wo á ntɨ mə. 
JHN.17.26	Mə a mə́ sá nə́ bwə́ mpúg sâ wó jísə́ yí, mə é nyiŋgə nə́mə́ ŋgə sá, shú nə́ váál cɛɛlí wó cɛ́ɛ́l mə yí í bə́g bwə́dɨ́ ícʉg dɨ́, mə njúl bwə́dɨ́ ícʉgʉd.»
JHN.18.2	Na jɨ nə́, Yúdas, muud nyə á kusha nə nyə yɛ́, nyə á bwey dʉ mpu kʉ́kʉ́l jɔɔŋgʉ́, nəcé Yésus nyə á kə dʉ sɛɛŋgya nə ompwíín bɛ́ wu ija ija. 
JHN.18.3	Milúlúú myâ ofada bə́nɔ̂ŋ *Ofarizyɛ̂ŋ bwə́ á ka kənd kínda ózɨmbɨ nə ifulísh nə́ bwə́ kə́g bii Yésus. Bwə́ á ka ŋwa imɔɔs nə məlámba nə məkwɔ̧ɔ̧ mə dɔ́ɔ́mb. Yúdas mú ŋwa bwo, bə́nɔ́ŋ bwə́ mú kə fambə́ jɔɔŋgʉ́d. 
JHN.18.4	Yésus nyə á ŋgə bwey mpu sâ í zə́ bə nə nyə yí; a mú ka shísh bwə́dɨ́, kə jî bwo nə́: «Bɨ́ ŋgə sɔ̧́ zə?» 
JHN.18.5	Bwə́ nə́: «Sə́ ŋgə sɔ̧́ Yésus á Nazarɛ̂t.» Nyə nə bwo nə́: «Mə wə́ ɛ́ga». Yúdas, muud nyə á kusha nə nyə yɛ́, bə́nɔ̂ŋ buud ɔ́nɨ bwə́ njúl sámbá. 
JHN.18.6	Í á ka bə, Yésus ká nə́mə́ cɨ nə bwo nə́: «Mə wə́ ɛ́ga», seegya njɨ bwə́ mú ŋgə cúculə nə mikwoŋ nə́ ndɛɛ́ kə ŋgə bʉ́la shí. 
JHN.18.7	Yésus mú nyiŋgə jî bwo nə́: «Bɨ́ ŋgə sɔ̧́ zə?» Bwə́ nə́: «Sə́ ŋgə sɔ̧́ Yésus á Nazarɛ̂t.» 
JHN.18.8	Yésus mú cɨ nə bwo nə́: «Mə shí cɨ nə́: “Mə wə́ ɛ́ga”. Ŋkí mə wə́ bɨ́ ŋgə́ sɔ̧́ yɛ́, bɨ́dʉ́gá bʉ́ga, báá bwə́ kə́g.» 
JHN.18.9	Yésus nyə á cɨ ntɔ́ shú nə́ ciyá nyə́ á fwo bwey cɨ yí í bwə́mag; nyə á fwo bwey cɨ nə́: «Buud wo á yə mə wá, mə a shígɛ́ jímbal tɔɔ ŋgwûd.» 
JHN.18.10	Nə́ ndɛɛ́, Shímun Pyɛ̂r nyə á bə nə kafwɛlɛ. A mú wéém gwo, taad ŋgwɔ́l sɔ́ɔl məsáal mə Ajəlácɨ á ofada, í mú sámb nyə lwə́ á mbwə́ məncwûm. Sɔ́ɔl məsáal wɔɔŋg nyə á bə nə jínə́ nə́ Málkus. 
JHN.18.11	Njɨ, Yésus mú cɨ nə Pyɛ̂r nə́: «Fɛɛnʉ́g kafwɛlɛ gwô kʉ́l í dʉ ji yí. Ye mə bə́g kú ŋgul bálá Dâ mə́ yə mə yí?» 
JHN.18.12	Nə́ ndɛɛ́, nə kínda ózɨmbɨ, nə tɔ́we shwóg wáŋ, nə ifulísh í *Oyúdɛn bwə́ mú bii Yésus, wɔ́ɔlə nyə məŋkəda.
JHN.18.14	Kayíf wɔɔŋg wə́ nyə á cɨ nə *Oyúdɛn nə́ í yida bə nə mfíí nə́ muud ŋgwûd yə́g shú kúl búúd jɛ̂sh ncindî yɛ́.
JHN.18.16	Pyɛ̂r nyɛ nyə a lʉ́g tɔ́ɔ́n, kúnə́-kúnə nə́ mpumbɛ́. Mpwíín Ajəlácɨ á ofada nyə á dʉ mpu ɛ́nɛ mú zə tɔ́ɔ́n, zə lésha nə mudá nyə á dʉ baagʉlə mpumbɛ́ yɛ́ nə́ ndɛɛ́ nyíŋgal Pyɛ̂r cwû. 
JHN.18.17	Mudá nyə á dʉ baagʉlə mpumbɛ́ yɛ́ mú cɨ nə Pyɛ̂r nə́: «Ŋgaá wo jɨ nə́mə́ mpwíín mə múúd ɛ́nɛ.» Pyɛ̂r nə́: «Kú bə mɛ̂! Mə cugɛ́ mpwíín yé.» 
JHN.18.18	Osɔ́ɔl ɔ mə́sáal bə́nɔ̂ŋ ifulísh bwə́ á bə bwə́ mə́ jida kuda máág, ka ŋgə gwáalə, nəcé yɔ̂ŋ. Pyɛ̂r nyə á ka nə́mə́ ŋgə gwáalə kuda cínɔŋg bwə́dɨ́.
JHN.18.19	Ajəlácɨ á ofada mú ŋgə shílə Yésus mishílí mí dʉ́gyá nə *ompwíín bɛ́ nə minjɨ́ɨ́gʉ́lá nyə á dʉ jɨ́ɨ́gʉli myá. 
JHN.18.20	Yésus mú bɛ̧sa nə nyə nə́: «Mə á dʉ lás nə buud bɛ̂sh nə́ kpwɔɔ́-kpwɔɔ́, mə á dʉ yə buud minjɨ́ɨ́gʉ́lá ja jɛ̂sh *mə́mpáánzə́ mə́ mínjɨ́ɨ́gʉ́lád nə *Luŋ mə́ Zɛmbî dɨ́, kʉ́l *Oyúdɛn bɛ̂sh bwə́ á dʉ sɛɛŋgya yí, mə a shígɛ́ dʉ lás mə́shwoó məshwoó. 
JHN.18.21	Nəcé jɨ́ wó zə́ ŋgə jî mə mishílí yí? Shílə́g búúd bwə́ á dʉ gwág mə wá sâ mə á dʉ lás yí, bwə́ mpû sâ mə́ á dʉ cɨ yí.» 
JHN.18.22	Ja gúl fulísh mə́ gwág Yésus mə́ bɛ̧sa ntʉ́nɨ yí, a mə́ tɨ́ Yésus bɔ́ɔ́nz, a bâm nə nyə nə́: «Wo bɛ̧sa nə Ajəlácɨ á ofada ntʉ́nɨ?» 
JHN.18.23	Yésus mú bɛ̧sa nə́: «Ŋkí mə ámə jag lás ɨɨ́, lwóg sâ mə ámə jág cɨ yí. Ká, ŋkí mə ámə mpu lás ɨɨ́, nəcé jɨ́ wó yíd mə yí?» 
JHN.18.24	Hána mú cɨ nə́ bwə́ kə́g nə Yésus wə́ Kayíf, bwə́ mú kə nə nyə, a njúl mə́ŋkədad.
JHN.18.25	Na nyə á bə, Shímun Pyɛ̂r ŋgə́ gwáalə kuda. Bwə́ mú cɨ nə nyə nə́: «Ŋgaá wo jɨ nə́mə́ *mpwíín yé?» Pyɛ̂r mú kɨ́ɨ́lya nyə, nyə nə́: «Kú bə mɛ̂! Mə cugɛ́ mpwíín yé.» 
JHN.18.26	Ŋgwɔ́l sɔ́ɔl məsáal mə́ Ajəlácɨ á ofada, a njúl nə byɛ̂l nə muud Pyɛ̂r nyə ámə sámb lwə́ yɛ́, mú máalə nyə nə́: «Ŋgaá mə shí dʉ́g bɨ́ná nûŋ fambə́?» 
