MAT.1.1	Ọkwukwo osnusno ọmumu Jizọsi Karaịsi, nnwọ Devidi, nnwọ Ebereham.
JHN.9.3	Jizọsi kaa, “Isni kpuru a bụ́o kwnornu nụ mmehie ke a mọbu ke ele mụrnu a. Kọvu o kpuru isni ma ẹrnu Chiokike whụya iwhne n'ẹhni a. 
JHN.9.4	A jaazị nọornu ẹrnu nye wam ziyaru m kpa ọbochi gwnarnụ, kwnornu nụ abalị vawa, nga ọ zá nye jeenwe rikne rnụ ẹrnu. 
JHN.9.5	Kpa me zịko n'ọwa, mawa bụ iwhne ke ọwa.”
JHN.9.6	Nga o kwukworu ka, ọ gbụsa ọnu-mini n'ẹli, gweru ọnu-mini wam me ọrura, o te ọrura wam n'anya nwerukna wam. 
JHN.9.7	Ọ kanụ a, “Zne snụ ruwhnu i n'Olulu Mini Saịlom” (ke bụ nye be ziznernu). Nwerukna wam zne, snụ ruwhnu a, hiehna nọowhnu ọsno.
JHN.9.8	Ele agbatibi a nụ ele whnụrnu hne ọ nọorio nhne nụ mbọm sịkwa, “Ka ọ bụ́o nwerukna wam dazị ẹli nọorio nhne?”
JHN.9.9	Agwna be kaa, “Ọ bụ ya.”
JHN.9.9	Ele berere kaa, “Ọ́za, o yiri ya.”
JHN.9.9	Kọvu nwerukna wam karụ, “Ọ bụ mawa.”
JHN.9.10	Be sịkwa a, “Ndaa kpa anya ị jiri kpume?”
JHN.9.11	Ọ sarụ, “Otu nwerukna be kwu Jizọsi mernu ọrura tesi n'anya m, kanụ m, ‘Zne n'Olulu Mini Saịlom snụ ruwhnu,’ kpa me snụrnu, m whnụrnu m ọsno.”
JHN.9.12	Be sịkwa a, “Nda hne ọ zị?”
JHN.9.12	Ọ kaa, “M máam.”
JHN.9.13	Be kwuznenu ele Farisi nwerukna wam kpuru isni nụ mbọm. 
JHN.9.14	Jizọsi mernu ọrura kpume anya nwerukna wam n'Ọbochi Ozukwa Inwe. 
JHN.9.15	Ele Farisi sịkwa nwerukna wam berere kpa o jiri nọowhnu ọsno. Ọ kanụ be, “O yisiri ọrura n'anya, m snụ ruwhnu m, kịtna, m nọowhnu ọsno.”
JHN.9.16	Agwna ele Farisi kaa, “Nwerukna ka híge nụ hne Chiokike zị va, kwnornu nụ ọ zá naabịta iwu ke Ọbochi Ozukwa Inwe.”
JHN.9.16	Ele berere kaa, “Ndaa kpa nye mmehie jeenwe rikne rnụ ẹrnu ndu-ẹhni ele ka?” Ka vuyarụ okewa n'esilawụru be. 
JHN.9.17	Ele Farisi sịkwa kwno nwerukna wam berere, “Ndaa nhne ị kwuru gbasịri nye wam kpumernu anya ị?”
JHN.9.17	Ọ sarụ be, “Ọ bụ nye ọwhnurninya.”
JHN.9.18	Kọvu ele risi ele Ju kwége nụ o kpuru isni nụ mbọm kọvu nọowhnu ọsno kịtna tem be sukwu ele mụrnu nwerukna wam. 
JHN.9.19	Be sịkwa be, “Ka ọ bụ nnwọ anụ, nye anụ karụ nụ o kpuru isni nga anụ mụrnu a? Ndaa kpa o jiri nọowhnu ọsno kịtna?”
JHN.9.20	Ele mụrnu a sarụ be, “Ọ bụ n'ezi nụ ọ bụ nnwọ aị, nye a mụrnu n'isni. 
JHN.9.21	Kọvu a máa kpa o jiri nọowhnu ọsno kịtna mọbu nye kpumernu anya a. Anụ sịkwahia a, ọ bụ okno badnụ, o jookwulinu ẹhni a.” 
JHN.9.22	Ele mụrnu a kwuru ka kwnornu nụ be nọotu ogwnu ele risi ele Ju. Kwnornu nụ ele risi ele Ju kwekọtaru nụ nye ọbula ke jookwuhịa nụ Jizọsi bụ Karaịsi, be jaachịhala a n'ọro ọgbako ele Ju. 
JHN.9.23	Ka kpahịaru ele mụrnu a karụ, “Ọ bụ okno badnụ, anụ sịkwa a.”
JHN.9.24	Be sukwu kwno nwerukna wam be mụrnu n'isni, be kanụ a, “Nyee Chiokike ọznarni, a magwụ nụ nwerukna ka bụ nye mmehie.”
JHN.9.25	Nwerukna wam kaa, “M máam ma ọ bụ nye mmehie, ma ọ bụ́o nye mmehie. Kọvu otu nhne bụ ke me mahịaru, m kpuru m isni nụ mbọm, kịtna m nọowhnu ọsno.”
JHN.9.26	Be sịkwa kwno a, “Kịni bụ nhne o mernu ị? Ndaa kpa o jiri kpume anya ị?”
JHN.9.27	Ọ sarụ be, “M kannụ m anụ nụ mbọm, anụ kwéle o bno nsnị. Anụ pioru ọ nụ a berere? Anụ noopio ọ bụru ele sno apna a sa?”
JHN.9.28	Be kpasị a iwhnerne, kaa, “I bụ nye sno apna nye ka, a bụ ele sno apna Mozizi. 
JHN.9.29	A magwụ nụ Chiokike kwunnu Mozizi ọka, kọvu nye ka, a máa hne o hi va.”
JHN.9.30	Nwerukna wam sarụ be, “Ka bụ nhne tụ n'anya, anụ máa hne o hi va, kọvu o kpumernu anya m. 
JHN.9.31	A magwụ nụ Chiokike zá noobnonu ele mmehie nsnị, kọvu o noobnonu ele nọosobisinu a nsnị bụ ele neeme nhne naamasị a. 
JHN.9.32	Ke ọwa panịzoru, ọ zá nye nụleru nụ o nwernu nye kpumernu anya nye be mụrnu n'isni. 
JHN.9.33	Ọ bụru nụ nwerukna ka híge n'aka Chiokike, o jéenwe rikne mee nhne ọbula.”
JHN.9.34	Be sarụ a, “Be mụrnu ị, znụlizo ị nụ rime mmehie. Ị jọobu nye jeezni aị nhne sa?” Be chịhala a nụ rime ọro ọgbako ele Ju.
JHN.9.35	Nga Jizọsi nụrnu nụ be chịhalaru a, o pohịa a, kaa, “I kweru nụ Nnwọ ke Badnụ?”
JHN.9.36	Nwerukna wam sịkwa Jizọsi, “Nda-aị-kwu, kanụ m nye ọ bụ ma m kweru m nụ ya.”
JHN.9.37	Jizọsi kanụ a, “Ị whnụnam a, ọ bụ nye nookwunu i ọka kịtna.”
JHN.9.38	Nwerukna wam kaa, “Nyenwe aị, m kweru m.” Ọ kpọnu a risi n'ẹli.
JHN.9.39	Jizọsi kaa, “M varụ m n'ọwa o kpe ikpe, ma ele kpuru isni whnụrnu ọsno, ma ele nọowhnu ọsno kpu isni.”
JHN.9.40	Agwna ele Farisi zị hne ọ zị nụrnu nhne o kwuru, be sịkwa a, “A bụ ele isni masị?”
JHN.9.41	Jizọsi kaa, “Ọ bụru nụ anụ kpuru isni, ikpe mmehie ba mána anụ, kọvu anụ karụ nụ anụ nọowhnu ọsno, anụ bụ ele ikpe mmehie marnụ.”
JHN.10.1	Jizọsi kaa, “Me kanụ anụ ezi ọka, nye ọbula ke gála nụ ọnu-mgbo bna n'ọro atnụrnu, kọvu garụ apna berere bna, bụ nye buznu n'ezi. 
JHN.10.2	Nye ke garụ n'ọnu-mgbo bna n'ọro atnụrnu bụ nye nọoznu atnụrnu. 
JHN.10.3	Nye neese ọnu-mgbo jaagbanụ a ọro, rụmu atnụrnu a nụrnu nkọli a, o sukwu rụmu atnụrnu a nụ rẹwhna be, duru be whọga. 
JHN.10.4	Nga ọ chịhiaru be, o beru be ọsno, rụmu atnụrnu a snornu a n'aznụ, kwnornu nụ be magwụ nkọli a. 
JHN.10.5	Be jóosno nye berere, kọvu be jaagbawhu, kwnornu nụ be máa nkọli nye izne.” 
JHN.10.6	Ka bụ elulu Jizọsi tnụnnu be, kọvu be ghọ́yage nhne ọ naakanụ be.
JHN.10.7	Jizọsi kanụ be berere, “Me kanụ anụ ezi ọka, mawa bụ ọnu-mgbo ke atnụrnu. 
JHN.10.8	Kpakara ele beru m ọsno va bụ ele buznu n'ezi. Atnụrnu wam bnóne be nsnị. 
JHN.10.9	Mawa bụ ọnu-mgbo. Be jọoznohia nye ọbula ke jeehi nụ rime m bna, ọ jaabna nụ rime, whọga kwno n'ederezi, whnụ ọri ọ jaata. 
JHN.10.10	Nye buznu varụ ma o znu buznu, gbu ogbu, lulu nhne, kọvu m varụ m ma be nwehịa bụdnu, bụ bụdnu ke zuru ozu.
JHN.10.11	“Mawa bụ ọmamarna nye znụ atnụrnu. Ọmamarna nye znụ atnụrnu jiknernu ọ nwụnu atnụrnu a ẹnwu. 
JHN.10.12	Nye be gnornu ẹrnu, nye atnụrnu wam bụ́o ke a, jẹesigbasi atnụrnu gbawhu nga ọ whnụrnu edu naava. Edu tagbu atnụrnu, chikeme kwo be. 
JHN.10.13	Ọ gbarụ ẹso kwnornu nụ atnụrnu bụ́o ke a, ọ bụ nye be gnornu ẹrnu, bụdnu rụmu atnụrnu wam zị́la a mkpa.
JHN.10.14	“Mawa bụ ọmamarna nye znụ atnụrnu. M maam atnụrnu m, atnụrnu m magwụ m masị. 
JHN.10.15	Lele kpa Nda m magwụ m, bụ kpa me magwụ Nda m. M nọotusanu rụmu atnụrnu m bụdnu m. 
JHN.10.16	M nwernu m rụmu atnụrnu berere ke zá n'ogbori atnụrnu ka, m jeegweya be. Be masị jọonu nkọli m, kpakara be jọoburu otu ogbori atnụrnu. Be jeenwe otu nye znụ atnụrnu. 
JHN.10.17	Ka bụ nhne kpayarụ Nda m jiri whnụ m n'anya kwnornu nụ m kweru m ọ tụbita bụdnu m, ma m gwelizọ a berere. 
JHN.10.18	Ọ zá nye nanahịa m bụdnu m. Mawa bịtaru a hite nụ mkpọma m. M nwernu rikne ọ bịta a, m nwe masịri m rikne o gwelizọ a. Ka bụ nhne Nda m nyernu m n'iwu.”
JHN.10.19	Ka kpayarụ okewa kwno n'esilawụru ele Ju. 
JHN.10.20	Agịda be naakaa, “Rẹnwu ọjo nwụgwu a, ọ bụ nye ẹra. Kịni mernu anụ noobno a nsnị?”
JHN.10.21	Kọvu ele berere kaa, “Nye rẹnwu ọjo nwụgwu, o jookwu ọka kpa? Ndaa kpa rẹnwu ọjo jookpumeli anya nye isni?”
JHN.10.22	N'ige Iriri Onyewhete Ọro Nsọ Chiokike dụru nụ Jerusẹlem, n'ige okirika, 
JHN.10.23	Jizọsi zị n'Ọro Nsọ Chiokike neezne izne nụ mgbemgbe ọro Solomọni. 
JHN.10.24	Ele Ju gba a gburugburu, znekwnusi a, kaa, “Ị bịtaru a n'ọchichiri ogologo ige, kawamanụ aị ọ bụru nụ jịwa bụ Karaịsi.”
JHN.10.25	Jizọsi sarụ be, “M kannụ m anụ, kọvu anụ kwége. Ẹrnu ndu-ẹhni me nọornu nụ rẹwhna Nda m naagbanụ m akebne. 
JHN.10.26	Kọvu anụ kwége kwnornu nụ anụ bụ́o atnụrnu ke m. 
JHN.10.27	Atnụrnu ke m nọonu nkọli m, m maam be, be noosno m n'aznụ. 
JHN.10.28	M neenye be bụdnu kwó okwo, be jọ́onwu rịa rịa. Ọ zá nye nwernu rikne dọhala be n'aka m. 
JHN.10.29	Nda m nye nyernu m be kakwo kpakara nhne berere. Ọ zá nye nwernu rikne dọhala be n'aka Nda m. 
JHN.10.30	Me nụ Nda m bụ otu.”
JHN.10.31	Ele risi ele Ju tụturu kwno akaworugwu be jọotu a. 
JHN.10.32	Jizọsi kanụ be, “M rnụrnu m agịda ẹrnu ndu-ẹhni nụ ruwhnu anụ ke Nda m nyernu m, ndaa ẹrnu ke anụ kwnornu nụ a nọotu m akaworugwu?”
JHN.10.33	Ele Ju sarụ a, “A jọ́otu ị akaworugwu kwnornu nụ ẹrnu ọma, kọvu kwnornu nụ ị kwuluru Chiokike hne ị bụ badnụ etekne, ị neeme ẹhni ị Chiokike.”
JHN.10.34	Jizọsi sarụ be, “Ọkwukwo nsọ anụ kwuru nụ Chiokike sukwuru be chi. 
JHN.10.35	O sukwuru be chi bụ ele nụrnu ikwu-ọnu Chiokike, aghalaghala zị́la nụ nhne be gbarụ n'ọkwukwo nsọ. 
JHN.10.36	Nda m họhiaru m, bịta m nsọ, ziya m n'ọwa. Ndaa kpa me nookwulu Chiokike kwnornu nụ m karụ m nụ m bụ m Nnwọ Chiokike? 
JHN.10.37	Anụ kwé, ọ bụru nụ m zá m nọornu ẹrnu Nda m. 
JHN.10.38	Kọvu ọ bụru nụ m nọornu ẹrnu Nda m, ọ bụbedi nụ anụ kwéle nụ me, anụ kweru n'ẹrnu m, ma anụ mahịa nụ Nda m zị nụ rime m, me nụ rime Nda m.” 
JHN.10.39	Be pio ọ nwudne a berere, kọvu o hi n'aka be whọgaru.
JHN.10.40	Jizọsi lahna n'aznụ Osimini Jọdani kịyari, hne Jọni wụru mini nụ mbọm. Ọ dazịri pịi. 
JHN.10.41	Agịda ele badnụ vakwnusi a, kaa, “Jọni rnụ́ge ẹrnu ndu-ẹhni, kọvu kpakara nhne Jọni kwuru gbasịri nwerukna ka bụ ezi ọka.” 
JHN.10.42	Agịda be kweru nụ ya pịi.
JHN.11.1	Otu nwerukna rẹwhna bụ Lazarọsi, nye wu nụ Bẹtani, dnarnụ ẹhni igbugbu. Bẹtani bụ hne Meri nụ nwene a rinya Mata wu. 
JHN.11.2	Ka bụ Meri wam ke wụsiri Jizọsi mọno otute, gweru rukeri-ize a kwnosnama ọchi a, bụ nye nwene a rukna Lazarọsi dnarnụ ẹhni igbugbu. 
JHN.11.3	Rụmu nne a rinya ziznenu Jizọsi izi kaa, “Nyenwe aị, enyi i ke ị whnụrnu n'anya naarịa arịa.”
JHN.11.4	Nga Jizọsi nụrnu a, ọ kaa, “Ẹhni igbugbu ka jọ́obu ẹnwu Lazarọsi, kọvu o jeenye Chiokike igwugwu ma be hite nụ a nyee Nnwọ Chiokike igwugwu.” 
JHN.11.5	Jizọsi whnụrnu Mata nụ nwene a rinya nụ Lazarọsi n'anya. 
JHN.11.6	Kọvu nga ọ nụrnu nụ Lazarọsi naarịa ẹhni igbugbu, ọ dazịri nụ hne ọ zị ọbochi lawụru berere.
JHN.11.7	Omekwo, ọ kanụ ele sno apna a, “Anụ va ma a lahna Judiya.”
JHN.11.8	Ele sno apna a kanụ a, “Nye-zni-nhne, o gbúle ọkwnu ele Ju pioru ọ tụ akaworugwu, ị naalahna kọriri pịi?”
JHN.11.9	Jizọsi sarụ be, “Otu ọbochi nwernu nri nụ awa lawụru, nye ọbula ke znernu izne n'iwhnehnie jọ́okpobi ọchi, kwnornu nụ ọ nọowhnu iwhne k'ọwa. 
JHN.11.10	Kọvu ọ bụru nụ o zne izne n'abalị, ọ jọokpobi ọchi, kwnornu nụ ọ zị́ iwhne zị nụ rime a.”
JHN.11.11	Nga Jizọsi kwukworu kpa, ọ kaa, “Lazarọsi enyi aị neezni anyarna, kọvu m jeezne ma m kpatne a.”
JHN.11.12	Ele sno apna a kaa, “Nyenwe aị, ọ bụru nụ o neezni anyarna, ẹhni jọoburu a ọma.” 
JHN.11.13	Kọvu nhne Jizọsi nookwu bụ nụ Lazarọsi nwụnam. Kọvu be neeche nụ ọ bụ ozni anyarna etekne.
JHN.11.14	Jizọsi kawhnomenu be, “Lazarọsi nwụnam. 
JHN.11.15	Mkpọma nọoso m n'ọnu kwnornu anụ, nụ m zị́la m hne ọ nwụrnu, ma anụ kweru. Anụ lizọ ma a znekwnusi a.”
JHN.11.16	Tọmosi, nye be kwu Didimọsi (ke bụ ejima) kanụ ele sno apna a ibne a, “Anụ lizọ ma a snornu a zne, ma a snornu a nwụ ẹnwu.”
JHN.11.17	Nga Jizọsi vaduru, ọ whnụrnu nụ be lilem Lazarọsi ọbochi ẹno wheru ewhe. 
JHN.11.18	Bẹtani dụ́la maịli lawụru hite nụ Jerusẹlem. 
JHN.11.19	Agịda ele Ju varụ ọ kasi Mata nụ Meri mkpọma kwnornu ẹnwu nwene be rukna. 
JHN.11.20	Nga Mata nụrnu nụ Jizọsi vawa, ọ whọga znekwnusi a, kọvu Meri dazịri n'ọro.
JHN.11.21	Mata kanụ Jizọsi, “Nyenwe aị, ọ bụru nụ ị zị hna, nwene m rukna bọ́ ọ nwụna. 
JHN.11.22	Kọvu m maam nụ nhne ọbula ị rịoru n'aka Chiokike, o jeenye i ya.”
JHN.11.23	Jizọsi kanụ a, “Nwene i rukna jeelizọ berere.”
JHN.11.24	Mata sa a, “M maam nụ o jeelizọ berere n'ọbochi ipne-aznụ.”
JHN.11.25	Jizọsi kanụ a, “Mawa bụ olizọ n'ẹnwu nụ bụdnu. Nye ọbula ke kweru nụ me, ọ bụrubedi nụ ọ nwụrnu ọnwu, ọ jaazị bụdnu. 
JHN.11.26	Berere kwno, nye ọbula ke zị bụdnu kweru nụ me jọ́onwu ẹnwu tim tọm. Mata, i kweru nhne me nookwu?”
JHN.11.27	Mata sarụ, “Owe! Nyenwe aị, m kweru m nụ jị bụ Karaịsi, Nnwọ Chiokike ke varụ n'ọwa.”
JHN.11.28	Nga Mata kwukworu ka, ọ lahna, sukwu Meri nwene a rinya ichne kanụ a, “Nye-zni-nhne zị hna, o noosukwu i.” 
JHN.11.29	Nga Meri nụrnu ka, o lizọ wara wara ma o kwnusi Jizọsi. 
JHN.11.30	Jizọsi yáavaduge nụ rime ẹli-ọhna, ọ zị kọriri nụ hne Mata kwnusiri a. 
JHN.11.31	Ele Ju be nụ Meri zị n'ọro naakasi a mkpọma, snornu a nga be whnụrnu nụ o lizọru wara wara whọga. Be neeche nụ o neezne akwna ẹkwna n'ilili.
JHN.11.32	Nga Meri dụru hne Jizọsi zị, whnụ a, ọ dna n'ẹli n'ọchi a, kaa, “Nyenwe aị, ọ bụru nụ ị zị hna, nwene m rukna bọ́ ọ nwuna.”
JHN.11.33	O metụru Jizọsi nụ mkpọma nga ọ whnụrnu Meri nụ ele Ju sno a naakwna ẹkwna, o gbu a igbugbu nụ mkpọma. 
JHN.11.34	Ọ sịkwa be, “Ndaa hne anụ vubiri a?”
JHN.11.34	Be kaa, “Nyenwe aị, va whnụrnu.”
JHN.11.35	Jizọsi kwnarnụ ẹkwna.
JHN.11.36	Ele Ju kaa, “Le, ọ whnụrnu a n'anya k'agịda.”
JHN.11.37	Kọvu agwna be kaa, “O kpumernu anya nwerukna kpuru isni, ọ bụ nụ o jéenwe rikne mee Lazarọsi gharụ ọ nwụ ẹnwu?”
JHN.11.38	O gbu kwno Jizọsi igbugbu nụ mkpọma, o zne n'ilili be gwuru nụ rime rugwu, be jiri rugwu kpusni ọnu a. 
JHN.11.39	Jizọsi kaa, “Anụ gweme rugwu ka.”
JHN.11.39	Mata, nwene rinya nwerukna wam nwụrnu ọnwu kaa, “Nyenwe aị, ọ jeenwe ẹknarna ọjo, kwnornu nụ tna bụ ọbochi ẹno be liri a.”
JHN.11.40	Jizọsi kaa, “Me kannụ ị nụ i jọowhnu igwugwu Chiokike ọ bụru nụ i jeekweru kpọi?”
JHN.11.41	Be vume rugwu wam. Jizọsi lelizọ anya n'olu, kaa, “Nda m, meka, kwnornu nụ i bnonem me nsnị. 
JHN.11.42	M magwụ m nụ i noobnonu m nsnị ige ọbula, kọvu kwnornu nụ ele ka zị hna m nookwu a ma be kweru nụ jị ziyaru m.”
JHN.11.43	Nga o kwukworu ka, o gweru okne nkọli siwama, “Lazarọsi, whụya.” 
JHN.11.44	Nwerukna wam nwụrnu ọnwu whụya, nye be ji ikpe iznu whụ a aka lawụru nụ ọchi lawụru, nụ ikpe be jiri whụ ruwhnu a. Jizọsi kanụ be, “Anụ tọma a, ma ọ la.”
JHN.11.45	Agịda ele Ju ele varụ elekwa Meri whnụrnu nhne Jizọsi mernu, kweru nụ ya. 
JHN.11.46	Kọvu agwna be lahna kanụ ele Farisi nhne Jizọsi mernu. 
JHN.11.47	Ele Farisi nụ ele risi arịohna kwu ikwu kaa, “Ndaa nhne a neeme? Nwerukna ka nọornu agịda ẹrnu ndu-ẹhni. 
JHN.11.48	Ọ bụru nụ a gharụ a, o neezne nụ ruwhnu, kpakara ele badnụ jeekweru nụ ya. Ele Rom jaava lulu ẹli aị ma Ọro Nsọ aị.”
JHN.11.49	Otu nyenum n'esilawụru be, rẹwhna a bụ Kayafasị, nye bụ nye risi arịohna n'awha wam, kaa, “Anụ máa nhne rịa rịa. 
JHN.11.50	Ọ bụru ọma nụ otu badnụ nwụhianu kpakara badnụ ẹnwu, ma kpakara mba gharụ o whu etekne.”
JHN.11.51	N'ezi ọka, o kwúge nhne ka hite nụ mkpọma a, kọvu lele nye risi arịohna n'awha wam, ọ whnụrnu ọwhnurninya nụ Jizọsi jọonwuhianu ele Ju ẹnwu. 
JHN.11.52	Ọ bụ́o ele Ju kpọi, kọvu kwnornu kpakara rụmu Chiokike be chịsaru nụ kpakara ọwa, chịkota be ma be bụru otu. 
JHN.11.53	Hite n'ọbochi wam ele risi ele Ju bete ọ gba iznuznu kpa be joogbu Jizọsi.
JHN.11.54	Kam kpayarụ, Jizọsi zị́ma neezne izne nụ ruwhnu ọhna n'esilawụru ele Ju, kọvu ọ whọga zne hne zị ndụndu n'ẹli-ịkpa, bna n'otu ẹli be kwu Ifirem, ya nụ ele sno apna a dazịri pịi.
JHN.11.55	Ige Iriri Ọgawhe ele Ju zị ndụndu, agịda ele Ju zne Jerusẹlem, zne ọ bịta ẹhni be nsọ sụ ọ dụ Iriri Ọgawhe be. 
JHN.11.56	Be noopio Jizọsi, be gbakọ n'Ọro Nsọ Chiokike, be nẹesikwa ibne be, “Ndaa nhne bụ echiche anụ? Ọ bụ nụ ọ jáava Iriri ka sa?” 
JHN.11.57	Ele risi arịohna nụ ele Farisi nyernu iwu, kaa, nye ọbula ke magwụ hne Jizọsi zị kanụ be ma be nwudne a.
JHN.12.1	Ọ gwnarnụ ọbochi isunu Iriri Ọgawhe ele Ju dụ. Jizọsi znernu Bẹtani hne Lazarọsi nwerukna wam o mernu o hi n'ẹnwu lizọ. 
JHN.12.2	Be sinu Jizọsi wiri anyasnu, Mata neezne izi, Lazarọsi bụ otu nụ ele Jizọsi dazị neeri wiri. 
JHN.12.3	Meri gweru otu olori mọno otute zị gburu ọnu be jiri nadi zị snam mee, ke nwernu ẹknarna ọma wụsi n'ọchi Jizọsi, gweru rukeri-ize a kwnosnama a. Ẹknarna mọno wam jihịa rime ọro.
JHN.12.4	Otu nụ rime ele sno apna Jizọsi be kwu Judasị Isikarịoti, nye jeere Jizọsi, kaa, 
JHN.12.5	“Kịni mernu be réle mọno otute ka riwhu mkpụru ịwai ẹto, kesi ele mboni?”
JHN.12.6	Ọ bụ́o nụ nhne gbasịri ele mboni neemetụ a nụ mkpọma mernu o jiri kwu kpa. Kọvu kwnornu nụ ọ bụ nye buznu, ya neeji rẹkpa ịwai be, neeri nhne zị a nụ rime.
JHN.12.7	Jizọsi sarụ a, “Gharụ nwerinya ka, ọ bịtaru ka kwnornu ọbochi be jeeli m. 
JHN.12.8	Jị nụ ele mboni zị kpakara ige, me nụ jị jáazị kpakara ige.”
JHN.12.9	Agịda ele Ju nụrnu nụ Jizọsi zị nụ Bẹtani, be va, ọ bụ́o kwnornu Jizọsi kpọi, kọvu ma be whnụrnu Lazarọsi nye Jizọsi mernu o hi n'ẹnwu lizọ. 
JHN.12.10	Ele risi arịohna ma mmụma kpa be joogbu Lazarọsi masị. 
JHN.12.11	Agịda ele Ju gharụru ele risi ele Ju kweru nụ Jizọsi kwnornu Lazarọsi.
JHN.12.12	N'ọbochi ke sno a, agịda ele badnụ ele varụ Iriri Ọgawhe nụrnu nụ Jizọsi vawa Jerusẹlem. 
JHN.12.13	Be gburu igwugwu bụkwu whọga zne kwnusi a, neesi lụlo,
JHN.12.13	“Ozana! 
JHN.12.13	Chiokike gọzi eze Izirẹli.”
JHN.12.14	Jizọsi pohịa otu nnwọ ịyinya dazịri n'olu a, lele kpa ọkwukwo nsọ kwuru,
JHN.12.15	“Ị tụ́ko ogwnu, jị adna Zayọni,
JHN.12.15	Le, eze i gba nnwọ ịyinya naava.”
JHN.12.16	Ele sno apna a ghọ́yage n'ige wam, kọvu nga Jizọsi hiri n'ẹnwu lizọ n'igwugwu, be chenwanya nhne ọkwukwo nsọ kwuru gbasịri a nụ be mernu a nhne ka.
JHN.12.17	Agịda ele badnụ wam whnụrnu nga Jizọsi sukwuhịaru Lazarọsi n'ilili, mee ma o hi n'ẹnwu lizọ. Be kahịaru nhne mernu. 
JHN.12.18	Ka kpayarụ agịda ele badnụ znekwnusi a, kwnornu nụ be nụrnu nụ ọ rnụrnu ẹrnu ndu-ẹhni ka. 
JHN.12.19	Ele Farisi kanụ ibne be, “Le, ọ zá nhne a neemeli, kpakara ọwa sno a n'aznụ.”
JHN.12.20	Agwna ele Giriki znernu Jerusẹlem n'ige Iriri wam zne kpọnu Chiokike risi ẹli. 
JHN.12.21	Be vakwnusi Filipu nye Bẹtesaida nụ ẹli Galili, kaa, “Nda-aị-kwu, a noopio ọ whnụ Jizọsi.” 
JHN.12.22	Filipu zne kanụ Anduru, be lawụru zne kanụ Jizọsi.
JHN.12.23	Jizọsi sarụ be, “Ige wam valẹm ma be nyee Nnwọ ke Badnụ igwugwu. 
JHN.12.24	M kanụ anụ ezi ọka, otu mkpụru ịkpa zị etekne nga be kpásịla a nụ rime n'ẹli. Nga be kpasịri a, ọ nwụma, fuhịa, mịi agịda ike ịkpa berere. 
JHN.12.25	Nye ọbula ke nọowhnu bụdnu a n'anya jootuwhu a, kọvu nye sno bụdnu a irno n'ọwa ka jaabịta a dụ bụdnu kwó okwo. 
JHN.12.26	Nye ọbula ke nọornunu m ẹrnu joosno m n'aznụ. Hne me zị nnwọ izi m jaazị pịi. Nda m jọosobisinu nnwọ izi m.
JHN.12.27	“Kịtna mkpọma m naala mini. Ndaa nhne me jaakaa? M jaakaa, ‘Nda m, i kwékọ ige ka va’? Kọvu ka bụ risi nhne me kwnornu va. 
JHN.12.28	Nda m, nyee rẹwhna ị igwugwu.”
JHN.12.28	Otu nkọli hiri n'oligwe dna, kaa, “M nyene m a igwugwu, m jeenye kwno a igwugwu berere.”
JHN.12.29	Igbudu ele badnụ wam gwuzo pịi kaa, “Egbe oligwe gbarụ.” Ele berere kaa, “Enine izi kwunnu a ọka.”
JHN.12.30	Kọvu Jizọsi karụ, “Ọ bụ́o kwnornu me nhne nkọli ka kwuru ọka, ọ bụ kwnornu anụ. 
JHN.12.31	Kịtna bụ ige be jeekpe ọwa ka ikpe, kịtna be jẹechihala nye risi ke ọwa ka. 
JHN.12.32	Kọvu me, ọ bụru nụ be gwelizọ m olu n'ọwa, m jọodoru kpakara badnụ nyee ẹhni m.” 
JHN.12.33	O kwuru ka ma o gesi ọkpa ẹnwu ọ jọonwu.
JHN.12.34	Igbudu ele badnụ wam kaa, “A nụrnu hite n'iwu aị nụ Karaịsi jaazị tim tọm. Ndaa kpa ị naakaa nụ be gwelizọ Nnwọ ke Badnụ olu? Nyele bụ Nnwọ ke badnụ?”
JHN.12.35	Jizọsi kanụ be, “Anụ jeenwe iwhne ige matị, anụ zne izne nụ rime a, ọ zị ọchichiri vakwnusi anụ. Kwnornu nụ nye neezne izne n'ọchichiri máa nhne o neezne. 
JHN.12.36	Anụ tụkwasi ovu n'iwhne kịtna anụ nwernu a, ma anụ bụru rụmu ke iwhne.” Nga Jizọsi kwukworu ọka ka, ọ whọga, tugwa ẹhni a.
JHN.12.37	Ọ bụ n'ezi nụ Jizọsi rnụrnu kpakara ẹrnu ndu-ẹhni ka n'anya be, be kwéruge nụ ya. 
JHN.12.38	Ka bụ ma nhne Azaya nye ọwhnurninya kwuru mezu,
JHN.12.38	“Nyenwe aị, nyele kweru izi a ziri,
JHN.12.38	ndaa nye Nyenwe aị kpumennu aka dikne a?”
JHN.12.39	Kwnornu nụ be kwéle, Azaya kwuru nụ hne berere,
JHN.12.40	“Chiokike mernu be kpu isni,
JHN.12.40	mee mkpọma be bụru nhne nwụrnu ọnwu,
JHN.12.40	ma be gharụ o ji anya be whnụ ọsno,
JHN.12.40	gweru mkpọma be ghọhia, ma be tụhnasna,
JHN.12.40	ma m gwọ m be.”
JHN.12.41	Ka bụ nhne Azaya kwuru kwnornu nụ ọ whnụrnu igwugwu Jizọsi, o kwu ọka gbasịri a.
