GEN.1.1	Anns an toiseach
1CH.17.24	Biodh e eadhon air a dhaingneachadh, agus àrdaichear d’ainm‐sa gu bràth, ag ràdh, Is e Tighearna nan sluagh, Dia Israeil, as Dia do Israel
1CH.17.25	Oir dh’fhoillsich thusa, O mo Dhia, dod sheirbhiseach gun togadh tu taigh dha: uime sin fhuair do sheirbhiseach na chridhe ùrnaigh a dhèanamh ad làthair.
1CH.17.26	Agus a‑nis, a Thighearna, is tu fhèin Dia, agus gheall thu dod sheirbhiseach am maitheas seo.
1CH.17.27	A‑nis uime sin, guma toil leat taigh do sheirbhisich a bheannachadh, a‑chum gum bi e gu bràth ad fhianais: oir nuair a bheannaicheas tusa, a Thighearna, beannaichte bidh e gu bràth
1CH.18.1	Agus an dèidh seo bhuail Daibhidh na Philistich
1CH.18.2	Agus bhuail e Mòab; agus bha na Mòabaich nan seirbhisich aig Daibhidh, agus thug iad tabhartasan leo.
1CH.18.3	Agus bhuail Daibhidh Hadareser rìgh Shobah gu ruig Hamat, nuair a chaidh e a dhaingneachadh a thighearnais aig abhainn Euphràtes.
1CH.18.4	Agus thug Daibhidh uaithe mìle carbad, agus seachd mìle marcaiche, agus fichead mìle coisiche: agus gheàrr Daibhidh speirean eich nan carbad uile, ach dh’fhàg e dhiubh dìol ceud carbad.
1CH.18.5	Agus nuair a thàinig Sirianaich Dhamascais a chuideachadh le Hadareser rìgh Shobah, mharbh Daibhidh de na Sirianaich dà‑mìle‐fichead fear.
1CH.18.6	An sin chuir Daibhidh freiceadain ann an Siria Dhamascais; agus bha na Sirianaich nan seirbhisich aig Daibhidh, agus thug iad tabhartasan leo. Agus ghlèidh an Tighearna Daibhidh gach taobh a chaidh e.
1CH.18.7	Agus ghabh Daibhidh na sgiathan òir a bha air seirbhisich Hadareseir, agus thug e iad gu Ierusalem.
1CH.18.8	Agus o Thibat
1CH.18.9	Agus nuair a chuala Tou rìgh Hamait gun do bhuail Daibhidh uile shluagh Hadareseir rìgh Shobah,
1CH.18.10	Chuir e Hadoram
1CH.18.11	Iad sin mar an ceudna choisrig rìgh Daibhidh don Tighearna, maille ris an airgead
1CH.18.12	Os bàrr, mharbh Abisai mac Sheruiah de na h‑Edomaich ann an gleann an t‑salainn ochd‐mìle‐deug
1CH.18.13	Agus chuir e freiceadain ann an Edom; agus bha na h‑Edomaich uile nan seirbhisich aig Daibhidh gach taobh a chaidh e.
1CH.18.14	Agus rìghich Daibhidh air Israel uile; agus bha e a’ cur an gnìomh breitheanais agus ceartais da shluagh uile
1CH.18.15	Agus bha Ioab mac Sheruiah os cionn na h‑armailte; agus Iehosaphat mac Ahiluid na sheanchaidh;
1CH.18.16	Agus Sadoc mac Ahituib, agus Ahimelech mac Abiatair nan sagartan; agus Sabhsa
1CH.18.17	Agus Benaiah mac Iehoiada os cionn nan Cereteach, agus nam Peleteach. Agus b’iad mic Dhaibhidh a bu mhò inbhe mu thimcheall an rìgh.
1CH.19.1	Agus an dèidh seo fhuair Nahas rìgh chloinn Amoin bàs
1CH.19.2	Agus thubhairt Daibhidh, Nochdaidh mi coibhneas do Hanun mac Nahais, a chionn gun do nochd a athair‐san coibhneas dhòmhsa. Uime sin chuir Daibhidh teachdairean gu comhfhurtachd a thoirt dha mu thimcheall a athar: agus thàinig seirbhisich Dhaibhidh do fhearann chloinn Amoin gu Hanun, a‑chum comhfhurtachd a thabhairt dha.
1CH.19.3	Ach thubhairt ceannardan chloinn Amoin ri Hanun, An saoil thusa gur ann a‑chum urram a thabhairt dod athair a chuir Daibhidh ad ionnsaigh luchd‐comhfhurtachd? Nach ann a rannsachadh
1CH.19.4	Uime sin ghlac Hanun seirbhisich Dhaibhidh
1CH.19.5	Agus chaidh daoine, agus dh’innis iad do Dhaibhidh mar a bhuineadh ris na fir; agus chuir esan teachdairean nan coinneamh, a chionn gu robh nàire mhòr air na daoine: agus thubhairt an rìgh, Fanaibh ann an Iericho gus am fàs ur feusag, agus an sin tillibh.
1CH.19.6	Agus nuair a chunnaic clann Amoin gun do rinn iad iad fhèin gràineil do Dhaibhidh, chuir Hanun agus clann Amoin mìle tàlann airgid a thuarasdalachadh charbad
1CH.19.7	Agus thuarasdalaich iad dà‑mhìle‐dheug ar fhichead fear, agus carbadan, agus rìgh Mhaachah agus a shluagh; agus thàinig iadsan agus champaich iad fa chomhair Mhedeba. Agus chruinnich clann Amoin iad fhèin an ceann a chèile as am bailtean, agus thàinig iad a‑chum catha.
1CH.19.8	Agus nuair a chuala Daibhidh sin, chuir e a‑mach Ioab, agus uile fheachd nan daoine treuna.
1CH.19.9	Agus thàinig clann Amoin a‑mach, agus chuir iad an cath ann an òrdagh fa chomhair geata a’ bhaile: agus bha na rìghrean a thàinig leo fhèin anns a’ mhachair.
1CH.19.10	Agus nuair a chunnaic Ioab gu robh aghaidh a’ chatha ris air a bheulaibh agus air a chùlaibh, thagh e a‑mach cuid de uile dhaoine taghte Israeil, agus chuir e ann an òrdagh catha iad an aghaidh nan Sirianach.
1CH.19.11	Agus a’ chuid eile den t‑sluagh thug e thairis do làimh Abisai a bhràthair, agus chuir iadsan iad fhèin an òrdagh an aghaidh chloinn Amoin.
1CH.19.12	Agus thubhairt e, Ma bhios na Sirianaich nas treasa na mise, an sin cuidichidh tusa leamsa: ach ma bhios clann Amoin nas treasa na thusa, an sin cuidichidh mise leatsa.
1CH.19.13	Bi misneachail
1CH.19.14	Agus thàinig Ioab am fagas, agus an sluagh a bha maille ris, an aghaidh nan Sirianach gu cath; agus theich iad roimhe
1CH.19.15	Agus nuair a chunnaic clann Amoin gun do theich na Sirianaich, theich iadsan mar an ceudna ro Abisai a bhràthair, agus chaidh iad a‑steach don bhaile. An sin thàinig Ioab gu Ierusalem.
1CH.19.16	Agus nuair a chunnaic na Sirianaich gun do bhuaileadh iad ro Israel, chuir iad teachdairean uapa, agus thug iad a‑mach na Sirianaich a bha air an taobh thall den abhainn
1CH.19.17	Agus nuair a dh’innseadh sin do Dhaibhidh, chruinnich e Israel uile, agus chaidh e thar Iòrdan, agus thàinig e orra, agus chuir e an cath ann an òrdagh nan aghaidh. Agus nuair a chuir Daibhidh an cath ann an òrdagh an aghaidh nan Sirianach, chog iad ris.
1CH.19.18	Agus theich na Sirianaich ro Israel; agus mharbh Daibhidh de na Sirianaich fir seachd mìle carbad, agus dà‑fhichead mìle coisiche, agus mharbh e Sophach ceannard na h‑armailte.
1CH.19.19	Agus nuair a chunnaic seirbhisich Hadareseir gun do bhuaileadh iad ro Israel
1CH.20.1	Agus aig teachd mun cuairt na bliadhna
1CH.20.2	Agus thug Daibhidh crùn an rìgh bhàrr a chinn, agus fhuair e cudthrom tàlainn òir ann, agus bha clachan luachmhor ann; agus chuireadh e air ceann Dhaibhidh; agus thug e a‑mach ro‑mhòran creiche as a’ bhaile.
1CH.20.3	Agus thug e a‑mach an sluagh a bha ann, agus gheàrr e iad le sàibh, agus le innealan‐bualaidh iarainn, agus le tuaghan: agus mar seo bhuin Daibhidh ri uile bhailtean chloinn Amoin. Agus thill Daibhidh agus an sluagh uile gu Ierusalem.
1CH.20.4	Agus na dhèidh seo
1CH.20.5	Agus bha a‑rìs cogadh ris na Philistich, agus bhuail Elhanan mac Iair
1CH.20.6	Agus bha fhathast cogadh ann an Gat
1CH.20.7	Ach nuair a thug e dùbhlan do Israel, mharbh Ionatan mac Shimea, bràthair Dhaibhidh, e.
1CH.20.8	Rugadh iad sin don fhamhair ann an Gat; agus thuit iad le làimh Dhaibhidh, agus le làimh a sheirbhiseach.
1CH.21.1	Agus sheas Sàtan
1CH.21.2	Agus thubhairt Daibhidh ri Ioab, agus ri uachdaran an t‑sluaigh, Rachaibh, àirmhibh Israeil o Bheer‐sèba eadhon gu Dan; agus thugaibh an àireamh am ionnsaigh‐sa
1CH.21.3	Agus fhreagair Ioab, Gun dèanadh an Tighearna a shluagh fhèin ceud uair nas lìonmhoire na tha iad. Ach, mo thighearna a rìgh, nach iad seirbhisich mo thighearna iad uile? Carson mas eadh a tha mo thighearna ag iarraidh an nì seo? Carson a bhios e na adhbhar cionta do Israel?
1CH.21.4	Gidheadh, bhuadhaich facal an rìgh
1CH.21.5	Agus thug Ioab uimhir àireamh an t‑sluaigh do Dhaibhidh: agus bha ann de Israel uile, mìle de mhìltean agus ceud mìle fear a tharraing claidheamh; agus de Iùdah, ceithir cheud agus deich agus trì mìle fear a tharraing claidheamh.
1CH.21.6	Ach Lèbhi agus Beniàmin
1CH.21.7	Agus mhì‐thaitinn an nì seo ri Dia; uime sin bhuail e Israel.
1CH.21.8	Agus thubhairt Daibhidh ri Dia, Pheacaich mi gu mòr, a chionn gun do rinn mi an nì seo; ach a‑nis, guidheam ort, thoir air falbh
1CH.21.9	Agus labhair an Tighearna ri Gad, fear‐seallaidh Dhaibhidh
1CH.21.10	Falbh agus labhair ri Daibhidh, ag ràdh, Mar seo tha an Tighearna ag ràdh, Trì nithean tha mi a’ cur fad chomhair; roghnaich dhut fhèin aon dhiubh, a‑chum gun dèan mi dhut e.
1CH.21.11	Agus thàinig Gad a dh’ionnsaigh Dhaibhidh, agus thubhairt e ris, Mar seo tha an Tighearna ag ràdh, Gabh do roghainn:
1CH.21.12	Aon chuid trì bliadhna gorta; no a bhith trì mìosan a’ teicheadh rod naimhdean, agus claidheamh do naimhdean a’ breith ort; no trì làithean de chlaidheamh an Tighearna, eadhon den phlàigh, anns an fhearann, agus aingeal an Tighearna a’ sgrios air feadh uile chrìochan Israeil: a‑nis uime sin faic ciod a fhreagras mi dhàsan a chuir uaithe mi.
1CH.21.13	Agus thubhairt Daibhidh ri Gad, Tha mi ann an teinn mhòir
1CH.21.14	Agus chuir an Tighearna plàigh
1CH.21.15	Agus chuir Dia aingeal gu Ierusalem, a‑chum a sgrios: agus nuair a bha e a’ sgrios, dh’amhairc an Tighearna, agus ghabh e aithreachas a‑thaobh an uilc
1CH.21.16	Agus thog Daibhidh suas a shùilean agus chunnaic e aingeal an Tighearna
1CH.21.17	Agus thubhairt Daibhidh ri Dia, Nach mise a dh’àithn an sluagh àireamh? Is mise fhèin a pheacaich, agus a rinn gu ro‑olc; ach na caoraich seo
1CH.21.18	An sin dh’àithn aingeal an Tighearna
1CH.21.19	Agus chaidh Daibhidh suas air facal Ghaid, a labhair e ann an ainm an Tighearna.
1CH.21.20	Agus thionndaidh Ornan air ais, agus chunnaic e an t‑aingeal; agus dh’fhalaich a cheathrar mhac, a bha maille ris, iad fhèin. A‑nis bha Ornan a’ bualadh cruithneachd.
1CH.21.21	Agus nuair a thàinig Daibhidh a dh’ionnsaigh Ornain, dh’amhairc Ornan agus chunnaic e Daibhidh, agus chaidh e a‑mach as an ùrlar‐bhualaidh, agus chrom e e fhèin do Dhaibhidh le a aghaidh gu làr.
1CH.21.22	An sin thubhairt Daibhidh ri Ornan, Thoir dhòmhsa àit an ùrlair‐bhualaidh seo, a‑chum gun tog mi altair ann don Tighearna; air a làn luach bheir thu dhomh e, a‑chum gun caisgear a’ phlàigh on t‑sluagh.
1CH.21.23	Agus thubhairt Ornan ri Daibhidh, Gabh thugad e, agus dèanadh mo thighearna an rìgh an nì a tha math na shùilean: feuch, tha mi a’ toirt a’ bhuair dhut a‑chum ìobairtean‐loisgte, agus nan innealan‐bualaidh a‑chum connaidh, agus a’ chruithneachd a‑chum tabhartas‐bìdh; sin uile tha mi a’ toirt dhut.
1CH.21.24	Agus thubhairt rìgh Daibhidh ri Ornan, Chan eadh, ach gu deimhinn ceannaichidh mi iad air an làn luach
1CH.21.25	Uime sin thug Daibhidh do Ornan air an àite sia ceud secel òir air thomhas.
1CH.21.26	Agus thog Daibhidh an sin altair don Tighearna, agus dh’ìobair e ìobairtean‐loisgte agus ìobairtean‐sìth, agus ghairm e air an Tighearna; agus fhreagair e e le teine o nèamh
1CH.21.27	Agus dh’àithn an Tighearna don aingeal; agus chuir e suas a chlaidheamh a‑rìs na thruaill.
1CH.21.28	Anns an àm sin, nuair a chunnaic Daibhidh gun do fhreagair an Tighearna e ann an ùrlar‐bualaidh Ornain an t‑Iebusach, dh’ìobair e an sin:
1CH.21.29	Oir bha pàillean an Tighearna a rinn Maois anns an fhàsach
1CH.21.30	Ach cha b’urrainn Daibhidh dol na làthair, a dh’fhiosrachadh de Dhia; oir bha e fo eagal
1CH.22.1	Agus thubhairt Daibhidh, Is e seo taigh an Tighearna Dia
1CH.22.2	Agus dh’àithn Daibhidh na coigrich
1CH.22.3	Agus sholair Daibhidh iarann
1CH.22.4	Agus fiodh seudair gun àireamh
1CH.22.5	Agus thubhairt Daibhidh, Tha Solamh mo mhac òg
1CH.22.6	Agus ghairm e air Solamh a mhac, agus dh’àithn e dha taigh a thogail don Tighearna Dia Israeil.
1CH.22.7	Agus thubhairt Daibhidh ri Solamh, A mhic, air mo shon‐sa dheth, bha ann am aire
1CH.22.8	Ach thàinig facal an Tighearna am ionnsaigh, ag ràdh, Dhòirt
1CH.22.9	Feuch, beirear mac dhut: bidh esan na dhuine foistinneach, agus bheir mise fois dha o a naimhdean uile mun cuairt; oir bidh Solamh
1CH.22.10	Togaidh esan taigh dom ainm‐sa
1CH.22.11	A‑nis uime sin, a mhic, gu robh an Tighearna maille riut
1CH.22.12	A‑mhàin gun tugadh an Tighearna dhut gliocas agus tuigse
1CH.22.13	An sin soirbhichidh tu
1CH.22.14	A‑nis, feuch, ann am theanntachd dh’ullaich mise fa chomhair taigh an Tighearna ceud mìle tàlann òir, agus mìle de mhìltean tàlann airgid, agus de umha agus de iarann gun tomhas (oir tha ro‑phailteas ann): fiodh mar an ceudna agus clachan dh’ullaich mi; ach faodaidh tusa cur riu.
1CH.22.15	Mar an ceudna tha luchd‐obrach am pailteas agad, snaidheadairean agus luchd‐saothrach cloiche agus fiodha, agus gach uile ghnè dhaoine tùrail fa chomhair gach gnè obrach.
1CH.22.16	Air an òr, an airgead, agus an umha, agus an iarann, chan eil àireamh. Eirich agus bi a’ dèanamh, agus gu robh an Tighearna maille riut
1CH.22.17	Dh’àithn Daibhidh mar an ceudna do uachdarain Israeil gu lèir, iad a chuideachadh le Solamh a mhac, ag ràdh,
1CH.22.18	Nach eil an Tighearna ur Dia maille ribh? Agus nach tug e dhuibh suaimhneas
1CH.22.19	A‑nis uime sin socraichibh ur cridhe
1CH.23.1	A‑nis nuair a bha Daibhidh sean agus làn de làithean
1CH.23.2	Agus chruinnich e an ceann a chèile ceannardan Israeil uile, agus na sagartan agus na Lèbhithich.
1CH.23.3	Agus dh’àirmheadh na Lèbhithich o aois deich‐bliadhna‑fichead
1CH.23.4	Dhiubh sin bha ceithir‐mìle‐fichead gu obair taigh an Tighearna a chur air a h‑aghaidh, agus sia mìle nan luchd‐riaghlaidh
1CH.23.5	Agus ceithir mìle nan dorsairean; agus ceithir mìle a’ cliùthachadh an Tighearna leis na h‑innealan a rinn Daibhidh
1CH.23.6	Agus roinn Daibhidh iad nan roinnean eadar mic Lèbhi, eadhon Gerson, Cohat, agus Merari.
1CH.23.7	De na Gersonaich: Laadan
1CH.23.8	Mic Laadain: Iehiel an ceann, agus Setam, agus Ioel, triùir.
1CH.23.9	Mic Shimei: Selomit, agus Hasiel, agus Hàran, triùir. B’iad sin cinn athraichean Laadain.
1CH.23.10	Agus mic Shimei: Iahat, Sidsa
1CH.23.11	Agus b’e Iahat an ceann, agus Sidsa an dara fear: ach cha robh mòran mhac aig Ieus agus Beriah; uime sin bha iad ann an aon àireamh, a rèir taigh an athraichean.
1CH.23.12	Mic Chohait: Amram, Itsar, Hebron, agus Udsiel, ceathrar.
1CH.23.13	Mic Amraim: Aaron agus Maois; agus dhealaicheadh Aaron
1CH.23.14	A‑nis mu thimcheall Mhaois, òglach Dhè, bha a mhic air an ainmeachadh de threubh Lèbhi.
1CH.23.15	Mic Mhaois: Gersom agus Elièser.
1CH.23.16	Mic Ghersoim: Sebuel an ceann.
1CH.23.17	Agus b’iad mic Elièseir: Rehabiah an ceann. Agus cha robh aig Elièser mic sam bith eile; ach bha mic Rehabiah ro‑lìonmhor.
1CH.23.18	Mic Itsair: Selomit an ceann.
1CH.23.19	Mic Hebroin: Ieriah an ciad fhear, Amariah an dara, Iahasiel an treasa, agus Iecameam an ceathramh.
1CH.23.20	Mic Udsieil: Micah an ciad fhear, agus Iesiah an dara.
1CH.23.21	Mic Mherari: Machli agus Musi: mic Mhachli; Eleàsar agus Cis.
1CH.23.22	Agus fhuair Eleàsar bàs, agus cha robh mic aige, ach a‑mhàin nigheanan: agus ghabh am bràithrean, mic Chis, iad.
1CH.23.23	Mic Mhusi: Machli, agus Eder, agus Ieremot, triùir.
1CH.23.24	B’iad sin mic Lèbhi, a rèir taigh an athraichean, cinn nan athraichean, mar a dh’àirmheadh iad le àireamh an ainmean
1CH.23.25	Oir thubhairt Daibhidh, Tha an Tighearna Dia Israeil air toirt fois da shluagh
1CH.23.26	Agus mar an ceudna a‑thaobh nan Lèbhitheach, cha bhi am pàillean aca nas mò ra iomchar, agus uile shoithichean a sheirbhis.
1CH.23.27	Oir le briathran deireannach Dhaibhidh dh’àirmheadh na Lèbhithich o aois fichead bliadhna
1CH.23.28	A chionn gum b’e an dreuchd‐san a bhith fo làimh mic Aaroin, fa chomhair seirbhis taigh an Tighearna, anns na cùirtean, agus anns na seòmraichean, agus ann an glanadh nan uile nithean naomha, agus ann an obair seirbhis taigh Dhè;
1CH.23.29	Araon fa chomhair an arain thaisbeanta
1CH.23.30	Agus a‑chum seasamh gach madainn
1CH.23.31	Agus a‑chum gach ìobairt‐loisgte a thoirt suas don Tighearna, air na sàbaidean
1CH.23.32	Agus a‑chum gun gleidheadh iad cùram
1CH.24.1	Agus is iad seo roinnean mic Aaroin
1CH.24.2	Ach fhuair Nàdab agus Abihu bàs ron athair
1CH.24.3	Agus roinn Daibhidh iad, araon Sadoc de mhic Eleàsair, agus Ahimelech de mhic Itamair
1CH.24.4	Agus fhuaireadh mic Eleàsair na bu lìonmhoire nam prìomh‐dhaoine na mic Itamair; agus mar seo roinneadh iad: De mhic Eleàsair bha sia prìomh‐dhaoine‐deug, a rèir taigh an athraichean; agus de mhic Itamair ochdnar, a rèir taigh an athraichean.
1CH.24.5	Agus roinneadh iad le crannchur
1CH.24.6	Agus sgrìobh Semaiah mac Netaneeil an sgrìobhaiche, duine de na Lèbhithich, iad, am fianais an rìgh, agus nan uachdaran, agus Shadoic an sagart, agus Ahimeleich mhic Abiatair, agus cinn athraichean nan sagart agus nan Lèbhitheach; aon phrìomh‐thaigh air a ghabhail airson Eleàsair, agus aon air a ghabhail airson Itamair.
1CH.24.7	Agus thàinig a’ chiad chrann a‑mach do Iehoiarib, an dara do Iedaiah,
1CH.24.8	An treasa do Harim, an ceathramh do Sheorim,
1CH.24.9	An còigeamh do Mhalchiah, an siathamh do Mhiamin,
1CH.24.10	An seachdamh do Hacots, an t‑ochdamh do Abiah
1CH.24.11	An naoidheamh do Iesua, an deicheamh do Shecaniah,
1CH.24.12	An t‑aona‑crann‐deug do Eliasib, an dara‑crann‐deug do Iacim,
1CH.24.13	An treasa‑crann‐deug do Chupah, an ceathramh‐deug do Iesebeab,
1CH.24.14	An còigeamh‐deug do Bhilgah, an siathamh‐deug do Imer,
1CH.24.15	An seachdamh‐deug do Hedsir, an t‑ochdamh‐deug do Apheses,
1CH.24.16	An naoidheamh‐deug do Phetahiah, am ficheadamh do Iehesecel,
1CH.24.17	An t‑aon‐ar‑fhichead do Iachin, an dara‑ar‑fhichead do Ghamul,
1CH.24.18	An treas‐ar‑fhichead do Dhelaiah, an ceathramh‐ar‑fhichead do Mhaasiah.
1CH.24.19	B’e sin an àireamh
1CH.24.20	Agus a‑thaobh a’ chuid eile de mhic Lèbhi: de mhic Amraim: Subael: de mhic Shubaeil: Iehdeiah.
1CH.24.21	A‑thaobh Rehabiah: de mhic Rehabiah, an ciad fhear Isiah.
1CH.24.22	De na h‑Itsaraich: Selomot: de mhic Shelomoit: Iahat.
1CH.24.23	Agus mic Hebroin: Ieriah an ciad fhear, Amariah an dara, Iahasiel an treasa, Iecameam an ceathramh.
1CH.24.24	De mhic Udsieil: Michah: de mhic Mhichah; Samir.
1CH.24.25	B’e bràthair Mhichah Isiah: de mhic Isiah: Sechariah.
1CH.24.26	B’iad mic Mherari
1CH.24.27	Mic Mherari le Iaasiah: Beno, agus Soham, agus Sachur, agus Ibri.
1CH.24.28	O Mhachli thàinig Eleàsar, aig nach robh mic sam bith
1CH.24.29	A‑thaobh Chis: mic Chis: Ierahmeel.
1CH.24.30	Agus mic Mhusi: Machli, agus Eder, agus Ierimot. B’iad sin mic nan Lèbhitheach, a rèir taigh an athraichean.
1CH.24.31	Agus chuir iad sin mar an ceudna crannchur fa chomhair am bràithrean
1CH.25.1	Os bàrr, chuir Daibhidh agus ceannardan an t‑sluaigh air leth fa chomhair na seirbhis de mhic Asaiph
1CH.25.2	De mhic Asaiph: Sachur, agus Iòseph, agus Netaniah, agus Asarelah, mic Asaiph, fo làimh Asaiph, a bha ri fàidheadaireachd a rèir àithne an rìgh.
1CH.25.3	O Iedutun: mic Iedutuin: Gedaliah, agus Seri
1CH.25.4	O Heman: mic Hemain: Buciah, Mataniah, Udsiel
1CH.25.5	B’iad sin uile mic Hemain, fear‐seallaidh an rìgh, ann am briathran Dhè, a‑chum an adharc a thogail suas. Agus thug Dia do Heman ceithir‐mic‐dheug agus trì nigheanan.
1CH.25.6	Bha iad seo uile fo làimh an athar, fa chomhair laoidhean taigh Dhè, le ciombalan, saltairean, agus clàrsaichean, a‑chum seirbhis taigh Dhè, fo làimh an rìgh, Asaiph, Hemain, agus Iedutuin.
1CH.25.7	Agus b’e an àireamh maille rim bràithrean, a fhuair ionnsachadh air laoidhean an Tighearna, eadhon iadsan uile a bha tùrail, dà cheud, ceithir‐fichead agus ochdnar.
1CH.25.8	Agus chuir iad crannchur
1CH.25.9	Agus thàinig an ciad chrannchur a‑mach air Asaph, do Iòseph; an dara do Ghedaliah, dha fhèin agus da bhràithrean, agus da mhic, dà‑fhear‐dheug:
1CH.25.10	An treasa do Shachur, da mhic agus da bhràithrean, dà‑fhear‐dheug:
1CH.25.11	An ceathramh do Isri, da mhic agus da bhràithrean, dà‑fhear‐dheug:
1CH.25.12	An còigeamh do Netaniah, da mhic agus da bhràithrean, dà‑fhear‐dheug:
1CH.25.13	An siathamh do Bhuciah, da mhic agus da bhràithrean, dà‑fhear‐dheug:
1CH.25.14	An seachdamh do Iesarelah, da mhic agus da bhràithrean, dà‑fhear‐dheug:
1CH.25.15	An t‑ochdamh do Iesaiah, da mhic agus da bhràithrean, dà‑fhear‐dheug:
1CH.25.16	An naoidheamh do Mhataniah, da mhic agus da bhràithrean, dà‑fhear‐dheug:
