MAT.1.1	Tô môɲ wo Jésu wo na *kuŋga kelma Dabid wo na kuŋga *Abraham a men hen a na: 
ACT.7.27	Menba, kwo geliɲ tu yêni gusiɲ hen nôgeri wolé aɲ kôli iyôŋ ba: ‹I a ɗém jeré na kelma woni men, ôbi jerê kwôlê sarni a a men ba? 
ACT.7.28	Ju gey deren mega wo henaŋ ju diriɲ Ejiptiɲê wo pôni hen iyôŋ men ba?› 
ACT.7.29	Kiriɲa Moyis toy hen iyôŋ menba, ge ô uwôbê sa iyé Madiɲa a, ôbi yê kam imɲê wôô kiriɲ bay ka hen.»
ACT.7.30	«Kiriɲa elê tôre pôrbu nêm menba, *mana wo derômaraŋ a si sari a derô gwôlê ɗa naɲ keram wo Sinay a perê germé kaɲ tare a. 
ACT.7.31	Kiriɲa Moyis gel hen iyôŋ menba, tini ge kay aɲ ôbi uso ɗa ɗiré gelé, menba, ôbi toy tô Kelma ôm kôl iyôŋ ba: 
ACT.7.32	‹Ena Emen wo môɲêm Abraham, Isak naɲ Jakwôb.› Moyis wuré aɲ gey ayê tiri geliɲ ré niɲ. 
ACT.7.33	Menba, Kelma kôli iyôŋ ba: ‹Tô garbê têm a aɲ wôsa kiriɲ ka ju ɗibiɲ ya hen na, na terare to yi naɲ jeŋgêre. 
ACT.7.34	Na tiri, en gel gusiɲ to bay geliɲ ɓiɲé kaɲê Ejipt a hen men, en toy ɲôrê woji a men, aɲ en herbo wô dôrji bô lemnare a. Era, haw hen, na jém Ejipt a.› »
ACT.7.35	«Moyis bi wo bay na kaɲni kôl iyôŋ ba: ‹I a ɗém kelma ôbi jerê kwôlê sarni a ba hen› na ôbi a, Emen né ɗiri mega kelma men, ôbi derêji bô lemnare a naɲ néé wo mana wo derômaraŋ a wo na siɲ sari a bô germé kaɲ tare a hen. 
ACT.7.36	Na ôbi a siɲ naɲ ci Ejipt a liɲ aŋgaɲ giɲê naɲ kaɲ gelé sa iyé Ejipt a men, bô cér wo sêyi a men, derô gwôlê a men kwôy elê tôre pôrbu. 
ACT.7.37	Na Moyis bi a na kôliɲ Israyêlɲê iyôŋ ba: ‹Emen a derê ôbi kibri pôn perê yênêrŋge a hen, liɲ ôbi kibri mega nôbi iyôŋ.› 
ACT.7.38	Kiriɲa kam *Israyêl na daɲ derô gwôlê hen na, na na ôbi a na derê tô kwôlê perê môɲêrna naɲ mana wo derômaraŋ a wo iyêli sa keram wo Sinay a. Na ôbi a eŋgé kwôlê woɲ gelê bi wo hen heraɲ béna hen.»
ACT.7.39	«Niɲba, môɲêrna na gey biri kwôlê ré men, bay kaɲni aɲ ermé woji hô yi na si Ejipt a ɗi. 
ACT.7.40	Bay kôliɲ Arôn iyôŋ ba: ‹Lêni kamrê ka ô tumôrni a niɲa gelé ɗiba Moyis bi wo derani soɲ Ejipt a hen na, ôbi beliɲ na mi kôba nini hôn né.› 
ACT.7.41	Wulê bi wo hen na, bay iyege kema kelba mega kamrê kaji iyôŋ aɲ bay li sarga biji men, bay ay kibi ari lê kaji bay ka hen naɲ yi derê a men. 
ACT.7.42	Emen ay tiri aɲ sarji men, ɗiji bay ay kibi têbêŋne to derômaraŋ a. Bay kibi Emen kôl kwôliji kôl iyôŋ ba:
ACT.7.42	‹Kam Israyêl, kiriɲa na ken duu lari liɲ sarga bô elê wo tôre pôrbu wo na ken li derô gwôlê a hen ba,
ACT.7.42	nà ná nôbi a na kené li ben hen ba?
ACT.7.43	Na nôbi a na kené li ben hen né, niɲba, ken ay iyéy gergé to emen woɲ Môlôk
ACT.7.43	naɲ aŋga ken gengiɲ emen woŋge woɲ têbêŋne wo ken uwôgeri Répan hen,
ACT.7.43	kamrê bay ka ken li aɲ ken ay kibriji.
ACT.7.43	Na ôbi á, ené perêŋge ôriɲ kelaŋ naɲ Babilôn a sôŋ
ACT.7.44	«Derô gwôlê a na, môɲêrna na ôriɲ naɲ iyéy gergé to magtubu toɲ biɲare yi bô. Iyéy gergé hende to hen, na ɗiɲ na mega to Emen na geliɲ Moyis ré ɗiɲ hen iyôŋ. Wôsa ôbi kôliɲ Moyis ré li giliɲ naɲ to kwo ré gel hen iyôŋ têj têj. 
ACT.7.45	Iyéy gergé hende to hen na, bay biɲ môɲêrna kaɲ bay jibérji aɲ bay ay ôriɲ kôbriji a kiriɲa Josuwé na dôriɲ tumôrji aɲ bay na bôyiɲ kumbul sa iyére to ɓiɲé ka ɗaŋgi a ka Emen na dageji tumôrji a hen. Bay gem iyéy gergé hende to hen kwôy saɲ sa emê kenare to kelma Dabid a. 
ACT.7.46	Na kelma Dabid bi a dé tu Emen aɲ ôbi eŋgereri tôô bi ɗiré ɗé iyére biɲ Emen wo Jakwôb. 
ACT.7.47	Niɲba, na kemari Salomôn a lê *iyéy Emen hende to hen biri.»
ACT.7.48	«Niɲba, Emen wo derômaraŋ a mô na bô iyére to kôbi gawra a lê ré. Mega *ôbi kibi Emen kôl iyôŋ ba:
ACT.7.49	‹Kelma kôl iyôŋ ba: Derômaraŋ na gagay kenare tiɲê men, sa terare na kini bê tên ya men.
ACT.7.49	Na iyére to iyeŋgi a kené lê ben ba?
ACT.7.49	Men kiriɲ ka yôŋ a ené erê merê ya wô dôriɲ bul ba?
ACT.7.50	Men, are bay ka kêm hen na nôbi a lê ré ba
ACT.7.51	«Ay! Kenbay gawrê kaɲ bay sa iyêrê hen, bôrŋge deŋgel môɲ bô ɓiɲé ka bi bôrji sa Emen a ré iyôŋ men, ken lugu marŋge ta sa kwôlo Emen kôl hen men, ken ɗebiɲ Tunu toɲ hendi bô bôrê iyêre kwôy kwôy men, ken geliɲ naɲ môɲêrŋge a men. 
ACT.7.52	Ôbi kibi Emen wo yôŋ a môɲêrŋge na ré gili gusiɲ ré ba? Tumô bay na duu ka na uwôl béré sa wo ôbi lê aŋgaɲ derôre wo pôn nêŋ hen, na ôbi a kené ay sari aɲ diri. 
ACT.7.53	Kenbay ka Emen na béŋge tôô naɲ geré wo *manê ka derômaraŋ a niɲba, na ken bi kwôlê sa tôô hende to hen a ré.»
ACT.7.54	Kiriɲa surɲê ka mô kini daɲare hen toy kwôlê bi wo Etiyên kôl hen menba, tirji sêrê sari a men, bay gederé kaɲniji kaɲ bô tarê sari a a men.
ACT.7.55	Niɲba, Tunu toɲ hendi bô bôrê wôn bôri aɲ ôbi bô kiriɲ si derômaraŋ menba, gel damɲare to Emen men, ôbi gel Jésu ɗebu sa kôbi Emen woɲ gusurô a men. 
ACT.7.56	Ôbi kôl iyôŋ ba: «Toyéŋge, en gel derômaraŋ bôliɲ aɲ en gel *Kema Gawra ɗebe sa kôbi Emen woɲ gusurô a.»
ACT.7.57	Menba, bay karê gura wo dami ligiɲ marji ta aɲ bay bi kibriji pôn cariɲ sari a, 
ACT.7.58	ɓiri ôriɲ wolé kelaŋ naɲ iyére aɲ bay gôbri duu. Ɓiɲé ka ɗebu ya gel hen na, ôriɲ naɲ bargay kaji ô bê a tumô kema mana wo bay uwôgeri Sôl hen bi ré gem. 
ACT.7.59	Kiriɲa bay gôbri ca deré hen iyôŋ menba, Etiyên uwôl Emen kôl iyôŋ ba: «Kelma Jésu, eŋge tunun.» 
ACT.7.60	Menba, ôbi jubu gubari tôŋ aɲ jô gura wo dami kôl iyôŋ ba: «Kelma, ɗi bôm jal sa têriɲ toji a.»
ACT.7.60	Kiriɲa ôbi kôl hen iyôŋ menba, kibri wôm men.
ACT.8.1	Aɲ Sôl dege naɲ ɓiɲé ka duu Etiyên hen.
ACT.8.1	Wulê bi wo hen na, bay ay tô geliɲ bay ayê bôô gusiɲ to habiɲ hen Jérusalêm a. Wulê bi wo hen na, bay ayê bôô kêm useriɲji ge si sa kam iyére men, si Judé men, Samari a men, aɲ na bay jé a baji Jérusalêm a mera. 
ACT.8.2	Ɓiɲé kaɲ bay tibé Emen kaɲ bay bôô pôn sôm Etiyên dô aɲ emni. 
ACT.8.3	Sôl ba, mase wô mênê bay ayê bôô. Ôbi ô naɲ bô iyére iyére pô imɲê naɲ yébé biji daŋgay a.
ACT.8.4	Bay ayê bôô ka useriɲ hen na, ôrji naɲ kiriɲ kiriɲ wô uwôlê béré Kwôlo Dôri wo Emen.
ACT.8.5	Ôbi a, Pilip ré ô sa iyére to dami a bô emê wo Samari a ô ulê béré Kwôlo Dôri wo *Krist, kwo Emen dôri hen biɲ ɓiɲé. 
ACT.8.6	Ɓiɲé kêm dôbe marji toyiɲ kwôlo Pilip kôl hen. Bay toy kwôli bi wo hen men, bay gel aŋgaɲ giɲê ka ôbi li hen a men.
ACT.8.7	Tunu to habiɲ kwône séɲ bô ɓiɲé aɲ karê gura wo dami men, bay merayê kwône kôba, berare a men. 
ACT.8.8	Ɓiɲé kêm sa ira li yi derê wo dami.
ACT.8.9	Sa iyére hende to hen na, gawra wo bay uwôgeri Simô mô ya, ôbi na beli, ôbi li aŋga tini ɓiɲé ka Samari ge kay kwôy kwôy. Ôbi li yiri môɲ kwôni wo dami iyôŋ. 
ACT.8.10	Aɲ ɓiɲé kêm kamrê ré, ka iyêrɲê ré dôbe marji toyiɲ kwôlê wori. Aɲ bay kôl iyôŋ ba: «Gawra wo hen na, na néé wo Emen wo bay kôl ré na néé wo dami hen.»
ACT.8.11	Menba, bay biri kwôlê damaŋ wôsa ca yeŋ ôbi li tiniji ge kay naɲ aŋgaɲ beli kari bay ka hen. 
ACT.8.12	Niɲba, kiriɲa bay bi bôrji sa Kwôlo Dôri wo Pilip uwôlji gengiɲ sa *emê iyére to Emen men, gengiɲ sa hini Jésu Krist a men na, bay li batêm imɲê ré naɲ yébé ré. 
ACT.8.13	Simô bi wo hen kôba, ay bôri aɲ li batêm aɲ ɗi tô Pilip bul ré kwôy. Kiriɲa ôbi gel aŋgaɲ giɲê men, kaɲ gelé ka liɲ hen menba, tini ge kay.
ACT.8.14	Kiriɲa bay jé ka baa Jérusalêm a hen toy wo ɓiɲé ka Samari ré bi bôrji sa kwôlo Emen a hen iyôŋ menba, bay jé si Piyêr naɲ Ja ô uɲéji.
ACT.8.15	Kiriɲa bay ô biɲ Samari menba, bay uwôl Emen wô bay ayê bôô bi ôbi ré biji Tunu toɲ hendi bô bôrê. 
ACT.8.16	Wôsa kwôni iyôŋ perêrji a hen wo Tunu toɲ hendi bô bôrê herbe sari a baa naɲ tô, bay li na batêm naɲ hini Kelma Jésu mera. 
ACT.8.17	Si Piyêr naɲ Ja uwôlji kôbriji a sa bay ayê bôô ka Samari a aɲ bay uwôɲ Tunu toɲ hendi bô bôrê.
ACT.8.18	Menba, kiriɲa Simô gel wo bay jé ré uwôl kôbriji sa bay ayê bôô a dema ôbi ré uwôɲ Tunu toɲ hendi bô bôrê tô hen iyôŋ menba, ôbi kôl ɗiré biɲ si Piyêr naɲ Ja gursu. 
ACT.8.19	Aɲ ôbi kôlji iyôŋ ba: «Benge néé bi wo hen men, aɲ ɓiɲé ka en uwôl kôben sarji a ba, bi uwôɲ Tunu toɲ hendi bô bôrê men.»
ACT.8.20	Menba, Piyêr uwôli sara iyôŋ ba: «Kenbay naɲ gursu tom hende to hen ken mêne kêm, wôsa ju erem mega jeré kelé naɲ gursu aŋga Emen bi seŋge hen. 
ACT.8.21	Aŋgam kani naɲ naɲ ni bô jé woni a, wôsa bôm yi na pôn tumô Emen a ré. 
ACT.8.22	Ɗi tô bô habrê wom bi wo hen baa aɲ ju eŋgeriɲ Kelma hena ré iyeŋ ba, ré ɗi bôri jal sam a wô ermé wo habiɲ bi wo sa sam a hen. 
ACT.8.23	Wôsa en bôrem hen na, terbére wôn bôm aɲ ju na lema wo têriɲ tom hende to hen.»
ACT.8.24	Menba, Simô kôliɲ si Piyêr naɲ Ja iyôŋ ba: «Kenbay ken uwôl Kelma wô san aɲ bi are bay ka ken kôliɲ kwôliji hen na, ré sa san a ré.»
ACT.8.25	Kiriɲa si Piyêr naɲ Ja dô kwôli hen iyôŋ men, bay uwôl béré kwôlo wo Kelma a men, menba, bay bilji hô Jérusalêm a. Tô geré a na, bay uwôl béré Kwôlo Dôri naɲ kiriɲ kiriɲ sa kam iyére to bô emê wo Samari a.
ACT.8.26	Mana wo Kelma kôliɲ Pilip iyôŋ ba: «Já erê si kini kuriɲare tare iyôŋ tô geré wo hena Jérusalêm ô Gaja hen. Geré bi wo hen na, na derô gwôlê a.» 
ACT.8.27	Menba, Pilip hena lew ô. Kiriɲ bay ka hen dami wo Etiyopi wo li jé gemé lari bô emê wo Kandasé tôlômne to Etiyopi. Ôbi uwo tô tibé Emen Jérusalêm a. 
ACT.8.28	Ôbi bul hô iɲ menba, mô bô pus a aɲ dôŋse magtubu to ôbi kibi Emen *Esay. 
ACT.8.29	Tunu kôliɲ Pilip iyôŋ ba: «Uso ɗa, ju ɗebu kwa pus bi wo hen a.»
ACT.8.30	Menba, ôbi ge ô menba, toy dami wo Etiyopi bi wo hen wo dêŋse magtubu to *ôbi kibi Emen Esay, menba, ôbi kôli iyôŋ ba: «Ju hôn bô magtubu to ju dêŋse hen ham ba?»
ACT.8.31	Menba, ôbi uwôli sara iyôŋ ba: «Hena kwôni ré dô tôre ben ré ba, na lê iyeŋ a ené henê ba?» Menba, ôbi kôliɲ Pilip ré ɗay mô kwari a.
ACT.8.32	Kwôlo Emen wo ôbi dêŋse bi a na:
ACT.8.32	«Ôbi bôl kibri ré
ACT.8.32	mega demaŋne to bay ɓu ôriɲ ca erê deré iyôŋ.
ACT.8.32	Mega kema gemga wo wôm kôbi ôbi karê gusuriri a hen iyôŋ.
ACT.8.33	Bay uwôli tayre sari a niɲba, kwôni wo ré jô sari ba, naɲ men,
ACT.8.33	na i a derê kwôli kwôŋgêri ba?
ACT.8.33	Wôsa bay mêne gelê wori sa terare a nà
ACT.8.34	Menba, dami wo Etiyopi bi wo hen eŋgeriɲ Pilip iyôŋ ba: «En uwôlem, kôlen na kwôli i a, ôbi kibi Emen ôbi bi wo hen ré kôl kwôli hen iyôŋ ba? Na kwôli ôbi gaŋ laba, na kwôli kwôni wo ɗaŋgi ɗiba?»
ACT.8.35	Naɲ kwôlê bi wo magtubu to Emen kôl hen na, Pilip ɓeriɲ tô kôbri aɲ uwôliɲ béré Kwôlo Dôri wo Jésu. 
ACT.8.36	Bay era era menba, bay saji kibi kam ka pôni a menba, dami wo Etiyopi bi wo hen kôliɲ Pilip iyôŋ ba: «Gel, kam a yé na, na mi a jerê bi ené li batêm ba?»
ACT.8.36	[ 
ACT.8.37	Menba, Pilip kôli iyôŋ ba: «Hena jeré bi bôm pôn sara ba, já lê batêm.» Menba, dami bi wo hen uwôli sara iyôŋ ba: «En bi bôn sara mega wo Jésu Krist ré na Kema Emen.»]
ACT.8.38	Ôbi bi bay ɗebiɲ naɲ pus tôŋ, aɲ bay naɲ Pilip herbiji ôrji bô kam a menba, Pilip liri batêm. 
ACT.8.39	Kiriɲa bay so bô kam a menba, Tini Kelma ay Pilip ôriɲ aɲ dami wo Etiyopi bi wo hen gili ré niɲ yôd, menba, ôbi ɓu geré wori naɲ yi derê ô. 
ACT.8.40	Tunu ôriɲ naɲ Pilip ô uwôli Ajôt a aɲ ôbi uwôl béré Kwôlo Dôri naɲ sa iyére iyére to ôbi ôriɲ ya hen kwôy wo ôbi sa biɲ Sésaré.
ACT.9.1	Kiriɲ bay ka hen na, ermé wo Sôl ba, yi na sa mênê bay tô Kelma men, sa derérji a a men, ôbi ô uɲé *dami wo damné kaɲ bay bê kwôbe, 
ACT.9.2	aɲ eŋgereri bi ôbi ré biri magtubu to ré dô tumôri aɲ ɗiré ôriɲ wô *iyéy daɲare to Damas a. Hena ɗiré uwôɲ ɓiɲé ka ay geré wo Kelma, imɲê ley yébé ley ba, ɗiré peraji harê heraɲ Jérusalêm a.
ACT.9.3	Ôbi ɓu geré ô menba, kiriɲa ôbi baa ɗa naɲ Damas menba, kiriɲ bay ka hen na, kiriɲ ka peraŋgi hena derômaraŋ a sa têli naɲ peraŋgêrji. 
ACT.9.4	Kiriɲa ôbi kuriɲ tôŋ menba, ôbi toy tôô kwôni kôli iyôŋ ba: «Sôl, Sôl, wô mi a jeré gelen gusiɲ iyôŋ ba?»
ACT.9.5	Ôbi eŋgere iyôŋ ba: «Ju na i ba, Kelma.»
ACT.9.5	Menba, tô hende to hen uwôli sara iyôŋ ba: «Ena Jésu, na nôbi a jeré gelen gusiɲ hen. 
ACT.9.6	Niɲba, hena ta, ju ô derô ira aɲ bay a gelem aŋga já lê.»
ACT.9.7	Ɓiɲé ka ô naɲ ɗi hen ɗebiji tôŋ, niɲba, bay bôl kibriji kôliɲ kwôlê wôni ré men, bay toy tôô gawra, niɲba, bay gel kwôni ré men.
ACT.9.8	Sôl hena terare a, bôl tiri hari, niɲba, ôbi gel kiriɲ né, aɲ bay ɓu na kôbri dema ré ôriɲ naɲ derô ira Damas a. 
ACT.9.9	Aɲ sa subu ôbi nêm gelé kiriɲ né men, ôbi ôm ani ré men, yi ani ré a men.
ACT.9.10	Ôbi tô Jésu wo pôni bay uwôgeri Ananiyas mô Damas a ya. Kelma si sari a bô pelal a aɲ uwôgeri «Ananiyas!» menba, ôbi yuge ôm iyôŋ ba: «En nà Kelma!»
ACT.9.11	Menba, Kelma kôli iyôŋ ba: «Hena ta, ju ô tô geré wo bay uwôgeri kwo ɗebu ‹derôre› a hen aɲ ju eŋgere gawra wo bay uwôgeri Sôl wo Tars iyé Judas a, ôbi mô uwôl Emen kiriɲ bay ka hen ya. 
ACT.9.12	Sôl gel bô pelal a gawra wo bay uwôgeri Ananiyas wo so ira aɲ uwôl kôbri a sari a bi ôbi ré hô gel kiriɲ hôriɲ.»
ACT.9.13	Ananiyas uwôli sara iyôŋ ba: «Kelma, en toy ɓiɲé kwône kôl kwôli gawra bi wo hen men, habrê kêm wo ôbi liɲ ɓiɲé kam ka Jérusalêm a hen a men. 
ACT.9.14	Men, damné kaɲ bay bê kwôbe biri tôô bi ré eraɲ nà, sa pôriɲ ɓiɲé kêm ka ré uwôge henem hen aɲ ré harêji a men.»
ACT.9.15	Menba, Kelma kôli iyôŋ ba: «Ô, wôsa gawra bi wo hen en dôri mega aŋgaɲ ulê béré henen naɲ kiriɲ kiriɲ biɲ ɓiɲé ka iyére to ɗaŋgi a men, biɲ kilmé kaji men, biɲ kam *Israyêl a men. 
ACT.9.16	Nôbi naɲ yen na gili gusiɲ to ôbi a geliɲ wô henen.»
ACT.9.17	Menba, Ananiyas hena ô. Ôbi biɲ bô iyére hende to hen aɲ uwôl kôbri a sa Sôl a, aɲ kôl iyôŋ ba: «Yênen Sôl, na Kelma Jésu bi wo so sam a tô geré bi wo jeré eraɲ hen, na ôbi a joon bi jeré hô gel kiriɲ hôriɲ men, bi Tunu toɲ hendi bô bôrê ré wôn bôm a men.»
ACT.9.18	Kiriɲ bay ka hen menba, ani kani geliɲ môɲ palmê kuyê iyôŋ heriɲ tiri a aɲ ôbi gel kiriɲ men, hena ta, aɲ bay liri batêm a men. 
ACT.9.19	Kiriɲa bay biri aŋgaɲ emê ôm menba, ôbi uwôɲ néri hôriɲ.
ACT.9.19	Sôl wôl sem naɲ bay tô Jésu ka Damas a. 
ACT.9.20	Menba, kiriɲ bay ka hen ôbi ô ulê béré bô iyéy daɲare mega wo Jésu ré na Kema Emen. 
ACT.9.21	Ɓiɲé kêm ka toy kwôlo ôbi kôl hen na, tiniji ge kay sari a aɲ bay eŋgere iyôŋ ba: «Na gawra bi wo hen, a na liɲ ɓiɲé ka uwôge hini Jésu bi wo hen habrê Jérusalêm a na ré ba? Men, na ôbi na era ɗôd nà wô perêji harê ôriɲ biɲ damné kaɲ bay bê kwôbe hen ré ba?»
ACT.9.22	Niɲba, ôbi uwôɲ néri tumô tumô sa derê kwôlê wori aɲ Jubɲê ka Damas uwôɲ kwôlê woɲ kelê ré, kiriɲa ôbi gelji wo Jésu ré na *Krist, kwo Emen dôri hen.
ACT.9.23	Wôl gaɲ cêgê menba, Jubɲê bay ka hen biɲji bi ciré deréri. 
ACT.9.24	Niɲba, Sôl toy kwôli deréri bi wo hen. Bay mô gem kibi iyére hende to hen yoyre naɲ tu tare bi ciré deréri. 
ACT.9.25	Niɲba, bô yoyre a menba, bay tôri ayri bô gway a herbe nô si sa gweŋ.
ACT.9.26	Kiriɲa ôbi sa biɲ Jérusalêm a menba, ôbi ô uɲé megêri bay tô Jésu niɲba, bay kêm hare wôsa bay kôl iyôŋ ba: «Ôbi ré na ôbi tô Jésu bi pa pa hari ba.» 
ACT.9.27	Barnabas ôriɲ naɲ ɗi ligi bay jé aɲ dôrji kwôli gelé wo Sôl ré gelo Kelma tô geré men, kwôlo Kelma kôli a men. Ôbi dôrji kwôli derê kwôlo ôbi dô naɲ ibiyare naɲ hini Jésu a Damas a hen men. 
ACT.9.28	Wulê bi wo hen na, ôbi mô naɲ ci men, ô men hera naɲ ci a men bô Jérusalêm a men, dô kwôlê naɲ ibiyare a men naɲ hini Kelma. 
ACT.9.29	Ôbi iyêl naɲ Jubɲê ka iyêl kibi grêk hen men, nariɲ kwôlê naɲ ci a men, niɲba, bay woge geré wô deréri. 
ACT.9.30	Kiriɲa yênêri toy hen iyôŋ menba, bay ôriɲ naɲ ɗi Sésaré a aɲ biri ô Tars a.
ACT.9.31	Bay ayê bôô ka sa iyé Judé men, ka Galilé naɲ ka Samari a kêm môrji naɲ bô jalê men, haliɲ yirji men, hariɲji Tini Kelma a men, bay kwône erê tumô tumô naɲ néé wo Tunu toɲ hendi bô bôrê.
ACT.9.32	Piyêr ô gôr kiriɲ sa ira menba, ôbi sa biɲ uɲé bay ayê bôô ka Lida a. 
ACT.9.33	Kiriɲ bay ka hen na, ôbi uwôɲ gawra wo bay uwôgeri Ené wo yi sa kalaŋ a. Ôbi meray li elê marge. 
ACT.9.34	Piyêr kôli iyôŋ ba: «Ené, Jésu Krist berarem. Hena ta, ju ɲan kalaŋ kam naɲ kôm!» Kiriɲ bay ka hen na, ôbi hena ta. 
ACT.9.35	Kiriɲa ɓiɲé ka Lida naɲ ka tu wolé wo Sarôn a gili hen iyôŋ menba, bay kêm bi bôrji sa Kelma.
ACT.9.36	Sa iyé Jopé a na, hende ayê bôô to pôni bay uwôgere Tabita mô ya. Hene bi wo hen naɲ kibi grêk ba na Dôrkas aɲ bôri na: Cénire. Hende na hendi lê aŋga dôri kwôy kwôy men, hendi ɓu baliyare naɲ bay nimré a men. 
ACT.9.37	Wulê bi wo hen na, hende ômiɲ aɲ ma. Bay pule aɲ ô ulêre bô iyére to ta a. 
ACT.9.38	Bay tô Jésu ka Jopé toy wo Piyêr ré na Lida a ya. Lida na ɗa naɲ Jopé menba, bay jé ɓiɲé wôô ô kôli iyôŋ ba: «Era lew uɲéni ɗiba, ju mera sem né.» 
ACT.9.39	Piyêr hena kerêd ô naɲ ci. Kiriɲa ôbi sa biɲ menba, bay ôriɲ naɲ ɗi bô iyére to ta hende to hen, kiriɲ bay ka hen na, yébé kaɲ mamê usoji ligiri a naɲ sômê men, bay gili bargay ka hende na sôŋre kiriɲa hende na baɲ naɲ ci tô hen a men.
ACT.9.40	Piyêr bi bay si nô kêm aɲ jubu gubari tôŋ aɲ uwôl Emen menba, bul si ligi temare aɲ kôl iyôŋ ba: «Tabita, hena ta.» Hende bôl ture aɲ kiriɲa hende gel Piyêr menba, hena mô ta. 
ACT.9.41	Ôbi ɓu kôbre buru hena ta, aɲ uwôga bay ayê bôô naɲ mamê aɲ gelji hendi temare hende to hen. 
ACT.9.42	Ɓiɲé ka Jopé kêm toy kwôli are bay ka hen, aɲ bay kwône ay bôrji biɲ Kelma. 
ACT.9.43	Piyêr wôl gaɲ Jopé a iyé gawra wo bay uwôgeri Simô woɲ ôbi uwôŋsê ariɲ hen.
ACT.10.1	Sa iyé Sésaré a na, gawra wo bay uwôgeri Kwôrney mô ya, ôbi na dami wo asgarɲê ka Rômêɲê ka bay uwôgeji ré na Itali hen. 
ACT.10.2	Gawra bi wo hen, na ôbi lê tôô Emen aɲ, bay naɲ ɓiɲé ka bô iyére tori ayji kibi Emen kwôy kwôy men, ôbi li naɲ Jubɲê kaɲ bay nimré damaŋ men, ôbi uwôl Emen ta ta a men. 
ACT.10.3	Wulê wo pôni naɲ tare to yébé ayiɲ sa tôɲne hen menba, ôbi gel aɲ hôn mana wo Emen na iyôŋ naɲ yiri bô pelal a wo so iyére tori a aɲ kôli iyôŋ ba: «Kwôrney.»
ACT.10.4	Ôbi bô mana wo Emen bi wo hen ɗéɲ naɲ harê aɲ ôbi kôli iyôŋ ba: «Kelma, na mi ba?» Menba, mana wo Emen bi wo hen uwôli sara iyôŋ ba: «Uwôlê Emen wom naɲ lê wo ju li naɲ bay nimré hen na, dôriɲ Emen aɲ ôbi gôrbiɲ sam né. 
ACT.10.5	Jé ɓiɲé kam haw hen, ô Jopé ô kelaɲ gawra wo bay uwôgeri Simô wo jelêri na Piyêr hen ré era. 
ACT.10.6	Ôbi yi iyé megari Simô woɲ ôbi uwôŋsê ariɲ wo iyére tori ɗa naɲ kibi cér a hen.»
ACT.10.7	Kiriɲa mana wo Emen bi wo ré iyêli hen ô niɲ menba, Kwôrney uwôga manê kari wôô naɲ asgar wo pôni woɲ ôbi jé wori woɲ ôbi lê tôô Emen hen. 
ACT.10.8	Ôbi dôrji kwôli aŋga ré li are hen kêm menba, jéji Jopé.
ACT.10.9	Kiriɲa kiriɲ wôl aɲ bay ay geré ô aɲ baji ɗa naɲ Jopé menba, Piyêr ɗay sa iyére toɲ dur dur a wô uwôlê Emen naɲ tay ɗiŋne. 
ACT.10.10	Kurôŋ liri aɲ ôbi gey aŋgaɲ emê. Kiriɲa bay la emê ciré biri menba, pelal jôri. 
ACT.10.11	Ôbi gel derômaraŋ bôliɲ aɲ ani kani ka geliɲ naɲ kibi bargay ka dami ka bay ɓu jeŋlare wo pôrbu hen iyôŋ sa herbe kwôy sa terare a.
ACT.10.12	Bô bargay ka dami bay ka hen a na, tanare to têre pôrbu kêm bô naɲ tu ka gay gay ka erge hen men, naɲ tu ciré ka gay gay kêm a men. 
ACT.10.13	Menba, tôô kwôni kôli iyôŋ ba: «Piyêr, hena ta, ju duu tanare hende to kêm aɲ ju ôm.»
ACT.10.14	Piyêr uwôli sara iyôŋ ba: «En gey ré Kelma, en ôm ani kani ka jôriɲ naɲ ka *kagemi sa pôn né.»
ACT.10.15	Tôô kwôni bi wo hen hô kôli iyôŋ ba: «Aŋga Emen liɲ ka séli ba, jôbi já kelê ré na ka *kagemi ba?»
ACT.10.16	Are bay ka hen sa hen iyôŋ têê subu aɲ, cêgê menba, bargay ka dami bay ka hen hô ayiɲ hôriɲ derômaraŋ a.
ACT.10.17	Piyêr erem na ba, pelal wo ré jôri na ba, bôri ré na iyeŋ pôn ba? Menba, kiriɲ bay ka hen na, bay jé ka Kwôrney ka ré wogeji iyé Simô hen, saji kibi geré men. 
ACT.10.18	Bay uwôge bay iyére aɲ eŋgeriji iyôŋ ba: «Na iyére to nà a Simô woɲ Piyêr ré yi ya hen ba?»
ACT.10.19	Piyêr erem sa pelal wo ré jôri a hen baa ya tô, menba, Tunu kôli iyôŋ ba: «Gel, imɲê subu wogem. 
ACT.10.20	Hena ta, ju ô naɲ ci ɗiba, ju erem sem né, wôsa na nôbi a joji hen.»
ACT.10.21	Piyêr herbo uwôɲ ɓiɲé bay ka hen aɲ kôlji iyôŋ ba: «Na nôbi wo ken woge bi a nà. Ken era gelen wô mi ba?» 
ACT.10.22	Menba, bay uwôli sara iyôŋ ba: «Na Kwôrney dami wo asgarɲê a jéni. Ôbi na kwôni woɲ derôre men, ôbi ay kibi Emen men, Jubɲê kêm kôba, geyri a men. *Mana wo derômaraŋ a kôli ôbi ré uwôgam jeré era iyére tori a bi ôbi ré toy kwôlo jeré kelêri.»
