MAT.1.1	Taku̱rda-o̱ u̱n baag-o Ye̱so 
JHN.12.4	Amba Yahudas Iskariyoti, wu̱ ro wan-gaan be-de u̱n 
JHN.12.5	“¿Ya u̱n yo ne̱ we̱ne̱ 
JHN.12.6	Yahudas Iskaryoti u̱n rwo̱r kááne̱ yanze remen wu̱ ro m-was u̱n ko̱o̱b-ne̱ ne̱ o̱ á, se̱ de̱ wu̱ ko-hyow-wu̱. Komo ne̱ wu̱ ro wan-bo̱p-to̱ u̱n ba-de u̱n hwo̱r, wu̱ ro ye̱ m-ma'as m-hiw.
JHN.12.7	Ye̱so ze̱e̱ru̱, “A yage̱ 
JHN.12.8	Ai, ko̱ de ke da-de no̱ mo̱sse̱ u̱n ko̱o̱b-ne̱ ne̱, amba ba ko̱ da u̱n ke o̱ no̱ he m-ma'as u̱n me̱ ne̱ á.”
JHN.12.9	Da-o̱ hun-ne̱ ho̱gu̱te̱ u̱nze Ye̱so ro u̱n bo̱-o̱ o-Betanya, 
JHN.12.10	Gwo̱mo-ne̱ ye̱ u̱n ko̱n-se Shir ye̱ gamu̱ru̱ u̱t-hi ye̱ hoot Razarus u̱n ce u̱n wu̱, 
JHN.12.11	remen u̱n wu̱ o̱ 
JHN.12.12	Bo̱ ish geste̱ à, caari-de u̱r-mo̱ro̱g de u̱n ye̱ ha ka 
JHN.12.13	Ye̱ de̱knu̱ru̱ jet-se o-ke̱re̱m. Ye̱ ze̱e̱ru̱ m-ru ye̱ gontu̱te̱ wu̱, ye̱ ro u̱n 'yons u̱s-co̱r, ye̱ ro m-ze̱e̱,
JHN.12.13	“U̱r-bo̱ngo̱n be-de Shir!
JHN.12.13	wu̱ haane̱ u̱n be̱e̱b-u̱r Yawe à.
JHN.12.13	Shir hu̱u̱te̱ wu̱ nu-o so̱-o̱
JHN.12.13	wu̱ ro̱ ko-Gwo̱mo-wu̱ u̱n 
JHN.12.14	Ye̱so ro m-nekne̱ n-to̱n u̱n ya o-janka bo̱ ro̱ gense̱ be-de u̱n Ma-to̱ Shir à u̱nze,
JHN.12.15	“No̱ ya-o-Urusharima
JHN.12.15	Ko-Gwo̱mo no̱ wu̱ ka ro̱o̱ne̱ n-to̱n u̱n ya o-janka.”
JHN.12.16	U̱r-takan, yan-neke̱-mo̱ u̱n wu̱ ro nak u̱n kà rem-se ne̱ á, se̱ da-o̱ a se̱pse̱ Ye̱so à. Ká da-o̱, ye̱ bakse̱ u̱nze gense̱ ma-to̱ u̱n wu̱ ro̱, komo to̱ ko̱ru̱ru̱ kááne̱ hond hond bo̱ a ge̱ne̱ to̱ à.
JHN.12.17	Da-de wu̱ aage̱ Razarus wu̱ rwu̱u̱n u̱n saag à, komo wu̱ 'yonstu̱ wu̱ u̱n ho̱o̱g ne̱ à, bu̱u̱g-de u̱n hun-ne̱ de ro mo̱sse̱ u̱n wu̱ ne̱ à, ye̱ ye̱ ru̱re̱ hun-ne̱ ka ma-to̱. 
JHN.12.18	Rii-yo hante̱ mo̱ro̱g-u̱r heet gonte̱ de u̱n wu̱ à yo ro̱, remen ye̱ ho̱gu̱te̱ wu̱ no̱mo̱g ká rii-yo u̱t-hyat yo. 
JHN.12.19	Bo̱ 
JHN.12.20	Káne̱, be-de u̱n ye̱ haane̱ ká biki-o̱ à 
JHN.12.21	Ye̱ haanu̱ru̱ be-u̱r Pirip (wu̱ ko-wa-o-Besayada u̱n dak-o̱ o-Gariri). Ye̱ ko̱nu̱ru̱ wu̱, ye̱ ze̱e̱ru̱, “Go̱s-wu̱, te̱ co̱no̱g hyan-o Ye̱so.” 
JHN.12.22	Pirip haaru̱, wu̱ ru̱ru̱ Andarawus. Andarawus u̱n Pirip ne̱ haanu̱ru̱, ye̱ ru̱ru̱ Ye̱so.
JHN.12.23	Ye̱so ze̱e̱ru̱ ye̱, “Da-o nomoste̱ o̱ a hette̱ me̱ m-se̱ps à, me̱ 
JHN.12.24	Me̱ no̱ m-ru̱re̱ o-nip, go̱-yo o-hyo he̱ne̱ n-dak se̱ yo mereste̱, go̱-o gaan-yo ro̱ m-ma'as. Amba da-o̱ yo po̱tne̱, yo matu̱ru̱ de̱e̱n. 
JHN.12.25	Wan-co̱n-to̱ u̱n ho̱o̱g-o̱ u̱n kàne̱ u̱n ho̱no o-dak, wu̱a taage̱ u̱n ho̱o̱g-o̱ ro̱ be-de Shir à. Ne̱t-wu̱ yage̱ ne̱ ho̱o̱g-o̱ u̱n kàne̱ u̱n ho̱no o-dak à, wu̱a kum ho̱o̱g-o̱ Shir o̱ ba m-ta.
JHN.12.26	Kap wu̱ he me̱ nome̱ m-gu̱w à, wu̱ do̱ru̱ me̱ be-de u̱m ro̱ à, káne̱ o̱ wu̱ he m-she'et u̱n cen wu̱. Ko̱wan wu̱ nomo me̱ m-gu̱w, Tato re a se̱ps wu̱.”
JHN.12.27	“M-mo̱ka me̱ u̱n ho̱ge̱ u̱n nu̱-se u̱n ho̱o̱g re. ¿Ya u̱m he m-ze̱e̱? ¿U̱m zee ‘Tato re dossu̱ me̱ ka swo̱ u̱r-ko̱o̱b de’? Ay, ko̱ n-ga, me̱ u̱n haan remen ka da-o̱. 
JHN.12.28	O-Tato, yage̱ a hyenet se̱ke̱mse̱-m ru.” Bo̱ Ye̱so ru̱rte̱ kaane̱ à, a ho̱gu̱ru̱ o̱ ken co̱r-o̱ n-To̱n shir, o̱ ro̱ m-ze̱e̱, “U̱m be'essu̱te̱, u̱m se̱ke̱msu̱ssu̱te̱ hi u̱n de. Man do hi u̱n de m-se̱ke̱mse̱ komo ne̱.”
JHN.12.29	Mo̱o̱r-to̱ u̱n hun-ne̱ ye̱ ro kane̱ eso eso à, ye̱ ho̱gu̱ru̱ ka co̱r-o̱. Ye̱ ze̱e̱ru̱, “Ai, dàkàr-o̱.”
JHN.12.29	Ye̱ ken ye̱ ze̱e̱ru̱, “Wu̱ ken ko-
JHN.12.30	Ye̱so ze̱e̱ru̱, “Rem re o̱ no̱ ho̱gu̱te̱ ka co̱r-o̱ á, se̱ de̱ rem no̱. 
JHN.12.31	M-mo̱ka o̱ Shir he piishe̱ u̱n ho̱no o-dak u̱t-ma. M-mo̱ka o̱ Shir he m-ruut u̱n be̱e̱b-de u̱n gwo̱mo-to̱ 
JHN.12.32	Amba me̱, da-o̱ a kame̱ me̱ n-to̱n o-
JHN.12.33	Rwo̱r-mo̱ u̱n wu̱ kááne̱ mo̱ mo̱ kute̱ go̱n mar-mo̱ wu̱ hette̱ à.
JHN.12.34	Mo̱o̱r-to̱ u̱n hun-ne̱ shasu̱ru̱ wu̱, “Ro̱ gense̱ be-de u̱n Taku̱rda-o̱ u̱n Ma-to̱ Shir, a zee 
JHN.12.35	Ye̱so ze̱e̱ru̱ ye̱, “M-mo̱ka ya o-da hiin kane̱ u̱n co, cecas-m ro̱ mo̱sse̱ u̱n no̱ ne̱. Nom no̱ u̱r-hew cin cecas-m ro̱ mo̱sse̱ u̱n no̱ ne̱, taasu̱ te̱t-mo̱ rew no̱ n-co̱w. Wu̱ te̱t-m rewe̱ à, wu̱a hyen co̱w-yo m-do̱re̱ á. 
JHN.12.36	She̱r no̱ m-cecas ne̱ da-de no̱ ro̱ u̱n mo̱ ne̱ à, remen no̱ waragté̱ hun-ne̱ ye̱ m-cecas.” Bo̱ Ye̱so ru̱rte̱ kááne̱ à, wu̱ argu̱ru̱ m-neke̱, wu̱ wuku̱ru̱ ye̱.
JHN.12.37	Ko̱ de ro̱tte̱ wu̱ swo̱o̱g ye̱ kute̱ u̱n rem-se u̱t-hyat u̱t-mo̱o̱r ne̱ u̱n yish-ye̱ u̱n ye̱ à, kap u̱n kaane̱ ne̱, ye̱ she̱r u̱nze wu̱ wu̱ ro̱ 
JHN.12.38	Káne̱ o̱, a shoose̱ rwo̱r-m 
JHN.12.38	“Yawe, ¿wan wu̱ ne̱ she̱re̱ u̱n ma-u̱t te̱ ne̱?
JHN.12.38	¿Be-u̱r wan o̱ ne̱ Yawe rwu̱nte̱ be̱e̱b-de u̱n wu̱?”
JHN.12.39	O̱ hante̱, ye̱ hokste̱ m-she̱r á remen 
JHN.12.40	“Shir po̱o̱ste̱ yish-ye̱ u̱n ye̱,
JHN.12.40	komo wu̱ ho̱o̱g hur-de u̱n ye̱,
JHN.12.40	taasu̱ ye̱ hyen u̱n yish-de u̱n ye̱,
JHN.12.40	ye̱ nept komo u̱n hur-de u̱n ye̱,
JHN.12.40	har ye̱ mu̱u̱nté̱ be u̱n de,
JHN.12.40	u̱m dossu̱tu̱ ye̱ po̱-to̱ u̱r-hur.”
JHN.12.42	Kap u̱n ko̱o̱b-de u̱n she̱r u̱n hur-de u̱n ye̱ u̱n wu̱ ne̱, u̱t-mo̱o̱r ne̱ be-de go̱s-ye̱ ye̱ u̱n 
JHN.12.43	Ye̱ jiishte̱ m-co̱n hun-ne̱ bu̱m ye̱ o̱tte̱ Shir bu̱m ye̱ à.
JHN.12.44	Ye̱so 'yonsu̱ru̱ u̱s-co̱r de̱e̱n, wu̱ ze̱e̱ru̱, “Wu̱ she̱re̱ be u̱n de à, me̱ wu̱ u̱n ho̱n-de wu̱ she̱rte̱ á. Amba wu̱ ro̱ m-she̱r u̱n wu̱ to̱mnu̱ me̱ ne̱ à. 
JHN.12.45	Ne̱t-wu̱ ro̱ me̱ m-hyan à, wu̱ ro̱ m-hyan u̱n Tato re wu̱ to̱mne̱ me̱ u̱n ho̱no o-dak à. 
JHN.12.46	Me̱ u̱n haan ho̱no o-dak remen u̱m ye'et hun-ne̱ m-cecas. Wu̱ she̱re̱ u̱n me̱ ne̱ à, taase wu̱ she'et o-comb á.
JHN.12.47	“Bo̱n wu̱ ho̱ge̱ ma-u̱t re, wu̱ do̱re̱ to̱ á, man piishe̱ wu̱ u̱t-ma á. Yanze remen u̱m piishite̱ ho̱no o-dak u̱t-ma o̱ u̱m haante̱ á, se̱ de̱ remen u̱m guut ho̱no o-dak. 
JHN.12.48	Ne̱t-wu̱ yage̱ me̱ à, wu̱ go̱ks komo ne̱ ma-u̱t re á, wan-piish u̱n wu̱ u̱t-ma ro̱ ko̱n. Ma-u̱t re to̱ u̱m rwo̱re̱ à, to̱ a hette̱ ne̱t piishe̱ u̱t-ma u̱n ho̱-de u̱r-ko̱m. 
JHN.12.49	Yanze ka ma-to̱, ma-to̱ u̱n hi u̱n de to̱ á. Tato re wu̱ to̱mne̱ me̱ à, u̱n hi u̱n de u̱n wu̱, wu̱ ya'e̱ me̱ co̱w-yo u̱n to̱, u̱n bo̱ u̱m he to̱ m-rwo̱r ne̱ à. 
JHN.12.50	U̱m nepste̱ ka 
JHN.13.1	A káne̱, da-o̱ 
JHN.13.2	Bo̱ ho̱-u̱r he̱'e̱bu̱te̱ à, Ye̱so ne̱ u̱n yan-neke̱-mo̱ u̱n wu̱ ne̱ ye̱ mo̱rgu̱ru̱ remen ye̱ reet rii-yo m-re̱. 
JHN.13.3	Ye̱so nepste̱ Tato u̱n wu̱ be'essu̱te̱ wu̱ ya'assu̱te̱ wu̱ gwo̱mo-to̱ u̱n ko̱ yo ke rii-yo. Wu̱ nepste̱ ne̱ be-de Shir o̱ wu̱ rwu̱u̱ne̱, be-de Shir o̱ tomso ne̱ wu̱ he m-warag. 
JHN.13.4	Wu̱ inu̱ru̱ be-de wu̱ ro tara à, wu̱ possu̱ru̱ co̱p-o̱ u̱n wu̱. Wu̱ de̱knu̱ru̱ u̱r-bo̱jo̱, wu̱ yapu̱ru̱ de u̱n byon. 
JHN.13.5	Ka da-de ne̱, wu̱ duusu̱ru̱ m-ho̱ o-jaw. Wu̱ ma'asu̱ru̱ u̱n sapte̱ u̱n yan-neke̱-mo̱ u̱n wu̱ u̱s-na. Bo̱ wu̱ saptu̱te̱ ye̱ u̱s-na à, wu̱ ussu̱ru̱ bo̱jo̱-de ro yepo u̱n byon-o̱ u̱n wu̱ à, wu̱ sokmu̱ru̱ ye̱ u̱s-na u̱n de.
JHN.13.6	Bo̱ wu̱ woote̱ be-u̱r Simo̱n Bitrus à, Simo̱n Bitrus ze̱e̱ru̱ wu̱, “Wo̱, Go̱s-wu̱, ashi, ¿wo̱ wu̱ he me̱ sapte̱ u̱s-na?”
JHN.13.7	Ye̱so ze̱e̱ru̱ wu̱, “M-mo̱ka wo̱ nap rii-yo me̱ m-nom á, amba u̱jime̱ wo̱a neps.”
JHN.13.8	Simo̱n Bitrus ze̱e̱ru̱, “Ay, wo̱a ce̱t me̱ u̱n sapte̱ u̱s-na á.”
JHN.13.8	Ye̱so ze̱e̱ru̱ wu̱, “Me̱ sapte̱ wo̱ ne̱ u̱s-na á, yatt-yo nu̱'u̱se̱ me̱ u̱n wo̱ ne̱ á.”
JHN.13.9	Ka da-de ne̱, Simo̱n Bitrus ze̱e̱ru̱ wu̱, “Go̱s-wu̱, u̱rege̱ kaane̱ o̱, na-se u̱n ho̱n-de u̱n se o he me̱ m-sapte̱ á, sapte̱ me̱ u̱t-kom u̱r-hi ne̱.”
JHN.13.10	Ye̱so ze̱e̱ru̱ wu̱, “Zorse̱-o ro̱ u̱n hoob-o̱ m-zo̱r komo ne̱ á, se̱ de̱ sapt u̱s-na temb, remen wu̱ be'essu̱te̱ wu̱ ja'assu̱te̱ cas cas. No̱ ne̱ ja'asse̱ ne̱ ye̱, amba kap-m no̱ o̱ á.” 
JHN.13.11	Ye̱so nepste̱ wu̱ he wu̱ m-ya'as à, de de wu̱ zette̱ kap-m no̱ o̱ no̱ ro̱ ja'asse̱ á.
JHN.13.12	Bo̱ wu̱ komte̱ sapt u̱n na-se u̱n ye̱ à, wu̱ co̱pu̱ru̱ co̱p-o̱ u̱n wu̱. Wu̱ wargu̱ru̱ be-de wu̱ ro'e̱ tara à, wu̱ ze̱e̱ru̱, “¿No̱ nepste̱ rii-yo u̱m nomu̱ no̱? 
JHN.13.13	No̱ me̱ m-aag ‘Wa-u̱r-Yoos,’ komo ‘Go̱s-wu̱’ no̱. Hond hond o̱ ne̱ komo. Ka bo̱-se o̱ u̱m ro̱. 
JHN.13.14	Bo̱ me̱ Go̱s-wu̱, u̱n Wa-u̱r-Yoos ne̱ à, har u̱m saptu̱te̱ no̱ u̱s-na à, depete̱ u̱n cen no̱ ne̱ no̱ sapt na-u̱s o̱r no̱ ne̱. 
JHN.13.15	No̱m no̱ kaane̱ remen u̱m nomu̱tu̱ no̱ o-bu̱ remen no̱ nomot bo̱ u̱m nomu̱ no̱ à.
JHN.13.16	Me̱ no̱ m-ru̱re̱ o-nip, gu̱w-ne̱ ro̱ m-jiish u̱n go̱s-ye̱ ye̱ u̱n ye̱ ne̱ á. Wan-to̱m komo wu̱ ro̱ m-jiish u̱n ne̱t-wu̱ to̱mnu̱ wu̱ á.
JHN.13.17	U̱rege̱ no̱ nepste̱ u̱n kaane̱ ne̱, no̱ tomso ne̱ m-no̱m o-do̱ro̱tte̱, Shir a hu̱u̱ no̱ nu so̱-o̱. 
JHN.13.18	Kap-m no̱ o̱ me̱tte̱ á. U̱m nepste̱ ye̱ u̱m degre̱ à. Kap remen a shoosté̱ ma-to̱ ro̱ gense̱ n-me̱ u̱n Ma-to̱ Shir à, ‘Ne̱t-wu̱ ro̱ m-re̱ mo̱sse̱ u̱n me̱ ne̱ à, wu̱ ro̱ me̱ u̱t-yage̱.’
JHN.13.19	“Me̱ no̱ m-ru̱re̱ m-mo̱ka cin ba ka rii-yo u̱n no̱m, remen da-o̱ yo nome̱, no̱ she̱re̱t me̱ wu̱ ro̱ 
JHN.13.20	Me̱ no̱ m-ru̱re̱ o-nip, bo̱ u̱n ne̱t-wu̱ go̱kse̱ wu̱ u̱m to̱mbe̱ à, wu̱ go̱kste̱ me̱ o̱ ka. Wu̱ go̱kse̱ me̱ ne̱ à, wu̱ go̱kste̱ Shir o̱ ka wu̱ to̱mne̱ me̱ à.”
JHN.13.21	Bo̱ Ye̱so ru̱rte̱ kááne̱ à, wu̱ ho̱gu̱ru̱ u̱s-nu̱ u̱n hur-de u̱n wu̱. Wu̱ ru̱ru̱ yan-neke̱-mo̱ u̱n wu̱ cas, wu̱ ze̱e̱ru̱, “Me̱ no̱ m-ru̱re̱ o-nip, wan-gaan be u̱n no̱, wu̱a ya'as me̱ u̱n kom-to̱ u̱n yan-yage̱-u̱t re.”
JHN.13.22	Yan-neke̱-mo̱ u̱n wu̱ gu̱tru̱ru̱ hi u̱n de u̱n ye̱, ye̱ nap wu̱ Ye̱so ro̱tte̱ á. 
JHN.13.23	Wu̱ ken be-de u̱n yan-neke̱-mo̱ u̱n wu̱, wu̱ Ye̱so wasse̱ u̱n wu̱ ne̱ de̱e̱n à, wu̱ ro u̱n he̱r-o Ye̱so. 
JHN.13.24	Simo̱n Bitrus ze̱e̱ru̱ wu̱ u̱s-har, “Citu̱ na Ye̱so u̱nze, ¿Wan wu̱ ne̱ wu̱ ro̱tte̱?”
JHN.13.25	Ka wu̱ ro u̱n he̱r-o Ye̱so à, wu̱ kaksu̱nu̱ru̱, wu̱ ze̱e̱ru̱, “Go̱s-wu̱, ¿wan wu̱ ne̱?”
JHN.13.26	Ye̱so shasu̱ru̱, “Wu̱ ka, wu̱ u̱m he m-huwe̱ u̱r-buro̱di u̱m ya'as wu̱ à.” Bo̱ wu̱ huute̱ ne̱ hwu̱-de u̱r-buro̱di à, wu̱ ya'asu̱ru̱ Yahudas Iskariyoti wà Simo̱n. 
JHN.13.27	Bo̱ wu̱ go̱kste̱ ka hwu̱-de à, 
JHN.13.27	Ye̱so ze̱e̱ru̱ wu̱, “No̱m yo o co̱ne̱ à kyak.” 
JHN.13.28	Amba ye̱ ka ye̱ ro̱ u̱n re̱ u̱n rii-yo m-re̱ à yatt-wu̱ nape̱ rii-yo hante̱ Ye̱so zeet wu̱ kááne̱ á. 
JHN.13.29	Ye̱ e̱ssu̱ru̱ u̱nze Ye̱so u̱n to̱m Yahudas o̱n rem-se o-biki, ko̱ ne̱ wu̱ ya'as ko̱o̱b-ne̱ yo ken rii-yo, remen Yahudas wu̱ ro u̱n ba-de u̱n hwo̱r-ye̱ u̱n ye̱ ne̱. 
JHN.13.30	Te̱t-mo̱ ne̱ komo, bo̱ wu̱ go̱kste̱ hwu̱-de u̱r-buro̱di à, wu̱ argu̱ru̱ m-ru but.
JHN.13.31	Bo̱ Yahudas ruute̱ à, Ye̱so ze̱e̱ru̱, “Da-o wooste̱ o̱ 
JHN.13.32	U̱rege̱ a se̱ke̱mse̱te̱ Shir u̱n me̱, Shir a se̱ke̱mse̱ me̱ tomso ne̱ ha-mo̱ u̱n be-de u̱n wu̱. Ho̱r-m-ho̱r o̱ ne̱ wu̱ he me̱ m-se̱ke̱mse̱.
JHN.13.33	“No̱ yakar re re̱k-ye̱ re̱k-ye̱, o-da hiin o̱ u̱m ro̱ mo̱sse̱ u̱n no̱ ne̱. No̱a hoob me̱, amba bo̱ u̱m ru̱re̱ Se̱k-ye̱ be-de u̱n 
JHN.13.34	“
JHN.13.35	Kááne̱ o̱ ko̱wan he m-nap u̱nze yan-neke̱-m re ye̱ no̱ ro̱, u̱rege̱ de̱ u̱nze no̱ m-was u̱n o̱r no̱ ne̱ ne̱.”
JHN.13.36	Simo̱n Bitrus ze̱e̱ru̱ wu̱, “Go̱s-wu̱ te̱, ¿ke co̱-o̱ o he?”
JHN.13.36	Ye̱so shasu̱ru̱ wu̱, “Be-de u̱m he'e̱ à, wo̱a hoks me̱ m-do̱re̱ m-mo̱ka á. Amba u̱jime̱ kane̱ u̱n co hiin, wo̱a do̱ru̱ me̱.”
JHN.13.37	Bitrus ze̱e̱ru̱ wu̱, “Go̱s-wu̱, ¿remen yan o̱ me̱tte̱ à hoks wo̱ m-do̱re̱ m-mo̱ka á? Ai, man ya'as ho̱o̱g re rem ru.”
JHN.13.38	Ye̱so ze̱e̱ru̱, “¿Har wo̱a ya'as ho̱o̱g ru rem re? Me̱ no̱ m-ru̱re̱ o-nip, rii-yo ke̱e̱g-o kiit-yo kenet, wo̱a nom she-mo̱ u̱n nap-o re har so̱ o-tet.”
JHN.14.1	Ye̱so ze̱e̱ru̱ ye̱. “Taase hur-u̱r no̱ naase̱ á. She̱r no̱ be-de Shir. No̱ she̱r be u̱n de tomso ne̱. 
JHN.14.2	U̱n hur-o Tato re kuke̱-u̱t ro̱ ko̱n de̱e̱n. U̱ rotte̱ kááne̱ o̱ á, u̱m roa ru̱ru̱ no̱ á. Komo neke̱-mo̱ u̱m he'e̱ re̱e̱no̱ u̱m ja'asu̱té̱ no̱ u̱r-be. 
JHN.14.3	Me̱n neke̱, me̱ ja'asu̱nse̱ no̱ u̱r-be tomso ne̱, u̱m dooru̱ m-mu̱u̱n u̱m de̱gbu̱té̱ no̱ u̱n be-de u̱n hi u̱n de remen no̱ she'etté̱ be-de u̱m ro̱ à. 
JHN.14.4	Be-de u̱m he'e̱ à, tomso ne̱ no̱ nepste̱ o-co̱w.”
JHN.14.5	Tomas ze̱e̱ru̱ wu̱, “Go̱s-wu̱, te̱ nap be-de o he'e̱ á. ¿Re o̱ te̱ he m-no̱m te̱ nept o-co̱w?”
JHN.14.6	Ye̱so ze̱e̱ru̱ wu̱, “Me̱ wu̱ ro̱ o-co̱w, me̱ wu̱ ro̱ o-nip, me̱ wu̱ ro̱ ho̱o̱g. Wa m-ha be-u̱r Tato re ro̱ ko̱n á, se̱ wu̱ do̱nte̱ be u̱n de remen me̱ wu̱ ro̱ o-co̱w yo m-ha be-u̱r Tato re. 
JHN.14.7	No̱ ro nepstu̱ me̱, no̱ roa nep Tato re tomso ne̱. Amba kane̱ u̱n co, no̱a neps wu̱ har no̱ hyen wu̱ tomso.”
JHN.14.8	Pirip ze̱e̱ru̱ wu̱, “Go̱s-wu̱, kutu̱ te̱ o-Tato. Bo̱'o̱ssu̱tu̱ te̱.”
JHN.14.9	Ye̱so ze̱e̱ru̱ wu̱, “Pirip, ho̱nu̱ a she'ete̱ no̱ cen no̱ ne̱ à, ¿o ze̱e̱ru̱ har m-mo̱ka wo̱ nap me̱ á? Ai, kap ne̱t-wu̱ hyane̱ me̱ à, ai wu̱ hyanag o-Tato. ¿Re o̱ u̱n ya o zette̱, ‘Kute̱ te̱ o-Tato’? 
JHN.14.10	¿Wo̱ she̱r u̱nze me̱ n-me̱ o-Tato, o-Tato tomso ne̱ n-me̱ u̱n me̱ á? Ma-to̱ u̱m ru̱ru̱ no̱ à, be u̱n de o̱ to̱ rwu̱u̱ne̱ á, se̱ de̱ be-de o-Tato o̱ to̱ rwu̱u̱ne̱, o̱ ro̱ mo̱sse̱ n-me̱ ne̱ à, o̱ ro̱ m-no̱m m-se̱nge̱ be u̱n de à. 
JHN.14.11	She̱r u̱nze u̱n me̱ u̱n Tato re, gaan-to̱ te̱ ro̱. U̱rege̱ ne̱ no̱ hoks m-she̱r, remen ma-u̱t re á, she̱r no̱ remen se̱nge̱-mo̱ u̱t-hyat mo̱ u̱m no̱me̱ à. 
JHN.14.12	Me̱ no̱ m-ru̱re̱ o-nip, kap wu̱ she̱re̱ u̱n me̱ à, se̱nge̱-mo̱ me̱ m-no̱m à, mo̱ mo̱ wu̱ he m-no̱m. Har ma wu̱ arag me̱, remen ha-mo̱ u̱m hette̱ be-u̱r Tato re. 
JHN.14.13	Tomso ne̱ kap bo̱n yo no̱ ko̱ne̱ u̱n jin u̱n de à, man nomo no̱ yo remen a se̱ke̱msu̱té̱ Tato re be u̱n de. 
JHN.14.14	Ko̱yan yo no̱ ko̱ne̱ u̱n jin u̱n de, man nomo no̱ yo.”
JHN.14.15	“U̱rege̱ de̱ no̱ waste̱ u̱n me̱ ne̱, no̱a do̱re̱ 
JHN.14.16	Me̱ ne̱, man kon o-Tato, wu̱ 'ye no̱ wu̱ ken Wa-u̱t-Orom wu̱ wu̱ he m-she'et be u̱n no̱ har da-o̱ ba m-ta à. 
JHN.14.17	Wu̱ wu̱ ro̱ 
JHN.14.18	Remen kááne̱, no̱ nep u̱nze me̱ hede no̱ m-yage̱ u̱ntu̱n ko̱o̱bi-ne̱ á. Man heesu̱ne̱ be u̱n no̱. 
JHN.14.19	Ya o-da yo kuse̱ hiin, ho̱no o-dak o̱ wongu̱te̱ u̱n hyan-o re ne̱. Amba no̱ ne̱, no̱a hyen me̱, remen me̱ u̱n ho̱o̱g ne̱, no̱ komo, no̱a nom ho̱o̱g. 
JHN.14.20	Ho̱-de, no̱ he kum u̱n 
JHN.14.21	Kap bo̱n ne̱t-wu̱ ho̱ge̱ 
JHN.14.22	Ka da-de Yahudas (amba yanze Yahudas Iskariyoti á) wu̱ shasu̱ru̱ wu̱. Wu̱ ze̱e̱ru̱, “Go̱s-wu̱, ¿ya hante̱ ne̱ o hette̱ rwu̱nte̱ u̱n hi u̱n du cas be u̱n te̱ cot, amba wo̱ kute̱ ho̱no o-dak á?”
JHN.14.23	Ye̱so ze̱e̱ru̱ wu̱, “Bo̱n wu̱ wasse̱ u̱n me̱ ne̱ à, wu̱a do̱re̱ ma-u̱t re. Tato re a was u̱n wu̱ ne̱. Te̱a haan, te̱ Tato re be-de u̱n wu̱ te̱ she'et mo̱sse̱ u̱n wu̱ ne̱. 
JHN.14.24	Ne̱t-wu̱ ro̱ u̱n bo̱p u̱n ma-u̱t re á, wu̱ ro̱ m-was u̱n me̱ ne̱ o̱ ka á. Ma-to̱ no̱ ho̱ge̱ u̱n nu-o re à, ma-u̱t re to̱ á. Ma-u̱t Tato re to̱, wu̱ to̱mnu̱ me̱ à.
JHN.14.25	“Me̱ no̱ m-ru̱re̱ u̱n to̱ ka myet, u̱n ka da-o̱ me̱ be-u̱r gaan u̱n no̱ ne̱. 
JHN.14.26	Amba Wa-u̱t-Orom, 
JHN.14.27	U̱m yaksu̱tu̱ no̱ gwu̱gwu̱-mo̱ u̱r-hur. Gwu̱gwu̱-mo̱ u̱r-hur mo̱ u̱m yaksu̱ no̱ à, yar-m re mo̱ u̱ntu̱n yar-mo̱ u̱n ho̱no o-dak á. Taasu̱ me̱n-u̱t no̱ naase̱ á, taasu̱ tomso ne̱ no̱ ho̱ge̱ o-gye̱r á.
JHN.14.28	“No̱ ho̱gu̱ssu̱te̱ de̱ u̱m ze̱e̱g me̱n neke̱ u̱m dott m-mu̱u̱n be u̱n no̱. No̱ wasse̱ u̱n me̱ ne̱, no̱a nom o-zak remen me̱ m-ha be-u̱r Tato re wu̱ jiishe̱ me̱ à. 
JHN.14.29	To̱, m-mo̱ka u̱m ru̱ru̱tu̱ no̱ cin ba da-o u̱n wo̱o̱n remen da-o wo̱o̱ne̱ no̱ she̱re̱t. 
JHN.14.30	Me̱ hede no̱ m-ru̱re̱ u̱t-ma de̱e̱n á, remen wan-gwo̱mo-to̱ u̱n ho̱no o-dak ro̱o̱n, 
JHN.14.31	Amba remen ho̱no o-dak nept u̱nze u̱m waste̱ o-Tato ne̱, me̱ u̱n no̱m u̱n kap rii-yo Tato re ze̱e̱ à.
JHN.14.31	“A ine̱ no̱ kane̱, da-o wooste̱ o̱ a hette̱ no̱ m-neke̱ à.”
JHN.15.1	Ye̱so dooru̱ m-ze̱e̱ yan-neke̱-mo̱ u̱n wu̱, “Me̱ ro̱ 'wu̱n-de o-'yo yo o-nip. Tato re wu̱ ro̱ yo m-ma'as m-ja'as. 
JHN.15.2	Ko̱ yo ke jet-yo be-de u̱n yo, yo mate̱ á, Tato re a kups yo. Ko̱ yo ke yo ro̱ u̱r-mat à, a ro̱ yo m-ja'as remen yo ja'asté̱ u̱r-mat de̱e̱n. 
JHN.15.3	No̱ ne̱, bo̱ an ja'as u̱n ka 'yo-yo à, ka bo̱-se ne̱ o̱ ma-u̱t re ja'ase̱ hur-u̱t no̱. 
