MAT.1.1	Kalara
JHN.11.37	Bëvòg ya ete bò na: Andzë yaè ndindim mis a? Nga ambë fë bò na të e nyò awu?
JHN.11.38	Yesus adugan sigan a nnëm, asòò a sòṅ. Engabë a mbog akòg, ndò bëngayè akòg ete. 
JHN.11.39	Yesus nyè na: Vaagan akòg. Marta, kal e mod angawu, nyè ai nyè na: a Nti, anganyum ya, amu amos nyiina hi. 
JHN.11.40	Yesus nyè ai nyè na: Mandzë wa kad na ngë wayëbë, wayi yen duma Zamba a? 
JHN.11.41	Ndò bavaè ngòg. Ndò Yesus abede mis a yob, nyè na: A Tara, makaṅ wa, mbol wawog ma. 
JHN.11.42	Mayëm fò na wawog ma kòm esë, dzam da asu nkunda otëlë hi ngò makòbò, asu yë na bëyëbë na ongalom ma. 
JHN.11.43	Adzo angadzo nala, ndò aloe a yob etere na: A Lazarus, zaag a nsëṅ mu. 
JHN.11.44	Ndò mbim wakui, otoa ntindan a mëkol ai a mò ai biyie, asu afaṅa a eyie mbim. Yesus nyè ai bò na: Tian nyè, midzoge nyè, akë.
JHN.11.45	Abui dzam ya e Yuden bëngasò abë Maria, bëyënë e mam angabò, bëyëbë nyè. 
JHN.11.46	Bëvòg ya abë bò, bëkëlë a bëfarisea, bëmana bò tie e mam Yesus angabò. 
JHN.11.47	Ndò bëfarisea ai bëfada bënen bakoan esòg, bò na: Ndò biazu bò ya, akyaè e mod nyò abò biyëṅ bi mam di? 
JHN.11.48	Ngë biadzoge nyè nala, bod bësë bayi nyè yëbë, edzoe ya Roma esòò, bëmana bia ai si, ai e hom hi
JHN.11.49	Mbòg ya abë bò, Kaifas, angabë fada-nen a mbu te, nyè ai bò na: Miayëm ki tò dzom; 
JHN.11.50	Nga miayen na layean na mod mbòg awu asu ayòṅ, alodo na nguma ayòṅ odzaṅ? 
JHN.11.51	Andzëki kòbò nala ai nyè emen, dzam da, mbol angabë fada-nen mbu te, ndò angabende na Yesus ayi wu asu mëyòṅ, 
JHN.11.52	së hm ki hë asu mëyòṅ; asu fë yë na, e bòn bë Zamba bënë ntsaman, akoan bò dzom dzia. 
JHN.11.53	Atarigi amos te, bëngadzëṅ na bawoe nyè. 
JHN.11.54	Yesus të fë bad wulu a ngëëṅ a Yuden ete, dzam da ndò angakodo hala, akëlë a nkòṅ nnam ya nkod-nnam, a tisòn dzoe na Efraim, antoa we ai bëyègè boe. 
JHN.11.55	Paska Yuden angabë babi, ndò abui bod bëngabed a Yerusalem, bësòò a mal, osusua Paska, asu yë na bëfubëban. 
JHN.11.56	Bëngadzëṅ hm Yesus, bò a bò ha, bëtëlë a tempel bò na: Miayen dò ya? Yë ayi bò të sòṅ a abog nga? 
JHN.11.57	Ndò bëfada bënen ai bëfarisea bëngavë mvende na ngë mod ayëm e hom anë, akuli nyè, asu yë na bëbi nyè.
JHN.12.1	Mëlu mësaman osusua Paska, ndò Yesus angasò a Betania, e hom Lazarus angabë; Lazarus te ṅnyè Yesus angahëlë a bëkon. 
JHN.12.2	Ndò bëngabò nyè dina hala, Marta asye a tëbëlë bidi, Lazarus atoa mbòg ya e bod bëdzaag ai nyè. 
JHN.12.3	Ndò Maria anòṅ etun kila mbòn mësan otoa abui mòni, angawòbò wò Yesus a mëkol, afimiṅi nyè mëkol ai esil dzie. Nda edzie fò ai enyum mbòn. 
JHN.12.4	Yudas Iskariot, mbòg ya bëyègè boe, -ṅnyè angabë na ayi kuan ai nyè- nyè na: 
JHN.12.5	A dze bandzëki kuan ai mbòn vi minsaṅ mintèd milè, bëvëë mimbubua? 
JHN.12.6	Angabë adzoo nala, së ki mbol adaṅa mvaman ai mimbubua, dzam da, mbol angabë ṅwuwub, ṅnyè fë abëlë nkòb, ndò akadëgë dzib e dzi bafudi ete. 
JHN.12.7	Yesus nyè na: Dzoge nyè, abòò dò asu amos edzëb-mbim dzama. 
JHN.12.8	Amu mibëlë mimbubua kòm esë abë mina, dzam da, miabëlë ki ma kòm esë.
JHN.12.9	Abui nkunda ya Yuden bëngayëm na anë hala, ndò bëngasò, së hm ki hë asu Yesus etam, dzam da asu yë na ba bëyen e Lazarus ya angahëlë a bëkon. 
JHN.12.10	Ndò bëfada bënen bëngabui esòg na bëwoe fë tò Lazarus, 
JHN.12.11	amu abui dzam bëngabë kodogo a Yuden, bëngayëbë Yesus hë etòm dzie.
JHN.12.12	Amos otsaag hala, nkunda osë ongasò a abog, bëngayi wog na Yesus azu a Yerusalem, 
JHN.12.13	bënòṅò mëbui mëlen, bëngakë toban ai nyè, bëbama na: Osanna, aluguban, e nyò azu a dzoe Nti
JHN.12.14	Yesus ayënë man ozele, atòbò nyè a yob, akyaè anë ntilan na:
JHN.12.15	Të wakòn wòṅ, a ngòn Sion,
JHN.12.15	Yënë sik, nkukuma woe azu,
JHN.12.15	atoa ngal ozele a yob
JHN.12.16	Bëyègè boe bandzëki wog dzam te etye etye, dzam da, eyòṅ Yesus angabëlë duma, ndò bazu tsog na dzam te angabë ntilan atyan ai nyè, ai na bëngabò nyè dò. 
JHN.12.17	Nkunda ya ongabë ai nyè eyòṅ angaloe Lazarus a sòṅ a nsëṅ, ahëlë nyè a bëkon, ongabòòlò fò. 
JHN.12.18	Asu te nkunda ozaag toban ai nyè, amu bëwogo e ndëm angabò nyi. 
JHN.12.19	Bëfarisea bëngadzo a zaṅ bò bò na: Nga miayen na miasëki ai mfi? Bod bësë batoṅ nyè!
JHN.12.20	Bëgrek bëziṅ bëngabë ai e bod bëngabed na bazu a abog. 
JHN.12.21	Ndò bakë abë Filipus ya Betsaida ya Galilea, ndò badzo ai nyè na: A moe, biayi na biayen Yesus. 
JHN.12.22	Ndò Filipus akë kad Andreas, Andreas ai Filipus bësòò kad Yesus. 
JHN.12.23	Yesus nyè ai bò na: Awola asò ya na mòn mod abëlë olugu. 
JHN.12.24	Bëbëla emen, makad mina na: ngë e fes mvòṅ yaku a si ebò të wu, yatòbò etam. Ngë ewu, yayi vë abui bibuma. 
JHN.12.25	E nyò adiṅ enyiṅ dzie, adzèè dzò, ndò e nyò afëm enyiṅ dzie a e si nyi, ayi dzò baala a enyiṅ kòm. 
JHN.12.26	Ngë mod ziṅ asye ma, ayi ma toṅ, ndò fë, e hom osë mayi tòbò, nsye wama nyè ayi fë tòbò ete. Ngë mod ziṅ asye ma, Tara ayi nyè vë olugu.
JHN.12.27	Etoa dzi, nnëm wakòn ma; ndò mëkë dzo ya? Yë na: A Tara, kodëge ma a awola di? Ma mëngasò asu awola di! 
JHN.12.28	A Tara, vaa dzoe doe olugu. Ndò kiṅ engasò a yob na: Mëvë ya olugu, ndò fë mayi dugan vë. 
JHN.12.29	Nkunda ongabë otëlë, owogo, bò na: zeyan nyili! Bëvòg bò na: Englès ahë kòbò ai nyè. 
JHN.12.30	Yesus nyè na: E kiṅ nyili endzëki bòban asu dama, ebòban asu daan. 
JHN.12.31	Eyòṅ dzi, ntol e si nyi wazu tsigëban; etoa dzi, ndzoe ya e si nyi azu woaban a nsëṅ. 
JHN.12.32	Mfag wama, eyòṅ mayi bedëban a si, mayi dudu bësë abë ma. 
JHN.12.33	Angakòbò nala atyan ai akyaè awu ayigi wu. 
JHN.12.34	Nkunda ai nyè na: Bia, bingawog a mvende na Kristus alaṅan a kòm, ndò eyë wadzo ya na mòn mod ayean bedëban a yob? Mòn mod te anë za ben? 
JHN.12.35	Yesus nyè ai bò na: Mfyè ongënë ai mina man eban. Wulugan ntye mibëlë mfyè, asu yë na të dibi ladilan mina. Ndò, e nyò awulu a dibi, ayëm ki mfag akë. 
JHN.12.36	Ntye mibëlë mfyè, yëbëgan mfyè, asu yë na mibò bòn bë mfyè.
JHN.12.36	Yesus angayi mana kòbò nala, ndò akë, asòbò bò. 
JHN.12.37	Afyaṅan bò na angabò eyëgan abui biyëṅ bi mam a zaṅ dzaban, bò tègè nyè yëbë, 
JHN.12.38	asu yë na ebug profèt Isaias dzi etoban na:
JHN.12.38	A Nti, za angayëbë nkòbò wama?
JHN.12.38	Za ki mbo-nnomo Nti angakulëban
JHN.12.39	Asu te bëngabë ki dzam yëbë, amu Isaias adzo fë na:
JHN.12.40	Angakub bò ndim a mis,
JHN.12.40	Amana bò yëm minnëm,
JHN.12.40	asu yë na të bayen ai mis,
JHN.12.40	bò të wog ai nnëm,
JHN.12.40	asu yë na bëzaa vëṅan, mësye bò
JHN.12.41	Isaias angadzo nala amu angayen duma die, ndò angakòbò atyan ai nyè. 
JHN.12.42	Tò hm të nala, abui bëvòg ya bëdzoe bëngayëbë nyè, dzam da, asu bëfarisea, bò të nyè mëm asu yë na bëzaa kuli bò a nda-bikoan a nsëṅ. 
JHN.12.43	Amu bëngabë diṅi olugu ya asò a bod alodo olugu Zamba.
JHN.12.44	Ndò Yesus akòbò a yob ete, nyè na: E nyò ayëbë ma, së ki ma ayëbë, ayëbë e nyò angalom ma, 
JHN.12.45	ndò fë e nyò ayen ma, ayen e nyò angalom ma. 
JHN.12.46	Ma mëngasò anë mfyè a si, asu yë na e nyò osë ayëbë ma abë tòbò a dibi. 
JHN.12.47	Ndò ngë mod ziṅ awog bibug biama, dzam da, të biè baala, së ki ma matsig ntol woe. Amu mandzëki sòṅ na madzòs si, dzam da asu yë na makode si. 
JHN.12.48	E mod abyandi ma, të nòṅ bibug biama, abëlë e mod adzòs nyè. Ebug mëngakòbò, yayi nyè dzòs a amos mvua. 
JHN.12.49	Amu makòbò ki ai mamen, dzam da, e Tara angalom ma ṅnyè angavë ma mvende e dzom makòbò ai e dzi mayi dzo. 
JHN.12.50	Ndò mayëm na mvende dzie enë enyiṅ kòm. E mam makòbò, akyaè ya Tara angakad ma, nala ngò makòbò.
JHN.13.1	Osusua abog Paska, mbol Yesus ayëmë na awola die asò ya na akodo e si nyi, adugan abë esya, mbol angadiṅ emboe ya bëngabë a si-ndon, ndò angadiṅ fò bò akui a mëmana. 
JHN.13.2	Abog bidi bi ngoge, hala Satan anyian ya Yudas man Simun Iskariot a nnëm na akuan ai nyè, 
JHN.13.3	mbol ayëmë na esya angavë nyè dzom esë a mò, ai na angasò abë Zamba, ndò fë adugan abë Zamba, 
JHN.13.4	a bëdzaa ha, ndò atëbë, asòdi biwòman, anòṅò etun eyie, atindi a angëdëg. 
JHN.13.5	Ndò asoe mëndim a basin, akaè na asob bëyègè mëkol
JHN.13.6	Ndò azu abë Simun Petrus. Petrus nyè ai nyè na: A Nti, dze yë wayi ma sob mëkol? 
JHN.13.7	Yesus nyè ai nyè na: E dzam mabò di, wawog ki dò etoa dzi, wayiyi yëm a mvus hala. 
JHN.13.8	Petrus nyè ai nyè na: waangâsob ki ma mëkol tò eyòṅ. Yesus nyè ai nyè na: Ngë mandzëki wa sob mëkol, wabëlë ki ngab ai ma. 
JHN.13.9	Simun Petrus nyè ai nyè na: A Nti, së a hm ki hë mëkol etam, sobo fë tò mò ai nlo. 
JHN.13.10	Yesus nyè ai nyè na: E mod awòbò ya ayaṅan ki ai mëwòbò, ayaṅan hë ai nsoban mëkol, amu anë mfuban mfuban. Ndò fë mina minë mfuban; së hm ki mina bësë. 
JHN.13.11	Amu angabë ayëmë e mod ayii kuan ai nyè. Asu te angakad na së ki mina bësë minë mfuban. 
JHN.13.12	Eyòṅ hm angamana bò sob mëkol, ndò adugan bòd biyie bie, adugan kom etoa, nyè ai bò na: Yë miayëm e dzam mëbò mina di? 
JHN.13.13	Mialoe ma na: ṅyëgele ai Nti; miabò fò mbëṅ, amu anë nala. 
JHN.13.14	Ndò hm, ngë e ma ya mënë ṅyëgele ai Nti, mëhë sob mina mëkol, mina fë miayean soban mina mina mëkol. 
JHN.13.15	Amu mëvë mina mvulna asu yë na, e kan mëhë bò, mina fë mibò nala. 
JHN.13.16	Makad mina bëbëla na: Olò walod ki nti woe, ndò fë mod minloman alod ki e nyò alom nyè. 
JHN.13.17	Ngë miayëm e mam ma, minë mvòm ngë miabò mò. 
JHN.13.18	Makòbò ki ai mina bësë. Mayëm e ba mëngatòb; Dzam da, asu yë na Ntilan odzalëban na: E mod adi bidi biama, abede ma etindi dzie a nyòl
JHN.13.19	Etoa dzi, makad mina osusua yë na labòban, asu yë na, eyòṅ layi bòban, miyëm na mënë. 
JHN.13.20	Makad mina bëbëla na, e mod abëlan ai e nyò malom, ma abëlan ai nyè; e nyò hm abëlan ai ma, abëlan ai e nyò angalom ma.
JHN.13.21	Akòbò Yesus angakòbò nala, ndò nnëm wasigan nyè a abum ete, nyè na: Bëbëla emen, makad mina na, mbòg ya abë mina ayi kuan ai ma. 
JHN.13.22	Bëyègè bëngabëban bò bò, bò të yëm e mod adzo ai nyè. 
JHN.13.23	Mbòg ya bëyègè angabë ayëgë Yesus a toe, ṅnyè Yesus adiṅi. 
JHN.13.24	Simun Petrus abòò nyè ndëm ai nlo, na asili nyè e mod adzo ai nyè. 
JHN.13.25	Ndò atoan yëm etoa a toe Yesus, nyè ai nyè na: A Nti, za? 
JHN.13.26	Yesus nyè na: E nyò mayi vë etun mbaṅëla ya mayi du a bidi. Ndò adu etun mbaṅëla a bidi, anòṅò, avëë Yudas, man Simun Iskariot. 
JHN.13.27	A mvus etun mbaṅëla dzi, ndò Satan anyian nyè a nyòl. Yesus nyè ai nyè na: Vologo bò e dzam wayean bò. 
JHN.13.28	E bod bëngabë ai nyè a bidi ha, tò mbòg të yëm e dzam adzoo ai nyè. 
JHN.13.29	Bëvòg bëdzoo na, mbol Yudas angabë abëlë nkòb mòni, ndò Yesus adzo ai nyè na: Kusu e byem biayaṅan ai biè asu abog, ngë ki na: Vaa mimbubua dzom ziṅ. 
JHN.13.30	Anòṅan ganòṅ etun mbaṅëla, ndò akë a nsëṅ. Së alu lëvini ha.
JHN.13.31	Eyòṅ angakui, Yesus nyè na: Eyòṅ dzi, mòn mod avëëban ya olugu, ndò fë Zamba avëëban ya olugu abë nyè. 
JHN.13.32	Ngë Zamba avëëban ya olugu abë nyè, Zamba ayi nyè vë olugu abë nyè emen, avë fë nyè olugu etye etye. 
JHN.13.33	A bòngò, mëngëne ai mina etun abog. Miayi ma dzëṅ, ndò e kan mëngadzo ai Yuden na: E hom makë, miasëki dzam kë, nala ngò madzo ai mina etoa dzi. 
JHN.13.34	Mavë mina mkpamaṅ mvende, na midiṅan mina mina, akyaè ya mëngadiṅ mina, asu yë na mina midiṅan fë mina mina. 
JHN.13.35	Eyë bësë bayi yëm na minë bëyègè bama ete, ngë mibëlë ediṅ asu mina mina.
JHN.13.36	Simun Petrus nyè ai nyè na: A Nti, eyë wakë ve? Yesus nyè ai nyè na: Wasëki ma dzam bie e hom makë etoa dzi. Wayi ma bie a mvus. 
JHN.13.37	Petrus nyè ai nyè na: Asu dze masëki wa dzam bie etoa dzi? Mayi vë enyiṅ dzama asu doe! 
JHN.13.38	Yesus nyè na: Wadzo na wayi vë enyiṅ dzoe asu dama a? Ndò makad wa di na: Nnom kub ayi ki lòṅan a, së na osie ma biyòṅ bilè.
JHN.14.1	Të nnëm wakòbò mina a abum abui. Yëbëgan Zamba, yëbëgan fë ma. 
JHN.14.2	Mëdzogëbo mënë abui a nda tara. Ngë tègè ai nala, yë ngë makad mina na makë mina komëzan etoa? 
JHN.14.3	Layi bò na: eyòṅ mëkë ya nala, mëkomëzan mina etoa, mayi dugan sò, mënòṅò mina abë ma, asu yë na, e hom ya mënë, mina mitobò fë ete. 
JHN.14.4	Ndò fë, e hom makë, miayëm zen ya ete. 
JHN.14.5	Tomas nyè ai nyè na: A Nti, biayëm ki mfag wakë. Eyë binë dzam yëm zen ya? 
JHN.14.6	Yesus nyè ai nyè na: Ma mënë zen, mëtoa bëbëla, mëtoa enyiṅ. Mod ziṅ azu ki abë Tara së na alod abë ma. 
JHN.14.7	Ngë miayëm ma, miayëm hm fë Tara. Akèègè etoa dzi, miayëm nyè, ndò fë mingayen ya nyè. 
JHN.14.8	Filip nyè ai nyè na: A Nti, lëdëgë bia esoa, nala wayean ai bia. 
JHN.14.9	Yesus nyè ai nyè na: Dze yë mëtòbò ya ai mina abog asë di, wa tègè ma yëm nga, a Filip? E nyò ayen ya ma, ayen ya fë Tara; Asu dze wadzo na, lëdëgë bia esoa? 
JHN.14.10	Dze yë wayëbë ki na mënë abë Tara, Tara atoa abë ma? E bibug makad mina, makòbò ki biè ai mamen; e Tara atoa abë ma abò esye dzie. 
JHN.14.11	Yëbëgan ma na mënë abë Tara, Tara atoa abë ma. Ngë miayëbë ki nala, yëbëgan hm të hë asu e mimboan mi. 
JHN.14.12	Bëbëla emen, makad mina: e mod ayëbë ma, ayi bò e mimboan mabò mi, abò fë alodo nala, amu makë abë Tara. 
JHN.14.13	Ndò e dzi miayi dzaè a dzoe dama, mayi dò bò, asu yë na Tara avëëban olugu abë mòn. 
JHN.14.14	Ngë midzaè ma dzom ziṅ a dzoe dama, mayi dzò bò.
JHN.14.15	Ngë miadiṅ ma, miayi baala mëmvende mama. 
JHN.14.16	Mayi hm dzaè Tara, alomo mina nkè mfë, asu yë na atòbò ai mina kole, 
JHN.14.17	nsisim bëbëla, a si-ndon yasëki dzam nòṅ, amu yayen ki nyè, të nyè yëm. Mina miayëm nyè, amu alaṅan abë mina, ndò fë ayi tòbò ai mina. 
JHN.14.18	Malig ki mina nyui, mazu abë mina. 
JHN.14.19	Hë man eban, si-ndon tègè ma bad yen; mfag waan, miayi ma yen, amu manyiṅ, ndò fë miayi nyiṅ. 
JHN.14.20	Amos te, miayi yëm na mënë abë Tara, mina abë ma, ma fë abë mina. 
JHN.14.21	E nyò abëlë mëmvende mama, abaala fë mò, e nyòlò te ṅnyè adiṅ ma. E nyò hm adiṅ ma, Tara ayi nyè diṅ, ma mayi fë nyè diṅ, ndò fë mayi nyè kulan mamen. 
JHN.14.22	Yudas, -së ki man Iskariot- nyè na: A Nti, dze etam bò a wayi na wakulan wamen hë abë bia, të kulan a si-ndon? 
JHN.14.23	Yesus nyè ai nyè na: Ngë mod ziṅ adiṅ ma, ayi baala ebug dzama, ndò Tara ayi nyè diṅ, ndò biayi sò abë nyè, bikomo etoa abë nyè. 
JHN.14.24	E nyò adiṅ ki ma, abaala ki bibug biama. Ndò hm fë, ebug miawog esëki endzama, enë ebug e Tara angalom ma. 
JHN.14.25	Mëngakad mina e mam ma mëtoa abë mina. 
JHN.14.26	Mfag nkè, Mfufub Nsisim, e nyò Tara ayi lom a dzoe dama, ayi mina yëgëlë bisë, adugan mina baala e ma mësë mëngakad mina. 
JHN.14.27	Malig ai mina mvoè, mavë mina mvoè dzama; mavë ki mina akyaè ya si-ndon yavë. Nnëm obë mina sigan a abum, mibë kòn wòṅ. 
JHN.14.28	Miawog anë makad mina na: Makë, ndò fë mazu abë mina. Ngë midiṅi ma, ngë miafon na makë abë tara, amu Tara alod ma. 
JHN.14.29	Ndò hm, etoa dzi, makad mina osusua yë na nala wayënan, asu yë na, eyòṅ layi bòban, miyëbë. 
JHN.14.30	Mayi ki mina bad kad abui mam, amu ndzoe si-ndon azu. Abëlë ki ngul a nyòl dzama. 
JHN.14.31	Dzam da, asu yë na si-ndon eyëm na madiṅ Tara, ai na mabò e dzi Tara angabende ma: Tëbëgan, nkodan va.
JHN.15.1	Ma mënë bëbëla ele wayn, Tara nyè anë nkoe. 
JHN.15.2	Ntëm osë ya abë ma, a wawum ki ebuma, atsig wò, ndò fë ntëm osë wawum ebuma, atone wò asu yë na obuli wum bibuma. 
JHN.15.3	Mintoa ya mfuban, etòm ebug mëngakad mina. 
JHN.15.4	Laṅan abë ma, ma fë abë mina. Akyaè ya ntëm wasëki dzam wum ebuma ai oben ngë walaṅan ki ai ele wayn, nala fë ai mina, ngë miandzëki tòbò abë ma. 
JHN.15.5	Ma mënë ele wayn, mina ki mintëm. E nyò alaṅan abë ma, ma fë abë nyè, awum abui bibuma, amu tègè ai ma, miasëki dzam bò dzom. 
JHN.15.6	Ngë mod ziṅ nyòlò atòbò ki abë ma, awoaban a nsëṅ anë ntëm, amana kod, bëngakoan miè, bëwoa a ndoan, engadig. 
JHN.15.7	Ngë mitòbò abë ma, bibug biama bitòbò abë mina, dzagan e dzi miayaṅan ai dzò, eyòṅ te yayi yenan ai mina. 
JHN.15.8	Tara avëëban olugu asu yë na miwum abui bibuma, mibò fë bëyègë bama. 
JHN.15.9	Akyaè ya Tara angadiṅ ma, nala ngò fë mëngadiṅ mina. Laṅan a ediṅ dzama. 
JHN.15.10	Ngë mibaala mëmvende mama, miayi laṅan a ediṅ dzama, anë mëngabaala mëmvende më Tara, ndò mëtoa a ediṅ dzie. 
JHN.15.11	Makad mina e mam ma asu yë na mintag miama mitòbò abë mina, ai na mintag mian mibò ntud. 
JHN.15.12	Mvende dzama enë na midiṅan mina mina anë mëngadiṅ mina. 
JHN.15.13	Mod ziṅ abëlë ki ediṅ a lodo e dzi na mod avë enyiṅ dzie asu bëmvoe boe. 
JHN.15.14	Mina minë bëmvoe bama ngë miabò e mam mabende mina. 
JHN.15.15	Maloe ki fë mina na bëlò, amu olò wayëgan e dzi nti woe abò. Maloe mina na bëmvoe amu mabò na miyëm e dzi esë ya mëngawog abë tara. 
JHN.15.16	Së ki mina mingatòb ma, ma mëngatòb mina, ndò mëngatele mina na mikë, miwum bibuma, bibuma bian bilaṅan, asu yë na e dzi esë miadzaè Tara a dzoe dama, avë mina. 
JHN.15.17	Mabende mina na midiṅan mina mina.
JHN.15.18	Ngë si-ndon yafëm mina, yëman na engatari ya ma fëm. 
JHN.15.19	Ngë miwoge ai si-ndon, ngë si-ndon yadiṅ endzie. Mbol hm miawoge ki ai si-ndon, ndò mëngatòb mina, asu te si-ndon yafëm mina. 
JHN.15.20	Tsogan ebug mëngakad mina: olò walod ki nti woe. Ngë bëngasiṅ ma, ba bayi mina siṅ. Ngë bëbaala ebug dzama bayi baala endzaan. 
JHN.15.21	Ndò bayi mina bò e mam mësë mala etòm dzoe dama, amu bayëm ki e nyò angalom ma. 
JHN.15.22	Ngë mëbò të sò, mëkòbò ai bò, ngë babëlë ki nsëm. Ndò hm, babëlë ki edzuga ziṅ asu minsëm miaban. 
JHN.15.23	E nyò asiṅ ma, asiṅ fë Tara. 
JHN.15.24	Ngë mëbò të bò mimboan ya mod mfë abë ya ki bò, ngë babëlë ki nsëm. Ndò hm, bò bëngayen, bësiṅi ai mamen, ai Tara. 
JHN.15.25	Dzam da, asu yë na ebug ya mvende dzaban edzalëban na: Bëngasiṅ ma a zëzë
JHN.15.26	Eyòṅ nkè ya mayi mina lom abë tara ayi sò, nsisim bëbëla ya wayi sò abë tara, e nyòlò te ayi ma bòòlò. 
JHN.15.27	Ndò fë mina miayi bòòlò, amu mingabë ai ma atarigi a mëtari.
JHN.16.1	Mëngakad mina e mam ma asu yë na të miakam. 
JHN.16.2	Bayi mina tsidan a mënda-bikoan. Ndò fë awola lazu, a e mod osë awoe mina ayi tsog na avë Zamba mëtunëṅa. 
JHN.16.3	Ndò bayi bò mam mëtë amu bandzëki yëm tò Tara, tò ma. 
JHN.16.4	Ndò hm mëngakad mina e mam ma asu yë na eyòṅ awola daban layi zu, midugan tsog na mëngakad mina. Mandzëki mina kad mam mëte atarigi a mëtari, amu mëngabë ai mina. 
JHN.16.5	Etoa dzi, mazu kë abë e nyò angalom ma, ndò tò mod mbòg ya abë mina asilisili ki ma na: Eyë wakë ve? 
JHN.16.6	Dzam da, mbol mëkad mina mam mëte, ndò mëlunga mëdzie mina a minnëm. 
JHN.16.7	Ma makad mina bëbëla; anë mbëṅ asu daan na mëkë. Amu, ngë mëbò të kë, nkè ayi ki sòṅ a bë mina. Eyòṅ hm ki mayi kë, mayi mina nyè lom. 
JHN.16.8	Eyòṅ e nyòlò te ayi sò, ayi bòòlò si-ndon asu nsëm, ai asu sosoo, ai asu nkat. 
JHN.16.9	Asu nsëm, amu bandzëki ma yëbë. 
JHN.16.10	Asu sosoo, mbol makë abë Tara, ndò miayi ki ma bad yen. 
JHN.16.11	Asu nkat, mbol ndzoe e si-ndon nyi atsigëban ya ntol. 
JHN.16.12	Mëngëlë bëlë abui mam ya akad mina, dzam da miasëki mò dzam wog etoa dzi. 
JHN.16.13	Eyòṅ hm e nyòli ayi sò, nsisim bëbëla, ayi mina lëdë zen a bëbëla osë. Amu ayi ki kòbò ai emen, dzam da, e ma mësë ayi wog, ayi mò kòbò, ndò fë ayi mina bende e mam mayi sò. 
JHN.16.14	E nyòlò te ayi ma vë olugu, amu ayi nòṅ a endzama, abende mina; 
JHN.16.15	E dzi esë Tara abëlë, enë endzama. Asu te madzo na, ayi nòṅ a endzama, abende mina.
JHN.16.16	Man eban ayi kog, mina tègè ma bad yen, man eban mfë, midugan ma yen. 
JHN.16.17	Bëvòg ya bëyègè boe bëngadzo bò a bò na: Dze ben tug akad bia na: Man eban ayi kog, mina tègè ma bad yen, man eban mfë, midugan ma yen, amu makë abë Tara? 
JHN.16.18	Bëngadzo hm na: E man eban nyò ṅnyè anë dze? Biayëm ki e dzam adzo. 
JHN.16.19	Yesus angabë ayëmë na bayi nyè sili, nyè ai bò na: Dze yë miakë miasili a mina mina mbol mëdzo na: Man eban ayi kog, mina tègè ma bad yen, man eban mfë, midugan ma yen? 
JHN.16.20	Bëbëla emen, makad mina na miayi yon, mitada, si-ndon dzò efono. Miayi tòbò a mëlunga, dzam da mëlunga maan mayi vëṅan mëfon. 
JHN.16.21	Eyòṅ mininga abye, abëlë mintye amu awola die asò ya. Eyòṅ abye ya man mòn, adugan ki tsog mintye, asu e mintag yë na mod abyali a si-ndon. 
JHN.16.22	Ndò hm mina, minë a mëlunga etoa dzi. Mayi mina dugan yen, eyòṅ te minnëm miayi mina fon, ndò fë tò mod ayi ki mina fadi mëfon maan. 
JHN.16.23	A amos te, miayi ki ma sili tò dzom. Makad mina bëbëla na, ngë mindzaa Tara dzom ziṅ adzoe dama, amvëë mina dzò. 
JHN.16.24	Akui etoa dzi, miabë ki dzaè dzom ziṅ adzoe dama. Dzagan, miayi bëlë, asu yë na mëfon maan mëbò ntud. 
JHN.16.25	Mëngakad mina e mam ma a minkana. Awola lazu, a mayi ki bad kòbò ai mina a minkana, dzam da, mayi mina kad mam më Tara a kpaam. 
JHN.16.26	Amos te, miayi sili a dzoe dama, ndò makad ki mina na mayi dzaè Tara asu daan. 
JHN.16.27	Amu Tara emen adiṅ mina, amu mingadiṅ ma ndò fë mingayëbë na mëngasò abë Tara. 
