MAT.1.1	In e nhag rɨp Yesu Kristo
1CO.1.15	Rɨkik ragien məknakɨn meinai yermamə kɨrik to rɨpəh nɨniyen mə kɨmnor baptaes iran ye nhagɨk. 
1CO.1.16	!Ah! Yɨmnəru-kɨn, yɨmnor baptaes mɨn ye Stefanas mɨne kafan mɨnə. Mərɨg yaknnəru-kɨn ta mə yɨmnor baptaes ye kɨmiə kɨrik mɨn uə nɨkam.
1CO.1.17	Nɨprai nəgkiarien mɨnə e ramni mɨmə Kristo rɨmɨpəh nher-pəyen kɨn yo mə jakor əmə baptaes ye narmamə, mərɨg rɨmnher-pə kɨn yo mə jakni-ərhav nəvsaoyen huvə. Kɨni jakpəh nɨni-ərhav-əmə-yen nɨrkunien kape yermamə meinai yakpəh norkeikeiyen mə tukor əruvəruvə nəvsaoyen kɨn nɨmhəyen kape Yesu Kristo ye nai kamarkwao kɨn.
1CO.1.18	Ror məkneikɨn meinai narmamə yamə mɨne kasəri-pən swatuk yame ramvən ye nap ehuə, rɨkiriə raməsɨk mə nəvsaoyen kɨn nɨmhəyen kape Yesu Kristo in nəgkiarien ətəwao. Mərɨg kɨtawə e yame Kughen rɨmɨvəh mɨragh ətawə, rɨkitawə raməsɨk mə nəvsaoyen e ramhajoun-pən nəsanɨnien kape Kughen
1CO.1.19	meinai Nəkwəkwə kape Kughen ramni mə,
1CO.1.19	“Yo jakoriah əgkap nɨrkunien kape narmamə yamə mɨne kharkun pɨk nar;
1CO.1.19	kɨni mətapɨg kɨn nɨrkunien kape narmamə yame nɨrkunien kapəriə rehuə.” 
1CO.1.20	?Narmamə yamə mɨne kharkun nar iriə hiə? ?Nəmhajoun kape loa iriə hiə? ?Narmamə yame kharkun huvə swatuk kape nəgkiarien iriə hiə? Kharkək, meinai Kughen rɨmnor nɨrkunien kape tokrei tanə rɨmauə ye nətəwaoyen.
1CO.1.21	Ror məkneikɨn meinai ye nɨrkunien kape Kughen, rɨmnor mə narmamə kape tokrei tanə e tukhapəh nharkunien In ye nərɨgien kapəriə. Mərɨg Kughen rɨmnor mə nəgkiarien kapətawə yame narmamə kape tokrei tanə kamhani mhamə in nəgkiarien ətəwao, tukrɨvəh mɨragh narmamə yamə mɨne kamhani nəfrakɨsien iran.
1CO.1.22	Nəmə Isrel kamhani əmə nəfakɨsien tukmə kɨsəm nɨmtətien kɨrik kape Kughen; kɨni narmɨnə Gris kamhani əmə nəfrakɨsien ye nəgkiarien yame in raməri-pən kapəriə nɨrkunien. 
1CO.1.23	Kɨni nɨpɨg kɨtawə kamhani-ərhav nɨmhəyen kape Yesu Kristo ye nai kamarkwao kɨn, nəgkiarien kapətawə in rəmhen kɨn kapier ye swatuk yame ramor nəmə Isrel kɨsapitətər iran, kɨni nəmə Gris khamə in nəgkiarien ətəwao.
1CO.1.24	Mərɨg narmamə yame Kughen rɨmnokrən kɨn əriə, nar apnapɨg mə iriə nəmə Isrel uə nəmə Gris, kamhani mhamə Nəvsaoyen Huvə kape Yesu Kristo ramhajoun mə nɨrkunien mɨne nəsanɨnien kape Kughen rehuə, meinai In rɨmnher-pə kɨn Kristo.
1CO.1.25	Ror məkneikɨn meinai norien kape Kughen yame narmamə kape tokrei tanə kɨsəm-pən mə in norien ətəwao əmə, nɨrkunien rarə iran rapita nɨrkunien kape narmamə. Mɨne norien kape Kughen yame narmamə kape tokrei tanə kɨsəm-pən mə nəsanɨnien kafan rɨkək, kafan nəsanɨnien rehuə pɨk rapita nəsanɨnien kape narmamə.
1CO.1.26	Piak mɨnə mɨne nowinɨk mɨnə, rɨkimiə tukraməkeikei maməsɨk mə kɨmiə narmamə hawor mɨnə nɨpɨg Kughen rɨmnokrən kɨn əmiə. Kɨmiə khapsaah, narmamə kape tokrei tanə kɨmɨsəm əmiə khamə nakhapəh nharkun-huvəyen nar kɨrik; kɨni mhapəh nhavəhyen nəsanɨnien; kɨni pəh nien mə kɨmiə nɨpnətɨ nəmasur mɨnə tɨksɨn.
1CO.1.27	Mərɨg Kughen rɨmɨrpen narmamə yame narmamə kape tokrei tanə kamhani mhamə kaseno-eno mə tukror aurɨs əriə yamə mɨne khamə ta mə kharkun nar; kɨni mɨrpen narmamə yame kapəriə nəsanɨnien rɨkək ye tokrei tanə e mə tukror aurɨs narmamə yamə mɨne kapəriə nəsanɨnien rehuə ye tokrei tanə. 
1CO.1.28	In rɨmɨrpen narmamə tɨksɨn yame narmamə kape tokrei tanə kasəm-pən əriə mə iriə narmamə apnapɨg əmə, mɨrpen narmamə yamə mɨne narmamə kape tokrei tanə khapəh nɨsorkeikei-pɨkien əriə. Rɨmɨrpen narmamə tɨksɨn yame narmamə kasəm-pən əriə mə iriə narmamə apnapɨg əmə tɨksɨn, mə tukror narɨmnar tɨksɨn yame narmamə kape tokrei tanə kasəm mə iriə nar huvə tɨksɨn, tukhauə mɨsor nar apnapɨg kɨn. 
1CO.1.29	Rɨmnor məknakɨn mə narmamə to khapəh nɨsəgkiar-ausitien ye nɨmrɨ Kughen.
1CO.1.30	Kɨmiə nɨmnhauə kɨrikianə kɨmiə Yesu Kristo rəri-pən nərɨgien kape Kughen. Kɨni Kristo rɨmauə rəmhen kɨn nuknei nɨrkunien kapətawə. Ye norien yame Kristo rɨmnor, Kughen rɨmnor ətawə kɨsatuatuk ye nɨmrɨn, kɨni mətu karɨn ətawə mə kafan mɨnə, kɨni mɨvəh mɨragh ətawə.
1CO.1.31	Ror məkneikɨn, tukrəmhen əmə kɨn nəgkiarien yame Nəkwəkwə kape Kughen rɨmɨni mɨmə,
1CO.1.31	“Yermamə yame raməgkiar ausit, pəh tukrəgkiar ausit əmə tuk nar yame Kughen Yermaru rɨmnor kɨmin.” 
1CO.2.1	Piak mɨnə mɨne nowinɨk mɨnə. Nɨpɨg yɨmauə tuk əmiə, yɨmɨni-ərhav nəgkiarien kape Kughen.
1CO.2.2	Nɨpɨg yɨmnamarə kɨtawə-m kɨmiə, rɨkik rɨmnəsɨk mɨmə jakpəh nɨniərhav-pre-yen nar kɨrik, mərɨg yɨmɨni-ərhav-pre əmə Yesu Kristo tuk əmiə, mɨne kafan nɨmhəyen ye nai kamarkwao kɨn. 
1CO.2.3	Nɨpɨg yɨmauə tuk əmiə, kafak nəsanɨnien rɨkək, kɨni yɨmɨgɨn, mamətəmnɨmɨn.
1CO.2.4	Kɨni nɨpɨg yɨmɨni-ərhav kafak nəgkiarien ye nəvsaoyen huvə, yɨmɨpəh nɨniyen ye nɨrkunien kape yermamə, mɨne ye nɨvəhsi-pən-vəhsi-pənien kɨmi əmiə tuk nɨviyen nərɨgien kapəmiə. Mərɨg nɨpɨg yɨmnəgkiar nɨmɨsəm nəsanɨnien kape Nanmɨn kape Kughen.
1CO.2.5	Yɨmnor məknakɨn mə nhatətəyen kapəmiə tukrɨpəh nərər-əməyen ye nɨrkunien kape narmamə, mərɨg tukrərer ye nəsanɨnien kape Kughen.
1CO.2.6	Mərɨg in nəfrakɨsien mə kɨmawə yakamhani-ərhav nəgkiarien kape nɨrkunien kɨmi narmamə yamə mɨne rɨkiriə ruəmruə, mərɨg pəh nien mə nɨrkunien kape narmamə taktakun mɨne, uə kape narmamə yamə mɨne kasarmaru irətawə e towei mɨne, yame tuk nɨpɨg kɨrik, iriə tukhauə narmamə apnapɨg əmə. 
1CO.2.7	Nɨkam. Kɨmawə yaksəgkiar ye nɨrkunien kape Kughen yame in apa kupan rɨmnaməmɨr məniwən, meinai narmamə kɨmnhapəh nharkunien; kɨni Kughen rɨmɨni apa kupan kupan əgkəp mə nɨrkunien e In tukruə mɨvəhsi-pə nɨhuvəyen kɨmi ətawə. 
1CO.2.8	Narmamə yamə mɨne kasarmaru ye tokrei tanə e taktakun mɨne kwəseinein nərɨgien e kape Kughen, mərɨg to iriə kɨpiharkun, to kɨpihapəh nɨsəsɨk-pənien Yermaru kapətawə ye nai kamarkwao kɨn, yame In nuknei nɨhuvəyen mɨnə fam. 
1CO.2.9	Mərɨg Nəkwəkwə kape Kughen ramni mə,
1CO.2.9	“Narmamə khapəh hanə nɨsəmien,
1CO.2.9	kɨni mhapəh hanə nɨsərɨgien,
1CO.2.9	Kɨni mhapəh hanə nharkunien
1CO.2.9	naha nhagɨn yame Kughen rɨmnor apnəpeinə iran kape narmamə yamə mɨne kasorkeikei In.” 
1CO.2.10	Mərɨg Kughen rɨmnor əpu nərɨgien a kafan kɨmi ətawə ye Nanmɨn Kafan. Kɨni Nanmɨn Kafan rɨrkun narɨmnar m-fam, kɨni mɨrkun mɨn narɨmnar kape Kughen yame narmamə khapəh nharkunien. 
1CO.2.11	Ror məknakɨn meinai narɨmnar yame yermamə ramətərɨg kɨn, in əmə in rɨrkun; yermamə kɨrik rɨpəh mɨn nɨrkunien. Kɨni ye norien kɨrikianə əmə mɨn, narɨmnar yame Kughen ramərɨg, Nanmɨn Kafan pɨsɨn əmə In rɨrkun. 
1CO.2.12	Pəh nien mə Kughen rɨmɨvəhsi-pə nətərɨgien kape narmamə kape tokrei tanə kɨmi ətawə, mərɨg rɨmɨvəh-si-pə Nanmɨn yame ramsɨ-pən tukun, mə kɨtawə tukharkun naha nhagɨn yame Kughen rɨmɨvəhsi-pə apnapɨg əmə kɨmi ətawə. 
1CO.2.13	In e nəvsaoyen huvə yame kɨmawə yakamhani, kɨni nɨrkunien kape narmamə rɨpəh nhajounien əmawə kɨn nəgkiarien e; mərɨg Nanmɨn kape Kughen ramhajoun əmawə. Kɨni yakamhani-ərhav nəgkiarien əfrakɨs kape Nanmɨn kape Kughen ye nəgkiarien yamə mɨne kamhasɨ-pən tukun.
1CO.2.14	Yermamə yame Nanmɨn kape Kughen rɨkək iran, to rɨpəh nɨvəhyen narɨmnar yame Nanmɨn kape Kughen ramhajoun ətawə kɨn, meinai raməm məknakɨn mə narɨmnar a nɨrkunien rɨkək tuk əriə. Kɨni to rɨpəh nɨrkunien narɨmnar yame Kughen ramhajoun ətawə kɨn meinai Nanmɨn kape Kughen əmə rɨrkun nasituyen ye narmamə tuk nɨrkunien narɨmnar kape Kughen. 
1CO.2.15	Kɨtawə yamə mɨne kamhavəh Nanmɨn kape Kughen kharkun nɨsəkirien norien mɨnə; mərɨg narmamə apnapɨg mɨnə kɨseinein nəkir-əmhenien norien kapətawə 
1CO.2.16	meinai Nəkwəkwə kape Kughen ramni mə,
1CO.2.16	“Yermamə rɨkək yame ruɨrkun ta nətərɨgien kape Kughen Yermaru
1CO.2.16	mɨrkun nhajounien In kɨn nar kɨrik.” 
1CO.2.16	Mərɨg kɨtawə kwənhavəh ta nɨrkunien kape Yesu Kristo.
1CO.3.1	Piak mɨnə mɨne nowinɨk mɨnə. Nɨpɨg yɨmnamarə kɨtawə-m kɨmiə, yɨmɨpəh nəgkiarien kɨmi əmiə rəmhen kɨn yame yakaməgkiar kɨmi narmamə yamə mɨne kharkun narɨmnar kape Kughen. Mərɨg yɨmnəgkiar kɨmi əmiə rəmhen kɨn yame yakaməgkiar kɨmi narmamə kape tokrei tanə, meinai kɨmiə nɨmnhavəh pə pə əmə Yesu Kristo ye nɨmraghien kapəmiə. 
1CO.3.2	Nɨpɨg yɨmnhajoun əmiə, rəmhen əmə mə yakhavəhsi-pre nah kɨmi əmiə, mɨpəh nɨvəhsi-preyen nəvɨgɨnien skai kɨmi əmiə. Meinai kɨmiə nɨmnhapəh nɨsəmhenien tuk nənien nəvɨgɨnien skai. Kɨni taktakun ai, nakhapəh hanə nɨsəmhenien tuk nənien,
1CO.3.3	meinai norien kapəmiə rəmhen əmə kɨn norien kape narmamə kape tokrei tanə. Meinai kɨmiə nakasor jalus, masotgoh kɨmi əmiə mɨnə ramhajoun-pən mə norien kapəmiə rəmhen kɨn norien kape narmamə kape tokrei tanə. Naksəmhen kɨn narmamə apnapɨg əmə.
1CO.3.4	Kɨmiə kɨrik ramni mə, “Yo yermamə kape Pol,” kɨni kɨrik ramni mə, “Yo yermamə kape kwən a Apolos,” ramhajoun-pən mə norien kapəmiə in rəmhen əmə kɨn narmamə kape tokrei tanə.
1CO.3.5	Taksəm-ru. ?Apolos in pa? ?Kɨni yo pa? Kɨmru yakwəmhen əmə kɨn yorwok mir kape Kughen, yɨmɨwasitu irəmiə tuk nhatətəyen ye Yesu Kristo. Kɨmru yɨmɨwor əmə wok yame Yermaru kapətawə rɨmɨvəhsi-pə pɨsɨn pɨsɨn kɨmi əmru mə jakwor. 
1CO.3.6	Rəmhen kɨn yame yo yɨmɨsuv kweru nai, kɨni Apolos in raməkwi-əkwi kɨn nu, mərɨg Kughen In ramor ramhaktə.
1CO.3.7	Ror məkneikɨn mə yermamə yame ramsuv kweru nai, uə yermamə yame raməkwi-əkwi, in nar apnapɨg əmə; mərɨg Kughen pɨsɨn əmə ramor narɨmnar kamhamragh mamhakuə. 
1CO.3.8	Yermamə yame ramsuv, mɨne yame raməkwi, kɨravən əmə tuk nar kɨrikianə əmə. Kɨni Kughen tukraməkeikei mərok əriu ye wok pɨsɨn pɨsɨn kapəriu. 
1CO.3.9	Kɨmru yorwok mir kape Kughen. Kɨni kɨmiə naksəmhen əmə kɨn nəsimien kape Kughen, uə nimə kape Kughen.
1CO.3.10	Ye nɨhuvəyen yame Kughen rɨmnautə-pə kɨn kɨmi yo, yɨmɨvhirəkɨn huvə nɨhu nimə rəmhen kɨn yermamə yame rɨrkun huvə nɨvhirəkɨnien nimə. Kɨni narmamə tɨksɨn khauə mharpɨn mɨn nimə rhaktə. Mərɨg iriə m-fam tukasəkeikei mɨsəm huvə wok kapəriə kape nɨvhirəkɨnien nimə, 
1CO.3.11	meinai to yermamə kɨrik rɨpəh nɨvhirəkɨnien nɨhu nimə kɨrik mɨn yame ror pɨsɨn ye nɨhu nimə yame kwəvhirəkɨn ta, yame in e Yesu Kristo.
1CO.3.12	Narmamə tɨksɨn kamhavhirəkɨn nimə mharpɨn-pən yame kwəvhirəkɨn ta, mhavhirəkɨn kɨn narɨmnar yame tukraməmɨr rerɨn, rəmhen kɨn gol mɨne silva mɨne kapier yame nɨmrɨn rhaktə. Kɨni narmamə tɨksɨn kamhavhirəkɨn əmə narɨmnar yame raməmɨr kape nɨpɨg kwakwə əmə rəmhen kɨn nai mɨne nuwig mɨne nɨmar nikien. 
1CO.3.13	Kɨni tuk nɨpɨg kɨrik narmamə tukpisəm wok kapəriə mɨpiharkun, meinai nɨpɨg Yesu tukrɨpirerɨg-pə mɨn iran, kapəriə wok tukhauə ye nɨkhakien. Kughen tukrɨpiəkir əmhen wok mɨnə kapəriə rəmhen kɨn yame kɨvəhsi-pən gol ye nap mə tukrhajoun mə rhuvə uə raha.
1CO.3.14	Narmamə yamə mɨne Kughen raməm mə wok kapəriə rhuvə, rəmhen kɨn yame nap rɨpəh nəsien nimə kapəriə, tukhavəh kapəriə nərok. 
1CO.3.15	Mərɨg narmamə yamə mɨne Kughen raməm mə wok kapəriə rahas, rəmhen kɨn yame nap rɨmnəs kapəriə nimə, narɨmnar fam rɨmɨrkək. Kughen tukrɨvəh mɨragh əriə, mərɨg tuksəmhen əmə kɨn yermamə yame rəmap ta kɨn nimə yame nap raməs.
1CO.3.16	?Nakharkun uə nɨkam, mə kɨmiə nimə kape Kughen, kɨni Nanmɨn kape Kughen ramarə irəmiə?
1CO.3.17	Tukmə yermamə kɨrik ramoriah nimə kape Kughen, kɨni Kughen tukroriah mɨn in, meinai nimə kape Kughen, in ramərhakə. Kɨni kɨmiə nimə e kape Kughen.
1CO.3.18	Yermamə yame rɨkin raməsɨk mə in rɨrkun pɨk nar, tukramərɨg huvə in tamə reikuə atuk iran. Tukmə rɨmə tukrɨrkun nar əfrakɨs, tukraməkeikei mɨvəh nɨrkunien e yame narmamə kape tokrei tanə kamhani mə nɨrkunien rɨkək iran. 
1CO.3.19	Ror məkneikɨn meinai nɨrkunien kape narmamə kape tokrei tanə, Kughen raməm-pən mə in nətəwaoyen əmə. Rəmhen kɨn yame Nəkwəkwə kape Kughen ramni mɨmə,
1CO.3.19	“Narmamə yamə mɨne kharkun pɨk nar, kasor norien yame riko iko,
1CO.3.19	mərɨg Kughen tukrɨvəhsi-pən narpɨnien kɨmi əriə.” 
1CO.3.20	Kɨni mamni mɨn mɨmə,
1CO.3.20	“Kughen Yermaru rɨrkun mə nətərɨgien kape narmamə yamə mɨne kharkun nar, in nar apnapɨg əmə.” 
1CO.3.21	!Kɨni takhapəh nhavəhsi-haktə-mɨn-ien nəmehuə mɨnə kape niməhuak! Meinai Kughen rɨmɨvəhsi-pre narɨmnar fam kɨmi əmiə mə tukrasitu irəmiə. 
1CO.3.22	In rɨmɨvəhsi-pre nəmehuə mɨnə kapəmiə rəmhen kɨn yo, Pol, mɨne Apolos, mɨne Pita, mə jaksasitu irəmiə. Mɨvəhsi-pre fam narɨmnar ye tokrei tanə mə tukrasitu irəmiə. Nar apnapɨg mə nakwənhamragh uə nakwənhamhə, uə nar yame ruatərhav ai taktakun uə yame tukrɨpitərhav tuk nɨpɨg kɨrik, Kughen ravəhsi-pre fam narɨmnar mə tukrasitu irəmiə. 
1CO.3.23	Kɨni kɨmiə kape Kristo, kɨni Kristo in kape Kughen.
1CO.4.1	Ror məknakɨn mə narmamə tukasəkeikei mhavəh əmawə rəmhen kɨn yorwok mɨnə kape Kristo yame Kughen rɨmnərəhu-pə ye kwermɨmawə mə kɨmawə jaksor əpu nərɨgien kape Kughen yame rɨmnerkwaig kupan. 
1CO.4.2	Kɨni narmamə yame kasarha tuk narɨmnar kape yemehuə kɨrik tukasəkeikei masor huvə wok kapəriə mə nɨpɨg yamehuə kapəriə tukruə iran məm kapəriə wok, mɨrkun nɨniyen nəfrakɨsien irəriə.
1CO.4.3	Mərɨg tukmə kɨmiə uə narmamə pɨsɨn mɨnə khamə tuksəm əmhen wok kafak, in nar apnapɨg əmə. Kɨni yo atuk to yakpəh nəm-əmhenien kafak wok. 
1CO.4.4	Kafak wok, yakaməm mə ratuatuk əmə. Mərɨg nar a rɨpəh nhajoun-pənien mə yo yakatuatuk. Yermaru əmə in rɨrkun nəm-əmhenien kafak wok. 
1CO.4.5	Ror məknakɨn, takhapəh nɨs-haimɨrenien nəkirien narmamə, mamhawhin əmə nɨpɨg Yesu Yermaru tukruə iran. In tukrəhi-pə narɨmnar yamə mɨne kaserkwaig ye nəpɨgnəpien tukruə ye nɨkakien; kɨni mɨni-ərhav naha nhagɨn yame ramswiin yerki narmamə. Ye nɨpɨg a Kughen tukrəgnəgɨn narmamə kɨrikianə kɨrikianə tuk narɨmnar yame kɨmɨsor.
1CO.4.6	Piak mɨnə mɨne nowinɨk mɨnə. Yakaməgkiar ye nɨkarɨn kapəmru Apolos mə takhavəh nɨrkunien ikɨn mhawhai əmiə iran. Kɨni tukmə nakhavəh nɨprai nəgkiarien mɨnə e, takasəkeikei mɨsor əmə nəgkiarien yamə mɨne kwərai ta, mhapəh nhavəhsi-haktəyen narmamə tɨksɨn mə iriə kɨshaktə pɨk, mhapəh nhavəhsi-əhuyen tɨksɨn.
1CO.4.7	?Rhawor e nakhamə ta mə kɨmiə nakshaktə rapita fam narmamə? Nɨrkunien mɨnə fam yame nakhavəh mɨsasitu kɨn ye narmamə, Kughen pɨsɨn əmə rɨmɨvəhsi-pre kɨmi əmiə. ?Mərɨg rhawor e nakasəgkiar ausit mhamə kɨmiə atuk naksor narɨmnar mɨnə e?
1CO.4.8	Kɨmiə nakhamə ta mə nakwənhavəh fam ta nɨrkunien tuk Kughen. Nakhamə ta mə nakhapəh nɨsakwəkwəyen kɨn nar kɨrik yame ramsɨ-pən tuk Kughen. Nakhamə ta mə nakwənhavəh ta nehuəyen ye narmaruyen kape Kughen, mhamə kɨmiə naksehuə mɨsapita əmawə. Rɨpi mə nakpihavəh ta nɨrkunien məknenkɨn, kɨni kɨtawə-m kɨmiə kɨpihavəh ta nehuəyen e, rɨpihuvə. 
1CO.4.9	Mərɨg rɨpəh norien məknen. Kɨmawə aposol mɨnə kɨmawə ye tanə əmə, rəmhen kɨn yermamə kɨrik yame ravəh narpɨnien məkneikɨn mə tukhopni in apa rusərhav ikɨn. Narmamə mɨnə fam ye tokrei tanə mɨne agelo mɨnə ye neai kasəm əmawə mə nɨmraghien kapəmawə tukrhawor pən iran mɨne. 
1CO.4.10	Narmamə kɨsərɨg mə kɨmawə yamə mɨne yakasofugɨn-pən tuk Yesu Kristo, yaksətəwao. Mərɨg kɨmiə nakhamə ta mə nakharkun nar. Kapəmawə nəsanɨnien rɨkək, mərɨg kɨmiə nakhamə ta mə nəsanɨnien kapəmiə rarə. Narmamə khapəh nhasiaiyen əmawə, mərɨg kamhasiai əmiə. 
1CO.4.11	In e nəfrakɨsien muə meriaji-pə taktakun mɨne, nɨkumhə raməs əmawə; kɨni yaksəkwakwə, kɨni yakamhavən ye neipən mətɨt, narmamə kamhauh əmawə, kɨni kapəmawə nimə rɨkək.
1CO.4.12	Kɨmawə atuk əmə yakasor pɨk wok ye kwermɨmawə. Nɨpɨg kɨni-hah əmawə, mərɨg kɨmawə yakasəhuak kɨmi Kughen mə tukrɨvəhsi-pən nɨhuvəyen kɨmi əriə. Nɨpɨg narmamə kasor ahas-pə kɨmi əmawə, mərɨg kɨmawə yaksapnapɨg əmə.
1CO.4.13	Nɨpɨg narmamə kamhani hah əmawə, mərɨg kɨmawə yaksəgkiar huvə əmə kɨmi əriə. Meriaji-pə taktakun mɨne, narmamə kasəm əmawə khamə kɨmawə yaksaha mɨsəmhen əmə kɨn nəmkɨmɨkien kape tokrei tanə.
1CO.4.14	Pəh nien mə yakamrai nəgkiarien mɨnə e mə jakor əmiə naksaurɨs; mərɨg yakamrai nəgkiarien mɨnə e mə jaksɨg əmiə, meinai kɨmiə kafak kwajikovə yame mɨnə yakorkeikei pɨk əmiə. 
1CO.4.15	Kapəmiə nəmhajoun rɨpsaah yamə mɨne kashajoun əmiə kɨn Kristo. Kɨni rɨpimə kapəmiə tatə karɨn mɨnə ten taosen kɨsasitu irəmiə ye nhatətəyen kapəmiə ye Kristo, mərɨg kapəmiə tatə atuatuk kɨrikianə əmə, in e yo, meinai yɨmnhajoun swatuk kape nɨmraghien rerɨn kɨmi əmiə nɨpɨg yɨmauə rəmhen kɨn aposol kɨrik kape Yesu Kristo mɨni-ərhav-pre nəvsaoyen huvə tuk əmiə.
1CO.4.16	Ror pən, yakamaiyoh skai əmiə mə taksəri-pən kafak norien mɨnə.
1CO.4.17	Ye norien e, yakamher-pre kɨn Timoti e yame yakorkeikei pɨk in rəmhen kɨn kafak kwajikovə atuatuk. In ramhatətə tɨm tɨm ye Yesu Yermaru. In tukrhajoun mɨn əmiə kɨn norien yame yo yɨmnəri-pən ye nɨmraghien vi yame rɨmasɨ-pən tuk Yesu Kristo. Norien a yame yakamhajoun narmamə kɨn ye niməhuak mɨnə fam, apa ikɨn mɨnə fam.
1CO.4.18	Kɨmiə mɨnə tɨksɨn nakasausit, mhamə ta mə to yakpəh nɨrerɨg-preyen tuk əmiə mətapɨg kɨn norien has kapəmiə. 
1CO.4.19	Mərɨg pəh nien mə tuktu, yakaməkeikei murə mɨn məm əmiə, tukmə Yermaru rorkeikei. Mə jakərɨg-ru nəgkiar-ausit-ien yame kamhani, mə jakəm-ru mə kamhavəh əfrakɨs nəsanɨnien uə nɨkam. 
1CO.4.20	Meinai narmamə yame Kughen ramarmaru irəriə, pəh nien mə iriə narmamə kape nəgkiarien əmə; mərɨg iriə kamhavəh nəsanɨnien kape Kughen ye nɨmraghien kapəriə.
1CO.4.21	?Kɨni naksorkeikei naha? ?Mə jakurə məm əmiə yakuh əmiə? ?Uə jakurə məm əmiə masitu irəmiə ye norien huvə, meinai yakorkeikei əmiə?
1CO.5.1	Kɨmnəvsao kɨn kɨmi yo kɨmə yermamə kɨrik yerkimiə rɨmnəkrəh kɨn piraovɨn kɨrik, mamor ye norien hah kɨrik yame rapita norien kape narmamə yame khapəh nɨsəhuakien. In e rɨmnəkrəh kɨn pian vi kape kafan tatə.
1CO.5.2	!Mərɨg kɨmiə naksausit mhamə niməhuak kapəmiə in rhuvə rapita! Rhuvə pɨk mə taksərɨg raha tuk təvhagə has yame yermamə a ramor, mɨsher ye rhav kɨn ye niməhuak kapəmiə. 
1CO.5.3	Nar apnapɨg yakpəh nəmɨrien kɨtawə-m kɨmiə, mərɨg nətərɨgien kapətawə kɨrikianə əmə, rəmhen kɨn yame yakamarə kɨtawə-m kɨmiə. Kɨni yaknəkir ta yermamə a tuk norien has yame in rɨmnor.
1CO.5.4	Nɨpɨg takhauə kɨrikianə ye nhag Yesu Kristo Yermaru kapətawə, nərɨgien kafak mɨne kapəmiə kɨrikianə əmə. Nɨpɨg a in a, nəsanɨnien kape Yesu Yermaru tukraməmɨr irəmiə, 
1CO.5.5	kɨni nɨpɨg a in a takseighan-pən kɨn kwən a ye kwermɨ Setan mə tukroriah nɨpran, kɨni rarar ye nərɨgien kafan, pəh Yesu Yermaru tukrɨvəh mɨragh in nɨpɨg In tukruə mɨn ye Nɨpɨg Kwasɨg.
1CO.5.6+1CO.5.7	Naksausit mhamə ta mə nakwəsəusɨk-əusɨk ye nhatətəyen kapəmiə, mərɨg nakseighan kɨn kwən a ruvrə naksəhuak kwis. Nar e rɨpəh nəmhenien. Yis rəkəskəh əmə ramher flaoa piəpiə raməsiis. Ye norien kɨrikianə əmə mɨn, yermamə yame ramor təvhagə has tukroriah niməhuak piəpiə. Ye nɨpɨg kape Pasova kɨmawə nəmə Isrel yaksarakikɨn bred yame yis raməmɨr iran, masor lafet kɨn bred yame yis rɨkək iran. Ye norien kɨrikianə əmə mɨn, taksher yerhav kɨn yor təvhagə has mɨnə ye kwhen kapəmiə, mə təvhagə has tukrɨrkək ye kwhen kapəmiə. Taksor məknenkɨn pəh mɨsatuatuk ye nɨmrɨ Kughen, mərɨg yakɨrkun mə naksatuatuk meinai Kristo rɨmamhə rəmhen kɨn sakrefaes kape nɨvəh-mɨraghien ətawə, rəmhen kɨn sipsip yame nəmə Isrel kɨmnhauh ye nɨpɨg kape Pasova.
1CO.5.8	Pəh kasor lafet mɨsagien iran ye nɨpɨg m-fam meinai Kughen rɨmɨrɨsɨn ətawə, rəmhen kɨn yame nəmə Isrel kasor lafet mɨsagien meinai Kughen rɨmɨkɨr ərhav əriə apa Ijip apa kupan. Mərɨg ye nɨpɨg a in a kɨmnasor lafet kɨn bred yame yis rɨkək iran. Ye norien kɨrikianə əmə mɨn, pəh narmamə yamə mɨne kasor təvhagə has uə kasor ramahas-pən tuk narmamə, pəh tukhatərhav ye kwhen kapətawə. Kɨni pəh narmamə ye kwhen kapətawə, pəh iriə in əmə in əmə tukasor norien huvə mɨsəfrakɨs.
1CO.5.9	Yakwərai ta nəkwəkwə kɨrik kɨmi əmiə mɨmə takhapəh nɨsor-kwisien nar kɨmiə narmamə yamə mɨne kasapɨr apnapɨg tuk nɨpiraovɨn. 
1CO.5.10	Pa rɨmə yakamni-əhu əmiə mə takhapəh nɨsor-kwisien nar kɨmiə narmamə yamə mɨne khapəh nɨsəhuakien, nar apnapɨg mə norien kapəriə rahas rəmhen kɨn yame kasapɨr apnapɨg, masəptɨg kɨn nar, mɨsəkrəh, maseikuə, masəhuak kɨmi nanmɨ nar. Narmamə khapsaah kɨsor məkneikɨn, tukmə nɨpɨg kɨtawə kɨsarə hanə ye tokrei tanə, to khapəh nɨsaptayen ye yor təvhagə has mɨnə a. 
