GEN.1.3	 Da sa Gud: «Det skal bli lys!» Og det ble lys. 
EZR.6.6	Nå skal du, stattholder Tattenai fra provinsen Bortenfor Eufrat, og du, Sjetar-Bosnai, og embetsbrødrene deres, embetsmennene i provinsen, holde dere langt borte derfra. 
EZR.6.7	Hold dere unna arbeidet på dette Guds hus! La judeernes stattholder og deres eldste få bygge dette huset på samme sted som før. 
EZR.6.8	Jeg gir nå påbud om hva dere skal gjøre for judeernes eldste for at dette Guds hus kan bli bygd: Alle utgiftene disse har, skal dekkes av kongens skatteinntekter fra provinsen Bortenfor Eufrat, så arbeidet ikke stanser. 
EZR.6.9	Og alt prestene i Jerusalem sier det er behov for av unge okser, værer og lam til brennoffer for himmelens Gud, og hvete, salt, vin og olje, skal gis dem daglig uten unntak, 
EZR.6.10	så de kan bære fram velgjørende dufter til himmelens Gud og be for kongen og sønnene hans. 
EZR.6.11	 Jeg befaler også at enhver som overtrer denne bestemmelsen, skal få en bjelke dratt ut av huset sitt. Han skal nagles fast til bjelken, og huset hans skal bli til en avfallsdynge på grunn av det han har gjort. 
EZR.6.12	Måtte den Gud som lar sitt navn bo der, overvinne alle konger og folk som strekker hånden ut for å overtre denne bestemmelsen og ødelegge Guds hus som er i Jerusalem. Jeg, Dareios, gir et påbud som skal følges fullt ut.»
EZR.6.13	Tattenai, som var stattholder i provinsen Bortenfor Eufrat, Sjetar-Bosnai og embetsbrødrene deres gjorde da fullt ut som kong Dareios hadde foreskrevet. 
EZR.6.14	Judeernes eldste bygde og hadde god fremgang ved profetiene til profeten Haggai og Sakarja, Iddos sønn. De fullførte byggingen etter befaling fra Israels Gud og etter befaling fra perserkongene Kyros, Dareios og Artaxerxes. 
EZR.6.15	 Huset ble ferdig den tredje dagen i måneden adar i det sjette året Dareios var konge.
EZR.6.16	Israelittene – prestene, levittene og resten av dem som hadde vendt tilbake fra eksil – innviet Guds hus med glede. 
EZR.6.17	 Til innvielsen av Guds hus brakte de hundre okser, to hundre værer og fire hundre lam, og til syndoffer for hele Israel tolv geitebukker, én for hver av Israels stammer. 
EZR.6.18	 De satte opp prestene i grupper og levittene i avdelinger. De skulle gjøre tjeneste for den Gud som er i Jerusalem, slik det står skrevet i Moseboken.
EZR.6.20	for prestene og levittene hadde renset seg, alle som en, så de var rene. De slaktet påskelammet for alle som hadde vært i eksil, for sine brødre prestene og for seg selv. 
EZR.6.21	Så holdt israelittene måltid, både de som hadde vendt tilbake fra eksil, og alle som sammen med de andre ville dyrke 
EZR.6.22	 Glade feiret de de usyrede brøds høytid i sju dager. For 
EZR.7.1	Senere, da Artaxerxes var konge i Persia, hendte det at Esra – han var sønn av Seraja, sønn av Asarja, sønn av Hilkia, 
EZR.7.2	sønn av Sjallum, sønn av Sadok, sønn av Ahitub, 
EZR.7.3	sønn av Amarja, sønn av Asarja, sønn av Merajot, 
EZR.7.4	sønn av Serahja, sønn av Ussi, sønn av Bukki, 
EZR.7.5	sønn av Abisjua, sønn av Pinhas, sønn av Elasar, sønn av øverstepresten Aron 
EZR.7.6	– at denne Esra dro opp fra Babel. Han var en skriver som var lærd i Moseloven, den som 
EZR.7.7	Noen av israelittene og noen prester, levitter, sangere, portvakter og tempeltjenere dro opp til Jerusalem i det sjuende året Artaxerxes var konge. 
EZR.7.8	Esra kom til Jerusalem i den femte måneden i kongens sjuende regjeringsår. 
EZR.7.9	På den første dagen i den første måneden begynte reisen fra Babel, og på den første dagen i den femte måneden kom han til Jerusalem. Hans Gud holdt sin gode hånd over ham. 
EZR.7.10	For Esra la hele sitt hjerte i å granske 
EZR.7.13	Dette påbudet gir jeg: Alle i mitt rike av Israels folk, også prester og levitter, som vil reise til Jerusalem sammen med deg, kan få reise. 
EZR.7.14	 For du er sendt av kongen og de sju rådgiverne hans for å undersøke forholdene i Juda og Jerusalem ut fra din Guds lov, som du har i din hånd. 
EZR.7.15	Du skal ta med deg sølv og gull som kongen og hans rådgivere frivillig har gitt til Israels Gud, han som har sin bolig i Jerusalem, 
EZR.7.16	og alt sølvet og gullet som du finner i hele provinsen Babel, sammen med de gavene som folket og prestene frivillig gir til sin Guds hus i Jerusalem. 
EZR.7.17	For disse pengene skal du samvittighetsfullt kjøpe okser, værer og lam, og grødeoffer og drikkoffer som hører til. Og du skal ofre dem på alteret i deres Guds hus i Jerusalem. 
EZR.7.18	Resten av sølvet og gullet skal du og brødrene dine bruke slik dere mener er godt etter deres Guds vilje. 
EZR.7.19	Men det utstyret som du har fått til tjenesten i din Guds hus, skal du overlevere foran Jerusalems Gud. 
EZR.7.20	Resten av det som trengs i Guds hus, og som det faller på deg å skaffe, skal du få fra kongens skattkammer.
EZR.7.21	Jeg, kong Artaxerxes, påbyr alle skattmestrene i provinsen Bortenfor Eufrat: Alt det presten Esra, skriftlærd i himmelens Guds lov, ber dere om, skal han få fullt ut: 
EZR.7.22	 inntil 100 talenter sølv, 100 kor hvete, 100 bat vin, 100 bat olje og ubegrenset mengde salt. 
EZR.7.23	Alt himmelens Gud påbyr, skal utføres med iver for hans hus. Ellers skal vrede komme over riket til kongen og sønnene hans. 
EZR.7.24	Vi kunngjør for dere at verken skatt, toll eller avgifter skal pålegges noen av prestene, levittene, sangerne, portvaktene, tempeltjenerne eller andre som gjør tjeneste ved dette Guds hus.
EZR.7.26	Enhver som ikke følger din Guds lov og kongens lov, skal få en dom som svarer til lovbruddet, enten dødsstraff, landsforvisning, bot eller fengsel.»
EZR.7.27	«Velsignet er 
EZR.7.28	og som lot meg få velvilje hos kongen og hans rådgivere og hos alle kongens mektige menn. Jeg tok mot til meg, for 
EZR.8.1	Dette er slektsregistrene til familieoverhodene som dro opp sammen med meg fra Babel da Artaxerxes var konge: 
EZR.8.2	etterkommere av Pinhas: Gersjom; av Itamar: Daniel; av David: Hattusj, 
EZR.8.3	sønn av Sjekanja; av Parosj: Sakarja, og med ham var det registert 150 mann; 
EZR.8.4	av Pahat-Moab: Eljoenai, sønn av Serahja, og med ham 200 mann; 
EZR.8.5	av Sattu: Sjekanja, sønn av Jahasiel, og med ham 300 mann; 
EZR.8.6	av Adin: Ebed, sønn av Jonatan, og med ham 50 mann; 
EZR.8.7	av Elam: Jesaja, sønn av Atalja, og med ham 70 mann; 
EZR.8.8	av Sjefatja: Sebadja, sønn av Mikael, og med ham 80 mann; 
EZR.8.9	av Joab: Obadja, sønn av Jehiel, og med ham 218 mann; 
EZR.8.10	av Bani: Sjelomit, sønn av Josifja, og med ham 160 mann; 
EZR.8.11	av Bebai: Sakarja, sønn av Bebai, og med ham 28 mann; 
EZR.8.12	av Asgad: Johanan, sønn av Hakkatan, og med ham 110 mann; 
EZR.8.13	av Adonikam, de siste, dette er navnene deres: Elifelet, Je'iel og Sjemaja og med dem 60 mann; 
EZR.8.14	av Bigvai: Utai og Sakkur og med dem 70 mann.
EZR.8.15	Jeg samlet dem ved elven som renner til Ahava, og vi lå i leir der i tre dager. Jeg la merke til at både folket og prestene var der, men jeg fant ingen levitter. 
EZR.8.16	Jeg sendte da bud etter høvdingene Elieser, Ariel, Sjemaja, Elnatan, Jarib, Elnatan, Natan, Sakarja og Mesjullam og etter lærerne Jojarib og Elnatan. 
EZR.8.17	 Jeg ba dem dra av gårde til Iddo, lederen på et sted som het Kasifja. Jeg la dem ord i munnen som de skulle si til Iddo og hans bror, de som var tempeltjenere i Kasifja. De skulle sende oss tjenere til vår Guds hus. 
EZR.8.18	Fordi vår Guds gode hånd var over oss, sendte de oss så en klok mann, Sjerebja, sammen med sønnene og brødrene hans, 18 til sammen. Sjerebja var etterkommer av Mahli, sønn av Levi, sønn av Israel. 
EZR.8.19	Videre kom Hasjabja og med ham Jesaja, av Meraris etterkommere, og brødrene hans og sønnene deres, 20 til sammen. 
EZR.8.20	Av tempeltjenerne som David og lederne hadde satt til å tjene levittene, kom det 220. Alle disse er oppført ved navn.
EZR.8.22	For jeg skammet meg for å be kongen om soldater og hester til å hjelpe oss mot fiender på veien, siden vi hadde sagt til kongen: «Vår Gud holder sin gode hånd over alle som søker ham, men hans makt og vrede er over alle som svikter ham.» 
EZR.8.23	Så vi fastet og søkte vår Gud for dette, og han hørte vår bønn.
EZR.8.24	Da valgte jeg ut tolv av de ledende prestene og dessuten Sjerebja og Hasjabja sammen med ti av brødrene deres. 
EZR.8.25	Jeg veide opp for dem sølvet, gullet og karene – gaven til vår Guds hus fra kongen, rådgiverne og lederne hans og hele Israel som befant seg der. 
EZR.8.26	 Jeg veide opp og overlot i deres hender 650 talenter sølv, 100 sølvkar verdt en talent hver, 100 talenter gull, 
EZR.8.27	 20 gullboller verdt 1000 dareiker og to kar av god, skinnende bronse, lik gull. 
EZR.8.28	Jeg sa til dem: «Dere er hellige for 
EZR.8.29	Hold vakt og ta vare på dette helt til dere kan veie dem opp for de ledende prestene, levittene og lederne for Israels slekter i Jerusalem, i rommene i 
EZR.8.30	Så fikk prestene og levittene den oppveide mengden av sølv, gull og kar. De skulle bringe denne gaven til Jerusalem, til vår Guds hus. 
EZR.8.31	Vi brøt opp fra Ahava-elven på den tolvte dagen i den første måneden for å dra til Jerusalem. Vår Guds hånd var over oss og reddet oss fra fiendens grep og fra overfall på veien. 
EZR.8.32	Vi kom til Jerusalem og hvilte der i tre dager. 
EZR.8.33	Den fjerde dagen ble sølvet, gullet og karene veid i vår Guds hus og gitt til presten Meremot, sønn av Uria. Sammen med ham var Elasar, sønn av Pinhas, og levittene Josabad, sønn av Josva, og Noadja, sønn av Binnui. 
EZR.8.34	Alt ble talt og veid, og vekten ble samtidig skrevet ned.
EZR.8.36	 De overga kongens forordninger til kongens satraper og stattholderne i provinsen Bortenfor Eufrat, og disse ga sin støtte til folket og til Guds hus.
EZR.9.1	Da dette var over, kom lederne til meg og sa: «Verken Israels folk, prestene eller levittene har skilt seg fra folkene i landområdene omkring, de som handler like avskyelig som kanaaneerne, hetittene, perisittene, jebusittene, ammonittene, moabittene, egypterne og amorittene. 
EZR.9.2	 For de har tatt døtrene deres til koner for seg og sønnene sine, slik at den hellige ætten er blitt blandet med folkene i landområdene omkring. Lederne og stormennene har vært de første til å drive med slik troløshet.» 
EZR.9.3	 Da jeg hørte dette, flerret jeg kjortel og kappe, rev meg i hår og skjegg og satt lamslått. 
EZR.9.4	Alle som skalv for ordet fra Israels Gud, samlet seg omkring meg på grunn av troløsheten til dem som hadde vært i eksil. Og jeg satt der lamslått helt til kveldsofferet. 
EZR.9.5	Ved kveldsofferet reiste jeg meg fra botsøvelsen. Med flerret kjortel og kappe kastet jeg meg ned på kne, bredte ut hendene mot 
EZR.9.6	 og sa:
EZR.9.6	Min Gud! Jeg skammer meg og skjemmes over å løfte ansiktet mot deg, min Gud! For våre synder er så mange at de har vokst oss over hodet, og vår skyld er så stor at den når til himmelen. 
EZR.9.7	Fra våre fedres dager og helt til nå har vår skyld vært stor. På grunn av våre synder ble vi og våre konger og prester overgitt i hendene på fremmede konger, til sverd, fangenskap, plyndring og skam, slik det er den dag i dag. 
EZR.9.8	 Men nå har 
EZR.9.9	For selv om vi er slaver, har vår Gud ikke forlatt oss i vårt slaveri, men han har fått perserkongene til å vise oss velvilje, så vi fikk mot til å reise vår Guds hus av ruinene. Og han har gitt oss et vern i Juda og Jerusalem. 
EZR.9.10	Men nå, hva skal vi si etter dette, vår Gud? For vi har forlatt dine bud, 
EZR.9.11	 som du ga gjennom dine tjenere profetene: «Landet som dere drar inn i for å ta i eie, er et urent land på grunn av urenheten til folkene i landområdene omkring. De har fylt det med avskyelige handlinger og gjort det urent fra ende til annen. 
EZR.9.12	 Derfor må dere ikke gi bort døtrene deres til de andres sønner. Dere må heller ikke la de andres døtre ta sønnene deres til ekte. Og dere må aldri gjøre noe for å fremme deres fred og velferd. Da skal dere bli sterke og få spise av alt det gode i landet, og dere skal la barna deres få det i eie for alltid.» 
EZR.9.13	Til tross for alt som har skjedd med oss på grunn av våre onde gjerninger og vår store skyld, har du, vår Gud, likevel straffet oss mindre enn våre synder fortjente, og du har latt en rest av oss slippe unna. 
EZR.9.14	Skulle vi igjen bryte dine bud og knytte slektsbånd med folkene som gjør slike avskyelige handlinger? Kommer du ikke da til å bli så harm at du tilintetgjør oss, slik at ingen blir igjen eller slipper unna? 
EZR.9.15	, Israels Gud, du er rettferdig. Vi er en rest som har sluppet unna til denne dag. Se, her er vi for ditt ansikt med vår skyld. Men slik kan ingen bli stående for deg.
EZR.10.1	Mens Esra gråtende kastet seg ned foran Guds hus og ba og bekjente, samlet det seg en stor mengde israelitter omkring ham, menn, kvinner og barn, og folket gråt høyt. 
EZR.10.2	Da tok Sjekanja, sønn av Jehiel, av Elams etterkommere, til orde og sa til Esra: «Vi har vært troløse mot vår Gud og tatt til oss fremmede kvinner fra folkene i landet. Likevel er det ennå håp for Israel. 
EZR.10.3	La oss nå inngå en pakt for vår Guds ansikt og sende fra oss alle disse kvinnene og deres barn. Det er dette rådet vi har fått fra Herren og fra dem som skjelver for vår Guds bud. La det bli gjort etter loven! 
EZR.10.4	Gå i gang, for denne saken hviler på deg, og vi vil være med deg. Vær sterk og gå til verket!»
EZR.10.5	Så reiste Esra seg og ba de ledende prestene, levittene og hele Israel sverge at de ville gjøre det som var sagt, og de sverget. 
EZR.10.6	Da dro Esra bort fra plassen foran 
EZR.10.7	Deretter gikk det ut en kunngjøring gjennom hele Juda og Jerusalem til alle som hadde vært i eksil. De skulle samles i Jerusalem. 
EZR.10.8	Den som ikke kom innen tre dager, skulle – slik lederne og de eldste hadde bestemt – få all sin eiendom slått med bann og ødelagt og selv bli skilt fra forsamlingen av dem som hadde vært i eksil. 
EZR.10.9	Alle menn fra Juda og Benjamin samlet seg i Jerusalem i løpet av tre dager. Det var den tjuende dagen i den niende måneden. Hele folket satt på plassen foran Guds hus og skalv, både på grunn av denne saken og fordi det regnet kraftig. 
EZR.10.10	 Da reiste presten Esra seg og sa til dem: «Dere har vært troløse og tatt til dere fremmede kvinner. Slik har dere økt Israels skyld. 
EZR.10.11	Bekjenn nå for 
EZR.10.12	Da svarte hele forsamlingen høyt: «Ja, vi vil gjøre det som du sier til oss. 
EZR.10.13	Men det er mye folk, og det er regntid. Vi orker ikke å stå her ute lenger. Dette arbeidet er ikke gjort på en dag eller to, for vi er mange som har syndet i denne saken. 
EZR.10.14	La nå lederne våre stå fram for hele forsamlingen. Så skal alle i byene våre som har tatt til seg fremmede kvinner, møte til avtalte tider sammen med de eldste og dommerne fra hver enkelt by, for å vende bort fra oss vår Guds brennende vrede på grunn av denne saken.» 
EZR.10.15	 Bare Jonatan, sønn av Asael, og Jahseja, sønn av Tikva, satte seg imot dette, og Mesjullam og levitten Sjabbetai støttet dem. 
EZR.10.16	Men de som hadde vært i eksil, gjorde som det var sagt. Presten Esra skilte ut noen menn som var overhoder for familiene sine, alle nevnt ved navn. De kom sammen den første dagen i den tiende måneden for å undersøke saken. 
EZR.10.17	På den første dagen i den første måneden ble de ferdige med alle mennene som hadde tatt til seg fremmede kvinner.
EZR.10.18	Man fant at disse prestesønnene hadde tatt til seg fremmede kvinner: av etterkommerne av Josva, sønn av Josadak, og brødrene hans: Maaseja, Elieser, Jarib og Gedalja. 
EZR.10.19	De ga hånden på at de skulle sende fra seg kvinnene sine, og de ofret en vær som skyldoffer. 
EZR.10.20	Etterkommere av Immer: Hanani og Sebadja; 
EZR.10.21	av Harim: Maaseja, Elia, Sjemaja, Jehiel og Ussia; 
EZR.10.22	av Pasjhur: Eljoenai, Maaseja, Ismael, Netanel, Josabad og Elasa.
EZR.10.23	Av levittene: Josabad, Sjimi, Kelaja, som også kalles Kelita, Petahja, Juda og Elieser.
EZR.10.24	Av sangerne: Eljasjib, og av portvaktene: Sjallum, Telem og Uri.
EZR.10.25	Av Israel: etterkommere av Parosj: Ramja, Jissia, Malkia, Mijjamin, Elasar, Malkia og Benaja; 
EZR.10.26	av Elam: Mattanja, Sakarja, Jehiel, Abdi, Jeremot og Elia; 
EZR.10.27	av Sattu: Eljoenai, Eljasjib, Mattanja, Jeremot, Sabad og Asisa; 
EZR.10.28	av Bebai: Johanan, Hananja, Sabbai og Atlai; 
EZR.10.29	av Bani: Mesjullam, Malluk, Adaja, Jasjub, Sjeal og Jeremot; 
EZR.10.30	av Pahat-Moab: Adna, Kelal, Benaja, Maaseja, Mattanja, Besalel, Binnui og Manasse; 
EZR.10.31	av Harim: Elieser, Jisjia, Malkia, Sjemaja, Simon, 
EZR.10.32	Benjamin, Malluk og Sjemarja; 
EZR.10.33	av Hasjum: Mattenai, Mattatta, Sabad, Elifelet, Jeremai, Manasse og Sjimi; 
EZR.10.34	av Bani: Maadai, Amram, Uel, 
EZR.10.35	Benaja, Bedja, Keluhu, 
EZR.10.36	Vanja, Meremot, Eljasjib, 
EZR.10.37	Mattanja, Mattenai og Jaasai; 
EZR.10.38	av Binnui: Sjimi, 
EZR.10.39	Sjelemja, Natan, Adaja, 
