GEN.1.4	Gud så lyset, at det var godt. Og Gud skilte lyset fra mørket.
2KI.21.21	Han vandret på alle måter på den veien hans far hadde vandret. Han dyrket de avgudene som hans far hadde dyrket, og tilba dem.
2KI.21.25	De andre gjerninger som Amon gjorde, er ikke de skrevet ned i krønikeboken om kongene av Juda?
2KI.21.26	Han ble begravd i sin grav i hagen til Ussa. Deretter ble hans sønn Josjia konge i hans sted.
2KI.22.3	I det attende regjeringsåret til kong Josjia skjedde det at kongen sendte statsskriveren Sjafan, sønn av Asalja, sønn av Mesjullam, til Herrens hus. Han sa:
2KI.22.4	«Gå opp til øverstepresten Hilkia og be ham telle opp pengene som er blitt båret inn i Herrens hus, og som dørvokterne har samlet inn fra folket.
2KI.22.5	De skal levere dem til dem som gjør arbeidet, de som fører tilsyn med Herrens hus. De skal igjen gi av pengene til dem som er i Herrens hus og gjør arbeidet med å utbedre sprekkene i huset,
2KI.22.6	til snekkerne og bygningsmennene og murerne. Pengene skal også brukes til kjøp av tømmer og hogd stein, så huset kan settes i stand.
2KI.22.7	Men det er ikke nødvendig å føre regnskap over pengene som overgis i deres hånd, for de går fram i trofasthet.»
2KI.22.9	Så gikk statsskriveren Sjafan tilbake til kongen for å gi kongen beskjed, og han sa: «Tjenerne dine har samlet pengene som ble funnet i huset, og vi har overgitt dem til dem som gjør arbeidet, de som fører tilsyn med Herrens hus.»
2KI.22.11	Da kongen hørte ordene i Lovboken, flerret han klærne sine.
2KI.22.12	Så befalte kongen presten Hilkia og Ahikam, Sjafans sønn, Akbor
2KI.22.14	Presten Hilkia, Ahikam, Akbor, Sjafan og Asaja gikk så til profetinnen Hulda, kone til Sjallum, kleskammervokteren, sønn av Tikva, sønn av Harkas. Hulda bodde i Jerusalem i den andre bydelen. De talte med henne.
2KI.22.15	Da sa hun til dem: «Så sier Herren, Israels Gud: ‘Si til mannen som sendte dere til meg:
2KI.22.19	Da ble ditt hjerte mykt, og du ydmyket deg for Herrens ansikt da du hørte hva Jeg talte mot dette stedet og mot dem som bor her, at de skal bli til ødeleggelse og forbannelse. Da flerret du klærne dine og gråt framfor Mitt ansikt. Derfor har Jeg også hørt deg, sier Herren.
2KI.23.4	Kongen befalte øverstepresten Hilkia, prestene av andre rang og dørvokterne, at alle redskapene som var lagd for Ba’al, for Asjera
2KI.23.5	Så avsatte han avgudsprestene som kongene av Juda hadde innsatt til å brenne røkelse på offerhaugene i byene i Juda og på alle stedene rundt Jerusalem, også dem som brente røkelse for Ba’al, solen, månen, stjernebildene og hele himmelens hærskare.
2KI.23.11	Så fikk han bort hestene som kongene i Juda hadde innviet
2KI.23.18	Han sa: «La ham hvile i fred! La ingen flytte knoklene hans!» Så lot de knoklene hans være, sammen med knoklene til profeten som var kommet fra Samaria.
2KI.23.28	De andre Josjias gjerninger og alt det han gjorde, er ikke det skrevet ned i krønikeboken om kongene av Juda?
2KI.23.29	I hans dager dro Farao Neko, Egypts konge, helt til elven Eufrat for å hjelpe Assurs konge. Kong Josjia gikk imot ham. Men Farao Neko drepte ham straks han fikk se ham ved Megiddo.
2KI.23.31	Joakas var 23 år gammel da han ble konge, og han var konge i Jerusalem i tre måneder. Hans mors navn var Hamutal, datter av Jeremia
2KI.23.32	Han gjorde det som var ondt i Herrens øyne, slik hans fedre hadde gjort.
2KI.23.36	Jojakim var 25 år gammel da han ble konge, og han var konge i Jerusalem i elleve år. Hans mors navn var Sebuda
2KI.23.37	Han gjorde det som var ondt i Herrens øyne, slik hans fedre hadde gjort.
2KI.24.4	også på grunn av det uskyldige blodet han hadde utgytt. For han hadde fylt Jerusalem med uskyldig blod, noe Herren ikke ville tilgi.
2KI.24.5	De andre Jojakims gjerninger og alt det han gjorde, er ikke det skrevet ned i krønikeboken om kongene av Juda?
2KI.24.8	Jojakin var 18 år gammel da han ble konge, og han var konge i Jerusalem i tre måneder. Hans mors navn var Nehusjta, datter av Elnatan fra Jerusalem.
2KI.24.9	Han gjorde det som var ondt i Herrens øyne, slik hans far hadde gjort.
2KI.24.11	Nebukadnesar, Babels konge, kom mot byen mens tjenerne hans holdt den beleiret.
2KI.24.15	Han førte også Jojakin bort som fange til Babel. Kongens mor, kongens koner, hoffmennene og de mektige i landet førte han bort i fangenskap fra Jerusalem til Babel.
2KI.24.16	Alle de mektige mennene, 7000, og håndverkerne og smedene, 1000, alle som var sterke og stridsdyktige, dem førte kongen av Babel bort som fanger til Babel.
2KI.24.18	Sidkia var 21 år gammel da han ble konge, og han var konge i Jerusalem i elleve år. Hans mors navn var Hamutal, datter av Jeremia
2KI.25.2	Slik ble byen beleiret helt til kong Sidkias ellevte år.
2KI.25.3	På den niende dagen i den fjerde måneden var hungersnøden blitt så stor i byen at det ikke fantes mer mat til folket i landet.
2KI.25.5	Men kaldeernes hær satte etter kongen, og de tok ham igjen på slettene ved Jeriko. Hele hans hær ble spredt og forlot ham.
2KI.25.9	Han brente opp Herrens hus og kongens hus. Alle husene i Jerusalem, det vil si alle stormennenes hus, brente han opp med ild.
2KI.25.15	Ildfatene og skålene
2KI.25.16	De to søylene, det ene havet og vogn-ene
2KI.25.17	En søyle var 18 alen høy, og søylehodet på den var av bronse. Søylehodet var tre alen høyt, og flettverket og granateplene rundt søylehodet var alt sammen av bronse. Den andre søylen var lik, med et flettverk.
2KI.25.19	Fra byen tok han også med seg en kommandant som hadde oppsyn med stridsmennene, fem menn av kongens nærmeste medarbeidere som ble funnet i byen, den øverste skriveren hos hærføreren i hæren, han som mønstret folket i landet, og 60 menn av folket i landet, som ble funnet i byen.
2KI.25.20	Nebusaradan, kommandanten for livvakten, tok så med seg alle disse og førte dem til Babels konge i Ribla.
2KI.25.22	Så satte han Gedalja, sønn av Ahikam, sønn av Sjafan, over folket som var igjen i landet Juda, over dem Nebukadnesar, Babels konge, hadde latt bli igjen.
2KI.25.23	Da alle førerne for hærene, de og deres menn, hørte at Babels konge hadde innsatt Gedalja, kom de til Gedalja i Mispa. Det var Ismael, Netanjas sønn, Johanan, Kareahs sønn, Seraja, netofatitten Tanhumets sønn, og Ja’asanja
2KI.25.24	Gedalja sverget for dem og deres menn, og han sa til dem: «Frykt ikke for kaldeernes tjenere! Bo i landet og tjen kongen i Babel, så skal det gå dere godt.»
2KI.25.26	Hele folket, både små og store, og førerne for hærene, brøt da opp og dro til Egypt. For de fryktet for kaldeerne.
2KI.25.30	Alt han hadde bruk for, ble gitt ham som regelmessig underhold fra kongen, en del for hver dag, alle hans livs dager.
1CH.1.2	Kenan, Mahalalel, Jared,
1CH.1.3	Henok, Metusjaleh, Lamek,
1CH.1.6	Gomers sønner var Asjkenas, Difat og Togarma.
1CH.1.7	Javans sønner var Elisja, Tarsis, Kittim og Rodanim.
1CH.1.9	Kusjs sønner var Seba, Havila, Sabta, Rama og Sabteka. Ramas sønner var Saba og Dedan.
1CH.1.10	Kusj ble far til Nimrod. Han begynte å bli en mektig mann på jorden.
1CH.1.11	Misrajim ble far til
1CH.1.14	jebusittene, amorittene, girgasjittene,
1CH.1.15	hevittene, arkittene og sinittene,
1CH.1.16	arvadittene, semarittene og hamatittene.
1CH.1.17	Sems sønner var Elam, Assur, Arpaksjad, Lud, Aram, Us, Hul, Geter og Mesjek.
1CH.1.18	Arpaksjad ble far til Sjelah, og Sjelah fikk Eber.
1CH.1.19	Til Eber ble det født to sønner. Navnet på den ene var Peleg
1CH.1.21	Hadoram, Usal, Dikla,
1CH.1.22	Ebal
1CH.1.23	Ofir, Havila og Jobab. Alle disse var sønner av Joktan.
1CH.1.24	Sem, Arpaksjad, Sjelah,
1CH.1.26	Serug, Nahor, Tarah,
1CH.1.27	og Abram, som er Abraham.
1CH.1.29	Dette er slektstavlene
1CH.1.30	Misjma, Duma, Massa, Hadad, Tema,
1CH.1.31	Jetur, Nafisj og Kedma. Disse var Ismaels sønner
1CH.1.33	Midjans sønner var Efa, Efer, Henok, Abida og Elda’a. Alle disse var Keturas barn.
1CH.1.35	Esaus sønner var Elifas, Re’uel, Je’usj, Jalam og Korah.
1CH.1.37	Re’uels sønner var Nahat, Serah, Sjamma og Missa.
1CH.1.39	Lotans sønner var Hori og Homam
1CH.1.40	Sjobals sønner var Aljan
1CH.1.41	Anas sønn var Disjon. Disjons sønner var Hamran
1CH.1.42	Esers sønner var Bilhan, Sa’avan og Ja’akan
1CH.1.43	Dette er de kongene som hersket i landet Edom, før det var noen konge som hersket over Israels barn: Bela, Beors sønn. Navnet på byen hans var Dinhaba.
1CH.1.44	Da Bela døde, ble Jobab, sønn av Serah fra Bosra, konge i hans sted.
1CH.1.45	Da Jobab døde, ble Husjam fra temanittenes land konge i hans sted.
1CH.1.46	Da Husjam døde, ble Hadad, Bedads sønn, konge i hans sted. Det var han som slo Midjan
1CH.1.47	Da Hadad døde, ble Samla fra Masreka konge i hans sted.
1CH.1.49	Da Saul døde, ble Ba’al-Hanan, Akbors sønn, konge i hans sted.
1CH.1.50	Da Ba’al-Hanan døde, ble Hadad
1CH.1.51	Hadad døde også. Edoms høvdinger var: høvding Timna, høvding Alja
1CH.1.52	høvding Oholibama, høvding Ela, høvding Pinon,
1CH.1.53	høvding Kenas, høvding Teman, høvding Mibsar,
1CH.1.54	høvding Magdiel og høvding Iram. Disse var Edoms høvdinger.
1CH.2.2	Dan, Josef, Benjamin, Naftali, Gad og Asjer.
1CH.2.7	Karmis sønn var Akar
1CH.2.8	Etans sønn var Asarja.
1CH.2.9	Hesrons sønner, de som ble født til ham, var Jerakme’el, Ram og Kelubai
1CH.2.11	Nahsjon fikk sønnen Salma, og Salma fikk sønnen Boas.
1CH.2.12	Boas fikk sønnen Obed, og Obed fikk sønnen Isai.
1CH.2.13	Isai fikk sønnen Eliab, hans førstefødte, Abinadab, den andre, Sjima
1CH.2.14	Netanel, den fjerde, Raddai, den femte,
1CH.2.18	Kaleb, Hesrons sønn, fikk barn med sin kone Asuba og med Jeriot. Dette var hennes
1CH.2.24	Etter at Hesron døde i Kaleb-Efrata, fødte Hesrons kone Abija ham Asjkur, Tekoas far.
1CH.2.25	Sønnene til Jerakme’el, Hesrons første-fødte, var Ram, den førstefødte, og Buna, Oren, Osem og Ahia.
1CH.2.26	Jerakme’el hadde en annen kone som hette Atara. Hun var mor til Onam.
1CH.2.27	Sønnene til Ram, Jerakme’els første-fødte, var Ma’as, Jamin og Eker.
1CH.2.28	Onams sønner var Sjammai og Jada. Sjammais sønner var Nadab og Abisjur.
1CH.2.29	Navnet på Abisjurs kone var Abihajil, og hun fødte ham Akban og Molid.
1CH.2.30	Nadabs sønner var Seled og Appajim. Seled døde uten barn
1CH.2.32	Sønnene til Jada, Sjammais bror, var Jeter og Jonatan. Jeter døde uten barn
1CH.2.33	Jonatans sønner var Pelet og Sasa. Disse var Jerakme’els sønner.
1CH.2.34	Sjesjan hadde ingen sønner, bare døtre. Men Sjesjan hadde en egyptisk tjener
1CH.2.35	Sjesjan ga sin datter som kone til sin tjener Jarka, og hun fødte ham Attai.
1CH.2.38	Obed fikk sønnen Jehu, og Jehu fikk sønnen Asarja.
1CH.2.39	Asarja fikk sønnen Heles, og Heles fikk sønnen Elasa.
1CH.2.40	Elasa fikk sønnen Sismai, og Sismai fikk sønnen Sjallum.
1CH.2.41	Sjallum fikk sønnen Jekamja, og Jekamja fikk sønnen Elisjama.
1CH.2.42	Sønnene til Kaleb, Jerakme’els bror, var Mesja, hans førstefødte, Sifs far, og sønnene til Maresja, far til Hebron.
1CH.2.43	Hebrons sønner var Korah, Tappuah, Rekem og Sjema.
1CH.2.44	Sjema fikk sønnen Raham, far til Jorkeam, og Rekem fikk sønnen Sjammai.
1CH.2.45	Sjammais sønn var Maon, og Maon var far til Bet-Sur.
1CH.2.46	Efa, Kalebs medhustru, fødte Haran, Mosa og Gases. Haran fikk sønnen Gases.
1CH.2.47	Jodais sønner var Regem, Jotam, Gesjan, Pelet, Efa og Sja’af.
1CH.2.48	Ma’aka, Kalebs medhustru, fødte Sjeber og Tirhana.
1CH.2.51	Salma, Betlehems far, og Haref, Betgaders far.
1CH.2.52	Sjobal, Kirjat-Jearims far, hadde sønner: Haroe
1CH.2.53	Slektene til Kirjat-Jearim var itrittene, putittene, sjumatittene og misjra’ittene. Fra disse kom soraittene og esjta’olittene.
1CH.2.54	Salmas sønner
1CH.3.3	Den femte var Sjefatja med Abital. Den sjette var Jitream, med hans kone Egla.
1CH.3.4	Disse seks ble født til ham i Hebron. Der var han konge i sju år og seks måneder, og i Jerusalem var han konge i 33 år.
1CH.3.5	Disse ble født til ham i Jerusalem: Sjima
1CH.3.6	og Jibhar, Elisjua, Elifelet
1CH.3.7	Nogah, Nefeg, Jafia,
1CH.3.11	Joram var hans sønn, Akasja
1CH.3.12	Amasja var hans sønn, Asarja
1CH.3.13	Ahas var hans sønn, Hiskia var hans sønn, Manasse var hans sønn,
1CH.3.14	Amon var hans sønn, og Josjia var hans sønn.
1CH.3.15	Sønnene til Josjia var Johanan, den førstefødte, den andre Jojakim
1CH.3.17	Jekonjas
1CH.3.18	Malkiram, Pedaja, Sjenassar, Jekamja, Hosjama og Nedabja.
1CH.3.19	Pedajas sønner var Serubabel og Sjimi. Serubabels sønner var Mesjullam og Hananja – Sjelomit var deres søster –
1CH.3.20	dessuten Hasjuba, Ohel, Berekja, Hasadja og Jusjab-Hesed, fem i alt.
1CH.3.21	Hananjas sønner var Pelatja og Jesaja, sønnene til Refaja, sønnene til Arnan, sønnene til Obadja, og sønnene til Sjekanja.
1CH.3.23	Nearjas sønner var Eljoenai, Hiskia og Asrikam, tre i alt.
1CH.3.24	Eljoenais sønner var Hodavja, Eljasjib, Pelaja, Akkub, Johanan, Delaja og Anani, sju i alt.
1CH.4.1	Judas sønner var Peres, Hesron, Karmi, Hur og Sjobal.
1CH.4.3	Dette var sønnene til Etams far: Jisre’el, Jisjma og Jidbasj – navnet på deres søster var Haslelponi
1CH.4.5	Asjkur, far til Tekoa, hadde to koner: Hela og Na’ara.
1CH.4.6	Na’ara fødte ham Ahussam, Hefer, Temeni og Ahasjtari. Disse var Na’aras sønner.
1CH.4.7	Helas sønner var Seret, Jishar og Etnan.
1CH.4.8	Kos ble far til Anub, Hassobeba og slektene til Aharkel, Harums sønn.
1CH.4.10	Jabes påkalte Israels Gud og sa: «Å, om Du bare ville velsigne meg og utvide grensene mine! Må Din hånd være med meg, og må Du holde meg borte fra ondt, så jeg kan unngå smerte!» Gud ga ham det han ba om.
1CH.4.12	Esjton fikk sønnen Bet-Rafa, Paseak og Tehinna, Ir-Nahasjs
1CH.4.15	Sønnene til Kaleb, Jefunnes sønn, var Ir, Ela og Na’am. Elas sønn var Kenas.
1CH.4.16	Jehallelels sønner var Sif, Sifa, Tirja og Asarel.
1CH.4.17	Esras sønner var Jeter, Mered, Efer og Jalon. Mereds kone
1CH.4.18	Hans kone Jehudija
1CH.4.20	Sjimons sønner var Amnon, Rinna, Ben-Hanan og Tolon. Jisjis sønner var Sohet og Ben-Sohet.
1CH.4.21	Sønnene til Sjela, Judas sønn, var Er, Lekas far, Lada, Maresjas far, og slektene til linarbeidernes hus av Asjbeas hus,
1CH.4.22	Jokim, mennene fra Koseba, Joasj og Saraf, som regjerte i Moab, og Jasjubi-Lekem. Disse nedtegnelsene
1CH.4.23	Dette var pottemakerne og de som bodde i Neta’im
1CH.4.25	hans sønn Sjallum, hans sønn Mibsam og hans sønn Misjma.
1CH.4.26	Misjmas sønner var hans sønn Hammuel, hans sønn Sakkur og hans sønn Sjimi.
1CH.4.28	De bodde i Be’er-Sjeba, i Molada, i Hasar-Sjual,
1CH.4.29	i Bilah, i Esem, i Tolad,
1CH.4.30	i Betuel, i Horma, i Siklag,
1CH.4.31	i Bet-Markabot, i Hasar-Susim
1CH.4.32	Landsbyene som hørte til, var Etam
1CH.4.33	og alle landsbyene som lå rundt disse byene, helt til Ba’al
1CH.4.34	Mesjobab, Jamlek og Josja, Amasjas sønn,
1CH.4.35	Joel og Jehu, sønn av Josjibja, sønn av Seraja, sønn av Asiel,
1CH.4.36	Eljoenai, Ja’akoba, Jesjohaja, Asaja, Adiel, Jesimiel, Benaja,
1CH.4.37	Sisa, sønn av Sjifi, sønn av Allon, sønn av Jedaja, sønn av Sjimri, sønn av Sjemaja.
1CH.4.38	Disse som er nevnt ved navn, var høvdinger for sine slekter, og deres fars hus vokste kraftig.
1CH.4.39	Så dro de til inngangen av Gedor, helt til østsiden av dalen, for å lete etter beite for småfeet sitt.
1CH.4.40	De fant rike, gode beitemarker, og landet var vidstrakt, rolig og fredelig. For tidligere bodde det noen av Kams slekt der.
1CH.4.42	Noen av dem, 500 menn av Simeons sønner, dro til Se’irs fjelland. Som sine overhoder
1CH.4.43	De slo ned resten av de amalekittene som hadde sluppet unna. De slo seg ned der og er der til denne dag.
1CH.5.4	Joels sønner var hans sønn Sjemaja, hans sønn Gog, hans sønn Sjimi,
1CH.5.5	hans sønn Mika, hans sønn Reaja, hans sønn Ba’al
1CH.5.12	Joel var overhodet
1CH.5.13	Deres brødre av deres fars hus var: Mikael, Mesjullam, Sjeba, Jorai, Jakan, Sia og Eber, sju i alt.
1CH.5.14	Disse var sønnene til Abihajil, sønn av Huri, sønn av Jaroah, sønn av Gilead, sønn av Mikael, sønn av Jesjisjai, sønn av Jakdo, sønn av Bus.
1CH.5.15	Aki, sønn av Abdiel, sønn av Guni, var overhode for deres fedres hus.
