MAT.1.1	Aanna Yisuu Kirisiinna oyaiya kuavai. Aaparahaamooya Davuitiiya oyaivakidiri Yisuuva diiteeravai.
ACT.14.21	Pauruusooya Panapaasaya mmayaaya yoketaivaa gioonna kiaapu Derevee varuuya kiaa mmuduu kaayau gioonna kiaapuuya iya ausaiyauvo hanigieeravai. Hanigiooduu ivaitana yoosinna Rusutaraa kava vara ranada nnida vaida varida ivaki pikiada yoosinna Ikonii nnida vaida varida ivaki pikiada numa Pisitiaa vau yoosinnaivaa nnutuuvo Adiookiaa variravai. 
ACT.14.22	Ii yoosinna iyauvaki itaama nuaida varida iyauvaki varuu gioonna kiaapu vaa ausa hanigiooya mmayaayaivaa kiaa mmiaa rada nuaida varida yamaa kua yamaa kua tida tunoo: Anutuuqaara kutaavaivee tida yaagueeqama variatee. Ta Anutuuqo gioonna kiaapuuyara diraivaki kuaaree kiaa iikio kaayau mmuaararaiyauvo tiisi nninai fai ta iyauvaa yaatarada ivaki kuaaravaivee, tiravai. 
ACT.14.23	Pauruusooya Panapaasaya ii yoosinna iyauvaki vaa ausa hanigiooya ngiari nuunauyauvakidiri kieetaiya mmataama kiada Anutuuqaata kua kiaaraivaara ngiari yeenna nneeraivaara ooqoo tida iyara yaaku vareeravai. Vaa iya Udaanga Yisuu Kirisiinnara kutaavaivee tuuvaara ivaitana innaata kua tida ivo yaagueeqaivaa iya mmiaiveera ivaara kua tida yaaku vareeravai.
ACT.14.24	Yaaku vara kiada ivaki pikiada ivaitana mmuakiaa mmata Pisitiaivaa yaatarada numa mmata Paburiaa vau 
ACT.14.25	yoosinnaivaa nnutuuvo Perekee ivaki varida mmayaaya yoketaivaa gioonna kiaapuuya kiaa mmi kiada tuma yoosinna Atariaa nnoori sorovuaraa siriivau vauvaki varida 
ACT.14.26	ivakidiri siipaivaki karada kava vara ranada Adiookiaa viravai. Ii yoosinna ivakidiri gioonna kiaapuuya ii mmoori ivaara ivaitana mmataama kiada yaaku varada tunoo: Anutuuqo kati ngiiiyara yoketaama yaata utivai. Ivaara yaata utida yaagueeqama kiada yoketaama vida mmooriivaa varaatee, tuuvaitanaano nuaida ii mmoori iyauvaa iima rada nuaidada taika kiada kava vara ranada nniravai.
ACT.14.27	Ivaitana Adiookiaa nnida gioonna kiaapu vaa ausa hanigiooya rupi nuunama kiada Anutuuqo ivaitana tuduu uu mmooriiyauvaaraatama Anutuuqo aataruuvaa ivaitana vitauduu ngiari voopinnaiya tuduu Yisuunnara kutaavaivee tuuvaaraatama iya kiaa mmiravai. 
ACT.14.28	Iya kiaa mmi taika kiada hokoba suai ivaitana iya tasipama variravai.
ACT.15.1	Varuduu vaidi vooya Yutayaivakidiri nnida Adiookiaa varida vaa ausa hanigiooya kiaa mmida tunoo: Musiiva mmaanna tuu kua ivau mmamma hatokeera aataruuvaa fai ngia pikiakio hama Anutuuqo ngii vitoo yoketaivau ngii yapaanaravee, 
ACT.15.2	tuduu rikiada Pauruusooya Panapaasaya iya kuaivaara ivaitana nnannatooduu iyaatama kua yaagueeqama tuduu iya sai ivaitanaatama kua yaagueeqama tiravai. Tuduu rikiada gioonna kiaapu Adiookiaa varuuya Pauruusaya Panapaasaya tasipama vaidi vooya Adiookiaa varuuyaatama mmataama kiooduu iya vida Yerusareema variaa vaidi aposorooyaata vaidi vaa ausa hanigieeraiya kieetaiyaatama ii kua ivaara kua tida kiaa radudaaraivaara viravai.
ACT.15.3	Vaa ausa hanigiooya iya titooduu vidada mmata Ponikiivakiaata Samariaivakiaatama nuaida varida ngiari voopinnaiya Anutuuqaa kuaivaa rikiada ausa hanigioovaara vaa ausa hanigiooya ivaki varuuya kiaa mmuduu ii kua ivaa rikiada sirigairavai. 
ACT.15.4	Sirigauduu iya vidada Yerusareema vuduu vaa ausa hanigieeraiyaata vaidi aposorooyaata vaidi vaa ausa hanigieeraiya kieetaiyaatama iyara kua yoketaivaa tuduu Pauruusooya Panapaasaya Anutuuqo mmooriivaa ivaitana mmuduu uuvaara iya kiaa mmiravai. 
ACT.15.5	Kiaa mmi taika kiooduu iyakidiri vaa ausa hanigiada Farisaiya uu aataruuyauvaa uu vooyaano diitada iya tunoo: Ngiari voopinnaiya vaa ausa hanigia kiaiya tikiai Musiiva mmaanna tuu kuaivaa rikiada iida ngiari mmammaiyauvaa hatokaateera iya kiaa mmiatee, tiravai.
ACT.15.6	Tuduu rikiada vaidi aposorooyaata vaidi vaa ausa hanigieeraiya kieetaiyaatama ii kua ivaara nuunaida yaata utida kua tiravai. 
ACT.15.7	Yaata utida hokoba suai mmuai kuaivaa nnaasu tududuu rikioo Petorooso diitoo iya tunoo: Ni seenayaso, vaa ngia taanoo. Nnaaru Anutuuqo ngiiikidiri ni mmataama kiooduu na viee ngiari voopinnaiya mmayaaya yoketaivaa iya kiaa mminai iya rikiada hanigiada yoketaama variateera ni mmataama kieeravai. 
ACT.15.8	Anutuuqo gioonna kiaapuuya aakiaiyauvaki toovoono Mmannasa Yoketaivaa ti mmuneema iya mmiravai. Mmioo ivo iyara yoketauvaara kooyaa ti vitairavai. 
ACT.15.9	Ivo hama ari vookarau aataruuvaa iya mmioo ari vookaraira aataruvai ti mmiravai. Mmuaa aataruvai nnaasu iyaata tiitama ti mmiravai. Iya Yisuunnara kutaavaivee tuuvaara ivo iya mminnamminnaa maisaiyauvaa ruga kiooduu iya yoketaama viravai. 
ACT.15.10	Itaama vaikiai ngia aaniira mmuaararaivaa aanna ausa hanigiooya mmiaaraivaara Anutuuqaa iida taara iikiaannee? Ii mmuaararoo aataru ivaa nnaaru ti rubuungainna mmuaarareeravai. Aanna ta variaunnaiya tiita ti mmuaararaivai. 
ACT.15.11	Pikiaatee. Ngiari voopinnaiya Udaanga Yisuu Kirisiinnara kutaavaivee kiaivaara ivo kati iyara yoketainno iya vitoo yoketaivau yapaineema teeta innara kutaavaivee kiaunnano ivo tiitama kati tiiyara yoketainno ti vitoo yoketaivau yapaivaara kutaavaivee kiaunnanoo, tiravai.
ACT.15.12	Tuduu mmuakiaa gioonna kiaapuuya kua seemuaa hara kiada varida rikiooduu Panapaasooya Pauruusaya Anutuuqo ari vookarau mmooriiyauvaa ivaitana tuduu ngiari voopinnaa gioonna kiaapuuyasi uuyauvaara iya kiaa mmiravai. 
ACT.15.13	Kiaa mmi taika kiooduu Yakoopo tunoo: Ni seenayaso, ni kuaivaa rikiaatee. 
ACT.15.14	Anutuuqo ngiari voopinnaiyara mmuduuya ruoo iyakidiri vooya niisi ngiateera tuduu ivaara Simoono Anutuuqo ikiataa toosa haroo mmooriivaara ti kiaa ti mmiravai. 
ACT.15.15	Forofetaiya fafaara roo kuaivo vainno mmuai kuaivaa tiravai. Kua fafaaraivo tinoo:
ACT.15.16	Udaangaivo tinoo:
ACT.15.16	Fai nnaagiai na mmatayaa kava vara ranee tiee
ACT.15.16	Davuitiinna nnauvaa havarata kioovaa
ACT.15.16	kava na heekanaravai.
ACT.15.16	Mmatayaa havarata kioovaa
ACT.15.16	kava na tuqinnama kiee
ACT.15.16	kava na heekaanaravai.
ACT.15.17	Heekanai fai ngiari voopinnaiya
ACT.15.17	niiyara buaama rada nookiaaravai.
ACT.15.17	Mmuakiaa ngiari voopinnaiya
ACT.15.17	na niisi ngiateera tinai
ACT.15.17	fai niisi ngiaaravee.
ACT.15.18	Udaangaivo nnaaru ii kua ivaa tuuvaa
ACT.15.18	mmuai kuaivaa aanna makee tiivaivee.
ACT.15.19	Kua fafaaraivoono itaa kua tiivaaraina na nenenaidiri yaata utuee ngii giaa ngii miaunoo. Ta ngiari voopinnaa gioonna kiaapu vaa ausa hanigieeraiya mmuaararai mmooriivaa iya mmiaarainnoo. 
ACT.15.20	Fai ta yanaa voovai fafaara reeda iya kiaa mmida kiaara: Unnakua anutuuyauvaa mmiaa haipa yeenna fayaiyauvaa sa nnaatee. Sa sabi nuaira aataruuvaa iikiatee. Fayaiyauvaa nnuunaiyauvaki puaisa hadauma utuaavo putiiyauvaa sa nnaatee. Sa fayai kiauyauvaa nnaatee. Ta yanaivaa itaa kua kiaa iyani fafaara kiaaravee. 
ACT.15.21	Mo nnaaru varuuyaatama varia rada nnidada aanna makee variaiyaatama Musiiva mmaanna tuu kuaivaa fafaara roovaa makemakee kati varira suaiyauvaki vaidiiya nuunaira nnauyauvaki yaarida vo yoosinna vo yoosinnaiyauvaki gioonna kiaapuuya kiaa mmiravaivee. Yakoopoono itaa kua tiravai.
ACT.15.22	Aposoroo vaidiiyaatama vaidi vaa ausa hanigieeraiya kieetaiyaata mmuakiaa ausa hanigieeraiyaatama nuunaida kua yeena raida ngiariikidiri vaidi vooya mmataama kiada Pauruusaya Panapaasaya tasipama Adiookiaa kuateera mmatairavai. Gioonna kiaapuuya ivaitanaara kua yoketaivaa tuuvaitana iya mmataama kiada voovai nnutuuvo Yutaaso vuai nnutuuvo Parasaapaa mmataama kiada voovai nnutuuvo Siraasaa mmataama kieeravai. 
ACT.15.23	Mmataama kiooduu ivaitana varada vuu yanaivo tunoo: Ta ngii seena aposoroo vaidiiyaata vaidi vaa ausa hanigieeraiya kieetaiyaatama ngiiiyara kua yoketaivaa kiaunnanoo. Ngia vaa ausa hanigiada ngiari voopi Adiookiaadiri ngiaani Suriaadiri ngiaani Kirikiaadiri ngiaiya ta ngiiini yanaivaa fafaara raunnanoo. 
ACT.15.24	Vaa ta rikiaunnavai. Tiikidiri vaidi vooya ngiiisi vida airi kua airi kua tuduu ngia iya kuaiyauvaara kaayauma yaata utuduu ngii ausaiyauvo pinaama mmuaarareeravai. Hama teenoo iya kiaa mmiaannaduu iya oro itaama iiravai. Ngiarinaidiri itaama iiravai. 
ACT.15.25	Ta ivaara rikiada nuunaida yaata utida kua tida rikiaunnano ti ausaiyauvo yoketaikiai vaidiivaitana ngiiisi kuateera mmataama kiaunnavai. Fai ivaitana ti seena ta mmuduuya ruaunnaivaitana Panapaasaya Pauruusaya tasipama ngiiisi kuaaravai. 
ACT.15.26	Panapaasooya Pauruusaya ti Udaanga Yisuu Kirisiinna mmooriivaa iida hama mmatayaa ngiari variraivaara yaata utuaavai. 
ACT.15.27	Teenoo Yutaasaya Siraasaya titakiai ngiiisi kuaaraivaitanaano fai ta fafaara raunna mmuai kuaivaa avaikidiri ngii giaa ngii miaaravaivee. 
ACT.15.28	Mmannasa Yoketaivootama teeta ti yoketaikiai ta kuaivaa yeena rau kiada hama ari vo mmuaararai kuaivaa ngii giaa ngii miraida aa kua aavaa nnaasu ngii giaa ngii mida kiaunnanoo: 
ACT.15.29	Unnakua anutuuyauvaa mmiaa haipa yeenna fayaiyauvaa sa nnaatee. Sa fayai kiauyauvaa nnaatee. Sa fayaiyauvaa nnuunaiyauvaki puaisa hadauma utuaavo putiiyauvaa nnaatee. Sa sabi nuaira aataruuvaa iikiatee. Ta itaa kua kiaunnaivaa fai ngia iida yoketaama variaaravaivee. Inna aikioo kuavaivee. Iya yanaivaa itaa kua kiaa kiada fafaara reeravai.
ACT.15.30	Fafaarama kiada ivaitana mmida titaa kiooduu ivaitanaatama Panapaasaya Pauruusooya tasipama Adiookiaa vida ivaitana vaa ausa hanigioo mmuakiaaya rupi nuunama kiada yanaivaa iya mmuduu 
ACT.15.31	yaarida rikiada iya yamaa kua yamaa kuaivaa roovaara sirigairavai. 
ACT.15.32	Sirigauduu Yutaasooya Siraasaya forofetaavaitana varuuvaitana hokoba suai iya tasipama varida yamaa kua yamaa kuaivaa iyaata kua tuduu iya yoketauduu yaagueeqama variravai. 
ACT.15.33	Varuduu ii taara vaidi ivaitana hokoba suai ivaki varuduu vaa ausa hanigiooya ivaitana titada tunoo: Ausa nuufaivaa tasipama kuatee, tuduu Yutaaso kava vara ranoo inna titooduu vuuyasi nnuduu 
ACT.15.34	(Siraaso ari yaata utuuvaugiataama yaata utuoo ipi variravai.)
ACT.15.35	Varuduu Pauruusooya Panapaasaya hokoba suai Adiookiaa varida ngiari vo vaidiiya tasipama gioonna kiaapuuya Udaanga Yisuu Kirisiinna mmayaayaivaa iya kiaa mmida variravai.
ACT.15.36	Nnaagiai suai voovaki Pauruuso Panapaasaa tunoo: Nninai ta vida vo yoosinna vo yoosinnaiyauvaki nnaaru ta Udaanga Yisuu Kirisiinna mmayaayaivaa kiaa mmiaannaiyauvaki yaagueeqama variainaara vida taaravee, 
ACT.15.37	tuduu rikioo Panapaasoono vaidi voovai Yuvuaano Marakaannaata vitoo kuanara uuduu 
ACT.15.38	tauraa iya vuu suaivaki Marakaava Paburiaa mmataivaki iya pikioo vioo hama iya tasipama mmooriivaa vara taikoovaara Pauruuso yaata utuoo innara ooqoo tiravai. 
ACT.15.39	Ooqoo tuduu rikioo innara kiaa Pauruusaata buaaru tuoo ngiari mmarammaraa yaata utuuvaugiataama viravai. Panapaaso Marakaannaata vitoo vo siipa voovaki karada mmata Kuporoovakira viravai. 
ACT.15.40	Vuduu Pauruuso Siraasaa mmataama kiooduu vaa ausa hanigioo gioonna kiaapuuya ivaitanaara yaaku varada tunoo: Udaanga Anutuuqo kati ngiiiyara yoketaama yaata utivai. Ivaara yaata utida yaagueeqama kiada yoketaama vida mmooriivaa varaatee, tuduu rikiada vida kieeravai. 
ACT.15.41	Vidada mmata Suriaivakiaata Kirikiaivakiaatama varuu vaa ausa hanigiada Anutuuqaara nuunakiaiya yamaa kua yamaa kua tida tunoo: Yaagueeqama variatee, tiravai.
ACT.16.1	Pauruusooya Siraasaya yoosinnaivaitana Derevee Rusutaraa viravai. Vida tooduu ngiaammuau voovai vaa ausa hanigioovaa nnutuuvo Timotiiva ivaki variravai. Inna kaano Yutayaa gioonnavai. Vaa ivo ausa hanigieeravai. Inna koova Ereengaa vaidivai. 
ACT.16.2	Mmuakiaa gioonna kiaapu ausa hanigiada Rusutaraivakiaata Ikoniivakiaatama varuuya Timotiinnara kua yoketaivaa tiravai. 
ACT.16.3	Tuduu Pauruuso Timotiiva inna tasipama kuaiveera inna vitoo inna mmammaivaa hatokeeravai. Timotiinna koova ari voopinnaa Ereengaa vaidivai varuuvaara mmuakiaa Yutayaiya ivaki varuuya vaa rikieeravai. Iya rikioovaara Pauruuso Timotiinna mmammaivaa hatokeeravai. 
ACT.16.4	Iya vo yoosinna vo yoosinnaiyauvaki vida nnaaru vaidi aposorooyaata vaidi vaa ausa hanigieeraiya kieetaiyaatama Yerusareema varuuya yanaivaa fafaarama iya mmuu kuaivaa vaa ausa hanigieeraiya ii mmoori ivaa iikiateera kiaa mmiravai. 
ACT.16.5	Kiaa mmuduu rikiada iya mmannammanna yaagueeqama kiada Yisuunnara kutaavaivee kiaa kiada varuduu vo suai vo suai vo gioonna kiaapu vooya ausa hanigieeravai.
ACT.16.6	Pauruuso ari tasipooyaatama mmata Purukiaivakiaata Garatiaivakiaatama nuaida varida mmata Asiaivaki mmayaayaivaa kiaa mmiaaree kiaa kuaara uuduu Mmannasa Yoketaivo iya ooqoo tiravai. 
ACT.16.7	Ooqoo tuduu pikiada iya nuaidada Musiaa mmataivaa araivaudiri nnida mmata Bituniaa kuaaree tida rikiooduu Yisuunna Mmannasaivo iya ooqoo tiravai. 
ACT.16.8	Ooqoo tuduu rikiada iya pikiada vida Musiaa mmataivaa yaatarada vidada oto yoosinna Toruaasa nnoori sorovuaraa siriivau vauvaki variravai. 
ACT.16.9	Varuduu heenaki Pauruusaa tinni avuuvo hanigiooduu ari vookarau aataruuvaa tooduu Maketoniaa mmataivaki varuu vaidi voovoono dioo vainno yaagueeqama innaata kua tioo tunoo: Numa mmata Maketoniaa aavau ti tasipama variee mmooriivaa iikianee, 
ACT.16.10	tuduu too Pauruuso patauduu diitoo ti kiaa ti mmuduu rikiada ta mminnamminnaiyauvaa teeraida varida mmata Maketoniaa kuaara iiravai. Iida varida ta ivaara yaata utida kiaannanoo: Vaa ta rikiaunnavai. Anutuuqoono ti maavee tiivai. Ta mmayaaya yoketaivaa mmata Maketoniaa variaiya kiaa mmiateera Anutuuqo ti maavee tiivaivee, tiravai.
ACT.16.11	Ta itaa kua kiaa kiada yoosinna Toruaasadiri siipaivaa varada safuuma vidada yoosinna Samotaraakee vakiaannaiya patauduu vidada yoosinna Niaaporoo viravai. 
ACT.16.12	Vida siipaivaa pikiada yoosinnaivaa nnutuuvo Piripiira viravai. Maketoniaa mmata pinaivaa vuutaivaki ii yoosinna pinaa ivo vauvaa nnutuuvo Piripii. Ii yoosinna ivaki Roomaa vaidiiya diravai. Ta ivaki suai vooyauvai vari kiada 
ACT.16.13	Yutayaiya kati varira suaivaki ta yoosinnaivaa pikiada nnoori siriivau vida yaata utida kiaannanoo: Gioonna kiaapu Yutayaiya ivaki nuunaida yaaku varaara variaanoo, kiaa kiada ivaki viravai. Vida taannaduu gioonna voonnibara ivaki nuunauya ti teeda vauduu ta iya tasipama varida iyaata kua tiravai. 
ACT.16.14	Kua tida variaannaduu Tuaataira yoosinnaivakinnaa gioonna voovai nnutuuvo Rutiaava ivaki hara kioo varioo rikieeravai. Ivoono ari mmaraa sikau vareera mmoorivai haboonna roosuu mminnaivaa varoo buruqaiyauvunu siikaira mmooriivaa iiravai. Ivoono Anutuuqaa ari ausa mmuduuyaivaa mmira gioonnavai variravai. Varioo Pauruuso tuu kuaivaa rikiooduu Udaanga Yisuu Kirisiiva inna hanigiooduu inna tinniivo rusitiravai. 
ACT.16.15	Rusituduu inna tasipama mmuaa nnauvaki varuuyaatama hanigiada nnoori vareeravai. Nnoori vara taika kiooduu rikioo ivo ti tunoo: Mo ngii yaata utiraiyauvaki ngia niiyara kiaara: Vaa Udaanga Yisuu Kirisiinnara kutaavaivee tii gioonnavaivee, kiaa kiada ni nnauvaki inna aikioo numa variatee. Ivo itaa kua yaagueeqama tuduu rikiada inna nnauvaki ta viravai.
ACT.16.16	Vo suai voovaki ta yaaku varaara vida variaannaduu sikaunnaadiri yookaama kioo vitoo kiaatannaivo ti saidiri nniravai. Ii kiaatanna ivaa aakiaivaki mmagia maisaivo hara kioo varuduu gioonna kiaapuuya nnaagiai mmoori varaaraivaara kiaa kookieema kiooduu ivaara iya irisai kaayau sikauyauvaa innara sikau kagaaruu vaidiiya mmiravai. 
ACT.16.17	Ta Pauruusootama kuaannaduu ivoono ti vata roo aayanna kiaa roo tunoo: Aa vaidi aaya Anutuuqo ngiau aapu variivaa mmooriivaa varada Anutuuqo ngii vitoo aataru yoketaivau yapaanara kuaivaa ngii giaa ngii miaanoo, 
ACT.16.18	kiaa kioo makemakee kaayau suai mmuai kuaivaa nnaasu tududuu rikioo nnaagiai Pauruuso rikiooduu inna nnannatooduu hanigia mmagia maisaivo kiaatannaivaa aakiaana varuuvaa tunoo: Na Yisuu Kirisiinna nnutuuvaa tasipama tinai inna aakiaivakidiri pikiee tiee mmaanai kuanee, tuduu rikioo tuu saivaata inna aakiaivakidiri pikioo tuoo mmaanai viravai. 
ACT.16.19	Vuduu innara sikau kagaaruu vaidiiya ivaa tooduu kiaatannaivo yoketaama varuduu hama inna mmooriivaara keenaa sikauyauvaa varaaraivaara iya nnannatooduu Pauruusaata Siraasaatama utu kiada vaida utu raririida yookaira mmatuuyaivau ngiari kieetaiya avuuyauvunu yapa kiooduu 
ACT.16.20	iya ivaitana vitada Roomaa kieetaiyasi viravai. Vida tunoo: Aa vaidi aavaitana Yutayaa vaidivaitana mmoori maisaivaa ti yoosinnaivaki iikiaani gioonna kiaapuuya pinaama kaayau kua kiaanoo. 
ACT.16.21	Aavaitana ti aataruuvaa hatokada aataru karaasaiyauvaara gioonna kiaapuuya kiaa mmiaavai. Ta yoosinna Rooma tiiyara diraiya kuaiyauvaa rikiaunnayara tida hama ivaitana kuaivaa ta rikiada iikiaunnavaivee, 
ACT.16.22	tuduu rikiada gioonna kiaapu nuunauya ivaitana ututuuma kiada ruputida varuduu Roomaa kieetaiya ngiari ngiaammuauya tuduu ivaitana uyira rairaiyauvaa rapasi kiada ivaitana ripiiravai. 
ACT.16.23	Kaayauma ripiidada pikiada oovi nnauvaki utu raririima kagaari kiada oovi nnauvaara haitatuura vaidiivaa kiaa mmida tunoo: 
ACT.16.24	Tuqinnama sipuuvaa rau kiee aavaitana haitatuukianee, tuduu rikioo utu raririima roo oovi nnau aakiaa tuanaivaki yapa kioo ivaitana yukuuvaitana varoo yatari aataru rukiaa kiooyauvaki uyu kioo yaagueeqama rau kiooduu variravai.
ACT.16.25	Varuduu heena tammaaki Pauruusooya Siraasaya yaaku varada pinaama Anutuuqaara kuaru tida varuduu oovi nnauyauvaki varuuya rikiada variravai. 
ACT.16.26	Rikiada varuduu akiairauduu mmataa kuaru pinaivo utuduu oovi nnauvaa kuabaiyauvo haatapooduu haatopoo saivaata sipuuyauvo ngiari mmaara hatuaa taika kiooduu mmuakiaa ivaki varuuya yukuyaa yeena rau kiooyauvo ngiari mmaara takuasaa rada tiida viravai. 
ACT.16.27	Vuduu oovi nnauvaara haitatuura vaidiivo diitoo tooduu sipuuyauvo vaa hatuaa taika kiooduu yaata utuoo tunoo: Vaa aakiaana variaiya vida tara kiaanoo, kiaa kioo ari paipa avaikaraivaa utu rada kioo ari hara raputinara teerama utu kioo vauduu 
ACT.16.28	rikioo Pauruuso puaisakama aayanna roo tunoo: Sa ai hara raputuanee. Ta mmuakiaaya aavaki variaunnanoo, 
ACT.16.29	tuduu rikioo toobaiyauvaara aayanna roo seenoo nnau aakiaivaki ngioo Pauruusaya Siraasaya yuku oyaivaki ngioo varoo vainno biribiriinno vairavai. 
ACT.16.30	Vainno diitoo ivaitana vitoo mmaanai yapa kioo ivaitana yaparainno tunoo: Yokeeraso, na aanii aataru mmoorivai iino Anutuuqo ni vitoo aataru yoketaivau yapaanarannee? 
ACT.16.31	tuduu rikiada ivaitana inna sai tunoo: Udaanga Yisuu Kirisiinnara kutaavaivee tino fai Anutuuqo iitama i tasipama mmuaa nnauvaki variaiyaatama vitoo yoketaivau ngii yapaanaravaivee, 
ACT.16.32	kiaa kiada Udaanga Yisuu Kirisiinna mmayaaya yoketaivaa inna kiaa mmida ari seena inna nnauvaki varuuyaatama kiaa mmiravai. 
ACT.16.33	Kiaa mmi taika kiooduu ii heena tammaa ivaki oovi nnauvaara haitatuura vaidiivo ivaitana vitoo iya uudaidaa fini kioo mmuai suaivau ivootama ari seena mmuaa nnauvaki varuuyaatama nnoori vareeravai. 
ACT.16.34	Nnoori varooduu rikioo ivo Pauruusaya Siraasaya vitoo ari nnauvaki kioo yeenna mmuduu nneeda varuduu ivoota ari seena mmuaa nnauvaki varuuyaatama Anutuuqaara kutaavaivee tuuvaara kaayauma sirigairavai.
ACT.16.35	Vauya patauduu Roomaa kieetaiya aataru safuuvaara dira vaidiiya titooduu nnida oovi nnauvaara dira vaidiivaa tunoo: Aa vaidi aavaitana titanai kuatee, 
ACT.16.36	tuduu rikioo oovi nnauvaara dira kieetaivo Pauruusaa tunoo: Roomaa kieetaiya ngii titakiai kuateera aataru safuuvaara dira vaidiiya titaani ngiaanoo. Inna aikioo ngia mmaanai tiida ausa nuufaivaa varada kuatee, 
ACT.16.37	tuduu rikioo Pauruuso aataru safuuvaara dira vaidiiya tunoo: Hama ta aataru voovai hatokaunnaivaara ngia kua pinaivaki ti yapa kiada ti utu raririida yoosinna vuutaivaki ti yapa kiada ti ripiikiaavai. Ripiima kiada oovi nnauvaki ti yapa kiaavai. Ta vaa Roomadiri yanaivaa varaunna vaidiyavee. Aanna makee iya ti titakiai ta haumakinaa kuateera kiaanoo. Ta hama itaama ti kuatainoo. Tikiai Roomaa kieetaiya ngiariinoo tuma tiini sipuuvaa hatuaa kikiai ta kuaaravee, 
ACT.16.38	tuduu rikiada aataru safuuvaara dira vaidiiya vara ranada vida Roomaa kieetaiya ivo tuu kuaivaa kiaa mmuduu ivaitana vaa Roomadiri yanaivaa varada Roomaa vaidivaitana varuuvaara kieetaiya rikiada pinaama aatuuravai. 
ACT.16.39	Aatuuda varida oto yamaa kua tida ivaitanaara boo tida ivaitana vitada mmaanai kiada tunoo: Ti yoosinna aavakidiri pikiada kuatee. 
ACT.16.40	Tuduu rikiada Pauruusooya Siraasaya oovi nnauvakidiri pikiada oto Rutiaanna nnauvaki varida ivaki nuunau gioonna kiaapu vaa ausa hanigiooyaatama yamaa kua tida tunoo: Mmannammanna yaagueeqama kiada variatee, kiaa kiada iya pikiada viravai.
ACT.17.1	Pauruusooya Siraasaya vida yoosinnaivaitana Abiporoo Aporonii yaatarada vidada yoosinna Tesoronikii ivaki Yutayaiya nuunaira nnau voovai vauvakira viravai. 
ACT.17.2	Ivaki vida Pauruuso Yutayaiya nuunaira nnauvaki ari virayaama oro ivaki variravai. Ivo ivaki varuduu taaravooma suai kati varira suaiyauvo nnuduu Anutuuqaa kua fafaara roo kuaivaara ivaki gioonna kiaapuuyaata kua tiravai. 
ACT.17.3	Kua tuoo varioo oyaivaa iya kiaa mmioo tunoo: Anutuuqo mmataama kioo vaidiivo mmamma nniitaroovaa varoo putuuvakidiri kava diitoovo inna Anutuuqo tuuvaugiataama iiravaivee, kiaa kioo tunoo: Ii vaidi Yisuunnara na ngii giaa ngii miau ivo inna Anutuuqo mmataama kioo vaidiivovee, 
ACT.17.4	tuduu rikiada vooyaano inna kuaivaara kutaavaivee tida ausa hanigiada Pauruusaya Siraasaya tasipama nuauduu kaayau Ereengaa gioonna kiaapu kati ngiari ausa mmuduuyaiyauvaa Anutuuqaa mmuuyaatama ivaitana tasipama nuauduu kaayau gioonna ngiari nnutu vauyaatama ivaitana tasipama nuairavai.
ACT.17.5	Nuauduu teeda Yutayaa vaidiiya iya teeda ti nnaagiai nookiateera kiaa iya nnannatooduu maisama varira vaidiiya yookaira mmatuuyaivakidiri rupi nuunaida iyaatama sabi kua sabi kua ruairata ruairata tida rapuaara viravai. Vuduu mmuakiaa gioonna kiaapu ivaki varuuyaatama sabi kua sabi kua ruairata ruairata tida vaidiivaa nnutuuvo Yasoonaa nnauvaa ututuuma kiada ivaki Pauruusaya Siraasayara buaidada teeda ivaitana vitada gioonna kiaapuuya avuuyauvunu yapaaraivaara buairavai. 
ACT.17.6	Buaidada tooduu hama iya teeda vauduu Yasoonaata vaa ausa hanigioo vooyaatama utu raririida yoosinnaa kieetaiyasi vida aayanna reeda tunoo: Ii vaidi iya mmuakiaa yoosinnaiyauvaki nuaida varida ngiari kuaivaa gioonna kiaapuuya kiaa mmiaani iya kuaivaara iya nnikiaraida vo aataru vo aataruuvaa iikiaavo mmuakiaa mmatavai maisainoo. Makee itaa kiaa vaidiiya ti yoosinnaivaki ngiaavo 
