GEN.1.1	Kechengsi, Arnam sining-heihei lapen pirthe kepinchong ahut, 
PRO.18.9	Inut keselet abang akaprek kepavir abang ason hingno lo.
PRO.18.11	Keplang atum, rongsopi kekom-chen apaisong asonsi akhi latum aphan raipo pu chematha.
PRO.18.12	Badu aphanta chepabihek-he tik ke aman pipe; cheparoka atum ke kevir atovarsi damlo.
PRO.18.13	Nang kethakji aphrang arju pame nangji. Kali pulote nang chepalu lo lapen chepapinremlo.
PRO.18.14	Kerengji nangning kehangsi nang keso ahut nang parengpo, bonta la nang pangbo lote, nang kejutsi ning kechethe ta damjuipo.
PRO.18.15	Aning kereset atum ke kaita kehung lapen kecharliji akechesik do.
PRO.18.16	Arleng kethedung aphan nang kechetongji ninghangma? Laphan dan ponpinon lapen la joikepo.
PRO.18.17	Kesor kepho abang hili dunde tik ke kangsaihem along kecharvo alam kethan-cheng abang kaita ahok nangnakji.
PRO.18.18	Kangsaihem along kecharvo alam kepho atum alam chedaikoi pulote, khadot-heihei kepathu pen alam pangsam un.
PRO.18.19	Nang korte aphan cherap non, lapen kangtangrak arongsopi apaisong ason thakthak nangraipo, bonta la pen nang chebohong lote, la anghap nangphan chinghapthippo.
PRO.18.20	Monit angho pen keningje alamthe pen rengpo, lapen la angtur pen kebar alamthe pen aning jangpo.
PRO.18.21	Kepathi lapen kepareng ajakong de along dolo, lapen la aningkedok abang la athe cholongji.
PRO.18.22	Piso kecholong abang isi kemesen amar si long-lo. 
PRO.18.23	Keboi abang choningriji bonta keplang abang lam-kangtang pen thakji.
PRO.18.24	Kechekrongchot ajirpo atum ajehak do, bonta akorte ason ansose kechephonei ajirpo ta do.
PRO.19.1	Inut kechobeichot lapen kelu abang apar inut athikpet pen kedo abang memu;
PRO.19.2	Gian kavepin pen aning kehangchot ke inut amonit aphan keme-o kali, lapen ketong var-ret abang amethang atovar chepangboji.
PRO.19.3	Inut amonit akelu pen amethang atovar chepavirsi la aning 
PRO.19.4	Khi-dat ongdung ajirpo kemi vanji, bonta inut kedukvok abangphan ajirpo atum otekangbubji.
PRO.19.5	Isi ahok-he ahaki aduk pilonglepin pen damjoije lapen kechobei alam keningje abang seta jokphlotphle.
PRO.19.6	Ongdung atum aning kechejoi abang pen kangjinso riji, lapen dan-heihei kepi abangphu ajirpo abangphutinta cheplangji ninghang.
PRO.19.7	Inut keduk abangphan akortemar kedo anta hijimlo, la ajirpo atum la pen ko-an chepahelo loma! Alam pen latum aphan la hungdun lo, bonta latum aphan longle.
PRO.19.8	Bidi kelong abang amethang aphan chinghonlo, Kechini kechebi abang plangji.
PRO.19.9	Isi ahok-he ahaki aduk phophepin pu damlongjoije, lapen kechobei atum alam keningje abang virdetji.
PRO.19.10	Inut kelu abang akerengme pen do nangne, lapen ban abang rechoso atum aphuthak pangri nangne.
PRO.19.11	Kemathathek inut amonit aphan aning pathidapde, lapen kechokche aputhak kelangding un ke la anong lo.
PRO.19.12	Recho aningkethi lake hingho kang-rong ason, bonta la akangjinso ke bap ajo ar-e keklo ason.
PRO.19.13	Inut kelu asopo ke apo aphan akevirlo, lapen kechebohong apiso ke keklo dop-dop a-arve ason.
PRO.19.14	Hem lapen khi apo atum pensi kebochelong, bonta inut abidi kedo apiso ke 
PRO.19.15	Keselet monit amek pajangthip, lapen do pangtar abang an ingchirji.
PRO.19.16	Hukum kekroi abang achethe chepangjok; lam karjuje abang thiji.
PRO.19.17	Keduk aphan kangjinso abang 
PRO.19.18	Ning kechethe un ahut osomar aphan pakengnon; la kepavirdetji aphan nangning ton-e-rinon.
PRO.19.19	Aning kesedengkak abang adai tu nangpo; pima laphan nang ephong pajok-lote, nang laphan pajokthu nangbompo.
PRO.19.20	Kepare alam arjunon lapen kepinkhat alam dengnon, anke mo aphi aphan nangli bidi long-o tahai.
PRO.19.21	Monit aning akemang ongdung, bonta 
PRO.19.22	Monit aphan aningkedok ke kechingkime helo, lapen kechobeichot abang mute inut kedukvok abang memu.
PRO.19.24	Keselet abang ari kasu arlo chephuver lapen la angho kecheponji anta keselet.
PRO.19.25	Kepinrem abangphan arengpaso non, lapen eleppet atum charlithekpo; Kechini abangphan parenon lapen alangli gian longpo.
PRO.19.26	Apo aphan kethurkhrap abang lapen apei aphan kephlung abang ke anong kejuno lapen mahang api kepathi abang-lo.
PRO.19.27	Sopo, kepinkhat asai karjuji ke gian alam-heihei pen kesui lo.
PRO.19.28	Amokevangve ahaki ahok-akang-sai aphan pinrem, lapen kehingno abang angho pap joi-det po.
PRO.19.29	Kepinrem atum aphan kekhinde, lapen kelu atum aphan anung kesapjisi inghongphrong lo.
PRO.20.1	Drakha-ahor ke nangliphan pasoibok po, kangritham ke pachebohong po, lapen lahei pen kepajalong ke kereset abang kali.
PRO.20.2	Recho aningkethi ke kangrong ahingho asonlo, la aphan aning kepathi abang methang apransi charmut lo.
PRO.20.3	Badu akelu abang seta charvothek, bonta lahei pen chepahelo abang anongjume.
PRO.20.4	Ketiki abang apor ahut ahidi hai kebai selet abang ke thangnatta cherot longledetji.
PRO.20.5	Inut amonit akematha-heihei karnuk alangtuk arlo kedo alang ason, bonta mathathekser abang lahei sok thek.
PRO.20.6	Abangphutin ta kroipet lapen kekroi thirklong-lo chepu, bonta ahok akekroi kedo abang komatsi longthek?
PRO.20.7	Athikpet lapen kechokpet akam keklem abang aphan kepapo-long a-osomar atum akopai keme.
PRO.20.8	Kangsai anghoi kangni arecho langpamelote la kehingno thek-longpo.
PRO.20.9	Komatsi pu unpo, “nening chepang-thiret-lo; nepap pen ne ingthirpame lo?”
PRO.20.10	Ahok-he alin lapen athuli-heihei kerim atum aphan 
PRO.20.11	Inut a-oso jokta la kangthir lapen kechokpet akam klemloma la akam pen paklang-lo.
PRO.20.12	Kelangji aphan emek lapen karjuji aphan eno-heihei 
PRO.20.13	Nang jongsi nangmek kejang-lok apor chepadam lote nang dukvokji. Kam klemvoinon lapen nang kechoji aphan dorphlupji.
PRO.20.14	Ador so-ong pusi kenam atum khinde, bonta la damjui aphi la ane chepathepo.
PRO.20.15	Nang jongsi nang keningje alam chechini lote, ser mate dorson-heihei apar ador keso amar nang dolo.
PRO.20.16	Kechininepin abang apreng ketuji kechakdun abang ke kelupik abang-lo lapen lason atum kechetuji aphan amar khang nangji.
PRO.20.17	Ahok-he pen kelong akhi pen kemenei a-an nang cholong tahai, bonta aphi prapjin pen la sangti a-om cheplangji.
PRO.20.18	Akeme akepare rinon, lapen nang-kam chunji, akemang avepin pen ron chedanri.
PRO.20.19	Ade karjang abang kepatu alam paklang, lasi lason ade ketan amonit pen chelangri.
PRO.20.20	Nang jongsi nangpei-nangpo aphan ington lote kangting ajo kemep amelur asonsi nangchethe jutkokji.
PRO.20.21	Ko-an akejoi pen nang khi longma la ansi nangphan akam vangvedetpo.
PRO.20.22	Kechokche alar nang methang huiri. 
PRO.20.23	Ahok-he athuli lapen alin-heihei kerim atum aphan 
PRO.20.24	Etovar 
PRO.20.25	Arnam aphan dan kepiji pu kechak aphrang nangmathapame nangji. Aphi nangning che-oilak tahai.
PRO.20.26	Kereset arecho abang komatsi kehingno keklem ma ripo lapen halaphan ingjinsose pin pen aduk pipo.
PRO.20.27	Monit akarjong ke 
PRO.20.28	Inut arecho athikpet, ahokpet, lapen mesen pen pangritik an la recho cholongbomji.
PRO.20.29	Okengjang atum anong halatum ajakong helo, bonta arleng kesar ake-langme ke halatum achu kelok helo.
PRO.20.30	Ahut pen ahut etovar-heihei kechelarji aphan akesung ason chechak nangkok.
PRO.21.2	Nang keklem ason an chokpet lo pu chematha tahai, bonta chemathatha 
PRO.21.3	Kopima akechok lapen akeme le klemnon, lahei 
PRO.21.4	Kehingno atum aphan halatum akemang kangtui lapen anekethesi khang lo, lapen lake pap lo.
PRO.21.5	Mang pamenon lapen nang dor-phlup longji; nang jongsi keklem-tong var-ret lote nang kaita dordedetji.
PRO.21.6	Ahok-he pen kelong akhi ave-dapprangji, lahei nangphan kethi amangho lo.
PRO.21.7	Kehingno atum amethang keche-phangno pen ajok virji; latum kopima akeme keklemji molo.
PRO.21.8	Adai kedo atum kekek atovarsi dam; adai kave abang kopima akechok akamsi klem.
PRO.21.9	Kechebohong turlur a-arloso pen kedorap-rap apar hemsarnung athak kedo memu.
PRO.21.10	Kehingno atum kaita kehingno akam aphan ar-ilo; latum badu aphanta kangjinso ave.
PRO.21.11	Badutame cheparoka lote la aduk phopo, lapen kemathathekthe abang jokta la pen charlithekpo, inut kereset abang la aphan kethan ason pen charlipo.
PRO.21.12	Arnam dhoromi abang, kehingno atum ahem kopi plang-loma chini, lapen alangli kehingno atum aphan pavirpo.
PRO.21.13	Keduk atum ase nang jongsi arjumo lote, nang kerap kechohang ase nang arjujedetpo.
PRO.21.14	Mane jongsi nangliphan aning solote, isi adan kepijoi pen ajok la aphan pangsam un.
PRO.21.15	Ahok-akangsai klemlote, kemesen arat aning arong, bonta kehingno arat atum akevir van.
PRO.21.16	Akeme kematha pen kechepahelo-bom atum abangphutin aphan kethi inghongding-lo.
PRO.21.17	Kedo cheparengme, hor, lapen akeme akecho nangphan paplangple.
PRO.21.18	Keme amonit atum aphan kepasungji pen kebor-i ason kehingno atum amethang aphuthaksi chevanlo.
PRO.21.19	Inut kechebohong turlur kehang-kler a-arloso pen kedorap-rap apar tartar ajo kedo memu.
PRO.21.20	Kereset atum akhi pen kedo cheparengme, bonta kelu atum halatum atangka kelong amat latum chodet.
PRO.21.21	Kangjinso lapen athikpet le donon lapen nang chethe dingpo; akaprek atum ta man nangpipo lapen nanglakhapo.
PRO.21.22	Inut kereset apinpo, kangtang atum, ketonthip arongsopi seta cheraidetpo, lapen halatum kechiki a-arpong-heihei anta pavirlap po.
PRO.21.23	Nang jongsi kesung pen chepaheloji pulote nang kopima keningje cheretu.
PRO.21.24	“Kechepindak” amen ke anekethe helo, inut sedengkak amonit lapen cheparoka akam keklem abang.
PRO.21.25	Inut amonit kam keklemmo abang amethangsi chepathelo.
PRO.21.26	La kopima kelongji aningkehang asonsi klemchot. Inut dhoromi abang pi-un lapen kepi khangkhe.
PRO.21.27	Kehingno atum 
PRO.21.28	Kechobei ahaki kekroi ingtungte, bonta kematha pame abang alamthe deng ingtung.
PRO.21.29	Dhoromi atum amethang aning chetheklong; kehingno abang ke un an latum palemlem nangkok.
PRO.21.30	Monit abidi, aningkere, matha pangchingthek lahei thang akerap vangve jongsi 
PRO.21.31	Ron kechedanji aphan losei pangtonrui thekji, bonta 
PRO.22.1	Nang jongsi nongjume lapen keplang-o angbong ingvai lote nongjume le ingvai non.
PRO.22.2	Keplang lapen keduk atum ta do: 
PRO.22.3	Kereset abang kesung kevang thek longji lapen la chepaheloji, bonta kemathathe abang la ajo kengkam chejorji lapen aphi aning che-oiji.
PRO.22.5	Nang jongsi nangchethe chinghonduk pulote, kehingno atum kenepjoi atovar along apham-heihei pen chepahelonon.
PRO.22.6	Oso kedam nangji atovar than pamenon, lapen la sarru anta la pen suise detpo.
PRO.22.7	Keduk atum ke keplang atum abanlo. Tangka choram lote nangke keparam abang abanlo.
PRO.22.8	Nang jongsi ahok-he achili rik-lote, akevir nangklangpo, lapen nang bang aphan kechenek jutpo.
PRO.22.9	Chingchomri lapen keduk atum pen nang ahirjume longji.
PRO.22.10	Kepinrem abang aphan arphlung-non, anke lam kechedan, kechebohong mate amen-akur kehangdong avedetpo.
PRO.22.11	Nang jongsi ning kangthirjir lapen kangjinso plengset alam keningje ninghang lote, recho nang pen jirpo plangpo.
PRO.22.12	Kechobei alam kekroidunde pen ajok ahok alam kerai aphan 
PRO.22.13	Keselet abang hem dover, la ingtan barlote, hingho chodet tahai pusi puji.
PRO.22.14	Angho kejuno a-arloso angho ke isi karnuk ahilik ason; 
PRO.22.15	Oso aning lubup, mathathepin pen klem, bonta kepakeng akaibongsi laphan pakengpo.
PRO.22.16	Keplang-o atum aphan dan-heihei kepijile mate keplangji aphan keduk aphuthak chenek lote, nang methangsi dukvokpo.
PRO.22.17	Arjutha lapen kereset monit atum keputang alam ne nangthanpo. Halatum kethan-heihei munthi pamenon, 
PRO.22.18	lapen lahei nang jongsi nang chemathadam lote, lapen lahei jongdam thek-lote nangning arongvoiji. 
PRO.22.19	Nang 
PRO.22.20	The thomkep ne nangphan nangtok pilo, lahei gian lapen mesen kepare alam dolo, 
PRO.22.21	lapen ahok kopima nangphan than pachinipo.
PRO.22.22	Nang avarsai kelong ahut pura keduk atum aphan berhet-ri; Kangsai ahem keboidet abang aphuthak thang ale-avarsai endunri. 
PRO.22.23	-si halatum alam chedan dunpo, lapen halatum aphan kepaphere abangphan apran papherepo.
PRO.22.24	Kesedengkak; kephangnotap, atum pen pajirpo-ri. 
PRO.22.25	Nang halatum a-ot chinilo tahai lapen latum chepaprekpre.
PRO.22.26	Bang apreng arpu ke-enji chechak dunri. 
PRO.22.27	Nang jongsi tu-pi un-e lote, latum nang hongplang anta pondetpo.
PRO.22.28	Nangphusar atum kepathirtang ahoi terek-ri.
PRO.22.29	Kemesen akam keklem abang nephan paklang non, lapen nangphan ne inut kemenei abang lapen recho ajirpo atheng amonit nang paklangpo.
PRO.23.1	Arlengkethe pen nang an kechoji ingni rappet ahut, alangli komatma nangning chebi vertu. 
PRO.23.2	Nang jongsi cho-oji ninghang pulote chekhangnon. 
PRO.23.3	Alangli nangkepi akeme ason aputhak chobohori; alangli nangphan asat kelangji bor-i-lo tahai.
PRO.23.4	Keplangji aphan kam keklem tong-nornera chepareset non. 
PRO.23.5	Arveng kedo api ason lapen vomu kangjarjui ason nang tangka menmen dam et un.
PRO.23.6	Kechingchom amonit a-an chori mate la nangkepi kemesen a-an aputhak bohori. 
PRO.23.7	“Vangnon lapen asap-o nangchotha,” pu la puji, bonta laphanle la kepu kali. La kopi kopisi kemathama halasi ahok lo. 
PRO.23.8	Nang kecho ason ching-ok ji, lapen nang lam keme keningje pajumenakpo.
PRO.23.9	Kelu abangphan lamjume ningjeri; la, la choro thekthe, la nanglamjume pinrem-thurongpo.
PRO.23.10	Ahoiban terek-ri mate jangreng atum alongle cheraipiri. 
PRO.23.11	 helo halatum aphan kangtangnei keraipi abang, lapen alangli nangli bethursi halatum kepholok alam chedanpipo.
PRO.23.12	Nangphan kethan abang aphan nangno cheden tu lapen un an charlinon.
PRO.23.13	Oso aphan pakeng haiheri. Nangkaibong pen chok seta la thithe. 
PRO.23.14	Ahok alam pudam lote laphan nang chom pen pajok po.
PRO.23.15	Sopo, nang jongsi reset-lote, nening arongpikji. 
PRO.23.16	Nang ingho pen bidisore alam keningje ne arju long lote nening arong-o po.
PRO.23.17	Papi atum aphan nang langselet-ri; 
PRO.23.18	La jongsi nang klem lote, kevangji nangkai ke klarbong doji.
PRO.23.19	Arjutha, sopo, chepareset non lapen nangkai atovar aputhak matha parsik pamenon. 
PRO.23.20	Hor kejunpik amonit atum mate ok kecho-boho amonit atum pen chelangri. 
PRO.23.21	Hor kangri atum lapen keboho atum aphan padukdetji. Nang jongsi chochot lapen nangmek-jangchot pulote nang sakprotpo.
PRO.23.22	Nangpo alam arjutha; alang pen pete nang mahang thek un-e. Nangpei sarpi lote nang pinremri.
PRO.23.23	Ahok bidi, kecharli lapen kema-thathek-lahei nam non lapen jorri.
PRO.23.24	Inut dhoromi amonit apo aning cheparongji athe do. Kereset nangso aphuthak nang chehok long.
PRO.23.25	Nangpo-nangpei nangphuthak pachehok-longnon; nangpei aphan la pachehok longnon.
PRO.23.26	Nangno cheden pamenon, sopo, lapen nekai nangphan arjan paplang-nang. 
PRO.23.27	Beisa lapen akhat kave a-arloso atum ke isi aphamlo, 
PRO.23.28	dokait atum ason latum nangphan chonghong-ding-lo, lapen ongdung amonit atum aphan a-ot phangholo.
PRO.23.29	Matsi sung-lo? Matsi duk-lo? Matsi charvolo? Matsi chimin? Athe avepin pen matsi areng-amek do? Matsi amek erring-rang lo? 
PRO.23.30	Hor aphan kehonklung abang, hor kepangvuiji kebor-i dam atum. 
PRO.23.31	Hor nangphan asat nangpalang longri, la erdop seta, la harlung arlujai seta, lapen la jundet meme seta. 
PRO.23.32	Puthot arni abikedo apherui nangkarchu ason nang chethekpo. 
PRO.23.33	Nangmek pinisi pathek longpo, lapen nangning alam paningje-thappo. 
PRO.23.34	Talo angbong chitim nang ketilai, telong archok athak ketilai ason nang chethekpo. 
PRO.23.35	“Nephan ne arbutang-lo” pusi nang chepupo; “Nephan ne choktang-lo, bonta ne ke chechininedet-lo. Ne kopi apotsi bur un-e detma? Ne abong kaprek junthu nangjilang.”
PRO.24.1	Kehingno amonit atum aphan lang-un-e nangne, lapen halatum pen pajirpo nangne. 
PRO.24.2	Kepa-sungjisi halatum mathaver; latum angho kechingpu abataitin inut ma inut aphan aning pasolo.
PRO.24.3	Bidi pensi hem kim, lapen kechini thek pensi la pathir; 
PRO.24.4	gian pensi angdeng-heihei an ador keso amar pen papleng.
PRO.24.5	Jakong kethe abang mute kereset abang ingtangmu , lapen ajakong kedo abang mute agian kedo abang ingtangmu. 
PRO.24.6	Pima kere akeja pensi nang ron chedan unji, lapen ongdung athanpare pensi nang hai unji.
PRO.24.7	Kelu abangphan bidi alam ke ingtui-ongchot. Thedung alam-heihei kechingvai ahut la thangta angho chingpu dun thekthe.
PRO.24.8	Nang jongsi kaike kehingno mang lote, nang kepasung abang pusi nangnong chethangrongpo.
PRO.24.9	Kelu abang kemang ason an ta papsi plengset. Kepinrem abangphan monit atum hijim.
PRO.24.10	Kesung ahut nang ainilak lote nang jakong kave abang binong lo.
PRO.24.11	Kepathiji pu kepon atum aphan kepajokdunji mori. 
PRO.24.12	Lake nekam kali pu nang ningje tahai, bonta Arnam nangning kematha alam chini lapen ingsailo. Alangli nangphuthak lang lo. Lapen nang keklem ateng pen nangphan nong-e nangpipo.
PRO.24.13	Sopo, pijo-alang junnon; la mesen. Lapen ahom along apijo alang nangdokmuchotlang. 
PRO.24.14	Nang chini pamepo bidi karjong aphan mesen. Bidi rinon lapen nangphi akai klarborji.
PRO.24.15	Kehingno atum dhoromi amonit aphan thi parohum mate ahem keponjisi kemang ason cheplangri. 
PRO.24.16	Dhoromi abang batai throksi krep seta thurthuji; bonta akesungsi kehingno abangphan pavir.
PRO.24.17	Nanghotur kesung kepho ahut chehok-ri, lapen hala chingkoi seta ningcheparong dunri. 
PRO.24.18	 la chinira aning nangdokde det ra halaphan aduk pipe det apot-lo.
PRO.24.19	Kehingno atum nangphuthak nangpaningri long-ri; halatum aphan lang un-e-ri. 
PRO.24.20	Inut kehingno abang thangnat aning kechethe ason ave-aphrang kelangji ason ave.
PRO.24.22	Arnam mate rechosi kepasung-lo pu mathari.
PRO.24.23	Arlengkere atum lahei alam ta ningjelo:
PRO.24.23	Kangsai abang abe kedun hingno. 
PRO.24.24	Adai kave abangphan ado dolo pu ningje lote, laphan ahirjuno hangpo lapen abangphutinta hijimpetpo. 
PRO.24.25	Adai kedo abangphan aduk kepi akangsai atum, tebonseta chingthurji lapen anong jume charju longji.
PRO.24.26	Ahokpet pen kethak helo ahok ajirpo angthek-lo.
PRO.24.27	Nanghidi-heihei chesik longletik nanghem chepathir-ritha, anke nang kerengji aphan chopangrum unpo.
PRO.24.28	Kemesen athe longletik ke nang bang aphan aporman piri, mate halabangso aphan ahok-he alam ningje-ri. 
PRO.24.29	“Alang nephan nekeklem asonthot neta laphan klemji! Nephan keklem alar ne huiji! Lason puri.”
PRO.24.30	Ne inut keselet lapen kelu amonit adrakha ahidi anat damlo. 
PRO.24.31	Hadak bap ingsu-heihei si plengset lapen nonpelar-heihei jirthip. Hala kekomchen a-arlong apai ingrai-et lo. 
PRO.24.32	La ne lang-lo, la aputhak matha lo, lapen la pen eson alam charli long-lo: 
PRO.24.33	Nangning hangte nangmek jangtame. Nangri chehingpring-ra malomso sangtame, 
PRO.24.34	bonta nangmek kejang ahut, risim kedo akanghupi ason keduk nangphan nang-teng khengpo.
PRO.25.1	Solomon asarlamthe lahei Judah a-Recho Hezekiah kangsai ahem along kedodun amonitsi tok dunlo.
PRO.25.2	Kebi karsik akam ke Arnam anong-lo; bonta recho atum anong ke lahei kephur helo.
PRO.25.3	Recho kopisi kemathaloma nang chinine; lake sining kangtui, mate talopi karnuk ason, eli chini un-e. 
PRO.25.4	Rup pen aju an ennon anke kechor abang klempamesen thekpo. 
