MAT.1.1	Tcgãyas Jeso Krestem dis qhàòs di sa, Dafitem ka tsgõose-coa ba, Abrahamam ka tsgõose-coa ba.
ACT.15.2	Ncẽe sa kò Paulo ba hẽé naka Barenabase ba hẽéthẽé tsara kúrú tsara ntcoeku cgoa xu, a qarika tẽèku cgoa xu. Tsara kò Paulo ba hẽé naka Barenabase ba hẽéthẽé tsara, c'ẽe xu dtcòm̀-kg'ao xu cgoa nxárá tcg'òóè, Jerusalema koe xu gha qõò ka, a x'áè úú-kg'ao xu hẽé naka kaia xu koe hẽéthẽé síí ncẽes tẽès ka kg'ui ka.
ACT.15.3	Si kò kereke sa tsééa tcg'òó xu, xu ko Finikia koe hẽé naka Samaria koe hẽéthẽé tcãà, a xu a nxàe, nta ne ma tãá zi qhàò zi di ne Nqarim koe ka̱bisea hãa sa. Ncẽe tchõà nea kò wèé ne dtcòm̀-kg'ao ne kúrú ne kaisase qãè-tcao. 
ACT.15.4	Eẽ xu ko Jerusalema koe tcãà ka xu kò kereke sa hẽé naka x'áè úú-kg'ao xu hẽé naka kaia xu ka hẽéthẽé qãèse hààkaguè. A tsara a kò ẽem Nqari ba gatsara koe kúrúa hãa zi gúù zi wèé zi nxàe. 
ACT.15.5	Igaba ne kò c'ẽe ne dtcòm̀-kg'ao ne ncẽe kò Farasai xu dis xg'aes koe hãa ne tẽea-téé a máá: “
ACT.15.6	Xu kò x'áè úú-kg'ao xu hẽé naka kaia xu hẽéthẽé xu ncẽes tchõà sa xg'aea máá a nxàe. 
ACT.15.7	Me kò Petere kaias nxàes qãá q'oo koe tẽea-téé a bìrí xu a máá: “Tíí ka c'ẽe xaoè, q'ana xao hãa me kò kg'aiaka x'aè ka Nqari ba gatu xg'aeku koe nxárá tcg'òó sa kúrúa hãa, tíí kg'áḿ koe ne gha tãá zi qhàò zi di ne guu a qãè tchõàn kóḿ sa, a ne a dtcòm̀ ka. 
ACT.15.8	Nqarim ncẽe khóèm dis tcáó sa q'ana ba ko x'áí ne, qãèsem ko hààkagu ne sa, Tcom-tcomsam Tc'ẽe ba máà ne ka, ncẽem kò sixae ka hẽé khama. 
ACT.15.9	Sita hẽé naka gane hẽéthẽé xg'aeku koem kò cúí q'aa-q'oo ga táá kúrú, gane di tcáóa nem kò dtcòm̀an cgoa q'ano-q'ano khama. 
ACT.15.10	Dùús domka xao ko Nqari ba kúrúa bóòa máá? Dùús domka xao ko xgaa-xgaase-kg'ao ne qg'áó koe jokoan xòó, ncẽe gaxae kana gaxae ka xõò ga xu xu kò gaan dcẽé ka tààè e? 
ACT.15.11	Igaba xae ko tseeguan kaga dtcòm̀, cgóm̀kuan X'aigam Jesom di ka ta gha gane khamaga ma kgoaraè sa,” tam méé.
ACT.15.12	Xu wèé xu khóè xu nqoo, a Barenabasea tsara Pauloa tsara komsana, tsara ko ma x'áí zi hẽé naka are-aresa zi gúù zi hẽéthẽé ma nxàe sa, ẽem kò Nqari ba tãá zi qhàò zi di ne koe gatsara ka kúrúa zi. 
ACT.15.13	Eẽ tsara ko kg'uia xg'ara kam ko Jakobo xo̱a a máá: “Tíí ka c'ẽe xaoè, komsana te xao: 
ACT.15.14	Simone ba ko nxàe, me ma Nqari ba ma tãá zi qhàò zi di ne ma kg'aia dàra hãa sa, gaa zi koem gha cg'õèa ba domka khóè ne nxárá tcg'òóa mááse ka. 
ACT.15.15	Kg'uian porofiti xu di igabaga i ko ncẽes gúùs cgoa dtcòm̀ku, ncẽe i ma ncẽeta ma góáèa koe, 
ACT.15.16	‘Ncẽe zi gúù zi qãá q'oo koer gha ka̱bise,
ACT.15.16	a Ra a gha Dafitem dim nquu ba ka̱base tshào, ncẽe cg'áéa ba.
ACT.15.16	Eẽ cg'áéa hãa xòèa ba Ra gha gaia tshàoa ghùi,
ACT.15.16	a gha kúrú me me tchànose téé,
ACT.15.17	nxãasega ne gha ẽe qaùa ne khóè ne X'aigam 
ACT.15.17	naka wèé ne tãá zi qhàò zi di ne hẽéthẽé e,
ACT.15.17	ncẽe cg'õèa Te ka ko tciiè ne.
ACT.15.18	Nqarim ko ma kg'ui i,
ACT.15.18	ncẽe ko ncìísega ncẽe zi gúù zi nxàea tcg'òó zi q'ãaèa ba,’ tam méé.
ACT.15.19	Gaa domkaga ra bóòa tcg'òóa, a ko còo dis ka ko máá: Ncẽè tãá zi qhàò zi di ne kò Nqarim koe ka̱bise ne méé ta táá xgáè ne guu. 
ACT.15.20	Igaba méé xae góá máá ne, naka ne táá kúrú mááseèa nqárìan máàèa hãa zi gúù zi tc'õó guu, naka nea gataga táá cg'áràn kúrú guu, naka nea táá chúú-chuuèa kg'oo-coan di kg'òóan kg'oo guu, naka nea táá c'áòan tc'õó guu. 
ACT.15.21	Ncìísega i ko Moshem di x'áèan x'áé-dxoo xu koe xgaa-xgaaè, ncẽe i ko ma còrè-nquuan koe wèé Sabatan ka nxáráè khama,” tam méé.
ACT.15.22	Ka xu ko nxãaska x'áè úú-kg'ao xu hẽé, naka kaia xu hẽé, naka wèés kereke sa hẽéthẽé bóò i qãè e, cám̀ khóè tsara ne gha xg'aes koe guu a nxárá tcg'òó, a Paulo ba hẽé naka Barenabase ba hẽéthẽé tsara cgoa Antioke koe tsééa úú sa. Jutasem ncẽe kò Baresabase ta ma tciiè ba hẽé naka Silase ba hẽéthẽé tsara kò nxárá tcg'òóè, ncẽe kò dtcòm̀-kg'ao ne ka kaisase tcommèa hãa tsara. 
ACT.15.23	Ka xu ko tcgãyas ncẽeta ma góásea hãa sa gatsara cgoa tsééa úú, ncẽe ko máá:
ACT.15.23	“Gaxae x'áè úú-kg'ao xae hẽé naka kaia xae hẽéthẽéa ko, gataga gatu ka káíkhoe ga xae ko tsgám̀kagu tu u, gatu dtcòm̀-kg'ao tu tãá zi qhàò zi di tu, Antioke koe hẽé, Siria koe hẽé, naka Kilikia koe hẽéthẽé hàna tu, a xae a ko máá:
ACT.15.24	Gaxae ka c'ẽea xua gaxae dis xg'aes koe tcg'oara hãa sa xae kóḿa hãa, a xu a kg'uian cgoa tcg'ome tcúú tua, a tshúù-tshuu tc'ẽe tua sa, gaxae x'áèan máà xu tama koe. 
ACT.15.25	Gaa domka xae xg'ae a dtcòm̀kua, a cám̀ tsara khóè tsara nxárá tcg'òóa, a gatu koe tsééa úúa hãa, gaxae di tsara ncàm̀-khoe tsara Barenabasea tsara Pauloa tsara cgoa tsara gha qõò ka, 
ACT.15.26	khóè tsara ncẽe kò gatá dim X'aigam Jeso Krestem domka gatsara di kg'õèan cg'oè-cg'oegam qgáìm koe tcana hãa tsara. 
ACT.15.27	Gaa domka xae ko Jutase ba hẽé naka Silase ba hẽéthẽé tsara gatu koe tsééa úú, síí tsara gha ncẽe koe xae góáa hãas gúù sa kg'áḿa tsara ka chóà máá tu u ka. 
ACT.15.28	Tcom-tcomsam Tc'ẽe ba hẽé naka gaxae hẽéthẽéa kò bóò i qãèa máá xaea hãa, táá méé xae cúí gúù qóḿ ga xgàmkagu tu u guu sa, ncẽe zi gúù zi gatu koe ko qaase zi ka oose, ncẽe ko xùri zi: 
ACT.15.29	táá méé tu kúrú mááseèa nqárìan ko máàè tc'õoan tc'õó guu, naka tua c'áòan tc'õó guu, naka tua táá chúú-chuu a cg'õoè kg'oo-coan kg'oo guu. Naka tua gataga táá cg'áràn kúrú guu. Ncẽe x'áè-kg'áḿan tu kò ko xùri ne tu gha ko qãèse hẽé. Qãèse tu hãa.”
ACT.15.30	Eẽ xu ko tsééa tcg'òóè ka xu kò Antioke koe síí tcãà, a xu a kò gaa koe khóè ne xg'ae-xg'ae, a tcgãya sa máà ne. 
ACT.15.31	Eẽ ne ko nxárá si ka ne kò ghùi-ghui-tcáókuan di kg'uian qãè-tcaoa máá. 
ACT.15.32	Ka tsara kò Jutasea tsara Silasea tsara, porofiti tsara a kò ii khama qáò x'aèan séè a dtcòm̀-kg'ao ne cgoa kg'ui, a ghùi-ghui tcáó ne, a qari-qari ne. 
ACT.15.33	Eẽ tsara kò gaa koe x'aèan séèa hãa, ka tsara kò dtcòm̀-kg'ao ne ka tòókuan cgoa tsééa ka̱biè, a tsara a kò gane ẽe kò tsééa úú tsara hãa ne koe ka̱bise. 
ACT.15.34	[Igaba i ko Silase ba qãèa máá gaa koem gha qaù sa.]
ACT.15.35	Igaba tsara ko Pauloa tsara Barenabasea tsara Antioke koe qaù, ncẽe gatsara hẽé naka káí ne khóè ne c'ẽe ne hẽéthẽé kò X'aigam 
ACT.15.36	Cg'orò cáḿan qãá q'oo koem kò Paulo Barenabase ba bìrí a máá: “Hààn tsam ka̱bise naka tsama síí wèé xu x'áé-dxoo xu koe gatsam ka c'ẽe ne kabi, ncẽe tsam kò X'aigam dim kg'ui ba xgaa-xgaa hãa xu, naka bóò nta ne ma hãa sa,” témé. 
ACT.15.37	Me kò Barenabase tc'ẽe, Johanem ncẽe Mareko ta kò ma tciièm cgoa tsara ga qõò sa. 
ACT.15.38	Igabam kò Paulo tc'ẽe a bóò, i qãèa máá tsara tama gatsara cgoam gha qõò sa, Pamfilia koem kò q'aa cgoa tsara a, a kò táá còoka tsééa qõò cgoa tsara a khama. 
ACT.15.39	Kas kò kaisas ntcoekus tshúù sa tẽe, tsara kò gaa koe ga q'aa. Me Barenabase ba Mareko ba séè, a ba a Kupero koe skepes cgoa qõò. 
ACT.15.40	Me Paulo Silase ba nxárá tcg'òóa mááse, a ba a xgoaba, ne kò dtcòm̀-kg'ao ne còrèa máá tsara a, Nqarim di cgóm̀kuan gha hãa cgoa tsara a ka, 
ACT.15.41	tsara kò Siria hẽé naka Kilikia koe hẽéthẽé tcana nqáé a kò gaa koe kereke zi qari-qari.
ACT.16.1	Me kò Paulo gataga Derebe koe qõò, a síí Lusetera koe tcãà. Gaa koem kò c'ẽem xgaa-xgaase-kg'aom Timoteo ta kòo ma tciiè ba x'ãèa, ncẽe xõòs kò Juta dis qhàòs di ii, a dtcòm̀-kg'ao sa ii, me xõò ba Gerika dis qhàòs di ii ba. 
ACT.16.2	Dtcòm̀-kg'ao ne Lusetera hẽé naka Ikonio hẽéthẽé di nea kò ko qãè zi gúù zi gam ka kg'ui. 
ACT.16.3	Me kò Paulo ba tc'ẽe, Timoteom gha xùri me sa, khamam kò séè me a q'ãe nqãa-qgai khòo me, Juta ne ẽe zi nqõó zi koe hàna ne domka, xõò ba Gerika me e sa ne kò wèéa ne ga q'ana hãa khama. 
ACT.16.4	Eẽ xu ko ma x'áé-dxoo xu koe ma qõòa te khama xu kò ma x'áè úú-kg'ao xu hẽé naka kaia xu Jerusalema koe hàna xu hẽéthẽé xu kúrúa hãa x'áèan bìrí ne, a xu a qarika méé ne qgóó o sa bìrí ne. 
ACT.16.5	Zi kò kereke zi dtcòm̀an koe qari-qariè, a wèé cáḿ ka càùse.
ACT.16.6	Xu Ferugia hẽé naka Galatia hẽéthẽé di xu xg'aeku xu koe qõò, Asia dim xg'aekum koe xu ga kg'ui ba xgaa-xgaa sam kò Tcom-tcomsam Tc'ẽe ba cara xua hãa khama. 
ACT.16.7	Eẽ xu ko Misia dim xg'aekum koe cúù, ka xu kò Bitunia dim xg'aekum koe xu gha tcãà sa x'ãà máá, igabam kò Jesom dim Tc'ẽe ba táá kgoara máá xu. 
ACT.16.8	Khama xu kò Misia dim xg'aekum koe tcana nqáé, a Teroa dim x'áé-dxoom koe síí. 
ACT.16.9	Eẽm ntcùúm kam kò Paulo Maketonia dim khóèm dis x'áí sa bóòkaguè, me téé-tẽe a ko dtcàrà me a ko máá: “Tchoaba naka Maketonia koe hàà hùi ta a,” témé. 
ACT.16.10	Eẽm ko Paulo ẽes x'áí sa bóòa xg'ara ka xae kò qháése Maketonia koe xae gha síí sa kg'ónòsea máá, gaa koe xae gha qãè tchõàn síí xgaa-xgaa ne sam kò Nqari ba tciia máá xaea hãa sa xae kò bóòa tcg'òóa khama.
ACT.16.11	Teroa koe xae ko skepes cgoa guu ka xae kò tchànose Samoterake koe qõò, a xùrikom cáḿ ka Neapolise koe síí. 
ACT.16.12	Gaa koe xae kò guu a Filipi koe síí tcãà, kaiam x'áé-dxoom Maketonia dim xg'aekum di ba, Roma dim nqõóm di qarian dòm̀ q'oo koe hãa ba. Eẽm x'áé-dxoom koe xae kò cg'orò cáḿ-coan séè.
ACT.16.13	Sabata dim cáḿ ka xae kò 
ACT.16.14	Gazi ka c'ẽe sa kò Lidia si i, Tiatira dim x'áé-dxoom di sa, Nqari ba kòo còrè sa, ncẽe kò ko nco̱à a tca̱àko qgáían t'õè x'ámágu sa. Paulom ko kg'ui zi gúù zis kò qarika komsana, Nqari ba kò xgobekg'am tcáó sia hãa khama. 
ACT.16.15	Eẽ ne ko gasá hẽé naka gas dim x'áé-q'oom di ne hẽéthẽé tcguù-tcguuè, kas ko x'áéa sa koe tciia úú xae e, a máá: “Ncẽè X'aigam 
ACT.16.16	C'ẽem cáḿ ka, ẽe xae xóé a ko còrè dim qgáìm koe qõò ka xae kò qãàs cgoa xg'ae, ncẽe kò tc'ẽean úúa sa, hààko zi gúù zi gha nxàe di i sa, ncẽe kò ko hààko kúrúse zi gúù zi nxàean ka gas ka q'õòse ga ne káí marian kúrúa máá sa. 
ACT.16.17	Ncẽes cóá sa kò Pauloa xae q'aua xùri, a ko máá: “Ncẽe xu khóè xua kaisase tc'amaka hãam Nqarim di xu qãà xu u, ncẽe ko kgoarase tu gha di dàòan ka bìrí tu u xu,” témé. 
ACT.16.18	Káí cáḿa nes kò séè a ncẽes gúù sa kúrú, me Paulo xg'aì a ba a ka̱bise a dxãwa tc'ẽe ba bìrí a máá: “Jeso Krestem cg'õè kar ko bìrí tsi, a ko máá, gas koe méé tsi tcg'oa,” témé. Me dxãwa tc'ẽe ba gaa x'aè kaga tcg'oa cgae si.
ACT.16.19	Eẽ xu ko q'õòsea xu bóòa q'ãa, gaicara xu marian hòò tite sa, ka xu ko Pauloa tsara Silasea tsara qgóó a x'ámágu dis qgáìs koe úú, tc'ãà-cookg'ai xu koe. 
ACT.16.20	Eẽ xu ko Roma di xu kaia xu cookg'ai koe síí cgoa tsara a ka xu kò máá: “Ncẽe tsara khóè tsara Juta tsara a, a ko x'áé-dxoom koe ncõoan kúrú, 
ACT.16.21	a tsara a ko gataga tãá cauan khóè ne xgaa-xgaa, Roma di ta khóè ta di x'áèan koe tc'ẽese tama a, ta dtcòm̀ m tama,” témé.
ACT.16.22	Si kò xg'aes khóè ne di sa thẽé qaru cgae tsara a, xu kò Roma di xu kaia xu qgáían méé tsara tcg'òó cgaeè naka qoaè sa x'áè. 
ACT.16.23	Eẽ tsara ko thõòkase xg'áḿmèa xg'ara ka tsara kò qáé-nquum koe tcãàè, me kò kòre-kg'ao ba qãèse méém kòre tsara a sa x'áèè. 
ACT.16.24	Eẽm kò máàèa hãa x'áèa nem kò tséékagu, a ba a kò q'oo koe hànam qáé-nquu-coam q'oo koe tcãà tsara a, a hìi-tcúrían koe nqàrèa tsara qáéa ntcòo. 
ACT.16.25	Ntcùú nqáè ka tsara ko Pauloa tsara Silasea tsara còrè, a Nqari ba ciian nxáèa máá, xu kò c'ẽe xu khóè xu qáéèa kò hãa xu kóḿ tsara a. 
ACT.16.26	Si kò kúúga kaias cgùrus nqõóm di sa kúrúse, si kò qáé-nquum ko tc'amkg'aia sa koe tshàoèa hãas tshoa-tshoase-q'oo sa ko̱ri, i kúúga wèé qáé-nquuan di kg'áḿan xgobekg'amse, i wèém khóèm di táùan kgoarase. 
ACT.16.27	Eẽm ko qáé-nquum dim kòre-kg'ao ba tẽe kam kò bóò i qáé-nquum di kg'áḿan xgobekg'amsea hãa, kam ko ntcàu ba tsgúùa tcg'òó a cg'õose ka hẽé, khóè xua qgóéa hãa, tam kò tc'ẽea hãa khama. 
ACT.16.28	Igabam kò Paulo ba kaisase q'au a máá: “Táá tshúù gúù kúrú cgaese guu, wèéa xae ga ncẽe koe hàna ke,” témé.
ACT.16.29	Me qáé-nquum dim khóè ba x'áà-x'aa-kg'ai cgoa dis gúù sa dtcàrà a qháése tcãà, si kò cgùru sa tcãà me, me kò Pauloa tsara Silasea tsara nqàrè-kg'am koe cg'áé. 
ACT.16.30	A ba a tchàa koe tcg'òó tsara a, a tẽè tsara a, a máá: “Khóè tsaoè, dùú sa ra gha kúrú a nxãasega 
ACT.16.31	Tsara xo̱a me a máá: “X'aigam Jesom koe dtcòm̀, tsáá hẽé naka x'áéa tsi di ne hẽéthẽé tu, nxãaska tu gha kgoaraè ke,” témé. 
ACT.16.32	Ka tsara kò X'aigam 
ACT.16.33	Eẽm ntcùúm kagam kò qáé-nquum dim kòre-kg'ao ba séè tsara a, a síí gatsara di chìbian xg'aà-kg'am, ne kò gaa x'aè kaga gabá hẽé naka gam dis x'áé-q'oos di ne hẽéthẽé tcguù-tcguuè. 
ACT.16.34	A ba a gam dim nquum koe úú tsara a, a tc'õoan máà tsara a. Gabá hẽé naka gam dis x'áé-q'oos di ne hẽéthẽéa kò qãè-tcaoan ka cg'oè cgaeè, ncẽeska ne Nqarim koe dtcòm̀a hãa khama.
ACT.16.35	Xùrikom 
ACT.16.36	Me qáé-nquum dim kòre-kg'ao ba gaa kg'uian Paulo ba bìrí a máá: “Kaia xu ncãa kgoaraè méé tsao di x'áèan tcg'òó, ke tsao ncẽeska tòókuan cgoa tcg'oa naka qõò,” témé.
ACT.16.37	Igabam kò Paulo bìrí xu a máá: “Khóè ne cookg'ai koe ne kò xg'áḿ tsam m, qãèse tẽèa cgáé-cgae naka chìbi-chibi tsam m tamasega, Roma di tsam khóè tsam m igaba, a kò qáé-nquum koe tcãà tsam m, ka xua ko ncẽeska ts'ãà ka tcg'òó tsam m sa tc'ẽe? Cuiskaga a! Gaxu méé xu hàà naka hàà gaxu ka tcg'òó tsam m,” témé.
ACT.16.38	Pirise xua kò Roma di xu kaia xu ncẽe kg'uian bìrí. Eẽ xu ko Roma di tsara khóè tsara ii sa kóḿ ka xu kò q'áò, 
ACT.16.39	a xu a hàà qgóóa-máákuan dtcàrà, a tcg'òó tsara a, a dtcàrà tsara a, x'áé-dxoom koe tsara gha tcg'oa sa. 
ACT.16.40	Tsara ẽe tsara ko qáé-nquum koe guu ka Lidia sa dàra, ka tsara kò gaa koe dtcòm̀-kg'ao ne cgoa xg'ae, a tsara a ghùi-ghui tcáó ne ko kg'uian máà ne, a xgoaba.
ACT.17.1	Eẽ tsara ko 
ACT.17.2	Me Paulo caua ba 
ACT.17.3	A ba a ka̱bi, a bìría kg'ónò ne, qaase i ko Krestem 
ACT.17.4	Ne kò c'ẽe ne 
ACT.17.5	Igaba ne kò c'ẽe ne Juta ne tau di ne e khama ne kò c'ẽe ne khóè ne dàòan qàe koe x'ãèa hãa ne cg'ãè cau ne xg'ae-xg'ae a tshúùan ghùi. Jasonem dim x'áé ba ne kò qaru cgae, síí ne gha Pauloa tsara Silasea tsara qaara tcg'òó a khóè ne cookg'ai koe úú tsara a ka. 
ACT.17.6	Igaba ẽe ne kò táá hòò tsara a ka ne kò Jasone ba hẽé naka c'ẽe ne dtcòm̀-kg'ao ne hẽéthẽé tcéèa tcg'òó, a x'áé-dxoom di xu tc'ãà-cookg'ai xu koe úú ne, a q'au a máá: “Khóè tsara ncẽe kò ko nqõó ba tshúù-tshuu tsara ncẽeska ncẽe koe hàna, 
ACT.17.7	me Jasone ba x'áéa ba koe tciia tcãà tsaraa hãa. Xu ko wèéa xu ga 
ACT.17.8	Eẽ ne ko khóè ne hẽé naka tc'ãà-cookg'ai xu hẽéthẽé ncẽes gúù sa kóḿ ka ne kò kaisase xg'aì. 
ACT.17.9	Xu 
ACT.17.10	Eẽm ntcùúm kaga ne kò kúúga dtcòm̀-kg'ao ne, Pauloa tsara Silasea tsara Berea koe tsééa úú. Eẽ tsara ko síí ka tsara kò Juta ne dim còrè-nquum koe tcãà. 
ACT.17.11	Berea di ne khóè ne ko qãè ne khóè ne e Tesalonika di ne khóè ne ka t'õè-tcáó ne, khama ne kò kg'ui ba wèé tcáóa ne ka séèa mááse, a ne a kò 
ACT.17.12	Ne kò káí ne dtcòm̀, káí zi khóè zi tcom-tcomsa zi Gerika di zi hẽé naka káí xu khóè xu Gerika di xu hẽéthẽéa kò dtcòm̀.
ACT.17.13	Igabaga ẽe ne ko Juta ne Tesalonika koe hàna ne Paulom ko Nqarim dim kg'ui ba Berea koe xgaa-xgaa sa kóḿ, ka ne kò gaa koe síí, a síí ncõoan ghùi. 
ACT.17.14	Ne nxãaska dtcòm̀-kg'ao ne Paulo ba tshàa-dxoom qàe koe qháése tsééa úú, igaba tsara kò Silasea tsara Timoteo tsara Berea koe qaù. 
ACT.17.15	Eẽ kò Paulo ba úúa tòó xu khóè xua kò Atene noose qõò cgoa me, a síí Berea koe ka̱bise, Silasea tsara Timoteoa tsara méé tsara qháése síí cgae me di x'áè-kg'áḿan cgoa.
ACT.17.16	Eẽm kò Paulo qanega Atene koe Silasea tsara Timoteoa tsara qãà hãa, kam kò ẽem ko x'áé-dxoom koe i kúrúa mááseèa hãa nqárìan cg'oèa hãa sa bóò ka kaisase tshúù-tcao. 
ACT.17.17	A ba a kò ko wèé cáḿ ka còrè-nquum koe Juta ne hẽé, qhàò zi di ne ncẽe Nqari ba kò ko còrè ne hẽé, naka khóè ne ncẽe kò ko wèé cáḿ ka gúù zi ko x'ámáguèm qgáìm koe nqáé ne hẽéthẽé cgoa qarika kg'ui. 
ACT.17.18	Xu kò gataga thẽé c'ẽe xu Epikuria hẽé naka Setoike hẽéthẽé 
ACT.17.19	Ne nxãaska tc'ãà-cookg'ai xu dis xg'aes Areopago ta ko ma tciiès cookg'ai koe séè a úú me, a máá: “Q'ãa kg'oana ta hãa, dùútsa xgaa-xgaas ka̱bas ka tsi ko kg'ui sa. 
ACT.17.20	C'ẽe zi gúù zi ẽe ta ko kóḿ tsi tsi ko nxàe zia gatá koe are-aresa zi i, ta dùú zi ko nxàe sa q'ãa kg'oana,” ta ne méé. 
ACT.17.21	Wèé ne x'ãè-kg'ao ne Atene di ne hẽé naka tãá xu nqõó xu koe guua ne khóè ne, ncẽe kò gaa koe x'ãèa hãa ne hẽéthẽéa kò ko tc'ẽe, gane di x'aèan ne gha ka̱base ne ko nxàe a ko kóḿ zi gúù zi koe nqáékagu sa.
ACT.17.22	Me kò nxãaska Paulo ba Areopagom dis xg'aes nqáè koe tẽe a téé a máá: “Gaxao khóè xao Atene di xao koer ko wèé zi dàò-kg'áḿ zi koe bóò, dtcòm̀an xao úúa hãa sa. 
ACT.17.23	Eẽr kòo caate gatu dim x'áé-dxoom koe kar kò ẽe tu ko còrè zi qgáì zi bóò kar kò altaram ncẽeta ma góásea hãa ba bóò: ‘NQARIM C'ÚÙSEA HÃAM DI BA,’ ta ko mééè ba. Tu kò dìím ii sa tu c'úùa hãa igaba còrè Me, ra ko ncẽeska Gam kar ga bìrí tu u sa tc'ẽe.
ACT.17.24	“Nqarim ga Me e, ncẽe nqõómkg'ai hẽé naka wèé zi gúù zi gaam koe hãa zi hẽéthẽé kúrúa hãa ba. X'aigam nqarikg'ai hẽé naka nqõómkg'ai hẽéthẽé di ba, khóèan tshàu ka kúrúèam tempelem koe x'ãè tama ba, 
ACT.17.25	kana c'ẽe gúù ko qaa khóè khama ma khóèan tshàu ka kúrúa mááè tama ba, Gabá ko wèé khóèan ga kg'õèan hẽé naka sónòan hẽé naka wèés gúù sa hẽéthẽé máà khama. 
