MAT.1.1	'Crɩɛn ‑bʋ, ‑Yusu 'Klɩsʋ a ‑tɩ ɛ nɛ ‑mɔ lɛ. ‑Yusu 
ACT.26.32	Kɛ‑ 'kɩɩn Aglipa pɩ, 'ɛ yɩ ‑gʋlʋnʋma Fɛtusɩ ‑lee ‑nɩ, ɛ wɛn: «Nyiblo ‑bʋ, ‑a di wɛn꞊ɛ bʋ 'nɩ tɛ, 'bʋ mɔ, 'bʋ 'yɩ wɛn lɛ ‑pʋ, ‑ɛ mɔ, Romakʋɛ a 'kɩɩn 
ACT.27.1	Ʋ ‑yra la꞊a nɩ, ‑ɛ mɔ, ‑a di mu la 'lɩ Rɔmʋ, 'kɩ 'lɩ Yitaliblʋgba 'kwli, 'ʋ ‑ha 'lɩ Pɔlʋ kɔ ꞊jɩklapʋ ‑bɩ 'hʋɛn‑, 'ʋ ꞊tu 'lɩ ꞊nʋ 'sɛyo a ye'nanyɔ ‑bɩ ‑jɩ' bʋ, ‑ɛ mɔ 'sɛyo a nyiblo gbagbʋ a ‑sɛkɛ, ɛ 'mʋ ꞊nʋ Rɔmʋdɩɔ 'kwli gba. 'Sɛyo a ye'nanyɔ a 'mʋ a 'nyrɛ mɔ Suliusɩ. 'Kɩ ɛ nɩ 'lɩ Romakʋɛ a 'kɩɩn gbagbʋ a 'sɛyo 'nyɩ. 
ACT.27.2	‑A 'ya 'lɩ 'mɩɩ 'kwli. 'Mɩɩ a 'mʋ, 'kɩ ɛ ‑hɔn 'lɩ Adramitɩdɩɔ 'kwli. Ɛ kɔ bʋ 'yraa Asiblʋgba ꞊hlɔn lɛ, ‑ɛ di꞊e nu, ɛ 'mʋ blɛ ‑nyɩnyra ‑nɩ, 'kɩ 'ʋ Asiblʋgba a 'wafɩ a gblegble yɩ blɛ. ‑Tɛ ‑a yɩ nɩ mi, ‑a kɔ Alitakɩ 'hʋɛn‑, ‑a mʋ ‑mu. 'Kɩ nyɩbɛyu a 'mʋ, ɛ kɔ 'lɩ Tesalonikɩ, 'kɩ 'lɩ Masedʋanɩblʋgba 'kwli. 
ACT.27.3	‑Tɛ ‑nyrɛ ‑nyɛ, ‑ɛ ‑bɩ ‑a nyre 'lɩ Sidɔdɩɔ 'kwli nɩ. 'Sɛyo a ye'nanyɔ Suliusɩ ‑nɩ wɛn, ɛ nʋɛ Pɔlʋ a dɛ nɩ. Ɛ nɔ‑ nu꞊o, 'ɛ ‑ha꞊a mɛ lɛ, 'ɛ 'hrɩ 'lɩ 'mɩɩ 'kwli, ‑ɛ di꞊e nu, ɛ 'mʋ 'a nɩnatumupʋ 'ye, ‑tɛblɩ nɩ ‑tie ‑mʋ', ɛ 'yɩ ‑kɔ, ʋ 'mʋ ꞊nɛ꞊ɛ ‑nyi. 
ACT.27.4	‑Tɛ ɛ ‑hi, ‑ɛ ‑bɩ ‑a bi 'hru wlɔn. Kɛɛ, pepe ‑wɛn ‑a mʋ yɩ dɩakɩ. Ɛ nɔ‑ nu꞊o, ꞊a 'bɛɛ kɩ, ꞊a naa 'lɩ Sipreblʋgba 'hʋɩ. Ɛ mɔ 'niedugbo gbagbʋ ꞊nɩɔ. Ɛ nɔ‑ kɔ 'kɩbɩa ‑bɩ, 'kɩ ‑a na 'lɩ, ‑tɛ pepe 'yɩ 'lɩ ‑hʋʋ ‑nɩ a ‑tɩ. 
ACT.27.5	'Tɩ‑, 'yrukʋtɩɔ ‑mʋ', ‑ɛ nɩ 'ʋ Silisiblʋgba kɔ Pafiliblʋgba a ‑gbati, ꞊a 'bɛ꞊ɛ ꞊tɩɔ, ꞊a nyre 'lɩ Mila, 'kɩ 'lɩ Lisiblʋgba 'kwli. 
ACT.27.6	'Kɩ 'sɛyo a ye'nanyɔ ‑nɩ wɛn, ɛ 'yee 'lɩ 'mɩɩ ‑bɩ. 'Kɩ ɛ ‑hɔn 'lɩ Alɛsadrɩ, 'kɩ 'lɩ 
ACT.27.7	'Kɩ 'lɩ ‑nyrɔwɩ ‑hʋɔhʋɩ 'kwli, ‑aan ‑nɛ 'mɩɩ 'nɩ ‑hu꞊o la. 'A ‑tɩ, ‑a 'ye ꞊hɩʋɛn ‑yeye, ꞊a 'bɛ Kinidɩdɩɔ 'yi. ‑Tɛ pepe 'yɛ nɩ wɛn ‑a mʋ, 'kɩ ‑ba 'sii 'ʋ yɩ, ‑ba mu, ɛ nɔ‑ kɔ ‑tɩ ꞊a 'bɛɛ kɩ, ꞊a naa 'lɩ Klɛtɩblʋgba 'hʋɩ, ‑ɛ mɔ 'niedugbo gbagbʋ, ꞊a naa 'lɩ 'a 'kɩbɩa ‑bɩ 'mʋ kɩ, ‑ɛ kɔ kɩ pepe 'yɩ 'lɩ ‑hʋ dɩakɩ, ꞊a ‑hi Salʋmɔnɩ lɛ. 
ACT.27.8	Pepe a ‑tɩ, ꞊a ni ꞊hɩʋɛn a 'yiye lɛ, ꞊a mi gbɛɛgbɛ, ꞊a nyre 'lɩ 'wafɩ ‑mʋ', ʋ dɛɛ ꞊Haan'wafɩ yɩ, ‑ɛ 'mʋɛ Lasɛdɩɔ yrɛ.
ACT.27.9	'Yru a yɩnyre‑tɩ, ‑a 'waan la ti ‑hʋɔhʋɩ 'hru wlɔn. Ti ‑mʋ' ‑kɔ 'yri pepe yɩ 'ʋ ‑hii ‑nɩ dɩakɩ, nɔ‑ nyre 'ʋ. 'A ‑tɩ, 'mɩɩ a gbʋgba 'yakla nɩ dɩakɩ. Ti ‑mʋ', ‑Juukʋɛ* yɩ 'ʋ ꞊cii* ‑nɩ, 'a ti ‑hi la nɩ. Ɛ nɔ nu꞊o, Pɔlʋ 'ɛ ‑gbɛɛ ꞊nʋ, ɛ wɛn: 
ACT.27.10	«‑A 'bio ‑na o, 'n yɩ꞊ɩ 'nɩ 'ye, ‑ɛ mɔ, 'dagba ‑bʋ, ɛ di 'nɩ 'yakla ‑nɩ. 'Mɩɩ ‑bʋ, ɛ kɔ 'a gbʋgba‑tɛblɩ, kɔ ‑a mʋ 'hʋɛn‑, ‑a ‑wɛ 'lɩ ‑ba ‑wɛ bʋ nɩ.» 
ACT.27.11	Kɛɛ, ‑tɩ ‑mʋ', 'mɩɩnaanyɔ gbagbʋ, kɔ 'mɩɩkɔnyɔ 'hʋɛn‑, ʋ ‑hla, ɛ nɔ‑ 'sɛyo a ye'nanyɔ kuo ꞊wlʋ yɩ, 'ɛ ‑hi 'ʋ ‑tɩ ‑mʋ', Pɔlʋ hla wɛn. 
ACT.27.12	'Wafɩ a 'mʋ yɩ, ɛ 'yɩ ‑tɛɛ ‑nu, 'kɩ 'mɩɩ bʋ nɩ 'ʋ, cɛ kɔ pepe gbagbʋ a ti bʋ nyre 'ʋ. Ɛ nɔ‑ nu꞊o, nyibli ‑hʋɔhʋɩ, ‑ʋ nɩ 'lɩ 'mɩɩ a 'mʋ 'kwli, 'ʋ hlɛ꞊ɛ, ‑ɛ mɔ, bʋ ‑hɔn 'ʋ ‑tɛ a 'mʋ ‑wlu, ‑ɛ di꞊e nu, 'bʋ ‑wɛ 'lɩ꞊ɩ, ʋ 'mʋ 'lɩ Fenisɩdɩɔ a 'wafɩ yɩ nyre, ‑ɛ nɩ 'lɩ Klɛtɩblʋgba nɩ ‑do a 'mʋ 'kwli. ‑Tɛ 'wafɩ a 'mʋ, ɛ nɩ 'ʋ, 'kɩ 'yru pʋ 'lɩ ‑gbu, 'kɩ 'lɩ 'yrʋ a bʋpɛɛlɛ a diidɛkɩbɩa kɩ, kɔ 'a kamlakɩbɩa kɩ 'hʋɛn‑. Ɛ nɔ‑ nu꞊o, 'kɩ pepe 'yɛ nɩ ‑hii 'lɩ dɩakɩ, 'mɩɩ a nyibli 'ʋ pʋ lɛ: «Ɛ nu ‑tɛɛ, ‑ba nyre 'lɩ, 'tɩ‑ cɛ kɔ pepe gbagbʋ a ti 'mʋ 'ʋ nyre.»
ACT.27.13	Ti a 'mʋ 'yri, ‑ɛ ‑bɩ pepe gbi ‑hɔn 'lɩ 'yrʋ a bʋnyraalɛ', 'ɛ ‑tʋa ‑hihie. ‑Ɛ ‑bɩ nyibli ‑mʋ', ‑ʋ nɩ 'lɩ 'mɩɩ 'kwli, 'waa ꞊wlɩ 'ye꞊e nɩ, ‑ɛ mɔ, dɛ ‑mʋ', ʋ pʋ wɛn 'lɩ, ɛ nɔ‑ ʋ di nu. Ɛ nɔ‑ nu꞊o, 'mɩɩ a du ‑mʋ', ‑ɛ ni꞊e, 'mɩɩ 'ɛ nyrɛ bʋ, 'ʋ ‑ha꞊a 'nie, ꞊a ‑tʋa mumuo, ꞊a 'yrɛɛ Klɛtɩblʋgba ꞊hlɔn lɛ. 
ACT.27.14	‑Tɛ ‑a yɩ 'kɩ nɩ mi, ti nɩ ‑do a ti 'yri, ‑ɛ ‑bɩ duduo ‑hɔn 'lɩ 'yrʋ a 'hrɩɩlɛ a kamlakɩbɩa kɩ, 'kɩ 'lɩ dʋgba 'lu, 'ɛ ‑tʋa ‑huhuo dɩakɩ, 
ACT.27.15	'ɛ ‑tʋa 'lɩ 'mɩɩ a yɩblɛ'bliilɛ, 'kɩ 'lɩ 'yru kɩ. Ɛ nɔ‑ nu꞊o, ꞊a 'yɩ 'lɩ 'a yɩ‑wʋnwɔn 'lɩ ‑wɛ. 'A ‑tɩ, ‑a ‑ha pepe a 'mʋ mɛ lɛ, ‑tɛ ɛ 'yee 'lɩ, 'ɛ gba 'lɩ ‑a mʋ. 
ACT.27.16	‑Tɩ a 'mʋ, ɛ nɔ‑ nu꞊o, ꞊a naa 'lɩ 'nɩdugbo, ʋ dɛɛ Koda, 'a 'yrʋ a bʋnyraalɛ'. 'Kɩ pepe 'yɩ 'lɩ ‑hʋ. 'Kɩ 'lɩ 'mɩɩ a ‑moko 'yri, ɛ kɔ 'blagbɩ, 'ɛ mʋɛ 'lɩ bʋ. ‑A 'ye ꞊hɩʋɛn, ꞊a ‑jri 'blagbɩ a 'mʋ, ꞊a 'yaa 'lɩ꞊ɩ 'mɩɩ 'kwli, ꞊a mʋa꞊a bʋ, ‑ɛ di꞊e nu, 'yru a 'dʋɩ 'nɩ ꞊ha꞊a yɩ nyre. 
ACT.27.17	‑Tɛ ʋ 'yaa ꞊nɛ, 'ʋ nu 'patɩ, 'ʋ ꞊glaa 'lɩ꞊ɩ 'mɩɩ lɛ. Ʋ yɩ pie hʋannʋ, 'kɩ bʋ bi 'lɩ Libiblʋgba a 'yrukʋtɩɔ ‑mʋ', ‑ɛ kɔ kɩ 'pʋwɔn ‑hʋʋ 'lɩ. Ɛ nɔ‑ kɔ ‑tɩ 'mɩɩ a danʋ ‑mʋ', ʋ pʋ yɔ', 'ʋ ꞊tɩɔ ꞊nɛ, 'ʋ ‑ha pepe mɛ lɛ, ‑tɛ ɛ 'yee 'lɩ, 'ɛ gba 'lɩ ‑a mʋ. 
ACT.27.18	Pepe a 'mʋ, ɛ 'tɩɛ ‑wɛn ‑a mʋ yɩ dɩakɩ. Ɛ nɔ‑ nu꞊o, ‑tɛ ‑nyrɛ ‑nyɛ, 'ʋ ‑tʋa 'mɩɩ a gbʋgba‑tɛblɩ ‑bɩ a 'nie a lɛpʋpʋʋ. 
ACT.27.19	‑Tɛ ‑nyrɛ ‑nyɛ de, ‑ɛ ‑bɩ ʋ pʋ 'mɩɩ a ‑tɛblɩ ‑bɩ 'nie lɛ de, danɩ bi 'lɩ yɩ, 'patɩ, kɔ ti. 
ACT.27.20	‑A 'yɩ 'yrʋ kɔ nyahro 'hʋɛn‑ 'ye, 'ɛ gba ‑nyrɔwɩ. Pepe bʋ 'tɩɛ nɩ 'klɩ kɩ a ‑tɩ, ‑a 'yɩ 'kɩ꞊ɩ ꞊wlʋ yɩ ‑kuo ‑nɩ, ‑ba di 'ʋ wlɔn ꞊ta.
ACT.27.21	Nyiblo ꞊dʋ 'yɩ dɛ ‑di, 'ɛ gba ‑nyrɔwɩ, ‑ɛ ‑bɩ Pɔlʋ 'du ye', 'ɛ nyra bʋ, ɛ wɛn: «‑A 'bio ‑na, ‑tɛ 'n hlɛ mɔ꞊ɔ, ‑ɛ mɔ, ‑ba nɩ mɔ 'lɩ Klɛtɩblʋgba bʋ, a kɔ ba pʋ mɔ 'mʋ nʋa yɩ bʋ. 'Bʋ mɔ, 'ba pʋ mɔ 'mʋ nʋa yɩ bʋ, ‑a 'yɩ wɛn 'lɩ꞊ɩ 'lɩ ‑wɛ, ‑ba 'ye wɛn ꞊hɩʋɛn ‑bʋ, ‑a yɩ 'kɩ 'ye. 
ACT.27.22	'N nyɛɛ nɛ 'a mʋ lɛ, 'aan ꞊wlɩ 'nɩ 'bie 'lɩ ꞊hlɔn, ‑ɛ nu꞊o, nyiblo ꞊dʋ 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ bʋ 'waan nɛ 'a ‑hʋnhlʋn, kɛɛ, 'mɩɩ nɩ ‑do ‑bʋ, ɛ nɔ‑ di 'wan. 
ACT.27.23	Ɛ mɔ ꞊han‑tɩ ꞊nɩɔ, ‑kɔtɩ Nyɩsʋa ‑bʋ, ‑ɛ mɔ 'na Kʋkɔnyɔ, kɔ, ‑ɛ kɔ ‑kʋan 'n ni, 'a lɛlenyɔ 'hrɩɩ 'mʋ yɩ, 'kɩ 'lɩ 'tɔlʋwɔ ‑bʋ 'kwli, 
ACT.27.24	'ɛ lee 'mʋ, ɛ wɛn: Pɔlʋ, ꞊nɩ 'pie 'lɩ hʋannʋ. ‑Blɛɛ yɩ, ‑bʋ nyre 'lɩ Romakʋɛ a 'kɩɩn 
ACT.27.25	'A ‑tɩ, ‑a 'bio ‑na, 'aan ꞊wlɩ 'nɩ 'bie 'lɩ ꞊hlɔn. 'N kuo Nyɩsʋa ꞊wlʋ yɩ. ‑Tɩ ‑bʋ, 'a lɛlenyɔ lee 'mʋ, ɛ di 'nɩ ‑nue ‑nɩ. 
ACT.27.26	Kɛɛ, ‑aan ‑nɛ 'mɩɩ ‑bʋ, 'kɩ 'lɩ 'nɩdugbo ꞊dʋ 'yie, 'kɩ ɛ di 'lɩ ‑wɛɛ ‑nɩ.»
ACT.27.27	Ɛ mɔ la 'kɩ 'tɔlʋwɩ nɩ ‑pu ꞊tu 'ʋ ‑hɛn a 'tɔlʋwɔ ꞊nɩɔ, kɛɛ, pepe 'tɩɛ gbɛ 'lɩ ‑a mʋ 'yru kɩ. 'Yrukʋtɩɔ a 'mʋ, ʋ dɛɛ ꞊nɛ Adria. Muu 'ʋ 'tɔ‑hɛyri 'yie, ‑ɛ ‑bɩ 'mɩɩnaanyʋ yru꞊o nɩ, ‑ɛ mɔ, ‑a yɩ 'mʋɛ 'gbahlɔn yrɛ, 
ACT.27.28	'ʋ mʋa 'plɩkuo 'patɩ ‑mɔ bʋ, 'ʋ pʋ꞊ʋ 'nie, ‑ɛ di꞊e nu, ‑tɛ 'nie nu 'kwlibʋhʋhlɔ, ʋ 'mʋ꞊ʋ 'ye. ‑Ɛ ‑bɩ ʋ 'ye꞊e nɩ, ‑ɛ mɔ, 'yrukʋtɩɔ a 'mʋ, 'a 'kwlibʋhʋhlɔ mɔ 'mɛtrɩwɩ a (37) ‑wlʋ ꞊tu 'ʋ ‑pu ꞊tu 'ʋ ꞊hlon'hʋɛn. ‑Tɛ 'mɩɩ mu 'lɩ ye' dɛ gbe, ‑ɛ ‑bɩ ʋ pʋ꞊ʋ 'nie de. ‑Tɛ ʋ pʋ꞊ʋ 'nie, ‑ɛ ‑bɩ ʋ 'ye꞊e nɩ, ‑ɛ mɔ, 'a 'kwlibʋhʋhlɔ mɔ 'mɛtrɩwɩ a (28) ‑wlʋ ꞊tu 'ʋ ꞊blɩɛn꞊blɩɛn. 
ACT.27.29	Ʋ yɩ pie hʋannʋ, 'kɩ ‑aan ‑nɛ 'mɩɩ bʋ ꞊gbɛɛ 'hɩ yrɛ. Ɛ nɔ‑ kɔ ‑tɩ 'ʋ pʋ 'mɩɩ a dui nɩ ‑hɛn 'nie, 'kɩ 'lɩ 'mɩɩ a 'mʋ a ‑moko 'yri, 'ʋ nɛɛ 'kɩ ꞊wlɩ lɛ, 'ʋ ‑hʋɛ꞊ɛ, 'kɩ ‑nyrɛ bʋ ‑nyɛ 'wʋwlɩ. 
ACT.27.30	'Mɩɩnaanyʋ ‑hʋɛ꞊ɛ nɩ, bʋ bi 'lɩ 'blagbɩ 'kwli, bʋ 'gba cigbɛ. Ɛ nɔ‑ kɔ ‑tɩ, 'ʋ pʋ 'blagbɩ a 'mʋ 'nie. Ɛ mɔ 'lɩ ‑yrʋkʋ 'kwli ꞊nɩɔ, ʋ nu 'lɩ꞊ɩ 'lɩ. ꞊Nɩ 'ye꞊e ‑wɛn, 'mɩɩ a dui nɩ ‑hɛn a 'mʋ, ‑ʋ nɩ 'lɩ 'a ‑moko 'yri, ɛ nɔ‑ ʋ mi ꞊wlɛ mɔ, ʋ 'mʋ 'lɩ꞊ɩ 'lu 'yri gba. 
ACT.27.31	Kɛɛ, kɛ‑ Pɔlʋ pɩ 'sɛyo a nyiblo gbagbʋ, ɛ kɔ 'a 'sɛyo 'hʋɛn‑ yɩ, ɛ wɛn: «'Bʋ mɔ, nyibli ‑bʋ 'bʋ 'yɩ 'nɛ‑ 'mɩɩ ‑bʋ 'kwli bʋ ‑nɩ, a 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ, ba wa.» 
ACT.27.32	Ɛ nɔ‑ mɔ 'sɛyo bʋ 'bɛ 'patɩ ‑mʋ', ʋ ‑nu, ʋ mʋa 'blagbɩ a 'mʋ blɛ, 'ʋ ‑ha꞊a mɛ lɛ, 'ɛ ‑mu.
ACT.27.33	‑Tɛ ‑nyrɛ yɩ nɩ ‑nyɛ, ‑ɛ ‑bɩ Pɔlʋ da nyibli a pɛpɛ nɩ, ɛ wɛn: «'N nyɛɛ nɛ 'a mʋ lɛ, ba di dɛ, ‑ɛ nu꞊o, ‑tɛ a 'kee la 'lɩ dɛ a didie, ɛ ‑wɛ 'kɩ 'lɩ ‑nyrɔwɩ nɩ ‑pu ꞊tu 'ʋ ‑hɛn. 
ACT.27.34	'A ‑tɩ, 'n nyɛɛ nɛ 'a mʋ lɛ, ba di dɛ. 'Ba ‑hʋɛ ba pʋ ‑hʋnhlʋn, ‑ɛ ‑bɩ ba di dɛ. 'N yɩ 'a mʋ 'nɩ ‑lee ‑nɩ, ‑ɛ mɔ, nyiblo ꞊dʋ a 'lu‑pupui a 'yɛɛ nɩ ‑do 'yɩ 'lɩ꞊ɩ 'lɩ ‑wɛ bʋ 'wan.» 
ACT.27.35	Bʋ pʋ 'kɩ lɛ, ‑ɛ ‑bɩ ɛ 'du 'flɔɔ ye', 'ɛ ‑nyi Nyɩsʋa 'wio, 'kɩ 'ʋ nyibli a pɛpɛ ye', 'ɛ 'bɛ꞊ɛ ꞊tɩɔ lɛ, 'tɩ‑ 'ɛ ‑tʋa 'a didie. 
ACT.27.36	Ti nɩ ‑do a ti 'yri, 'klɩ bi nyibli a pɛpɛ yra lɛ, 'ʋ ‑tʋa dɛ a didie. 
ACT.27.37	‑A mʋ nyibli a pɛpɛ ‑mʋ', ‑ʋ nɩ 'lɩ 'mɩɩ a 'mʋ 'kwli, ‑a ‑wɛ 'lɩ nyibli a (276) ‑hɔtrʋwɩ nɩ 'hʋɛn nɛ nyibli a ‑wlɩ nɩ ta ꞊tu 'ʋ ‑pu ꞊tu 'ʋ ꞊hlon‑do. 
ACT.27.38	‑Tɛ ʋ di dɛ, ʋ ꞊mla, ɛ nɔ‑ mɔ dii‑tɛblɩ a blɛ a pɛpɛ ‑mʋ', ‑ɛ nɩ 'lɩ 'mɩɩ 'kwli, bʋ pʋ꞊ʋ 'nie lɛ, ‑ɛ di꞊e nu, 'mɩɩ 'mʋ 'huhue ‑nɩ.
ACT.27.39	‑Tɛ ‑nyrɛ ‑nyɛ, ‑ɛ ‑bɩ 'mɩɩnaanyʋ tɛɛ 'lɩ 'gbahlɔn nɩ, kɛɛ, 'blʋgbakʋtɩɔ bʋ di 'lɩ kɩ 'hrɩɩ ‑nɩ, ʋ 'yɩ꞊ɩ ‑yi. Kɛɛ, ʋ 'ye꞊e nɩ, ‑ɛ mɔ, 'yru pʋ 'lɩ ‑gbu, 'tɩ‑ 'yrukʋtɩɔ a 'mʋ, ɛ dʋa kɩbʋwɛɛnlɛ. ‑Ɛ ‑bɩ ʋ ‑yra꞊a nɩ, bʋ ꞊tɛ꞊ɛ 'yi, bʋ nu꞊o, 'mɩɩ bʋ ‑gbi ‑tɩtɛ ‑mʋ', 'nie 'yɩ 'ʋ 'kwli bʋ ‑hlɔɔ ‑nɩ, 
ACT.27.40	'ʋ ꞊wlɛ 'mɩɩ a dui, 'ʋ hie 'lɩ ꞊nʋ 'yru ‑mɔ blɛ, 'tɩ‑ 'ʋ ꞊wlɛ wanɩ ‑mʋ', ‑ɛ pɩ 'ʋ 'mɩɩ 'hru wlɔn lɛ, 'ʋ pʋ danʋ yɔ', 'kɩ 'lɩ 'mɩɩ a 'mɩa 'yri, ‑ɛ di꞊e nu, pepe 'mʋ 'lɩ 'mɩɩ 'gbahlɔn yɩ ‑gbaa ‑nɩ, 'ʋ mi 'lɩ 'gbahlɔn yɩ. 
ACT.27.41	Kɛɛ, 'niekʋtɩɔ ꞊dʋ, ‑ɛ kɔ ‑mɔ 'pʋwɔn ‑hʋʋ 'lɩ, 'kɩ ʋ nyre 'ʋ 'nɩ‑hlɩn 'yaklɩ nɩ 'hʋɛn ‑gbati. 'Kɩ 'ʋ ‑tɩtɛ a 'mʋ, 'kɩ 'mɩɩ ‑gbii 'ʋ. 'A 'luyɩkʋtɩɔ, nɔ‑ bi 'lɩ 'pʋwɔn 'nyɩ. Ɛ nu꞊o nɩ, 'mɩɩ a 'mʋ, 'ɛ 'yɩ 'lɩ ‑ta'‑hʋnhɔn 'lɩ ‑wɛ. 'A ‑tɩ, 'a ke'dɛ, nɔ‑ 'yru a 'dʋɩ wʋwa lɛ.
ACT.27.42	꞊Jɩklapʋ a pɛpɛ ‑mʋ', 'sɛyo ‑hʋɛ bʋ 'lɩla ꞊nʋ lɛ, ‑ɛ di꞊e nu, 'a nyiblo ꞊dʋ 'nɩ ꞊ha lu, ɛ 'nɩ ꞊ha ꞊nʋ ‑jɩ' ꞊ta. 
ACT.27.43	Kɛɛ, Romakʋɛ a 'sɛyo a ye'nanyɔ ‑mʋ', ɛ nɔ‑ ‑mɔ ‑bɩ, ɛ ‑hʋɛ bʋ wa Pɔlʋ, ‑kɔtɩ ɛ nʋɛ nɛ 'a dɛ nɩ. Ɛ nɔ‑ nu꞊o, 'ɛ 'yɩ 'sɛyo mɛ lɛ ‑ha, 'kɩ dɛ ‑mʋ', ʋ yɩ 'lu ‑mɔ lɛ ‑hie, bʋ nu꞊o. Ɛ nɔ‑ kɔ ‑tɩ, 'ɛ lee nyibli ‑mʋ', ‑ʋ yi lulɛ, bʋ mɔ yɩ‑hɛnyibli ‑mʋ', ‑bʋ bi 'nie, ʋ 'mʋ 'lɩ 'gbahlɔn mu. 
ACT.27.44	‑Ʋ ‑bɩ ‑mʋ', ‑ʋ 'yɩ lulɛ ‑yi, ʋ kɔ bʋ pɛ 'ʋ 'plaɩnkabɩ kɩ blɛ, ɛ kɔ 'mɩɩ a tikabɩ 'hʋɛn‑, ʋ 'mʋ 'lɩ 'gbahlɔn mu. Dɛ a 'mʋ, ɛ nɔ‑ 'waa pɛpɛ, ʋ ‑nu, 'ʋ mu 'lɩ 'gbahlɔn. ꞊Dedede 'yɩ nyiblo ꞊dʋ lɛ ‑hrɛn.
ACT.28.1	‑Tɛ ‑a nyre 'lɩ 'gbahlɔn, ꞊dedede 'yɩ nyiblo ꞊dʋ lɛ ‑hrɛn, 'kɩ ‑a 'wɩɩn 'lɩ, ‑ɛ mɔ, 'nɩdugbo a 'mʋ, 'a 'nyrɛ mɔ Malɩtɩ. 
ACT.28.2	Nyibli ‑nɩ 'lɩ 'blʋgba a 'mʋ kɩ, ʋ 'ble ‑a mʋ kʋa ‑tɛɛ. 'Nu yɩ 'ʋ 'nɩ bi, cɛ yɩ 'nɩ ꞊tɩ. 'A ‑tɩ, ʋ 'tie na, 'ʋ da ‑a mʋ, ‑a 'mʋ na 'wɛn, 
ACT.28.3	Pɔlʋ 'ɛ 'du klaklɩdu ye', 'ɛ pʋ 'lɩ꞊ɩ 'tɔ. Ɛ nɔ‑ kɔ 'kwli hre ‑hɔn 'lɩ, hihiu a ‑tɩ, 'ɛ mle 'a dabʋ, 'tɩ‑ 'ɛ ‑pete꞊e ‑mɔ lɛ. 
ACT.28.4	‑Tɛ nyibli ‑mʋ', ‑ʋ kɔ 'blʋ a 'mʋ, ʋ 'ye hre a 'mʋ, ‑ɛ ‑pete 'a dabʋ ‑mɔ lɛ, ‑ɛ ‑bɩ kɛ‑ ʋ pʋ 'waa dɩɔnʋ lɛ, ʋ wɛn: «Nyiblo ‑bʋ, ɛ di mɔ ‑balʋnyɔ. Ɛ nɔ‑ nu꞊o, ꞊han‑tɩ ꞊hɔn, 'ɛ 'yɩ 'yru ‑hie, kɛɛ, 
ACT.28.5	Kɛɛ, Pɔlʋ bʋbla 'a dabʋ a 'mʋ, hre 'bʋɛ ‑mɔ bʋ nɩ, hre a 'mʋ 'ɛ bi 'lɩ 'tɔ. Hre a 'mʋ, 'a 'nyɩ 'yɩ 'ʋ꞊ʋ ꞊dedede 'hʋɩ ‑nuu ‑nɩ yruyru. 
ACT.28.6	Nyibli ‑mʋ', ‑ʋ nɩ ‑tuo kɩ, ʋ wɛn 'nɩ, 'a dabʋ di 'nɩ ꞊pu, ɛ kɔ, ɛ di bi ꞊hlɔn, ti nɩ ‑do a ti 'yri, ɛ 'mʋ 'kʋ. Kɛɛ, ‑tɛ ʋ ‑ple 'ʋ ti ‑hʋɔhʋɩ lɛ, ‑ɛ ‑bɩ ʋ 'ye꞊e nɩ, ‑ɛ mɔ, ꞊dedede 'yɩ 'lu ‑mɔ ‑mu. Nɔ‑ mɔ bʋ ‑ha win kle, bʋ pʋ lɛ, ‑ɛ mɔ, Pɔlʋ mɔ 'ku ‑bɩ ꞊nɩɔ.
ACT.28.7	'Mʋɛ 'ʋ ‑tɛ a 'mʋ yɩ, 'kɩ 'blʋgba a 'mʋ a ‑gʋlʋnʋma a ‑yaa nɩ 'ʋ. ‑Gʋlʋnʋma a 'mʋ, 'a 'nyrɛ mɔ Publiusɩ. Nɔ‑ 'ble ‑a mʋ kʋa ‑tɛɛ, 'kɩ 'lɩ 'a 'kayu bʋ, ꞊a ‑hi 'lɩ ‑nyrɔwɩ nɩ ta. 
ACT.28.8	Publiusɩ a 'mʋ, 'a 'baɩ a 'hʋɩ yɩ 'nɩ hren. 'A ‑tɩ, ɛ pɛ bʋ, ‑tɛklɛkwli ‑ni꞊e, Pɔlʋ 'ɛ mu꞊o 'ye mɔ, 'ɛ pʋ꞊ʋ dabʋ 'lu bʋ, 'ɛ da Nyɩsʋa, 'a 'kʋɛ 'ɛ ‑wɛ. 
ACT.28.9	‑Tɛ dɛ a 'mʋ, ɛ ‑hi, ‑ɛ ‑bɩ 'hʋɩhrennyibli a pɛpɛ, ‑ʋ nɩ 'lɩ 'blʋgba a 'mʋ 'kwli, ʋ di 'ʋ Pɔlʋ 'hʋɩ ‑wɛ, 'waa 'kʋɛ 'ɛ ‑wɛ, 
ACT.28.10	'ʋ ‑nyi ‑a mʋ 'ʋ꞊tuulɛ a gblegble, muu 'ʋ ye', ‑tɛblɩ a pɛpɛ, ‑a ‑hʋɛ, 'kɩ 'ʋ ‑aan 'dagba a ‑ta', 'ʋ ‑nyi ‑a mɔ꞊ɔ.
