GEN.1.1	Talfut kese ding dim bakate, Sunbin-Got e abiil so kawin so mesesem alik alik be kilkese kale. 
ACT.14.2	Dangsiliw kate, mali Yesus elo “Fein!”, danginba kebiliw Suda kawtiw i mali Suda kawtiw im ibik biliw kawtiw im ibolow silikmo koyemsiliw kasike, i Kamok Fian em gelewkabiliw kunum waneng biilo kaisuw keyemsiliw kale. 
ACT.14.3	Keyemsiliw kate, aso im Aikoniam abiw mutuk fian ka bisiliw ding dim bakate, tiak ding mak kelei, i kalaing kuw keko, Kamok Fian em bontem dim weng bakayemiwete: “Sunbin-Got e yulo ibolow folok duyemkabe kai!”, angsiliw kale. Im angsiliw ding dim bakate, Sunbin-Got e aso biim teing dim elote auk so kitil so eisneng mak kawtiw im kiin dim kel keyemse kale.
ACT.14.4	Keyemse kate, abiw mutuk fian kasel biim ibolow fukunin e ki makmak kelinba kesomi, ibolow amen amen kuw dolo dolo kesomeliwi, mali abiw kasel i Suda ikalem dulum elote keliwi, mali i kalan kunum biim dulum elote kesiliw kale.
ACT.14.5+ACT.14.6	Keko beli, deiw mak ding mak bakate, Fol so, Balnabas so, aso i kililiwete: Mali Suda kawtiw so, mali Isalael kawtiw im ibik biliw kawtiw iso, abiw mutuk fian beem kak kunum iso, ilo yenggelewkabiliw kawtiw iso, alik alik i ikalem makuw bongguko, aso im dulum elote “Aso ilo tum so yenuma!”, angiwi, aso i kilisiliw kale. Im kilisiliw ding dim bakate, aso i fon uneko, Ilikonia aneng fian em abiw mutuk fian Ilistala tele, abiw mutuk fian Delbe tele, abiw mutuk fian alew biim aneng kalo unsiliw kale.
ACT.14.7	Unsomeliwi, i Sunbin-Got em Weng Kal Ken Ati be bakayem tem bakayem tem de unsiliw kale.
ACT.14.8	Ilistala abiw mutuk fian ka kel kunum mak alenale kale. Auk dukusu ding bakate, e yan yout nam kunum keko, bomelei, emikel moko, kakaminba kemale kunum ete kale. 
ACT.14.9	Kunum beem Fol em yangakabe weng be kilele kilise ding dim bakate, Fol e kanebe kunum beelo kiin doung keleweko, atemete: “Kunum be nem angakabi weng kaleelo ‘Fein!’, angeko, kilelewomin beem dulum akati fein ibolow so kebe kai!”, angeko, atemse kale. 
ACT.14.10	Atemeko, Fol e gaaneko, bokolewomele: “Kate ku mola!”, dangse kale. Dangei, kunum be yol katiw fokfok moko, unse kale.
ACT.14.11	Kaneko beli, ka biliw kunum waneng alik alik i kanele be atemeko, ikalem Ilikonia weng sin kel gaaneko, bokolomeliw: “Yakai yutaka! Nukalem got i teleko, kal so kun kunum nukatetew keliw kai!”, angsiliw kale.
ACT.14.12	Angeko, Balnabas elo atemeko, bokolomeliw: “Be Got Sus
ACT.14.13	Keko beli, kaem ding dim bakate, abiw mutuk fian beem wati kut mit mewso ka kel, got Sus em am yol mak alenale kale. Beem ding dim bakate, am yol beem kunum ayem mak teleko, ^bulmakao so, ais bokbok kait sok so net kelebin so, mesesem mesesem eisneng be am yol beem abisom de talse kale. Nimtew angom? Abiw beem kasel i Balnabas so, Fol so, aso im wiin daoko, “Bulmakao biso aik ayem dukuko, aso ilo duyemuma!”, angeko, deyem talsiliw kale. 
ACT.14.14	Im fukun deyem talsiliw kate, kalan kunum aso biim kawtiw im kanebiliw eisneng be kili atemsiliw ding dim bakate, i yol fian fian mak angeko, ibolow mesem kuw keko, ikalem minggibiliw ilim be teing so dakalas kolewsomi, kawtiw biim mutuk kalo yako uneko, gaaneko, bokoyemomeliw:
ACT.14.15	“Kawtiw yutaka! Kale nono kebiliw e? Aso nukati kun so dem so kunum yukatetew te! Nu teleko, Sunbin-Got em Weng Kal Ken Ati be deeko, bakayem tem talbuluw kasike. Kame yu mongom dem banim kukuw be koleweko, ibolow famdes angeko, fein finik so Sunbin-Got em fukun unoliwka! Nimtew angom? Sunbin-Got ete kuw abiil so, kawin kale so, okmun alelbin fian so, alik alik mesesem biim dim alakabiliw bi so, alik alik angom beem kaise mongom kayak ete kasike.
ACT.14.16	Feinka! Suae kel akate, aneng aneng angom kasel i ikalem ibolow fukunin kuw gelewsomeliwi, Sunbin-Got e ilo koyemeko, ‘Mak yukal kanebiliw te!’, angeko, yetemalenale te.
ACT.14.17	Yetemalenale kasike, e akalem ken ibolow kukuw be kawtiw alik alik ilo kukuyemeko, suuk duyemeko, ‘Wanin dem so kemoka!’, angeko, wanin wanbin banban duyemei, im ibolow e ki keko, kakatse te. Kaneyemse kasike, alik alik i atemiwete: ‘Fein! Nulo yetemeko, dokoyemkabe got mak fein alakabe kai!’, angeko, atebiliw te.”,
ACT.14.17	yangsiliw kale.
ACT.14.18	Yangsiliw kate, abiw beem kasel i aso im yangbiliw weng be kilele kilinba tew keko, “Wiin daoyemomin kukuw be keyemuma!”, ange ange keko, aso im mit mewso teleko, ki kuw kelomin kis kesiliw kale.
ACT.14.19	Kanekabiliw ding dim bakate, abiw mutuk fian Antiok so, abiw mutuk fian Aikoniam so, abiw mutuk fian alew biim Suda kawtiw i aso im ibik yenggelew teleko, Ilistala abiw mutuk fian kasel biim ibolow silikmoyemeko, weng mil ete kuw keyemsiliw kasike, ka biliw kawtiw i kaisuw keko, aso biilo maka keyemeko, Fol elo tum so anko, “Atin kuw kuane kai!”, angeko, em fom e abiw mutuk fian beem wati ges kut elote kolewsiliw kale.
ACT.14.20	Kolewiwi, Yesus em gelewkabiliw kunum waneng i teleko, em fom mewso falal mosiliw kale. Im ka kel mosiliw ding dim bakate, Fol e iti baba teineko, abiw mutuk fian elo unse kale.
ACT.14.20	Unei, iti aneng danse ding dim bakate, eso, Balnabas so, aso i abiw mutuk fian kale koleweko, Delbe abiw mutuk fian kalo unsiliw kale. 
ACT.14.21	Uneko, Sunbin-Got em Weng Kal Ken Ati be abiw mutuk fian beem kasel ilo ikati bokoyemiwi, mali kunum waneng banban mak aso im yangbiliw weng be kiliko, Yesus elo “Fein!”, angeko, elo gelewsiliw kale.
ACT.14.21	Beli, aso im Delbe abiw mutuk fian be iti kolewsiliw ding dim bakate, aso i iti abiw mutuk fian alemsal Ilistala so, Aikoniam so, Antiok Bisidia so, abiw mutuk fian alemsal kalo unesomi, 
ACT.14.22	ka kel bakayem tem bakayem tem keko, Yesus em kaem gelewkabiliw kunum waneng ilo kewkew weng mak dukuko, im ibolow fein be kitil kuw keyemsiliw kale. Keyemeko, bokoyemomeliw: “Sunbin-Got em finik so deiw kakabuluw kunum waneng num dulum elote ilum sakik telemoke kate, nu nukalem fein ibolow be kitil kuw aluw tewe, nu Sunbin-Got em ^gawman ding dim kalo uneko, fein atemokoluw te.”, yangsiliw kale.
ACT.14.23	Yangeko, aso i sios kunum waneng alik alik biim mutuk e mali kunum mak galmoko, bokoyemomeliw: “Yu Yesus em gelewkabiliw kunum waneng biilo kilele yetemeko, im kak kunum kebokoliw te!”, yangeko, wanin tokoko, Sunbin-Got eso weng bokolomeliw: “Kamok Fian kutaka! Kunum bi kulo ‘Fein!’, kangbiliw kasike, ku ilo kilele yetebolewka!”, dangsiliw kale.
ACT.14.24	Dangeko, abiw mutuk fian be koleweko, Bisidia aneng fian be koleweko, Bamfilia aneng fian kalo unsiliw kale. 
ACT.14.25	Uneko, iti Belga abiw mutuk fian kal teleko, Sunbin-Got em weng be bakayemsiliw kale. Bakayemeko, abiw mutuk fian be iti koleweko, Atalia abiw mutuk fian kal unsiliw kale. 
ACT.14.26	Uneko, ka kel ^siw kuluko, siw tem uneko, iti Silia aneng fian em abiw mutuk fian Antiok kalo unsiliw kale.
ACT.14.26	Sua kel akate, Yesus em kaem gelewkabiliw kunum waneng i aso ilo Sunbin-Got em teing dim dako, yamdasiliw kale. Yamdaliwi, aso i uneko, im yemdasiliw em aluwbamin be ki keko, iti talsiliw kale.
ACT.14.27	Im talsiliw ding dim bakate, aso i sios kunum waneng alik alik ilo gaayemiwi, i teleko, wensaniwi, aso i ilo Sunbin-Got em aso im teing dim keyemse sang be bokoyemomeliw: “Sunbin-Got e Isalael kawtiw num ibik biliw kawtiw ilo akati dokoyemeko, ilo sunsun finik so bin kulomin em deiw busuyem keyembe te!”, yangsiliw kale.
ACT.14.28	Yangeko, tiak ding mak kelei, aso i Antiok abiw mutuk fian ka kel Yesus em gelewkabiliw kunum waneng biso alenaliw kale.
ACT.15.1	Beli, deiw mak ding mak kabalak e, mali kunum mak Sudia aneng fian koleweko, Antiok abiw mutuk fian kalo teleko, sios kawtiw biilo kukuyemeko, bokoyemomeliw: “Yu Moses em kukuyemale kukuw beem afak uninba keko, kal okilinba keliw tewe, Sunbin-Got e yulo sunsun finik so bin be nam duyeme te!”, yangsiliw kale.
ACT.15.2	Yangiwi, Fol so, Balnabas so, aso im kunum biim yangbiliw kukuyemin weng be kilisiliw ding dim bakate, aso i Sudia aneng fian kolew teliw kawtiw biso weng dusiliw kale. Weng dusiliw ding dim bakate, Antiok abiw mutuk fian beem sios kunum waneng i bokolomeliw: “Nu Fol so, Balnabas so, mali kunum mak iso, alik alik ilo yemdaluwi, i Selusalem abiw mutuk fian kawtem uneko, kalan kunum so, ka biliw sios kunum waneng im yetebiliw kak kunum iso, alik alik biim fukun unoliwka!”, angsiliw kale.
ACT.15.3	Angeko, alik alik biilo yamdaliwi, i uneko, Fonisia aneng fian tele, Samalia aneng fian tele beem mutuk dim kalo uneko, kaem fein ibolow keyembiliw kawtiw biilo weng kal bokoyemomeliw: “Mali Isalael kawtiw num ibik biliw kawtiw ikati ibolow famdeko, Sunbin-Got em sunsun finik so kulomin deiw ka kel kakabiliw kai!”, yangiwi, i kiliko, kalfongeko, kakat fian mak kulusiliw kale.
ACT.15.4	Keko beli, i Selusalem abiw mutuk fian kawtem uneko, teliwi, sios kunum waneng so, kalan kunum iso, sios kawtiw im kak yetebiliw kunum iso, alik alik i kalfong keyemeko, “Talbiliw yako!”, yangsiliw kale. Yangiwi, Antiok abiw mutuk fian koleweko, ka teliw kunum bi im dulum elo kanese sang be bokoyemomeliw: “Sunbin-Got e num aluwsuluw aluwbamin beelo bamki so keleweko, nulo dokoyemse te!”, yangsiliw kale.
ACT.15.5	Yangiwi, mali Yesus elo “Fein!”, angbiliw ^Falisi kunum mak teleko, bokolomeliw: “Sunbin-Got em finik so deiw kakabiliw Isalael kawtiw num ibik biliw kawtiw ikati Moses em kukuyemse weng beem afak keko, biliw kasike, ikati ikalem kal okilew kemoliwka!”, angsiliw kale.
ACT.15.6	Angsomeliwi, kalan kunum so, sios kawtiw im kak yetebiliw kunum iso, alik alik bi wensaneko, weng teksiliw kale. 
ACT.15.7	Weng tekeko, im weng tiaktiak bokosiliw ding dim bakate, Fita e moko, bokoyemomele:
ACT.15.7	“Yu kilele kililina! Alik alik yu kal keliwete: Sua kel akate, Sunbin-Got e nelo bokonemomele: ‘Komisik uneko, Isalael kawtiw yom ibik biliw kawtiw ilo nem Weng Kal Ken Ati be bakayem tem de una! De unewi, kawtiw bikal kiliko, nem weng elo ‘Fein!’, dangokoliw te.’, nangse te.
ACT.15.8	Feinka! Sunbin-Got e kunum waneng alik alik num ibolow fukunin be kilele kal kesomi, Isalael kawtiw num ibik biliw kawtiw ikati ibolow keyemse kasike, e ilo nukalem atew Sunbin-Finik be dukayemkabe te.
ACT.15.9	Sunbin-Got e ikal mongom amen, nukal mongom amen, amen amen keyeminba kese kasike, iso nuso bongguko, ibolow ki makmak keyemeko, alik num ibolow fein atemeko, num ibolow sili sili nam be sak misim kuw koyemeko, sen banim so ibolow mak duyemse te.
ACT.15.10	Duyemse kate, nimtew angom ete yu kame teleko, Sunbin-Got em nulo kukuyemse weng be sakalaw keko, weng bo bo keko, kiskis keleweko, Yesus elo ‘Fein!’, dangbiliw kunum waneng biim dim elo ilum fian mak daliw e? Yu kilele ibolow fukunina! Sua e, nukalem awalik kumel ikati Moses em kukuyemse weng beem afak keko, elo kilele gelewinba kemaliw kate, kukuyemin beem ilum e im dim beki kuw keko, fian kuw kese te.
ACT.15.11	Kate, Kamok Fian Yesus em kukuyemse ibolow folok beem mongom ete kuw Isalael kawtiw num ibik biliw kawtiw imdiw, nukati elo ‘Feinka!’, danguwi, e nulo finik so bin duyemse te.”,
ACT.15.11	yangse kale.
ACT.15.12	Yangei, ka biliw kunum waneng alik alik i Fita em yangse weng be kiliko, kimi tete angomi, Balnabas so, Fol so, aso im yangsiliw weng sang bakati kilele wosusiliw kale. Wosusomeliwi, aso i bokoyemomeliw: “Sunbin-Got e nulo dokoyemeko, Isalael kawtiw num ibik biliw kawtiw biim mutuk ka kel auk so kitil so eisneng banban aulse kale.”, yangsiliw kale.
ACT.15.13	Yangiwi, Sekow
ACT.15.13	“Nakunum kumel kunum waneng yutaka! Yu nem weng kale kilele kililoliwka!
ACT.15.14	Kame kuw, Saimon Fita e alik alik nulo em dulum elo kanese sang be bokoyemeko, kukuyemete: Sunbin-Got e Isalael kawtiw num ibik biliw kawtiw ikati yetemeko, mali im mutuk biliw kunum waneng ilo sunsun finik so deiw ka kel moko, ‘Nem fein angin yute te!’, yangei, e nulo kukuyemse te. 
ACT.15.15	Em kukuyemse weng beso, Sunbin-Got em bontem dim bakamin kunum im fut tem bosiliw weng beso, weng alew be ki makmak kuw kelaka. Sunbin-Got em bontem dim bokosiliw kunum biim fut tem bosiliw weng be kanekote:
ACT.15.16	‘Emisik kamok fian Debit so, akalem muluwel dow so, alik alik biim am be atin kuw kang miteko, dakalse te.
ACT.15.16	Dakalse kate, Kamok Fian nakalem ete teleko, im dakalse am be iti moko, kilele geloki te.
ACT.15.16	Feinka, Debit em dakalse am wa be, ne iti kilele geloki te.
ACT.15.17	Kilele gelii, mali Isalael kunum waneng so, Isalael kawtiw im ibik biliw kawtiw iso, alik alik i kaneloki eisneng be atemeko,
ACT.15.17	Kamok Fian nakalem mit elo teleko, nakalem fein kunum waneng kelokoliw te.
ACT.15.17	Kamok Fian nakalem ete nem yangsi weng be fein ki keloki te!
ACT.15.18	Fein! Sua sua kel akate, ne ‘Kaneloki te!’, angeko, kunum waneng alik alik i kilele kal kekabiliw te.’,
ACT.15.19	Kame, yu kilele kililoliwka! Nem fukunin e kanekote: Isalael kawtiw num ibik biliw kawtiw ikati sunsun finik so kulomin deiw ka kel moko, kakamiw tewe, nu kanelom ki keko, ilo ilum nam mak dukayemokoluw te! 
ACT.15.20	Kate nu fein ibolow so kunum waneng biilo fut mak boko, fong eisneng ketket teben kel kuw bokoyemuma! Weng gel be kanekote:
ACT.15.20	Mak e, kawtiw i samal mak kuluko, dasuw-got im aik ayem weing dako, fuko, ilo duyemiw tewe, i kanelom wanokoliw te!
ACT.15.20	Mak e, i kanelom osow kemin kukuw kemokoliw te!
ACT.15.20	Mak e, sok giko, aliw samal beem kaim e buselinba kele kasike, i kanelom wanokoliw te!
ACT.15.20	Fefe e, i kanelom samal im kaim be wanokoliw te!
ACT.15.21	Nu ilo kanelom sawa weng makso mak duyemuwi, ‘Yu gelewoliwka!’, yangokoluw te. Kate, mali Suda kawtiw num sawa kuluko, kukuyemin weng be kililomin ibolow keliw kunum waneng i aneng aneng angom alik alik num wensankabiliw am ka kel Moses em kukuyemin weng beelo kulomin unoliwka! Nimtew angom? Alik alik Sabat finengdakamin ding kabalak e, em kukuyemin sawa weng be ka kel teing bokokabiliw kasike.”,
ACT.15.21	yangse kale.
ACT.15.22	Em yangeko, weng banimse ding dim bakate, kalan kunum so, sios kawtiw im kak yetebiliw kunum iso, sios kunum waneng alik alik iso, alik alik i bongguko, ibolow ki makmak keko, bokolomeliw: “Nu mali num mutuk biliw kunum mak Fol so, Balnabas so, aso iso yamdaliwi, i Antiok abiw mutuk fian kalo unoliwka!”, angeko, kunum alew im wiin dukusiliw kale. Mak em wiin e Sudas Balsabas kelei, mak em wiin e Sailas ete kale. Aso i sios kunum waneng im kak kunum keko, alenaliw kunum ite kale.
ACT.15.23	Keko beli, wensanbiliw kawtiw bi fut mak boko, kunum biim teing dim duyemiwi, i fut de unsiliw kale.
ACT.15.23	Fut tem beem weng bosiliw weng be kanekote:
ACT.15.23	Antiok abiw mutuk fian so, Silia aneng fian so, Silisia aneng fian so, aneng aneng kasel biim nakunum kumel kunum waneng yutaka! Isalael kawtiw num ibik biliw kawtiw keko, Kamok Fian Yesus elo ‘Fein!’, dangeko, biliw kunum waneng yu biliw yako!
ACT.15.23	Kalan kunum so, sios kunum waneng num kak yetebiliw kunum iso, alik alik nu fut kale boko, yulo dabalayemuw te.
ACT.15.24	Nu kililuwete: Mali kawtiw i nukalem aneng kale be koleweko, yom biliw dim kalo uneko, yulo kukuyemin weng mak kukuyemkabiliw te. Kukuyemiwi, yu ibolow fukunin banban keko, ibolow teifulukabiliw te. Kate, i ikalem ibolow kuw geleweko, unsiliw te. Nukalem ete ilo yamdeko, ‘Kukuyemin weng be de unina!’, yanginba kesuluw te.
ACT.15.25	Kaneko beli, alik alik nu ibolow ki makmak keko, weng tokoko, bokolomeluw: ‘Nu mali num mutuk biliw kunum mak nakunum Balnabas so, Fol so, aso iso makuw yom biliw dim kalo yamdaluwi, i teliw baka te.’, anguw te. 
ACT.15.26	Yamdaluw kunum bi ikalem ibolow fukuninba keko, ‘Sak kenka! Kuanokoluw kai!’, angeko, nukalem Kamok Fian Yesus Kulais em Weng Kal Ken Ati be de kakabisiliw te. 
ACT.15.27	Kanesiliw kasike, nu Sudas so, Sailas so, aso ilo yemdaluwi, aso i Fol so, Balnabas so, aso iso makuw yom fukun teleko, fut tem beem mongom e iti yulo bakayem diliko, kukuyem teliw bakate.
ACT.15.28	Feinka! Sunbin-Finik so, nuso, alik alik nu weng kitokoko, ‘Nu kanelom sawa ilum fian mak yom dim ete dukuyemokoluw te! Babo! Kate, yu teingabi kel sawa ilum fong gel kuw be gelewemoliwka!’, yangbuluw te.
ACT.15.29	Mak e, kawtiw i samal mak kuluko, dasuw-got im aik ayem weing dako, fuko, ilo duyemiw tewe, i kanelom wanokoliw te!
ACT.15.29	Mak e, i kanelom osow kemin kukuw kemokoliw te!
ACT.15.29	Mak e, sok giko, aliw samal beem kaim e buselinba kele kasike, i kanelom wanokoliw te!
ACT.15.29	Fefe e, i kanelom samal im kaim be wanokoliw te!
ACT.15.29	Kaneko, sen banim so kukuw be gelewemiw tewe, yu Sunbin-Got em kiin dim e fein sen banim so kawtiw kebokoliw te. Bete kuw.
ACT.15.29	Yukalo!
ACT.15.30	Beli, ketket teben kel kunum biim bosiliw fut weng be Antiok abiw mutuk fian kalo de uneko, ka talsiliw ding dim bakate, i ka kel wensankabiliw sios kunum waneng ilo gaayemeko, im de talsiliw fut weng be ilo duyemsiliw kale. 
ACT.15.31	Duyemiwi, kunum waneng bi fut weng be kuluko, teing bokoko, diweko, im ibolow dolon keyemsomi, kalfongsiliw kale.
ACT.15.32	Keko beli, Sudas so, Sailas so, aso ikati Sunbin-Got em bontem dim bakamin kunum kesiliw kasike, aso i sios kunum waneng biim ibolow e kitil keyemsomi, im ibolow fukunin be dolon kuw keyemsiliw kale.
ACT.15.33+ACT.15.34	Keyemeko, aso im ka kel tiak tew ding bisiliw ding dim bakate, kaem sios kunum waneng i aso ilo bokoyemomeliw: “Sunbin-Got e kaso yulo menew ibolow duyemei, yu iti Selusalem abiw mutuk fian kalo unoliwka!”, yangeko, “Sunbin-Got ku ilo bamki so keyema!”, dangiwi, i fein unsiliw kale.
ACT.15.35	Keko beli, Fol so, Balnabas so, aso im Antiok abiw mutuk fian ka bisiliw ding dim bakate, aso i mali kawtiw iso bongguko, alik alik makuw Kamok Fian em weng be ka biliw sios kunum waneng ilo kukuyemaliw kale.
ACT.15.36	Beli, deiw mak ding mak kabalak e, Fol e Balnabas elo bokolewomele: “Kame, kaso nu iti uneko, Kamok Fian em weng bakayem tem bakayem tem unsuluw aneng aneng kaleem sios kunum waneng ilo iti yetebam unuma! Ken kuw biliw yake, mani wa kesiliw yake? Yetebam unuma!”, dangse kale. 
ACT.15.37	Dangei, Balnabas e bokolewomele: “Kenka! Nakunum Sion Mak kale eso nuso makuw unuma!”, dangse kate,
ACT.15.38	Fol e ibolow ki kelinba keko, bokolewomele: “Dil esik e, kunum kale nuso makuw aulbamin kunum keko, kakabise kate, Bamfilia aneng fian ka kel e, e gal keko, nulo koyemse kasike kame, e nuso makuw nam une te.”, dangse kale.
ACT.15.39	Dangeko, Fol akal kelei, Balnabas akal kelei, weng fian fian mak dusiliw kale. Dusomeliwi, aso i mak akal amen mak akal amen keko, Balnabas e Sion Mak elo kuluko, aso i imikel kuw keko, okgung Saibulus kalo unsiliw kale.
ACT.15.40	Beli, Fol e Sailas elo kuluko, “Kaso nukal unuma!”, dangse kale. Dangei, im unomin kesiliw ding dim bakate, Antiok abiw mutuk fian ka biliw sios kunum waneng i aso ilo bokoyemomeliw: “Kamok Fian e yulo ibolow folok kukuyemoke te!”, yangiwi, aso i abiw fian be koleweko,
ACT.15.41	Silia aneng fian so Silisia aneng fian so, aneng aneng kalo uneko, ka biliw sios kunum waneng biilo kukuyem tem kukuyem tem uneko, im ibolow fukunin dolon keyemeko, im fein ibolow beelo kitil keyemsiliw kale.
ACT.16.1	Beli, Fol so, Sailas so, aso i Delbe abiw mutuk fian kalo uneko, iti koleweko, Ilistala abiw mutuk fian kalo talsiliw kale. Teleko, ka kel e, Yesus gelewkabe kunum mak belei, i atemsiliw kale. Kunum beem wiin e Timoti ete kale. Em auk u Suda waneng keko, ukati Yesus elo gelewkabu waneng kesu kate, em alew e Gilik kawtiw im kunum ete kale.
ACT.16.2	Ilistala abiw mutuk fian beem fein ibolow so kawtiw so, Aikoniam abiw mutuk fian beem fein ibolow so kawtiw iso, alik alik i Timoti beem dulum elote bokolomeliw: “E kukuw ken so kunum ete te!”, angsiliw kale.
ACT.16.3	Keko beli, Fol akati kunum beelo atemeko, bokolewomele: “Ku aso nuso makuw Sunbin-Got em Weng Kal ken be de kakamuma!”, dangse kale. Dangeko, ibolow fukunomele: Suda kawtiw bi Timoti elo kilele kal keleweko, em dulum elote bokolomeliw: ‘E Suda kunum kebe kate, alew e Gilik kunum kebe kasike, em ^kal okilinba kelewsiliw te. Feinka! E Sunbin-Got em kiin dim e sen so kunum ete kai!’, angokoliw kasike, e Suda ikalem kukuw geleweko, em kal akati okilewse kale.
