MAT.1.1	Abraham tapa David, tapa Jesu Krist khangthu bu.
1CO.4.7	Ajiak kuan ahia nang midang a pat ahung tuamsak? Tualeh ahung kipialou bang ahia naneih? Tualeh mi piak nei nahihleh, bangding a akipialou bang a kisathei na hia?
1CO.4.8	Tuin navahta ua, tuin na hausata uh, kou panglou in kumpipate bangin vai nahawmta uh, kou zong noutawh vai ka hawmtheihna ding un a taktak a vaihawm hile uchin ka ut hi. 
1CO.4.9	Pasian in kou sawltakte pen siding a mohpaih mite bangin a nunung pen a ahung koih hi in ka ngaihtuah hi. Tuajiakin leitung leh, vantungmite leh, mihingte mitmuh a etnop a bawl in ka om uhi. 
1CO.4.10	Koupen Krist jiakin mimaw ka hi ua; hinanleh noupen Krist a mipil na hi uhi! Koupen ka hat kei ua, hinanleh noupen na hat uhi! Noupen na zah-om ua, koupen simmawh in ka om uhi! 
1CO.4.11	Tu hun mahmah in zong kagil kial un ka dangtak ua, saguak in ka om ua; vuak in ka om ua; inn beiin ka om uhi; 
1CO.4.12	tualeh kakhut ua nna semgim in kagim mahmah ua; housiat a ka om un ka gualjawl ua, vuak a ka om un ka thuak teitei uhi; 
1CO.4.13	gensiat a ka om un, kajawl lungdam ua, minsiatsak a ka om un zong ka ngen ngutngut ua, tunitan in zong leitung silnin, silnin jousiah bang a bawlin ka om uhi!
1CO.4.14	Na jumna ding un hihthute kagelh ahi kei a, hinanleh kata deihtakte bangin kung taihilh ahijaw hi. 
1CO.4.15	Ajiak nou Krist ah hilhtu sangsawm nei nanle uchin pa tampi na neikei uhi. 
1CO.4.16	Tuajiakin ka omdan juitute hiding in kung ngen hi. 
1CO.4.17	Hih ding jiakin Toupa a ka tapa deihtak leh gin-om Timothi na kiang uah kung sawl hi, aman pen gamchin a saptuamte ka hilhjel bangin, Krist a ka omdante nou ahung theikhiasak kik ding hi.
1CO.4.18	Na kiang ua hung painawnlou ding bangin khenkhat na ki uangsak uhi. 
1CO.4.19	Hinanleh Toupa`n lem asak leh kung paibaih ding hi, tuachi`n ki uangsakte pen a thugen uh hilouin, hinanleh a silbawl theihna uh ka theita ding hi. 
1CO.4.20	Ajiak Pasian gam pen thu ah a om kei a, silbawl theihna ah a omjaw hi. 
1CO.4.21	Bang ahia nadeih uh? Na kiang uah chiang tawiin kung pai diam? Ahihkeileh itna leh lungnemna kha tawh kung pai diam?
1CO.5.1	Na lak uah kingaih a om chih thuthang a om hi, tuachibang kingaih Jentelte lak a zong om ngailou, mikhat in apa zi akitenpih chih! 
1CO.5.2	Tualeh huachibang sil bawlpa pen nalak ua pat nohkhiat ding a lunggel naneihtak sang un, naki uangsakpih jawsop uhi. 
1CO.5.3	Ajiak keimah taksa a ka omlouh hangin, ka kha in kung om a, huachibang a gamtapa pen nalak ua om bangin atung thu vai kahawm khinta hi. 
1CO.5.4	I Toupa Jesu Krist min in, ka kha leh I Toupa Jesu Krist sil bawltheihna tawh na kikhop khawm chiang un na kiang uah a om hi, 
1CO.5.5	tuachibang mi pen I Toupa Jesu ni chiang a akha hundam a a omtheihna dingin, ataksa sukmangna dingin setan kiangah piakding ka chi ahi.
1CO.5.6	Na kisaktheihna uh ahoih kei hi! “Tol themnoukhat in tanghou beu apum in ajelsuak jel chih theilou na hi uh maw.” 
1CO.5.7	Tuajiakin tol sohlouh nahih mahbang un, tanghou beuthak na hihtheihna ding un tol luipen paisiang un, ajiak i paikan kut uh Krist pen goh in a omta hi. 
1CO.5.8	Tuajiakin ankuang luini, tol lui tawh hilou in, khansia leh gitlouhna tol soh tawh hilou in, hinanleh gin-omna leh thutak tanghou tol sohlouh tawh iluijaw ding uhi. 
1CO.5.9	Ka laikhak ah kingaihhatte ki thuahpih lou dingin kung gelh hi. 
1CO.5.10	Hih leitung kingaihhat mite tawh hiam, huaiham mite tawh hiam, lepgute tawh hiam, ahihkeileh milim biate tawh hiam kithuahpih mawng mawng louh ding chi ka hikei a, ajiak huachi ding hileh hih leitung a pat na pawtkhiat uh angai ding hi. 
1CO.5.11	Hinanleh tuin kuapeuh unau chih hingal a, kingaihhat hiam, ahihkeileh huaiham hiam, ahihkeileh milim bia hiam, ahihkeileh hangsan hiam, ahikeileh uain khamhat hiam, ahihkeileh lepguk-hat hiam, ahihleh kithuahpih louh dingin na kiang uah kung gelh ahi. Huachibang mi tawh nezong nekhawm lou ding in.
1CO.5.12	Ajiak pualam mite ken ka ngaihkhok nang bang aom ei? Asung a omte hilou maw nou nangaihtuah jel uh. 
1CO.5.13	Hinanleh pualam a mite Pasian in angaihtuah jel hi. “Tuajiakin nalak ua pat in hua migiloupa notkhia un.” 
1CO.6.1	Na lak uah kuapeuh in thubuai neile uchin, misiangthoute mai a tutlou in midiktatloute maiah na tutngam ding uai le? 
1CO.6.2	Misiangthoute`n leitung vaihawm ding ahi uh chih theilou na hi umaw? Ahoih, tuachia, leitung vai hawmding nahih uleh, sil neupente vaihawm ding a chinlou na hi umaw? 
1CO.6.3	Vantungmite vaihawm ding ihi uh chih theilou na hi uh maw? Tuachi ahihleh hih damsung silte ivaihawm talua tham ding uhi! 
1CO.6.4	Tuachi ahihleh hih damsung silte vaihawm ding naneih un, saptuamte lak a mi simmoh huaipente natousak uai le? 
1CO.6.5	Na jumna ding un hih ka gen ahi, nalak uah mipil khatbek omlou na hi omaw le. 
1CO.6.6	Hinanleh unau in unau dang khat nahek ua, huazong gingloumi maiah ahi nalai hi!
1CO.6.7	Tuajiakin khat leh khat na kihektuah uh pen nakhialhna lianpi uh ahi. Bangding a kimohsak jawlou na hi ua? Bangding a khem a om jawmai lou na hi ua? 
1CO.6.8	Hilou, noumah in na bawlkhial ua, nakhem uh, huazong na unaute tung ah ahi nabawl uh! 
1CO.6.9	Mi diktatloute`n Pasian gam aluah kei ding chih theilou na hi uh maw? Khem in om kei un, kingaihhatte hiam, milim biate hiam, angkawmte hiam, mihukte hiam, tawkuahukte hiam 
1CO.6.10	gutate hiam, huaihamte hiam, uain khamhatte hiam, mi housiathatte hiam ahihkeileh lepgute hiam in Pasian gam aluah kei ding hi. 
1CO.6.11	Tualeh nalak ua khenkhat huachibang nana hi uh, hinanleh I Toupa Jesu min leh Pasian kha a sopsiangthou na hita uh, siamtansak na hita uhi.
1CO.6.12	“Sil jousiah bawl kei dingin asiang a,” hinanleh sil jousiah bawl ahoihkim kei hi, sil jousiah bawl kei dingin asiang a, hinanleh bangmah silbawltheihna nuai ah ka omkei ding hi. 
1CO.6.13	“Ante pen gilpi a ding ahi a, tualeh gilte pen ante a ding ahi,” hinanleh anih in Pasian in a hihmang ding hi. Tualeh pumpi pen kingaihna ding ahikei a, hinanleh Toupa a ding ahijaw hi, tualeh Toupa pen pumpi a ding ahijaw hi. 
1CO.6.14	Pasian in Toupa akaithou a, tualeh eite zong a silbawl theihna in ahung kaithou ding hi.
1CO.6.15	Na pumpi uh Krist hiangte ahi chih theilou na hi umaw? Ahihtakleh Krist hiangte la in kijuakte hiang in ka bawl ding adiam le? Bawl deksuai lou e! 
1CO.6.16	Ahihtakleh kijuakte tawh kizop peuhmah pen pumkhat ahi uh chih theilou na hi umaw? Ajiak aman, “Anih un pumkhat ahita ding uh ahi,” achi hi. 
1CO.6.17	Hinanleh Toupa tawh kizopte pen kha ah amah tawh pumkhat ahi uhi.
1CO.6.18	Kingaih taisan un, mihing khialhna jousiah pen pumpi pualam ahi; hinanleh kuapeuh angkawmna khialhna bawl in tuh ama pumpi tung ah sil a bawlkhial hi. 
1CO.6.19	Ahihtakleh, na pumpi uh na sung ua om, Pasian a pan a namuh uh, Khasiangthou tempul ahi a, nou mauh a na hikei uh chih theilou na hi uh hiam? 
1CO.6.20	Ajiak man a lei nahi uhi, tuajiakin na pumpi uh leh na kha un Pasian pahtawi un, huate pen Pasian a ahi.
1CO.7.1	Tuin ka kiang a nung silgelhte uh thu ah, pasal in numei sukkhaklouh ahoih hi. 
1CO.7.2	Hitalehzong, kingaihnate a omlouhna dingin pasal teng in amah zi chiat kineih hen, tualeh numei in zong ama pasal chiat kineih hen. 
1CO.7.3	Pasal in azi kiangah ama tanding hun pia hen, tuachimah bangin numei in zong apasal kiangah pia hen. 
1CO.7.4	Zi in ama pumpi tung ah thu anei kei a, hinanleh apasal in aneijaw hi. Tuachimah bangin pasal in zong a pumpi tung ah thu anei kei a, hinanleh azi in aneijaw hi. 
1CO.7.5	Anngawlna leh thumna a na kipumpiak theihna ding ua, hunkhat sung pha satuak nahihkei ngal uleh akuamah kikham kei un. Tualeh na kidek zohlouh jiak ua setan in ahung khemlouhna dingin hung omkhawm jel un.
1CO.7.6	Hinanleh hihthu pen thupiak bang a gen hilou in, phalsak thu in ka gen ahijaw hi. 
1CO.7.7	Ajiak mi jousiah kei bang le uh ka deih hi, hinanleh michih in Pasian a pat silpiak tuamchiat inei uhi, khat in hihbang in, adang in huabang in.
1CO.7.8	Hinanleh zinei nailoute leh meithaite hichin kachi hi, keimah bang in omle uh amauh a dingin ahoih ding hi. 
1CO.7.9	Hinanleh akidekzoh kei ding ua ahihleh kiteng uheh, ajiak huk sang in kiten ahoihjaw hi.
1CO.7.10	Tualeh kitengsate kiangah thu kapia hi, kei piak hilou in Toupa piak ahijaw: zi in apasal paisan kei hen; 
1CO.7.11	Hinanleh apaisan leh pasal neilou in omjing hen. Ahihkeileh apasal tawh kilem kik uhen, tualeh pasal in zi khulkei hen.
1CO.7.12	Hinanleh adangte kiangah (Toupa hilou in, ken): ka gen ahi, unau kuapeuhin ginglou zi a aneih a, amahnu akiang a aom nuam jing leh khulkei hen. 
1CO.7.13	Tualeh numei, gingloumi pasal a neiin apasal in akiang a omjing a ut leh khen kei hen. 
1CO.7.14	Ajiak ginglou pasal pen azi jiakin suksiangthou in a om a, tualeh ginglou zi zong apasal jiakin suksiangthou in a om hi. Atuachih keileh na tate uh asiang kei ding hi, hinanleh tuin amauhte asiang uhi. 
1CO.7.15	Hinanleh aginglou pen in akhen leh, khen mai hen. Sanggampa hiam, sanggamnu hiam pen huachibang thu ah ka`n in a om kei hi. Hinanleh Pasian in eite pen kilem dingin a hungsam hi. 
1CO.7.16	Ajiak zi aw, na pasal na hundam ding leh dinglouh bang nathei a? Ahihkeileh pasal aw, nazi na hundam ding leh dinglouh bang chi`n nathei a?
1CO.7.17	Hinanleh Pasian in michih kiang a a hawmsak taak bangin, tualeh Toupa`n michih asaptak bangin, tuachi`n om hen, tualeh huachibang in ken zong saptuam chin ah ka namdet hi. 
1CO.7.18	Teptansa a asap mi a om ei? Tep tanlou hung hituan kei heh, tep tanlouh a asap mi a om ei? Tep tantuan kei heh. 
1CO.7.19	Pasian thupiak juih chihlouh ngal, teptan bangmah ahikei a, teptanlouh zong bangmah ahituan kei hi. 
1CO.7.20	Michih sap a aomna uah omjing uhen. 
1CO.7.21	Sila nahihlai a sap nahiai? Khawk saken, tualeh suahtaksak theih ding nahihleh hua ngamsuk in. 
1CO.7.22	Ajiak sila hihlai a Toupa a sap tuh Toupa a zalen ahi, tuachimah bangin mi zalen hihlai a sap zong Toupa sila ahi. 
1CO.7.23	Man a leisa nahi ua, mi sila in omkei un. 
1CO.7.24	Unaute aw, michih sap a aom bang chiat in, hua ah Pasian tawh omjing hen.
1CO.7.25	Tuachiang in nungak siangthoute tungtang ahihleh Toupa thupiak bangmah ka neikei hi. Hilehzong gin-om a om ding a Toupa hehpihna tang ka hih jiakin ka ngaihdan ka gen ding hi.
1CO.7.26	Tulai haksatna jiakin hih hoih dingin ka ngaihtuah hi, mi aom ngaingai ua a omjing uh ahoih hi, kachi hi. 
1CO.7.27	Zi a hen a om na hiam? Ki sutkhiat sawm ken, zi a henlouh a om na hiam? Zi neih sawm ken. 
1CO.7.28	Hinanleh zi naneih leh zong sil na bawlkhial tuan kei hi, tualeh nungak siangthou in zong pasal nei nanleh sil a bawlkhial tuan kei hi. Hitalehzong tuachibang miten taksa ah gimna athuak ding uhi. Hinanleh ken na thuaklouh uh ka deih hi.
1CO.7.29	Hinanleh unaute aw, hih ka gen ahi, hun atomta hi, tuachi`n zineite zong zi neilou bang in; 
1CO.7.30	kapte zong kaplou bang in, kipakte zong kipaklou bang in, sil leite zong aneilou bang in; 
1CO.7.31	tualeh leitung zangte zong azangval lou bang in om hen, ajiak hih leitung omdan pen abeimang jing hi.
1CO.7.32	Hinanleh ken lungkhamna beia na om uh kung deihsak hi, zi neilou in Toupa akipaksak theihna dingin Toupa lam silte angaihsak nak hi. 
1CO.7.33	Hinanleh zi neiin azi a kipaksak theihna dingin, leitung silte a ngaihsak nak hi; 
1CO.7.34	numei pasal nei leh nungak siangthou zong aki bang kei hi. Ajiak pasal neilou in pen pumpi leh kha lam siangthou tak a a omtheihna dingin Toupa lam silte a ngaihsak hi, hinanleh numei pasal neiin apasal kipaksak theih nang in leitung lam silte a ngaihsak nak hi.
1CO.7.35	Tualeh hihte nou phattuamna ding a ka gen ahi, nou tung a kham nang a ka gen ahi kei a, hinanleh omdan kilawm hun a na omtheihna ding un leh, Toupa nna buailou a na septheihna ding ua ka gen ahijaw hi.
1CO.7.36	Hinanleh pasal khat peuhin a tanu a pallaini bei dong a aom sak a a tung a bawlkhial akisakleh pha asak bangin bawl hen. A khial kei hi, koppih neisak hen. 
1CO.7.37	Hitalehzong lungsim dettak pua a, ki tulmohna taktak neilou a, hinanleh mahni utna thununzou a a tanu kepjing a lungtang a tumpa in a bawl hoih hi. 
1CO.7.38	Tuachi`n a tanu koppih neisakpa in a bawlhoih hi, hinanleh koppih neisakloupa in abawlhoih sem hi.
1CO.7.39	Zi pen a pasal damsung teng dan a hen ahi a, hinanleh Toupa a om mi ahihnak leh a pasal asihleh a deihtaphot a kitenpih thei hi. 
1CO.7.40	Hinanleh kei ngaihdan in ahihleh a om ngaiin om leh nuam asajaw ding hi, tualeh ken zong Pasian kha neiin zong ka ngaihtuah hi.
1CO.8.1	Tualeh, milimte biakna sil piakte tungtang thu ahihleh.
1CO.8.1	“Kuapeuh in theihna ineichiat uh,” chih itheichiat uhi. Theihna in mi aki satheisak a, hinanleh itna in mi asiamhoih hi. 
1CO.8.2	Tualeh mi kuapeuh in banghiam thei a a kingaihtuah leh, atheih ding bang a theinailou ahi hi. 
1CO.8.3	Hinanleh mi kuapeuh in Pasian a it leh, hua mipa mahmah theih in aom hi.
1CO.8.4	Tuajiakin milim biakna kithoihna silte neklam thu ahihleh, leitung ah milim kichi bangmah ahikei a, tualeh khatguak loungal Pasian dang a om kei chih ithei uhi. 
1CO.8.5	Ajiak van ah hiam, leiah hiam pasiante chia minvohte om nanle uh, huachibang “pasian” tampi leh “toupa” tampi a om uhi, 
1CO.8.6	hilehzong eiding in Pasian khat guak, Pa aom a, amah a pan in siljousiah a om a, ei zong amah a om ihi uhi. Tualeh Toupa khat guak Jesu Krist a om a, ei zong amah jiak a om ihi uhi.
1CO.8.7	Ahihhang in hua theihna pen mijousiah ah a om kei hi, ajiak khenkhat in tutan in milim biakna pen biakna a ngaiin na nejing ua, asia leh pha theihna uh ahatlouh jiakin a hihnin veu uhi. 
1CO.8.8	Hinanleh nek in Pasian pahtat ahung lawhsak ahikei a, ajiak inek jiak un ihoihjaw uh ahituan kei a, nekei leizong isiajaw tuan kei uhi.
1CO.8.9	Hinanleh pilvang un, atuachih keileh a suahtakna uh bangchi hiam in mihatloute a dingin pukna ahung suak kha ding hi. 
1CO.8.10	Ajiak, nang “theihna neimi,” kuahiam in milim biakna ankuang um a tou hungmu taleh; amah sia leh pha theihna hatloupa pen milim biakna silte neding in hansanlawh talou ding maw? 
1CO.8.11	Tualeh, “na theihna!” jiakin unau hatlou asih tang a Krist in asihsak pen a mangthang ding hi. 
1CO.8.12	Hinanleh tuachia unau tung a na khialh ua, asia leh pha theihna hatlou nasuk liamsak chiang un, Krist tung ah nakhial uh ahi. 
1CO.8.13	Tuajiakin annek in ka unau apuksak leh ka unau a puklouhna dingin sa ka nekik nawn mawng mawng kei ding hi.
1CO.9.1	Sawltak hilou ka hi maw leh? Zalenlou ka hi maw leh? I Toupa Jesu mulou ka hi maw leh? Nou Toupa a ka nasep hilou nahi uh maw leh? 
1CO.9.2	Midangte a dingin sawltak hikei mahleng zong, nou a dingin ginmoh omlou takin ka hi ahi, ajiak Toupa a ka sawltak hihna chiamtehna noumah nahi uhi.
1CO.9.3	Kei hung ze-ettute kiang a ka dawnna hih ahi: 
1CO.9.4	Nek nang leh dawn nang ah thu neilou ka hi hiam? 
1CO.9.5	Sawltak dangte leh, Toupa a unaute leh, Kifa bang a unaunu khat kizohpih a, zi a neitheilou ka hi uh hiam? 
1CO.9.6	Ahihkeileh nna seplouhna dingin keileh Barnaba in thu neilou ka hi uh hiam? 
1CO.9.7	Galkapte kua ahia aneihsa seng a galkap a kuanngai? Grep huan bawlngal a agah nelou kua aom ei? Ahihkeileh ganhon khawingal a anawi nelou kua aom ei?
1CO.9.8	Hih thute mihing ngaihdan guak a gen ka hi hiam? Ahihkeileh danthu in zong huamah genlou amaw? 
1CO.9.9	Ajiak Mosi danbu ah, “Bawngtal in buh achillai in amuk kanken,” chih gelh ahi. Pasian in bawngtalte ding guak ngaihtuah adiai le? 
1CO.9.10	Ahihkeileh aman eite ding jiak mah a agen adiai le? Eite ding jiak a agelh ahi talua hi. Loukaipa`n kinemtak a akaih ding ahi a, tualeh kinemtak a buh veltu in zong akinepna amuh ding ahi. 
1CO.9.11	Kou nou a ding a khalam silte tuh ka hih uleh, na taksa lam silte uh at le ung sil thupi ahi diai le? 
1CO.9.12	Midangte`n natung ua hih thuneihna tang ahih uleh, kou zong tangsem jawlou ding ka hi uh maw?
1CO.9.12	Hitalehzong hih thuneihna ka zong kei uhi, Krist tangthupha kadal louhna ding un bangkim ka thuakjaw uhi. 
1CO.9.13	Sil siangthou a biakna nasemten tempul a silte ane uh, tualeh maitam a nasemte`n maitam sillatte ah tan anei uh chih theilou na hi uh hiam? 
1CO.9.14	Tuachimah bang a tangthupha gentute pen tangthupha mah a ahin ding uh ahi chi`n Toupa`n thu apia hi. 
1CO.9.15	Hinanleh ken hih silte khatbek ka zangkei hi, tualeh hih silte ka tungah kibawl leh zong ka chikei hi. Ajiak kuahiam in ka kisuanna pen bangmah lou a abawl sang in kei dingin sih ahoihjaw hi! 
1CO.9.16	Ajiak tangthupha gen nanleng zong suan ding bangmah ka neikei hi. Bawllouh theihlouh katung a ki-nga ahihjiak in, tangthupha gen keileng katung agik ding hi! 
1CO.9.17	Ajiak hih sil uttak a bawl ka hihleh nuamman muh ding kanei hi, hinanleh ka utthu lou a bawl ka hihleh tangthupha kepna ka khut a piak ka hi ding hi. 
1CO.9.18	Tualeh ka nuamman bang ahia le? Tangthupha ka gen chiang a tangthupha a ka thuneihna aval a ka zaklouhna ding a Krist tangthupha athawn a pia ka hihtheihna pen ahi.
1CO.9.19	Mijousiah a pat zalen himah nanleng, mi tamsem kalak theihna dingin mijousiah sila in ka kibawl hi. 
1CO.9.20	Judate ka laktheihna dingin Judate kiangah Judami bangin ka om a, dan nuai a omte ka laklut theihna dingin, dan nuai a omte kiangah dan nuaia om bangin ka om hi, dannuai a omlou hinan leng zong. 
1CO.9.21	Dan neiloute ka laklut theihna dingin, dan neiloute kiangah dan neilou bangin ka om hi, hinanleh Pasian dan nuaia omlou hituanlou in, Krist dan nuai a omjaw in. 
1CO.9.22	Mi hatloute ka laklut theihna dingin, mi hatloute kiangah mi hatlou bangin ka om hi, bang chidan hiam a mi khenkhat bek ka hundam theih nangin mijousiah kiangah sil bangkim in ka kibawl hi.
1CO.9.23	Noutawh hih ah tan ka neihtheihna dingin tangthupha jiakin hih ka bawl hi. 
1CO.9.24	Kitaidemte aun un atai ua, hinanleh khat guakin nuamman a mujel uhi chih theilou nahi uh hiam? Na gahtheihna ding un tuachimah bangin tai un. 
1CO.9.25	Tualeh kuapeuh lohman muhsawm a kidemna a pangmi in sil jousiah ah a kithunun uhi. Amau`n lallukhu sethei muhna ding a bawl ahi ua, hinanleh en lallukhu setheilou dingin i bawl uh ahi. 
1CO.9.26	Tuajiakin, huachibang in katai a, ajiakbei hilou in. Huihkhua a leltak tumte bang hilou in kapang hi. 
1CO.9.27	Hinanleh ka pumpi ka thunun a, ka thunuai ah ka koih hi, atuachih keileh midangte kiang a tangthupha ka genzoh nungin keimahpi chinglah in ka om kha ding hi.
1CO.10.1	Tualou zong unaute aw, hihte na theihlouh uh ka deihkei hi, ipu ipate`n aun un meipi nuai ah ana om ua, tualeh aun un tuipi ana kan ua. 
1CO.10.2	A un ua meipi leh tuipi a Mosi kiang a baptis a aom ua. 
1CO.10.3	Tualeh a un ua khalam an kibang anek ua 
1CO.10.4	tualeh aun un khalam dawn ding kibang a dawnchiat uhi. Ajiak amauhte juitu khalam suangpi a a dawnchiat uhi; hua suangpi pen Krist ahi. 
1CO.10.5	Hinanleh alak ua mi tampite tung ah Pasian a lungkim takei a, gamdai ah apumpite uh thehjakin aomta uhi. 
1CO.10.6	Sil gilou alunggulh bang ua i lunggulh louhna ding a hihte pen eite a ding a etsakna ahih ding ahi, 
1CO.10.7	tualeh alak ua mi khenkhat milim biami ahihmah bang un milim biami hikei un. “Mipite pen neding leh dawn dingin atou ua, tualeh kimawl dingin ading jel uh,” chih gelh bang in. 
1CO.10.8	Alak ua mi khenkhatten nulehpa kal thanghuaina a bawljiak un, nikhat in sangsawmnih leh sangthum apuklup lawh bang un eiten huabang mohna i bawlkei ding uhi. 
1CO.10.9	Alak ua khenkhat in Toupa a ze-et ua gul a hihmang a aom bang un, enjaw Krist i ze-et kei ding uhi. 
1CO.10.10	Tualeh alak ua khenkhat aphun ua, hihmangpa hihmang a aom bang un iphunkei ding uhi. 
1CO.10.11	Tuin hihte jousiah etsakna dingin atung uah ana tung hi, tualeh ei leitung huntawp hung tunnate kiangah thuhilhna ding a gelh ahi.
1CO.10.12	Tuajiakin, ading a kingaihtuahte pilvang hen, atuachih keileh apuk ding hi. 
1CO.10.13	Mihing thuakval natung uah khemna atung ngai kei, hinanleh Pasian a gin-om a, aman na thuakzoh val uh khemna natuah ding uh aphalkei ding, hinanleh nathuak zohna ding un khemna jousiah a na taikhiat theihnang lampi ahung bawlsak jaw ding hi.
1CO.10.14	Tuajiakin, ittakte aw, milim biak taisan un. 
1CO.10.15	Mipilte bangin thu ka gen ahi, ka thugen ngaihtuah un. 
1CO.10.16	Gualjawlna nou a gual kajawl uh, Krist sisan kipawlkhawm pihna hilou amaw leh: Tanghou kabal kek uh Krist pumpi kipawlkhawm pihna hilou amaw leh? 
1CO.10.17	Ajiak eite tampi hinanlei zong, tanghou beukhat, pumpi khat ihi uhi.
1CO.10.18	Taksa dan ah Israelte en sin ua, kithoihna sa nete, maitam tawh tan neikhawm hilou ahi uai le. 
1CO.10.19	Ahihleh bang ahia ka gen ding? Milim pen sil banghiam khat ahi a, ahihkeileh milim biakna a sil kilante zong sil banghiam khat ahi chi ka hiai le? 
1CO.10.20	Jentelte kithoihna pen Pasian kiang a kithoihna hilou in, dawite kiangah akithoih uh chi ka hijaw hi. Nou dawite tawh na kipawlkhawm uh kung deihsak kei hi. 
