GEN.1.1	En el comienzo de todo, Dios creó
ISA.33.9	La tierra está de luto y triste,
ISA.33.9	el Líbano se marchita avergonzado,
ISA.33.9	el valle de Sarón se ha convertido en un desierto,
ISA.33.9	y Basán y el monte Carmelo están pelados.
ISA.33.10	El Señor dice:
ISA.33.10	“Ahora voy a actuar;
ISA.33.10	ahora voy a mostrar toda mi grandeza y majestad.
ISA.33.11	Vuestros planes y vuestras obras son paja y basura;
ISA.33.11	mi soplo
ISA.33.12	Los pueblos serán reducidos a cenizas;
ISA.33.12	como espinos cortados arderán en el fuego.
ISA.33.13	Los que estáis lejos, escuchad lo que he hecho,
ISA.33.13	y los que estáis cerca reconoced mi poder.”
ISA.33.14	En Sión tiemblan los pecadores,
ISA.33.14	y los impíos se llenan de terror y dicen:
ISA.33.14	“¿Quién de nosotros podrá vivir
ISA.33.14	en un fuego destructor, en una hoguera eterna?”
ISA.33.15	El que procede rectamente y dice la verdad,
ISA.33.15	el que no se enriquece abusando de la fuerza
ISA.33.15	ni se deja comprar con regalos,
ISA.33.15	el que no hace caso a sugerencias criminales
ISA.33.15	y cierra los ojos para no fijarse en el mal,
ISA.33.16	ese vivirá seguro,
ISA.33.16	tendrá su refugio en una fortaleza de rocas,
ISA.33.16	siempre tendrá pan y el agua no le faltará.
ISA.33.17	De nuevo verás al rey en su esplendor;
ISA.33.17	las fronteras del país llegarán hasta muy lejos.
ISA.33.18	Al recordar el miedo en que vivías, dirás:
ISA.33.18	“¿Dónde está el que contaba los impuestos?
ISA.33.18	¿Dónde está el que comprobaba el peso?
ISA.33.18	¿Dónde está el que contaba las torres?”
ISA.33.19	Ya no vivirás entre un pueblo insolente,
ISA.33.19	de lengua difícil de entender,
ISA.33.19	de idioma enredado, que nadie comprende.
ISA.33.20	Mira a Sión, la ciudad de nuestras fiestas;
ISA.33.20	dirige tus ojos a Jerusalén, ciudad segura;
ISA.33.20	será como un campamento firme,
ISA.33.20	cuyas estacas no se arrancarán
ISA.33.20	ni se romperán sus cuerdas.
ISA.33.21	Ahí se muestra glorioso el Señor con nosotros.
ISA.33.21	Es un lugar de ríos, de corrientes muy anchas,
ISA.33.21	pero no lo invadirán los enemigos
ISA.33.21	con sus barcos de remo y sus naves poderosas.
ISA.33.22+ISA.33.23	Las cuerdas de esas naves
ISA.33.22+ISA.33.23	no pueden sostener el mástil;
ISA.33.22+ISA.33.23	la vela no se puede desplegar.
ISA.33.22+ISA.33.23	Arrebataremos tantas riquezas a los enemigos,
ISA.33.22+ISA.33.23	que hasta el ciego recibirá su parte
ISA.33.22+ISA.33.23	y los lisiados se dedicarán al saqueo.
ISA.33.22+ISA.33.23	Porque el Señor es nuestro juez,
ISA.33.22+ISA.33.23	nuestro legislador y nuestro rey,
ISA.33.22+ISA.33.23	y él nos salvará.
ISA.33.24	Ningún habitante dirá: “Estoy enfermo.”
ISA.33.24	Dios perdonará sus pecados a los habitantes de Sión.
ISA.34.1	Acercaos, pueblos, a escuchar;
ISA.34.1	naciones, prestad atención.
ISA.34.1	Que escuche la tierra y lo que hay en ella,
ISA.34.1	el mundo y todo lo que él produce.
ISA.34.2	Porque el Señor está enojado
ISA.34.2	con las naciones y con todos sus ejércitos,
ISA.34.2	y los ha condenado a destrucción y muerte.
ISA.34.3	Los muertos serán abandonados,
ISA.34.3	el mal olor subirá de los cadáveres
ISA.34.3	y ríos de sangre correrán por las montañas.
ISA.34.4	Todos los astros del cielo se desintegrarán,
ISA.34.4	el cielo se envolverá como un rollo
ISA.34.4	y todas las estrellas se apagarán
ISA.34.4	como se marchita y cae una hoja desprendida
ISA.34.4	de una vid o de una higuera.
ISA.34.5	Sí, la espada del Señor aparece en el cielo
ISA.34.5	y va a caer sobre Edom,
ISA.34.5	pueblo condenado a muerte.
ISA.34.6	La espada del Señor se cubrirá de sangre y de grasa,
ISA.34.6	como cuando se matan corderos y cabras en los sacrificios.
ISA.34.6	El Señor va a hacer un sacrificio en Bosrá,
ISA.34.6	una gran matanza en Edom.
ISA.34.7	Y caerán como los búfalos,
ISA.34.7	los becerros y los toros;
ISA.34.7	su tierra se empapará de sangre
ISA.34.7	y el polvo se llenará de grasa.
ISA.34.8	Sí, será el día de la venganza del Señor,
ISA.34.8	el año del desquite para la causa de Sión.
ISA.34.9	Los arroyos de Edom se convertirán en brea;
ISA.34.9	su polvo, en azufre;
ISA.34.9	la tierra arderá como brea.
ISA.34.10	No se apagará ni de día ni de noche;
ISA.34.10	siempre se alzará su humareda.
ISA.34.10	Por siglos y siglos quedará abandonada;
ISA.34.10	nadie volverá a pasar jamás por allí.
ISA.34.11	Allí se instalarán el búho y el mochuelo,
ISA.34.11	y harán sus nidos el cuervo y la lechuza.
ISA.34.11	El Señor convertirá ese país
ISA.34.11	en desierto y soledad.
ISA.34.12	No volverá a tener un rey que lo gobierne;
ISA.34.12	todos sus jefes desaparecerán.
ISA.34.13	En sus palacios crecerán espinos,
ISA.34.13	y ortigas y cardos en sus fortalezas.
ISA.34.13	Será un lugar donde vivan los chacales
ISA.34.13	y se refugien los avestruces.
ISA.34.14	Los gatos monteses harán compañía a los chacales;
ISA.34.14	las cabras se llamarán unas a otras.
ISA.34.14	Allí habitará el fantasma que espanta de noche,
ISA.34.14	y encontrará sitio para descansar.
ISA.34.15	Allí el búho hará su nido,
ISA.34.15	pondrá sus huevos, sacará sus crías
ISA.34.15	y las reunirá para protegerlas.
ISA.34.15	Allí también se reunirán los gavilanes,
ISA.34.15	cada macho con su hembra.
ISA.34.16	Consultad el libro del Señor
ISA.34.16	No faltará ni uno solo de esos animales
ISA.34.16	y a ninguno le faltará su hembra,
ISA.34.16	porque el Señor mismo lo ha dispuesto
ISA.34.16	y con su soplo los reunirá.
ISA.34.17	A cada uno le ha señalado su lugar;
ISA.34.17	con su mano le ha asignado su territorio,
ISA.34.17	y lo ocuparán por siempre.
ISA.34.17	Por siglos y siglos vivirán allí.
ISA.35.1	Alégrese el desierto, tierra seca;
ISA.35.1	llénese de alegría y florezca:
ISA.35.2	produzca flores como el lirio.
ISA.35.2	Llénese de gozo y alegría.
ISA.35.2	Dios lo hará bello como el Líbano,
ISA.35.2	fértil como el Carmelo y el valle de Sarón.
ISA.35.2	Todos verán la gloria del Señor,
ISA.35.2	la majestad de nuestro Dios.
ISA.35.3	Fortaleced a los débiles,
ISA.35.3	dad valor a los cansados,
ISA.35.4	decid a los tímidos:
ISA.35.4	“¡Ánimo, no tengáis miedo!
ISA.35.4	¡Aquí está vuestro Dios para salvaros,
ISA.35.4	y a vuestros enemigos los castigará como merecen!”
ISA.35.5	Entonces los ciegos verán
ISA.35.5	y los sordos oirán;
ISA.35.6	los lisiados saltarán como corzos
ISA.35.6	y los mudos gritarán.
ISA.35.6	En el desierto, tierra seca,
ISA.35.6	brotará el agua a torrentes.
ISA.35.7	El desierto será un lago
ISA.35.7	y la tierra seca se llenará de manantiales.
ISA.35.7	Donde ahora viven los chacales,
ISA.35.7	crecerán cañas y juncos.
ISA.35.8	Y habrá allí una calzada
ISA.35.8	que se llamará “el camino sagrado”.
ISA.35.8	Los que no estén purificados
ISA.35.8	no podrán pasar por él;
ISA.35.8	los necios no andarán por él.
ISA.35.9	Allí no habrá leones
ISA.35.9	ni se acercarán las fieras.
ISA.35.9	Por ese camino volverán los redimidos,
ISA.35.10	los que el Señor ha liberado;
ISA.35.10	entrarán en Sión con cantos de alegría
ISA.35.10	y siempre vivirán alegres.
ISA.35.10	Hallarán felicidad y dicha,
ISA.35.10	y desaparecerán el llanto y el dolor.
ISA.36.1	En el año catorce
ISA.36.2	Desde Laquis
ISA.36.3	Allá salieron a su encuentro Eliaquim, hijo de Hilquías, que era mayordomo de palacio; el cronista Sebná,
ISA.36.4	El oficial asirio les dijo:
ISA.36.4	–Comunicad a Ezequías este mensaje del gran rey, el rey de Asiria: ‘¿De qué te sientes tan seguro? 
ISA.36.5	¿Piensas acaso que las palabras bonitas valen lo mismo que la táctica y la fuerza para hacer la guerra? ¿En quién confías para rebelarte contra mí? 
ISA.36.6	Veo que confías en el apoyo de Egipto. Pues bien, Egipto es una caña astillada,
ISA.36.7	Y si me dices: ‘Nosotros confiamos en el Señor nuestro Dios’, ¿acaso no suprimió Ezequías los lugares de culto y los altares de ese Dios, y ordenó que la gente de Judá y Jerusalén le diera culto solamente en un altar?
ISA.36.8	Haz un trato con mi amo, el rey de Asiria: yo te doy dos mil caballos, si consigues jinetes para ellos. 
ISA.36.9	Tú no eres capaz de hacer huir ni al más insignificante de los oficiales asirios, ¿y esperas conseguir jinetes y caballos en Egipto? 
ISA.36.10	Además, ¿crees que yo he venido a atacar y destruir este país sin contar con el Señor? ¡Él fue quien me ordenó atacarlo y destruirlo!’
ISA.36.11	Eliaquim, Sebná y Joah respondieron al oficial asirio:
ISA.36.11	–Por favor, háblanos en arameo, pues nosotros lo entendemos. No nos hables en hebreo,
ISA.36.12	Pero el oficial asirio dijo:
ISA.36.12	–No fue a tu amo, ni a vosotros, a quienes el rey de Asiria me mandó que dijera esto. Fue precisamente a la gente que está sobre la muralla, pues ellos, lo mismo que vosotros, tendrán que comerse su propio estiércol y beberse sus propios orines.
ISA.36.13	Entonces el oficial, de pie, gritó muy fuerte en hebreo:
ISA.36.13	–Oíd lo que os dice el gran rey, el rey de Asiria: 
ISA.36.14	‘No os dejéis engañar por Ezequías; él no puede salvaros.’ 
ISA.36.15	Si Ezequías quiere convenceros de que confiéis en el Señor, y os dice: ‘El Señor ciertamente nos salvará; no permitirá que esta ciudad caiga en poder del rey de Asiria’, 
ISA.36.16	no le hagáis caso. El rey de Asiria me manda a deciros que hagáis las paces con él, y que os rindáis, y así cada uno podrá comer del producto de su viña y de su higuera, y beber el agua de su propia cisterna.
ISA.36.17	Después os llevará a un país parecido al vuestro, un país de trigales y viñedos, para hacer pan y vino. 
ISA.36.18	Aunque Ezequías os diga que el Señor va a salvaros, no os dejéis engañar. ¿Acaso alguno de los dioses de los otros pueblos pudo salvar a su país del poder del rey de Asiria? 
ISA.36.19	¿Dónde están los dioses de Hamat y de Arpad? ¿Dónde están los dioses de Sefarvaim? ¿Acaso pudieron salvar del poder de Asiria a Samaria?
ISA.36.20	¿Cuál de todos los dioses de esos países pudo salvar a su nación del poder del rey de Asiria? ¿Por qué pensáis que el Señor puede salvar a Jerusalén?
ISA.36.21	Ellos se quedaron callados y no le respondieron ni una palabra, porque el rey había ordenado que no respondieran. 
ISA.36.22	Entonces, afligidos, Eliaquim, mayordomo de palacio; Sebná, cronista, y Joah, secretario del rey, se rasgaron la ropa
ISA.37.1	Cuando el rey Ezequías oyó esto, se rasgó sus vestiduras, se puso ropas ásperas en señal de dolor
ISA.37.2	Y envió a Eliaquim, mayordomo de palacio, al cronista Sebná y a los sacerdotes más ancianos, con ropas ásperas en señal de dolor, a ver al profeta Isaías, hijo de Amós, 
ISA.37.3	y a decirle de parte del rey: “Hoy estamos en una situación de angustia, castigo y humillación; como una mujer que, a punto de dar a luz, se quedara sin fuerzas. 
ISA.37.4	Ojalá el Señor tu Dios haya oído las palabras del oficial enviado por su amo, el rey de Asiria, para insultar al Dios viviente, y ojalá le castigue por las cosas que el Señor mismo, tu Dios, habrá oído. Ofrece, pues, una oración por los que aún quedan.”
ISA.37.5	Los funcionarios del rey Ezequías fueron a ver a Isaías, 
ISA.37.6	e Isaías les encargó que respondieran a su amo: “El Señor dice: ‘No tengas miedo de esas palabras ofensivas que dijeron contra mí los criados del rey de Asiria. 
ISA.37.7	Mira, yo voy a hacer que llegue a él un rumor que le obligue a volver a su país, y allí le haré morir asesinado.’ ”
ISA.37.8	El oficial asirio se enteró de que el rey de Asiria se había ido de la ciudad de Laquis. Entonces se fue de Jerusalén, y encontró al rey de Asiria atacando a Libná.
ISA.37.9	Allí el rey de Asiria oyó decir que el rey Tirhaca de Etiopía
ISA.37.10	“Tu Dios, en el que tú confías, te asegura que Jerusalén no caerá en mi poder; pero no te dejes engañar por él. 
ISA.37.11	Tú has oído lo que han hecho los reyes de Asiria con todos los países que han querido destruir. ¿Y te vas a salvar tú? 
ISA.37.12	¿Acaso los dioses salvaron a los otros pueblos que mis antepasados destruyeron: a Gozán, a Harán, a Résef, y a la gente de Bet-edén que vivía en Telasar?
ISA.37.13	¿Dónde están los reyes de Hamat, de Arpad, de Sefarvaim, de Hená y de Ivá?”
ISA.37.14	Ezequías tomó la carta que le entregaron los embajadores y la leyó. Luego se fue al templo y, extendiendo la carta delante del Señor, 
ISA.37.15	oró así: 
ISA.37.16	“Señor todopoderoso, Dios de Israel, que tienes tu trono sobre los querubines:
ISA.37.17	Presta atención, Señor, y escucha. Abre tus ojos, Señor, y mira. Escucha las palabras que Senaquerib mandó decirme, palabras todas ellas ofensivas contra ti, el Dios viviente. 
ISA.37.18	Es cierto, Señor, que los reyes de Asiria han destruido todas las naciones y sus tierras, 
ISA.37.19	y que han arrojado al fuego sus dioses, porque en realidad no eran dioses, sino objetos de madera o de piedra hechos por el hombre. Por eso los destruyeron.
ISA.37.20	Ahora pues, Señor y Dios nuestro, sálvanos de su poder, para que todas las naciones de la tierra sepan que tú, Señor, eres el único Dios.”
ISA.37.21	Entonces Isaías mandó decir a Ezequías: “Esto dice el Señor, Dios de Israel: ‘Yo he escuchado la oración que me hiciste acerca de Senaquerib, rey de Asiria.’ ”
ISA.37.22	Estas son las palabras que dijo el Señor acerca del rey de Asiria:
ISA.37.22	“La ciudad de Sión, como una muchacha,
ISA.37.22	se ríe de ti, Senaquerib.
ISA.37.22	Jerusalén mueve burlonamente la cabeza
ISA.37.22	cuando tú te retiras.
ISA.37.23	¿A quién has ofendido e insultado?
ISA.37.23	¿Contra quién alzaste la voz
ISA.37.23	y levantaste los ojos altaneramente?
ISA.37.23	¡Contra el Dios Santo de Israel!
ISA.37.24	Por medio de tus funcionarios insultaste al Señor.
ISA.37.24	Dijiste:
ISA.37.24	‘Con mis innumerables carros de guerra
ISA.37.24	subí a las cumbres de los montes,
ISA.37.24	a lo más empinado del Líbano;
ISA.37.24	corté sus cedros más altos,
ISA.37.24	sus pinos más bellos;
ISA.37.24	alcancé sus cumbres más altas,
ISA.37.24	y sus bosques que parecen jardines.
ISA.37.25	En tierras extrañas
ISA.37.25	cavé pozos y bebí de sus aguas,
ISA.37.25	y con las plantas de mis pies
ISA.37.25	sequé todos los ríos de Egipto.’
ISA.37.26	¿Pero no sabías que soy yo, el Señor,
ISA.37.26	quien ha dispuesto todas estas cosas?
ISA.37.26	Desde tiempos antiguos lo había planeado,
ISA.37.26	y ahora lo he realizado;
ISA.37.26	por eso tú destruyes ciudades fortificadas
ISA.37.26	y las conviertes en montones de ruinas.
ISA.37.27	Sus habitantes, impotentes,
ISA.37.27	llenos de miedo y vergüenza,
ISA.37.27	han sido como hierba del campo,
ISA.37.27	como pasto verde,
ISA.37.27	como hierba que crece en los tejados
ISA.37.27	y que es quemada por el viento del este.
ISA.37.28	Yo conozco todos tus movimientos
ISA.37.28	y todas tus acciones;
ISA.37.28	yo sé que te has enfurecido contra mí.
ISA.37.29	Y como conozco tu furia y tu arrogancia,
ISA.37.29	voy a ponerte una argolla en la nariz,
ISA.37.29	un freno en la boca,
ISA.37.29	y te haré volver por el camino
ISA.37.29	por donde viniste.”
ISA.37.30	Isaías dijo entonces a Ezequías:
ISA.37.30	“Esta será una señal de lo que va a suceder:
ISA.37.30	este año y el siguiente comeréis
ISA.37.30	el trigo que nace por sí solo,
ISA.37.30	pero al tercer año podréis sembrar y cosechar,
ISA.37.30	plantar viñas y comer de sus frutos.
ISA.37.31	Los sobrevivientes de Judá serán como plantas:
ISA.37.31	echarán raíces y producirán fruto,
ISA.37.32	porque un resto quedará en Jerusalén;
ISA.37.32	en el monte Sión habrá sobrevivientes.
ISA.37.32	Esto lo hará el ardiente amor del Señor todopoderoso.
ISA.37.33	“Acerca del rey de Asiria dice el Señor:
ISA.37.33	‘No entrará en Jerusalén,
ISA.37.33	no le disparará ni una flecha,
ISA.37.33	no la atacará con escudos
ISA.37.33	ni construirá una rampa a su alrededor.
ISA.37.34	Por el mismo camino por donde vino, se volverá;
ISA.37.34	no entrará en esta ciudad.
ISA.37.34	Yo, el Señor, doy mi palabra.
ISA.37.35	Yo protegeré esta ciudad
ISA.37.35	y la salvaré,
ISA.37.35	por consideración a mi siervo David
ISA.37.35	y a mí mismo.’ ”
ISA.37.36	Y el ángel del Señor fue y mató a ciento ochenta y cinco mil hombres del campamento asirio; al día siguiente amanecieron todos muertos.
ISA.37.37	Entonces Senaquerib, rey de Asiria, levantó el campamento y regresó a Nínive. 
ISA.37.38	Y un día, cuando estaba adorando en el templo de Nisroc, su dios, sus hijos Adramélec y Sarézer lo asesinaron,
ISA.38.1	Por aquel tiempo cayó Ezequías gravemente enfermo, y el profeta Isaías, hijo de Amós, fue a verle y le dijo:
ISA.38.1	–El Señor dice: ‘Da tus últimas instrucciones a tu familia, porque vas a morir. No te curarás.’
ISA.38.2	Ezequías volvió la cara a la pared, y oró así al Señor:
ISA.38.3	“Yo te suplico, Señor, que te acuerdes de cómo te he servido fiel y sinceramente, haciendo lo que te agrada.” Y lloró amargamente.
ISA.38.4	El Señor ordenó a Isaías 
ISA.38.5	que fuera a decirle a Ezequías: “El Señor, Dios de tu antepasado David, dice: ‘Yo he escuchado tu oración y he visto tus lágrimas. Voy a darte quince años más de vida. 
ISA.38.6	A ti y a Jerusalén os libraré del rey de Asiria. Yo protegeré esta ciudad.’ ”
ISA.38.22	Entonces Ezequías preguntó a Isaías:
ISA.38.22	–¿Por medio de qué señal voy a darme cuenta de que puedo ir al templo del Señor?
ISA.38.7	Isaías respondió:
ISA.38.7	–Esta es la señal que el Señor te dará en prueba de que te cumplirá su promesa: 
ISA.38.8	En el reloj de sol de Ahaz voy a hacer que la sombra del sol
