MAT.1.1	Issá Masih, 
LUK.16.15	Issáyá gwasht: “Shomá hamá ét ke mardománi démá watá tachk o pahrézkár pésha dárét, bale Hodá cha shomay delay hálán sahig ent. Shomárá begwashán, hamá chiz ke mardománi gwará báz kimmati ent, Hodá cha á chizá sakk bézár ent.
LUK.16.16	“
LUK.16.17	Bezánét ke ásmán o zeminay gár o bérán bayag cha 
LUK.16.18	“Agan kasé wati janá sawn o taláka dant o gón dega janénéá sura kant, zená kant o harkas ke gón talák dátagén janénéá sur o sánga kant, á ham zená kant.
LUK.16.19	“Yak máldár o azgárén mardéá modám gránkimmatén
LUK.16.20	Ilázar námén yak garibén mardé hamáiay lógay dapá nádénag butagat ke jesm o jáni, sará tán pádá résh at. 
LUK.16.21	Áiay armán at ke cha azgárén marday parzónagay sar átkagén chondh o chánigán, wati lápá sér bekant. Kochek ham átkant o áiay résh o násuresha chatthetant.
LUK.16.22	“Wahdé á garib mort, 
LUK.16.23	Hamá sér o azgárén mard, dózahá sakk bazzagi kasshagá at. Áiá ke sar chest kort cha durá chammi pa Ebráhémá kapt ke hamá Ilázar áiay kashá nendók at. 
LUK.16.24	Gwánki jat: ‘Ebráhém, oo mani pet! Tará mani sará bazzag bát, Ilázará mani kerrá dém beday ke wati lankoká ápá bejant o mani nokká tarr bekant ke man ásá sochagá án.’ 
LUK.16.25	Bale Ebráhémá passaw dát: ‘Oo mani bacch! Hayálá bekap ke taw wati zendá sharrén chizáni wájah butagay o Ilázará wati róch pa bazzagi gwázéntagant. Bale á nun edá ásudag ent o taw azábán talwasagá ay. 
LUK.16.26	Eshiá abéd, shomayg o may nyámá, yak anchén johlén daragé borrag butag ke na may némagay mardom shomay gwará shota kanant o na shomay némagay mardom may kerrá átka kanant.’
LUK.16.27	“Padá azgárén mardá gón Ebráhémá gwasht: ‘Oo mani pet! Gorhá cha taw dazbandia kanán, Ilázará mani petay lógá rawán bekan, 
LUK.16.28	chiá ke mani panch brát ant o mani wáhag ent ke Ilázar áyáni kerrá berawt o áyán dháh bedant o hozzhár bekant, chosh mabit ke á ham é porazábén jágahá byáyant.’ 
LUK.16.29	Bale Ebráhémá gwasht: ‘Áyáni kerrá Mussá o Nabiáni Ketáb hastant. Áyán bwánant o habaránesh gósh bedárant.’ 
LUK.16.30	Á mardá gwasht: ‘Na, oo mani pet Ebráhém! Cha mordagán agan kasé áyáni kerrá berawt, allamá á cha wati badén kárán pashómána bant.’ 
LUK.16.31	Ebráhémá gwasht: ‘Agan á Mussá o paygambaráni habarán gósha nadárant, gorhá cha mordagán ham agan kasé zendag bebit o áyáni kerrá berawt, áiay habarán ham báwara nakanant o namannant.’”
LUK.17.1	Issáyá gón wati moridán gwasht: “Nabit ke mardom rad majant o thagal mawárt, bale apsóz pa hamá kasá ke degarán dém pa gonáhá bebárt. 
LUK.17.2	Cha é kasánokénán yakkéay dém pa gonáhá baragay badalá, gehter hamesh ent ke áiay gardená jenteri táé bebandant o daryáyá chagali bedayant. 
LUK.17.3	Cha wati kár o kerdán hozzhár bét. Agan tai brát gonáhé bekant, áiá sarkech day o mayárig kan, agan pashómán but, bebakshi. 
LUK.17.4	Toré róché hapt randá gonáh bekant o hapt randá tai gwará byayt o begwashit: ‘man pashómán án,’ bebakshi.”
LUK.17.5	Issáay 
LUK.17.6	Gwashti: “Agan shomay báwar arzonéay kesásá
LUK.17.7	“Cha shomá á kas kay ent ke áiay hezmatkár cha dhagáráni nangár kanag, ramagay chárénag o káray halás kanagá byayt, wáhond áiá begwashit: ‘Zut byá o benend o warag bwar?’ 
LUK.17.8	Gón áiá nagwashit: ‘Pésará pa man warag addh kan, tán man nawártag taw mani hezmatá bósht, wahdé man halás kort gorhá taw bwar?’ 
LUK.17.9	Hodábond, wati hezmatkáray shogr o mennatá gipt ke ‘taw mani hokm mannetag?’ Na, hechbar. 
LUK.17.10	Hamé paymá shomá ham, sajjahén á hokmán ke shomárá dayag butagant sarjam bekanét o begwashét ke: ‘Má tai hezmatkár bayagay láhek ham naén, tahná wati zemmah o dhobbah
LUK.17.11	Issá dém pa 
LUK.17.12	Wahdé dém pa yak métagéá pédák at, dah syahgarrién mardom gón áiá dochár kapt. Dur óshtátant o 
LUK.17.13	gón borzén tawáré gwashtesh: “Oo wájah Issá! Tará may sará bazzag bát.” 
LUK.17.14	Issáyá ke distant gwashti: “Berawét watá pa 
LUK.17.15	Cha áyán yakkéá, wahdé dist ke nun dráh ent, gón borztawári Hodáyá satá kanán, per tarret o átk, 
LUK.17.16	Issáay pádán kapt o shogri gept. Á, cha 
LUK.17.17	Issáyá jost kort: “Záná, har dahén cha garrá pák o palgár nabutét? Á dega nohén kojá ant? 
LUK.17.18	É yakkén 
LUK.17.19	Gorhá Issáyá gón á mardá gwasht: “Pád á, beraw, ke tai setk o báwará tará dráh kortag.”
LUK.17.20	Yak róché, lahtén 
LUK.17.21	Gwashaga nabit ke Hodáay bádsháhi edá ent yá ódá. Chiá ke Hodáay bádsháhi, shomay delá ent.”
LUK.17.22	Padá gón wati moridán gwashti: “Yak wahdé kayt ke shomá pa 
LUK.17.23	Mardom shomárá gwashant ke: ‘Á edá ent’ yá ‘Á ódá ent,’ bale shomá áyáni habará gón makapét. 
LUK.17.24	Anchosh ke grók cha yak kondhéá jant o sajjahén ásmáná jarhashkénit o rozhnága kant, Ensánay Chokk ham wati á róchá, anchosh záher o paddara bit. 
LUK.17.25	Bale awalá báyad ent bázén sakki o sóri besaggit o é zamánagay nasl o padréch áiá mamannant.
LUK.17.26	“Hamá dhawlá ke Nuhay bárigá butag, 
LUK.17.27	Á róchán, mardom ward o nósh o sáng o surá dazgatth atant tán hamá róchá ke Nuh bójigá swár but. Randá, mazanén hár o tuppáná sajjahén mardom gár o bégwáh kortant.
LUK.17.28	“Lutay zamánagá ham hamé dhawlá at, mardom pa warag o charag o badal o bándát o kesht o keshár o lóg o jágahay bandagá goláésh atant, 
LUK.17.29	bale á róchá ke Lut cha Sodumay shahrá dar átk, Hodáyá cha ásmáná ás o rókén gókort gwárént o Sodumay sajjahén mardom gár o bégwáh kortant.
LUK.17.30	“
LUK.17.31	Á róchá, agan kasé wati lógay sará bebit o áiay ord o poténk lógá ér bant, pa áyáni zuragá jahlá ér makapit. Hamé dhawlá, agan kasé wati dhagáráni sará kesht o keshárá ent, á ham padá lógá per matarrit. 
LUK.17.32	Lutay lógbánokay sargwastá yát bekanét.
LUK.17.33	Harkas wati sáhay rakkénagay randá bebit, áiá báhénit. Harkas wati sáhá bebáhénit, áiá rakkénit. 
LUK.17.34	Shomárá gwashán ke á wahdá, agan do mardom yakkén taht o nepáday sará waptag, yakké baraga bit o domi hamódá pasht géjaga bit.
LUK.17.35	Cha do janéná, ke hórigá jenteray sará dánay droshagá bant, yakké baraga bit o domi hamódá pasht géjaga bit. 
LUK.17.36	Do mard ke dhagáráni sará bit, yakké baraga bit o domi hamódá pasht géjaga bit.”
LUK.17.37	Jostesh kort: “Oo 
LUK.18.1	Issáyá pa moridán mesálé áwort tán áyán sarkech bedant o pésh bedárit ke harwahd dwá bekanant o hechbar delprósh o náomét mabant. 
LUK.18.2	Gwashti: “Shahréá, yak kázié hastat ke áiá na cha Hodáyá torset o na mardománi parwáhia kort. 
LUK.18.3	Hamá shahrá, janózámé ham hastat ke harwahd káziay kerrá átk o mennatwár at ke áiay hakká cha daynkárá begipt.
LUK.18.4	“Tán lahtén wahdá, káziá janózámay peryátay némagá hech delgósha nakort, bale randá delá hayáli kort ke: ‘rást ent, maná na Hodáay tors ent o na mardománi parwáh. 
LUK.18.5	Bale é janózám maná delsyáh kanagá ent. Paméshká gehter ent eshiay hakká begerán o bedayán. Chosh mabit gón wati har róchigén rawag o áyagá maná géshter delsyáh bekant.’”
LUK.18.6	Gorhá 
LUK.18.7	Nun bárén Hodá gón wati gechén kortagénán, ke shap o róch gón áiá pa wati hakká peryáta kanant, hakka nakant? Pa áyáni hakrasiá déra kant? 
LUK.18.8	Shomárá gwashán ke zut áyáni hakká dant. Bale á wahdi ke 
LUK.18.9	Issáyá hamá mardománi bárawá mesálé áwort ke watá nék o pahrézkára zánant o é dega mardomán éra janant. 
LUK.18.10	“Do mardom pa dwá kanagá 
LUK.18.11	Parisi óshtát o pa wati jendá dwái kort o gwashti: ‘Oo Hodá! Tai mennatwár án ke man é dega mardománi dhawlá dozz o radkár o zenahkáré naán o na é máliátgiray dhawlá án.’ 
LUK.18.12	Man haptagé do róch, róchaga dárán o wati sajjahén málay dahyakká dayán. 
LUK.18.13	Bale hamá máliátgir dur óshtátagat o ásmáni cháret ham nakort. Dasti wati sénagá jat o peryát kanáná gwashti: ‘Oo Hodá! Tará mani sará bazzag bát ke gonahkáré án.’
LUK.18.14	“Nun man shomárá gwashán: Parisi na, bale hamá máliátgir nék o pahrézkár but o lógá shot, chiá ke harkas watá mazana zánt o lékit, kamsharapa bit o harkas watá jahl o érdasta mannit, washnám o sharapdára bit.”
LUK.18.15	Mardomán wati nonnokén chokk ham Issáay gwará áwortant ke dastesh sará per bemoshit. Wahdé moridán chosh dist, mardomesh neherr o hakkal dátant. 
LUK.18.16	Bale Issáyá chokk wati kerrá lóthetant o gwashti: “Chokkán bellét ke mani kerrá byáyant, áyáni démá madárét, chiá ke 
LUK.18.17	Shomárá rásténa gwashán, á ke Hodáay bádsháhiá chokkáni paymá mamannit, hechbar ódá pád ér korta nakant.”
LUK.18.18	Cha sardárán yakkéá jost kort: “Oo nékén ostád! Man chón bekanán ke 
LUK.18.19	Issáyá gwasht: “Taw maná ‘nékén’ pa ché gwashay? Abéd cha Hodáyá kass nék naent. 
LUK.18.20	Taw Hodáay hokmána zánay: 
LUK.18.21	Áiá gwasht: “Man cha kasániá é sajjahén hokm barjáh dáshtagant.”
LUK.18.22	Wahdé Issáyá áiay passaw eshkot, gwashti: “Tará angat yak káré kanagi ent, wati sajjahén mál o hastiá bahá kan o zarrán garib o nézgárén mardománi sará bahr kan, é paymá tará ásmáni ganjé rasit. Gorhá byá o mani randgiriá bekan.” 
LUK.18.23	Wahdé á mardá é passaw eshkot, báz delgir o gamig but chiá ke á mazanén máldáré at. 
LUK.18.24	Issáyá á mard cháret o gwashti: “Pa azgár o máldárén mardomán 
LUK.18.25	Haw! Cha suchenay domká oshteray gwazag wa báz grán ent, bale Hodáay bádsháhiá, zardárén mardomay pád ér kanag, angat gránter ent.”
LUK.18.26	Hamá ke é habará eshkonagá atant, jostesh kort: “Gorhá kay rakketa kant?” 
LUK.18.27	Issáyá passaw dát: “Pa ensáná nabuteni ent, bale Hodáay dastá har chiz buta kant.”
LUK.18.28	Petrosá gwasht: “Má wati har chiz yalah dátag o tai randgiriá kanagá én.” 
LUK.18.29	Issáyá gwasht: “Haw! Báwar kanét, harkasá ke pa 
LUK.18.30	hamé jaháná é chizáni badalá áiá báz géshtera rasit o á dega jaháná, 
LUK.18.31	Padá Issáyá wati dwázdahén 
LUK.18.32	Áiá 
LUK.18.33	shallák o hayzaránia janant o koshanti. Bale saymi róchá, á padá zendaga bit o jáha jant.”
LUK.18.34	Áiay morid cha é habarán yakkéá ham sarpad nabutant. Issáay é habaráni máná cha áyáni zántá chér at o áyán sarkech nawárt ke Issá ché gwashagá ent.
LUK.18.35	Wahdé Issá Ariháay shahray nazziká raset, kóré disti ke ráhay sará neshtag o pendhagá at. 
LUK.18.36	Wahdé kórá mahluk o mocchiay tawár eshkot, josti kort: “Ché bayagá ent?” 
LUK.18.37	Hálesh dát: “Issá Náseri gwazagá ent.” 
LUK.18.38	Gorhá áiá kukkár kort: “Issá, oo 
LUK.18.39	Á ke cha sajjahénán pésar o péshgám atant, kóresh hakkal kort o gwashtesh: “Bass kan, bétawár bay!” Bale áiá géshter kukkár kort: “Oo Dáud bádsháhay chokk! Tará mani sará bazzag bát.”
LUK.18.40	Issá óshtát o hokmi kort: “Á mardá byárét.” Wahdé nazzik átk, Issáyá jost kort: 
LUK.18.41	“Taw cha man ché lóthay? Pa taw ché bekanán?” Áiá passaw dát: “Oo 
LUK.18.42	Issáyá gwasht: “Biná bebay! Tai imáná tará dráh kort.” 
LUK.18.43	Hamá damáná kór biná but, Hodáyá sepat o saná kanán, Issáay hamráhiá rahádag but. Mardomán ke chosh dist, áyán ham Hodáay shogr gept.
LUK.19.1	Issá Ariháyá átk o cha shahray nyámá gwazagá at. 
LUK.19.2	Ódá Zakká námén sér o azgárén mardé hastat ke máliátgiráni kamásh at. 
LUK.19.3	Áiá lóthet bechárit Issá chónéné, bale mardománi mocchi mérhi báz at o áiay jend pathakk o lokkaddé at. Paméshká disti nakort. 
LUK.19.4	Gorhá pa drekké démá shot o mazanén drachkéay
LUK.19.5	Wahdé Issá hamá jágahá raset, borzád cháret o gwashti: “Oo Zakká! Zut jahlá ér kap, ke maróchi man tai mehmán án.” 
LUK.19.6	Á, eshtápi cha drachká ér kapt o Issái pa gal o shádehi wati lógá wasshátk kort.
LUK.19.7	Wahdé mardomán é dist, watmánwatá norondhán gwashtesh: “Issá gonahkárén mardéay lógá mehmán butag.” 
LUK.19.8	Bale Zakká pád átk, óshtát o gón 
LUK.19.9	Issáyá gón áiá gwasht: “Maróchi é lógá, pahelli o rakkag sar butag, chiá ke é mard ham cha Ebráhémay nasl o padréchá ent. 
LUK.19.10	Haw! 
LUK.19.11	Hamá wahdá ke mardom Issáay habarán gósh dáragá atant, Issáyá gésh kanán mesálé áwort. Chiá ke á 
LUK.19.12	Gwashti: “Yak baré, sardárzádagé durén molkéá shot tánke pa bádsháhiá berasit o padá wati dhéh o dhagárá per betarrit. 
LUK.19.13	Gorhá, dah hezmatkári wati kerrá lóthet o har yakkéá yak ashrapié
LUK.19.14	Bale hamá molkay mardomán cha áiá naprata kort. Áiay rawagá rand, 
LUK.19.15	“Bale áiá bádsháhi raset o wati molká per tarret o átk. Gorhá hokmi kort hamá dahén hezmatkárán ke zarri dátagatant byárant, tán bezánt áyán chinchok nap o sutt katthetag. 
LUK.19.16	Awali hezmatkár átk o gwashti: ‘Oo wájah! Cha tai yakkén ashrapiá, man dah ashrapi katthetag.’ 
LUK.19.17	Bádsháhá gwasht: ‘Shábásh, oo sharrén golám! Nun paméshká ke taw gón kammén bonmálá tachk o rást butagay, man tará wati molkay dah shahray hákema kanán.’
LUK.19.18	“Domi átk o gwashti: ‘Oo wájah! Man cha tai yakkén ashrapiá, panch katthetag.’ 
LUK.19.19	Bádsháhá gwasht: ‘Man tará wati molkay panch shahray hákemiá dayán.’
LUK.19.20	“Dega hezmatkáré átk o gwashti: ‘Oo wájah! Esh ent tai dátagén ashrapi ke man dazmáléá bastag o ér kortagat. 
LUK.19.21	Chiá ke maná cha taw torsetag, taw trondén mardé ay o hamá ke taw ér nakortagant, hamá chizán watiga kanay o nakeshtagéna ronay.’ 
LUK.19.22	Bádsháhá gwasht: ‘Oo békárén golám! Man tará cha tai jenday habarán mayáriga kanán, taw zánt man trondén mardomé án, ér nakortagén chizán watiga kanán o nakeshtagéna ronán. 
LUK.19.23	Gorhá taw chiá mani dátagén zarr, byáji o bápáriéay kerrá ér nakort ke man per tarragá rand, wati zarr gón sutt begepténant.’
LUK.19.24	“Gorhá bádsháhá gón wati diwánay mardomán gwasht: ‘Ashrapiá cha eshiá pach gerét o hamáiá bedayét ke áiay kerrá dah ashrapi ant.’ 
LUK.19.25	Áyán gwasht: ‘Wájah! Gón áiá pésará dah ashrapi hast.’ 
LUK.19.26	Bádsháhá gwasht: ‘Shomárá gwashán, harkasá ke chizé hast, áiá géshter dayaga bit, bale harkasá ke nést, harché ke hasti ham pach geraga bit. 
LUK.19.27	Bale hamá ke mani dozhmen ant o mani bádsháhiá nalóthant, áyán mani kerrá byárét o mani démá bekoshét.’”
LUK.19.28	Cha é habarán o rand, Issá pésar o péshgám dém pa 
LUK.19.29	Wahdé Zaytun námkaptén kóhay sará, Bayt-Páji o Bayt-Anyáay métagáni nazziká raset, wati do moridi pésará dém dát o 
LUK.19.30	gwashtanti: “Démi métagá berawét o anchosh ke shomá ódá rasét, korragén haré gendét ke bastag o taningah kasé áiá swár nabutag. Áiá bójét o edá byárét. 
LUK.19.31	Agan kaséá cha shomá jost kort ‘Chiá eshiá bójagá ét,’ begwashét: ‘Wájahá pakár ent.’”
LUK.19.32	Morid shotant o hamá dhawlá ke Issáyá gwashtagat, hamá paymá distesh. 
LUK.19.33	Anchosh ke korragay bójagá atant, korragay hodábondán cha áyán jost kort: “Shomá chiá é korragá bójagá ét?” 
LUK.19.34	Moridán passaw dát: “Wájahá pakár ent.” 
LUK.19.35	Áyán korrag Issáay kerrá áwort, wati shál o cháderesh korragay poshtá ér kortant o Issáesh swár kort. 
LUK.19.36	Anchosh ke Issá démá rawán at, mardomán wati shál o cháder ráhay sará chérgéján kortant.
LUK.19.37	Wahdé Issá Zaytunay kóhay érkapay nazziká raset, áiay moridáni mocchiá pa é sajjahén ajekkái o mójezahán ke áyán distagatant, pa gal o shádehi o gón borzén tawáré, Hodá satá kort o gwasht: 
LUK.19.38	“Mobárak bát, hamá bádsháhá ke pa 
LUK.19.39	Cha mardománi nyámá, lahtén 
LUK.19.40	Issáyá darráént: “Man shomárá gwashán, agan é bétawár bebant, seng o dhók kukkára kanant.”
LUK.19.41	Wahdé Issá Urshalimá nazzik but o shahri dist, gréti o 
LUK.19.42	gwashti: “Drégatá taw, haw, hamé taw, maróchi bezántén ke kojám chiz, pa taw sohl o ásudagi áworta kant. Bale bazhn o apsóz ke nun á cha tai chammá chér o andém ent. 
LUK.19.43	Pa taw anchén rócha káyant ke dozhmen tai chapp o chágerdá sangara bandant o tai chárén némagán angerra kanant o tai perh o chágerdá tanka tarrénant. 
LUK.19.44	Tará o tai chokkán, dhagárá chagala dayant o gón hák o hóná hór o hawára kanant o sengé pa sengéay sará ham pashta nagéjant, chiá ke taw wati Hodáay áyagay wahd o sáhat, pajjáh nayáwort.”
LUK.19.45	Cha eshiá rand, Issá 
LUK.19.46	Gwashti: “Hodáay Ketábá nebisag butag: 
LUK.19.47	Áiá har róch 
LUK.19.48	bale pa wati é maksadá, hech ráhé dar gétk nakortesh, chiá ke áiay har habar mardománi delá neshtagat.
LUK.20.1	Yak róché ke Issá 
LUK.20.2	gwashtesh: “Márá begwash ke taw gón kojám hakk o ehtiárá é kárána kanay? Kayá tará é káráni ehtiár dátag?” 
LUK.20.3	Issáyá passaw dát: “Maná ham cha shomá yak josté hast. Begwashét, 
LUK.20.4	Yahyáyá, 
LUK.20.5	Áyán watmánwatá shawr o saláh kort o gwashtesh: “Agan begwashén ‘cha ásmáná at,’ gwashit: ‘Pa ché imánó nayáwort?’ 
LUK.20.6	Oo agan begwashén ke ‘mardomi káré butag,’ gorhá mardom márá sengsára kanant, chiá ke áyáni setk o báwar hamesh ent ke Yahyá nabié butag.” 
