GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
ISA.20.2	Dan sa letan, SENYER ti koz avek Ezai, garson Amoz. I ti dir li: Tir ou lenz dey otour ou leren; tir ou sandal dan ou lipye. Ezai ti obei; i ti sorti touni e san sandal. 
ISA.20.3	Apre sa, SENYER ti dir: Parey mon serviter Ezai ti mars pandan 3 an touni e san sandal, koman en siny e en lavertisman pour Lezip ek Letyopi, 
ISA.20.4	lerwa Asiri pou pran bann Ezipsyen prizonnyen e deport bann Nibyen, zenn ek vye, san sandal, touni, zot deryer deor. Sa pou en laont pour Lezip. 
ISA.20.5	Zot pou efare e dan laont, akoz zot ti'n met zot konfyans dan Letyopi, e vant zot lekor akoz Lezip. 
ISA.20.6	Sa zour, bann zabitan lakot sa pei pou dir: Gete ki'n arive avek sa bann dan ki nou ti'n met nou lespwar e kot ki nou ti sove pour al rod led ek delivrans kont lerwa Asiri! E nou! Ki mannyer nou pou sape ladan?
ISA.21.1	En mesaz lo: En Dezer Maritim!
ISA.21.1	I pe vini parey en divan vyolan
ISA.21.1	ki travers dezer Negev.
ISA.21.1	I sorti dan dezer dan en pei terib.
ISA.21.2	Mon'n ganny en vizyon terib:
ISA.21.2	Tret i trai, destrikter i detri.
ISA.21.2	Elanm! Monte e Med atake.
ISA.21.2	Mon pe met en lafen avek tou bann soufrans.
ISA.21.3	Pour sa rezon ki mon leren i fer mal;
ISA.21.3	douler in pran mwan
ISA.21.3	parey douler lakousman.
ISA.21.3	Mon tro dekouraze pour mwan tande.
ISA.21.3	Mon tro per pour mwan gete.
ISA.21.4	Mon'n perdi larezon; mon tranble avek lafreyer.
ISA.21.4	Mon ti esper lannwit vini
ISA.21.4	me aprezan, i fer mwan per.
ISA.21.5	Zot prepar latab;
ISA.21.5	santinel pe veye;
ISA.21.5	zot manze, zot bwar.
ISA.21.5	Leve bann zofisye!
ISA.21.5	Gres zot boukliye!
ISA.21.6	Akoz, la sa ki SENYER ti dir mwan:
ISA.21.6	Ale! Al plas en santinel;
ISA.21.6	I ava anons sa ki i war.
ISA.21.7	I ava port latansyon, bokou latansyon,
ISA.21.7	ler i war bann kavalye vini, par per,
ISA.21.7	lo seval, lo bourik, lo samo.
ISA.21.8	Alor sa santinel ti kriye:
ISA.21.8	SENYER! Mon debout tou lazournen;
ISA.21.8	mon pe veye lo mon tour.
ISA.21.8	Mon lo post pe veye tou lannwit.
ISA.21.9	Gete! La zot vini, de par de, lo seval!
ISA.21.9	I ti reponn: Babilonn in tonbe! Babilonn in tonbe!
ISA.21.9	Tou son bann zidol ki zot adore in fannen ater.
ISA.21.10	Ou mon pep ki'n ganny bate
ISA.21.10	parey dible an plenner,
ISA.21.10	mon'n fer anons zot sa ki mon'n tande,
ISA.21.10	sorti kot SENYER liniver, Bondye Izrael.
ISA.21.11	Zot kriy mwan depi Seir:
ISA.21.11	Santinel! Ki mannyer lannwit i ete?
ISA.21.11	Santinel! Ki mannyer lannwit i ete?
ISA.21.12	Santinel i reponn:
ISA.21.12	Lizour pe fer, me lannwit pe vin ankor.
ISA.21.12	Si oule poz ankor kestyon, poze;
ISA.21.12	ou kapab retournen!
ISA.21.13	La mesaz lo Arabi.
ISA.21.13	Bann karavann ki sorti Dedann
ISA.21.13	pou pas lannwit dan brousay Arabi.
ISA.21.14	Bann zabitan ava sorti Tema
ISA.21.14	pour anmenn delo pour sa bann ki swaf
ISA.21.14	e dipen pour bann refizye!
ISA.21.15	Zot in sove devan lager,
ISA.21.15	devan lepe ki'n tire dan son fouro,
ISA.21.15	devan fles ki'n redi
ISA.21.15	e devan presyon lager.
ISA.21.16	Alor, la sa ki SENYER ti dir mwan:
ISA.21.16	Dan en lannen, lannen en zouvriye,
ISA.21.16	tou laglwar Kedar pou'n fini disparet.
ISA.21.17	Pa pou reste bokou solda
ISA.21.17	ki tir fles dan larme Kedar.
ISA.21.17	Akoz la sa ki SENYER, Bondye Izrael in deklare.
ISA.22.1	Mesaz konsernan Vale Vizyon.
ISA.22.1	Ki pe pase! Akoz zot in monte
ISA.22.1	e zot tou zot lo twa lakaz!
ISA.22.2	Ou en lavil ki ranpli avek tapaz;
ISA.22.2	ou en lavil ki azite dan lafet;
ISA.22.2	ou bann zabitan pa'n ganny masakre,
ISA.22.2	ni mor dan lager.
ISA.22.3	Tou ou bann sef in sove ansanm;
ISA.22.3	zot ti ganny kaptire san ki ti bezwen tir okenn fles.
ISA.22.3	Tou bann zabitan ki ti pe sove
ISA.22.3	ti ganny fer prizonnyen.
ISA.22.4	Alor mon ti dir:
ISA.22.4	Pa pran ka pour mwan;
ISA.22.4	les mwan vers bann larm anmer;
ISA.22.4	pa esey konsol mwan
ISA.22.4	lo destriksyon ki'n arive
ISA.22.4	lo mon pep ki mon kontan.
ISA.22.5	Annefe, sa zour, SENYER Bondye liniver
ISA.22.5	in anvoy lazitasyon, konfizyon ek lafreyer.
ISA.22.5	Dan Vale Vizyon, miray i ganny kraze;
ISA.22.5	en lapel osekour i monte dan montanny.
ISA.22.6	Solda ki sorti Elanm ti arme avek fles;
ISA.22.6	bann kales lager ek kavalye pe avanse.
ISA.22.6	Solda sorti Kir pe prepar zot boukliye.
ISA.22.7	Ou bann pli zoli vale
ISA.22.7	in ranpli avek bann kales lager.
ISA.22.7	Kavalye in pran pozisyon devan laport.
ISA.22.8	Zot in kraz tou defans Zida.
ISA.22.8	Sa zour, ou ti al rod zarm
ISA.22.8	dan arsenal ki apel Mezon Lafore.
ISA.22.9	Ou ti war bokou felir dan miray lavil David.
ISA.22.9	Ou'n ranmas delo dan rezervwar anba.
ISA.22.10	Ou ti konte konbyen lakaz i annan dan Zerizalenm;
ISA.22.10	ou'n demoli bann lakaz pour ranforsi bann miray.
ISA.22.11	Ou ti fer en basen ant sa de miray
ISA.22.11	pour anmas delo sorti dan vye rezervwar.
ISA.22.11	Me ou pa'n tourn ou lizye ver sa enn ki'n fer tousala.
ISA.22.11	Ou pa'n mazin sa enn ki'n prepar tousala
ISA.22.11	depi byen lontan.
ISA.22.12	Sa zour, Senyer BONDYE liniver
ISA.22.12	ti demann zot pour plere e lamante;
ISA.22.12	pour raz zot latet e met lenz dey.
ISA.22.13	Me zot in viv dan lazwa ek plezir:
ISA.22.13	Zot ti touy bef, egorz mouton,
ISA.22.13	manz lavyann e bwar diven.
ISA.22.13	Zot dir: Annou manze, annou bwar
ISA.22.13	akoz demen nou pou mor.
ISA.22.14	SENYER liniver in revel mwan:
ISA.22.14	Zanmen sa pese pou ganny pardonnen
ISA.22.14	ziska ou lanmor.
ISA.22.14	La sa ki Senyer BONDYE liniver i deklare.
ISA.22.15	La sa ki Senyer BONDYE liniver i deklare:
ISA.22.15	Al kot Sebna, sa zonm ki sef dan pale lerwa.
ISA.22.15	Dir li:
ISA.22.16	Ki drwa ou annan isi?
ISA.22.16	Dan ki fanmir ou sorti,
ISA.22.16	pour ou dekoup en kavo dan ros?
ISA.22.16	Lekel ki'n donn ou drwa
ISA.22.16	pour tay en kavo debout dan ros pour ou?
ISA.22.17	Mon zanmi! SENYER pe al sekwe ou e zet ou lwen.
ISA.22.17	I pou sezi ou.
ISA.22.18	I pou vir ou parey en boul
ISA.22.18	e zet ou dan en gran laplenn.
ISA.22.18	Ou pou mor la
ISA.22.18	avek ou bann kales lager ki ou lafyerte.
ISA.22.18	Ou en dezoner pour lakour ou met.
ISA.22.19	Mon pou tir ou dan ou pozisyon,
ISA.22.19	ou pou ganny degrade dan ou plas.
ISA.22.20	Sa zour, mon pou apel mon serviter Eliakim, garson Hilkiya.
ISA.22.21	Mon pou met li ou rob
ISA.22.21	e met ou sentir otour son leren.
ISA.22.21	Mon pou plas ou pouvwar dan son lanmen;
ISA.22.21	i ava en papa pour bann zabitan Zerizalenm
ISA.22.21	e pour rwayonm Zida.
ISA.22.22	Mon pou konfye li lakle rwayonm David.
ISA.22.22	Kan i ouver, personn pa kapab fermen;
ISA.22.22	Kan i fermen, personn pa kapab ouver.
ISA.22.23	Mon pou etabli li byen,
ISA.22.23	parey en pike byen anfonse
ISA.22.23	dan en landrwa solid.
ISA.22.23	I pou ganny en tit ki pou fer loner son zanset.
ISA.22.24	Tou bann manm son fanmir, pros oubyen lwen, pou reste atase avek li, parey bann pti vesel, i ganny met krose avek en pike, depi bann tas ziska bann kivet. 
ISA.22.25	Sa zour, SENYER liniver i dir ki sa pike ki ti'n ganny anfonse dan en landrwa sir pou kase; i pou ganny koupe e i pou tonbe. Sa pwa ki ti lo li pou ganny tire, akoz SENYER in koze. SENYER ki deklare.
ISA.23.1	En mesaz konsernan Tir.
ISA.23.1	Bann navir Tarsis, irle!
ISA.23.1	Zot por in ganny detri.
ISA.23.1	Zot ti ganny sa nouvel
ISA.23.1	ler zot ti retournen sorti Sip.
ISA.23.2	Bann zabitan lakot! Reste trankil.
ISA.23.2	Zot, bann marsan Sidon
ISA.23.2	ki anvoy bann negosyan travers lanmer!
ISA.23.3	Zot al lot kote lanmer ki for pour fer komers
ISA.23.3	avek tou sa ki ganny rekolte obor Nil.
ISA.23.3	Zot in vin ris lo komers avek bann nasyon.
ISA.23.4	Sidon! Ou ki fortifikasyon lanmer! Ou fer onte.
ISA.23.4	Fon lanmer pe koze:
ISA.23.4	Zanmen mon'n ganny douler lakousman;
ISA.23.4	Zanmen mon ganny zanfan.
ISA.23.4	Mon pa'n swanny garson
ISA.23.4	ni elve bann zenn fiy.
ISA.23.5	Kan Lezip pou aprann nouvel ki'n arive avek Tir,
ISA.23.5	i pou tranble.
ISA.23.6	Travers lanmer ziska Tarsis!
ISA.23.6	Bann zabitan lakot! Kriye.
ISA.23.7	Sanmenm sa zot lavil ki ti vivan,
ISA.23.7	ki egziste depi byen lontan;
ISA.23.7	ki ti anvoy son bann zabitan etabli zot
ISA.23.7	dan bann pei etranze?
ISA.23.8	Lekel ki'n prepar sa plan kont Tir
ISA.23.8	e ki ti donn bann lerwa zot kouronn?
ISA.23.8	Son bann marsan ti bann sef.
ISA.23.8	Son bann negosyan ti ganny respekte lo later?
ISA.23.9	SENYER liniver ki ti mont sa plan
ISA.23.9	pour detri lorgey bann ki gran,
ISA.23.9	pour fer kanmi tou bann sef ki lo sa later.
ISA.23.10	Zabitan Tir! Al kiltiv later;
ISA.23.10	ou por in disparet.
ISA.23.11	SENYER in lev son lanmen lo lanmer;
ISA.23.11	in sekwe bann rwayonm.
ISA.23.11	SENYER in donn lord
ISA.23.11	detri bann fortifikasyon bann Kananeen.
ISA.23.12	In dir: Zabitan Sidon pou nepli fer lafet.
ISA.23.12	Ou parey en zenn fiy ki'n ganny vyole.
ISA.23.12	Leve! Al Sip.
ISA.23.12	Menm laba, ou pa pou ganny okenn repo.
ISA.23.13	Get pei bann Kaldeen:
ISA.23.13	Sa pep nepli egziste!
ISA.23.13	Bann Asiriyen ti'n fer li vin en pei zannimo sovaz.
ISA.23.13	Zot ti konstri bann tour pour sirveyans.
ISA.23.13	Zot ti detri son bann pale.
ISA.23.13	Zot in fer li vin en ta debri.
ISA.23.14	Navir Tarsis! Irle.
ISA.23.14	Ou bann refiz in ganny detri.
ISA.23.15	Apartir sa zour, lavil Tir pou ganny oubliye pandan 70 an, longer lavi en lerwa. Apre 70 an, Tir pou vin parey sa prostitye dan sanson:
ISA.23.16	Ou prostitye ki'n ganny rezete!
ISA.23.16	Pran en laarp, fer letour lavil.
ISA.23.16	Zwe bann zoli melodi.
ISA.23.16	Sant en kantite sanson
ISA.23.16	pour ki dimoun i rapel ou.
ISA.23.17	Apre 70 an, SENYER pou entervenir. Tir pou retourn dan son trafik. I pou vann son lekor avek tou bann rwayonm lo later. 
ISA.23.18	Son bann marsandiz ek son lapey ava ganny konsakre pour SENYER. Son bann benefis pa pou ganny anmase, ni ganny met an rezerv. Me son bann marsandiz pou servi pour byen nouri e byen abiy bann ki viv dan prezans SENYER.
ISA.24.1	SENYER pe al devaste later e kit li san zabitan.
ISA.24.1	I pou boulvers later e fer fannen bann zabitan.
ISA.24.2	Sa pou arive avek tou:
ISA.24.2	Pret koman laik;
ISA.24.2	met koman lesklav;
ISA.24.2	bourzwa koman serviter;
ISA.24.2	vander koman aster;
ISA.24.2	sa ki prete koman preter;
ISA.24.2	sa enn ki andete koman sa enn ki donn kredi.
ISA.24.3	Later pou ganny detri konpletman
ISA.24.3	e depouye anba lao, akoz SENYER in koze.
ISA.24.4	Later pe sek e i pe tonm anrin;
ISA.24.4	lemonn in delabre e pe tonm anrin;
ISA.24.4	lesyel pe langir ansanm avek later.
ISA.24.5	Bann zabitan in polye later
ISA.24.5	akoz zot in transgres bann lalwa
ISA.24.5	e vyol bann regleman.
ISA.24.5	Zot in kas bann lalyans
ISA.24.5	ki ti devre reste pour touzour.
ISA.24.6	Pour sa rezon,
ISA.24.6	later in ganny devore par malediksyon.
ISA.24.6	Son bann zabitan pe soufer konsekans.
ISA.24.6	Alor, zot diminyen lo later
ISA.24.6	e i pa reste bokou dimoun.
ISA.24.7	Diven i an dey,
ISA.24.7	plantasyon rezen pe deperi.
ISA.24.7	Dimoun ki ti pe anmize in vin tris.
ISA.24.8	Bann zoli son tanbouren i nepli;
ISA.24.8	tapaz lafet in fini;
ISA.24.8	lanmizik zwaye lo laarp in arete.
ISA.24.9	Zot nepli bwar diven e sante;
ISA.24.9	labwason for in vin anmer pour bann bwarer.
ISA.24.10	Lavil abandonnen in degrennen;
ISA.24.10	tou lakaz in fermen, personn pa kapab antre.
ISA.24.11	Dimoun i kriye dan semen;
ISA.24.11	nepli annan diven;
ISA.24.11	nepli annan lazwa;
ISA.24.11	nepli annan lazwa lo later.
ISA.24.12	Lavil i dan dezolasyon;
ISA.24.12	bann laport in degrennen, zot in tonm anrin.
ISA.24.13	La ki mannyer pei pou ete
ISA.24.13	e ki pou arive parmi bann nasyon:
ISA.24.13	I pou parey pye zoliv
ISA.24.13	ki'n ganny plimen pandan letan rekolt,
ISA.24.13	parey letan dernyen grap rezen in ganny rekolte.
ISA.24.14	Me zot, zot lev lavwa;
ISA.24.14	zot sant avek lazwa;
ISA.24.14	zot kriye avek lazwa.
ISA.24.14	Dan Was, zot sant laglwar SENYER.
ISA.24.15	Zabitan dan rezyon Les! Rann glwar SENYER.
ISA.24.15	Zot ki reste dan bann zil!
ISA.24.15	Loue non SENYER, Bondye Izrael.
ISA.24.16	Bann ki sorti lwen pou sant louanz,
ISA.24.16	e laglwar, an loner Bondye lazistis.
ISA.24.16	Me mwan, mon dir ki mon'n perdi;
ISA.24.16	mon'n perdi. Maler lo mwan!
ISA.24.16	Bann tret in trai!
ISA.24.16	Traizon! Wi! Bann tret in trai!
ISA.24.17	Zabitan later!
ISA.24.17	Lafreyer, lafos ek bann latrap pe esper ou.
ISA.24.18	Sa enn ki esey sov laterer
ISA.24.18	pou tonm dan lafos.
ISA.24.18	Sa enn ki sorti dan lafos
ISA.24.18	pou tonm dan latrap.
ISA.24.18	Bann lafnet baraz lesyel in ouver
ISA.24.18	e bann fondasyon later i tranble.
ISA.24.19	Later pe ouver partou;
ISA.24.19	later pe fann,
ISA.24.19	later i tranble avek vyolans.
ISA.24.20	Later i drive parey en zonm sou.
ISA.24.20	I balanse parey en kabann dan divan.
ISA.24.20	I afese anba pwa son bann fot.
ISA.24.20	I tonbe e i pou nepli kapab leve.
ISA.24.21	Sa zour, lao dan lesyel,
ISA.24.21	SENYER pou pini larme lesyel
ISA.24.21	e lo later, bann lerwa later.
ISA.24.22	Zot pou ganny atase ansanm
ISA.24.22	parey prizonnyen dan en lafos;
ISA.24.22	zot pou ganny anfermen dan en prizon
ISA.24.22	e en bon pe letan apre, zot ava ganny pini.
ISA.24.23	Apre sa, lalin pou vin rouz;
ISA.24.23	soley pou kouver avek laont,
ISA.24.23	akoz SENYER liniver pou rennyen
ISA.24.23	lo montanny Siyon e dan Zerizalenm.
ISA.24.23	Son mazeste pour ganny manifeste
ISA.24.23	devan son bann ansyen.
ISA.25.1	SENYER! Ou mon Bondye.
ISA.25.1	Mon pou loue ou e selebre ou non,
ISA.25.1	akoz ou'n fer en kantite mervey pour mwan.
ISA.25.1	Bann plan ki ou'n formen depi lontan
ISA.25.1	i reste solid, zot pa sanze.
ISA.25.2	Ou fer lavil vin en ta debri.
ISA.25.2	Son bann fortifikasyon i anrin.
ISA.25.2	Pale bann lennmi nepli;
ISA.25.2	i pa pou zanmen ganny rekonstri.
ISA.25.3	Pour sa rezon, en pep pwisan pou glorifye ou;
ISA.25.3	lavil bann nasyon kriyel pou annan respe pour ou.
ISA.25.4	Ou en landrwa refiz dimoun pov;
ISA.25.4	ou'n vin en refiz
ISA.25.4	pour bann ki dan bezwen e dan maler;
ISA.25.4	en labri kont gro lapli e en lonbraz kont lasaler.
ISA.25.4	Lakoler bann lennmi kriyel
ISA.25.4	i fwete kont miray, parey lapli dan movetan.
ISA.25.5	Parey lonbraz en nyaz i fer bese lasaler,
ISA.25.5	ou ti fer bann etranze aret fer tapaz
ISA.25.5	e bann vyolan aret sant laviktwar.
ISA.25.6	Lo sa montanny, SENYER liniver pou donn en festen;
ISA.25.6	pou annan en kantite bon manze;
ISA.25.6	en festen bon diven ki'n ganny laz;
ISA.25.6	en festen kot pou annan bon manze avek lanmwel,
ISA.25.6	avek bon vye diven.
ISA.25.7	Lo sa montanny, i pou detri
ISA.25.7	sa vwal dey ki pe kouver tou bann pep,
ISA.25.7	sa dra ki'n kouver tou bann nasyon.
ISA.25.8	La sa ki SENYER i promet:
ISA.25.8	Lanmor pou disparet pour touzour.
ISA.25.8	Senyer BONDYE pou eswiy tou larm lo tou bann figir.
ISA.25.8	I pou fer disparet laont son pep.
ISA.25.9	Sa zour, dimoun pou dir:
ISA.25.9	Li menm li nou Bondye; nou'n esper li.
ISA.25.9	In vin sov nou.
ISA.25.9	Li menm SENYER ki nou ti pe espere.
ISA.25.9	Annou selebre! Annou rezouir! I'n sov nou.
ISA.25.10	Lanmen SENYER pou reste lo sa montanny.
ISA.25.10	Bann Moabit pou ganny kraze lanmenm an plas
ISA.25.10	parey lapay ki ganny pil anba lipye dan en trou fimyen.
ISA.25.11	Menm si zot ava lev zot lanmen la kot zot ete,
ISA.25.11	parey en nazer i anvoy lanmen ler i naze,
ISA.25.11	zot lorgey pou ganny abese.
ISA.25.12	Zot bann gran miray fortifikasyon
ISA.25.12	pou ganny demoli, kraze, zet ater dan lapousyer.
ISA.26.1	Sa zour, dan pei Zida, zot pou sante:
ISA.26.1	Nou annan en lavil ki byen for.
ISA.26.1	SENYER in antour li avek bann miray
ISA.26.1	ek bann fortifikasyon.
ISA.26.2	Ouver bann laport!
ISA.26.2	Les antre sa nasyon drwat e fidel dan lafwa.
ISA.26.3	Avek en lespri ferm,
ISA.26.3	ou gard zot dan lape,
ISA.26.3	lape, akoz zot met zot konfyans dan ou.
ISA.26.4	Met ou konfyans dan SENYER pour touzour,
ISA.26.4	akoz SENYER i sa Ros solid pour touzour.
ISA.26.5	In fer tonbe sa bann ki reste dan montanny;
ISA.26.5	in kraz bann lavil ki byen proteze.
ISA.26.5	In abes zot ziska dan lapousyer.
ISA.26.6	Bann pov, bann ki feb,
ISA.26.6	pou kraz sa lavil anba zot lipye.
ISA.26.7	Semen lazistis i drwat.
ISA.26.7	Ou ki zis! Ou fer drwat semen sa enn ki zis.
ISA.26.8	SENYER! Lo sa semen ki ou'n endike,
ISA.26.8	nou met nou lespwar dan ou.
ISA.26.8	Nou sel dezir, se loue ou non.
ISA.26.9	Pandan lannwit, mon rod ou avek tou mon leker.
ISA.26.9	Mon lespri i rod ou avek en dezir profon.
ISA.26.9	Akoz ler ou aplik zizman lo later,
ISA.26.9	bann zabitan lemonn i aprann pratik lazistis.
ISA.26.10	Menm si ou annan pitye pour bann malfeter,
ISA.26.10	zot pa aprann pratik lazistis.
ISA.26.10	Dan pei kot lazistis i ganny pratike,
ISA.26.10	zot azir an malonnet
ISA.26.10	e zot pa war ou grander, SENYER.
ISA.26.11	SENYER! Ou lanmen in leve,
ISA.26.11	me zot pa war.
ISA.26.11	Kan zot ava war sa gran pasyon
ISA.26.11	ki ou annan pour ou pep,
ISA.26.11	zot ava kanmi.
ISA.26.11	Dife ki'n ganny alimen pour bann lennmi
ISA.26.11	ava bril zot.
ISA.26.12	SENYER! Ou'n akord nou lape,
ISA.26.12	akoz vreman, tou sa ki nou'n fer,
ISA.26.12	se ou ki'n fer pour nou.
ISA.26.13	SENYER nou Bondye!
ISA.26.13	Apard ou, bokou sef in domin nou;
ISA.26.13	me nou rekonnet zis ou koman SENYER.
ISA.26.14	Zot in mor, zot pa pou reviv,
ISA.26.14	zot zis lonbraz e zot pa pou releve,
ISA.26.14	akoz ou'n pini zot e ou'n detri zot;
ISA.26.14	zot in ganny oubliye.
ISA.26.15	Me ou'n fer sa nasyon grandi, SENYER!
ISA.26.15	Ou'n fer sa nasyon grandi; ou'n montre ou laglwar;
ISA.26.15	ou'n agrandi bann teritwar pei.
ISA.26.16	SENYER! Zot ti rod ou ler zot ti dan detres.
ISA.26.16	Zot ti priye ler ou ti pe pini zot.
ISA.26.17	SENYER! Nou ti prezan devan ou
ISA.26.17	parey en fanm ki kriye dan douler lakousman.
ISA.26.18	Nou ti ansent, nou ti pe soufer en kantite;
ISA.26.18	me nou ti met omonn zis divan.
ISA.26.18	Nou pa'n ganny okenn laviktwar lo later;
ISA.26.18	nou pa'n met omonn okenn zabitan.
ISA.26.19	Ou bann mor pou reviv, zot pou leve.
ISA.26.19	Zot ki pe dormi dan lapousyer!
ISA.26.19	Leve dan lazwa!
ISA.26.19	Akoz ou laroze pou briye
ISA.26.19	e later ava redonn lavi bann ki'n mor.
ISA.26.20	Ale mon pep! Antre dan ou lakaz
ISA.26.20	e ferm laport deryer ou;
ISA.26.20	al kasyet pour en pti moman.
ISA.26.20	Les lakoler SENYER pase.
ISA.26.21	La SENYER pe sorti kot i ete
ISA.26.21	pour li pini bann zabitan later pour zot bann forfe.
ISA.26.21	Later ava les war disan ki'n koule;
ISA.26.21	i pou nepli kasyet son bann viktim.
ISA.27.1	Sa zour, avek son gran lepe byen fite, dir e pwisan, SENYER pou entervenir kont Leviatan, sa serpan ki anvole; Leviatan, sa serpan rize. I pou touy sa dragon ki reste dan lanmer.
ISA.27.2	Sa zour, sant en sanson
ISA.27.2	lo en zoli plantasyon rezen!
ISA.27.3	Mwan SENYER,
ISA.27.3	ki gardyen sa plantasyon rezen.
ISA.27.3	Mon aroz li toultan.
ISA.27.3	Mon vey lo li lizour koman lannwit.
ISA.27.3	Konmsa, personn pa kapab fer li ditor.
ISA.27.4	Mon nepli pran lakoler kont li.
ISA.27.4	Me si i vin bann zarbis ki annan pikan,
ISA.27.4	mon pou lager kont zot
ISA.27.4	e mon pou bril zot,
ISA.27.5	amwen ki zot vin rod mon proteksyon,
ISA.27.5	e fer lape avek mwan.
ISA.27.5	Wi! Zot ava fer lape avek mwan.
ISA.27.6	Dan bann zour ki pe vini,
ISA.27.6	Zakob pou pous rasin.
ISA.27.6	Izrael ava donn bann bourzon, fleri
ISA.27.6	e ranpli later antye avek son bann fri.
ISA.27.7	Eski SENYER in pini zot
ISA.27.7	parey in pini sa bann ki ti viktimiz zot?
ISA.27.7	Oubyen, eski i'n touy zot,
ISA.27.7	parey sa bann ki ganny touye?
ISA.27.8	Ou'n egzekit ou zizman, ou'n anvoy zot annegzil.
ISA.27.8	Par ou souf terib, ou'n balye zot
ISA.27.8	parey en divan vyolan sorti dan Les.
ISA.27.9	Konmsa ki pese Zakob pou ganny efase.
ISA.27.9	La rezilta pardon son pese:
ISA.27.9	Tou bann ros ki ti servi pour fer bann lotel avek
ISA.27.9	pou ganny kraze e vin koman lapousyer.
ISA.27.9	Tou bann poto sakre,
ISA.27.9	oubyen bann lotel lansan, pou disparet.
ISA.27.10	Napa personn dan bann lavil fortifye;
ISA.27.10	zot in ganny abandonnen parey en dezer.
ISA.27.10	Bann zenn bef i vin manz zerb,
ISA.27.10	zot dormi la e zot plim bann bransaz.
ISA.27.11	Ler bann brans i sek, zot ganny kase;
ISA.27.11	bann fanm i vin met dife.
ISA.27.11	Sa pep i san konpran.
ISA.27.11	Pour sa rezon ki sa enn ki'n fer li,
ISA.27.11	pou san pitye pour li;
ISA.27.11	sa enn ki'n form li pa pou fer li okenn faver.
ISA.27.12	Sa zour, SENYER pou bat bann zepi
ISA.27.12	depi larivyer Efrat, ziska larivyer Lezip.
ISA.27.12	I pou rasanble zot enn par enn, pep Izrael.
ISA.27.13	Sa zour, en gran tronpet pou ganny soufle.
ISA.27.13	Alor, sa bann ki ti'n perdi dan pei Asiri
ISA.27.13	e sa bann ki ti ganny anvoye annegzil Lezip
ISA.27.13	pou retournen e ador SENYER
ISA.27.13	lo montanny sen dan Zerizalenm.
ISA.28.1	Maler lo bann soular dan pei Efraim,
ISA.28.1	lavil dan laform en kouronn!
ISA.28.1	I ganny byen dekore
ISA.28.1	lo sa kolin ki domin son vale fertil.
ISA.28.1	Me son labote i parey bann fler sek
ISA.28.1	ki orn latet bann ki'n gonfle avek manze gra,
ISA.28.1	ki'n soule avek diven.
ISA.28.2	En zonm ki for e pwisan pe vini pour SENYER.
ISA.28.2	I parey en lapli lagrel, en tanpet devastater;
ISA.28.2	parey en gro tanpet ki fer larivyer deborde.
ISA.28.2	Avek lafors son lanmen, i pou balans tou lo later.
ISA.28.3	Sa Lavil, kouronn ek lafyerte bann soular Efraim,
ISA.28.3	pou ganny kraze anba lipye.
ISA.28.4	E sa fler sek ki ti ornman son labote
ISA.28.4	ki lo latet sa enn ki gonfle avek manze gra,
ISA.28.4	pou parey en fig mir avan sezon.
ISA.28.4	Premye ki war li i sot lo li
ISA.28.4	e manz li deswit.
ISA.28.5	Sa zour, SENYER liniver pou li menm sa zoli kouronn,
ISA.28.5	en dyadenm pour leres son pep.
ISA.28.6	I pou enspir lazistis dan sa enn ki asiz pour rann zizman,
ISA.28.6	en lafors pour sa bann ki repous lennmi devan laport lavil.
