MAT.1.1	Jesucristo e-dadgan-siki ilekwaa-danikid e-garda. Jesucristo, David-e-wagwa, degi, Abraham-e-wagwabar.
ACT.10.27	Pedro, Cornelio-ebo sunmaknadap neg-yaba dogdemargu, dulemar-bukidar-bukwa dakdapmalad. 
ACT.10.28	Degi Pedro amarga sogdesunnad:
ACT.10.28	—Bemardi nue wismalad, anmar-Judiomar-igar-maidi ise-sailad, Judio-dule, Judiosulid-ebo igar itoged, degi e-negse geg dogbalid, ese ataknaegar. Degi-inigwele, Bab Dummad anga oyosad, mer ibmar-isediyobi, degi, ibmar-iskanayobi dulemar be dakoye. 
ACT.10.29	A-ulale bemar anse gochamargu, gwen an binsassulid, mer nao-deeye, yog bemarse aligu an imaksad. Emigindi an wisgubisundo: ¿Ibiga bemar nue anse gorsimarsunna?
ACT.10.30	Cornelio, Pedro-abin imakdesun: “Ibabakedo, we-wachigi, an-neggi Bab-Dummadse-golega deun mas-gunsuli an gudigu, sedogidbali, wachi-ilapaagi, Bab Dummadse an gorsigu, dule-wargwen, mola-dakar-dakar-gaed-yoi anse nonikid. 
ACT.10.31	Anga sognonikid: ‘Cornelio, Bab Dummad be-itosad ese be goled, degi, nue-yeer be-dakbalid wilegana be bendaked. 
ACT.10.32	Degisoggu, Jope-neggweburse be dulemar-barmid, Simón-sunaegar. A-dule, Pedroye-bimarbalid. We-Simónde, demar-gakasik maid, dule-ibmar-ukagi-arbaed-neggi, Simónye-nugmogad-walik. We-Simón-Pedro bese nonikile, bega ibmar sognonikoed.’
ACT.10.33	“Degisoggu, aga dulemar an barmisad, be-sunaegar. Degisoggu, nued be imasdo, anmarse be argu. Emigindi, bela anmar Bab-Dummad-asabin ambikunonisunnad. Anmar be-itobimalad igi Bab Dummad anmarga sogoye bega sogsa.”
ACT.10.34	Pedro sunmakdesun, sogded: “Emigindi nue mag an itossunnad, inso Bab Dummad bela dulemar nue-emarbi-daked. 
ACT.10.35	Ar doa-dule-dibe, Judio-dibe, Judiosur-dibe, a-dule nue Bab-Dummad-dobee nanadiile, degi, e-sogedbarbi gudiile, Bab Dummad a-dule geg obaned, nue abinga-daed. 
ACT.10.36	Ar bemar wismalad Bab Dummad gaya-burba-nued Israel-dulemarga sogsad, ‘Gwage-bogidik-itoleged Jesucristoba an bemarga ukoye.’ We-Jesucristode bela dulemar Dummadga maisunnad.
ACT.10.37	“Emigindi belagwapa bemardi nue wismalad, Juan-Bautista Bab-Dummad-gaya-burbagi sunmaksagu, degi, Bab-Dummad-digi-ogleged-igar imaksad-sorba, igi Judea-yargi neg gusa, Galilea-yargi onodgu. 
ACT.10.38	Deginbali, bemardi nue wismarbalid, igi Bab Dummad Jesús-Nazaretginedga E-Burba-Nued uksa, degine, e-gangued ega uksabali. Degine, igi Jesús ibmar-nueganbi imakdii-gusbali, degi, igi dulemar-niaburbase-wiledimalad nudakdii-gusbali. Ar Jesús weyob gudigusad, ar ade Bab Dummad eba gudiguad.
ACT.10.39	“Emide nue-anmar-ibyagwar daksamalad, bela Jesús we-ibmar imaksad, Judea-yargi, degi, Jerusalén-neggweburgi. Anmar bela daksamarbalid igi Judiomar nakrusgi biokar Jesús-oburgwismarbalid. 
ACT.10.40	Degi-inigwele, Bab Dummaddi ibapaagi Jesús gannar odulosad, degi, anmarse magaroged imaksad. 
ACT.10.41	Bela dulemarse Jesús magarossulid, unnila anmarse, gusgu Bab Dummad na idu anmar-susmaladse. Anmar, Jesús gannar durgusad-sorba, eba-mas-guchamalad, degi, eba-gobsamarbalid.
ACT.10.42	“Degi, Jesús anmarga sogsad: ‘Be an-barsognamar, an-gaya-burbagi sunmaknamar, dulemarga sognamar: Bab Dummad, Jesús-barmiarye, dulemar-bukwadga, degi, dulemar-burgwismaladga igar-nabogega nugsalesye. 
ACT.10.43	Deginbali, bato Bab-Dummad-gaya-burba-berbemalad iduar sogsa-gusmogad, we-Jesúsgi, dulemar nue bensulile, a-dulemar abonolegoye, e-iskudiid, Jesús-nuggi Bab Dummad ega elioye.’ ”
ACT.10.44	Pedro amba sunmakgwichi, Bab Dummad Burba Nued belagwapa Pedro-itobukmaladgi ubononikid. 
ACT.10.45	Judiomar-Bab-Jesúsba-nanaimalad Pedroba-nonimaladi, geger dakdemalad, Judiosurmaladga Bab Dummad bela-bela E-Burba-Nued-uksamogad. 
ACT.10.46	Ar ade itoarmalad, Judiosurmalad gaya-baid-baid sunmake, degi, Bab-Dummad-nug odummonanai. 
ACT.10.47	Geb degi Pedrodi sogdesun:
ACT.10.47	—¿Doa Bab-Jesús-digi-ogleged-igargi we-dulemar mer ogoye sogmalosunna? ¿Ar anmar-sunnaa Bab-Dummad-Burba-Nued-abingasmarmosursi?
ACT.10.48	Degisoggu, Jesucristo-nuggi a-dulemar Bab-Jesús-digi-ogleged-igar imakega, Pedrodi igar uksasunnad. A-sorba, a-dulemarde Pedrogi wilenagusmalad, wis ibabigbasaar emar-walik gudiguegar.
ACT.11.1	Jesús-nuggi-barmilesmalad, degi, gwenadgan-Bab-Jesúsba-nanaimalad Judeagi-bukwamalad, itoarmalad, dulemar-Judiosurmalad Bab-Dummad-gaya-burba abingasmarmoye. 
ACT.11.2	Pedro Jerusalénse gannar nonigu, Judiomar-Jesúsba-nanaimalad, Pedrose uluarmalad, 
ACT.11.3	ega sogdemalad:
ACT.11.3	—¿Ibiga Judiosurmalad-neg-yaba be dogdii, degi, eba be mas gundibali? ¿Wede isesursi?
ACT.11.4	Agi Pedro ibmar-gebe-gualid-akar ilekwaa bela amarga sogdesunnad: 
ACT.11.5	“Jope-neggweburgi an mai, Bab Dummadse an gorsigu, neg-burgan an daksad, mola-sibu-dummadyobi, e-dukumar-bakegwadgi-atinnar nibneggi anse aidedani. 
ACT.11.6	Nue an dakdegu, an dakalid, galagwensuli we-napneggi ibmar-durgan-unimalad, degi, achu-sapurbalid-bulegan, degi, nusmar-napagi-muskimakdimalad, degi, ibdula-sakan-nikamaladi, a-yagi bukwa an dakalid.
ACT.11.7	“Degi, dule niba anse gole an itosad: ‘Pedro, be gwisgu, we-ibmar be oburgwe, be gunne.’ 
ACT.11.8	Degi an abin-sogded: ‘Dummad, suli, an gunnosuli, ar ibmar-iskana, ibmar-isemaladi gwen an-gaya-yaba dogdisulid.’ 
ACT.11.9	Degi dule niba gannar anse gollarbalid: ‘Bab Dummad ibmar-ised-osulosadi, mer isedye be bar bie.’ 
ACT.11.10	Wegi-gusadi ilapaa gannar-gannar anga soglesad. A-sorbali gannar bela we-ibmar niba seled-gusad.
ACT.11.11	“A-sorbali, dulemar-warbaa Cesarea-akar an-amidanimalad, an-neg-maidse nonimalad, an-sedmalagar. 
ACT.11.12	Bab Dummad Burba Nued anga sokalid: ‘Eba be nae, mer benguo.’ Wemar-gwenadgan-walanergwadi anba nadmarmo, degi, dule-anse-gorsiid-negse an dogdapmarsunnad. 
ACT.11.13	Agi a-dule anmarga sokalid, igi e-neggi ede anger-gwichi dakali, ega soge: ‘Jope-neggweburse dulemar be barmid, Simón bina naegar, a-dule, Pedroye-bimarbalid. 
ACT.11.14	A-Simón-Pedro bega sunmaknonikoed, agi be abonolegoed, degi, bela be-negginmalad abonolemogoed.’
ACT.11.15	“A-neggi an sunmakgwichi Bab Dummad Burba Nued Judiosurmaladgi aidenonikid, igi gebesaila anmargi aidenonigusmogadyob. 
ACT.11.16	Degi, Dummad-Jesús anmarga ibmar-sogsad insaas an naded, deun sogsa-gusgu: ‘Ar Juandi Bab-Dummad-digi-ogleged-igar imaksadi, unnila digi dulemar-ogsad, bemardi Bab Dummad Burba Nuedgi oglemaloed.’ 
ACT.11.17	Bab Dummad, anmarga E-Burba-Nued-uksad anmar Dummad-Jesucristogi-bensulidba. Ayobi Bab Dummad dule-Judiosurmaladga E-Burba-Nued-uksamogad. Degite, ¿ande doa-dule-sunna, Bab Dummad igar an biskeye soger?” Geg an bisked.
ACT.11.18	Bela Pedro ega ibmar sogsad itosmargu, bogidik ambikusmalad. Geb degi Bab-Dummad-nug ogannodmarsunnad, sogdemalad: “Degisoggu, Bab Dummad dulemar-Judiosurmalad na e-iskuedga ulubgi bukib-binsaed ega uksamogad, e-daed ogwaegar, adi nabir burba-geg-bergued nikumarmogagar.”
ACT.11.19	Degidgine, Bab-Jesúsba-nanaimalad, Esteban-oburgwilesad-ular, deun baregilleargu, aisakid-gusmalad. Gwen-gwen nade-gusmalad, Feniciase, Chiprese, degi, Antioquíase. Amar dulemar-baiganga Bab-Jesús-gaya-burbagi gwen sunmaksasurmalad, unnila Judiomargarbi sunmaksamalad. 
ACT.11.20	Degi-inigwele, gwenadgan-aisakid-gusmalad gwen-gwen Chipre, degi, Cireneginmalad, Antioquíase modapmargu, Griego-dulemarga gaya-burba-nuedgi sunmakdapmalad, Bab-Jesúsgi. 
ACT.11.21	A-gwenadganba Bab-Dummad-gangued nue gudigusoggu, bukidar Bab-Jesúsgi bengussurmalad, degi, Bab-Jesúsba nagusmarsunnad.
ACT.11.22	Jerusaléngi Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad itoarmargu, Antioquíagi Judiosurmalad Bab-Jesúsba nagusmarmoye, Antioquíase Bernabé-barmiar-gusmalad. 
ACT.11.23	Bernabé Antioquíase nonigu, daknonikid, Bab Dummad Judiomargi nued binsasayob, Judiosurmaladgi nued binsasmogad. Bernabé degi-daksagu, weligwar itosad, degi, gwenadgan-ogannoar, ega sokarsunnad, “Mer Bab-Jesús-igargi galakumaloye.” 
ACT.11.24	Ar ade Bernabéde dule-nued-daed, degi, nue Bab-Dummad-Burba-Nued-nikabalid, agi Jesúsgi nue bensurbarsoggu, bukidar Bab-Jesúsba nagusmarbarsunnad.
ACT.11.25	A-sorba, Bernabé Tarsose nade-gusad, Saulo-amienaegar. Bernabé Saulo-amisgu, Antioquíase Saulo-senonikid. 
ACT.11.26	Agine, Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad-walik birgagwen gudigusmalad, Jesús-igargi dulemar-bukidar-odurdakdii-gusmalad. Deun a-neggweburgi gebe Bab-Jesúsba-nanaimalad, Cristianoye-binonimalad.
ACT.11.27	A-ibagangi Bab-Dummad-gaya-burba-berbemalad Jerusaléngi bukwad, Antioquíase nonimalad. 
ACT.11.28	Agi Bab-Dummad-gaya-burba-berbeged-wargwen, Agabo-nugadi, sunmakdii-gualid, Bab-Dummad-Burba-Nued-nikadba dulemarga sokalid: “Bela we-napneg-naidgi, ukud-dummad daniye.” Dakleargu, Claudio Romagi dummadga maiunni, Agabo-sogsadyob gusad.
ACT.11.29	Degisoggu, Antioquíagi Bab-Jesúsba-nanaimalad, gwenadgan-Judeagi-bukwamalad-bendake-sokarmarsunnad. Na ibmar-nikadba na ukdemalad. 
ACT.11.30	Degisoggu, gwenadgan-bendakega gwenadgan-Judeagi-e-idumaladga-gudimaladse Sauloba, degi, Bernabéba ibmar barmis-gusmarsunnad.
ACT.12.1	A-ibagangine Rey-Herodes gwen-gwen Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad wioar-gusad. 
ACT.12.2	Rey-Herodes deun Santiago espunyargi oburgwed imaksad. Santiagode Juan-e-iad.
ACT.12.3	Herodes daksagu, deun ede Santiago-oburgwisad Judiomar yeer itosa, a-ulale, Pedro eskaryagi mete-sokarsunnad. Deunni a-ibagangi Madu-Inasuli-Gulleged-Iba naid. 
ACT.12.4	Herodes Pedro-gaega imaksagu, eskaryase metenad-gusmarsunnad. Geb degine, Pedrogi-nakulemalagala suar-ibmala-danabake-urbisbalid, danagwengi warbake. Herodesdi binsasad, iba-sorba dulemar-wagab Pedroga igar-itogoye, adi Pedro-oburgwemalagar.
ACT.12.5	Degisoggu, Pedrodi eskaryagi mellesiid, suar-ibedmardi egi nakulebukwa-gusmalad. Bab-Jesúsba-nanaimalad-danar-ambikunoni-damaladdi Pedroga ise Bab Dummadse gorbukwa-gusmalad.
ACT.12.6	Herodes, Pedroga igar-itogoye sogsad-ibagi, a-mutik, deun oibodanigu, Pedro suar-ibmala-warbogwad-abargi, nue eskoro-dub-goabogwadgi ise-edinnar gabmai-gusad. Deginbali, suar-ibmala-baigan, yawagak-naba eskarya edarbegwichi-gusmarbalid. 
ACT.12.7	Agi Bab-Dummad-e-anger-wargwen Pedrose ukiar nonikid, eskaryagi gwallu-mee imaknonikid. Pedro-odakegala dikargi ebunonikid, ega sogdesunnad: “Gwae be gwisgu.” Degi, eskoro-dub-e-argangi-atinnaledi yog achikar naded.
ACT.12.8	Degi, anger ega sogdebalid: “Mor be yoe, degi, nag-uka be yobar.” Anger-sogedba Pedrodi imaksasunnad. Degi anger Pedroga sogdebalid: “Be-suba be yobar, anba be dage.”
ACT.12.9	Pedro eskaryagi noargu, anger-sorba nai danisunnad. Anger-e-onodanikid Pedro nabirsurye bienad, na gabdakmaiye bienad. 
ACT.12.10	Anger, Pedro-ebo suar-ibmala-eskarya-edarbemalad-gebe-gwichimaladgi nasmalad, degi, a-sorba-gwichimaladgi nasmarbalid. Neggweburse-naed-yawagak eskoro-biidse modapmargu, wargwen ega argaded. Yawagakgi nosmargu, igar-wargwengi nasmalad, geb degi anger Pedrogi bangudsunnad.
ACT.12.11	Degi geb Pedro nue neg-itoargu, sogdesunnad: “Emigindi nue mag an neg-itosundo. Bab Dummad e-anger-barmialid, adi Herodesgi an wakinnega, degi, Judiomar bela bato an-oburgoedba weligwar-itobukmaladgi an-onosad.”
ACT.12.12	Pedro wegi-binsasad-sorba, María-negse modapsunnad. Maríade, Juan-e-nanad. Juan, Marcosye-bimarbalid. A-neggine deun dule-bukidar Bab Dummadse gorbukwa-gusmalad. 
ACT.12.13	Pedro gebe-yawagak-idu-gwichidse gordapgu, yagwa-gwensak, Rode-nugadi abin noalid. 
ACT.12.14	A-bunagwade Pedro-gaya mag itosgu, weligwar-itogedba ega yawagak gwen egassulid, aka gannar yaba abarmakde-gusad. Rode dulemarga sogdapid: “Pedro yawagak-naba gwichiye.” 
ACT.12.15	Amar bunagwaga sokarmalad: “Be goellebi-sii.”
ACT.12.15	Bunagwa, “Napiraye,” amarga sognai-gualid. Degi amar sokarsunnad: “Wedi Pedro-e-anger gudiid.”
ACT.12.16	Pedrodi binnasur yawagak ogornagusad. Ega yawagak egasmargu, Pedro-sunnad gwichi dakarmargu, nue geger dakdemalad. 
ACT.12.17	Mer dulemar oimakegala, Pedro argangi emarse achasad, degi, geb amarga sogdesunnad, igi Dummad-Jesús ede eskaryagi-siid e-onosa. Degi Pedro sogdebalid: “Santiagoga bela bemar sogoye, degi, gwenadgan-baiganga sogmarbaloye.”
ACT.12.17	A-sorba Pedro node-gusad, degi, neg-baidsik edi nadsunnad.
ACT.12.18	Neg-oibosgu, suar-ibmaladi na beedse nue akusunna ito-guarmalad, ar wichurmalad igi Pedro gusa, bia nade. 
ACT.12.19	Herodes suar-ibmala-barmissunnad, Pedro-aminaegar. Suar-ibmalade gwen Pedro-amissurgusmalad. Herodes Pedro-edarbismaladse nue egisnai-gualid. Ar ega nue ibmar sogmarsursoggu, igar uksasunnad, a-suar-ibmala oburgwemalagar. A-sorba Herodes Judea-akar Cesarease nadsunnad. A-neggweburgi Herodesdi megdapsunnad.
ACT.12.20	Herodes deun a-ibagangi, Tiro-dorganse, degi, Sidón-dorganse urwediid. A-dulemar na igar-amismargu, Herodesse nonimalad. Blasto, rey-gabed-neg-ya-dakedse gornonimalad, ebo nue nuguegar, adi e-irwa Herodesga sunmakegar, ega igar-nabogegar. Ar ade Tiro, degi, Sidón-dorgan Herodesse mas bakbukmarsoggu, nue igar-nabobi guarmarsunnad.
ACT.12.21	Herodes, Tiro, degi, Sidón-dorganga iba uksagu, a-ibagi ese nonimarsunnad. A-ibagi Herodes rey-mor-yoed na yosad, degi, rey-gan-sigedgi na sigisad. Agi ega igar-nikaa yeer sunmaksad. 
ACT.12.22	Dulemar-Herodes-itobukwad binnasur gotemalad: “We-dule-ibmar-sogsiidi dule gwen sunmaksulid, Bab Dummad sunmak an itoged.” 
ACT.12.23	Aka-a-wachigi Bab-Dummad-anger Herodesgi boni yononisunnad. Ar ade Herodes Bab-Dummad-nug odummossulid. Degisoggu, Herodes nusubi e-san-malemai burgwisad.
ACT.12.24	Bab-Jesús-gaya-burbadi nasgumai-gusad. We-gaya-burba-nued bela egi sunmaklemai-gusad.
ACT.12.25	Bernabé, Saulo-ebo Jerusaléngi arbaed bergusmargu, Antioquíase nadmarsunnad. Juan eba nade-gusmogad. Juan, Marcosye-nugbalid.
ACT.13.1	Antioquía-neggweburgine Bab-Jesúsba-nanaimalad-danar-ambikunoni-damalad-abargi Bab-Dummad-gaya-burba-berbemalad, degi, dulemar-odurdakmalad gudigusmarmogad. Amar Bernabé, Simón, Sichidye-bimarbalid, degi, Lucio-Cirenegined, agi Manaén, Rey-Herodes-tetrarca-ebo na dungusad, degi, Saulode. 
ACT.13.2	Ibagwengi amar mas-gunsuli Bab Dummadse gorbukmargu, Bab Dummad Burba Nued ega sognonikid: “Bernabé, Saulo-ebo anga bachikii nugsamalo, adi an barmidega bia an oarbabi-gunaidse.”
ACT.13.3	Degiid-sorba, gwenadgan mas-gunsuli Babse gochamargu, a-sorba Bernabé-nonogi, degi, Saulo-nonogi argan mesismalad, adi oyogegar, Bab Dummad wemar-susye, degi, wemar barminabarye. A-sorba gwenadgan Bernabé, degi, Saulo-barmismarsunnad.
ACT.13.4	Bernabé, Saulo-ebo Bab-Dummad-Burba-Nued-sogedba barmilesmargu, Seleuciase nadmalad, degi, agi mai, urgi Chipre-dupse obakdemar-gusad. 
ACT.13.5	Ar Bernabé, Saulo-ebo Salamina mosmargu, Judiomar-onmaked-negmargi Bab-Dummad-gaya-burbagi sunmakdemalad. Juan-Marcos, emar-bendakegala, eba nadapgusmarmogad.
ACT.13.6	Bela Chipre-dupugi neggwebur-bukmaladse ataksamargu, Pafosse modapmalad. Agi Judio-wargwen, Barjesúsye-nugad abinguarmalad. A-dulede neled, degi, gakansaar dulemar-yardakdiid, sogdiid, ede Bab-Dummad-gaya-burba-berbegedye. 
ACT.13.7	We-dulede, dule-dummad-wargwen, saila-Sergio-Paulo, dule-binsaed-ibed, aba gudiid. Saila-dummadde Bernabé, degi, Saulo-nik gocha-gusad, ar ade Bab-Dummad-gaya-burba itobimogad. 
ACT.13.8	Ar ner-Elimasde, ar deyob e-nug oduloleged, saila-Sergio-Paulo-binsaed ganai-gualid, adi mer Bab-Jesús-igar abingaegar.
ACT.13.9	Degi Saulo, Pabloye-nugbalid, nue Bab Dummad Burba Nued nikasoggu, ise-atakar Elimasgi atakdegu, ega sogded:
ACT.13.10	“Be bela-bela aimar-yardaked-dule, be dule-iskana, be nia-saila-machi, ibmar-nued-e-istarad. ¿Bab-Dummad-igar-nued-maid be ichodiid, ade be indakosurde? 
ACT.13.11	Degisoggu, emigindi Bab Dummad begi gwisgunonisunnoed; aku-atake be guoed, ibabigbasaale be dad-ibeler bar dakosulid.”
ACT.13.11	A-sorba, yog Elimasgi nega-sichid nagunonisunnad, aku-atak gunonikid. Degisoggu, aka-aka dule-amidii-gualid, adi argangi e-nidmalagar. 
ACT.13.12	Saila-dummad degi-ibmar-gusad daksagu, Bab-Jesúsgi bar gwen bengussulid, ar ade Bab-Jesús-igar-maid geger nue daked.
ACT.13.13	Pablo, degi, eba-gudimalad Pafosgi mai, urgi Pergese obakdemalad, Panfilia-yalaganba. Juan-Marcosdi egi banguded, adi Jerusalénse gannar ali-gusad. 
ACT.13.14	A-sorba Pergegi gudii, nade gusmalad Pisidia-yarse, Antioquía-neggweburse. Degi obunnoged-ibagi Judiomar-onmaked-negse dogdapmalad, agi sigidapmarsunnad. 
ACT.13.15	Moisés-igar-mesisad, degi, Bab-Dummad-gaya-burba-berbemalad-garda-narmaksamalad-absosmalad-sorba, Judiomar-onmaked-neg-e-dummagan Pabloga, degi, Bernabéga sokarmalad: “Gwenadgan, bemar gakagwensaar girmarga ibmar sogbiele, sunna bemar girmar-unaodo.”
ACT.13.16	Pablo gwisgus imaksagu, argan oyosad, adi bogidik ambikumalagar, nue e-itomalagar. Degi geb sogdesunnad: “Israel-dulemar, degi, bela bemar-Bab-Dummad-dobee-nanadimalad, nue an-itomalo: 
ACT.13.17	Bab Dummad, anmar-Israel-dulemar-e-Bab-Dummad, anmar-dadgan-susa-gusad. Amba Egipto-yargi maiga gubukwamargu, Bab Dummad anmar-dadgan-omelosad. Geb degi na e-ganguedba a-yargi bukwa onosad, Canaán-yarse sedagegar.
ACT.13.18	“Birga-dulabosaar nega-dule-sulidganba anmar-dadgan-istar-nanaedba, Bab Dummad anmar-dadgan-bargadii-gusad. 
ACT.13.19	Canaán-yarse anmar-dadgan dognonigu, dulemar-akar-akar-sogagugle-bukmalad obelosad, geb amar-yar Bab Dummad anmar-dadganga uksa-gusad. 
ACT.13.20	We deyob gusadi, birga-dulataled-ilabake-gaka-dulabo-gakambe-wilub (450) deyob gusad.
ACT.13.20	“Geb a-sorba, Bab Dummad anmar-dadganga dule-nabir-igar-nabiromalad ega uksa-gusad, Samuel, Bab-Dummad-gaya-burba-berbeged mai-gusadse. 
ACT.13.21	A-sorba anmar-dadgan, rey-nikubi-guarmalad. Bab Dummadse rey-egichismargu, Bab Dummad ega Saúl, Cis-machi, uksa-gusad. A-dulede, anmar-dad-Benjamín-e-wagwad. Saúl birga-dulabo reyga mai-gusad. 
ACT.13.22	Saúl-reyga-maid Bab Dummad obachagusad, geb David reyga mesnonikid. Bab Dummad David-nik sogsa-gusad:
ACT.13.22	We-David, Isaí-machi,
ACT.13.22	dule an-gwage-sunnaa-binsaed,
ACT.13.22	a an-ibmar-abeged anga bela saoed.
ACT.13.22	1 S. 16:12
ACT.13.23	“Bab Dummad bato iduar igar-mesisadba guegala we-dad-Davidgi Israel-dulemar-abonoged ogwisnonikid. We-dulede Jesúsye-nugad. 
ACT.13.24	Jesús amba yo nonikid-iduar, Juan-Bautista Bab-Dummad-igargi sunmaknonikid, Israel-dulemarga sognonikid: ‘Na be-ulubgi bukib binsamar, be-daed be gwagmarsun, degi, Bab-Dummad-digi-ogleged-igar be imakmarsun.’ 
ACT.13.25	Juan e-arbaed-wilubgan bergunaigua, sogde-gusad: ‘¿Doaye bemar an-bimala? ¿Bab-Dummad-dule-wargwen-barmidagoye-sogsad-duleye be an-bimala? An a-dulesulid. An-sorba-danikiddi anba bur-dule-dummadid, degisoggu, e-sapat-dubse-bakar geg an ei esiked.’
ACT.13.26	“Gwenadgan, bemar-Abraham-e-waganye-sogbukmalad, degi, bemar-Judiosurmalad degi-inigwele Bab-Dummad-dobee-nanadimalad, bemarga we-gaya-burba-nued barmilenaid, adi bemar abonolemalagar. 
ACT.13.27	Ar Jerusaléngi-bukmalad, degi, e-dummagan, Jesús-aku-daksamalad. Degine, Bab-Dummad-gaya-burba-berbemalad-narmakar-maid, itoged-irba obunnoged-ibagi absodimalan-inigwele, aku amba itosmalad. Degite, dummagan Bab-Dummad-Gardagi-narmakar-naidba imaksamalad, deun Jesús-oburgweye sognonimargu. 
ACT.13.28	Amarde gwen oburgwed-igar Jesúsga mai daksasurmalanad, degite Pilatose egisnanai-gusmalad, ega Jesús-oburgwegar. 
ACT.13.29	Ar igi Bab-Dummad-Gardagi Jesúsgi narmakar nai, deyob bela gusgua, nakrusgi-naid odesmargu, geb degi neg-uangi digsa-gusmalad.
ACT.13.30	“Ar Bab Dummaddi Jesús-burgwar-maid gannar odulos-gusad. 
ACT.13.31	A-Jesús, Galilea-akar-Jerusalénse-eba-nade-gusmaladse na ibbigbasaale magarodii-gusad. A-dulemar emide dulemar-baiganga Jesúsgi na-ibmar-daksamaladba sunmakdimarsunnad.
ACT.13.32	“We-gaya-burba-nued anmar-dadganga sogles-gusad, anmar bemarga egi sunmakdimarmosundo. 
ACT.13.33	Ar anmar e-wagan gusoggu, anmarga Bab Dummad we-Jesús-burgwar-maid na odulononikid, ar igi bato narmakar Salmo-bogwadgi nai:
ACT.13.33	Be An-Machi-sunnad,
ACT.13.33	emi-ibagi an bega oyonaid,
ACT.13.33	an be-Bab-sunnad guye.
ACT.13.33	Sal. 2:7
ACT.13.34	“Degi, adi mer Jesús-san nunguegala, Bab Dummad gannar Jesús-odulosye sogedgi, Bab Dummad e-gaya-burbagi bato weyob idu sogsa gusad:
ACT.13.34	Davidga ibmar-napiragwad
ACT.13.34	an nue ukoye sogsadi,
ACT.13.34	bega an ukoed.
ACT.13.34	Is. 55:3
ACT.13.35	Aga Salmo-baidgi sognaibalid:
ACT.13.35	Dule-swilidikid-e-san neg-uangi
ACT.13.35	nungued be imakosulid.
ACT.13.35	Sal. 16:10
ACT.13.36	“Ar David Bab-Dummad-sogedba e-dulamarga ibmar imaksad. David burgwisgu, e-dadgan-abargi diglesad, geb e-san nungusad. Degisoggu, David na dukin egi sunmaksasulid, Jesús-nik sogsagusad. 
ACT.13.37	Ar we Jesúsdi, Bab Dummad ogwichisad, adi e-san nungussurgusad, ar ade Jesús burgwar-maigu, Bab Dummad odulosad, degisoggu e-san nungussurdo.
ACT.13.38	“Degisoggu gwenadgan, bemar wisgue-wilubbid, anmar bemarga-sogdiid anmar-gwage-iskudimalad, Jesúsgi nabir gwage iskussuliyob gunoni-daed. 
ACT.13.39	A-ulale, bela dulemar Jesúsgi-bensurmalad, gwage nudaklenoni-daed, ar Moisés-igar-uksaddi geg dule-gwage nudaked. 
ACT.13.40	Degisoggu nue salakarmar, abakalegi Bab-Dummad-gaya-burba-berbemalad-narmaksad bemar-nik we sogele, deun sogsa-gusgu:
ACT.13.41	Nue be itomar,
ACT.13.41	bemar Bab-Dummadgi-dododimalad,
ACT.13.41	degi, egi-bengudimarbalid.
ACT.13.41	An ibmar-bemar-abargi-imakoedi,
ACT.13.41	geger bemar dakmaloed,
ACT.13.41	degi, bemar burgwemaloed.
ACT.13.41	An ibmar-bemar-abargi-imakoedi
ACT.13.41	dule-baid bemarga sogena,
ACT.13.41	bemar bengumaloenad.”
ACT.13.41	Hab. 1:5
ACT.13.42	Pablo, degi, e-sordamar Judiomar-onmaked-neggi noarmargu, Judiosurmalad egi wilenagusmalad, adi emarga gannar obunnoged-iba-baidse Jesús-igargi ega sunmakdamalagar. 
ACT.13.43	Pablo, degi, Bernabémala Judiomar-onmaked-neggi ainidmargu, Judiomar, degi, Judio-igar-abingasmalad, Pabloba, degi, Bernabéba bukidar nade-gusmalad. Amarga Pablo sunmakalid, “Nue salakarmarye, bemar Bab-Jesús-igar-amismalad mer a-igar be iemaloye.”
ACT.13.44	Obunnoged-iba nonigu, neggwebur belasaale ambikunonimalad, adi Bab-Dummad-gaya-burba itomalagar. 
ACT.13.45	Judiomar dulemar-bukidar-bukwa dakargu, nobgudmalad. Pablo ibmar-soggwichidi ichodmalad, degi, ukabsadmarbalid. 
ACT.13.46	Degi Pablo, Bernabé-ebo nue-dobsuli sunmakdemalad, Judiomarga sogdemarsunnad: “Ar bemargar-insa Bab-Dummad-gaya-burba soglegoye igar soglesanad. Ar bemar abingasurmarsoggu, bemar baisur-dakedba burba-geg-bergued yapa niku-gusmalad. Degisoggu, anmar Judiosurmaladga we-gaya-burba sunmaknamarsunnoed. 
