GEN.1.1	Naãrãed̶a Ãcõrẽba bajãda idjab̶a naʌ̃ ẽjũãda osia. 
JHN.1.44	Maʌ̃ Pelipera Betsaidá purud̶ebema basía. Andrera idjab̶a Pedro sid̶a mamabema basía. 
JHN.1.45	Maʌ̃ne Pelipeba Natanaelda jʌrʌd̶e wãsia. Unuped̶a jarasia:
JHN.1.45	–Moiseba b̶ʌd̶a leyd̶e jara b̶ʌ ẽberãda daiba unusid̶aa. Ãcõrẽneba bed̶eabadarãba idjid̶ebemada b̶ʌsid̶aa. Idjira Jose warra Jesu Nazared̶ebemaa.–
JHN.1.46	Natanaelba Pelipea jarasia:
JHN.1.46	–¿Mãwãra dadjirã bia duananira Nazared̶eba zeica?–
JHN.1.46	Pelipeba jarasia:
JHN.1.46	–Wãna acʌd̶e.–
JHN.1.47	Jesuba Natanael idjimaa zebʌrʌ unusid̶e jarasia:
JHN.1.47	–¡Acʌd̶adua! Naʌ̃drʌ wãrãda israelerã dji araa. Djãrãra cũrũgacaa.–
JHN.1.48	Natanaelba Jesura unuca bad̶a bẽrã iwid̶isia:
JHN.1.48	–Bʌa mʌ̃nebemada ¿sãwã cawa b̶ʌ?–
JHN.1.48	Jesuba panusia:
JHN.1.48	–Pelipeba bʌ jʌrʌd̶e wãi naẽna mʌ̃a cawa b̶asia bʌra higojõ bacuru edrecare b̶ʌda.–
JHN.1.49	Maʌ̃ carea Natanaelba jarasia:
JHN.1.49	–Jaradiabari, bʌra wãrãda Ãcõrẽ Warraa. Bʌra dadji israelerã Boroa.–
JHN.1.50	Maʌ̃ne Jesuba jarasia:
JHN.1.50	–Mʌ̃a bʌra higojõ bacuru edrecare b̶ʌda cawasiad̶a a b̶ʌ carea ¿bʌa mãwã crĩcha b̶ʌca? Maʌ̃ cãyãbara ne ununaca waib̶ʌara b̶eada zocãrã unuya.–
JHN.1.51	Maʌ̃be Jesuba jarasia:
JHN.1.51	–Wãrã arada mʌ̃a jaraya: bãrãba bajãra ewa nũmʌda ununia. Idjab̶a ununia bajãnebema nezocarãra mʌ̃, Naʌ̃ Djara Edad̶a b̶ʌmaa ud̶aa zed̶aped̶a ʌ̃taa wã duanʌda.–
JHN.2.1	Ewari ũbea bad̶acarea ẽberãda dji edasid̶aa Caná purud̶e Galilea druad̶e. Maʌ̃ carea b̶ʌsrid̶a ewarida o panasid̶aa. Jesu papada mama b̶asia. 
JHN.2.2	Jesura, idji ume nĩbabadarã sid̶a maʌ̃ quima edabʌrʌ b̶ʌsrid̶a o panʌmaa jarasid̶aa wãnamãrẽã. 
JHN.2.3	Mãwã panʌne uva b̶ara jõna bẽrã dji papaba Jesua jarasia:
JHN.2.3	–Uva b̶ara jõsia.–
JHN.2.4	Maʌ̃ne Jesuba jarasia:
JHN.2.4	–Papa, ¿cãrẽ cãrẽã bʌa mʌ̃́a maʌ̃gʌra jara b̶ʌ? Mʌ̃ ewarira wad̶i jũẽẽ́ b̶ʌa.–
JHN.2.5	Baribʌrʌ Jesu papaba dji jed̶e panʌ́a jarasia:
JHN.2.5	–Idjia jarabʌrʌra jũma od̶adua.–
JHN.2.6	Maʌ̃ne sei zoco waib̶ʌa mõgara od̶ada arima panasid̶aa. Judiorãba maʌ̃ zocod̶eba baidoda juebadjid̶aa ne sʌgʌd̶aped̶a Ãcõrẽ quĩrãpita bia b̶ead̶i carea. Zocoza veinte wa treinta galoʌ̃ poya b̶easia.
JHN.2.7	Maʌ̃ne Jesuba uva b̶a jed̶e panʌ́a jarasia:
JHN.2.7	–Za b̶ea zocoda baidoba birad̶adua.– 
JHN.2.7	Ara maʌ̃da bira tʌ nũmʌsid̶aa. 
JHN.2.8	Maʌ̃be Jesuba jarasia:
JHN.2.8	–Jãʌ̃be maãrĩ jued̶aped̶a uva b̶a jed̶e panʌ boromaa eded̶adua.–
JHN.2.8	Ara maʌ̃da mãwã osid̶aa. 
JHN.2.9	Maʌ̃be uva b̶a jed̶e panʌ boroba maʌ̃ baido bad̶ada do zasia. Wãrãda uva b̶ada dosia, baribʌrʌ idjia adua b̶asia sãma juesid̶ada. Ab̶abe dji jed̶e panʌbʌrʌ cawa panasid̶aa. Uva b̶a jed̶e panʌ boroba dji umaquĩrã quima edaya b̶ʌda trʌ̃ped̶a jarasia:
JHN.2.10	–Jũmarãba naãrã uva b̶a biara b̶ʌda jed̶ebadaa. Jĩrũare quĩrã pʌrrʌa duanenacarea uva b̶a mãcuaẽ́ b̶ʌda jed̶ebadaa. Baribʌrʌ bʌa uva b̶a dji biara b̶ʌ mẽrã erob̶ad̶ada ʌ̃rãbʌrʌ jed̶ebibʌrʌa.–
JHN.2.11	Maʌ̃ ne ununaca naãrã od̶ara Jesuba Caná purud̶e Galilea druad̶e osia. Maʌ̃gʌd̶eba idjira dji Dromada unubisia. Mãwã idji ume nĩbabadarãba idjira wãrãda ĩjãsid̶aa.
JHN.2.12	Mãwãnacarea Jesura Capernauʌ̃ purud̶aa wãsia. Idji papada, idji djabarãda, idji ume nĩbabadarã sid̶a idji ume ãbaa wãsid̶aa. Mama dãrã pananaẽ́ basía.
JHN.2.13	Judiorã Egiptod̶eba ẽdrʌped̶ad̶a quĩrãnebabada ewarida caita b̶asia.
JHN.2.14	Mama Ãcõrẽ de droma dajada unusia Ãcõrẽa babue diad̶i careabemada nẽdobue panʌda. Pacada, ovejada, puchirã sid̶a nẽdobue panasid̶aa. Idjab̶a ʌ̃cʌrʌba Ãcõrẽ de dromane diaida b̶ʌ paratara dji drua ãĩba zebʌdarãa nẽbʌa nẽdobuebadjid̶aa ãĩbema paratara diacara panana bẽrã. 
JHN.2.15	Maʌ̃ carea Jesuba jʌ̃carada soa quĩrãca osia. Maʌ̃ba Ãcõrẽ de dajada duanʌra, ãdji ovejada, ãdji paca sid̶a jũma ãyã jʌretacuasia. Dji parata nẽdobuebada mesa coretacuabʌrʌd̶e ãdji paratara egode cua dogosia. 
JHN.2.16	Mãwã obʌrʌd̶e idjia puchirã nẽdobuebadarãa jarasia:
JHN.2.16	–Jũma naʌ̃gʌra ãyã eded̶adua. Mʌ̃ Zeza dera ne nẽdobuebada deda orãnadua.–
JHN.2.17	Maʌ̃ne idji ume nĩbabadarãba quĩrãnebasid̶aa Ãcõrẽ Bed̶ead̶e nãwã b̶ʌ́ b̶ʌda: “Bʌ de dromara mʌ̃a bio quĩrĩã b̶ʌ bẽrã mʌ̃ra beuya.”
JHN.2.18	Mãwã b̶ʌd̶e judiorã dji dromarãda arima panasid̶aa. Maʌ̃gʌrãba Jesua jarasid̶aa:
JHN.2.18	–Dairãa unubidua Ãcõrẽba bʌ́a jãwã obi b̶ʌda.–
JHN.2.19	Jesuba panusia:
JHN.2.19	–Naʌ̃ de dromada ãrĩnibʌrʌ, mʌ̃a ewari ũbead̶e wayacusa oya.–
JHN.2.20	Maʌ̃ne judiorã dji dromarãba jarasid̶aa:
JHN.2.20	–Naʌ̃ Ãcõrẽ de dromara 46 poa edesia jũma pãrãni carea.
JHN.2.21	Jesuba naʌ̃ de dromaana asid̶e ara idjid̶ebemada bed̶ea b̶asia. 
JHN.2.22	Idji ʌ̃rẽbad̶acarea idji ume nĩbabadarãba quĩrãnebasid̶aa idjia mãwã jarad̶ada. Maʌ̃be ãdjirãba Ãcõrẽ Bed̶ead̶e b̶ʌ́ b̶ʌra, Jesuba jarad̶a sid̶a wãrãda ĩjãsid̶aa.
JHN.2.23	Judiorã Egiptod̶eba ẽdrʌped̶ad̶a quĩrãnebabada ewarid̶e Jesura Jerusaleʌ̃ne b̶asia. Maʌ̃ne zocãrã ne ununacada osia. Maʌ̃ carea zocãrãba idjira ĩjãsid̶aa. 
JHN.2.24	Baribʌrʌ Jesuba jũmarã crĩchada cawa b̶ʌ bẽrã ĩjãẽ́ basía ãdjia wãrãda ĩjã panʌda. 
JHN.2.25	Jũmarã soda cawa b̶ʌ bẽrã ni ab̶aʌba idjía ẽberãrã sãwã b̶eada jarad̶iẽ́ panasid̶aa.
JHN.3.1	Pariseoda b̶asia Nicodemo abadada. Idjira judio dji droma basía. 
JHN.3.2	Maʌ̃ Nicodemora diamasi Jesumaa wãsia. Maʌ̃be Jesua jarasia:
JHN.3.2	–Jaradiabari, dairãba cawa panʌa bʌra Ãcõrẽba diabued̶ada. Bʌa o b̶ʌ ne ununacara ni ab̶aʌ ẽberãba poya oẽ́a Ãcõrẽda idji ume b̶ʌẽ́bʌrʌ.–
JHN.3.3	Jesuba idjía jarasia:
JHN.3.3	–Wãrã arada mʌ̃a bʌ́a jaraya: ẽberãda wayacusa tod̶aẽ́bʌrʌ Ãcõrẽ purud̶ebema baẽ́a.–
JHN.3.4	Maʌ̃ carea Nicodemoba idjía iwid̶isia:
JHN.3.4	–¿Sãwã dadji drõã b̶ʌda wayacusa tod̶i? Mãẽteara ¿dadji papa b̶ited̶a wãida b̶ʌca wayacusa tod̶amãrẽã?–
JHN.3.5	Jesuba panusia:
JHN.3.5	–Wãrãda mʌ̃a bʌ́a jaraya: baidod̶eba, Ãcõrẽ Jaured̶eba bid̶a tod̶aẽ́bʌrʌ, Ãcõrẽ purud̶ebema baẽ́a.
JHN.3.6	Dadji papaba tod̶ara naʌ̃ djarad̶eba zed̶aa, baribʌrʌ wayacusa tod̶ara Ãcõrẽ Jaured̶eba tod̶aa. 
JHN.3.7	Mʌ̃a wayacusa tod̶ida panʌana ad̶a carea jũmawãyã crĩcharãdua. 
JHN.3.8	Nãũrãra bariduaareba puábaria. Dji jĩguara ũrĩbarimĩna cawacaa sãmaareba zeida idjab̶a sãmaa wãida. Ara maʌ̃ quĩrãca b̶ʌa Ãcõrẽ Jaured̶eba tod̶ara. Ãcõrẽ Jaurera ununacamĩna cawa panʌa ẽberã sod̶e sãwã o b̶ʌda.–
JHN.3.9	Nicodemoba jarasia:
JHN.3.9	–Ãcõrẽ Jaureba ¿sãwã maʌ̃ra mãwã oi?–
JHN.3.10	Jesuba panusia:
JHN.3.10	–Bʌra Israeld̶ebemarãa Ãcõrẽ bed̶ea jaradiabari dji dromamĩna ¿maʌ̃da adua b̶ʌca? 
JHN.3.11	Wãrã arada mʌ̃a bʌ́a jaraya: daiba cawa panʌnebemada, unu panʌnebema sid̶a bed̶ea panʌa baribʌrʌ daiba bed̶ea panʌra bãrãba ĩjãnacaa. 
JHN.3.12	Mʌ̃a naʌ̃ ẽjũãne unubadad̶ebema jara b̶ʌda bãrãba ĩjãnacabʌrʌ, bajãnebemada jaraibʌrʌ ¿sãwã ĩjãni?
JHN.3.13	Ni ab̶aʌda bajãnaa wãnacaa maʌ̃ cawai carea. Ab̶abe mʌ̃, Naʌ̃ Djara Edad̶aba maʌ̃ra cawa b̶ʌa, bajãneba zed̶a bẽrã.
JHN.3.14+JHN.3.15	Moiseba ẽjũã põãsa ewaraga b̶ʌd̶e dama ʌ̃tʌ jira b̶ʌd̶a quĩrãca,
JHN.3.16	Wãrãda Ãcõrẽba ẽberãrã bio quĩrĩã b̶ʌ bẽrã idji Warra ab̶a b̶ʌda naʌ̃ ẽjũãnaa diabuesia jũma idji ĩjãbʌdara aduarãnamãrẽã, ãtebʌrʌ idji ume ewariza zocai b̶ead̶amãrẽã. 
JHN.3.17	Ãcõrẽba idji Warrara naʌ̃ ẽjũãnaa diabueẽ́ basía ẽberãrã bed̶ead̶e b̶ʌmãrẽã ãtebʌrʌ diabuesia ẽdrʌ edamãrẽã. 
JHN.3.18	Ãcõrẽba idji Warra ĩjã b̶ʌra bed̶ead̶e b̶ʌad̶a aẽ́a. Baribʌrʌ idji Warra ĩjãẽ́ b̶ʌra Ãcõrẽba bed̶ead̶e b̶ʌad̶a abaria, idji Warra ab̶a b̶ʌda igara b̶ʌ bẽrã.
JHN.3.19	Ãcõrẽba naʌ̃ ẽjũãnebemarãra bed̶ead̶e panʌana abaria naʌ̃ carea: ʌ̃naara naʌ̃ ẽjũãne zesia jũmarãba sãwã nĩbad̶ida panʌda ununamãrẽã. Baribʌrʌ ẽberãrãba obadara cadjirua bẽrã pãĩmadrʌ biara quĩrĩãsid̶aa. 
JHN.3.20	Jũma cadjirua obadaba ʌ̃naara quĩrĩãnacaa. Ʌ̃naanaa zed̶acaa ãdjia cadjirua o panʌra cawarãnamãrẽã. 
JHN.3.21	Baribʌrʌ jũma wãrã ẽpẽ b̶eara ʌ̃naanaa ze panʌa ãdjia Ãcõrẽba quĩrĩã b̶ʌ quĩrãca obadada jũmarãba cawad̶amãrẽã.
JHN.3.22	Mãwãnacarea Jesura idji ume nĩbabadarã sid̶a Judea druad̶aa wãsid̶aa. Mama panasid̶ad̶e idji ĩjãbʌdara borocuebadjia. 
JHN.3.23	Maʌ̃misa Juaʌ̃ba borocue b̶abadjia Enoʌ̃ne Salim puru caita. Mama baidoda egorod̶eba ʌ̃taa bogadrʌ nũmabadjia. Ẽberãrãra idjimaa wãbadjid̶aa, maʌ̃ne idjia borocuebadjia. ( 
JHN.3.24	Maʌ̃gʌra mãwãsia Juaʌ̃ preso jidad̶i naẽna.) 
JHN.3.25	Maʌ̃ ewarid̶e ʌ̃cʌrʌ Juaʌ̃ ume nĩbabadarãda dewara judio ume caicayasid̶aa Ãcõrẽ quĩrãpita bia b̶ead̶i carea ne sʌgʌbadad̶ebema carea.
JHN.3.26	Mãwãnacarea Juaʌ̃maa wãnaped̶a jarasid̶aa:
JHN.3.26	–Jaradiabari, bʌ ume Jordaʌ̃ quĩrãrẽ b̶ad̶aba ẽberãrãra borocue b̶ʌa. Idjid̶ebemada bʌa bed̶easia. Jũmarãda idjimaa wã duanʌa.–
JHN.3.27	Maʌ̃ carea Juaʌ̃ba jarasia:
JHN.3.27	–Ãcõrẽba iduaribiẽ́bʌrʌ, ni ab̶aʌba ẽberãrãra zocãrã jʌrʌ peẽ́a. 
JHN.3.28	Bãrãba mʌ̃a jarad̶ara ũrĩsid̶aa. Mʌ̃a jarasia mʌ̃ra Ãcõrẽba ẽdrʌ edabari diai jarad̶aẽ́da. Idjab̶a jarasia mʌ̃ra Ãcõrẽba idji na diabuesida ẽberãrãba cawad̶amãrẽã mʌ̃ caid̶u zeid̶ebemada. 
JHN.3.29	Quima edabʌdad̶e dji wẽrã edabʌrʌ umaquĩrãda dji dromaa. Idji ume dji biada arima b̶ebaria idjia jarabʌrʌra ĩjã oi carea. Baribʌrʌ b̶ʌsrid̶a b̶ʌa idji bed̶eada ũrĩ b̶ʌ bẽrã. Ara maʌ̃ quĩrãca mʌ̃a ũrĩ b̶ʌa mʌ̃ dji biaba ẽberãrãra jʌre b̶ʌda. Maʌ̃ carea mʌ̃ra bio b̶ʌsrid̶a b̶ʌa. 
JHN.3.30	Idjida dji dromaara b̶aida b̶ʌa. Mʌ̃ra ed̶aara b̶aida b̶ʌa.–
JHN.3.31	Ʌ̃taareba ze b̶ʌra jũmarã cãyãbara dji dromaara b̶ʌa. Naʌ̃ ẽjũãne b̶eara naʌ̃ ẽjũãnebema bẽrã ab̶a namabemadrʌ bed̶eabadaa. Maʌ̃ bẽrã bajãneba ze b̶ʌra jũmarã cãyãbara dji dromaara b̶ʌa. 
JHN.3.32	Idjiabʌrʌ bed̶ea b̶ʌa bajãne ununanebemada, ũrĩnanebema sid̶a. Mãwãmĩna idjia bed̶ea b̶ʌra naʌ̃ ẽjũãnebemarã ni ab̶aʌba ĩjãnacaa. 
JHN.3.33	Baribʌrʌ idji bed̶ea ĩjã b̶ʌba cawa b̶ʌa Ãcõrẽba jara b̶ʌra wãrãda. 
JHN.3.34	Ãcõrẽba diabued̶aba Ãcõrẽ bed̶eada jarabaria, Ãcõrẽba idji Jaureda idji ume b̶emãrẽã diad̶a bẽrã. 
JHN.3.35	Dadji Zeza Ãcõrẽba idji Warrara quĩrĩã b̶ʌa; maʌ̃ bẽrã ne jũmada diasia idji jʌwaed̶a erob̶amãrẽã. 
JHN.3.36	Idji Warra ĩjã b̶ʌra Ãcõrẽ ume ewariza zocai b̶aya, baribʌrʌ dji Warra igara b̶ʌra Ãcõrẽ ume ewariza zocai b̶aẽ́a. Ara nawena Ãcõrẽba idjira cawa o b̶ʌcãrĩa.
JHN.4.1	Maʌ̃ ewarid̶e pariseorãba ũrĩsid̶aa Jesuba Juaʌ̃ cãyãbara ẽberãrã zocãrãara erob̶ʌda idjab̶a borocue b̶ʌda. ( 
JHN.4.2	Wãrãda Jesuba ẽberãrãra borocueẽ́ basía. Idji ume nĩbabadarãbʌrʌ borocuebadjid̶aa.) 
JHN.4.3	Pariseorãba maʌ̃ ũrĩped̶ad̶ada Jesuba cawad̶a bẽrã Judea druad̶e b̶ad̶ada Galilea druad̶aa wayacusa wãsia.
JHN.4.4	Baribʌrʌ Galilead̶aa wãi carea Samaria druad̶e wãida b̶asia. 
JHN.4.5	Wãbʌrʌd̶e Samariad̶e b̶ʌ puru Sicar abadama jũẽne wãsia. Maʌ̃ purura Jacoboba idji warra Josea diad̶a ẽjũã caita b̶ʌa.
JHN.4.6	Mama baido juebada uriada b̶asia Jacobo querasid̶e bad̶ada. Umatipa babod̶od̶e Jesura od̶e nĩba sẽ b̶asia. Maʌ̃ bẽrã maʌ̃ baido juebada uria caita chũmesia. 
JHN.4.7+JHN.4.8	Jesu ume nĩbabadarãra purud̶aa wãnoasid̶aa cod̶i carea ne nẽdod̶e. Mãwã b̶ʌd̶e wẽrã Samariad̶ebemada baido jued̶e zesia. Jesuba maʌ̃ wẽrãa jarasia:
JHN.4.7+JHN.4.8	–Mʌ̃́a baidoda diadua.–
JHN.4.9	Maʌ̃ne wẽrãba Jesua jarasia:
JHN.4.9	–Mʌ̃ra Samariad̶ebema wẽrãa. ¿Cãrẽ cãrẽã judioba mʌ̃́a baidoda iwid̶i b̶ʌ?–
JHN.4.9	Idjia mãwã jarasia judiorãba Samariad̶ebemarã quĩrĩãnaca bẽrã.
JHN.4.10	Jesuba panusia:
JHN.4.10	–Ãcõrẽba dia b̶ʌda bʌa cawabʌrʌbara idjab̶a za baido iwid̶i b̶ʌda caida cawabʌrʌbara, bʌa mʌ̃́a baidoda iwid̶icasia. Maʌ̃be mʌ̃a baido zocai b̶ai djiwid̶i diabarida diacasia.–
JHN.4.11	Wẽrãba jarasia:
JHN.4.11	–Bʌa ¿cãrẽba baido juei? Naʌ̃ baidora ed̶u b̶ʌa. Maʌ̃ zocai b̶ai djiwid̶i diabari baidora ¿bʌa sãma juei? 
JHN.4.12	Dairã drõã naẽnabema Jacoboba naʌ̃ baidora dairã itea amesia. Naʌ̃gʌd̶ebemada idjia do b̶abadjia. Idji warrarãba, idji animarã bid̶a dobadjid̶aa. ¿Mãwãra bʌra Jacobo cãyãbara dji dromaara b̶ʌca?–
JHN.4.13	Jesuba panusia:
JHN.4.13	–Bariduaba za b̶ʌ baidoda doibʌrʌ, wayacusa opichiaya. 
JHN.4.14	Baribʌrʌ mʌ̃a dia b̶ʌ baido dobʌrʌra waa opichiaẽ́a. Idjira Ãcõrẽ ume ewariza zocai b̶aya, mʌ̃a dia b̶ʌ baidora idjid̶e ewariza bogadrʌ b̶ʌ quĩrãca b̶ai bẽrã.–
JHN.4.15	Maʌ̃ne wẽrãba jarasia:
JHN.4.15	–Mãẽteara maʌ̃ baidora mʌ̃́a diadua waa opichiarãmãrẽã, idjab̶a waa nama baido jued̶e ze amaaba.–
JHN.4.16	Maʌ̃ carea Jesuba jarasia:
JHN.4.16	–Bʌ quimada trʌ̃ne wãped̶a namaa zed̶adua.–
JHN.4.17	Wẽrãba jarasia:
JHN.4.17	–Mʌ̃ra quima neẽ́ b̶ʌa.–
JHN.4.17	Jesuba jarasia:
JHN.4.17	–Bʌa jara b̶ʌra wãrãa. Bʌra quima neẽ́ b̶ʌa. 
JHN.4.18	Wãrãda bʌa quima juesuma edabʌrʌa. Idjab̶a bʌa naʌ̃ ewarid̶e erob̶ʌra bʌ quimaẽ́a. Bʌa jara b̶ʌra wãrãa.–
JHN.4.19	Maʌ̃ carea wẽrãba jarasia:
JHN.4.19	–Mʌ̃maarã bʌra Ãcõrẽneba bed̶eabarida jãwã b̶ʌa. 
JHN.4.20	Dai drõã naẽnabemarãba naʌ̃ eyad̶e Ãcõrẽa bia bed̶eabadjid̶aa,
JHN.4.21	Jesuba panusia:
JHN.4.21	–Mʌ̃a jara b̶ʌra ĩjãdua. Ewari ab̶a naʌ̃ eyad̶e idjab̶a Jerusaleʌ̃ne bid̶a dadji Zeza Ãcõrẽa bia bed̶ead̶e wãnaẽ́a. 
JHN.4.22	Bãrã Samariad̶ebemarãba Ãcõrẽa bia bed̶eabadamĩna idjira adua panʌa. Baribʌrʌ dai judiorãba idjira cawa panʌa, judiorãneba Ãcõrẽba sãwã ẽberãrã ẽdrʌ edabarida cawabi b̶ʌ bẽrã.
JHN.4.23	Baribʌrʌ ewari jũẽida b̶ad̶ara jũẽsia. Id̶ira dadji Zezaba quĩrĩã b̶ʌa ẽberãrãba ãdji b̶eamaʌba bia bed̶ead̶ida idji Jaured̶eba idjab̶a wãrãda cawa panʌneba. Ab̶a mãwãbʌrʌ idjía arid̶e bia bed̶ead̶ia. 
JHN.4.24	Ãcõrẽra jaurea. Maʌ̃ bẽrã ẽberãrãba idjía bia bed̶ea quĩrĩã panʌbʌrʌ mãwã od̶ida panʌa idji Jaured̶eba idjab̶a wãrãda cawa panʌneba.–
JHN.4.25	Wẽrãba jarasia:
JHN.4.25	–Mʌ̃a cawa b̶ʌa Ãcõrẽba ẽdrʌ edabari diai jarad̶ara wãrãda zeida.
JHN.4.26	Maʌ̃ bẽrã Jesuba jarasia:
JHN.4.26	–Mʌ̃, bʌ ume bed̶ea b̶ʌda idjía.–
JHN.4.27	Mãwã b̶ʌd̶e Jesu ume nĩbabadarãra purud̶eba jẽda zesid̶aa. Ãdjirãba cawa crĩchad̶aẽ́ panesid̶aa Jesura wẽrã ume bed̶ea b̶ʌda unune zeped̶ad̶a bẽrã. Baribʌrʌ ni ab̶aʌba Jesua iwid̶id̶aẽ́ basía cãrẽda quĩrĩã b̶asida wa cãrẽã wẽrã ume bed̶ea b̶asida. 
JHN.4.28	Maʌ̃be wẽrãba idji zocora ameped̶a purud̶aa wãsia. Jũẽped̶a ẽberãrãa jarasia:
JHN.4.29	–Mʌ̃a ununa ẽberãda acʌd̶e wãnadrʌ. Idjia mʌ̃́a jarasia jũma mʌ̃a naẽna od̶ada. Mʌ̃a crĩcha b̶ʌa idjira Ãcõrẽba ẽdrʌ edabari diai jarad̶ada.–
JHN.4.30	Ara maʌ̃da ẽberãrãra purud̶eba wãbʌrʌsid̶aa Jesu b̶ʌmaa. 
JHN.4.31	Maʌ̃misa Jesu ume nĩbabadarãba idjía bed̶ea djuburia panasid̶aa ne comãrẽã. 
JHN.4.32	Baribʌrʌ Jesuba jarasia:
JHN.4.32	–Ne coẽ́a, mʌ̃a coi carea erob̶ʌra bãrãba adua panʌa.–
JHN.4.33	Idji ume nĩbabadarãba ãdjidub̶a jara duanesia:
JHN.4.33	–Ab̶aʌba idjira ne cobisisicada.–
JHN.4.34	Maʌ̃ bẽrã Jesuba ãdjirãa jarasia:
JHN.4.34	–Mʌ̃ Diabued̶aba obi b̶ʌra jũma o b̶ʌd̶e ne co b̶ʌ quĩrãca b̶ʌa. 
JHN.4.35	Bãrãba jarabadaa: “Wad̶i jed̶eco quĩmãrẽ b̶ʌa néu ewad̶i carea.” Baribʌrʌ mʌ̃a jaraya: acʌd̶adua, ẽberãrã mʌ̃maa zebʌdara néu purea tab̶ʌ quĩrãca panʌa. Ãcõrẽ bed̶eara ara nawena ĩjãni carea b̶eaa. 
JHN.4.36	Néu ewad̶i ewarira jũẽsia. Néu ewabʌda quĩrãca bãrãra trajad̶ia ẽberãrãba mʌ̃da ĩjãnamãrẽã. Mãwã ãdjirãra Ãcõrẽ ume ewariza zocai panania. Néu ewabariba edabʌrʌ carea b̶ʌsrid̶abaria. Ara maʌ̃ quĩrãca bãrãra b̶ʌsrid̶ad̶ia ẽberãrãba mʌ̃ ĩjãbʌda carea. Maʌ̃ bẽrã dji néu ewabarira dji ubari ume b̶ʌsrid̶a panania.
JHN.4.37	Dadjia jarabadara wãrãa: “Ab̶aʌda ne uida b̶ʌa idjab̶a ab̶aʌba ewaida b̶ʌa.” 
JHN.4.38	Ara maʌ̃ quĩrãca mʌ̃a bãrãra diabuesia dewararãba uped̶ad̶ada ewad̶amãrẽã. Ãdjia uped̶ad̶ada bãrãba bia ewa panʌa.–
JHN.4.39	Zocãrã Samariad̶ebemarã maʌ̃ purud̶e panabadaba Jesura ĩjãsid̶aa, wẽrãba nãwã jarad̶a bẽrã: “Idjia mʌ̃́a jarasia jũma mʌ̃a naẽna od̶ara.” 
JHN.4.40	Samariad̶ebemarãra Jesumaa zed̶aped̶a bed̶ea djuburiasid̶aa ãdji ume b̶emãrẽã. Maʌ̃be Jesura ãdji purud̶e ewari umé b̶esia. 
JHN.4.41	Idjia jaradia b̶ʌd̶e ãdjirã awara zocãrãba ĩjãsid̶aa. 
JHN.4.42	Ãdjirãba wẽrãa jarasid̶aa:
JHN.4.42	–Dairãba ab̶abe bʌa jarad̶a carea ĩjã panʌẽ́a, ãtebʌrʌ ĩjã panʌa idjia jaradia b̶ʌda ũrĩped̶ad̶a bẽrã. Dairãba cawasid̶aa idjira wãrãda jũmarã ẽdrʌ edabarida.–
JHN.4.43	Samariad̶e ewari umé b̶aped̶a Jesura Galilea druad̶aa wãsia. 
JHN.4.44	Maʌ̃ naẽna idjia jarad̶oasia Ãcõrẽneba bed̶eabarira ara idji druad̶ebemarãba wayad̶acada.
JHN.4.45	Jesu Jerusaleʌ̃ne b̶asid̶e Galilead̶ebemarã sid̶a duanasid̶aa Egiptod̶eba ẽdrʌped̶ad̶a quĩrãnebabada ewari bad̶i carea. Mama Jesuba ne ununaca o b̶ʌda unusid̶aa. Maʌ̃ carea idji Galilead̶e jũẽsid̶e ãdjirãba bia edasid̶aa.
JHN.4.46	Galilea druad̶e b̶ʌd̶e Jesura wayacusa Caná purud̶aa wãsia idjia naẽna baido uva b̶a babid̶amaa.
JHN.4.47	Maʌ̃ne idjia ũrĩsia Jesura Judead̶eba Galilea druad̶aa zesida. Ara maʌ̃da Caná purud̶aa wãsia Jesu b̶ʌmaa. Jũẽped̶a bed̶ea djuburiasia idji warra jũãcãyã nũmʌda biabid̶e wãmãrẽã. 
JHN.4.48	Jesuba idjía jarasia:
JHN.4.48	–Bãrãba ne ununacada ununaẽ́bʌrʌ mʌ̃a jara b̶ʌra ĩjãnaẽ́a.–
JHN.4.49	Baribʌrʌ dji ẽberãba jarasia:
JHN.4.49	–Mʌ̃ Boro, mʌ̃ warra jaid̶ai naẽna isabe wãna.–
JHN.4.50	Jesuba jarasia:
JHN.4.50	–Diguid̶aa wãdua. Bʌ warrara biasia.–
JHN.4.50	Dji ẽberãba ĩjãna bẽrã ara maʌ̃da wãsia. 
JHN.4.51	Diguid̶aa jũẽbʌrʌd̶e idji nezocarãba audiab̶arid̶aped̶a jarasid̶aa:
JHN.4.51	–Bʌ warrara biasia.–
JHN.4.52	Maʌ̃ne idjia iwid̶isia:
JHN.4.52	–¿Sãʌ̃be mãwã biasi?
JHN.4.52	Ãdjia panusid̶aa:
JHN.4.52	–Nuena ʌ̃mãdau buyad̶acarea dji cʌwamiara dugusia.–
JHN.4.53	Maʌ̃ne dji zezaba cawasia ara maʌ̃ hora quĩrãca Jesuba bʌ warrara biasiad̶a asida. Maʌ̃ba idjia, jũma idji ẽberãrã bid̶a Jesura ĩjãsid̶aa. 
JHN.4.54	Jesura Judead̶eba Galilead̶aa jẽda zebʌrʌza ne ununacada o b̶abadjia. Maʌ̃gʌ ne ununaca od̶ara dji umébema ne ununaca od̶a basía.
