MAT.1.1	Atzin te lu'n atzin tajlal t-xe'chil Jesucrist, a tzajnin ti'j qtzan David ex ti'j qtzan Abraham:
ROM.3.17	Ex nti'x ch'in kymujb'il kyib' kyuk'a kyuk'a.
ROM.3.18	Ex nti'x ch'in tchewil Dios kyi'j.
ROM.3.19	Atzin ja'lin, ojtzqi'n qu'n, qa tkyaqiljo yol tzalu'n nyolin qi'j, a awo Judiyqo, qu'n ayetzin yol tzajninqe tojjo qu'j, a Tu'jil Tyol Dios. Tu'n ikyjo, nti' jun qkolb'il qib' twutz Dios, qu'n qkyaqil nqo b'inchin il, ikytzi'n tze'nku ma qb'i. Ex nya noq o'kqox, qala' tkyaqilxjal twutz tx'otx' at kyil, ex nti' jun tumil te kykolb'il kyib' twutz Dios. 
ROM.3.20	Tu'n ikyjo, mix a'lx junxjal aku k'met tu'n Dios noq tu'njo kyb'inchb'in, a tze'nku ntq'ma'n toj ojtxe kawb'il.
ROM.3.21	Me atzin ja'lin, ma tz'el qniky' ti'j qa ma qo ok tz'aqle twutz qMan Dios, me nya tu'n tjapin b'aj ojtxe kawb'il qu'n, qu'n nti'x tumil tu'n tjapin qu'n; qala' noq tu'n qnimb'il, qu'n ikytzin xi kyxnaq'tzin jni' yolil Tyol Dios ojtxe, ex ikyxjo kyij tz'ib'it toj tkyaqil Tu'jil Tyol Dios. 
ROM.3.22	Ma qo ok tz'aqle qkyaqilx, a awo o qo nimin ti'j Jesucrist,
ROM.3.23	Qu'n qkyaqilx o qo b'inchin il, ex toj qanmin najchaq oto' tk'atz tqoptz'ajiyil qMan Dios. 
ROM.3.24	Tu'n ikyjo, nti'taq tumil tu'n tchjet qil qu'nx, qu'n qky'e'taq ti'j. Me ante Dios, noq tu'n t-xtalb'il, ma qo ok te tz'aqle twutz, qu'n ma qo kotpit toj qil tu'n Crist, a Jesús. 
ROM.3.25	Ma tz'ajb'in tchky'el Jesucrist tu'n qMan Dios te chojb'il qil, tej tkyim twutz cruz te qxel, aj qa ma qo nimin ti'j. Ma b'antjo lu'n noqtzin tu'n tyek'in qa ate Dios tz'aqlexix. ¿Me ti'n xb'aj kyuk'a xjal ojtxe, tej na'mtaq tkyim Jesús? Ma tziky'x tna'ljtz il tu'n Dios, a otaq b'ant kyu'nxjal ojtxe, aye a xi kynimin qa iltaq ti'j tu'n tul Kolil. 
ROM.3.26	B'ajjo lu'n noq tu'n tyek'it ja'lin, qa tz'aqlexix qMan Dios, ex qa kukx tz'aqle, ex ma qo ok tq'o'n te tz'aqle twutz, noq tu'n qnimb'il ti'j Jesús.
ROM.3.27	¿Ma oktzin kjawil qnimsin qib' ti'jjo kolb'ilqe? Mina. Qu'n atzin kolb'il nya qu'nx, ex nya tu'n tjapin b'ajjo a ntq'ma'n ojtxe kawb'il qu'n, qala' noq tu'n qnimb'il. 
ROM.3.28	Tu'ntzi'n ikyjo, b'i'n qu'n ja'lin, qa ma qo ok tz'aqle twutz qMan Dios noq tu'n qnimb'il, ex nya tu'n qb'inchb'in b'a'n. 
ROM.3.29	Qu'n ex b'i'nxix qu'n qa a qMan Dios te tkyaqil xjal, ex nya noq o'kx kye aj Judiy. 
ROM.3.30	Qu'n o'kx junch'in Dios at, ex ma qo ok tz'aqle twutz, noq tu'n qnimb'il teyile junjun, i'chaqxla Judiy mo minaj. 
ROM.3.31	Ikytzi'n, ma qo klet noq tu'n qnimb'il, ex nya tu'n tjapin b'aj ojtxe kawb'il qu'n. ¿Ma tzuntzin ntq'ma'n tu'njo lo qa nti' tajb'in ojtxe kawb'il? ¡Mina! Qu'n at tajb'in toj qchwinqil ja'lin.
ROM.4.1	Atzin ja'lin, qo ximin ch'in ti'j Abraham, a ojtxe qxe'chil. ¿Ti'tzin xtyek'e Dios ti'j tb'inchb'in Abraham tu'n tklet? 
ROM.4.2	Qu'n noqit tu'n tb'inchb'in Abraham s-oke tz'aqle twutz Dios, atitla tumil tu'n tnimsin tib', qu'n tu'nxitla tib'tz xtkanb'e kolb'il. Me twutz Dios nti'x tumiljo ikyjo. 
ROM.4.3	Qu'n ntq'ma'n toj Tu'jil Tyol Dios kyjalu'n:
ROM.4.3	Ma niminte Abraham ti'j Dios.
ROM.4.3	Ex noq tu'n ikyjo, ma tz'ok q'o'n tz'aqle tu'n Dios.
ROM.4.4	Atzin ja'lin, qa at jun aq'nil ma b'ant jun taq'in, il ti'j tu'n t-xi' twi' tk'u'j, qu'n at toklin ti'j, ex nya noq jun oyaj tu'n t-xi' te, noq tu'n t-xtalb'il tajaw aq'untl. 
ROM.4.5	Me metzin qe ti'jjo kolb'il, nti' tu'n qaq'nin ti'j. Qala' noq tu'n qnimb'il ti'j qMan Dios, a nchi klet aj il tu'n, ma qo ok tq'o'n te tz'aqle twutz, ex ma qo klet tu'n. 
ROM.4.6	Ax tq'ma qtzan Davidjo toj Tu'jil Tyol Dios ti'j xjal, a at tky'iwb'il Dios tib'aj, a ma tz'ok te tz'aqle twutz, noq tu'n t-xtalb'il qMan, ex nya tu'n tb'inchb'in. 
ROM.4.7	Chi' kyjalu'n:
ROM.4.7	Ky'iwlinqexix kye' xjal, aye' ma kub' tnajsin Dios kyil,
ROM.4.7	ex mi n-ok tq'o'nl twutz ti'j kyb'inchb'in.
ROM.4.8	Ky'iwlinqexix kye' xjal, aye' mina ntzaj na'ntl kyil tu'n qAjaw.
ROM.4.9	Ma qo yolin ti'j, qa a Dios ok q'o'nte Abraham te tz'aqle twutz, noq tu'n tnimb'il. A ky'iwb'il lo ¿Ma noqpela kyeku xjal aj Judiy, a aye tok kyechil ti'j kychib'jil, mo qa ikyxjo kye' aye nti' kyechil tok? 
ROM.4.10	Kyka'yinktzi'n Abraham. ¿Ma tzmaxipela s-ok q'o'n Abrahamjo te tz'aqle twutz Dios, tej tok techil, mo qa te na'mtaq tok? Kxel nq'ma'n qa te na'mtaq tok techil, ok q'o'n te tz'aqle tu'n Dios. 
ROM.4.11	Tb'ajlinxi' ikyjo, ok q'o'n techil, noq te jun yek'b'il, ex jun kujsb'ilte qa otaq tz'ok tz'aqle twutz qMan noq tu'n tnimb'il, a attaq, te' na'mxtaq tok techil.
ROM.4.12	Ex ax Abraham tok te nim toklin kyxol kykyaqiljo xjal, aye' tok kyechil ti'j kychib'jil, ex lipcheqek ti'jjo tnimb'il Abraham, a attaq, tej na'mxtaq tok techil.
ROM.4.13	Qu'n b'antnintaq ti'j tu'n Dios te Abraham ex kye jni' tyajil, qa tu'ntaq t-xi q'o'n jni' twutz tx'otx' kye, tu'n kyetzinte te jun majx;
ROM.4.14	Qu'n noqit tzmaxi at qoklin ti'jjo etzb'il, aj tjapin b'ajjo ojtxe kawb'il qu'n, nti'tla tajb'intzjo qnimb'il, exsintla nti' tajb'intzjo a tziyin tu'n Dios qe, qu'n ikytzintla qu'nx qib'tz aku qo klet, ex nya tu'n qMan.
ROM.4.15	Noqit nti' kawb'il, mitla nkawin Dios qib'aj. Me at te kawb'il tzajnin tu'n Dios, me nlay qo klet, noq tu'n tjapin b'ajjo kawb'il qu'n, qu'n a ojtxe kawb'il o'kx nkawin qib'aj tu'n tpajjo qil. 
ROM.4.16	Ex noq tu'n t-xtalb'il Dios, tzaj ttziyin jun kolb'ilqe noq tu'n qnimb'il, ex ma tzaj tq'o'n te jun majx kye tyajil Abraham. Qu'n a tziyin tu'n Dios nya noq kye xjal Judiy, qala' ex ikyxjo a awo, qa ma qo nimin tze'nku te Abraham, exla qa Judiyqo mo minaj. Tu'npetzi'n, ma tz'ok Abraham manb'aj te tkyaqiljo nimil, ja'chaqx tzajninqetz,
ROM.4.17	ikyxjo tze'nku tq'ma Dios te Abraham toj Tu'jil Tyol kyjalu'n: K-okil nq'o'n te manb'aj te ila' ch'uq xjalch.
ROM.4.17	Qu'n ate Dios nq'onte kychwinqiljo kyimnin toj kyanmin, ex a k'wel b'inchin te', a jni' na'm tb'ant.
ROM.4.18	Tej nti'taql tumil tu'n Abraham tu'n titz'je jun tk'wal, me xi tnimin a otaq tzaj tq'ma'n Dios te, qa iltaq ti'j tu'n tul jun tk'wal, ex ul itz'je jun tk'wal. Ikytzin oke te manb'aj te nimku ch'uq xjal, a tze'nkuxjo otaq tzaj tq'ma'n Dios toj Tu'jil Tyol:
ROM.4.18	Nimxix tyajila ktzajil nq'o'n, chi Diosjo te Abraham.
ROM.4.19	Tu'n ikyjo, mix kub'e numje Abraham toj tnimb'il, exla qa otaq tijin. Nti'taq jun tk'wal otaq tzul tuk'a t-xu'jil, ex ch'ixtaq tjapin te jwe' k'al
ROM.4.20	Me mix ja ka'min tk'u'j, ex mix ele ti'jlin a otaq tq'ma Dios te. Qala' noq kyja' tkujsin tnimb'il, ex qexix tk'u'j ti'j, ex jaw tnimsin tb'i Dios, 
ROM.4.21	qu'n elnintaql tniky' te, qa at tipin Dios tu'n tjapin b'aj Tyol, a tq'ma. 
ROM.4.22	Tu'ntzintzjo, noq tu'n tnimb'il, ok q'o'n te tz'aqle twutz Dios.
ROM.4.23	Kub' tz'ib'in toj Tu'jil Tyol Dios, qa ma tz'ok q'o'n Abraham tz'aqle twutz Dios. Me nya noq ti'j Abraham xyoline', 
ROM.4.24	qala' ikyxjo te qe, qa ma qo nimin ti'jjo Dios, a jaw anq'sinte juntl majl qAjaw Jesús kyxol kyimnin. 
ROM.4.25	A xi tq'o'n tib' tu'n tkyim, noq tu'n tpaj qil, ex jaw anq'in juntl majl kyxol kyimnin, noq tu'n qok tz'aqle twutz Dios.
ROM.5.1	Ma qo ok tz'aqle twutz qMan Dios noq tu'n qnimb'il. Tu'ntzi'n ikyjo, at qmujb'il qib' tuk'a, noq tu'n qAjaw Jesucrist. 
ROM.5.2	Qu'n noq tu'n qnimb'il ti'j Jesús, ma tzaj tq'o'n Dios t-xtalb'il qe, a tu'n wa'lqoxix toj qnimb'il. Ex nqo tzalaj tu'n q'uqle qk'u'j ti'j, tu'n at qoklin tu'n qpon kanin toj kya'j, ja' ta' tqoptz'ajiyil qMan Dios. 
ROM.5.3	Ex nya noq o'kxjo lo; ex ikyxjo, nqo tzalaj toj tkyaqiljo n-iky'x qu'n, qu'n b'i'n qu'n, aj qa ma tziky'x qu'n tuk'a tkyaqil qanmin, nten tumil tze'n tten tu'n qayon ti'j tkyaqiljo tajb'il Dios. 
ROM.5.4	Ex tu'n oyb'il lu'n, nqo el wen twutz Dios. Ex tu'njo qwenil, at jun q'uqb'il qk'u'j. 
ROM.5.5	Ex nlay qo numj tu'njo q'uqb'il qk'u'j lo, qu'n ate Dios ma nojsin te qanmin tuk'a tq'aq'b'il tk'u'j, noq tu'n Xewb'aj Xjan, a tzaj tq'o'n qe.
ROM.5.6	Nti'xtaq tumil tze'n tten tu'n qklet qu'nx qib'. Tu'npetzi'n, ate Crist b'e'x kyim te qxel tojxix tq'ijil, noq tu'n qpaj. 
ROM.5.7	Qu'n nyaxix noq tu'n t-xi tq'o'n jun xjal tib' tu'n tkyim te t-xel juntl, exla qa tu'n tpaj jun xjal tz'aqle. Qatzila qa at juntz aku txi tq'o'n tib' te t-xel jun xjal, a nimxix t-xilin wen. 
ROM.5.8	Me metzin te Dios tzaj tyek'in tq'aq'b'il tk'u'j qe: Qu'n tej na'mxtaq qnimin, ex oto'xtaq toj il, b'e'x kyim Crist te qxel.
ROM.5.9	Atzin ja'lin, ma qo ok tz'aqle twutz qMan Dios, noq tu'n tchky'el Jesús, a el chitj twutz cruz, tej tkyim. Tu'npetzi'n, ok qo tzaqpetil tjaq'jo tq'oj Dios, a tzul kanin. 
ROM.5.10	Ajq'ojqotaq tuk'a, me ma qo ok tmujb'in Dios junx tuk'a, noq tu'n tkyimlin Tk'wal te qxel. Me nimxixtl tq'aq'b'il tk'u'j qi'j ja'lin, qu'n ma qo ok te tk'wal tu'n qmujb'il qib' tuk'a. Ex tu'njo tq'aq'b'il tk'u'j, ok qo kletil tu'n te jun majx. 
ROM.5.11	Ex nya o'kxjo lo; qala' nqo tzalaj ti'j qMan Dios noq tu'n qAjaw Jesucrist, qu'n noq tu'n, at qmujb'il qib' ja'lin tuk'a Dios.
ROM.5.12	Noq tu'n jun ichin s-oke il twutz tx'otx'.
ROM.5.13	Tej na'mxtaq tuljo ojtxe kawb'il, attaq il twutz tx'otx', me mix kawine Dios, qu'n na'mtaq tzaj tq'o'n kawb'il. 
ROM.5.14	Me tkyaqil xjal i kyim kyojjo q'ij te Adán tu'n kyil, ex tzmaxi tzaj tq'o'n Moisésjo ojtxe kawb'il; i'chaqx nya ikyxjo kyilxjal tze'nku til Adán, a el iky'in te' jun yol, a xi tq'ma'n Dios te. Me atzi'n Adán jun yek'b'il ti'j Jesús, a tu'ntaq tul. 
ROM.5.15	Me nya junx. Qu'n a til Adán nya ikyjo tze'nku toyaj qMan Dios. Qu'n tu'n til Adán, tkyaqilxjal il ti'j tu'n tkyim. Me metzin kolb'il, a tzaj toyin Dios tu'n t-xtalb'il jun ichin, a Jesucrist, nimxix tipin tib'aj kyimin kye xjal, aye nchi nimin ti'j. 
ROM.5.16	Qu'n ante' til Adán, nya ikyjo tze'nku kolb'il, a tzaj tq'o'n qMan Dios. Qu'n noq tu'n jun il, tzaj tkawb'il Dios kujxix wen qib'aj qkyaqilx. Me metzin te' oyaj, a tzaj tq'o'n Dios, tu'n tnajsit nim il, ex tu'n qok tz'aqle twutz. 
ROM.5.17	Qa noq tu'n tpaj til Adán, tkyaqil xjal il ti'j tu'n tkyim, exsin ikyxjo, noq tu'n juntl ichin, a Jesucrist, aye' a ma chi ok tz'aqle twutz Dios, nimxixtl kye kyipin tu'n tkub' ti'j tkyaqil nya b'a'n toj kychwinqil, noq tu'n t-xtalb'il. 
ROM.5.18	Ikytzi'n, noq tu'n til Adán, tkyaqilxjal ma che'x toj najin; exsin ikyxjo, noq tu'n t-xi tq'o'n Jesucrist tib' tu'n tkyim, ma chi ok tz'aqle twutz qMan Dios tkyaqiljo, a ma chi nimin ti'j. 
ROM.5.19	Qu'n noq tu'n s-el ti'jlin Adán Tyol Dios, ma chi kyijxjal toj najin tu'n kyil. Exsin ikyxjo, noq tu'n xkub' tnimin Jesús Tyol Dios, nimku ma chi ok tz'aqle twutz. 
ROM.5.20	Ante ojtxe kawb'il ma tzul, noq tu'n tyek'inku il. Me atzaj te' xch'iy kyilxjal, atzin t-xtalb'il Dios nimxixtl tu'n tkub' ti'j tkyaqil il tu'n. 
ROM.5.21	Tu'ntzi'n ikyjo, ikyxsin tze'nku te il nkub' ti'j tkyaqil xjal tu'n, tu'n kykyim; exsin ikyxjo, a t-xtalb'il qMan Dios nkub' ti'j tkyaqil nya b'a'n tu'n, tu'n qok tz'aqle twutz te jun majx, noq tu'n qAjaw Jesucrist.
ROM.6.1	Qatzin qa ikyjo, ¿Ma kukxpela qo b'inchiltzjo il, noq tu'n tkub' tnajsin qMan Dios qil tu'n t-xtalb'il? 
ROM.6.2	¡Mina! Qu'n ma qo kyim toj twutz il, atxix tej xqo nimin, ex nti' toklin qi'j. ¿Tze'ntzin ttentz tu'n kukx tu'n qb'inchin il? 
ROM.6.3	Qu'n b'in qu'n qkyaqilx, a ma qo ku'x toj a' te jawsb'il a' toj tb'i Crist, a Jesús, tu'ntzin qyek'inte kywutzxjal, qa ma qo kyim junx tuk'a, ikyxjo tze'nku jun kyimnin nkux muqet toj tx'otx'. 
ROM.6.4	Qu'n ikytzi'n, tej qku'x toj a' te jawsb'il a', ikytzi'n tze'nku ma qo kux muqet junx tuk'a Crist, tej tkyim. Exsin tej qjatz toj a', tzaj tq'o'n qMan Dios jun ak'aj chwinqil qe tzalu'n twutz tx'otx', ikyxjo tze'nku te Crist, tej tjaw anq'in juntl majl kyxol kyimnin, tu'n tipin tqoptz'ajiyil qMan Dios.
ROM.6.5	Qu'n qa ma tz'ok qmujb'in qib' junx tuk'a Crist tojjo tkyimlin, tej qku'x toj a' te jawsb'il a', ex ikyxjo ma tz'ok qmujb'in qib' tojjo ak'aj chwinqil, tu'n tjawlintz anq'in juntl majl. 
ROM.6.6	Qu'n b'i'n qu'n, qa a ojtxe qten nti' tipin qib'aj, qu'n nyakuj o jaw pejk'it twutz cruz junx tuk'a Crist tu'n tkyimlin, tu'ntzintla nti' tipin il toj qchwinqil ja'lin, ex tu'ntzintla mi qo okine te taq'nil il tu'n qil, 
ROM.6.7	qu'n qa ma qo kyim, ma qo tzaqpaj toj il.
ROM.6.8	Ex qa o qo kyim junx tuk'a Crist ti'j tkyaqil nya wen toj qanmin, ma qe qk'u'j ti'j, qa ok qo najal tuk'a te jun majx toj kya'j. 
ROM.6.9	Qu'n b'i'n qu'n, qa tu'n tjawlintz anq'in juntl majl Crist kyxol kyimnin, nti' tipin kyimin ti'j. 
ROM.6.10	Qu'n tej tkyim Crist, b'e'x chjet til tkyaqil xjal tu'n, a kchi nimil ti'j. Tej tjatz anq'in, lu nnajle tuk'a Dios ja'lin. 
ROM.6.11	Exsin ikyx kyeji'y, kyq'onktzin kyib'a tze'nku kyimnin te il, me itz' te Dios, noq tu'n kymujb'il kyib'a tuk'a, tu'n Crist, a Jesús. 
ROM.6.12	Tu'npetzi'n, mi txi kyq'o'n amb'il te il, tu'n tkub' ti'j kyxmilila tu'n, ex tu'n tkub' kyniminji'y a ntqanin tachb'il kyxmilila. 
ROM.6.13	Ex mi txi kyq'o'n kyxmilila te b'inchb'il il. Qala', kyq'onx kyxmilila te Dios te b'inchb'il b'a'n, qu'n ma chi kyima te il, noq tu'n ak'aj kychwinqila, ex ma chi jatz anq'i'n juntl majl ja'lin, me te Dios. 
ROM.6.14	Ex atzin ja'lin, nti'l tipin il kyib'aja, qu'n nti' kyokli'n ti'jjo a ntqanin ojtxe kawb'il kyi'ja, a kyimin; qala' noq ti'jjo t-xtalb'il qMan Dios.
ROM.6.15	¿Tze'ntzintz? ¿Ma okpela qo b'inchiltz il, tu'n nya oto'kx tjaq' ojtxe kawb'il, a nqanintaq qi'j tu'n qkyim, a qa at t-xtalb'il qMan Dios quk'a te najsb'il qil? ¡Mina!
ROM.6.16	Qu'n b'i'n kyu'n, qa ma chi oka te kyaq'nil jun xjal, il ti'j tu'n tkub' kynimi'n. Exsin ikyxtzjo lu'n, qa ma txi kyq'o'n kyib'a tu'n kyb'inchi'n il, kchi okila te taq'nil il. Me noq tu'n k'wel kynimi'n il, kchi xel q'i'n tu'n toj kyimin. Qala' qa ma kub' kynimi'n qMan Dios, kchi okila te tz'aqle tu'n. 
ROM.6.17	Qu'n ojtxe, taq'nil ilqetaqa. Me atzin ja'lin, chjonte Dios, ma txi kynimi'n tuk'a tkyaqil kyanmi'n, a tumil xnaq'tzb'il, a saj q'o'n kye'y. 
ROM.6.18	O chi tzaqpaja te tipin il; atzi'n ja'lin ma chi oka te taq'nil b'a'n.
ROM.6.19	Nchin yoli'n kyuk'iy tuk'a jun yol nya kuj, tu'n tel kyniky'a te, qu'n tu'n na'm telxix kyniky'a te t-xilin lo. Qu'n ikytzi'n tze'nku ojtxe, xi kyq'o'n kyxmilila te b'inchil il ex tkyaqil wiq nya b'a'n; exsin ikyxtzjo ja'lin, kyq'o'nx kyxmilila te b'inchil b'a'n, tu'n kyoka tz'aqle, ex tu'n kyanq'i'n toj jun kychwinqil saqxix twutz Dios. 
ROM.6.20	Qu'n ojtxe, tej ite'xtaqa te taq'nil il, mi nchi okintaqa te b'inchil b'a'n. 
ROM.6.21	¿Me ti'tzin ch'in saj tq'o'n kye'y, tkyaqiljo a nchi tx'ixwi'y te ja'lin? Qu'n tkyaqiljo anetzi'n, nqo'x ti'n toj kyimin te jun majx. 
ROM.6.22	Me atzin ja'lin tzaqpinqi'y tjaq' tipin il, ex ma chi oka te taq'nil qMan Dios. Qu'n atpen te' lu'n tajb'in. O tzaj tq'o'n qe jun qchwinqil saqxix twutz, ex qo xel ti'n toj jun tkab' chwinqil te jun majx, aj qkyim. 
ROM.6.23	Qu'n atzin chojb'il ntzaj tu'n il, te kyimin. Me atzin toyaj qMan Dios ntzaj tq'o'n, jun chwinqil te jun majx, noq tu'n qmujb'il qib' tuk'a Crist, a Jesús, a qAjaw.
ROM.7.1	Ayi'y erman, a ojtzqi'n ojtxe kawb'il kyu'n; b'i'n kyu'n qa a kawb'il at toklin te jun xjal qa itz'x. 
ROM.7.2	Ikyjo tze'nku jun qya, a ma jaw meje tuk'a tchmil. A itz'xtaqjo tchmil, at toklin tkawb'il mejeb'lin tib'aj. Me qatzin qa ma kyimjo tchmil, ma tzaqpajjo qya tjaq'jo tkawb'il mejeb'lin, a attaq tib'aj. 
ROM.7.3	Me qa ma jaw meje qya tuk'a juntl ichin, exsin itz'x tchmil, aj ky'a'jil ikyjo. Me qatzin qa ma kyimjo tchmil, b'e'xpen ktzaqpajiltz tojjo tkawb'il mejeb'lin, ex b'a'n tu'n tjaw meje tuk'a juntl ichin, ex nya aj ky'a'jil ikyjo.
ROM.7.4	Ikytzin kyeji'y, werman; o chi kyima noq tu'n tkyimlin Crist. Ex atzin ja'lin, nti' toklin ojtxe kawb'il kyib'aja; qala' ma chi oka te juntl chmilb'aj, a Jesucrist, a jaw anq'in kyxol kyimnin te jun majx. Tu'npetzi'n, qo ajb'intzintz te b'inchil te' b'a'n twutz qMan Dios.
ROM.7.5	Qu'n tej tzunxtaq nqo anq'in toj ojtxe qten, ma tz'ajb'i'n ojtxe kawb'il qe, tu'n tyek'in te qe qa b'inchil ilqo, ex nqo ok tyekin tu'n qb'inchin il. Ex nkub' qb'inchintaq ikyxjo tze'nku ntqanintaq tachb'il qxmilil, ex noq tu'n qxi' toj najin te jun majx. 
ROM.7.6	Me atzin ja'lin, ma qo kyim tjaq' tipin ojtxe kawb'il, ex mi txi qq'o'n qib' tu'n qb'inchinl il tze'nkuxjo ntqanin qxmilil. Tu'npetzi'n, ma qo tzaqpaj tu'n qajb'in te qMan Dios tu'njo ak'aj tumil, a tzaj tq'o'n Xewb'aj Xjan, ex nya tu'n ojtxe kawb'il, a kyij tz'ib'in.
ROM.7.7	¿Ti'tzila t-xili'n tkyaqiljo lo? ¿Ma nyapetzila wentzjo ojtxe kawb'iltz? ¡Mina! Qu'n tu'n ojtxe kawb'il s-ele nniky'a ti'jjo wila. Ikytzi'n, qu'n ex noqit nya ojtxe kawb'il xq'mante qa nya wenx tu'n tel qanmin ti'j jun ti',
ROM.7.8	Me noq tu'n nuk'b'il lo, ate il xkub' tzyu'n we'y, tu'n tel wanmi'n ti'j tkyaqil. Qu'n noqit nti' jun kawb'il, nti'tla il. 
ROM.7.9	Qu'n tej k'walqinxtaqa, attaq nchwinqila, exla qa na'mtaq tel nniky'a kyi'jjo nuk'b'il toj kawb'il. Me atzin tej ẍin ntiji'n, ma tz'el nniky'a ti'jjo nuk'b'il; tzmaxitzin s-el nniky'ji'y te wila, ex tu'n ikyjo, b'e'x el npa'n wib'a ti'j Dios, qu'n nyataq b'a'n nten twutz; ikyqintaqji'y tze'nku jun kyimnin. 
ROM.7.10	Qu'n ikytzi'n, ma tz'el nniky'a te qa a kawb'il tzaj q'o'n, noq tu'n tten nchwinqila te jun majx. Me noq tu'n tpajjo wila, axjo kawb'il, a b'a'n, nqanin wi'ja tu'n nkyima. 
ROM.7.11	Qu'n noq tu'n il, b'e'x tx'ixpitjo kawb'il, ex ma chin kub' sb'u'n, tu'n nxi'y toj najin, noq tu'nxjo kawb'il, a nqanintaq wi'ja, tu'n tpaj wila. 
ROM.7.12	Qu'n ikytzin b'i'n qu'n, qa a kawb'il xjanxix, ex qa a nuk'b'il xjanxix, tz'aqlexix ex wenxix. 
ROM.7.13	Qa ikytzjo, ¿Ma apela' kawb'il wenxix kxel q'in we'y toj najin? ¡Mina! Qala' ikytzin ate il xi q'in we'y toj kyimin. Qu'n ikytzin s-ele qniky'jo te qa nimxix tipin il, ex qa noq tu'n, xb'ante tkyaqil nya b'a'n wu'n. 
ROM.7.14	Qu'n b'i'n qu'n qa a kawb'il, tu'n qMan Diosx. Me ayintzin we', kukx ntqanin nxmilila tu'n nb'inchi'n nya wen, qu'n atzin ojtxe nte'n xi k'ayin we'y tu'n woki'n te il. 
ROM.7.15	Qu'n mi n-el nniky'a te tiqu'nil mi nb'ant wu'n a waja tu'n tkub' nb'inchi'n. Ex atzi'n a nky'e'y tu'n tkub' nb'inchi'n, atzin b'antjo wu'n.
ROM.7.16	Me qa a xb'antjo wu'n a nky'e'y tu'n tkub' nb'inchi'n, a nya wen, chi kawb'il. Antza n-ele nniky'a te, qa a kawb'il, a i'jlin wu'n, wenxix. 
ROM.7.17	Ex ante nya b'a'n nkub' b'inchit, tzajnin tu'n il, a at toj wanmi'n. 
ROM.7.18	Qu'n b'i'n wu'n, qa nlay b'ant jun b'a'n tu'n ojtxe nte'n. Mix tu'n waja tu'n tkub' nb'inchi'n b'a'n, me nti' tumil tu'n tb'ant wu'n. 
ROM.7.19	Qu'n mi nb'antjo a b'a'n wu'n, a waja tu'n tkub' nb'inchi'n, qala' o'kxjo nya wen, a nky'e'y tu'n tb'ant. 
ROM.7.20	Qatzin qa kukx nkub' nb'inchinji'y a nky'e'y tu'n tb'ant, antza n-ele nniky'a te qa atx il toj wanmi'n, ex ax nxi jk'u'n weji'y, tu'n nb'inchin il.
ROM.7.21	Tu'n ikyjo, b'i'n wu'n qa at jun tumil toj nwutza, tze'n tten tu'n tb'antjo b'a'n, me axixl il nkub' nej wu'n, a nya wen. 
ROM.7.22	Nna'n tzaljb'il toj wanmi'n, tu'n tkub' nb'inchi'n tze'nku taj qMan Dios, 
ROM.7.23	me n-el nniky'a te, qa a ojtxe nte'n jun ajq'oj ti'jjo b'a'n, a waja tu'n tkub' nb'inchi'n. Atzi'n iljo lu'n, atzin jtz'ol weji'y, tu'n wajb'i'n te. 
ROM.7.24	¿Tze'nxsila chin okili'y? ¿Altzila kye ktzaqpil we'y tojjo ojtxe nte'n, a nya b'a'n ntqanin tachb'il nxmilila, a nxi q'i'n we'y toj najin? 
ROM.7.25	Me chjontex te qMan Dios; noq tu'n qAjaw Jesucrist, qu'n a o tzaqpi'n we'y tjaq' tkyaqiljo lu'n.
ROM.7.25	At kab'e tumil te wey: Jun, a wanmi'n il ti'j tu'n tajb'i'n te Dios; tkab', qu'n tu'n xjalqi'n, intinka toj joyb'il tu'n il, tu'n nkub' nb'inchi'n tze'nku ntqanin tachb'il nxmilila, a ojtxe nte'n.
ROM.8.1	Me atzin ja'lin, nti'x jun kawb'il kujxix te jun majx kyib'ajjo a at kymujb'il kyib' tuk'a Crist, a Jesús, qu'n mi nchi anq'in tze'nku ntqanin tachb'il kyxmilil, qala' tze'nkuxjo taj Xewb'aj Xjan. 
ROM.8.2	Qu'n a tumil, a tzajnin tu'n Xewb'aj Xjan, ntzaj tq'o'n ak'aj chwinqil qe, noq tu'n qmujb'il qib' tuk'a Crist, a Jesús, ex ma qo tzaqpaj tjaq'jo tumil tu'n il ex te kyimin. 
ROM.8.3	Nlay qo klet tu'n ojtxe kawb'il, qu'n nti' tumil tu'n tjapin b'aj qu'n, noq tu'n tpajjo ojtxe qten nya b'a'n. Me atzin ja'lin, ma qo tzaqpaj tu'n qMan Dios, tu'n saj tq'o'n Tk'wal twutz tx'otx', tu'n tok te xjal tze'nku qe; me mix kub'e ti'j tu'n il; qala' tej tkyim te chojb'il qil, ma kub' ti'j tkyaqil il tu'n. 
ROM.8.4	Tu'ntzin tjapin b'ajjo t-xilin tumil ojtxe kawb'il, mina nqo b'et ja'lin tze'nku ntqanin qxmilil, qala' tze'nku taj Xewb'aj Xjan.
