GEN.1.1	Mugaeai mugaeai tau, Deo ikado bubur ga tano ga iuot. 
LUK.17.25	Be mugaeai ngan ado toaiua, ei ga ibada ieieinga busa, ga gid panua labone ad ga tipul murid ngan ei.
LUK.17.26	“Gid kadonga lalaede iuotot ngan ado toaiua Noa imamado, eine ga iuot pade ngan Eaba Inat ele namanga. 
LUK.17.27	Gid tianean, ga tiunun, ga tiuaioai, ga tipapaoai led gergeu taine, ga ila irangrang ngan ado toa Noa idudunga oagaeai. Ga kus ta oanga kapei iuot ta ipamukuru gid toa ngada oa.
LUK.17.29	Be ngan ado toa Lot itnan tuanga Sodom, tota dinga toman ngan pat kaeau kakatol itaptap buburiai ga isulug ta ipaeabu ngan gid toa ngada oa.
LUK.17.30	“Eine ga iuot lalaede toa bedaoa ngan ado toaiua Eaba Inat iuot masaeai. 
LUK.17.31	Ngan ado toaiua, oangga sai imamado luma ipaoeai, be ele danga sisid ienono luma iloleai, ei manta iaoa manmanae. Irangrang ngan isulug ga ila ibada ele danga eta mao. Ga pade, eaba sai imamado dadangai, irangrang ngan ipul ei mulian ngan badanga danga eta mao. 
LUK.17.32	Matami nanan Lot iadaoa! 
LUK.17.33	Oangga sai ikisi matua ele madonga tanoeai, ei ga imate ta ele madonga iduaea. Be oangga sai igera ele madonga tanoeai mambe danga kapei mao ta itnan ga idio, eine ga ikisi madonga kemi ga ilalala ga ila. 
LUK.17.34	Nakeo pagimi, ngan bong toaiua, panua rua ga tieno ngan mul kelede. Eine Deo ga ibada ede ga ila, be itnan ede pade ga idio. 
LUK.17.35+LUK.17.36	Be taine rua ga tiluplup ga tilumulumu wit ipuapua ngan tibur ede. Deo ga ibada ede ga ila, be itnan ede pade idio.”
LUK.17.37	Ta ele aluagau tibeta ei bedane, “Maron, sida?”
LUK.17.37	Ta ikeo pagid, “Ngan tibur isaoa burua mate ienono ngan, eine gid man abalem ga tinam tiluplup.”
LUK.18.2	Ta ikeo, “Eaba ede patutuinga posanga aea imamado ngan tuanga ede. Ei ilolon ngan Deo mao, ga imata idae ngan eaba eta mao pade. 
LUK.18.3	Be asape ede imamado ngan tuanga toa oa. Ei inaganagam pan ngan aea gagal ede ta ikeo, ‘Patutui posanga kemi rabu ngan gau ga ag isat.’
LUK.18.4	“Mole tede eaba toa oa itin ngan mao, be muriai ikeo iloleai bedane, ‘Tautaunga, gau nalolon ngan Deo mao, ga matag idae ngan eaba eta mao pade. 
LUK.18.5	Be asape toa ne inaganagam pagau somisomi ta ipaieiei gau tau. Tota gau ga namarum kemi ngan patutuinga aea posanga, ngan kado ta ikado ga lolog igagagai.’”
LUK.18.6	Io, Maron ikeo, “Tautaunga eaba patutuinga posanga aea ne eaba paeamao, be alongo kemi ele posanga. 
LUK.18.7	Oangga ipatutui asape toa oa aea posanga bedaoa, eine Deo ga ipatutui posanga ngan ele panua toa isio gid ne madongan? Ngansa tiansaban ei somisomi bong ga ado. Gimi aoangga ei ga ikado aea gerei ngan luanga gid? 
LUK.18.8	Nakeo pagimi, ei ga ipatutui ad posanga manmanae. Be oangga Eaba Inat iluai mulian ga inam, eine ga igera kadonga lolo matua aea ienono tanoeai pade?”
LUK.18.9	Iesus itado oanenga itna ngan gid panua edengada toa tiuangga gid kekelegid tiuot tutui, be matad ibiu panua padengada. Ta ikeo, 
LUK.18.10	“Panua rua tidae ga tila Deo ele lumaeai ta tiraring. Ede ngan gisirua eine Parisi, be ede pade eaba takis aea. 
LUK.18.11	Parisi toa oa imadid ta iraring iloleai bedane, ‘O Deo, gau naposa kemi pago, ngansa gau mambe gid panua padengada mao. Gau mambe gid panua lublubnga ad mao, ga gid panua kadonga sasat ad mao, ga gid panua arala ad mao, ga mambe eaba toa ibabada takis ne mao pade. 
LUK.18.12	Gau naplese annga parua ngan wik ga wik, be somisomi saoa danga nababada ga aea suknga iuot sangaul, eine natenai aea suknga ede ga ila pago.’
LUK.18.15	Idio ta gid panua tital led gergeu gereirei ga tila pan Iesus ngan ibage idae ngan gid. Be ele aluagau tigera bedaoa ta tidaba gid. 
LUK.18.16	Be Iesus ibaba gid gergeu ga tinam pan, ta ikeo pagid ele aluagau bedane, “Alongean gid gergeu ga tinam pagau. Apaidi gid mao. Ngansa madonga Deo ibageai, eine togid panua toa bedane. 
LUK.18.17	Nakeo tautaunga pagimi, oangga sai ilongean Deo ga iman aea Maron lalaede mambe gid gergeu toa ne mao, eine ga irangrang ngan ibada madonga Deo ibageai mao.”
LUK.18.19	Ta Iesus ikeo pan, “Eao oato gau eaba kemi ngan saoa? Eaba eta pade kemi mao. Deo kekelen ei eaba kemi. 
LUK.18.20	Be eao oatai ngan Deo ele apu. Ikeo ga bedane, ‘Irangrang ngan eao kado arala ta paeabu ngan oainga mao. Irangrang ngan eao pamate eaba ede pade mao. Irangrang ngan eao lublub mao. Oangga eao madid ngan posanga, irangrang ngan eao pakaka mao. Manta lolon ngan tamam ga tnam.’”
LUK.18.21	Ta eaba toa oa ikeo, “Mugaeai gau kakauede ga irangrang ngan labone, gau nanasnasi gid apu toa ngada ne.”
LUK.18.22	Iesus ilongo toa bedaoa ta ikeo pan, “Lem idil kelede imata karanga maitne. Longean lem danga sisid toa ngada na ga panua tiuolol, ga kus ta bada lem pat ta oade ga ila pagid panua lululunga ad. Eao kado toa bedaoa, ta lem danga sisid kemikemi ga ienono buburiai. Ga kus ta nam nasi gau.”
LUK.18.23	Be eaba toa oa ilongo posanga toa ne ta ilolo isat kapei, ngansa ele danga sisid busa tau. 
LUK.18.24	Be Iesus imata inono ei be ilolo isat ta ikeo, “Eine kulupu tau ngan gid panua toa led danga sisid busa, ngan tibada madonga Deo ibageai. 
LUK.18.25	Oangga kamel itoba ngan ipurususu ngan salumu aea baba, eine ga kulupu ngan ei, mao madongan? Be kulupu ga kulupu tau ngan eaba sai toa ele danga sisid busa, ngan ibada madonga Deo ibageai.”
LUK.18.26	Be gid panua tilongo bedane ta tibeta, “Tota sai irangrang ngan Deo ibada ei mulian?”
LUK.18.27	Ta ikeo, “Saoa kadonga gid eababa tirangrang ngan tikado mao, eine Deo irangrang ngan ikado.”
LUK.18.28	Be Petrus ikeo, “Ega, gai atnan lemai danga sisid toa ngada oa ta anam anasi go!”
LUK.18.29	Ta ikeo pagid, “Nakeo tautaunga pagimi, sapadua tiuangga madonga Deo ibageai eine danga kapei tau ta titnan led luma, ga adaoad, ga ad kapeipei ga ad kakakau, ga tnad ga tamad, ga led gergeu, 
LUK.18.30	eine ga tibada danga busa tau ngan led madonga labone tanoeai ga iasal led madonga mugaeai aea. Be muriai pade ga tibada madonga kemi somisomi.”
LUK.18.32	Eine ga tidol ei ga idae pagid alu padengada bagedeai, ta gid ga tigalinge ngan ei, ga tikado paeamao ngan ei, ga tipla ei, 
LUK.18.33	ga timuimui ei, ga kus ta tipamate ei. Be ngan ado tol aea, eine ga idae mulian.”
LUK.18.35	Iesus ipaboloma tuanga Ieriko, be eaba ede imata sususu imamado edap isaleai, be igaugau pat pagid panua. 
LUK.18.36	Ei ilongo gid ipom tilalala ga tinam, ta ibeta ngan saoa danga iuot. 
LUK.18.37	Ta tipalongo ei mambe Iesus Nasaret aea ta ilalala ga inam.
LUK.18.38	Tota ibaba ta ikeo, “Iesus, Devit itub,
LUK.18.39	Be gid panua tilalala ga timuga, tidaba ei ta tikeo, “Mumun!”
LUK.18.39	Be ei ibaba kapei ga kapei pade ta ikeo, “Devit itub, uduan gau!”
LUK.18.40	Io, Iesus iae tor ta ikeo ga tibada eaba toa oa ga inam pan. Ei inam boloma, ta ibeta ei, 
LUK.18.41	“Eao kim nakado mado ngan eao?”
LUK.18.41	Ta ikeo, “Maron, gau nakim matag pal pade.”
LUK.18.42	Ta Iesus ikeo pan, “Tota matam pal. Lem kadonga lolo matua aea ikado ga matam iuot kemi pade.” 
LUK.18.43	Mole mao, igeragera pade ta inasi Iesus, be isoasoa Deo ieda. Be gid ipom tigera toa bedaoa, ta tipakuru ngan Deo.
LUK.19.1	Iesus idudunga Ieriko ta ilalala tuanga iloleai ga ila. 
LUK.19.2	Be eaba ede ieda Sakius imamado toa eoa. Ei madidnga togid panua takis ad, ga ele danga sisid busa. 
LUK.19.3	Ei ikim igera Iesus ei eaba madongan, be irangrang mao, ngansa ei bolobolo, be ipom kapei tau. 
LUK.19.4	Tota ilado ga imuga ta idae abei fik ngan geranga ei, ngansa teta pade Iesus inasi edap toa oa.
LUK.19.5	Iesus iuot ngan tibur toa oa, ta imata idae ta ikeo pan bedane, “Sakius, sulug manmanae ga nam, ngansa labone gau ga nanam namado lem lumaeai.”
LUK.19.6	Tota isulug manmanae ta ibada ei ga ila, be itin igelgel.
LUK.19.10	Ngansa Eaba Inat inama ngan ilonga gid panua tisususu ta ibada gid mulian.”
LUK.19.11	Gid ipom tilongolongo Iesus ele posanga, be ei isalangan ele posanga ta itado oanenga itna ede pagid, ngansa ei ipaboloma Ierusalem, ta gid panua tiuangga teta pade madonga Deo ibageai ga iuot. 
LUK.19.12	Tota ikeo, “Madidnga kapei ede iuangga ila ngan tuanga ede aluai, ngan tidol ei ga iuot ad maron kapei, ga kus ta iuangga iluai mulian. 
LUK.19.13	Be mugaeai ngan ele langa, ibaba ele paeaeanga sangaul ga tinam pan ta idol pat gol
LUK.19.14	“Be tibur toa oa aea panua lolod paeamao ngan ei, ta tisula led panua iaoa ede ga tinasi ei ta tikeo pan aea madidnga bedane, ‘Gai tinimai ngan eaba toa ne imadid ga imugamuga ngan gai mao.’
LUK.19.15	“Be mao. Ei iuot ad maron kapei ta iluai mulian. Ga kus ta ikeo, ‘Ababa gid paeaeanga toa mugaeai nadol pat ga idae bagedeai, ta naoatai ngan pat aea tlannga iuot madongan.’
LUK.19.16	“Io, eaba toa imuga oa inam ta ikeo, ‘Maron, lem pat gol toa ne ipupulou ga iuot sangaul.’
LUK.19.18	“Idio ta eaba ede pade inama ta ikeo, ‘Maron, eao lem pat gol toa ne ipupulou ga iuot lima.’
LUK.19.19	“Ta ikeo pan paeaeanga toa ne bedane pade, ‘Eao ga mariala ngan tuanga lima.’
LUK.19.20	“Be eaba tol aea inama ta ikeo, ‘Maron, gera, eao lem pat gol toa bada pagau ne, naluga ngan malo kakauede. 
LUK.19.21	Ngansa namataud eao. Eao lem kadonga naurata ne oanaoana tau. Ngan tibur toa eao earum annga ngan mao, eao kulekule gid annga. Be eao babada pat iuotot ngan naurata togid panua padengada.’
LUK.19.22	“Be ikeo pan, ‘Eao paeaeanga paeamao! Eao lem posanga ipasolan lem idil paeamao, ta gau ga napanas go ngan. Eao keo ga oatai mambe gau leg kadonga naurata oanaoana tau, ta nakulekule annga ngan tibur toa naearum mao, ga nababada pat iuotot ngan naurata togid panua padengada. Eine tautaunga? 
LUK.19.23	Tota eao kamado dol leg pat ga idudunga ngan luma pat aea mao? Toa bedaoa ta oangga naluagau, eine ga nabada aea tlannga pade, be eine mao.’
LUK.19.24	“Ta ikeo pagid panua toa timadmadid boloma bedane, ‘Abada pat gol toa ibageai na ga ila pan eaba ede pade toa ele pat gol sangaul.’
LUK.19.25	“Be tikeo pan, ‘Maron, ei ele pat gol sangaul o.’
LUK.19.27	Be gid ag miri itamatama toa tinid ngan naman ad maron mao, abada gid ga tinam ta apamate gid toa matageai ne.’”
LUK.19.28	Iesus ikado posanga toa ne ga kus ta ilalala ga imuga ga ila Ierusalem.
LUK.19.29	Iesus ipaboloma tuanga Betpage ga Betani, boloma ngan bereo tiuato Oliv. Ta isula ele aluagau rua ga tila 
LUK.19.30	ta ikeo, “Gimirua ala ngan tuanga ga matadai ne, ta oangga ala aot, eine ga agera donki daenga pau ede toa eaba eta idae ngan maitne be tikaukau ngan oaro. Apola aea oaro ta abada ga inam. 
LUK.19.31	Be oangga eaba eta ibeta gimirua, ‘Ikamado ga apola aea oaro?’ ta akeo pan bedane, ‘Maron ele naurata ngan.’”
LUK.19.32	Io, isula gisirua ga tila ta tigera danga toa ngada oa mambe ikeo pagisirua ngan. 
LUK.19.33	Idio ta tipola aea oaro, be donki itamatama tibeta gid, “Ikamado ga apola aea oaro?”
LUK.19.34	Ta gisirua tikeo, “Maron ele naurata ngan.”
LUK.19.35	Idio ta tidada ga ila pan Iesus, be titado led pononga mamarae ga idae donki ipaoeai, ta tilua Iesus ga idae imado ngan. 
LUK.19.36	Ei ilalala ga ila, be gid ipom tilalo led pononga mamarae edapeai.
LUK.19.37	Idio ta ila boloma ngan edap aea sorirnga ngan bereo Oliv, ta ele aluagau busa tau tinid igelgel. Matad nanan gid uisinga busa tigera, ta timemetae ngan soanga Deo ieda. 
LUK.19.38	Ta tikeo,
LUK.19.38	“Maron Deo ipamatua maron kapei toa inama ngan ei ieda ne!”
LUK.19.38	“Deo ilolo itarui ngan gita! Tasoa Deo ieda toa imamado gadae tau!”
LUK.19.39	Be gid Parisi edengada toa ipom lolodeai oa tikeo pan bedane, “Eaba paoatainga am, daba lem aluagau!”
LUK.19.40	Be ikeo, “Nakeo pagimi, oangga gid mumun, eine gid patpat ga tingangar.”
LUK.19.41	Iesus ipaboloma tuanga Ierusalem ta igera, be itang ngan 
LUK.19.42	ta ikeo, “Man ga gimi aoatai labone ngan Deo ele edap lolo tarui aea toa isaoa ngan gimi! Be labone edap toa ne imumul ngan matami. 
LUK.19.43	Ngansa ado ede muriai ga inam, ami miri itamatama ga tisuk pat iman daedaenga ngan lemi tuanga aea ala, ta tianliunga ngan raunga gimi. 
LUK.19.44	Eine ga tipaeabu ngan lemi tuanga ga gimingada lemi gergeu. Be eine ga titnan pat eta ga idae tatan pat eta pade mao. Eine ga tirepe toa ngada oa ga isulug. Eine ga tikado danga toa ngada ne ngansa gimi aoatai mao ngan ado toa Deo inama ngan luanga gimi.”
LUK.19.45	Iesus idudunga ngan Deo ele luma aea ala ta isere gid panua toa tilongean led danga sisid ga panua tiuolol. 
LUK.19.46	Ta ikeo pagid, “Deo ele laulau aea posanga bedane, ‘Gau leg luma iman luma raring aea.’ Be gimi apul ga iman baba mumulnga aea togid panua lublubnga ad.”
LUK.19.48	Be led edap eta mao, ngansa gid ipom lolod ikim tau ngan longonga ele posanga.
LUK.20.1	Ado ede Iesus ipapaoatai gid ipom gadudunga ngan Deo ele luma aea ala ta ipapaola ato kemi ga ila pagid. Be gid madidnga tenainga ad ga apu ad toman ngan gid kapeipei togid Iuda timadid boloma pan 
LUK.20.2	ta tikeo, “Keo pagai, sai idol naurata toa ne ga idae bagemeai ta isula go ngan aea kadonga?”
LUK.20.3	Ta ikoli led posanga bedane, “Gau pade ga nabeta gimi ngan posanga ede ga oaine, ta akeo pagau. 
LUK.20.4	Paliliunga toa Ioanes ikakado mugaeai, eine inam buburiai ga inam, mao inam pagid eababa?”
LUK.20.5	Be tiraurau posanga pol ngan gid ta tikeo, “Oangga takeo ga inam buburiai ga inam, eine ga ikeo ga, ‘Ikamado ga lolomi matua ngan ei mao?’ 
LUK.20.6	Be oangga takeo ga inam pagid eababa, eine gid ipom ga tiraurau gita ngan pat, ngansa gid tiadi mambe Ioanes ibada Deo iaoa tautaunga.”
LUK.20.7	Ta tikoli ele posanga bedane, “Gai aoatai mao ngan inam sida ga inam.”
LUK.20.8	Ta Iesus ikeo pagid, “Goibe, gau pade ga nakeo pagimi mao ngan sai isula gau ngan kadonga naurata toa ne.”
LUK.20.10	Idio ta oain aea laoe iuot, ta isula ele paeaeanga ede ga ila pagid panua naurata ad ngan badanga oain itautau etangada ga inam pan. Be gid panua naurata ad tirau ei ta tisere ei ga iluai sapaean. 
LUK.20.11	Idio ta dadanga itama isula ele paeaeanga ede pade, be tirau ei pade ga tipamaeamaea ei ta tisere ei ga iluai sapaean. 
LUK.20.12	Ga kus ta isula ele paeaeanga tol aea ga ila, be tipaeabu ngan ei pade ta titado ei ga iuot ga ila.
LUK.20.13	“Idio ta dadanga itama ikeo, ‘Gau ga nakado mado? Eine ga nasula natug toa nakim ei. Be gid ga tilolon ngan ei, mao madongan?’
LUK.20.14	“Be gid panua naurata ad tigera ei ta tiposa pol ngan gid bedane, ‘Eaba toa ne muriai ga ibada danga sisid toa ngada ne ton itama. Tarau ei ga imate, ta danga sisid toa ngada ne ga iman leda!’
LUK.20.15	Tota titado ei ga ila gaot ngan dadanga aea ala ta tirau ei ga imate.
LUK.20.15	“Be gimi aoangga dadanga itama ga ikado mado ngan gid panua naurata ad toa oa? 
LUK.20.16	Eine ga inam ta ipaeabu ngan gid ta idol dadanga toa oa ga idae pagid panua padengada bagedeai.”
LUK.20.16	Io, gid panua tilongo posanga toa ne ta tikeo, “Oe, kadonga toa ne, manta iuot mao!”
LUK.20.17	“‘Pat toa ne, gid panua tikakado luma tiuangga eine paeamao ta titado ga iduaea.
LUK.20.17	Be labone iman luma aea kisinga’?
LUK.20.19	Io, ngan ado imata toa oa gid madidnga apu ad ga tenainga ad tiloilo edap ngan lukunga ei, ngansa tiuatai mambe ei itado oanenga itna toa ne ngan gid, be timataud gid ipom.
LUK.20.21	Ta tibeta ei bedane, “Eaba paoatainga am, gai aoatai mambe lem posanga ga lem paoatainga itutui, be eao kado kadonga bagbage kelede mao ga mao tau, be somisomi eao nasi posanga tautaunga ta papaoatai gid panua ngan Deo ele edap. 
LUK.20.22	Be keo pagai, eine tutui ngan taol takis ga ila pan Kaisa, mao madongan?”
LUK.20.23	Be ei iuatai mambe maed ruangada ta ikeo pagid, 
LUK.20.24	“Apasolan pat eta pagau. Sai ianun ga ieda ienono ngan?”
LUK.20.24	Ta tikeo, “Kaisa ianun ga ieda.”
LUK.20.25	Ta ikeo pagid, “Tota danga ton Kaisa, abada ga ila pan Kaisa, be danga ton Deo, abada ga ila pan Deo.”
LUK.20.26	Be toa ipom matadeai oa, tirangrang ngan tiuot ngan ele posanga idil eta paeamao mao. Tota gid mumun be timatala ngan ele posanga.
LUK.20.27	Be Sadiusi edengada, toa tikeo ga gid panua matemate tirangrang ngan tidae mulian mao, tila boloma pan Iesus 
LUK.20.28	ta tibeta ei bedane, “Eaba paoatainga am, Moses ibode apu ede pagita ta ikeo ga oangga eaba eta itar kapei imate ta itnan iadaoa ga idio, be ele gergeu eta mao, manta itar kakau toa oa iuai ele asape ta tipopo aea kolinga eta. 
LUK.20.29	Be mugaeai, arangaranga lima ga rua ngan iaoa ede timamado. Ad lautabe iuai taine, ga kus ta imate be tipopo gergeu eta mao. 
LUK.20.30	Idio ta itar kakau atange iuai taine toa oa, be ei pade imate. 
LUK.20.31	Ga kus ta itar kakau tol aea iuai ei, ta ei pade imate toa bedaoa. Be ngan kadonga lalaede toa ne, panua toa lima ga rua oa timate be tipopo gergeu eta mao. 
LUK.20.32	Ga kus ta taine pade imate. 
LUK.20.33	Tota ngan ado toaiua, oangga gid matemate tidae mulian, eine taine toa ne ga iman sai iadaoa? Ngansa gid toa lima ga rua oa tiuai ei.”
LUK.20.34	Ta Iesus ikeo pagid, “Gid panua labone ad tiuaioai ga tipapaoai led gergeu taine. 
LUK.20.35	Be gid panua toa Deo ikeo ga tirangrang ngan tidae mulian ngan ado toaiua, eine ga tiuaioai mao, ga tipapaoai led gergeu mao pade, 
LUK.20.36	ngansa irangrang ngan timate pade mao. Ngansa gid tiuot lalaede mambe gid anggelo. Deo ipei gid mulian ngan matenga, ta timan ei ele gergeu. 
LUK.20.37	Be Moses pade ipasolan gita mambe gid matemate tidae mulian. Ngan titnga ngan abei kakauede irarabal, ei ikeo ga Maron eine ‘Deo ton Abraam ga Aisak ga Iakop.’
LUK.20.38	Ei Deo togid panua matemate mao. Be ei Deo togid panua matad bibita. Ngansa ngan ei imata, panua toa ngada oa matad bibita.”
LUK.20.39	Idio ta madidnga edengada apu ad tikeo ga, “Eaba paoatainga am, eao koli posanga ne kemi.” 
LUK.20.40	Be gid panua toa ngada oa timataud ngan betanga ei ngan posanga eta pade.
LUK.20.41	Iesus ibeta gid ipom bedane, “Ikamado ga panua tikeo ga Kristus
LUK.20.42	Ngansa ngan Laulau Baunga aea, Devit pade ikeo bedane,
LUK.20.42	“‘Maron Deo ikeo pan ag Maron bedane:
LUK.20.42	“Eao dio mamado ngan bageg oatai
LUK.20.43	ga irangrang ngan nadol am miri itamatama
LUK.20.43	ga tidio aem ibuloloeai.” ’
LUK.20.44	Ega, Devit pade iuato ei ‘Maron,’ tota ei ga iuot ngan iaoa kelede pan Devit madongan?”
LUK.20.45	Gid ipom tilongolongo Iesus ele posanga, be ikeo pagid ele aluagau bedane, 
LUK.20.46	“Gimi agabit kemi ngan gid madidnga apu ad. Gid tikim tau ngan dolnga pononga mamarae ga tilalala alele. Ga oangga tila ngan tibur oalo aea, tikim gid panua tikeo ‘ado kemi’ pagid ga tilolon ngan gid. Ga oangga tila ngan luma raring aea ga tila ngan gid eaneannga, tikim tau ngan badanga mul kemikemi togid panua edad kapeipei. 
LUK.20.47	Be tipakaka gid asapsape ta tibabada sapaean led luma ga danga sisid. Ga kus ta tiraring mamarae, be led raring pakakanga aea. Be muriai gid ad panasnga ga paeamao ga paeamao tau.”
LUK.21.1	Iesus imata idae ta igera gid panua toa led danga sisid busa tidol led tenainga ga idudunga ngan apou tenainga aea toa Deo ele lumaeai. 
LUK.21.2	Be igera asape lululunga aea ede idol ele pat gereirei rua. 
LUK.21.3	Ta ikeo, “Nakeo tautaunga pagimi, asape lululunga aea toa ne ele tenainga toa idol oa iasal gid toa ngada oa led tenainga. 
LUK.21.4	Ngansa gid toa ngada oa led danga sisid busa, ta tipota ilia iman led tenainga. Be asape toa ne ele danga sisid imata karanga mao, be idol ele pat madonga aea toa ngada oa ga kus.”
LUK.21.5	Idio ta panua edengada tiposa pan Iesus ngan Deo ele luma idanga sisid kemikemi tikado ngan pat toman ngan gid danga toa panua titenai ga ila pan Deo. Be Iesus ikeo, 
LUK.21.6	“Gid danga toa gimi agera ne, ngan ado ede muriai, gid panua ga titnan pat eta ga idae tatan pat eta pade mao. Eine ga tirepe toa ngada ne ga isulug.”
LUK.21.7	Idio ta Iesus ele aluagau tibeta ei bedane, “Eaba paoatainga am, kadonga toa ne ga iuot ngeda? Be saoa kilala ga iuot ta ipasolan mambe gid danga toa ne teta pade ga iuot?”
LUK.21.8	Ta ikeo, “Gimi agabit kemi. Ngan kado ta eaba eta ipakaka gimi. Ngansa panua busa ga tinama ngan gau edag ta tikeo ngan gid mulian bedane, ‘Gau eaba toa Deo isula gau.’ Ga padengada ga tikeo, ‘Ado muriai ga muriai tau tota iuot ne.’ Be irangrang ngan gimi ala anasi gid mao. 
