MAT.1.1	Ay niy de dawét i de katufua Jesu Kristo, sani ségétéwe séfu Datu Dabide séfu Abraham. 
1CO.11.22	Sedek énda mama gom brab miném dob de kagom lawi? Non bé kéarumé kome, fémalané kom i de méskinan begom. Mélaw i de ségiyo étéw émbéréh ro tete fantag bé begome do munur bé Jesuse. Ati mélaw i fiyowe béréhé ku? Enda fo dayéwé ku begom loo damén bé kétaya kome de. Yamula béréhé ku begom, toow fo tete i rigoné kome.
1CO.11.23	Non i ténoro guwe begom fantag bé komiyuniyune ségiléw so bé kétoro i Kadnane de begén. Bé kélungonone fénkéfo Judasey Kadnane Jesus, éndot Jesusey fane. 
1CO.11.24	Atin amun gilid ménfésalamat dob Tuluse, sénbaad-baadén. Atin ménbéréh mano, “Ay niy lowoh guwe, niray inok méfukas gom. Ama gom i ni fégétédémo kom Begén.” 
1CO.11.25	Loo so bé no, amun énggilid ro mama fétémégén, éndotén i tabue. Brab ménbéréh mano, “I ni tabu, beeniy mantuwe fasad i Tuluse rénigo bé dara guwe. Amuk miném gom de, rigo gom fégétédémo kom Begén.”
1CO.11.26	Non taman so bé késéfule i Kadnane, sénga mama gom bé fane ni brab miném dob tabue ni, fégito gom i késarig gome bé kéléhu ne fégéfukas begom. 
1CO.11.27	Mélaw amuk wén i étéw mama bé éfay Kadnane brab miném dob tabu ne, éndob énda méégét i kéfégitung ne fantag bé atag i komuniyone ni, ménsala sébanil bé Kadnane. Non énda basana noy lowoh ne brab dara ne. 
1CO.11.28	Mélaw fatut susinéy séngae étéw i kaane lowoh ké fiyo taloo no tete i kéféngadaf ne. Amuk gékaranga no fiyo, fakay mama bé fane brab miném dob tabu i Kadnane. 
1CO.11.29	Endob amuk wén i étéw mama de brab miném de, atin énda rénigo no de inok fégétédémé noy kéléhu i Kadnane, kukuméy Tuluse de sabaf bé nan rénigo no. 
1CO.11.30	Beeniy funa kome médooy de mélubay begom brab do déméruun, atin wén soy do ménléhu begom. 
1CO.11.31	Endob amuk susiné tom na sunguy de katom lowoh bé kéféngadaf tome bé Kadnane, énda kukuméy Tuluse betom. 
1CO.11.32	Endob bé kéfifit i Tuluse betom béleewe ni, toroé no betom inok énda kukumé no betom moso loo bé gétimale kékukumén bé de étéw énda munur ro bé Jesuse.
1CO.11.33	Mélaw do dumo gu, amuk sélimud gom mama bé komiyuniyone, kagom magayas. Yamula séongot-ongot gom. 
1CO.11.34	Atin amuk wén i mélayaf, fatut mama na métah dob lawi ne. Atin tidéw béno, mangéy sélimud. Mélaw énda kukuméy Tuluse begom ké sélimud gom. Atin fantag man bé de ségiyo kéféginau gu begom, béréhé ku fo ké séfuleu mangéy diyaan.
1CO.12.1	I kéuyoto kuwe béréhé ku begom i fantage bé de iray i Rémogor i Tuluse. Do dumo gu, méuyotu de fo ké gésobuto kom i de ni. 
1CO.12.2	Bé gétahe, amun énda séna munur gom bé Jesuse, wén i ménféféngadaf begom bé de kéninontow. Atin sabaf bé ni, énggésala gom, fénéngadaf gom i de kéninontow, sani de énda méuyag. 
1CO.12.3	Mélaw méuyotu de ké gétiga kom i ni. I étéwe fémanduoy Rémogor i Tuluse, énda géfémulaa noy Jesuse. Brab énda soy étéw gébéréh mano, “Jesusey Kadna kuwe,” saliyu bé fénémanduoy Rémogor i Tuluse.
1CO.12.4	Médoo gékélasiy de kéfurungon iray i Rémogor i Tuluse, éndob sébaan saén i tidéwo ruwe sani Rémogor i Tuluse. 
1CO.12.5	Médoo gékélasiy kégalbéke, éndob sébaan saén i Kadnane galbékon. 
1CO.12.6	Médoo gékélasiy de rigoné tom, éndob sébaan saén i Tuluse émférigo de dob betome kéluhanan. 
1CO.12.7	I Rémogor i Tuluse niraya noy séngae ségétéw betom bé sébaane kéfurungon inok fégétabang tom bé kéluhanay de dumo tom munur. 
1CO.12.8	Non i Rémogor i Tuluse, irayén dob de dumo étéw i kéfurunge émbéréh bé toowe kégétigan. Atin dob ségiyowe man étéw, irayén i kéfurunge émfégésobut bé ménaléme kétoro. 
1CO.12.9	Atin dob de ségiyo, irayén i émbagére kéunur. Atin dob de ségiyo, irayén i kégétigane muwa. Endob sébaan saén i Rémogor i Tuluse miray de. 
1CO.12.10	Atin dob de ségiyo, irayén i barakate inok gérigo ro do mékégaif. Atin dob de ségiyo, irayén i kéfurunge muret bé kébéréh i Tuluse. Atin irayén dob de ségiyoy kéfurunge mégélolo bé barakate ké atiy tidéwo nuwe de, inok gétiga ro ké tidéw dob Tuluse loo ké tidéw dob Satanase. Atin irayén dob de ségiyoy kéfurunge sébéréh bé de séségiyo-giyo késébéréh énda séna gétiga ro de. Atin irayén dob de ségiyoy kéfurunge émfégésobut bé de ni do késébéréh. 
1CO.12.11	Atin fiyon fo ké médoo gékélasiy de kéfurungon irayén, sébaan saén i Rémogor i Tuluse miray de. Atin irayén saén dob séngae ségétéw kétaya no iraya no de.
1CO.12.12	I Kristowe ségiléw bé sébaane lowoh. Atin betomey maake réfa i lowoh Kristowe. Wén i do séségiyo-giyo kéfurungo tom ségiléw bé rigonéy de réfa i lowohe. Endob sébaan saén i lowohe. 
1CO.12.13	I begome kéluhanan, do Judio taloo no do békén Judio, do rifén taloo no do békén rifén, sébaan saén i Rémogor i Tuluse ménautison betom. Mélaw ménwaléy tom maak sébaan lowoh fémanduoy Rémogor i Tuluse.
1CO.12.14	Sébaan saén i lowoh i ségétéwe étéw éndob médooy de réfaén. 
1CO.12.15	Ufama, amuk émbéréh i sékéye mano, “Békénu réfa i lowohe non békénu kémér,” békén toow i nan. Non i sékéye, fiyon fo ké énda gégamakén loo bé kémére, réfa i lowohe soy beene. 
1CO.12.16	Atin amuk émbéréh i kélingoe mano, “Békénu réfa i lowohe non békénu moto,” békén toow i nan. Non i kélingoe, fiyon fo ké énda gégito no loo bé motowe, réfa i lowohe soy beene. 
1CO.12.17	Ufama, amuk i sébaane lowoh falan saén moto, énda gégélingoén. Atin amuk falan saén kélingo, énda gétéréhungén. 
1CO.12.18	Endob énda lénimbag i Tulusey étéwe loo bé nan. Non rénigo noy de séségiyo-giyo réfa i lowoh i étéwe loo bé kétayay Tuluse de. 
1CO.12.19	Mélaw amuk ségéréfa saén i lowohe, énda médawétén lowoh. 
1CO.12.20	Endob i toowe, médoo tom do réfa i lowoh Kristowe.
1CO.12.21	Mélaw i motowe énda gébéréhén dob kémére mano, “Enda kailanga ku beem.” Atin i uléwe énda gébéréhén dob sékéye mano, “Enda kailanga ku beem.” 
1CO.12.22	I toowe, i de réfa i lowohe fégitungé tom do énda fo toowén balilaga, beroy de toow fo do kailangan. 
1CO.12.23	Atin i de réfa i lowohe fégitungé tom do toow fo gérifantad, toowé tom fo talimaén. Atin i de dumo réfaén énda toowén fiyo, toowé tom féfiyonén bé kégale. 
1CO.12.24	Enda kailanga no rigonén dob de dumoy réfa i lowohe do fiyo falas. Non rénigoy Tulusey de lowoh tom inok talimaé tom i de réfaén karangé tom énda balilaga ro. 
1CO.12.25	Mélaw békén fatut sésinay de réfa i lowohe non rénigoy Tuluse bero inok sétabang ro. 
1CO.12.26	Atin amuk kédawétan i ségéréfae bé lowohe, kédawétan ro so kéluhanan. Atin amuk médayéw i ségéréfae de, méoror ro kéluhanan.
1CO.12.27	Mélaw betomey lowoh Kristowe, brab kéluhana tom do réfa i lowoh ne. 
1CO.12.28	I betome do munur maak sébaan saén i lowoh tome. Atin niray i Tuluse dob séngae ségétéw betom i kaane galbék. Fénémili i Tulusey de étéw gémalbék loo bé ni. I sunguwe de, rénigo noy dumoy de étéw do apostol. I géruwowe de, rénigo noy de dumo de muret bé kébéréh ne. I gétéléwe de, rénigo noy de dumo de témoro. I de dumo de rénigo no bero gétigan rémigo bé de mékégaif. I de dumo de rénigo no bero gétigan muwa bé de déméruun. I de dumo de rénigo no bero témabang bé de dumo ro. I de dumo de rénigo no bero do fiyo odoron. Atin rénigo noy de dumo de furung sébéréh bé séségiyo-giyowe késébéréh énda gétiga ro de. 
1CO.12.29	Enda fakayén ké kéluhana tom do apostol, taloo no do muret bé kébéréh i Tuluse, taloo no do témoro, taloo no do rémigo bé de mékégaif. 
1CO.12.30	Enda fakayén ké kéluhana tom muwa bé de déméruun, taloo no gésébéréh bé de séségiyo-giyo késébéréh énda gétigano, taloo no émfégésobut bé de ni do késébéréh. 
1CO.12.31	Mélaw fatut ongoté kom dob Tulusey de kéfurungon toow fo balilaga.
1CO.12.31	Endob wén na foy toow de balilaga sani kégédawe.
1CO.13.1	Fiyon fo ké gésébéréhu bé de séségiyo-giyo késébéréh i de étéw brab de télaki, éndob amuk énda mégédawu, énda i laga i kéfurung guwe non ségiléwu saén bé selekéne agung taloo no loo bé selekéne banting. 
1CO.13.2	Atin fiyon fo ké furungu témoro bé kébéréh i Tuluse, brab gésobuto kuy de ménalém kébéréh tidéw dob Tuluse, brab fiyon fo ké toowu fo gétigan, brab toow fo émbagér i kéunur guwe inok géféaguwo kuy de tuduk, éndob amuk énda mégédawu, énda foy lanték gu. 
1CO.13.3	Atin fiyon fo ké iray guy kéluhanay de languntama ku inok tabanga kuy de méskinan, brab iray guy lowoh guwe fétuwég gu bé de étéw, éndob amuk énda mégédawu, énda i baras gédoté ku.
1CO.13.4	I étéwe mégédaw toow fo tingkélo noy de dumo no. I étéwe mégédaw rigoné noy fiyowe dob de dumo no. I étéwe mégédaw énda médaléwén bé de dumo no. I étéwe mégédaw énda félangka-langkaén taloo no fébantug-bantug. 
1CO.13.5	I étéwe mégédaw énda lémigis-ligisén. I étéwe mégédaw énda arumé no. I étéwe mégédaw énda magadén mékérit. I étéwe mégédaw magad fésagada noy de dumo no. 
1CO.13.6	I étéwe mégédaw énda méororén bé tetee. Yamula méoror bé fiyowe brab métintuwe. 
1CO.13.7	Atin i étéwe mégédaw tingkélé noy kékérasaya nuwe ké tete i de rigonéy de dumo no dob beene. Fédayaé no sa bero. I étéwe mégédaw, énda mékédan i késarig ne taloo noy inam ne bé fiyoy de rigonéy de dumo no étéw.
1CO.13.8	I de kéfurung émbéréh bé kébéréh i Tuluse, mékédan moso. I de kéfurung sébéréh bé de séségiyo-giyo késébéréh énda gétiga no, mékédan so moso. I kégétigane, mékédan so moso. Endob i kégédawe énda mékéda no. 
1CO.13.9	Non kulang sénay kéfurung tome émbéréh bé kébéréh i Tuluse brab de kégétiga tom. 
1CO.13.10	Endob amuk gumah i gaiwe iray i Tuluse betom i tintuwe fiyo, mékédan i de éntingayén do kulang.
1CO.13.11	Bé kéénga guwe séna émbéréhu loo bé ngae, brab i kéfégitung guwe, nga so. Endob amun ménwaléyun métuwa, ménkédanén i de adat gu loo bé ngae. 
1CO.13.12	Ségiléw so bé betome. Béleewe ni, i kégétiga tome brab kégésobut tome bé Tuluse, kloh saén. Ségiléw bé anlunge téngténgé tom dob rébure féngalungon. Endob amuk gégumah moso i gaiwe gito tomén foy Jesu Kristowe, gésobuto tomén i kéluhanane, ségiléw bé kéfégésobut i Tuluse de betom, békénén maak anlung.
1CO.13.13	Mélaw téléw i éntingayéne énda mékéda no: kéunur, inam, brab kégédaw. Endob i toowe de fo imfortante, been i kégédawe.
1CO.14.1	Mélaw fatut tom toow fo méuyot bé kégédawe bé de dumo tom. Atin fatut so méuyot tom bé de dumo do kéfurungon tidéw dob Tuluse. Labi-labi na foy murete bé kébéréh i Tuluse. 
1CO.14.2	I étéwe sébéréh bé késébéréhe énda gétiga no, dob Tuluse saén sébéréh, békén dob étéwe. Non énda gésobuto ro de. Béréhé no saén i de ménbunéy non fébéréh i Rémogor i Tuluse de. 
1CO.14.3	Endob i étéwe muret bé kébéréh i Tuluse, ureté no dob de étéw inok tabanga no bero émféégét bé de kéunur ro brab féginauné no bero, brab émféfiyo bé de fédéw ro. 
1CO.14.4	I étéwe sébéréh bé késébéréhe énda gétiga no, tabanga no saén i kaane lowoh. Endob i murete bé kébéréh i Tuluse, tabanga noy kéluhanay de munur mégélingo.
1CO.14.5	Méuyotu de damén ké gésébéréh gom kéluhanan bé de késébéréh énda gétiga kom de, éndob toowu de na fo méuyot ké ureté kom i kébéréh i Tuluse. Toow na fo gérotor i étéwe ureté noy kébéréh i Tuluse bé étéwe sébéréh bé késébéréhe énda gétiga no, saliyu ké béréhé noy atag i bénréh ne inok géféfiyono noy fédéw i de dumo no munur. 
1CO.14.6	Mélaw do dumo gu, amuk gégumahu diyaan atin sébéréhu bé késébéréhe énda gétiga tom de, énda gétabanga ku begom. Toow na fiyo ké ureté ku begom i fénggitoy Tuluse begén, taloo no béréhé ku begom i de gétiga ku, taloo no ureté ku begom i kébéréh i Tuluse, taloo no toroé ku begom. Non amuk rigoné kuy de ni, tabanga ku begom.
1CO.14.7	Ufama, fégitung gom i de baat. I faléndage taloo no fégérung, amuk i ségétéwe étéw énda gétiga noy kéiyuf ne bé faléndage taloo no énda gétiga noy kékébit ne bé fégérunge, ati fanu-fanuy kégétigay de mégélingo de ké atiy linggéngé nuwe. 
1CO.14.8	Atin amuk wén i sundalo iyufé noy témburiwe inok mangéy sétiboh i de dumo no, éndob énda fékéntayé noy kéiyuf ne bé témburiwe, ati fanu-fanuy kégésobut ruwe de ké fatut ro magayas mangéy sétiboh. 
1CO.14.9	Ségiléw so bé begome, amuk sébéréh gom bé késébéréhe énda gétiga kom de, énda mon i gésobut de. Mélaw énda i atagén brab énda i lagaén. 
1CO.14.10	Médooy de séségiyo-giyo do késébéréh dob duniyae ni, éndob wén i atag i séngae késébéréh. 
1CO.14.11	Endob amuk énda gésobuto kuy késébéréh i dumo guwe séuret-uret, énda fo gésésobutan gey. 
1CO.14.12	Atin i begome, toow fo méuyot gom de ké gégédot gom bé de kéfurung tidéw dob Rémogor i Tuluse. Endob fatut télama gom usar i de kéfurung émfébagér bé kéunur i de dumo gom.
1CO.14.13	Mélaw i étéwe furung sébéréh bé késébéréhe énda gétiga no, fatut démasal dob Tuluse mongot kégétigan émfégésobut bé atag i késébéréh ne dob de dumo no. 
1CO.14.14	Non amuk fédasaléy Rémogor i Tuluse begén dob késébéréhe énda gétiga ku de, moror i rémogor guwe fiyon fo ké énda gésobutoy itunga kuwe de ké atiy atag ne. 
1CO.14.15	Ati mélaw i fiyowe rigoné ku? Fatut fédayaé kuy Rémogor i Tuluse émfédasal begén dob rémogor guwe. Endob usaré ku soy itunga kuwe ké démasalu. Fatut fédayaé kuy Rémogor i Tuluse émfékanta begén dob rémogor guwe, éndob fatutu so kémanta dob itunga kuwe. 
1CO.14.16	Amuk i ségétéwe étéw dayéwé noy Tuluse bé rémogor ne saén, i de étéw énda gétiga roy fantage bé ni kéfurung, énda fo gésobuto ro de. Mélaw énda géséfagayun ro maro, “Amen” non énda gésobuto ro de. 
1CO.14.17	Fiyon fo ké fiyoy kéfésalamat ne dob Tuluse, énda géfébagéro noy kéunur i de dumo no.
1CO.14.18	Fésalamatu dob Tuluse, non toow na fo gésébéréhu bé késébéréhe énda gésobuto ku de bé begome kéluhanan. 
1CO.14.19	Endob amuk sélimudu bé de dumo gu munur bé Kristowe inok méngintulus, toow na fo méuyotu sébéréh bé késébéréhe gésobutoy kéluhanane fiyon sétaga saén bé médoowe kébéréh énda gésobuto ro de. Mélaw gétoroo kuy de étéw.
1CO.14.20	Do dumo gu, kagom miring bé kéfégitung i de nga. Endob iring gom i kéfégitung i de nga fantag bé tetee non énda gétiga roy tetee. Saliyu na bé nan, iring gom i kéfégitung i étéwe gétigan. 
1CO.14.21	Wén i Ménsulate Kébéréh i Tuluse mano, “Sugué ku mangéy dob de Judioy de étéw ségiyoy de késébéréh ro tidéw dob ségiyowe ingéd. Endob fiyon fo ké mérigoy ni, énda so fégélingoé ro Begén, bang i Kadnane.” 
1CO.14.22	Mélaw i kéfurunge sébéréh bé késébéréhe énda gétiga no, niray i Tuluse inok i de énda munur gélolo ro tidéw dob Tuluse. Endob i kéfurunge muret bé kébéréh i Tuluse, niray i Tuluse inok émfébagér i kéunur i de munur.
1CO.14.23	Mélaw amuk sélimud gom do munur, atin sébéréh gom bé késébéréhe énda gétiga kom de, atin gégumah i étéwe énda munurén taloo no énda gétiga noy fantage bé ni kéfurung niray i Tuluse, manok bunég gom. 
1CO.14.24+1CO.14.25	Endob amuk kéluhana kom muret bé kébéréh i Tuluse, atin i étéwe énda séna munurén bé Jesuse ménangéy témukaw begom, gésobuto noy késébéréh gome. Mélaw waléy gétiga noy de salaén, atin gésénule. Mélaw lémingkuwéd méngadaf bé Tuluse brab émbéréh mano, “Tulus i tintuwe mémanduon begom.”
1CO.14.26	Mélaw do dumo gu, amuk sélimud gom méngadaf, fiyo ké wén i kémanta, brab wén soy témoro, brab wén soy muret bé atiy fénggitoy Tuluse de. Atin fatut wén soy émbéréh dob séségiyo-giyowe késébéréh énda gétiga no, brab fatut wén soy émfégésobut bé ni késébéréh. Rigo gom i kéluhanay de ni émfébagér bé kéunur i de dumo gom. 
1CO.14.27	Atin amuk wén i gétigan sébéréh bé késébéréhe énda gétiga no, fatut ruwo loo ké téléw saén i rémigowe de. Atin fatut sétélés-télés ro émbéréh. Atin fatut wén soy émfégésobut bé kébéréh ruwe. 
1CO.14.28	Endob amuk énda i émfégésobut de, fatut mantés ro kéluhanan atin sébéréh ro séden bé Tuluse dob de fédéw ro. 
1CO.14.29	Atin fakay émbéréh i ruwowe taloo no téléw gétéw étéw muret bé kébéréh i Tuluse. Brab i kéluhanay étéwe fatut fégélingoé ro fo toow inok gétiga ro ké katabuwan i kétoro ruwe taloo no békén. 
1CO.14.30	Atin amuk wén i ségétéw bé de ménsar mégélingo, wén i fénggitoy Tuluse de, fatut témérén i émbéréhe inok gébéréh i ni étéw. 
1CO.14.31	Fakay kéluhana kom muret bé kébéréh i Tuluse, éndob sétélés-télés gom muret, inok métoro brab émféfiyoy fédéw i kéluhanane. 
1CO.14.32	I kéluhanay de étéw nirayay Tuluse kégétigan muret bé kébéréh ne, fatut séongot-ongot brab sétélés-télés ro muret. 
1CO.14.33	Non mika i Tuluse ké mégukét i késélimud gome, yamula méuyot bé mélosoe.
1CO.14.33	Atin wén soy ni sugu gu begom, sani ségiléwe bé rigonéy de munur dob kéluhanay de ingéd. 
1CO.14.34	I de libun fatut féantés ro ké gai sélimud ro méngadaf, non énda fatutén ké émbéréh ro. Non dob kitab i de Judio, i libune fatut saén mégélingo brab séodor-odor saén. Enda fakay ro méguléw. 
1CO.14.35	Atin amuk méuyot ro méganad, fatut ménginsa ro dob de bawag ro dob de lawi ro, non mékémala ké émbéréh i de libun ké sélimud gom dob simbaane.
1CO.14.36	Kagom fégitungén de ké tidéw saén dob begomey kébéréh i Tuluse, taloo no makom ké begom saén i nirayan de. Toow fo békén i nan. 
