MAT.1.1	Nigaj ijkuilijtoꞌ ito̱ka̱mej yej iyikyapatajwe̱wejmej Jesucristo,
JHN.19.19	Pilato tati̱tan iga makita̱lili̱tij se̱ tajkuílo̱l ipan icru̱z, yej kijtowa̱ya: “JESÚS DE NAZARET, IRRE̱Y JUDIYOJMEJ.” 
JHN.19.20	Ka̱n kiclava̱rojkej Jesús ipan cruz, na̱ꞌsan weyi‑a̱ltepe̱ꞌ Jerusalén, inó̱n iga miaꞌ judiyojmej kitajto̱ltijkej inó̱n tajkuílo̱l yej ijkuilijtoya ipan hebreo, ipan griego iwá̱n ipan latín. 
JHN.19.21	Inó̱n iga ije̱fejmej sacerdo̱tejmej kijlijkej Pilato:
JHN.19.21	—Amo xikijkuilo “iRre̱y judiyojmej”; má̱j ye̱kti xikijkuilo “Iní̱n mojliá iga iRre̱y judiyojmej.”
JHN.19.22	Eꞌ Pilato kijtoj:
JHN.19.22	—Yej nikijkuíloja, ijko̱nya maka̱wi.
JHN.19.23	Kua̱ꞌ kiclava̱rójkeja Jesús ipan cruz, na̱wi solda̱dojmej morreparti̱rowilijkej itzotzolmej Jesús. Ijkó̱n no̱ kichi̱wayaj wa̱n isota̱ntzótzol, eꞌ como inó̱n tzótzol ayá̱ꞌ sa̱sa̱lijtoya, se̱san iga ijkititoya desde ajko wa̱n este tani, 
JHN.19.24	solda̱dojmej mosepan‑ijlijkej:
JHN.19.24	—Amo matiktza̱tzaya̱naka̱n; matik‑rifa̱ro̱ka̱n iga matikitaka̱n a̱ꞌyéj kikuis.
JHN.19.24	Ijkó̱n mochij ken ijkuilijtoꞌ itájto̱l Dios ka̱n kijtowa: “Mota̱tajkolowilijkej notzótzol iwá̱n kirrifa̱rojkej nosota̱ntzótzol.”
JHN.19.25	Iye̱ꞌ Jesús iwá̱n isiwa‑ikni̱n iye̱ꞌ onoyaj ite̱noj cruz ka̱n Jesús onoya, no̱ onoyaj María yej isiwa̱ꞌ Cleofas iwá̱n María Magdalena. 
JHN.19.26	Kua̱ꞌ Jesús kitaꞌ iye̱ꞌ iwá̱n iná̱ꞌ onoꞌ idiscí̱poloj yej má̱j kicho̱kilia̱ya, kijlij iye̱ꞌ:
JHN.19.26	—Nomáj, ine̱pa xikita ken mopiltzi̱n.
JHN.19.27	Iwá̱n kijlij inó̱n idiscí̱poloj:
JHN.19.27	—Xikneki noye̱ꞌ ken moye̱ꞌ.
JHN.19.27	Iwá̱n desde íkua̱ꞌ, ícha̱n inó̱n discípulo ki‑o̱mema̱wij María.
JHN.19.28	Kua̱ꞌ nochi panoj iní̱n, Jesús kimatiꞌ iga nóchiya mochij, iwá̱n iga mamochi̱wa ken ijkuilijtoꞌ, kijtoj:
JHN.19.28	—Na̱taneki.
JHN.19.29	Ompa onoya se̱ jarro yej te̱ntoya iga xoko̱ꞌvi̱noj, iwá̱n ka̱pachojkej tejté̱ yej ken ichkaꞌ ipan xoko̱ꞌvi̱noj, iwá̱n kilpijkej ipan se̱ ima̱ꞌ kuawiꞌ yej ito̱ka̱ꞌ hisopo
JHN.19.30	Kua̱ꞌ Jesús konij xoko̱ꞌvi̱noj, kijtoj:
JHN.19.30	—Móchija nochi.
JHN.19.30	Iwá̱n motzompiloj, íkua̱ꞌya miguiꞌ.
JHN.19.31	Kipolowa̱ya se̱ día iga mochi̱wa iyilwi la Pascua, iwá̱n judiyojmej ayá̱ꞌ kinekiáj iga a̱nimajmej maka̱wika̱n ipan icru̱zmej ipan día sábado, iga inó̱n día kipoxweyimatiáj. Inó̱n iga kijlijkej Pilato iga matatekimaka iga makipojpostekili̱ka̱n iyikximej yej onokej ipan icru̱zmej iga má̱j nimaní̱n mamikika̱n iwá̱n makitemowí̱ka̱nya. 
JHN.19.32	Iwá̱n solda̱dojmej yajkij, iwá̱n kipo̱postekilijkej iyikximej yej achto ta̱gaꞌ, iwá̱n seꞌ ta̱gaꞌ yej onoya no̱ ipan icru̱z iná̱ꞌ Jesús. 
JHN.19.33	Eꞌ kua̱ꞌ kina̱ꞌtechojkej Jesús, kitakej iga míktoꞌya, inó̱n iga ayá̱ꞌ kijikxipostekikej.
JHN.19.34	Eꞌ se̱ soldado kisoloj ise̱kate̱noj iga ila̱nzaj, iwá̱n ki̱saꞌ esti iwá̱n a̱ꞌti. 
JHN.19.35	Iní̱n kipowa yej kitaꞌ, iwá̱n ijko̱nya ken kijtowa, yéj kimati iga ijko̱nya nokta yej kijtowa iga amejeme̱n no̱ xicre̱do̱ka̱n. 
JHN.19.36	Iní̱n mochij iga mamochi̱wa ken ijkuilijtoꞌ: “Ayá̱ꞌ kipo̱postekilijkej nisé̱ iyomiyo.” 
JHN.19.37	Iwá̱n seꞌ ka̱n ijkuilijtoꞌ itájto̱l Dios kijtowa: “Kitaskej yej kisolojkej.”
JHN.19.38	Kua̱ꞌ nochi iní̱n mochij, José yej icha̱n a̱ltepe̱ꞌ Arimatea, kitajtanilij Pilato iga wel makiwi̱ga icue̱rpoj Jesús iga makito̱ka. José no̱ kitokaya Jesús, malej iga ichtákasan iga kimajmawilia̱ya judiyojmej. Pilato kijlij iga wel kiwi̱gaꞌ icue̱rpoj Jesús, iwá̱n José yajki kikuito. 
JHN.19.39	Asiꞌ no̱ Nicodemo yej se̱ yówal yajka tajto̱to̱ya iwá̱n Jesús, kiwajli̱ꞌ ken treinta kilos yej ajwiya̱ꞌ, nelijtoꞌ iga mirra iwá̱n áloes.
JHN.19.40	Ijkó̱n iga José iwá̱n Nicodemo kikuikej icue̱rpoj Jesús, iwá̱n kiki̱kimilojkej iga venda yej kakalijtoꞌ iga yej ajwiya̱ꞌ, ken iga kitekichi̱wayaj judiyojmej iga kito̱kaj a̱nimajmej. 
JHN.19.41	Ompa ka̱n kimiktijkej Jesús ipan cruz onoya se̱ huerto, iwá̱n ipan huerto onoya se̱ a̱nimajtexapoꞌ
JHN.19.42	Ompa kakijkej icue̱rpoj Jesús, iga inó̱n a̱nimajtexapoꞌ na̱ꞌsan onoya, iwá̱n pe̱wasnekiáy inó̱n día kua̱ꞌ mose̱wiáj judiyojmej.
JHN.20.1	Ipan domingo, María Magdalena yajki isájpasan posa̱ntoj, kua̱ꞌ takó̱mi‑oꞌ; iwá̱n kitaꞌ iga ayꞌya teyá weyiteꞌti yej kite̱ntzaktoya a̱nimajtexapoꞌ.
JHN.20.2	Iwá̱n motalojtiajki ka̱n onoꞌ Simón Pedro iwá̱n seꞌ discípulo, inó̱n yej Jesús kipoxcho̱kilia̱ya, iwá̱n kijlijkej:
JHN.20.2	—¡Kichté̱kkeja toTe̱ko ompa ka̱n onoya ipan a̱nimajtexapoꞌ, iwá̱n iná̱n atikmatij ka̱n kiwi̱gakej!
JHN.20.3	Pedro iwá̱n sewoꞌ discípulo yajkij ka̱n onoꞌ a̱nimajtexapoꞌ. 
JHN.20.4	Iyo̱mextimej mosentalojtiajkij; eꞌ sewoꞌ motaloj má̱j nimaní̱n que Pedro iwá̱n má̱j achto asiꞌ ka̱n onoꞌ a̱nimajtexapoꞌ. 
JHN.20.5	Iwá̱n moto̱loj iga kitachi̱lij, iwá̱n kitaꞌ iga ompa onoꞌ tzotzolmej yej iga ki̱kimilijtoya Jesús, eꞌ inó̱n discípulo ayá̱ꞌ kalaꞌ este ta‑ijtiꞌ. 
JHN.20.6	Iwá̱n Simón Pedro asiꞌ no̱ iwá̱n kalaꞌ ipan a̱nimajtexapoꞌ. Yéj no̱ kitaꞌ iga ompa onoꞌ tzotzolmej, 
JHN.20.7	iwá̱n tzótzol yej iga kikua̱kimilojkej Jesús, ayꞌya onoya seka̱n iwá̱n seꞌ tzotzolmej, iyokay kimilijtoya. 
JHN.20.8	Iwá̱n kalaꞌ ipan a̱nimajtexapoꞌ seꞌ discípulo yej achto asiꞌ iwá̱n kitaꞌ no̱ yej mochij iwá̱n kicre̱doj. 
JHN.20.9	Puej aya kentende̱rowa̱yaj yej kitojwa itájto̱l Dios iga Jesús ojpa‑isas ka̱n miktos. 
JHN.20.10	Iwá̱n ino̱mej disci̱polojmej yajkij sej icha̱mej.
JHN.20.11	Eꞌ María cho̱katika̱wiꞌ fuera ite̱noj a̱nimajtexapoꞌ iwá̱n moto̱loj iga tacháꞌ xapo‑ijtiꞌ. 
JHN.20.12	Iwá̱n kitaꞌ o̱me̱n a̱ngelejmej yej este ijichkatiꞌ itzotzolmej, eje̱watokej ka̱n kita̱lkaj icue̱rpoj Jesús; se̱ e̱watoꞌ ka̱n katka ikua̱pan iwá̱n seꞌ iyikxitan. 
JHN.20.13	A̱ngelejmej tatajtankej:
JHN.20.13	—In tej, ¿te iga ticho̱katoꞌ?
JHN.20.13	Yéj kijtoj:
JHN.20.13	—Iga kiwi̱gakej noTe̱ko, iwá̱n anikmati ka̱n kika̱watoj.
JHN.20.14	Tamiꞌ kijtoj iní̱n, kua̱ꞌ tacháꞌ itepotztajpa, ompa kitaꞌ Jesús, eꞌ ayá̱ꞌ kimatiá siga Jesús. 
JHN.20.15	Jesús kitajtan:
JHN.20.15	—In tej, ¿te iga ticho̱katoꞌ? ¿A̱ꞌyéj tikte̱mowa?
JHN.20.15	Yéj kijtoj anka yej kicuida̱rowa̱ya huerto, iwá̱n kijlij:
JHN.20.15	—Nokój, siga tej tikui̱gaꞌ a̱nimaj, xine‑ijli ka̱n tika̱wato iga maniá manikuiti.
JHN.20.16	Iwá̱n Jesús kijlij:
JHN.20.16	—¡María!
JHN.20.16	Yéj mokuepaꞌ iwá̱n kijlij ipan hebreo:
JHN.20.16	—¡Raboni! —yej kijto̱jneki Tamachtia̱ni.
JHN.20.17	Jesús kijtoj:
JHN.20.17	—Xine̱majka̱wa iga aya nitejkawi ka̱n onoꞌ noTaj. Eꞌ xaj iwá̱n xikijli nokni̱wa̱n iga nia ka̱n onoꞌ noTaj iwá̱n amoTaj no̱ amejeme̱n, noDio̱s iwá̱n amejeme̱n no̱ amoDio̱s.
JHN.20.18	Iwá̱n María Magdalena yajki kimati̱lti̱to disci̱polojmej iwá̱n kijtoj:
JHN.20.18	—Nikitaꞌ toTe̱ko.
JHN.20.18	Iwá̱n kijlijkej nochi yej toTe̱ko kijtoj.
JHN.20.19	Ino̱nsan domingo, kua̱ꞌ tayoway, disci̱polojmej nechkatoyaj iwá̱n kaltzaktoyaj iga kimajmawilia̱yaj judiyojmej. Jesús kalaꞌ iwá̱n moketzaꞌ itajkoya̱n disci̱polojmej, iwá̱n kijtoj ijkí̱n:
JHN.20.19	—¡Tamelá̱ xonoka̱n!
JHN.20.20	Tamiꞌ kijtoj iní̱n, kine̱xtilijkej ka̱n kisolojkej, ipan ima̱mej iwá̱n ise̱kate̱noj. Iwá̱n yejeme̱n pa̱kikej kua̱ꞌ kitakej toTe̱ko. 
JHN.20.21	Iwá̱n Jesús kijtoj sej:
JHN.20.21	—Tamelá̱ xonoka̱n. Ijkó̱n ken toTaj ne̱ti̱tan, nej no̱ nimitzti̱tanij amejeme̱n.
JHN.20.22	Iwá̱n Jesús kipi̱tzaꞌ yejeme̱n, iwá̱n kijtoj:
JHN.20.22	—Manimitzmakáka̱nya iyEspí̱ritoj Dios. 
JHN.20.23	Yej amejeme̱n ankiperdona̱rowili̱skej agaj yej kichij yej aye̱kti, Dios no̱ kiperdona̱ro̱j; yej ayá̱ꞌ ankiperdona̱rowili̱skej, inó̱n Dios no̱ ayá̱ꞌ kiperdona̱ro̱j.
JHN.20.24	Eꞌ Tomás se̱ de ino̱mej doce idiscí̱poloj, yej kijlia̱yaj Kua̱tej, ayá̱ꞌ ompa onoya kua̱ꞌ asiꞌ Jesús. 
JHN.20.25	Iwá̱n sekin disci̱polojmej kijlijkej:
JHN.20.25	—Nikitákeja toTe̱ko.
JHN.20.25	Eꞌ Tomás kijtoj:
JHN.20.25	—Siga ayá̱ꞌ nikitaliá ima̱mej ka̱n panoj cla̱vojmej, iwá̱n ayá̱ꞌ nikakiá nomájpil ka̱n kisoloj cla̱vojmej, iwá̱n siga anikakiá noma̱ꞌ ka̱n kisolojkej ise̱katan, ayá̱ꞌ nicre̱dowa.
JHN.20.26	Kua̱ꞌ panoj ocho días, disci̱polojmej sej nechkatoyaj kalijtiꞌ, iwá̱n íkua̱ꞌ Tomás ompa no̱ onoya. Malej iga tzajtzaktoya kalte̱n, eꞌ Jesús kalaꞌ, moketzaꞌ tajkoya̱n ka̱n onokej yejeme̱n iwá̱n ijkí̱n kijtoj:
JHN.20.26	—Tamelá̱ xonoka̱n.
JHN.20.27	Iwá̱n kijlij Tomás:
JHN.20.27	—Xikaki nigaj momájpil, iwá̱n xikita noma̱mej; iwá̱n xikuajliga moma̱ꞌ iwá̱n xikaki nose̱katan. Amo xiyo̱ltakuaktiꞌ, sino que xicre̱do ipan nej.
JHN.20.28	Iwá̱n Tomás kijtoj:
JHN.20.28	—¡TinoTe̱ko iwá̱n tinoDio̱s!
JHN.20.29	Jesús kijtoj:
JHN.20.29	—Tomás, iná̱n ticre̱dowa iga tine‑itaꞌ. ¡Pa̱kij yej ne̱cre̱dowaj malej iga ayá̱ꞌ ne‑itaj!
JHN.20.30	Jesús kíchijoꞌ miaꞌ milagro iyi̱xtaj idisci̱polojmej, eꞌ ayá̱ꞌ ijkuilijtoꞌ ipan iní̱n a̱maꞌ. 
JHN.20.31	Eꞌ iní̱n mo‑ijkuiloj iga xicre̱do̱ka̱n iga Jesús in Cristo, iPiltzi̱n Dios, iga ankicre̱dowaj ipan yéj, wel nochipa xonoka̱n wa̱n Dios.
JHN.21.1	Kua̱ꞌ tamiꞌ iní̱n, Jesús ki̱xne̱xtilij sej idisci̱polojmej ipan lagu̱najte̱n. Inó̱n laguna ito̱ka̱ꞌ Tiberias. Ijkí̱n kichij: 
JHN.21.2	Seka̱n onoyaj Simón Pedro, Tomás yej kijlia̱yaj Kua̱tej, Natanael yej de Caná del estado de Galilea, ipilowa̱n Zebedeo iwá̱n sewoꞌ má̱j o̱me̱n disci̱polojmej. 
JHN.21.3	Simón Pedro kijtoj:
JHN.21.3	—Nia nito̱pojma̱ti.
JHN.21.3	Yejemej kijtojkej:
JHN.21.3	—Nejemej no̱ niawij mowa̱n.
JHN.21.3	Tejkajkej ipan se̱ á̱ka̱l, iwá̱n yajkij; eꞌ inó̱n yówal ayá̱ꞌ kiki̱tzkijkej nisé̱. 
JHN.21.4	Kua̱ꞌ tane̱stiwi̱tziayay, Jesús ne̱siko ipan a̱te̱n, eꞌ idisci̱polojmej ayá̱ꞌ kimatiáj siga yéj. 
JHN.21.5	Iwá̱n Jesús kijtoj:
JHN.21.5	—Nokni̱wa̱n, ¿ix acha̱ ankiki̱tzkijkej to̱poj?
JHN.21.5	Yejeme̱n kijtojkej:
JHN.21.5	—Ni se̱.
JHN.21.6	Iwá̱n Jesús kijtoj:
JHN.21.6	—Xikmo̱taka̱n amorre̱dej ila̱doj moye̱ꞌka̱mpa amoá̱ka̱l iwá̱n ankiki̱tzki̱skej.
JHN.21.6	Ijkó̱n kichijkej, iwá̱n ayꞌya wel kiki̱xtia̱yaj re̱dej iga komati to̱poj kipiaya.
JHN.21.7	Iwá̱n inó̱n discípulo yej Jesús kipoxcho̱kilia̱ya, kijlij Pedro:
JHN.21.7	—¡Ino̱nwaꞌ toTe̱ko!
JHN.21.7	Kua̱ꞌ kikáꞌ Simón Pedro iga toTe̱ko, motaajakij, iga ayá̱ꞌ kakijtoya itzótzol, iwá̱n momo̱taꞌ a̱tampa. 
JHN.21.8	Sekin disci̱polojmej asikej ipan playa iwá̱n á̱ka̱l, kitila̱ntiajkij re̱dej yej kipiaya komati to̱pojmej, puej onoyaj ken cien metros iga a̱te̱n. 
JHN.21.9	Kua̱ꞌ temójkeja ipan á̱ka̱l kasitoj Jesús kipiá pa̱n iwá̱n nemi kixka se̱ michin pan tékol. 
JHN.21.10	Jesús kijtoj:
JHN.21.10	—Xikuajligaka̱n achi to̱poj yej ankiki̱tzkíjkejoꞌ.
JHN.21.11	Simón Pedro tejkaj ipan á̱ka̱l iwá̱n kiwawatatzoj este ipan playa inó̱n re̱dej yej kiwajligaya ciento cincuenta y tres wejweyi to̱poj; malej iga komati, eꞌ re̱dej ayá̱ꞌ tzaya̱niꞌ 
JHN.21.12	Iwá̱n Jesús kijtoj:
JHN.21.12	—Xitakuá̱kija.
JHN.21.12	Iwá̱n nisé̱ de idisci̱polojmej ami̱xe̱wia̱ya iga kitajtaniáj a̱ꞌyéj in yéj, iga kimatiáj iga toTe̱ko. 
JHN.21.13	Iwá̱n Jesús tana̱ꞌtechoj, kikuiꞌ pa̱n iwá̱n kimajmakakej yejeme̱n; ijko̱nsan no̱ kichij iwá̱n to̱poj.
JHN.21.14	Iga iní̱n e̱yi ve̱ja iga Jesús ki̱xne̱xtilij idisci̱polojmej kua̱ꞌ ojpa‑isaꞌ.
JHN.21.15	Kua̱ꞌ tamiꞌ takuajkej, Jesús kitajtan Simón Pedro:
JHN.21.15	—Simón, ipiltzi̱n Jonás, ¿ix tine̱cho̱kiliá má̱j que ini̱mej?
JHN.21.15	Pedro kijtoj:
JHN.21.15	—Kena noTe̱ko, tej tikmati iga nimitzcho̱kiliá.
JHN.21.15	Iwá̱n Jesús kijtoj:
JHN.21.15	—Xine̱cuida̱rowíliwaꞌ noborre̱gojtzitzi̱n.
JHN.21.16	Sej kitajtan, iga iní̱n o̱me ve̱jya:
JHN.21.16	—Simón, ipiltzi̱n Jonás, ¿ix tine̱cho̱kiliá?
JHN.21.16	Pedro kijtoj:
JHN.21.16	—Kena noTe̱ko, tej tikmati iga nimitzcho̱kiliá.
JHN.21.16	Jesús kijtoj:
JHN.21.16	—Xicuida̱ro noborre̱gojmej.
JHN.21.17	Iga iní̱n e̱yi ve̱ja kitajtan:
JHN.21.17	—Simón, ipiltzi̱n Jonás, ¿ix tine̱cho̱kiliá?
JHN.21.17	Pedro mokno̱matiꞌ iga e̱yi ve̱ja kitajtanij iga si kicho̱kiliá; iwá̱n kijlij:
JHN.21.17	—NoTe̱ko, tej nochi tikmati; tej tikmati iga nimitzcho̱kiliá.
JHN.21.17	Jesús kijtoj:
JHN.21.17	—Xicuida̱ro noborre̱gojtzitzi̱n. 
JHN.21.18	Nimitznojma‑ijliá iga kua̱ꞌ tichokótzi̱noꞌ, timotaajakia̱ya iga tia̱ya ka̱n tej tikneki; eꞌ kua̱ꞌ tiwé̱weja, tikmela̱was moma̱ꞌ iwá̱n seꞌ mitztaajaki̱lti̱j iwá̱n mitzwi̱gas ka̱n ayá̱ꞌ tikneki.
JHN.21.19	Iga iní̱n kijtoj, Jesús nemi kijtowa kén iga Pedro yawi mikiti iwá̱n ijkó̱n kiweyimati̱lti̱j Dios. Iwá̱n Jesús kijtoj:
JHN.21.19	—¡Xine̱toka!
JHN.21.20	Kua̱ꞌ Pedro tacháꞌ itepotztajpa, kitaꞌ iga kitokatiwa̱laj inó̱n yej Jesús kipoxcho̱kilia̱ya, ino̱nsan yej e̱watoya ite̱noj kua̱ꞌ cena̱rojtoyaj iwá̱n kitajtan: “NoTe̱ko, ¿a̱ꞌyéj in yej yawi mitzne̱xti̱ti iga mamitzki̱tzki̱ka̱n?” 
JHN.21.21	Kua̱ꞌ Pedro kitaꞌ, kitajtan Jesús:
JHN.21.21	—NoTe̱ko, in iní̱n ¿te̱ yawi kipasa̱ro̱ti?
JHN.21.22	Jesús kijtoj:
JHN.21.22	—Siga nikneki ma‑isato este kua̱ꞌ nej niwi̱ꞌ, inó̱n tej atikmati. Tej xine̱toka.
JHN.21.23	Iwá̱n mopowaꞌ iga inó̱n discípulo ayá̱ꞌ mikis. Eꞌ Jesús ayá̱ꞌ kijtoj iga ayá̱ꞌ mikis, sino que kijtoj: “Siga nikneki ma‑isato este kua̱ꞌ nej niwi̱ꞌ, inó̱n tej atikmati.”
JHN.21.24	Nejsan in inó̱n discípulo yej nikpowa nochi iní̱n yej nikitaꞌ, iwá̱n nikijkuiloj. Iwá̱n nikmati iga ayá̱ꞌ nitakajkaya̱wa.
JHN.21.25	Ónogoꞌ má̱j yej Jesús kichij; siga mamo‑ijkuilo katka sejsé̱ sejsé̱, anka ipan inewi ta̱jli akitolo̱j a̱mamej yej mo‑ijkuilo̱j. Ijkó̱nyawaꞌ.
ACT.1.1	Teófilo yej nimitzpoxye̱ꞌita, ipan yej achto noli̱broj, nimitzijkuilowilij nochi ken iga Jesús kichij wa̱n tamachtij este iga pe̱waꞌ itekipáno̱l, 
ACT.1.2	iwá̱n este iga tejkaj ipan cielo. Kua̱ꞌ aya yawi ipan cielo kitapejpen iyapo̱stolejmej
ACT.1.3	Kua̱ꞌ Jesús ojpa‑isaꞌ ka̱n miktoya, yéj ima̱tika mi̱xne̱xtij iyi̱xtaj yejemej, iwá̱n cuarenta día ki̱xne̱xtilijtoya iga makitaka̱n iga melá̱ꞌ iga isatoꞌ. Kita̱tapo̱wia̱yaj kén iga reina̱rowa
ACT.1.4	Mie̱j Jesús sen‑onoyaj iwá̱n iyapo̱stolejmej kijlij iga aya maki̱saka̱n Jerusalén, kijtoj:
ACT.1.4	—Xikchaka̱n este iga maasi yej toTaj kijtoj iga yawi mitzmakatij, ijkó̱n kensan nimitzijlijkej. 
ACT.1.5	Melá̱ꞌ iga Juan tabautiza̱roj
ACT.1.6	Yej ompa nechkatoyaj iwá̱n Jesús, kitajtankej:
ACT.1.6	—NoTe̱ko, ¿ix á̱manya tikchi̱was iga sej ise̱lti mamomanda̱ro topaí̱s Israel?
ACT.1.7	Iwá̱n Jesús kijtoj:
ACT.1.7	—Ino̱nwaꞌ ayá̱ꞌ kajasi iga amejeme̱n xikmatika̱n ke̱man mochi̱was, petz toTaj kimati ke̱man yawi kichi̱wati. Inó̱n yéjsan wel kichi̱wa. 
ACT.1.8	Eꞌ kua̱ꞌ el Espíritu Santo onos ipan amejeme̱n, ankipiáskeja poder, iwá̱n anki̱saskej iga anta̱tapowaskej de nej. Anya̱tij Jerusalén iwá̱n no̱ya̱n ipan estado de Judea, iwá̱n este Samaria,
ACT.1.9	Kua̱ꞌ tamiꞌ kijtoj inó̱n, mie̱j kitajtachi̱lijtoyaj, Jesús pe̱ꞌ tejkaj iga yajki ipan cielo; iwá̱n se̱ mixti kitzakuako iwá̱n ayoꞌ má̱j kitakej. 
ACT.1.10	Iwá̱n mie̱j ajajkotachi̱xtoyaj iga Jesús nemi tejkawi, íkua̱ꞌya ne̱sikoj ite̱nojmej o̱me̱n tajta̱gaꞌ yej este ijista̱ꞌ itzotzolmej, 
ACT.1.11	iwá̱n kijlijkej:
ACT.1.11	—Tajta̱gaꞌ de Galilea, ¿te iga antajtachi̱xtokej ipan cielo? Ini̱nsan Jesús yej amo‑i̱xtaj tejkaj ipan cielo, yawi sej wi̱tzeti kensan iná̱n ankitakej yajki.
ACT.1.12	Iwá̱n ki̱skej ipan tepe̱ꞌ yej ito̱ka̱ꞌ Oli̱vojyoj iga yajkij Jerusalén. Ayá̱ꞌ pox wejka nejnenkej, ken se̱ kilómetro, ke̱ꞌsan la ley tatekimakaya iga wel manejnemilo ipan día kua̱ꞌ mose̱wilo. 
ACT.1.13	Kua̱ꞌ asikej Jerusalén, tejkajkej ipan segundo piso ipan kajli ka̱n ka̱wiáj. Ompa onoyaj Pedro, Jacobo, Juan, Andrés, Felipe, Tomás, Bartolomé, Mateo, Jacobo yej Alfeo ipiltzi̱n, Simón yej iparti̱doj nacionalista, iwá̱n Judas yej iyikni̱n Jacobo. 
ACT.1.14	Nochi yejemej nochipa monechkowa̱yaj iga ora̱dowa̱yaj iwá̱n iyikni̱wa̱n Jesús iwá̱n María yej íye̱ꞌpa Jesús iwá̱n sekin siwa̱tkej.
ACT.1.15	Ino̱mej días Pedro moketzaꞌ tajkoya̱n ka̱n nechkatokej ken ciento veinte yej kitokaj toTe̱ko, wa̱n kijtoj:
ACT.1.16	—Nokni̱wa̱n, sányasan mochi̱waya yej ijkuilijtoꞌ yej el Espíritu Santo áchtoya kitajto̱lmáꞌ David, iga tajtoj de Judas yej kojkui̱ltij ino̱mej yej kiki̱tzkijkej Jesús. 
ACT.1.17	Judas tejéme̱mpa katka, iwá̱n tisentekipanojtoyaj íwa̱n. 
ACT.1.18	Yéj kikowaꞌ se̱ ta̱jli iga inó̱n tomi̱n yej kimakakej iga kichij yej aye̱kti, iwá̱n ompa tzonto̱ktiajki, este talaxpoxo̱niꞌ, ki̱saꞌ nochi ikuitáxkol. 
ACT.1.19	Kua̱ꞌ yej cha̱ntitokej Jerusalén kimatikej, kito̱ka̱wijkej inó̱n ta̱jli Acéldama, yej ipan itajto̱lmej yejeme̱n kijto̱jneki Ta̱jli yej Esyoj. 
ACT.1.20	Iga ipan Salmos kijtowa ijkí̱n:
ACT.1.20	Íkal maka̱wi ise̱lti,
ACT.1.20	ayoꞌ agaj mamocha̱nti ompa.
ACT.1.20	Iwá̱n kijtowa no̱:
ACT.1.20	Seꞌ makikui yej yejpa katka itekipáno̱l.
ACT.1.21	’Nigaj iwá̱n tejemej onokej tajta̱gaꞌ yej nemiáj nochipa iwá̱n tejemej kua̱ꞌ toTe̱ko Jesús onoya towa̱n, 
ACT.1.22	este iga Juan kibautiza̱roj iwá̱n este iga tejkaj ipan cielo. Ye̱kti iga se̱ de yejemej mamose̱tili wa̱n tejemej iga no̱ makipowa iga ojpa‑isaꞌ toTe̱ko Jesús.
ACT.1.23	Iwá̱n kitapejpenkej o̱me̱n de yejemej: Matías wa̱n José yej no̱ kipiaya seꞌ o̱me ito̱ka̱ꞌ: Barsabás iwá̱n Justo. 
ACT.1.24	Ijkí̱n kite̱ne̱wijkej Dios:
ACT.1.24	—NoTe̱ko, tej yej tiki̱xmati nochi noa̱lmajmej, xine̱ne̱xtili̱ka̱n de ini̱mej o̱me̱n katiapa tiktapejpena 
ACT.1.25	iga matekipano ken apóstol, yej katka itekipáno̱l Judas yej kipoloj iga kichij yej aye̱kti iwá̱n yajki ka̱n kajasi.
ACT.1.26	Iwá̱n kichijkej rifa iwá̱n kita̱nij Matías. Iwá̱n desde íkua̱ꞌ mose̱tílija iwá̱n ino̱mej once apo̱stolejmej.
ACT.2.1	Kua̱ꞌ asiꞌ iga mochi̱wa ilwiꞌ yej kijliáj Pentecostés,
ACT.2.2	Kua̱ꞌ kikakikej we̱jtikui̱niko yej wa̱laj ipan cielo ken se̱ ejekaꞌ yej pox tajpalej. Iwá̱n na̱watitoya no̱ya̱n kalijtiꞌ ka̱n eje̱watoyaj. 
ACT.2.3	Iwá̱n ne̱siko ken tile̱nguaj, xojxo̱tato ipan sejsé̱ sejsé̱ de yejemej. 
ACT.2.4	Iwá̱n el Espíritu Santo asiꞌ ipan yejeme̱n, iwá̱n pe̱ꞌ tajtojkej ipan se̱seꞌpa tájto̱l kensan el Espíritu Santo kitajto̱ltia̱yaj.
ACT.2.5	Ino̱mej días Jerusalén onoyaj judiyojmej yej kitekiweyimati̱ltia̱yaj Dios, yej no̱ya̱n wa̱lkej ipan pai̱smej. 
ACT.2.6	Kua̱ꞌ kikakikej tatikui̱ntoꞌ, monechko̱lo̱ꞌ iwá̱n ayoꞌ kimatiáj te̱ kichi̱wayaj, iga kikaktokej nemi tajtowaj ipan sejsé̱ itajto̱lmej yejemej. 
ACT.2.7	Madmira̱dojkej, iwá̱n este moyo̱lmajtijkej, iwá̱n mojlia̱yaj:
ACT.2.7	—In ini̱mej, ¿ayejtaj de Galilea in yej nemi tajtowaj? 
ACT.2.8	¿Kéntaj welij tikakij nemi tajtowaj ipan sejse̱pa totájto̱l? 
ACT.2.9	Nigaj onokej yej wa̱lkej Partia, Media, Elam, Mesopotamia, Judea, Capadocia, Ponto iwá̱n ta̱jli yej ito̱ka̱ꞌ Asia, 
