MAT.1.1	Ni rguixogueꞌn quie ja xuzixtaꞌo Jesucristo. Naca Abraham len rey David xuzixtaꞌo Jesucristo. 
JHN.12.47	Pero chi nu yaca benëꞌ babe diꞌidzaꞌ canꞌ baoniaꞌ, naꞌ birue quieyaquen, cala nëꞌëdiꞌ ichugobiꞌa quieyaquëꞌ. Bidaꞌ lao yedyi layu ta ute uselaꞌ yaca benëꞌ, cala ta ichugobiꞌa quieyaquëꞌ. 
JHN.12.48	Nu benꞌ yesebiꞌ nëꞌëdiꞌ, benꞌ birue quie ca naca diꞌidzaꞌ baoniaꞌ, decazide zu benꞌ ichugobëꞌ gaca juicio quieyaquëꞌ. Ta bibëyaquëꞌ bala ca naca diꞌidzaꞌ baoniaꞌ, lëlenaꞌ ichugobëꞌn quieyaquëꞌ dza yeyudyi lao yedyi layu. 
JHN.12.49	Cabëꞌ nëꞌëdiꞌ, quele ta racazi laꞌadyaꞌ rniaꞌ. Rniaꞌ ca una Xuzaꞌ, benꞌ useꞌelaꞌ nëꞌëdiꞌ. Lëlëbëꞌ unanëꞌ nëꞌëdiꞌ ca bi diꞌidzaꞌ iniaꞌ usëdiaꞌ yaca benëꞌ. 
JHN.12.50	Banezdaꞌ bë Xuzaꞌ mandado ta gataꞌ yelaꞌ neban tuzioli quie yaca benꞌ gale quiaꞌ. Pues con canꞌ rniaꞌ, rniaꞌ ca una Xuzaꞌ nëꞌëdiꞌ.
JHN.13.1	Raca falta dza gaꞌalaꞌ lani pascua ta rezaꞌlaꞌadyiꞌyaquëꞌ ca guca quie xuzixtaꞌoyaquëꞌ. Caora naꞌ gucabëꞌ Jesús abdyin hora gatinëꞌ yeyoguëꞌ guibá ga zu Xuzëꞌ. Pues nedyëꞌëcazi Jesús yaca benꞌ rale quienëꞌ, benꞌ nitaꞌ lao yedyi layu. Biyeyudyi yedu nedyëꞌënëꞌ leyaquëꞌ.
JHN.13.2+JHN.13.3+JHN.13.4	Biz̃i Judas Iscariote, z̃iꞌi Simón, uyuꞌunëꞌ pensari quie xanꞌ taxiꞌibiꞌ ta reguilolaꞌadyiꞌnëꞌ ca huenëꞌ usedyinnëꞌ Jesús lao naꞌa yaca benꞌ guti lëbëꞌ. Biz̃i Jesús dyëꞌëdi nezinëꞌ uzaꞌnëꞌ guibá ga zu Diuzi hueyoguëꞌ ga zu Xuzinëꞌ tatula. Nezirënëꞌ pcaꞌn Xuzinëꞌ duz̃e yelaꞌ rnabëꞌ quienëꞌ lao naꞌanëꞌ.
JHN.13.2+JHN.13.3+JHN.13.4	Naꞌ biz̃i caora uyuꞌuyaquëꞌ huao rtzeꞌ, uzulinëꞌ ruꞌa mesa ga reꞌnëꞌ, udubëꞌ z̃abëꞌ de laohue, uz̃iꞌnëꞌ tu toalla pquionëꞌn lëꞌë siꞌnëꞌ. 
JHN.13.5	Naꞌra uz̃iꞌnëꞌ tu palangan udzaꞌnëꞌn nisa. Naꞌ uzulaonëꞌ rguibinëꞌ niꞌa yaca benꞌ quienëꞌ, besebidyinëꞌn conlë toalla pquionëꞌ lëꞌë siꞌnëꞌ.
JHN.13.6	Cati zionëꞌ quibinëꞌ niꞌa Simón Pedro, naꞌ una Pedro rëbinëꞌ Jesús:
JHN.13.6	―Señor, ¿huaguiboꞌ niꞌa?
JHN.13.7	Biz̃i una Jesús rëbinëꞌ lëbëꞌ:
JHN.13.7	―Cabëꞌ naꞌa binetzioñeꞌeloꞌ cabëꞌ huaꞌ quioꞌ, pero terala, huayoñeꞌeloꞌ.
JHN.13.8	Naꞌra una Pedro rëbinëꞌ lëbëꞌ:
JHN.13.8	―Bigacacazi quiboꞌ niꞌa nëꞌëdiꞌ.
JHN.13.8	Biz̃i Jesús unëꞌ rëbinëꞌ lëbëꞌ:
JHN.13.8	―Chi bigaca quibaꞌ niꞌaloꞌ, bira nacoꞌ tuz̃e len nëꞌëdiꞌ.
JHN.13.9	Biz̃i Simón Pedro unëꞌ rëbinëꞌ Jesús:
JHN.13.9	―Señor, cala tuzi niꞌa quiboꞌ, lëscanꞌ quiboꞌ naꞌa lente guichogaꞌ.
JHN.13.10	Naꞌra una Jesús rëbinëꞌ Pedro:
JHN.13.10	―Nu benꞌ zagozo yao, birnaban tzequëzunëꞌ yao luegozi. Niꞌazinëꞌ rquin tzërina, danꞌ banaquëꞌ benꞌ yëri. Leꞌe banacale benꞌ yëri pero cala lao yugulule.
JHN.13.11	Naꞌ una Jesús: “Cala lao yugulule”, danꞌ nezinëꞌ nu benꞌ usedyin lëbëꞌ lao naꞌa yaca benꞌ guti lëbëꞌ.
JHN.13.12	Ude beyudyi udibinëꞌ niꞌa yaca benꞌ quienëꞌ, beyaconëꞌ z̃abëꞌ de laohue, bebeꞌnëꞌ tatula ruꞌa mesa unëꞌ rëbinëꞌ leyaquëꞌ:
JHN.13.12	―¿Banezile cabëꞌ babiaꞌ quiele? 
JHN.13.13	Leꞌe nale nëꞌëdiꞌ: “Maestro”, lëscanꞌ nale nëꞌëdiꞌ: “Señor.” Nacan tali quiele ca nale nëꞌëdiꞌ, danꞌ tali nacaꞌ maestro, nacatiaꞌ Señor quiele. 
JHN.13.14	Como nëꞌëdiꞌ, benꞌ naca maestro, benꞌ naca Señor quiele, baodibaꞌ niꞌale leꞌe, naꞌra leꞌe, reyaꞌalaꞌ quibirële niꞌa tu itu laguedyile. 
JHN.13.15	Babluꞌenaꞌ leꞌe cabëꞌ reyaꞌalaꞌ huele quie laguedyile con canꞌ babiaꞌ quiele. 
JHN.13.16	Tali rniaꞌ leꞌe, ni tu benꞌ naca mozo birnabëꞌnëꞌ como ca xaꞌnnëꞌ. Lëzi ni tu benꞌ rio mandado quie benꞌ tula, birnabëꞌnëꞌ como ca benꞌ useꞌelaꞌ lëbëꞌ. 
JHN.13.17	Chi baoyoñeꞌele cabëꞌ baoniaꞌ leꞌe, chi hue quielen, yedaohuele, naꞌ sule gusto.
JHN.13.18	’Cala rniaꞌ quie lao yugulutele. Nëꞌëdiꞌ anezdaꞌ nu leꞌe aoliogaꞌ nacale benꞌ quiaꞌ. Pero decazide uzun diꞌidzaꞌ ca rnan lëꞌë guichi laꞌiya quie Diuzi: “Con tu benꞌ gaolë nëꞌëdiꞌ, lëbenꞌ naꞌ huenëꞌ condre nëꞌëdiꞌ.” 
JHN.13.19	Desde naꞌa rniaꞌ leꞌe ca ta zaꞌ gaca quiaꞌ cuenda galele quiaꞌ niaꞌ leꞌe nu nacaꞌ cati idyin dza gaca quiaꞌ canꞌ baoniaꞌ leꞌe. 
JHN.13.20	Tali rniaꞌ leꞌe, con nu yaca benꞌ chezilaꞌadyiꞌ quie benꞌ iseꞌelaꞌ, lëscanꞌ rezilaꞌadyiꞌrëyaquëꞌ nëꞌëdiꞌ. Naꞌ con nu yaca benꞌ chezilaꞌadyiꞌ nëꞌëdiꞌ, rezilaꞌadyiꞌrëyaquëꞌ benꞌ useꞌelaꞌ nëꞌëdiꞌ.
JHN.13.21	Ude beyudyi una Jesús canꞌ, guca yëchiꞌnëꞌ, lega ptëbin luꞌu laxtaꞌonëꞌ. Naꞌ claro gula unëꞌ rëbinëꞌ yaca benꞌ quienëꞌ:
JHN.13.21	―Tali rniaꞌ leꞌe, zu tu benꞌ zu ladole ni, benꞌ usedyin nëꞌëdiꞌ lao naꞌa yaca benꞌ guti nëꞌëdiꞌ.
JHN.13.22	Naꞌra uzulaoyaquëꞌ rnaꞌyaquëꞌ lao laguedyiyaquëꞌ. Bineziyaquëꞌ nulayaquëꞌ rnë Jesús quie canꞌ. 
JHN.13.23	Uzu tu benꞌ quienëꞌ ureꞌnëꞌ cuëta lëꞌë Jesús ga udaoyaquëꞌ rtzeꞌ. Lega nedyëꞌë Jesús lëbëꞌ. 
JHN.13.24	Biz̃i Simón Pedro bënëꞌ seña lao benꞌ ureꞌ cuëta lëꞌë Jesús ta inabëꞌ nuz̃ila quieyaquëꞌ rnë Jesús. 
JHN.13.25	Canaꞌ una benꞌ ureꞌ cuëta lëꞌë Jesús rëbinëꞌ lëbëꞌ:
JHN.13.25	―¿Señor, nuz̃ila nëtoꞌ rnaoꞌ canꞌ?
JHN.13.26	Naꞌra una Jesús rëbinëꞌ leyaquëꞌ:
JHN.13.26	―Con nu benꞌ huaꞌa yëta xtila bdyiaꞌ luꞌu plato niga, lëlëbenꞌ naꞌ usedyinnëꞌ nëꞌëdiꞌ lao naꞌa yaca benꞌ guti nëꞌëdiꞌ.
JHN.13.26	Caora naꞌ uz̃iꞌnëꞌ tu bicho yëta xtila ta bdyianëꞌ luꞌu plato bëꞌnëꞌn Judas Iscariote, z̃iꞌi Simón. 
JHN.13.27	Ca uz̃iꞌ Judas yëta xtila, canaꞌ layuꞌute bichi be quie xanꞌ taxiꞌibiꞌ luꞌu laxtaꞌonëꞌ. Caora naꞌ una Jesús rëbinëꞌ Judas:
JHN.13.27	―Ca ta racoꞌ pensari hueloꞌ, bëtegan.
JHN.13.28	Pero nitu yaca benꞌ raolënëꞌ lao mesa biuyoñeꞌeyaquëꞌ bixquienꞌ gudyinëꞌ Judas canꞌ. 
JHN.13.29	Como Judas naca ladyinaꞌanëꞌ bolsa ga yuꞌu dumi, quie lenaꞌ guqueyaquëꞌ reꞌen Jesús tzio Judas ta gaꞌonëꞌ ta gaoyaquëꞌ quie lani o chi ta gaꞌonëꞌ ta hueꞌnëꞌ yaca benꞌ yëchiꞌ. 
JHN.13.30	Ca beyudyi udao Judas yëta xtila ta bëꞌ Jesús lënëꞌ, caora naꞌ bezaꞌnëꞌ baruen lao rtzeꞌ.
JHN.13.31	Ude uzaꞌ Judas zioguëꞌ, naꞌ una Jesús rëbinëꞌ yaca benꞌ quienëꞌ:
JHN.13.31	―Abdyin hora uluꞌenaꞌ leꞌe yelaꞌ huaca quiaꞌ, nëꞌëdiꞌ bichi yugulu benëꞌ. Lëzi uluꞌenaꞌ leꞌe yelaꞌ huaca quie Xuzaꞌ. 
JHN.13.32	Cabëꞌ nëꞌëdiꞌ bichi yugulu benëꞌ, uluꞌenaꞌ leꞌe yelaꞌ huaca quie Xuzaꞌ, lëscanꞌ uluꞌerë Xuzaꞌ leꞌe yelaꞌ huaca quiaꞌ nëꞌëdiꞌ z̃iꞌinëꞌ. Baruen baba dzazi gaca canaꞌ. 
JHN.13.33	Bichaꞌ, calara zidza zuliaꞌ leꞌe niga. Leꞌe huadale yeguilole nëꞌëdiꞌ. Naꞌra iniaꞌ leꞌe con canꞌ bagudyaꞌ yaca los demás benꞌ Israel dza naꞌ: Con ganꞌ yeyaꞌa, bisaqueꞌ yezaꞌrële len nëꞌëdiꞌ. 
JHN.13.34	Rniaꞌ leꞌe tu mandamiento cubi: Idyëꞌële tu itu laguedyile. Naꞌra cabëꞌ ruaꞌ nëꞌëdiꞌ, nedyëꞌëdaꞌ leꞌe, lëcanaꞌ huerële, idyëꞌële tu itu laguedyile. 
JHN.13.35	Chi idyëꞌële tu itu laguedyile, lëcanaꞌ huanezi yugulu benëꞌ nacale benꞌ quiaꞌ.
JHN.13.36	Biz̃i Simón Pedro unanëꞌ rëbinëꞌ Jesús:
JHN.13.36	―Señor, ¿gaz̃i yeyoloꞌ?
JHN.13.36	Naꞌra una Jesús rëbinëꞌ lëbëꞌ:
JHN.13.36	―Ganꞌ yeyaꞌa bisaqueꞌ yezaꞌloꞌ naꞌa. Pero terala yeguidale ganꞌ yeyaꞌa.
JHN.13.37	Naꞌra una Pedro rëbinëꞌ lëbëꞌ:
JHN.13.37	―Señor, ¿bixquienꞌ bisaqueꞌ yezaꞌliaꞌ luëꞌ naꞌa? Zuaꞌ puesto gatiaꞌ lao lazoꞌ.
JHN.13.38	Biz̃i Jesús unëꞌ rëbinëꞌ lëbëꞌ:
JHN.13.38	―¿Nacan tali zuloꞌ puesto naoꞌ gatioꞌ lao lazaꞌ? Tali ca rniaꞌ luëꞌ, zahuen bala binecuedyi biu, huanaoꞌ tzona lasa binubëꞌloꞌ nëꞌëdiꞌ.
JHN.14.1	Nernë Jesús rëbinëꞌ leyaquëꞌ:
JHN.14.1	―Bigapale cuidado. Rzudyiꞌilële Diuzi, lëzirë reyaꞌalaꞌ sudyiꞌilële nëꞌëdiꞌ. 
JHN.14.2	Luꞌu guibá ga zu Xuzaꞌ, detzegue lato ga tzezule. Chi bide lato, iniaꞌ leꞌe bide lato. Lenaꞌ yeyaꞌa guibá tzeguiaꞌ dyaꞌa ga tzezule. 
JHN.14.3	Ude yeyudyi yeyaꞌa guibá tzeguiaꞌ dyaꞌa ga tzezule, caora naꞌ yeguidaꞌ tatula dez̃iaꞌ leꞌe cuenda sulële nëꞌëdiꞌ luꞌu guibá tuz̃e. 
JHN.14.4	Leꞌe banezile ga zio neza ganꞌ yedyinaꞌ.
JHN.14.5	Naꞌra una Tomás rëbinëꞌ Jesús:
JHN.14.5	―Señor, binezindoꞌ ganꞌ yedyinloꞌ, ¿cómo luëꞌ naoꞌ banezindoꞌ ganꞌ zio neza?
JHN.14.6	Naꞌra una Jesús rëbinëꞌ lëbëꞌ:
JHN.14.6	―Nëꞌëdiꞌ nacaꞌ neza guibá, benꞌ rnë tali, benꞌ run yelaꞌ neban tuzioli. Tuzaꞌ nëꞌëdiꞌ nacaꞌ benꞌ uluꞌe yaca benëꞌ yedyinyaquëꞌ ga zu Diuzi. 
JHN.14.7	Chi tali banubëꞌle nëꞌëdiꞌ, lëzi nubëꞌrële Xuzaꞌ. Desde naꞌa banubëꞌle Xuzaꞌ, barlëꞌëlenëꞌ.
JHN.14.8	Naꞌra una Felipe rëbinëꞌ Jesús:
JHN.14.8	―Señor, ben lato ilëꞌëndoꞌ Xuziro Diuzi. Tanaꞌzi inabandoꞌ luëꞌ.
JHN.14.9	Quie lenaꞌ una Jesús rëbinëꞌ lëbëꞌ:
JHN.14.9	―Felipe, zidza baoca zuliaꞌ leꞌe, ¿quele binubëꞌloꞌ nëꞌëdiꞌ? Nu benꞌ bablëꞌë nëꞌëdiꞌ, lëbenꞌ naꞌ bablëꞌërënëꞌ Xuzaꞌ. ¿Naꞌ bixquienꞌ naoꞌ nëꞌëdiꞌ: “Ben lato ilëꞌëndoꞌ Xuziro Diuzi”? 
JHN.14.10	¿Binezile nëꞌëdiꞌ zulëcazaꞌ Xuzaꞌ, lëzi zulëcazinëꞌ nëꞌëdiꞌ? Ca naca diꞌidzaꞌ baoniaꞌ leꞌe nacan diꞌidzaꞌ ta una Xuzaꞌ nëꞌëdiꞌ, cala diꞌidzaꞌ quiaꞌ cuinzaꞌ. Cala ta racazi laꞌadyaꞌ uniaꞌ. Naca Xuzaꞌ benꞌ zulëcazi nëꞌëdiꞌ tzaz̃e. Ruecazinëꞌ ca reꞌennëꞌ gaca. 
JHN.14.11	Galele zulëcazaꞌ Xuzaꞌ, lëzi Xuzaꞌ zulëcazinëꞌ nëꞌëdiꞌ. Chi biralele con canꞌ baoniaꞌ leꞌe, galele quiaꞌ por nun quie ta biaꞌ blëꞌële. 
JHN.14.12	Tali ca rniaꞌ leꞌe, con nu benꞌ rale quiaꞌ, huerëyaquëꞌ ca ta babiaꞌ. Lëzi huerayaquëꞌ mazara ca ta babiaꞌ, danꞌ yedyinaꞌ ganꞌ zu Xuzaꞌ. 
JHN.14.13	Yugulu ta inabale lao Xuzaꞌ, uzëtole laohuaꞌ inabalen, naꞌ nëꞌëdiꞌ z̃iꞌinëꞌ, gunaꞌn tacuenda uluꞌenaꞌ yelaꞌ huaca quie Xuzaꞌ. 
JHN.14.14	Con bitezi inabale uzëtole laohuaꞌ, nagunaꞌn.
JHN.14.15	’Chi leꞌe nedyëꞌële nëꞌëdiꞌ, ulehue quiele ca naca mandamiento baoniaꞌ leꞌe. 
JHN.14.16	Nëꞌëdiꞌ yëpaꞌ Xuzaꞌ ta iseꞌelaꞌnëꞌ itu benꞌ gacalë leꞌe. Lëbëꞌ yeyuez̃elaꞌadyiꞌnëꞌ leꞌe, huazulëcazinëꞌ leꞌe tuzioli. Naquëꞌ Bichi Be quie Diuzi, benꞌ uzioñeꞌe leꞌe ta naca tali. 
JHN.14.17	Pero nu yaca benꞌ nitaꞌ lao yedyi layu, bichezilaꞌadyiꞌyaquëꞌ lëbëꞌ, nica nelëꞌëyaquëꞌ lëbëꞌ, nica huebëꞌyaquëꞌ lëbëꞌ. Pero leꞌe nubëꞌle lëbëꞌ, danꞌ zulëcazinëꞌ leꞌe yuꞌunëꞌ luꞌu laxtaꞌole tuzioli. 
JHN.14.18	Biucaꞌnaꞌ leꞌe cuinzile. Hueguidacazaꞌ tatula suliaꞌ leꞌe. 
JHN.14.19	Ibaba dza ilëꞌë yaca benëꞌ nitaꞌ lao yedyi layu nëꞌëdiꞌ. Pero leꞌe, hualëꞌëcazile nëꞌëdiꞌ. Huataꞌ yelaꞌ neban quiele tuzioli, danꞌ nacale benꞌ quiaꞌ nëꞌëdiꞌ, benꞌ neban tuzioli. 
JHN.14.20	Dza gaca canꞌ hualëꞌële zulëcazaꞌ Xuzaꞌ tuz̃e, lëscanꞌ leꞌe lëlënëꞌëdiꞌ, lëscanꞌ nëꞌëdiꞌ len leꞌe. 
JHN.14.21	Nu benꞌ hue quie ca naca mandamiento baoniaꞌ leꞌe, lenaꞌ rluꞌen quienëꞌ tali nedyëꞌënëꞌ nëꞌëdiꞌ. Naꞌra idyëꞌërë Xuzaꞌ nu benꞌ nedyëꞌë nëꞌëdiꞌ. Lëzi nëꞌëdiꞌ nedyëꞌëdaꞌ con nu benꞌ nedyëꞌë nëꞌëdiꞌ, uluꞌenaꞌyaquëꞌ yelaꞌ huaca quiaꞌ.
JHN.14.22	Naꞌra unë Judas, pero Judas tula, cala Judas Iscariote, rëbinëꞌ Jesús:
JHN.14.22	―Señor, ¿bixquienꞌ uluꞌeloꞌ nëtoꞌ yelaꞌ huaca quioꞌ, naꞌ biuluꞌeloꞌn yaca benꞌ nitaꞌ lao yedyi layu?
JHN.14.23	Biz̃i una Jesús rëbinëꞌ lëbëꞌ:
JHN.14.23	―Nu yaca benꞌ nedyëꞌë nëꞌëdiꞌ, rue quieyaquëꞌ xtiꞌidzaꞌ, nadyëꞌë Xuzaꞌ leyaquëꞌ. Nëꞌëdiliaꞌ Xuzaꞌ huazulëcazindoꞌ leyaquëꞌ tuz̃e. 
JHN.14.24	Pero nu yaca benꞌ binedyëꞌë nëꞌëdiꞌ, birue quieyaquëꞌ xtiꞌidzaꞌ. Ca naca diꞌidzaꞌ baoniaꞌ leꞌe, cala ta racazi laꞌadyaꞌ uniaꞌ leꞌe, diꞌidzaꞌ quiaꞌ nacan diꞌidzaꞌ una Xuzaꞌ, benꞌ useꞌelaꞌ nëꞌëdiꞌ.
JHN.14.25	’Tu neraca nezuliaꞌ leꞌe itu chiꞌ, rguixogueꞌnaꞌ leꞌe ca diꞌidzaꞌ baoniaꞌ. 
JHN.14.26	Cati bira zuaꞌ ni len leꞌe, huaseꞌelaꞌ Xuzaꞌ Bichi Be quienëꞌ lao lazaꞌ ta gacalënëꞌ leꞌe huaz̃elaꞌadyiꞌnëꞌ leꞌe. Lëzi uzioñeꞌenëꞌ leꞌe usaꞌlaꞌadyiꞌnëꞌ leꞌe yugulute ca ta baoniaꞌ leꞌe.
JHN.14.27	’Baruen bago dza yeyaꞌa pero huabëchaꞌ chizi luꞌu laxtaꞌole con ca reꞌ chizi luꞌu laxtaꞌohuaꞌ. Canaꞌ dugalo cueꞌn chizi luꞌu laxtaꞌole, quele ca rue yaca benꞌ nitaꞌ lao yedyi layu, quele dugalo cuëchijëꞌ chizi luꞌu laxtaꞌole. Lëlenaꞌ bidëbile, bidzebile. 
JHN.14.28	Babele uniaꞌ leꞌe de que hueyaꞌa guibá hueguidaꞌ tatula suliaꞌ leꞌe. Chi tali nedyëꞌële nëꞌëdiꞌ, huedaohuele yele diꞌidzaꞌ yedyinaꞌ ga zu Xuzaꞌ. Nacara Xuzaꞌ benꞌ z̃e ca nëꞌëdiꞌ. 
JHN.14.29	Desde naꞌa rniaꞌ leꞌe ta zaꞌ gaca quiaꞌ cuenda yezaꞌlaꞌadyiꞌle cabëꞌ uniaꞌ leꞌe galele quiaꞌ cati idyin dza gaca quiaꞌ canꞌ baoniaꞌ.
JHN.14.30	’Birabi zë diꞌidzaꞌ hueꞌliaꞌ leꞌe, danꞌ bazaꞌ xanꞌ taxiꞌibiꞌ. Lëna rnabëꞌna yaca benëꞌ nitaꞌ lao yedyi layu. Pero birnabëꞌna nëꞌëdiꞌ. 
JHN.14.31	Ruzucazaꞌ diꞌidzaꞌ ca ta una Xuzaꞌ nëꞌëdiꞌ tacuenda inezi yaca benëꞌ nitaꞌ lao yedyi layu de que nedyëꞌëdaꞌ Xuzaꞌ. Ulechasa ganꞌ ni. Uletzaꞌ ga tula.
JHN.15.1	Biz̃i neruꞌelë Jesús leyaquëꞌ diꞌidzaꞌ unëꞌ:
JHN.15.1	―Nëꞌëdiꞌ nacaꞌ ca quie luba bedzuliꞌ. Naca Xuzaꞌ ca quie benꞌ rapa luba bedzuliꞌ. 
JHN.15.2	Huachuguëꞌ yaca tacaꞌ luba ta bidyia taz̃ixi tzechuꞌunnëꞌn. Naꞌ luba dyia bedzuliꞌ, uluba uchaꞌanëꞌn tacuenda cuiaran taz̃ixi. 
JHN.15.3	Leꞌe nacale benꞌ yëri lao Diuzi danꞌ rue quiele ca ta bapsëdiaꞌ leꞌe. 
JHN.15.4	Ta reyaꞌalaꞌ huele biusanle nëꞌëdiꞌ nacalëcazile nëꞌëdiꞌ tuz̃e cabëꞌ nacalëcazaꞌ leꞌe tuz̃e. Tu tacaꞌ luba bedzuliꞌ bizun lëꞌë luba quien, bisaqueꞌ cuian taz̃ixi. Lëzi leꞌe, chi binacalëcazile nëꞌëdiꞌ tuz̃e, naca quiele ca quie luba bidyia taz̃ixi.
JHN.15.5	’Nëꞌëdiꞌ nacaꞌ ca quie luba. Naꞌ biz̃i leꞌe nacale ca quie tacaꞌ luba. Chi nacalëcazile nëꞌëdiꞌ tuz̃e cabëꞌ nacalëcazaꞌ leꞌe tuz̃e, naca quiele ca quie luba bedzuliꞌ dyia taz̃ixi. Chi binacalëcazile nëꞌëdiꞌ tuz̃e, bibi de huele. 
JHN.15.6	Nu yaca benꞌ binacalë nëꞌëdiꞌ tuz̃e, gaca quienëꞌ ca quie tacaꞌ luba bidyia taz̃ixi. Nacan ta chuꞌun yaca benëꞌ tzalaꞌla ta utupayaquëꞌn ibidyin uzeiyaquëꞌn.
JHN.15.7	’Chi nacalëcazile nëꞌëdiꞌ tzaz̃e, chi bigalaꞌadyiꞌle ca ta bapsëdiaꞌ leꞌe, naꞌ con bitezi inabale nëꞌëdiꞌ, guncazaꞌn leꞌe. 
JHN.15.8	Cati rue quiele diꞌidzaꞌ quie Xuzaꞌ, canaꞌ balaꞌana nacale ca quie luba bedzuliꞌ dyian taz̃ixi. Lëcanaꞌ uluꞌen talicazi nacale benꞌ quiaꞌ. 
JHN.15.9	Nëꞌëdiꞌ nedyëꞌëdaꞌ leꞌe ca nedyëꞌë Xuzaꞌ nëꞌëdiꞌ. Ulenao nëꞌëdiꞌ con canꞌ nedyëꞌëdaꞌ leꞌe. 
JHN.15.10	Chi hue quiele cabëꞌ baoniaꞌ leꞌe, canaꞌ idyëꞌëdaꞌ leꞌe cabëꞌ nedyëꞌë Xuzaꞌ nëꞌëdiꞌ, ruaꞌ cabëꞌ unanëꞌ nëꞌëdiꞌ.
JHN.15.11	’Cabëꞌ diꞌidzaꞌ baoniaꞌ leꞌe, nacan ta yedaohuele lële nëꞌëdiꞌ su gusto luꞌu laxtaꞌole. 
JHN.15.12	Ni rniaꞌ leꞌe tu diꞌidzaꞌ belao: Reꞌendaꞌ idyëꞌële tu itu laguedyile con canꞌ ruaꞌ nedyëꞌëdaꞌ leꞌe. 
JHN.15.13	Chi baguti tu benëꞌ lao laza amigo quienëꞌ ta uselanëꞌ lëbëꞌ, lëlenaꞌ uluꞌen lega nedyëꞌë benꞌ naꞌ amigo quienëꞌ. Ganura zu nedyëꞌëra benꞌ amigo quienëꞌ ca benꞌ naꞌ, benꞌ guti. 
JHN.15.14	Leꞌe nacacazile amigo quiaꞌ chi hue quiele diꞌidzaꞌ con canꞌ baoniaꞌ leꞌe. 
JHN.15.15	Bira iniaꞌ leꞌe nacale ca quie mozo quiaꞌ, porque binezi yaca mozo bi rue xaꞌnyaquëꞌ. Iniaꞌ leꞌe nacale amigo quiaꞌ, porque aoniaꞌ leꞌe ca ta una Xuzaꞌ nëꞌëdiꞌ, banezcazile bi ruenëꞌ. 
JHN.15.16	Cala leꞌe uliole nëꞌëdiꞌ, denꞌ nëꞌëdiꞌ uliogaꞌ leꞌe ta tziole huele dyin quie Diuzi siꞌle usecho ta de tuzioli. Canaꞌ, guncazi Xuzaꞌ yugulu ta inabale uzëtole laohuaꞌ. 
JHN.15.17	Naꞌra tatula iniaꞌ leꞌe: Reꞌendaꞌ idyëꞌële tu itu laguedyile.
JHN.15.18	’Chi rudie yaca benꞌ nitaꞌ lao yedyi layu leꞌe, bigalaꞌadyiꞌle tanëro bdieyaquëꞌ nëꞌëdiꞌ. 
JHN.15.19	Chi leꞌe nacale tuzi len benꞌ nitaꞌ lao yedyi layu, gueꞌenyaquëꞌ leꞌe con ca gueꞌenyaquëꞌ yaca benꞌ quieyaquëꞌ. Pero nëꞌëdiꞌ uliogaꞌ leꞌe ladoyaquëꞌ, quie lenaꞌ rudieyaquëꞌ leꞌe, danꞌ bira nacale tuzi len leyaquëꞌ. 
JHN.15.20	Bigalaꞌadyiꞌle con canꞌ baoniaꞌ leꞌe: Benꞌ rue dyin lao xaꞌne, binaquëꞌ benꞌ z̃e ca xaꞌnnëꞌ. Chi rudie yaca benëꞌ nëꞌëdiꞌ, lëzi udieyaquëꞌ leꞌe. Chi bë quieyaquëꞌ con canꞌ baoniaꞌ bagudyaꞌyaquëꞌ, lëzirë hue quieyaquëꞌ con canꞌ inale yëbileyaquëꞌ. 
JHN.15.21	Naꞌ usacayaquëꞌ leꞌe bizinaquezi, porque danꞌ nacale benꞌ quiaꞌ, binubëꞌyaquëꞌ benꞌ useꞌelaꞌ nëꞌëdiꞌ.
JHN.15.22	’Bibi dulaꞌ napayaquëꞌ chi nëꞌëdiꞌ bibidaꞌ bibëꞌliaꞌyaquëꞌ diꞌidzaꞌ. Pero danꞌ bidaꞌ, bëꞌliaꞌyaquëꞌ diꞌidzaꞌ, lëlenaꞌ birson gataꞌ quieyaquëꞌ, naocazi dulaꞌ xquia quieyaquëꞌ leyaquëꞌ. 
JHN.15.23	Nu yaca benꞌ rudie nëꞌëdiꞌ, lëscanꞌ rudierëyaquëꞌ Xuzaꞌ. 
JHN.15.24	Bibi dulaꞌ napayaquëꞌ chi nëꞌëdiꞌ bibiaꞌ yelaꞌ huaca quiaꞌ ladoyaquëꞌ. Pero bablëꞌëcaziyaquëꞌ ca ta biaꞌ. Naꞌ biz̃i baꞌalaꞌcazi bablëꞌëyaquëꞌ canꞌ babiaꞌ, rudiecaziyaquëꞌ nëꞌëdiꞌ, lëscanꞌ rudierëyaquëꞌ Xuzaꞌ. 
JHN.15.25	Pero racan canꞌ ta uzun diꞌidzaꞌ con canꞌ zu lëꞌë guichi ley ga rnën: “Rudiecaziyaquëꞌ nëꞌëdiꞌ, baꞌalaꞌcazi bibi dulaꞌ quiaꞌ de.”
JHN.15.26	’Caora guida benꞌ iseꞌelaꞌ tanun quie Xuzaꞌ, naꞌ lëbenꞌ naꞌ gacalënëꞌ leꞌe huez̃elaꞌadyiꞌnëꞌ leꞌe. Naca lëbenꞌ naꞌ Bichi Be quie Xuzaꞌ, benꞌ rnë puro diꞌidzaꞌ li. Huanënëꞌ cule quiaꞌ nëꞌëdiꞌ. 
