MAT.1.2	Abalaam hako noow Isak, tonde Isak hako Yaakop, tonde Yaakop hako Yuda-so halindin, 
1CO.7.37	Lemu naambe vati me-naanjiihin yi le, de ka me-nala yu-yuuh e, nganjo lopayo niwêêk-ande nêêl vulôôt nambe nowaavêêh-anju mando vehambu mu, ond yik lung, manyinju nawiing nivasa. 
1CO.7.38	Om naambe omaaho ti biing-ambe nowaavêêh jak moow ond nivasa, tonde omaaho ti naambe naanêêlin nowaavêêh lôôt-ande me-jak moow e, ond nivasa lôôt. 
1CO.7.39	Naambe vêêh ti lak moow ond tanasin duuh yi having laya lôôt, le naambe laya yimb-ande wiingin nambe jak vu moow ango ond yoo yite va, yoo jak vu hil sen davu taamuyin Omaaho Bop-ato ti. 
1CO.7.40	Le naambe yoo mando malis ond sa kangg navu nambe le ka vasa lôôt. Ke, sa kangg navu nambe Anutu-te Vavi Vaambuung nando having sa be navu ka vu sa.
1CO.8.2	Omaaho ti yoo ka navu nambe lak va danggakook anii-to, ond me-lak ni vanuh e. 
1CO.8.3	Omaaho ti nambe lopayo la timu vu Anutu, ond Anutu lak ni nambe yite omaahôô-ju.
1CO.8.5	Keen, hil vaalu danêêl nambe silate anutu-so ngeeyaata dando baandoni osin voon, tonde yik anutu tatuhin vaha-so osin omaaho bop-aso ngeeyaata nambêênju dando. 
1CO.8.6	Lemu yiiy ond yalak ni nambe Anutu nôôn timu nando, yik yiiy Aamangg Anutuu-to, de va pin danggakook yi, tombe yiiy nando in nambe gako haale jak. Tonde yik Omaaho Bop nôôn timu nando, yik Yesu Kalisi ond yoo hatung va pin, tonde wiing-ambe yaatu yite hil.
1CO.8.7	Lemu Omaaho Bop-ate hil vaalu me-lalak vakasin-anjo ni le, sil vaalu kand oo monavu bôôy-ambe tok laam gêên nambe mak anutu tatuhin vaha-so dando keen. Om naambe daya vahivak sen hil alundoos latung tu salivangin vu anutu tatuhin vaha-so vêêl e mem latung hôôk maaket-ambe hil laanggôô-to, ond Omaaho Bop-ate hil vaaluu-ju kand navu vahivak-anju nambe tu anutu tatuhin vaha-sote va vaambuung, tombe londpayo nayêênin-ande kand navu nambe va nipaya neep vu sil in laya vahivak-anju. 
1CO.8.8	Lemu Anutu me-ka navu vahivak sen yiiy nahaa-to be nayi yiiy paya me nayi yiiy nivasa le, malis. Naambe yaanjêênin vahivak vaalu ond Anutu me-le ji yiiy paya lak vaa-jo le, me naambe yangga ond yik Anutu me-le ji yiiy paya le.
1CO.8.10	Hong omaaho sen galak ni nambe anutu tatuhin vaha-so ond sil-ame nôôn keen e, le naambe gana mando monangga vanôôn hôôk anutu tatuhin vaha-sote dumb alo, tombe omaaho ti sen lopayo nayêênin vahivak vaaluu-juuto ji hong, ond mak le biing-ambe omaahôô-ju ka yuyuuh-ambe ja vahivak sen hil latung tu salivangin vu anutu tatuhin vaha-sôôto. 
1CO.8.11	Angge, hong omaaho osin gakam, le naambe gangga va naambêênja ond le biing pasiivu omaaho sen lopayo nayêênin vaa-to, de yate halingg tii-ju ond Kalisi yimb in yi, le ma de le na menama. 
1CO.8.12	Om naambe ham ambiing naambêênja ond manyinja ham nawiing nindanjeen lôôt vu halingg-aso sen londpayo dayêênin vaa-to be londpayo nawiing paya lôôt, osin ham nawiing sil paya tombe ham nawiing Kalisi paya having. 
1CO.8.13	Om naambe vanôôn sen sa nahaa-to biing-ambe sa halingg ti dupake hôôk va nipaya, ond same le angga vahivak-anjo jesin naah e, malis lôôt, in sale aambiing-ambe sa halingg dupake hôôk va nipayaa-to.
1CO.9.2	Naambe hil ango me-dalak sa ningg nambe sa sinaale ti le, ond mam ham oo alak ni, in sen saanêêl Yesu langaah vu ham-ambe ham atu yite hil-ato ond lak vaa-ja Omaaho Bop taato langaah nambe yite sinaale ti sa.
1CO.9.3	Tombe sa naanêêl vu hil sen dawiingin nambe daanêêl saa-to nambe, 
1CO.9.4	hil sen hey naawiing kul vu sil-ato, ond mak me-lohvu nambe sil landôôvu hey-ambe lambu vanôôn osin bel kuuh vu hey mava? 
1CO.9.5	De naambe hey hako vêêh sen dawii-having Omaaho Bop-ato latu hey vanengg-aso, be sil gaving hey-ambe hey gatup hôôk taaku pin naambe sen Pita having Omaaho Bop-ate halindin, de sinaale-so vaalu sen vanêêndin daving sil-ato, ond lohvu me malis? 
1CO.9.6	De sinaale-so vaalu nambe gavuuh silate kul naavi-te de hil bel-ate landôôvu sil in va yuuh ame ond lohvu, le naambe haay Banabas gavuuh haayate kul naavi-te, ond mak me-lohvu le? 
1CO.9.7	Hil ngaamong vaha-so ond mak sil oo daanggo silate vanôôn ayuuh tôômb-ande mop osin va ngaamong-ate yuuh amêê-to mava? Malis, sil-ame yoo daanggo silate va le, nganjo dako lak silate kul. Tonde omaaho sen vaalôôh yite kul wain-ato ond naya wain nôôn, de omaaho sen nanggin bik sipsip-ato ond napip sum-ambe nanum.
1CO.9.8	Tonde vakasin sen sa naanêêl-anjôôto ond same naanêêl omaahonôôn-ate vakasin amu le, nganjo Anutu-te tanasin neep nambêênjo having, 
1CO.9.9	in Mose kaavu vakasin ti neep hôôk tanasin nambe, “Kao nawiing kul-ambe naake vanôôn wit ayuuh ame in nambe omaahonôôn daasupin nôôn-ato, ond game naanduuh kao avi be naanêêlin vanôôn in yi le.” Mak Anutu yoo ka navu kao mu? 
1CO.9.10	Me, ka navu hey ondeey nêêl a? Êê-e, Mose kaavu vakasin-anjo in nambe kaandu hey, om omaaho ango sen natongin ngaanggis in nambe baalôôh vavêê-to ond biing kul-anjo de ka monambu naambe vanôôn nôôn jak e mem ja, tonde yik omaaho ango sen nasupin vanôôn nôôn-ato ond biing kul-anjo de ka monambu naambe le ja vanôôn-anjo vaalu gaving. 
1CO.9.11	Om sen hey naawiing kul in nambe dôôvu ham kanum-ato, ond lohvu nambe ham andôôvu hey naavingg-ambe ham ambu vanôôn osin va voon-ate vaalu vu hey a? 
1CO.9.12	Naambe ham nahôôvu hil vaalu nambêênju ond lohvu nambe ham andôôvu hey kaluuh sil.
1CO.9.12	Keen, le ma de hey alaas aanêêl banye nivasa vu ham-ato ond hey nando osin nimeen ngeeyaata de hey-ame hako va yuuh ame vu ham e, in hey aningg nayêênin nambe hey e aanggilin Kalisi-te banye nivasa in ham. 
1CO.9.13	Ham alak ni nambe hil sen dawiing kul hôôk Anutu-te dumb bop alôô-to, ond yoo dako vanôôn vu dumb alo be daya, de hil sen danggin kul alataa-to, ond dako vanôôn sen hil datung natu salivangin-ato daka vêêl-ambe daya. 
1CO.9.14	Tombe yik Omaaho Bop nêêl nambe hil sen danêêl yite banye nivasa langaah-ato, ond sil gako vanôôn ayuuh ame vu hil sen danêêl banye nivasa vu sil-ato.
1CO.9.16	Sen sa naanêêl Kalisi-te banye nivasa langaah-ato, ond manyinjo same sate va sen soo gako sa haalengg jak e, nganjo Anutu yoo nêêl nambe saambiing kul-anjo, om naambe same naanêêl banye nivasa langaah e, ond sale gako nimeen. 
1CO.9.17	Naambe sa kangg oo vu be sa naanêêl Kalisi-te banye nivasa langaah ond sale gako mone jak, le ma de sa kangg-ame yoo vu le, nganjo Anutu yoo vu kul-anjo lukala sa namangg ondeey sa naawiing. 
1CO.9.18	Om sa nako nyevahaan vaati? Yik sate nyevahaan nambe sa kangg vasa in sa naanêêl Kalisi-te banye nivasa langaah nyemalis amu, de hil-ame daanggo sa le. Va sen saalohvu nambe sa gako jak banye nivasaa-to ond manyinjo same gako le, jip.
1CO.9.20	Sa nando having hil Yuda ond sa nando nambe sen Yuda ti in nambe saanggilin hil Yuda lanom. Same aahulis Mose-te tanasin baambu be nanggin sa le, lemu sen sa nando having hil sen davu taamuyin Mose-te tanasin-ato, ond yik sa navu taamuyin Mose-te tanasin having in nambe saanggilin hil sen davu taamuyin Mose-te tanasin-ato lanom vu Kalisi. 
1CO.9.21	Same navu kalêêh Anutu-te tanasin e, nganjo soo navu sapa Anutu-te tanasin sen Kalisi nêêl-ato, lemu sen sa nando having hil sen sil-ame lahulis Mose-te tanasin baambu be me-nanggin sil-ato, ond sa nando nambe sen Mose-te tanasin-ame nanggin sa having e, in nambe saanggilin hil-anju lanom vu Kalisi. 
1CO.9.22	Tonde sen sa nando having hil sen londpayo nayêênin vahivak vaaluu-to, ond yik sa longgpayo nayêênin nambêênju having in nambe saandôôvu sil. Yik sa nando having omaahonôôn ti ti pin ond sa navu sapa mop vaha vaha nambe sil, in nambe sa gako sil vaalu lanom vu Kalisi. 
1CO.9.23	Sa naawiing va pin-anjo in nambe banye nivasa na nohvu taaku pin, tombe banye nivasa-te samu samu naatovu sa gaving.
1CO.9.25	Tombe hil pin sen dawiingin nambe sil kaluuh sil vaaluu-to, ond yoo dalakin sil nivasa lôôt-ambe davu taahu sil lak busin pin. Dawiing nambêênjo in nambe sil gako nôôn anivasa, lemu va sen dakôô-to ond navu panyek pavis, nganjo yiiy ond yiiy naawiing in nambe yiiy gako nôôn anivasa sen le mando danggataa-to, 
1CO.9.26	ondeey same natup danjeen e, nganjo soo natup-ambe sa nala nivalok. Tonde sa ond saalohvu omaaho sen navu kaatuuh omaaho ango lak namaa-to, ond same naate namangg la malis e, nganjo soo navu kaatuuh nôôn vulôôt. 
1CO.9.27	Soo navu taahu sa hôôk va nimeen in nambe sa naavingg jak ni, in sale naanêêl Anutu-te vakasin langaah vu hil vaalu, tonde sim Anutu le jonin sa.
1CO.10.2	Om bayiimb osin lôôy-anju ond tu silate belipisin taahu taahu mu, tombe duuh sil having Mose. 
1CO.10.3	Tombe sil pin laya vanôôn maana timu sen Anutu-te Vavi Vaambuung vu vu sil-ato. 
1CO.10.4	Tonde sil pin lanum bel timu sen Vavi Vaambuung vu vu sil-ato, yik sil pin lanum bel sen vêêl hato tatuuh-ambe laam-ato, ond tatuuh-anju sen Vavi Vaambuung wiing-ambe la having sil, tombe tatuuh-anju ond yik Kalisi. 
1CO.10.5	Le ma de sil ngeeyaata lawiing nipaya be Anutu ahekalin vu sil, ondeey kawiiy sil-ambe silate kook oo neep taaku lu mali-malis.
1CO.10.7	De ham-ame sapa hôôk anutu tatuhin vaha-sote va naambe sen sil vaalu lawiing bôôy-ato le, in silate vakasin neep hôôk kaapiya nambe, “Hil Islel lato dando in nambe lanja osin daanum, le mem sil kandi in nambe daakôômb-ambe gako silate anutu tatuhin vaha jak.” 
1CO.10.8	Tonde yame aambiing baayamb naambe sen sil vaalu lawiing bôôy atombe sil ngeeyaata lôôt lohvu 23 taosen layimb hôôk busin timuu-to le. 
1CO.10.9	Tonde yame sahi Omaaho Bop naambe sen sil vaalu sahi bôôy atombe nyêêy ya sil-ambe layimb-ato le. 
1CO.10.10	Tonde ham-ame naanyuung vu Anutu naambe sen sil vaalu lanyuung bôôy atombe Anutu wiing angela ngaamong-ate ti la yiis sil-ambe layimb-ato le.
1CO.10.12	Om omaaho sen yoo ka navu nambe naale niwêêk-ato, ond ganggin yi nivasa in le dupake. 
1CO.10.13	Palapin sen natovu ham-ato ond me-natovu ham oow e, nganjo natovu omaahonôôn pin. Lemu Anutu ond omaaho nivasa lohvu ham alompayo na timu vu yi, tombe le gilin palapin sen yite niwêêk kaluuh hamate niwêêk-ato in ham, tonde palapin naatovu ham ond Anutu le taato mop sen ham anoh nanye in-ato, in nambe ham baale niwêêk-ande va nipaya me-kape ham e.
1CO.10.15	Sa naanêêl vu ham hil osin kam-ato, om ham oo sahi sate vakasin. 
1CO.10.16	De kap samu samu sen yiiy naalohak osin yahengg anivasa vu Anutuu-to, ond manyinjo Kalisi-te nihees nasupin yiiy pin hôôk timu having yi. Tonde yik yiiy napok balet-ato, ond manyinjo Kalisi naavi nasupin yiiy pin hôôk timu having yi. 
1CO.10.17	Balet-anju ond timu, tombe yik yiiy ngeeyaataa-jo yaatu nôôn timu having, in yiiy pin naha balet timuu-juuto.
1CO.10.19	Sate vakasin-anjo dangga nambe vaati? Yik dangga nambe vanôôn sen hil datung natu salivangin vu anutu tatuhin vaha-sôôto ond me-nôôn keen e, tonde anutu tatuhin vaha-sôônjuuto sil-ame nôôn keen having e. 
1CO.10.20	Nganjo hil sen sil doosin Anutuu-to ond sil datung salivangin vu mamu nipaya-so de me-datung vu Anutu le, om sa nimbaya nambe ham-ame naasupin ham dôôk timu gaving mamu nipaya-so le. 
1CO.10.21	Ham-ame alohvu nambe naanum hôôk Omaaho Bop-ate kap osin ham naanum hôôk mamu nipaya-te kap gaving e. Tonde ham-ame alohvu nambe angga Omaaho Bop-ate vanôôn osin ham angga mamu nipaya-te vanôôn gaving e. 
1CO.10.22	Yame aambiing-ambe Omaaho Bop ahe nipaya vu yiiy e. Mak yate niwêêk savok yi mava?
1CO.10.23	Keen, “va pin nambe yaambiing ond lohvu,” lemu va vaalu me-le dôôvu yiiy e. Êê-e, “va pin lohvu nambe yaambiing,” lemu va vaalu me-navu kaandu yiiy in nambe yiiy baale niwêêk in Anutu le. 
1CO.10.24	Omaaho ti me-ka bu naambe yoo ganggin yi jak va nivasa le, nganjo ham pin akam bu hil vaalu be ham ganggin sil nivasa.
1CO.10.26	In “taaku voon osin va pin sen nando voon-ato ond Omaaho Bop oote va pin-anju.”
1CO.10.28	Le naambe omaaho ti naanêêl naambe, “Vahivak-anja ond hil latung tu salivangin vu anutu tatuhin vaha-so,” ond ham akam bu omaaho sen nêêl vu ham-anjuuto in lopayo nayêênin vaa-to, be ham-ame angga vahivak-anja le. 
1CO.10.29	Ham alompayo me-nayêênin e, nganjo yoo lopayo nayêênin om ham-ame angga le. In sale aambiing va osin sa longgpayo nivalok, lemu omaaho ango sen lopayo nayêênin vaa-to le ka na ngeey-ambe ji sa paya. 
1CO.10.30	Naambe sak, saanohak-ambe sa naapêêlis na vu Anutu in vahivak-ambe sangga, lemu hil sen londpayo nayêênin vaa-to le lanji vahivak sen saapêêlis la vu Anutu in-ato be daanêêl vakasin anipaya jak sa.
1CO.10.32	Ham akam bu hil pin, hil Yuda osin hil Glik, de Anutu-te hil bel-ate, de ham-ame ambiing va sen le biing-ambe hil galuuh damind vu Anutuu-to le. 
1CO.10.33	Ham ambiing naambe sen sa naawiing-ato. Soo naawiing va pin in nambe hil pin lanji nivasa, same naawiing in nambe soo aandôôvu sa le, nganjo sa naawiing in nambe dôôvu hil ngeeyaata be gilin sil lanom vu Anutu.
1CO.11.2	Ham nawiing nivasa in ham akam oo monavu be ham navu sapa hôôk vakasin pin lohvu sa tatekin vu ham bôôy-ato. 
1CO.11.3	Lemu saawiingin nambe ham anjak ni naambe Kalisi tu moow pin-ate yêêv, de moow-aso latu vanêêndin-ate yêêv, de Anutu tu Kalisi-te yêêv. 
1CO.11.4	Omaaho ti nambe kambu lu be nohak, me, naanêêl Anutu-te vakasin langaah-ato, ond kambu luu-ju taato nambe yoo hako yi lak kaluuh yite yêêv Kalisii-to. 
1CO.11.5	Nganjo vêêh ti nambe me-kambu lu le, de nohak me naanêêl Anutu-te vakasin langaah-ato, ond yoo hako yi lak kaluuh laya, ond yoo ninaamum. Yik lohvu vêêh ti sen kêêl lu be nando lunôôn-ato ond yik yuuh ahondoos neep ti. 
1CO.11.6	Naambe vêêh ti nimbaya naambe me-kambu lu le, ond gaving luvalus na, le naambe ninaamum naambe me-gaving lu de me-naakêêl lu na le, ond mam yoo mokambu lu mu. 
1CO.11.7	Nganjo moow ond sil-ame kambu lund e, in nambe sil kambu lund ond me-lohvu le, in Anutu samu sil nambe yi in nambe taato naambe Anutu omaaho osin niwêêk, tonde vêêh ond navu taato nambe
1CO.11.7	moow osin niwêêk-ambe kaluuh vêêh. 
1CO.11.8	In Anutu me-samu moow lak vêêh e, nganjo samu vêêh lak moow. 
1CO.11.9	De Anutu me-hatung moow in nambe dôôvu vêêh e, nganjo samu vêêh in nambe dôôvu moow. 
1CO.11.10	Om nambêênjo vêêh-aso yoo kambu lund in taato naambe lahulis layêêndin baambund, in angela-so dayi sil. 
1CO.11.11	Lemu sen yaatu Omaaho Bop-ate hil-ato, ond Anutu me-yoo ka navu vêêh amu de moow ma le, tonde me-ka navu moow amu de vêêh ma le, nganjo nayi sil neep timu. 
1CO.11.12	In Anutu samu vêêh lak moow kamben munggin, le mem vêêh dako noondin moow, lemu va pin-anjo danggakook ond vu Anutu.
1CO.11.13	Ham oo sahi le, naambe vêêh ti me-kambu lu le, de nohak vu Anutu, ond manyinju nivasa me malis? 
1CO.11.14	Malis, nipaya, in ham alak ni nambe yiiy moow-ande vêêh, yate gambum oo taato vu ham nambe moow ti luvalus naatoondin ond le ninaamum. 
1CO.11.15	Nganjo vêêh ti
1CO.11.15	luvalus naatoondin ond manyinju yite vunakin anivasa, in Anutu yoo hatung in nambe luvalus naatoondin-ambe kambu lu. 
1CO.11.16	Le naambe omaaho ti wiingin nambe mahôôh sa in vakasin-anjo, ond me-lohvu le, in hey osin Anutu-te hil bel-ate lohvu taaku pin, ond hey navu sapa gambum timuu-jo.
1CO.11.17	Ke, tonde sa navu naanêêl tanasin lak paasa vu ham, ond same le naapêêlis in ham e, in sen ham nasupin in nambe ham anohak vu Anutuu-to, ond va nipaya nalup hôôk-anja, savok va nivasa sen ham nawiing-ato. 
1CO.11.18	In sa hango banye nambe ham nasupin in nambe ham anohak vu Anutuu-to ond ham naasuh ham la lu ngeey, tombe saawii-having daka nambe vakasin-anja keen. 
1CO.11.19	Om mak ham vaasuh ham nambêênjaa-to ond navu taato hamate hil vaalu sen dawiing va nivalok-ato langaah. 
1CO.11.20	Om sen ham nasupin in nambe ham angga Omaaho Bop-ate vanôôn-ato
1CO.11.21	In ham nasupin in nambe ham angga Omaaho Bop-ate vanôôn, le ma de ham vaalu ond ti ti yoo nako vanôôn pavis-ambe naya in ham, tonde ham vaalu dayimb ahend, de vaalu danum lôôt-ambe lundkook nawiing paya. 
1CO.11.22	Nambe vaatii-jo? Mak hamate bayêên sen ham angga osin ham naanum hôôk-ato ma? Mak ham akam navu hil bel-ate nambe va malis, ondeey ham nawiing-ambe vanôôn ma in hamate hil vaalu tombe sil anind namum? Om sa naanêêl vaati vu ham? Mak sa naapêêlis in ham a? Malis lôôt, same le naapêêlis vu ham in vaa-ja le.
1CO.11.24	de lohak osin pêêlis la vu Anutu, le mem hapok balet-anju be nêêl nambe, “Manyinjo sa ningg naavi sen saambu na in nambe dôôvu ham-ato, ham oo monambiing naambêênjo in nambe ham akam bu sa.” 
1CO.11.25	Laya vanôôn lung la, tonde mem yik Yesu lôôh kap ak-ambe nêêl nambe, “Kap wain-anjo ond Anutu-te vakasin moos sen jôôy lung la be neep-ato, de saambiing-ambe nanjip niwêêk ak sa kaasêêh sa nihees na in dôôvu ham-ato, om jak busin pin sen ham naanum-ato ond ham ambiing naambêênjo in nambe ham akam bu sa.” 
1CO.11.26	Om sen ham angga balet osin ham naanum hôôk kap-anjo ond manyinja ham navu taato langaah nambe Omaaho Bop yimb in ham, tombe ham e monambiing naambêênjo lôôt-ambe na balup busin sen Omaaho Bop nom-ato.
1CO.11.28	Hil ti ti pin ond yoo kand bu sil alondpayo be gatongin vêêl e, mem lanja balet osin daanum hôôk kap-anjo. 
1CO.11.29	In naambe omaaho ti me-lak ni nambe Omaaho Bop naavii-ju le, de yoo ja osin naanum malis amu, ond manyinju wiing nipaya, tombe le naatovu nipaya nyevahaan. 
1CO.11.30	Yik lak danggaa-jo sen ham vaalu ngeeyaata sakend nama osin nind nalak-ande vaalu layimb. 
1CO.11.31	Om naambe yiiy ti ti yoo kangg bu yalonggpayo be yiiy gatongin, ond Anutu me-le bu nipaya nyevahaan naatovu yiiy e. 
1CO.11.32	De sen Omaaho Bop navu nyevahaan vu yiiy nambêênju, ond nawiing in nambe yanjak ni be yaanggilin yiiy, in nambe yame naatovu nipaya nyevahaan-ambe yana mengg nama gaving hil anipaya voon-ate le.
1CO.11.33	Om halingg-aso, naambe ham naasupin in nambe ham angga paasa, ond ham ganggin mango-so le. 
1CO.11.34	Omaaho ti nambe jimb ahe ond yoo ja vanôôn hôôk yite bayêên alo, in ham e naasupin ham atombe Anutu le bu nipaya nyevahaan naatovu ham. Ke, tonde vakasin vaalu naahen neep om soo anaas balup e mem sa naanêêl vu ham.
1CO.12.1	Halingg-aso, saawiingin nambe ham anjak Vavi Vaambuung-ate niwêêk kul-ate sen navu vu yiiy-ato ni. 
1CO.12.2	Ham oo alak ni nambe bôôy sen ham naahen doosin Anutuu-to, ond Saalang laandiiy ham ala vu anutu tatuhin vaha-so sen me-lalohvu nambe bakaas-ato be ham mosapa hôôk sil. 
1CO.12.3	Om sa naanêêl langaah vu ham naambe omaaho ti sen Anutu-te Vavi Vaambuung nahôôvu yii-to, ond me-navu talôôt Yesu le, tonde yik omaaho ango me-yoo lohvu nambe naanêêl Yesu
1CO.12.3	naambe Omaaho Bop e, nganjo Vavi Vaambuung dôôvu ond mem le naanêêl.
1CO.12.5	De kul sen yiiy naawiing vu Anutuu-to ond kul vaha vaha neep, le yik Omaaho Bop nôôn timu nando. 
1CO.12.6	Tonde mop vaha vaha neep in nambe yiiy sapa hôôk-ambe yaambiing Anutu-te kul, le yik Anutu timu sen navu niwêêk vu hil pin-ambe dalohvu be dawiing kul-ato nando. 
1CO.12.7	Ke, om Vavi Vaambuung natiiy niwêêk vaha vaha nahelak Kalisi-te hil ti ti pin in nambe dôôvu sil. 
1CO.12.8	Keen, Anutu nanêêl-ambe Vavi Vaambuung navu niwêêk vu omaaho ti in nambe naanêêl vakasin osin ka, tombe yik Vavi Vaambuung timuu-jo sen navu niwêêk vu omaaho ango in nambe tatekin vakasin danggakook-ato. 
1CO.12.9	Tombe yik Vavi Vaambuung-anjo nawiing-ambe omaaho ti lopayo nala timu vu Yesu, de navu niwêêk vu omaaho ango be lohvu nambe biing-ambe hil anilakin nind vasa jak. 
1CO.12.10	Tonde nawiing-ambe omaaho ti lohvu nambe biing taahu taahu osin Anutu-te niwêêk, tonde ti lohvu nambe naanêêl Anutu-te vakasin langaah, de tik vu ka vu be lohvu nambe sahi kul osin vakasin pin naambe laam vu Vavi Vaambuung, me laam vu mamu nipaya. Tonde Vavi Vaambuung nawiing-ambe omaaho ti yoo nakaas bayêên bu heey lavand, de navu ka vu omaaho ango be navu tatekin lavaa-juuto danggakook langaah. 
1CO.12.11	Yik va pin-anjo dangga yoo vu Vavi Vaambuung timu yoo natiiy niwêêk vaha vaha nahelak hil ti ti pin lohvu ka.
1CO.12.13	In yiiy pin aalipis bel lak Vavi Vaambuung timuu-jo be yaatu nôôn timu. Yiiy vaalu Yuda de hil vaalu, de yiiy vaalu hil mali-malis, de yiiy vaalu hil osin haalend, ond Vavi Vaambuung timu hanggwang la yalonggpayo ti ti pin.
1CO.12.14	Omaaho ti naavi ond me-boow timu le, nganjo boow haale haale ngeeyaata neep, 
