MAT.1.1	A revereve huri retubui Jisas, netui Devet, netui Ebraham.
ACT.4.7	Ram lai na gai hora gairue hi ram taure rom labe lolo livugara, ko ram huire vena, “?Neru vei na gineu ngaha wuraha? ?Nerom lalakogi lo huire na noi hine, sige neru lalakogi lo henai hine?” 
ACT.4.8	A Vui Gogona mo hivo lui Bita, ko mo duvi lawera mo veve vena, “Gimiu ira tomtomuegi ko ira tamaragai den duvi Israel. 
ACT.4.9	Gimiu nem hui gamaru vena, neru vei wuraha huri na lalakogi garea ngehi guru veie lawe na tangaloi lukuluku hi u esi mo mwaso. 
ACT.4.10	U garea ve gimiu ira lawuagoro doluegi nen ilo, ko a sinobu doluegi a duvi Israel rain ilo vurugegi vage. A tangaloi hi mo lehe a karune u garea beno, lo huireana talo henai Jisas Kraes ta Nasaret. Ngehi gitomue neu totoe lo gai saroutu, ko neu vei vagamatea, nge i God u vagamwasoie taligu dena mateana. 
ACT.4.11	I Jisas nge hi a Reve reve Gogona hurie vena, ‘A beru ngehi igimiu ira tangaloi hako vale neu tuli vohoginie beno, nge bagataha mo voragi beru hunei vale.’ 
ACT.4.12	Nge hatie tangaloi wagineu vage ve vin vagamwasoi gide. Huri lolo ure ngaha i God he bete na hea te wagineu vage ve dai maso lune.”
ACT.4.13	Ingere talo kansel lawua ram garigi garagara, huri Bita koi Jon rohe matagu tea, huri rau ilo vage huri ve ingere a tangaloi vurogi rohe iloilo tea lawuagi. Nge ingere ram leo hogosire ve gitomuegi ru bubugi mei Jisas. 
ACT.4.14	Ko ingere hate nora leo vohogi ve ran veve, huri ram lehi na tangaloi hi a karune u esi nge u garea taligu mo labe meire. 
ACT.4.15	Ko ingere ram veve lawera ve ran mwalue dena valei laqana hi. Ko a kansel lawua hogosie ram toga lolo vale ram laqalaqa ginire gahera. 
ACT.4.16	?Ram huire taligu vena, dain vei wuraha na garue? Ingere doluegi ta Jerusalem rau ilo beno huri na nora tabanagi lawua hi ru veie. Nge igide dai he vunigi laie tea. 
ACT.4.17	Nge u garea ve igide da tugoro na roro hi na mese mwalue taligu lawera tangaloi. Dai veve siaga lawera huri ingere rain mese huhui lo henai Jisas taligu.
ACT.4.18	Ko ingere ram warera sulolo vale taligu. Ko ram veve lawe Bita tona Jon vena. “Neri mese veve sere na henai Jisas, neri mese laqagi lawe na tangaloi ko neri mese huhuire taligu.” 
ACT.4.19	Ingeie Bita tona Jon rom duvire vena. “?Igimiu nein leo wahe sibomiu ve ngehilogo u vovohoi lo nagoi God, ve gori ronghuri gimiu sige gori ronghuri na leoi God? 
ACT.4.20	Huri i gamaru gori he siregi tea, nge gori veve sere na havagineu guru leo gina matamaru ko guru rongo gina qeromaru.” 
ACT.4.21	Ngaraha lo kansel lawua ram gato gorora taligu ko ram sireginire dena valei kot, nge hatie nora huireana ve rain teure lo tanoi vevegi, huri a tangaloi ram hau rorogi na henai God huri na gineu ngerehi rau vei. 
ACT.4.22	A tangaloi hi ru vei na vaigivui lune, a karune mo garea, a higaona u liu den ngavulu gaivesi.
ACT.4.23	Lune ram siregi Bita tona Jon rom mwalue, rom vano tuturedu lobei retuara. Ko rom veve serelue na havagineu doluegi lawera hi ira muei rugurugu ko ira tamaragai rau veve. 
ACT.4.24	Lune ingere ram rongo na leo ngerehi, ingere ram tataro lawe God ram veve vena, “Huqe, iniko gu teu na dodo a tano a tahi ko a gineu lolo ure doluegi. 
ACT.4.25	Lo huireana noi Vui Gogona a nomu i tubumiu Devet ingeie a nom tangaloi tabanagi, nge u veve serelue na leomu, u veve vena.
ACT.4.25	?Huri havai ira haroharo
ACT.4.25	ram lolo gagasi garagara?
ACT.4.25	?Huri havai ram tau na leo
ACT.4.25	ve ran vai na gineu esi, nge rahe vai lei tea?
ACT.4.26	Ira ratahigi lalawua talolo ure
ACT.4.26	i ram vai rarai ve ran vai na vuro,
ACT.4.26	ko ira lawua goro ram sonebubugi,
ACT.4.26	ko ve ran vai na bulubuluesi goro
ACT.4.26	na Huqe God,
ACT.4.26	mena nona Ratahigi Vurei.
ACT.4.27	A hogo i Herod ko i Bontius Baelat rum toga bubugi lolo qatui venue lawua meire haroharo koa sinobu a duvi Israel ram vai vei Jisas, hi a nomu tangaloi tabanagi gogona ngehi gu veie mo voragi Ratahigi Vurei. 
ACT.4.28	Ingere hi ram bubuginire ve ran vai na gineu ingere hi doluegi gu leo wahera beno, lo nom huireana ko a tanoi nom domiana ve na eno lune. 
ACT.4.29	Huqe, gon rongo na leo asi teri ingere ngaha, ram vaivei gamai ginie, ve gon hako mei gamai ira nom tangaloi tabanagi ve gan laqagi na leomu ve a domimiu na huire. 
ACT.4.30	Gam tiehigo ve gon horagi na limemu, ve gon vagamwasoi re ram sege, ko vage gon bete na nom gigilegi ko a vaigivui teri, ko ve gon vaire ran managi lo henai nom tangaloi tabanagi gogona i Jisas.” 
ACT.4.31	Lune ingere rau tataro u rovo, a vale hi rau sone bubugi lolona mo rurururugi. A Vui Gogona mo hivo mo vagahorongire ko mo vai siagagi na domire ram tau vuigi ram ngasagi na leoi God.
ACT.4.32	Ngere hi rau ladohogogi Jisas a nora domiana ko a leora gatagale hogosie. A tangaloi vin he veve tea ve a gineu a nona gahea. Nge ram siregi na nora hakogineu, ram beteginie vatavataha ginire. 
ACT.4.33	Ko gina huireana lawua ira gai hora ram veve serelue na maraga taligu nona Huqe jisas, ko God mo vaigarea ginire doluegi. 
ACT.4.34	Ingere talo burigi hi gatagale denire he qilodo tea lo gineu. Ingere hi a nora tano lure sige a valera ram sogaginire ram lai na gai voligi, 
ACT.4.35	ram bete lawera gai hora siu a gai hora ram bete lawe na tangaloi vatavatahagi nire u tatarise mena gineu hi ram qilodo lune.
ACT.4.36	A tangaloi gatagale a henana i Josev, nge a duvi livae, u vora lo vanue Saebras. Ira gaihora rau teu na henana tuegi vage vei Banabas, a iloilogi vena. “A tangaloi vai mwamwavigi na domire tangaloi.” 
ACT.4.37	Giniehi, u sogagi na mahoi tanona siu u bete na gaivoligi lawera gai hora.
ACT.5.1	Nge a tangaloi gatagale vage, a henana i Ananias i gahorana a henana i Savira. Nge u sogagi na mavusui nora tano vage, 
ACT.5.2	mo lai na duvi manegi gi nona sibona siu mo bete na duvigi lawera gaihora, nge i gahorana u iloe vage. 
ACT.5.3	I Bita mo veve lawea vena. “Ananaeas. ?Huri havagineu gom siregi Satan mo vai esiesigi na nom domiana mwerehi huri gu keli na Vui Gogona gom hakobibi na duvi manei tano hi?” 
ACT.5.4	?Gitomue a tano hi a nomu, siu gom sogaginie, lo tagugi hi a gaivoligi u voragi nomu? ?Huri havai gom domiginie mwerehi lolo lolomu huri gom vai na gineu hi? Huri gohe kali na tangaloi tea, nge gom kali God. 
ACT.5.5	Siserigi Ananaeas mo rongo na leo hi mo soi hivo lo tano mo mate. A tangaloi doluegi ram rongoe ram rurururu ram matagu liu. 
ACT.5.6	A mwalakelo ram vonai lolo valena, ram luqesie, ram walie vano, ram tuleginie.
ACT.5.7	Lategi aho gaitolu morovo, i gahorana mo soro vonai lolo vale, nge he ilo na havagineu tea u vei. 
ACT.5.8	I Bita mo veve lawe na vavine hi vena. “?Gon veve sere laweau, huri ve ingeie hi a tovoi gai voli doluegi iniko ko i tamai netumu neru leie lo nomiru tano?”
ACT.5.8	Mo daragi vena, “Io, nge hi a tovogi doluegi.”
ACT.5.9	Nge i Bita mo veve lawea vena, “?Huri havai iniko ko i tamai netumu nerum vai leo ve nero vai lehi na vui nona Huqe? A tangaloi rau tulegi tamai netumu ngerehi lo matai vale, ko rain weligo tavarea vage.” 
ACT.5.10	Siserigi nge mo soi hivo lo tano lolo karui Bita mo mate, a mwalakelo ram vonai ram leo u mate beno, ram walie tavarea, ram tuleginie lo mwararai tamai netune. 
ACT.5.11	A warelue doluegi noi Jisas koi ingere lavasigi vage ram rongoe mwerehi ram matagu u liu.
ACT.5.12	A gai hora rau vei na gigilegi ko a gineu awogi u sao lawera sinobu. Ra ladohogo doluegi ram sone bulutegi lo burigi lo malumelui ara noi Solomon. 
ACT.5.13	A sinobu doluegi ram lado mava ginire, nge a tangaloi ingere hi rahe lado hogo tea, ram matagu huri ve ran bulu meire. 
ACT.5.14	Ko a tangaloi ram bulu mo sao lo burigi hi. A mwera ko a vavine u sao ram lado hogo gina Huqe. 
ACT.5.15	Nge ngaha a duvi tabanagi nora gaihora hi rau veie, a tangaloi ram wali ira segesege sulo turegi lawua ram taure lo qea ram eno lo qanara huri ve i Bita vin dige utu aiehi a nunune vin soi lure rai mwaso. 
ACT.5.16	A buri sinobu ram vonai den qatui venue u sao dali bulu na vanue Jerusalem, ram lai ira segesege ko ira hine hi a vuiesi lure vage, ko ingere rau mwaso doluegi.
ACT.5.17	A rugurugu lawua, meire nona buluana ingere hi rau bulu lo burigi nora Sadusi, mo garasire u liu ginire gaihora; ko ram vaiveire, 
ACT.5.18	ram maraga, ram wiribibire gaihora, ram taure lolo valei vauveu. 
ACT.5.19	Siu lolo bongi hi a Engsel nona Huqe mo vonai, mo roa na matai valei vauveu, mo tomueginire ram mwalue taligu. Mo veve lawera vena, 
ACT.5.20	“Gimiu nen vano nen lolo valei God, nen veve sere na leo huri na leoi mwaso hi lawera sinobu.” 
ACT.5.21	Ko ira gaihora ram tabe na leo, lune mo leleo duruduru ram soro lolo vale Gogona ko ram tavuigi ram huhui.
ACT.5.21	A rugurugu lawua meire nona buluana ram ware bubugi ira tamaragai a duvi Israel, huri na laqana talo nora kansel lawua. Ko ram hora na leo mo vano lo valei vauveu huri ve ran laire gaihora vonai lobera. 
ACT.5.22	Lune a bolisman ram dadari rahe haqera gaihora ngerehi tea lolo valei vauveu, ram tudori ram vano taligu lobera tangaloi kansel lawua, ram veve sere lawera, 
ACT.5.23	“Lune gau dadari lo valei vauveu hi a matai ara u gorogoro siaga, a tangaloi leogoro matai ara ingere aiehi, ram toga ram leogoro na matai vale. Nge lune gam roa na matai vale, gahe haqe na tangaloi tea lolona.” 
ACT.5.24	Lune a tomtomuegi lawua goro na vale Gogona, ko a muei rugurugu ram rongoe, ram awogi garagara ve a havagineu hi u vei lawera gaihora.
ACT.5.25	Siu a tangaloi mo vonai lolo vale mo veve lawera vena “Nen rongo, a tangaloi ingere hi neu teure lolo valei vauveu siseri ngaha ingere lolo vale Gogona ram huhuire sinobu.” 
ACT.5.26	A tomtomuegi hi ram vano mena nona tangaloi, ram laire gai hora taligu. Rahe vai garasire tea a vevenagi hi ram matagu ginire sinobu huri vaiteu ram bugurire.
ACT.5.27	Ingere hi ram laire gaihora ram vonai ram soro lolo vale ram vaire ram labe lo nagora kansel. A muei rugurugu mo huire 
ACT.5.28	mo, veve vena, “?Wuraha hi? Gamai gau gato goro gimiu beno, ve gimiu nei mese huhui lo henai tangaloi ngaha taligu. ?Nge igimiu nem vai na havagi neu ngaha? Igimiu neu vei na vanue Jerusalem u horo beno gina nomiu leo huhui, vage nem veve hurive a tangaloi hi u mate a bugumei.”
ACT.5.29	I Bita mo duvi gorora lo henana meire hora lavasigi mo vena, “Gamai gain tabe God, hage liu den tangaloi. 
ACT.5.30	Igimiu neu wehi Jisas beno, gimiu neu durue lo gai saroutu, nge a God noi retubude, u veie mo mwaso taligu dena mateana. 
ACT.5.31	I God hi u ragasie hage beno mo toga lo matuana, mo voragi Ratahigi lawua, ko vagamwasoi gide. God mo vaie mwere hi huri ve vin dori lei na domide duvi Israel, ko vin lei vohogi lei na bugude. 
ACT.5.32	Gamai gam laqagi lue na gineu ngerehi. Hatie gamai sibomai, nge a Vui Gogona u bului gamai, nge hi a hogogi noi God lawera tangaloi hi rau rongo hurie.”
ACT.5.33	Lo tarogi a meba na kansel ram rongo na leo hi mo hogosire uliu, siu ram tarani ve rain vevegi nire hora huri ve rain ue vagamatera. 
ACT.5.34	Nge gatagale denire ingeie a Varise, a henana i Gamaliel, nge a huhui lawua, ingere rau lado mavaginie. Mo maraga mo labe lolo livugara kansel. Mo veve lawera ve ran laire hora ran mwalue meire varea. 
ACT.5.35	Siu ingeie mo laqa lawera kansel mo vena, “Gimiu a duvi Israel, nei leo goro, huri na gineu ngehi nem tarani ve nein veie lawe na tangaloi ingere hi. 
ACT.5.36	Lo taro hivo vuine beno a tangaloi gatagale i Tudas mo veve ve ingeie a tangaloi lawua gatagale. A tangaloi lategi vudolue vagavesi rau bulu meie. Nge a tangaloi rau ue vagamatea beno, rau livusi na nona tangaloi ram vano gagatalegi, a nona burigi hi u rovo. 
ACT.5.37	Lo tagugi hi, Judas ingeie ta Kalili mo maraga lo taroi valu velui tangaloi, ingeie vage u revei na sinobu sao rau hurie. Nge ingere rau uevagamatea beno vage ko ram livusi na nona tangaloi ram vano gagatalegi. 
ACT.5.38	Nge ngaha ineu nam veve lawe gimiu huri na tangaloi ngerehi. Gimiu nem sireginire, tare vea tabana ngaha a domiana nona tangaloi hogosie, vin mwasaru vurogi. 
ACT.5.39	Nge tare a gineu nge hi u vanai dei God igimiu nein he tugoro laie tea. Bataha igimiu nein leo haqe ve nem qalo mei God.”
ACT.5.40	Ingere ram warera hora ve ran soro lolo vale siu ran vivihire, siu ram gato siaga gorora hora ve rain mese laqagi na henai Jisas taligu, ko ram sireginire, ko ram vano.
ACT.5.41	Ko ira hora ram mwalue dena kansel, ram rong garea u liu huri God mo lehire ve ingere rau tatarise ve rain maemae lo nagora sinobu huri na henai Jisas. 
ACT.5.42	Siu vataha bongi lolo valei God, ko lolo valera sinobu, ram huhuire sinobu, ko ran veve serelue na roro, garea hi huri Jisas, ve ingeie i Ratahigi Vurei.
ACT.6.1	Lo tagugi hi a tovoi tangaloi tabana noi Jisas mo tau vuigi mo saosao. I ngaraha ira duvi Israel hi ram laqa lo leo ta Kris ram vuigarogi meire ira duvi Israel hi ram laqa lo leora sibora. Ingere hi ram laqa lo leo ta Kris ram veve vena, a maduara tangaloi rahe leo hurire tea ve na garea, lune ingere ram betegi na hakogineu lawera vataha bongi. 
ACT.6.2	Ko i ngaraha hangavulu domwagi gairue ram ware bulutegi na burigi hi ira tangaloi noi Jisas ve ran vonai bubugi. Ram laqa meire ram veve vena, “He vovohoi tea ve dain siregi vohogi na leoi God, ve da tabanagi lo gineu ingere hi. 
ACT.6.3	Io retueku, nein leo wahe na tangaloi gaibitu den gimiu hi rau garea lo nagora tangaloi. A tangaloi ingere hi ve a Vui Gogona u horo lolo lolora ko rau mataisao vage. Gamai gain teure huri ingere rain leogoro na lalakogi ingere hi. 
ACT.6.4	Huri igamai gain leogoro na tabanagi hi gesegi lo tataro ko huri gain laqagi lue na leoi God.”
ACT.6.5	Ko ingere doluegi talo burigi hi ram havuhevu u liu huri na leo hi ira gaihora rau laqagi lue lawera. Ko ingere ram leo wahe Stivin, a tangaloi hi a nona ladohogo u siaga ko a Vui Gogona mo horo lolo lolona. Ram leo wahe Vilib, Brokoras, Nikeno, Timon, Baemenas ko i Nikolas ingeie ta Antiok, ingeie tomue a tangaloi talolo dodogi, ko lo tagugi hi nge mo tudori mo hikehike lo leo huhui nora ira duvi Israel. 
ACT.6.6	A burigi hi ram lai na tangaloi ingere hi vonai ram taure lo nagoi ngaraha gaihora ram tataro meire ko ram tangovire.
ACT.6.7	Siu a leo noi God mo vano lawera tangaloi mo liuliu vage. Ko a burigi hi ira rorongtagi noi Jisas mo saosao vage lolo vanue Jerusalem. Ko a rugurugu u sao ram ladohogo gi Jisas. Ko ingere ram rongo huri na nona leo huhui.
ACT.6.8	I Stivin hi i God u bete na huireana lawea, ko u hako meie gina domi tabetabe u lawua. Ko u vei na gigilegi u sao gina huireana noi God ko a gineu garigiana u sao lo nagora tangaloi. 
ACT.6.9	Nge a tangaloi lavasigi ram vaiveie, ingere ram bubugi lo valei soneana nora ira duvi Israel u waregi ve a valei soneana nora tangaloi hi rau meriqe beno dena garo vau. Ingere a tangaloi ira duvi Israel rau vonai dena qatui venue lalawua gairue Saerini ko Aleksandria. Ko a tangaloi lavasigi vage a duvi Israel ram vomai dena Silisia ko Esia ram bubugi meire ko ingere ram vui garogi mei Stivin. 
ACT.6.10	Nge a Vui Gogona mo bete na lolorani ko a mataisao lawe Stivin, huri nge vin laqa ko ingere rain he duvi laie tea. 
ACT.6.11	Ko ingere ram voli na tangaloi ve rain laqa buluire, ram veve vena, “Gamai gau rongo na tangaloi hi u veve asiesigi Mosis ko i God vage.” 
ACT.6.12	Lo doridorigi hi, ingere ram tau gaivutugi na sinobu, ko ira tamaragai ko ira huhui talo Leo hora noi Mosis ram merogi Stivin. Ko ingere ram wiribibie ram laie mo vano lawe na Kansel. 
ACT.6.13	Ko ingere ram lai na tangaloi lavasigi ram vonai vena, ram veve leo kalikeli lo henai Stivin. Ingere ram veve vena, “Gesegi ingeie mo veve asiesigi na vale Gogona noi God, ko a Leo hora noi Mosis vage. 
ACT.6.14	Igamai gau rongoe u veve mwere ngaha vena, i Jisas ta Nasaret, ingeie vin tala gaburegi na vale Gogona noi God, siu ingeie vin teu leahi na noda togatoga ingere hi dau lei hougi dei Mosis.” 
ACT.6.15	A tangaloi lalawua doluegi hi ram toga lolo Kansel, ram leo garagaragi Stivin. Ram lehi na nagona mwerena nagoi engsel.
ACT.7.1	A muei rugurugu mo hui Stivin vena, “?Wa hogo mwerehi?”
ACT.7.2	I Stivin mo duvi vena, “!Retueku ko retamaku! !Nen rorongtagieu! I God roroa u sereluae lawe tubude Ebraham lo tarogi hi u toga Mesapotemia, tomue siu mobei vano mo toga Haran, 
ACT.7.3	ko mo veve vena, ‘Gon siregi renetumu ko a vanuemu ko gon vano huri na vanue nain haharaginie lawego.” 
ACT.7.4	Ko ingeie mo siregi na vanue Koldia ko mo vano mo toga Haran. Lo tagugi hi tamai Ebraham u mate beno i God mo horae mo vano lolo vanue nge hi igimiu nem toga lune bagataha. 
ACT.7.5	I God he bete na mavusui tano tea lawe Ebraham huri vea nona sibona, hatie vohogi, vea taqai keru gatagale, nge i God u varataugi huri ve vin betea lawea, huri ve vin voragi tanona ko huri ve vin voragi vanuana ko ira duvine atagu. Lo tarogi hi i God mo vai na waratau ngaha, i Ebraham hatei netune. 
ACT.7.6	I God u veve lawea mwere ngaha vena, “Duvimu rain toga lo vanue wagineu, rain voragi tangaloi tabana vurogi rain veiveire huri na higao vudolue vagavesi. 
ACT.7.7	Nge nain vevegi na sinobu huri ingere hi ram tabana vurogi, lo tagugi hi ingere rain mwelue dena vanue hi, ko rain hudugoroau lolo vanue ngaha.” 
ACT.7.8	Siu i God mo veve lawe Ebraham ve na tavuigi na doridorigi huri tevegigilegi huri ve a gigilegi nona waratau. Siu i Ebraham mo tevegigileginie sibona, siu mo tevegigilegi Aesak lo bongine gaiwelugi, i Aesak mo tevegigilegi Jekob, ko i Jekob mo tevegigilegi netune hangavulu domwagi gairue ngerehi i retubude.
ACT.7.9	“I retubude u garasire gi tehire Josev, ram sogaginie mo voragi tangaloi tabana vurogi lolo vanue Ijib, 
ACT.7.10	nge i God mo toga meie, ko mo mule tabetabegi dena nona gagarasi teri. Lune i Josev mo labe lo nagoi ratahigi i Vero, i God u bete na doridori garea lawea ko a mataisao. I Vero u teu Josev mo kavman goro na vanue Ijib, ko mo leogoro na valena vage. 
ACT.7.11	Siu a maro mo wehi na vanue Ijib doluegi, ko Kenan, mo vai na sinobu ram gagarasi uliu. I retubude rahe haqe lai na hinaga tea. 
ACT.7.12	Lune i Jekob mo rongo huri ve a hinaga mo eno lolo vanue Ijib, mo hora renetune hi, i retubude, ram hivo waga tomuegi aiehi. 
ACT.7.13	Ram hivo vagatuegi, i Josev mo haharaginie sibona lawe retuana, ko i Vero mo bei ilo retuei Josev. 
ACT.7.14	I Josev mo hora na leo lawe tamana Jekob, mo veve lawea vena ingeie mei renetune doluegi rain himei rain toga lolo vanue Ijib. Ingere ngavulu gaibitu domwagi gailime doluegi. 
ACT.7.15	Siu i Jekob mo hivo Ijib, ingeie ko i renetune hi i retubude, rau mate aiehi. 
ACT.7.16	Ram lai na tarabesire ram vano taligu Sekem ram tuleginire lolo vanue hi i Ebraham u volie dena duvi Hamoro, lo vanue Sekem, gina homu lawua.
ACT.7.17	“Lune a tarogi mo kakarani vea waratau noi God lawe Ebraham na woro, a duvi retubude Ijib u sao lawagi. 
ACT.7.18	Siu mo ribiribi lune, a ratahigi wagineu mo maraga, ingeie he ilo Josev tea, ko ingeie mo huqegi goro na vanue Ijib. 
ACT.7.19	Ingeie mo laqagi na duvi retubude ko mo vai asiesiginire, mo garoginire ve ran tau vovohogi neture hi a maresu mwera dena valera, huri ingere rain mate. 
ACT.7.20	Lo tarogi hi i Mosis mo vora, a maresugi u garea u liu. I tamana tona ratahine rom leo hurie u toga lolo valera huri na vule gaitolu. 
ACT.7.21	Lune ram tau vohoginie dena valera, a taqalugu i netui Vero mo haloe gi netune sibona. 
ACT.7.22	Ingeie mo hikehike huri na mataisao ta Ijib, mo voragi na tangaloi lawua lo leo ko a lalakogi.
ACT.7.23	“Lune i Mosis a higaona ngavulu gaivesi ingeie mo ladoutu vena siro rehavana a duvi Israel. 
ACT.7.24	Ingeie mo lehe gatagale a tangaloi ta Ijib mo qalo meie, siu mo vano mo buluie mo ue vagamate na nati Ijib hi. 
ACT.7.25	Ingeie mo lado ve i retuana rain ilo vurugegi huri vei God vin veire rain mwelue dena nora gagarasi lo limana, nge ingere rahe ilo tea vurugegi. 
ACT.7.26	Lo ranigi wagineu ingeie mo lehi na tangaloi a duvi Israel gairue ram qalo, ko ingeie mo surire ve rose qaloqalo ginire, mo veve lawera vena, “Nero rorongtagieu, i gimiru a reretehigi. ?Huri havai nerom qaloqalo gi gimiru?” 
ACT.7.27	Nge i ngehi u wehi tuana mo susuni beragi Mosis, mo veve lawea vena, “?Ihine u teugo ve goin huqegi goro gamai? 
ACT.7.28	?Wa gom tarani ve goin wehieu, mwerehi gu wehi na nati Ijib nainoa?” 
ACT.7.29	Lune i Mosis mo rongoe mwerehi mo toa den vanue Ijib ko mo vano mo toga lolo vanuara ta Midian. Siu i netune a maresu mwera gairue ru vora aiehi.
