MAT.1.1	Ani sén i dad dagit i gutambul Dyisas Krayst, i bel Harì Dabid, dunan i bel Abraham. 
JHN.6.14	Na kanto teen i dad to kmaan ayé i tnikeng nimò Dyisas, manla, “Ani i tugad Dwata sanfatanto dek Dwata salu di tah tanà.” 
JHN.6.15	Na gadè Dyisas na fan ale salu di kenen du fye nwèla na gnagala nimò harìla. Taman, ta mdà kenen salu di bulul lon satu.
JHN.6.16	Na di kasdaf i du, ta salu i dad to galan tdò ditù di lanaw. 
JHN.6.17	Na ta smakay ale aweng, na mifal ale di lanaw salu di Kapernaum. Ta kifuh nan, bay là fa kel Dyisas di dale. 
JHN.6.18	Na ta malbang lwek mdà di kbal i nus. 
JHN.6.19	Na kanto lime ku demen nam kilumitru i kawagla di kilil, ta teenla Dyisas, na tadè kenen magu di tah i lanaw salu di dale. Na too ale likò. 
JHN.6.20	Bay man Dyisas di dale, “Nang gamu likò du do sa ani.” 
JHN.6.21	Na mdà ayé, too ale lehew fsakay kenen. Galì ale lamyalo, ta dmuung ale di gusalula.
JHN.6.22	Na di tmadol du, sana kfanak i dademe dad to di faltù i lanaw. Tagnèla teen na lo satu aweng déé, dunan i ta snakay dad gal to tdò Dyisas, na lêla gadè di ta kdà i dad tdòan mifal, là magin Dyisas kenen. 
JHN.6.23	Bay nun dad aweng mdà di banwe Tibiryas dmuung déé di saféd i gukmaan dad to i fan di ta kafnge i Amuto fasalamat. 
JHN.6.24	Na kanto teen i dad to ayé na ta là déé Dyisas na i dad to galan tdò, ta mdà ale maweng salu di Kapernaum du fanngaballa Dyisas.
JHN.6.25	Na kantola teen Dyisas ditù di faltù, ta snalekla, manla, “E Sér, kilen kakelam dini?” 
JHN.6.26	Na tmimel Dyisas, manan, “Too ti glut i man-gu di gamu ani. Yé duenyu mngabal do du ta gamkaan gamu fan, na ta bsol gamu. Ise ku yé duenyu mngabal do ku mdà di kaglabatyu i tnikeng nimògu. 
JHN.6.27	Nang gamu faflayam mngabal i knaan mlal mlanas, bay yé gufaflayamyu mngabal i knaan là mlanas mlé nawa landè sen. I knaan ani, yé mlé dun di gamu i dnagit Ngà To, du Dwata Mà, ta fankahan ilè i kdatah ta blén dun.” 
JHN.6.28	Na snalekla Dyisas, manla di kenen, “Dét i nimòmi fye nimenmi knayè i Dwata?” 
JHN.6.29	Na tmimel Dyisas, manan di dale, “Ani i nimò fimò Dwata gamu, ftoo gamu di dekan.” 
JHN.6.30	Taman, manla dun, “Dét i tnikeng nimòam fitem gami du fye ftoo gami di ge? 
JHN.6.31	Di munan, gamkaan i dad gutambulmi di banwe landè to mnè ditù i knaan dnagit mana salngad di ta gsulat di Tnalù i Dwata, manan, ‘Banlén ale knaan mdà di langit du fkaanan dale.’ ” 
JHN.6.32	Bay man Dyisas di dale, “Too ti glut i man-gu di gamu, ise ku Mosis i mlé knaan atù mdà di langit, bay Màgu i gal mlé i too knaan mdà di langit. 
JHN.6.33	Du yé knaan blé Dwata dunan i tufa mdà di langit na mlé nawa di dad to di klamang banwe.” 
JHN.6.34	Taman, manla di kenen, “E Sér, sigim gami banlé i knaan manam ayé.” 
JHN.6.35	Na man Dyisas di dale, “Do sa i knaan mlé nawa. Nè i to salu di do, ta là ti bitilan, na nè i to ftoo di do, ta là malinuman.
JHN.6.36	“Bay ta man-gu di gamu, balù ta teenyu agu, knèan sana là kaftooyu. 
JHN.6.37	Bay i kdee dad to blé Mà di do, salu ale di do, na nè i to salu di do, là sa nang agu dun. 
JHN.6.38	Na ise ku yé duen-gu tufa mdà di langit ku nimògu i do knayè, bay nimògu i knayè i mdek do. 
JHN.6.39	Na ani knayèan, nang nun flanahgu balù satu di kdee dad to blén di do, du yé kayèan ku sdulêgu ale nték di fulé du. 
JHN.6.40	Du ani knayè i Màgu na kdee meye di do i Ngàan na ftoo di do, gamdawat nawa landè sen, na ntékgu ale kadang di fulé du.”
JHN.6.41	Mungag i dad Dyu du man Dyisas, “Do i knaan tufa mdà di langit.” 
JHN.6.42	Manla, “Ise kenen kè Dyisas, i ngà Dyosip? Dilèto sa màan na yêan. Na kan ku manan kenen tufa mdà di langit?” 
JHN.6.43	Na yé duenam man, man Dyisas di dale, “Nang gamu sigi mungag. 
JHN.6.44	Landè to gsalu di do silang ku Mà, i mdek do, mebe kenen, na do i mték dun di fulé du. 
JHN.6.45	Ta smulat i dad tugad i Dwata, manla, ‘I kdee dad to, tdò Dwata ale,’ taman, nè i to flinge na gamwè tdò mdà di ku Mà salu di do. 
JHN.6.46	Na ise ku yé kayègu man ku ta nun to lmen mite ku Mà, du lo do i mdà di Dwata i ta mite ku Mà. 
JHN.6.47	Too ti glut i man-gu di gamu, nè i ftoo, nun nawan landè sen. 
JHN.6.48	Do sa i knaan mlé nawa. 
JHN.6.49	I dad gutambulyu, kmaan ale mana di banwe landè to mnè ditù, bay knèan mati ale. 
JHN.6.50	Bay mahal i knaan tufa mdà di langit, du nè i to kmaan dun, là sa matin. 
JHN.6.51	Do sa i knaan tufa mdà di langit, i mlé nawa. Na nè i to kmaan i knaan ani, mlawil kel di landè sen. Na yé knaan blégu dunan i lawehgu du fye mlawil i dad to di klamang banwe.” 
JHN.6.52	Na yé gumdàan too minit kasbalew i dad Dyu, manla, “Dét kibò i to ani mlé di gito i lawehan du knaanto?” 
JHN.6.53	Na man Dyisas di dale, “Too ti glut i man-gu di gamu, ku là knaanyu i ungad i dnagit Ngà To, na ku là ninumyu i litèan, là gamdawat gamu nawa. 
JHN.6.54	Bay nè i to kmaan i ungadgu na minum i litègu, ta nun nawan landè sen, na ntékgu kenen di fulé du, 
JHN.6.55	du i ungadgu too glut knaan, na i litègu too glut ninum. 
JHN.6.56	Na nè i to kmaan i ungadgu na minum i litègu, mnè kenen di do na lê agu mnè di kenen. 
JHN.6.57	Yé mdek do Mà, dunan gutambul i nawa, taman, lê nun nawagu mdà di kenen. Na nè i to kmaan do, nun nawan fagu di do. 
JHN.6.58	Yé knaan mdà di langit. Là ti salngadan di mana knaan i dad gutambulyu di munan du balù kmaan ale, knèan mati ale. Bay nè i to kmaan i knaan man-gu ani, mlawil kel di landè sen.” 
JHN.6.59	Yé man Dyisas di katdòan di gumnè gal gustifun i dad Dyu di Kapernaum.
JHN.6.60	Na kanto linge dademe dad to gal tdò Dyisas i manan ayé, manla, “Too blat kastulen ani, na too mlimah dmawat dun.” 
JHN.6.61	Tadèan gadè na mungag ale gablà di manan gine, na manan di dale, “Kan? Gamfatno nawayu kè i man-gu ani? 
JHN.6.62	Kaflingenta dun, ku teenyu agu, i dnagit Ngà To magket samfulê di gumdàgu, sana katno i nawayu fa? 
JHN.6.63	Lo i Tulus Dwata gamlé nawa, ise ku gnagan i dad to. I dad tnalù man-gu di gamu, mdà di Tulus i Dwata, na gamlé lawil. 
JHN.6.64	Bay nun dademe di gamu là ftoo.” (Yé man Dyisas du mdà di kagatbùan, ta sanan gadè ku simto i dad to là ftoo di kenen, na ku simto i fan makal kenen di fati). 
JHN.6.65	Na lê kenen talù, manan, “Yé duen-gu man di gamu landè to gsalu di do silang ku kdàan di ku Mà.”
JHN.6.66	Taman, dee dad to galan tdò tmagak kenen, na ta là magin ale di kenen. 
JHN.6.67	Na yé duenam man, snalek Dyisas i sfalò lwe, manan, “Na, gamu? Lêyu agu tnagak kè?” 
JHN.6.68	Na tmimel Simon Piter, manan di ku Dyisas, “Amu, landè dademe gusalumi ku là di ge, du ge gumdà i dad tnalù mlé nawa landè sen. 
JHN.6.69	Ta ftoo gami, na ta gadèmi na ge i Mtiu mdà di Dwata.” 
JHN.6.70	Na man Dyisas di dale, “Do i malék gamu dad sfalò lwe, bay knèan i satu di gamu nun busawan.” 
JHN.6.71	Yé manan ani Dyudas, satu di dad sfalò lwe, i ngà Simon Iskariyot, i fan makal ku Dyisas.
JHN.7.1	Kafnge ayé, lanngab Dyisas i probinsya Galili. Ta là mayèan lamngab di Dyudiya du fanngabal kenen i dad ganlal i dad Dyu du kayèla fnati. 
JHN.7.2	Na ta mdadong nan i kimò dad Dyu Fista i dad Slung. 
JHN.7.3	Na yé duenam man, stulen i dad flanekan di kenen, manla dun, “Tnagakam i banwe ani, na salu ge ditù di Dyudiya du fye teen i dad to galam tdò i dad tnikeng nimòam. 
JHN.7.4	Du ku nun to knayèan dilè i dad to, là ti bunin i dad nimòan. Na ge, du gaganam mimò i kdee dad tnikeng ani, fitem i kgaganam di klamang banwe.” 
JHN.7.5	(Yé man dad flanekan du là fa ftoo ale di kenen). 
JHN.7.6	Bay man Dyisas di dale, “Là fa kel i bang kfitegu i kdatahgu. Bay gamu, balù dét oras fakayyu nimò i knayèyu. 
JHN.7.7	I dad to nfun i banwe ani, là nang nawala gamu, bay do i knangla du sigigu fite di dale i ksasè i dad nimòla. 
JHN.7.8	Muna gamu gatù nan di fista. Là tayò agu do gatù du là fa kel i banggu.” 
JHN.7.9	Di kafngen man ayé, ftagak kenen déé di Galili di là mlo.
JHN.7.10	Kanto gatù i dad flanekan di fista, yé klo Dyisas lê salu gatù, na là toon fgadè dun. 
JHN.7.11	Bay fanngabal kenen i dad ganlal i dad Dyu déé di fista, na too ale smalek, manla, “Ta nè gumnè Dyisas?” 
JHN.7.12	Na nun dee dad to déé sutab gablà ku Dyisas. Yé man dademe, “Fye kenen to,” bay man dademe, “Ise glut ayé, bay lon fan-gaw i dad to.” 
JHN.7.13	Bay landè to mlas tmulen i fandaman gablà ku Dyisas, du likò ale di dad ganlal i dad Dyu.
JHN.7.14	Na mdadong di kagatngà i fista, salu Dyisas di Gumnè Gal Gumangamfù di Dwata, du tamdò. 
JHN.7.15	Na too tikeng i dad ganlal i dad Dyu, na manla, “Kan ani ku too gmadè i to ani, na blaam landè skulan?” 
JHN.7.16	Na tmimel Dyisas, manan, “Ise ku do gumdà i tdògu, bay yé gumdàan di Dwata, i mdek do. 
JHN.7.17	Du nè to mayè mimò knayè i Dwata, gadèan ku nè gumdà dad tdògu, ku mdà di Dwata, ku demen lo mdà di do kto. 
JHN.7.18	Du nè to talù mdà di kenen kto, yé kayèan ku dag i dad to kenen. Bay i to mayè ku magdayen i mdek dun, gsalig na là ti tmulenan kéng. 
JHN.7.19	Dunan sa, Mosis i mlé gamu i uldin Dwata, bay landè satu di gamu mimen dun. Kan ku nusalyu agu fnati?” 
JHN.7.20	Na tmimel i dad to ayé, manla, “Keng ta nun busawam. Simto kè i musal fmati ge?” 
JHN.7.21	Na tmimel Dyisas, manan dale, “Lo satu i tnikeng nimògu, bay ta too ti tikeng i kdeeyu. 
JHN.7.22	Ta dek Mosis gamu fimò ilè di laweh i dad ngàyu lagi, bay blaam ise kenen i too gumdàan, bay mdà di dad gutambulyu. Taman, galyu fimò ilè di laweh i dad ngàyu, balù di Du Kaftud. 
JHN.7.23	Ku fimò gamu ilè di dad ngàyu di Du Kaftud mdà di kimenyu i uldin Mosis, kan ku lanbutyu agu di kafgulêgu i satu to di Du Kaftud? 
JHN.7.24	Ta nang gamu mukum mdà di teen i matayu. Yé fye ku glalò di too glut kukum.”
JHN.7.25	Na stulen dademe to déé di Dyérusalém, manla, “Sawe dunan ani i to fanngaballa du knayèla fnati. 
JHN.7.26	Bay neyeyu. Ta talù kenen di bleng i dad to, na landè talù balù satu ku kamnang dun. Keng ta gadè dad ganlalto na kenen i Mgalék Dwata? 
JHN.7.27	Bay ku ta kel i Mgalék Dwata, landè to gmadè ku nè gumdàan, bay to ani, gadèto i gumdàan.”
JHN.7.28	Na di katdò Dyisas di Gumnè Gal Gumangamfù di Dwata, falbongan i talùan, manan, “Ta tooyu agu dilè kè, na ta tooyu gadè ku nè gumdàgu? I ksalugu dini, ise ku mdà di do knayè. I mdek do, too glut kenen, bay là dnilèyu dun. 
JHN.7.29	Bay do, dilègu kenen du kenen sa i gumdàgu na kenen i mdek do.” 
JHN.7.30	Taman, tilewla kamfè kenen, bay landè gaganla nimò du là fa kel i bangan. 
JHN.7.31	Dee dademe to ftoo di kenen, na manla, “Di kakel i Mgalék Dwata, là ti midul i dad tnikeng nimòan di nimò i to ani.”
JHN.7.32	Na linge dad Farisi i ksutab i kdee dad to gablà ku Dyisas. Taman, i dad Farisi na i dad ganlal di kafaglut i dad Dyu, mdek ale dad sundalu du kanfèla Dyisas. 
JHN.7.33	Yé duenam man, man Dyisas di dad to stifun déé, “Ta là mlo i knègu di safédyu du ta fan agu samfulê di mdek do. 
JHN.7.34	Na ku ta mdà agu, balù ku fanngabalyu agu, knèan là teenyu agu, du là ti gafat gamu di gusalugu.” 
JHN.7.35	Taman, sasalek dad ganlal i dad Dyu, manla, “Nè fan gusalu i to ani kè du manan là teento dun? Keng salu ditù di banwe i dad Grik gumnè i dademe Dyu du lê tamdò di dad to ise Dyu. 
JHN.7.36	Du yé sa manan gine, ‘Ku ta mdà agu, balù ku fanngabalyu agu, knèan là teenyu agu, du là gafat gamu di gusalugu.’ Dét i kayèan man ayé?”
JHN.7.37	Na i gusen du di fista ayé, yé too mabtas du. Na di du ayé, tadag Dyisas, na falbongan i talùan, manan, “Nè to malinum, salu di do na minum. 
JHN.7.38	Du ani gsulat di Tnalù Dwata, ‘Mdà di nawa i to ftoo di do, samfut di kenen éél mlé nawa.’ ” 
JHN.7.39	(I éél manan ayé dunan i guflingen di Tulus Dwata ta fan gdawat i dad to ftoo di kenen. Bay di du atù, là fa gablé i Tulus Dwata du là fa too gdawat Dyisas i kdatahan).
JHN.7.40	Na dee dad to lminge i man Dyisas ayé, manla, “Dunan ani Tugad i Dwata sanfatanto.” 
JHN.7.41	Na man dademe, “Ani i Mgalék Dwata.” Bay man dademe, “I Mgalék Dwata, ise ku mdà di Galili, 
JHN.7.42	du yé ta gsulat di Tnalù Dwata na i Mgalék Dwata i satu bel Harì Dabid, na yé gusutan di Bétléhém, dunan i lunsud gumnè Dabid di munan.” 
JHN.7.43	Taman, sahal fandam i dad to gablà ku Dyisas, 
JHN.7.44	na mayè dademe to kamfè kenen, bay landè gaganla nimò.
JHN.7.45	Na samfulê i dad sundalu di dad Farisi na i dad ganlal di kafaglut i dad Dyu, na snalek i dad ganlal ale, manla, “Kan ku là nebeyu dun dini?” 
JHN.7.46	Na tmimel i dad sundalu ayé, manla, “Landè to lmen talù salngad kenen.” 
JHN.7.47	Na smalek dad Farisi, manla, “Kan kè? Ta lê gamu mafgaw? 
JHN.7.48	Ta nun kè gadèyu to mdà di dad ganlal i dad Dyu, ku demen mdà di dad Farisi ku ftoo di kenen? 
JHN.7.49	Landèan, bay lo yé ftoo di kenen i dad to là gmadè i uldin Dwata fagu di ku Mosis, taman, falnayam Dwata ale.” 
JHN.7.50	Na déé Nikodimus, i satu Farisi i ta salu di ku Dyisas di munan. Manan, 
JHN.7.51	“Bay di dad uldin Dwata di gito, silang nukum satu to ku ta lingeto i dad tdòan, na ku ta teento i dad nimòan.” 
JHN.7.52	Bay tmimel ale, manla di kenen, “Kan? Lê ge mdà di Galili kè? Toom bnasa i ta gsulat di Tnalù Dwata du fye gadèam na landè tugad i Dwata ku mdà di Galili.”
JHN.8.1	Na kafnge ayé, kat satu to ta mdà mulê. Bay Dyisas, salu kenen ditù di Bulul Olib. 
JHN.8.2	Kanto mték flafus di tmadol du, samfulê Dyisas di Gumnè Gal Gumangamfù di Dwata. Na nun dee dad to salu di kenen, na yé duenam man, ta sudeng du tdòan ale. 
JHN.8.3	Na di laman tamdò, ta kel dad to gal tamdò i dad uldin Dwata fagu di ku Mosis na i dad Farisi, na nebela di ku Dyisas i satu libun gumahla di klafàan i yaanan di satu lagi, na ftadagla di bleng i dad to. 
JHN.8.4	Na manla di ku Dyisas, “E Sér, ta gumahmi i libun ani di satu lagi. 
JHN.8.5	Di uldin Dwata fagu di ku Mosis di gito, manan ndak batu i mimò salngad ani kel di kfatin. Na dét i ge man?” 
JHN.8.6	Manla ayé du limanla ku Dyisas, fye nun gumdàla tmifù kenen. Bay baling lkatot Dyisas, na smulat di tanà, gnamitan i tnalòan. 
JHN.8.7	Bay sana ktadagla déé du sigi ale smalek fa, na yé duenam man, ta lê tadag Dyisas, na manan di dale, “Nè i to landè salà di gamu, yé muna mdak dun batu.” 
JHN.8.8	Na lê kenen lkatot, na smulat di tanà. 
JHN.8.9	Na kantola linge i man Dyisas ayé, sginut ale mdà. Yé muna mdà i dad tua, klo i dademe. Na ta lo yé tagak déé Dyisas na i libun ayé. 
JHN.8.10	Na ta lê tadag Dyisas na manan di libun ayé, “E bì, ta nè gumnè i dad to mayè falmayam ge? Ta landè tagak kè?” 
JHN.8.11	Na tmimel i libun ayé di ku Dyisas, manan, “Ta landèan, Sér.” Na man Dyisas di kenen, “Ku yé, balù do, là sa falnayamta ge. Mulê ge na ta nang ge mimò salà.”
JHN.8.12	Na lê talù Dyisas di dad to stifun déé, manan, “Do i Salò mneng di dad to di klamang banwe. Nè i to lmalò di do, là sa magun di gukmifuhan, bay ta déé di kenen neng i Salò mlé nawa.” 
JHN.8.13	Taman, man dad Farisi di ku Dyisas, “Lom satu tmulen gablà di ktom. Là gablà fantoo dun.” 
JHN.8.14	Na tmimel Dyisas, manan di dale, “Balù ku logu satu i tmulen gablà di ktogu, slame glut i kdee tulen-gu du gadègu i gumdàgu na i gusalugu. Bay gamu, là gadèyu i gumdàgu na i gusalugu. 
JHN.8.15	Ku mukum gamu, yé gufdàyu dun di kfagu i to tanà, bay do, landè nukumgu, balù simto. 
JHN.8.16	Bay ku do i mukum, tadè i kukumgu, du ise ku logu satu i mukum, bay lwe gami Mà, i mdek do. 
JHN.8.17	Na ta gsulat di uldin ta blé Dwata di gamu na ku masalngad i tulen lwe to, glut i tulenla. 
JHN.8.18	Tmulen agu gablà di ktogu, na Mà i mdek do, lê kenen tmulen gablà di do.” 
JHN.8.19	Taman, too ale smalek, manla, “Nè gumnè i Màam?” Na tmimel Dyisas, manan, “Là dilèyu agu, na là lêyu dilè Mà, du ku ta dilèyu agu, lêyu dilè Mà.” 
JHN.8.20	Man Dyisas i kdee ani di katdòan di lam Gumnè Gal Gumangamfù di Dwata di gugkah i galla guftatek filak blé di Dwata. Bay blaam, landè to gamkfè dun du là fa kel i bangan.
JHN.8.21	Na lê man Dyisas di dad Dyu, “Nun du, mdà agu, na fanngabalyu agu, na mati gamu di kagsalàyu. Yé duenam man, là gafat gamu di gusalugu.” 
JHN.8.22	Yé duenam man, sasalek i dad ganlal i dad Dyu ayé, manla, “Dét gumtatek i manan ayé, ‘Là gafat gamu di gusalugu?’ Kan? Fan kenen mikat lial kè?” 
JHN.8.23	Na man Dyisas di dale, “To tanàyu gamu, bay do, yé gumdàgu di tah langit. Yé gumdàyu di banwe ani, bay do, ise. 
JHN.8.24	Yé duen-gu man di gamu na mati gamu di kagsalàyu. Na too gdohò ayé ku là fantooyu na ‘Do sa Dunan Do.’ ” 
JHN.8.25	Na toola kenen snalek, manla, “Simto ge kè?” Na tnimelan ale, manan, “I ta sanagu tulen di gamu sa di muna. 
JHN.8.26	Dee fa kayègu man na nukum di gamu. Bay too glut i mdek do, na nè i lingegu di kenen, yé tulen-gu di dad to di tah tanà.” 
JHN.8.27	Na là glabatla na yé manan di dale i Màan. 
JHN.8.28	Na lê talù Dyisas, manan dale, “Ku ta nketyu agu, i dnagit Ngà To, yé kloyu gmadè na ‘Do sa Dunan Do,’ na lêyu gadè na landè nimògu di logu satu, na lo yé tulen-gu i tdò Mà do. 
JHN.8.29	Na fikit di do i mdek do. Là ti bayàan agu di logu satu, du yé nimògu i gamflehew kenen.” 
JHN.8.30	Nun dee to lminge i dad manan ta ftoo di kenen.
JHN.8.31	Taman, man Dyisas di dad to ftoo di kenen, “Ku fkahyu di nawayu i Tnalùgu, na nimenyu, ta mbaling gamu dad to tdògu. 
JHN.8.32	Na gadèyu i kaglut, na i kaglut falwà gamu di kagfasakyu.” 
JHN.8.33	Bay manla di kenen, “Dad bel Abraham gami, na landè lmen fmasak gami. Kan ku manam galwà gami di kagfasakmi?” 
JHN.8.34	Na tmimel Dyisas, manan di dale, “Too ti glut i man-gu di gamu, nè to gamsalà, fasak i salà. 
JHN.8.35	I fasak, là ti glaman di familya, bay i ngà, glam kenen kel di landè sen. 
JHN.8.36	Yé duen-gu man ku yé mlé gamu kagalwà Ngà i Dwata, too ti glut galwà gamu. 
JHN.8.37	Gadègu na gamu i dad bel Abraham, bay knèan tooyu agu kayè fnati du là mnab i Tnalùgu di gamu. 
JHN.8.38	Yé man-gu i fite Mà do, bay yé nimòyu gamu, i man màyu gamu.” 
JHN.8.39	Na manla di ku Dyisas, “Abraham sa i gutambulmi.” Bay man Dyisas di dale, “Ku glut gamu dad bel Abraham, ta lalòyu moon i dad nimòan. 
JHN.8.40	Yé logu nimò tulen-gu gamu i kaglut mdà di Dwata, bay blaam kayèyu agu fnati. Bay ise yé sa i nimò Abraham kenen. 
JHN.8.41	Yé duenam man, salngad nimòyu màyu.” Na manla di kenen, “Ise gami ngà magu dungan, bay lo satu i Màmi, dunan Dwata.” 
JHN.8.42	Bay man Dyisas di dale, “Ku glut, na Dwata Màyu, ta kanbongyu agu nawa du salu agu dini mdà di Dwata. I ksalugu dini, ise do knayè, bay dekan agu. 
JHN.8.43	Dét i duenyu là galmabat i tdògu? Yé duenan du là flinge gamu di man-gu. 
JHN.8.44	Du dad ngà gamu i màyu Satanas, na yé galyu nimen i sasè knayè màyu. Mdà di kagatbùan, sigi kenen manò, na là lmenan msen i kaglutan du landè sa kaglut déé di kenen. Ku tmulen kéng, lon lalò i kenen kagkah du sigi tmulen kéng, du kenen gutambul i kdee kéng. 
JHN.8.45	Bay do, yé tulenta gamu i kaglutan, na yé duenam man, là fantooyu agu. 
JHN.8.46	Nun di gamu kè lmen mite do gamsalà? Ku yé man-gu i kaglutan, kan ku là ftoo gamu di do? 
JHN.8.47	I ngà Dwata, flinge di Tnalù Dwata. Bay gamu, ise gamu dad ngà Dwata, na yé duenyu là flinge.”
JHN.8.48	Na lê tmimel i dad Dyu, manla, “Là kè glut i manmi na yé gumdàam di Samarya, na nun busawam?” 
JHN.8.49	Na tmimel Dyisas, manan, “Landè busawgu do. Di kaglutan, galgu nafè Mà, bay balingyu agu too fyà. 
JHN.8.50	Ise ku yé fanngabalgu i kdayen i dad to. Bay yé knayè i Dwata ku dnayen i dad to agu, na kenen sa i mukum. 
JHN.8.51	Na too ti glut i man-gu di gamu. Nè i to toon fkah di nawan i Tnalùgu, là matin.” 
JHN.8.52	Bay man i dad Dyu di kenen, “Ani ta too mbateng di gami na nun busawam. Ta mati Abraham na i dad tugad i Dwata di munan, bay knèan, balingam man, ‘Nè i to toon fkah di nawan i Tnalùgu, là matin.’ 
