MAT.1.1	Yayto i ginikanan-na si Jesu-Kristo, i Dadi'-na si David pati' si Abraham:
ACT.2.4	Pa'ayop i Espirito Santo si mga iya dimu'an ngan agpapahalling-na mga iya kada addangan si la'in linggwahi sigon si abilidad nagpumwan-na si Espirito Santo.
ACT.2.5	Sinan mga allaw, aniya' mag'istar si Jerusalem mga rilihuso Hebro nga tikang si balang nasyon si kalibutan. 
ACT.2.6	Ngan pakapakali-na mga iya sinan ribok, bali labbat i magpanggubok ngan aburong gayod mga iya kay akapakali i kada addangan si mga iya nga agpahalling-na si magpanutu'o i balang kalugaringun-na mga iya linggwahi. 
ACT.2.7	Si ura-ura pag'usa, agpamatilaw mga iya, “Ma'in ba' to mga taga prubinsya Galilea magpamahalling to? 
ACT.2.8	Pinapa'i daw kay sapakalihan-ta mga iya nga akapahalling si kalugaringun-ta kam mga linggwahi? 
ACT.2.9	Sakop kita kam dina si nasyon Partia nga mga taga sunsari'i si mga prubinsya Media, Elam pati' Mesopotamia. I ditangnga' may tikang dina si mga prubinsya Judea, Capadocia, Ponto pati' Asia. 
ACT.2.10	Aniya' liwat tikang si Frigia, Pamfilia, Ehipto pati' parti-na si Libya nga matapit si syudad Cirene, ngan mga bisita tikang si Roma. 
ACT.2.11	I ditangnga' si kita kam mga Hebro, ngan aniya' liwat mga mabawa si rilihiyun-na si mga Hebro. I ditangnga' may, mga taga isla Creta pati' mga Arabo. Sapakalihan-ta kam mga iya agpahalling si mga kalugaringun-ta linggwahi pagsumat si mga urusahon naghimu-na si Diyos!” 
ACT.2.12	Aburong ngan ag'usa gayod mga iya sanglit agsipurupatilaway, “Ay i karuyag sidngun-na sito?”
ACT.2.13	Pero aniya' dina si mga iya nga pakangswirti-na hamok pina'agi si pagpinugad, “Mga langu-langoy nan mga iya.”
ACT.2.14	Mangno anunggo si Pedro ari si unsi kahuruwangan-na mga apostol. Agpakusug-na i pagpahalling-na pada'iray si magpanggubok, “Mga igkasi-ko Hebro, da'inan may si dimu'an magpangistar si Jerusalem, pasayud-koy to si ka'am. Amati'a kam pahalap kon ay i papahallingun-ko. 
ACT.2.15	Gasi-bi nga langoy to mga a'a. Sala' kam! Alas nwibi pa hamok si nalong! Ngan para kam kasayuran, 
ACT.2.16	yayto i allingun-na siray si paragsumat Joel:
ACT.2.17	Agsa'ad i Diyos si pagpinugad, ‘Si damuri mga allaw,
ACT.2.17	pa'ayup-ko i Espiritu-ko si dimu'an mga a'a.
ACT.2.17	I mga dadi'-bi, lalla pati' danda, iya i mamahalling si makigpasumat-ko,
ACT.2.17	i mga dadi'-dadi'on pa lalla, iya i makakulaw maka'urusa kurulawan
ACT.2.17	ngan i mga kamabu'utan-bi, iya i magpangupi.
ACT.2.18	Sinan mga allaw pa'ayup-ko i Espiritu-ko
ACT.2.18	bisan si mga rilihugun-ko maski lalla o danda,
ACT.2.18	ngan mga iya i mamahalling si makigpasumat-ko.
ACT.2.19	Anhimo ako mga urusahon ato si langit
ACT.2.19	pati' mga pangngilalahan si langitnon kasiguruhan anan si kalibutan.
ACT.2.19	Aniya' laha' pati' api hasta madakmol humbo.
ACT.2.20	Ga'i na andanta' i allaw ngan i bulan agpiyatan pariho si laha'.
ACT.2.20	Himu-koy to antis anakka i bali kapambihira ngan maka'angayan allaw
ACT.2.20	nga aniya' impurtanti buruhatun-na si Paragdalom.
ACT.2.21	Ngan bisan say i mag'ampo' si arun-na si Paragdalom, atalwas.’
ACT.2.22	Mangno agpadayon i mga allingun-na si Pedro, “Ka'am mga a'a-na si Israel, amati'a kam sito: Si Jesus nga taga Nasaret, iya i a'a nagpili'-na si Diyos pagpada'ito si ka'am. Agpamatu'od i mga makagagahom binuhatan, mga urusahon pati' mga pangngilalahan si langitnon kasiguruhan nga iya i nagpili'-na si Diyos pagpada'ito si ka'am. Agbuhat-nay to si Diyos atubang si ka'am pina'agi si Jesus, ngan mismo ka'am akatu'anan. 
ACT.2.23	Yayto a'a agpa'intriga-na si Diyos si pagdalum-bi kay iya may i katuyu'an-na ngan dati iya akatu'anan kon ay i tarakkahan-na. Agpamatay-bi iya huwang i bulig-na si mga mara'at a'a,
ACT.2.24	Pero agbanhaw-na iya si Diyos. Agpalibri-na iya tikang si pagpugul-na si kamatayon tungod kay ga'i ahimo nga prisu-na iya sito. 
ACT.2.25	Kay agpinugad siray si David mahi'unong si iya:
ACT.2.25	Sa'abat-ko nga pirmi huwang si ako i Paragdalom.
ACT.2.25	Ga'i ako abantad tungod kay pirmi iya atiya' si kawanan-ko.
ACT.2.26	Sanglit malipayon i kasing-kasing-ko ngan malipayon ako si pagpahalling-ko.
ACT.2.26	Si pagla'um-ko ga'i abaraka i puhu'-ko,
ACT.2.27	tungod kay ga'i ako pata'anan-mo si dilalom pitak.
ACT.2.27	Ga'i kaw liwat agtugot nga arunot i bangkay-na si Sagrado Nagtagama-mo.
ACT.2.28	Agturu'an-mo ako si lalan si ungod kinabuhi'.
ACT.2.28	Si paghuwang-mo si ako pirmi ako malipayon.
ACT.2.29	“Mga kabugtu'an, pasayud-ko si ka'am nga si Hadi' David, i ginikanan-na si nasyun-ta kam, amatay ngan naglabbungan matapit ato. Hasta ina'anto awinan i labbung-na. 
ACT.2.30	Pero paragsumat-na iya si Diyos ngan allom pa iya, ngan sakatu'anan-na nga agsa'ad ngan agsumpa' i Diyos nga patingkulu'-na si trunu-na i addangan si mga ampu-na. 
ACT.2.31	Sanglit kay dati iya akatu'anan si titakka, agpahalling si David mahi'unong si pakabanhaw-na si Tinu'inan Mannanalwas, nga ga'i iya pata'anan-na si Diyos ari si dilalom pitak, ngan ga'i liwat arunot i bangkay-na. 
ACT.2.32	Si Jesus i nagbanhaw-na si Diyos, ngan kami' dimu'an i tistigos nga ungod to. 
ACT.2.33	Agpa'anna'-na iya si Diyos si gilalabawi pwisto ari si kawanan-na, ngan sakarawat-na tikang si Tatay-na i nagpasa'ad Espirito Santo ngan agpa'ayup-na si magpanutu'o. Iya magpahimo si sakulawan-bi to pati' sapakalihan-bi.
ACT.2.34	“Ma'in si David i nagpalabaw ari si langit, pero agpahalling iya:
ACT.2.34	Agpinugad i Paragdalom Diyos pada'iray si Paragdalum-ko,
ACT.2.34	‘Aningkulu'a ato si kawanan-ko
ACT.2.35	tubtob nga sapama'ubus-ko i mga kuntra-mo pa
ACT.2.35	nga day pannungtungan-mo.’
ACT.2.36	“Sanglit, ka'am dimu'an mga a'a-na si Israel, siguruhu-bi to: Si Jesus nga makigpapaku'-bi si kudos, iya i nagtu'inan-na si Diyos bilang Paragdalom pati' Tinu'inan Mannanalwas.”
ACT.2.37	Aka'igu'an gayod i mga a'a si pakapakali-na mga iya si mga nagpahalling-na si Pedro, ngan aminugad mga iya pada'iray si kas Pedro pati' si ditangnga' mga apostol, “Mga kabugtu'an, ay i angay buruhaton kami'?”
ACT.2.38	Anaruman may si Pedro, “Balang addangan si ka'am kinahanglan agbasol huwang si pagbag'o. Agpabunyaga kam liwat pag'ako' si arun-na si Jesu-Kristo, kay basi' pasaylu-na kam ngan basi' pa'ayup-na si ka'am i rigalo nga iya i Espirito Santo. 
ACT.2.39	Para si ka'am pati' si mga dadi'-bi i sa'ad, da'inan may si mga a'a nga titakka pa. Paray to si dimu'an mga a'a nag'agda-na si Diyos nga Paragdalum-ta.”
ACT.2.40	Si Pedro maniguro pagwaydong ngan malabbat pa i nagpahalling-na nga agmato i mga a'a. “Salbaru-bi i kalugaringun-bi basi' ga'i kam akahuwang si kara'at-na si mga a'a ina'anto panahon.” 
ACT.2.41	Nagbunyagan i mga a'a mangalagad si mga allingun-na si Pedro, ngan aniya' mga tris mil a'a makatamba si kalabbat-na mga iya.
ACT.2.42	Tangkod gayod i magpanutu'o pagsunod si nagturu'-na si mga apostol. Hugot mga iya si pag'aradda-na, hasta si pagtarangka'-na mga iya pagkakan si tinurutabbi' pan huwang si pag'ampo'. 
ACT.2.43	Malabbat mga urusahon pati' mga pangngilalahan si langitnon kasiguruhan nagpanhimu-na si mga apostol ngan nginarat i dimu'an mga a'a. 
ACT.2.44	Agsob aghuruwang i magpanutu'o ngan i tawa'-na si addangan tawa'-na si dimu'an. 
ACT.2.45	Si uras nga aniya' pirangan magkinahanglan, agbaligya' i mga aniya' si mga inanna'-na ngan agbuwanan-na mga iya i anggana'. 
ACT.2.46	Balang allaw agbaragat i magpanutu'o ari si mga hawan-na si templo. Agtarangka' mga iya pagkakan si tinurutabbi' pan si pala'in-la'in ruma' ngan gana' na gayod maka'ulang si pag'aradda-na mga iya. Panno' mga iya kalipayan si pagpamangan-na ngan 
ACT.2.47	agpandayaw si Diyos. Nagpalangga' mga iya si dimu'an mga a'a. Pwira pa sinan, allaw-allaw agpatamba-na si Paragdalom ari si mga iya i magkataralwas.
ACT.3.1	Adda allaw sinan, ngan alas tris si kuhap nga iya i kabatasanan pagpangadyi', agsasagka kas Pedro pati' Juan si lalan pan templo. 
ACT.3.2	Mismo sinan aniya' lulid nagbayawan pada'iray si pangngagihan si kuta'-na si templo nag'arunan Pinakamahalap Pwirtahan. Allaw-allaw ari nagparapa'anna' i lulid pagpalako limos si mga a'a tisallod si mga hawan-na si templo. 
ACT.3.3	Si pakakulaw-na si lulid nga tisallod kas Pedro, agduku'an to pagpalako si mga iya kwarta. 
ACT.3.4	Agbuslung-na iya si Pedro ngan da'inan may liwat si Juan. Mangno aminugad si Pedro, “Ngulawa si kami'!” 
ACT.3.5	Sanglit agbuslung-na mga iya kay agla'om nga kabuwanan.
ACT.3.6	Pero aminugad dina si Pedro, “Gana' kwarta-ko bulawan o salapi', pero pumwan-ko si ka'aw i atiya' si ako. Pina'agi si gahum-na si Jesu-Kristo nga taga Nasaret sumatan-ta kaw, langngana.” 
ACT.3.7	Ag'antanan-na iya si Pedro si kawanan tamburo' ngan buligan-na pagtunggo. Mismo sinan uras amaskog dayon i mga kalalaki-na 
ACT.3.8	ngan akalumpat. Agtikang iya paglangngan ngan amaya' iya si kas Pedro pati' Juan pasallod si mga hawan-na si templo. Si pagparalalangngan-na, sigi iya lulukso ngan paradayaw si Diyos. 
ACT.3.9	Ngan pakakulaw-na si dimu'an mga a'a si pagparalalangngan-na, ngan akabati' si pagparadayaw-na si Diyos, 
ACT.3.10	sakilala-na mga iya nga iya i magparalumpagi' ngan magparapalimos ari si Pinakamahalap Pwirtahan. Ag'usa gayod mga iya si mahinabo' si lulid.
ACT.3.11	Si pagparakuyut-kuyut-na si parapalimos ari si kas Pedro pati' Juan, ag'usa i dimu'an mga a'a ngan dagmit to pamatapit si mga iya ari si Balkun-na si Solomon.
ACT.3.12	Ngan pakakulaw-na sinan si Pedro, amahalling iya, “Mga igkasi-ko a'a-na si Israel, ay kay ag'usa kam gayod sito? Kapa'i may kay agparabuslung-bi kami' nga si pagkagasi-bi gahom kami' o pagkadiyusnon kami' i makapalangngan sito a'a? 
ACT.3.13	I Diyus-na si Abraham, si Isaac, si Jacob, pati' si kapapu'-papu'an-ta kam, iya i magpakulaw si ka'angayan-na si Jesus nga rilihugun-na pina'agi si pagpalangngan sito a'a. Agpa'intriga-bi si Jesus si mga puno' basi' nagmatay, ngan agsikway-bi iya atubang si Pilato bisan kon i karuyag-na, palibri-na iya. 
ACT.3.14	Agsikway-bi i Sagrado ngan Matadong A'a-na si Diyos, ngan agpalaku-bi lugod nga akalibri dina i kriminal. 
ACT.3.15	Agpamatay-bi i magbuwan si ungod kinabuhi', pero agbanhaw-na iya si Diyos ngan kami' mismo i makatistigos sito. 
ACT.3.16	I gahum-na si arun-na si Jesus, iya i magpabaskog sito lulid. I pagtutu'o si arun-na, iya i maghimo si sakulawan-bi pati' sakatu'anan-bi. I pagtu'o nagpumwan-na si Jesus, iya i makapalangngan si iya ngan sayod kam dimu'an.
ACT.3.17	“Mga kabugtu'an, katu'anan ako nga ga'i kam anabot kon ay i manakka si nagpanbuhat-bi ngan da'inan may liwat i mga punu'-bi. 
ACT.3.18	Pero ma'in ba' nga makigpasumat-na andang si Diyos si dimu'an mga paragsumat-na nga papasakitan i Tinu'inan-na Mannanalwas ngan da'ito sito i pagtuman-na? 
ACT.3.19	Sanglit agbasula kam huwang si pagbag'o ngan pahuwanga kam gihapon si Diyos, kay basi' para'-na i mga sala'-bi. Pahuwanga kam basi' patakka-na liwat si Paragdalom i panahon si kamurayaw pagpasarig si kina'iya-na si a'a, 
ACT.3.20	ngan basi' lihug-na gihapon i Tinu'inan Mannanalwas nga iya si Jesus nga nagtubyanan para si ka'am. 
ACT.3.21	Kinahanglan ari iya ag'istar si langit tubtob anakka i panahon si pagbag'u-na si Diyos si dimu'an, pagtuman si sa'ad-na siray mga panahon nga nagpasurat-na si mga sagrado paragsumat-na. 
ACT.3.22	Intumu-bi nga agpinugad si Moises, ‘I Diyos, nga iya i Paragdalom nagtutu'u-bi, iya i mamatubyan paragsumat tikang mismo si ka'am nga pariho si pagpatubyan-na si ako. Kinahanglan kam agtuninong basi' akatuman si dimu'an nagpanumat-na. 
ACT.3.23	Bisan say i ga'i magtuninong si iya, pinabulag tikang si mga ginsakupan-na hasta si kahastahan.’
ACT.3.24	“Si kamatu'uran, makigpasumat-na andang si Diyos si dimu'an mga paragsumat i mahinabo' ina'anto mga allaw. Tikang si paragsumat Samuel hasta pa i mga manunod, gana' makalihis pagpahalling sito. 
ACT.3.25	Ka'am i mag'iridar si dimu'an tawa'-na pati' nagla'uman-na si mga paragsumat siray ngan para si ka'am i pagkasarabutan naghimu-na si Diyos nga ag'aku'-na si mga kapapu'-papu'an-bi. Agsumatan-na si Abraham, ‘Buruwanan i dimu'an mga a'a si kalibutan si mga kabubuwasun-na pina'agi si minamat-mo.’
ACT.3.26	Sanglit ngan pagpa'undung-na si Diyos si rilihugun-na, agpapada'itu-na iya dahulo si ka'am basi' ka'am i binuwanan-na si kabubuwason kon sa'ambanan-bi balang addangan i mga mara'at kina'iya-bi.”
ACT.4.1	Sigi surusalli' pagpahalling si Pedro pati' Juan si mga a'a. Sinan uras, aniya' pamadugok mga paraghalad pati' mga Sadusiyo ngan huwang i kapitan si mga bantay si templo. 
ACT.4.2	Agkasirina gayod mga iya kay agturo' i mga apostol si mga a'a, ngan aggamit-na mga iya i pakabanhaw-na si Jesus pagpasamwak nga abanhaw i dimu'an. 
ACT.4.3	Sanglit ag'aristar-na mga iya kas Pedro pati' Juan, ngan tungod kay tikatunod na i allaw, agpamrisu-nay to mga iya tubtob si ka'asumuhan. 
ACT.4.4	Pero malabbat dina i magpanutu'o si mga magpamakali si sumat, ngan anakka mga singko mil i katabbul-na si mga lalla bisan kon ma'in kwintado i mga danda.
ACT.4.5	Ka'asumuhan, agtiriripon si Jerusalem i mga puno' Hebro pati' i mga mata'o kamabu'utan hasta i mga paragturo' bala'od. 
ACT.4.6	Huwang liwat ari si Anas, nga gilalabawi paraghalad, ngan da'inan may si Caifas, Juan, Alejandro pati' i ditangnga' pa mga lalla si pamilya-na si gilalabawi paraghalad. 
ACT.4.7	Makigpa'ala'-na mga iya si Pedro pati' Juan pagpada'iray atubang si mga iya ngan agtikangan-nay to pagtilaw, “Say tawa' gahom o say tawa' aron i naggamit-bi nga agtugot si ka'am pagbuhat sito?”
ACT.4.8	Mangno, tungod si pagdalum-na si Espirito Santo akasaruman si Pedro, “Ka'am nga mga puno' pati' ka'am nga mga mata'o kamabu'utan si mga Hebro, 
ACT.4.9	kon nagpatawag kami' ina'anto pagpasayod mahi'unong si nagbuhat kami' kalu'oy si lulid ngan pinatilawan kon pinapa'i iya anhalap, 
ACT.4.10	kinahanglan kam katu'anan sito hasta i dimu'an mga a'a ato si Israel: Yayto a'a, magtutunggoy to atubang si ka'am, bali na gayod sagha'. Agpasagha'-na iya si gahum-na si arun-na si Jesu-Kristo nga taga Nasaret, i makigpapaku'-bi si kudos pero agbanhaw-na si Diyos. 
ACT.4.11	Iya i bato nagtukoy si Kasuratan nga agpinugad:
ACT.4.11	I bato nga nagdiri'-bi, ka'am mga panday,
ACT.4.11	iya lugod dina i makapasarig si dimu'an.
ACT.4.12	Iya hamok i katalwasan-ta. Gana' la'in aron nagpa'intriga si mga a'a ato si bug'os kalibutan nga aniya' gahum-na pagtalwas si kita kam.”
ACT.4.13	Si pakakulaw-na si Kunsiho si kapusukadu-na kas Pedro pati' Juan, ag'usa mga iya. Ag'usa liwat mga iya kay sadiskubrihan-na nga urdinaryoy to hamok mga a'a ngan gana' iniskwilahan-na. Samangnuhan-na mga iya nga agpakihuwang to mga a'a si Jesus siray. 
ACT.4.14	Pero ga'i mga iya agpakasibo' kay sakulawan-na mga iya i managha' lalla nga agtutunggo atubang si mga iya. 
ACT.4.15	Sanglit agmandaran-nay to mga iya paggawas si Kunsiho ngan agbararagaw. 
ACT.4.16	Agsipurupatilaway i mga huwang si Kunsiho, “Ay ba' i binuhat-ta kam sito mga a'a? Akatu'anan i dimu'an magpangistar ato si Jerusalem nga aghimo mga iya makagagahom binuhatan nga bali kapambihira, ngan ga'i nan sadidiwarayan-ta kam. 
ACT.4.17	Pero basi' ga'i na agsasamwak si mga a'a i mahi'unong sito, gulat-tay to mga iya. Kinahanglan ga'i na mga iya aggamit si arun-na si Jesu-Kristo pagpahalling si bisan say.”
ACT.4.18	Mangno, agban'u-na mga iya gihapon kas Pedro pati' Juan. Agmandaran-nay to mga iya nga ga'i gayod aggamit si arun-na si Jesus pagpahalling pati' pagturo'. 
ACT.4.19	Pero anaruman dina si Pedro pati' Juan, “Ka'am mismo manhusgar kon tama' si pangulawan-na si Diyos i pagsunod si ka'am kuntra si iya. 
ACT.4.20	Kinahanglan agpadayon gayod kami' pagsumat si sakulawan kami' pati' si sapakalihan kami'.”
ACT.4.21	Kahuman si pagparagulat-na si Kunsiho, agpagawas-nay to mga iya. Ga'i mga iya aka'anda' tama' pa'agi pagkastigo si kas Pedro pati' Juan kay agpandayaw si Diyos i dimu'an mga a'a tungod si mahinabo'. 
ACT.4.22	I lalla may nga nagpasagha'-na si pambihira gahom, subra na kwarinta i idad-na.
ACT.4.23	Pakagawas-na kas Pedro pati' Juan, pabwilta mga iya si mga igkasi-na magpanutu'o. Agsumat-na mga iya i dimu'an nagpinugad-na si mga puno' paraghalad pati' mga mata'o kamabu'utan. 
ACT.4.24	Si pakapakali-na mga iya sinan, ag'aradda mga iya pagpangadyi' makusog, “Makagagahom Paragdalom kami', ka'aw i maghimo si kalangitan, si pitak, si kalawot, pati' si dimu'an mga inanna'-na sito. 
ACT.4.25	Rilihugun-mo i gipapu'-papu'i kami' David. Ka'aw i magpapahalling si Espirito Santo si iya si pagpinugad:
ACT.4.25	Apa'i kay agkasirina gayod i la'in mga nasyon,
ACT.4.25	ngan agkurunsabo mga iya nga gana' may pulus-na?
ACT.4.26	Agpangandam pagsupak si Paragdalom i mga hadi' si kalibutan,
ACT.4.26	ngan ag'aradda i mga puno' kuntra si nagtu'inan-na pagtalwas.
ACT.4.27	Si kamatu'uran agtiriripon kas gubirnador Herodes
ACT.4.28	Agbuhat-na mga iya i dati nagpili'-mo nga angay mahinabo' ngan awinan hamok si ka'aw i pagdalom tungod si gahum-mo ngan tungod kay iya i katuyu'an-mo. 
ACT.4.29	Paragdalom kami', usisahon may ina'anto mga paggulat-nay to mga iya. Tugutin kami' mga rilihugun-mo, nga magin pusukado pagpasamwak si sumat-mo. 
ACT.4.30	Pakulawon i gahum-mo pagbulong. Buhaton i mga pangngilalahan si kasiguruhan pati' mga urusahon. Makighimu'on to si gahum-na si arun-na si sagrado rilihugun-mo nga si Jesus.”
ACT.4.31	Kahuman-na mga iya pagpangadyi', abay'og pariho si linog i lugar nagtiripunan-na mga iya. Agdaluman-na mga iya dimu'an si Espirito Santo ngan pusukado mga iya pagpasamwak si allingun-na si Diyos.
ACT.4.32	Ag'aradda i dimu'an magpanutu'o si mga paminsada-na pati' mga katuyu'an-na. Gana' magpinugad nga tawa'-na hamok i mga inanna'-na, pero agsi'uru'arambitay mga iya si dimu'an mga tawa'-na. 
ACT.4.33	Agpadayon i mga apostol pagtistigos si kabanhaw-na si Ginu'o Jesus. Mahaya i gahum-na mga iya pagpahalling ngan agpalangga'-na gayod si Diyos i dimu'an magpanutu'o. 
ACT.4.34+ACT.4.35	Balang ta'ud-ta'od, aniya' si mga iya magbaligya' pitak o ma'in ngani' mga ruma' ngan agpa'intriga-na mga iya i balli-na ari si mga apostol basi' mga iya mag'antan, ngan agtaltag-nay ray mga iya si bisan say kumpurmi si nagkinahanglan-na. Sanglit gana' kinulangan si mga iya.
ACT.4.36	Aniya' taga isla Cipre nag'arunan Jose. Huwang iya si grupu-na si mga paraghalad Levita ngan nag'anga'an iya Bernabe si mga apostol nga i kahulugan-na, parag'aghat si makarungayan pagla'om. 
ACT.4.37	Agbaligya' to a'a si pitak-na ngan agpa'intriga-na i balli-na ari si mga apostol basi' mga iya mag'antan.
ACT.5.1	Aniya' a'a nag'arunan Ananias huwang si alla-na Safira nga agbaligya' liwat si pitak-na mga iya. 
ACT.5.2	Agsabot mga iya si alla-na nga tagu'-na i ditangnga' kwarta, pero agbawa-na pada'iray si mga apostol i ditangnga', ngan agpa'intriga-na ari basi' mga iya mag'antan.
ACT.5.3	Mangno amatilaw si Pedro, “Ananias, apa'i kay abawa kaw si Satanas hasta nga agbullu'an-mo i Espirito Santo ngan agtagu'-mo i ditangnga' kwarta sakarawat-mo ngan pagbaligya'-mo si pitak? 
ACT.5.4	Ma'in ba' ray tawa'-mo myintras ray nagbaligya'an? Ka'aw magtu'ig si kwarta ngan pakatima pagbaligya'. Ay i sapinsaran-mo kay agbuhat kaw sito? Ma'in mga a'a i nagbullu'an-mo, lugod i Diyos dina.”
ACT.5.5	Si pakapakali-na sinan si Ananias, atumba iya ngan amatay. Bali gayod katalaw-na si dimu'an magpakapakali hi'unong si mahinabo'. 
ACT.5.6	Mangno aniya' mga dadi'-dadi'on pa lalla pamadugok ngan agputus-na mga iya i bangkay-na. Agbawa-nay to mga iya pagawas ngan aglabbungan-na dayon.
ACT.5.7	Mga tallo uras i pa'agi, pasallod i alla-na nga ga'i katu'anan si mahinabo'. 
ACT.5.8	Agpatilawan-na iya si Pedro, “Sumatin ako, iya ba' to i dimu'an balli-na si pitak sakarawat-bi si Ananias?”
ACT.5.8	Anaruman iya, “Oho', yaynan i balli-na.”
ACT.5.9	Mangno agpinugad-na iya si Pedro, “Apa'i kay angabuyon kaw pagpurbar kon sadaya'an-bi i Espiritu-na si Paragdalom? Pakalihin! Kinabati'an na i mga pitad-na si mga a'a maglabbong si alla-mo. Barawahun-na liwat kaw mga iya pagawas.”
ACT.5.10	Sinan mismo, atumba iya ngan amatay atubang si Pedro. Mangno pamasallod gihapon i mga lalla ngan sakulawan-na mga iya nga minatay liwat i danda. Agbawa-nay to mga iya pagawas ngan aglabbungan-na dayon tingpid si alla-na. 
ACT.5.11	Bali gayod katalaw-na si bug'os manniniripon pag'ampo' hasta si dimu'an makatu'anan mahi'unong sito mga hinabo'.
ACT.5.12	Agparapanhimo i mga apostol malabbat mga pangngilalahan si langitnon kasiguruhan pati' mga urusahon si mga a'a. Kabatasanan-na si dimu'an magpanutu'o pagtiriripon ari si Balkun-na si Solomon. 
