MAT.1.1	Jesukrístu we̱a̱trí̱ ju̱ áiniawai. Tura ashí naṉkaamas ti uunt we̱a̱t Tawitcha Apraámsha áiniawai. 
ACT.27.21	Tura iisha ti untsurí̱ tsawant yurumtsuk matsatu asakrin, Papru ajapén wajaki tímiayi “Amikru winia nuik Krítianmaya̱ṉka jíintsuk anturtukuitkiurmiṉkia yamái ju̱ itiurchatnum pujutsuk tura emeṉkatmatsuk pujua̱a̱ji’ tímiayi.’
ACT.27.22+ACT.27.23+ACT.27.24	‘Yamái kashi winia Yusru suntari̱ nayaimpinmaya̱ wantintiurkayi. Nú Yúsan umirkaitjiana nu akupturkayi. Tura nu taruti “Ashamkaipia Papru, turutui. Amesha Ruma péprunam uunt akupniunam jeattame. Tura chikichnasha ámiji̱a̱i̱ kanunam eṉketainia ásarmatai uwempratniun Yus tsaṉkatkarai” turutui. Tuma asamtai, amikru, shiir enentáimsatarum. Atumsha mash uwemprattarme. Túrasha kánuka mesertatui. 
ACT.27.25	Wisha winia Yúsrun nekas enentáimtajai. Yusa suntari̱ turutainia nuna nekas tu túrunattawai, tajai. Tuma asamtai kaka̱rtarum. 
ACT.27.26	Tura chíchimisha nuṉka uchich pújakmanum nui̱ patatmittiaji” tímiayi.
ACT.27.27	Ayu, katurse (14) tsawant naṉkaamasmatai nú kashi Atria nayaantsanam jeamiaji. Nui̱ nase náṉkamas juram wémiaji. Nuya̱ṉka kashi ajapéṉ wiantin armia nu nuṉka ámunam jeateman nekaawarmiayi. 
ACT.27.28	Tura urutmá kúnakit tusa nekapmamiayi. Túram tráinta sais (36) mítruuyayi. Nuya̱sha ékemsaṉ ataksha nekapmamiayi. Nuiṉkia painti siati (27) mítru nekapmamiayi. Tuma asa nuṉká anumsatuk ajasun nekaawarmiayi. 
ACT.27.29	Tura kayanam ijiuka̱i̱ tusar ashamainiak kuatru jirun kijinian chapikja̱i̱ kanú seṉkarin jiṉkiáwar entsá ajuṉkarmiayi. Kijin asamtai, init tepeámtai nase juramkichmi tusar túrawarmiayi. Tura wake mesekar, tsawa̱rti tusar matsamarmiayi.
ACT.27.30	Tura matsatainiai̱ wiantin armia nu, iikia uchich kanunam eṉkemprar pisarchatjiash tu enentáimsarmiayi. Túmainiak kanú nujinia chíkich jirun ajuṉtai tawa nútiksaraṉ uchich kanun ajuṉtai tusar pujuarmiayi. 
ACT.27.31	Tura tuma wáiniak Papru suntara kapitiántri̱n tura ni suntari̱ncha ujakmiayi. “Ausha uunt kanunmaṉ eṉketainiachkuiṉkia atumsha uwemprashtatrume” tímiayi. 
ACT.27.32	Tutai suntarsha uchich kanú chapikri̱n tsupirkar entsá ajuṉkarmiayi.
ACT.27.33	Tura kashin káshik Papru ikiakártasa wakerak tímiayi “Ishichkisha yurumátarum. Atumsha katurse (14) tsawant kánutsuk yurumtsuk pujarme. 
ACT.27.34	Seajrume, ishichkisha yurumárum kakaram ajastarum, uwemprataj tusarum. Iimiata, nekaatarum, imiatkisha túmatsuk péemkattarme” tímiayi.
ACT.27.35	Nuna tuasua amik Papru apatkun achik Yúsan yumiṉsamiayi ashí íimmianumaṉ. Tura puuk yuamiayi. 
ACT.27.36	Tura apatkun yuan wáinkiar, ashí aents shiir enentáimsar yurumáwarmiayi. 
ACT.27.37	Nusha ashí aents irurmaka jimiará siáṉ nuyá ataksha setenta sais (276) ármiayi. 
ACT.27.38	Yurumáwar ejemakar, yurumkanka entsá utsaṉkarmiayi, uunt kanu wampú ajasat tusar.
ACT.27.39	Tura tsawa̱rmatai wiantin armia nu, nuṉkan nekaacharmiayi. Túrasha éṉkentamunam káanmatak aan wáinkiar “A̱i̱ kanu anuṉtai” tiarmiayi. 
ACT.27.40	Nuyá jiru entsá ajuṉman chapikri̱n tsupirkar entsá ikiukiarmiayi. Tura kanait jiṉkiárma ármia nuna chapikri̱n tsupirkarmiayi. Tura tarach kanú nuji̱i̱n amia nuna nenakarmiayi. Túram kanu káanmatkanam anumsatuk ajasmiayi. 
ACT.27.41	Tura wainchi jímiar ámunam jeá kanu entsá wayá tepeamiayi. Tura kanú seṉkariṉkia chíchimi yakí takuir ajíamu asa kupintramiayi. 
ACT.27.42	Suntarsha, achik júamu armia nú shuaran máataj tusa wakeriarmiayi, yukuak pisarara̱i̱ṉ tusar. 
ACT.27.43	Tura kapitiáncha Páprun uwemtikrataj tau asa nuna túratniun tsaṉkatkachmiayi. Antsu chichaak “Emka yukuaktin nékarmena nu yukuakrum péemkatarum, tímiayi. 
ACT.27.44	Nuyá chíkichkia kanunmaya̱ numi, kame náṉkamas numi achikrum awamkarum péemkatarum” tímiayi. Tu túrawar ashí iwiaakuk jíintrarmiayi.
ACT.28.1	Tura ashí iwiaakuk jíintrar, nu nuṉka Marta naartin nekaamiaji. 
ACT.28.2	Tura nui̱ matsamin armia nu, shiir awajtamsarmiaji. Tuma asamtai iisha tsetsema asakrin, tura yumisha yútakui, uunt jinia ikiapárarmiayi. Tura “anamaitiarum” turammaji. 
ACT.28.3	Pápruka jinia kukarun ikiaanak jinium pataamiayi. Túmawai̱ napi tsuéran ashamak jiinki, Papru uwejé̱n nemaramiayi. 
ACT.28.4	Tura nú nuṉkanmaya̱ aents, Papru uwejé̱n napi nemaran wáinkiar “Ju̱ áishmaṉsha shuáran mai̱chuashit, tiarmiayi. Nayaantsanmaya̱ uwempraitiataṉ ni yusri̱ iwiaaku átinian suritiawai” tiarmiayi. 
ACT.28.5	Páprusha ni uwejé̱n pe̱ar napin jinium awaṉmiayi. Tura peṉkesha yajauch ajaschamiayi. 
ACT.28.6	Tura niisha eárchatpiash tusar ii pujuarmiayi. “Túmatskesha jaka inianchatpiash” tiarmiayi. Túrasha ti núkap pujussha peṉké najawe̱achmiayi. Túrunamtai, nuiṉkia nusháa enentáimprar “Pápruka yúschashit” tiarmiayi.
ACT.28.7	Nú nuṉkanam aentsu peṉkeri̱ ámiayi ni naari̱ Pupriu. Nú Pupriu ni je̱e̱n in itiaarmamiaji. Tura menaintiú tsawant yurumkancha suramsarmiaji. 
ACT.28.8	Tura nui̱ pujarin Pupriu apari̱ tsue̱r, numpaja̱i̱ ijiarki jáamiayi. Túmakui Papru werí iyumiayi. Tura Yúsan áujtus amik uwejé̱n nin awantkamiayi. Túram péṉker ajasmiayi. 
ACT.28.9	Nu túramun nekaawar, nú nuṉkanmaya̱ aents jaa armia nu tariar, niisha péṉker ajasarmiayi. 
ACT.28.10	Túram incha ti shiir enentáimturmasar núkap ajampramsamiaji. Túram ukunam ii wétin jeamtai ashí ii atsumamun suramsarmiaji.
ACT.28.11	Ii wétsuk nú nuṉkanam menaintiú nantu pujusmiaji. Tura nuyá chíkich kanunam eṉkempramiaji. Nu kanusha Arijiántrianmaya̱ yaunchu tau menaintiú nantu yumi yútakui nui̱ pujumiayi. Nú kanu nuji̱i̱n numi-yus najankamu jímiar ekemiarmiayi, ni náariṉkia Kástur tura Púruks. 
ACT.28.12	Iisha nui̱ eṉkemprar weri Serakúsa péprunam jeamiaji. Nui̱ menaintiú tsawant pujusarmiaji. 
ACT.28.13	Tura jíinkir nuya̱ṉka nayaantsa aya̱mach weri Rijiu péprunam jeamiaji. Nui̱ kanarmiaji. Tura kashin anaria̱ nase suut umpuunti támiayi. Tuma asamtai nú kashinkia Putiuri péprunam jeamiaji. 
ACT.28.14	Nui̱ jeawakrin Yus-shuar pujuarmia nu, ni je̱e̱n juramkimiaji. Tuma asamtai nui̱ṉ chikichkí tumiṉ pujusmiaji. Tura nuya̱ṉka nuṉkaṉ Rúmanmaani wémiaji. 
ACT.28.15	Tura Rúmanmaya̱ Yus-shuar, ii jeatniuri̱n neka ásar jintiá iṉkiunmaktai tusar winiarmiayi. Chíkichkia Apiu pepru támanum táarmiayi, tura chíkichkia, Menaintiu Je̱a̱ tutainium táarmiayi. Nuna káunkan wáiniak Papru shiir enentáimias Yúsan yumiṉsamiayi.
ACT.28.16	Tura ii Rúmanam jeawakrin kapitián Juriu achikia yarumman Rúmanmaya̱ uunt kapitiánin ejetimiayi. Túrasha, Pápruka je̱a̱ ikiamas niisháa pujustí, tiarmiayi. Tura Páprun íisat tusa chikichík suntarnak ni je̱e̱n apujtusarmiayi.
ACT.28.17	Nuyá menaintiú tsawant naṉkaamasmatai Pápruka Rúmanmaya̱ Israer-aentsu peṉkeri̱n untsuk ikiaanak “Yatsurtiram antuktarum. Wisha Israer-áentsun yajauchin peṉké túrachmiajai. Tura ii uuntri̱ akupkarmia nunasha yajauch chicharkachmiajai. Tuma aiṉ Jerusaréṉnum winia achirkar Rúmanmaya̱ áentsnum surutkarmiayi. 
ACT.28.18	Tura nu aencha winia anintsar, akupkatai, turutiarmiayi, wisha peṉké yajauchin, mantamnamnia tímianu túrachu asamtai. 
ACT.28.19	Túrasha Israer-shuarka “Atsá, akupkairap” turutiarmiayi. Nu tuma asamtai, “antsu uunt akupin nekarati” tímiajai. Wikia wíi shuara tunaari̱n kapitiánin ujaktinian táchaitjai. 
ACT.28.20	Tuma asamtai, yatsurtirmin, atumin untsukjarme chichastaj tusan. Yusa anaikiamuri̱, Israer-shuarti nákajnia nu táwiti wi tu étserkui, ju̱i̱ achikiar jiṉkiámu pujajai” tímiayi Papru.
ACT.28.21	Tutai niisha tiarmiayi “Iisha Jutía nuṉkanmaya̱ aentsti, ame yajauch túramu papí peṉké wáinkiachuitji. Tura ii shuar nuyá táarainia nusha “au yajauch túraiti” tu ujatmakcharmaji. 
ACT.28.22	Túrasha ashí nuṉkanam yamaram chichaman jintinian yajauch chicharainiawai tama antukji. Tuma asamtai amesha nu warintia enentáimtam nekaatai tusar wakeraji” tiarmiayi.
ACT.28.23	Nú tsawantai̱ iruntrami tiarmia nú tsawant jeamtai, ti untsuri̱ aents Papru pujamunam iruntrarmiayi. Papru jintintiainiak Muisais yaunchu aar akupkamia nuja̱i̱ tura chíkich Yúsnan etserniu aarmari̱ji̱a̱i̱sha, Jesus nekas Yusa Anaikiamuri̱nti tusa paant jintintiawarmiayi. Nuna tura káshik naṉkaama Yus akupeamunam pachiinkiatniun étse-étserkua ki̱arai̱ iniaisamiayi. 
ACT.28.24	Tura Papru táman antukarmia nu, chíkichkia, nekasaiti tusar umikiarmiayi. Tura antsu chíkichkia, nekaschaiti tusar umikcharmiayi. 
ACT.28.25	Chikichkí enentaikⁱ enentáimsatin atsá asamtai, jiinki weartasa pujuarmiayi. Túmainiakui Papru chichaak “Nékaseṉ Yusa Wakaní̱ yaunchu Yúsnan etserniu, Isayas naartin áarmari̱ji̱a̱i̱ ii úuntri̱n chicharuk ju̱na tímiayi:
ACT.28.26	“Ame weme au aents ju̱ titia:
ACT.28.26	“Ántutka ántakrumsha nekaashtatrume,
ACT.28.26	Íitkia iyakrumsha wáinkiashtatrume.
ACT.28.27	Warí, au shuara enentái̱ katsua̱rai;
ACT.28.27	Kuishi̱ji̱a̱i̱ ántaksha ántichua núnin áiniawai,
ACT.28.27	Ji̱isha epetkamua áanin áiniawai,
ACT.28.27	Iyaksha wáinkia̱i̱ṉ tusa, ántaksha antuka̱i̱ṉ tusa
ACT.28.27	Enentáimkiusha nekaawa̱i̱ṉ tusa,
ACT.28.27	Winí uwempra̱i̱ṉ tusa, tura Winí tsuamara̱i̱ṉ tusa túrunayi”.
ACT.28.27	Nuní áarmaiti. 
ACT.28.28	Tuma asamtai, nekaatarum. Yamaikia Yusai̱ uwempratin ana nuna Israer-shuarsha susamuiti. Tura niṉkia nekas umikiartatui” tímiayi. 
ACT.28.29	Tura Papru nuna ti̱ iniaisamtai Israer-shuar nuamtak núkap chicharnaiyasua wearmiayi.
ACT.28.30	Tura Pápruka nui̱ṉ je̱a̱ ikiamsamunam jimiará uwí pujusmiayi. Tura ashí aents nin iyutaj tusa wearmia nuna ni je̱e̱n itiaamiayi. 
ACT.28.31	Tuma asamtai Papru arantutsuk urukuk Yus akupeamunam ati, Uunt Jesukrístu túramuri̱ncha ashí etserkamiayi. Nútiksaṉ etserkatniuncha Páprun peṉké suritkiacharmiayi.
ROM.1.1	Wi Papru Jesukrístu takarniuitjai. Núnisaṉ Yus achirak ni Shiir Chichame̱n etserkat tusa akatar akuptukmiayi.
ROM.1.2	Nu Chichamun Yus yaunchu “akupkattajai” tímiayi. Núnaka Yúsnan etserin Yus-Papinium paant ujakarmiayi. 
ROM.1.3	Nu Chichamnum Yus ni Uchiri̱n áujmatui. Aya̱shi̱ji̱a̱i̱ṉkia Tawit weeanum akiiniamiayi. 
ROM.1.4	Tura ni tishiir wakaní̱ji̱a̱i̱ṉkia Yusa Uchirí̱nti. Tura ti kakarmaiti. Jakamunmaya̱ nantakmiaja̱i̱ nekas Yusa Uchirí̱a nu, paant nekanamiayi. Niisha ii Uuntri̱ Jesukrístuiti. 
ROM.1.5	Ni túramuja̱i̱ Yus shiir enentáimturuk nu Shiir Chichaman etserkat tusa akuptukmiayi. Núnisaṉ ashí nuṉkanmaya̱ shuar nu chichaman umirkar Jesusa náari̱n shiir awajsarat tusa akuptukmiayi. 
ROM.1.6	Atumsha nuyá shuaraitrume. Tura Jesukrístunu ajasarat tusa Yus achirmakuitrume.
ROM.1.7	Ashí Yus aneamutirmincha Rúmanam matsatrum nuna ju̱ papin áateajrume. Yus ti péṉker awajtamsatniun wakerutmarme. Ii Aparí̱ Yussha ii Uuntri̱ Jesukrístusha waitnentramainia ásar imiatkinchanum ti shiir pujustinian yainmakarti.
ROM.1.8	Émkasha, átum Yus nekas enentáimtamun ashí nuṉkanam áujmatenan nekaan Jesukrístun pachisan Yúsan ti shiir yumiṉsajai. 
ROM.1.9	Tuke enentáirja̱i̱ Yusa Uchirí̱n ashí shuarnum etsertajai. Túrakui wi atumin ti Yus aneamutirmincha Rúmanam matsatrum nuna ju̱ papin áateajuke áujtamun Yus nékarui. 
ROM.1.10	Ashí tsawant ni wakerutakuiṉkia íitjarum tusan Yúsan seajai. 
ROM.1.11	Nekas íitniun wakerajrume. Nui̱ jean wakanmin yaiṉkian Yusja̱i̱ kanakchamin ajasúk tusan wakerajrume. 
ROM.1.12	Kame atumsha tura wisha Yus nekas enentáimtuinia asar mai ikiakánai ajatai tusan wakerajai.
ROM.1.13	Yatsurú, tuke íitjarum tusan wakerimjiarme. Túrasha iyatsjarme. Kame Yus-Chichaman ujaakun chíkich shuarnuma áintsaṉ atumí̱i̱ncha Yus kakaram takasman wáinkiatniun wakerajai. 
ROM.1.14	Wikia Yus akuptuku asamtai ashí shuaran ujákártiniaitjai. Unuimiaruncha tura unuimiarchancha, ti nékainia nunasha tura nékachuncha, métekrak ujakartiniaitjai. 
ROM.1.15	Tuma asan atumniasha Rúmanam pujarmena nunasha Uwempratin Chichaman ujaitjarum tusan pujajai.
ROM.1.16	Nu Shiir Chicham Yusa kakarmari̱ji̱a̱i̱ ti kakaram asa ashí shuaran uwemtikramniaiti. Tuma asamtai natsantatsjai. Nekas Israer-shuarnasha tura chíkich shuarnasha núnisaṉ uwemtikramniaiti. 
ROM.1.17	Nu chichamnum Yus enentáimsamia nu páantaiti. Jú̱iti: Áyatik Yúsan nekas enentáimtuiniakui Yuska “péṉkeraitme” tíminiaiti. Yus-Papiniumsha núnisaṉ tawai: “Yúsan nekas enentáimta nuna Yus “péṉkeraitme” tutai tuke Yusja̱i̱ shiir wekasattawai.” Tu áarmaiti.
ROM.1.18	Shuar nekas chichaman nakitrar yajauchin túrataj tusar suriimiainiawai. Túrawar tuke tunaarintin áiniawai. Nu shuaran Yus ti kajerkar ti asutiátniun nayaimpinmaya̱ paant awajsaiti. 
ROM.1.19	Tura nu shuarka ashí Yusna nekaamnia nuna Yus paant awajsa asamtai péṉker nékainiawai. 
ROM.1.20	Kame yámankamtaikniumia̱ Yus wáinchataitiat ni najanamuri̱ji̱a̱i̱ ju̱ka paant nekaamniaiti: Nekas Yus asa tuke kakarmaiti. Nusha ti paant asamtai nu shuar tsaṉkurnarchartatui. 
ROM.1.21	Yúsan nékainiayat shiir awajsacharmiayi tura yumiṉsacharmiayi. Tuma ásar aya ántra nunak enentáimtuiniak ni enentái̱ tunaaja̱i̱ piakai. 
ROM.1.22	Tura ti nekajai tuíniayat enentáimcha núnin ajasarai. 
ROM.1.23	Túmainiak jákachmin Yus imiá shiira nuna iniaisar shuar jakamnia nakumkamun shiir awajenawai. Tura nu arant nanamtinniasha napincha kuntinniasha yajasmancha nakumkar nuna shiir awajenawai.
ROM.1.24	Nu asamtai imiá yajauch enentáimiainiakui “áanik asati” tímiayi Yus. Túramtai ti natsanmainian túrunainiawai. 
ROM.1.25	Yusna imiá nekasa nuna nakitrar antsu wait-chichaman anturkar nuna túrin áiniawai. Tuke Yúsak shiir awajsatniun iniaisar antsu ni najanamun tikishmatainiak shiir awajenawai. “Antsu tuke Yúsak shiir awajnastí” tajai.
ROM.1.26	Nuna túrin ásarmatai Yus natsanmainia nuna wakeruktinian tsaṉkatkarmiayi. Túramtai nuwa̱sha áishmaṉja̱i̱ tsaniṉtinian nakitrar nuamtak yajauch awajnainiawai. 
ROM.1.27	Núnisaṉ áishmaṉsha nuwa̱ja̱i̱ tsaniṉtinian iniaisar nuamtak áishmaṉkak tsanirmanainiawai. Ti wakerunainiak ti natsanmainia nuna yajauch túrunainiawai. Tura yajauch túruiniak ni aya̱shi̱ wáitsatniunak sumamawarmiayi.
ROM.1.28	Tura tuke Yúsan nakitiainia asamtai ti yajauch enentáimiainiak peṉké túrachminia nuna túrawarti tusa Yus tsaṉkatkarmiayi. 
ROM.1.29	Nu shuar ti tunaaja̱i̱ piaku áiniawai. Tsanirmausha aya kuítniak wakerincha tura yajauch awajin áiniawai. Nu arantcha awakmakun kajerniusha maṉkartincha tuke máanaincha anaṉkartincha péṉkercha awajkartincha, tsanumniusha áiniawai. 
ROM.1.30	Nu arantcha chikichnasha yajauch áujmatin áiniawai. Yúsnasha nakitiainiawai. Áimniusha áiniawai. Tura “péṉkeraitjai” tiar naṉkaamantu enentáimtumainiawai. Tunáa túratniun e̱a̱iniawai. Aparí̱ncha nukurí̱ncha umirainiatsui. 
ROM.1.31	Enentáincha áiniawai. Tana nuna umichu áiniawai. Aneṉkartichu ásar waitneṉkartichu áiniawai. Tsaṉkurcha áiniawai. 
ROM.1.32	Yuska “Shuar nuna túrinkia jákatniuiti” taman nékainiayat tuke túrukin wénawai. Tura nu arantcha chíkich yajauch túramtai ti shiir wararenawai.
ROM.2.1	Amesha enentáimtumastá. “Shuar nu yajauchin túrana nu imiá tunáa shuaraiti” tákumka amesha métek túrakum imiá nekas sumamame. 
ROM.2.2	Yuska nu tunaan túrin ainia nuna súmamtikiashtinkiait. 
ROM.2.3	Amesha nuna túrin “imiá yajauchiiti” táyatam amesha métek túrakminkia Yus sumamtikiattana nuyá ¿itiurak uwemprattam? 
ROM.2.4	Yus ti waitnentrama asa nu tunáa ikiukim Nin enentáimtustinian katsuntramuk nákarmawai. Tura péṉker asa wárik asutiámchakui sumamashtiniaitjai ¿tu enentáimtumamek? Tu enentáimkium ni waitnentrammari̱ ántar awajsaitme. 
ROM.2.5	Tura tunaarum enentáimtutsuk tuke túrakmeka súmamtikiatin tsawantai̱ ti tunáa irutmampramuja̱i̱ ti asutniáttame. 
ROM.2.6	Nu tsawantai̱ ni túramuja̱i̱ métek Yus ashí shuaran akirartatui. 
ROM.2.7	Shuar tuke péṉker túrak ashí shiira nunasha tura tuke amuukachmin ainia nunasha wakeruiniana nuna Yus tuke iwiaaku Niiji̱a̱i̱ shiir pujustinian súsartatui. 
ROM.2.8	Antsu péṉkera nuna wakerutsuk antsu aya yajauchin wakeruiniak Yúsan nakitiainia nuna Yus ti kajerak asutiáwartatui. 
ROM.2.9	Nekas Israer-shuarsha tura núnisaṉ Israer-shuarchasha tunaan túrin áiniakka ti wáitsartatui. 
ROM.2.10	Antsu nekas Israer-shuarnasha tura núnisaṉ Israer-shuarchancha péṉker túrin áinia núnaka Yus ti shiir imiatkinchanum apujsartatui. 
ROM.2.11	Yus ashí shuaran akantsuk mai metek iyawai. 
ROM.2.12	Shuar Muisais akupkamun nékatsuk tunaan túraka aya jú̱nisaṉ sumamawartatui. Tura shuar Muisais akupkamun nékayat tunaan túraṉka nu akupkamuja̱i̱ sumamawartatui. 
ROM.2.13	Akupkamun aya antukarua nuka Yusa̱i̱ péṉker áiniatsui antsu antukar umirainia nuna Yuska “péṉkeraiti” tawai. 
ROM.2.14	Israer-shuarchaka Muisais akupkamun takakainiachkusha aya ni enentái̱ji̱a̱i̱ nu akupkamun umirainiak 
ROM.2.15	nu umireamuja̱i̱ Yus nu akupkamun ni enentái̱n ikiursarua nuka paant nekaamniaiti. Nuja̱i̱ métek túruiniak shiir enentáimiainiawai. Tura métek túruiniachkuṉka péṉkercha enentáimiainiawai. 
ROM.2.16	Wi Uwempratin Chichaman étsereaj nui̱ ashí shuar u̱u̱krisha túramun ashí paant awajsartatui. Tura nuna etserkatniun Jesukrístun anaitiukmiayi. Nu tsawantai̱ tunaan túrin sumamawartatui.
ROM.2.17	Ámeka “Tura Israer-shuaraitjai. Muisais akupkamun takakkui winia Yúsruka ti shiir enentáimturui, tátsumeash. 
ROM.2.18	Yus wakeramuncha nékajai. Tura akupkamun nekaan péṉkera nuna wakerajai, tátsumeash. 
ROM.2.19	Wakannium kusuraru áinia nunasha jintintiamniaitjai. Tura tsáapninian nekamtikiawarminiaitjai, tátsumeash. 
ROM.2.20	Akupkamu ti peṉker neka asan nekasa nuna unuimiaruitjai. Tuma asan nékachuncha ántuiniachuncha jintintiamniaitjai” tátsumeash. 
ROM.2.21	Pai, chíkichka unuiniaitiatmesha ¿urukamtai imia ámeka unuimiatsum? “Kasamkashtiniaiti” tu étsereatsmek. Táyatmesha ¿urukamtai ámeka kasamam? 
ROM.2.22	“Tsanirmashtiniaiti” tátsumek. Enta, ¿urukamtai ámeka tsanirmam? “Ántar-yusan nakitiajai” tátsumek. ¿Urukamtai ámeka nu yusa je̱e̱nia̱ kasamam? 
ROM.2.23	Akupkamun takakjai tusam shiir enentáimtumayatam nu akupkamu umireachkum Yus yajauch awajeatsmek. 
ROM.2.24	Yus-Papiniumsha núnis áarmaiti: “Átum péṉker umirchamuja̱i̱ Israer-shuarcha Yúsan yajauch chicharainiawai.”
ROM.2.25	Muisais akupkamia nu ashí umireakmeka nii timia núnismek tsupirnaktin péṉkeraiti. Tura takamtsuk umireachkumka tsupirnakcha núnisketme. 
ROM.2.26	Chíkich shuarsha tsupirnakchaitiat Muisais akupkamun umireakka tsupirnatskesha tsupirnakua áintsaṉkete. 
ROM.2.27	Nu shuar tsupirnakchaitiat akupkamun ashí umireak atumin tsupirnakutirmin akupkamu takakuitiatrum umircha asakrumin súmamtikramawartatui. 
ROM.2.28+ROM.2.29	Kame nekas Israer-shuarka aya pátatkechu antsu tuke enentáiji̱a̱i̱ Yúsnan wakera núiti. Núnisaṉ nekas tsupirnaktinkia aya aya̱shí̱ji̱a̱i̱nchuiti antsu enentáiniam shiir átinia núiti. Nekas akupkamu aya áarchamuiti antsu nekas enentái̱ji̱a̱i̱ umirkamua núiti. Nekas tú tura núnaka aents shiir enentáimtuiniachkuisha Yus shiir enentáimtawai.
ROM.3.1	Núnis ai̱sha Israer-shuar ainia nu ¿warí péṉkernak takakainia? Tura tsupirnaktincha ¿wariniak yayá? 
ROM.3.2	Ti péṉkeraiti. Warí, émkaka, Yus ni chichame̱n Israer-shuaran súsacharmakia. 
ROM.3.3	Kame chíkich chíkich umichu áiniakui Yus tsaṉkatkamia nuna nú shuaran súsachmataiṉkia nuikia “Yus umichuiti” ¿títinkiait? 
ROM.3.4	Péṉkea. Antsu Yuska nekas túratniua nuja̱i̱ métek ashí túriniaiti. Shuar umichu áiniakuisha ni támari̱n mash umiktatui. Ni tamaja̱i̱ shuáran wáitrin awajeakka nusha péṉkeraiti. Núnisaṉ atí. Yus-Papisha métek tawai:
ROM.3.4	“Támena nuna “imiá nekasaiti” tiartatui, tura súmamtikramataj tuíniakuisha nupetmaktatme” tawai.
ROM.3.5	Nu arantcha, “Wi tunaan túramuja̱i̱ Yus imiá péṉkera nuna paant awajeakka ¿urukamtai winia asutiua? ¿Nuka péṉkerkait?” tíchatapash. (Kame aents chichainia núnisnak tajai.) 
ROM.3.6	Warí, Yus péṉkerchaitkiuṉka ¿itiurak ashí shuara tunaari̱n súmamtikiawarat? Kame imiá péṉkeraiti.
ROM.3.7	Núnisaṉ, “Wi umirkachmaja̱i̱ Yus tuke umiiniana nuna paant awajeaknaka nuikia nuja̱i̱ in shiir awajsamtai ¿urukamtai “tunaitme” túruta?” tíchatapash. 
ROM.3.8	Warí, “tunáa túramuja̱i̱ Yúsan péṉker awajeajai,” tú nekas enentáimpramniaitkiuiṉkia shuar nui̱kia “Wats, ashí péṉker áti tusar tunáa túratai” tímin ainti. Kame chíkich shuar in kajertamainiak “nuna jintintiainiawai” túramji. Nu shuar sumamawartin áiniawai.
ROM.3.9	Nuikia Israer-shuartikia chikichja̱i̱ naṉkaamas ¿péṉkerkaitiajⁱ? Peṉkesha. Warí, Israer-shuartisha Israer-shuarchaja̱i̱sha ashí métekrak tunaan túrin áiniawai. Núnaka jú̱ áarmaja̱i̱ paant awajsaitjai. 
ROM.3.10	Yus-Papisha núnisaṉ tawai:
ROM.3.10	“Péṉkeran túrin chikichkisha atsawai.
