GEN.1.1	Jatíbi peokoonontianra, Diossen nai itan mai jonia iki.
LUK.9.29	Jatian moa orani iitaitianribi, Jesussen bemanan moa wetsaresibia iki. Jainoax jawen choparibi moa joxoshaman itan kikinbires penéshaman iká iki.
LUK.9.30	Jatianra rabé joni joáx Jesús betan yoyo ikai oinkana iki. Ja iká iki Moisés betan Elías.
LUK.9.31	Jatian jaton yora iká iki jakonhira penéshamantonin kateaketana. Jabaonra ja Jesús Jerusalénhainxon retekin jaskáakin onitsapimakantibo yoikana iki.
LUK.9.32	Jatian Pedrobiribi jabé ikábo betanbi kikinbiresi oxakaskinbi teneabo ikana iki. Jaskáakinbira Jesussen yora itan já betan iká rabé jonin yora penebires oinkana iki.
LUK.9.33	Jatian ja jonibo moa Jesússibakeax bokanaitian Pedron yoia iki: —Maestró, ¡Jakonhira riki noa neno itina! Jaskara iken kimisha peotashoko non abanon: wetsa mina, wetsa Moiséssena, wetsa Elíasna —akin. Jaskarabo yoikinbi Pedron onanyamaresa iki.
LUK.9.34	Jaskati yoyo iitainbi, nai koin bexon jato mapotoshia iki. Jatian jaskara nai koin meran jato oinnax rakékana iki.
LUK.9.35	Jainxonra ja nai koin meranoax neskati yoyo ikai ninkákana iki: “Nato riki nokon bake, ja en katota, já ninkáxonkanwe”, iki ikai.
LUK.9.36	Jaskati yoyo ikai ninkákanaitianribi Jesús moa jabicho iká iki; ikaxbi jabaon nato jawékibo jonekana iki. Jatian ja netebaonra jaskara oinkanabo tsoabi jawebi jato keshanyamakana iki.
LUK.9.37	Jatian nete xabáketian mananmameax moa naman beribakana iki. Jatianra icha joni, ja Jesús bechii bekana iki.
LUK.9.38	Jaskákenbi ja joni icha napónxon; westíora jonin koshinshaman Jesús neskáakin yoia iki: —Maestró, nokon bakepari ea oinxonwe, jara nokon jabicho bake iki.
LUK.9.39	Yoshin já meran jikixonra, sion imai jaskáakinra pakeai, jainoaxa bakox kespotai; jaskáakinra ramiayonxon jenekashamai.
LUK.9.40	Enra ja mionmea onannaibo yoiibake, ja yoshin pikoxonkanon ixon; ikaxbira atipanyamaibakanke —akin.
LUK.9.41	Jatian Jesussen neskáakin yoia iki: —¡Eki koshiamabo itan yoitima jonibo riki mato! ¿Jawetian kamanki mato betan ixon mato neskataitian en teneti iki? Ja min bake ea neri bexonwe —akin.
LUK.9.42	Jatian ja bake moa Jesúski nokoti joaitian, yoshinman mai tsakamaxon jakiribi maxkámaa iki. Ikaxbi Jesussen ja yoshin notsina iki, jainxonra moa benxoaxon, ja bake jawen papa menia iki.
LUK.9.43	Jatianra jatikaxbi ratékana iki, ja Diossen ani jawéki aká oinnax.
LUK.9.43	Jatian jatíbi neskarabo Jesussen akai oinnax ratékanaitian, jaonmea onannaibo jato yoia iki neskáakin:
LUK.9.44	—Rama neskara en mato yoiaibo ninkatax shinanbenoyamakanwe, ja jonin Bakera, ochaya jonibo menikanti jake —akin.
LUK.9.45	Ikaxbi jabaonra onanyamareskana iki; jan jato yoiaibo; Diossenbi jato onanmayamaitian, jainoax kikiniribi rakékana iki onantiakin jato yoinon ixon Jesús yokátininbo.
LUK.9.46	Jatianra Jesussenmea onannaibo jatobiresbo yokakanankana iki, tsoa jato xaranmeakayaki jato xewina iti iki ikaxbo.
LUK.9.47	Jatian jaskákanaitian jaton shinan onanxon, Jesussen westíora bake bia iki; bixon já patax nichina iki.
LUK.9.48	Jainxon jato neskáakin yoia iki: —Jaweratobaonki, nokon janenko neskara bake biai, jabaonra eabi biai. Jatian ja ea biaibaonribira, jan ea raanaribi biai. Jaskara iken ja kikinmanshokotonin shinanmeetai riki, jan mato jatíbi xewina —akin.
LUK.9.49	Jatian Juanman Jesús yoia iki neskáakin: —Maestró, westíora jonira non oinhibake min janenko yoshinbo jokonhaitian. Jaskáaitianra non atima yoiibake, noobetan niai ixonmabi akaitian oinxon —akin.
LUK.9.50	Jatian Jesussen jato neskaa iki: —Atima jato yoiamakanwe; jaweratoboki noki ramíyamaibo iki, jabora noa akini nobé rabetaibo iki —akin.
LUK.9.51	Jatian moa naikan kati ochóma iketian, koshi shinanbaini Jerusalénhain kaai pontékainti Jesussen shinanna iki.
LUK.9.52	Jaskáaxon, jato yoii bokanti jonibopari rekenmaa iki; boax Samariain iká westíora maxko jemanko nokókana iki, nokóxon jain ikanti xobo benakana iki.
LUK.9.53	Ikaxbi ja Samaria jonibaon jatoiba jato imakashamakana iki; Jerusalénhain boí winotaibo onanxon.
LUK.9.54	Jaskákanaitian oinxon, Santiago betan Juanman Jesús yoia iki: —Ibó ¿Miaki keenti iki, nato jonibo keyonon ixon, naikanmeax chii pakénon ixon non yoiti? —akin.
LUK.9.55	Ikaxbi Jesussen bechiakekainxon jato notsina iki.
LUK.9.56	Jaskatax moa wetsa jemashoko ikain bokana iki.
LUK.9.57	Jatian jabo bain bokanaitian, westíora jonin Jesús neskaa iki: —Ibó jawerano inonbi mia kaaitianra, en mia chibanti iki —akin.
LUK.9.58	Jaskáketian Jesussen yoia iki: —Nii ochitibora jain jati kinia iki, jainoax ja noyai yoinabora, jain jati jaton naayabo ikanai; ikaxbi ja jonin Bakera, jain tantitiomabobi iki —akin.
LUK.9.59	Jainxon wetsa joni Jesussen yoiribia iki: —Ebé kawé —akin. Jatian ja jonin neskaa iki: —Ibó, nokon papa mawáketianra en miinpariti jake —akin.
LUK.9.60	Jatian Jesussen yoia iki: —Kayamawe, abákanon ja mawábaonribi jabé mawa miinkin; minbiribi ja Diossen ikinaton ikanti joi jato yoii kawé —akin.
LUK.9.61	Jatian wetsan yoia iki: —Ibó enra mia chibankasai, ikaxbi eapari manawe; ja nokon xobon ikábopari en jato kaai abátanon —akin.
LUK.9.62	Jaskáakenbi Jesussen neskáa iki: —Jaweratonki mai karanbeananbi pekáori naisai, janra jakonmaakin mai karanbeai. Jaskaribiira westíora joni ja Diossen ikinaton jatínko iti atipanyamake —akin.
LUK.10.1	Jaskara pekáora, wetsa neten jawen kanchis chonka rabé joni, Jesussen jato bia iki. Jaskáakin jato bixon rabé rabébo, jatopari raana iki jaribi jain kati shinanna jemabaon.
LUK.10.2	Jainxon jato neskáakin yoia iki: “Ikonshamanra en mato yoiai, ja bimi tsekatibo riki icha, ikaxbi ja tsekai teetaibora ichamashoko ikanai, jaskara kopí ja wai Ibo yokákanwe, abanon ja bimi tsekai teetiboribi jato raankin ixon.
LUK.10.3	Jaskara iken moa botankanwe; oinkanwe enra mato raanai, ja pimis yoinabo xaran *corderobo raanai keskáakin.
LUK.10.4	Kakin, pisha boyamakanwe, itan koríki jan botibi, nin zapatobi maton botima iki. Jainxon kakin joni bain nokoxon, ja saludanibo mato banetima iki.
LUK.10.5	Jatian kaax nokóxon, jaton xobon jikixon jato saludankin maton jato neskáati iki: ‘Nato xobon ikábo mato jakonbires ibanon’, akin.
LUK.10.6	Jatian ja xobon jakon shinannai jonibo jakenra, ja maton yoia jakon shinanribi ja xobon ikábaon biti iki. Ikaxbi ja xobon jaskara shinanya joni yamaketianra, ja maton yoia jakon shinanbo matoki joríbati iki.
LUK.10.7	Jaskara ikenra jaton xobonbi mato baneti iki; mato jawékiamakanabo maton aresti iki. Ja teetaibora jaton tee akaibo kopí kopíakanti jake; xobobotiibi mato kawantantima iki.
LUK.10.8	Jawerato jemanki mato nokotai, ja jemanxon bixon mato jawékiamakana maton aresti iki.
LUK.10.9	Ja jain mato nokota jemankobo isinaibo nokoxon, maton benxoati iki. Jainxonra neskáakin maton jato yoiti iki: ‘Ja Diossen ikinaton iti netera moa ochóma iki’, akin.
LUK.10.10	Ikaxbi jawerato jemanxonki mato biamakanai, jatianra ja jema callenkobo pikóxon maton jato neskáati iki:
LUK.10.11	‘¡Ja maton jemamea mai poto non jamata, noon neetabobira noa tawasaatai, maton noa bikashamaa onanti inon ikax! Ikaxbi neskara onankanwe; ja Diossen ikinaton jatira moa matoiba nokotibi iki’, akin.
LUK.10.12	Enra mato yoiai, castigameti nete nokoketianra ja jemanxon mato biamaa jonibo, ja Sodomainoa jonibo ikáni bebonbires inoxikanai.
LUK.10.13	¡Jawe iresaipanon, ja Corazín jemamea jonibo betan ja Betsaida jemamea jonibo! Ja matoibaxon en aká keskáribiakin, ja Tiro jema betan Sidón jemanxon, ratétibo en aká iketianra, moabires jainoa jonibaon jaton jakonma shinanbo akonkin jenetaanan Dios ikonhaax, ja masá shinankin sawekanai xaxa chopa saweax, chiimapobaon mapokookeankana iki.
LUK.10.14	Ikaxbi jaton akábobiribi yoixon jato castiganti nete nokoketianra, ja Tiro jema betan Sidón jemamea jonibo akai bebonbires en mato castiganoxiki.
LUK.10.15	Jatian mato Capernaúm jonibaonra, noara naikan kanoxiki ixonbira maton shinannai, matora kayamanoxiki, ¡Kikinbires yamé kini meranra mato potakaanoxiki!
LUK.10.16	Jaweranoxonki maton yoia joibo mato ninkáxonkanai, jabaonra earibi ninkáxonkanai. Jaweratobaonki keenyamakin mato omisai, jabaonra keenyamakin earibi omiskanai. Jatian ja eon keenyamaibora, jan ea raanatonribi keenyamakanai”, akin jato aká iki.
LUK.10.17	Jatian ja kanchis chonka rabé jonibo raroshaman beribakana iki, bexon yoikana iki neskáakin: —¡Ibó, min janenko non jato notsinara, yoshinboribi non yoiai joibo ninkáxoni jokonkanke! —akin.
LUK.10.18	Jaskáakanketian jato Jesussen yoia iki: —Ikon riki, enra oinna iki naikanmeax joí *Satanás kaná ikai keskati paketaitian.
LUK.10.19	Enra nokon atipana koshi mato menipakea iki; ja ronobo itan ninbobo maton jamakenbi mato jaweayamanon ixon; jainxon jawekeska jakonmabi winóyamakin, ja maton rawikan koshi shinanboribi matonharesnon ixon.
LUK.10.20	Ja maton yoiaibo ninkatax yoshinbo jokonaitonbicho raroyamakanwe, ja maton jane moa naikan wishakaata kopíribikaya rarokanwe —akin.
LUK.10.21	Jatianbi Jesús ikonbiresi raroa iki, ja Diossen Shinanman imaa, jainoax neskata iki: “Enra mia rabiai Papá, mia riki mai betan nai Ibo. Ja onan itan ninkatai jonibo onanmayamataananra; ja onanma jonishokobo, ja min joné jawékibo min jato onanmaa iki. Ikon riki Papá, jaskara ati keenxonra min jaskáa iki.
LUK.10.22	Jatíbi jawékibora nokon Papan ea menia iki; tsonbira tsoarin ea ixon onanyamake, ja nokon Papanresa ea onanke. Jatian tsonbiribi nokon Papa onanyamake ea jawen Bakenbichores. Jainxon ea jawen Bake ixon, en jato onanmaabaonresibira akanai onankin”, akin.
LUK.10.23	Jatian jaonmea onannaibo jatobichobiribi neskáakin yoia iki: “Diossenra raroshaman imai, ja maton oinni iitai jawékiboribi oinna jonibo.
LUK.10.24	Enra mato yoiai icha *profeta ipaonibo itan apobora, rama maton oinnaibo oinkasi ikana iki; ixonbira jabaon oinyamakana iki. Ja maton ninkataiboribi ninkátinin manatabora ikana iki, ixonbira ninkáyamakana iki”, akin.
LUK.10.25	Westíora esé onan jonira Jesús betan yoyo iki kaa iki; kaxonra jakonmaanoxonres tanakin neskáa iki: —Maestró ¿Jatíbitian jati neteya inoxonmein en jawe ati iki? —akin.
LUK.10.26	Jaskáa Jesussen yoia iki: —¿Ja esé kirika meranki jawekeska yoikin wishaa iki? ¿Jaweki min yoyo akai? —akin.
LUK.10.27	Jatian ja esé onan jonin yoia iki: —‘Ja min Ibo Dios noiwe; jatíbi min jointiaxonbi, jatíbi min kayayaxonbi, jatíbi min koshiaxonbi, jatíbi min shinanyaxonbi’. Jainxon ja ‘minbixbi noikaata keskáakinribi wetsabo jato noiwe’, ikira ikai —akin.
LUK.10.28	Jatian Jesussen yoia iki: —Ikon jaskarakonra min yoike. Ikoni jaskati jaaxa mia jati neteya iti iki —akin.
LUK.10.29	Jatian ja esé onan jonin, jan yokatabo jakon imakaskin shinantaanan Jesús yokáribia iki: —¿Jatian tsoarin ja en jaskáati joni? —akin.
LUK.10.30	Jatian Jesussen neskáa iki: —Westíora jonira Jerusalénhainoax Jericóain kaa iki. Jain kaaitian yometsobaon yatanxon, jatíbi bichinyonkana iki. Ja sawea chopabobi jopémayonxon rishkionxon mawátanishaman potabainkana iki.
LUK.10.31	Jatian ja senenressibi, westíora *sacerdote ja bainribi kaa iki; kakin ointaanan wetsaorishoko ratanbaina iki.
LUK.10.32	Jainoax westíora *Levitaribi ja bain joá iki; ja jokin meraxonbi, janribi ratanbainresa iki.
LUK.10.33	Ikaxbi ja bainribi, westíora Samariainoa joni kaa iki. Kakinbi meraxon ja joni noibaa iki.
LUK.10.34	Jatianra nokobainxon, ja xateyonkanabo, xeni betan vinon raonhanan, chopanbo neayona iki. Jainxon jawen burronbi perakanxon boá iki; boxon westíora xobonxon koirana iki.
LUK.10.35	Nete xabáketian, ja Samaria jonin rabé koríki ja xobo ibo menia iki. Ja menikin yoia iki neskáakin: ‘Nato joni ea koiranxonwe, jatian bebonchaabires min jaki koríki keyoketianra, jakiribi joxon en mia kopíai joái’, akin.
LUK.10.36	Jatian min jisáki ja kimisha joninkonia ¿Jawerato iká iki ja jakonma jonibaon yometsoayonkana iketian jabé joniakin shinannai? —akin aká iki.
LUK.10.37	Jatian ja esé onan jonin yoia iki: —Ja noibaxon jan akinna jonira iká iki —akin. Jatian Jesussen yoia iki: —Rama miinribi kaxon jaskáashokotanwe —akin.
LUK.10.38	Jaskatax bain kaax Jesús westíora jemankoshoko nokota iki. Jainoa westíora ainbo Marta janeyaton jawen xobon boá iki.
LUK.10.39	Ja Marta iká iki westíora wetsaya, jawen jane María. Jara Jesussen joi yoiai ninkati ja namanbi yakata iká iki.
LUK.10.40	Ikaxbi ja Martabiribi meskó teebores akí iká iki. Jainxonra Jesús pataxbainxon neskáakin yoia iki: —Ibó, ¿Ja nokon wetsan eabicho tee amaiki min oinyamaa? Ea yoixonwe ea akini jonon —akin.
LUK.10.41	Jatian Jesussen yoia iki: —Marta, Marta, icha jawéki akin shinanira min shinan tsokasai,
LUK.10.42	ikaxbi westíora jawékiresiki kikin bebonbires jakon; jatian Maríanra ja jawéki katoke. Jaskara ikenra tsonbi ja jenemati atipanyamake —akin aká iki.
LUK.11.1	Jatian wetsa neten, wetsanko kaxon orani Jesús iita iki. Moa senenhaketian westíora jaonmea onanaiton yoia iki: —Ibó, Juanman jaonmea onannaibo jato oranti onanmaa keskáribiakin noa oranti onanmashokowe —akin.
LUK.11.2	Jatian Jesussen jato yoia iki: —Matonra neskáakin oranti jake: ‘Non Papa naikan iká, jatíxonbi mia ikon Dios onanbakanon; non apo iki jowé.
LUK.11.3	Ja netetiibi noa maxkata jawékiatibo noa meniwe.
LUK.11.4	Non ocha akábo soaxon noa shinanxonyamawe, ja noki ochaabo moa non jato shinanxonyamai keskáribiakin. Shinan meran akásti jawékiainbo noa pakémayamawe’, akin anonxikanwe —akin jato aká iki.
LUK.11.5	Jainxon jato neskáakin yoiribia iki: —Iti iki mia já betan raenanai jonin xobonko mia yamé pochínikon kaai. Kaxon min ati iki: ‘Kimisha panshoko ea meniwe, en mia banexonribanon.
LUK.11.6	Westíora ebé raenanai jonira, ochokeax joáx nokon xobon nokóke, ja nokókenbira en ja jawékiamati yamake’, akin.
LUK.11.7	Jaskáakin akára, chichóxonbi jan neskáakin mia yoiti iki: ‘Ea tearesshayamawe, nokon xobora xepó iki. Eara nokon bakeboyabi moa oxaa iki. Jakopira mia jawebi menii ea weiti atipanyamake’, akin.
LUK.11.8	Enra mato yoiai, jaskáakin min yokákin jeneyamaibi mia menitima ixonbira, ja miibetan raenanai ixonres, ja min yokata jawékibo mia meniti iki.
LUK.11.9	Jaskara ikenra en mato yoiai: Yokákanwe jatianra mato Diossen meniti iki; benakanwe jatianra maton nokoti iki, kenakanwe jatianra mato akinti iki.
LUK.11.10	Jaweratonki yokatai janra biai, jaweratonki benai janra nokoai, jaweratonki kenai jara akinnai.
LUK.11.11	¿Matonmein ati iki, papa iketian, maton baken mato yapa yokata, westíora rono menikin?
LUK.11.12	Iamaxon bachi yokáketian, westíora ninbo menikin.
LUK.11.13	Matokaya jakonma shinanyabo ixonbira maton onanke, jakon jawékibores maton bakebo meniti. ¡Jaskarabo bebonbireskayara ja naikan iká non papan jakon shinanya ixon, ja Diossen Shinan yokataibo jato meniti iki! —akin jato aká iki.
LUK.11.14	Jatian Jesús iká iki, jan joni yoyo imayamai yoshin pikoi; jatian ja yoshin moa joni meranoax pikóketian, ja joni moa yoyo iki peokoota iki. Jaskara oinnax jonibo ratékana iki.
LUK.11.15	Jatian jatíribibobiribi ikana iki, neskati: “Ja Belzebúkan, atipana koshi meniatonra nato jonin yoshinbo pikoai”, ikibo.
LUK.11.16	Jatian jatíribibaonbiribi, jakonmaakaskinres ja oinxon onanti, itan ratéti jawékibo anon ixon yoikana iki.
LUK.11.17	Ikaxbi jaskáakin shinankanai onantaanan, jan jato yoia iki: “Westíora mainmea jonibobires ikaxbi reteananaxa, moa jainbicho iti atipanyamakanke. Jatian westíora xobonkoniax ja rarebobires ikaxbi, ramiananaxa moa jainbicho iti atipanyamakanke.
LUK.11.18	Jatian *Satanás janbixbi jakonmaataanan jabichobiribi ikaxki ¿Jawekeskatax jatíbi jawen atipana koshiabi baneti iki? Neskáakinra en mato yoiai; enki akai ja Beelzebúkan koshin yoshinbo pikokin ixonbo maton yoiaitian.
LUK.11.19	Jatian jaskara ikenki ¿Tson atipana koshi meniaton akanai, ja matomea onanaibaon yoshinbo pikokin? Jabaonbira mato yoiti iki, ja maton ea jaskáakin yoiara jakonma iki ixon.
LUK.11.20	Jatian ja Diossen atipana koshin, en yoshinbo pikoaitonra noa onanmai, ja Diossen ikinaton jati netera moa nokóke ixon.
LUK.11.21	Jawetianki westíora koshi jonin, jan retemisti tsomáyaxon jawen xobo koirannai, jatianra ja benxoa jawékibo tson yometsoayamai.
LUK.11.22	Ikaxbi ja xewina koshi wetsa joni joxónresparira, jaki chipota jan retemisti jawékibo bichinxon, jatíbi jawen jawékibo moa iboananai.
LUK.11.23	Jaweratobaon oinnaki ja en akai jawékibo jakonma iki; jabo riki ja eki jakonmaataibo, jaweratobaonki, Dios ikonhakanon ixon ea akinhamai, jabaonra ea ikonhakanti ikenbi jonibo jato janbísaresai.
LUK.11.24	Jatian westíora yoshin, joni meranoax pikotax kaaxa, jawebi yamankobo kawantanai, jain iti benai. Jatian moa nokoyamaxon shinannai: ‘Ramara jain ea ipachoai nokon xobonko ea karibai’, ixon.
LUK.11.25	Jatian joxon oinna ikai, jonin shinan jakonyoraakin matsóxon kikinshamanhakin benxoayona keská.
LUK.11.26	Jatian jaskara oinbaini kaxonra, kanchis yoshin bebonbires jakonmabo jato iweai. Jaskati beaxa jatikaxbi ja joni meran weíkanai. Jatianra ja joni, ja moatian ikátiai bebon jakonmabires banetai”, akin jato aká iki.
LUK.11.27	Jaskarabo jato yoii Jesús iitaitian, joni icha napomeax, westíora ainbo saí ika iki, neskati: —¡Diossen raroshaman imabanon, ja tooxon bakeataanan mia ania ainbo! —iki.
LUK.11.28	Jaskáakenbi Jesussen yoia iki: —¡Ja Diossen joi ninkátaanan, jan yoiai keskati jakanabokaya, Diossen raroshaman imabanon! —akin.
LUK.11.29	Jatian icha jonibo, Jesús ikainko tsinkíakereskana iki. Jaskákanaitian jato neskáakin yoia iki: “Ja ramatian jaa jonibo riki jakonma shinanyabo. Jabaonra ja oinxon onanti jawékibo en anon ixon ea yoikanai. Ikaxbira jaskarabo ayamakinbi ja Jonás iní keska jawékiribi en ati iki.
LUK.11.30	Ja Jonás iká iki, jato Diossen joi yoii kaa, Nínive jonibaon onankanti. Jaskáribiira ja jonin Bake, ja ramatian jaa jonibaon ja oinxon onankanti iti iki.
LUK.11.31	Ja ramatian jaa jonibo jaton akábo jato yoixonti nete senenketianra; ja surhorikea apo ainboribi jain inóxiki, janra jato castiganon ixon Dios yoinoxiki. Jara kikinbires ochó mai senenainoax jonike. Ja Salomónman jawen onan shinanyaxon yoiai joibo ninkati. Jatian rama mato betan itinara ja Salomón xewina iki.
LUK.11.32	Ja nete senenketianribira, ja Jonassen yoia joi ninkáxon ikonhataanan, jaton jakonma shinanbo akonkin jeneni, Níniveainoa joniboribi, jain inóxiki. Jain ixonra jabaonribi, ja ramatian jaa jonibo jato Diossen castiganon ixon yoinoxikanai. Jatian ja rama itinara Jonás xewina iki.
LUK.11.33	Tsonbira lamparin keteaxon jawéki pekáo joneyamai, itan jawékinin mapoyamakanai. Jaskáyamakinra bochikishamanres peyasankanai, jawen joekan tenaketian, ja xobon jikiaibaon oinna jishtishaman inon ixon.
LUK.11.34	Maton bero riki, jan maton yora tenaa lamparin keska, jatian min bero jakon ikenra, jatíbi min yoraribi joébires iti iki. Ikaxbi ja min bero jakonma ikenra, jatíbi min yoraribi yamé meran keská iti iki.
LUK.11.35	Jaskara iken rama koiranmeetax shinanmeekanwe; ja mato meran joé ikara yamé inake.
LUK.11.36	Jawetianki maton yora meran joé keska ikax, jawe yamébi yamaa keská ikai, jatianra min onantishamanhakin ointiki, westíora lamparin joekan tenaketian min oinnai keskáakin”, akin jato aká iki.
LUK.11.37	Jatian moa jato joi yoikin senenhaketianribi, westíora *fariseo, jawen xobon pii kanon ixon, Jesús kenai joá iki. Jaskáakin kenaa kaax jawen xobon jikiax pii Jesús yakata iki.
LUK.11.38	Jaskaketian ja *fariseo ráteta iki, ja jawékiamatianbi mechokiiti esé meran yoiai senenhayamaitian oinnax.
LUK.11.39	Ikaxbi Jesussen yoia iki, neskáakin: —Mato fariseobo riki vaso betan plato pekáobicho chokaibores. Ikaxbi maton shinan meran riki mato jakonmabiresbo, ja jakonma jawéki akin akonbireskin jato yometsoaibo ikax.
