GEN.1.1	Na počiatku stvoril Boh nebo a zem.
1CH.22.14	Napriek svojim trápeniam som zaobstaral pre Hospodinov dom stotisíc talentov zlata, milión talentov striebra a množstvo bronzu a železa, ktoré sa nedá zvážiť, takže je toho hojnosť. Zadovážil som i drevo a kamene. K tomu musíš ešte pridať.
1CH.22.15	Máš pri sebe mnohých remeselníkov: kamenárov, tesárov a rôznych majstrov na každú prácu. 
1CH.22.16	Zlata, striebra, bronzu a železa je nespočetné množstvo. Daj sa do práce a Hospodin nech je s tebou!“
1CH.22.17	Nato vyzval Dávid všetkých izraelských hodnostárov, aby boli jeho synovi Šalamúnovi na pomoci: 
1CH.22.18	„Hospodin, váš Boh, je s vami a zaistil vám mier od okolia, lebo mi vydal do moci obyvateľov krajiny, ktorá musí poslúchať Hospodina a jeho ľud.
1CH.22.19	Teraz sa srdcom a celou bytosťou zamerajte na hľadanie Hospodina, svojho Boha. Dajte sa do stavby svätyne Hospodina, Boha, aby sa preniesla archa Hospodinovej zmluvy i posvätné náboženské predmety do domu, ktorý sa má postaviť na počesť Hospodinovho mena.“
1CH.23.1	Keď Dávid zostarol a mnoho prežil, ustanovil svojho syna Šalamúna za kráľa nad Izraelom.
1CH.23.2	Zhromaždil všetkých izraelských hodnostárov, kňazov a levitov. 
1CH.23.3	Spočítali levitov od tridsaťročných nahor. Ich počet bol tridsaťosemtisíc mužov.
1CH.23.4	Dávid povedal: „Z nich som poveril riadením služby Hospodinovho domu dvadsaťštyritisíc, úradníkov a sudcov šesťtisíc,
1CH.23.5	vrátnikov štyritisíc a spevákov štyritisíc, tí mali chváliť Hospodina a hrať na nástrojoch, ktoré som zhotovil.“
1CH.23.6	Dávid ich zadelil do tried podľa Léviho synov: Geršóna, Koháta a Merariho.
1CH.23.7	Ku Geršónovcom patrili: Ladán a Šimei. 
1CH.23.8	Ladánovi synovia: predák Jechíel, Zetám a Joel, traja.
1CH.23.9	Šimeiho synovia: Šelomót, Chazíel a Harán, traja. Tí boli predákmi Ladánových rodín. 
1CH.23.10	Šimeiho synovia: Jachat, Zina, Jeúš a Bería. To boli štyria Šimeiho synovia. 
1CH.23.11	Jachat bol predákom, Ziza druhým, Jeúš a Bería neoplývali synmi, takže tvorili jednu rodinu, jednu triedu. 
1CH.23.12	Kohátovi synovia: Amrám, Jishár, Chebrón a Uzzíel, štyria.
1CH.23.13	Amrámovi synovia: Áron a Mojžiš. Áron mal i so svojimi synmi za úlohu udržiavať neprestajne v posvätnom stave veľsvätyňu, páliť tymian pred Hospodinom, posluhovať mu a v jeho mene stále požehnávať.
1CH.23.14	Synovia Božieho muža Mojžiša boli pripočítaní ku kmeňu Lévi.
1CH.23.15	Mojžišovi synovia boli Geršóm a Eliezer.
1CH.23.16	Synom Geršóma bol predák Šebuel.
1CH.23.17	Synom Eliezera bol predák Rechabja. Iných synov Eliezer nemal, zato Rechabja ich mal veľa.
1CH.23.18	Jishárov syn: predák Šelomót. 
1CH.23.19	Chebrónovi synovia: predák Jerija, druhý Amarja, tretí Jachazíel, štvrtý Jekamám. 
1CH.23.20	Uzzíelovi synovia: predák Micha, druhý Jiššija. 
1CH.23.21	Merariho synovia: Machli a Muši. Machliho synovia: Eleazár a Kíš.
1CH.23.22	Eleazár zomrel bez synov, mal iba dcéry. Tie si pobrali Kíšovci, ich príbuzní. 
1CH.23.23	Mušiho synovia: Machli, Éder, Jeremót, traja.
1CH.23.24	To boli Léviho synovia podľa jednotlivých rodín, rodinní predáci, ako boli zaradení v mennom zozname ich príslušníkov, zamestnaných v službe Hospodinovho domu od dvadsaťročných nahor.
1CH.23.25	Dávid totiž povedal: „Hospodin, Boh Izraela, dožičil svojmu ľudu mier a natrvalo sa usídlil v Jeruzaleme.
1CH.23.26	Leviti už nemusia nosiť príbytok a rôzne predmety k jeho službe.“
1CH.23.27	Podľa posledných Dávidových úprav sa totiž započítavali Léviho synovia od dvadsiatich rokov a viac. 
1CH.23.28	„Ich povinnosťou bude pomáhať Áronovcom v službe Hospodinovho domu, dozerať na nádvoria, na komory, udržiavať čistotu všetkého svätého, dohliadať na bohoslužobné úkony v chráme, 
1CH.23.29	ďalej starať sa o predkladané chleby, o jemnú múku, o pokrmovú obetu, o nekvasené posúchy, o panvicu, o miesenie cesta a o rôzne duté a dĺžkové miery.
1CH.23.30	Každé ráno majú nastúpiť na oslavu a chválu Hospodina, podobne večer,
1CH.23.31	na každé prinášanie spaľovaných obiet pre Hospodina, a to cez soboty, na novmesiace a na sviatky v takom počte, ako to požaduje predpis o obetách. Majú ustavične slúžiť pred Hospodinom,
1CH.23.32	starať sa o službu v stane stretávania, ako i vo svätyni, a obsluhovať svojich bratov Áronovcov pri službe v Hospodinovom dome.“
1CH.24.1	Áronovi potomkovia mali svoje triedy. Áronovi synovia boli: Nadáb, Abihu, Eleazár a Itamár.
1CH.24.2	Nadáb a Abihu zomreli prv než ich otec. Keďže nemali synov, kňazskú službu prevzali: Eleazár a Itamár.
1CH.24.3	Spolu s Cadókom, Eleazárovým potomkom, a Achimelechom, Itamárovým potomkom, im Dávid rozdelil služobné úlohy.
1CH.24.4	U Eleazárovcov sa našlo viac vedúcich osôb než u Itamárovcov. Vyriešili to tak, že Eleazárovci dostali šestnásť a Itamárovci osem rodinných predákov. 
1CH.24.5	Týchto i tamtých podelili lósmi, pretože hodnostármi svätyne i hodnostármi Božími mali byť niektorí Eleazárovci a Itamárovci. 
1CH.24.6	Pisár Šemaja, syn Netaneela, z Léviho kmeňa, ich zapísal v prítomnosti kráľa a hodnostárov: kňaza Cadóka, Achimelecha, Ebjatárovho syna, i predákov kňazských a levitských rodín. Raz bola vylosovaná rodina z Eleazára, raz zase jedna z Itamára.
1CH.24.7	Prvý lós padol na Jojaríba, druhý na Jedaju, 
1CH.24.8	tretí na Charíma, štvrtý na Seoríma, 
1CH.24.9	piaty na Malkiju, šiesty na Mijjamína, 
1CH.24.10	siedmy na Kóca, ôsmy na Abiju,
1CH.24.11	deviaty na Ješúu, desiaty na Šechanju, 
1CH.24.12	jedenásty na Eljašíba, dvanásty na Jakíma, 
1CH.24.13	trinásty na Chuppu, štrnásty na Ješebába, 
1CH.24.14	pätnásty na Bilgu, šestnásty na Imméra, 
1CH.24.15	sedemnásty na Chezíra, osemnásty na Happiccéca, 
1CH.24.16	devätnásty na Petachju, dvadsiaty na Jechezkela, 
1CH.24.17	dvadsiaty prvý na Jachína, dvadsiaty druhý na Gamúla, 
1CH.24.18	dvadsiaty tretí na Delaju, dvadsiaty štvrtý na Maazju. 
1CH.24.19	To je ich služobné zaradenie na nástup do Hospodinovho domu podľa poriadku zavedeného ich praotcom Áronom podľa príkazu Hospodina, Boha Izraela.
1CH.24.20	Ostatní leviti: Z Amrámových synov: Šubael, zo synov Šubaela: Jechdeja.
1CH.24.21	Pokiaľ ide o Rechabju, z jeho synov bol predákom Jiššija.
1CH.24.22	Z Jishárovcov: Šelomót: zo synov Šelomóta: Jachat. 
1CH.24.23	Hebronovi synovia: Jerija prvý, Amarja druhý, Jachazíel tretí, Jekamám štvrtý. 
1CH.24.24	Uzzíelov syn: Micha, zo synov Michu: Šamír. 
1CH.24.25	Bratom Michu bol Jiššija. Zo synov Jiššiju: Zecharja. 
1CH.24.26	Merariho synovia: Machli a Muši a synovia Jaaziju, jeho syna. 
1CH.24.27	Merariho synovia po synovi Jaazijovi: Šoham, Zakkúr a Ibri. 
1CH.24.28	Z Machliho: Eleazár, ktorý nemal synov. 
1CH.24.29	Pokiaľ ide o Kíša, jeho synom bol Jerachmeel. 
1CH.24.30	Mušiho synovia: Machli, Éder a Jerimót. To sú leviti podľa svojich rodín. 
1CH.24.31	Aj oni losovali spolu so svojimi bratmi Áronovcami v prítomnosti kráľa Dávida, Cadóka, Achimelecha a predákov kňazských a levitských rodín, a to popredné rodiny rovnako, ako aj ich menej významní bratia.
1CH.25.1	Dávid s vedúcimi služby vyčlenil na zvláštnu úlohu niektorých Asáfovcov, Hemánovcov a Jedutúnovcov, ktorí za sprievodu citár, hárf a cimbalov prorokovali. Zoznam mužov, vykonávajúcich túto službu:
1CH.25.2	z Asáfovcov: Zakkúr, Jozef, Netanja, Asarela. Asáfovi synovia boli podriadení Asáfovi, ktorý na pokyn kráľa prorokoval. 
1CH.25.3	Z Jedutúna: jeho synovia boli: Gedalja, Ceri, Ješaja, Chašabja a Mattitja, šiesti. Podliehali svojmu otcovi Jedutúnovi, ktorý prorokoval za sprievodu citary na chválu a oslavu Hospodina. 
1CH.25.4	Z Hemána: jeho synovia boli: Bukkija, Mattanja, Uzzíel, Šebuel, Jerimót, Chananja, Chanani, Elíata, Giddalti, Romamti-Ezer, Jošbekaša, Mallóti, Hotír, Machaziót. 
1CH.25.5	Tí všetci boli synovia kráľovho vidca Hemána, aby podľa Božieho slova zvelebovali jeho moc. Boh dal Hemánovi štrnásť synov a tri dcéry.
1CH.25.6	Všetci títo vystupovali pod vedením svojho otca pri speve v Hospodinovom dome za sprievodu cimbalov, hárf a citár, pri chrámovej bohoslužbe z poverenia kráľa. Toľko o Asáfovi, Jedutúnovi a Hemánovi. 
1CH.25.7	Ich počet spolu s ich bratmi, školenými spevákmi na počesť Hospodina, vykazoval dvestoosemdesiatosem. 
1CH.25.8	O poradie služby losovali, a to začiatočník i skúsený, majster i žiak.
1CH.25.9	Prvý lós vyšiel na Asáfovca Jozefa, na neho, na jeho synov a bratov, na dvanástich.
1CH.25.9	Druhý na Gedalju, na neho, na jeho bratov a synov, na dvanástich.
1CH.25.10	Tretí na Zakkúra, na jeho synov a bratov, na dvanástich.
1CH.25.11	Štvrtý na Jicriho, na jeho synov a bratov, na dvanástich.
1CH.25.12	Piaty na Netanju, na jeho synov a bratov, na dvanástich.
1CH.25.13	Šiesty na Bukkiju, na jeho synov a bratov, na dvanástich.
1CH.25.14	Siedmy na Jesarelu, na jeho synov a bratov, na dvanástich.
1CH.25.15	Ôsmy na Ješaju, na jeho synov a bratov, na dvanástich.
1CH.25.16	Deviaty na Mattanju, na jeho synov a bratov, na dvanástich.
1CH.25.17	Desiaty na Šimeiho, na jeho synov a bratov, na dvanástich.
1CH.25.18	Jedenásty na Azarela, na jeho synov a bratov, na dvanástich.
1CH.25.19	Dvanásty na Chašabju, na jeho synov a bratov, na dvanástich.
1CH.25.20	Trinásty na Šubaela, na jeho synov a bratov, na dvanástich.
1CH.25.21	Štrnásty na Mattitju, na jeho synov a bratov, na dvanástich.
1CH.25.22	Pätnásty na Jeremóta, na jeho synov a bratov, na dvanástich.
1CH.25.23	Šestnásty na Chananju, na jeho synov a bratov, na dvanástich.
1CH.25.24	Sedemnásty na Jošbekašu, na jeho synov a bratov, na dvanástich.
1CH.25.25	Osemnásty na Chananiho, na jeho synov a bratov, na dvanástich.
1CH.25.26	Devätnásty na Mallótiho, na jeho synov a bratov, na dvanástich.
1CH.25.27	Dvadsiaty na Elíatu, na jeho synov a bratov, na dvanástich.
1CH.25.28	Dvadsiaty prvý na Hotíra, na jeho synov a bratov, na dvanástich.
1CH.25.29	Dvadsiaty druhý na Giddaltiho, na jeho synov a bratov, na dvanástich.
1CH.25.30	Dvadsiaty tretí na Machazióta, na jeho synov a bratov, na dvanástich.
1CH.25.31	Dvadsiaty štvrtý na Romamti-Ezera, na jeho synov a bratov, na dvanástich.
1CH.26.1	K oddielom vrátnikov patrili: z Korachovcov: Asáfovec Mešelemja, Koreho syn.
1CH.26.2	Synovia Mešelemju boli: prvorodený Zecharja, druhý Jedíael, tretí Zebadja, štvrtý Jatníel,
1CH.26.3	piaty Elám, šiesty Jochanán, siedmy Eljehoenaj. 
1CH.26.4	Synovia Obéd-Edóma: prvorodený Šemaja, druhý Jozabád, tretí Joách, štvrtý Sachár, piaty Netaneel,
1CH.26.5	šiesty Ammíel, siedmy Jissachár, ôsmy Peulletaj; Boh ho totiž požehnal.
1CH.26.6	Jeho synovi Šemajovi sa narodili synovia, ktorí zaujali vedúce postavenie v rodinách, lebo to boli udatní hrdinovia. 
1CH.26.7	Šemajovi synovia: Otni, Refael, Obéd, Elzabád a jeho bratia Elihu a Semachja, boli to udatní muži. 
1CH.26.8	Tí všetci pochádzali z Obéd-Edómčanov. Oni sami aj ich synovia a bratia boli udatní muži, schopní služby. Bolo ich šesťdesiatdva Obéd-Edómčanov. 
1CH.26.9	Mešelemja mal osemnásť udatných synov a bratov. 
1CH.26.10	Merariovec Chosa mal syna Šimriho, predáka, hoci nebol prvorodený, otec ho dosadil za predáka,
1CH.26.11	Chilkiju druhého, Tebalju tretieho, Zecharju štvrtého. Všetkých Chosových synov a bratov bolo trinásť.
1CH.26.12	Tieto oddiely vrátnikov, predáci mužstva, ako aj ich bratia, mali povinnosť konať strážnu službu v Hospodinovom dome. 
1CH.26.13	O každú bránu sa losovalo po rodinách, či bola málo, alebo veľmi početná.
1CH.26.14	Lós o východnú bránu pripadol Šelemjovi. Keď losovali, Zecharjovi, jeho synovi a múdremu poradcovi, pripadla lósom severná brána, 
1CH.26.15	Obéd-Edómovi južná brána a jeho synom skladisko, 
1CH.26.16	Šuppímovi a Chosovi západná brána Šallechet, odkiaľ vystupuje cesta nahor. Stráž stála vedľa stráže. 
1CH.26.17	Na východnej strane bolo šesť levitov, na severnej strane denne štyria, na južnej denne štyria, pri skladisku dvaja, 
1CH.26.18	pri Parbare
1CH.26.19	To boli oddiely vrátnikov, zostavené z Korachovcov a Merariovcov.
1CH.26.20	Ich bratia leviti spravovali zásoby Božieho domu a zasvätené poklady.
1CH.26.21	Potomkovia Geršónovca Ladána, predáci Ladánových rodín, sú Jechíelovci.
1CH.26.22	Synovia Jechíelovcov Zetám a jeho brat Joel spravovali poklady Hospodinovho domu.
1CH.26.23	Amrámovcom, Jishárovcom, Chebrónovcom a Uzzíelovcom 
1CH.26.24	bol predstavený nad pokladmi Šebuel, Geršómov syn, Mojžišov vnuk.
1CH.26.25	Jeho brat Eliezer mal synov: Rechabju, Ješaju, Joráma, Zichriho a Šelomóta.
1CH.26.26	Ten Šelomót a jeho bratia spravovali všetky zasvätené poklady, ktoré zasvätili kráľ Dávid, predáci rodín, tisícnici, stotníci a iní velitelia vojska.
1CH.26.27	Čo pochádzalo z vojnovej koristi, to zasvätili pre údržbu Hospodinovho domu. 
1CH.26.28	Všetko, čo zasvätil videc Samuel, Kíšov syn Šaul, Nérov syn Abnér a Cerujin syn Joáb, každý zasvätený dar spravoval Šelomót s bratmi. 
1CH.26.29	Jishárovci, Konanja a jeho synovia, boli určení na mimochrámovú činnosť v Izraeli, a to ako úradníci a sudcovia.
1CH.26.30	Chebrónovci, Chašabja a jeho bratia, tisícsedemsto udatných mužov, zodpovedali za správu Izraela na západ od Jordánu, za všetky záležitosti Hospodina a za službu kráľovi.
1CH.26.31	Chebrónovci: predákom ich rodov a rodín bol Jerija. V štyridsiatom roku Dávidovej vlády pri ich previerke sa zistilo, že sú medzi nimi v gileádskom Jazére udatní hrdinovia.
1CH.26.32	Mal bratov, dvetisícsedemsto udatných rodinných predákov. Tých ustanovil kráľ Dávid nad Rúbenovcami, Gádovcami a polovicou kmeňa Menaššeovcov vo všetkých veciach Božích a kráľovských.
1CH.27.1	Izraeliti podľa svojho počtu, rodinní predáci, tisícnici, stotníci a úradníci, ktorí slúžili kráľovi v rôznych záležitostiach oddielov, ktoré sa striedali každý mesiac, po všetky mesiace roka. Každý taký oddiel mal dvadsaťštyritisíc mužov.
1CH.27.2	Prvému oddielu v prvom mesiaci velil Jašobám, Zabdíelov syn. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov. 
1CH.27.3	Patril k Perecovcom a bol hlavným veliteľom všetkých vojsk v prvom mesiaci.
1CH.27.4	Nad oddielom druhého mesiaca bol Achóachovec Dodaj, ale vojvodcom oddielu bol Miklót. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.5	Veliteľom tretieho oddielu v treťom mesiaci bol Benaja, syn hlavného kňaza Jojadu. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.6	Tento Benaja patril ku skupine tridsiatich hrdinov a stal sa zároveň ich veliteľom. Oddielu však velil jeho syn Ammizabád. 
1CH.27.7	Štvrtým veliteľom na štvrtý mesiac bol Asael, Joábov brat, a po ňom jeho syn Zebadja. Jeho oddiel mal dvadsaťštyritisíc mužov.
1CH.27.8	Piatym veliteľom na piaty mesiac bol Jizrachovec Šamhút. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov. 
1CH.27.9	Šiestym na šiesty mesiac bol Ira, syn Tekóančana Ikkéša. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.10	Siedmym na siedmy mesiac bol Pelóňan Chelec z Efrajimovcov. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.11	Ôsmym na ôsmy mesiac bol Zerachovec Sibbechaj z Chuše. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.12	Deviatym na deviaty mesiac bol Anatóťan Abíezer z Benjamínovcov. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.13	Desiatym na desiaty mesiac bol Zerachovec Mahraj z Netofy. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.14	Jedenástym na jedenásty mesiac bol Piratónčan Benaja z Efrajimovcov. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.15	Dvanástym na dvanásty mesiac bol Netofan Cheldaj z Otníela. Na jeho oddiel pripadalo dvadsaťštyritisíc mužov.
1CH.27.16	Velenie izraelských kmeňov: Rúbenovcom velil knieža Eliezer, Zichriho syn, Šimeónovcom Šefatja, syn Maachu, 
1CH.27.17	Léviovcom Chašabja, Kemuelov syn, Áronovcom Cadók,
1CH.27.18	Júdovcom Elihu z Dávidových bratov, Jissachárovcom Omri, Michaelov syn, 
1CH.27.19	Zebulúnovcom Jišmaja, Obadjov syn, Naftaliovcom Jerimót, Azríelov syn, 
1CH.27.20	Efrajimovcom Hošea, Azazjov syn, západnej časti kmeňa Menašše Joel, Pedajov syn, 
1CH.27.21	gileádskej časti Menaššeho Jiddo, Zecharjov syn, Benjamínovcom Jaasíel, Abnérov syn, 
1CH.27.22	Dánovcom Azarel, Jerochámov syn. To boli náčelníci izraelských kmeňov.
1CH.27.23	Dávid neuviedol do zoznamu dvadsaťročné a mladšie osoby, lebo Hospodin sľúbil, že rozmnoží Izrael a bude ho ako hviezd na nebi.
1CH.27.24	Joáb, Cerujin syn, aj začal so sčítaním, ale ho nedokončil, lebo Izrael preň zastihol Boží hnev. Tak sa jeho výsledok ani nedostal do Kroniky kráľa Dávida.
1CH.27.25	Kráľovské poklady spravoval Azmávet, Adíelov syn, zásoby na poli, v mestách, na vidieku a vo vežiach Jonatán, Uzzijov syn. 
1CH.27.26	Poľnohospodárskych robotníkov pri obrábaní pôdy riadil Ezri, Kelúbov syn. 
1CH.27.27	Vinice spravoval Šimei z Rámy a zásoby vína vo viniciach Šefámčan Zabdi. 
1CH.27.28	Za olivy a divé figovníky zodpovedal na Nížine Gederčan Baal-Chanán, za zásoby oleja Joáš, 
1CH.27.29	za hovädzí dobytok, ktorý sa pásol na Šaróne, Šarónčan Šitraj, za dobytok v údoliach Adlajov syn Šafát. 
1CH.27.30	Ťavy mal na starosti Izmaelita Obíl, oslice Meronoťan Jechdeja. 
1CH.27.31	Na drobné stáda dozeral Hagrijec Jazíz. Tí všetci boli správcami majetku kráľa Dávida.
1CH.27.32	Dávidov strýko Jonatán, vzdelaný muž, bol poradcom a pisárom. Spolu s Jechíelom, Chachmoniho synom, vychovávali kráľových synov. 
1CH.27.33	Achitofel bol kráľovým poradcom, Arkíjec Chušaj kráľovým priateľom.
1CH.27.34	Po Achitofelovi nasledovali: Benajov syn Jojada a Ebjatár. Veliteľom kráľovho vojska bol Joáb.
1CH.28.1	Dávid zhromaždil do Jeruzalema všetkých izraelských hodnostárov: kmeňových náčelníkov a veliteľov oddielov, ktorí slúžili kráľovi, ďalej tisícnikov, stotníkov, správcov celého majetku i kráľovho stáda i jeho synov, dvoranov, hrdinov a všetkých udatných bojovníkov. 
1CH.28.2	Kráľ Dávid vstal a povedal: „Bratia moji a ľud môj, vypočujte ma! Sám som pomýšľal postaviť príbytok pre archu Hospodinovej zmluvy ako podnož nášho Boha a vykonal som prípravy na stavbu.
1CH.28.3	Boh mi však povedal: ‚Ty nemôžeš postaviť dom môjmu menu, lebo si ako bojovník prelial krv.‘
1CH.28.4	Hospodin, Boh Izraela, si z celej rodiny vyvolil mňa, aby som sa natrvalo stal kráľom nad Izraelom. Júdu si vyvolil za vojvodcu, v Júdovom dome zas moju rodinu a spomedzi mojich súrodencov sa mu zapáčilo mňa ustanoviť kráľom nad celým Izraelom.
