GEN.1.1	Vowambeela Mulugu ahipaddusa odhulu ni elabo ya vati. 
JHN.8.48	Amohi mwa aZhudewu ale yahimwaakulaga Yesu, wiira: <<Dhinawogiihu kahuwo ebaribari, neeraga wi oli muSamariya ohuhiddiwa ni muneba wootakala?>> 
JHN.8.49	Yesu ahawaakulaga, wiira: <<Miyo kagihiddiwe ni muneba wootakala. Ginowariiha Ababa, vano nyo munogivevusa. 
JHN.8.50	Miyo kagineesayelela meenka oriihiwa. Ohukalawo mmohi onagisayelela oriihiwa, oliye dili namathonga oogomihedha a dhaatedhene. 
JHN.8.51	Ebaribareene, ebaribareene ginowuwaaddelani wi muthu oneewelela madhu aaga, kadha akwa>>. 
JHN.8.52	AZhudewu ale yahimwaaddelaga, wiira: <<Vano nihinona we ohuhiddiwa ni muneba wootakala. Abarahamu ohukwa, anamavuhulela aatene ehikwa, we oni: <Muthu eewelela madhu aaga kadha akwa>. 
JHN.8.53	We ohumukwaranya babiihu Abarahamu? Oliye ohukwa wona teto anamavuhulela ehikwa. Ki we onoobuwelela wi oli aani?>>
JHN.8.54	Yesu ahawaakulaga, wiira: <<Akala ginowiriiha meenka, nriiho naaga theebeweene. Ohukalawo onagiriiha, eli aBaba, ayene nyo munawiriinyu di Mulugu eenyu. 
JHN.8.55	Nyo kamwaanonile, mbwenye miyo gihaanona, vowi gaheerege kagaanonile gaakale namaratha wona nyo. Mbwenye gihaanona teto ginowiiwelela madhu eewa. 
JHN.8.56	Babiinyu Abarahamu ahiteyela wi oone nlabo naaga. Ahoona ebaribareene nigafiyile, ahihagalala>>. 
JHN.8.57	Vevale aZhudewu ale yahimukohaga, wiira: <<Yaaka dhaawo kadhinaakwane makumi matanu (50), omoonile addi Abarahamu?>> 
JHN.8.58	Yesu ahawaakulaga, wiira: <<Ebaribareene, ebaribareene ginowuwaaddelani wi Abarahamu ahinabaliwe, Miyo Gili>>. 
JHN.8.59	Vevale aZhudewu ale yahaaddoddaga mabwe wi emvonyena. Mbwenye Yesu ahiipitaga nuwindo okuma mu nyuba ya Mulugu.
JHN.9.1	Yesu eeddaga, ahimoonaga muthu oohoona woobaliwana. 
JHN.9.2	Anamasuuza aaye yahimukohaga, wiira: <<Namasuuziha, othegile baani wi muthu ola abaliwe ahoonaga? Othegile di oliye naari ababiinya?>> 
JHN.9.3	Yesu ahawaakulaga, wiira: <<Kahuwo wi oliye dithegile naari ababiinya. Mbwenye obaliwe oohoona wi Mulugu oonihe owodha wa mabasa aaye, mwa nde dhineereye mwa oliye. 
JHN.9.4	Veva viliiwa mutana enofuneya nihiddege mabasa a ole ogirumile. Mahiyu enoodha muthu vihinaakwanihigiiye ohidda mabasa. 
JHN.9.5	Viliimi elabo ya vati vano, gili waara wowaamoneya athu aatene>>. 
JHN.9.6	Yesu agawogile dhedho, ahitaperaga mare vati okanddana theya, odholiha maddoguya mmeentoni mwa muthu oohoona ole, 
JHN.9.7	omwaaddela, wiira: <<Dhowa wasuusule onthiyani na Silowe>>.
JHN.9.8	Vano amwaaddamani aaye ni amohi yamoonesa wale aloba-lobaga, yahiiraga: <<Ola kahuwo olene akaraatesa alobaga?>> 
JHN.9.9	Amohi yoorumeedhaga, yiiraga: <<Di oliyeene>>. Amohiwa yowiiraga: <<Eehi, onooliganana>>. Mbwenye mwiinyeene ahiiraga: <<Ee, di miyeene>>. 
JHN.9.10	Aliwa yahimukohaga, wiira: <<Ki meento aawo efuguwe addi?>> 
JHN.9.11	Oliye ahaakulaga, wiira: <<Muthu oneeriwa Yesu dikanddile theya ni mare, odholiha maddoguya mmeentoni mwaaga. Ogaaddela, wiira: <Dhowa, wasuusule onthiyani na oSilowe>. Miyo odhowa osuusula, vano ginowoona>>. 
JHN.9.12	Athu ayo yahimukohaga, wiira: <<Muthu oyo oli wuuvi?>> Oliye wiira: <<Kaginonilewo>>.
JHN.9.13	Anamwinji yahimuthukulelaga mulobwana aali oohoona ole wa aFarizi. 
JHN.9.14	Naaligi nlabo na sabuddu Yesu nakanddiligiiye theya ni mare amuyilihana muthu ahoona ole. 
JHN.9.15	Vano aFarizi naaliweene teto yahimukohaga muthu ole, wiira: <<We, woonile addi?>> Oliye ahawaaddelaga, wiira: <<Agidholihile maddogu mmeentoni mwaaga, miyo odhowa osuusula, vano ginowoona>>. 
JHN.9.16	AFarizi amohi yahiiraga: <<Mulobwana oyo kahuwo ookumela wa Mulugu, mwaha wi kanahariha nlamulo nnawoga dha sabuddu>>. Mbwenye amohiwa yowiiraga: <<Dhinowaandeya namathega wiirana dhitoonyihedho dhowindo?>> Mowindo vahikalaga ogawanyeya.
JHN.9.17	Vano aFarizi yahiwelelaga omukoha muthu aali oohoona ole, wiira: <<Ki weevo oneera avi dha oliye, vuwoonihiliiye?>> Muthu ole ahaakulaga, wiira: <<Oliye di namavuhulela>>. 
JHN.9.18	Mbwenye apogo a aZhudewu kayaroromele wi muthu ole wale koona, dhiinova onowoona, yahifiyedhaga wawiithaniha ababiinya. 
JHN.9.19	Vano yahaakohaga, wiira: <<Nyo, mwiire ola di mwaaninyu? Obaliwe ahoonaga? Ki dhiireyile avi wi vano oonege?>> 
JHN.9.20	Ababiinya yahaakulaga, wiira: <<Enoniliihu sowi ola di mwaanihu, obaliwe ahoonaga. 
JHN.9.21	Mbwenye kannonile dhiireyile wi dhiinova oonege naari omuyilihile. Mmukohe mwiinya, oliye di pogweene, onowaanda owoga yeeka>>. 
JHN.9.22	Ababiinya yawogelege ndo mwaha wi yawoovaga apogo a aZhudewu. Vowi aliwa yahipanganela wi akalawo muthu onaakulele wi Yesu dili Kirixtu aroromelihiwe, emwiigare mu nyuba ya matugumano. 
JHN.9.23	Mwahaya buuyene ababiinya yawogeligiiwa, yiira: <<Di pogweene, mmukohege mwiinya>>.
JHN.9.24	Vevo apogo a aZhudewu yahimwiithanaga dila ya nabiili muthu aali oohoona ole, omwaaddela, wiira: <<Omoove Mulugu,
JHN.9.25	Oliye ahawaakulaga, wiira: <<Miyo kaginonile akala oliye namathega. Enoniliimi sowi wale kagoona, dhiinova ginowoona>>. 
JHN.9.26	Aliwa yahimukohaga, wiira: <<Oliye owiirilena avi oofugulaga meento?>> 
JHN.9.27	Oliye ahawaakulaga, wiira: <<Guhuwaaddelani wale, nyo kamunarumeedha. Ki munafunela ddi wiiwa dila biili-biili? Ninyeene teto munafuna mukale anamasuuza aaye?>> 
JHN.9.28	Vevale aliwa yahimuruwanaga, wiira: <<Namasuuza aaye di we. Hiyo nili anamasuuza a Mozezi. 
JHN.9.29	Nihinona wi Mulugu ahiwoga ni Mozezi. Mbwenye dha mulobwana ola, kannonile odheeliiye>>. 
JHN.9.30	Muthu ole ahawaakulaga, wiira: <<Vinatikiniha fivevo: Nyo kamunonilewo odheeliiye, naari ndo ohuyiliha meento aaga. 
JHN.9.31	Nihinona wi Mulugu kanawiiwa anamathega, mbwenye oliye onamwiiwa ole onamuriiha, eeragana ofuna waaye. 
JHN.9.32	Okuma omapaddusiwelo wa elabo, kanneewege wi ohukalawo amoonihilege muthu abaliwe ahoonaga. 
JHN.9.33	Mulobwana ole aheere ahikumela wa Mulugu, kaandege wiirana yego>>. 
JHN.9.34	Aliwa yahimwaakulaga, wiira: <<We wabaliwe mudhoothegani. Onafuna onisuuzihege?>> Egawogile ndo yahimwiigaragavo.
JHN.9.35	Yesu ageewile wi apogo a aZhudewu ehimwiigara muthu ole mu nyuba ya matugumano, agamfwanyile, ahimukohaga, wiira: <<We onomuroromela Mwaana a Muthu?>> 
JHN.9.36	Oliye ahimwaakulaga, wiira: <<Nabwiyani, Mwaana a Muthu oyo onamuwogiinyu baani wi gimuroromele?>> 
JHN.9.37	Yesu ahimwaaddelaga, wiira: <<Ohumoona. Mwaana a Muthu di oyene onawoga ni we>>. 
JHN.9.38	Oliye ahimwaakulaga, wiira: <<Nabwiyani, ginororomela>>. Ageere ndo, ahikokoraga omweebedha Yesu.
JHN.9.39	Yesu ahiiraga: <<Gidheele wi gaathonge athu aatene a elabo ela, oohoona gawoonihege, vano owoona gihawoonihege>>. 
JHN.9.40	AFarizi amohi yaaligi vakukuuve ni oliye, egeewile dhedhi yahimukohaga, wiira: <<Sowi onawoga wi nihiyeene nili oohoona?>> 
JHN.9.41	Yesu ahiiraga: <<Mwahaakale oohoona, kamwakanne muladdu. Mbwenye munawoga wi: <Nnowoona>, muladdu weenyu ohukalawoove>>.
JHN.10.1	Yesu ahiiraga: <<Ebaribareene, ebaribareene ginowuwaaddelani wi ole ohunavolowela vamulago va nikola na mabila, agwelela cinga epaddi emoheene, oyo mbava, namapa. 
JHN.10.2	Ole onavolowela vamulago dili makambuzi mwiinya a mabilaya. 
JHN.10.3	Oliye amuruma namaang'anela ofugula mulago, onowiithana ndina na kadda nibila teto onowaasogolela waadhowana ode, mwaha wi mabila ale ehinona ndhu naaye. 
JHN.10.4	Aakumiha mabila ale maatene, onosogola mabilaya omuharaga, vowi ehinona ndhu naaye. 
JHN.10.5	Ohumunoniliisu kinamuhara, mwaha wi kinonile ndhu na muthu ole>>.
JHN.10.6	Yesu ahaawogelaga musibe ola mbwenye aliwa kayeewelelegemo dhawaaddeligiiye.
JHN.10.7	Vano Yesu ahawaaddelaga dila ya nabiili, wiira: <<Ebaribareene, ebaribareene ginowuwaaddelani wi miyo gili mulago vinavolowela mabila. 
JHN.10.8	Aatene yadhiile miyo gihinadhe, ambava, anamapa, mabilaya kayawiiwelele. 
JHN.10.9	Miyo gili mulago. Ole onavolowela wa miyo onoodha avulumuwe. Onoodha avolowe, akume, afwanye thongwe. 
JHN.10.10	Mbava onadheela wiiya, opa ni obwanyula. Vano miyo gidheele waavaha egumi, egumiya yowaakwanela.
JHN.10.11	<<Miyo gili makambuzi apama. Makambuzi apama onoveleela egumi yaaye mwaha wa mabila aaye. 
JHN.10.12	Namalaba kahuwo makambuzi oli mwiinya a mabila. Mowindo oona miiji dhidhaaga onowaahiya mabilaya othawa, vano miiji ndo dhinowaahiddavo mabila mamohi, mamohiiwa enomwadheya. 
JHN.10.13	Namalaba onoothawa mwaha wi onaharavo oliveliwa baahi, kanapwatha dha mabilaya. 
JHN.10.14	Miyo gili makambuzi apama. Mabila aaga gihaanona teto aliwa ehiginona 
JHN.10.15	wona Baabi muginoneliiye, miyo teto gihimunona Baabi. Mwa eyo ginoveleela egumi yaaga wa mabila aaga. 
JHN.10.16	Gihikanna mabila mamohi ehili a nikola nddi. Ayene enofwaneelela waasogolela. Enoodha yiiwe ndhu naaga teto enoodha ekale a nikola nimohive vano ekalena makambuzi mmohi baahi.
JHN.10.17	<<Baabi munagidhiveleliiye, sowi ginoveleela egumi yaaga wi gidhe gikalena egumiya dila biili. 
JHN.10.18	Kalivo muthu onaagaake egumi yaaga ela, ginoveleela meenka. Gihikanna owodha wooveleela egumi yaaga teto owodha wookalana egumiya dila biili. Olamula wula gaakelile wa aBaba>>.
JHN.10.19	Mulogo wa aZhudewu ogeewile ndo, wahiwelela ogawanyeya. 
JHN.10.20	Ajinji mwa aliwa yowiiraga: <<Ohukanna muneba wootakala, ohusavuwa. Mwaha bwaddi munamvuruwaniinyu?>> 
JHN.10.21	Mbwenye amohi yowiiraga: <<Madhu alena kahuwo a muthu oohiddiwa ni muneba wootakala. Mineba dhootakala dhinowaanda ofugula meento a aliba ohoona?>>
JHN.10.22	OZheruzalemi wahikalaga othabela wooveleeliwa Nyuba ya Mulugu. Waaligi mudhidhi wooddiddila. 
JHN.10.23	Yesu aaligi nyuba ya Mulugu mukodde mweeriwa Nikodde na Salomawu. 
JHN.10.24	Apogo a aZhudewu yahimwaapeelelaga, omukoha, wiira: <<Wuwaanganyedha weehu onaamale alini? Akala oli Kirixtu ole aroromelihiwe, onaaddele mowiiweya>>. 
JHN.10.25	Yesu ahawaakulaga, wiira: <<Guhuwaaddelani wale, mbwenye kamunaroromela. Mabasa ginawiiriimina mu ndina na aBaba, baayene enagiirela onamoona. 
JHN.10.26	Nyo kamunaroromela mwaha wi kamuli a nikola naaga. 
JHN.10.27	Mabila aaga enowiiwa ndhu naaga. Miyo gihaanona, aliwa enogihara. 
JHN.10.28	Ginowaavaha egumi yoohumala teto kidha erimeela. Kavili muthu onagaake mmadani mwaaga. 
JHN.10.29	ABaba egivahile mabila ayo enowaakwaranya athu aatene, kalivo onaande wawaaka mmadani mweewa. 
JHN.10.30	Miyo ni Baabi nili mmohi baahi>>.
JHN.10.31	AZhudewu ale yahiddoddaga mabwe wi emvonyena dila ya nabiili. 
JHN.10.32	Yesu ahaakohaga, wiira: <<Guhuwoonihani mabasa apama majinji Baabi yagirumiliiye wiirana. Ki mwa mabasa alena enafuneliinyu ogivonyela ni mabwe baavi?>> 
JHN.10.33	AZhudewu ale yahimwaakulaga, wiira: <<Kannafuna wuuvonya ni mabwe mwaha wa mabasa apama, eehi, mbwenye mwaha woomunyemula Mulugu. We oli muthu bure, onowiyiira Mulugu>>. 
JHN.10.34	Yesu ahawaakulaga, wiira: <<MMalamuloni mweenyu kamulebiwe wi Mulugu ahiira: <Nyo muli amilugu>?
JHN.10.35	Maleba Ootaleleya yaawogiliiye kidha ethimihiwa. Akala Maleba mamohive ayene enowawiira amilugu ale yarumihedhiwe Madhu a Mulugu, 
JHN.10.36	ki giwoge ddi dha ole Baabi ompelekiliiye amuruma mwiilaboni? Vano munagisumelela ddi mwiiraga ginonyemula mwaha wi gihiira: <Gili Mwaana a Mulugu>? 
JHN.10.37	Akala kagineerana mabasa aBaba egivahiliiwa, kamugiroromele. 
JHN.10.38	Mbwenye akala ginowiirana mabasa ayo mwa ebaribari, roromelani, naari miyo muhugiroromelaga. Vano muneere onona moohaanganyedha wi Baabi oli mwa miyo teto miyo gili mwa Baabi>>.
JHN.10.39	Vevale aZhudewu ale yahixixaga wi emwihidde Yesu dila emohiwa, mbwenye oliye ahaathawaga.
JHN.10.40	Vano ahiwelelaga kobela ya mwihinje Zhordawu, mburo Zhuwawu wabathizesiiye vowambeela, okala wewo. 
JHN.10.41	Athu ajinji yoofiya wa oliye, owogaga, yiiraga: <<Zhuwawu keerilena etoonyihedho naari emohi, mbwenye dhaatedhene dhawogiiye dha muthu ola seebaribari>>. 
JHN.10.42	Vevale athu ajinji yahimuroromela Yesu.
JHN.11.1	Vahikala muthu mmohi, ndina naaye Lazaro, oyene abulela. Aali a nluwa na oBetaniya, owaniwa Mariya ni ddibile Maarata. 
JHN.11.2	Mariya oyo di ole amukuthulele makura oonukwela Nabwiya manyalo aaye,
JHN.11.3	Vano arogoriye ale yahirumihaga muselu wa Yesu omwaaddela, wiira: <<Nabwiya, ole onamudhiveliinyu muredda>>. 
JHN.11.4	Yesu veewiligiiye dhedho, ahiiraga: <<Oredda oyo kahuwo wookwana, mbwenye dhiireyile wi Mulugu athithimihiwe teto wi Mwaana a Mulugu athithimihiwe mwaha wa oredda oyo>>.
JHN.11.5	Yesu oomudhivela Maarata ni ddibile Mariya ni Lazaro. 
JHN.11.6	Naari ndo Yesu veewiligiiye dha oredda oyo, ahivireliwa malabo meenddi vamburoni vaaligiiye. 
JHN.11.7	Vevale ahawaaddelaga anamasuuza aaye, wiira: <<Ndoweni niwelele oZhudeya>>. 
JHN.11.8	Anamasuuza aaye yahiiraga: <<Namasuuziha, dhiinoveva apogo a aZhudewu yoofuna wuuvonyani ni mabwe, vano munafuna muwelele wewo?>> 
JHN.11.9	Yesu ahawaakulaga, wiira: <<Mutana kwinna mawora kumi ni meenddi? Muthu oli aatene oneedda mutana, kanakwakwathuwa, mwaha wi onowoona waara wa elabo ela. 
JHN.11.10	Mbwenye oneedda mahiyu, onokwakwathuwa mwaha wi mwa oliye kamuli waara>>.
JHN.11.11	Ageere ndo ahawaaddelaga, wiira: <<Lazaro, owaandanana eehu, ohugona, mbwenye ginadhowa wewo gamvenyihe>>. 
JHN.11.12	Vevale anamasuuza aaye yahimwaakulaga, wiira: <<Nabwiya, akala onoogona, oneere ovulumuwa>>. 
JHN.11.13	(Aliwa yoobuwelaga wi Yesu awoga dha kove bure, mbwenye awogaga dha okwa wa Lazaro.) 
JHN.11.14	Vano Yesu ahawaaddelaga mowiiweya, wiira: <<Lazaro ohukwa. 
JHN.11.15	Mbwenye miyo ginohagalala mwaha wi kagaali wewo, wi muroromele. Dhiinova ndoweni wewo namoone>>. 
JHN.11.16	Vevale Tome, eethaniwa Ddiddimu,
JHN.11.17	Yesu agafiyile oBetaniya, amfwanyilege Lazaro agalogohiwe egavirile malabo mannayi. 
JHN.11.18	(Betaniya alapelane ni Zheruzalemi vakukuuve makilomeeturu maraaru. 
JHN.11.19	Mwaha wowaaddamana wula, aZhudewu ajinji yahidhowaga wa Maarata ni Mariya wi yaatodole mwaha wa okwa wa murogoriwa.)
JHN.11.20	Vevale Maarata ahiiwaga wi Yesu onoodha, ahidhowaga omwaakela, mbwenye Mariya ahihalaga vaade. 
JHN.11.21	Maarata ahimwaaddelaga Yesu, wiira: <<Nabwiya, mwahaakale wewuno, murogoraga kaakwe. 
JHN.11.22	Mbwenye gihinona wi naari dhiinoveva, dhaatedhene dhinaamulobigiinyu Mulugu, oliye oneere wuuvani>>. 
JHN.11.23	Yesu ahimwaaddelaga, wiira: <<Murogoriyo oneere ovenya muukwani>>. 
JHN.11.24	Maarata ahiiraga: <<Gihinona wi onoodha avenyihiwe muukwani, athu aatene yadha evenyihiwaga muukwani va nlabo noomariha>>. 
JHN.11.25	Yesu ahimwaaddelaga, wiira: <<Miyo gili ovenya muukwani ni egumi. Ole onagiroromela, naari akwe, onoodha akalewo. 
JHN.11.26	Oli aatene oliwo agiroromelaga, kadha akwa. We onororomela dhedhi?>> 
JHN.11.27	Oliye ahimwaakulaga, wiira: <<Ee, Nabwiya, goororomela, ginororomelave wi nyo muli Kirixtu aroromelihiwe, Mwaana a Mulugu, oyene aadhe mwiilaboni ya vati>>.
JHN.11.28	Maarata agawogile dhedhi, ahimwiithanelaga vowihivale ddibile Mariya, omwaaddela, wiira: <<Namasuuziha ohufiya, onowuwiithana>>. 
JHN.11.29	Mariya ageewile madhu ala, ahivenyaga mowaaguva, odhowa vaaligi Yesu. 
JHN.11.30	Yesu aaligi ahinafiye muluwani mule, mbwenye eemelilege vamburoni vagumaniligiiye ni Maarata. 
JHN.11.31	AZhudewu yaaligi mba emutodolaga Mariya, egamoonile wi ohuvenya mowaaguva akuma, yahimuharaga. Yoobuwelaga wi onadhowa omasiye anddege.
JHN.11.32	Mariya ahidhowaga vaaligi Yesu, agamoonile, ahitongwelaga vamanyaloni a Yesu, wiira: <<Nabwiya, mwahaakale wewuno, murogoraga kaakwe>>. 
JHN.11.33	Yesu agamoonile Mariya anddaga teto aZhudewu yaadhiligiiyena yiinddaga, ahikubanyaga vajinji teto ahukuuwaga mmurimani. 
JHN.11.34	Vevale Yesu ahaakohaga, wiira: <<Mmulogohile wuuvi?>> Aliwa yahiiraga: <<Nabwiya, ndoweni moonewo>>. 
JHN.11.35	Yesu ahunddaga. 
JHN.11.36	Vevale aZhudewu ale yahiiraga: <<Ee, ebaribareene oomudhivela>>. 
JHN.11.37	Mbwenye amohi vaari va aliwa yowiiraga: <<Muthu ola kahuwo olene amoonihile oohoona ole? Kaakwanihe ohiiha wi Lazaro ahikwe?>>
JHN.11.38	Yesu ahiwelelaga wukuuwa mmurimani, ofiya onsiyeni wule, naali nikungu nafugiwe vamavoloweloviwa ni nibwe nuulubale. 
JHN.11.39	Vano ahiiraga: <<Mvenyihevo nibwe nddo>>. Maarata, murogora a marafula ole, ahimwaaddelaga Yesu, wiira: <<Nabwiya, ohambeela onukwa, vowi ohulogelamo malabo mannayi>>. 
JHN.11.40	Yesu ahimwaakulaga, wiira: <<Kaguwaaddele wi waroromela onowoona nthithimiho na Mulugu?>> 
JHN.11.41	Vano athu yahivenyihagavo nibwe ndde. Yesu ahisugwaga odhulu, wiira: <<Babani, ginowuutamalelani mwaha wi muhugiiwa. 
JHN.11.42	Gihinona wi munogiiwa mudhidhi dhaatedhene. Mbwenye giwogele dhedhi mwaha wa anamwinji eli va yaande ororomela wi nyo digirumile>>. 
JHN.11.43	Ageere ndo ahimwiithanaga ni ndhu nootaama, wiira: <<Lazaro, kakumela ode!>> 
JHN.11.44	Vevale muthu ole akwile ahikumaga, meddo ni madada dhigali dhoohuruwedhiwadhene ni middiddi. Kove yaaye egakuneeliwe ni leeso.
JHN.11.45	AZhudewu ajinji yadhiilege ni Mariya, egoonile dheerilege Yesu, yahimuroromelaga. 
JHN.11.46	Vano amohi yahidhowaga wawaaddela aFarizi dhedho dheerilegena Yesu. 
JHN.11.47	Vevale apogo a anamakutha ni aFarizi yahiithanihaga Nikuru nuulubale na apogo a aZhudewu, waakoha, wiira: <<Veva niirevo avi? Mulobwana ola onowiirana dhitoonyihedho dhijinji. 
JHN.11.48	Namwihiya oliye, athu aatene eneerege omuroromela, mowindo aRoma enoodha ebwanyule mburo weehu woweela ni mulogo weehu>>.
JHN.11.49	Vevale mmohi mwa aliwa, ndina naaye Kayifa, oyene aali musogoleli a anamakutha a yaaka elene, ahawaaddelaga, wiira: <<Nyo kamunonile yego. 
JHN.11.50	Kamuneewelelamo wi yaali pama muthu mmohi aakwele athu aatene, ohiya wi mulogo waatene onoongeye>>. 
JHN.11.51	(Kayifa kaawogile dhedhi mwa yeeka. Oliye vookala musogoleli a anamakutha a yaaka elene, avuwihaga mutheenga wa Mulugu wi Yesu eere okwela nlogo na aZhudewu. 
JHN.11.52	Ehili okwelave nlogo nddi teto aakwele ahima a Mulugu ebalaleyele mwiilaboni ya vati wi aataganyihedhe aatene ekale mulogo mmohi baahi.)
JHN.11.53	Wambeela nlabo nendde apogo a aZhudewu yahipang'anelaga wi empe. 
JHN.11.54	Mowindo Yesu keedda voweela vaari va aZhudewu. Ahivenyagawo, odhowa elabo yaali vakukuuve ni kokola, murudda oneethaniwa Efarayimu, okala wewo vamohi ni anamasuuza aaye.
JHN.11.55	Othabela wa Paxkwa
JHN.11.56	Yoomusayelagave Yesu wewule. Vatugumaniligiisu mu nyuba ya Mulugu yookohanaga mmohi ni mukwaaye, yiiraga: <<Munoobuwela avi? Oliye oneere odha omathabelelo wuno?>> 
JHN.11.57	Apogo a anamakutha ni aFarizi yahilamulaga, wiira: <<Ole onaanone oli Yesu, anaaddele wi namwihidde>>.
JHN.12.1	Egahalile malabo matanu ni nimohi wi ofiye Othabela wa Paxkwa, Yesu ahifiyaga oBetaniya, wewo wakala Lazaro, ole Yesu amvenyihiliiye muukwani. 
JHN.12.2	Yahimusasanyedhelaga yooja Yesu. Maarata owawiimelelaga, Lazaro aali mmohi aaligi vamajelo ni oliye. 
JHN.12.3	Vano Mariya ahithukulaga meya niituru na makura oonukwela a mutheengo wookwima, eneeriwa naarudu. Okuthulelaga manyalo a Yesu, waahuhuraga ni nthithi naaye. Mbamwa mwahidhaalaga onukwela wa makura ale. 
JHN.12.4	Mbwenye Zhudasi a oEsikariyothi, mmohi wa anamasuuza a Yesu, oyene aampeleke, ahiiraga: 
JHN.12.5	<<Mwaha bwaddi makura ala kigulihiwe korowa dha parata dhowaakwana mazana maraaru (300),
JHN.12.6	Yamuwogihaga ndo kawaali mwaha wowaakubanyedha oorabula, mbwenye mwaha wi oliye aali mbava. Oliye dalogolela nthumba na korowa, wiiyagamo. 
JHN.12.7	Yesu ahiiraga: <<Omwihiye, aalogolele makura ala ofiyedha nlabo na ologohiwa waaga. 
JHN.12.8	Oorabula munaakalegena mudhidhi dhaatedhene,
JHN.12.9	AZhudewu ajinji egeewile wi Yesu oli oBetaniya, yahidhowaga wewo. Kayadhowelegewo mwaha wa Yesu baahi teto yadhowelegewo wi yamoone Lazaro, ole Yesu amvenyihiliiye muukwani. 
JHN.12.10	Mowindo apogo a anamakutha yahipanganelaga wi teto empe Lazaro, 
JHN.12.11	vowi mwaha wa Lazaro ola aZhudewu ajinji yookuma mwa asogoleli eewa, omuroromelaga Yesu.
JHN.12.12	Omenseloni wiwa, anamwinji yadheelege othabela, egeewile wi Yesu onofiya muZheruzalemi, 
JHN.12.13	yahithukulaga mijindda dha kanjesa, okuma wi yamwaakele, ekuwaga, yiiraga:
JHN.12.14	Vano Yesu ahimfwanyaga mwaana a buuru, omugwela wona munawogela Maleba Ootaleleya, yiiraga:
JHN.12.16	Mudhidhi olene anamasuuza aaye kayanonelemo dhego nde. Mbwenye Yesu agavenyihiwe ni nthithimiho, aliwa yahambeelaga ononelamo wi dhego nde dhalebiwe dhamuwoga oliye teto dhego nde dhahimwiireyela.
JHN.12.17	Anamwinji yaaligi ni Yesu vevale vamvenyihiligiiye Lazaro muukwani, amwiithana munsiyeni mule, anamwinji ale yahiwelelaga wiirela onamoona dhooniligiiwa. 
JHN.12.18	Mwaha wi yahiiwa wi Yesu ahiiriha etoonyihedho ele, athu ajinji yahidhowaga wi yamwaakele. 
JHN.12.19	Vevale aFarizi yahambeelaga waaddelana, yiiraga: <<Kanddoddilevo yego. Keeng'anani, athu aatene enomuthamagela>>.
JHN.12.20	Vahikalaga aGerego amohi vaari va ayene yadhowilege omathabelelo wule omweebedha Mulugu. 
JHN.12.21	Aliwa yahidhowaga wa Filipi, (aali a nluwa na oBetisayida, murudda wa oGalileya,) aliwa omuloba, wiira: <<Babani, kamwiirena, nnafuna nimoone Yesu>>. 
JHN.12.22	Filipi ahimwaaddelaga Andire, vevale Andire vamohi ni Filipi yahidhowaga omwaaddela Yesu. 
JHN.12.23	Yesu ahawaakulaga, wiira: <<Ohufiya mudhidhi wi Mwaana a Muthu athithimihiwe. 
JHN.12.24	Ebaribareene, ebaribareene ginowuwaaddelani wi bewu ya namudhe yaahimorela vatheyani ekwa, enakala emohive baahi. Mbwenye yakwa, enovaha dhoovaha dhijinji. 
JHN.12.25	Ole onadhivela egumi yaaye, onoyeleela, mbwenye ole oneeddana ni egumi yaaye mwiilaboni mu, onologolela egumi yaaye wa egumi yoohumala. 
JHN.12.26	Ole onagiimelela enofuneya oliye agiharege; wewo onaakaliimi, mwiimeleli aaga funaakaligiiye. Ole onagiimelela, Ababa enoodha emuriihe>>.
JHN.12.27	Yesu ahiwelelaga owoga, wiira: <<Murima waaga onowukuuwa. Ki giwoge ddi? Sowi giire: <Babani, givulumuseni va mudhidhi ola wa masooso>? Eehi, vowi gidheele mwaha wa mudhidhi olena. 
JHN.12.28	Babani, thithimihani ndina neenyu>>. Vevale wahiiweyaga ndhu nakumelege odhulu, neeraga: <<Gahithithimiha ndina naaga, vano ginowelela othithimiha ndina naaga>>.
JHN.12.29	Anamwinji yaaligi vevale veewiligiisu madhu ayo, yahiiraga: <<Dari sirumile>>. Amohi yeeraga: <<Ole awogiiyena aali mungero>>. 
JHN.12.30	Yesu ahawaaddelaga, wiira: <<Ndhu nddi nidheele wi nuukamihedheni, kahuwo wi nigikamihedhe miyo. 
JHN.12.31	Dhiinova ohufiya mudhidhi wi athu a elabo ya vati ethongiwe. Dhiinova ole onalamula elabo ya vati oneere wiigariwa. 
JHN.12.32	Vano gadha gitomeyiwa,
JHN.12.33	(Yesu ahiwogaga madhu alena wi awaaddele mukalelo wookwa weeriiye akwe.) 
JHN.12.34	Anamwinji yahaakulaga, wiira: <<Hiyo nihiiwa mMalamuloni wi Kirixtu onaakale a okala ni okala, ki we onawoga addi, wiiraga: <Soofuneya wi Mwaana a Muthu atomeyiwe>? Mwaana a Muthu oyo baani?>> 
JHN.12.35	Yesu ahawaaddelaga, wiira: <<Waara oli vaari veenyu onaakale wa mudhidhi vang'ono baahi. Mweeddege vevo vinniinyuna waarawo wi yiihi ehuuhuruwedheni. Vowi oneedda muyiihini kanoonawo onadhowiiye. 
