MAT.1.1	Tuhca̱ cochi nda̱ta yahn Dihvo vo Jesucristo. Ihyan ndico yahn ye ne, David ma̱n, Abraham ma̱n.
ACT.13.13	Pa̱blo nduco combiero yahn ye ne, chahtenun ye a̱ma ba̱rco, ne chica ye ya̱n Pafos, nda̱ ye ya̱n Perge, ya̱hn yahn Panfilia. Jua̱n Marcos ne, chihcoma̱n se ihyan chahn, ne cona̱hn se ya̱n Jerusalén. 
ACT.13.14	Ihyan chahn ne, quendi ye yune yahn ye, chica ye ya̱n Perge, ne nda̱ ye ya̱n Antioquía, ya̱hn yahn Pisidia. A̱ma ro che rahte tuhno ihyan ne, chenda̱ ye chete ya̱co yahn ihyan nación yahn Israel, chahte ye. 
ACT.13.15	Cuahn che a chihno cahndudo ihyan ley che dirun Moisés ma̱n, ndudo che dirun profeta ma̱n ne, ihyan ndina̱n yahn ya̱co me ne, dechuh ye ndudo yahn ihyan chahn:
ACT.13.15	―Dihno nuhn, ndete che va ndudo che ca̱hma ne nduco ihyan ne, co ca̱hma ne meniyon.
ACT.13.16	Tuhme necuan Pa̱blo, ne din ta̱h ye che cuahteya̱n ihyan chahn, ne cahndudo ye:
ACT.13.16	―Nchuhn, nda̱ta yahn Israel, che rendeva ne yavena̱n Dendiohs, cuihnevan ne. 
ACT.13.17	Dendiohs yahn nación yuhn vo Israel ne, tenda̱hnun ye ihyan ndico yuhn vo. Cuahn che chenan ca ihyan chahn nación yahn Egipto ne, din ye che a̱ma chi ya̱hn ye, ne ndetenda̱h ye ihyan numacuahn vederihquentiyon yahn ye. 
ACT.13.18	Cuahn che chenan ihyan chahn ya̱hn na̱n che metah duhva ne, din chahtino Dendiohs yahn ye tenduh o raco nduyo, 
ACT.13.19	ne decuihno ye ndache nación min ya̱hn yahn Canaán, ne ca̱h ye ya̱hn min ihyan chahn. 
ACT.13.20	Cana̱n nde ro min, chete che cun ciento quenan o raco ndiche nduyo, nde ro che quenan ihyan profeta Samuel ne, raconahn Dendiohs juez che rihquentiyon ye ihyan chahn. 
ACT.13.21	Tuhme chica ihyan chahn a̱ma rey ca̱va che ca̱hcantiyon ye ihyan, ne cahnecun Dendiohs. Chaconahn ye Saúl, da̱ya Cis, nda̱ta yahn Benjamín, ca̱va che co se rey yahn ihyan chahn o raco nduyo. 
ACT.13.22	Cuahn che tuno ro ne, Dendiohs ne, chehnevi ye Saúl. Ca̱h ye vederihquentiyon me David, ne ra̱hn ye: “David, da̱ya Isaí ne, a̱ma sa̱hn che renevahnecun se che náhn, ne dinahn se nducuahn che ca̱hcantiyón.” 
ACT.13.23	Va̱n nda̱ta yahn David ne, ndedecuan Dendiohs Jesucristo, nduhca̱ che a ca̱h ye ndudo yahn ye ca̱va che ndedevahn ye ihyan nación yahn Israel. 
ACT.13.24	Numanahn che metah nda̱ Jesucristo ne, nda̱ Jua̱n, cahndudo ye che nto ino nducoya̱ca ihyan nación yahn Israel nunde yahn ye, ne cuedenune ye. 
ACT.13.25	Cuahn che a nino cuihno ntiyon yahn Jua̱n ne, ra̱hn ye: “Co ra̱hco nchuhn te u ne, ihyan che chenan rino ne, ate ndiyu u, te adive ne, cochi a̱ma ihyan che a̱ma yudo vederihquentiyon yahn ye. U ne, nde hua rigonun chihve u ca̱va che co mozo yahn ihyan min, nta̱hte correa yahn nda̱co yahn ye.”
ACT.13.26	’Nchuhn dihnó, nda̱ta yahn Abraham, che rendeva ne yavena̱n Dendiohs, a dechuh ye ndudo cuh yahn ne ca̱va che ndevahn ne. 
ACT.13.27	Ihyan ya̱n Jerusalén nduco ihyan ndina̱n yahn ye ne, hua checadino cua̱co ye deh vederihquentiyon quenan cuma Dihvo vo Jesucristo, nde hua chenahn ye che dirun ihyan profeta, andahre ndate ndate, ro che rahtetuhno ihyan, rihnevan ye ndudo min, rahndudo ihyan chete ya̱co. Chemin che chihco ca̱de ye che ca̱hno se ihyan min, ne nduco chemin chinahn nducuahn che dirun ihyan profeta chahn. 
ACT.13.28	Andahre metah nde a̱ma nunde yahn Dihvo vo, ate chica ihyan chahn che ca̱hcantiyon Pila̱to che ca̱hno sanda̱do ihyan. 
ACT.13.29	Cuahn che a din ihyan chahn nducuahn che a va ca̱de che cuahno Dihvo vo co, nduhca̱ che a ndirun na̱n Ndudo yahn Dendiohs ne, ndedevah ye ihyan na̱n cruz, ne chacondihte ye ihyan chete a̱ma ya̱yan. 
ACT.13.30	Ate Dendiohs ne, ndedetuhche ye ihyan va̱n tena̱hn, 
ACT.13.31	ne a̱ma ndeh ro chinduco ye ihyan che chica ye esta̱do yahn Galilea, nda̱ ye nduco ye ya̱n Jerusalén. Ma̱n ne, a ihyan chahn che racotuhn ye ndudo yahn ihyan min va̱n nducoya̱ca ihyan.
ACT.13.32	’Namin nuhn ne, rahndudo nuhn na̱n nchuhn yahn ndudo ndah che ca̱h Dendiohs ihyan ndico yuhn vo. 
ACT.13.33	Ma̱n ne, a dinahn Dendiohs ndudo min, te a ndedetuhche ye Dihvo vo Jesucristo ca̱va uvo, nduhca̱ che a ndirun na̱n Salmo o tuhca̱: “Di che Da̱yá. Ma̱n ro cuh ne, a chihco ró di na̱n nducoya̱ca ihyan, ca̱va che codevano ye te Da̱ya má̱n di.” 
ACT.13.34	Namin ta̱ma cua̱n na̱n Ndudo yahn Dendiohs a ndirun tuhca̱: “U, Dendiohs, din yahinó nchuhn nduhca̱ che a cá̱h ndudo yáhn David.” Nduco ndudo cuh ne, chihco ro ye che ndedetuhche ye Dihvo vo Jesucristo va̱n tena̱hn ca̱va che hua cha̱ ye. 
ACT.13.35	Namin va ta̱ma ndudo che ndirun na̱n ta̱ma Salmo tuhca̱: “Hua cuahnecun ne che cha̱ Da̱ya ne.” 
ACT.13.36	Me David ne, a devano vo che, nduhca̱ che chihquentiyon Dendiohs ne, chichihve ye na̱n ihyan che vate ye ro che quenan ye iyehnse. Tuno ro yahn ye ne, namin chih ye nduhca̱ ihyan ndico yahn ye, ne cha̱ ye. 
ACT.13.37	Ate ihyan min che ndedetuhche Dendiohs ihyan ne, hua cha̱ ye. 
ACT.13.38	Nchuhn, dihnó, cuedevano ne te che cuande yahn ihyan min ne, co nda̱ca ne vederenchahco yahn nunde yahn ne. Chu che rahndudo nuhn na̱n ne. 
ACT.13.39	Che cuande yahn Dihvo vo Jesucristo ne, nducoya̱ca ihyan che ritahno ye ihyan ne, renda̱ca ye vederenchahco yahn nunde yahn ye, che hua nda̱ca ihyan ro che rihquentiyon ley che dirun Moisés. 
ACT.13.40	Ma̱n ne, cuihco nchuhn cuda̱do che hua conahn nduco ne nduhca̱ che dirun a̱ma cha ihyan profeta tuhca̱:
ACT.13.41	Nchuhn che duche rino ne, condihche ne.
ACT.13.41	Cuahn ino ne, ne cuih ne, te ro che vate ne ne,
ACT.13.41	u, Dendiohs, dín vederihno rahte, che nde hua cotahno ne, andahre ca̱hma ihyan co ye nchuhn.
ACT.13.42	Cuahn che ndiquenda̱h Pa̱blo nduco combiero yahn ye chete ya̱co me ne, ihyan che hua nda̱ta yahn Israel ne, chica ye che ndaconan cuahndudo ye yahn dehtenduh che tuhchan, ndate che ta̱ma, ro che rahtetuhno ihyan. 
ACT.13.43	Cuahn che a cona̱hn ihyan ne, a̱ma ya̱hn ihyan nación yahn Israel ma̱n, ihyan ta̱ma nación ma̱n, che ritahno ye numa ino ye nduco vih ne, cuahn ye nduco Pa̱blo nduco Bernabé. A̱ma riya̱hve ye ihyan chahn che quendi ye numa ino ye, cotahno ye, ne hua ca̱hcoma̱n ye Dendiohs, ihyan min che redin yahino ye ihyan.
ACT.13.44	Ta̱ma ndate me, ro che rahtetuhno ihyan ne, ndo da̱ma a nahn numa ya̱n, ihyan che nahn cahnevan ye Ndudo yahn Dendiohs. 
ACT.13.45	Ate cuahn che ndihchero ihyan nación yahn Israel chahn che a̱ma ya̱hn ihyan ne, chi ve ye, ne cana̱n ruhn chende ye nduco Pa̱blo ma̱n, ra̱hn ta̱n ye ma̱n. 
ACT.13.46	Tuhme Pa̱blo nduco Bernabé ne, numa ino ye ra̱hn ye ri ye ihyan chahn:
ACT.13.46	―Nchuhn, ihyan nación yahn Israel, a ca̱va nchuhn mena̱n vihca che rahndudo nuhn Ndudo yahn Dendiohs. Ate ma̱n ne, nducote hua nahn nevahnecun nchuhn ma̱n, ra̱hco ne te dehve rendotenan ne ma̱n ne, ca̱hcoma̱n nuhn nchuhn, ne cuahndudo nuhn, cahnevan ihyan ta̱ma nación. 
ACT.13.47	Va che dinahn nuhn nduhca̱ che chihquentiyon Dihvo vo Jesucristo nuhn tuhca̱:
ACT.13.47	Tenda̱h nún di ca̱va che cuahndode ndudo yáhn va̱n ihyan nducuahn nación.
ACT.13.47	Nde numachahte iyehnse, nducoya̱ca ihyan che nevahnecun ye ndudo yáhn, ndevahn ye.
ACT.13.48	Cuahn che chihnevan ihyan ta̱ma nación che chenun ye min che tihca̱ ra̱hn ihyan chahn ne, a̱ma chi yeno ye, ne nevahnecun ye ndudo yahn Dihvo vo Jesucristo. Va̱n ihyan chahn ne, chitahno nducoya̱ca ihyan che a va ca̱de che cuahtenan ye vahchetero numacuahn ro. 
ACT.13.49	Tihca̱ chetuhn ndudo yahn Dihvo vo numachahte ya̱hn min. 
ACT.13.50	Ate ihyan nación yahn Israel chahn ne, chinun ye a̱ma o sa̱hn na̱hn nduco a̱ma o ta̱hn nda̱hta che ndah ihyan te, che renevahnecun ihyan ya̱n ta̱hn. Tihca̱ ndedecuan ihyan chahn ihyan che chi ta̱n ye nduco Pa̱blo nduco Bernabé nde cande che ndetenda̱h ye ihyan ya̱hn min. 
ACT.13.51	Tuhme chihde ihyan chahn nda̱co yahn ye, chihtera ye yuniya̱hn ca̱va che na̱hma ye ihyan ya̱n min te hua nda̱hca̱ din ye che hua nevahnecun ye Ndudo yahn Dendiohs, ne cuahn ye ya̱n Iconio. 
ACT.13.52	Me ihyan che ritahno ye Dihvo vo Jesucristo ne, a̱ma yeno ye, ne quenun Vaco Ndah yahn Dendiohs ihyan.
ACT.14.1	Cuahn che nda̱ Pa̱blo nduco Bernabé ya̱n Iconio ne, chenda̱ ye chete ya̱co, ne a̱ma nda̱hca̱ cahndudo ye. Chemin che a̱ma ya̱hn ihyan nación yahn Israel ma̱n, ihyan ta̱ma nación ma̱n, chitahno ye. 
ACT.14.2	Ate ihyan nación yahn Israel che hua chitahno ye ne, chinun ye ihyan ta̱ma nación che ametah cotahno ye, ca̱va che ndihche ta̱n ye ihyan che ritahno ye Dihvo vo Jesucristo. 
ACT.14.3	A̱ma ra̱hn chahtenan ihyan chahn min, ne rahndudo ye numa ino ye, chenan ino ye Dendiohs. Dendiohs ne, redin ye che renahn ihyan te cua̱co che yahino ye ihyan iyehnse nduhca̱ che rahndudo ihyan chahn, te ca̱h ye vederihquentiyon ihyan ca̱va che din ye vederihno. 
ACT.14.4	Ihyan ya̱n min ne, o cua̱n ndi ye. A̱ma cua̱n ye ne, rinduco ye ihyan nación yahn Israel, ne ta̱ma cua̱n ye ne, rinduco ye ihyan apóstol chahn. 
ACT.14.5	Tuhme ihyan nación yahn Israel chahn nduco ihyan ta̱ma nación ne, ntuhno ye nduco intiyahn ca̱va che din ta̱n ye nduco ihyan apóstol chahn, ca̱h ye tu ihyan. 
ACT.14.6	Ate Pa̱blo nduco Bernabé ne, checadino ye, ne chano ye, cuahn ye ya̱hn yahn Licaonia, ya̱n Listra ma̱n, ya̱n Derbe ma̱n, nduh cua̱n na̱n che nino ma̱n. 
ACT.14.7	Min chahtechica ye, cahndudo ye Ndudo yahn Dendiohs.
ACT.14.8	Min ya̱n Listra va a̱ma sa̱hn che nenevadoh ca̱h se nde ro che chihndeya̱n se, nde tah hua ri rica se. 
ACT.14.9	Sa̱hn min ne, va se, rihnevan se che rahndudo Pa̱blo. Ndihchero ndah ye sa̱hn, ne checadino ye te ritahno se che co din Dendiohs che ndoyahn se. 
ACT.14.10	Tuhme cah ye yahn se:
ACT.14.10	―Cuenecuen, cuandi cuaque.
ACT.14.10	Ndeta̱hno chandi cua̱co se, ne cana̱n rica se. 
ACT.14.11	Cuahn che ndihchero ihyan ya̱n vederihno che din Pa̱blo ne, nduco deva̱co yahn ma̱n ye, deva̱co yahn Licaonia ne, rah ye:
ACT.14.11	―O dendiohs yuhn vo, nda̱conda̱ ye ihyan, chiya ye iyehnse.
ACT.14.12	Ra̱hn ihyan chahn te Bernabé ne, dendiohs yahn ye che duche ye Júpiter, ne Pa̱blo ne, Mercurio, te ihyan min che rahndudo ye. 
ACT.14.13	Chidocuya̱n yahn Júpiter che nti ya̱co yahn ye chihto ya̱n me ne, nda̱ ye, nda ye na̱nda ma̱n, itenine ma̱n, ca̱va che ca̱hno ye ite che co te vedino, ndeva ye nduco ihyan ya̱n chahn yavena̱n Bernabé nduco Pa̱blo. 
ACT.14.14	Cuahn che checadino ihyan apóstol chahn che tihca̱ ne, cana̱n rendeh ye tino yahn ye ca̱va che na̱hma ye che hua tihca̱ din ihyan chahn, ne chenda̱ ye va̱n nducoya̱ca ye, rah ye:
ACT.14.15	―¿Dehco che tihca̱ redin nchuhn?, te nuhn ne, ihyan iyehnse nuhn nduhca̱ nchuhn. A ca̱va chemin che cochi nuhn, ca̱hma nuhn nduco ne che ca̱hcoma̱n ne dehtenduh che tihchan che hua cochihve, ne cotahno ne Dendiohs, ihyan min che quenduche ye. A ihyan min che dendah ye na̱n ro ma̱n, iyehnse ma̱n, nuniya̱hn ma̱n, nducuahn che va ma̱n. 
ACT.14.16	Ro mena̱n me ne, ca̱h yune ye che quendi ihyan yune yahn ma̱n ye. 
ACT.14.17	Ate hua chihcoma̱n ye ihyan, te din ye che ndah nduco ye, chihco ro ye vedeyahino yahn ye. A Ihyan min che redin ye che ran co ma̱n, che ndah ri chenda̱ta ma̱n. Rihquecheh ye uvo ma̱n, reneca̱h ya̱n ye chedave yuhn vo ma̱n.
ACT.14.18	Andahre tihca̱ ra̱hn Pa̱blo ma̱n, Bernabé ma̱n, ate aconunde cuahn chica̱de chica ta̱n ye che ca̱hno ihyan ya̱n chahn itenine che co te vedino, che ndeva ye yavena̱n ye.
ACT.14.19	Tuhme nda̱ neve ihyan, nda̱ta yahn Israel, che chica ye ya̱n Antioquía ma̱n, ya̱n Iconio ma̱n, chinun ye ihyan ya̱n, ne ca̱h ye tu Pa̱blo. Chihno min ne, co a ndih Pa̱blo ra̱hco ihyan chahn, ne chihnda̱ rudo ye ihyan nde cua̱hn chihto ya̱n. 
ACT.14.20	Ate ura che ndi da̱ma ihyan che ritahno ye Dihvo vo na̱n Pa̱blo ne, necuan ye, ne cona̱hn ye viya̱n nduco vih. Ta̱ma ro me ne, chica ye min nduco Bernabé, nda̱ ye ya̱n Derbe.
ACT.14.21	Min cahndudo ye Ndudo yahn Dendiohs, ne a̱ma ya̱hn ihyan chitahno ye Dihvo vo. Chihno min ne, ndaconan ye, nchuh ye ya̱n Listra ma̱n, ya̱n Iconio ma̱n, nta̱ ye ya̱n Antioquía. 
ACT.14.22	Queri a̱ma ya̱n na̱n che nchuh ye ne, reneca̱h ya̱n ye chedave yahn ihyan che ritahno ye Dihvo vo, ne riya̱hve ye ihyan che quendi cotahno ye numa ino ye. Ra̱hn ye ri ye ihyan chahn te va che a̱ma chuhrihn ye muhn iyehnse, ate adive ne, cuahtenan ye vahchetero. 
ACT.14.23	Namin tenda̱h nun ye neve ihyan queri a̱ma cua̱n ca̱va che co ye intiyahn ya̱co. Cova̱h ye ma̱n, chahte ye ya̱hte ma̱n, ne nda̱hco ye nducoya̱ca ihyan chahn che ritahno ye Dihvo vo ta̱h Dendiohs.
ACT.14.24	Chihno min ne, nchuh ihyan chahn ya̱hn yahn Pisidia, ne nda̱ ye ya̱hn yahn Panfilia. 
ACT.14.25	Cahndudo ye Ndudo yahn Dendiohs ya̱n Perge, tuhme cuahn ye ya̱n Atalia. 
ACT.14.26	Chahtenun ye a̱ma ba̱rco, chica ye min, cona̱hn ye ya̱n Antioquía, a ya̱n min che nda̱hco intiyahn ya̱co ihyan chahn ta̱h Dendiohs che a̱ma va vedeyahino yahn ye, ca̱va che ca̱hn ye na̱n ntiyon che ma̱n ne, a dinahn ye. 
ACT.14.27	Cuahn che a nta̱ ye ne, nedin da̱ma ye nducoya̱ca ihyan che ritahno ye Dihvo vo, ne neca̱h cuande ye ihyan chahn nducuahn che din Dendiohs nduco ye ma̱n, nduhca̱ che din Dendiohs che chitahno ihyan ta̱ma nación ma̱n. 
ACT.14.28	Pa̱blo nduco Bernabé ne, a̱ma ra̱hn chahtenan ye ya̱n min nduco ihyan che ritahno ye Dihvo vo.
ACT.15.1	Ta̱hn min ne, a̱ma o sa̱hn che chica se esta̱do yahn Judea, nda̱ se ya̱n Antioquía ne, min chicuahn se ihyan che ritahno ye Dihvo vo te ca̱va che co ndevahn ye ne, va che conan seña ihyan nduhca̱ che chihquentiyon Moisés. 
ACT.15.2	Pa̱blo nduco Bernabé ne, riya̱hve ye sa̱hn chahn che ndiyu tihca̱, ate a̱ma chahtecuhn chende se nduco ye. Nducote hua chi chihnde ca̱de min ne, nte ca̱de ihyan che ritahno ye Dihvo vo che dechuh ye ihyan chahn nduco ta̱ma te o ihyan ya̱n Jerusalén ca̱va che nte ca̱de ye nduco ihyan apóstol ma̱n, intiyahn ya̱co ma̱n.
ACT.15.3	Chica ihyan chahn ya̱n Antioquía, chuh ye nación yahn Fenicia ma̱n, Samaria ma̱n, reneca̱h cuande ye ihyan che ritahno ye Dihvo vo che vate ye min, nduhca̱ che chihcoma̱n ihyan ta̱ma nación dehtenduh che ritahno ye mena̱n, ne chitahno ye Dendiohs. Nducoya̱ca ihyan che chihnevan ye ndudo me ne, a̱ma chi yeno ye.
ACT.15.4	Cuahn che nda̱ Pa̱blo nduco Bernabé min ya̱n Jerusalén ne, nducoya̱ca ihyan ndiya̱co ma̱n, ihyan apóstol ma̱n, intiyahn ya̱co ma̱n, nevahnecun ye ihyan. Tuhme Pa̱blo nduco Bernabé neca̱h cuande ye ihyan chahn yahn nducuahn che din Dendiohs nduco ye. 
ACT.15.5	Ate a̱ma o sa̱hn fariseo che namin ritahno se Dihvo vo ne, chahtendi se, ne ra̱hn se:
ACT.15.5	―Va che conan seña ihyan ta̱ma nación che ritahno ye Dihvo vo ma̱n, va che dinahn ye ley che dirun Moisés ma̱n.
ACT.15.6	Tuhme ndoda̱ma ihyan apóstol chahn nduco intiyahn ya̱co ca̱va che nte ca̱de ye yahn chemin. 
ACT.15.7	Cuahn che a a̱ma ndeh rente ihyan chahn ne, chandi Pedro, ne ra̱hn ye:
ACT.15.7	―Dihnó, a devano nchuhn te a ra̱hn ne, va̱n uvo ne, tenda̱h nun Dendiohs u ca̱va che cuahndudó Ndudo yahn ye, cahnevan ihyan ta̱ma nación, ne cotahno ye. 
ACT.15.8	Dendiohs che rendihche ye chedave yahn nducoya̱ca ihyan ne, te ye, checadino vo che ndeva ye ihyan chahn, te din ye che quenun Vaco Ndah yahn ye ihyan, nduhca̱ che quenun uvo. 
ACT.15.9	Dendiohs ne, da̱ma no yahino ye uvo nduco ihyan chahn, te namin ihyan chahn ne, nchahco ye nunde yahn ye yahn che chitahno ye. 
ACT.15.10	¿Dehco che retumarande nchuhn Dendiohs? Che tihca̱ rihquentiyon ne ne, reca̱h rihn ne ihyan ta̱ma nación che ritahno ye Dihvo vo, te nducuahn che nahn ne che dinahn ye ne, nde ihyan ndico yuhn vo, nde ma̱n vo, hua chi dinahn vo. 
ACT.15.11	A devano vo te dema̱n nduco vedeyahino yahn Dihvo vo Jesucristo che ndevahn vo ma̱n, ihyan chahn ma̱n.
ACT.15.12	Tuhme chahtedihn chende ihyan, ne chihcovan ye che neca̱h cuande Pa̱blo nduco Bernabé yahn vederihno che din Dendiohs nduco ye va̱n ihyan ta̱ma nación. 
ACT.15.13	Cuahn che chihno nte ihyan chahn ne, necuandi Jacobo, ne ra̱hn ye:
ACT.15.13	―Dihnó, cuihcovan nchuhn che ca̱hmá. 
ACT.15.14	Simón Pedro ne, a neco ye uvo nduhca̱ che din yahino Dendiohs ihyan ta̱ma nación, ne tenda̱h nun ye va̱n ihyan chahn, ihyan che co yahn ye. 
ACT.15.15	Tihca̱ va che co, te a tihca̱ dirun a̱ma cha ihyan profeta tuhca̱:
ACT.15.16	Ra̱hn Dendiohs: “Cuihno min ne, ndaconán, ne nda̱hco ca̱dé vederihquentiyon yahn David che va ma̱n.
ACT.15.16	Dín che ndaconan ndo chahte ma̱n, che ca̱hcantiyon ma̱n ma̱n,
ACT.15.17	ca̱va che ihyan yahn nducuahn nación che a tenda̱hnún ne, cotahno ye u che Dihve ye.”
ACT.15.18	Tihca̱ ra̱hn Dihvo vo Dendiohs, te ye, checadino vo dehtenduh che tuhchan nde a ra̱hn me.
ACT.15.19	’Chemin che rá̱hn te hua nda̱hca̱ che ca̱h rihn vo ihyan nación chena̱hn che a chihcoma̱n ye dehtenduh che ritahno ye ro mena̱n me, ne chitahno ye Dendiohs. 
ACT.15.20	Tahque nda̱hca̱ che dirun vo yahn ye che hua cheh ye che rihco ihyan na̱n che ra̱hn ye dendiohs yahn ye ma̱n, che hua cheh ye yute yahn ite che hua ra yun yahn te ma̱n, che hua cheh ye yun ma̱n, che hua ndere cuahtenan ye nduco nda̱hta che ndiyu nda̱hta yahn ye ma̱n. 
ACT.15.21	Tihca̱ din vo, te nducuahn ya̱n, nde a ra̱hn me, ndate ndate, ro che rahtetuhno ihyan ne, rahndudo ihyan ley che dirun Moisés, ne hua nda̱hca̱ che din vo che co nda̱che ihyan che riquendi ye ley min.
ACT.15.22	Tuhme ihyan apóstol ma̱n, intiyahn ya̱co ma̱n, nducoya̱ca ihyan chena̱hn che ritahno ye Dihvo vo ma̱n ne, nte ca̱de ye, ne tenda̱hnun ye o ihyan ca̱va che dechuh ye ihyan nduco Pa̱blo ma̱n, Bernabé ma̱n, ya̱n Antioquía. Quenda̱h yahn o ihyan che namin ndina̱n ye va̱n ihyan che ritahno ye Dihvo vo. A̱ma ye ne, Judas, che namin duche ye Barsabás, ne ta̱ma ye ne, duche ye Silas. 
ACT.15.23	Nduco ihyan chahn ne, dechuh ye a̱ma ca̱ca na̱n che dirun ye:
ACT.15.23	“Nuhn, ihyan apóstol ma̱n, intiyahn ya̱co ma̱n, nducoya̱ca ihyan chena̱hn che ritahno ye Dihvo vo ma̱n ne, rente nuhn Dendiohs nchuhn, dihno nuhn, ihyan nación chena̱hn che vate ne ya̱n Antioquía ma̱n, ya̱hn yahn Siria ma̱n, Cilicia ma̱n. 
ACT.15.24	Checadino nuhn te a̱ma o ihyan che chica ye muhn, ne nda̱ ye ta̱n ne, redin va̱hche ye yahn nchuhn ma̱n, redetoh ye ino nchuhn ma̱n, che ndere ricuahn ye che va che conan seña nchuhn ma̱n, dinahn ne ley che dirun Moisés ma̱n. Hua ndiyu nuhn che dechuh nuhn ihyan chahn. 
ACT.15.25	A nte ca̱de nuhn, ne tenda̱hnun nuhn o dihno vo va̱n nuhn, dechuh nuhn ihyan ta̱n, quendihchero ye nchuhn da̱ma nduco dihno vo che a̱ma yahino vo ihyan, Bernabé ma̱n, Pa̱blo ma̱n. 
ACT.15.26	Ihyan chahn che ndihco menda̱hn ye ihyan, redin ye ntiyon yahn Dihvo vo. 
ACT.15.27	Me ihyan che o che dechuh nuhn ne, Judas ma̱n, Silas ma̱n. A ihyan chahn che nte cuande ye nchuhn yahn nducuahn che nte ca̱de nuhn. 
ACT.15.28	Numacuahn vederihquentiyon yahn Vaco Ndah yahn Dendiohs nte ca̱de nuhn che hua ca̱h rihn nuhn nchuhn nduco a̱ma ndeh na̱n dehtenduh. Atena̱n dehtenduh che tuhchan, va che dina̱hn ne. 
ACT.15.29	Hua cheh nchuhn yute che rihco ihyan che ri vedino na̱n dehtenduh che redin ye dendiohs yahn ye ma̱n, hua cheh ne yun ma̱n, yute yahn ite che hua ra yun yahn te ma̱n, hua ndere cuahtenan ne nduco nda̱hta che ndiyu nda̱hta yahn ma̱n ne ma̱n. Ndete che dinahn ne dehtenduh che tuhchan ne, nda̱hca̱ din ne. Dendiohs conduco ye nchuhn.”
ACT.15.30	Tuhme chica ye min, ne nda̱ ye ya̱n Antioquía. Nedin da̱ma ye nducoya̱ca ihyan che ritahno ye Dihvo vo, ne neca̱h ye ca̱ca me. 
ACT.15.31	Cuahn che cahndudo ihyan ca̱ca me, chihnevan ihyan chahn ne, a̱ma neca̱h ya̱n ye chedave yahn ye, ne chi yeno ye. 
ACT.15.32	Judas nduco Silas ne, namin quenan cuma ye vederihquentiyon che rahndudo ye Ndudo yahn Dendiohs, ne cuahn che cahndudo ye, chihnevan ihyan chahn ne, a̱ma neca̱h ya̱n ye chedave yahn ye. 
ACT.15.33	Cuahn che a ndeh ro chahtenan ye min ne, ihyan che ritahno ye Dihvo vo ne, ndedechuh ye ihyan numacuahn vedeyeno ya̱n Jerusalén. 
ACT.15.34	Ate Silas ne, quenan ye min ya̱n Antioquía. 
ACT.15.35	Namin Pa̱blo ma̱n, Bernabé ma̱n, chahtenan ye min, ne nduco a̱ma ya̱hn ihyan ne, quendi ye, ricuahn ye ndudo yahn Dihvo vo Jesucristo ma̱n, rahndudo ye ma̱n.
ACT.15.36	Adive ne, ra̱hn Pa̱blo ri ye Bernabé:
ACT.15.36	―Cuhn vo ta̱ma yune nduco ne, quendihchero vo nducoya̱ca dihno vo che vate ye nducuahn ya̱n na̱n che a chahtechico vo, cahndudo vo ndudo yahn Dihvo vo. Ndihchero vo ta̱ca̱ chenan ye.
ACT.15.37	Bernabé ne, nahn ye che ca̱hn Jua̱n Marcos, co nduco se ihyan. 
ACT.15.38	Ate Pa̱blo ne, ra̱hn ye te hua nda̱hca̱ che quenda ye sa̱hn yahn che, cuahn che chahn ye mena̱n me ne, chihcoma̱n se ihyan ya̱hn yahn Panfilia, cona̱hn se, ne hua quendi se nduco ye na̱n ntiyon. 
ACT.15.39	Nducote hua chida̱ma ndudo yahn ye nduco vih ne, chihcoma̱n vih ye. Bernabé ne, quenda ye Jua̱n Marcos, ne chahtenun ye a̱ma ba̱rco, ne cuahn ye ya̱hn yahn Chipre. 
ACT.15.40	Me Pa̱blo ne, quenan ino ye che conduco Silas ihyan. Cova̱h ihyan che ritahno ye Dihvo vo ca̱va che numacuahn vedeyahino conduco Dendiohs ihyan, ne cuahn ye. 
ACT.15.41	Chuh ye ya̱hn yahn Siria ma̱n, Cilicia ma̱n, reneca̱h ya̱n ye chedave yahn ihyan che ritahno ye Dihvo vo.
ACT.16.1	Pa̱blo nduco Silas ne, chuh ye ya̱n Derbe, ne nda̱ ye ya̱n Listra. Min va a̱ma sa̱hn che duche se Timoteo, che ritahno se Dihvo vo Jesucristo. Sa̱hn min ne, da̱ya a̱ma nda̱hta nación yahn Israel che namin ritahno ye Dihvo vo. Chida se ne, ihyan nación yahn Grecia. 
ACT.16.2	Ihyan che vate ye ya̱n Listra ma̱n, ya̱n Iconio ma̱n, che ritahno ye Dihvo vo ne, ra̱hn ye yahn se che ndah ihyan se. 
ACT.16.3	Pa̱blo ne, nahn ye che conduco sa̱hn min ihyan, ne nahn ye seña sa̱hn ca̱va che hua co yudo yahn ihyan nación yahn Israel che vate ye ya̱hn min, te nducoya̱ca ye ne, devano ye te chida se ne, ihyan ta̱ma nación ye. 
ACT.16.4	Nducuahn ya̱n na̱n che renda̱ ye ne, reca̱h cuande ye ihyan che ritahno ye Dihvo vo nduhca̱ che chihco ca̱de ihyan apóstol ma̱n, intiyahn ya̱co ma̱n, che vate ye ya̱n Jerusalén. 
