GEN.1.1	O konmansman, Bondye ti kree lesyel ek later. 
EST.7.6	Ester ti reponn, “Sa ladverser, sa lennmi, se Haman, sa move zonm!” Haman ti konmans tranble devan lerwa ek larenn. 
EST.7.7	Dan son lakoler, lerwa ti kit festen e al dan zarden pale. Me Haman ti reste pour li sipliy larenn Ester pour sov son lavi, akoz i ti'n realize ki lerwa ti'n fini deside detri li. 
EST.7.8	Kan lerwa ti rantre sorti dan zarden pale e retourn dan lasal festen, Haman ti'n tonm lo divan kot Ester ti'n akroupi. Lerwa ti kriye, “Eski i pou oze atak larenn devan mwan, kot mwan?” Apenn ki lerwa ti'n dir sa bann parol, ki zot ti kouver latet Haman. 
EST.7.9	Enn bann enik, Harbona, ti dir lerwa, “Mazeste! Sa lesafo 25 met oter ki Haman ti'n prepare pour fer pann Mardose ki ti sov lavi lerwa, in pare kot Haman.”
EST.7.9	Lerwa ti dir, “Pann li lo la.” 
EST.7.10	Alor, zot ti pann Haman lo lesafo ki i ti'n prepare pour pann Mardose. Apre, lakoler lerwa ti tonbe.
EST.8.1	Sa menm zour, lerwa Zerzes ti donn larenn Ester lakaz Haman, sa lennmi bann Zwif. Mardose ti prezant li devan lerwa, akoz Ester ti'n dir lerwa ki i ete pour li. 
EST.8.2	Lerwa ti tir son bag avek stanp ki i ti'n repran avek Haman e donn Mardose. Lo son kote, Ester ti met Mardose responsab bann byen Haman.
EST.8.3	Apre, Ester ti koz ankor avek lerwa. I ti tonm devan li an pleran, e sipliy li pour anpes sa proze ki Haman, sa Agagit ti'n fer kont bann Zwif. 
EST.8.4	Lerwa ti prezant Ester son baton annor, 
EST.8.5	e Ester ti leve e debout devan lerwa. I ti dir, “Si mon ganny faver lerwa, si i fer plezir lerwa e si lerwa i trouve ki sa i byen, mon demande ki en lord i ganny ekri pour anil bann let ki'n ganny ekri par Haman, garson Hamedata en desandan Agag, pour fer masakre bann Zwif ki viv dan tou bann provens lerwa. 
EST.8.6	Koman mon kapab siporte ki en tel maler i tonm lo mon pep? Ki mannyer mon kapab war destriksyon mon fanmir?”
EST.8.7	Lerwa Zerzes ti dir larenn Ester ek Zwif Mardose, “Mon'n donn Ester lakaz Haman e zot in pann li lo lesafo akoz i ti oule fer ditor bann Zwif. 
EST.8.8	Aprezan, o non lerwa, ou kapab ekri sa ki ou oule konsernan bann Zwif, e sel li avek sele rwayal, akoz en lalwa ekri lo non lerwa e sele avek son stanp, pa kapab ganny anile.”
EST.8.9	Sa menm zour, venntrwazyenm zour dan trwazyenm mwan ki mwan Sivan, bann sekreter lerwa ti ganny konvoke. En lalwa ti ganny ekri lo tou sa ki Mardose ti dir konsernan bann Zwif, e adrese avek bann reprezantan lerwa, bann gouverner ek bann fonksyonner enportan dan tou bann provens, depi Lenn ziska Letyopi; 127 provens an tou, sak provens dapre son prop lekritir e sak pep dan son prop langaz e pour tou bann Zwif osi, dapre zot prop lekritir e zot prop langaz.
EST.8.10	Bann let ti ganny ekri lo non lerwa Zerzes e sele avek stanp lerwa. Sa bann let ti ganny ekspedye par bann mesaze lo seval deras ki ti ganny sonnyen dan lekiri rwayal. 
EST.8.11	Par sa bann let, lerwa ti otoriz bann Zwif dan tou bann lavil pour rasanble e defann zot lavi pour detri, touye, e pour ekstermin nenport troup larme lepep, oubyen larme bann provens ki persekit zot avek zot fanm ek zot fanmir. Zot ti annan osi drwa fer piyaz zot bann byen 
EST.8.12	pandan en sel zour. Sa ti ariv trezyenm zour, dan douzyenm mwan, ki mwan Adar, dan tou bann provens lerwa Zerzes. 
EST.8.13	En kopi sa let ti ganny pibliye koman en lalwa dan sak provens e ganny anonse avek lepep, e bann Zwif ti pare sa zour, pour revanz zot bann lennmi. 
EST.8.14	Alor, bann mesaze, lo bann seval deras ki ganny swannyen dan lekiri lerwa, ti depese lo lord lerwa. Sa lalwa ti ganny kominike dan lavil kapital Siz.
EST.8.15	Mardose ti sorti devan lerwa abiye dan labi rwayal kouler ble e blan avek en gro kouronn annor, en gran manto an linenn fen, kouler rouz fonse. Dan lavil Siz, ti annan tapaz ek selebrasyon. 
EST.8.16	Bann Zwif ti dan lazwa, kontantman ranpli avek bokou loner. 
EST.8.17	Dan sak provens e dan sak lavil, partou kot lord ek lalwa lerwa ti arive, bann Zwif ti dan lazwa; ti en zour lafet. Bokou parmi lepep dan pei ti deklar zot Zwif, akoz zot ti'n per bann Zwif.
EST.9.1	Trezyenm zour dan douzyenm mwan ki mwan Adar, kan lord ek lalwa lerwa ti devre vin anfors, zour ki bann lennmi bann Zwif ti sipoze ganny pouvwar lo zot, ti arive ki se bann Zwif ki ti ganny pouvwar lo zot bann lennmi. 
EST.9.2	Bann Zwif ti rasanble ansanm dan zot bann lavil atraver tou bann provens lerwa Zerzes, pour atak sa bann ki ti'n rod detri zot. Personn pa ti kapab reziste zot, akoz lepep antye ti'n ranpli avek lafreyer. 
EST.9.3	Tou bann fonksyonner enportan dan bann provens, bann reprezantan lerwa, bann gouverner ek bann zofisye lerwa ti pe siport bann Zwif, akoz zot ti'n per Mardose. 
EST.9.4	Annefe, Mardose ti annan bokou pouvwar dan pale rwayal; amezir ki i ti vin deplizanpli pwisan, son renonmen ti kouver tou bann provens. 
EST.9.5	Alor, bann Zwif ti masakre tou zot bann lennmi; zot ti touy zot e fer zot disparet. Zot ti fer sa ki zot ti oule avek sa bann dimoun ki ti ay zot. 
EST.9.6	Dan Siz, lavil kapital, bann Zwif ti touye e detri 500 zonm. 
EST.9.7	Zot ti osi touy Parsandata, Dalfonn, Aspata, 
EST.9.8	Porata, Adalya, Aridata, 
EST.9.9	Parmasta, Arizai, Aridai ek Vaizata, 
EST.9.10	ki ti 10 garson Haman, garson Hamedata, lennmi bann Zwif; me zot pa ti fer okenn piyaz.
EST.9.11	Son menm zour, lakantite dimoun ki ti ganny touye dan lavil kapital Siz, ti ganny raporte avek lerwa. 
EST.9.12	Lerwa ti dir larenn Ester, “Dan lavil kapital Siz, bann Zwif in touy 500 zonm e osi bann garson Haman. Ki zot in fer dan leres bann provens rwayal? Aprezan, ki ou pe demande? Ou ava ganny akorde. Sa ki ou oule ankor, ava ganny akorde.”
EST.9.13	Ester ti dir, “Si i fer plezir lerwa ki bann Zwif dan Siz i ganny permisyon demen osi, pour azir dapre lord ki valab pour ozordi. Ki sa 10 garson Haman i ganny pann lo lesafo.”
EST.9.14	Alor, lerwa ti ordonnen ki zot fer li. En lord ti ganny pibliye dan Siz e sa 10 garson ti ganny pann. 
EST.9.15	Bann Zwif ki ti dan Siz ti rasanble osi dan katorzyenm zour dan mwan Adar. Zot ti touy 300 zonm dan Siz; me zot pa ti fer piyaz.
EST.9.16	Lezot Zwif ki ti dan bann provens rwayal ti osi rasanble pour defann zot lavi e debaras zot avek zot bann lennmi. Zot ti touy 75,000 parmi sa bann ki ay zot, me zot pa ti fer piyaz. 
EST.9.17	Sa ti ariv trezyenm zour mwan Adar. Katorzyenm zour, zot ti repoze, fer lafet e selebre.
EST.9.18	Me bann Zwif ki ti dan Siz ti rasanble le 13 ek le 14; zot ti repoze le 15. Sa zour, zot ti fete e selebre. 
EST.9.19	Pour sa rezon ki bann Zwif dan vilaz e ki reste dan bann lavil san miray proteksyon zot fer sa katorzyenm zour mwan Adar en zour lafet ek selebrasyon; sakenn i anvoy kado kot son vwazen.
EST.9.20	Mardose ti ekri tousala dan bann let ki i ti anvoy kot tou bann Zwif dan tou provens lerwa Zerzes, pre ou lwen. 
EST.9.21	I ti demann zot obzerv katorzyenm zour mwan Adar ensi ki kenzyenm zour sa mwan, toulezan, 
EST.9.22	koman bann zour ki bann Zwif ti ganny debarase avek zot bann lennmi, koman bann zour dan sa mwan, kot zot tristes ti ganny transformen an lazwa e zot maler en boner; ki zot ti devre fer sa bann zour koman bann zour lafet ek selebrasyon, bann zour pou anvoy kado kanmarad ek bann pov. 
EST.9.23	Alor, bann Zwif ti adopte tousala koman konmansman en koutim, parey Mardose ti'n ekri zot.
EST.9.24	Annefe, Haman, en desandan Agag, garson Hamedata, lennmi tou bann Zwif, ti'n fer en konplo kont bann Zwif pour detri zot. I ti'n tir osor pour kraz zot e detri zot. 
EST.9.25	Me kan Ester ti prezant li devan lerwa, lerwa ti donn lord par ekri, ki sa konplo prepare par Haman, i retonm lo li menm; ki Haman avek son bann garson, zot ganny pann lo lesafo. 
EST.9.26	Pour sa rezon ki sa bann zour i ganny apele Pourim, dapre sa mo Pour ki vedir tir osor. Alor, dapre sa ki ti'n ganny ekri dan sa let e tou sa ki'n ariv zot e difikilte ki zot in pas ladan, 
EST.9.27	bann Zwif ti etabli e aksepte sa koutim ki pa devre zanmen sanze pour zot e zot bann desandan ki ava vin Zwif: San fot, zot pou gard sa de zour, dapre sa ki'n ganny ekri e dan menm lepok sak lannen. 
EST.9.28	Zot devre rapel sa bann zour e i devre ganny obzerve zenerasyon apre zenerasyon, dan sak fanmir, provens, lavil. Sa bann zour Pourim pa devre zanmen ganny abandonnen parmi bann Zwif; son lobzervasyon pa devre ganny abandonnen parmi zot desandans.
EST.9.29	Alor, larenn Ester, fiy Abihail, avek Zwif Mardose, ti ekri en dezyenm let, pour konfirm avek tou zot lotorite, sa let konsernan Pourim. 
EST.9.30	Bann let ti ganny anvoye kot tou bann Zwif dan 127 provens lerwa Zerzes, avek mesaz lape ek fidelite, 
EST.9.31	pour enstitye sa bann zour Pourim lo dat fikse par Zwif Mardose ek larenn Ester pour zot menm e pour zot desandans, konsernan zot bann letan zenn ek lamantasyon. 
EST.9.32	Lord larenn Ester ti fikse rityel Pourim; sa zistwar i ganny met par ekri.
EST.10.1	Lerwa Zerzes ti etabli en taks lo pei ek bann zil lanmer. 
EST.10.2	Tou son bann aksyon ekstraordiner e kouraze, mannyer in donn promosyon Mardose, in ganny rakonte dan Liv Listwar bann Lerwa Medi ek Lapers. 
EST.10.3	Zwif Mardose ti dezyenm apre lerwa Zerzes; i ti pwisan e popiler parmi bokou bann Zwif akoz i ti rod byennet son pep e entersed pour lape son bann desandan.
JOB.1.1	Dan pei Ous, ti annan en zonm ki ti apel Zob. I ti en zonm zis e drwat. I ti annan gran respe pour Bondye e i ti evite fer sa ki mal. 
JOB.1.2	I ti annan set garson ek trwa fiy. 
JOB.1.3	I ti posed 7,000 mouton, 3,000 samo, 1,000 bef, 500 femel bourik. I ti osi annan bokou serviter. Zob ti ganny konsidere koman pli gran personnaz dan pei Les.
JOB.1.4	Bann garson Zob ti annan labitid al kot kanmarad, sakenn son tour, pour fer lafet ansanm. Zot ti envit zot trwa ser, pour vin manze e bwar avek zot. 
JOB.1.5	Kan bann zour lafet ti'n fini, Zob ti fer son bann garson vin kot li pour pirifye zot. I ti leve granmaten e ofer sakrifis pour sakenn zot; i ti dir dan li menm: Petet mon bann zanfan in fer pese e zot in modi Bondye dan zot leker! Zob ti toultan fer sa.
JOB.1.6	En zour, bann garson Bondye ti prezant zot devan SENYER. Lakizater
JOB.1.7	SENYER ti demann Lakizater, “Kote ou sorti?”
JOB.1.7	Lakizater ti reponn SENYER “Mon sorti pronmnen en pe partou lo later.”
JOB.1.8	SENYER ti demann li, “Eski ou'n remark mon serviter Zob? Napa personn koman li lo later. I en zonm zis e drwat ki annan bokou respe pour Bondye, e ki evite fer sa ki mal.”
JOB.1.9	Lakizater ti reponn SENYER, “Eski ou krwar, pour nanryen ki Zob i annan respe pour Bondye? 
JOB.1.10	Pa ou'n protez li, son lakaz, son fanmir ek tou sa ki i posede? Ou'n telman beni tou sa ki i'n antreprann, ki son bann troupo i kouver pei. 
JOB.1.11	Me zis esey tous tou sa ki i posede. Mon asire ki i pou modi ou dan ou figir.”
JOB.1.12	SENYER ti dir Lakizater. “Dakor! Tou sa ki i annan i dan ou pouvwar; selman pa tous son lavi.” Alor, Lakizater ti kit prezans SENYER.
JOB.1.13	En zour, letan ki bann garson ek bann fiy Zob ti pe manze e bwar diven kot zot gran frer, 
JOB.1.14	en mesaze ti ariv kot Zob. I ti dir li, “Bann bef ti pe kas later, e bann femel bourik ti pe manze lanmenm pre akote. 
JOB.1.15	En bann voler sorti dan Sid ti atak zot. Zot ti pran tou sa ki zot ti annan, e masakre ou bann serviter. Zis mwan ki'n sape pour vin donn ou sa nouvel.”
JOB.1.16	I ti ankor pe koze, ler en lot mesaze ti arive. I ti dir, “Zekler sorti dan lesyel in tonm lo bann mouton e lo ou bann serviter e bril zot. Zis mwan ki'n sape pour vin anons ou sa nouvel.”
JOB.1.17	I ti ankor pe koze ler en lot mesaze ti arive. I ti dir, “Trwa group voler sorti dan Nor in arive e zot in atak troupo samo. Zot in pran tou, e zot in masakre tou bann serviter. Zis mwan ki'n sape pour vin anons ou sa nouvel.”
JOB.1.18	I ti ankor pe koze ler en lot mesaze ti arive. I ti dir, “Ou bann garson ek ou bann fiy ti pe manze e bwar diven ansanm kot zot gran frer, 
JOB.1.19	ler en gro divan sorti lot kote dezer ti soufle lo kat kwen son lakaz. Lakaz in tonm lo zot e zot tou, zot in mor. Zis mwan ki'n sape pour vin anons ou sa nouvel.”
JOB.1.20	Alor Zob ti leve. I ti desir son lenz e raz son latet. I ti tonm ater e prosternen. 
JOB.1.21	I ti dir: Mon'n sorti touni dan vant mon manman e mon ava retourn touni dan vant later! SENYER in donnen e SENYER in repran. Son non i ganny beni!
JOB.1.22	Dan tousala, Zob pa ti fer pese. I pa ti dir nanryen kont Bondye.
JOB.2.1	En zour, kan bann garson Bondye ti prezant zot devan SENYER, Lakizater osi ti vin parmi zot pour prezant li devan SENYER.
JOB.2.2	SENYER ti demann Lakizater, “Kote ou sorti?”
JOB.2.2	Lakizater ti reponn li, “Mon sorti pronmnen en pe partou lo later.”
JOB.2.3	SENYER ti demann li, “Eski ou'n remark mon serviter Zob? Napa personn koman li lo later. I en zonm zis e drwat. I annan bokou respe pour Bondye e i evite fer sa ki mal. I reste touzour fidel, menm si ou'n pous mwan pour detri li san rezon.”
JOB.2.4	Lakizater ti reponn SENYER, “Sa i normal; en zonm i donn tou sa ki i posede pour li sov son lavi. 
JOB.2.5	Me zis lev ou lanmen e tous son lezo ek son laser. Mon asire ki i pou modi ou dan ou figir!”
JOB.2.6	SENYER ti dir Lakizater, “Dakor! Mon kit li dan ou pouvwar. Me pa tous son lavi.”
JOB.2.7	Alor, Lakizater ti kit prezans SENYER. I ti al atak Zob avek en move maladi lapo, depi son plak lipye ziska son lapo latet. 
JOB.2.8	Zob ti pran en morso po kase pour grat li avek e i ti asiz lo en ta lasann.
JOB.2.9	Son fanm ti dir li, “Ou kontinyen reste fidel. Modi Bondye e apre mor!”
JOB.2.10	Me i ti reponn li, “Ou koz koman en fanm fol! Bondye i donn nou sa ki bon e i anvoy maler osi!” Dan tousala, Zob pa ti dir nanryen kont Bondye.
JOB.2.11	Trwa zanmi Zob ti antann tou sa bann maler ki ti'n ariv li. Zot ti vini sorti dan zot pei: Elifaz sorti Temann, Bildad sorti Soua e Sofar sorti Naama. Zot ti tonm dakor pour al senpatiz avek li e konsol li. 
JOB.2.12	Zot ti war li dan lwen, me zot pa ti rekonnet li. Alor, zot ti plere asodlarm. Zot ti desir zot lenz e anvoy lapousyer anler par lao zot latet. 
JOB.2.13	Zot ti asiz ater obor li pandan set zour ek set nwit. Personn pa ti dir li en mo, akoz zot ti war ki i ti pe soufer bokou.
JOB.3.1	Anfen, Zob ti ouver labous e modi zour son nesans.
JOB.3.2	I ti dir:
JOB.3.3	Si selman sa zour kan mon ti ne ti disparet
JOB.3.3	e sa lannwit kan zot ti dir:
JOB.3.3	En garson in ganny formen!
JOB.3.4	Mon demande ki sa zour i vin en zour fernwanr
JOB.3.4	e Bondye lao i oubliy li;
JOB.3.4	okenn lalimyer pa briy ankor lo li!
JOB.3.5	Mon demande ki fernwanr lanmor i pran li,
JOB.3.5	e bann gro nyaz i kouver li
JOB.3.5	e fernwanr i ranplas lizour.
JOB.3.6	Sa lannwit ava vin en fernwanr konplet
JOB.3.6	e pa ganny konte parmi bann zour dan lannen,
JOB.3.6	ni parmi bann mwan.
JOB.3.7	Mon demande ki sa lannwit i vin steril,
JOB.3.7	e ki personn pa kriye avek kontantman.
JOB.3.8	Sa zour ava ganny modi par bann ki modi lizour
JOB.3.8	e ki kapab fer leve dragon Leviatan.
JOB.3.9	Mon demande ki bann zetwal granmaten i tennyen!
JOB.3.9	Bann zetwal bomaten ava esper lizour ki pa zanmen vini.
JOB.3.9	Zanmen i pou war soley leve ankor.
JOB.3.10	Akoz i pa'n fer nanryen pour anpes mwan ne?
JOB.3.10	Alor, mon pa ti ava konn sa maler.
JOB.3.11	Akoz mon pa ti mor depi dan vant mon manman?
JOB.3.11	Akoz mon pa ti rann mon souf an nesan?
JOB.3.12	Akoz mon manman ti met mwan lo son zenou
JOB.3.12	e i ti donn mwan tete?
JOB.3.13	Ozordi, mon ti ava'n mor,
JOB.3.13	e mon ti ava pe repoz anpe
JOB.3.14	avek bann lerwa, ek bann gran dirizan later
JOB.3.14	ki konstri bann moniman pour zot menm;
JOB.3.15	oubyen, avek bann gran sef ki posed lor
JOB.3.15	e ki ti ranpli zot lakaz avek larzan.
JOB.3.16	Oubyen, akoz mon pa ti ganny antere
JOB.3.16	parey en pti baba mor an nesan,
JOB.3.16	ki pa'n zanmen war lalimyer soley?
JOB.3.17	Laba dan lemonn lanmor, bann malfeter i aret azite,
JOB.3.17	e dimoun ki'n randi avek lavi,
JOB.3.17	i anfen repoz anpe.
JOB.3.18	Laba, tou bann prizonnyen i dan trankilite.
JOB.3.18	Zot nepli antann lavwa zot gardyen kriye.
JOB.3.19	Pli pti koman pli gran i la.
JOB.3.19	Lesklav in ganny libere par son met.
JOB.3.20	Akoz i les bann ki pe pas martir war lalimyer,
JOB.3.20	e donn lavi bann ki ranpli avek lanmertim?
JOB.3.21	Zot esper lanmor, me lanmor pa vini.
JOB.3.21	Zot rod lanmor plis ki en trezor.
JOB.3.22	Zot ti ava telman ere
JOB.3.22	si zot ti trouv en latonm.
JOB.3.23	Mon en zonm ki pa konnen kote i pe ale.
JOB.3.23	Bondye in blok mwan lo tou kote.
JOB.3.24	Mon bann soupir in vin mon nouritir.
JOB.3.24	Mon bann zemisman i devide parey delo.
JOB.3.25	Sa ki mon per, sanmenm sa ki ariv mwan.
JOB.3.25	Sa ki mon pli per ankor, i tonm lo mwan.
JOB.3.26	Mon pa santi mwan alez
JOB.3.26	e mon napa trankilite,
JOB.3.26	Mon nepli kapab repoze; mon traka pa zanmen fini.
JOB.4.1	Elifaz ki sorti Temann ti reponn Zob:
JOB.4.2	Mon pa oze dir ou en parol;
JOB.4.2	ou telman dekouraze.
JOB.4.2	Me mon nepli kapab reste san koze!
JOB.4.3	Ou'n enstri bokou dimoun;
JOB.4.3	ou'n redonn kouraz sa ki ti tro fatige.
JOB.4.4	Ou bann parol in relev bann ki'n tonbe;
JOB.4.4	ou'n donn kouraz sa enn ki zenou ti feb.
JOB.4.5	Me la kan in ariv ou tour, ou tonbe.
JOB.4.5	Aprezan ki maler in tap ou, ou per.
JOB.4.6	Pa ou'n met ou konfyans dan Bondye, ki ou annan pou per?
JOB.4.6	Ou lavi san repros pa i donn ou lespwar!
JOB.4.7	Rapel byen: Eski maler i tonm lo en inosan?
JOB.4.7	Eski en dimoun drwat i disparet?
JOB.4.8	La sa ki mon'n remarke:
JOB.4.8	Dimoun ki kiltiv lenzistis e ki senm lanmizer,
JOB.4.8	pou rekolte sa ki zot in senmen.
JOB.4.9	Bondye i soufle lo zot e zot disparet.
JOB.4.9	Zot ganny detri par divan son lakoler.
JOB.4.10	Bondye i fer arete gronnyman lyon,
JOB.4.10	lavwa en bebet ankoler.
JOB.4.10	I kas ledan en zenn lyon.
JOB.4.11	En lyon i mor fot manze,
JOB.4.11	e bann piti en femel lyon i disperse partou.
JOB.4.12	En mesaz in ariv kot mwan an sekre
JOB.4.12	e mon zorey in soufle.
JOB.4.13	In arive dan en rev pandan lannwit
JOB.4.13	ler en dimoun i dan son profon sonmey.
JOB.4.14	Lafreyer ek frison ti sezi mwan;
JOB.4.14	tou mon bann lezo ti tranble.
JOB.4.15	En souf ti kares mon figir.
JOB.4.15	Tou mon bann pwal lo mon lekor, ti drese.
JOB.4.16	Mon ti war en dimoun debout devan mwan.
JOB.4.16	Mon ti war son laform,
JOB.4.16	me mon pa ti rekonnet li.
JOB.4.16	Apre en silans, mon ti antann en lavwa dir:
JOB.4.17	Eski en zonm mortel i kapab paret zis devan Bondye?
JOB.4.17	Eski en et imen i pli pir ki son Kreater?
JOB.4.18	Si Bondye pa fer konfyans son bann serviter,
JOB.4.18	si i war defo dan son bann mesaze,
JOB.4.19	eski i pou fer konfyans en et imen
JOB.4.19	ki reste dan lakaz anter,
JOB.4.19	ki son fondasyon i fer avek later
JOB.4.19	e ki kapab ganny kraze parey en zensek?
JOB.4.20	Dan zis en lazournen, zot ganny detri;
JOB.4.20	zot disparet pour touzour san ki personn i remarke.
JOB.4.21	Difil ki tenir zot lavi i kase.
JOB.4.21	Zot mor san ki zot in ganny lasazes!
JOB.5.1	Kriye aprezan! Lekel ki pou reponn ou?
JOB.5.1	Avek lekel son bann lanz ou pou adres ou?
JOB.5.2	Lakoler i touy dimoun ensanse.
JOB.5.2	Zalouzi i detri bann fou.
JOB.5.3	Mon'n war bann fou dan bon sityasyon.
JOB.5.3	Me mon pa ti tarde demann
