GEN.1.1	Fɔlɔfɔlɔ, Alla ka sankolo dan ka duukolo dan, 
GEN.47.20	Wo rɔ, Yusufu ka Misiran duu bɛɛ san mansa yɛ. Misirankailu bɛɛ ka alu la sɛnɛilu san, ka a masɔrɔn kɔnkɔ ra juuya foo ka a dan natamin. Jamana duu bɛɛ kɛra mansa ta ri ɲa wo le ma. 
GEN.47.21	Ka bɔ jamana kun do la, ka wa bila a kun do la, Yusufu ka jamana mɔɔilu kɛ jɔnilu ri. 
GEN.47.22	A ka duu bɛɛ san, fo duu mɛn tɛrɛ ye mɔɔilu la joo sɔlailu bolo, baa mansa tɛrɛ ye mɔɔilu la joo sɔlailu sɔla suman na tuma bɛɛ. Suman wo kɛra woilu balo ri. Wo le kosɔn woilu ma alu la duu san.
GEN.47.23	Yusufu ka a fɔ mɔɔilu yɛ ko: «N da ai ni ai la duu san mansa yɛ bi. Nba, ai ye si ɲin ta ka wa a foyi ai la sɛnɛilu rɔ, 
GEN.47.24	kɔni ai wa suman mɛn ka, ai ye wo tala loolu ri, ka tala kelen di mansa ma. A tɔ naanin, ai ta le wo ri. Ai ye do kɛ si ri, ka do kɛ balo ri, sa ai ri ai jɛrɛ ni ai denilu ni ai wara mɔɔilu bɛɛ balo.» 
GEN.47.25	Alu ka Yusufu jabi: «An fa, i ra koɲuma kɛ an yɛ ka an kisi kɔnkɔ ma. An di kɛ mansa la jɔnilu ri.»
GEN.47.26	Yusufu ka sariya sii Misiran jamana rɔ ko mɔɔilu wa suman mɛn ka, wo ye tala loolu ri, ka tala kelen di mansa ma. Sariya wo siini ye fɔlɔ haan bi. Mɔɔilu la joo sarakalaselailu la duu le dɔrɔn ma kɛ mansa ta ri.
GEN.47.27	Nba, Isirayɛli la mɔɔilu ka alu sii Kosɛni jamana rɔ Misiran. Alu ka nanfulu sɔrɔn ye ka jiri kosɛbɛ.
GEN.47.28	Yakuba si bɛɛ ladɛnni kɛra san kɛmɛ ni san binaanin ni san wɔrɔnwula le ri. A ka san tan ni wɔrɔnwula kɛ Misiran jamana rɔ. 
GEN.47.29	A sa waati sudunyanin tuma mɛn na, a ka a dencɛ Yusufu kili ka a fɔ a yɛ ko: «Ni n duman i yɛ, i ye i bolo la n woro kɔrɔ ka lahidi ta n yɛ ko i ka kan ka ɲumaya mɛn kɛ n yɛ, i ri wo kɛ ka kankelentiiya kɛ n yɛ n na saya kɔ rɔ, ko i tɛ n suu don Misiran jamana rɔ yan fewu. 
GEN.47.30	N ye a fɛ i ye n suu don n benbailu suu don diya. I ye n suu ta ka bɔ Misiran ka wa a don diya wo rɔ.» Yusufu kan ko: «N di a kɛ ikomin i ka a fɔ ɲa mɛn ma.»
GEN.47.31	Yakuba kan ko: «I kali n yɛ.» Yusufu ka a kali a yɛ. Wo rɔ, Yakuba ka i birin a la lafen kun na ka Alla bato.
GEN.48.1	Waati wo taminni a fɔla Yusufu yɛ ko a fa ma kɛndɛ. Wo rɔ, a ka a dencɛ fila ta, Manase ni Efirayimu kɔnin, ka wa a fa tuwa. 
GEN.48.2	A fɔra Yakuba yɛ tuma mɛn na ko a dencɛ Yusufu ra na, a ka a raja ka i wuli, ka i sii a la lafen kan. 
GEN.48.3	Yakuba ka a fɔ Yusufu yɛ ko: «Alla Sebɛɛtii bɔra gbɛ rɔ n yɛ Lusi so dafɛ Kanaan jamana rɔ, ka ɲumaya kɛ ka baraka don n na kɔ rɔ. 
GEN.48.4	A ka a fɔ n yɛ ko: ‹N di i jiri, ka i bɔnsɔn siyaya ka a kɛ jama siyaman ba ri. N di jamana ɲin di i bɔnsɔn ma i kɔma rɔ, ka a kɛ alu ta ri kadawu.›» 
GEN.48.5	Yakuba ka a fɔ Yusufu yɛ ko: «I ka i dencɛ Efirayimu ni i dencɛ Manase sɔrɔn Misiran yan ka a tɛrɛn n tun ma na i tɔrɔfɛ fɔlɔ, kɔni sisen, n da woilu kɛ n denilu ri. Efirayimu ni Manase ra kɛ n ta ri sisen ikomin Rubɛn ni Simeyɔn ye n ta ri ɲa mɛn ma. 
GEN.48.6	Ni i ka den mɛnilu sɔrɔn woilu kɔ, woilu ri kɛ i ta ri. Woilu bɔnsɔn di duu sɔrɔn Efirayimu ni Manase bɔnsɔn ta ni rɔ. 
GEN.48.7	N bɔra Padani Aramu rɔ ka n kɔseyi n fa wara tuma mɛn na, Rasɛli sara ka n ninnafin kojuuya. A sara sila la Kanaan bɔnsɔn na jamana rɔ, ka a tɛrɛn an tun da sudunya Efirata so la. N ka a suu don Efirata sila la ye.» Efirata mɛn tɔɔ bi ko Bɛtilɛhɛmu.
GEN.48.8	Isirayɛli ka Yusufu dencɛilu yen tuma mɛn na, a kan ko: «Yon de ɲinilu ri?» 
GEN.48.9	Yusufu ka a fa jabi: «Alla ka dencɛ fila mɛn di n ma yan, woilu le ɲin di.» Yakuba kan ko: «Alu lana n ma yan, sa n di duwawu kɛ alu yɛ.» 
GEN.48.10	Isirayɛli ɲa lafinni tɛrɛ. A tun tɛ fen nasala kosɛbɛ butun. Yusufu ka a dencɛilu madon a la tuma mɛn na, Isirayɛli ka a ton alu kan ka alu sunbu. 
GEN.48.11	A ka a fɔ Yusufu yɛ ko: «N ma a lɔn fewu ko n di i yen butun, kɔni Alla ra a kɛ n da i dencɛilu fanan yen sisen.» 
GEN.48.12	Yusufu ka a dencɛilu ta ka alu bɔ a fa sen kan, ka a majii, ka a kun majii a fa kɔrɔ. 
GEN.48.13	A wulira ka a dencɛilu madon a fa la, ka Efirayimu lasii a fa bolomaran fɛ, ka Manase lasii a fa bolokinin fɛ. 
GEN.48.14	Hali wo, Isirayɛli ka a bolo latamin a ɲɔɔn kɔ rɔ. A ka a bolokinin natamin ka a la Efirayimu kun dɔ, ni a ye doomamɔɔ ri. A ka a bolomaran natamin ka a la Manase kun dɔ, wo mɛn ye den fɔlɔ ri. 
GEN.48.15	Wo rɔ, a duwara Yusufu yɛ ko:
GEN.48.15	«N benba Iburahima ni n fa Isiyaka tɛrɛ ye taamala
GEN.48.15	ka bɛn Alla mɛn kan ma,
GEN.48.15	wo ye ɲumaya kɛ den ɲinilu yɛ.
GEN.48.15	Alla mɛn ka a lɔ n ɲɔrɔ ka a damira n sɔrɔn waati ma haan ka se bi ma,
GEN.48.15	wo ye ɲumaya kɛ den ɲinilu yɛ.
GEN.48.16	Alla mɛn nara n ma iko mɛlɛka, ka n kisi kojuu bɛɛ ma,
GEN.48.16	Wo ye ɲumaya kɛ den ɲinilu yɛ.
GEN.48.16	Denilu sababu la n tɔɔ kana tunun,
GEN.48.16	A ni n benba Iburahima tɔɔ ni n fa Isiyaka tɔɔ.
GEN.48.16	Ka alu bɔnsɔn siyaya a ɲa jɛrɛ jɛrɛ ma duukolo kan,
GEN.48.16	Alla ma wo kɛra.»
GEN.48.17	Yusufu ka a yen tuma mɛn na ko a fa ra a bolokinin la Efirayimu kun dɔ, wo ma diya Yusufu yɛ. A ka a fa bolo mira ka a bɔ Efirayimu kun dɔ, ka a la a dencɛ fɔlɔ Manase kun dɔ. 
GEN.48.18	A ka a fɔ a fa yɛ ko: «N fa, i filinin de. Den fɔlɔ le Manase ri. I bolokinin la wo kun dɔ.»
GEN.48.19	A fa, kɔnin, ma sɔn wo ma. A kan ko: «N dencɛ, n ye mɛn kɛla, n ka wo lɔn jɔ. Manase bɔnsɔn fanan di siyaya ka kɛ kabila ba ri. A ri bonya, kɔni a doocɛ ri bonya ka tamin a kan. A doocɛ bɔnsɔn di kɛ jama siyaman di.» 
GEN.48.20	A duwara alu yɛ wo lon. A kan ko: «Isirayɛlika di duwa mɔɔilu yɛ ai tɔɔ le rɔ ka a fɔ ko: ‹Alla ma i kɛra iko Efirayimu ni Manase ye ɲa mɛn ma.›»
GEN.48.20	Wo rɔ, Yakuba ka Efirayimu bila Manase ɲɛ. 
GEN.48.21	A ka a fɔ Yusufu yɛ ko: «N satɔ le, kɔni Alla ri to ai fɛ. A ri ai laseyi ai fa wara Kanaan jamana rɔ ikɔ. 
GEN.48.22	N di i sɔ ka tamin i badenmailu kan, ka Sikɛmu koyinkɛma yɔrɔ di i ma. N ka Amɔrikailu kɛlɛ n na fanmuru ni kalabiɲe la ka yɔrɔ ɲuma wo mira alu la.»
GEN.49.1	Yakuba ka a dencɛilu kili ko:
GEN.49.1	«Ai ye na ai ladɛn n tɔrɔfɛ. N ye a fɛ ka koilu lase ai ma, mɛnilu kɛtɔ alu la sini natɔ kɔnin.
GEN.49.2	N dencɛilu, ai ye na ai tolo malɔ nde ai fa Yakuba la,
GEN.49.2	a ye fola n ma ko Isirayɛli.
GEN.49.3	Rubɛn, ile le n dencɛ fɔlɔ ri.
GEN.49.3	I fɔlɔ le kɛra n na cɛya ni n na fanka fɔlɔ ri.
GEN.49.3	Bonya ni sebaaya ye i bolo ka tamin i doocɛilu kan,
GEN.49.4	kɔni i ye ikomin ji ba woyetɔ, mɛn ti se a jɛrɛ mirala.
GEN.49.4	I ti nala kɛla bonkun ri fewu, baa i ra i la i fa la lafen kan ka si a muso fɛ.
GEN.49.4	A ka a la n na lafen kan ka a manɔɔ.
GEN.49.5	Simeyɔn ni Lebi miriya ye ko kelen de ri.
GEN.49.5	Alu ka ie la fanmuruilu ta ka wa tiɲannin kɛ.
GEN.49.6	Alu wa kuma gbundu rɔ, n tɛ sɔn ka n sen bila wo rɔ.
GEN.49.6	Alu wa ladɛn kɛ, n di n ban wala,
GEN.49.6	baa alu mɔnɛra ka mɔɔilu faa.
GEN.49.6	Alu juuyara ka nisilu sen fasailu tɛɛ.
GEN.49.7	Alla ye tɔrɔya la alu kan alu la mɔnɛ wo kosɔn, baa alu la mɔnɛ ka juu,
GEN.49.7	a ni alu la ɲenikɛjuuya wo kosɔn, baa alu la ɲenikɛjuuya ka alu kɛ hinabaliilu le ri.
GEN.49.7	N di alu bɔnsɔn datala Yakuba bɔnsɔn na jamana rɔ.
GEN.49.7	N di alu lajɛnsɛn Isirayɛlika la jamana yɔrɔ bɛɛ rɔ.
GEN.49.8	Yahuda, i badenmailu ri ile le tando.
GEN.49.8	I ri se i juuilu la.
GEN.49.8	I faludenmailu ri alu majii i kɔrɔ.
GEN.49.9	Yahuda ye ikomin yara kanberen de,
GEN.49.9	mɛn di wa sobo faa ka wo damun,
GEN.49.9	ka na i rasɔmɔn ka i la.
GEN.49.9	Yon di a lawuli?
GEN.49.10	Faamaya gbeleke tɛ bɔ Yahuda bolo.
GEN.49.10	Mansaya gbeleke ri to a bɔnsɔn bolo
GEN.49.10	fo mansaya tii wa na,
GEN.49.10	dunuɲa bɛɛ ri i majii mɛn kɔrɔ.
GEN.49.11	A ri a la fali sidi rɛsɛnju la,
GEN.49.11	ka a la faliden sidi rɛsɛnju ɲuma ɲuma la.
GEN.49.11	A ri a la faanin ko rɛsɛnji la,
GEN.49.11	ka a la durukiba ko rɛsɛnji la, mɛn wulenni ikomin jeli.
GEN.49.12	A ri rɛsɛnji min fo ka a ɲailu lafin.
GEN.49.12	A ri nɔnɔ min fo ka a ɲi gbɛ.
GEN.49.13	Sabulɔn di i sii kɔɔji da la.
GEN.49.13	Kulunbailu lɔ diya ri kɛ a wara ri.
GEN.49.13	A la duu ri wa foo Sidɔn so fan fɛ.
GEN.49.14	Isakari ye ikomin fali, fanka ba ye mɛn na.
GEN.49.14	A ri a la a la donin bɔrɔilu tɛma.
GEN.49.15	Ni a ka a yen tuma mɛn na
GEN.49.15	ko jamana wo ka ɲi,
GEN.49.15	ko yɔrɔ wo duman kosɛbɛ,
GEN.49.15	a ri a kɔ rabɛn donin ta kanma
GEN.49.15	ka kɛ jɔn di ka diyagboya baara kɛ.
GEN.49.16	Daan di a sii a la mɔɔilu kun na ka alu la kiti tɛɛ,
GEN.49.16	a ri kɛ ikomin Isirayɛli kabila tɔilu fanan.
GEN.49.17	Daan ye ikomin sa, mɛn lani sila dafɛ,
GEN.49.17	ikomin fɔnfɔnni, mɛn ye sila misɛnilu la.
GEN.49.17	A ri so cin a sen ma,
GEN.49.17	ka so tii labe a kɔ kan.»
GEN.49.18	Yakuba kan ko: «Ɛɛ Allabatala, n ye i makɔnɔla, i ye n kisi.»
GEN.49.19	A kan ko:
GEN.49.19	«Benkanninnailu ri na be Kadi kan,
GEN.49.19	kɔni a ri alu gbɛn ka alu kɔsaran kojuuya.
GEN.49.20	Asɛri ri suman duman sɔrɔn;
GEN.49.20	a ri damunun fen duman di mansailu ma.
GEN.49.21	Nefitali a la fɛrɛnin ikomin minanmuso, mɛn ye a jɛrɛ ma,
GEN.49.21	mɛn ye den ɲumailu sɔrɔnna a jɛrɛ ma.
GEN.49.22	Yusufu ye ikomin jiri mɛn ye a denna kosɛbɛ,
GEN.49.22	jiri mɛn lɔni kɔ dafɛ,
GEN.49.22	mɛn bolo ye janyanna foo ka tamin dandan kun na.
GEN.49.23	Kalabiɲetiilu wulira a kanma kojuuya.
GEN.49.23	Alu ka biɲɛilu lafili a ma ka a tɔrɔ kosɛbɛ,
GEN.49.24	kɔni Yusufu la kala ma yɛrɛyɛrɛ.
GEN.49.24	A boloilu ka fanka sɔrɔn Alla Sebɛɛtii bolo,
GEN.49.24	mɛn ye Yakuba dɛmɛnna.
GEN.49.24	Wo le ye mɔɔ latankala le ri,
GEN.49.24	mɛn ye Isirayɛli lakandala,
GEN.49.24	mɛn barakani ikomin farakolo.
GEN.49.25	I fa Maari ye i dɛmɛnna.
GEN.49.25	Alla Sebɛɛtii ye ɲumaya kɛla i yɛ.
GEN.49.25	A ri fen ɲumailu di i ma ka bɔ san ma.
GEN.49.25	A ri ji di i ma ka bɔ duu kɔrɔ.
GEN.49.25	A ri i denilu ni i la kolofenilu siyaya.
GEN.49.26	Fen ɲumailu ye bɔla koyinkɛ kɔrɔilu la,
GEN.49.26	nanfuluilu ye bɔla fɔlɔ tindilu la,
GEN.49.26	kɔni Alla ka ɲumaya mɛnilu kɛ i fa yɛ, woilu ka bon woilu bɛɛ ri.
GEN.49.26	Alla ye wo ɲɔɔn kɛ Yusufu yɛ.
GEN.49.26	Alla ye a kɛ, ɲumaya woilu ye mɛn Yusufu fɛ,
GEN.49.26	mɛn ɲenematɔmɔnni ka bɔ a badenmailu rɔ.
GEN.49.27	Bɛniyaminu fadima ikomin wara.
GEN.49.27	Sɔɔma a ye sobo mirala ka do damun.
GEN.49.27	Wura la, a ri a tɔ ratala.»
GEN.49.28	Nba, Isirayɛli kabila tan ni fila le woilu ri. Alu fa duwara alu yɛ tuma mɛn na, a ka kuma woilu fɔ. A duwara alu kelen kelenna bɛɛ ye, bɛɛ ni a la duwa.
GEN.49.29	Nba, Yakuba ka a fɔ a dencɛilu yɛ ko: «N satɔla le ka la n benbailu kan. Ni n sara, ai ye wa n suu don n benbailu dafɛ falan na, falan mɛn ye Hɛtika Efurɔn na sɛnɛ rɔ. 
GEN.49.30	Falan wo ye Makipela, Mamere telebɔ fan fɛ Kanaan bɔnsɔn na jamana rɔ. N benba Iburahima ka dinkira wo le san Hɛtika Efurɔn ma, ka a kɛ a la suu don diya ri. 
GEN.49.31	N benba Iburahima ni a muso n ma Saran suu don diya ye ye le. N fa Isiyaka ni a muso n na Rebeka fanan suu don diya ye ye le. N ka Leya suu don ye le fanan. 
GEN.49.32	Duu wo ni falan bɛɛ sanda Hɛtika de ma.»
GEN.49.33	Nba, Yakuba banni kumala, a ka a la a la lafen kan ka sa, ka la a benbailu kan.
GEN.50.1	Yusufu ka a ton a fa suu kan ka a sunbu ka kasi. 
GEN.50.2	Nba, Yusufu ka a fɔ a la dandalilailu yɛ ko alu ye a fa fure rabɛn ka baara kɛ kosa a kana toli, ka ban ka a mamininminin. Alu wara Isirayɛli fure rabɛn. 
GEN.50.3	Alu ka tele binaanin kɛ baarala. Alu la fure rabɛn ɲa le wo ri. Misirankailu ka tele biwɔrɔnwula kɛ a saya kasila.
GEN.50.4	Saya kasi waati wo taminni, Yusufu ka a fɔ Misiran mansa la mɔɔbailu yɛ ko: «Ni n na ko diyara ai yɛ ai ye wa kuma mansa yɛ. Ai ye a fɔ a yɛ ko 
GEN.50.5	n fa ka kuma do fɔ n yɛ a sa tumana la. A kan ko n ye n kali a yɛ ko ni a sara, ko n di wa a suu don Kanaan bɔnsɔn na jamana rɔ. Ko a ka suu don diya mɛn dabɛn a jɛrɛ yɛ, ko n ye wa a suu don dinkira wo rɔ. N fa kan de wo ri. Wo rɔ, n ye mansa madiyala, a ye sɔn n ye wa n fa suu don. N wa ban, n di na.»
GEN.50.6	Ferawuna ka jabi: «Wa i fa suu don iko i ka i kali a yɛ ɲa mɛn ma.»
GEN.50.7	Wo rɔ, Yusufu wara a fa suu don diya. Misiran mansa la ɲɛmɔɔ bɛɛ wara a malɔ, a ni mansa wara mɔɔbailu ni Misiran jamana mɔɔbailu. 
GEN.50.8	Yusufu wara mɔɔ bɛɛ fanan wara, a ni a kɔrɔcɛilu ni a doocɛ ni a fa wara mɔɔ bɛɛ. A den ni ala kolofenilu le tora alu kɔ ma Kosɛni. 
GEN.50.9	Sowontoro tiilu ni so tiilu fanan wara Yusufu malɔ. A kɛra jama siyaman ba le ri.
GEN.50.10	Alu sera Atadi la gberema Juridɛn ba da waati mɛn na, alu bɛɛ ka san kasi kɛ ye, ka kule kan ba labɔ. Yusufu ka tele wɔrɔnwula kɛ san kasila ye. 
GEN.50.11	Ye duurenilu, Kanaan bɔnsɔn kɔnin, woilu ka wo yen tuma mɛn na alu kan ko: «Misirankailu ra saya kasi ba le kɛ ten de!» Wo le kosɔn dinkira wo tɔɔ lara ko Abela Misirayimu, yɔrɔ mɛn ye Juridɛn ba da la.
GEN.50.12	Nba, Yakuba satɔla ka mɛn fɔ a dencɛilu yɛ, alu ka wo kɛ. 
GEN.50.13	Alu wara a suu ri Kanaan jamana rɔ, ka a suu don falan na Makipela, Mamere telebɔ fan fɛ, falan a ni duu mɛn Iburahima ka san Hɛtika Efurɔn ma, ka a kɛ a la suu don diya ri. 
GEN.50.14	Yusufu banda a fa suu donna tuma mɛn na, a ka a kɔseyi Misiran. A badenmailu ni mɛnilu bɛɛ wara a fɛ a fa suu don diya, woilu bɛɛ ka alu kɔseyi a fɛ.
GEN.50.15	Nba, Yusufu kɔrɔcɛilu ka a yen ko alu fa Yakuba tɛ alu fɛ butun. Wo rɔ, alu ka a fɔ i ɲɔɔn yɛ ko: «An ka kojuu mɛn kɛ Yusufu la, ni an gboyara a yɛ don? A tɛ wo julu sara an na wa?» 
GEN.50.16	Wo le rɔ, alu ka kela lawa Yusufu ma ko: «Sani i fa ye sa, a ka kuma do fɔ. 
GEN.50.17	A kan ko an ye a fɔ i yɛ. Ko i jaandi, i ye i kɔrɔcɛilu la hakɛ ni alu la juluman yafa alu ma, alu ka mɛn kɛ i la. An fa kan de wo ri. Wo rɔ, an ye i madiyala, i ye yafa an ma an na kojuuilu rɔ, ande mɛnilu ye i fa Maari la jɔnilu ri.» Kela wo fɔra Yusufu yɛ tuma mɛn na, a kasira.
GEN.50.18	A kɔrɔcɛilu jɛrɛ nara alu majii a kɔrɔ duu ma, ka a fɔ a yɛ ko: «Ande ye i la jɔnilu le ri.» 
GEN.50.19	Yusufu ka a fɔ alu yɛ ko: «Ai kana silan. N ye Alla nɔ le rɔ wa? 
GEN.50.20	Mɛn kɛra n na, ai ka wo kɛ kojuu kɛ kanma, kɔni Alla ka wo kɛ koɲuma le kɛ kanma, kosa mɔɔ siyaman di kisi n bolola yan bi. 
GEN.50.21	Wo rɔ, ai kana silan. N di n janto ai rɔ, ai ni ai denilu bɛɛ.» Yusufu kumara alu yɛ kaninteya la, ka alu jusu suma.
GEN.50.22	Nba, Yusufu ni a fa la mɔɔilu tora Misiran. Yusufu si bɛɛ ladɛnni kɛra san kɛmɛ ni san tan de ri. 
GEN.50.23	A ka a tolomirailu yen, a dencɛ Efirayimu ni a dencɛ Manase mamarenilu kɔnin. Manase dencɛ Makiri,
GEN.50.24	Lon do rɔ, Yusufu ka a fɔ a badenmailu yɛ ko: «N satɔla le, kɔni Alla ri a janto ai rɔ ka ai ta ka bɔ jamana ɲin dɔ ka wa ai ri lahidi jamana rɔ, baa a ka kali an benba Iburahima ni an benba Isiyaka ni an fa Yakuba yɛ ko jamana wo ri kɛ alu ta ri.» 
GEN.50.25	Yusufu ka a fɔ a badenmailu yɛ ko: «Ai ye i kali n yɛ ko Alla wa na ai dɛmɛn ka ai labɔ Misiran yan, ko ai ri wa n koloilu ri.»
GEN.50.26	Yusufu sara Misiran ka a tɛrɛn a sɔrɔn tun da san kɛmɛ ni san tan bɔ. Misirankailu ka a suu rabɛn ka baara kɛ sa a kana toli. Wo banda mɛn kɛ, alu ka a mamininminin ka a la suu balankari kɔndɔ Misiran.
LUK.1.1	Ko ba doilu dafanin an tɛma yan. Wo bolo ma, mɔɔ siyaman da wuli ka wo kibaro mafɛnɛ ka a sɛbɛ damira. 
LUK.1.2	Mɛnilu ka wo bɛɛ kɛni yen ie ɲa la ka sereya kɛbi a damira waati la, a ni mɛnilu kelayani wo kibaro lasela, woilu ka a bɛɛ lase an ma. Alu ka a lase ɲa mɛn ma, a sɛbɛbailu ye a sɛbɛla wo ɲa le ma. 
LUK.1.3	N tericɛ ɲuma Teyofili, n fanan da ko wo bɛɛ fɛsɛfɛsɛ kɛbi a damira waati. Wo le rɔ, n da a yen ko n ka kan ka a bɛɛ sɛbɛ koɲuma ka a lawa i ma, 
LUK.1.4	kosa i ri a lɔn ko i karanni ko mɛn na, wo ye tuɲa jɛrɛ jɛrɛ le ri.
LUK.1.5	Waati wo rɔ, Herodi tɛrɛ ye Jude maratiiyala. Wo tuma,
LUK.1.5	sarakalasela do tɛrɛ ye, mɛn tɔɔ ko Sakariya. A tɛrɛ ye Abiya la sarakalasela dɛkuru le rɔ. A muso, Elisabɛti, fanan tɛrɛ sarakalasela kuntiiba Haruna bɔnsɔn de ri. 
LUK.1.6	Sakariya ni a muso, alu fila tɛrɛ ye mɔɔ telenin de ri Alla ɲakɔrɔ. Alu tɛrɛ ye Maari Alla la sariyailu ni jamari bɛɛ bonyala. 
LUK.1.7	Kɔni den tun tɛ ie bolo, baa Elisabɛti tɛrɛ ye densɔrɔnbali le ri. Alu fila tun da kɔrɔya.
LUK.1.8	Lon do rɔ, dakun sera Sakariya la sarakalasela dɛkuru ma ko alu ye wa sarakalase diya Allabatobonba la. 
LUK.1.9	Ka bɛn ie la namun ma, Sakariya suwandira ko a ye don Allabatobonba la ka wusulan janin yɔrɔ sɛniman kɔndɔ. 
LUK.1.10	Wusulan wa kɛ janinna waati mɛn na, jama ba ye Alla matarala kɛnɛ ma Allabatobonba kɔma.
LUK.1.11	Wo tuma, Maari Alla la mɛlɛka nara i lakɛnɛmaya Sakariya ɲakɔrɔ. Mɛlɛka wo ka i lɔ wusulan saraka bɔ diya bolokinin fɛ. 
LUK.1.12	Sakariya ka mɛlɛka yen tuma mɛn na ka a magban. A silanda kojuuya. 
LUK.1.13	Kɔni mɛlɛka ka a fɔ a yɛ ko: «Sakariya, i kana silan. I ra mɛn ɲinin matarali rɔ, Alla ra wo mɛn. I muso Elisabɛti ri dencɛ sɔrɔn i yɛ. I ye den tɔɔ la ko Yaya. 
LUK.1.14	Den wo ri i diya kosɛbɛ. A wa sɔrɔn, mɔɔ siyaman di sewa bakɛ wo, 
LUK.1.15	baa den wo kɛtɔ mɔɔ ba le ri Maari ɲakɔrɔ. A tɛ rɛsɛnji wala dɔlɔ su su min habadan. Kɛbi a na kɔnɔ ma ye a la Alla la Nin Sɛniman ye a fɛ. 
LUK.1.16	A ri kɛ sababu ɲuma ri, mɛn di Isirayɛli mɔɔilu siyaman laseyi Maari Alla ma. 
LUK.1.17	A ri wa Maari ɲɛfɛ, ka Alla la baara kɛ. A la hankili ni a la fanka ye ikomin Nabi Eli fanan tɛrɛ ye ɲa mɛn ma. Wo rɔ, a ri deni ni ie failu tɛ rabɛn, ka mɔɔ muruntini yɛlɛman ka kɛ mɔɔ sɛbɛ ri, ka Alla la mɔɔilu rabɛn ka ie bila sila bɛrɛ kan.»
LUK.1.18	Sakariya ka mɛlɛka maɲininka ko: «N di la wo la ɲa ɲuman de ma? I ma a lɔn ko n da kɔrɔya wa? N muso fanan da kɔrɔya.» 
LUK.1.19	Mɛlɛka ka Sakariya jabi: «Jibirila ye nde ri. N ye n lɔla Alla dafɛ. Ale jɛrɛ ra n kelaya i ma ko n ye na kibaro ɲuma ɲin lase i ma. 
LUK.1.20	Awa n da kelaya mɛn fɔ i yɛ, i ma la wo la. Wo rɔ, i kɛtɔ bobo ri fo n na kela wa ban dafala lon mɛn na. Wo lon wa se, kela wo ri dafa fewu!»
LUK.1.21	Nba, mɔɔilu tɛrɛ ye Sakariya makɔnɔ la kɛnɛ ma. Alu kɔndafilira ka a masɔrɔn a tun da mɛn yɔrɔ sɛniman kɔndɔ. 
LUK.1.22	Sakariya bɔ mɛn kɛni kɛnɛ ma, a ma se kumala ie yɛ. Alu ka a yen ko Sakariya ra fen do yen yɔrɔ sɛniman kɔndɔ, baa a tɛrɛ ye kuma tɔɔmasereyala a bolo le la jama ɲana, kɔni a mɛnda boboya rɔ.
LUK.1.23	Sakariya la baara waati banda tuma mɛn na, a ka kɔseyi a wara. 
LUK.1.24	A ma mɛn bakɛ wo kɔ, a muso ka kɔnɔ ta. Wo kɔ, Elisabɛti ka karo loolu kɛ a ma bɔ a la wara. 
LUK.1.25	A ko: «A ragbɛ! Maari ka ko mɛn kɛ n yɛ waati mɛnna, a ka miriya ta ka maloya bɔ n na mɔɔilu ɲana.»
LUK.1.26	Elisabɛti la kɔnɔmaya karo wɔɔrɔna, Alla ka mɛlɛka Jibirila kelaya Nasarɛti so la, Kalile mara rɔ. 
LUK.1.27	A wara se sunkurun do ma ye, mɛn tɔɔ ko Mariyamu. Mariyamu wo tun ma cɛ lɔn fɔlɔ. A mamirani tɛrɛ ye cɛ do bolo la, mɛn tɔɔ ko Yusufu. Yusufu tɛrɛ ye Mansa Dawuda bɔnsɔn de ri.
LUK.1.28	Mɛlɛka donda Mariyamu kan ka a fɔ a yɛ ko: «N na tuwali ye i yɛ, ile, barakaden. Alla ye ile fɛ.» 
LUK.1.29	Tuwali kan wo ka Mariyamu kɔndafili kosɛbɛ. A ma a kɔrɔ lɔn. 
LUK.1.30	Mɛlɛka ka a fɔ a yɛ ko: «Mariyamu, i kana silan. I la ko ra diya Alla yɛ. 
LUK.1.31	Awa i ri kɔnɔ ta ka dencɛ sɔrɔn. I ye a tɔɔ la ko Isa. 
LUK.1.32	A ri kɛ mɔɔba ri. Mɔɔilu ri a fɔ ale ma ko Alla Kɔrɔtaninba Dencɛ. Maari Alla ri a benba Mansa Dawuda la mansaya di a ma. 
LUK.1.33	A ri i sii Yakuba bɔnsɔn kun na foo habadan. A la mansaya ti ban fewu!»
LUK.1.34	Mariyamu ka mɛlɛka maɲininka wo ma ko: «Wo ri se kɛla di, baa cɛ si ma se n ma fɔlɔ?» 
LUK.1.35	Mɛlɛka ka a jabi: «Alla la Nin Sɛniman di jii i ma. Alla Kɔrɔtaninba sɛɛbɛ ri birin i kun na. Wo bolo ma, i ye dencɛ mɛn sɔrɔnna a ye den sɛniman de ri, a ri kili ko Alla Dencɛ. 
LUK.1.36	I badenma muso Elisabɛti ra harijee dencɛ la a la musokɔrɔbaya waati rɔ. Ale tun da jate densɔrɔnbali le ri, kɔni a kɔnɔ karɔ wɔɔrɔna le ten. 
LUK.1.37	Alla bali ko sa ye.» 
LUK.1.38	Mariyamu ka jabili kɛ ko: «N ye Maari la jɔn de ri. I ra a fɔ ɲa mɛn ma, Alla ye a kɛ wo ɲa.» Mɛlɛka bɔra Mariyamu wo ɲana le ma ka wa.
