GEN.1.1	Diyà te keteboan te kedita, mig-inang se Timanem te langit aw keneyonan. 
LUK.23.2	Migdimanda dan tepad ki Jesus, kagi dan, “Kinità day se otaw seini megsamok peden te pongan day, so migtoladà sikandin te eked kepakay aw mayad kay te mihoras diyà te gobirno te Roma. Migpelingo-lingo heman sikandin Misiyas, sìyan selotan lomowan kenami.”
LUK.23.3	Mig-insà si Pilato diyà kandin, “Sikona lay se Selotan te menge Judiyo?”
LUK.23.3	Timaba si Jesus, “Ee. Benal se kagi nikaw.”
LUK.23.4	Minikagi si Pilato diyà te menge pengolo te simbahan aw doma otaw netipon kidoen, “Wedad palos salà te otaw seini kinità ko.”
LUK.23.5	Meneng labi dan pa migleges kandin, kagi dan, “Gayed sikandin egsamok te kedita te otaw, so yan se ipegtoladà din kidoen te kebelad te Judiya, lekat te Galiliya taman dini.”
LUK.23.6	Pegdineg i Pilato kenyan, mig-insà kandan aw si Jesus se sakop te probinsya te Galiliya. 
LUK.23.7	Pegketaga-taga din te lekat si Jesus te probinsya nesekopan i Herod, impeibing din doton kandin, so kidoen heman si Herod te Jerusalem te aldaw sìyan. 
LUK.23.8	Pegkità i Herod ki Jesus, ontò neluba, so tapay den sikandin dimineg tepad ki Jesus, aw nenamay den te ibeg din komità kandin aw menge kepelahan inangen i Jesus. 
LUK.23.9	Yan se doun te medita se in-insà i Herod diyà ki Jesus, meneng wedà palos taba. 
LUK.23.10	Migpedapag se menge pengolo te simbahan aw menenoladà te punù, aw neopal dan migdimanda tepad kandin. 
LUK.23.11	Gayed nebebayat si Herod aw kedita te sondalo din, aw migpelingo-lingo dan te pegsagman dan kandin iling te pegsagman dan te selotan. Penga niyan, pineseolan i Herod si Jesus te ontò mèpiya saol iling te ekasan te selotan, aw impelikò din doton ki Pilato. 
LUK.23.12	Pineokit kenyan, migpesigelakay si Herod aw si Pilato, so tapay dan egpedindilay.
LUK.23.13	Nayan, migtipon si Pilato te kedita te pengolo te simbahan, aw menge obanen te Judiyo aw otaw netipon kidoen. 
LUK.23.14	Minikagi sikandin, “Pegpengibing niyo te otaw seini dini kanak, minikagi kaw te migsamok sikandin te kedita te otaw. Na, kinità niyo den te mig-insà a kandin, meneng wedad palos salà din kinità ko iling te indimanda niyo tepad kandin. 
LUK.23.15	Wedad heman salà din kinità i Herod, so impelikò din sikandin dini kenitadon. Na, eneng-enengi niyo ini. Wedad palos ininang din te mepakay sikandin ipelumun aw imetayan. 
LUK.23.16	Yan se doun te olò ko sikandin ipebadas, aw penga niyan ipelowà.”
LUK.23.16	[ 
LUK.23.17	Nayan, kelikit te Pista te Pegpelowà, gayed ipelowà din diyà kandan se sebad otaw kineleboso.] 
LUK.23.18	Meneng migbelobansag se kedita dan, “Imetayi se otaw seini. Pelowai si Barabas.”
LUK.23.19	Na, si Barabas se nekeleboso pa, so sikandin se pengolo te otaw minato te gobirno kidoen te Jerusalem, aw doen heman otaw inimetayan din.
LUK.23.20	Ibeg i Pilato megpelowà ki Jesus, aw yan todà din dan inikegiyan. 
LUK.23.21	Meneng migbelobansag dan, “Imetayi sikandin. Lensangi diyà te kros.”
LUK.23.22	Te iketelo peg-ikagi i Pilato, minikagi sikandin, “Meneng wedad palos medaet ininang din. Wedad palos salà din kinità ko te mepakay sikandin ipelumun aw imetayan. Yan se doun te olò ko sikandin ipebadas, aw penga niyan ipelowà.”
LUK.23.23	Meneng gayed dan migbelobansag te dakel se kagi dan, so ontò dan ibeg te keilangan ilansang sikandin diyà te kros amon matay. Yan dinaeg dan si Pilato, so ontò dakel se kagi dan. 
LUK.23.24	Penga niyan, minikagi si Pilato te tomanen din se ibeg dan. 
LUK.23.25	Yan impelowà din lekat te keleboso se otaw pinemallì dan, sìyan otaw minato te gobirno aw nemonò. Meneng si Jesus se impeibing din amon imetayan, so yan se ibeg dan.
LUK.23.26	Penga niyan, inibing te sondalo si Jesus lekat te balay i Pilato. Kidoen te dalan, kinità dan se tege Sirene ngadan din si Simon kaling dimateng lekat te saka. Lineges dan sikandin neniang te kros aw timetondog ki Jesus.
LUK.23.27	Ontò medita se otaw timaking ki Jesus, aw medita heman se bayi ontò migkelag tandà te lano dan kandin. 
LUK.23.28	Meneng miniling si Jesus aw minikagi, “Sikiyo bayi tege Jerusalem, ikà niyo egkelag tandà te kelimahan domateng diyà kanak. Meneng keilangan megkelag kaw tandà te kelimahan metoman domateng diyà kenyo aw menge batà niyo. 
LUK.23.29	Penenalan kaw kanak. Doen aldaw domateng aw mikagi se otaw te labi pa meluba se menge bayi wedad palos batà dan. 
LUK.23.30	Te aldaw sìyan, tomawal se otaw diyà te menge bontod, kagi dan, ‘Bonboni kay niyo. Imetayi kay niyo.’ 
LUK.23.31	Aw medaet se kelimahan dimateng den diyà kanak pengkey wedad salà ko, labi pa medaet se kelimahan domateng diyà te otaw doen salà te modi aldaw.”
LUK.23.32	Dowa heman se doma otaw inibing dan amon imetayan doma din, so ontò medaet se ininang dan. 
LUK.23.33	Pegdateng dan doton te bontod iningedanan Tòlan te Olo, inlansang dan sikandin diyà te kros. Inlansang heman se dowa otaw medaet kidoen te tangkil din, aw si Jesus diyà te tengà-tengà. 
LUK.23.34	Migtawal-tawal si Jesus tepad te menge otaw miglansang kandin diyà te kros, kagi din, “Amà, pegwedadi se salà dan, so wedà dan ketegahi aw eden se ininang dan seini.”
LUK.23.34	Penga te peglansang dan ki Jesus diyà te kros, pigtalad-talad dan se penenaktun linowas din, aw migbonot dan aw eden se penenaktun meabat te teg sebad-sebad kandan. 
LUK.23.35	Timengteng kandin se kedita te otaw netipon kidoen. Meneng se menge obanen te Judiyo, migbaet-baet dan kandin, kagi dan, “Migtabang sikandin te doma otaw netigdaan amon eked dan pa kematay. Kitaen tadon den aw meketabang sikandin te kandin pegkeotawun amon eked kematay. Kitaen tadon heman aw benal sikandin se Misiyas insogò te Timanem, sìyan tapay pinemallì din.”
LUK.23.36	Migtompuyus heman se menge sondalo kandin. Dimoton dan kandin amon ipeinem dan kandin se bino sinengedan te wayeg. 
LUK.23.37	Minikagi dan, “Aw ontò ka Selotan te menge Judiyo, tebangi se kamno pegkeotawun.”
LUK.23.38	Doen heman solat insawol doton diatas te olo din, kagi niyan, “Seini se Selotan te menge Judiyo.”
LUK.23.39	Se sebad otaw medaet impetangkil ki Jesus, migtompuyus sikandin, kagi din, “Petega-tegahi kay te ontò ka Misiyas. Tebangi se kamno pegkeotawun, aw tebangi kay heman.”
LUK.23.40	Meneng migsagda se sebad, kagi din, “Ikà egtompuyus te Timanem. Keilangan megselsel ka diyà te Timanem, so onawa se pelumun dimateng den diyà kenitadon. 
LUK.23.41	Keilangan ipelumun ki den, so yan se detengan te medaet ininang ta. Meneng wedad palos medaet ininang te doma ta seini.”
LUK.23.42	Penga niyan, minikagi sikandin diyà ki Jesus, “Keidowi a bag aw lomowan ka.”
LUK.23.43	Minikagi si Jesus, “Eneng-enengi se kagi ko kamno. Kwani seini, megdoma ka kanak doton te langit.”
LUK.23.44	Pegkealas dosi te aldaw, migkengitngit se langit aw tanà lamig alas tris te meapon, 
LUK.23.45	so wedà senang se aldaw. Tigkan heman nelisì se kayad kidoen te tengà-tengà te dakel simbahan te Jerusalem. 
LUK.23.46	Penga niyan, timawal si Jesus te dakel se kagi din, “Amà, isalig ko den se pedowan ko diyà kamno.”
LUK.23.46	Penga te peg-ikagi din kenyan, nematay sikandin.
LUK.23.47	Kinità te kapitan te sondalo se kepelahan neinang te pegkematay i Jesus, aw dimuyun sikandin te Timanem, kagi din, “Ontò mèpiya se otaw sìyan.”
LUK.23.48	Nayan, se kedita te otaw netipon kidoen, pegkità dan te kedita niyan neinang, migsiolì dan aw dinapì dan se kagpa dan tandà te lano dan. 
LUK.23.49	Meneng se kedita te sigalak i Jesus aw menge bayi timaking kandin lekat te Galiliya, timindeg dan te kenà mediyò te kros, aw kinità dan se ininang kandin.
LUK.23.50+LUK.23.51	Nayan, doen otaw si Jose tege Arimatiya sakop te probinsya te Judiya. Mèpiya otaw sikandin, aw gayed eg-inang te metòlid, aw egpeliman te peglowan te Timanem. Pengkey sikandin se sebad obanen diyà te menge obanen eglowan diyà te menge Judiyo, meneng wedà tandù diyà te medaet piglalang te menge doma din obanen, sìyan ininang den dan diyà ki Jesus. 
LUK.23.52	Dimoton sikandin ki Pilato aw pinemoyò din se lawa i Jesus amon ilebeng din. 
LUK.23.53	Penga niyan, inabat din se lawa lekat te kros, aw ginakes din iyan te sapot, aw inlebeng din kidoen te lebeng kaling ininang diyà te pangpang, aw wedad pa palos inlebeng. 
LUK.23.54	Agpet den somallep se aldaw, aw keeldawan niyan se Sebado aw aldaw te peg-etod.
LUK.23.55	Peglebeng i Jose ki Jesus, timelokon heman se menge bayi timaking ki Jesus lekat te Galiliya. Kinità dan heman se lebeng aw pegsawol te lawa din kidoen. 
LUK.23.56	Penga niyan, minolì dan aw migtegilan dan te menge kemolò te lana metinadeg isawol dan diyà te lawa te nematay. Aldaw te Sebado, mig-etod dan, so yan se punù ingkeliwat i Moises.
LUK.24.1	Meneng pegkeiselem te Linggo, limapos se menge bayi nengibing te metinadeg integilan dan, aw dimoton dan te linebengan ki Jesus. 
LUK.24.2	Pegdateng dan doton, kinità dan se lebeng neowang, so tapay den nekelid se dakel bato insampeng. 
LUK.24.3	Peg-awop dan diyà te lebeng, kinità dan te wedad den lawa i Jesus kidoen. 
LUK.24.4	Migkebulung dan aw eden se neinang. Penga niyan, kinità dan se didowa anghil kidoen, aw ontò mepotì se penenaktun dan. 
LUK.24.5	Timikelong se menge bayi, so ontò dan nelemitan. Minikagi se menge anghil, “Ikà niyo egpengemahà te otaw neantay lekat te nematay dini te lebenganan. 
LUK.24.6	Wedad sikandin dini, so neantay den lekat te nematay. Eneng-enengi niyo se inikagi din diyà kenyo kedengan dalem te pegtoladà din kidoen te Galiliya. 
LUK.24.7	Inikegiyan kaw din te keilangan ibegay sikandin Timanem Migpekeotaw diyà te belad te menge otaw nelegeb te salà amon imetayan dan sikandin ilansang diyà te kros, aw penga niyan, meantay sikandin lekat te nematay te iketelo te aldaw.”
LUK.24.8	Yan neeneng-enengan dan te yan se inikagi i Jesus diyà kandan. 
LUK.24.9	Penga niyan, minolì dan, aw mig-indan dan te kedakel niyan diyà te sempolò tegusà tinoledaan i Jesus aw diyà te menge doma dan kidoen. 
LUK.24.10	Se menge bayi sìyan, yan si Maria tege Magdala, si Juana, si Maria inay i Santiago, aw menge bayi doma dan. Peg-indan dan kenyan diyà te menge sogounun i Cristo, 
LUK.24.11	wedà dan pemenal te neantay den si Jesus, so eden dan aw kenà benal se inikagi dan. 
LUK.24.12	Meneng kimagnan si Pedro pesalo doton te lebeng. Pegdateng din doton, simelib sikandin aw timengteng doton didalem. Kinità din olò se sapot tapay inggakes diyà te lawa, meneng wedad lawa kinità din. Penga niyan, minolì sikandin gayed mig-aneng-aneng tepad te neinang, so nepela sikandin.
LUK.24.13	Te aldaw sìyan, doen didowa tinoledaan i Jesus minipanaw pesalo doton te Imaos, sebad lonsod menge sempolò tegusà kilomitro lekat te Jerusalem. 
LUK.24.14	Gayed dan migpebelaw-belaway tepad te kedita te neinang ki Jesus. 
LUK.24.15	Dalem pa te pegpebelaw-belaway dan, migpedapag si Jesus aw migdoma kandan. 
LUK.24.16	Pengkey kinità dan sikandin, meneng wedà dan kilala kandin. 
LUK.24.17	Peg-ipanaw dan, minikagi si Jesus, “Eden lay se egbelaw-belewayen niyo gina?”
LUK.24.17	Simagked se didowa dan aw ontò nelidò se pedowan dan. 
LUK.24.18	Penga niyan, timaba se sebad si Cleopas, kagi din, “Tay law, elew. Nepela a, so pengkey gimemaw ka doton te Jerusalem, meneng wedà ka kedì ketaga-taga aw eden se neinang kidoen te menge aldaw seini.”
LUK.24.19	Minikagi sikandin, “Eden lay se neinang kidoen?”
LUK.24.19	Minikagi dan, “Doen telekeliwat te kagi te Timanem ngadan din si Jesus tege Nasarit. Insogò sikandin te Timanem, aw ontò mèpiya se ininang din aw inikagi din kinità te kedita te otaw. 
LUK.24.20	Meneng se menge pengolo te simbahan aw menge obanen te Judiyo, impedakep dan sikandin te gobirno, aw penga niyan inimetayan dan sikandin inlansang diyà te kros. 
LUK.24.21	Tapay kay migpeliman te sikandin se megpelowà te menge bowad-bowad i Israel. Meneng inimetayan dan sikandin te netelowan pa. 
LUK.24.22	Meneng pengkey nematay sikandin, nepela kay, so doen menge kedomaan day bayi limapos doton te lebeng din gina iselem, 
LUK.24.23	meneng wedad lawa din kinità dan kidoen. Peg-olì dan, mig-indan dan diyà kenami te doen menge anghil migpekità diyà kandan, aw minikagi dan ekon heman te neantay den si Jesus lekat te nematay. 
LUK.24.24	Doen menge doma day dimoton heman te lebeng din, aw kinità dan te benal se in-indan te menge bayi. Meneng wedà dan kitai si Jesus.”
LUK.24.25	Penga niyan, minikagi si Jesus, “Tay law. Nepela a kenyo, so wedà kaw pa pemenal te kedita te inikagi te menge telekeliwat te kagi te Timanem gebii. 
LUK.24.26	Nepela a so wedà niyo ketegahi te eked lowan se Misiyas singed aw onà sikandin imetayan iling te neinang den seini.”
LUK.24.27	Penga niyan, miglebad-lebad si Jesus diyà kandan te kedita te insolat kidoen te kagi te Timanem tepad te pegkeotawun din, lekat te insolat i Moises aw kidoen te insolat te kedita te telekeliwat te kagi te Timanem gebii.
LUK.24.28	Pegkedapag dan doton te lonsod dinotonan te didowa tinoledaan sìyan, domeleg peden si Jesus. 
LUK.24.29	Meneng ontò dan sikandin tinemengan, kagi dan, “Idegà ka den dini kenami, so ontò den meapon aw agpet den delem.”
LUK.24.29	Penga niyan, timaking si Jesus kandan. 
LUK.24.30	Peg-iyambong dan, inabat din se pan, aw migpesiontong sikandin diyà te Timanem, aw binelà-belà din, aw imbegay din diyà kandan. 
LUK.24.31	Penga niyan, kinilala den dan te sikandin si Jesus. Meneng pegketà, migkewedad sikandin kidoen. 
LUK.24.32	Migpebelaw-belaway dan, “Yan kedì se doun te neantag se pedowan ta te peg-ikagi din diyà kenita kidoen te dalan, aw peglebad-lebad din te kagi te Timanem diyà kenita.”
LUK.24.33	Penga niyan, nesayo dan aw limikò dan doton te Jerusalem. Pegdateng dan doton, tapay netipon se sempolò tegusà tinoledaan i Jesus aw menge doma dan. 
LUK.24.34	Minikagi se otaw tapay netipon, “Ontò benal neantay se Pengolo lekat te nematay, so migpekità sikandin diyà ki Simon.”
LUK.24.35	Penga niyan, mig-indan se didowa dan kaling dimateng tepad te neinang kandan kidoen te dalan, aw pegkilala dan kandin te pegbelà-belà din te pan.
LUK.24.36	Dalem pa te peg-indan dan te kinità dan, dimateng si Jesus timindeg kidoen te tengà-tengà dan. Minikagi sikandin, “Ibeg ko melinaw se pedowan niyo.”
LUK.24.37	Meneng nelemitan dan, so eden dan aw along din. 
LUK.24.38	Minikagi si Jesus, “Ikà niyo egkebulung. Ikà niyo heman egdowa-dowa. 
LUK.24.39	Tengtengi niyo se menge palì diyà te belad ko aw benis ko. Ontò siak. Pemaed kaw kanak amon ontò kaw metaga-taga te kenà a olò along. Wedad lawa te along, meneng seini kitaen niyo den te doen lawa ko.”
LUK.24.40	Penga niyan, impekità din kandan se belad din aw benis din. 
LUK.24.41	Neluba dan, meneng iling te wedà dan pemenal te ontò sikandin. So nepela dan pa, mig-insà si Jesus, “Doen lay kànen dini?”
LUK.24.42	Yan nemegay dan kandin te ikan sinognowan. 
LUK.24.43	Kininawà din iyan aw kinaen din dalem te timengteng dan kandin.
LUK.24.44	Penga niyan, minikagi si Jesus, “Pegdoma ko kenyo kedengan te wedà a pa kematay, seini se inikagi ko diyà kenyo, te keilangan metoman se kedita te kagi insolat tepad kanak kidoen te punù ingkeliwat i Moises, aw insolat te menge telekeliwat te kagi te Timanem, aw kidoen heman te libro te Delangan.”
LUK.24.45	Penga niyan, migtabang si Jesus kandan amon mekelabet dan te kedegdagan te kagi te Timanem insolat gebii.
LUK.24.46	Minikagi heman sikandin, “Seini se kagi te Timanem tapay insolat, te keilangan imetayan se Misiyas, aw meantay sikandin lekat te nematay te iketelo te aldaw, aw netoman den iyan. 
LUK.24.47	Doen heman kagi te Timanem insolat te keilangan megtoladà kaw diyà te kedita te otaw te keneyonan te pegwedaden te Timanem se salà dan aw megselsel dan aw memenal dan kanak. Keilangan megtebò kaw megtoladà kenyan dini te Jerusalem. 
LUK.24.48	Sikiyo se otaw kimità te kedita niyan, aw meg-indan kaw den diyà te doma otaw. 
LUK.24.49	Isogò ko diyà kenyo se Espiritu Santo tapay impakang te Amay ko. Meneng peg-ogpà kaw dini te Jerusalem lamig kinewaen niyo se Espiritu Santo domateng diyà kenyo lekat te langit.”
LUK.24.50	Penga niyan, timaking dan ki Jesus, aw nesayo dan lekat te Jerusalem, aw dimoton dan dapag te Bitanya. Pegdateng dan doton, timakyaw si Jesus te belad din, aw migtawal-tawal sikandin te tebangan dan te Timanem. 
LUK.24.51	Dalem pa te pegtawal-tawal din, timanan sikandin kandan aw neengat doton te langit. 
LUK.24.52	Penga niyan, migsimba dan kandin, aw minolì dan doton te Jerusalem, aw ontò neluba se pedowan dan. 
LUK.24.53	Melikit dan egdoton te dakel simbahan te Jerusalem aw egduyun dan te Timanem kidoen.
JHN.1.1	Gebii te wedà pa inangi se keneyonan, tapay sikandin doen iningedanan Kagi te Timanem. Sikandin se doma te Timanem, aw sikandin heman se ontò Timanem. 
JHN.1.2	Lekat te ketebò te kedita, sikandin se doma te Timanem. 
JHN.1.3	Wedad palos ininang aw kenà pineokit kandin, so ininang te Timanem se kedita pineokit kandin. 
JHN.1.4	Sikandin se eglekatan te pedowan te kedita, aw yan se lowa eg-anyag diyà te kengitngit kidoen te pedowan te kedita te otaw. 
JHN.1.5	Yan heman se mekelowa te kengitngit. Wedà palos pekedaeg se kengitngit diyà te lowa sìyan.
JHN.1.6	Doen otaw ngadan din si Juan Memonyagay. Insogò sikandin te Timanem 
JHN.1.7	meg-indan diyà te kedita te otaw te si Jesus se lowa te Timanem, amon memenal se kedita te otaw diyà ki Jesus pineokit te itoladà din. 
JHN.1.8	Kenà si Juan se lowa, meneng sikandin se insogò amon meg-indan tepad te lowa. 
JHN.1.9	Se benal lowa, yan se dimini te keneyonan amon mekelowa te kengitngit kidoen te pedowan te kedita te otaw.
JHN.1.10	Dimini si Jesus te keneyonan, meneng pengkey ininang te Timanem se kedita dini te keneyonan pineokit kandin, wedà sikandin kilelai te menge otaw. 
JHN.1.11	Pengkey dimoton te ogpeanan te kandin kedomaan, meneng wedà dan pegsagman kandin. 
JHN.1.12	Meneng pengkey sinu se migsagman kandin aw nemenal kandin, yan se otaw mepakay meinang menge batà te Timanem. 
JHN.1.13	Pegkeinang dan batà te Timanem, kenà iyan iling te pegtebaw te otaw dini te keneyonan. Kenà iyan heman lekat te ibeg aw aneng-aneng te otaw. Meneng lekat te ibeg te Timanem, ininang din dan menge batà din.
JHN.1.14	Migpekeotaw sikandin iningedanan Kagi te Timanem, aw mig-ogpà sikandin doma kenami. Kinità day se kelangkaw din. Ontò sikandin melangkaw so sikandin se temisa Batà te Amay din. Ontò sikandin egpenabang, aw ontò benal se kagi din. 
JHN.1.15	Sikandin se in-indan i Juan Memonyagay te peg-ikagi din, “Seini se otaw tapay ko in-indan kenyo, so minikagi a te doen pa otaw meketetondog kanak aw somelilin kanak. Labi pa sikandin melangkaw diyà kanak, so tapay den sikandin doen te wedà a pa tebaw.”
