GEN.1.1	元始、上帝創造天地、  
PSA.73.17	俟入上帝聖所、揣其終極兮、  
PSA.73.18	爾實置之於險地、委之於沉淪兮、  
PSA.73.19	猝然荒寂、因威烈而滅沒兮、  
PSA.73.20	主歟、爾興起時、蔑視其形相、如人醒時之視夢幻兮、  
PSA.73.21	我靈不安、我心被刺兮、  
PSA.73.22	我愚蠢無知、在爾前同於獸兮、  
PSA.73.23	然我恆與爾偕、爾執我右手兮、  
PSA.73.24	爾必以訓迪我、後則以榮接我兮、  
PSA.73.25	爾外、在天誰為我有、在地我無所慕兮、  
PSA.73.26	我身心俱憊、惟上帝為我心力、為我永業兮、  
PSA.73.27	遠爾者必死亡、狥欲逆爾者、爾殄滅之兮、  
PSA.73.28	惟我近上帝而獲益、以主耶和華為避所、俾我述其作為兮、  
PSA.74.1	上帝歟、奚永棄我、奚向爾草場之羊、發爾烈怒乎、  
PSA.74.2	昔爾所得之會眾、所贖為業之族、及爾所居之
PSA.74.3	尚其舉步、往視歷久之荒墟、敵在聖室所行之諸惡兮、  
PSA.74.4	敵在會中咆哮、樹其旗為標識兮、  
PSA.74.5	勢如舉斧、以伐叢林兮、  
PSA.74.6	聖室雕工、今毀以斧錘兮、  
PSA.74.7	火焚聖室、玷爾寄名之所、傾之於地兮、  
PSA.74.8	意謂滅之務盡、境內上帝會所、乃咸焚之兮、  
PSA.74.9	我之標識不得見、先知不復有、歷時幾何、我中無人知之兮、  
PSA.74.10	上帝歟、敵人詆毀、將至何時、仇人褻瀆爾名、豈至永久乎、  
PSA.74.11	奚撤爾手、即爾右手、其出之於懷、以行毀滅兮、○  
PSA.74.12	自古上帝為我王、行拯救於大地兮、  
PSA.74.13	昔爾
PSA.74.14	碎鱷魚之首、以食野處之族兮、  
PSA.74.15	裂磐出泉與溪、涸長流之川兮、  
PSA.74.16	晝屬爾、夜亦屬爾、日月星爾所備兮、  
PSA.74.17	地之界爾所立、夏與冬爾所定兮、  
PSA.74.18	耶和華歟、敵人詆毀、愚民褻瀆爾名、尚其念之兮、  
PSA.74.19	爾之鳲鳩、勿付其命於野獸、爾之貧民、勿忘其生於永久兮、  
PSA.74.20	祈顧爾約、蓋斯土幽暗之處、充以強暴兮、  
PSA.74.21	受虐者、勿使之含羞而退、貧乏者、俾其頌讚爾名兮、  
PSA.74.22	上帝歟、尚其興起、為己剖白、愚人終日詆毀、尚其念之兮、  
PSA.74.23	勿忘敵人之聲、攻爾者之喧譁、恆達於上兮、  
PSA.75.1	上帝歟、我稱謝爾、爾名相近、我稱謝爾、人述爾之奇行兮、○  
PSA.75.2	其期既屆、我必秉公行鞫兮、  
PSA.75.3	地與居民潰亂、其柱乃我所立兮、  
PSA.75.4	我謂傲慢者曰、勿傲慢、謂奸惡者曰、勿昂角、  
PSA.75.5	勿高舉爾角、勿強項而言兮、  
PSA.75.6	扶助之來、非自東、非自西、非自曠野兮、  
PSA.75.7	惟上帝為士師、降此而升彼兮、  
PSA.75.8	耶和華之手執爵、充以雜質、其酒浮沫、傾之而出、地上惡人飲之、必盡其渣滓兮、  
PSA.75.9	我恆宣其奇行、歌頌
PSA.75.10	惡者之角、我必折之、義者之角、必高舉兮、  
PSA.76.1	上帝見知於
PSA.76.2	其帷幕在
PSA.76.3	於此折弓矢、毀盾劍與戰具兮、  
PSA.76.4	爾自獵獸之山而返、顯厥威榮兮、  
PSA.76.5	心強者被刦而永臥、有能者無所措手兮、  
PSA.76.6	之上帝歟、爾加斥責、乘車馬者、使之長眠兮、  
PSA.76.7	惟爾可畏、爾怒奮發、誰能立於爾前兮、  
PSA.76.8	爾自天宣讞、大地悚懼、而靜默兮、  
PSA.76.9	上帝起而行鞫、以救地上謙卑之人兮、  
PSA.76.10	世人忿怒、誠使爾得頌美、彼之餘怒、爾則禁之兮、  
PSA.76.11	爾其許願、向爾上帝耶和華償之、四周之人、詣可畏者而獻禮兮、  
PSA.76.12	彼將挫折牧伯之氣、對於世之諸王、顯其可畏兮、  
PSA.77.1	我呼籲上帝、向上帝發聲、彼必垂聽兮、  
PSA.77.2	我遭難之日尋求主、夜間舉手不輟、我心不受慰兮、  
PSA.77.3	我憶上帝而煩擾、默然思維、神即喪失兮、  
PSA.77.4	爾使我目不交睫、煩擾而不能言兮、  
PSA.77.5	我追思昔日、上古之年、  
PSA.77.6	回憶夜間歌詞、中心思維、以神詳察兮、  
PSA.77.7	主豈永棄、不復施恩乎、  
PSA.77.8	其慈惠豈永息、其應許豈永廢乎、  
PSA.77.9	上帝豈忘施恩澤、因怒絕其慈仁乎、  
PSA.77.10	我曰、此乃我之懦弱、至上者伸右手之年、我宜念之兮、  
PSA.77.11	我必述耶和華所行、念其古時異蹟兮、  
PSA.77.12	思維其經營、默揣其作為兮、  
PSA.77.13	上帝歟、爾之所行、惟聖是務、孰為大神、如上帝兮、  
PSA.77.14	爾乃行奇事之上帝、顯爾能於萬民兮、  
PSA.77.15	以臂救贖爾民、
PSA.77.16	上帝歟、諸水見爾、見而驚惶、深淵亦戰慄兮、  
PSA.77.17	雲傾水、天發聲、爾矢四馳兮、  
PSA.77.18	雷聲發於狂飇、電照寰宇、大地顫動兮、  
PSA.77.19	爾路在海、爾徑在淵、蹤跡莫能知之兮、  
PSA.77.20	爾曾假手
PSA.78.1	我民歟、諦聽我訓、傾聽我口之言兮、  
PSA.78.2	我將啟口設譬、宣古秘語兮、  
PSA.78.3	乃我所聞所知、我列祖所傳示兮、  
PSA.78.4	我不隱於其子孫、必以耶和華之聲譽、能力奇行、宣於後世兮、  
PSA.78.5	彼定律於
PSA.78.6	俾後生子孫知之、亦傳諸其裔兮、  
PSA.78.7	使其仰望上帝、無忘其作為、恪守其誡命兮、  
PSA.78.8	勿效厥祖、斯代頑梗悖逆、其心不正、其神不堅於上帝兮、  
PSA.78.9	裔持械執弓、臨戰卻退兮、  
PSA.78.10	不守上帝約、不從其律、  
PSA.78.11	忘其作為、及所示之奇行兮、  
PSA.78.12	昔在
PSA.78.13	判海使過、立水如堆兮、  
PSA.78.14	晝則引之以雲、夜則導之以火光兮、  
PSA.78.15	裂磐於野、飲之而足、如出淵泉兮、  
PSA.78.16	使磐出溪、水流若川兮、  
PSA.78.17	民猶干罪、逆至上者於野兮、  
PSA.78.18	心試上帝、隨己之欲而求食兮、  
PSA.78.19	妄議上帝曰、上帝豈能備筵於野乎、  
PSA.78.20	彼曾擊磐、使水湧出、其川漲溢、亦能賜食、為其民備肉乎、  
PSA.78.21	耶和華聞之而怒、忿熾於
PSA.78.22	以其不信上帝、不賴其拯救兮、  
PSA.78.23	然猶命彼上蒼、闢厥天門兮、  
PSA.78.24	雨瑪那以食之、錫以天糧兮、  
PSA.78.25	人食能者之食、上帝賜糧、使之果腹兮、  
PSA.78.26	出東風於天空、引南風以能力兮、  
PSA.78.27	雨肉如塵土、飛鳥如海沙兮、  
PSA.78.28	墮其營中、環其居所、  
PSA.78.29	眾食且飽、遂其欲兮、  
PSA.78.30	其欲未厭、食猶在口、  
PSA.78.31	上帝怒騰、戮其肥者、擊
PSA.78.32	民猶干罪、不信其奇行兮、  
PSA.78.33	故使其度日虛空、歷年驚恐兮、  
PSA.78.34	行戮之時、彼則詢之、轉而切求上帝兮、  
PSA.78.35	追憶上帝為其磐石、至上上帝為其救者兮、  
PSA.78.36	惟以口諂之、以舌誑之、  
PSA.78.37	其心向之不正、守約不誠兮、  
PSA.78.38	上帝乃慈、赦宥其罪、不加殄滅、屢回其怒、不盡洩其忿兮、  
PSA.78.39	念其祗屬血氣、去而不返之風兮、  
PSA.78.40	彼在曠野悖逆之、在荒原憂戚之、何其屢乎、  
PSA.78.41	復試上帝、激觸
PSA.78.42	不憶其援手、不念其贖之於敵之日、  
PSA.78.43	及在
PSA.78.44	變其溪河為血、使不可飲兮、  
PSA.78.45	遣羣蠅嘬之、青蛙毀之、  
PSA.78.46	以其物產付於蚱蜢、以其勞而種者付於蝗蟲、  
PSA.78.47	以雹毀其葡萄、以霜毀其桑林、  
PSA.78.48	付其牲畜於冰雹、付其羣畜於電火兮、  
PSA.78.49	加以烈怒忿懥、憤恨患難、為降災之羣使兮、  
PSA.78.50	為怒治途、不惜其魂、免於死亡、付其命於疫癘兮、  
PSA.78.51	誅諸長子於
PSA.78.52	引出其民如羊、導之於野、如羣羊兮、  
PSA.78.53	引之綏安、無所畏懼、維彼敵人、海淹之兮、  
PSA.78.54	攜民詣聖境、至其右手所得之山地兮、  
PSA.78.55	驅逐異邦於其前、量地予之以為業、俾
PSA.78.56	惟彼猶試至上上帝、而悖逆之、不守其法兮、  
PSA.78.57	轉而背之、行詐如其列祖、變其趨向、如偏反之弓兮、  
PSA.78.58	以崇邱激其怒、雕像攖其憤兮、  
PSA.78.59	上帝聞之而怒、深惡
PSA.78.60	至離
PSA.78.61	使其力被刦、付其榮於敵兮、  
PSA.78.62	付其民於刃、而怒其業兮、  
PSA.78.63	丁男為火所焚、處女不聞喜歌兮、  
PSA.78.64	祭司仆於刃、其嫠不號哭兮、  
PSA.78.65	時主如人由寢而寤、勇士飲酒而呼兮、  
PSA.78.66	擊退其敵、使之蒙羞不已兮、  
PSA.78.67	屏卻
PSA.78.68	乃選
PSA.78.69	建其聖室、如崇高之天、如永奠之地兮、  
PSA.78.70	簡其僕
PSA.78.71	離哺乳之牝羊、使為其民
PSA.78.72	於是以其心之正直牧之、以其手之巧妙導之兮、  
PSA.79.1	上帝歟、外邦侵爾基業、污爾聖殿、使
PSA.79.2	以爾僕之尸、飼天空之鳥、以聖民之肉、飼地上之獸兮、  
PSA.79.3	四周、血流如水、瘞埋無人兮、  
PSA.79.4	我於鄰國為辱、四周之人譏笑兮、  
PSA.79.5	耶和華歟、何時而止、爾豈永怒、憤嫉如火之焚乎、  
PSA.79.6	願傾爾怒於不識爾之邦、不籲爾名之國兮、  
PSA.79.7	彼吞
PSA.79.8	勿念我祖之罪以罪我、我已底於至微、速以慈惠迎我兮、  
PSA.79.9	拯我之上帝歟、因爾名之榮助我、以爾名之故救我、而贖我罪兮、  
PSA.79.10	奚容異邦云、其上帝安在、敵流爾僕之血、尚其報之、使異邦知之、為我目睹兮、  
PSA.79.11	願俘囚之太息、達於爾前、以爾大能之臂、保存瀕死之人兮、  
PSA.79.12	主歟、以鄰邦斥爾之詆毀、七倍反諸其身兮、  
PSA.79.13	若然、則爾之民、即爾草場之羊、必永久稱謝爾、揚爾聲譽、歷世弗替兮、  
PSA.80.1	引
PSA.80.2	在
PSA.80.3	上帝歟、使我回轉、顯爾容光、我則獲救兮、○  
PSA.80.4	萬軍之上帝耶和華歟、怒視爾民之祈、將至何時乎、  
PSA.80.5	爾以淚為糧而食之、以巨量之淚飲之兮、  
PSA.80.6	使鄰邦為我而爭、我敵相笑兮、  
PSA.80.7	萬軍之上帝歟、使我回轉、顯爾容光、我則獲救兮、○  
PSA.80.8	昔爾攜葡萄出
PSA.80.9	為之四周備地、蟠根甚深、蔓延遍地兮、  
PSA.80.10	其影蔽山、其枝如上帝之香柏兮、  
PSA.80.11	枝延及海、條至大河兮、  
PSA.80.12	爾何毀其垣、任路人摘之、  
PSA.80.13	林彘毀之、野獸齧之兮、  
PSA.80.14	萬軍之上帝歟、求爾回轉、自天垂鑒、眷顧此樹兮、  
PSA.80.15	保爾右手所植之株、為己所固之枝兮、  
PSA.80.16	今則被焚見伐、因爾怒容之責、至於滅亡兮、  
PSA.80.17	爾之右手所成全、為己所固之人子、願爾扶之以手兮、  
PSA.80.18	我則不違離爾、求爾甦我、我則呼籲爾名兮、  
PSA.80.19	萬軍之上帝耶和華歟、使我回轉、顯爾容光、我則獲救兮、  
PSA.81.1	上帝為我之力、其大聲謳歌之、向
PSA.81.2	謳歌播鼗、執琴與瑟、  
PSA.81.3	朔望節期、尚其吹角兮、  
PSA.81.4	此乃
PSA.81.5	彼出擊
PSA.81.6	曰、我脫其肩之擔、釋其手之筐兮、  
PSA.81.7	爾遭難而呼我、我即救爾、自雷霆隱處俞允爾、試爾於
PSA.81.8	我民歟、爾其聽之、我則戒爾、
PSA.81.9	爾中不可有他神、外族之神、勿崇拜兮、  
PSA.81.10	我乃耶和華、爾之上帝、攜爾出
PSA.81.11	惟我民不聽我聲、
PSA.81.12	我則任其剛愎厥心、依己所謀而行兮、  
PSA.81.13	深願我民聽我、
PSA.81.14	我則速制其仇、反手以攻其敵兮、  
PSA.81.15	憾耶和華者必屈服、我民其永存兮、  
PSA.81.16	必以嘉麥食之、以磐石所出之蜜饜之兮、  
PSA.82.1	上帝立於上帝會中、行鞫於諸神兮、  
PSA.82.2	曰、爾曹聽訟不公、偏袒惡人、將至何時乎、  
PSA.82.3	當為孤貧伸冤、為艱苦困乏者行義兮、  
PSA.82.4	救援貧乏、脫於惡人之手兮、  
PSA.82.5	惟彼不知不識、行於幽暗、地基動搖兮、  
PSA.82.6	我曾謂爾為神、咸為至上者之子、  
PSA.82.7	然爾必死、等於世人、顚仆同於他伯兮、  
PSA.82.8	上帝歟、尚其興起、行鞫於世、以爾必得萬邦為業兮、  
PSA.83.1	上帝歟、勿靜默、上帝歟、勿緘口、勿寂然兮、  
PSA.83.2	爾敵喧譁、憾爾者昂首兮、  
PSA.83.3	彼詭謀以攻爾民、協議敵爾所藏者兮、  
PSA.83.4	曰、其來絕之、不復為國、使
PSA.83.5	彼和衷共議、結盟以抵爾兮、  
PSA.83.6	即
PSA.83.7	暨
PSA.83.8	與之連和、為
PSA.83.9	爾其懲之、如待
PSA.83.10	皆亡於
PSA.83.11	使其顯者、如
PSA.83.12	彼云、其取上帝之牧場、以為己業兮、  
PSA.83.13	我上帝歟、使之如飛旋之塵埃、如風飄之草芥兮、  
PSA.83.14	如焚林之火、如燎山之焰、  
PSA.83.15	追之以烈風、驚之以雷雨兮、  
PSA.83.16	耶和華歟、使之羞慚滿面、致尋爾名兮、  
PSA.83.17	願其永久愧恥驚惶、慚怍滅亡兮、  
PSA.83.18	俾知爾名耶和華者、在於寰宇、獨為至高兮、  
PSA.84.1	萬軍之耶和華歟、爾之帷幕、何其可愛兮、  
PSA.84.2	我靈慕耶和華院宇、至於疲憊、我之心身、呼籲維生之上帝兮、  
PSA.84.3	萬軍之耶和華、我王我上帝歟、雀得其室、燕得伏雛之巢、在爾壇側兮、  
PSA.84.4	居爾室者福矣、必讚爾不已兮、  
PSA.84.5	得力於爾、心嚮
PSA.84.6	彼經流涕谷、變為有泉之處、秋雨被以福祉兮、  
PSA.84.7	彼眾行邁、其力遞增、各覲上帝於
PSA.84.8	萬軍之上帝耶和華歟、垂聽我祈禱、
PSA.84.9	上帝我盾歟、尚其垂鑒、顧爾受膏者之面兮、  
PSA.84.10	居爾院宇一日、愈於平居千日、寧在我上帝室為閽、勝於居惡人之幕兮、  
PSA.84.11	蓋耶和華上帝為日為盾、耶和華錫恩錫榮、於正行者、不靳嘉物兮、  
PSA.84.12	萬軍之耶和華歟、恃爾之人、其有福兮、  
PSA.85.1	耶和華歟、爾已施恩於爾地、反
PSA.85.2	宥爾民之愆、蔽其諸罪兮、  
PSA.85.3	蠲爾之忿、轉爾烈怒兮、  
PSA.85.4	拯我之上帝歟、使我回轉、息怒於我兮、  
PSA.85.5	怒我豈永久、延忿至萬世乎、  
PSA.85.6	不復甦我、俾爾民因爾而歡樂乎、  
PSA.85.7	耶和華歟、以爾慈惠示我、以爾拯救賜我兮、  
PSA.85.8	上帝耶和華所諭、我願聽之、必言和平於民、即其聖民、惟彼勿復妄為兮、  
PSA.85.9	主之拯救、邇於敬畏之者、致其榮光、著於我境兮、  
PSA.85.10	慈惠與誠實相遇、公義與和平相親、  
PSA.85.11	誠實由地而萌、公義自天而鑒、  
PSA.85.12	耶和華必錫嘏、我之土壤、必出其產兮、  
PSA.85.13	公義為其先導、俾其足跡、為當行之路兮、  
PSA.86.1	耶和華歟、我乃貧乏、尚其傾聽、俞允我兮、  
PSA.86.2	我乃敬虔、尚其保存我命、我上帝歟、拯救恃爾之僕兮、  
PSA.86.3	主歟、我終日呼籲爾、其矜憫我兮、  
PSA.86.4	我仰望爾、其使爾僕之心歡悅兮、  
PSA.86.5	蓋主乃善、樂行赦宥、呼籲爾者、盛施以慈惠兮、  
PSA.86.6	耶和華歟、傾聽我祈禱、垂聽我懇求之聲兮、  
PSA.86.7	我遭難之日呼籲爾、爾必俞允我兮、  
PSA.86.8	主歟、諸神之中、無似爾者、爾之作為、無可比擬兮、  
PSA.86.9	主歟、爾所造之萬邦、必來拜於爾前、尊榮爾名兮、  
PSA.86.10	蓋爾為大、且行奇事、惟爾為上帝兮、  
PSA.86.11	耶和華歟、示我以爾道、我必遵行爾真理、俾我一心、敬畏爾名兮、  
PSA.86.12	主我之上帝歟、我必一心讚爾、永尊爾名兮、  
PSA.86.13	爾施鴻慈於我、拯救我魂、免入最深之陰府兮、  
PSA.86.14	上帝歟、驕傲之輩、起而攻我、強暴之黨、索我之命、目中無爾兮、  
PSA.86.15	主歟、爾為慈仁之上帝、遲於發怒、廣有慈惠誠實兮、  
PSA.86.16	尚其顧而憫我、賜僕
PSA.86.17	示我休徵、俾憾我者視之而愧、以爾耶和華助我慰我兮、  
PSA.87.1	維其基址、在於聖山、  
PSA.87.2	耶和華喜愛
PSA.87.3	上帝之邑歟、有榮之事、指爾而言兮、  
PSA.87.4	我必言及
PSA.87.5	論
PSA.87.6	耶和華錄萬民時、核其數曰、斯人生於彼兮、  
PSA.87.7	歌者舞者、僉曰我之泉源、咸在於爾兮、  
PSA.88.1	拯我之上帝耶和華歟、我於爾前、晝夜呼籲兮、  
PSA.88.2	願我祈禱、達於爾前、尚其側耳、聽我呼籲兮、  
PSA.88.3	我心充以患難、我命近於陰府、  
PSA.88.4	列於就墓者中、若無助之人兮、  
PSA.88.5	被擲於死者中、如見殺者臥於墓、爾不復垂念、絕於爾手兮、  
PSA.88.6	爾置我於至深之坑、幽暗之處、深邃之域兮、  
