MAT.1.1	Kabuttuanna Yesus Kristus peampoanna tomaraya Daud, peampoanna Abraham, susi inde laoannae:
ACT.24.18	Innang naitana' to Yahudi illalan Banua Ada'na Puang Allata'alla, angku mangka diseroi situru' ada'na to Yahudi anna inde angku marassan umpalako pemala'e. Sapo' attu iatoo tae' buda tau dio reen kusolaan anna tae' dengan tau marukka, 
ACT.24.19	sapo' dengan duka' pira-pira to Yahudi to lu dio mai Asia illalan Banua Ada'na Puang Allata'alla. Iamo te maie la sipato' mupadio reen anna ummendekan pa'tanda'na lako kaleku ke sia dengan.
ACT.24.20	Sapo pabeaimi to dio reen temo untula' kasalaan aka kupogau' angku marassan naparessa pa'bisara alukna to Yahudi. 
ACT.24.21	Umbai angga sabatta kadangku napasala angku mantula' illalan alla'-alla'na, iamo kukua: ‘Dibisarana' allo temo annu kuorean kumua dengan katuoanna sule to mate.’ ”
ACT.24.22	Sapo umpatorro salapi inde kara-kara Feliks-e nakua: “Anna saepa Lisias, randan ponggawana tantara angku mane kattu inde kara-karamua'e.” Inde Feliks-e budami tau narangngi untetteran Kasaranian
ACT.24.23	Ussuami ponggawana tantara umpatama tarungkun Paulus, sapo tae' la didagai sigali, anna tae' toi la didapai solana ungkandapai.
ACT.24.24	Pira-pirangngalloi, sae omi Feliks sola bainena disanga Drusila, mesa to Yahudi. Umpopetambaimi Paulus annu la natetterananni kapangngoreanan lako Puang Yesus Kristus. 
ACT.24.25	Sapo tappana ullambi' kada kamaloloan, ungkuasai kale, anna attunna la dibisara ma'rupa tau, marea'mi Feliks napolalan nakua lako Paulus: “Sirua opi, laomoko sule anna dengan opa attungku angku mane tambaiko.” 
ACT.24.26	Sapo' sitonganna parannu Feliks la nabengan doi' Paulus. Iamo nangei pembuda umpopetambai Paulus napopantula'.
ACT.24.27	Dua taunni mangkanna, disondaimi gubernur Feliks, nasonda Perkius Festus. Ia nangei untarungkun liu Paulus, annu morai Feliks la ummala penawanna to Yahudi.
ACT.25.1	Tallungngalloi saena Festus dio lembang iatoo, mengkalaomi dio Kaisarea lu lako Yerusalem. 
ACT.25.2	Dioi Yerusalem, napellambi'imi kapala imam sola angganna perepi'na to Yahudi anna untetteran pa'tanda'na lako Paulus. 
ACT.25.3	Usse'dek liumi Festus kenamala napatiolai anna ussua Paulus sae dio Yerusalem, annu napattuyu la napatei dio lalan. 
ACT.25.4	Sapo natimba' Festus kumua innang ditarungkun dio liu ia Kaisarea Paulus, anna innang la ma'sirra' duka' sule lako. 
ACT.25.5	Nakua Festus: “Dadi la laokan sola to paissammua' lako Kaisarea anna umpokada pa'tanda'na lako Paulus, ke sia dengan kasalaanna.”
ACT.25.6	La'bi saminggupi Festus dio Yerusalem anna mane sule lako Kaisarea. Masiangna, ummokko'mi illalan angngenan pa'bisaraan, anna umpopetambai Paulus. 
ACT.25.7	Saei Paulus, naliling tamami to Yahudi lu dio mai Yerusalem, anna umpokada buda pa'tanda'na, sapo' tae' nabela napomanassa.
ACT.25.8	Umpa'timpasammi kalena Paulus nakua: “Tae' dengan kasalaangku moi padamo nennu', susi lako ada'na to Yahudi anna Banua Ada'na Puang Allata'alla, tenni lako to ma'parenta Roma.”
ACT.25.9	Sapo morai Festus la ummala penawanna to Yahudi, napolalan ma'kada lako Paulus nakua: “La ma'dingkoka lao lako Yerusalem angku bisara diokoa'?”
ACT.25.10	Natimba' Paulus nakua: “Temo diomo' tingngayona pa'bisara to nabengan kakuasaan tomaraya Roma, dadi sipato'mi ke dikattu indei kara-karaku. Annu muissanammi kumua tae' tongan-tongan dengan kasalaangku lako to Yahudi. 
ACT.25.11	Ianna dengan kasalaangku kupolalan la sipato' dipabambanni sangka' dipatei, masannangna' la dipatei. Sapo ianna tae' tonganna pa'tanda'na lako kaleku, tae' dengan tau mala ussoronganna' rokko lisu pala'na inde mai taue. Dadi kupelau kenamala inde kara-karakue dibisara dio tingngayona tomaraya Roma.”
ACT.25.12	Sipantula'-tula'mi Festus anna inde to nasolaan ma'bisarae anna mane ma'kada nakua: “Mangkami mupelau la dibisara dio tingngayona tomaraya Roma kara-karamu, dadi kupalulakomoko tomaraya Roma.”
ACT.25.13	Pira-pirangngalloi mangkanna, saemi tomaraya Agripa sola Bernike dio Kaisarea umpellambi'i Festus anna salama'i. 
ACT.25.14	Pira-pirangngalloi torro dio, untetteran kara-karana Paulus gubernur Festus lako nakua: “Dengan mesa to ditarungkun inde disanga Paulus, natampe Feliks. 
ACT.25.15	Saena' lako Yerusalem, natulasammo' kapala imam sola perepi'na to Yahudi angganna pa'tanda'na lako inde taue napasiolaan napelau la dipabambanni sangka'.
ACT.25.16	Sapo' kutimba' kukua: ‘Tangngia kabeasaanna to ma'parenta Roma tokke' la umpabambanni sangka' mesa tau ke ta'pa dibisara annu la dibengampi attu umpa'timpasan kalena dio tingngayona balinna.’ 
ACT.25.17	Dadi inde anna saemo pira-pira to Yahudie kupa'sirra'imi umbisarai. Masiangngii le'ba' siamo' tama angngenan pa'bisaraan angku mane umpopetambai Paulus. 
ACT.25.18	Inde anna ke'de'mo untetteran pa'tanda'nae, tangngiaria gau' kadake susi illalan penawangku napokada. 
ACT.25.19	Sapo anggaria alukna nasipekkai anna dengan mesa tau disanga Yesus, mangkami bonno' sapo pissan kadanna Paulus kumua tuo. 
ACT.25.20	Pusa'mo' umba la kukua ummissanan tappa' inde kara-karae, kupolalan ungkutanai Paulus kukua: ‘La ma'dirrokoka lao lako Yerusalem ammu dibisara dio?’ 
ACT.25.21	Sapo' napelau la dibisara dio tingngayona tomaraya Roma anna la dipaillalampa tarungkun sae lako nalambi' attunna dibisara. Dadi kusua tau umpatamai tarungkun inde napolalan ummampai attu la kungei ussua tau ussolanni lako tomaraya Roma.”
ACT.25.22	Nakuamo tomaraya Agripa: “Moraina' la urrangngi tula'na itin tauo.” Natimba' Festus nakua: “Makale'pa ammu perangngii.”
ACT.25.23	Masiangngii, saemi Agripa sola Bernike umpasangga' porewana la umperangngii Paulus. Tamami angngenan pa'bisaraan sola angganna ponggawana tantara anna to diangga' illalan tondok. Ussuami tau Festus lao ummala Paulus anna solanni tama angngenan pa'bisaraan. 
ACT.25.24	Ma'kadami Festus nakua: “O tomaraya Agripa sola anggammua' to ma'kombong temo. Petua'ia' inde taue. Iamo te to ditanda' umpogau' kakadakeanne, natanda' angganna to Yahudi susi dio Yerusalem tenni inde Kaisarea. Saena' napellambi'i anna sipealo'-alosan nakua: ‘Itin tauo tae' mala dipabeai tuo liu.’ 
ACT.25.25	Sapo' tae' dengan kukabuttui pa'palakona la dipolalan umpabambanni sangka' dipatei. Sapo napelau la dibisara dio olona tomaraya Roma, dadi la kupalulakomi Roma. 
ACT.25.26	Sapo ta'pa kuissanan akamo la nakua sura'ku untetteranni lako tomaraya. Iamo kungei umpopengngolomi tama alla'-alla'mua' temo la'bi-la'binna lako tomaraya Agripa, anna malara dengan mala kuuki' ke mangkami diparessa. 
ACT.25.27	Annu nakua inawangku tae' natamai akkalan tokke' la ussua mesa to ditarungkun mengngolo lako tomaraya ke tae' dipasiolaan kasalaan napogau' situru' pa'tanda'na tau lako kalena.”
ACT.26.1	Ma'kadami tomaraya Agripa lako Paulus nakua: “Dibengammoko attu mantula' la umpa'timpasan kalemu.”
ACT.26.1	Ummangka'mi limanna Paulus anna mane mantula' umpa'timpasan kalena nakua: 
ACT.26.2	“O tomaraya Agripa, kerongko'na' allo temo annu malana' ke'de' dio tingngayomu umpa'timpasan kaleku, untimba' angganna pa'tanda'na to Yahudi lako kaleku. 
ACT.26.3	La'bi-la'binna kuissanan kumua untarru' tongangko kabeasaanna to Yahudi sola kara-kara sibeasa nasipekkai. Iamo too, kupelau la sa'bara'ko umperangngii tula'ku.
ACT.26.4	Angganna to Yahudi ummissanan asan pa'palakoku mengkalao dio mai angku mangngurapa susi dio tondok kadadiangku tenni dio Yerusalem. 
ACT.26.5	Masaemi anna issananna'. Anna kela naakui, la malana' napa'pesa'bian kumua mengkalao dio mai to nakala'na' kombonganna to Farisi, kombonganna to umpengnganda' tongan-tongan alukki. 
ACT.26.6	Tapakala dibisaramo' temo annu ummoreanna' pa'dandinna Puang Allata'alla lako neneki. 
ACT.26.7	Iate pa'dandie narannuan asan to Yahudi napolalan allo bongi menomba liu langngan Puang Allata'alla. O tomaraya Agripa, iamo te pa'dandi kurannuanne nangei umpasalana' to Yahudi. 
ACT.26.8	Tae' kuissanan battu maakai anna tae' natamai akkalanna to Yahudi ke umpatuoi sule to mate Puang Allata'alla.
ACT.26.9	Yolona, illalan duka' penawangku tae' dengan aka takupogau' la kuola ungkarra'i to ummorean Puang Yesus, to Nazaret. 
ACT.26.10	Kara-kara iatoo mangkami kupalako dio Yerusalem. Buda to unturu' boko'na Puang Yesus kupopetarungkun mangkangku nabengan sura' parenta kapala imam, anna kusituru'ipa ke dipateii. 
ACT.26.11	Pembudana' undarra to mangngorean illalan banua pa'sambayanganna to Yahudi, angku passai untelang kapangngoreananna, anna sitonda ara'na' lao ummula'i sae lako tondok tau.
ACT.26.12+ACT.26.13	O tomaraya Agripa, pissan attu mengkalaona' lako Damsyik annu napakuasana' kapala imam la lao undarra to unturu' boko'na Puang Yesus dio. Ummolana' lalan, tangnga allo, tokke'mi dengan pangngarrang yao mai langi' kuita untondon mata allo masiangna ungkabu'na' sola angganna to kusolaan menono'. 
ACT.26.14	Songka siamokan rokko litak, kurangngimi kamara ma'basa Ibrani umpa'kadaina' nakua: ‘O Saulus, O Saulus, maakari ammu pakario-riona'? La mapa'di'ko ke umbaliko Dewatammu.’ 
ACT.26.15	Kukuamo untimba'i: ‘O Puang, bennaroko Iko?’ Natimba'na' nakua: ‘Kaomo te Puang Yesus to mupakario-rioe. 
ACT.26.16	Sapo' millikmoko ammu ke'de'. Umpa'paitaanna' kaleku matin annu kuturoko la kupopengkarang anna lao umpa'pesa'bian kara-kara muita allo temo, sola kara-kara mane la kupaitaiko ke dako'. 
ACT.26.17	La kurinding pala'ko mupolalan salama' dio mai satondokmu to Yahudi anna dio mai tau senga' salianna to Yahudi. La kusuako lao umpellambi'i tau senga' salianna to Yahudi 
ACT.26.18	ammu bukaianni matanna anna malara mallai illalan mai kamalillinan lu tama kamasiangan, mallai dio mai kakuasaanna ponggawana setang lu lako kakuasaanna Puang Allata'alla. Anna malara digarri'i kasalaanna anna la mengngala angngenan illalan alla'-alla'na to mangka diseroi ummolai kapangngoreananna lako kaleku.’
ACT.26.19	O tomaraya Agripa, iamo tee kungei unturu' liu inde pangngitangku yao mai surugae. 
ACT.26.20	Bunga'-bunga'na kupakareba lako to Yahudi dio Damsyik, anna mane dio Yerusalem, anna mane illalan lembangna Yudea; susi duka' lako tau senga' salianna to Yahudi, kumua: ‘Pengkatoba'koa' ammu ma'palulako Puang Allata'alla ammu pogau' kara-kara situru' pengkatobasammu.’ 
ACT.26.21	Iamo nangei umpealaina' to Yahudi illalan Banua Ada'na Puang Allata'alla anna la pateina'. 
ACT.26.22	Sapo' naongannina' Puang Allata'alla kupolalan mala umpa'pesa'bian Puang Yesus susi lako to barinni' tenni lako to kamai. Iate kupakarebae tae' dengan nasisalai tula' napayolo lamban angganna nabi sola Musa, 
ACT.26.23	kumua innang la ussa'dingan kamaparrisan To dibassei bayu-bayu ma'pasalama', anna la randan yolo tuo dio mai alla'na to mate, anna la umpakareba kamasiangan lako to Yahudi anna lako tau senga' salianna to Yahudi.”
ACT.26.24	Marassampi mantula' Paulus umpa'timpasan kalena, mesadangmi Festus nakua: “Tattasangko Paulus, napatattasangko kamanarangammu.”
ACT.26.25	Sapo' natimba' Paulus nakua: “O Festus to kipakasalle, tae'na' tattasan annu inde kutula'e tonganna asan anna masissang pikki'ku mantula'. 
ACT.26.26	Inde kara-karae naissanan duka' tomaraya iamo kungei barani umbatotongngi lako. Nakua penawangku ta'mo dengan tae' la naissanan tomaraya inde kara-karae annu tae' dadi dio angngenan membuni. 
ACT.26.27	O tomaraya Agripa, ummoreangkoka tula'na nabi? Kuissanan kumua muorean.”
ACT.26.28	Natimba' tomaraya Agripa nakua: “Musangarika la madommi'na' mupatama Sarani angga illalan attu sappalli'?”
ACT.26.29	Nakuamo Paulus: “La ma'sambayangna' langngan Puang Allata'alla anna malara tae' angga iko sapo angganna to urrangngi tula'ku la susina' taboko'na rante bassi dipungoanna'. La ma'sirra' siarika dadi, la maela'rika.”
ACT.26.30	Ke'de' siami tomaraya anna gubernur sola Bernike anna angganna to dio reen attu iatoo. 
ACT.26.31	Saei lako salian, sipantula'-tula'mi nakua: “Inde taue tae' dengan umpogau' kasalaan la dipolalan umpabambanni sangka' ditarungkun battu' dipatei.”
ACT.26.32	Nakuamo tomaraya Agripa lako Festus: “La malami dirappanan kela tae' mangka napelau la dibisara dio olona tomaraya dio Roma.”
ACT.27.1	Mangkai dipatantu kumua la ma'kappala'kan lako Italia, diberomi Paulus sola pira-pira to ditarungkun rokko lisu pala'na Yulius, mesa ponggawana tantara Roma illalan mai kombonganna tantarana tomaraya.
ACT.27.2	Langngammokan kappala' lu dio mai Adramitium la lao ullelean kasoreanna kappala' illalan lili'na Asia. Anna dengan mesa to Makedonia lu dio mai Tesalonika disanga Aristarkhus kisolaan.
ACT.27.3	Masiangngi, saemokan lako Sidon. Inde Yulius-e umpakamaya Paulus napolalan umpabeai Paulus umpellambi'i siissananna anna malara napagannasanni kaparalluanna. 
ACT.27.4	Mengkalaomokan ma'kappala' umpebiring tasik dio libukan Siprus annu natammuikan bara'. 
ACT.27.5	Mangkakan ummundu' biring tasik ullambammokan tasik natingngayo Kilikia anna Pamfilia kipolalan sae lako Mira dio lembangna Likia. 
ACT.27.6	Ullambi'mi kappala' lu dio mai Aleksandria ponggawana tantara dio, la lu lako Italia. Diberomokan lako kappala' iatoo. 
ACT.27.7	Pira-pirangngallo naola ma'ela'-ela' kappala'ki, napolalan kamala tae' nabela sae lako Knidus. Ta'mokan umpatarru' penonosangki susi mangka kipatantu annu natammuikan bara' kamai kipolalan mangngundu' biring tasikmo dio libukan Kreta ummola dio sa'dena mendosongna gantanan disanga Salmone angki malara tae' namangka bara'. 
ACT.27.8	Masussa tongan-tongan kappala'ki ummundu' biring tasik angki mane ullambi' mesa angngenan disanga Kasorean Maleke sikadappi' tondok Lasea.
ACT.27.9	Buda attungki masala babang. Attu iatoo nalewammi attunna sinangei ma'puasa to Yahudi, kalembasanna tangngiamo attunna la nangei menono' kappala' annu budami bara'. Iamo nangei ma'pakilala Paulus nakua: 
ACT.27.10	“Anggammu siulu'ku, nakua inawangku kasanggangammo la taduppa ke umpatarru'ki' penonosanta temo, tae' angga kappala' sola porewa la tallan sapo sunga'ta duka'.” 
ACT.27.11	Sapo marru ummorean ia to umpopenono' kappala' sola puangna kappala' inde ponggawana tantarae anna la tula'na Paulus. 
ACT.27.12	Inde kasorean kappala'e, tangkaan dadi la nangei torro illalan attu masakka' padang. Iamo nangei buda tau morai la umpatarru' penonosanna umpellei angngenan iatoo la nasandak umpellambi'i kasorean kappala' dio Feniks la nangei torro masae-sae umpelessu' attunna masakka' padang. Kota Feniks nangei mesa kasorean kappala' dio libukan Kreta mapia torroanna annu nasala bara'.
ACT.27.13	Attu iatoo mangngiri' bara' lu dio mai tandai kairinna kappala' lambisan nasanga la malami umpatarru' kapenonosanna. Urruntu'imi petole'na kappala' dio mai tasik anna mane mengkalao kappala' ummundu' biring tasik dio libukan Kreta. 
ACT.27.14	Sapo' tae' masae anna tiputa'mo talimpuru' lu yao mai gantanan sidisangai talimpuru' tandai kananna mata allo 
ACT.27.15	lambisan untampokki kappala'ki. Tokke'mi dipatiolai babang kappala' napalurekke lu sau' bara' annu ta'mo nabela lao untammui bara'. 
ACT.27.16	Le'ba liumokan nabaa bara' sasaena lako biring tasik tae'na narua sigali talimpuru' dio mesa libukan barinni' disanga Kauda. Diomo angngenan iatoo kingei mala urruntu' lepa-lepa langngan kappala' moika anna kikarra'i. 
ACT.27.17	Yaoi kappala' lepa-lepa, diba'ba'mi balayan inde kappala'e. Nalulummi laya'na anna malara tokke' ummambang babang annu marea' la titumbuk lako bungin ma'tombon disanga Sirtis. 
ACT.27.18	Masiang polei, ditibeimi lao bawaanna kappala' rokko tasik annu kamai sigalimi talimpuru' untappera' kappala'. 
ACT.27.19	Inde anna allo katallunnamoe melolomi pole' to ma'dama yao kappala' untibei lao porewa kappala'. 
ACT.27.20	Battu pira-pirangngallo naola tala bentoen diita tala mata allo anna tuttuan budamo duka' talimpuru' tae' dengan la monda, napolalan ta'mo dengan kirannuan kumua la salama'kan.
ACT.27.21	Pira-pirangngallomi tae' ummande inde mai taue, napolalan ke'de' Paulus anna mantula' lako nakua: “Anggammu siulu'ku, kela tula'ku dituru' tapolalan tae' umpellei libukan Kreta, tae'ki' la unduppa kamasussaan anna tae' masala porewa ditibei lao. 
ACT.27.22	Sapo moika anna illalangki' kamasussaan temo, kupelau lako kalemua' la tontongkoa' umpomatoro penawammu annu tae' dengan moi mesamokoa' la pa'de taboko'na inde kappala'e. 
ACT.27.23	Annu saena' napellambi'i malaeka' samai' bongi, iamo malaeka'na Puang Allata'alla to kupenombai anna kupekapuangngi, ke'de' dio sa'deku 
ACT.27.24	ma'kada nakua: ‘O Paulus, dau marea' annu innang la saeko lako olona tomaraya Roma. Angganna tau yao inde kappala'e tae' dengan la pa'de annu iko napessailei Puang Allata'alla.’ 
ACT.27.25	Anggammu siulu'ku, iamo too la tontongkoa' umpakamai penawammu annu ummorean tongan-tonganna' Puang Allata'alla kumua angganna tula'na lako kaleku innang la dadinna. 
ACT.27.26	Sapo inde kappala'e innang la titumbu dio sa'dena mesa libukan.”
ACT.27.27	Kasapulo appa'na bonginna, tontong liupakan napalulako lu dio mai talimpuru' dio Tasik Adria. Umbai tangngai bongi nasa'dingmi to ma'dama yao kappala' kumua madappi'mi gantanan. 
ACT.27.28	Ullollorannimi batu rokko tasik la naola ussuka'i mandalanna. Mangkai nasuka', dua puloria dappana mandalanna. Napadende omi titti' anna mane suka'i, sapulo limamora dappana mandalanna. 
ACT.27.29	Umpaturummi appa' petole' rokko pollo'na kappala' annu marea' la titumbu lako batu, anna parannumo kumua kela masiangmo. 
ACT.27.30	Sapo ambo' la umpeangmia lalan to ma'dama la umpellei kappala'na. Umpaturummi lepa-lepa rokko tasik susi to la umpaturun petole'na kappala' yaya ulunna kappala'. 
ACT.27.31	Nakuamo Paulus lako ponggawana tantara sola tantarana: “Ianna la umpellei kappala'na inde lako to ma'damae, la sanggang asangkoa'.” 
ACT.27.32	Urratta'i siami pesangke'na lepa-lepa tantara anna pabaei le'ba naambang-ambangan wai.
ACT.27.33	Nannarii, melaumi Paulus lako to yao kappala' kenamala ummande, nakua: “Sapulo appa'mi bonginna muola umpengkataroia' tadea', tae'koa' dengan ummande. Anggami ma'tumbaraka illalan penawa mangngampa battu akamo la dadi. 
ACT.27.34	Dadi kupelau lako kalemua' kenamala ummandekoa' ammu malara matoro. Annu innang tae' sia dengan la ronno' moi salamba'mo beluakmua'.” 
ACT.27.35	Mangkai mantula', ummalami roti anna ma'kurru' sumanga' langngan Puang Allata'alla dio tingngayona inde mai taue anna mane piakki naande. 
ACT.27.36	Matoro asan pole' penawanna sule urrangngi tula'na Paulus napolalan ummande. 
ACT.27.37	Anggangki inde to yao kappala'e dua ratu'kan pitu pulo annan. 
ACT.27.38	Mangkai ummande, untibemi bawaanna kappala' iamo gandum to ma'dama anna malara maringngan kappala'.
ACT.27.39	Tibungka'i masiang ummitami gantanan ma'embang marante biringna. Moika anna tae' naissanan sanganna, nasituru'-turu'imi la umpasore kappala'na dio. 
ACT.27.40	Urretta'imi pesangke'na petole' kappala' anna pabeaii rato babang. Mangkaii, umbukaimi porinna pegirik kappala' anna mane umpalangngan laya' dio tingngayona anna malara nabussun bara' lu langngan gantanan. 
