MAT.1.1	Annayan mansùsùnufan na nginkanà an Jesu Cristu wi kanà David wi kanà ako Abraham.
1CO.14.31	Siyan amaschin oyyoonyu wi mansuksukat-ayu losan ta awad na wayanay mangifaka ta sinumani impaakammun Apudyus an siya, ta maacharanyu losan ya masorkakanyu ko ta pammatiyu. 
1CO.14.32	Ad na taku wi awad na karobfongana wi mangifaka ta pion Apudyus wi mipaakammu, awad akon karobfonganay mangiyakay ta sachi ukuchona. 
1CO.14.33	Tan à Apudyus, foon pù pionan makallawtau tan na piona kay na maturturnustau.
1CO.14.33	Na màmàwa ta ailiili, nu maarus maamung chachi mamati, 
1CO.14.34	akikinnò na fubfufai. Ad isuna kuma an chiayu wi achi pu miparufus na fubfubai wi mantudtuchu, tan masapur ifafachan long-agcha ta lallarai, tan sachin niyug-is ta Lintog na Judio. 
1CO.14.35	Siyan nu awad pionchay maawatan, achicha ta foroycha imuson ta asawacha, tan afafain nu man-ukud na fufai ta sangwanan chachi nan-ar-arus wi mamati.
1CO.14.36	Ngim chiayu ngay, apay achiayu pu miyamfuruy ta intudtuchuni? Tan naillachuayu tan siya simsimmòyun chiayun narpuwan na ukud Apudyus. Winnu simsimmòyu nin wi chiayu kan natudtuchuwan ta ukudna! 
1CO.14.37	Siyan nu awad an chiayun mangwanan wi piniyar anu Apudyus à siyà mangipaakammu ta ukudna, winnu awad anun karobfongana wi innadchon na Ispiritun Apudyus, masapur maawatana ko wi losan na anchanayay inyug-is-u, filin Apu Jesus. 
1CO.14.38	Siyan nu achina pu chongron na anchanaya, achiyu ko chongron à siya.
1CO.14.39	Siyan, susunud, talikakayanyu kuma wi mangitudtuchu ta sinumani impaakammun Apudyus an chiayu, ad achiyu ko ipalit na mangiyukud ta safali wi ukud. 
1CO.14.40	Ad ilanyu ko ta losani oyyoonyu, ustuustu ya naurnus.
1CO.15.1	Susunud, piò wi asin mangipaspasmò an chiayu ta sachi Mamfaruy Chamag wi nar-us-u impachamag an chiayu, wi sachi kon inawatyu ya siya kon lummamutan na pammatiyu ta sana. 
1CO.15.2	Ad sachi koy chamag na masaraknifanyu nu ngongodngochanyuy mamati, naraksig nu pinatiyu wi maid katuttuwaana.
1CO.15.3	Intudtuchù an chiayun sachi isag napatog wi inachar-u an Apudyus, wi na sachi tudtuchu, mipangkop ta natayan Cristù fayad na fasurtau, wi sachin niyug-is ta awi ta ukud Apudyus ta chaanna pu màwaan. 
1CO.15.4	Nilofon à siya, ad na miyatluy padcha ummuli nataku, wi sachi kon niyug-is ta ukud Apudyus ta awi. 
1CO.15.5	Ad ummuli pun nataku, nampailan Pedro ya losan ta chachi apostolesna. 
1CO.15.6	Sachi ad nampaila ko ta uchumi pasurutna wi naarus naamung wi nasurukchà limangkasut. Natoy na uchum an chicha ta sana, ngim chaan pun à matoy na kaachuwan an chicha. 
1CO.15.7	Sachi ad nampaila kon Jaime achiwot nampaila ko ta losani apostolesna.
1CO.15.8	Ad na anungusna, nampaila kon saon wi maid purus namnamà wi mamati. 
1CO.15.9	Tan saon na afafaan ta losani apostoles tan achì pu kuma karobfongan wi man-apostoles tan pinarpalikatà chachi naamuamung wi mamatin Apudyus. 
1CO.15.10	Ngim kapu kay ta sayaaw Apudyus an saon, nafaliwan tuwan kinatatakù, siyan na sana, losan na oy-oyyoò ya annay kinasasaad-u, mipakapu kay ta fachangnan saon. Ad foon pu kò nasayang na sayaawna tan isag-u ipapati wi mangwa ta sinumani pion Apudyus. Ad sin-umisag nin na inyìiwaar-u nu inyìiwaar losan chachi uchumi apostoles. Ngim foon pù karobfongà na mangipapatiyà, ngim mipakapu ta turung Apudyus. 
1CO.15.11	Siyan uray saon na mangitudtuchun chiayu winnu chachi uchumi apostoles, man-iisu ko kan itudtuchuni wi sachin pinatiyu.
1CO.15.12	À chiani losan, annay losanni itudtuchu wi ummulì Cristu nataku. Siyan apay anan na uchum an chiayu wi achi pu nu umuli matakun natoy? 
1CO.15.13	Tan nu tuttuwan sanat, kapilitani achi pu ko ummulì Cristu nataku! 
1CO.15.14	Ad nu kaspangalikan achi pu ummulì Cristu nataku, maid nù kutù na annay itudtuchuni ya maid pu ko kutù na mamatiyanyun siya. 
1CO.15.15	Ad foon pu kò afuschi, tan nu tuttuway achi pu ummulì Cristu nataku, manturtulliani nù mipangkop an Apudyus. Tan itudtudtuchuni wi impaulin Apudyus tinakù Cristu. Ngim nu achi pu umuli matakun natoy, kapilitani foon pù impaulin Apudyus tinakù Cristu. 
1CO.15.16	Tan nu achi pu umuli matakun natoy, achi pu ko ummulì Cristu nataku. 
1CO.15.17	Ad nu achi pu ummulì Cristu nataku, maid purus silfin na mamatiyanyun siya ad issiyan fasuryu nù wi achi pu mapakawan. 
1CO.15.18	Ad isun akon chachi nar-us natoy wi namatin Cristu, ad payan yakan namatiyancha nu tuttuwan sachi. 
1CO.15.19	Tan nu kaspangalikan afus yakan sanay atattakutaù misilfiyan na pammatitaun Cristu, wi maid uchum à namnamatau wi umuli mataku, ad chitauy mamatin isag achagchaku ta losani atakutaku.
1CO.15.20	Ngim na katuttuwaana, tuttuway ummulì Cristu nataku wi siyan ummunay nan-uli wi achi pu asin matoy. Ad sachin matuttuwaan na umuliyan na losani taku matakuwan. 
1CO.15.21	Tan somsom-onyu, nu matoy na losani taku kapu ta ingwan na os-osàani taku ta chamchamuna, siyan mafalin akoy umuli mataku na losani taku kapu ta ingwan na os-osàani taku ko. 
1CO.15.22	Tan kapu ta maid pu takù achi pu matoy kapu ta nitimpuyukan an Adam, siyan isuna koy umuli matakun natoy kapu ta nitimpuyukan an Cristu. 
1CO.15.23	Ngim man-un-unud na màwa ta taku tan Cristun ummunay ummuli nataku ta losani nan-ootoy. Ad à tapin na padcha wi mangulinana, siyan umuliyan na losani natoy wi namatin siya matakuwan. 
1CO.15.24	Sachi ad nu chumtong na anungusna wi siyan mangafakan Cristu ta sinumani turay ya losani awad na mannakafalinna, tan sachin mamagpakana ta losani karobfongan ya fiyang na afusurna. Ad nu marpas, ipurangna kon losan an Amanay Apudyus ta Manturayana. 
1CO.15.25	Tan simsimmò Apudyus wi masapur manturay umunà Cristu ingkanà afakonan losani fumusur an siya. 
1CO.15.26	Ad nu maafakcha losan, maid asin matmatoy à taku tan siyan anungus na afusurtau na otoy. 
1CO.15.27	Tan awad na niyug-is ta ukud Apudyus ta awi wi anana, “Manturayon Apudyus à Cristu ta sinuman.” Ad narawag ako wi foon pu kò mitapì Apudyus ta sachi mangipaturayana ta losan an Cristu, tan à Apudyus siyan mangipaturay an siya. 
1CO.15.28	Ad nu iturayan Cristun sinuman, sachin ustuy mangipurangan Cristu, wi Anà Apudyus, ta turayna ya uray akon long-agna wi manturayona kò amana ta Apudyus na mangituray ta losan.
1CO.15.29	Ad na osa ko, nu foon pù tuttuway ipaulin Apudyus takuwon na natoy, tamako kon chachi uchum mampafunyag nù à para ta fufurunchay nanattoy? Tachako oyyoon nù na amaschi nu ananchay achi pu umuli matakun natoy? 
1CO.15.30	Tan à chiani, nu tuttuway achi pu umuli matakun taku, sinun silfin nù na man-otoyanni wi mangitudtuchu, uray maid pu nangipachas an chiani? 
1CO.15.31	Tan susunud, tuttuway inuras wi sasagkanaò na matayà. Ngim uray amaschi an-anusà yakay, tan chiayuy susunud na mamaspas-arà kapu ta pammatiyun Jesu Cristu wi Aputau. 
1CO.15.32	Ngim nu achi pu umuli matakun natoy, sinu nù na maarà ta annay mafiyakà ta sana wi isù posposposonà ta anchanayay takud asnay Efeso wi isù otyonà ta layun. Tan nu foon pù tuttuway umuli matakun natoy, maid silfin na manliglikatà, achi un-unnoy na surutò na ananchay, “Mangamanganta ya uminuinumta tan matoyta ko kà fikat ad sachi.”
1CO.15.33	Ngim achita kuma maturtulliyan ta amaschi tan foon pù tuttuwa. Tan tuttuwan sachi ananchay, “Nu makafurfuruntau ta lawing, lumawingta ko.” 
1CO.15.34	Siyan manchauliyonyun somsomòyu ta iwarangyuy fumasur. Tan awad na uchum an chiayu wi isù maid akammuchan Apudyus. Ad siyan maifafainanyu.
1CO.15.35	Awad na mangimus wi, “Sinun in-inon na natoy wi umuli mataku? Ad sinu kon itchuran na long-agcha nu umuli mataku?” 
1CO.15.36	Apay amaschin imus? Tan inaagkammuyun màwa ta fuor, tan nu mifunufun achi pu sumimit nu achi pu marpos umuna. 
1CO.15.37	Ad na sachi mifunufun wi isun na pakoy winnu sinuman, sumafalin itchuracha nu tumufucha tan foon à kakassiyay fuor. 
1CO.15.38	Ngim nu nimura, inadchan Apudyus na fuor à long-agnà pionay itchura siyan na nangkarakarasi wi fuor naadchan à karasin na tumufuwancha.
1CO.15.39	Ya isuna ko ta long-ag na sinumani naparsuwa wi annan fiyagna, tan foon à losancha man-iisu. Tan safalin long-ag na taku ta long-ag na animar ya sissiwit ya ukachiw.
1CO.15.40	Ya isun akon chachi iningwan Apudyus wi awad ta langit ya chachi awad ad asnay luta, wi foon pu kò man-iisucha, tan safalin kinafarun chachi awad ta langit ta kinafarun chachi awad ta annay luta. 
1CO.15.41	Tan annat na kinafarun na init, ya annat akon kinafarun na furan, ya annat akon kinafarun na fituwon. Nangkarakarasi kon kinafarucha tan nansabsafalicha.
1CO.15.42	Losan na anchanayay inyalig-u, mipangkop ta umuliyan na natoy matakuwan. Tan na long-agtaud asnay luta, narakà matoy ya marpos. Ngim nu umuli matakun long-ag, isag safali tan achi pu asin matmatoy à ing-ingkana. 
1CO.15.43	Ad na annay long-agtau ta sana, lawrawingngan ya nakapsut. Ngim nu umuli mataku, maid pu ustù miyisuwan na kinafaruna ya kinapigsana. 
1CO.15.44	Na annay long-agtau ta sana, para kay ad asnay luta. Ngim nu mipauli mataku, para ta makafiyakan ad langit. Siyan kapu ta annan long-ag wi para ad asnay luta, kapilitani awad akon safali wi long-ag wi para ad langit. 
1CO.15.45	Tan niyug-is ta ukud Apudyus wi, “Na chamuy taku wi Adam, ingwan Apudyus à siyà lugrukin na mafiyakan ta annay luta wi mapagpag.” Ngim à Jesu Cristu wi naawakan à miyawway Adam, siyan lugrukin na mannaynayuni mafiyakan wi maid pun pagpagna. 
1CO.15.46	Ad ako maawatanyu kuma wi foon pù umun-unan mannaynayuni long-ag tan masapur umunan long-ag wi para ta annay luta achiwot na mannaynayun. 
1CO.15.47	Na sachi chamuy taku wi Adam, linuta tan lutan narpuwana. Ngim na nisùnub wi isù miyawway Adam, langit na narpuwana. 
1CO.15.48	Ad na losani kanà na sachi chamuy Adam, man-isun long-agcha ta long-agna tan linutacha losan. Ngim na losani taku wi niyaamung an Cristu, isun akon long-ag Cristu wi narpud langit na long-agchà tapin na padcha. 
1CO.15.49	Siyan somsom-onyuna, tan nu inawattaun long-ag Adam tan kanàna chitau, sikurachu ko wi awatontaun long-ag Jesus à tapin na padcha, tan nitatappitau kon siya.
1CO.15.50	Susunud, na piò wi ifakan chiayu, amasna. Na long-agtau wi awad na fokasna ya charana, achi pu purus mafalin wi mitapi ta Manturayan Apudyus tan achi pu mafalin wi miyaslang na marpos ta sachi achi pun.
1CO.15.51+1CO.15.52	Siyan chongronyun annay katuttuwaan wi foon pù nipaakammu ta taku ingkana ta sana. Tan chitauy mamati, awad na uchum an chitau wi foon à matoy. Ad nu mipakingan pupun Apudyus ta anungus na sinuman, sachin mismuy mafaliwan na long-agtau, ad mipauli ko mataku losan na nan-ootoy wi namati ad achicha pu asin matoy à ing-ingkana. Ad losantauy mamati, mafaliwan na long-agtaù faruy long-ag. 
1CO.15.53	Tan chitauy taku wi mafalini matoy, masapur isù mafaliwantau ta long-ag wi achi pu matoy, ta na mapagpag, mamfalin à mannaynayun wi maid pagpagnà ing-ingkana. 
1CO.15.54	Siyan nu amaschin màwa wi masukatan na matoy à mannaynayun wi achi pu matmatoy, sachin tumuttuwaan na sachi niyug-is wi ukud Apudyus wi anana,
1CO.15.54	“Pinagpag Apudyus na matayan ta maid asin matoy.”
1CO.15.55	Ad anana ko,
1CO.15.55	“Siyan maid asin mangafakan na otoy ta taku. Ya maid ako asin umogyatan na taku ta matayan.”
1CO.15.55	Sachin anan Apudyus. 
1CO.15.56	Na narpuwan na ogyat na taku, otoy mipakapu ta fasur. Ad na mangilawag ta fasur, sachi Lintog Apudyus wi inyug-is Moses. 
1CO.15.57	Ngim manyamantaun Apudyus tan kapu ta iningwan Aputauy Jesu Cristu, adchon Apudyus an chitaun mangaabfakantau ta otoy.
1CO.15.58	Siyan, susunud wi ay-ayatò, ipapatiyun pammatiyu ya oognanyun katuttuwaan. Ad ipapatiyu ko wi mangwa ta sinumani pion Apudyus wi pàwan chiayu, tan akammutau wi uray sinuy oyyoontaù para an Apudyus, achi pu masayang tan kattoi annan misilfiyancha losan an Apudyus.
1CO.16.1	Annaya kon ifakà an chiayu mipangkop ta urnungonyuy ifachang ta chachi takun Apudyus ad aschi Judea. Siya oyyoonyun isun na imfakà ta chachi mamati ta ailiili ta provinsiyad Galacia. 
1CO.16.2	Siyan na oyyoonyu ko, mamfaru nu Chinumingkuy waschi osan chiayu umichulin kumà innàit ta iniwaarana. Ad sonsononyu ta achiayu manchakuchakup nu umaliyà. 
1CO.16.3	Ad nu chumatongà, mangwaà akò surat à awiton chachi piliyanyù mangiyoy ad Jerusalem ta inurnungyu ta awad mangakammuwancha ta puntilyan na ifachangyu. 
1CO.16.4	Ad nu kaspangalikan nu saon na mangiyoy, uray mifurun chachi piniliyanyu.
1CO.16.5	Na puranù, inyà umunad Macedonia achiyaot umalid asnat. 
1CO.16.6	Ad nu chumatongà ad asnat, mafayakà nin wi ingkaw an chiayu, ingkanà marpas na akilid. Ad nu marpas, chiayun mangipaligwat an saon ta uchumi umayà. 
1CO.16.7	Tan nu iparufus Apudyus, piò wi mafayakà kuman chiayu tan lawingò nu sin-aitan yakan mangil-à an chiayu.
1CO.16.8	Ngim ingkawà yan ad asnay Efeso ingkanà marpas na lagsak wi Pentecostes. 
1CO.16.9	Tan uray achun mallawing an saon ad asna, achun wayà wi mantudtuchu tan achun maryad wi manchongor.
1CO.16.10	Nu umalì Timoteo ad asnat, ilanyu ko ta narmanyu mangiliyon à siya, tan siya kon osay mangwa ta ipàwan Apudyus wi isun akon oyyoò. 
1CO.16.11	Ad ilanyu ko ta achiyu ungusan à siya, ta fadnganyu tapnu mamfarun mangulinanan saon ad asna, tan uullayò à siya ya chachi koy mamrun an siya wi susunudtau.
1CO.16.12	Ya mipangkop an Apolos wi sunudtau ko, inàarùù siya ta mifurun kuma ta chachi uchumi susunudtau wi umalid asnat, ngim achi pu nu mafalin ta sana. Ngim umali nu nu awad wayana.
1CO.16.13	Susunud, man-an-annad-ayu ya ipapatiyu kon pammatiyu. Achiayu kuma mafain ta pammatiyu ngim ipailayun kinapigsana. 
1CO.16.14	Ya na losani oyyoonyu, maila kuman ayatyu ta asintatakuyu.
1CO.16.15	Susunud, akammuyun mipangkop an cha Estefana wi simfaryan wi chichan ummunay namatid Acaya. Ad akammuyu ko wi ipapatichay fumachang ta losani takun Apudyus. Siyan na chawatò an chiayuy susunud, 
1CO.16.16	ta patkonyu kuman takuy kakassachi, ya uray akon losani makaiwaar an chicha wi mansilfin Apudyus.
1CO.16.17	Maay-ayatanà ta ummaliyancha Estefana, Fortunato ya Acaico, tan naàaanan na amochi ayù an chiayu ta nangil-à an chicha. 
1CO.16.18	Ad sinorkagcha kon somsomòu à isun na nanorkakanchan chiayu. Siyan lispituwontau kuman isun na amaschi wi taku.
1CO.16.19	Losan na anchanayay mamati wi maaruarus maamung ta ailiilid asnay provinsiya wi Asia, losancha pakumustaon à chiayud asnat. Ya uray ako cha Akila an Priscila wi man-asawa ya losan chachi mamati wi maaruarus maamung ad foroycha, losancha ko pakumustaon à chiayuy susunudnin Cristu. 
1CO.16.20	Ya uray ako losan na anchanay mamatid asnay Efeso, pakumustaoncha kò chiayu.
1CO.16.20	Siyan chiayu, nu man-asiilaayu, ipailayu kuman man-asiay-ayatanyu.
1CO.16.21	Saoni Pablo, mismuy imà na mangisurat ta annay anungus na surat-u, “Sapay kuma ta farfaruayud asnat.”
1CO.16.22	Nu sinumani achi pu mangay-ayat an Aputauy Jesu Cristu, kapilitani machusan Apudyus.
1CO.16.22	Sapay kuma ta foon pù mafayag ad nangulin à Aputauy Jesu Cristu!
1CO.16.23	Fafadngan chitau losan an Apu Jesus kanayun.
1CO.16.24	Ay-ayatò chiayu losan mipakapun Jesu Cristu.
2CO.1.1	Saon à Pablo wi chinutukan Apudyus à man-apostoles Jesu Cristu. Ad anna kò Timoteo wi sunudtau. Ad annayan suratnin chiayuy maaruarus maamuamung ad asnati Corinto wi manaychayaw an Apudyus, ya losan akoy takun Apudyus ta ailiili wi sakupon na provinsiyad Acaya.
2CO.1.2	Ad iluwarunin Apudyus wi Amatau ya Jesu Cristu wi Aputau ta fadngancha chiayu losan ya turnusoncha kon somsomòyu losan.
2CO.1.3	Manyamantaun Apudyus wi Aman Aputauy Jesu Cristu, tan siyan Amatau wi manangngaasi ya Apudyustau wi managfachang. 
2CO.1.4	Tan fadngafadngan chitau ta losani manliglikatantau. Ad siyan mafalintauy fumachang ako ta fufuruntauy mapalikatan ta sinumani likat. Tan na imfabfachang Apudyus an chitau, amaschi kon imfabfachangtau kuma ta fufuruntau. 
2CO.1.5	Nu amod na malikatantau, makalikattau ta likat Cristu, siyan isun akon makauwaantau ta chakor wi fachang Apudyus kapun siya. 
2CO.1.6	Ad nu malikatan-ani, achifali tan na lisortana fumaruwanyu ya masaraknifanyu. Ad nu mafadngan-ani, siya kon lisortan na mafadnganyu ya machogchog-an na pigsayu wi manganus ta uray sinumani likat wi isun na mangan-anusanni. 
2CO.1.7	Ad siyan maid chuwachuwani mipangkop an chiayu, tan akammuni wi uray malikatan-ayu wi isun na malikatanni, fadngan Apudyus chiayu kò isun na mamadnganan chiani.
2CO.1.8	Susunud, pionni wi ipaakammun chiayun sachi napasamak an chiani ta provinsiyad Asia, tan amod na napalikatannid aschi wi achiani pu makaanus ad maid namnamanì mataku. 
2CO.1.9	Tan isuanì nasintinsiyaan à matoy. Amaschin napalikatanni. Ngim narawag wi nàwa losan na sachì mangacharanni wi achini pu kuman piyaron na karobfonganni, ta siya kay piyaronnì Apudyus wi karobfonganay mangipauli manaku ta natoy. 
2CO.1.10	Tan sinaraknifan chiani ta sachi napalikatanni wi ananni pun nu iyatoyni, siyan sikurachuwonni wi sasallaknifan chiani ta uray sinuy mapasamak, siyan pipiyyaronnì siya. 
2CO.1.11	Ya chiayu kon fumachang wi mangiluwarun chiani. Ad nu achun mangiluwarun chiani, achu kon manyaman an Apudyus ta mamadnganan chiani ta manongfatana ta luwaruyu.
2CO.1.12	Ichayawni ya sikurachuwonni ta somsomòni wi na losani oy-oyyoonni ta taku, ya sinchumallun chiayu, nacharus losan wi maid nitarù lawing. Ad foon pù somsomò na takun narpuwan na iningwani tan finadngan Apudyus chiani kapu ta sayaawna. 
2CO.1.13+2CO.1.14	Ya losani suratnin chiayu, maid pu nipasakid tan narawag na pinag-ifakani ta maawatanyu. Ta uray nu chaanyu pù isag maawatan na awad an chiani, sapay kuma ta chumtong na mangawatanyù ustuustu ta nu umchas na padchay mangulinan Apu Jesus, mafalin wi ichayawyù chiani wi isun na mangichayawannin chiayu.
2CO.1.15+2CO.1.16	Kapu ta masikurachù wi piyaronyù saon, siyan pinuranù wi umalini fisitaon umunà chiayu achiyaot manàpus ad Macedonia ya mangoyà ako asin ad asnat nu mangulinà ad asna wi marpud Macedonia, ta mamigwan mamadngà an chiayù masorkakanyu, ya piò akoy mampaturung an chiayu ta annay mamfiyasiyà umayan ad Judea. 
2CO.1.17	Ngim kapu ta achi pu nituruy na pinuranù, achiyu kuma sosom-on wi foon à mapiyar na ukud-u wi isun chachi achi pu mamati wi maid achicha winwinan ngim achicha pu oyyoon. 
2CO.1.18	Ngim na katuttuwaan, foon à amaschiyà, tan pipiyyarò à Apudyus, ad siyan sursurutò. 
2CO.1.19	Ya maid pu ko amaschin Jesu Cristu wi Anà Apudyus, tan à siya, maid pu tinachunanà achina pu iningwa. À Jesus, siyan impagngorni ancha Timoteo ya Silvanos an chiayu. 
2CO.1.20	Tan na losani impustan Apudyus, Jesu Cristun nangituruy. Ad sachin manàchoranni ta kinapiyarna ta losani taku ta machayawan Apudyus. 
2CO.1.21	Ad à Apudyus, siyan mangipapigsa ta pammatitau losan an Jesu Cristu. Ad piniyar chitau kò mangwa ta pàwana. 
2CO.1.22	Ad minarkaan chitau kò mail-ana wi chitaun takuna, wi na iningwana, innadchonan Ispiritunà makarong-ag an chitaù manuttuwaantau wi adchonan losani impustana.
2CO.1.23	Akammun Apudyus na katuttuwaan wi na achì pun umaliyan ad asnati Corinto, lawingò wi parwingon na somsomòyu nu omorà chiayu. 
2CO.1.24	Tan foon à siya pangkopnin manturay-anin chiayu mipangkop ta pammatiyu, tan inaagkammuni wi ustun impappatiyu. Tan na pionni kay chogchog-annin lagsakyuy manursurut an Apudyus.
2CO.2.1	Ad sachin namnammoà wi achiyà pu umali ta sana tan lawingò wi asin mamparwing ta somsomòyu. 
