GEN.1.1	 Khangla Mühghaüei müh si kaodak yaükei. 
JER.51.19	Ao Jakob Mühghaü ki haoje khübü tegü aying,
JER.51.19	aishanga ajanjan pendou Kümbou kho hao ki,
JER.51.19	hoba Israel kho haoeibü phetphanbü phang la lela piena.
JER.51.19	Haoeibü nyen kho Thükenbou 
JER.51.20	“Babilon, no ngeibü bungümjin hoba wapyobü insiaubu ki.
JER.51.20	Ka yoa phangshuong netla yeiko jangnyinla,
JER.51.20	sangle shuong netla yeiko mautila,
JER.51.21	koli si hao thüka setbü shuong netla yeitila,
JER.51.21	koli kailong si leibü shuong netla yeitila,
JER.51.22	bousu si yaksa netla yeitila,
JER.51.22	baushi si mütao haitila,
JER.51.23	lombüshuong si haoeibü sanshuong haitila,
JER.51.23	sekmoubü shuong si haoeneibü sekshapbü masu haitila,
JER.51.23	governor shuong si yaangenbü shuong netla yeitila ngei no jungeikei.”
JER.51.25	Chühashi, Babilon, no kaodak khümbo mautibou shonghnyu che phatko ki; lausikei ngo 
JER.51.26	Ka ka chemnyek shanga laang hoba chemshang shanga laang aikei asunglabü, aishanga no ponpen shanga sangliphang che kilabü, dogo 
JER.51.27	“Kaonyua shensinge che tonenashi! Phangshuong yoa teklaang metashi! Sao khulimbo lason wapyola phangshuong lamleashi; sao khulimbo habü sangnyu shuong tensepashi: Ararat, Mini hoba Ashkenaz. Sao shila lajamleibü che pienashi. Koksüng tan phatko koli shuong lamleashi. 
JER.51.28	Babilon khulimbo phangshuong wapyola lamleashi. Mediabü Choba shuong si haoeneibü governor shuong hoba songdakbü shuong; hoba haoeneibü songdak sangle phangkabü kaonyek shuong pendou lamleashi. 
JER.51.29	Kaodak lühda, hoba nyaakda, aishanga Babilon kaodaka müt aokei akiko sangliphang la yeitilabü lele 
JER.51.30	Babilonbü sekbülakbü shuong wapyobü nanga; haoen lulueibü lapheishona kia. Haoen maang ayaangenko apa; haoen yaksa tegü yeia. Saoeibü sangnyu bakhün thangtet leilua hoba saoeibü chemsibunga wan anga. 
JER.51.31	Babilonbü Choba to, sangnyu jiji pendou aenei lean apa dogo lenla lapang ngühlang künan cheei che to haüyoko laangyoda. 
JER.51.32	Shumang danshang phaishang dangbouei sunga hoba lapheishona wanei lona, hoba sepai shuong panglangyoda. 
JER.51.33	Aishanga Thükenbou 
JER.51.34	Babilon Choba Nebukhadnezzarei Jerusalem suia,
JER.51.34	hoba haoei ngo shauan apa.
JER.51.34	Haoei sangnyu kho ilechak tegü kongenbü la yeitia;
JER.51.34	haoei dragon cheei tegü suian apa.
JER.51.34	Haoei jembüei mühbü tegü shaua,
JER.51.34	hoba haoei joubü ngaitian apbei.
JER.51.35	Zion mütshuongei hai laushi,
JER.51.35	“Kün to amaiko ik shatbü shanga
JER.51.35	Babilonbü thükto yingshi!”
JER.51.35	Jerusalem mütshuongei hai laushi,
JER.51.35	“Kün khonkutibü shanga
JER.51.35	küneibü sii Khaldibü shuong thükto yingshi!”
JER.51.36	Hibü, 
JER.51.37	Hobaje Babilon leilubü laangshaang selong shuong thüngshang che yeilabü. Ho müt akibü mokde apyolabü hoba akhainyu kaoen che kilabü. 
JER.51.38	Babilonbü shuong pendou molosaonyu tegü ngühyoda hoba molosaonyu shoushou tegü haoen wiyoda. 
JER.51.39	Haoen sei longbü jiha ngei haoen la lem che lamlekulabü hoba haoen haian üpshongko haoen jaakan yeptilabü hoba ladangkei alakseptilabü. 
JER.51.40	Ngei haoen haitishang to leian haubü sanlon shoushou, lon hoba sanlon paang phatko leian yanlabü, dogo 
JER.51.42	Babilonbü thükto yungnyu nguiakei hoba kho deinyu yungsen ngühbüei sao küplepan ki. 
JER.51.43	Saoeibü sangnyu shuong hatla moklabü che ki, uangmuang hoba sangliphang kaodak che la yeiakei, aokei akibü kaodak, müteibü shou adanbü kaodak che yeian ki. 
JER.51.44	Hobaje ngei Babilona Bel shieikoelabü hoba haoei ai suikei kho haoeibü sanglou ka sungenlabü. Touje phangshuong hao jungto yangjung ohaulabü.
JER.51.44	“Babilonbü kümthang tuongakei. 
JER.51.45	Ngeibü mütli shuong, hao ka longashi! Kaneibü langkei khümenla laangashi! 
JER.51.46	Ladang kaonyua ngühphakphak ditlaje kheijinei kaneibü maangpon tekou ayingsi hatko teki; toupo ngühphakphak che hoba ngiempo ngühphakphak che dogo songdakbü cheei songdakbü che khulimbo kaonyua leilubü kilabü. 
JER.51.47	Hibü chühashi, ngei Babiloneibü heangsho shuong shieikoelabü jihsiphai louada; saoeibü kaonyu khümbo himou baulabü hoba saoeibü tuongbü mangjimei shenlabü. 
JER.51.48	Kheijinei müh si kao hoba haoen to kibü pendouei Babilon thükto olinbüei ngeklabü, aishanga yungkük ka mautibü shuong louan sao shilabü, dogo 
JER.51.49	Kaodak pendou haitibü haangjung Babilon tuongbü tegü, Israel haitibü hangshong Babilon tuongjan.”
JER.51.51	Kanei lauda, ‘Kün himou bautia, aishanga künei hakbü dida; himouei küneibü thenyek küplepbua, aieilausi küksithangei 
JER.51.52	Hibü chühashi, 
JER.51.53	Babilon müha jakko angasikei, hoba saoeibü kaangbüsekbü lapheishon sheasikei ngei sao khulimbo mautibü shuong hautikulabü, dogo 
JER.51.54	“Ditashi, Babilon ka lemenbü!
JER.51.54	Khaldibü kaodak ka maubü yaang longbü ngühlang!
JER.51.55	Haoei saoeibü lemen langh thaktikuda.
JER.51.55	Sepai tan dei juong ngühbü langh phatko louada,
JER.51.55	hoba phangyoko sao shilabü.
JER.51.56	Haoen Babilonbü khulimbo louakei;
JER.51.56	saoeibü sekbülakbü shuong lean apa,
JER.51.56	hoba haoeneibü lau netla yeia.
JER.51.56	Aishanga 
JER.51.56	haoei Babilon la saoei mubü kungailabü.
JER.51.57	Saoeibü leiyeibü shuong, songbüdobü shuong,
JER.51.57	governor shuong, saoeibü lajamleibü shuong
JER.51.57	hoba saoeibü lakjaibü shuong jaaktilabü.
JER.51.57	Hobaje haoen ladangkei alaksepbo yeptilabü, dogo
JER.51.57	Choba, aoeibü nyen Thükenbou 
JER.51.58	Babilonbüeibü kaangbüsekbü kümthang kao hima yeitilabü,
JER.51.58	hoba saoeibü suokbü bakhün shuong wanei lonlabü.
JER.51.58	phangshuongeibü kümsilei kho jim akibü;
JER.51.58	haoen thungyobü kho wanlüh shanga ong ki.”
JER.51.59	Zedekia Chobaeibü ikjaibou Seraia kho Neriaeibü shou hoba Maseiaeibü shi kiteikei. Jihuda Choba Zedekia songdak po leiboubüa Seraia hao yoa Babilon to hauko kikei hoba Jeremiaei hao la ho ngühlang kukei. 
JER.51.60	Babilonbü to habü amaibü pendou loushedla doan kibü khübü ngüh shuong pendou Babilon shangabü Jeremiaei le chenei dokei. 
JER.51.61	Hobaje Jeremiaei Seraia to laukei, “Ladang no Babilon to atlaje nyi habü ngüh pendou kaangko weashi. 
JER.51.62	Hobaje welau- ashi, ‘O 
JER.51.63	Ladang nyi ho le wekhümlaje khünei laang che khühashi, hoba Eufrates Shumang to tekan attishi. 
JER.51.64	Hobaje lauashi, ‘Babilon to hai haüthüklabü, aieilausi 
JER.51.64	Jeremiaeibü ngühshuong hanei thonda.
JER.52.1	Zedekia Choba yeijinei hao salangbü po saoto che kikei hoba Jerusalema haoei po anthük che songdakkei. Hao nyu kho Libnabü Jeremiaeibü nouyangshou Hamutal nyenbü kikei. 
JER.52.2	Hobaje Zedekiaei Jehoiakimei kümbü tegü 
JER.52.3	Maimaitham 
JER.52.3	Hobaje Zedekiaei Babilonbü Choba Nebukhadnezzar khulimbo meimeikei. 
JER.52.4	Hobaje haoei songdakbü po gü boubü lit anboubü chalou anbounyet Babilonbü Choba Nebukhadnezzar haoeibü sepai tan pendou yoa Jerusalem khulimbo loukei, hoba haoenei kho komlepbei hoba kho kaijembo lapheishon shekei. 
JER.52.5	Kho tegü sangnyu kho Zedekia Choba po anthükche boubü sühko komle- pan kikei. 
JER.52.6	Lit leiboubü chalou gü boubüa sangnyu khünei mühsinou aeibou kaangan yeisi kaonyeka mütshuong shanga shausiyung akitei. 
JER.52.7	Kheijinei sangnyu ba kho panyetkei hoba wapyobü mütshuong pendou linkei. Khaldibü shuongei sangnyu pendou kaian kiasikei haoen nangnak sangnyu kümthang penyi kaanglanga bakhün che to Chobaeibü bamang nyangko angan shetlangkei. Hobaje haoen Araba aeto satkei. 
JER.52.8	Lausikei Khaldibü sepai tanei Choba shijung haukei hoba Jerikho pholia Choba kho laphetkei hoba haoeibü sepai tan pendouei hao apyoan linkei. 
JER.52.9	Kheijinei haoenei Choba kho lapbei, hoba Hamath kaodak Reblaa Babilonbü Choba jungto hao leibakei, hoba hao thükto haoei matjem kukei. 
JER.52.10	Babilonbü Chobaei Zedekiaeibü shousi shuong hao thea haitikei hoba tokei Reblaa leiyeibü shuong pendou haitikei. 
JER.52.11	Haoei Zedekiaeibü nyek phekan apbukei, hoba hao namlühei khühkei, hoba Babilonbü Chobaei hao Babilon to leian haukei hoba hao ühai shongko thüngdanga phokei.
JER.52.12	Lit ngaoboubü chalou anbounyeta Babilon Choba Nebukhadnezzar songdak po anthükgü boubüa, Nebuzaradan, Babilon Choba lombü yoa lajamleibou Jerusalem to atkei. 
JER.52.13	Hobaje haoei 
JER.52.14	Hobaje Khaldibü sepai tanei, aoyou Choba lombü lajamleibou tan yoa kikei, Jerusalem kaijembo ba pendou lusaktikukei. 
JER.52.15	Hobaje Choba lombü lajamleibou Nebu- zaradan mütli yoa shaleboutham hoba sangnyua apyoan kibü shuong hoba ikküm ikleia libünyenbü shuong yo ka nangletbü shuong hoba aoyouei Babilon Choba jungto letjung haukei haoen dan Babilonbü Choba jungto lapjung haukei. 
JER.52.16	Lausikei Choba lombü lajamleibü Nebuzaradanei kaonyeka kaang shalebü shuong atje semlüh sek moutila hoba sek latla shanga apyokei.
JER.52.17	Hobaje 
JER.52.18	Hobaje haoenei nyakchak, tap suokjin, hoba namphet kipan aplabü shuong hoba sii laklabü phauyaang shuong hoba jen juoklabü phau shuong hoba Lembü- chem kümsileia jungeibü chisaknam phau, 
JER.52.19	hoba tokei chandinamei yaübü phau hanbü shuong hoba wankak suokjin phau, hoba sii laklabü phauyaang shuong hoba chak shuong hoba wanthung denshang shuong hoba yunglabü lembü kulabü phau, khübü peisilei khümbo Chobaeibü lombou lajamleibouei künlangkei. 
JER.52.20	Thaonyu penyi kabü chisaknamei yaübü kailong, yungnyu yaangbou, yungnyu phanga kibü masu pongsu anthüknyi hoba kho juetla kümbü denshang shuong, laobou Solomon Chobaei 
JER.52.21	Thaonyu kho suokla iknop anthükset bang kikei, kaijembo iknop anthüknyi bang; hoba kho shangla ikpit lei bang hoba kho maang kuokan kikei. 
JER.52.22	Khonei chisaknam thaonyu sembung yeman kikei; thaonyu sembung che kho iknop ngao suokbü kikei, hoba thaonyu sembung kaijembo chilangei pepyobü küman chinamei yaüan kikei; hoba nyiboubü thaonyu khokei, kho tegütham ong chilangei küman kikei. 
JER.52.23	Thükaenei chilang hek pendouei saongao bang kikei hoba khüka anjinngaoto lak khoje kao ka hapbo kikei.
JER.52.24	Hobaje Choba lombü lajamleibou Nebuzaradanei thükkabou ungshedbou Seraia, hoba thenkabou ungshedbou Zefania, hoba koukhün lombü müt sem laplangkei. 
JER.52.25	Hobaje sangnyu ka haoei wapyobü mütshuong leiyeibü che, hoba sangnyu ka asatko kiteibü Chobaeibü meitangbou müt nyet lapbei, hoba sepai tan thüka lajamleibou thenkabou hoba kaonyeka mütli huishaian phobou, hoba sangnyua hapbü kaonyek kabü mütli shuong yokabü müt saosem lapbei. 
JER.52.26	Hobaje lombü thüka lajamleibou Nebuzaradanei haoen lapbei hoba haoen Reblaa Babilon Choba jungto sungbakei. 
JER.52.27	Hobaje Babilonbü Chobaei haoen to ngümbei hoba Hamath kaonyek Reblaa haoen haitikei. Kho tegü Jihudabü jembü kaodak ka langsenkei. 
JER.52.28	Nebukhadnez- zarei lapjung haubü lühbak ho ki: po nyet boubüa Jihudabü hajar sem to saoto sem. 
JER.52.29	Nebukhadnezzar po anthükset boubüa haoei Jerusalem ka müt saongao setto khujinto nyi. 
JER.52.30	Po saoto semboubüa Choba lombü lajamleibou Nebuzaradanei Jihudabü saongao nyetto saonyito ngao. Müt pendouei hajar leito saongao lak kikei.
JER.52.31	Jihudabü Choba Jehoiakhin laplangbü po khujinto nyet boubüa, lit anthüknyi boubüa, hoba chalou saoto ngaobounyet, Evil-Merodakh Babilon Choba yeibü poa Jihudabü Choba Jehoiakhin to onou lenkei hoba thüngshang ka sungenkei. 
JER.52.32	Hobaje haoei hao to huphanga joyokei, hoba Babilona hao yoa kibü Choba shuong setshang thüka thükkabou younak che hao la kukei. 
JER.52.33	Hibü Jehoiakhinei haoei thüngshanga lebü neisimei hangletkei; hoba salang sünga chalou angboua Chobaeibü khümsoka shaukei yungkei. 
JER.52.34	Haoeibü munam shanga hao hainyet sühko haoeibü salang sünga hao chalou angbou khambü thüng Chobaei hao la ponpen thuibü kukei.
LAM.1.1	Ügütü, jih chenei mütei
LAM.1.1	shenetnyu kibü sangnyu,
LAM.1.1	kho laibü jembünyu ong setan ki!
LAM.1.1	Phangshuong yoa sao yaangenan kibü
LAM.1.1	kho ailaibü latnyu che la yeian ki!
LAM.1.1	Sangnyu shuong yoa chobasao che kibü kho
LAM.1.1	tou sambüyaübü che la yeiakei.
LAM.1.2	Nangnak sao khaukei kauko haapda;
LAM.1.2	saoeibü omlanga nyeksi kouda.
LAM.1.2	Sao to sanoubü shuong yoa sao maangsulaje ao aki.
LAM.1.2	Saoeibü thangbou shuong pendouei sao khüpettiko jungeida;
LAM.1.2	haoen saoeibü dangbou shuong yeia.
LAM.1.3	Khonkutibü haangjung hoba aaola leko kümtileitibü haangjung,
LAM.1.3	Jihudabü laplanga.
LAM.1.3	Sao songalebü shuong yoa kida,
LAM.1.3	hoba saoei hakso ühüpda;
LAM.1.3	sao shieikoebü pendouei sao kailepan
LAM.1.3	sao satla amaiko kipan kibü thua laphetakei.
LAM.1.4	Zion lamnyu shuongei mang haapda;
LAM.1.4	aieilausi saopobü lem to aokei alouda.
LAM.1.4	Saoeibü bakhün litham apa,
LAM.1.4	saoeibü ungshedbou shuongei ngühyoda,
LAM.1.4	saoeibü medei shuong khonkuda,
LAM.1.4	hoba saokei khonsakko kia.
LAM.1.5	Saoeibü yenbou shuong thükkabou la yeia,
LAM.1.5	saoeibü dangbou shuong naangmaida.
LAM.1.5	Aishanga saoei ngühkhüm juong leilubü shanga,
LAM.1.5	Saoeibü shousi shuong yenbou shuong jungto
LAM.1.5	thüngshang to haua.
LAM.1.6	Hobaje Zion Nouyangshou ka,
LAM.1.6	sao hemaisaomai pendou banga.
LAM.1.6	Saoeibü chobaeibü shousi shuong
LAM.1.6	lamshaushang ühüpbü meishi tegü yeia;
LAM.1.6	hoba meishibü thedanga sateibü tegü haoen semthetnyu apa.
LAM.1.7	Sao khonkubü hoba maangshatbü chaloua shangieda
LAM.1.7	sao shangabü namsek peisilei pendou Jerusalemei damenda;
LAM.1.7	hoba ladang saoeibü mütli shuong yenboueibü ik to atkei,
LAM.1.7	kheijinei aoeikei sao to athui.
LAM.1.7	Kheijinei yenbou shuong hapbei,
LAM.1.7	hoba haoenei sao tuongbü to nyikukei.
LAM.1.8	Jerusalemei shed yaang shonkei,
LAM.1.8	hibü sao shabü peisilei tegü yeikei;
LAM.1.8	sao hangenbü shuong pendouei sao aweasüngda.
LAM.1.8	Aieilausi haoenei sao mütkongbü thu hapbei;
LAM.1.8	haü, sao sao lolo ngühda,
LAM.1.8	hoba saoeibü thenyek phai yeida.
LAM.1.9	Sao asaopobü kho saoeibü ikseta kikei;
LAM.1.9	saoei saoeibü loulabü thu daman achüh.
LAM.1.9	Hibü sao maangkeipangko atetkei,
LAM.1.9	sao maangsulabü aki.
LAM.1.9	O 
LAM.1.9	aishanga dangbouei lulu lolo thük lea.
LAM.1.10	Namsek peisilei pendou thüka yenbouei ik tuoka;
LAM.1.10	Aishanga songalebü shuong saoposhang to atbü saoei hapbei.
LAM.1.10	Aoyou shanga nyi kaibü kamshang to haoen alotla
LAM.1.10	ngühkhüm kuan kikei.
LAM.1.11	Saoeibü mütli pendou ngühda,
LAM.1.11	haoen lang kila shanga haoen shausiyung lamla hauda;
LAM.1.11	“Chühashi, O 
LAM.1.11	aishanga ngo aweasüngko apa.”
LAM.1.12	Nyangko nongeibü kan pendou, kan theaje ho ai aying lo?
LAM.1.12	“Chühashi, hao khauang lotbü chaloua
LAM.1.12	kü to sühbü ngeibü maangshat tegü,
LAM.1.12	maangshat at ongkei kiasi aki chühan chühashi.
LAM.1.13	“Müh ka haoei ngeibü lomaang to wan jinkukei,
LAM.1.13	hobaje khoei haoen thükda.
LAM.1.13	Haoei ngeibü you shanga tin sankukei,
LAM.1.13	haoei ngo sepeinyu ngaitikei;
LAM.1.13	haoei ngo chaseko sangliphanga semthetnyu apyokei.
LAM.1.14	“Ngeibü ngühkhüm lulimbü shabü buleng pendou,
LAM.1.14	haoeibü ikei khühyoakei.
LAM.1.14	Khübü kho ngeibü ngüma yakkuakei;
LAM.1.14	haoei ngo hau akiko aptikei.
LAM.1.14	hoba haoen khulimbo ngo aloenda.
LAM.1.15	“Ngeibü hau kibü müt pendou kü thea kongkong yeitikei;
LAM.1.15	ngeibü heshou shuong janyinla shanga ngo khulimbo
LAM.1.15	haoei tan huishaikei.
LAM.1.15	Jihudabü Saosüngbü Nouyangshou kho amshanga semlüh tegü
LAM.1.16	“Khübü shanga ngo haapda;
LAM.1.16	ngeibü nyek ka nyeksi kouda.
LAM.1.16	Aieilausi ngeibü soushou haan khangetko solotibü kho
LAM.1.16	kü ka lounyu bangan kia;
LAM.1.16	ngeibü shousi shuong litham kia
LAM.1.16	aieilausi dangbouei thüka.
LAM.1.17	“Zionei saoeibü ik shinga, sao solotila ao aki;
LAM.1.17	Jakob shanga khei hao kaijembo kibü shuong kho
LAM.1.17	hao khulimbo ong yeilabü dogo 
LAM.1.17	Hobaje haoen yoa Jerusalem asaopobü peisilei che tegütham ki.
LAM.1.18	“
LAM.1.18	aishanga ngei haoeibü ngühkhüm khulimbo kümbei;
LAM.1.18	ditshima, kan mütli pendou hoba ngeibü maangshat chühshi;
LAM.1.18	ngeibü medei shuong hoba ngeibü heshou shuong laplanga.
LAM.1.19	“Ngei kü to sanoubü shuong ngakei,
LAM.1.19	lausikei haoenei ngo khüpettikei.
LAM.1.19	Ngei ungshedbou shuong hoba ngeibü jaishou shuong
LAM.1.19	soushou haksola shausiyung lamjinei sangnyua haoen maukei.
LAM.1.20	“Chühashi, O 
LAM.1.20	ngeibü soushou lemenda, ngeibü soushou panglangda;
LAM.1.20	aishanga ngei aeibou lulima;
LAM.1.20	khonga in lepda chemaje haibü tegü kia.
LAM.1.21	“Haoenei ngo ngühko wibü ditkei,
LAM.1.21	ngo haksotilabüje ao aki.
LAM.1.21	Ngeibü dangbou pendouei ngeibü khonku khonsak ditkei;
LAM.1.21	nyi ho kümbüa haoen olinda.
LAM.1.21	Nyi huiletbü chalou kho nyi loutilabü,
LAM.1.21	hoba haoen no phatko kilabü.
LAM.1.22	“Haoen amaibü pendou ka jungto loutishi,
LAM.1.22	hoba ngei ngühkhüm lulimbü shanga kü to kümbü tegü,
LAM.1.22	haoen to kümshima aishanga ngeibü shedti mashikbü juong
LAM.1.22	hoba ngeibü maangshema.”
LAM.2.1	Ügütü, 
LAM.2.1	Zion Nouyangshou küplepbei.
LAM.2.1	Müh ka kao sühko haoei Israel hemaisaomai yantikei.
LAM.2.1	Hao khauang longbü chaloua haoei haoeibü lembüchem adamen.
LAM.2.2	Jakob kishang pendou 
LAM.2.2	hao khauangbüei Jihudabü Nouyangshoueibü
LAM.2.2	lapheishon shuong tuongtia.
LAM.2.2	Kao sühko sangle hoba haoeibü songdakbü shuong
LAM.2.2	himou to yantia.
LAM.2.3	Haoeibü khauangei Israelbüeibü hau yaangbü
LAM.2.3	pendou haoei wapan attia.
LAM.2.3	Dangbou shuong thedanga haoei jembü mae ik haoen ka sungngaia.
LAM.2.3	Longan kibü wan tegü Jakob lonshema,
LAM.2.3	kaijembo kibü pendou haoei lonshemtia.
LAM.2.4	Dangbou cheei tegü haoei haoeibü lau bühkei,
LAM.2.4	hao haoeibü mae ik lamlean loakei.
LAM.2.4	Haoeibü nyekei maikubü pendou haitia;
LAM.2.4	Zion Nouyangshoueibü neichem to haoei haoeibü
LAM.2.4	khauang yeian jinkukei.
LAM.2.5	haoei chobasaoeibü chem pendou leilukua;
LAM.2.5	haoei saoeibü lapheishon shuong netla yeitikua.
LAM.2.5	Hobaje Jihudabü Nouyangshou shuong la
LAM.2.5	haoei manghaapbü hoba waangbü aei yeitia.
LAM.2.6	Bamanga haoeibü chemshou phatko kibü
LAM.2.6	lembüchem kho haoei pana;
LAM.2.6	haoei haoeibü lemshang kaoen leilua.
LAM.2.6	Ziona lemlishang hoba Nounyet lemshang 
LAM.2.6	Hobaje hao hatlamoklabü khauang longbüa choba si ungshedbou
LAM.2.6	shuong nyikula yeia.
LAM.2.7	haoei haoeibü saoposhang inleda.
LAM.2.7	Saoeibü kümthang shuong haoei dangboueibü ik to kuan apa;
LAM.2.7	lemenbü ngühlang longan kikei.
LAM.2.8	Zion Nouyangshoueibü kümthang kho leilukulabü;
LAM.2.8	leilutila kibü ka haoeibü ik asenngai.
LAM.2.8	Lapheishon maang hoba kümthangei mang haaplabü lele
LAM.2.8	haoei yeitikei hoba haoen liko hau thetkei.
LAM.2.9	Saoeibü bakhün kaomangto atda,
LAM.2.9	haoei saoeibü koukhin mautikukei hoba leilutikua;
LAM.2.9	saoeibü choba leiyeibü shuong kho ngühkhüm
LAM.2.9	akibü shuong phang yoa kia;
LAM.2.9	haü, saoeibü thuseibü shuongei 
LAM.2.9	mangsang ühüpda.
LAM.2.10	Zion Nouyangshou noushou shuong kaoa setda;
LAM.2.10	hoba haoen ngüh üangko kia.
LAM.2.10	Haoenei haoeneibü khua tap phinan jinakei
LAM.2.10	haoen haoen lolo shembe lokakei;
LAM.2.10	Jerusalembü medei shuongei himoubüei haoeneibü
LAM.2.10	thenyek küplepakei.
LAM.2.11	Ngeibü nyeka nyeksi dangda,
LAM.2.11	ngeibü maangpon jitnyina.
LAM.2.11	Ngeibü mütli nouyangshou leilubü shanga
LAM.2.11	ngeibü maangpon kao to atakei;
LAM.2.11	aieilausi hanbü shuong hoba senyopbü shuong
LAM.2.11	sangnyua semthetan kia.
LAM.2.12	Leilubü müt tegü sangnyu khongnyua haoen semthetnyu kijinei;
LAM.2.12	haoeneibü langkei haoeneibü khukua nongan kijinei
LAM.2.12	nyusi shuong to haoenei lauda, “Nyak si ih lanei ki?”
