GEN.1.1	Aino luai God kata asinong na mete kuku na kuli rina. 
JHN.9.11	Na kala ngenget iria ta, “Igenen ang kipo posong ia ta Iesu kata vil a roe na kala amatung ia e ngono matag. Na kala asok iau ta, ‘Kuan daus e Siloam.’ Au, nala pasal na nanla galui na matag na kala tapalas.” 
JHN.9.12	Na kila sui ia, “Nei a igenen ang e voi?” Na kala antok ta, “Parik napa nas.”
JHN.9.13	Na kila serei ta igenen mata ba ang si ri Parisaio. 
JHN.9.14	Taun ke katapo taun i atailai voiang a Iesu kata vil a roe na ka vil ato na mataba ke singina. 
JHN.9.15	Asukang a ri Parisaio kila kun sui ania ta kata vil sa ani matana na kala tapalas. Na kala antok iria ta, “Igenen ke kata amatung a roe e ngono matag na nanla daus na kana nalapo arai korong.” 
JHN.9.16	Na mang keve Parisaio kila antok ta, “Igenen ke parik katapa pasal le si God using kapo tav suai ani taun i atailai.” Na mang matan kila antok ta, “Igenen rikek kapo tav angkoai si vil ani abis i vilvil ataping asukang.” Au na kalapo atogon a tapagal nei liuan iria. 
JHN.9.17	Au le na kila anguan sui pok an ani igenen vopo mataba aino ang ta, “Kupo atogon a saka mengen ani vo vil atapalas ang ani ngono matam?” Na kala antok ta, “Kapo katakai i kus amalangas nang.”
JHN.9.18	Ri Iudaia parik kitapa lomlomon ta katapo mata ba na kana kalapo arai korong, tung si kila asok tapai ani rinana ve tamana asi karilong me serei. 
JHN.9.19	Na kila sui irilong ta, “Au, kakamilong kana ta nat? Ninia palau nang a nat ang, mitapo antok ta kita ingus ia velai ani mataba, ingko? Au na kata saka bil an vanang, na kana kalapo arai korong pok?” 
JHN.9.20	Na kilongla polpol ta, “Namemlongpo nas ta kakamemlong ta nat na namemlongpo nas ta katapo mata ba si taun i ingus ania. 
JHN.9.21	Sikei, si kata vil aro na ngono matana na kana kalapo mata arai, parik vang namemlongpa nas. Mi sui ia. Kalapo nat lava nang, kalapo angkoai si polpol akorong pok tatana.” 
JHN.9.22	Ngono angkisnganan ke kilongta polpol asukang ke using kilongtapo leng ani ri Iudaia, using lenginang ri Iudaia kitala angainainakai ta man a si kapo lomlomon ta Iesu nia kapo igenen i akanangai, ki kirikai suai ania pelek kari tutukuvul. 
JHN.9.23	Nang tukulai ina na ngono angkisnganan ke kilongta antok ta, “Kalapo nat lava nang, mi sui ia.”
JHN.9.24	Na kila anguan songo an ani mataba ang na kila antok ia, “Ku atutuman mete God. Namempo malangas ta igenen vopo vil ato ang anim kapo igenen rikek.” 
JHN.9.25	Na kala polpol ta, “Iau? Vei kavpo igenen rikek nganing vo parik. Parik napa nas. Sikei napo nas aro luai ta aino natapo mata ba, sikei kana nalapo mata arai!” 
JHN.9.26	Na kila sui ia, “Kata vil sa anim? Kata saka vil apara an ani matam?” 
JHN.9.27	Na kala polpol ta, “Natala mengen imi lenginang na parik mipa longong. Marai sa na mipo anguan buk longong an ania? Mipo buk ani mi kun nat i akalit kapa singina?” 
JHN.9.28	Na kila ki arikek ia na kila antok ta, “Numai apok kana nat i akalit, sikei namem, namempo nat i akalit si Moses! 
JHN.9.29	Namempo nas ta God katapo mengen taun a Moses, sikei igenen ke, parik namempa nas ta kata pasal le voi?” 
JHN.9.30	Na igenen ke kala antok ta, “Au, saka mengen an nang? Parik mipa nas ta kata pasal le voi, sikei kata vil atapalas kag mata ba. 
JHN.9.31	Tarapo malangas ta God parik kapa naung ani ri vap rikek. Kapo naung aniria vap po mamaila ania na kipo usiusing kana vubuk. 
JHN.9.32	Le kabang le kapo kovek i akus ta mangsikei katala vil ato na mang igenen i ingus amataba. 
JHN.9.33	Si man a igenen ke parik katapa pasal le si God, ka vil nem palau luai.” 
JHN.9.34	E iang kila antok ta, “Numai, kita ingus ua na ku polok alak nei lau rikek. Sa, kupo buk me akalkalit kana animem?” Au, na kila kirikai suai ania.
JHN.9.35	Na Iesu kala longong ta kitala kirikai ania, na taun kanla sabonai ania na kala sui ia ta, “Kupo lomlomon kana ta igenen i pukun?” 
JHN.9.36	Na igenen ang kala antok ta, “Volava, nei nia? Ku atai iau asi kag lomlomon tatana.” 
JHN.9.37	Na Iesu kala antok, “Lenginang kutala arai ania. Ninia vang kana, voike kupo angmemengenai ve nia.” 
JHN.9.38	Na igenen ang kala antok ta, “Volava, nalapo lomlomon.” Au na kala soturungai singina. 
JHN.9.39	Na Iesu kala antok, “Nata pasiang asi me saupai ani kuli rina. Ani vap mata ba ki mata arai, na vap mata arai ki mata ba.”
JHN.9.40	Na mang keve Parisaio voiang kitapo ago ve nia kila longong ia na kila sui ta, “Au sa, namem kapa nang, namempo kun mata ba?” 
JHN.9.41	Na Iesu kala antok ta, “Man mita mata ba, parik mipa nas a rikek. Sikei kana mipo antok ta mipo mata arai, asukang mamaiten i kami rikek kapo gon lak singimi.
JHN.10.1	Napo mengen atutuman luai animi, igenen vo po tav palak ang mete takaman i sipsip, sikei kapo lak alak si mang oring petekai, nia vanang kapo igenen tainau na kapo katakai i galang. 
JHN.10.2	Sikei, igenen vopo palak ang mete takaman akorong, nia na katakai i aiveven sipsip. 
JHN.10.3	Vopo aiveven takaman kapo tavas ania na ri sipsip kipo longong a kalingana. Kapo songo iria si kari keve asan na kapo ausingai aniria ane komo. 
JHN.10.4	Taun kila soung aongos na kala pasal ainoai aniria na kila using ia using kipo longo kinle na kalingana. 
JHN.10.5	Parik kipa angkoai si using ani mang anu. Ki sip ania using parik kipa kinle korong a kalingana.” 
JHN.10.6	Iesu katapo mengen iria ta kankanuai i mengen ke, sikei parik kitapa malangas ta sa katapo mengen iria tatana.
JHN.10.7	Asukang a kala anguan mengen an ta, “Napo mengen atutuman luai animi ta, nau napo takaman ani ri sipsip. 
JHN.10.8	Riria kita aino iau kipo vap tainau na kipo vap galang, sikei ri sipsip parik kitapa longong iria. 
JHN.10.9	Nau napo takaman. Ninia kapo palak singig ka sapang. Ka palak na ka soung na kan sabonai ani pok. 
JHN.10.10	Igenen tainau kapo serei si me tainau, ka daung na ka galang. Sikei nau nata serei si me alis aniria ta to, na to ang kapo duk luai ta roron. 
JHN.10.11	Nau napo katakai i aiveven sipsip ro. Katakai i aiveven sipsip ro kapo usausa si mat ani mamain ta sipsip. 
JHN.10.12	Igenen ipo samui palau parik kapa tauk i ri sipsip. Taun kala arai ani kauvek kalat, kala lomon suai ani ri sipsip na kala sip, na kauvek kalat kamela angan iria, na ka lulu angtaliungai pulakai aniria. 
JHN.10.13	Igenen ke kapo sip using kapo igenen ipo samui palau na kapo kovek i ngorem ani ri sipsip. 
JHN.10.14	Nau napo katakai i aiveven sipsip ro. Napo nas kag keve sipsip na kag keve sipsip kipo kun nas anig, 
JHN.10.15	asukang val mamai kapo nas iau na nau napo kun nas ani mamai. Na naka mat ani kag keve sipsip. 
JHN.10.16	Napo atogon kapa na mang keve sipsip voiang parik lak kipa ago si omo ke. Naka songo iria kapa. Ria kapa, ki kun longong ani kalingag na ka atogon palau a sikei a kuvkuvulan lava na sikei palau a igenen si aiveven aniria. 
JHN.10.17	Mamai kapo buk iau, tukulai ina using naka alis suai ani kag to na naka luk pok ia. 
JHN.10.18	Kapo kovek ta sikei ka saupai ani kag to, naka alis suai ania si kag lomlomonai akorong. Napo atogon a roron si alis tatana na si luk pok kapa ania. Ke mamai ta asok ani naka vil ia asukang.”
JHN.10.19	Au na ri Iudaia kila anguan tapagal an using palau si mengen ke. 
JHN.10.20	Amiang iria kipo antok asukang ke, “Kapo inguan nang, na nio kapa. Marai sa tarapo longong ia?” 
JHN.10.21	Sikei mang matan kipo antok asukang ke, “Igenen inguan parik kapa angkoai si mengen asukang ke. Saka ingua an kapo angkoai si vil atapalas ani ba?”
JHN.10.22	Katapo taun i livus na matan angan i nanauai ang kita teng ia e Ierusalem, 
JHN.10.23	na Iesu katapo ago nei rina i atailai na kapo pasal aliu nei takpok ang kipo kin ia ta Solomon. 
JHN.10.24	Na ri Iudaia kimela duk aulitai ania, na kila sui ia ta, “Au, saka taun an lak ani ku mengen aro luai animem? Sa, numai vang kana na igenen i akanangai ke? Antok amalangas.” 
JHN.10.25	Na Iesu kala polpol iria ta, “Natala mengen imi, sikei parik mipa lomlomon tatag. Keve abis i vilvil ataping ang natapo abis ia si asan i mamai, nang ria kipo akus atutuman tatag, 
JHN.10.26	sikei parik mipa lomlomon using parik ta kakag ta keve sipsip tatami. 
JHN.10.27	Kag keve sipsip kipo longong iau. Napo nas iria na kipo using iau. 
JHN.10.28	Naka alis iria ta to asikei na parik luai kipa angkoai si an kui asikei. Ka kovek ta sikei kame tak suai aniria pelek a kungag. 
JHN.10.29	Mamai kata alis iria ane singig, nia kapo tavirimok luai. Kapo kovek ta sikei ka tak suai aniria pelek a kungana i mamai. 
JHN.10.30	Nau ve mamai, namemlongpo sikei.”
JHN.10.31	Na ri Iudaia kilapo anguan lukluk iat an asi kari li punuk ania, 
JHN.10.32	sikei Iesu kala antok iria, “Natala akalit imi ta keve avibisan i vilvil ataping ta kitmat i mamai. Si saka abis an akorong na mipo buk li punuk anig singina?” 
JHN.10.33	Na ri Iudaia kila antok ta, “Parik namempa buk li punuk anim si kam saka abis an, sikei using kupo mengen arikek ani God, using kupo igenen palau na kupo antok ta kupo God.” 
JHN.10.34	Na Iesu kala polpol iria, “Sa, parik nang kitapa salik ia nei kami salsalik aino ta, 
JHN.10.35	Au arai, tarapo malangas ta sa na salsalik kapo mengen tatana kapo tutuman asikei, na God kapo posong a vap ang ta kipo keve god, vap ang voiang kipo luk kana mengen. 
JHN.10.36	Sikei nau, mamai kata akanangai anig ta nau kakana akorong na ka asok iau ane kuli rina. Marai sa mipo tupang iau ta napo mengen arikek si antok ta nau napo nat i God? 
JHN.10.37	Man parik napa abis a sa na mamai kata abis ia, mi lomon suai ani lomlomon tatag. 
JHN.10.38	Au na man napo abis ia na man parik mipa buk lomlomon tatag, sikei mi lomlomon ta abis i vilvil ataping ke asi kami nas na mi kinle ta mamai kapo ago singig, na nau napo ago singina.” 
JHN.10.39	Au na kila anguan buk teng akit an kapa ania, sikei kala pasal pelek iria.
JHN.10.40	Na kala paputuk pok a Iordanes si ring ang a Ioanes katapo uli asing tauia singina aino, na kanla ago e iang. 
JHN.10.41	Na vap miang kimela serei singina na kipo antok ta, “Tutuman, Ioanes parik katapa abis a mangsikei a abis i vilvil ataping, sikei sa katapo posong ia ani igenen ke kapo tutuman.” 
JHN.10.42	Na e iang si vuk rina ang vap miang kilapo lomlomon tatana.
JHN.11.1	Mangsikei a igenen katapo malepen kana asan ta Lasaro. Ninia le Betania, rina ke si ri Maria ve tasina ta Marta. 
JHN.11.2	Maria ke kana, nang a tauna ta Lasaro kapo matung malepen na kapo aina ang, voiang kata atiuai ani kakina i Volava ta laman sain roron ang na ka sosong ia ta ung i patuna. 
JHN.11.3	Na ngono angtasimal ke kilongla ali mengen taun a Iesu asukang ke, “Volava, igenen ke voiang kupo buk alava ia kapo malepen.” 
JHN.11.4	Iesu kala longong na kala antok ta, “Malepen ke nganlak parik kapa mat singina, parik. Kana malepen nang asi amaus ani God, na asukang kapa ani nat i God ka kun sungmaus singina.” 
JHN.11.5	Iesu katapo buk alava luai ani volo angtaumal ke ri Marta ve tasina na Lasaro. 
JHN.11.6	Lak kantanem, katala longong ta kapo malepen, sikei kala anguan ago le an ani mang pongua na taun si rina ang katapo ago singina. 
JHN.11.7	Au e mung kala antok kana keve nat i akalit ta, “Tara papok ane Iudaia.” 
JHN.11.8	Sikei keve nat ang kila antok ia ta, “Rabi, kana amukmuk ri Iudaia kitapo gule ua asi kari li punuk anim ta iat. Na kana kulapo anguan buk papok ane iang?” 
JHN.11.9	Na Iesu kala polpol iria ta, “Au parik kana kapa atogon a sikei a mangias kirol tutapong le no i tangat tung tenei vong? Igenen, man kapo pasal tenei ias parik kapa angkoai si tukai using kapo arai ani malangas i kuli rina ke. 
JHN.11.10	Sikei man a igenen kapo pasal tenei vong, ka tukai using kapo kovek i malangas ania.” 
JHN.11.11	Kata mengen tapai aniria ta keve mengen ke, le na kala antok iria ta, “Tungara ta Lasaro kapo rot. Sikei, naka pasal asi kag an pangun pok ania.” 
JHN.11.12	Na kila antok ia ta, “Volava, man kapo rot kapo ararai asukang ta ka to aro pok.” 
JHN.11.13	Si taun ang Iesu katapo mengen ta katala mat, sikei ria kipo sekpat ko nang ani kapo mengen ta rot palau i pukun. 
JHN.11.14	Na Iesu kala posong akorong singiria ta, “Lasaro nang katala mat. 
JHN.11.15	Kapo ro ta kata mat na nau e ke, asi pakangai animi si kami lomlomon. Sikei mi me ira na tara pasal ane singina.” 
JHN.11.16	Tomas, voiang kipo kin ia kapa ta Ridumo, kala antok a keve tungana ta, “Tara kun pasal si kara an mat ve nia.”
JHN.11.17	Au, kianla serei na Iesu kala longong ta kata lapo matung lenginang a puat a taun nei mopong. 
JHN.11.18	Betania katapo angasungai palau i Ierusalem, asukang ta 15 na sitadia. 
JHN.11.19	Asukang a amiang i ri Iudaia kita serei asi kari me mengen vaivaip ani ri Marta ve Maria si taurilong. 
JHN.11.20	Taun ang a Marta kala longong ta Iesu kapo pakasang kala soung si kana an ruduai ania, sikei Maria katapo ago nei lu. 
JHN.11.21	Asukang a Marta kala antok a Iesu ta, “Volava, man kuta ago e ke, taug parik kalapa angkoai si mat. 
JHN.11.22	Sikei kana napo nas ta saka bil an ku aikut ia si God, nia ka alis ua tatana.” 
JHN.11.23	Na Iesu kala antok ia ta, “Taum ka tapasuk pok.” 
JHN.11.24	Na Marta kala antok ia ta, “Napo nas ta ka tapasuk pok si taun i tapasuk pok ang si akamusai i taun.” 
JHN.11.25	Na Iesu kala antok ia, “Nau a tapasuk pok na nau a to. Ninia kapo lomlomon tatag ka teng a to kantanem man katala mat. 
JHN.11.26	Na riria kipo to na kipo lomlomon tatag, parik luai kipa angkoai si mat. Sa, kupo lomlomon kana ta mengen ke?” 
JHN.11.27	Na kala antok ia ta, “Io Volava, napo lomlomon ta numai a igenen i akanangai, na numai a nat i God vo me serei ke kuli rina.”
JHN.11.28	E mung i kana la mengen tapai na kala pasal ane si tasina ta Maria na kanla antok musik ia ta, “Katakai i Akalit kana, na kapo asok si me songo anim.” 
JHN.11.29	Na taun ang kala longong ia na kala tadut sumasuma palau asi kana an serei singina. 
JHN.11.30	Iesu kana lak parik katapa palak nei rina ang. Katapo ago lak si vuk oring ang na Marta kata ruduai ia singina. 
JHN.11.31	Mang matan i ri Iudaia, vap ang kitapo ago kuvul nei lu asi avaivaip ani Maria, kila arai ania si la tadut sumasuma na kala soung na kila using ia. Kitapo sekpat kapo pasal taun a mopong ang asi kana an radaupa. 
JHN.11.32	Sikei, Maria kanla serei si oring ang a Iesu katapo ago singina, na kala arai ania na kala matung turung e ngono kakina, na kala antok ia ta, “Volava, man kuta ago e ke, taug parik kalapa angkoai si mat.” 
JHN.11.33	Iesu kala arai ania sipo tangis ang, na keve Iudaia po using ang ania kipo kun tangis, na lomlomon ina kalapo mamaiten velai ani kapo mamakus alava. 
JHN.11.34	Na kala sui ta, “Mita amatung ia e voi?” Na kila antok ta, “Volava, me na kula arai.” 
JHN.11.35	Na Iesu kala tangis. 
JHN.11.36	Asukang a ri Iudaia kilapo angtokai ta, “Arai, kapo buk alava luai nang ania.” 
JHN.11.37	Sikei mang matan iria kipo sui ta, “Au igenen ke kana parik katapa vil ato na ba ang? Kapo sa na parik katapa kun buk vil ato ani igenen ke?”
JHN.11.38	Iesu kala anguan pat ania na vinga maiten, na kala paliu taun a mopong. Mopong ke nang katapo matung singina kapo vakil na kita atung bat a matana ta vuk iat lava. 
JHN.11.39	Na kala antok iria ta, “Ul suai ani iat ang.” Na Marta, tauna i igenen vo mat ang, kala antok ta, “Volava, katala matung nang a puat a taun nei mopong na si taun ke kalapo atogon a sain vok.” 
JHN.11.40	Na Iesu kala antok ia ta, “Sa nang, parik natapa antok ua ta man kupo lomlomon ku arai ani maumausan si God?” 
JHN.11.41	Au kila luk suai ani iat ang, na Iesu kala tarak alak na kala antok ta, “Mamai, napo posong ro using kutala longong iau. 
JHN.11.42	Napo nas ta kupo uli longong anig, sikei napo posong ia ani petau ke kana kipo angtung si oring ke, asi kari lomlomon ta numai kuta asok iau.” 
JHN.11.43	E mung i kana la mengen tapai, na kala songosongo alava ta, “Lasaro, ku soung.” 
JHN.11.44	Na igenen vopo mat ke kamela soung. Kita volo ia ta keve vuk vakup na ngono kungana ve ngono kakina kapo kit, na mang vakup kapo pakut a nona. Na Iesu kala antok iria ta, “Mi ulak suai ani keve vakup i mopong ang asi kana kalakala.”
JHN.11.45	Asukang a si taun ang, amiang i keve Iudaia vap me serei ang si Maria, taun kila arai ani sa kata abis ia, na kila lomlomon tatana. 
JHN.11.46	Sikei mang matan iria kila pasal taun ri Parisaio na kianla antok iria ta sa na Iesu kata abis ia. 
JHN.11.47	Au na keve ainoinoai si ri katakai i sula ve ri Parisaio kila songo akuvul kari kuvkuvulan lava i saupai, na kilapo angmemengenai asukang ke, “Tara abis sa akorong kana? Using a igenen ke kana kalapo abis a keve akanangai miang. 
JHN.11.48	Man nganing tara atolongon palau ia asukang ke, ri vap aongos kila lomlomon tatana. Na ri Rome ki serei na kime pakang ira ta kara rina na ki galang kara matan vap.” 
JHN.11.49	Sikei mang sikei a igenen iria, kana asan ta Kaiapas, voiang katapo ainoai i katakai i sula si matas ang, kala antok iria ta, “Mipo kovek luai i nas. 
JHN.11.50	Using kapo ro ta sikei a igenen ka mat, na matan vap ke ki ago ta tagalangan.” 
JHN.11.51	Parik katapa mengen ta mengen ke si kakana ta nas, sikei asukang ta ainoai i katakai i sula si matas ang, asukang a ka mengen i kus amalangas ta Iesu ka mat ani matan vap ke ri Iudaia. 
JHN.11.52	Na parik ta aniria papalik, sikei asi kana songo akuvul pok ani inatus si God, vap lapo loi pulakai ang asi kari me sikei palau pok. 
JHN.11.53	Na le si taun ang aliu, kilapo lomlomonai kuvul asi raung ania.
JHN.11.54	Asukang a Iesu parik kalapa anguan pasal an e mataria i ri Iudaia, sikei kala pasal akipai ane si mang rina e ngere ring varasai palau ang kipo kin ia ta Eparaim na kanlapo ago e iang ve kana keve nat i akalit.
JHN.11.55	Au na matan angan i liuluai kalapo angasungai. Vap miang kilapo papalak le si kari keve rina lik ane Ierusalem asi an vil adaus aniria aino le ni matan angan ang, angkokoai val kari sausaupai. 
JHN.11.56	Na kipo gulegule na Iesu, na si taun ang kipo angtung nei rina i atailai kian lapo angsusuiai ta, “Kupo lomon ia ta sa? Igenen ke nganing parik kalapa serei si matan angan ke, ingko?” 
JHN.11.57	Sikei, lenginang a keve ainoinoai si ri katakai i sula ve ri Parisaio kitala ali mengen amalangas ta man a mangsikei kapo nas ta Iesu e voi, kapo mamaiten ta ka mengen amalangas iria, ani kian kong akit ia.
